track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,2025-09-27,17:40,Good To Yielding (Yielding In Places) ace (Turf),2m,Apalachiyeats (IRE),Kevin A Murphy,7,E M O'Sullivan,9th,30 l,5,11-7t1,-,True,20,1
N/A,2025-09-27,17:40,Good To Yielding (Yielding In Places) ace (Turf),2m,Jisco Du Brem (FR),Mr D O'Connor,0,Jonathan Sweeney,8th,15 l,6,12-0t,-,True,20,1
N/A,2025-09-27,17:40,Good To Yielding (Yielding In Places) ace (Turf),2m,Tiger Twins (IRE),C M Hogan,7,E McCarthy,7th,9 l,4,11-5,-,True,20,1
N/A,2025-09-27,17:40,Good To Yielding (Yielding In Places) ace (Turf),2m,Samba Train (IRE),Miss A B O'Connor,0,E Bolger,6th,3 1/4 l,4,11-5,-,True,20,1
N/A,2025-09-27,17:40,Good To Yielding (Yielding In Places) ace (Turf),2m,Casterly Rock (IRE),E Finegan,7,P E Collins,5th,1 l,5,12-0,-,True,20,1
N/A,2025-09-27,17:40,Good To Yielding (Yielding In Places) ace (Turf),2m,Starting Fifteen,Mr F Maguire,0,E McNamara,4th,6 1/2 l,4,11-5,-,True,20,1
N/A,2025-09-27,17:40,Good To Yielding (Yielding In Places) ace (Turf),2m,Parnell Street (IRE),Mr A P Ryan,5,A Slattery,3rd,3 1/2 l,5,12-0,-,True,20,1
N/A,2025-09-27,17:40,Good To Yielding (Yielding In Places) ace (Turf),2m,Moon Sky (FR),Mr H C Swan,0,E McCarthy,2nd,1 3/4 l,4,11-5,-,True,20,1
N/A,2025-09-27,17:40,Good To Yielding (Yielding In Places) ace (Turf),2m,That Danny Feeling (IRE),Mr Alan O'Sullivan,7,T O'Brien,1st,N/A,5,12-0,-,True,20,1
N/A,2025-09-27,17:40,Good To Yielding (Yielding In Places) ace (Turf),2m,Apalachiyeats (IRE),Kevin A Murphy,7,E M O'Sullivan,9th,30 l,5,11-7t1,-,True,20,1
N/A,2025-09-27,17:40,Good To Yielding (Yielding In Places) ace (Turf),2m,Jisco Du Brem (FR),Mr D O'Connor,0,Jonathan Sweeney,8th,15 l,6,12-0t,-,True,20,1
N/A,2025-09-27,17:40,Good To Yielding (Yielding In Places) ace (Turf),2m,Tiger Twins (IRE),C M Hogan,7,E McCarthy,7th,9 l,4,11-5,-,True,20,1
N/A,2025-09-27,17:40,Good To Yielding (Yielding In Places) ace (Turf),2m,Samba Train (IRE),Miss A B O'Connor,0,E Bolger,6th,3 1/4 l,4,11-5,-,True,20,1
N/A,2025-09-27,17:40,Good To Yielding (Yielding In Places) ace (Turf),2m,Casterly Rock (IRE),E Finegan,7,P E Collins,5th,1 l,5,12-0,-,True,20,1
N/A,2025-09-27,17:40,Good To Yielding (Yielding In Places) ace (Turf),2m,Starting Fifteen,Mr F Maguire,0,E McNamara,4th,6 1/2 l,4,11-5,-,True,20,1
N/A,2025-09-27,17:40,Good To Yielding (Yielding In Places) ace (Turf),2m,Parnell Street (IRE),Mr A P Ryan,5,A Slattery,3rd,3 1/2 l,5,12-0,-,True,20,1
N/A,2025-09-27,17:40,Good To Yielding (Yielding In Places) ace (Turf),2m,Moon Sky (FR),Mr H C Swan,0,E McCarthy,2nd,1 3/4 l,4,11-5,-,True,20,1
N/A,2025-09-27,17:40,Good To Yielding (Yielding In Places) ace (Turf),2m,That Danny Feeling (IRE),Mr Alan O'Sullivan,7,T O'Brien,1st,N/A,5,12-0,-,True,20,1
N/A,2025-09-28,13:30,Yielding To Soft,1m 1f,Doctor Angelicus,Luke McAteer,0,B W Duke,8th,7 l,2,9-7t1,-,True,20,2
N/A,2025-09-28,13:30,Yielding To Soft,1m 1f,Elm Creek (IRE),Ronan Whelan,0,Donnacha O'Brien,7th,Neck,2,9-7,-,True,20,2
N/A,2025-09-28,13:30,Yielding To Soft,1m 1f,Vantage Code (IRE),Ben Coen,0,E Mullins,6th,10 l,2,9-7,-,True,20,2
N/A,2025-09-28,13:30,Yielding To Soft,1m 1f,Sharkeyboy (FR),J M Sheridan,0,W P Mullins,5th,1 1/4 l,2,9-7,-,True,20,2
N/A,2025-09-28,13:30,Yielding To Soft,1m 1f,Kalir (IRE),C D Hayes,0,D K Weld,4th,1 1/2 l,2,9-7,-,True,20,2
N/A,2025-09-28,13:30,Yielding To Soft,1m 1f,Enceladus (IRE),D Browne McMonagle,0,J P O'Brien,3rd,3 1/2 l,2,9-7,-,True,20,2
N/A,2025-09-28,13:30,Yielding To Soft,1m 1f,Cape Cod (IRE),Wayne Lordan,0,A P O'Brien,2nd,1 3/4 l,2,9-7,-,True,20,2
