track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Curragh Racing Results | 10th August 2024 15:25,N/A,15:25,Good To Firm (Good In Places),6f,Big Gossey (IRE),R Whearty,0,C O'Brien,4th,Short Head,7,9-7,-,True,133,11
Curragh Racing Results | 10th August 2024 15:25,N/A,15:25,Good To Firm (Good In Places),6f,My Mate Alfie (IRE),C T Keane,0,G M Lyons,3rd,1/2 l,3,9-3b,-,True,133,11
Curragh Racing Results | 10th August 2024 15:25,N/A,15:25,Good To Firm (Good In Places),6f,Kind Of Blue,Daniel Muscutt,0,J R Fanshawe,2nd,Head,3,9-3,-,True,133,11
Curragh Racing Results | 10th August 2024 15:25,N/A,15:25,Good To Firm (Good In Places),6f,Givemethebeatboys (IRE),S Foley,0,Mrs J Harrington,1st,N/A,3,9-3,-,True,133,11
Curragh Racing Results | 10th August 2024 15:25,N/A,15:25,Good To Firm (Good In Places),6f,Moss Tucker (IRE),R P Whelan,0,K J Condon,NR,N/A,6,9-7t,-,True,133,11
Curragh Racing Results | 10th August 2024 15:25,N/A,15:25,Good To Firm (Good In Places),6f,Torivega (IRE),R C Colgan,0,S Lavery,NR,N/A,4,9-7t,-,True,133,11
Curragh Racing Results | 10th August 2024 15:25,N/A,15:25,Good To Firm (Good In Places),6f,Valiant Force (USA),D Egan,0,A Murray,11th,4 1/2 l,3,9-3,-,True,133,11
Curragh Racing Results | 10th August 2024 15:25,N/A,15:25,Good To Firm (Good In Places),6f,Tango Flare (IRE),B M Coen,0,P T Foley,10th,Neck,5,9-7tp,-,True,133,11
Curragh Racing Results | 10th August 2024 15:25,N/A,15:25,Good To Firm (Good In Places),6f,Jakajaro (IRE),L T McAteer,0,D Marnane,9th,Neck,3,9-3,-,True,133,11
Curragh Racing Results | 10th August 2024 15:25,N/A,15:25,Good To Firm (Good In Places),6f,Twilight Jet (IRE),L F Roche,0,M O'Callaghan,8th,1/2 l,5,9-7tp1,-,True,133,11
Curragh Racing Results | 10th August 2024 15:25,N/A,15:25,Good To Firm (Good In Places),6f,Ano Syra (IRE),D McMonagle,0,J Feane,7th,Nose,5,9-4p1,-,True,133,11
Curragh Racing Results | 10th August 2024 15:25,N/A,15:25,Good To Firm (Good In Places),6f,Electric Storm (IRE),R L Moore,0,J Tate,6th,1 1/4 l,4,9-4,-,True,133,11
Curragh Racing Results | 10th August 2024 15:25,N/A,15:25,Good To Firm (Good In Places),6f,Shartash (IRE),James Doyle,0,A Watson,5th,1 l,4,9-7,-,True,133,11
Curragh Racing Results | 10th August 2024 15:25,N/A,15:25,Good To Firm (Good In Places),6f,Big Gossey (IRE),R Whearty,0,C O'Brien,4th,Short Head,7,9-7,-,True,133,11
Curragh Racing Results | 10th August 2024 15:25,N/A,15:25,Good To Firm (Good In Places),6f,My Mate Alfie (IRE),C T Keane,0,G M Lyons,3rd,1/2 l,3,9-3b,-,True,133,11
Curragh Racing Results | 10th August 2024 15:25,N/A,15:25,Good To Firm (Good In Places),6f,Kind Of Blue,Daniel Muscutt,0,J R Fanshawe,2nd,Head,3,9-3,-,True,133,11
Curragh Racing Results | 10th August 2024 15:25,N/A,15:25,Good To Firm (Good In Places),6f,Givemethebeatboys (IRE),S Foley,0,Mrs J Harrington,1st,N/A,3,9-3,-,True,133,11
Curragh Racing Results | 10th August 2024 16:00,N/A,16:00,Good To Firm (Good In Places),5f,Greek Flower (IRE),J A Powell,3,J Feane,NR,N/A,5,9-6,88,True,133,12
Curragh Racing Results | 10th August 2024 16:00,N/A,16:00,Good To Firm (Good In Places),5f,Only Spoofing (IRE),S Foley,0,Kevin Coleman,10th,2 1/2 l,10,8-12,80,True,133,12
Curragh Racing Results | 10th August 2024 16:00,N/A,16:00,Good To Firm (Good In Places),5f,Zarra Ellis,C T Keane,0,W McCreery,9th,Neck,3,9-0,85,True,133,12
Curragh Racing Results | 10th August 2024 16:00,N/A,16:00,Good To Firm (Good In Places),5f,Rathbranchurch (IRE),W Joyce,5,M Mulvany,8th,1 3/4 l,4,8-10,78,True,133,12
Curragh Racing Results | 10th August 2024 16:00,N/A,16:00,Good To Firm (Good In Places),5f,Dontspoilasale (IRE),W M Lordan,0,N Lupini,7th,Neck,4,9-2,84,True,133,12
Curragh Racing Results | 10th August 2024 16:00,N/A,16:00,Good To Firm (Good In Places),5f,Stag Night (IRE),D J Power,10,W McCreery,6th,1 3/4 l,6,10-0,96,True,133,12
Curragh Racing Results | 10th August 2024 16:00,N/A,16:00,Good To Firm (Good In Places),5f,Harry's Hill,M W Hassett,5,M Hassett,5th,Neck,6,9-0,82,True,133,12
Curragh Racing Results | 10th August 2024 16:00,N/A,16:00,Good To Firm (Good In Places),5f,So Majestic (IRE),C D Hayes,0,Miss K McGivern,4th,1 1/4 l,4,9-11ht,93,True,133,12
Curragh Racing Results | 10th August 2024 16:00,N/A,16:00,Good To Firm (Good In Places),5f,Little Queenie (IRE),R Whearty,5,P W Flynn,3rd,Nose,5,10-0,96,True,133,12
Curragh Racing Results | 10th August 2024 16:00,N/A,16:00,Good To Firm (Good In Places),5f,Samrogue (IRE),L F Roche,0,R O'Sullivan,2nd,1/2 l,6,8-12,80,True,133,12
Curragh Racing Results | 10th August 2024 16:00,N/A,16:00,Good To Firm (Good In Places),5f,Bold Optimist (IRE),B M Coen,0,Daniel McLoughlin,1st,N/A,4,8-13,81,True,133,12
Curragh Racing Results | 10th August 2024 16:00,N/A,16:00,Good To Firm (Good In Places),5f,Greek Flower (IRE),J A Powell,3,J Feane,NR,N/A,5,9-6,88,True,133,12
Curragh Racing Results | 10th August 2024 16:00,N/A,16:00,Good To Firm (Good In Places),5f,Only Spoofing (IRE),S Foley,0,Kevin Coleman,10th,2 1/2 l,10,8-12,80,True,133,12
Curragh Racing Results | 10th August 2024 16:00,N/A,16:00,Good To Firm (Good In Places),5f,Zarra Ellis,C T Keane,0,W McCreery,9th,Neck,3,9-0,85,True,133,12
Curragh Racing Results | 10th August 2024 16:00,N/A,16:00,Good To Firm (Good In Places),5f,Rathbranchurch (IRE),W Joyce,5,M Mulvany,8th,1 3/4 l,4,8-10,78,True,133,12
Curragh Racing Results | 10th August 2024 16:00,N/A,16:00,Good To Firm (Good In Places),5f,Dontspoilasale (IRE),W M Lordan,0,N Lupini,7th,Neck,4,9-2,84,True,133,12
Curragh Racing Results | 10th August 2024 16:00,N/A,16:00,Good To Firm (Good In Places),5f,Stag Night (IRE),D J Power,10,W McCreery,6th,1 3/4 l,6,10-0,96,True,133,12
Curragh Racing Results | 10th August 2024 16:00,N/A,16:00,Good To Firm (Good In Places),5f,Harry's Hill,M W Hassett,5,M Hassett,5th,Neck,6,9-0,82,True,133,12
Curragh Racing Results | 10th August 2024 16:00,N/A,16:00,Good To Firm (Good In Places),5f,So Majestic (IRE),C D Hayes,0,Miss K McGivern,4th,1 1/4 l,4,9-11ht,93,True,133,12
Curragh Racing Results | 10th August 2024 16:00,N/A,16:00,Good To Firm (Good In Places),5f,Little Queenie (IRE),R Whearty,5,P W Flynn,3rd,Nose,5,10-0,96,True,133,12
Curragh Racing Results | 10th August 2024 16:00,N/A,16:00,Good To Firm (Good In Places),5f,Samrogue (IRE),L F Roche,0,R O'Sullivan,2nd,1/2 l,6,8-12,80,True,133,12
Curragh Racing Results | 10th August 2024 16:00,N/A,16:00,Good To Firm (Good In Places),5f,Bold Optimist (IRE),B M Coen,0,Daniel McLoughlin,1st,N/A,4,8-13,81,True,133,12
Curragh Racing Results | 10th August 2024 16:35,N/A,16:35,Good To Firm (Good In Places),6f,Heavens Gate (IRE),W M Lordan,0,A P O'Brien,NR,N/A,2,9-2,-,True,133,13
Curragh Racing Results | 10th August 2024 16:35,N/A,16:35,Good To Firm (Good In Places),6f,Rudi's Apple (IRE),D McMonagle,0,J P O'Brien,5th,2 1/4 l,2,9-5,-,True,133,13
Curragh Racing Results | 10th August 2024 16:35,N/A,16:35,Good To Firm (Good In Places),6f,Shadow Army,James Doyle,0,R A Fahey,4th,1 3/4 l,2,9-5p1,-,True,133,13
Curragh Racing Results | 10th August 2024 16:35,N/A,16:35,Good To Firm (Good In Places),6f,Arizona Blaze,D Egan,0,A Murray,3rd,1 3/4 l,2,9-5,-,True,133,13
Curragh Racing Results | 10th August 2024 16:35,N/A,16:35,Good To Firm (Good In Places),6f,Whistlejacket (IRE),R L Moore,0,A P O'Brien,2nd,1 1/2 l,2,9-5,-,True,133,13
Curragh Racing Results | 10th August 2024 16:35,N/A,16:35,Good To Firm (Good In Places),6f,Babouche,C T Keane,0,G M Lyons,1st,N/A,2,9-2,-,True,133,13
Curragh Racing Results | 10th August 2024 16:35,N/A,16:35,Good To Firm (Good In Places),6f,Heavens Gate (IRE),W M Lordan,0,A P O'Brien,NR,N/A,2,9-2,-,True,133,13
Curragh Racing Results | 10th August 2024 16:35,N/A,16:35,Good To Firm (Good In Places),6f,Rudi's Apple (IRE),D McMonagle,0,J P O'Brien,5th,2 1/4 l,2,9-5,-,True,133,13
Curragh Racing Results | 10th August 2024 16:35,N/A,16:35,Good To Firm (Good In Places),6f,Shadow Army,James Doyle,0,R A Fahey,4th,1 3/4 l,2,9-5p1,-,True,133,13
Curragh Racing Results | 10th August 2024 16:35,N/A,16:35,Good To Firm (Good In Places),6f,Arizona Blaze,D Egan,0,A Murray,3rd,1 3/4 l,2,9-5,-,True,133,13
Curragh Racing Results | 10th August 2024 16:35,N/A,16:35,Good To Firm (Good In Places),6f,Whistlejacket (IRE),R L Moore,0,A P O'Brien,2nd,1 1/2 l,2,9-5,-,True,133,13
Curragh Racing Results | 10th August 2024 16:35,N/A,16:35,Good To Firm (Good In Places),6f,Babouche,C T Keane,0,G M Lyons,1st,N/A,2,9-2,-,True,133,13
Curragh Racing Results | 10th August 2024 17:10,N/A,17:10,Good To Firm (Good In Places),6f,Ostraka (IRE),S T McCullagh,3,Daniel Murphy,NR,N/A,4,9-12t1,78,True,133,14
Curragh Racing Results | 10th August 2024 17:10,N/A,17:10,Good To Firm (Good In Places),6f,Jazzy Dancer (IRE),N G McCullagh,0,W J Martin,NR,N/A,6,8-12p,64,True,133,14
Curragh Racing Results | 10th August 2024 17:10,N/A,17:10,Good To Firm (Good In Places),6f,Merisi Diamond (IRE),R P Whelan,0,Ms J Morgan,NR,N/A,5,9-8t,74,True,133,14
Curragh Racing Results | 10th August 2024 17:10,N/A,17:10,Good To Firm (Good In Places),6f,Mehman,S Foley,0,Gerard O'Leary,NR,N/A,5,10-0t,80,True,133,14
Curragh Racing Results | 10th August 2024 17:10,N/A,17:10,Good To Firm (Good In Places),6f,Saturn Seven (IRE),B M Coen,0,E Lynam,NR,N/A,4,9-5t,71,True,133,14
Curragh Racing Results | 10th August 2024 17:10,N/A,17:10,Good To Firm (Good In Places),6f,Big Baby Bull (IRE),R P Cleary,0,John Hayes,14th,4 1/4 l,8,9-10t,76,True,133,14
Curragh Racing Results | 10th August 2024 17:10,N/A,17:10,Good To Firm (Good In Places),6f,Winemaker (FR),G M Ryan,0,D Dias,13th,Head,4,9-8,74,True,133,14
Curragh Racing Results | 10th August 2024 17:10,N/A,17:10,Good To Firm (Good In Places),6f,Mogwli (IRE),D P McDonogh,0,W McCreery,12th,1 l,7,8-9v,61,True,133,14
Curragh Racing Results | 10th August 2024 17:10,N/A,17:10,Good To Firm (Good In Places),6f,Short Change (IRE),W Joyce,5,Thomas Dowling,11th,Neck,5,8-7,59,True,133,14
Curragh Racing Results | 10th August 2024 17:10,N/A,17:10,Good To Firm (Good In Places),6f,The Organiser,D McMonagle,0,J F Levins,10th,Neck,5,9-13,79,True,133,14
Curragh Racing Results | 10th August 2024 17:10,N/A,17:10,Good To Firm (Good In Places),6f,Abiding Star (IRE),C D Hayes,0,John Hayes,9th,1 l,3,8-12t,68,True,133,14
Curragh Racing Results | 10th August 2024 17:10,N/A,17:10,Good To Firm (Good In Places),6f,Genesis (IRE),L T McAteer,0,Alan McIntyre,8th,1 1/2 l,3,9-9,79,True,133,14
Curragh Racing Results | 10th August 2024 17:10,N/A,17:10,Good To Firm (Good In Places),6f,Lucky Out (IRE),C T Keane,0,T Mullins,7th,Neck,3,9-8,78,True,133,14
Curragh Racing Results | 10th August 2024 17:10,N/A,17:10,Good To Firm (Good In Places),6f,Ice Cold In Alex (IRE),J A Powell,3,K J Condon,6th,Nose,10,9-6t,72,True,133,14
Curragh Racing Results | 10th August 2024 17:10,N/A,17:10,Good To Firm (Good In Places),6f,Collective Power (IRE),Sorcha Woods,7,E Lynam,5th,1 3/4 l,6,10-0,80,True,133,14
Curragh Racing Results | 10th August 2024 17:10,N/A,17:10,Good To Firm (Good In Places),6f,Charlisse (IRE),L F Roche,0,D Cullen,4th,2 1/4 l,5,9-11,77,True,133,14
Curragh Racing Results | 10th August 2024 17:10,N/A,17:10,Good To Firm (Good In Places),6f,Transcendental (FR),R Whearty,5,G P Cromwell,3rd,Short Head,6,9-12,78,True,133,14
Curragh Racing Results | 10th August 2024 17:10,N/A,17:10,Good To Firm (Good In Places),6f,Secret Magician (IRE),M W Hassett,5,M Hassett,2nd,Short Head,5,9-2tp,68,True,133,14
Curragh Racing Results | 10th August 2024 17:10,N/A,17:10,Good To Firm (Good In Places),6f,Keke,J J G Ryan,5,E Lynam,1st,N/A,4,10-0t,80,True,133,14
Curragh Racing Results | 10th August 2024 17:10,N/A,17:10,Good To Firm (Good In Places),6f,Ostraka (IRE),S T McCullagh,3,Daniel Murphy,NR,N/A,4,9-12t1,78,True,133,14
Curragh Racing Results | 10th August 2024 17:10,N/A,17:10,Good To Firm (Good In Places),6f,Jazzy Dancer (IRE),N G McCullagh,0,W J Martin,NR,N/A,6,8-12p,64,True,133,14
Curragh Racing Results | 10th August 2024 17:10,N/A,17:10,Good To Firm (Good In Places),6f,Merisi Diamond (IRE),R P Whelan,0,Ms J Morgan,NR,N/A,5,9-8t,74,True,133,14
Curragh Racing Results | 10th August 2024 17:10,N/A,17:10,Good To Firm (Good In Places),6f,Mehman,S Foley,0,Gerard O'Leary,NR,N/A,5,10-0t,80,True,133,14
Curragh Racing Results | 10th August 2024 17:10,N/A,17:10,Good To Firm (Good In Places),6f,Saturn Seven (IRE),B M Coen,0,E Lynam,NR,N/A,4,9-5t,71,True,133,14
Curragh Racing Results | 10th August 2024 17:10,N/A,17:10,Good To Firm (Good In Places),6f,Big Baby Bull (IRE),R P Cleary,0,John Hayes,14th,4 1/4 l,8,9-10t,76,True,133,14
Curragh Racing Results | 10th August 2024 17:10,N/A,17:10,Good To Firm (Good In Places),6f,Winemaker (FR),G M Ryan,0,D Dias,13th,Head,4,9-8,74,True,133,14
Curragh Racing Results | 10th August 2024 17:10,N/A,17:10,Good To Firm (Good In Places),6f,Mogwli (IRE),D P McDonogh,0,W McCreery,12th,1 l,7,8-9v,61,True,133,14
Curragh Racing Results | 10th August 2024 17:10,N/A,17:10,Good To Firm (Good In Places),6f,Short Change (IRE),W Joyce,5,Thomas Dowling,11th,Neck,5,8-7,59,True,133,14
Curragh Racing Results | 10th August 2024 17:10,N/A,17:10,Good To Firm (Good In Places),6f,The Organiser,D McMonagle,0,J F Levins,10th,Neck,5,9-13,79,True,133,14
Curragh Racing Results | 10th August 2024 17:10,N/A,17:10,Good To Firm (Good In Places),6f,Abiding Star (IRE),C D Hayes,0,John Hayes,9th,1 l,3,8-12t,68,True,133,14
Curragh Racing Results | 10th August 2024 17:10,N/A,17:10,Good To Firm (Good In Places),6f,Genesis (IRE),L T McAteer,0,Alan McIntyre,8th,1 1/2 l,3,9-9,79,True,133,14
Curragh Racing Results | 10th August 2024 17:10,N/A,17:10,Good To Firm (Good In Places),6f,Lucky Out (IRE),C T Keane,0,T Mullins,7th,Neck,3,9-8,78,True,133,14
Curragh Racing Results | 10th August 2024 17:10,N/A,17:10,Good To Firm (Good In Places),6f,Ice Cold In Alex (IRE),J A Powell,3,K J Condon,6th,Nose,10,9-6t,72,True,133,14
Curragh Racing Results | 10th August 2024 17:10,N/A,17:10,Good To Firm (Good In Places),6f,Collective Power (IRE),Sorcha Woods,7,E Lynam,5th,1 3/4 l,6,10-0,80,True,133,14
Curragh Racing Results | 10th August 2024 17:10,N/A,17:10,Good To Firm (Good In Places),6f,Charlisse (IRE),L F Roche,0,D Cullen,4th,2 1/4 l,5,9-11,77,True,133,14
Curragh Racing Results | 10th August 2024 17:10,N/A,17:10,Good To Firm (Good In Places),6f,Transcendental (FR),R Whearty,5,G P Cromwell,3rd,Short Head,6,9-12,78,True,133,14
Curragh Racing Results | 10th August 2024 17:10,N/A,17:10,Good To Firm (Good In Places),6f,Secret Magician (IRE),M W Hassett,5,M Hassett,2nd,Short Head,5,9-2tp,68,True,133,14
Curragh Racing Results | 10th August 2024 17:10,N/A,17:10,Good To Firm (Good In Places),6f,Keke,J J G Ryan,5,E Lynam,1st,N/A,4,10-0t,80,True,133,14
Curragh Racing Results | 10th August 2024 17:40,N/A,17:40,Good To Firm (Good In Places),1m,Sli Na Ghealai (IRE),R P Cleary,0,J S Bolger,NR,N/A,3,9-0,80,True,133,15
Curragh Racing Results | 10th August 2024 17:40,N/A,17:40,Good To Firm (Good In Places),1m,Fort Vega (FR),Siobhan Rutledge,3,S Lavery,NR,N/A,4,9-11,84,True,133,15
Curragh Racing Results | 10th August 2024 17:40,N/A,17:40,Good To Firm (Good In Places),1m,Democracy (IRE),R L Moore,0,A P O'Brien,NR,N/A,3,9-13,93,True,133,15
Curragh Racing Results | 10th August 2024 17:40,N/A,17:40,Good To Firm (Good In Places),1m,Genuine Article,J J G Ryan,5,G Keane,NR,N/A,4,10-0p1,87,True,133,15
Curragh Racing Results | 10th August 2024 17:40,N/A,17:40,Good To Firm (Good In Places),1m,Global Energy,R C Colgan,0,S Lavery,NR,N/A,5,9-12,85,True,133,15
Curragh Racing Results | 10th August 2024 17:40,N/A,17:40,Good To Firm (Good In Places),1m,Ohailbhic (IRE),D McMonagle,0,J Feane,6th,1/2 l,3,9-4,84,True,133,15
Curragh Racing Results | 10th August 2024 17:40,N/A,17:40,Good To Firm (Good In Places),1m,Lust (IRE),S P Bird,7,M Mulvany,5th,1 1/4 l,6,10-0t,87,True,133,15
Curragh Racing Results | 10th August 2024 17:40,N/A,17:40,Good To Firm (Good In Places),1m,Bella Colombia (IRE),Jessica Maye,10,W McCreery,4th,2 3/4 l,3,8-12,78,True,133,15
Curragh Racing Results | 10th August 2024 17:40,N/A,17:40,Good To Firm (Good In Places),1m,Giuseppe Cassioli,K G Kennedy,7,Gerard O'Leary,3rd,2 1/4 l,7,9-13,86,True,133,15
Curragh Racing Results | 10th August 2024 17:40,N/A,17:40,Good To Firm (Good In Places),1m,Chicago Fireball (IRE),B M Coen,0,J P Murtagh,2nd,1 1/4 l,3,9-10,90,True,133,15
Curragh Racing Results | 10th August 2024 17:40,N/A,17:40,Good To Firm (Good In Places),1m,Quadruple,C T Keane,0,G M Lyons,1st,N/A,3,9-3,83,True,133,15
Curragh Racing Results | 10th August 2024 17:40,N/A,17:40,Good To Firm (Good In Places),1m,Sli Na Ghealai (IRE),R P Cleary,0,J S Bolger,NR,N/A,3,9-0,80,True,133,15
Curragh Racing Results | 10th August 2024 17:40,N/A,17:40,Good To Firm (Good In Places),1m,Fort Vega (FR),Siobhan Rutledge,3,S Lavery,NR,N/A,4,9-11,84,True,133,15
Curragh Racing Results | 10th August 2024 17:40,N/A,17:40,Good To Firm (Good In Places),1m,Democracy (IRE),R L Moore,0,A P O'Brien,NR,N/A,3,9-13,93,True,133,15
Curragh Racing Results | 10th August 2024 17:40,N/A,17:40,Good To Firm (Good In Places),1m,Genuine Article,J J G Ryan,5,G Keane,NR,N/A,4,10-0p1,87,True,133,15
Curragh Racing Results | 10th August 2024 17:40,N/A,17:40,Good To Firm (Good In Places),1m,Global Energy,R C Colgan,0,S Lavery,NR,N/A,5,9-12,85,True,133,15
Curragh Racing Results | 10th August 2024 17:40,N/A,17:40,Good To Firm (Good In Places),1m,Ohailbhic (IRE),D McMonagle,0,J Feane,6th,1/2 l,3,9-4,84,True,133,15
Curragh Racing Results | 10th August 2024 17:40,N/A,17:40,Good To Firm (Good In Places),1m,Lust (IRE),S P Bird,7,M Mulvany,5th,1 1/4 l,6,10-0t,87,True,133,15
Curragh Racing Results | 10th August 2024 17:40,N/A,17:40,Good To Firm (Good In Places),1m,Bella Colombia (IRE),Jessica Maye,10,W McCreery,4th,2 3/4 l,3,8-12,78,True,133,15
Curragh Racing Results | 10th August 2024 17:40,N/A,17:40,Good To Firm (Good In Places),1m,Giuseppe Cassioli,K G Kennedy,7,Gerard O'Leary,3rd,2 1/4 l,7,9-13,86,True,133,15
Curragh Racing Results | 10th August 2024 17:40,N/A,17:40,Good To Firm (Good In Places),1m,Chicago Fireball (IRE),B M Coen,0,J P Murtagh,2nd,1 1/4 l,3,9-10,90,True,133,15
Curragh Racing Results | 10th August 2024 17:40,N/A,17:40,Good To Firm (Good In Places),1m,Quadruple,C T Keane,0,G M Lyons,1st,N/A,3,9-3,83,True,133,15
Kilbeggan Racing Results | 10th August 2024 17:00,N/A,17:00,Good To Yielding,2m,Super Cub,L Quinlan,3,R Hackett,7th,30 l,5,11-12h,-,True,133,16
Kilbeggan Racing Results | 10th August 2024 17:00,N/A,17:00,Good To Yielding,2m,Danorm (IRE),S Fitzgerald,0,J P Ryan,6th,41 l,6,11-4,-,True,133,16
Kilbeggan Racing Results | 10th August 2024 17:00,N/A,17:00,Good To Yielding,2m,Loughrask Rainbow (IRE),P T Enright,0,B McMahon,5th,3 1/2 l,6,11-4,-,True,133,16
Kilbeggan Racing Results | 10th August 2024 17:00,N/A,17:00,Good To Yielding,2m,Boston Beach (IRE),Sam Ewing,0,G Elliott,4th,7 l,5,11-4,-,True,133,16
Kilbeggan Racing Results | 10th August 2024 17:00,N/A,17:00,Good To Yielding,2m,Time For Tea (IRE),Rachael Blackmore,0,H De Bromhead,3rd,6 l,5,10-11,-,True,133,16
Kilbeggan Racing Results | 10th August 2024 17:00,N/A,17:00,Good To Yielding,2m,Clonshire River (IRE),K E Buckley,0,E & P Harty,2nd,12 l,7,11-4t,-,True,133,16
Kilbeggan Racing Results | 10th August 2024 17:00,N/A,17:00,Good To Yielding,2m,Crack The Sky,P Townend,0,W P Mullins,1st,N/A,5,11-5h,-,True,133,16
Kilbeggan Racing Results | 10th August 2024 17:00,N/A,17:00,Good To Yielding,2m,Super Cub,L Quinlan,3,R Hackett,7th,30 l,5,11-12h,-,True,133,16
Kilbeggan Racing Results | 10th August 2024 17:00,N/A,17:00,Good To Yielding,2m,Danorm (IRE),S Fitzgerald,0,J P Ryan,6th,41 l,6,11-4,-,True,133,16
Kilbeggan Racing Results | 10th August 2024 17:00,N/A,17:00,Good To Yielding,2m,Loughrask Rainbow (IRE),P T Enright,0,B McMahon,5th,3 1/2 l,6,11-4,-,True,133,16
Kilbeggan Racing Results | 10th August 2024 17:00,N/A,17:00,Good To Yielding,2m,Boston Beach (IRE),Sam Ewing,0,G Elliott,4th,7 l,5,11-4,-,True,133,16
Kilbeggan Racing Results | 10th August 2024 17:00,N/A,17:00,Good To Yielding,2m,Time For Tea (IRE),Rachael Blackmore,0,H De Bromhead,3rd,6 l,5,10-11,-,True,133,16
Kilbeggan Racing Results | 10th August 2024 17:00,N/A,17:00,Good To Yielding,2m,Clonshire River (IRE),K E Buckley,0,E & P Harty,2nd,12 l,7,11-4t,-,True,133,16
Kilbeggan Racing Results | 10th August 2024 17:00,N/A,17:00,Good To Yielding,2m,Crack The Sky,P Townend,0,W P Mullins,1st,N/A,5,11-5h,-,True,133,16
Kilbeggan Racing Results | 10th August 2024 17:30,N/A,17:30,Good To Yielding,2m,Dalmatic (IRE),P J O'Hanlon,0,W J O'Doherty,12th,11 l,4,11-4,95,True,133,17
Kilbeggan Racing Results | 10th August 2024 17:30,N/A,17:30,Good To Yielding,2m,Fernhill Fling (IRE),T Power Roche,7,P J Rothwell,11th,2 1/2 l,5,10-13p1,87,True,133,17
Kilbeggan Racing Results | 10th August 2024 17:30,N/A,17:30,Good To Yielding,2m,Rhythm And Tyne (IRE),P Byrnes,0,C Byrnes,10th,3 1/2 l,4,11-6,97,True,133,17
Kilbeggan Racing Results | 10th August 2024 17:30,N/A,17:30,Good To Yielding,2m,Glenmalure Flyer (IRE),Rachael Blackmore,0,H De Bromhead,9th,2 1/2 l,6,11-7t,95,True,133,17
Kilbeggan Racing Results | 10th August 2024 17:30,N/A,17:30,Good To Yielding,2m,Milteye,D E Mullins,0,E J O'Grady,8th,Neck,4,11-9t,100,True,133,17
Kilbeggan Racing Results | 10th August 2024 17:30,N/A,17:30,Good To Yielding,2m,Applejack Poet (IRE),T P Harney,7,Liz Doyle,7th,4 3/4 l,7,11-5,93,True,133,17
Kilbeggan Racing Results | 10th August 2024 17:30,N/A,17:30,Good To Yielding,2m,Vale Of Glory (IRE),Eoin G Kelly,7,A Murray,6th,Short Head,9,12-0t,102,True,133,17
Kilbeggan Racing Results | 10th August 2024 17:30,N/A,17:30,Good To Yielding,2m,Indulging,M J M O'Sullivan,0,T M Walsh,5th,1 3/4 l,6,10-12tp1,86,True,133,17
Kilbeggan Racing Results | 10th August 2024 17:30,N/A,17:30,Good To Yielding,2m,Spick And Span (IRE),A P Kelly,5,A A Howard,4th,2 3/4 l,7,11-10h,98,True,133,17
Kilbeggan Racing Results | 10th August 2024 17:30,N/A,17:30,Good To Yielding,2m,Sayitfirst (IRE),J G Gilligan,7,D Collins,3rd,9 l,8,11-1,89,True,133,17
Kilbeggan Racing Results | 10th August 2024 17:30,N/A,17:30,Good To Yielding,2m,Slieve Bearnagh (IRE),Mr J M Halford,7,M Halford & T Collins,2nd,3 1/4 l,7,12-0t,102,True,133,17
Kilbeggan Racing Results | 10th August 2024 17:30,N/A,17:30,Good To Yielding,2m,Gamigin (IRE),Mr O McGill,7,N C Kelly,1st,N/A,6,11-8tp,96,True,133,17
Kilbeggan Racing Results | 10th August 2024 17:30,N/A,17:30,Good To Yielding,2m,Dalmatic (IRE),P J O'Hanlon,0,W J O'Doherty,12th,11 l,4,11-4,95,True,133,17
Kilbeggan Racing Results | 10th August 2024 17:30,N/A,17:30,Good To Yielding,2m,Fernhill Fling (IRE),T Power Roche,7,P J Rothwell,11th,2 1/2 l,5,10-13p1,87,True,133,17
Kilbeggan Racing Results | 10th August 2024 17:30,N/A,17:30,Good To Yielding,2m,Rhythm And Tyne (IRE),P Byrnes,0,C Byrnes,10th,3 1/2 l,4,11-6,97,True,133,17
Kilbeggan Racing Results | 10th August 2024 17:30,N/A,17:30,Good To Yielding,2m,Glenmalure Flyer (IRE),Rachael Blackmore,0,H De Bromhead,9th,2 1/2 l,6,11-7t,95,True,133,17
Kilbeggan Racing Results | 10th August 2024 17:30,N/A,17:30,Good To Yielding,2m,Milteye,D E Mullins,0,E J O'Grady,8th,Neck,4,11-9t,100,True,133,17
Kilbeggan Racing Results | 10th August 2024 17:30,N/A,17:30,Good To Yielding,2m,Applejack Poet (IRE),T P Harney,7,Liz Doyle,7th,4 3/4 l,7,11-5,93,True,133,17
Kilbeggan Racing Results | 10th August 2024 17:30,N/A,17:30,Good To Yielding,2m,Vale Of Glory (IRE),Eoin G Kelly,7,A Murray,6th,Short Head,9,12-0t,102,True,133,17
Kilbeggan Racing Results | 10th August 2024 17:30,N/A,17:30,Good To Yielding,2m,Indulging,M J M O'Sullivan,0,T M Walsh,5th,1 3/4 l,6,10-12tp1,86,True,133,17
Kilbeggan Racing Results | 10th August 2024 17:30,N/A,17:30,Good To Yielding,2m,Spick And Span (IRE),A P Kelly,5,A A Howard,4th,2 3/4 l,7,11-10h,98,True,133,17
