track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Wexford Racing Results | 7th August 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 160y,Burvea (IRE),D J Gilligan,0,D Broad,1st,N/A,4,10-8h,-,True,132,14
Wexford Racing Results | 7th August 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 160y,Morell River (IRE),J J Slevin,0,Peter Maher,NR,N/A,4,10-8,-,True,132,14
Wexford Racing Results | 7th August 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 160y,Liscahane United (IRE),,0,C Collins,NR,N/A,4,10-8,-,True,132,14
Wexford Racing Results | 7th August 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 160y,Barroness Park (IRE),D Robinson,0,Eric Larkin,14th,12 l,4,10-8,-,True,132,14
Wexford Racing Results | 7th August 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 160y,Chica Linda (IRE),P Byrnes,0,James Andrew Fahey,13th,1 1/4 l,4,11-2,-,True,132,14
Wexford Racing Results | 7th August 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 160y,An Ge Liath (IRE),P T Smithers,7,M Fahey,12th,17 l,4,10-8,-,True,132,14
Wexford Racing Results | 7th August 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 160y,Yenaled Dream (IRE),D Meyler,0,E Doyle,11th,5 1/2 l,4,10-8,-,True,132,14
Wexford Racing Results | 7th August 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 160y,Job Well Done (IRE),M P Walsh,0,E Bolger,10th,14 l,4,10-8,-,True,132,14
Wexford Racing Results | 7th August 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 160y,Fantaske (FR),J C Gainford,0,P Nolan,9th,1 3/4 l,4,10-8t,-,True,132,14
Wexford Racing Results | 7th August 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 160y,Evolving,K C Sexton,0,A Kinirons,8th,2 l,4,11-2,-,True,132,14
Wexford Racing Results | 7th August 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 160y,Struck By Churchil,Mr A P Ryan,7,A Slattery,7th,1 3/4 l,4,10-8,-,True,132,14
Wexford Racing Results | 7th August 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 160y,Kimy (FR),J B Foley,0,T Mullins,6th,4 1/2 l,4,10-8,-,True,132,14
Wexford Racing Results | 7th August 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 160y,Polly Poppins (IRE),T Power Roche,7,D A Kiely,5th,3 1/2 l,4,10-8,-,True,132,14
Wexford Racing Results | 7th August 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 160y,Clongorey (IRE),J W Kennedy,0,G Elliott,4th,1 l,4,10-8,-,True,132,14
Wexford Racing Results | 7th August 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 160y,Dumb Love (IRE),M J M O'Sullivan,0,Gerard O'Leary,3rd,2 1/2 l,4,11-2,-,True,132,14
Wexford Racing Results | 7th August 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 160y,Hasten Slowly (IRE),B W Harvey,0,J C McConnell,2nd,2 1/4 l,4,11-2,-,True,132,14
Wexford Racing Results | 7th August 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 160y,Burvea (IRE),D J Gilligan,0,D Broad,1st,N/A,4,10-8h,-,True,132,14
Wexford Racing Results | 7th August 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 160y,Knocknaconnery (IRE),P T Enright,0,S Curling,NR,N/A,8,11-5,85,True,132,15
Wexford Racing Results | 7th August 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 160y,Be My Hero (IRE),J W Kennedy,0,G Elliott,NR,N/A,9,11-2,82,True,132,15
Wexford Racing Results | 7th August 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 160y,Mason Lady (IRE),Miss L Costello,7,S Slevin,UR,N/A,5,11-0b1,80,True,132,15
Wexford Racing Results | 7th August 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 160y,Neev's Dream (IRE),R A Doyle,0,D H Kelly,PU,N/A,6,11-6t,86,True,132,15
Wexford Racing Results | 7th August 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 160y,Depeche Mo (IRE),A P Kelly,5,Eric Larkin,PU,N/A,6,11-3,83,True,132,15
Wexford Racing Results | 7th August 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 160y,Hollow Spark (IRE),K Callaghan,5,J Barcoe,PU,N/A,7,11-0,80,True,132,15
Wexford Racing Results | 7th August 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 160y,A La Carte (IRE),H E Sexton,7,J J Hanlon,9th,1 l,5,11-0h,80,True,132,15
Wexford Racing Results | 7th August 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 160y,Miss Direct (IRE),C Stone-Walsh,5,P Cluskey,8th,19 l,5,11-3ht1,83,True,132,15
Wexford Racing Results | 7th August 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 160y,The Empty Kettel (IRE),J J Slevin,0,G J Power,7th,1/2 l,6,11-12t,92,True,132,15
Wexford Racing Results | 7th August 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 160y,Small Money (IRE),D E Mullins,0,A Mullins,6th,3 l,6,11-3,83,True,132,15
Wexford Racing Results | 7th August 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 160y,Trenchtown Rock (IRE),A M King,7,V T O'Brien,5th,15 l,11,11-0,80,True,132,15
Wexford Racing Results | 7th August 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 160y,Grizabella (IRE),P Hanlon,7,J J Hanlon,4th,4 1/2 l,5,11-6,86,True,132,15
Wexford Racing Results | 7th August 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 160y,Onebrightbluerose (IRE),Mr A Burke-Ott,7,Patrick Cronin,3rd,1 3/4 l,5,11-10b,90,True,132,15
Wexford Racing Results | 7th August 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 160y,Inchiquin Maid (IRE),D J O'Keeffe,0,D Budds,2nd,1/2 l,5,11-7t,87,True,132,15
Wexford Racing Results | 7th August 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 160y,Flashthelights (IRE),Mr O McGill,7,N C Kelly,1st,N/A,8,11-8tp,88,True,132,15
Wexford Racing Results | 7th August 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 160y,Knocknaconnery (IRE),P T Enright,0,S Curling,NR,N/A,8,11-5,85,True,132,15
Wexford Racing Results | 7th August 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 160y,Be My Hero (IRE),J W Kennedy,0,G Elliott,NR,N/A,9,11-2,82,True,132,15
Wexford Racing Results | 7th August 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 160y,Mason Lady (IRE),Miss L Costello,7,S Slevin,UR,N/A,5,11-0b1,80,True,132,15
Wexford Racing Results | 7th August 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 160y,Neev's Dream (IRE),R A Doyle,0,D H Kelly,PU,N/A,6,11-6t,86,True,132,15
Wexford Racing Results | 7th August 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 160y,Depeche Mo (IRE),A P Kelly,5,Eric Larkin,PU,N/A,6,11-3,83,True,132,15
Wexford Racing Results | 7th August 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 160y,Hollow Spark (IRE),K Callaghan,5,J Barcoe,PU,N/A,7,11-0,80,True,132,15
Wexford Racing Results | 7th August 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 160y,A La Carte (IRE),H E Sexton,7,J J Hanlon,9th,1 l,5,11-0h,80,True,132,15
Wexford Racing Results | 7th August 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 160y,Miss Direct (IRE),C Stone-Walsh,5,P Cluskey,8th,19 l,5,11-3ht1,83,True,132,15
Wexford Racing Results | 7th August 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 160y,The Empty Kettel (IRE),J J Slevin,0,G J Power,7th,1/2 l,6,11-12t,92,True,132,15
Wexford Racing Results | 7th August 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 160y,Small Money (IRE),D E Mullins,0,A Mullins,6th,3 l,6,11-3,83,True,132,15
Wexford Racing Results | 7th August 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 160y,Trenchtown Rock (IRE),A M King,7,V T O'Brien,5th,15 l,11,11-0,80,True,132,15
Wexford Racing Results | 7th August 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 160y,Grizabella (IRE),P Hanlon,7,J J Hanlon,4th,4 1/2 l,5,11-6,86,True,132,15
Wexford Racing Results | 7th August 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 160y,Onebrightbluerose (IRE),Mr A Burke-Ott,7,Patrick Cronin,3rd,1 3/4 l,5,11-10b,90,True,132,15
Wexford Racing Results | 7th August 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 160y,Inchiquin Maid (IRE),D J O'Keeffe,0,D Budds,2nd,1/2 l,5,11-7t,87,True,132,15
Wexford Racing Results | 7th August 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 160y,Flashthelights (IRE),Mr O McGill,7,N C Kelly,1st,N/A,8,11-8tp,88,True,132,15
Wexford Racing Results | 7th August 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 160y,Mullins Cross (IRE),P Hanlon,7,J J Hanlon,NR,N/A,8,11-2b,83,True,132,16
Wexford Racing Results | 7th August 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 160y,Surviving Murmansk (IRE),K Callaghan,5,J Barcoe,PU,N/A,6,11-1b,82,True,132,16
Wexford Racing Results | 7th August 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 160y,Tell Her Nothing (IRE),J S McGarvey,0,J J Hanlon,PU,N/A,5,11-3,84,True,132,16
Wexford Racing Results | 7th August 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 160y,Kp's Ladyofknock (IRE),J J Slevin,0,Peter Maher,PU,N/A,4,11-2,86,True,132,16
Wexford Racing Results | 7th August 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 160y,Copper Coast (IRE),D J O'Keeffe,0,Sarah Connell,10th,4 3/4 l,6,10-13tp1,80,True,132,16
Wexford Racing Results | 7th August 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 160y,Mastermacblack (IRE),A Harvey,7,P Corkery,9th,4 l,7,11-12,93,True,132,16
Wexford Racing Results | 7th August 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 160y,Ballycommon Chapel (IRE),R Deegan,0,R Donohoe,8th,12 l,6,11-7,88,True,132,16
Wexford Racing Results | 7th August 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 160y,Baby Chou (IRE),K C Sexton,0,A Kinirons,7th,6 1/2 l,6,11-6t,87,True,132,16
Wexford Racing Results | 7th August 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 160y,Romella (IRE),Mr C J Shine,7,Brendan Walsh,6th,2 1/4 l,10,10-13tp,80,True,132,16
Wexford Racing Results | 7th August 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 160y,Blackstone Cliff (IRE),J Kearney,5,G Keane,5th,Head,8,10-13t,80,True,132,16
Wexford Racing Results | 7th August 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 160y,Fire Coral,P K Donovan,5,C W J Farrell,4th,3/4 l,5,11-1t,82,True,132,16
Wexford Racing Results | 7th August 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 160y,Getaway Henry (IRE),D Meyler,0,Daniel O'leary,3rd,1 3/4 l,7,11-5,86,True,132,16
Wexford Racing Results | 7th August 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 160y,Granpa Ger (IRE),D E Mullins,0,A Mullins,2nd,1 3/4 l,6,11-13,94,True,132,16
Wexford Racing Results | 7th August 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 160y,Kate Ill Know (IRE),J P Shinnick,7,D Budds,1st,N/A,11,10-13t,80,True,132,16
Wexford Racing Results | 7th August 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 160y,Mullins Cross (IRE),P Hanlon,7,J J Hanlon,NR,N/A,8,11-2b,83,True,132,16
Wexford Racing Results | 7th August 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 160y,Surviving Murmansk (IRE),K Callaghan,5,J Barcoe,PU,N/A,6,11-1b,82,True,132,16
Wexford Racing Results | 7th August 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 160y,Tell Her Nothing (IRE),J S McGarvey,0,J J Hanlon,PU,N/A,5,11-3,84,True,132,16
Wexford Racing Results | 7th August 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 160y,Kp's Ladyofknock (IRE),J J Slevin,0,Peter Maher,PU,N/A,4,11-2,86,True,132,16
Wexford Racing Results | 7th August 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 160y,Copper Coast (IRE),D J O'Keeffe,0,Sarah Connell,10th,4 3/4 l,6,10-13tp1,80,True,132,16
Wexford Racing Results | 7th August 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 160y,Mastermacblack (IRE),A Harvey,7,P Corkery,9th,4 l,7,11-12,93,True,132,16
Wexford Racing Results | 7th August 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 160y,Ballycommon Chapel (IRE),R Deegan,0,R Donohoe,8th,12 l,6,11-7,88,True,132,16
Wexford Racing Results | 7th August 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 160y,Baby Chou (IRE),K C Sexton,0,A Kinirons,7th,6 1/2 l,6,11-6t,87,True,132,16
Wexford Racing Results | 7th August 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 160y,Romella (IRE),Mr C J Shine,7,Brendan Walsh,6th,2 1/4 l,10,10-13tp,80,True,132,16
Wexford Racing Results | 7th August 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 160y,Blackstone Cliff (IRE),J Kearney,5,G Keane,5th,Head,8,10-13t,80,True,132,16
Wexford Racing Results | 7th August 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 160y,Fire Coral,P K Donovan,5,C W J Farrell,4th,3/4 l,5,11-1t,82,True,132,16
Wexford Racing Results | 7th August 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 160y,Getaway Henry (IRE),D Meyler,0,Daniel O'leary,3rd,1 3/4 l,7,11-5,86,True,132,16
Wexford Racing Results | 7th August 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 160y,Granpa Ger (IRE),D E Mullins,0,A Mullins,2nd,1 3/4 l,6,11-13,94,True,132,16
Wexford Racing Results | 7th August 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 160y,Kate Ill Know (IRE),J P Shinnick,7,D Budds,1st,N/A,11,10-13t,80,True,132,16
Wexford Racing Results | 7th August 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 3f 130y,Aurea Fortuna (IRE),D King,0,Mrs C O'Leary,NR,N/A,5,11-12,-,True,132,17
Wexford Racing Results | 7th August 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 3f 130y,Howya Luveen (IRE),Mr L P Shanahan,7,R O'Sullivan,NR,N/A,6,11-5t,-,True,132,17
Wexford Racing Results | 7th August 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 3f 130y,Pacini,J W Kennedy,0,G Elliott,NR,N/A,4,11-1,-,True,132,17
Wexford Racing Results | 7th August 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 3f 130y,Ceroc (IRE),P T Enright,0,E J O'Grady,F,N/A,6,11-12b,-,True,132,17
Wexford Racing Results | 7th August 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 3f 130y,Cross Court (IRE),B W Harvey,0,J C McConnell,7th,6 1/2 l,8,11-12,-,True,132,17
Wexford Racing Results | 7th August 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 3f 130y,Dawn Escape (IRE),D J O'Keeffe,0,L Casey,6th,14 l,5,11-5,-,True,132,17
Wexford Racing Results | 7th August 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 3f 130y,Ballybawn Belter (IRE),S D Torrens,0,Liz Doyle,5th,9 1/2 l,6,11-5,-,True,132,17
Wexford Racing Results | 7th August 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 3f 130y,Sam Magee (IRE),Rachael Blackmore,0,H De Bromhead,4th,3/4 l,7,11-12t,-,True,132,17
Wexford Racing Results | 7th August 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 3f 130y,Watch The Weather,K M Donoghue,0,R P Cody,3rd,2 1/2 l,8,11-12t,-,True,132,17
Wexford Racing Results | 7th August 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 3f 130y,Clifftop,K E Buckley,0,H Rogers,2nd,1 1/4 l,8,11-12,-,True,132,17
Wexford Racing Results | 7th August 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 3f 130y,Jazzy Matty (FR),J C Gainford,0,C Collins,1st,N/A,5,11-12,-,True,132,17
Wexford Racing Results | 7th August 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 3f 130y,Aurea Fortuna (IRE),D King,0,Mrs C O'Leary,NR,N/A,5,11-12,-,True,132,17
Wexford Racing Results | 7th August 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 3f 130y,Howya Luveen (IRE),Mr L P Shanahan,7,R O'Sullivan,NR,N/A,6,11-5t,-,True,132,17
Wexford Racing Results | 7th August 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 3f 130y,Pacini,J W Kennedy,0,G Elliott,NR,N/A,4,11-1,-,True,132,17
Wexford Racing Results | 7th August 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 3f 130y,Ceroc (IRE),P T Enright,0,E J O'Grady,F,N/A,6,11-12b,-,True,132,17
Wexford Racing Results | 7th August 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 3f 130y,Cross Court (IRE),B W Harvey,0,J C McConnell,7th,6 1/2 l,8,11-12,-,True,132,17
Wexford Racing Results | 7th August 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 3f 130y,Dawn Escape (IRE),D J O'Keeffe,0,L Casey,6th,14 l,5,11-5,-,True,132,17
Wexford Racing Results | 7th August 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 3f 130y,Ballybawn Belter (IRE),S D Torrens,0,Liz Doyle,5th,9 1/2 l,6,11-5,-,True,132,17
Wexford Racing Results | 7th August 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 3f 130y,Sam Magee (IRE),Rachael Blackmore,0,H De Bromhead,4th,3/4 l,7,11-12t,-,True,132,17
Wexford Racing Results | 7th August 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 3f 130y,Watch The Weather,K M Donoghue,0,R P Cody,3rd,2 1/2 l,8,11-12t,-,True,132,17
Wexford Racing Results | 7th August 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 3f 130y,Clifftop,K E Buckley,0,H Rogers,2nd,1 1/4 l,8,11-12,-,True,132,17
Wexford Racing Results | 7th August 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 3f 130y,Jazzy Matty (FR),J C Gainford,0,C Collins,1st,N/A,5,11-12,-,True,132,17
Wexford Racing Results | 7th August 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),2m 3f 130y,Lake Chad (IRE),C G O'Dwyer,2,P Fenton,NR,N/A,9,10-11,99,True,132,18
Wexford Racing Results | 7th August 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),2m 3f 130y,Hard Target (IRE),J P Shinnick,4,D H Kelly,PU,N/A,7,10-11p1,99,True,132,18
Wexford Racing Results | 7th August 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),2m 3f 130y,The Friday Man,A P Kelly,2,M McCabe,PU,N/A,7,11-13tp1,115,True,132,18
Wexford Racing Results | 7th August 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),2m 3f 130y,Hazelhatch Lady (IRE),Niall Moore,4,James Andrew Fahey,PU,N/A,7,11-9,111,True,132,18
Wexford Racing Results | 7th August 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),2m 3f 130y,Warm In Gorey (IRE),C Owens,4,P J Rothwell,8th,9 1/2 l,6,11-0tp,102,True,132,18
Wexford Racing Results | 7th August 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),2m 3f 130y,Room To Roam (IRE),A Harvey,4,J C McConnell,7th,1/2 l,10,11-7b,109,True,132,18
Wexford Racing Results | 7th August 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),2m 3f 130y,Marelly (IRE),T Power Roche,4,P J Rothwell,6th,2 1/2 l,7,11-1p,103,True,132,18
Wexford Racing Results | 7th August 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),2m 3f 130y,Malton Groove (IRE),P M O'Brien,4,D A McLoughlin,5th,2 1/4 l,7,10-12t,100,True,132,18
Wexford Racing Results | 7th August 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),2m 3f 130y,Quest With Speed (IRE),P Hanlon,4,J J Hanlon,4th,1/2 l,7,11-12b,114,True,132,18
Wexford Racing Results | 7th August 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),2m 3f 130y,An Peann Dearg (IRE),C Stone-Walsh,2,P Nolan,3rd,Neck,7,12-0ht,116,True,132,18
Wexford Racing Results | 7th August 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),2m 3f 130y,Lucky Policy (IRE),J Coen,0,P W Flynn,2nd,4 3/4 l,6,10-3,91,True,132,18
Wexford Racing Results | 7th August 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),2m 3f 130y,General Clermont (FR),G Brouder,0,D E Fitzgerald,1st,N/A,8,11-2,104,True,132,18
Wexford Racing Results | 7th August 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),2m 3f 130y,Lake Chad (IRE),C G O'Dwyer,2,P Fenton,NR,N/A,9,10-11,99,True,132,18
Wexford Racing Results | 7th August 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),2m 3f 130y,Hard Target (IRE),J P Shinnick,4,D H Kelly,PU,N/A,7,10-11p1,99,True,132,18
Wexford Racing Results | 7th August 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),2m 3f 130y,The Friday Man,A P Kelly,2,M McCabe,PU,N/A,7,11-13tp1,115,True,132,18
Wexford Racing Results | 7th August 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),2m 3f 130y,Hazelhatch Lady (IRE),Niall Moore,4,James Andrew Fahey,PU,N/A,7,11-9,111,True,132,18
Wexford Racing Results | 7th August 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),2m 3f 130y,Warm In Gorey (IRE),C Owens,4,P J Rothwell,8th,9 1/2 l,6,11-0tp,102,True,132,18
Wexford Racing Results | 7th August 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),2m 3f 130y,Room To Roam (IRE),A Harvey,4,J C McConnell,7th,1/2 l,10,11-7b,109,True,132,18
Wexford Racing Results | 7th August 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),2m 3f 130y,Marelly (IRE),T Power Roche,4,P J Rothwell,6th,2 1/2 l,7,11-1p,103,True,132,18
Wexford Racing Results | 7th August 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),2m 3f 130y,Malton Groove (IRE),P M O'Brien,4,D A McLoughlin,5th,2 1/4 l,7,10-12t,100,True,132,18
Wexford Racing Results | 7th August 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),2m 3f 130y,Quest With Speed (IRE),P Hanlon,4,J J Hanlon,4th,1/2 l,7,11-12b,114,True,132,18
Wexford Racing Results | 7th August 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),2m 3f 130y,An Peann Dearg (IRE),C Stone-Walsh,2,P Nolan,3rd,Neck,7,12-0ht,116,True,132,18
Wexford Racing Results | 7th August 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),2m 3f 130y,Lucky Policy (IRE),J Coen,0,P W Flynn,2nd,4 3/4 l,6,10-3,91,True,132,18
Wexford Racing Results | 7th August 2024 18:45,N/A,18:45,Good (Good To Yielding In Places),2m 3f 130y,General Clermont (FR),G Brouder,0,D E Fitzgerald,1st,N/A,8,11-2,104,True,132,18
Wexford Racing Results | 7th August 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),3m 1f 70y,Macgiloney (IRE),D King,0,D Hogan,NR,N/A,11,12-0,122,True,132,19
Wexford Racing Results | 7th August 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),3m 1f 70y,Shantou Show (IRE),D Meyler,0,R P Cody,PU,N/A,8,11-12t,120,True,132,19
Wexford Racing Results | 7th August 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),3m 1f 70y,Hardline (IRE),Mr J H Williamson,7,G Elliott,F,N/A,12,11-5p,113,True,132,19
Wexford Racing Results | 7th August 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),3m 1f 70y,Sea Aster (IRE),J W Kennedy,0,G Elliott,F,N/A,6,11-7p,115,True,132,19
Wexford Racing Results | 7th August 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),3m 1f 70y,Freewheelin Dylan (IRE),P M O'Brien,7,D A McLoughlin,BD,N/A,12,11-12tv1,120,True,132,19
Wexford Racing Results | 7th August 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),3m 1f 70y,Avec Espoir,G Brouder,5,V T O'Brien,BD,N/A,11,11-1,109,True,132,19
Wexford Racing Results | 7th August 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),3m 1f 70y,Everglow,J Smith,7,Ian Donoghue,BD,N/A,9,11-10tb,118,True,132,19
Wexford Racing Results | 7th August 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),3m 1f 70y,Temptationinmilan (IRE),P Byrnes,0,C Byrnes,9th,9 l,8,11-2,110,True,132,19
Wexford Racing Results | 7th August 2024 19:15,N/A,19:15,Good (Good To Yielding In Places),3m 1f 70y,Ahead Of The Posse (IRE),K E Buckley,0,G P Cromwell,8th,1 1/4 l,7,11-3h1,111,True,132,19
