track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Punchestown Racing Results | 3rd May 2024 17:25,N/A,17:25,Yielding,3m 160y,Lonesome Boatman (FR),Mr D Allen,7,D G Murphy,3rd,6 1/2 l,8,12-0,-,True,111,17
Punchestown Racing Results | 3rd May 2024 17:25,N/A,17:25,Yielding,3m 160y,Lifetime Ambition (IRE),Miss S Doyle,7,P M J Doyle,2nd,1 3/4 l,9,12-0,-,True,111,17
Punchestown Racing Results | 3rd May 2024 17:25,N/A,17:25,Yielding,3m 160y,Its On The Line (IRE),Mr D O'Connor,0,E Mullins,1st,N/A,7,12-0,-,True,111,17
Punchestown Racing Results | 3rd May 2024 17:25,N/A,17:25,Yielding,3m 160y,Jay Bee Why (IRE),Mr B Finn,7,Warren Ewing,UR,N/A,9,12-0tp1,-,True,111,17
Punchestown Racing Results | 3rd May 2024 17:25,N/A,17:25,Yielding,3m 160y,Hardline (IRE),Mr J H Williamson,7,G Elliott,UR,N/A,12,12-0b,-,True,111,17
Punchestown Racing Results | 3rd May 2024 17:25,N/A,17:25,Yielding,3m 160y,Royal Rendezvous (IRE),Mr B Dunleavy,7,Caroline Mccaldin,PU,N/A,12,12-0ht1,-,True,111,17
Punchestown Racing Results | 3rd May 2024 17:25,N/A,17:25,Yielding,3m 160y,Ferns Lock,Mr J W Hendrick,7,D M Christie,PU,N/A,7,12-0t,-,True,111,17
Punchestown Racing Results | 3rd May 2024 17:25,N/A,17:25,Yielding,3m 160y,Boss Robin (IRE),Mr C J Shine,7,J F Gleeson,PU,N/A,8,12-0,-,True,111,17
Punchestown Racing Results | 3rd May 2024 17:25,N/A,17:25,Yielding,3m 160y,Gorthill (FR),Mr O McGill,7,Caroline Mccaldin,PU,N/A,8,12-0,-,True,111,17
Punchestown Racing Results | 3rd May 2024 17:25,N/A,17:25,Yielding,3m 160y,Samcro (IRE),Mr T Hamilton,0,G Elliott,PU,N/A,12,12-0tp,-,True,111,17
Punchestown Racing Results | 3rd May 2024 17:25,N/A,17:25,Yielding,3m 160y,Famous Clermont (FR),Mr J King,3,C R Barber,7th,79 l,9,12-0t,-,True,111,17
Punchestown Racing Results | 3rd May 2024 17:25,N/A,17:25,Yielding,3m 160y,Billaway (IRE),Mr P W Mullins,0,W P Mullins,6th,Neck,12,12-0tp,-,True,111,17
Punchestown Racing Results | 3rd May 2024 17:25,N/A,17:25,Yielding,3m 160y,Vaucelet (FR),Mr A Harvey,7,D M Christie,5th,2 l,9,12-0,-,True,111,17
Punchestown Racing Results | 3rd May 2024 17:25,N/A,17:25,Yielding,3m 160y,Ryehill (IRE),Mr T Power Roche,7,R O'Sullivan,4th,21 l,7,12-0,-,True,111,17
Punchestown Racing Results | 3rd May 2024 17:25,N/A,17:25,Yielding,3m 160y,Lonesome Boatman (FR),Mr D Allen,7,D G Murphy,3rd,6 1/2 l,8,12-0,-,True,111,17
Punchestown Racing Results | 3rd May 2024 17:25,N/A,17:25,Yielding,3m 160y,Lifetime Ambition (IRE),Miss S Doyle,7,P M J Doyle,2nd,1 3/4 l,9,12-0,-,True,111,17
Punchestown Racing Results | 3rd May 2024 17:25,N/A,17:25,Yielding,3m 160y,Its On The Line (IRE),Mr D O'Connor,0,E Mullins,1st,N/A,7,12-0,-,True,111,17
Punchestown Racing Results | 3rd May 2024 18:00,N/A,18:00,Yielding,2m 45y,Sir Gerhard (IRE),D E Mullins,0,W P Mullins,4th,2 l,9,11-12,-,True,111,18
Punchestown Racing Results | 3rd May 2024 18:00,N/A,18:00,Yielding,2m 45y,Colonel Mustard (FR),J J Slevin,0,L Fowler,3rd,20 l,9,11-12b,-,True,111,18
Punchestown Racing Results | 3rd May 2024 18:00,N/A,18:00,Yielding,2m 45y,Irish Point (FR),J W Kennedy,0,G Elliott,2nd,2 l,6,11-12,-,True,111,18
Punchestown Racing Results | 3rd May 2024 18:00,N/A,18:00,Yielding,2m 45y,State Man (FR),P Townend,0,W P Mullins,1st,N/A,7,11-12,-,True,111,18
Punchestown Racing Results | 3rd May 2024 18:00,N/A,18:00,Yielding,2m 45y,Sir Gerhard (IRE),D E Mullins,0,W P Mullins,4th,2 l,9,11-12,-,True,111,18
Punchestown Racing Results | 3rd May 2024 18:00,N/A,18:00,Yielding,2m 45y,Colonel Mustard (FR),J J Slevin,0,L Fowler,3rd,20 l,9,11-12b,-,True,111,18
Punchestown Racing Results | 3rd May 2024 18:00,N/A,18:00,Yielding,2m 45y,Irish Point (FR),J W Kennedy,0,G Elliott,2nd,2 l,6,11-12,-,True,111,18
Punchestown Racing Results | 3rd May 2024 18:00,N/A,18:00,Yielding,2m 45y,State Man (FR),P Townend,0,W P Mullins,1st,N/A,7,11-12,-,True,111,18
Punchestown Racing Results | 3rd May 2024 18:35,N/A,18:35,Yielding,2m 4f 140y,Staffordshire Knot (IRE),J W Kennedy,0,G Elliott,PU,N/A,6,11-12p,-,True,111,19
Punchestown Racing Results | 3rd May 2024 18:35,N/A,18:35,Yielding,2m 4f 140y,Jimmy Du Seuil (FR),S F O'Keeffe,0,W P Mullins,5th,34 l,5,11-12,-,True,111,19
Punchestown Racing Results | 3rd May 2024 18:35,N/A,18:35,Yielding,2m 4f 140y,Mirazur West (IRE),M P Walsh,0,W P Mullins,4th,5 1/2 l,6,11-12h,-,True,111,19
Punchestown Racing Results | 3rd May 2024 18:35,N/A,18:35,Yielding,2m 4f 140y,Predators Gold (FR),Mr P W Mullins,0,W P Mullins,3rd,10 l,5,11-12,-,True,111,19
Punchestown Racing Results | 3rd May 2024 18:35,N/A,18:35,Yielding,2m 4f 140y,Jetara (IRE),N de Boinville,0,Mrs J Harrington,2nd,3 1/4 l,6,11-5,-,True,111,19
Punchestown Racing Results | 3rd May 2024 18:35,N/A,18:35,Yielding,2m 4f 140y,Ballyburn (IRE),P Townend,0,W P Mullins,1st,N/A,6,11-12,-,True,111,19
Punchestown Racing Results | 3rd May 2024 18:35,N/A,18:35,Yielding,2m 4f 140y,Staffordshire Knot (IRE),J W Kennedy,0,G Elliott,PU,N/A,6,11-12p,-,True,111,19
Punchestown Racing Results | 3rd May 2024 18:35,N/A,18:35,Yielding,2m 4f 140y,Jimmy Du Seuil (FR),S F O'Keeffe,0,W P Mullins,5th,34 l,5,11-12,-,True,111,19
Punchestown Racing Results | 3rd May 2024 18:35,N/A,18:35,Yielding,2m 4f 140y,Mirazur West (IRE),M P Walsh,0,W P Mullins,4th,5 1/2 l,6,11-12h,-,True,111,19
Punchestown Racing Results | 3rd May 2024 18:35,N/A,18:35,Yielding,2m 4f 140y,Predators Gold (FR),Mr P W Mullins,0,W P Mullins,3rd,10 l,5,11-12,-,True,111,19
Punchestown Racing Results | 3rd May 2024 18:35,N/A,18:35,Yielding,2m 4f 140y,Jetara (IRE),N de Boinville,0,Mrs J Harrington,2nd,3 1/4 l,6,11-5,-,True,111,19
Punchestown Racing Results | 3rd May 2024 18:35,N/A,18:35,Yielding,2m 4f 140y,Ballyburn (IRE),P Townend,0,W P Mullins,1st,N/A,6,11-12,-,True,111,19
Punchestown Racing Results | 3rd May 2024 19:05,N/A,19:05,Soft,2m 45y,Lark In The Mornin (GER),J J Slevin,0,J P O'Brien,NR,N/A,4,11-6,-,True,111,20
Punchestown Racing Results | 3rd May 2024 19:05,N/A,19:05,Soft,2m 45y,Ascending (IRE),Rachael Blackmore,0,H De Bromhead,PU,N/A,5,11-5t1,-,True,111,20
Punchestown Racing Results | 3rd May 2024 19:05,N/A,19:05,Soft,2m 45y,Billericay Dickie (IRE),D E Mullins,0,W P Mullins,PU,N/A,5,11-12t,-,True,111,20
Punchestown Racing Results | 3rd May 2024 19:05,N/A,19:05,Soft,2m 45y,Scriabin (FR),M J M O'Sullivan,0,P Griffin,PU,N/A,4,10-13t,-,True,111,20
Punchestown Racing Results | 3rd May 2024 19:05,N/A,19:05,Soft,2m 45y,Montecam (IRE),N de Boinville,0,N J Henderson,F,N/A,5,11-12,-,True,111,20
Punchestown Racing Results | 3rd May 2024 19:05,N/A,19:05,Soft,2m 45y,Mighty Bandit (IRE),J Bowen,0,W Greatrex,10th,4 3/4 l,4,11-6,-,True,111,20
Punchestown Racing Results | 3rd May 2024 19:05,N/A,19:05,Soft,2m 45y,Arctic Gale (IRE),D Meyler,0,E Mullins,9th,3 3/4 l,5,11-5,-,True,111,20
Punchestown Racing Results | 3rd May 2024 19:05,N/A,19:05,Soft,2m 45y,Silver King (IRE),P T Enright,0,O McKiernan,8th,12 l,8,11-12ht,-,True,111,20
Punchestown Racing Results | 3rd May 2024 19:05,N/A,19:05,Soft,2m 45y,Tounsivator (FR),S F O'Keeffe,0,W P Mullins,7th,1 1/4 l,5,11-12h1,-,True,111,20
Punchestown Racing Results | 3rd May 2024 19:05,N/A,19:05,Soft,2m 45y,Ballycashin (IRE),Conor Clarke,7,A Mullins,6th,Head,7,10-12h,-,True,111,20
Punchestown Racing Results | 3rd May 2024 19:05,N/A,19:05,Soft,2m 45y,Rainbow Trail (FR),J W Kennedy,0,G Elliott,5th,1 1/4 l,6,11-12,-,True,111,20
Punchestown Racing Results | 3rd May 2024 19:05,N/A,19:05,Soft,2m 45y,Fenway Park (IRE),S W Flanagan,0,G P Cromwell,4th,5 1/2 l,5,11-5,-,True,111,20
Punchestown Racing Results | 3rd May 2024 19:05,N/A,19:05,Soft,2m 45y,Anotherway (FR),P Townend,0,W P Mullins,3rd,1 l,5,11-12,-,True,111,20
Punchestown Racing Results | 3rd May 2024 19:05,N/A,19:05,Soft,2m 45y,Ataboycharlie (IRE),K E Buckley,0,E Cawley,2nd,1/2 l,6,11-12,-,True,111,20
Punchestown Racing Results | 3rd May 2024 19:05,N/A,19:05,Soft,2m 45y,Eagle Fang (IRE),O R Brown,5,W Durkan,1st,N/A,4,11-6,-,True,111,20
Punchestown Racing Results | 3rd May 2024 19:05,N/A,19:05,Soft,2m 45y,Lark In The Mornin (GER),J J Slevin,0,J P O'Brien,NR,N/A,4,11-6,-,True,111,20
Punchestown Racing Results | 3rd May 2024 19:05,N/A,19:05,Soft,2m 45y,Ascending (IRE),Rachael Blackmore,0,H De Bromhead,PU,N/A,5,11-5t1,-,True,111,20
Punchestown Racing Results | 3rd May 2024 19:05,N/A,19:05,Soft,2m 45y,Billericay Dickie (IRE),D E Mullins,0,W P Mullins,PU,N/A,5,11-12t,-,True,111,20
Punchestown Racing Results | 3rd May 2024 19:05,N/A,19:05,Soft,2m 45y,Scriabin (FR),M J M O'Sullivan,0,P Griffin,PU,N/A,4,10-13t,-,True,111,20
Punchestown Racing Results | 3rd May 2024 19:05,N/A,19:05,Soft,2m 45y,Montecam (IRE),N de Boinville,0,N J Henderson,F,N/A,5,11-12,-,True,111,20
Punchestown Racing Results | 3rd May 2024 19:05,N/A,19:05,Soft,2m 45y,Mighty Bandit (IRE),J Bowen,0,W Greatrex,10th,4 3/4 l,4,11-6,-,True,111,20
Punchestown Racing Results | 3rd May 2024 19:05,N/A,19:05,Soft,2m 45y,Arctic Gale (IRE),D Meyler,0,E Mullins,9th,3 3/4 l,5,11-5,-,True,111,20
Punchestown Racing Results | 3rd May 2024 19:05,N/A,19:05,Soft,2m 45y,Silver King (IRE),P T Enright,0,O McKiernan,8th,12 l,8,11-12ht,-,True,111,20
Punchestown Racing Results | 3rd May 2024 19:05,N/A,19:05,Soft,2m 45y,Tounsivator (FR),S F O'Keeffe,0,W P Mullins,7th,1 1/4 l,5,11-12h1,-,True,111,20
Punchestown Racing Results | 3rd May 2024 19:05,N/A,19:05,Soft,2m 45y,Ballycashin (IRE),Conor Clarke,7,A Mullins,6th,Head,7,10-12h,-,True,111,20
Punchestown Racing Results | 3rd May 2024 19:05,N/A,19:05,Soft,2m 45y,Rainbow Trail (FR),J W Kennedy,0,G Elliott,5th,1 1/4 l,6,11-12,-,True,111,20
Punchestown Racing Results | 3rd May 2024 19:05,N/A,19:05,Soft,2m 45y,Fenway Park (IRE),S W Flanagan,0,G P Cromwell,4th,5 1/2 l,5,11-5,-,True,111,20
Punchestown Racing Results | 3rd May 2024 19:05,N/A,19:05,Soft,2m 45y,Anotherway (FR),P Townend,0,W P Mullins,3rd,1 l,5,11-12,-,True,111,20
Punchestown Racing Results | 3rd May 2024 19:05,N/A,19:05,Soft,2m 45y,Ataboycharlie (IRE),K E Buckley,0,E Cawley,2nd,1/2 l,6,11-12,-,True,111,20
Punchestown Racing Results | 3rd May 2024 19:05,N/A,19:05,Soft,2m 45y,Eagle Fang (IRE),O R Brown,5,W Durkan,1st,N/A,4,11-6,-,True,111,20
Punchestown Racing Results | 3rd May 2024 19:40,N/A,19:40,Soft,2m 2f 181y,Aruntothequeen (IRE),Mr T Hamilton,0,Mrs J Harrington,NR,N/A,5,11-7,-,True,111,21
Punchestown Racing Results | 3rd May 2024 19:40,N/A,19:40,Soft,2m 2f 181y,Vroomvroomboo (IRE),Miss H Heffernan,7,James Andrew Fahey,NR,N/A,6,11-7,-,True,111,21
Punchestown Racing Results | 3rd May 2024 19:40,N/A,19:40,Soft,2m 2f 181y,Jeu De Pic (FR),Mr E P O'Brien,5,T Cooper,NR,N/A,5,12-0,-,True,111,21
Punchestown Racing Results | 3rd May 2024 19:40,N/A,19:40,Soft,2m 2f 181y,Getamotive (IRE),Mr Pat Taaffe,7,T J Nagle-Jr,PU,N/A,6,12-0,-,True,111,21
Punchestown Racing Results | 3rd May 2024 19:40,N/A,19:40,Soft,2m 2f 181y,Ginny Weasley,Mr T Power Roche,7,J Barcoe,18th,99 l,5,11-7,-,True,111,21
Punchestown Racing Results | 3rd May 2024 19:40,N/A,19:40,Soft,2m 2f 181y,Avalo (IRE),Mr R A Jackson,7,Peter Fahey,17th,4 1/4 l,5,12-0,-,True,111,21
Punchestown Racing Results | 3rd May 2024 19:40,N/A,19:40,Soft,2m 2f 181y,Fear The Deere (IRE),Mr D Doyle,7,T Doyle,16th,20 l,6,12-0,-,True,111,21
Punchestown Racing Results | 3rd May 2024 19:40,N/A,19:40,Soft,2m 2f 181y,The Diddler (IRE),Mr M G Purcell,7,P M Quinlan,15th,9 1/2 l,6,11-7t,-,True,111,21
Punchestown Racing Results | 3rd May 2024 19:40,N/A,19:40,Soft,2m 2f 181y,Quint Major (IRE),Mr P A King,5,M A Molloy,14th,13 l,6,12-0,-,True,111,21
Punchestown Racing Results | 3rd May 2024 19:40,N/A,19:40,Soft,2m 2f 181y,Celtic Harmony (IRE),Mr J W Hendrick,7,D P Murphy,13th,13 l,5,12-0,-,True,111,21
Punchestown Racing Results | 3rd May 2024 19:40,N/A,19:40,Soft,2m 2f 181y,Tradecraft (IRE),Mr F Maguire,0,N J Henderson,12th,11 l,5,12-0,-,True,111,21
Punchestown Racing Results | 3rd May 2024 19:40,N/A,19:40,Soft,2m 2f 181y,Masterboy Davis (FR),Mr H C Swan,5,G Elliott,11th,Neck,5,12-0,-,True,111,21
Punchestown Racing Results | 3rd May 2024 19:40,N/A,19:40,Soft,2m 2f 181y,Fishery Lane (FR),Mr P W Mullins,0,W P Mullins,10th,11 l,5,12-0,-,True,111,21
Punchestown Racing Results | 3rd May 2024 19:40,N/A,19:40,Soft,2m 2f 181y,I Am Mimi (FR),Mr D G Lavery,0,G P Cromwell,9th,3/4 l,5,12-0,-,True,111,21
Punchestown Racing Results | 3rd May 2024 19:40,N/A,19:40,Soft,2m 2f 181y,Half A Chance (IRE),Mr P Hanlon,7,J J Hanlon,8th,11 l,5,12-0,-,True,111,21
Punchestown Racing Results | 3rd May 2024 19:40,N/A,19:40,Soft,2m 2f 181y,Syracus Du Houx (FR),Mr J C Barry,3,O McKiernan,7th,12 l,6,12-0p1,-,True,111,21
Punchestown Racing Results | 3rd May 2024 19:40,N/A,19:40,Soft,2m 2f 181y,Coyote Spirit (IRE),Mr J R Martin,7,F G Hand,6th,4 1/4 l,6,12-0,-,True,111,21
Punchestown Racing Results | 3rd May 2024 19:40,N/A,19:40,Soft,2m 2f 181y,Churchroad Prince (IRE),Mr A P Ryan,7,Jonathan Sweeney,5th,Head,6,12-0,-,True,111,21
Punchestown Racing Results | 3rd May 2024 19:40,N/A,19:40,Soft,2m 2f 181y,Jackmoon (FR),Mr D Allen,7,J P Flavin,4th,3/4 l,5,12-0t,-,True,111,21
Punchestown Racing Results | 3rd May 2024 19:40,N/A,19:40,Soft,2m 2f 181y,Melbourne Shamrock (IRE),Mr J L Gleeson,5,E Mullins,3rd,5 l,5,12-0,-,True,111,21
Punchestown Racing Results | 3rd May 2024 19:40,N/A,19:40,Soft,2m 2f 181y,Coral River (IRE),Mr C Mullins,7,T Mullins,2nd,6 l,5,12-0,-,True,111,21
Punchestown Racing Results | 3rd May 2024 19:40,N/A,19:40,Soft,2m 2f 181y,Don'tstopthemusic (IRE),Mr D O'Connor,0,M Brassil,1st,N/A,7,12-0t,-,True,111,21
Punchestown Racing Results | 3rd May 2024 19:40,N/A,19:40,Soft,2m 2f 181y,Aruntothequeen (IRE),Mr T Hamilton,0,Mrs J Harrington,NR,N/A,5,11-7,-,True,111,21
Punchestown Racing Results | 3rd May 2024 19:40,N/A,19:40,Soft,2m 2f 181y,Vroomvroomboo (IRE),Miss H Heffernan,7,James Andrew Fahey,NR,N/A,6,11-7,-,True,111,21
Punchestown Racing Results | 3rd May 2024 19:40,N/A,19:40,Soft,2m 2f 181y,Jeu De Pic (FR),Mr E P O'Brien,5,T Cooper,NR,N/A,5,12-0,-,True,111,21
Punchestown Racing Results | 3rd May 2024 19:40,N/A,19:40,Soft,2m 2f 181y,Getamotive (IRE),Mr Pat Taaffe,7,T J Nagle-Jr,PU,N/A,6,12-0,-,True,111,21
Punchestown Racing Results | 3rd May 2024 19:40,N/A,19:40,Soft,2m 2f 181y,Ginny Weasley,Mr T Power Roche,7,J Barcoe,18th,99 l,5,11-7,-,True,111,21
Punchestown Racing Results | 3rd May 2024 19:40,N/A,19:40,Soft,2m 2f 181y,Avalo (IRE),Mr R A Jackson,7,Peter Fahey,17th,4 1/4 l,5,12-0,-,True,111,21
Punchestown Racing Results | 3rd May 2024 19:40,N/A,19:40,Soft,2m 2f 181y,Fear The Deere (IRE),Mr D Doyle,7,T Doyle,16th,20 l,6,12-0,-,True,111,21
Punchestown Racing Results | 3rd May 2024 19:40,N/A,19:40,Soft,2m 2f 181y,The Diddler (IRE),Mr M G Purcell,7,P M Quinlan,15th,9 1/2 l,6,11-7t,-,True,111,21
Punchestown Racing Results | 3rd May 2024 19:40,N/A,19:40,Soft,2m 2f 181y,Quint Major (IRE),Mr P A King,5,M A Molloy,14th,13 l,6,12-0,-,True,111,21
Punchestown Racing Results | 3rd May 2024 19:40,N/A,19:40,Soft,2m 2f 181y,Celtic Harmony (IRE),Mr J W Hendrick,7,D P Murphy,13th,13 l,5,12-0,-,True,111,21
Punchestown Racing Results | 3rd May 2024 19:40,N/A,19:40,Soft,2m 2f 181y,Tradecraft (IRE),Mr F Maguire,0,N J Henderson,12th,11 l,5,12-0,-,True,111,21
Punchestown Racing Results | 3rd May 2024 19:40,N/A,19:40,Soft,2m 2f 181y,Masterboy Davis (FR),Mr H C Swan,5,G Elliott,11th,Neck,5,12-0,-,True,111,21
Punchestown Racing Results | 3rd May 2024 19:40,N/A,19:40,Soft,2m 2f 181y,Fishery Lane (FR),Mr P W Mullins,0,W P Mullins,10th,11 l,5,12-0,-,True,111,21
Punchestown Racing Results | 3rd May 2024 19:40,N/A,19:40,Soft,2m 2f 181y,I Am Mimi (FR),Mr D G Lavery,0,G P Cromwell,9th,3/4 l,5,12-0,-,True,111,21
Punchestown Racing Results | 3rd May 2024 19:40,N/A,19:40,Soft,2m 2f 181y,Half A Chance (IRE),Mr P Hanlon,7,J J Hanlon,8th,11 l,5,12-0,-,True,111,21
Punchestown Racing Results | 3rd May 2024 19:40,N/A,19:40,Soft,2m 2f 181y,Syracus Du Houx (FR),Mr J C Barry,3,O McKiernan,7th,12 l,6,12-0p1,-,True,111,21
Punchestown Racing Results | 3rd May 2024 19:40,N/A,19:40,Soft,2m 2f 181y,Coyote Spirit (IRE),Mr J R Martin,7,F G Hand,6th,4 1/4 l,6,12-0,-,True,111,21
Punchestown Racing Results | 3rd May 2024 19:40,N/A,19:40,Soft,2m 2f 181y,Churchroad Prince (IRE),Mr A P Ryan,7,Jonathan Sweeney,5th,Head,6,12-0,-,True,111,21
Punchestown Racing Results | 3rd May 2024 19:40,N/A,19:40,Soft,2m 2f 181y,Jackmoon (FR),Mr D Allen,7,J P Flavin,4th,3/4 l,5,12-0t,-,True,111,21
Punchestown Racing Results | 3rd May 2024 19:40,N/A,19:40,Soft,2m 2f 181y,Melbourne Shamrock (IRE),Mr J L Gleeson,5,E Mullins,3rd,5 l,5,12-0,-,True,111,21
Punchestown Racing Results | 3rd May 2024 19:40,N/A,19:40,Soft,2m 2f 181y,Coral River (IRE),Mr C Mullins,7,T Mullins,2nd,6 l,5,12-0,-,True,111,21
Punchestown Racing Results | 3rd May 2024 19:40,N/A,19:40,Soft,2m 2f 181y,Don'tstopthemusic (IRE),Mr D O'Connor,0,M Brassil,1st,N/A,7,12-0t,-,True,111,21
Punchestown Racing Results | 4th May 2024 14:30,N/A,14:30,Soft,3m 90y,Subset (IRE),Mr B T Stone,7,Peter Maher,NR,N/A,10,11-12p,-,True,111,22
Punchestown Racing Results | 4th May 2024 14:30,N/A,14:30,Soft,3m 90y,Vital Island (IRE),Non Runner,7,R P O'Keeffe,NR,N/A,12,12-3t,-,True,111,22
Punchestown Racing Results | 4th May 2024 14:30,N/A,14:30,Soft,3m 90y,Coko Beach (FR),D J Gilligan,5,G Elliott,NR,N/A,9,12-7b,-,True,111,22
Punchestown Racing Results | 4th May 2024 14:30,N/A,14:30,Soft,3m 90y,Three By Two (IRE),Non Runner,0,D P Murphy,NR,N/A,8,11-5,-,True,111,22
Punchestown Racing Results | 4th May 2024 14:30,N/A,14:30,Soft,3m 90y,Roi Mage (FR),Non Runner,3,P Griffin,NR,N/A,12,12-3,-,True,111,22
Punchestown Racing Results | 4th May 2024 14:30,N/A,14:30,Soft,3m 90y,Singing Banjo (IRE),Mr B J Walsh,7,B J Walsh,NR,N/A,14,11-7p,-,True,111,22
Punchestown Racing Results | 4th May 2024 14:30,N/A,14:30,Soft,3m 90y,Knockiel Synge (IRE),Miss G Benson,7,P Flood,UR,N/A,10,11-12tp,-,True,111,22
Punchestown Racing Results | 4th May 2024 14:30,N/A,14:30,Soft,3m 90y,A Rated (IRE),Mr F P Murphy,7,L Kenny,PU,N/A,13,11-7tb1,-,True,111,22
Punchestown Racing Results | 4th May 2024 14:30,N/A,14:30,Soft,3m 90y,Cash Back (FR),B W Harvey,0,J C McConnell,PU,N/A,12,11-7,-,True,111,22
Punchestown Racing Results | 4th May 2024 14:30,N/A,14:30,Soft,3m 90y,Blast Of Koeman (IRE),S F O'Keeffe,0,Peter Maher,PU,N/A,13,11-7tp,-,True,111,22
Punchestown Racing Results | 4th May 2024 14:30,N/A,14:30,Soft,3m 90y,Artic Pearl,C Brassil,5,M Brassil,PU,N/A,13,11-7tp,-,True,111,22
Punchestown Racing Results | 4th May 2024 14:30,N/A,14:30,Soft,3m 90y,Foxy Jacks (IRE),G Brouder,5,M F Morris,F,N/A,10,12-3p,-,True,111,22
Punchestown Racing Results | 4th May 2024 14:30,N/A,14:30,Soft,3m 90y,Longhouse Poet (IRE),J J Slevin,0,M Brassil,5th,63 l,10,12-3t,-,True,111,22
Punchestown Racing Results | 4th May 2024 14:30,N/A,14:30,Soft,3m 90y,Enjoy D'allen (FR),E Walsh,0,Ciaran Murphy,4th,12 l,10,11-7p,-,True,111,22
Punchestown Racing Results | 4th May 2024 14:30,N/A,14:30,Soft,3m 90y,Genois (FR),S D Torrens,0,E Bolger,3rd,2 3/4 l,8,11-7,-,True,111,22
Punchestown Racing Results | 4th May 2024 14:30,N/A,14:30,Soft,3m 90y,Fameaftertheglory,K E Buckley,0,G P Cromwell,2nd,5 1/2 l,8,11-7,-,True,111,22
Punchestown Racing Results | 4th May 2024 14:30,N/A,14:30,Soft,3m 90y,Stumptown (IRE),S W Flanagan,0,G P Cromwell,1st,N/A,7,12-7,-,True,111,22
Punchestown Racing Results | 4th May 2024 14:30,N/A,14:30,Soft,3m 90y,Subset (IRE),Mr B T Stone,7,Peter Maher,NR,N/A,10,11-12p,-,True,111,22
Punchestown Racing Results | 4th May 2024 14:30,N/A,14:30,Soft,3m 90y,Vital Island (IRE),Non Runner,7,R P O'Keeffe,NR,N/A,12,12-3t,-,True,111,22
Punchestown Racing Results | 4th May 2024 14:30,N/A,14:30,Soft,3m 90y,Coko Beach (FR),D J Gilligan,5,G Elliott,NR,N/A,9,12-7b,-,True,111,22
Punchestown Racing Results | 4th May 2024 14:30,N/A,14:30,Soft,3m 90y,Three By Two (IRE),Non Runner,0,D P Murphy,NR,N/A,8,11-5,-,True,111,22
Punchestown Racing Results | 4th May 2024 14:30,N/A,14:30,Soft,3m 90y,Roi Mage (FR),Non Runner,3,P Griffin,NR,N/A,12,12-3,-,True,111,22
Punchestown Racing Results | 4th May 2024 14:30,N/A,14:30,Soft,3m 90y,Singing Banjo (IRE),Mr B J Walsh,7,B J Walsh,NR,N/A,14,11-7p,-,True,111,22
Punchestown Racing Results | 4th May 2024 14:30,N/A,14:30,Soft,3m 90y,Knockiel Synge (IRE),Miss G Benson,7,P Flood,UR,N/A,10,11-12tp,-,True,111,22
Punchestown Racing Results | 4th May 2024 14:30,N/A,14:30,Soft,3m 90y,A Rated (IRE),Mr F P Murphy,7,L Kenny,PU,N/A,13,11-7tb1,-,True,111,22
Punchestown Racing Results | 4th May 2024 14:30,N/A,14:30,Soft,3m 90y,Cash Back (FR),B W Harvey,0,J C McConnell,PU,N/A,12,11-7,-,True,111,22
Punchestown Racing Results | 4th May 2024 14:30,N/A,14:30,Soft,3m 90y,Blast Of Koeman (IRE),S F O'Keeffe,0,Peter Maher,PU,N/A,13,11-7tp,-,True,111,22
Punchestown Racing Results | 4th May 2024 14:30,N/A,14:30,Soft,3m 90y,Artic Pearl,C Brassil,5,M Brassil,PU,N/A,13,11-7tp,-,True,111,22
Punchestown Racing Results | 4th May 2024 14:30,N/A,14:30,Soft,3m 90y,Foxy Jacks (IRE),G Brouder,5,M F Morris,F,N/A,10,12-3p,-,True,111,22
Punchestown Racing Results | 4th May 2024 14:30,N/A,14:30,Soft,3m 90y,Longhouse Poet (IRE),J J Slevin,0,M Brassil,5th,63 l,10,12-3t,-,True,111,22
Punchestown Racing Results | 4th May 2024 14:30,N/A,14:30,Soft,3m 90y,Enjoy D'allen (FR),E Walsh,0,Ciaran Murphy,4th,12 l,10,11-7p,-,True,111,22
Punchestown Racing Results | 4th May 2024 14:30,N/A,14:30,Soft,3m 90y,Genois (FR),S D Torrens,0,E Bolger,3rd,2 3/4 l,8,11-7,-,True,111,22
Punchestown Racing Results | 4th May 2024 14:30,N/A,14:30,Soft,3m 90y,Fameaftertheglory,K E Buckley,0,G P Cromwell,2nd,5 1/2 l,8,11-7,-,True,111,22
Punchestown Racing Results | 4th May 2024 14:30,N/A,14:30,Soft,3m 90y,Stumptown (IRE),S W Flanagan,0,G P Cromwell,1st,N/A,7,12-7,-,True,111,22
Punchestown Racing Results | 4th May 2024 15:05,N/A,15:05,Soft,3m 7f 68y,Bodhisattva (IRE),B W Harvey,0,J C McConnell,NR,N/A,7,10-9v,121,True,111,23
Punchestown Racing Results | 4th May 2024 15:05,N/A,15:05,Soft,3m 7f 68y,Royal Thief (IRE),C P Millar,7,G Elliott,UR,N/A,10,10-13tb,125,True,111,23
