track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Killarney Racing Results | 16th July 2024 19:45,N/A,19:45,Good To Firm (Firm In Places),2m 185y,Zeeband (IRE),J A Heffernan,0,P J Gilligan,NR,N/A,7,10-6t,96,True,128,15
Killarney Racing Results | 16th July 2024 19:45,N/A,19:45,Good To Firm (Firm In Places),2m 185y,Mr Adjudicator,C T Keane,0,W P Mullins,NR,N/A,10,8-13t1,75,True,128,15
Killarney Racing Results | 16th July 2024 19:45,N/A,19:45,Good To Firm (Firm In Places),2m 185y,Chiricahua (IRE),L T McAteer,0,P Nolan,7th,8 l,7,10-3,93,True,128,15
Killarney Racing Results | 16th July 2024 19:45,N/A,19:45,Good To Firm (Firm In Places),2m 185y,Kincade (IRE),Siobhan Rutledge,3,J C McConnell,6th,1 l,5,8-8,70,True,128,15
Killarney Racing Results | 16th July 2024 19:45,N/A,19:45,Good To Firm (Firm In Places),2m 185y,Longclaw (USA),S T McCullagh,3,P J F Murphy,5th,4 1/4 l,7,9-6,82,True,128,15
Killarney Racing Results | 16th July 2024 19:45,N/A,19:45,Good To Firm (Firm In Places),2m 185y,Almuhit (IRE),Conor Clarke,7,E Mullins,4th,Head,5,9-11tb,87,True,128,15
Killarney Racing Results | 16th July 2024 19:45,N/A,19:45,Good To Firm (Firm In Places),2m 185y,Nikhi,W J Lee,0,T O'Brien,3rd,1/2 l,5,9-6,82,True,128,15
Killarney Racing Results | 16th July 2024 19:45,N/A,19:45,Good To Firm (Firm In Places),2m 185y,Bold Approach (IRE),R P Cleary,0,J S Bolger,2nd,17 l,8,8-7tp,69,True,128,15
Killarney Racing Results | 16th July 2024 19:45,N/A,19:45,Good To Firm (Firm In Places),2m 185y,Samui,D P McDonogh,0,G Elliott,1st,N/A,5,9-13t,89,True,128,15
Killarney Racing Results | 16th July 2024 20:15,N/A,20:15,Good To Firm (Firm In Places)  (Turf),1m 6f 55y,Cast A Spell (IRE),Mr R W Barron,5,T Hogan,NR,N/A,6,11-7v,-,True,128,16
Killarney Racing Results | 16th July 2024 20:15,N/A,20:15,Good To Firm (Firm In Places)  (Turf),1m 6f 55y,Plains Indian (IRE),Mr A P Ryan,7,A Slattery,NR,N/A,8,11-12,-,True,128,16
Killarney Racing Results | 16th July 2024 20:15,N/A,20:15,Good To Firm (Firm In Places)  (Turf),1m 6f 55y,Rio Doce (IRE),Mr I Ryan,7,J A Kinsella,NR,N/A,4,11-12,-,True,128,16
Killarney Racing Results | 16th July 2024 20:15,N/A,20:15,Good To Firm (Firm In Places)  (Turf),1m 6f 55y,Pinkerton (IRE),Mr H C Swan,3,N Meade,NR,N/A,8,11-12t,-,True,128,16
Killarney Racing Results | 16th July 2024 20:15,N/A,20:15,Good To Firm (Firm In Places)  (Turf),1m 6f 55y,Good World (IRE),Ms N M Bradley,7,E Griffin,NR,N/A,9,11-12p,-,True,128,16
Killarney Racing Results | 16th July 2024 20:15,N/A,20:15,Good To Firm (Firm In Places)  (Turf),1m 6f 55y,Toto Too (IRE),Mr D G Lavery,0,G P Cromwell,NR,N/A,7,11-12,-,True,128,16
Killarney Racing Results | 16th July 2024 20:15,N/A,20:15,Good To Firm (Firm In Places)  (Turf),1m 6f 55y,Dunvegan (FR),Mr J L Gleeson,5,P A Fahy,NR,N/A,11,11-12,-,True,128,16
Killarney Racing Results | 16th July 2024 20:15,N/A,20:15,Good To Firm (Firm In Places)  (Turf),1m 6f 55y,Pat Coyne (IRE),Miss O M Queally,7,J Queally,8th,18 l,10,11-12,-,True,128,16
Killarney Racing Results | 16th July 2024 20:15,N/A,20:15,Good To Firm (Firm In Places)  (Turf),1m 6f 55y,Born By The Sea (IRE),Mr O T Gilligan,0,P J Gilligan,7th,1 1/4 l,10,11-12,-,True,128,16
Killarney Racing Results | 16th July 2024 20:15,N/A,20:15,Good To Firm (Firm In Places)  (Turf),1m 6f 55y,Benjis Benefit (IRE),Mr J P Sampson,7,D Hogan,6th,3 1/4 l,6,11-12,-,True,128,16
Killarney Racing Results | 16th July 2024 20:15,N/A,20:15,Good To Firm (Firm In Places)  (Turf),1m 6f 55y,Beauforts Storm (IRE),Mr D Doyle,7,T Doyle,5th,Neck,5,11-7,-,True,128,16
Killarney Racing Results | 16th July 2024 20:15,N/A,20:15,Good To Firm (Firm In Places)  (Turf),1m 6f 55y,Nelson Muntz (IRE),Mr J C Barry,0,D H Kelly,4th,3/4 l,5,11-12,-,True,128,16
Killarney Racing Results | 16th July 2024 20:15,N/A,20:15,Good To Firm (Firm In Places)  (Turf),1m 6f 55y,Soldier Solid (IRE),Miss J Townend,0,P J Flynn,3rd,3 l,7,11-12h,-,True,128,16
Killarney Racing Results | 16th July 2024 20:15,N/A,20:15,Good To Firm (Firm In Places)  (Turf),1m 6f 55y,The Banger Doyle (IRE),Mr F Maguire,0,J Queally,2nd,1/2 l,8,11-12,-,True,128,16
Killarney Racing Results | 16th July 2024 20:15,N/A,20:15,Good To Firm (Firm In Places)  (Turf),1m 6f 55y,Mordor (FR),Mr J H Williamson,7,G Elliott,1st,N/A,4,11-12,-,True,128,16
Killarney Racing Results | 16th July 2024 20:15,N/A,20:15,Good To Firm (Firm In Places)  (Turf),1m 6f 55y,Cast A Spell (IRE),Mr R W Barron,5,T Hogan,NR,N/A,6,11-7v,-,True,128,16
Killarney Racing Results | 16th July 2024 20:15,N/A,20:15,Good To Firm (Firm In Places)  (Turf),1m 6f 55y,Plains Indian (IRE),Mr A P Ryan,7,A Slattery,NR,N/A,8,11-12,-,True,128,16
Killarney Racing Results | 16th July 2024 20:15,N/A,20:15,Good To Firm (Firm In Places)  (Turf),1m 6f 55y,Rio Doce (IRE),Mr I Ryan,7,J A Kinsella,NR,N/A,4,11-12,-,True,128,16
Killarney Racing Results | 16th July 2024 20:15,N/A,20:15,Good To Firm (Firm In Places)  (Turf),1m 6f 55y,Pinkerton (IRE),Mr H C Swan,3,N Meade,NR,N/A,8,11-12t,-,True,128,16
Killarney Racing Results | 16th July 2024 20:15,N/A,20:15,Good To Firm (Firm In Places)  (Turf),1m 6f 55y,Good World (IRE),Ms N M Bradley,7,E Griffin,NR,N/A,9,11-12p,-,True,128,16
Killarney Racing Results | 16th July 2024 20:15,N/A,20:15,Good To Firm (Firm In Places)  (Turf),1m 6f 55y,Toto Too (IRE),Mr D G Lavery,0,G P Cromwell,NR,N/A,7,11-12,-,True,128,16
Killarney Racing Results | 16th July 2024 20:15,N/A,20:15,Good To Firm (Firm In Places)  (Turf),1m 6f 55y,Dunvegan (FR),Mr J L Gleeson,5,P A Fahy,NR,N/A,11,11-12,-,True,128,16
Killarney Racing Results | 16th July 2024 20:15,N/A,20:15,Good To Firm (Firm In Places)  (Turf),1m 6f 55y,Pat Coyne (IRE),Miss O M Queally,7,J Queally,8th,18 l,10,11-12,-,True,128,16
Killarney Racing Results | 16th July 2024 20:15,N/A,20:15,Good To Firm (Firm In Places)  (Turf),1m 6f 55y,Born By The Sea (IRE),Mr O T Gilligan,0,P J Gilligan,7th,1 1/4 l,10,11-12,-,True,128,16
Killarney Racing Results | 16th July 2024 20:15,N/A,20:15,Good To Firm (Firm In Places)  (Turf),1m 6f 55y,Benjis Benefit (IRE),Mr J P Sampson,7,D Hogan,6th,3 1/4 l,6,11-12,-,True,128,16
Killarney Racing Results | 16th July 2024 20:15,N/A,20:15,Good To Firm (Firm In Places)  (Turf),1m 6f 55y,Beauforts Storm (IRE),Mr D Doyle,7,T Doyle,5th,Neck,5,11-7,-,True,128,16
Killarney Racing Results | 16th July 2024 20:15,N/A,20:15,Good To Firm (Firm In Places)  (Turf),1m 6f 55y,Nelson Muntz (IRE),Mr J C Barry,0,D H Kelly,4th,3/4 l,5,11-12,-,True,128,16
Killarney Racing Results | 16th July 2024 20:15,N/A,20:15,Good To Firm (Firm In Places)  (Turf),1m 6f 55y,Soldier Solid (IRE),Miss J Townend,0,P J Flynn,3rd,3 l,7,11-12h,-,True,128,16
Killarney Racing Results | 16th July 2024 20:15,N/A,20:15,Good To Firm (Firm In Places)  (Turf),1m 6f 55y,The Banger Doyle (IRE),Mr F Maguire,0,J Queally,2nd,1/2 l,8,11-12,-,True,128,16
Killarney Racing Results | 16th July 2024 20:15,N/A,20:15,Good To Firm (Firm In Places)  (Turf),1m 6f 55y,Mordor (FR),Mr J H Williamson,7,G Elliott,1st,N/A,4,11-12,-,True,128,16
Killarney Racing Results | 17th July 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 40y,Men Of Dreams (IRE),C T Keane,0,J F Levins,NR,N/A,6,9-6p,-,True,128,17
Killarney Racing Results | 17th July 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 40y,Decorated Girl (IRE),K G Kennedy,7,M J Browne,NR,N/A,3,8-12,-,True,128,17
Killarney Racing Results | 17th July 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 40y,Pinball Wizard (IRE),R Whearty,5,J Nallen,NR,N/A,6,10-2p,-,True,128,17
Killarney Racing Results | 17th July 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 40y,Asisaid (IRE),B M Coen,0,P J F Murphy,NR,N/A,5,9-12b,-,True,128,17
Killarney Racing Results | 17th July 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 40y,Rick Dalton (IRE),J Kearney,5,C Collins,8th,3 1/2 l,6,10-2,-,True,128,17
Killarney Racing Results | 17th July 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 40y,Spanish Tenor (IRE),C J MacRedmond,5,J Davison,7th,1 1/4 l,10,10-2,-,True,128,17
Killarney Racing Results | 17th July 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 40y,Guest Star,S Foley,0,M Fahey,6th,1/2 l,3,9-2b,-,True,128,17
Killarney Racing Results | 17th July 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 40y,Cordouan (FR),Adam Caffrey,3,A McGuinness,5th,2 3/4 l,6,9-12,-,True,128,17
Killarney Racing Results | 17th July 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 40y,Chou Chou (IRE),C D Hayes,0,N Meade,4th,1 1/4 l,3,8-10p,-,True,128,17
Killarney Racing Results | 17th July 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 40y,Jupiter Rock (IRE),J M Sheridan,0,D Hogan,3rd,1 1/4 l,4,9-4b,-,True,128,17
Killarney Racing Results | 17th July 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 40y,Mindthegap (IRE),D W O'Connor,0,J F Levins,2nd,1 1/4 l,4,9-8tv,-,True,128,17
Killarney Racing Results | 17th July 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 40y,Dynamic Force (IRE),D S O'Sullivan,10,J A Stack,1st,N/A,5,9-12,-,True,128,17
Killarney Racing Results | 17th July 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 40y,Men Of Dreams (IRE),C T Keane,0,J F Levins,NR,N/A,6,9-6p,-,True,128,17
Killarney Racing Results | 17th July 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 40y,Decorated Girl (IRE),K G Kennedy,7,M J Browne,NR,N/A,3,8-12,-,True,128,17
Killarney Racing Results | 17th July 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 40y,Pinball Wizard (IRE),R Whearty,5,J Nallen,NR,N/A,6,10-2p,-,True,128,17
Killarney Racing Results | 17th July 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 40y,Asisaid (IRE),B M Coen,0,P J F Murphy,NR,N/A,5,9-12b,-,True,128,17
Killarney Racing Results | 17th July 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 40y,Rick Dalton (IRE),J Kearney,5,C Collins,8th,3 1/2 l,6,10-2,-,True,128,17
Killarney Racing Results | 17th July 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 40y,Spanish Tenor (IRE),C J MacRedmond,5,J Davison,7th,1 1/4 l,10,10-2,-,True,128,17
Killarney Racing Results | 17th July 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 40y,Guest Star,S Foley,0,M Fahey,6th,1/2 l,3,9-2b,-,True,128,17
Killarney Racing Results | 17th July 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 40y,Cordouan (FR),Adam Caffrey,3,A McGuinness,5th,2 3/4 l,6,9-12,-,True,128,17
Killarney Racing Results | 17th July 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 40y,Chou Chou (IRE),C D Hayes,0,N Meade,4th,1 1/4 l,3,8-10p,-,True,128,17
Killarney Racing Results | 17th July 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 40y,Jupiter Rock (IRE),J M Sheridan,0,D Hogan,3rd,1 1/4 l,4,9-4b,-,True,128,17
Killarney Racing Results | 17th July 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 40y,Mindthegap (IRE),D W O'Connor,0,J F Levins,2nd,1 1/4 l,4,9-8tv,-,True,128,17
Killarney Racing Results | 17th July 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 40y,Dynamic Force (IRE),D S O'Sullivan,10,J A Stack,1st,N/A,5,9-12,-,True,128,17
Killarney Racing Results | 17th July 2024 17:20,N/A,17:20,Good (Good To Firm In Places),1m 40y,Green Triangle (IRE),M W Hassett,5,J P O'Brien,RO,N/A,2,9-8t,-,True,128,18
Killarney Racing Results | 17th July 2024 17:20,N/A,17:20,Good (Good To Firm In Places),1m 40y,Full Tilt,C T Keane,0,J J Murphy,9th,3 3/4 l,2,9-2,-,True,128,18
Killarney Racing Results | 17th July 2024 17:20,N/A,17:20,Good (Good To Firm In Places),1m 40y,Run Maggie Run (IRE),W Joyce,5,C Collins,8th,10 l,2,8-11,-,True,128,18
Killarney Racing Results | 17th July 2024 17:20,N/A,17:20,Good (Good To Firm In Places),1m 40y,Senior Montecristo,J A Heffernan,0,Kevin Coleman,7th,Short Head,2,9-2,-,True,128,18
Killarney Racing Results | 17th July 2024 17:20,N/A,17:20,Good (Good To Firm In Places),1m 40y,Eagles Dream (IRE),N G McCullagh,0,J J Murphy,6th,7 1/2 l,2,8-9,-,True,128,18
Killarney Racing Results | 17th July 2024 17:20,N/A,17:20,Good (Good To Firm In Places),1m 40y,Ja'marr,L T McAteer,0,D Marnane,5th,5 l,2,9-4,-,True,128,18
Killarney Racing Results | 17th July 2024 17:20,N/A,17:20,Good (Good To Firm In Places),1m 40y,Lady O (IRE),S Foley,0,Mrs J Harrington,4th,1 1/4 l,2,9-3,-,True,128,18
Killarney Racing Results | 17th July 2024 17:20,N/A,17:20,Good (Good To Firm In Places),1m 40y,Cap Saint Martin (FR),D McMonagle,0,J P O'Brien,3rd,Neck,2,9-6,-,True,128,18
Killarney Racing Results | 17th July 2024 17:20,N/A,17:20,Good (Good To Firm In Places),1m 40y,J'adore Chris (IRE),W J Lee,0,P Twomey,2nd,3/4 l,2,8-13h,-,True,128,18
Killarney Racing Results | 17th July 2024 17:20,N/A,17:20,Good (Good To Firm In Places),1m 40y,Lambourn (IRE),W M Lordan,0,A P O'Brien,1st,N/A,2,9-4,-,True,128,18
Killarney Racing Results | 17th July 2024 17:20,N/A,17:20,Good (Good To Firm In Places),1m 40y,Green Triangle (IRE),M W Hassett,5,J P O'Brien,RO,N/A,2,9-8t,-,True,128,18
Killarney Racing Results | 17th July 2024 17:20,N/A,17:20,Good (Good To Firm In Places),1m 40y,Full Tilt,C T Keane,0,J J Murphy,9th,3 3/4 l,2,9-2,-,True,128,18
Killarney Racing Results | 17th July 2024 17:20,N/A,17:20,Good (Good To Firm In Places),1m 40y,Run Maggie Run (IRE),W Joyce,5,C Collins,8th,10 l,2,8-11,-,True,128,18
Killarney Racing Results | 17th July 2024 17:20,N/A,17:20,Good (Good To Firm In Places),1m 40y,Senior Montecristo,J A Heffernan,0,Kevin Coleman,7th,Short Head,2,9-2,-,True,128,18
Killarney Racing Results | 17th July 2024 17:20,N/A,17:20,Good (Good To Firm In Places),1m 40y,Eagles Dream (IRE),N G McCullagh,0,J J Murphy,6th,7 1/2 l,2,8-9,-,True,128,18
Killarney Racing Results | 17th July 2024 17:20,N/A,17:20,Good (Good To Firm In Places),1m 40y,Ja'marr,L T McAteer,0,D Marnane,5th,5 l,2,9-4,-,True,128,18
Killarney Racing Results | 17th July 2024 17:20,N/A,17:20,Good (Good To Firm In Places),1m 40y,Lady O (IRE),S Foley,0,Mrs J Harrington,4th,1 1/4 l,2,9-3,-,True,128,18
Killarney Racing Results | 17th July 2024 17:20,N/A,17:20,Good (Good To Firm In Places),1m 40y,Cap Saint Martin (FR),D McMonagle,0,J P O'Brien,3rd,Neck,2,9-6,-,True,128,18
Killarney Racing Results | 17th July 2024 17:20,N/A,17:20,Good (Good To Firm In Places),1m 40y,J'adore Chris (IRE),W J Lee,0,P Twomey,2nd,3/4 l,2,8-13h,-,True,128,18
Killarney Racing Results | 17th July 2024 17:20,N/A,17:20,Good (Good To Firm In Places),1m 40y,Lambourn (IRE),W M Lordan,0,A P O'Brien,1st,N/A,2,9-4,-,True,128,18
Killarney Racing Results | 17th July 2024 17:50,N/A,17:50,Good (Good To Firm In Places)  (Turf),1m 40y,John Steinbeck (IRE),W M Lordan,0,A P O'Brien,NR,N/A,3,9-8,-,True,128,19
Killarney Racing Results | 17th July 2024 17:50,N/A,17:50,Good (Good To Firm In Places)  (Turf),1m 40y,Thequietman,D McMonagle,0,J P O'Brien,NR,N/A,3,9-8,-,True,128,19
Killarney Racing Results | 17th July 2024 17:50,N/A,17:50,Good (Good To Firm In Places)  (Turf),1m 40y,Alittlesetback (IRE),J A Heffernan,0,F Costello,7th,36 l,5,10-2,-,True,128,19
Killarney Racing Results | 17th July 2024 17:50,N/A,17:50,Good (Good To Firm In Places)  (Turf),1m 40y,Porsche Lad (IRE),S P Davis,0,Sean Davis,6th,8 1/2 l,3,9-8,-,True,128,19
Killarney Racing Results | 17th July 2024 17:50,N/A,17:50,Good (Good To Firm In Places)  (Turf),1m 40y,Noble Andy (IRE),R P Whelan,0,M Fahey,5th,8 1/2 l,3,9-8,-,True,128,19
Killarney Racing Results | 17th July 2024 17:50,N/A,17:50,Good (Good To Firm In Places)  (Turf),1m 40y,Convincing (IRE),W J Lee,0,J J Murphy,4th,Nose,3,9-8,-,True,128,19
Killarney Racing Results | 17th July 2024 17:50,N/A,17:50,Good (Good To Firm In Places)  (Turf),1m 40y,Old Sea (IRE),S Foley,0,Mrs J Harrington,3rd,3/4 l,3,9-8t,-,True,128,19
Killarney Racing Results | 17th July 2024 17:50,N/A,17:50,Good (Good To Firm In Places)  (Turf),1m 40y,Flying Bay (IRE),B M Coen,0,A Kinirons,2nd,2 3/4 l,3,9-8,-,True,128,19
Killarney Racing Results | 17th July 2024 17:50,N/A,17:50,Good (Good To Firm In Places)  (Turf),1m 40y,Monasterboice (IRE),C T Keane,0,N Meade,1st,N/A,3,9-8p,-,True,128,19
Killarney Racing Results | 17th July 2024 17:50,N/A,17:50,Good (Good To Firm In Places)  (Turf),1m 40y,John Steinbeck (IRE),W M Lordan,0,A P O'Brien,NR,N/A,3,9-8,-,True,128,19
Killarney Racing Results | 17th July 2024 17:50,N/A,17:50,Good (Good To Firm In Places)  (Turf),1m 40y,Thequietman,D McMonagle,0,J P O'Brien,NR,N/A,3,9-8,-,True,128,19
Killarney Racing Results | 17th July 2024 17:50,N/A,17:50,Good (Good To Firm In Places)  (Turf),1m 40y,Alittlesetback (IRE),J A Heffernan,0,F Costello,7th,36 l,5,10-2,-,True,128,19
Killarney Racing Results | 17th July 2024 17:50,N/A,17:50,Good (Good To Firm In Places)  (Turf),1m 40y,Porsche Lad (IRE),S P Davis,0,Sean Davis,6th,8 1/2 l,3,9-8,-,True,128,19
Killarney Racing Results | 17th July 2024 17:50,N/A,17:50,Good (Good To Firm In Places)  (Turf),1m 40y,Noble Andy (IRE),R P Whelan,0,M Fahey,5th,8 1/2 l,3,9-8,-,True,128,19
Killarney Racing Results | 17th July 2024 17:50,N/A,17:50,Good (Good To Firm In Places)  (Turf),1m 40y,Convincing (IRE),W J Lee,0,J J Murphy,4th,Nose,3,9-8,-,True,128,19
Killarney Racing Results | 17th July 2024 17:50,N/A,17:50,Good (Good To Firm In Places)  (Turf),1m 40y,Old Sea (IRE),S Foley,0,Mrs J Harrington,3rd,3/4 l,3,9-8t,-,True,128,19
Killarney Racing Results | 17th July 2024 17:50,N/A,17:50,Good (Good To Firm In Places)  (Turf),1m 40y,Flying Bay (IRE),B M Coen,0,A Kinirons,2nd,2 3/4 l,3,9-8,-,True,128,19
Killarney Racing Results | 17th July 2024 17:50,N/A,17:50,Good (Good To Firm In Places)  (Turf),1m 40y,Monasterboice (IRE),C T Keane,0,N Meade,1st,N/A,3,9-8p,-,True,128,19
Killarney Racing Results | 17th July 2024 18:20,N/A,18:20,Good (Good To Firm In Places),1m 40y,Kayhana (IRE),C D Hayes,0,D K Weld,NR,N/A,4,9-9,-,True,128,20
Killarney Racing Results | 17th July 2024 18:20,N/A,18:20,Good (Good To Firm In Places),1m 40y,Harbour Gem (IRE),C D Hayes,0,D K Weld,9th,8 1/2 l,3,9-1p,-,True,128,20
Killarney Racing Results | 17th July 2024 18:20,N/A,18:20,Good (Good To Firm In Places),1m 40y,Karsavina,M P Sheehy,0,J P O'Brien,8th,1 l,4,9-9,-,True,128,20
Killarney Racing Results | 17th July 2024 18:20,N/A,18:20,Good (Good To Firm In Places),1m 40y,Fleur De Chine,S Foley,0,Mrs J Harrington,7th,1 l,3,9-1,-,True,128,20
Killarney Racing Results | 17th July 2024 18:20,N/A,18:20,Good (Good To Firm In Places),1m 40y,Alanya (FR),G F Carroll,0,T Gibney,6th,1/2 l,5,9-9,-,True,128,20
Killarney Racing Results | 17th July 2024 18:20,N/A,18:20,Good (Good To Firm In Places),1m 40y,Star Galaxy (IRE),D P McDonogh,0,J P O'Brien,5th,1 1/2 l,4,9-9,-,True,128,20
Killarney Racing Results | 17th July 2024 18:20,N/A,18:20,Good (Good To Firm In Places),1m 40y,Adelaise (IRE),D McMonagle,0,J P O'Brien,4th,Nose,5,9-12,-,True,128,20
Killarney Racing Results | 17th July 2024 18:20,N/A,18:20,Good (Good To Firm In Places),1m 40y,Flight Of Fancy (IRE),W J Lee,0,A P O'Brien,3rd,1 1/4 l,3,9-1,-,True,128,20
Killarney Racing Results | 17th July 2024 18:20,N/A,18:20,Good (Good To Firm In Places),1m 40y,Sakti (IRE),C T Keane,0,G M Lyons,2nd,2 1/4 l,3,9-1,-,True,128,20
Killarney Racing Results | 17th July 2024 18:20,N/A,18:20,Good (Good To Firm In Places),1m 40y,Greenfinch (USA),W M Lordan,0,A P O'Brien,1st,N/A,3,9-1,-,True,128,20
Killarney Racing Results | 17th July 2024 18:20,N/A,18:20,Good (Good To Firm In Places),1m 40y,Kayhana (IRE),C D Hayes,0,D K Weld,NR,N/A,4,9-9,-,True,128,20
Killarney Racing Results | 17th July 2024 18:20,N/A,18:20,Good (Good To Firm In Places),1m 40y,Harbour Gem (IRE),C D Hayes,0,D K Weld,9th,8 1/2 l,3,9-1p,-,True,128,20
Killarney Racing Results | 17th July 2024 18:20,N/A,18:20,Good (Good To Firm In Places),1m 40y,Karsavina,M P Sheehy,0,J P O'Brien,8th,1 l,4,9-9,-,True,128,20
Killarney Racing Results | 17th July 2024 18:20,N/A,18:20,Good (Good To Firm In Places),1m 40y,Fleur De Chine,S Foley,0,Mrs J Harrington,7th,1 l,3,9-1,-,True,128,20
Killarney Racing Results | 17th July 2024 18:20,N/A,18:20,Good (Good To Firm In Places),1m 40y,Alanya (FR),G F Carroll,0,T Gibney,6th,1/2 l,5,9-9,-,True,128,20
Killarney Racing Results | 17th July 2024 18:20,N/A,18:20,Good (Good To Firm In Places),1m 40y,Star Galaxy (IRE),D P McDonogh,0,J P O'Brien,5th,1 1/2 l,4,9-9,-,True,128,20
Killarney Racing Results | 17th July 2024 18:20,N/A,18:20,Good (Good To Firm In Places),1m 40y,Adelaise (IRE),D McMonagle,0,J P O'Brien,4th,Nose,5,9-12,-,True,128,20
Killarney Racing Results | 17th July 2024 18:20,N/A,18:20,Good (Good To Firm In Places),1m 40y,Flight Of Fancy (IRE),W J Lee,0,A P O'Brien,3rd,1 1/4 l,3,9-1,-,True,128,20
Killarney Racing Results | 17th July 2024 18:20,N/A,18:20,Good (Good To Firm In Places),1m 40y,Sakti (IRE),C T Keane,0,G M Lyons,2nd,2 1/4 l,3,9-1,-,True,128,20
Killarney Racing Results | 17th July 2024 18:20,N/A,18:20,Good (Good To Firm In Places),1m 40y,Greenfinch (USA),W M Lordan,0,A P O'Brien,1st,N/A,3,9-1,-,True,128,20
Killarney Racing Results | 17th July 2024 18:50,N/A,18:50,Good (Good To Firm In Places),1m 40y,Hokusai (IRE),N J Ryan,7,N Meade,NR,N/A,4,10-9tb1,72,True,128,21
Killarney Racing Results | 17th July 2024 18:50,N/A,18:50,Good (Good To Firm In Places),1m 40y,Leviosa (IRE),Non Runner,7,S Fahey,NR,N/A,7,9-0b,49,True,128,21
Killarney Racing Results | 17th July 2024 18:50,N/A,18:50,Good (Good To Firm In Places),1m 40y,Mulgrave (IRE),D W O'Connor,0,J C McConnell,NR,N/A,6,9-9t,58,True,128,21
Killarney Racing Results | 17th July 2024 18:50,N/A,18:50,Good (Good To Firm In Places),1m 40y,Glencullen (IRE),R P Cleary,0,W Ross,NR,N/A,4,8-12h,47,True,128,21
Killarney Racing Results | 17th July 2024 18:50,N/A,18:50,Good (Good To Firm In Places),1m 40y,Perfect Curves (IRE),B M Coen,0,G Elliott,NR,N/A,4,9-0p,49,True,128,21
Killarney Racing Results | 17th July 2024 18:50,N/A,18:50,Good (Good To Firm In Places),1m 40y,Han Solo,D McMonagle,0,A Leahy,10th,1 3/4 l,8,9-9,58,True,128,21
Killarney Racing Results | 17th July 2024 18:50,N/A,18:50,Good (Good To Firm In Places),1m 40y,Dumb Love (IRE),S Foley,0,Gerard O'Leary,9th,4 3/4 l,4,9-12tb,61,True,128,21
Killarney Racing Results | 17th July 2024 18:50,N/A,18:50,Good (Good To Firm In Places),1m 40y,The Blue Panther (IRE),R C Colgan,0,Miss Jennifer Anne Lynch,8th,Head,6,9-10tp,59,True,128,21
Killarney Racing Results | 17th July 2024 18:50,N/A,18:50,Good (Good To Firm In Places),1m 40y,Skontonovski,C J MacRedmond,5,A McGuinness,7th,1 1/2 l,7,9-9v,58,True,128,21
Killarney Racing Results | 17th July 2024 18:50,N/A,18:50,Good (Good To Firm In Places),1m 40y,Swiss Army Officer (IRE),W M Lordan,0,Kevin Coleman,6th,Head,9,9-0,49,True,128,21
Killarney Racing Results | 17th July 2024 18:50,N/A,18:50,Good (Good To Firm In Places),1m 40y,Smaoineamh Sile,J A Powell,3,J C McConnell,5th,1 1/4 l,6,9-13,62,True,128,21
Killarney Racing Results | 17th July 2024 18:50,N/A,18:50,Good (Good To Firm In Places),1m 40y,Spring Collection,M W Hassett,5,D H Kelly,4th,Head,4,9-0,49,True,128,21
Killarney Racing Results | 17th July 2024 18:50,N/A,18:50,Good (Good To Firm In Places),1m 40y,The World's Astage (IRE),C T Keane,0,D Dias,3rd,2 1/2 l,4,9-3tp,52,True,128,21
Killarney Racing Results | 17th July 2024 18:50,N/A,18:50,Good (Good To Firm In Places),1m 40y,On Our Radar (IRE),A J Slattery,0,A Slattery,2nd,Neck,4,9-11,60,True,128,21
Killarney Racing Results | 17th July 2024 18:50,N/A,18:50,Good (Good To Firm In Places),1m 40y,Stormie Outlook (IRE),J A Heffernan,0,E J O'Grady,1st,N/A,5,10-2t,65,True,128,21
