track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Tipperary Racing Results | 29th June 2022 17:40,N/A,17:40,Yielding To Soft,5f,Attelboro (IRE),C. J. MacRedmond,2,Eoin Joseph McDonagh,7th,1/2 l,4,8-9tv1,47,True,5,37
Tipperary Racing Results | 29th June 2022 17:40,N/A,17:40,Yielding To Soft,5f,Passaggi (IRE),Siobhan Rutledge,0,Seamus G. O'Donnell,6th,3 l,5,8-9,47,True,5,37
Tipperary Racing Results | 29th June 2022 17:40,N/A,17:40,Yielding To Soft,5f,Ecclesiastical,J. J. G. Ryan,4,T. G. McCourt,5th,1 1/2 l,5,9-5,57,True,5,37
Tipperary Racing Results | 29th June 2022 17:40,N/A,17:40,Yielding To Soft,5f,Tai Sing Yeh (IRE),D. J. Gilligan,7,James McAuley,4th,1/2 l,8,10-0b,66,True,5,37
Tipperary Racing Results | 29th June 2022 17:40,N/A,17:40,Yielding To Soft,5f,Mymomentintime (USA),P. A. Harnett,2,Susan A. Finn,3rd,1 3/4 l,3,9-3t,61,True,5,37
Tipperary Racing Results | 29th June 2022 17:40,N/A,17:40,Yielding To Soft,5f,Inventor,Jack Enright,7,Gillian Scott,2nd,Short Head,5,9-11p,63,True,5,37
Tipperary Racing Results | 29th June 2022 17:40,N/A,17:40,Yielding To Soft,5f,Harry's Hill,S. McCullagh,0,Martin Hassett,1st,N/A,4,9-1,53,True,5,37
Tipperary Racing Results | 29th June 2022 18:10,N/A,18:10,Yielding To Soft,7f 100y,Coach Madden (IRE),M. P. Sheehy,3,David Marnane,6th,3 3/4 l,2,9-5,-,True,5,38
Tipperary Racing Results | 29th June 2022 18:10,N/A,18:10,Yielding To Soft,7f 100y,Long Count (IRE),K. J. Manning,0,J. S. Bolger,5th,6 l,2,9-5,-,True,5,38
Tipperary Racing Results | 29th June 2022 18:10,N/A,18:10,Yielding To Soft,7f 100y,City Exile,G. F. Carroll,0,David Marnane,4th,8 l,2,9-5,-,True,5,38
Tipperary Racing Results | 29th June 2022 18:10,N/A,18:10,Yielding To Soft,7f 100y,Pivotal Trigger,Shane Foley,0,Mrs J. Harrington,3rd,Neck,2,9-5,-,True,5,38
Tipperary Racing Results | 29th June 2022 18:10,N/A,18:10,Yielding To Soft,7f 100y,Hans Andersen,Ryan Moore,0,Aidan O'Brien,2nd,3/4 l,2,9-5,-,True,5,38
Tipperary Racing Results | 29th June 2022 18:10,N/A,18:10,Yielding To Soft,7f 100y,La Dolce Vita (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,1st,N/A,2,9-0,-,True,5,38
Tipperary Racing Results | 29th June 2022 18:10,N/A,18:10,Yielding To Soft,7f 100y,Coach Madden (IRE),M. P. Sheehy,3,David Marnane,6th,3 3/4 l,2,9-5,-,True,5,38
Tipperary Racing Results | 29th June 2022 18:10,N/A,18:10,Yielding To Soft,7f 100y,Long Count (IRE),K. J. Manning,0,J. S. Bolger,5th,6 l,2,9-5,-,True,5,38
Tipperary Racing Results | 29th June 2022 18:10,N/A,18:10,Yielding To Soft,7f 100y,City Exile,G. F. Carroll,0,David Marnane,4th,8 l,2,9-5,-,True,5,38
Tipperary Racing Results | 29th June 2022 18:10,N/A,18:10,Yielding To Soft,7f 100y,Pivotal Trigger,Shane Foley,0,Mrs J. Harrington,3rd,Neck,2,9-5,-,True,5,38
Tipperary Racing Results | 29th June 2022 18:10,N/A,18:10,Yielding To Soft,7f 100y,Hans Andersen,Ryan Moore,0,Aidan O'Brien,2nd,3/4 l,2,9-5,-,True,5,38
Tipperary Racing Results | 29th June 2022 18:10,N/A,18:10,Yielding To Soft,7f 100y,La Dolce Vita (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,1st,N/A,2,9-0,-,True,5,38
Tipperary Racing Results | 29th June 2022 18:40,N/A,18:40,Yielding To Soft,7f 100y,Merlins Muse (USA),James J. Doyle,0,Tom McGuinness,16th,41 l,7,9-9,70,True,5,39
Tipperary Racing Results | 29th June 2022 18:40,N/A,18:40,Yielding To Soft,7f 100y,Princess Azure (IRE),Shane Foley,0,Mrs J. Harrington,15th,11 l,3,9-1p1,71,True,5,39
Tipperary Racing Results | 29th June 2022 18:40,N/A,18:40,Yielding To Soft,7f 100y,Count to Five,R. P. Whelan,0,Andrew Oliver,14th,1 l,4,9-8p1,69,True,5,39
Tipperary Racing Results | 29th June 2022 18:40,N/A,18:40,Yielding To Soft,7f 100y,Shanghai Dragon (IRE),Ben Martin Coen,0,John Patrick Murtagh,13th,2 l,3,9-7,77,True,5,39
Tipperary Racing Results | 29th June 2022 18:40,N/A,18:40,Yielding To Soft,7f 100y,Grizabella (IRE),L. F. Roche,0,Jack W. Davison,12th,4 1/2 l,3,8-12t,68,True,5,39
Tipperary Racing Results | 29th June 2022 18:40,N/A,18:40,Yielding To Soft,7f 100y,Sister Lola (IRE),D. J. Gilligan,10,James McAuley,11th,Neck,5,10-0tp,75,True,5,39
Tipperary Racing Results | 29th June 2022 18:40,N/A,18:40,Yielding To Soft,7f 100y,Punakha (IRE),N. M. Crosse,3,W. McCreery,10th,1 l,4,9-13v,74,True,5,39
Tipperary Racing Results | 29th June 2022 18:40,N/A,18:40,Yielding To Soft,7f 100y,Miss Florentine (IRE),R. Whearty,7,Ross O'Sullivan,9th,1/2 l,5,9-9,70,True,5,39
Tipperary Racing Results | 29th June 2022 18:40,N/A,18:40,Yielding To Soft,7f 100y,Miss Molly T (IRE),C. T. Keane,0,Gerard Keane,8th,1/2 l,5,9-10,71,True,5,39
Tipperary Racing Results | 29th June 2022 18:40,N/A,18:40,Yielding To Soft,7f 100y,Disco Boots (IRE),J. Coen,7,Peter Fahey,7th,Nose,4,9-13,74,True,5,39
Tipperary Racing Results | 29th June 2022 18:40,N/A,18:40,Yielding To Soft,7f 100y,Queen's Pardon,C. D. Hayes,0,Eddie & Patrick Harty,6th,Head,3,9-0,70,True,5,39
Tipperary Racing Results | 29th June 2022 18:40,N/A,18:40,Yielding To Soft,7f 100y,Lady Arwen,L. T. McAteer,3,James M. Barrett,5th,1/2 l,3,9-6,76,True,5,39
Tipperary Racing Results | 29th June 2022 18:40,N/A,18:40,Yielding To Soft,7f 100y,Petticoat Rule (IRE),M. A. Enright,0,Gillian Scott,4th,1 l,5,9-9p,70,True,5,39
Tipperary Racing Results | 29th June 2022 18:40,N/A,18:40,Yielding To Soft,7f 100y,Independent Expert (IRE),A. J. Slattery,0,A. Slattery,3rd,3/4 l,3,9-4,74,True,5,39
Tipperary Racing Results | 29th June 2022 18:40,N/A,18:40,Yielding To Soft,7f 100y,Mean Fomhair (IRE),J. J. G. Ryan,7,B. Duffy,2nd,1/2 l,7,9-13,74,True,5,39
Tipperary Racing Results | 29th June 2022 18:40,N/A,18:40,Yielding To Soft,7f 100y,Karlsberg (IRE),Seamie Heffernan,0,Shane Crawley,1st,N/A,4,9-9,70,True,5,39
Tipperary Racing Results | 29th June 2022 18:40,N/A,18:40,Yielding To Soft,7f 100y,Merlins Muse (USA),James J. Doyle,0,Tom McGuinness,16th,41 l,7,9-9,70,True,5,39
Tipperary Racing Results | 29th June 2022 18:40,N/A,18:40,Yielding To Soft,7f 100y,Princess Azure (IRE),Shane Foley,0,Mrs J. Harrington,15th,11 l,3,9-1p1,71,True,5,39
Tipperary Racing Results | 29th June 2022 18:40,N/A,18:40,Yielding To Soft,7f 100y,Count to Five,R. P. Whelan,0,Andrew Oliver,14th,1 l,4,9-8p1,69,True,5,39
Tipperary Racing Results | 29th June 2022 18:40,N/A,18:40,Yielding To Soft,7f 100y,Shanghai Dragon (IRE),Ben Martin Coen,0,John Patrick Murtagh,13th,2 l,3,9-7,77,True,5,39
Tipperary Racing Results | 29th June 2022 18:40,N/A,18:40,Yielding To Soft,7f 100y,Grizabella (IRE),L. F. Roche,0,Jack W. Davison,12th,4 1/2 l,3,8-12t,68,True,5,39
Tipperary Racing Results | 29th June 2022 18:40,N/A,18:40,Yielding To Soft,7f 100y,Sister Lola (IRE),D. J. Gilligan,10,James McAuley,11th,Neck,5,10-0tp,75,True,5,39
Tipperary Racing Results | 29th June 2022 18:40,N/A,18:40,Yielding To Soft,7f 100y,Punakha (IRE),N. M. Crosse,3,W. McCreery,10th,1 l,4,9-13v,74,True,5,39
Tipperary Racing Results | 29th June 2022 18:40,N/A,18:40,Yielding To Soft,7f 100y,Miss Florentine (IRE),R. Whearty,7,Ross O'Sullivan,9th,1/2 l,5,9-9,70,True,5,39
Tipperary Racing Results | 29th June 2022 18:40,N/A,18:40,Yielding To Soft,7f 100y,Miss Molly T (IRE),C. T. Keane,0,Gerard Keane,8th,1/2 l,5,9-10,71,True,5,39
Tipperary Racing Results | 29th June 2022 18:40,N/A,18:40,Yielding To Soft,7f 100y,Disco Boots (IRE),J. Coen,7,Peter Fahey,7th,Nose,4,9-13,74,True,5,39
Tipperary Racing Results | 29th June 2022 18:40,N/A,18:40,Yielding To Soft,7f 100y,Queen's Pardon,C. D. Hayes,0,Eddie & Patrick Harty,6th,Head,3,9-0,70,True,5,39
Tipperary Racing Results | 29th June 2022 18:40,N/A,18:40,Yielding To Soft,7f 100y,Lady Arwen,L. T. McAteer,3,James M. Barrett,5th,1/2 l,3,9-6,76,True,5,39
Tipperary Racing Results | 29th June 2022 18:40,N/A,18:40,Yielding To Soft,7f 100y,Petticoat Rule (IRE),M. A. Enright,0,Gillian Scott,4th,1 l,5,9-9p,70,True,5,39
Tipperary Racing Results | 29th June 2022 18:40,N/A,18:40,Yielding To Soft,7f 100y,Independent Expert (IRE),A. J. Slattery,0,A. Slattery,3rd,3/4 l,3,9-4,74,True,5,39
Tipperary Racing Results | 29th June 2022 18:40,N/A,18:40,Yielding To Soft,7f 100y,Mean Fomhair (IRE),J. J. G. Ryan,7,B. Duffy,2nd,1/2 l,7,9-13,74,True,5,39
Tipperary Racing Results | 29th June 2022 18:40,N/A,18:40,Yielding To Soft,7f 100y,Karlsberg (IRE),Seamie Heffernan,0,Shane Crawley,1st,N/A,4,9-9,70,True,5,39
Tipperary Racing Results | 29th June 2022 19:10,N/A,19:10,Yielding To Soft,1m 1f,All In Peder (FR),W. M. Lordan,0,Emmet Mullins,10th,11 l,3,8-8,49,True,5,40
Tipperary Racing Results | 29th June 2022 19:10,N/A,19:10,Yielding To Soft,1m 1f,Deceit,Ben Martin Coen,0,John Patrick Murtagh,9th,2 1/2 l,3,9-11t,66,True,5,40
Tipperary Racing Results | 29th June 2022 19:10,N/A,19:10,Yielding To Soft,1m 1f,Dane Fete (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,8th,Neck,3,10-0,69,True,5,40
Tipperary Racing Results | 29th June 2022 19:10,N/A,19:10,Yielding To Soft,1m 1f,Serafina (IRE),C. D. Hayes,0,D. K. Weld,7th,Short Head,3,9-8,63,True,5,40
Tipperary Racing Results | 29th June 2022 19:10,N/A,19:10,Yielding To Soft,1m 1f,Flame Of Eire (IRE),A. J. Slattery,0,A. Slattery,6th,1 l,3,9-6,61,True,5,40
Tipperary Racing Results | 29th June 2022 19:10,N/A,19:10,Yielding To Soft,1m 1f,Cherub Rock (IRE),S. M. Crosse,0,Richard John O'Brien,5th,Nose,3,9-7,62,True,5,40
Tipperary Racing Results | 29th June 2022 19:10,N/A,19:10,Yielding To Soft,1m 1f,Yokkell (IRE),L. F. Roche,0,Jarlath P. Fahey,4th,1 3/4 l,3,9-2p,57,True,5,40
Tipperary Racing Results | 29th June 2022 19:10,N/A,19:10,Yielding To Soft,1m 1f,Flash of Dawn (IRE),K. J. Manning,0,J. S. Bolger,3rd,4 l,3,9-11,66,True,5,40
Tipperary Racing Results | 29th June 2022 19:10,N/A,19:10,Yielding To Soft,1m 1f,Linger For Longer (IRE),D. B. McMonagle,0,Augustine Leahy,2nd,Neck,3,8-13p,54,True,5,40
Tipperary Racing Results | 29th June 2022 19:10,N/A,19:10,Yielding To Soft,1m 1f,Aristovic (IRE),J. M. Sheridan,3,J. F. Levins,1st,N/A,3,8-11,52,True,5,40
Tipperary Racing Results | 29th June 2022 19:10,N/A,19:10,Yielding To Soft,1m 1f,All In Peder (FR),W. M. Lordan,0,Emmet Mullins,10th,11 l,3,8-8,49,True,5,40
Tipperary Racing Results | 29th June 2022 19:10,N/A,19:10,Yielding To Soft,1m 1f,Deceit,Ben Martin Coen,0,John Patrick Murtagh,9th,2 1/2 l,3,9-11t,66,True,5,40
Tipperary Racing Results | 29th June 2022 19:10,N/A,19:10,Yielding To Soft,1m 1f,Dane Fete (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,8th,Neck,3,10-0,69,True,5,40
Tipperary Racing Results | 29th June 2022 19:10,N/A,19:10,Yielding To Soft,1m 1f,Serafina (IRE),C. D. Hayes,0,D. K. Weld,7th,Short Head,3,9-8,63,True,5,40
Tipperary Racing Results | 29th June 2022 19:10,N/A,19:10,Yielding To Soft,1m 1f,Flame Of Eire (IRE),A. J. Slattery,0,A. Slattery,6th,1 l,3,9-6,61,True,5,40
Tipperary Racing Results | 29th June 2022 19:10,N/A,19:10,Yielding To Soft,1m 1f,Cherub Rock (IRE),S. M. Crosse,0,Richard John O'Brien,5th,Nose,3,9-7,62,True,5,40
Tipperary Racing Results | 29th June 2022 19:10,N/A,19:10,Yielding To Soft,1m 1f,Yokkell (IRE),L. F. Roche,0,Jarlath P. Fahey,4th,1 3/4 l,3,9-2p,57,True,5,40
Tipperary Racing Results | 29th June 2022 19:10,N/A,19:10,Yielding To Soft,1m 1f,Flash of Dawn (IRE),K. J. Manning,0,J. S. Bolger,3rd,4 l,3,9-11,66,True,5,40
Tipperary Racing Results | 29th June 2022 19:10,N/A,19:10,Yielding To Soft,1m 1f,Linger For Longer (IRE),D. B. McMonagle,0,Augustine Leahy,2nd,Neck,3,8-13p,54,True,5,40
Tipperary Racing Results | 29th June 2022 19:10,N/A,19:10,Yielding To Soft,1m 1f,Aristovic (IRE),J. M. Sheridan,3,J. F. Levins,1st,N/A,3,8-11,52,True,5,40
Tipperary Racing Results | 29th June 2022 19:40,N/A,19:40,Yielding To Soft,1m 4f 120y,Enchanted One (IRE),James J. Doyle,0,John Patrick Ryan,PU,N/A,5,8-12,47,True,5,41
Tipperary Racing Results | 29th June 2022 19:40,N/A,19:40,Yielding To Soft,1m 4f 120y,Must Be Dreaming (IRE),J. M. Sheridan,3,G. Ahern,16th,15 l,5,8-12t,47,True,5,41
Tipperary Racing Results | 29th June 2022 19:40,N/A,19:40,Yielding To Soft,1m 4f 120y,Politicise (IRE),C. J. MacRedmond,5,Adrian McGuinness,15th,6 l,6,10-1p,64,True,5,41
Tipperary Racing Results | 29th June 2022 19:40,N/A,19:40,Yielding To Soft,1m 4f 120y,Eastern Tornado (IRE),M. A. Enright,0,Michael P. Hourigan,14th,3 l,5,9-0,49,True,5,41
Tipperary Racing Results | 29th June 2022 19:40,N/A,19:40,Yielding To Soft,1m 4f 120y,Ask Delaney,W. M. Lordan,0,Augustine Leahy,13th,3/4 l,6,9-6,55,True,5,41
Tipperary Racing Results | 29th June 2022 19:40,N/A,19:40,Yielding To Soft,1m 4f 120y,Inshallah Queen,Declan McDonogh,0,Paul W. Flynn,12th,2 1/2 l,6,9-2p,51,True,5,41
Tipperary Racing Results | 29th June 2022 19:40,N/A,19:40,Yielding To Soft,1m 4f 120y,Rock Ya Boy Ya (IRE),J. J. G. Ryan,7,Francis Casey,11th,Neck,4,8-12,47,True,5,41
Tipperary Racing Results | 29th June 2022 19:40,N/A,19:40,Yielding To Soft,1m 4f 120y,Universal Focus (GER),J. Coen,7,Ross O'Sullivan,10th,Neck,9,9-5b,54,True,5,41
Tipperary Racing Results | 29th June 2022 19:40,N/A,19:40,Yielding To Soft,1m 4f 120y,Abstract (FR),Ben Martin Coen,0,Richard John O'Brien,9th,1 1/4 l,4,10-1,64,True,5,41
Tipperary Racing Results | 29th June 2022 19:40,N/A,19:40,Yielding To Soft,1m 4f 120y,Tooso (IRE),G. P. Halpin,0,Peter Cluskey,8th,1 l,4,9-7p,56,True,5,41
Tipperary Racing Results | 29th June 2022 19:40,N/A,19:40,Yielding To Soft,1m 4f 120y,Itsalonglongroad,P. A. Harnett,7,Charles Coakley,7th,Head,8,9-7h,56,True,5,41
Tipperary Racing Results | 29th June 2022 19:40,N/A,19:40,Yielding To Soft,1m 4f 120y,Berlusconi (IRE),D. W. O'Connor,0,John McConnell,6th,1/2 l,5,9-4,53,True,5,41
Tipperary Racing Results | 29th June 2022 19:40,N/A,19:40,Yielding To Soft,1m 4f 120y,Matilda with Me (IRE),C. T. Keane,0,Rodger Sweeney,5th,1 1/4 l,5,9-13p,62,True,5,41
Tipperary Racing Results | 29th June 2022 19:40,N/A,19:40,Yielding To Soft,1m 4f 120y,Kalmira (IRE),N. G. McCullagh,0,Shane Crawley,4th,1 1/4 l,6,9-4,53,True,5,41
Tipperary Racing Results | 29th June 2022 19:40,N/A,19:40,Yielding To Soft,1m 4f 120y,Barometer (IRE),R. C. Colgan,0,John Joseph Murphy,3rd,1 l,7,8-12,47,True,5,41
Tipperary Racing Results | 29th June 2022 19:40,N/A,19:40,Yielding To Soft,1m 4f 120y,Beer With The Boys,D. B. McMonagle,0,C. Moore,2nd,2 l,7,9-8b,57,True,5,41
Tipperary Racing Results | 29th June 2022 19:40,N/A,19:40,Yielding To Soft,1m 4f 120y,Spring Morning (IRE),Shane Foley,0,Yvonne Latta,1st,N/A,5,9-0ht,49,True,5,41
Tipperary Racing Results | 29th June 2022 19:40,N/A,19:40,Yielding To Soft,1m 4f 120y,Enchanted One (IRE),James J. Doyle,0,John Patrick Ryan,PU,N/A,5,8-12,47,True,5,41
Tipperary Racing Results | 29th June 2022 19:40,N/A,19:40,Yielding To Soft,1m 4f 120y,Must Be Dreaming (IRE),J. M. Sheridan,3,G. Ahern,16th,15 l,5,8-12t,47,True,5,41
Tipperary Racing Results | 29th June 2022 19:40,N/A,19:40,Yielding To Soft,1m 4f 120y,Politicise (IRE),C. J. MacRedmond,5,Adrian McGuinness,15th,6 l,6,10-1p,64,True,5,41
Tipperary Racing Results | 29th June 2022 19:40,N/A,19:40,Yielding To Soft,1m 4f 120y,Eastern Tornado (IRE),M. A. Enright,0,Michael P. Hourigan,14th,3 l,5,9-0,49,True,5,41
Tipperary Racing Results | 29th June 2022 19:40,N/A,19:40,Yielding To Soft,1m 4f 120y,Ask Delaney,W. M. Lordan,0,Augustine Leahy,13th,3/4 l,6,9-6,55,True,5,41
Tipperary Racing Results | 29th June 2022 19:40,N/A,19:40,Yielding To Soft,1m 4f 120y,Inshallah Queen,Declan McDonogh,0,Paul W. Flynn,12th,2 1/2 l,6,9-2p,51,True,5,41
Tipperary Racing Results | 29th June 2022 19:40,N/A,19:40,Yielding To Soft,1m 4f 120y,Rock Ya Boy Ya (IRE),J. J. G. Ryan,7,Francis Casey,11th,Neck,4,8-12,47,True,5,41
Tipperary Racing Results | 29th June 2022 19:40,N/A,19:40,Yielding To Soft,1m 4f 120y,Universal Focus (GER),J. Coen,7,Ross O'Sullivan,10th,Neck,9,9-5b,54,True,5,41
Tipperary Racing Results | 29th June 2022 19:40,N/A,19:40,Yielding To Soft,1m 4f 120y,Abstract (FR),Ben Martin Coen,0,Richard John O'Brien,9th,1 1/4 l,4,10-1,64,True,5,41
Tipperary Racing Results | 29th June 2022 19:40,N/A,19:40,Yielding To Soft,1m 4f 120y,Tooso (IRE),G. P. Halpin,0,Peter Cluskey,8th,1 l,4,9-7p,56,True,5,41
Tipperary Racing Results | 29th June 2022 19:40,N/A,19:40,Yielding To Soft,1m 4f 120y,Itsalonglongroad,P. A. Harnett,7,Charles Coakley,7th,Head,8,9-7h,56,True,5,41
Tipperary Racing Results | 29th June 2022 19:40,N/A,19:40,Yielding To Soft,1m 4f 120y,Berlusconi (IRE),D. W. O'Connor,0,John McConnell,6th,1/2 l,5,9-4,53,True,5,41
Tipperary Racing Results | 29th June 2022 19:40,N/A,19:40,Yielding To Soft,1m 4f 120y,Matilda with Me (IRE),C. T. Keane,0,Rodger Sweeney,5th,1 1/4 l,5,9-13p,62,True,5,41
Tipperary Racing Results | 29th June 2022 19:40,N/A,19:40,Yielding To Soft,1m 4f 120y,Kalmira (IRE),N. G. McCullagh,0,Shane Crawley,4th,1 1/4 l,6,9-4,53,True,5,41
Tipperary Racing Results | 29th June 2022 19:40,N/A,19:40,Yielding To Soft,1m 4f 120y,Barometer (IRE),R. C. Colgan,0,John Joseph Murphy,3rd,1 l,7,8-12,47,True,5,41
Tipperary Racing Results | 29th June 2022 19:40,N/A,19:40,Yielding To Soft,1m 4f 120y,Beer With The Boys,D. B. McMonagle,0,C. Moore,2nd,2 l,7,9-8b,57,True,5,41
Tipperary Racing Results | 29th June 2022 19:40,N/A,19:40,Yielding To Soft,1m 4f 120y,Spring Morning (IRE),Shane Foley,0,Yvonne Latta,1st,N/A,5,9-0ht,49,True,5,41
Tipperary Racing Results | 29th June 2022 20:10,N/A,20:10,Yielding To Soft,1m 4f 120y,Silk Royale (IRE),W. M. Lordan,0,Keith Henry Clarke,14th,16 l,3,8-7p,56,True,5,42
Tipperary Racing Results | 29th June 2022 20:10,N/A,20:10,Yielding To Soft,1m 4f 120y,Wave Walker,Shane Foley,0,John McConnell,13th,16 l,6,8-12,47,True,5,42
Tipperary Racing Results | 29th June 2022 20:10,N/A,20:10,Yielding To Soft,1m 4f 120y,Stabila (IRE),Siobhan Rutledge,5,Michael Flannery,12th,6 1/2 l,3,8-7,56,True,5,42
Tipperary Racing Results | 29th June 2022 20:10,N/A,20:10,Yielding To Soft,1m 4f 120y,No Show (IRE),C. D. Hayes,0,James Joseph Mangan,11th,1 1/2 l,5,9-10b,59,True,5,42
Tipperary Racing Results | 29th June 2022 20:10,N/A,20:10,Yielding To Soft,1m 4f 120y,Folly Beach,D. King,7,Mark Molloy,10th,2 1/2 l,4,10-2h,65,True,5,42
Tipperary Racing Results | 29th June 2022 20:10,N/A,20:10,Yielding To Soft,1m 4f 120y,Nusra (IRE),J. M. Sheridan,3,G. Ahern,9th,1 3/4 l,5,9-4tp1,53,True,5,42
Tipperary Racing Results | 29th June 2022 20:10,N/A,20:10,Yielding To Soft,1m 4f 120y,Stellify (IRE),Adam Caffrey,10,Adrian McGuinness,8th,Short Head,5,9-4v,53,True,5,42
Tipperary Racing Results | 29th June 2022 20:10,N/A,20:10,Yielding To Soft,1m 4f 120y,For Everyone (IRE),G. M. Ryan,0,Mark McNiff,7th,1 l,6,8-13,48,True,5,42
Tipperary Racing Results | 29th June 2022 20:10,N/A,20:10,Yielding To Soft,1m 4f 120y,Non Mollare (IRE),Julie Burke,0,John Michael Burke,6th,1 3/4 l,5,8-12,47,True,5,42
Tipperary Racing Results | 29th June 2022 20:10,N/A,20:10,Yielding To Soft,1m 4f 120y,Surac (IRE),Ben Martin Coen,0,Richard John O'Brien,5th,Head,3,8-13,62,True,5,42
Tipperary Racing Results | 29th June 2022 20:10,N/A,20:10,Yielding To Soft,1m 4f 120y,South East Star (IRE),Jim Allen,0,Eoin Doyle,4th,Neck,4,9-9,58,True,5,42
Tipperary Racing Results | 29th June 2022 20:10,N/A,20:10,Yielding To Soft,1m 4f 120y,French Company (IRE),C. T. Keane,0,J. G. Coogan,3rd,3/4 l,4,9-4h,53,True,5,42
Tipperary Racing Results | 29th June 2022 20:10,N/A,20:10,Yielding To Soft,1m 4f 120y,Litteratus (IRE),R. P. Cleary,0,J. S. Bolger,2nd,1 3/4 l,3,8-7,56,True,5,42
Tipperary Racing Results | 29th June 2022 20:10,N/A,20:10,Yielding To Soft,1m 4f 120y,Whatcouldhavebeen (IRE),L. F. Roche,0,Jarlath P. Fahey,1st,N/A,4,9-9,58,True,5,42
Tipperary Racing Results | 29th June 2022 20:10,N/A,20:10,Yielding To Soft,1m 4f 120y,Silk Royale (IRE),W. M. Lordan,0,Keith Henry Clarke,14th,16 l,3,8-7p,56,True,5,42
Tipperary Racing Results | 29th June 2022 20:10,N/A,20:10,Yielding To Soft,1m 4f 120y,Wave Walker,Shane Foley,0,John McConnell,13th,16 l,6,8-12,47,True,5,42
Tipperary Racing Results | 29th June 2022 20:10,N/A,20:10,Yielding To Soft,1m 4f 120y,Stabila (IRE),Siobhan Rutledge,5,Michael Flannery,12th,6 1/2 l,3,8-7,56,True,5,42
Tipperary Racing Results | 29th June 2022 20:10,N/A,20:10,Yielding To Soft,1m 4f 120y,No Show (IRE),C. D. Hayes,0,James Joseph Mangan,11th,1 1/2 l,5,9-10b,59,True,5,42
Tipperary Racing Results | 29th June 2022 20:10,N/A,20:10,Yielding To Soft,1m 4f 120y,Folly Beach,D. King,7,Mark Molloy,10th,2 1/2 l,4,10-2h,65,True,5,42
Tipperary Racing Results | 29th June 2022 20:10,N/A,20:10,Yielding To Soft,1m 4f 120y,Nusra (IRE),J. M. Sheridan,3,G. Ahern,9th,1 3/4 l,5,9-4tp1,53,True,5,42
Tipperary Racing Results | 29th June 2022 20:10,N/A,20:10,Yielding To Soft,1m 4f 120y,Stellify (IRE),Adam Caffrey,10,Adrian McGuinness,8th,Short Head,5,9-4v,53,True,5,42
Tipperary Racing Results | 29th June 2022 20:10,N/A,20:10,Yielding To Soft,1m 4f 120y,For Everyone (IRE),G. M. Ryan,0,Mark McNiff,7th,1 l,6,8-13,48,True,5,42
Tipperary Racing Results | 29th June 2022 20:10,N/A,20:10,Yielding To Soft,1m 4f 120y,Non Mollare (IRE),Julie Burke,0,John Michael Burke,6th,1 3/4 l,5,8-12,47,True,5,42
Tipperary Racing Results | 29th June 2022 20:10,N/A,20:10,Yielding To Soft,1m 4f 120y,Surac (IRE),Ben Martin Coen,0,Richard John O'Brien,5th,Head,3,8-13,62,True,5,42
Tipperary Racing Results | 29th June 2022 20:10,N/A,20:10,Yielding To Soft,1m 4f 120y,South East Star (IRE),Jim Allen,0,Eoin Doyle,4th,Neck,4,9-9,58,True,5,42
Tipperary Racing Results | 29th June 2022 20:10,N/A,20:10,Yielding To Soft,1m 4f 120y,French Company (IRE),C. T. Keane,0,J. G. Coogan,3rd,3/4 l,4,9-4h,53,True,5,42
Tipperary Racing Results | 29th June 2022 20:10,N/A,20:10,Yielding To Soft,1m 4f 120y,Litteratus (IRE),R. P. Cleary,0,J. S. Bolger,2nd,1 3/4 l,3,8-7,56,True,5,42
Tipperary Racing Results | 29th June 2022 20:10,N/A,20:10,Yielding To Soft,1m 4f 120y,Whatcouldhavebeen (IRE),L. F. Roche,0,Jarlath P. Fahey,1st,N/A,4,9-9,58,True,5,42
Bellewstown Racing Results | 30th June 2022 16:35,N/A,16:35,Yielding,7f 198y,Nelliestar (IRE),James J. Doyle,0,R. K. Watson,9th,1/2 l,2,8-11,-,True,5,43
Bellewstown Racing Results | 30th June 2022 16:35,N/A,16:35,Yielding,7f 198y,Liberated Girl,A. J. Slattery,0,A. Slattery,8th,5 1/2 l,2,9-3,-,True,5,43
Bellewstown Racing Results | 30th June 2022 16:35,N/A,16:35,Yielding,7f 198y,Reigles,R. P. Whelan,0,Adrian McGuinness,7th,1 1/4 l,2,9-1,-,True,5,43
Bellewstown Racing Results | 30th June 2022 16:35,N/A,16:35,Yielding,7f 198y,Samantha Maguire (IRE),N. M. Crosse,3,W. McCreery,6th,2 1/2 l,2,8-11,-,True,5,43
Bellewstown Racing Results | 30th June 2022 16:35,N/A,16:35,Yielding,7f 198y,Florida Taiga (IRE),C. D. Hayes,0,D. K. Weld,5th,3 1/2 l,2,8-11,-,True,5,43
Bellewstown Racing Results | 30th June 2022 16:35,N/A,16:35,Yielding,7f 198y,Aurifodina (IRE),K. J. Manning,0,J. S. Bolger,4th,3 1/4 l,2,8-11,-,True,5,43
