track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Tipperary Racing Results | 28th May 2024 18:45,N/A,18:45,Soft,5f,Truly Enchanting (IRE),R L Moore,0,A P O'Brien,1st,N/A,2,9-2,-,True,117,6
Tipperary Racing Results | 28th May 2024 19:15,N/A,19:15,Soft,5f,Somptueuse (IRE),D E Sheehy,0,M C Grassick,NR,N/A,3,9-3h1,-,True,117,7
Tipperary Racing Results | 28th May 2024 19:15,N/A,19:15,Soft,5f,Crystal Luna (IRE),Non Runner,0,Daniel Murphy,NR,N/A,3,9-3b1,-,True,117,7
Tipperary Racing Results | 28th May 2024 19:15,N/A,19:15,Soft,5f,Red Hugh O'Donnell (IRE),W J Lee,0,P Twomey,NR,N/A,3,9-8tv1,-,True,117,7
Tipperary Racing Results | 28th May 2024 19:15,N/A,19:15,Soft,5f,Adam's Boy (IRE),W M Lordan,0,M J Browne,7th,4 1/2 l,4,10-2,-,True,117,7
Tipperary Racing Results | 28th May 2024 19:15,N/A,19:15,Soft,5f,Funny Face (IRE),W Joyce,5,F Costello,6th,9 1/2 l,3,9-8,-,True,117,7
Tipperary Racing Results | 28th May 2024 19:15,N/A,19:15,Soft,5f,Movento (IRE),L T McAteer,0,D Marnane,5th,1 1/2 l,3,9-8h,-,True,117,7
Tipperary Racing Results | 28th May 2024 19:15,N/A,19:15,Soft,5f,Green Valentine (IRE),C T Keane,0,Kevin Coleman,4th,Short Head,3,9-3,-,True,117,7
Tipperary Racing Results | 28th May 2024 19:15,N/A,19:15,Soft,5f,Times In Oz (IRE),S Foley,0,Daniel Murphy,3rd,2 3/4 l,3,9-3,-,True,117,7
Tipperary Racing Results | 28th May 2024 19:15,N/A,19:15,Soft,5f,Gaenari (IRE),G M Ryan,0,D Dias,2nd,1 1/2 l,3,9-3h,-,True,117,7
Tipperary Racing Results | 28th May 2024 19:15,N/A,19:15,Soft,5f,Staysound Susie (IRE),B M Coen,0,A Slattery,1st,N/A,3,9-3,-,True,117,7
Tipperary Racing Results | 28th May 2024 19:15,N/A,19:15,Soft,5f,Somptueuse (IRE),D E Sheehy,0,M C Grassick,NR,N/A,3,9-3h1,-,True,117,7
Tipperary Racing Results | 28th May 2024 19:15,N/A,19:15,Soft,5f,Crystal Luna (IRE),Non Runner,0,Daniel Murphy,NR,N/A,3,9-3b1,-,True,117,7
Tipperary Racing Results | 28th May 2024 19:15,N/A,19:15,Soft,5f,Red Hugh O'Donnell (IRE),W J Lee,0,P Twomey,NR,N/A,3,9-8tv1,-,True,117,7
Tipperary Racing Results | 28th May 2024 19:15,N/A,19:15,Soft,5f,Adam's Boy (IRE),W M Lordan,0,M J Browne,7th,4 1/2 l,4,10-2,-,True,117,7
Tipperary Racing Results | 28th May 2024 19:15,N/A,19:15,Soft,5f,Funny Face (IRE),W Joyce,5,F Costello,6th,9 1/2 l,3,9-8,-,True,117,7
Tipperary Racing Results | 28th May 2024 19:15,N/A,19:15,Soft,5f,Movento (IRE),L T McAteer,0,D Marnane,5th,1 1/2 l,3,9-8h,-,True,117,7
Tipperary Racing Results | 28th May 2024 19:15,N/A,19:15,Soft,5f,Green Valentine (IRE),C T Keane,0,Kevin Coleman,4th,Short Head,3,9-3,-,True,117,7
Tipperary Racing Results | 28th May 2024 19:15,N/A,19:15,Soft,5f,Times In Oz (IRE),S Foley,0,Daniel Murphy,3rd,2 3/4 l,3,9-3,-,True,117,7
Tipperary Racing Results | 28th May 2024 19:15,N/A,19:15,Soft,5f,Gaenari (IRE),G M Ryan,0,D Dias,2nd,1 1/2 l,3,9-3h,-,True,117,7
Tipperary Racing Results | 28th May 2024 19:15,N/A,19:15,Soft,5f,Staysound Susie (IRE),B M Coen,0,A Slattery,1st,N/A,3,9-3,-,True,117,7
Tipperary Racing Results | 28th May 2024 19:45,N/A,19:45,Soft,5f,Nouvel Espoir (IRE),D McMonagle,0,J Barcoe,NR,N/A,4,9-0,66,True,117,8
Tipperary Racing Results | 28th May 2024 19:45,N/A,19:45,Soft,5f,Cross Border,D S O'Sullivan,10,D W O'Sullivan,10th,1 1/4 l,4,9-4,70,True,117,8
Tipperary Racing Results | 28th May 2024 19:45,N/A,19:45,Soft,5f,Sunday Sovereign,C D Hayes,0,G A Kingston,9th,1 l,7,9-6,72,True,117,8
Tipperary Racing Results | 28th May 2024 19:45,N/A,19:45,Soft,5f,Only Spoofing (IRE),J M Sheridan,0,Kevin Coleman,8th,1/2 l,10,9-13,79,True,117,8
Tipperary Racing Results | 28th May 2024 19:45,N/A,19:45,Soft,5f,The Organiser,D W O'Connor,0,J F Levins,7th,1 1/4 l,5,10-2,82,True,117,8
Tipperary Racing Results | 28th May 2024 19:45,N/A,19:45,Soft,5f,Sweetest (IRE),R L Moore,0,A P O'Brien,6th,1 1/4 l,3,9-5,79,True,117,8
Tipperary Racing Results | 28th May 2024 19:45,N/A,19:45,Soft,5f,Mount Ruapehu (IRE),C Horgan,7,A Slattery,5th,1 1/4 l,4,9-7t,73,True,117,8
Tipperary Racing Results | 28th May 2024 19:45,N/A,19:45,Soft,5f,Gustavus Weston (IRE),G F Carroll,0,J G Murphy,4th,1 l,8,9-81,74,True,117,8
Tipperary Racing Results | 28th May 2024 19:45,N/A,19:45,Soft,5f,Never Shout Never (IRE),Adam Caffrey,5,A McGuinness,3rd,Head,4,10-0,80,True,117,8
Tipperary Racing Results | 28th May 2024 19:45,N/A,19:45,Soft,5f,Sporting Hero,D King,5,D Hogan,2nd,3 3/4 l,4,9-13,79,True,117,8
Tipperary Racing Results | 28th May 2024 19:45,N/A,19:45,Soft,5f,Sevensees,R M Mulligan,7,J P Murtagh,1st,N/A,4,9-5,71,True,117,8
Tipperary Racing Results | 28th May 2024 19:45,N/A,19:45,Soft,5f,Nouvel Espoir (IRE),D McMonagle,0,J Barcoe,NR,N/A,4,9-0,66,True,117,8
Tipperary Racing Results | 28th May 2024 19:45,N/A,19:45,Soft,5f,Cross Border,D S O'Sullivan,10,D W O'Sullivan,10th,1 1/4 l,4,9-4,70,True,117,8
Tipperary Racing Results | 28th May 2024 19:45,N/A,19:45,Soft,5f,Sunday Sovereign,C D Hayes,0,G A Kingston,9th,1 l,7,9-6,72,True,117,8
Tipperary Racing Results | 28th May 2024 19:45,N/A,19:45,Soft,5f,Only Spoofing (IRE),J M Sheridan,0,Kevin Coleman,8th,1/2 l,10,9-13,79,True,117,8
Tipperary Racing Results | 28th May 2024 19:45,N/A,19:45,Soft,5f,The Organiser,D W O'Connor,0,J F Levins,7th,1 1/4 l,5,10-2,82,True,117,8
Tipperary Racing Results | 28th May 2024 19:45,N/A,19:45,Soft,5f,Sweetest (IRE),R L Moore,0,A P O'Brien,6th,1 1/4 l,3,9-5,79,True,117,8
Tipperary Racing Results | 28th May 2024 19:45,N/A,19:45,Soft,5f,Mount Ruapehu (IRE),C Horgan,7,A Slattery,5th,1 1/4 l,4,9-7t,73,True,117,8
Tipperary Racing Results | 28th May 2024 19:45,N/A,19:45,Soft,5f,Gustavus Weston (IRE),G F Carroll,0,J G Murphy,4th,1 l,8,9-81,74,True,117,8
Tipperary Racing Results | 28th May 2024 19:45,N/A,19:45,Soft,5f,Never Shout Never (IRE),Adam Caffrey,5,A McGuinness,3rd,Head,4,10-0,80,True,117,8
Tipperary Racing Results | 28th May 2024 19:45,N/A,19:45,Soft,5f,Sporting Hero,D King,5,D Hogan,2nd,3 3/4 l,4,9-13,79,True,117,8
Tipperary Racing Results | 28th May 2024 19:45,N/A,19:45,Soft,5f,Sevensees,R M Mulligan,7,J P Murtagh,1st,N/A,4,9-5,71,True,117,8
Tipperary Racing Results | 28th May 2024 20:15,N/A,20:15,Soft,5f,Imperial Khan (IRE),Jessica Maye,10,Liam G O'brien,NR,N/A,5,8-13b1,48,True,117,9
Tipperary Racing Results | 28th May 2024 20:15,N/A,20:15,Soft,5f,Only A Star (IRE),J J G Ryan,5,T G McCourt,NR,N/A,4,9-3,52,True,117,9
Tipperary Racing Results | 28th May 2024 20:15,N/A,20:15,Soft,5f,Marble Angel (IRE),W J Lee,0,A Oliver,NR,N/A,4,9-9,58,True,117,9
Tipperary Racing Results | 28th May 2024 20:15,N/A,20:15,Soft,5f,Havana Notion,H J Horgan,5,J Feane,NR,N/A,4,9-7,56,True,117,9
Tipperary Racing Results | 28th May 2024 20:15,N/A,20:15,Soft,5f,Eruption (IRE),D P McDonogh,0,M J Smith,NR,N/A,5,9-6b,55,True,117,9
Tipperary Racing Results | 28th May 2024 20:15,N/A,20:15,Soft,5f,Hastily,R M Mulligan,7,Tom McGuinness,NR,N/A,5,9-10,59,True,117,9
Tipperary Racing Results | 28th May 2024 20:15,N/A,20:15,Soft,5f,Aloysius Lilius (IRE),C T Keane,0,Gerard O'Leary,11th,Short Head,8,9-10tb,59,True,117,9
Tipperary Racing Results | 28th May 2024 20:15,N/A,20:15,Soft,5f,Nordic Passage (IRE),D W O'Connor,0,J F Levins,10th,4 l,9,10-2p,65,True,117,9
Tipperary Racing Results | 28th May 2024 20:15,N/A,20:15,Soft,5f,Below Deck (IRE),C D Hayes,0,L Comer,9th,1/2 l,4,8-12,47,True,117,9
Tipperary Racing Results | 28th May 2024 20:15,N/A,20:15,Soft,5f,Realtin Fantasy (IRE),M W Hassett,5,W P Browne,8th,3/4 l,8,9-7,56,True,117,9
Tipperary Racing Results | 28th May 2024 20:15,N/A,20:15,Soft,5f,Make Clear,S Foley,0,P McCreery,7th,1 3/4 l,4,10-2p,65,True,117,9
Tipperary Racing Results | 28th May 2024 20:15,N/A,20:15,Soft,5f,Coco Hill (IRE),Siobhan Rutledge,3,J C McConnell,6th,1/2 l,4,8-12tp1,47,True,117,9
Tipperary Racing Results | 28th May 2024 20:15,N/A,20:15,Soft,5f,My Girl Sioux (IRE),B M Coen,0,A Slattery,5th,2 1/4 l,4,9-0,49,True,117,9
Tipperary Racing Results | 28th May 2024 20:15,N/A,20:15,Soft,5f,Shoebox King (IRE),N M Crosse,0,Kevin Coleman,4th,Neck,5,9-7v,56,True,117,9
Tipperary Racing Results | 28th May 2024 20:15,N/A,20:15,Soft,5f,Un Bacio Ancora (IRE),J A Powell,3,P J F Murphy,3rd,1/2 l,5,9-1tp,50,True,117,9
Tipperary Racing Results | 28th May 2024 20:15,N/A,20:15,Soft,5f,Improving (IRE),W M Lordan,0,A Leahy,2nd,1/2 l,8,8-12,47,True,117,9
Tipperary Racing Results | 28th May 2024 20:15,N/A,20:15,Soft,5f,Cuban Grey,J M Sheridan,0,P J McKenna,1st,N/A,4,9-5p,54,True,117,9
Tipperary Racing Results | 28th May 2024 20:15,N/A,20:15,Soft,5f,Imperial Khan (IRE),Jessica Maye,10,Liam G O'brien,NR,N/A,5,8-13b1,48,True,117,9
Tipperary Racing Results | 28th May 2024 20:15,N/A,20:15,Soft,5f,Only A Star (IRE),J J G Ryan,5,T G McCourt,NR,N/A,4,9-3,52,True,117,9
Tipperary Racing Results | 28th May 2024 20:15,N/A,20:15,Soft,5f,Marble Angel (IRE),W J Lee,0,A Oliver,NR,N/A,4,9-9,58,True,117,9
Tipperary Racing Results | 28th May 2024 20:15,N/A,20:15,Soft,5f,Havana Notion,H J Horgan,5,J Feane,NR,N/A,4,9-7,56,True,117,9
Tipperary Racing Results | 28th May 2024 20:15,N/A,20:15,Soft,5f,Eruption (IRE),D P McDonogh,0,M J Smith,NR,N/A,5,9-6b,55,True,117,9
Tipperary Racing Results | 28th May 2024 20:15,N/A,20:15,Soft,5f,Hastily,R M Mulligan,7,Tom McGuinness,NR,N/A,5,9-10,59,True,117,9
Tipperary Racing Results | 28th May 2024 20:15,N/A,20:15,Soft,5f,Aloysius Lilius (IRE),C T Keane,0,Gerard O'Leary,11th,Short Head,8,9-10tb,59,True,117,9
Tipperary Racing Results | 28th May 2024 20:15,N/A,20:15,Soft,5f,Nordic Passage (IRE),D W O'Connor,0,J F Levins,10th,4 l,9,10-2p,65,True,117,9
Tipperary Racing Results | 28th May 2024 20:15,N/A,20:15,Soft,5f,Below Deck (IRE),C D Hayes,0,L Comer,9th,1/2 l,4,8-12,47,True,117,9
Tipperary Racing Results | 28th May 2024 20:15,N/A,20:15,Soft,5f,Realtin Fantasy (IRE),M W Hassett,5,W P Browne,8th,3/4 l,8,9-7,56,True,117,9
Tipperary Racing Results | 28th May 2024 20:15,N/A,20:15,Soft,5f,Make Clear,S Foley,0,P McCreery,7th,1 3/4 l,4,10-2p,65,True,117,9
Tipperary Racing Results | 28th May 2024 20:15,N/A,20:15,Soft,5f,Coco Hill (IRE),Siobhan Rutledge,3,J C McConnell,6th,1/2 l,4,8-12tp1,47,True,117,9
Tipperary Racing Results | 28th May 2024 20:15,N/A,20:15,Soft,5f,My Girl Sioux (IRE),B M Coen,0,A Slattery,5th,2 1/4 l,4,9-0,49,True,117,9
Tipperary Racing Results | 28th May 2024 20:15,N/A,20:15,Soft,5f,Shoebox King (IRE),N M Crosse,0,Kevin Coleman,4th,Neck,5,9-7v,56,True,117,9
Tipperary Racing Results | 28th May 2024 20:15,N/A,20:15,Soft,5f,Un Bacio Ancora (IRE),J A Powell,3,P J F Murphy,3rd,1/2 l,5,9-1tp,50,True,117,9
Tipperary Racing Results | 28th May 2024 20:15,N/A,20:15,Soft,5f,Improving (IRE),W M Lordan,0,A Leahy,2nd,1/2 l,8,8-12,47,True,117,9
Tipperary Racing Results | 28th May 2024 20:15,N/A,20:15,Soft,5f,Cuban Grey,J M Sheridan,0,P J McKenna,1st,N/A,4,9-5p,54,True,117,9
Tipperary Racing Results | 29th May 2024 14:03,N/A,14:03,Soft  (Turf),5f,Political Power (IRE),D Egan,0,A Murray,7th,16 l,2,9-5,-,True,117,10
Tipperary Racing Results | 29th May 2024 14:03,N/A,14:03,Soft  (Turf),5f,Womp Womp (USA),D P McDonogh,0,J P O'Brien,6th,3/4 l,2,9-5,-,True,117,10
Tipperary Racing Results | 29th May 2024 14:03,N/A,14:03,Soft  (Turf),5f,Hunting Song (IRE),R L Moore,0,A P O'Brien,5th,1 3/4 l,2,9-5,-,True,117,10
Tipperary Racing Results | 29th May 2024 14:03,N/A,14:03,Soft  (Turf),5f,Gangsta Man (IRE),G F Carroll,0,K Smith,4th,2 1/4 l,2,9-5,-,True,117,10
Tipperary Racing Results | 29th May 2024 14:03,N/A,14:03,Soft  (Turf),5f,Rudi's Apple (IRE),D McMonagle,0,J P O'Brien,3rd,2 1/4 l,2,9-5,-,True,117,10
Tipperary Racing Results | 29th May 2024 14:03,N/A,14:03,Soft  (Turf),5f,Passing Phase,S T McCullagh,3,Mrs J Harrington,2nd,1/2 l,2,9-5,-,True,117,10
Tipperary Racing Results | 29th May 2024 14:03,N/A,14:03,Soft  (Turf),5f,Sir Yoshi (IRE),L T McAteer,0,D Marnane,1st,N/A,2,9-5,-,True,117,10
Tipperary Racing Results | 29th May 2024 14:03,N/A,14:03,Soft  (Turf),5f,Political Power (IRE),D Egan,0,A Murray,7th,16 l,2,9-5,-,True,117,10
Tipperary Racing Results | 29th May 2024 14:03,N/A,14:03,Soft  (Turf),5f,Womp Womp (USA),D P McDonogh,0,J P O'Brien,6th,3/4 l,2,9-5,-,True,117,10
Tipperary Racing Results | 29th May 2024 14:03,N/A,14:03,Soft  (Turf),5f,Hunting Song (IRE),R L Moore,0,A P O'Brien,5th,1 3/4 l,2,9-5,-,True,117,10
Tipperary Racing Results | 29th May 2024 14:03,N/A,14:03,Soft  (Turf),5f,Gangsta Man (IRE),G F Carroll,0,K Smith,4th,2 1/4 l,2,9-5,-,True,117,10
Tipperary Racing Results | 29th May 2024 14:03,N/A,14:03,Soft  (Turf),5f,Rudi's Apple (IRE),D McMonagle,0,J P O'Brien,3rd,2 1/4 l,2,9-5,-,True,117,10
Tipperary Racing Results | 29th May 2024 14:03,N/A,14:03,Soft  (Turf),5f,Passing Phase,S T McCullagh,3,Mrs J Harrington,2nd,1/2 l,2,9-5,-,True,117,10
Tipperary Racing Results | 29th May 2024 14:03,N/A,14:03,Soft  (Turf),5f,Sir Yoshi (IRE),L T McAteer,0,D Marnane,1st,N/A,2,9-5,-,True,117,10
Tipperary Racing Results | 29th May 2024 14:33,N/A,14:33,Soft,7f 20y,Faoladh (IRE),B M Coen,0,A Slattery,NR,N/A,2,9-4,-,True,117,11
Tipperary Racing Results | 29th May 2024 14:33,N/A,14:33,Soft,7f 20y,Clever And Classy (IRE),R P Cleary,0,J S Bolger,9th,3 3/4 l,2,8-9,-,True,117,11
Tipperary Racing Results | 29th May 2024 14:33,N/A,14:33,Soft,7f 20y,Dr Ali (IRE),C T Keane,0,G M Lyons,8th,4 1/4 l,2,9-0,-,True,117,11
Tipperary Racing Results | 29th May 2024 14:33,N/A,14:33,Soft,7f 20y,Zaraahmando (IRE),C Horgan,7,A Slattery,7th,5 1/2 l,2,9-0,-,True,117,11
Tipperary Racing Results | 29th May 2024 14:33,N/A,14:33,Soft,7f 20y,The Marty Party (IRE),D McMonagle,0,J P O'Brien,6th,Neck,2,9-8,-,True,117,11
Tipperary Racing Results | 29th May 2024 14:33,N/A,14:33,Soft,7f 20y,Besiege (IRE),A J Slattery,0,J Halley,5th,5 l,2,9-2,-,True,117,11
Tipperary Racing Results | 29th May 2024 14:33,N/A,14:33,Soft,7f 20y,Starry Desert,S T McCullagh,3,Mrs J Harrington,4th,1 1/4 l,2,9-8,-,True,117,11
Tipperary Racing Results | 29th May 2024 14:33,N/A,14:33,Soft,7f 20y,Devine Genius (FR),D Egan,0,A Murray,3rd,2 3/4 l,2,9-4t,-,True,117,11
Tipperary Racing Results | 29th May 2024 14:33,N/A,14:33,Soft,7f 20y,Shocker (IRE),C D Hayes,0,Eoghan O'Neill,2nd,Neck,2,9-2,-,True,117,11
Tipperary Racing Results | 29th May 2024 14:33,N/A,14:33,Soft,7f 20y,Surpass (IRE),R L Moore,0,A P O'Brien,1st,N/A,2,9-6,-,True,117,11
Tipperary Racing Results | 29th May 2024 14:33,N/A,14:33,Soft,7f 20y,Faoladh (IRE),B M Coen,0,A Slattery,NR,N/A,2,9-4,-,True,117,11
Tipperary Racing Results | 29th May 2024 14:33,N/A,14:33,Soft,7f 20y,Clever And Classy (IRE),R P Cleary,0,J S Bolger,9th,3 3/4 l,2,8-9,-,True,117,11
Tipperary Racing Results | 29th May 2024 14:33,N/A,14:33,Soft,7f 20y,Dr Ali (IRE),C T Keane,0,G M Lyons,8th,4 1/4 l,2,9-0,-,True,117,11
Tipperary Racing Results | 29th May 2024 14:33,N/A,14:33,Soft,7f 20y,Zaraahmando (IRE),C Horgan,7,A Slattery,7th,5 1/2 l,2,9-0,-,True,117,11
Tipperary Racing Results | 29th May 2024 14:33,N/A,14:33,Soft,7f 20y,The Marty Party (IRE),D McMonagle,0,J P O'Brien,6th,Neck,2,9-8,-,True,117,11
Tipperary Racing Results | 29th May 2024 14:33,N/A,14:33,Soft,7f 20y,Besiege (IRE),A J Slattery,0,J Halley,5th,5 l,2,9-2,-,True,117,11
Tipperary Racing Results | 29th May 2024 14:33,N/A,14:33,Soft,7f 20y,Starry Desert,S T McCullagh,3,Mrs J Harrington,4th,1 1/4 l,2,9-8,-,True,117,11
Tipperary Racing Results | 29th May 2024 14:33,N/A,14:33,Soft,7f 20y,Devine Genius (FR),D Egan,0,A Murray,3rd,2 3/4 l,2,9-4t,-,True,117,11
Tipperary Racing Results | 29th May 2024 14:33,N/A,14:33,Soft,7f 20y,Shocker (IRE),C D Hayes,0,Eoghan O'Neill,2nd,Neck,2,9-2,-,True,117,11
Tipperary Racing Results | 29th May 2024 14:33,N/A,14:33,Soft,7f 20y,Surpass (IRE),R L Moore,0,A P O'Brien,1st,N/A,2,9-6,-,True,117,11
Tipperary Racing Results | 29th May 2024 15:03,N/A,15:03,Soft,7f 20y,Half Nutz (IRE),Adam Caffrey,5,A McGuinness,NR,N/A,7,9-13,67,True,117,12
Tipperary Racing Results | 29th May 2024 15:03,N/A,15:03,Soft,7f 20y,Golden Days (IRE),D J Murphy,10,M Halford & T Collins,NR,N/A,7,9-2p,56,True,117,12
Tipperary Racing Results | 29th May 2024 15:03,N/A,15:03,Soft,7f 20y,Giuseppe Cassioli,K G Kennedy,7,Gerard O'Leary,NR,N/A,7,10-2,70,True,117,12
Tipperary Racing Results | 29th May 2024 15:03,N/A,15:03,Soft,7f 20y,Skontonovski,C J MacRedmond,5,A McGuinness,14th,15 l,7,9-1p,55,True,117,12
Tipperary Racing Results | 29th May 2024 15:03,N/A,15:03,Soft,7f 20y,Cage Rattler (IRE),C T Keane,0,J A Kinsella,13th,1/2 l,4,9-1p,55,True,117,12
Tipperary Racing Results | 29th May 2024 15:03,N/A,15:03,Soft,7f 20y,Arbaawi (IRE),J J G Ryan,5,T G McCourt,12th,Short Head,4,9-12v,66,True,117,12
Tipperary Racing Results | 29th May 2024 15:03,N/A,15:03,Soft,7f 20y,Tynamite (IRE),Jamie Powell,3,D Marnane,11th,Neck,10,8-8,48,True,117,12
Tipperary Racing Results | 29th May 2024 15:03,N/A,15:03,Soft,7f 20y,Rock Etoile (IRE),A J Slattery,0,A Slattery,10th,3/4 l,6,9-10,64,True,117,12
Tipperary Racing Results | 29th May 2024 15:03,N/A,15:03,Soft,7f 20y,Miqdaad (IRE),H J Horgan,5,D Hogan,9th,2 1/4 l,4,9-9b1,63,True,117,12
Tipperary Racing Results | 29th May 2024 15:03,N/A,15:03,Soft,7f 20y,Navorrosse (IRE),C D Hayes,0,G A Kingston,8th,3/4 l,7,8-12,52,True,117,12
Tipperary Racing Results | 29th May 2024 15:03,N/A,15:03,Soft,7f 20y,Play It Again Zaam (IRE),R Whearty,5,Conor Maxwell,7th,3 1/2 l,4,9-13v,67,True,117,12
Tipperary Racing Results | 29th May 2024 15:03,N/A,15:03,Soft,7f 20y,Mogwli (IRE),M Telford Kelly,10,W McCreery,6th,3/4 l,7,10-1v,69,True,117,12
Tipperary Racing Results | 29th May 2024 15:03,N/A,15:03,Soft,7f 20y,Calzaghi (IRE),J M Sheridan,0,Kevin Coleman,5th,1 3/4 l,4,9-6,60,True,117,12
Tipperary Racing Results | 29th May 2024 15:03,N/A,15:03,Soft,7f 20y,Racing Royalty,W J Lee,0,G Scott,4th,Neck,5,10-1b,69,True,117,12
Tipperary Racing Results | 29th May 2024 15:03,N/A,15:03,Soft,7f 20y,Swiss Army Officer (IRE),N M Crosse,0,Kevin Coleman,3rd,Short Head,9,8-9,49,True,117,12
Tipperary Racing Results | 29th May 2024 15:03,N/A,15:03,Soft,7f 20y,Speckled Meadow (IRE),M W Hassett,5,Don Browne,2nd,3/4 l,7,10-0,68,True,117,12
Tipperary Racing Results | 29th May 2024 15:03,N/A,15:03,Soft,7f 20y,Linger For Longer (IRE),D McMonagle,0,A Leahy,1st,N/A,5,9-13,67,True,117,12
Tipperary Racing Results | 29th May 2024 15:03,N/A,15:03,Soft,7f 20y,Half Nutz (IRE),Adam Caffrey,5,A McGuinness,NR,N/A,7,9-13,67,True,117,12
Tipperary Racing Results | 29th May 2024 15:03,N/A,15:03,Soft,7f 20y,Golden Days (IRE),D J Murphy,10,M Halford & T Collins,NR,N/A,7,9-2p,56,True,117,12
Tipperary Racing Results | 29th May 2024 15:03,N/A,15:03,Soft,7f 20y,Giuseppe Cassioli,K G Kennedy,7,Gerard O'Leary,NR,N/A,7,10-2,70,True,117,12
Tipperary Racing Results | 29th May 2024 15:03,N/A,15:03,Soft,7f 20y,Skontonovski,C J MacRedmond,5,A McGuinness,14th,15 l,7,9-1p,55,True,117,12
Tipperary Racing Results | 29th May 2024 15:03,N/A,15:03,Soft,7f 20y,Cage Rattler (IRE),C T Keane,0,J A Kinsella,13th,1/2 l,4,9-1p,55,True,117,12
Tipperary Racing Results | 29th May 2024 15:03,N/A,15:03,Soft,7f 20y,Arbaawi (IRE),J J G Ryan,5,T G McCourt,12th,Short Head,4,9-12v,66,True,117,12
Tipperary Racing Results | 29th May 2024 15:03,N/A,15:03,Soft,7f 20y,Tynamite (IRE),Jamie Powell,3,D Marnane,11th,Neck,10,8-8,48,True,117,12
Tipperary Racing Results | 29th May 2024 15:03,N/A,15:03,Soft,7f 20y,Rock Etoile (IRE),A J Slattery,0,A Slattery,10th,3/4 l,6,9-10,64,True,117,12
Tipperary Racing Results | 29th May 2024 15:03,N/A,15:03,Soft,7f 20y,Miqdaad (IRE),H J Horgan,5,D Hogan,9th,2 1/4 l,4,9-9b1,63,True,117,12
Tipperary Racing Results | 29th May 2024 15:03,N/A,15:03,Soft,7f 20y,Navorrosse (IRE),C D Hayes,0,G A Kingston,8th,3/4 l,7,8-12,52,True,117,12
Tipperary Racing Results | 29th May 2024 15:03,N/A,15:03,Soft,7f 20y,Play It Again Zaam (IRE),R Whearty,5,Conor Maxwell,7th,3 1/2 l,4,9-13v,67,True,117,12
Tipperary Racing Results | 29th May 2024 15:03,N/A,15:03,Soft,7f 20y,Mogwli (IRE),M Telford Kelly,10,W McCreery,6th,3/4 l,7,10-1v,69,True,117,12
Tipperary Racing Results | 29th May 2024 15:03,N/A,15:03,Soft,7f 20y,Calzaghi (IRE),J M Sheridan,0,Kevin Coleman,5th,1 3/4 l,4,9-6,60,True,117,12
Tipperary Racing Results | 29th May 2024 15:03,N/A,15:03,Soft,7f 20y,Racing Royalty,W J Lee,0,G Scott,4th,Neck,5,10-1b,69,True,117,12
Tipperary Racing Results | 29th May 2024 15:03,N/A,15:03,Soft,7f 20y,Swiss Army Officer (IRE),N M Crosse,0,Kevin Coleman,3rd,Short Head,9,8-9,49,True,117,12
Tipperary Racing Results | 29th May 2024 15:03,N/A,15:03,Soft,7f 20y,Speckled Meadow (IRE),M W Hassett,5,Don Browne,2nd,3/4 l,7,10-0,68,True,117,12
Tipperary Racing Results | 29th May 2024 15:03,N/A,15:03,Soft,7f 20y,Linger For Longer (IRE),D McMonagle,0,A Leahy,1st,N/A,5,9-13,67,True,117,12
Tipperary Racing Results | 29th May 2024 15:33,N/A,15:33,Soft,1m 1f,Marirah (IRE),B M Coen,0,Eoghan O'Neill,6th,1 3/4 l,4,9-4ht,-,True,117,13
Tipperary Racing Results | 29th May 2024 15:33,N/A,15:33,Soft,1m 1f,Alessia Fernanda (IRE),C D Hayes,0,D K Weld,5th,2 1/4 l,4,9-4t1,-,True,117,13
Tipperary Racing Results | 29th May 2024 15:33,N/A,15:33,Soft,1m 1f,Tasmanian Girl (IRE),Siobhan Rutledge,3,Aengus King,4th,1 l,4,9-4,-,True,117,13
Tipperary Racing Results | 29th May 2024 15:33,N/A,15:33,Soft,1m 1f,Quantum Light (IRE),A J Slattery,0,A Slattery,3rd,5 l,4,9-4,-,True,117,13
Tipperary Racing Results | 29th May 2024 15:33,N/A,15:33,Soft,1m 1f,Jeaniemacaroney (IRE),H J Horgan,5,J P O'Brien,2nd,2 1/4 l,4,9-4,-,True,117,13
Tipperary Racing Results | 29th May 2024 15:33,N/A,15:33,Soft,1m 1f,Party Dress (IRE),W J Lee,0,W McCreery,1st,N/A,4,9-4,-,True,117,13
Tipperary Racing Results | 29th May 2024 15:33,N/A,15:33,Soft,1m 1f,Marirah (IRE),B M Coen,0,Eoghan O'Neill,6th,1 3/4 l,4,9-4ht,-,True,117,13
Tipperary Racing Results | 29th May 2024 15:33,N/A,15:33,Soft,1m 1f,Alessia Fernanda (IRE),C D Hayes,0,D K Weld,5th,2 1/4 l,4,9-4t1,-,True,117,13
Tipperary Racing Results | 29th May 2024 15:33,N/A,15:33,Soft,1m 1f,Tasmanian Girl (IRE),Siobhan Rutledge,3,Aengus King,4th,1 l,4,9-4,-,True,117,13
