track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Leopardstown Racing Results | 7th May 2023 13:05,N/A,13:05,Soft To Heavy,7f 50y,Sharlouk (IRE),Ben Martin Coen,0,John Patrick Murtagh,1st,N/A,3,9-8,-,True,53,27
Leopardstown Racing Results | 7th May 2023 13:40,N/A,13:40,Soft To Heavy,1m 4f,Teton Sioux (IRE),G. M. Ryan,0,T. Gibney,10th,11 l,3,9-8,-,True,53,28
Leopardstown Racing Results | 7th May 2023 13:40,N/A,13:40,Soft To Heavy,1m 4f,Tom the Second (IRE),Ben Martin Coen,0,John Patrick Murtagh,9th,31 l,3,9-8,-,True,53,28
Leopardstown Racing Results | 7th May 2023 13:40,N/A,13:40,Soft To Heavy,1m 4f,Serotonin,L. T. McAteer,3,Alan Richardson,8th,14 l,3,9-8b,-,True,53,28
Leopardstown Racing Results | 7th May 2023 13:40,N/A,13:40,Soft To Heavy,1m 4f,Teorie (IRE),R. P. Cleary,0,J. S. Bolger,7th,1 3/4 l,3,9-8,-,True,53,28
Leopardstown Racing Results | 7th May 2023 13:40,N/A,13:40,Soft To Heavy,1m 4f,Youcrackmeup,Shane Foley,0,Mrs J. Harrington,6th,5 l,3,9-3p1,-,True,53,28
Leopardstown Racing Results | 7th May 2023 13:40,N/A,13:40,Soft To Heavy,1m 4f,Milwaukee (USA),Seamie Heffernan,0,Aidan O'Brien,5th,3 l,3,9-8,-,True,53,28
Leopardstown Racing Results | 7th May 2023 13:40,N/A,13:40,Soft To Heavy,1m 4f,Deakin (FR),D. B. McMonagle,0,Joseph Patrick O'Brien,4th,Head,3,9-8t,-,True,53,28
Leopardstown Racing Results | 7th May 2023 13:40,N/A,13:40,Soft To Heavy,1m 4f,St Vincents Garden (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,3rd,2 1/4 l,3,9-8,-,True,53,28
Leopardstown Racing Results | 7th May 2023 13:40,N/A,13:40,Soft To Heavy,1m 4f,Queenstown (IRE),W. M. Lordan,0,Aidan O'Brien,2nd,4 3/4 l,3,9-8b1,-,True,53,28
Leopardstown Racing Results | 7th May 2023 13:40,N/A,13:40,Soft To Heavy,1m 4f,Azazat (IRE),C. T. Keane,0,D. K. Weld,1st,N/A,3,9-3,-,True,53,28
Leopardstown Racing Results | 7th May 2023 13:40,N/A,13:40,Soft To Heavy,1m 4f,Teton Sioux (IRE),G. M. Ryan,0,T. Gibney,10th,11 l,3,9-8,-,True,53,28
Leopardstown Racing Results | 7th May 2023 13:40,N/A,13:40,Soft To Heavy,1m 4f,Tom the Second (IRE),Ben Martin Coen,0,John Patrick Murtagh,9th,31 l,3,9-8,-,True,53,28
Leopardstown Racing Results | 7th May 2023 13:40,N/A,13:40,Soft To Heavy,1m 4f,Serotonin,L. T. McAteer,3,Alan Richardson,8th,14 l,3,9-8b,-,True,53,28
Leopardstown Racing Results | 7th May 2023 13:40,N/A,13:40,Soft To Heavy,1m 4f,Teorie (IRE),R. P. Cleary,0,J. S. Bolger,7th,1 3/4 l,3,9-8,-,True,53,28
Leopardstown Racing Results | 7th May 2023 13:40,N/A,13:40,Soft To Heavy,1m 4f,Youcrackmeup,Shane Foley,0,Mrs J. Harrington,6th,5 l,3,9-3p1,-,True,53,28
Leopardstown Racing Results | 7th May 2023 13:40,N/A,13:40,Soft To Heavy,1m 4f,Milwaukee (USA),Seamie Heffernan,0,Aidan O'Brien,5th,3 l,3,9-8,-,True,53,28
Leopardstown Racing Results | 7th May 2023 13:40,N/A,13:40,Soft To Heavy,1m 4f,Deakin (FR),D. B. McMonagle,0,Joseph Patrick O'Brien,4th,Head,3,9-8t,-,True,53,28
Leopardstown Racing Results | 7th May 2023 13:40,N/A,13:40,Soft To Heavy,1m 4f,St Vincents Garden (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,3rd,2 1/4 l,3,9-8,-,True,53,28
Leopardstown Racing Results | 7th May 2023 13:40,N/A,13:40,Soft To Heavy,1m 4f,Queenstown (IRE),W. M. Lordan,0,Aidan O'Brien,2nd,4 3/4 l,3,9-8b1,-,True,53,28
Leopardstown Racing Results | 7th May 2023 13:40,N/A,13:40,Soft To Heavy,1m 4f,Azazat (IRE),C. T. Keane,0,D. K. Weld,1st,N/A,3,9-3,-,True,53,28
Leopardstown Racing Results | 7th May 2023 14:15,N/A,14:15,Soft To Heavy,1m,Thornbrook (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,11th,Head,3,9-2,-,True,53,29
Leopardstown Racing Results | 7th May 2023 14:15,N/A,14:15,Soft To Heavy,1m,Dame Kiri (USA),Seamie Heffernan,0,Aidan O'Brien,10th,4 1/2 l,3,9-2,-,True,53,29
Leopardstown Racing Results | 7th May 2023 14:15,N/A,14:15,Soft To Heavy,1m,Delightful (IRE),W. M. Lordan,0,Aidan O'Brien,9th,1 1/4 l,3,9-2,-,True,53,29
Leopardstown Racing Results | 7th May 2023 14:15,N/A,14:15,Soft To Heavy,1m,Nightcliff (IRE),N. G. McCullagh,0,David J. Geary,8th,4 1/2 l,3,9-2,-,True,53,29
Leopardstown Racing Results | 7th May 2023 14:15,N/A,14:15,Soft To Heavy,1m,Clounmacon (IRE),Ben Martin Coen,0,John Patrick Murtagh,7th,3 1/2 l,3,9-2,-,True,53,29
Leopardstown Racing Results | 7th May 2023 14:15,N/A,14:15,Soft To Heavy,1m,Curvature (IRE),Shane Foley,0,Mrs J. Harrington,6th,3 1/2 l,3,9-2,-,True,53,29
Leopardstown Racing Results | 7th May 2023 14:15,N/A,14:15,Soft To Heavy,1m,Comhra (IRE),R. P. Cleary,0,J. S. Bolger,5th,2 l,3,9-2,-,True,53,29
Leopardstown Racing Results | 7th May 2023 14:15,N/A,14:15,Soft To Heavy,1m,American Sonja,D. B. McMonagle,0,Joseph Patrick O'Brien,4th,Nose,3,9-2,-,True,53,29
Leopardstown Racing Results | 7th May 2023 14:15,N/A,14:15,Soft To Heavy,1m,Aspen Grove (IRE),M. A. Enright,0,J. A. Stack,3rd,1 1/4 l,3,9-2,-,True,53,29
Leopardstown Racing Results | 7th May 2023 14:15,N/A,14:15,Soft To Heavy,1m,Tarawa (IRE),William James Lee,0,D. K. Weld,2nd,1 1/4 l,3,9-2,-,True,53,29
Leopardstown Racing Results | 7th May 2023 14:15,N/A,14:15,Soft To Heavy,1m,Zarinsk,C. T. Keane,0,G. M. Lyons,1st,N/A,3,9-2,-,True,53,29
Leopardstown Racing Results | 7th May 2023 14:15,N/A,14:15,Soft To Heavy,1m,Thornbrook (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,11th,Head,3,9-2,-,True,53,29
Leopardstown Racing Results | 7th May 2023 14:15,N/A,14:15,Soft To Heavy,1m,Dame Kiri (USA),Seamie Heffernan,0,Aidan O'Brien,10th,4 1/2 l,3,9-2,-,True,53,29
Leopardstown Racing Results | 7th May 2023 14:15,N/A,14:15,Soft To Heavy,1m,Delightful (IRE),W. M. Lordan,0,Aidan O'Brien,9th,1 1/4 l,3,9-2,-,True,53,29
Leopardstown Racing Results | 7th May 2023 14:15,N/A,14:15,Soft To Heavy,1m,Nightcliff (IRE),N. G. McCullagh,0,David J. Geary,8th,4 1/2 l,3,9-2,-,True,53,29
Leopardstown Racing Results | 7th May 2023 14:15,N/A,14:15,Soft To Heavy,1m,Clounmacon (IRE),Ben Martin Coen,0,John Patrick Murtagh,7th,3 1/2 l,3,9-2,-,True,53,29
Leopardstown Racing Results | 7th May 2023 14:15,N/A,14:15,Soft To Heavy,1m,Curvature (IRE),Shane Foley,0,Mrs J. Harrington,6th,3 1/2 l,3,9-2,-,True,53,29
Leopardstown Racing Results | 7th May 2023 14:15,N/A,14:15,Soft To Heavy,1m,Comhra (IRE),R. P. Cleary,0,J. S. Bolger,5th,2 l,3,9-2,-,True,53,29
Leopardstown Racing Results | 7th May 2023 14:15,N/A,14:15,Soft To Heavy,1m,American Sonja,D. B. McMonagle,0,Joseph Patrick O'Brien,4th,Nose,3,9-2,-,True,53,29
Leopardstown Racing Results | 7th May 2023 14:15,N/A,14:15,Soft To Heavy,1m,Aspen Grove (IRE),M. A. Enright,0,J. A. Stack,3rd,1 1/4 l,3,9-2,-,True,53,29
Leopardstown Racing Results | 7th May 2023 14:15,N/A,14:15,Soft To Heavy,1m,Tarawa (IRE),William James Lee,0,D. K. Weld,2nd,1 1/4 l,3,9-2,-,True,53,29
Leopardstown Racing Results | 7th May 2023 14:15,N/A,14:15,Soft To Heavy,1m,Zarinsk,C. T. Keane,0,G. M. Lyons,1st,N/A,3,9-2,-,True,53,29
Leopardstown Racing Results | 7th May 2023 14:50,N/A,14:50,Soft To Heavy,1m,Villanova Queen (IRE),Shane Foley,0,Mrs J. Harrington,6th,1/2 l,4,9-6,-,True,53,30
Leopardstown Racing Results | 7th May 2023 14:50,N/A,14:50,Soft To Heavy,1m,Real Appeal (GER),Ben Martin Coen,0,Adrian McGuinness,5th,6 l,6,9-9p,-,True,53,30
Leopardstown Racing Results | 7th May 2023 14:50,N/A,14:50,Soft To Heavy,1m,New Energy (IRE),R. C. Colgan,0,Ms Sheila Lavery,4th,1 1/4 l,4,9-9,-,True,53,30
Leopardstown Racing Results | 7th May 2023 14:50,N/A,14:50,Soft To Heavy,1m,Wexford Native (IRE),R. P. Cleary,0,J. S. Bolger,3rd,2 1/4 l,4,9-9,-,True,53,30
Leopardstown Racing Results | 7th May 2023 14:50,N/A,14:50,Soft To Heavy,1m,You Send Me (IRE),W. M. Lordan,0,J. A. Stack,2nd,1/2 l,3,8-7,-,True,53,30
Leopardstown Racing Results | 7th May 2023 14:50,N/A,14:50,Soft To Heavy,1m,Power Under Me (IRE),C. T. Keane,0,G. M. Lyons,1st,N/A,5,9-9t,-,True,53,30
Leopardstown Racing Results | 7th May 2023 14:50,N/A,14:50,Soft To Heavy,1m,Villanova Queen (IRE),Shane Foley,0,Mrs J. Harrington,6th,1/2 l,4,9-6,-,True,53,30
Leopardstown Racing Results | 7th May 2023 14:50,N/A,14:50,Soft To Heavy,1m,Real Appeal (GER),Ben Martin Coen,0,Adrian McGuinness,5th,6 l,6,9-9p,-,True,53,30
Leopardstown Racing Results | 7th May 2023 14:50,N/A,14:50,Soft To Heavy,1m,New Energy (IRE),R. C. Colgan,0,Ms Sheila Lavery,4th,1 1/4 l,4,9-9,-,True,53,30
Leopardstown Racing Results | 7th May 2023 14:50,N/A,14:50,Soft To Heavy,1m,Wexford Native (IRE),R. P. Cleary,0,J. S. Bolger,3rd,2 1/4 l,4,9-9,-,True,53,30
Leopardstown Racing Results | 7th May 2023 14:50,N/A,14:50,Soft To Heavy,1m,You Send Me (IRE),W. M. Lordan,0,J. A. Stack,2nd,1/2 l,3,8-7,-,True,53,30
Leopardstown Racing Results | 7th May 2023 14:50,N/A,14:50,Soft To Heavy,1m,Power Under Me (IRE),C. T. Keane,0,G. M. Lyons,1st,N/A,5,9-9t,-,True,53,30
Leopardstown Racing Results | 7th May 2023 15:25,N/A,15:25,Soft To Heavy,1m 2f,Mohawk Chief (USA),K. K. Hennessy,0,Aidan O'Brien,8th,6 l,3,9-5b1,-,True,53,31
Leopardstown Racing Results | 7th May 2023 15:25,N/A,15:25,Soft To Heavy,1m 2f,Mr Lincoln,G. F. Carroll,0,Joseph G. Murphy,7th,3 3/4 l,3,9-5,-,True,53,31
Leopardstown Racing Results | 7th May 2023 15:25,N/A,15:25,Soft To Heavy,1m 2f,Tower Of London (IRE),W. M. Lordan,0,Aidan O'Brien,6th,Neck,3,9-5,-,True,53,31
Leopardstown Racing Results | 7th May 2023 15:25,N/A,15:25,Soft To Heavy,1m 2f,Goldenstatewarrior (IRE),Ben Martin Coen,0,John Patrick Murtagh,5th,Neck,3,9-5,-,True,53,31
Leopardstown Racing Results | 7th May 2023 15:25,N/A,15:25,Soft To Heavy,1m 2f,Londoner (IRE),Seamie Heffernan,0,Aidan O'Brien,4th,1 1/2 l,3,9-5,-,True,53,31
Leopardstown Racing Results | 7th May 2023 15:25,N/A,15:25,Soft To Heavy,1m 2f,Proud and Regal (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,3rd,2 1/2 l,3,9-5,-,True,53,31
Leopardstown Racing Results | 7th May 2023 15:25,N/A,15:25,Soft To Heavy,1m 2f,Up and Under (FR),M. P. Sheehy,0,Joseph Patrick O'Brien,2nd,3 l,3,9-5,-,True,53,31
Leopardstown Racing Results | 7th May 2023 15:25,N/A,15:25,Soft To Heavy,1m 2f,Sprewell (IRE),Shane Foley,0,Mrs J. Harrington,1st,N/A,3,9-5,-,True,53,31
Leopardstown Racing Results | 7th May 2023 15:25,N/A,15:25,Soft To Heavy,1m 2f,Mohawk Chief (USA),K. K. Hennessy,0,Aidan O'Brien,8th,6 l,3,9-5b1,-,True,53,31
Leopardstown Racing Results | 7th May 2023 15:25,N/A,15:25,Soft To Heavy,1m 2f,Mr Lincoln,G. F. Carroll,0,Joseph G. Murphy,7th,3 3/4 l,3,9-5,-,True,53,31
Leopardstown Racing Results | 7th May 2023 15:25,N/A,15:25,Soft To Heavy,1m 2f,Tower Of London (IRE),W. M. Lordan,0,Aidan O'Brien,6th,Neck,3,9-5,-,True,53,31
Leopardstown Racing Results | 7th May 2023 15:25,N/A,15:25,Soft To Heavy,1m 2f,Goldenstatewarrior (IRE),Ben Martin Coen,0,John Patrick Murtagh,5th,Neck,3,9-5,-,True,53,31
Leopardstown Racing Results | 7th May 2023 15:25,N/A,15:25,Soft To Heavy,1m 2f,Londoner (IRE),Seamie Heffernan,0,Aidan O'Brien,4th,1 1/2 l,3,9-5,-,True,53,31
Leopardstown Racing Results | 7th May 2023 15:25,N/A,15:25,Soft To Heavy,1m 2f,Proud and Regal (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,3rd,2 1/2 l,3,9-5,-,True,53,31
Leopardstown Racing Results | 7th May 2023 15:25,N/A,15:25,Soft To Heavy,1m 2f,Up and Under (FR),M. P. Sheehy,0,Joseph Patrick O'Brien,2nd,3 l,3,9-5,-,True,53,31
Leopardstown Racing Results | 7th May 2023 15:25,N/A,15:25,Soft To Heavy,1m 2f,Sprewell (IRE),Shane Foley,0,Mrs J. Harrington,1st,N/A,3,9-5,-,True,53,31
Leopardstown Racing Results | 7th May 2023 16:00,N/A,16:00,Soft To Heavy,1m 2f,La Petite Sissi (IRE),William James Lee,0,Andrew Kinirons,12th,4 3/4 l,3,9-1,-,True,53,32
Leopardstown Racing Results | 7th May 2023 16:00,N/A,16:00,Soft To Heavy,1m 2f,Smart Cookie (IRE),Seamie Heffernan,0,Aidan O'Brien,11th,Head,3,9-1b1,-,True,53,32
Leopardstown Racing Results | 7th May 2023 16:00,N/A,16:00,Soft To Heavy,1m 2f,New Phenomenon (IRE),Shane Foley,0,Mrs J. Harrington,10th,3 3/4 l,3,9-1,-,True,53,32
Leopardstown Racing Results | 7th May 2023 16:00,N/A,16:00,Soft To Heavy,1m 2f,Fairytale Princess (IRE),C. T. Keane,0,G. M. Lyons,9th,2 l,3,9-1,-,True,53,32
Leopardstown Racing Results | 7th May 2023 16:00,N/A,16:00,Soft To Heavy,1m 2f,Fiver Friday (IRE),J. Kearney,7,Paul Traynor,8th,1/2 l,3,9-1,-,True,53,32
Leopardstown Racing Results | 7th May 2023 16:00,N/A,16:00,Soft To Heavy,1m 2f,Kermiya (IRE),Ben Martin Coen,0,John Patrick Murtagh,7th,1 l,3,9-1,-,True,53,32
Leopardstown Racing Results | 7th May 2023 16:00,N/A,16:00,Soft To Heavy,1m 2f,Delicate Girl (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,6th,5 l,3,9-1,-,True,53,32
Leopardstown Racing Results | 7th May 2023 16:00,N/A,16:00,Soft To Heavy,1m 2f,Kitty Mcfee (IRE),G. P. Halpin,0,John S. O'Donoghue,5th,6 1/2 l,3,9-1,-,True,53,32
Leopardstown Racing Results | 7th May 2023 16:00,N/A,16:00,Soft To Heavy,1m 2f,Feach Amach (IRE),L. T. McAteer,3,J. S. Bolger,4th,2 3/4 l,3,9-1eb1,-,True,53,32
Leopardstown Racing Results | 7th May 2023 16:00,N/A,16:00,Soft To Heavy,1m 2f,Shamida (IRE),L. F. Roche,0,D. K. Weld,3rd,Head,3,9-1,-,True,53,32
Leopardstown Racing Results | 7th May 2023 16:00,N/A,16:00,Soft To Heavy,1m 2f,Aghadowey (FR),M. P. Sheehy,0,Joseph Patrick O'Brien,2nd,1 1/4 l,3,9-1t1,-,True,53,32
Leopardstown Racing Results | 7th May 2023 16:00,N/A,16:00,Soft To Heavy,1m 2f,Warm Heart (IRE),W. M. Lordan,0,Aidan O'Brien,1st,N/A,3,9-1,-,True,53,32
Leopardstown Racing Results | 7th May 2023 16:00,N/A,16:00,Soft To Heavy,1m 2f,La Petite Sissi (IRE),William James Lee,0,Andrew Kinirons,12th,4 3/4 l,3,9-1,-,True,53,32
Leopardstown Racing Results | 7th May 2023 16:00,N/A,16:00,Soft To Heavy,1m 2f,Smart Cookie (IRE),Seamie Heffernan,0,Aidan O'Brien,11th,Head,3,9-1b1,-,True,53,32
Leopardstown Racing Results | 7th May 2023 16:00,N/A,16:00,Soft To Heavy,1m 2f,New Phenomenon (IRE),Shane Foley,0,Mrs J. Harrington,10th,3 3/4 l,3,9-1,-,True,53,32
Leopardstown Racing Results | 7th May 2023 16:00,N/A,16:00,Soft To Heavy,1m 2f,Fairytale Princess (IRE),C. T. Keane,0,G. M. Lyons,9th,2 l,3,9-1,-,True,53,32
Leopardstown Racing Results | 7th May 2023 16:00,N/A,16:00,Soft To Heavy,1m 2f,Fiver Friday (IRE),J. Kearney,7,Paul Traynor,8th,1/2 l,3,9-1,-,True,53,32
Leopardstown Racing Results | 7th May 2023 16:00,N/A,16:00,Soft To Heavy,1m 2f,Kermiya (IRE),Ben Martin Coen,0,John Patrick Murtagh,7th,1 l,3,9-1,-,True,53,32
Leopardstown Racing Results | 7th May 2023 16:00,N/A,16:00,Soft To Heavy,1m 2f,Delicate Girl (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,6th,5 l,3,9-1,-,True,53,32
Leopardstown Racing Results | 7th May 2023 16:00,N/A,16:00,Soft To Heavy,1m 2f,Kitty Mcfee (IRE),G. P. Halpin,0,John S. O'Donoghue,5th,6 1/2 l,3,9-1,-,True,53,32
Leopardstown Racing Results | 7th May 2023 16:00,N/A,16:00,Soft To Heavy,1m 2f,Feach Amach (IRE),L. T. McAteer,3,J. S. Bolger,4th,2 3/4 l,3,9-1eb1,-,True,53,32
Leopardstown Racing Results | 7th May 2023 16:00,N/A,16:00,Soft To Heavy,1m 2f,Shamida (IRE),L. F. Roche,0,D. K. Weld,3rd,Head,3,9-1,-,True,53,32
Leopardstown Racing Results | 7th May 2023 16:00,N/A,16:00,Soft To Heavy,1m 2f,Aghadowey (FR),M. P. Sheehy,0,Joseph Patrick O'Brien,2nd,1 1/4 l,3,9-1t1,-,True,53,32
Leopardstown Racing Results | 7th May 2023 16:00,N/A,16:00,Soft To Heavy,1m 2f,Warm Heart (IRE),W. M. Lordan,0,Aidan O'Brien,1st,N/A,3,9-1,-,True,53,32
Leopardstown Racing Results | 7th May 2023 16:35,N/A,16:35,Soft To Heavy,1m 2f,Kojin (IRE),Ben Martin Coen,0,Peter Fahey,19th,5 1/2 l,5,9-10,86,True,53,33
Leopardstown Racing Results | 7th May 2023 16:35,N/A,16:35,Soft To Heavy,1m 2f,Rain (GER),Shane Foley,0,James M. Barcoe,18th,2 3/4 l,4,9-2,78,True,53,33
Leopardstown Racing Results | 7th May 2023 16:35,N/A,16:35,Soft To Heavy,1m 2f,Laughifuwant (IRE),M. A. Enright,0,Gerard Keane,17th,Head,8,9-8,84,True,53,33
Leopardstown Racing Results | 7th May 2023 16:35,N/A,16:35,Soft To Heavy,1m 2f,Imposing Supreme (IRE),G. M. Ryan,0,T. Gibney,16th,Head,7,9-0,76,True,53,33
Leopardstown Racing Results | 7th May 2023 16:35,N/A,16:35,Soft To Heavy,1m 2f,Timourid (IRE),R. Whearty,7,Paul W. Flynn,15th,1/2 l,6,9-6t,82,True,53,33
Leopardstown Racing Results | 7th May 2023 16:35,N/A,16:35,Soft To Heavy,1m 2f,Golden Twilight (IRE),D. B. McMonagle,0,M. Halford & T. Collins,14th,Neck,6,10-0t,90,True,53,33
Leopardstown Racing Results | 7th May 2023 16:35,N/A,16:35,Soft To Heavy,1m 2f,Purple Gown (IRE),R. P. Cleary,0,J. S. Bolger,13th,3/4 l,4,8-8,70,True,53,33
Leopardstown Racing Results | 7th May 2023 16:35,N/A,16:35,Soft To Heavy,1m 2f,Turf Range (IRE),Seamie Heffernan,0,D. Broad,12th,1 1/4 l,7,9-0b,76,True,53,33
Leopardstown Racing Results | 7th May 2023 16:35,N/A,16:35,Soft To Heavy,1m 2f,New Hill (IRE),R. C. Colgan,0,Ms Sheila Lavery,11th,Neck,5,9-1,77,True,53,33
Leopardstown Racing Results | 7th May 2023 16:35,N/A,16:35,Soft To Heavy,1m 2f,Eastern Wind,J. J. G. Ryan,7,T. G. McCourt,10th,1/2 l,4,9-6h1,82,True,53,33
Leopardstown Racing Results | 7th May 2023 16:35,N/A,16:35,Soft To Heavy,1m 2f,Alma Libre (ARG),W. M. Lordan,0,Miss Natalia Lupini,9th,3/4 l,5,8-11,73,True,53,33
Leopardstown Racing Results | 7th May 2023 16:35,N/A,16:35,Soft To Heavy,1m 2f,Weston (GER),D. J. Gilligan,7,Gordon Elliott,8th,Neck,4,10-7,97,True,53,33
Leopardstown Racing Results | 7th May 2023 16:35,N/A,16:35,Soft To Heavy,1m 2f,Finans Bay (IRE),Adam Caffrey,7,Adrian McGuinness,7th,Neck,6,10-1,91,True,53,33
Leopardstown Racing Results | 7th May 2023 16:35,N/A,16:35,Soft To Heavy,1m 2f,Kingswear,J. M. Sheridan,3,Denis Hogan,6th,1/2 l,6,9-12t1,88,True,53,33
Leopardstown Racing Results | 7th May 2023 16:35,N/A,16:35,Soft To Heavy,1m 2f,Wild Dollar (IRE),Declan McDonogh,0,Eddie & Patrick Harty,5th,3/4 l,5,9-4t,80,True,53,33
Leopardstown Racing Results | 7th May 2023 16:35,N/A,16:35,Soft To Heavy,1m 2f,Turbulence (IRE),M. P. Sheehy,0,Ross O'Sullivan,4th,1 3/4 l,6,8-12,74,True,53,33
Leopardstown Racing Results | 7th May 2023 16:35,N/A,16:35,Soft To Heavy,1m 2f,Mr Rango (IRE),Siobhan Rutledge,5,Ross O'Sullivan,3rd,1/2 l,5,9-10,86,True,53,33
Leopardstown Racing Results | 7th May 2023 16:35,N/A,16:35,Soft To Heavy,1m 2f,Giladah (IRE),C. T. Keane,0,D. K. Weld,2nd,3 l,4,9-11h,87,True,53,33
Leopardstown Racing Results | 7th May 2023 16:35,N/A,16:35,Soft To Heavy,1m 2f,Smooth Tom (IRE),A. J. Slattery,0,A. Slattery,1st,N/A,4,9-7v1,83,True,53,33
Leopardstown Racing Results | 7th May 2023 16:35,N/A,16:35,Soft To Heavy,1m 2f,Kojin (IRE),Ben Martin Coen,0,Peter Fahey,19th,5 1/2 l,5,9-10,86,True,53,33
Leopardstown Racing Results | 7th May 2023 16:35,N/A,16:35,Soft To Heavy,1m 2f,Rain (GER),Shane Foley,0,James M. Barcoe,18th,2 3/4 l,4,9-2,78,True,53,33
Leopardstown Racing Results | 7th May 2023 16:35,N/A,16:35,Soft To Heavy,1m 2f,Laughifuwant (IRE),M. A. Enright,0,Gerard Keane,17th,Head,8,9-8,84,True,53,33
Leopardstown Racing Results | 7th May 2023 16:35,N/A,16:35,Soft To Heavy,1m 2f,Imposing Supreme (IRE),G. M. Ryan,0,T. Gibney,16th,Head,7,9-0,76,True,53,33
Leopardstown Racing Results | 7th May 2023 16:35,N/A,16:35,Soft To Heavy,1m 2f,Timourid (IRE),R. Whearty,7,Paul W. Flynn,15th,1/2 l,6,9-6t,82,True,53,33
Leopardstown Racing Results | 7th May 2023 16:35,N/A,16:35,Soft To Heavy,1m 2f,Golden Twilight (IRE),D. B. McMonagle,0,M. Halford & T. Collins,14th,Neck,6,10-0t,90,True,53,33
Leopardstown Racing Results | 7th May 2023 16:35,N/A,16:35,Soft To Heavy,1m 2f,Purple Gown (IRE),R. P. Cleary,0,J. S. Bolger,13th,3/4 l,4,8-8,70,True,53,33
Leopardstown Racing Results | 7th May 2023 16:35,N/A,16:35,Soft To Heavy,1m 2f,Turf Range (IRE),Seamie Heffernan,0,D. Broad,12th,1 1/4 l,7,9-0b,76,True,53,33
Leopardstown Racing Results | 7th May 2023 16:35,N/A,16:35,Soft To Heavy,1m 2f,New Hill (IRE),R. C. Colgan,0,Ms Sheila Lavery,11th,Neck,5,9-1,77,True,53,33
Leopardstown Racing Results | 7th May 2023 16:35,N/A,16:35,Soft To Heavy,1m 2f,Eastern Wind,J. J. G. Ryan,7,T. G. McCourt,10th,1/2 l,4,9-6h1,82,True,53,33
Leopardstown Racing Results | 7th May 2023 16:35,N/A,16:35,Soft To Heavy,1m 2f,Alma Libre (ARG),W. M. Lordan,0,Miss Natalia Lupini,9th,3/4 l,5,8-11,73,True,53,33
Leopardstown Racing Results | 7th May 2023 16:35,N/A,16:35,Soft To Heavy,1m 2f,Weston (GER),D. J. Gilligan,7,Gordon Elliott,8th,Neck,4,10-7,97,True,53,33
Leopardstown Racing Results | 7th May 2023 16:35,N/A,16:35,Soft To Heavy,1m 2f,Finans Bay (IRE),Adam Caffrey,7,Adrian McGuinness,7th,Neck,6,10-1,91,True,53,33
Leopardstown Racing Results | 7th May 2023 16:35,N/A,16:35,Soft To Heavy,1m 2f,Kingswear,J. M. Sheridan,3,Denis Hogan,6th,1/2 l,6,9-12t1,88,True,53,33
Leopardstown Racing Results | 7th May 2023 16:35,N/A,16:35,Soft To Heavy,1m 2f,Wild Dollar (IRE),Declan McDonogh,0,Eddie & Patrick Harty,5th,3/4 l,5,9-4t,80,True,53,33
Leopardstown Racing Results | 7th May 2023 16:35,N/A,16:35,Soft To Heavy,1m 2f,Turbulence (IRE),M. P. Sheehy,0,Ross O'Sullivan,4th,1 3/4 l,6,8-12,74,True,53,33
Leopardstown Racing Results | 7th May 2023 16:35,N/A,16:35,Soft To Heavy,1m 2f,Mr Rango (IRE),Siobhan Rutledge,5,Ross O'Sullivan,3rd,1/2 l,5,9-10,86,True,53,33
Leopardstown Racing Results | 7th May 2023 16:35,N/A,16:35,Soft To Heavy,1m 2f,Giladah (IRE),C. T. Keane,0,D. K. Weld,2nd,3 l,4,9-11h,87,True,53,33
Leopardstown Racing Results | 7th May 2023 16:35,N/A,16:35,Soft To Heavy,1m 2f,Smooth Tom (IRE),A. J. Slattery,0,A. Slattery,1st,N/A,4,9-7v1,83,True,53,33
Leopardstown Racing Results | 7th May 2023 17:10,N/A,17:10,Soft To Heavy,1m 4f,Lasting Peace (IRE),C. T. Keane,0,Noel Meade,6th,4 1/2 l,3,9-0,70,True,53,34
Leopardstown Racing Results | 7th May 2023 17:10,N/A,17:10,Soft To Heavy,1m 4f,Sixpack,Ben Martin Coen,0,John Patrick Murtagh,5th,11 l,3,9-8,78,True,53,34
Leopardstown Racing Results | 7th May 2023 17:10,N/A,17:10,Soft To Heavy,1m 4f,Picture of a City,William James Lee,0,Andrew Oliver,4th,3 1/2 l,3,9-1,71,True,53,34
Leopardstown Racing Results | 7th May 2023 17:10,N/A,17:10,Soft To Heavy,1m 4f,Water Nymph (IRE),W. M. Lordan,0,Aidan O'Brien,3rd,3 1/4 l,3,9-12p1,82,True,53,34
Leopardstown Racing Results | 7th May 2023 17:10,N/A,17:10,Soft To Heavy,1m 4f,Teutates (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,2nd,Nose,3,9-10p1,80,True,53,34
