track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Naas Racing Results | 19th September 2024 14:55,N/A,14:55,Good (Good To Firm In Places)  (Turf),5f 205y,Grand Dante (USA),G M Ryan,0,D Dias,NR,N/A,2,9-5,-,True,140,1
Naas Racing Results | 19th September 2024 14:55,N/A,14:55,Good (Good To Firm In Places)  (Turf),5f 205y,Saracen (FR),D McMonagle,0,J P O'Brien,NR,N/A,2,9-5,-,True,140,1
Naas Racing Results | 19th September 2024 14:55,N/A,14:55,Good (Good To Firm In Places)  (Turf),5f 205y,Fedal (IRE),C D Hayes,0,E Lynam,11th,1/2 l,2,9-5,-,True,140,1
Naas Racing Results | 19th September 2024 14:55,N/A,14:55,Good (Good To Firm In Places)  (Turf),5f 205y,Hes Bullet Proof (IRE),W Joyce,5,M Mulvany,10th,1/2 l,2,9-5,-,True,140,1
Naas Racing Results | 19th September 2024 14:55,N/A,14:55,Good (Good To Firm In Places)  (Turf),5f 205y,Siyaan,R P Whelan,0,A Oliver,9th,2 1/2 l,2,9-5,-,True,140,1
Naas Racing Results | 19th September 2024 14:55,N/A,14:55,Good (Good To Firm In Places)  (Turf),5f 205y,Far Eclipse (IRE),R P Cleary,0,T G McCourt,8th,1 1/2 l,2,9-5,-,True,140,1
Naas Racing Results | 19th September 2024 14:55,N/A,14:55,Good (Good To Firm In Places)  (Turf),5f 205y,Merchants Arch (IRE),S Foley,0,R O'Sullivan,7th,3/4 l,2,9-5,-,True,140,1
Naas Racing Results | 19th September 2024 14:55,N/A,14:55,Good (Good To Firm In Places)  (Turf),5f 205y,Sea Fort,G F Carroll,0,S Lavery,6th,7 l,2,9-5t1,-,True,140,1
Naas Racing Results | 19th September 2024 14:55,N/A,14:55,Good (Good To Firm In Places)  (Turf),5f 205y,Wish This,J M Sheridan,0,Miss Jennifer Anne Lynch,5th,4 1/2 l,2,9-5,-,True,140,1
Naas Racing Results | 19th September 2024 14:55,N/A,14:55,Good (Good To Firm In Places)  (Turf),5f 205y,Manhattan Chute (IRE),C T Keane,0,M O'Callaghan,4th,1 1/2 l,2,9-5,-,True,140,1
Naas Racing Results | 19th September 2024 14:55,N/A,14:55,Good (Good To Firm In Places)  (Turf),5f 205y,Mississippi River (IRE),R L Moore,0,A P O'Brien,3rd,5 1/2 l,2,9-5,-,True,140,1
Naas Racing Results | 19th September 2024 14:55,N/A,14:55,Good (Good To Firm In Places)  (Turf),5f 205y,Currawood (IRE),W J Lee,0,P Twomey,2nd,1/2 l,2,9-5,-,True,140,1
Naas Racing Results | 19th September 2024 14:55,N/A,14:55,Good (Good To Firm In Places)  (Turf),5f 205y,Antelope Canyon (IRE),W M Lordan,0,A P O'Brien,1st,N/A,2,9-5b,-,True,140,1
Naas Racing Results | 19th September 2024 14:55,N/A,14:55,Good (Good To Firm In Places)  (Turf),5f 205y,Grand Dante (USA),G M Ryan,0,D Dias,NR,N/A,2,9-5,-,True,140,1
Naas Racing Results | 19th September 2024 14:55,N/A,14:55,Good (Good To Firm In Places)  (Turf),5f 205y,Saracen (FR),D McMonagle,0,J P O'Brien,NR,N/A,2,9-5,-,True,140,1
Naas Racing Results | 19th September 2024 14:55,N/A,14:55,Good (Good To Firm In Places)  (Turf),5f 205y,Fedal (IRE),C D Hayes,0,E Lynam,11th,1/2 l,2,9-5,-,True,140,1
Naas Racing Results | 19th September 2024 14:55,N/A,14:55,Good (Good To Firm In Places)  (Turf),5f 205y,Hes Bullet Proof (IRE),W Joyce,5,M Mulvany,10th,1/2 l,2,9-5,-,True,140,1
Naas Racing Results | 19th September 2024 14:55,N/A,14:55,Good (Good To Firm In Places)  (Turf),5f 205y,Siyaan,R P Whelan,0,A Oliver,9th,2 1/2 l,2,9-5,-,True,140,1
Naas Racing Results | 19th September 2024 14:55,N/A,14:55,Good (Good To Firm In Places)  (Turf),5f 205y,Far Eclipse (IRE),R P Cleary,0,T G McCourt,8th,1 1/2 l,2,9-5,-,True,140,1
Naas Racing Results | 19th September 2024 14:55,N/A,14:55,Good (Good To Firm In Places)  (Turf),5f 205y,Merchants Arch (IRE),S Foley,0,R O'Sullivan,7th,3/4 l,2,9-5,-,True,140,1
Naas Racing Results | 19th September 2024 14:55,N/A,14:55,Good (Good To Firm In Places)  (Turf),5f 205y,Sea Fort,G F Carroll,0,S Lavery,6th,7 l,2,9-5t1,-,True,140,1
