track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,14:35,Yielding,7f 110y,Quickstepping (IRE),William James Lee,0,Miss Natalia Lupini,2nd,2 1/4 l,2,9-1,-,True,77,47
N/A,N/A,14:35,Yielding,7f 110y,Sea The Boss,Shane Foley,0,Mrs J. Harrington,1st,N/A,2,9-0,-,True,77,47
N/A,N/A,14:35,Yielding,7f 110y,Apollo Prince (IRE),C. D. Hayes,0,Eddie & Patrick Harty,13th,1 3/4 l,2,9-5,-,True,77,47
N/A,N/A,14:35,Yielding,7f 110y,Saxon Kingdom (IRE),R. C. Colgan,0,M. C. Grassick,12th,4 1/2 l,2,9-5p1,-,True,77,47
N/A,N/A,14:35,Yielding,7f 110y,Naisiun (IRE),N. G. McCullagh,0,J. S. Bolger,11th,3 1/2 l,2,8-8,-,True,77,47
N/A,N/A,14:35,Yielding,7f 110y,Always Wondering (IRE),C. T. Keane,0,Noel Meade,10th,2 1/2 l,2,9-0,-,True,77,47
N/A,N/A,14:35,Yielding,7f 110y,La Juliana (IRE),Seamie Heffernan,0,Kevin Thomas Coleman,9th,1 1/2 l,2,8-12,-,True,77,47
N/A,N/A,14:35,Yielding,7f 110y,Sinbad My Dad (IRE),R. Whearty,5,Seamus Fahey,8th,Neck,2,8-13,-,True,77,47
N/A,N/A,14:35,Yielding,7f 110y,Madame Plaintiff (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,7th,3 l,2,9-0,-,True,77,47
N/A,N/A,14:35,Yielding,7f 110y,Absolute Advantage,H. J. Horgan,7,Joseph Patrick O'Brien,6th,Neck,2,9-7t,-,True,77,47
N/A,N/A,14:35,Yielding,7f 110y,Kolachi (IRE),C. Stone-Walsh,7,Joseph Patrick O'Brien,5th,3/4 l,2,9-9,-,True,77,47
N/A,N/A,14:35,Yielding,7f 110y,Ritournelle (IRE),Andrew Joseph Slattery,0,A. Slattery,4th,3 1/2 l,2,8-8,-,True,77,47
N/A,N/A,14:35,Yielding,7f 110y,Sli Na Ghealai (IRE),R. P. Cleary,0,J. S. Bolger,3rd,1/2 l,2,8-8,-,True,77,47
N/A,N/A,14:35,Yielding,7f 110y,Quickstepping (IRE),William James Lee,0,Miss Natalia Lupini,2nd,2 1/4 l,2,9-1,-,True,77,47
N/A,N/A,14:35,Yielding,7f 110y,Sea The Boss,Shane Foley,0,Mrs J. Harrington,1st,N/A,2,9-0,-,True,77,47
N/A,N/A,15:10,Yielding,7f 110y,Filey Bay (IRE),S. D. Torrens,0,Emmet Mullins,6th,2 l,7,9-13ht1,-,True,77,48
N/A,N/A,15:10,Yielding,7f 110y,Quar Shamar (GER),Shane Foley,0,Mrs J. Harrington,5th,8 l,3,9-9,-,True,77,48
N/A,N/A,15:10,Yielding,7f 110y,Drop The Anchor (IRE),N. G. McCullagh,0,P. A. Fahy,4th,5 l,9,9-9,-,True,77,48
N/A,N/A,15:10,Yielding,7f 110y,Warrior Brave,G. F. Carroll,0,Ross O'Sullivan,3rd,2 1/4 l,5,9-13b,-,True,77,48
N/A,N/A,15:10,Yielding,7f 110y,Lust (IRE),C. T. Keane,0,G. M. Lyons,2nd,3/4 l,5,9-9t,-,True,77,48
N/A,N/A,15:10,Yielding,7f 110y,Caracal (FR),C. Stone-Walsh,7,Joseph Patrick O'Brien,1st,N/A,4,9-9t1,-,True,77,48
N/A,N/A,15:10,Yielding,7f 110y,Filey Bay (IRE),S. D. Torrens,0,Emmet Mullins,6th,2 l,7,9-13ht1,-,True,77,48
N/A,N/A,15:10,Yielding,7f 110y,Quar Shamar (GER),Shane Foley,0,Mrs J. Harrington,5th,8 l,3,9-9,-,True,77,48
N/A,N/A,15:10,Yielding,7f 110y,Drop The Anchor (IRE),N. G. McCullagh,0,P. A. Fahy,4th,5 l,9,9-9,-,True,77,48
N/A,N/A,15:10,Yielding,7f 110y,Warrior Brave,G. F. Carroll,0,Ross O'Sullivan,3rd,2 1/4 l,5,9-13b,-,True,77,48
N/A,N/A,15:10,Yielding,7f 110y,Lust (IRE),C. T. Keane,0,G. M. Lyons,2nd,3/4 l,5,9-9t,-,True,77,48
N/A,N/A,15:10,Yielding,7f 110y,Caracal (FR),C. Stone-Walsh,7,Joseph Patrick O'Brien,1st,N/A,4,9-9t1,-,True,77,48
N/A,N/A,15:45,Yielding,7f 110y,Spring Feeling (FR),Shane Foley,0,K. J. Condon,10th,3 3/4 l,4,9-7t,-,True,77,49
N/A,N/A,15:45,Yielding,7f 110y,Lady Onyx (IRE),Ben Martin Coen,0,John Patrick Murtagh,9th,1 1/4 l,3,9-3,-,True,77,49
N/A,N/A,15:45,Yielding,7f 110y,Dame Kiri (USA),Seamie Heffernan,0,Aidan O'Brien,8th,3 l,3,9-3b,-,True,77,49
N/A,N/A,15:45,Yielding,7f 110y,Statement (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,7th,2 l,5,9-7,-,True,77,49
N/A,N/A,15:45,Yielding,7f 110y,Bella Blue Eyes (IRE),William James Lee,0,P. Twomey,6th,2 3/4 l,3,9-3v1,-,True,77,49
N/A,N/A,15:45,Yielding,7f 110y,Honey Girl (BRA),D. B. McMonagle,0,Joseph Patrick O'Brien,5th,2 3/4 l,4,9-10,-,True,77,49
N/A,N/A,15:45,Yielding,7f 110y,Bells on Her Toes (IRE),Andrew Joseph Slattery,0,A. Slattery,4th,1/2 l,4,9-7v,-,True,77,49
N/A,N/A,15:45,Yielding,7f 110y,Miramis (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,3rd,1/2 l,5,9-7,-,True,77,49
N/A,N/A,15:45,Yielding,7f 110y,Matilda Picotte (IRE),C. T. Keane,0,Kieran Patrick Cotter,2nd,1/2 l,3,9-3p,-,True,77,49
N/A,N/A,15:45,Yielding,7f 110y,Clever and Cool (IRE),R. P. Cleary,0,J. S. Bolger,1st,N/A,3,9-3p,-,True,77,49
N/A,N/A,15:45,Yielding,7f 110y,Spring Feeling (FR),Shane Foley,0,K. J. Condon,10th,3 3/4 l,4,9-7t,-,True,77,49
N/A,N/A,15:45,Yielding,7f 110y,Lady Onyx (IRE),Ben Martin Coen,0,John Patrick Murtagh,9th,1 1/4 l,3,9-3,-,True,77,49
N/A,N/A,15:45,Yielding,7f 110y,Dame Kiri (USA),Seamie Heffernan,0,Aidan O'Brien,8th,3 l,3,9-3b,-,True,77,49
N/A,N/A,15:45,Yielding,7f 110y,Statement (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,7th,2 l,5,9-7,-,True,77,49
N/A,N/A,15:45,Yielding,7f 110y,Bella Blue Eyes (IRE),William James Lee,0,P. Twomey,6th,2 3/4 l,3,9-3v1,-,True,77,49
N/A,N/A,15:45,Yielding,7f 110y,Honey Girl (BRA),D. B. McMonagle,0,Joseph Patrick O'Brien,5th,2 3/4 l,4,9-10,-,True,77,49
N/A,N/A,15:45,Yielding,7f 110y,Bells on Her Toes (IRE),Andrew Joseph Slattery,0,A. Slattery,4th,1/2 l,4,9-7v,-,True,77,49
N/A,N/A,15:45,Yielding,7f 110y,Miramis (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,3rd,1/2 l,5,9-7,-,True,77,49
N/A,N/A,15:45,Yielding,7f 110y,Matilda Picotte (IRE),C. T. Keane,0,Kieran Patrick Cotter,2nd,1/2 l,3,9-3p,-,True,77,49
N/A,N/A,15:45,Yielding,7f 110y,Clever and Cool (IRE),R. P. Cleary,0,J. S. Bolger,1st,N/A,3,9-3p,-,True,77,49
N/A,N/A,16:20,Yielding,5f,Coralillo (IRE),C. D. Hayes,0,Eddie & Patrick Harty,8th,1 3/4 l,3,9-1tb,-,True,77,50
N/A,N/A,16:20,Yielding,5f,Maria Branwell (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,7th,2 1/2 l,3,9-1tp,-,True,77,50
N/A,N/A,16:20,Yielding,5f,Harmony Rose,Ben Martin Coen,0,K. J. Condon,6th,1/2 l,4,9-2,-,True,77,50
N/A,N/A,16:20,Yielding,5f,Amazon Lady (IRE),William James Lee,0,W. McCreery,5th,1 3/4 l,3,9-1,-,True,77,50
N/A,N/A,16:20,Yielding,5f,Gabriella's Spirit (IRE),Shane Foley,0,K. J. Condon,4th,Neck,4,9-2tp,-,True,77,50
N/A,N/A,16:20,Yielding,5f,Dun Na Sead (IRE),G. M. Ryan,0,Kieran Patrick Cotter,3rd,Head,4,9-2,-,True,77,50
N/A,N/A,16:20,Yielding,5f,Lokada (FR),C. T. Keane,0,M. D. O'Callaghan,2nd,Neck,4,9-21,-,True,77,50
N/A,N/A,16:20,Yielding,5f,Twilight Jet (IRE),L. F. Roche,0,M. D. O'Callaghan,1st,N/A,4,9-7b1,-,True,77,50
N/A,N/A,16:20,Yielding,5f,Coralillo (IRE),C. D. Hayes,0,Eddie & Patrick Harty,8th,1 3/4 l,3,9-1tb,-,True,77,50
N/A,N/A,16:20,Yielding,5f,Maria Branwell (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,7th,2 1/2 l,3,9-1tp,-,True,77,50
N/A,N/A,16:20,Yielding,5f,Harmony Rose,Ben Martin Coen,0,K. J. Condon,6th,1/2 l,4,9-2,-,True,77,50
N/A,N/A,16:20,Yielding,5f,Amazon Lady (IRE),William James Lee,0,W. McCreery,5th,1 3/4 l,3,9-1,-,True,77,50
N/A,N/A,16:20,Yielding,5f,Gabriella's Spirit (IRE),Shane Foley,0,K. J. Condon,4th,Neck,4,9-2tp,-,True,77,50
N/A,N/A,16:20,Yielding,5f,Dun Na Sead (IRE),G. M. Ryan,0,Kieran Patrick Cotter,3rd,Head,4,9-2,-,True,77,50
N/A,N/A,16:20,Yielding,5f,Lokada (FR),C. T. Keane,0,M. D. O'Callaghan,2nd,Neck,4,9-21,-,True,77,50
N/A,N/A,16:20,Yielding,5f,Twilight Jet (IRE),L. F. Roche,0,M. D. O'Callaghan,1st,N/A,4,9-7b1,-,True,77,50
