track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,18:35,Good To Yielding  (Turf),3m,Whiskey Sour (IRE),P. Townend,0,W. P. Mullins,2nd,2 1/4 l,10,11-5t,-,True,77,35
N/A,N/A,18:35,Good To Yielding  (Turf),3m,Tullybeg (IRE),J. W. Kennedy,0,Gordon Elliott,1st,N/A,8,11-0t,-,True,77,35
N/A,N/A,18:35,Good To Yielding  (Turf),3m,Dovlator (IRE),J. J. Slevin,0,Dermot Anthony McLoughlin,F,N/A,7,11-1t1,-,True,77,35
N/A,N/A,18:35,Good To Yielding  (Turf),3m,Streets Of Doyen (IRE),D. J. O'Keeffe,0,T. Gibney,5th,49 l,9,11-10tp,-,True,77,35
N/A,N/A,18:35,Good To Yielding  (Turf),3m,Jeff Kidder (IRE),M. P. Walsh,0,Noel Meade,4th,6 1/2 l,6,11-0,-,True,77,35
N/A,N/A,18:35,Good To Yielding  (Turf),3m,Digby (IRE),C. D. Maxwell,0,Dermot Anthony McLoughlin,3rd,1 1/2 l,8,11-0p1,-,True,77,35
N/A,N/A,18:35,Good To Yielding  (Turf),3m,Whiskey Sour (IRE),P. Townend,0,W. P. Mullins,2nd,2 1/4 l,10,11-5t,-,True,77,35
N/A,N/A,18:35,Good To Yielding  (Turf),3m,Tullybeg (IRE),J. W. Kennedy,0,Gordon Elliott,1st,N/A,8,11-0t,-,True,77,35
N/A,N/A,19:05,Good To Yielding,3m,Karayaz (IRE),J. J. Slevin,0,J. J. Cullen,PU,N/A,8,10-13p,87,True,77,36
N/A,N/A,19:05,Good To Yielding,3m,Tell Her Nothing (IRE),A. P. Heskin,0,John Joseph Hanlon,16th,35 l,4,11-0,93,True,77,36
N/A,N/A,19:05,Good To Yielding,3m,Ace Aussie (IRE),J. S. McGarvey,0,John Joseph Hanlon,15th,20 l,5,11-8t,96,True,77,36
N/A,N/A,19:05,Good To Yielding,3m,Free Parking (IRE),Thomas Reilly,7,John McConnell,14th,14 l,6,11-5t,93,True,77,36
N/A,N/A,19:05,Good To Yielding,3m,Doune Castle,Mr O. McGill,7,Noel C. Kelly,13th,Head,7,11-11t,99,True,77,36
N/A,N/A,19:05,Good To Yielding,3m,Fox Fearless,R. A. Doyle,0,Oliver McKiernan,12th,4 3/4 l,7,11-10p,98,True,77,36
N/A,N/A,19:05,Good To Yielding,3m,Skol,Miss A. McGuinness,7,J. J. Lambe,11th,1/2 l,7,11-7,95,True,77,36
N/A,N/A,19:05,Good To Yielding,3m,Zanjabeel,C. Brassil,5,Stephanie Ocsko-Moore,10th,1 1/4 l,10,11-5tb,93,True,77,36
N/A,N/A,19:05,Good To Yielding,3m,Roi De Dubai (IRE),S. D. Torrens,0,John McConnell,9th,Short Head,11,11-7,95,True,77,36
N/A,N/A,19:05,Good To Yielding,3m,Ragin Cajun (IRE),J. Smith,7,Matthew J. Smith,8th,4 1/2 l,10,11-4tb1,92,True,77,36
N/A,N/A,19:05,Good To Yielding,3m,Walking The Walk (IRE),J. W. Kennedy,0,Gordon Elliott,7th,1 1/2 l,8,11-12tb,100,True,77,36
N/A,N/A,19:05,Good To Yielding,3m,Sarah's Soldier (IRE),D. E. Mullins,0,P. A. Fahy,6th,1 1/4 l,5,11-3b,91,True,77,36
N/A,N/A,19:05,Good To Yielding,3m,Cocoplum (IRE),K. C. Sexton,0,Colin A. McBratney,5th,12 l,6,11-10,98,True,77,36
N/A,N/A,19:05,Good To Yielding,3m,Jukebox Jive (FR),S. Fitzgerald,0,Shane Nolan,4th,1/2 l,9,11-11tp,99,True,77,36
N/A,N/A,19:05,Good To Yielding,3m,Heart Of Rome (IRE),Gearoid Patrick Brouder,5,Paul Nolan,3rd,4 1/2 l,4,10-8p,87,True,77,36
N/A,N/A,19:05,Good To Yielding,3m,Winnie Woodnutt (IRE),Mr A. Harvey,7,D. Harvey,2nd,3/4 l,7,11-8ht,96,True,77,36
N/A,N/A,19:05,Good To Yielding,3m,Spring Street (IRE),D. J. O'Keeffe,0,J. P. Flavin,1st,N/A,5,11-1tp,89,True,77,36
N/A,N/A,19:05,Good To Yielding,3m,Karayaz (IRE),J. J. Slevin,0,J. J. Cullen,PU,N/A,8,10-13p,87,True,77,36
N/A,N/A,19:05,Good To Yielding,3m,Tell Her Nothing (IRE),A. P. Heskin,0,John Joseph Hanlon,16th,35 l,4,11-0,93,True,77,36
N/A,N/A,19:05,Good To Yielding,3m,Ace Aussie (IRE),J. S. McGarvey,0,John Joseph Hanlon,15th,20 l,5,11-8t,96,True,77,36
N/A,N/A,19:05,Good To Yielding,3m,Free Parking (IRE),Thomas Reilly,7,John McConnell,14th,14 l,6,11-5t,93,True,77,36
N/A,N/A,19:05,Good To Yielding,3m,Doune Castle,Mr O. McGill,7,Noel C. Kelly,13th,Head,7,11-11t,99,True,77,36
N/A,N/A,19:05,Good To Yielding,3m,Fox Fearless,R. A. Doyle,0,Oliver McKiernan,12th,4 3/4 l,7,11-10p,98,True,77,36
N/A,N/A,19:05,Good To Yielding,3m,Skol,Miss A. McGuinness,7,J. J. Lambe,11th,1/2 l,7,11-7,95,True,77,36
N/A,N/A,19:05,Good To Yielding,3m,Zanjabeel,C. Brassil,5,Stephanie Ocsko-Moore,10th,1 1/4 l,10,11-5tb,93,True,77,36
N/A,N/A,19:05,Good To Yielding,3m,Roi De Dubai (IRE),S. D. Torrens,0,John McConnell,9th,Short Head,11,11-7,95,True,77,36
N/A,N/A,19:05,Good To Yielding,3m,Ragin Cajun (IRE),J. Smith,7,Matthew J. Smith,8th,4 1/2 l,10,11-4tb1,92,True,77,36
N/A,N/A,19:05,Good To Yielding,3m,Walking The Walk (IRE),J. W. Kennedy,0,Gordon Elliott,7th,1 1/2 l,8,11-12tb,100,True,77,36
N/A,N/A,19:05,Good To Yielding,3m,Sarah's Soldier (IRE),D. E. Mullins,0,P. A. Fahy,6th,1 1/4 l,5,11-3b,91,True,77,36
N/A,N/A,19:05,Good To Yielding,3m,Cocoplum (IRE),K. C. Sexton,0,Colin A. McBratney,5th,12 l,6,11-10,98,True,77,36
N/A,N/A,19:05,Good To Yielding,3m,Jukebox Jive (FR),S. Fitzgerald,0,Shane Nolan,4th,1/2 l,9,11-11tp,99,True,77,36
N/A,N/A,19:05,Good To Yielding,3m,Heart Of Rome (IRE),Gearoid Patrick Brouder,5,Paul Nolan,3rd,4 1/2 l,4,10-8p,87,True,77,36
N/A,N/A,19:05,Good To Yielding,3m,Winnie Woodnutt (IRE),Mr A. Harvey,7,D. Harvey,2nd,3/4 l,7,11-8ht,96,True,77,36
N/A,N/A,19:05,Good To Yielding,3m,Spring Street (IRE),D. J. O'Keeffe,0,J. P. Flavin,1st,N/A,5,11-1tp,89,True,77,36
N/A,N/A,19:35,Good To Yielding,2m 190y,Doyen Flyer (IRE),Mr S. Cleary,7,James M. Barcoe,12th,2 1/2 l,5,11-4t1,-,True,77,37
N/A,N/A,19:35,Good To Yielding,2m 190y,Westofsummerhill (IRE),Mr E. P. O'Brien,5,John Patrick Ryan,11th,11 l,5,11-4,-,True,77,37
N/A,N/A,19:35,Good To Yielding,2m 190y,Sadies Diamond (IRE),Mr P. Hanlon,7,John Joseph Hanlon,10th,21 l,4,11-2,-,True,77,37
N/A,N/A,19:35,Good To Yielding,2m 190y,Georgia Celena (IRE),Mr A. Harvey,7,John McConnell,9th,5 1/2 l,5,11-4,-,True,77,37
N/A,N/A,19:35,Good To Yielding,2m 190y,Miss Aytan (IRE),Mr J. L. Gleeson,5,John E. & Thomas Kiely,8th,4 3/4 l,6,11-4,-,True,77,37
N/A,N/A,19:35,Good To Yielding,2m 190y,Late Vocation (IRE),Mr A. P. Ryan,7,P. F. McEnery,7th,1 l,5,11-4,-,True,77,37
N/A,N/A,19:35,Good To Yielding,2m 190y,Lady Danu (IRE),D. Halford,7,M. Halford & T. Collins,6th,7 l,7,11-4,-,True,77,37
N/A,N/A,19:35,Good To Yielding,2m 190y,Jekiki (IRE),Mr P. W. Mullins,0,Mrs J. Harrington,5th,5 1/2 l,5,11-4,-,True,77,37
N/A,N/A,19:35,Good To Yielding,2m 190y,Beauforts Storm (IRE),Mr D. Doyle,7,Timothy Doyle,4th,2 1/4 l,4,11-9,-,True,77,37
N/A,N/A,19:35,Good To Yielding,2m 190y,Wild Mandate (IRE),Mr J. C. Barry,3,Mark McNiff,3rd,1 1/2 l,4,11-2,-,True,77,37
N/A,N/A,19:35,Good To Yielding,2m 190y,Tomavian (IRE),Mr H. C. Swan,5,Gordon Elliott,2nd,Head,4,11-2,-,True,77,37
N/A,N/A,19:35,Good To Yielding,2m 190y,Roedora (IRE),Mr T. Hamilton,0,Joseph Patrick O'Brien,1st,N/A,4,11-9,-,True,77,37
N/A,N/A,19:35,Good To Yielding,2m 190y,Doyen Flyer (IRE),Mr S. Cleary,7,James M. Barcoe,12th,2 1/2 l,5,11-4t1,-,True,77,37
N/A,N/A,19:35,Good To Yielding,2m 190y,Westofsummerhill (IRE),Mr E. P. O'Brien,5,John Patrick Ryan,11th,11 l,5,11-4,-,True,77,37
N/A,N/A,19:35,Good To Yielding,2m 190y,Sadies Diamond (IRE),Mr P. Hanlon,7,John Joseph Hanlon,10th,21 l,4,11-2,-,True,77,37
N/A,N/A,19:35,Good To Yielding,2m 190y,Georgia Celena (IRE),Mr A. Harvey,7,John McConnell,9th,5 1/2 l,5,11-4,-,True,77,37
N/A,N/A,19:35,Good To Yielding,2m 190y,Miss Aytan (IRE),Mr J. L. Gleeson,5,John E. & Thomas Kiely,8th,4 3/4 l,6,11-4,-,True,77,37
N/A,N/A,19:35,Good To Yielding,2m 190y,Late Vocation (IRE),Mr A. P. Ryan,7,P. F. McEnery,7th,1 l,5,11-4,-,True,77,37
N/A,N/A,19:35,Good To Yielding,2m 190y,Lady Danu (IRE),D. Halford,7,M. Halford & T. Collins,6th,7 l,7,11-4,-,True,77,37
N/A,N/A,19:35,Good To Yielding,2m 190y,Jekiki (IRE),Mr P. W. Mullins,0,Mrs J. Harrington,5th,5 1/2 l,5,11-4,-,True,77,37
N/A,N/A,19:35,Good To Yielding,2m 190y,Beauforts Storm (IRE),Mr D. Doyle,7,Timothy Doyle,4th,2 1/4 l,4,11-9,-,True,77,37
N/A,N/A,19:35,Good To Yielding,2m 190y,Wild Mandate (IRE),Mr J. C. Barry,3,Mark McNiff,3rd,1 1/2 l,4,11-2,-,True,77,37
N/A,N/A,19:35,Good To Yielding,2m 190y,Tomavian (IRE),Mr H. C. Swan,5,Gordon Elliott,2nd,Head,4,11-2,-,True,77,37
N/A,N/A,19:35,Good To Yielding,2m 190y,Roedora (IRE),Mr T. Hamilton,0,Joseph Patrick O'Brien,1st,N/A,4,11-9,-,True,77,37
Navan Racing Results | 2nd September 2023 13:40,N/A,13:40,Yielding (Good In Places),5f 164y,Enola Nation (IRE),Declan McDonogh,0,Ciaran Murphy,8th,15 l,2,8-10t1,-,True,77,38
Navan Racing Results | 2nd September 2023 13:40,N/A,13:40,Yielding (Good In Places),5f 164y,With Annie Luck (GER),C. D. Hayes,0,Kevin Prendergast,7th,2 l,2,8-8,-,True,77,38
Navan Racing Results | 2nd September 2023 13:40,N/A,13:40,Yielding (Good In Places),5f 164y,Auburn Avenue (IRE),R. C. Colgan,0,Christopher David Timmons,6th,4 1/2 l,2,9-4,-,True,77,38
Navan Racing Results | 2nd September 2023 13:40,N/A,13:40,Yielding (Good In Places),5f 164y,Ciao For Now,Shane Foley,0,Mrs J. Harrington,5th,Short Head,2,9-0,-,True,77,38
Navan Racing Results | 2nd September 2023 13:40,N/A,13:40,Yielding (Good In Places),5f 164y,Lively Set (IRE),William James Lee,0,W. McCreery,4th,1/2 l,2,9-4,-,True,77,38
Navan Racing Results | 2nd September 2023 13:40,N/A,13:40,Yielding (Good In Places),5f 164y,Annie Edson Taylor,Seamie Heffernan,0,Kevin Thomas Coleman,3rd,Head,2,9-2,-,True,77,38
Navan Racing Results | 2nd September 2023 13:40,N/A,13:40,Yielding (Good In Places),5f 164y,Go Girl Go (IRE),L. F. Roche,0,Adrian Murray,2nd,Head,2,9-0,-,True,77,38
Navan Racing Results | 2nd September 2023 13:40,N/A,13:40,Yielding (Good In Places),5f 164y,Kiki Roberts (IRE),C. T. Keane,0,Noel Meade,1st,N/A,2,8-10,-,True,77,38
Navan Racing Results | 2nd September 2023 13:40,N/A,13:40,Yielding (Good In Places),5f 164y,Enola Nation (IRE),Declan McDonogh,0,Ciaran Murphy,8th,15 l,2,8-10t1,-,True,77,38
Navan Racing Results | 2nd September 2023 13:40,N/A,13:40,Yielding (Good In Places),5f 164y,With Annie Luck (GER),C. D. Hayes,0,Kevin Prendergast,7th,2 l,2,8-8,-,True,77,38
Navan Racing Results | 2nd September 2023 13:40,N/A,13:40,Yielding (Good In Places),5f 164y,Auburn Avenue (IRE),R. C. Colgan,0,Christopher David Timmons,6th,4 1/2 l,2,9-4,-,True,77,38
Navan Racing Results | 2nd September 2023 13:40,N/A,13:40,Yielding (Good In Places),5f 164y,Ciao For Now,Shane Foley,0,Mrs J. Harrington,5th,Short Head,2,9-0,-,True,77,38
Navan Racing Results | 2nd September 2023 13:40,N/A,13:40,Yielding (Good In Places),5f 164y,Lively Set (IRE),William James Lee,0,W. McCreery,4th,1/2 l,2,9-4,-,True,77,38
Navan Racing Results | 2nd September 2023 13:40,N/A,13:40,Yielding (Good In Places),5f 164y,Annie Edson Taylor,Seamie Heffernan,0,Kevin Thomas Coleman,3rd,Head,2,9-2,-,True,77,38
Navan Racing Results | 2nd September 2023 13:40,N/A,13:40,Yielding (Good In Places),5f 164y,Go Girl Go (IRE),L. F. Roche,0,Adrian Murray,2nd,Head,2,9-0,-,True,77,38
Navan Racing Results | 2nd September 2023 13:40,N/A,13:40,Yielding (Good In Places),5f 164y,Kiki Roberts (IRE),C. T. Keane,0,Noel Meade,1st,N/A,2,8-10,-,True,77,38
Navan Racing Results | 2nd September 2023 14:15,N/A,14:15,Yielding (Good In Places),5f 164y,Gloucester (IRE),P. A. Harnett,5,Donnacha Aidan O'Brien,4th,2 l,2,9-3,-,True,77,39
Navan Racing Results | 2nd September 2023 14:15,N/A,14:15,Yielding (Good In Places),5f 164y,Storm Miami (IRE),J. Kearney,7,G. M. Lyons,3rd,1/2 l,2,9-9,-,True,77,39
Navan Racing Results | 2nd September 2023 14:15,N/A,14:15,Yielding (Good In Places),5f 164y,Megarry (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,2nd,Short Head,2,9-2,-,True,77,39
Navan Racing Results | 2nd September 2023 14:15,N/A,14:15,Yielding (Good In Places),5f 164y,Lia Fail (IRE),Wesley Joyce,7,Michael Mulvany,1st,N/A,2,8-11,-,True,77,39
Navan Racing Results | 2nd September 2023 14:15,N/A,14:15,Yielding (Good In Places),5f 164y,Gloucester (IRE),P. A. Harnett,5,Donnacha Aidan O'Brien,4th,2 l,2,9-3,-,True,77,39
Navan Racing Results | 2nd September 2023 14:15,N/A,14:15,Yielding (Good In Places),5f 164y,Storm Miami (IRE),J. Kearney,7,G. M. Lyons,3rd,1/2 l,2,9-9,-,True,77,39
Navan Racing Results | 2nd September 2023 14:15,N/A,14:15,Yielding (Good In Places),5f 164y,Megarry (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,2nd,Short Head,2,9-2,-,True,77,39
Navan Racing Results | 2nd September 2023 14:15,N/A,14:15,Yielding (Good In Places),5f 164y,Lia Fail (IRE),Wesley Joyce,7,Michael Mulvany,1st,N/A,2,8-11,-,True,77,39
Navan Racing Results | 2nd September 2023 14:50,N/A,14:50,Yielding (Good In Places),5f,Jazzy Dancer (IRE),L. T. McAteer,0,W. J. Martin,21st,1/2 l,5,8-12tv,52,True,77,40
Navan Racing Results | 2nd September 2023 14:50,N/A,14:50,Yielding (Good In Places),5f,Starnight (IRE),S. B. Kelly,0,John Patrick Murtagh,20th,2 1/2 l,3,9-12,67,True,77,40
Navan Racing Results | 2nd September 2023 14:50,N/A,14:50,Yielding (Good In Places),5f,Allie Bear (IRE),S. D. Bowen,7,C. W. J. Farrell,19th,3/4 l,3,8-7p,48,True,77,40
Navan Racing Results | 2nd September 2023 14:50,N/A,14:50,Yielding (Good In Places),5f,Sosallycanwait (IRE),Declan McDonogh,0,Leanne Breen,18th,Head,4,8-13b1,53,True,77,40
Navan Racing Results | 2nd September 2023 14:50,N/A,14:50,Yielding (Good In Places),5f,My Joker (IRE),Siobhan Rutledge,3,John McConnell,17th,Neck,4,8-7,45,True,77,40
Navan Racing Results | 2nd September 2023 14:50,N/A,14:50,Yielding (Good In Places),5f,Cavallo Pazzo (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,16th,1 1/2 l,4,10-0t,68,True,77,40
Navan Racing Results | 2nd September 2023 14:50,N/A,14:50,Yielding (Good In Places),5f,Californiagoldrush (IRE),C. Stone-Walsh,7,Kevin Thomas Coleman,15th,Neck,3,9-0,55,True,77,40
Navan Racing Results | 2nd September 2023 14:50,N/A,14:50,Yielding (Good In Places),5f,Giocoso (IRE),C. Horgan,7,A. Slattery,14th,Nose,4,8-7v1,45,True,77,40
Navan Racing Results | 2nd September 2023 14:50,N/A,14:50,Yielding (Good In Places),5f,Silver Nemo (IRE),K. J. Leonard,0,L. Smyth,13th,1 l,5,8-7tb,45,True,77,40
Navan Racing Results | 2nd September 2023 14:50,N/A,14:50,Yielding (Good In Places),5f,Senado Square,Andrew Joseph Slattery,0,A. Slattery,12th,Neck,3,8-8,49,True,77,40
Navan Racing Results | 2nd September 2023 14:50,N/A,14:50,Yielding (Good In Places),5f,Not Too Real Bad (IRE),Shane Foley,0,Thomas Mullins,11th,1 1/4 l,3,9-11ht,66,True,77,40
Navan Racing Results | 2nd September 2023 14:50,N/A,14:50,Yielding (Good In Places),5f,Universally (IRE),C. D. Hayes,0,E. J. O'Neill,10th,1/2 l,4,9-8b,62,True,77,40
Navan Racing Results | 2nd September 2023 14:50,N/A,14:50,Yielding (Good In Places),5f,Hot Whispers (IRE),J. M. Sheridan,0,Adrian Brendan Joyce,9th,Neck,4,8-13tp,53,True,77,40
Navan Racing Results | 2nd September 2023 14:50,N/A,14:50,Yielding (Good In Places),5f,Cholita (IRE),Ben Martin Coen,0,Sarah Lynam,8th,Short Head,3,8-13tp1,54,True,77,40
Navan Racing Results | 2nd September 2023 14:50,N/A,14:50,Yielding (Good In Places),5f,Art of Unity,R. Whearty,5,Muredach Kelly,7th,Neck,8,8-12tp1,52,True,77,40
Navan Racing Results | 2nd September 2023 14:50,N/A,14:50,Yielding (Good In Places),5f,Ever Rock (IRE),Wesley Joyce,7,J. J. Lambe,6th,1/2 l,7,8-13,53,True,77,40
Navan Racing Results | 2nd September 2023 14:50,N/A,14:50,Yielding (Good In Places),5f,Run Forrest Run (IRE),J. A. Powell,5,Michael Fenton,5th,2 1/4 l,5,9-8p,62,True,77,40
Navan Racing Results | 2nd September 2023 14:50,N/A,14:50,Yielding (Good In Places),5f,Siesta Beach,C. T. Keane,0,M. D. O'Callaghan,4th,Short Head,4,9-12b,66,True,77,40
Navan Racing Results | 2nd September 2023 14:50,N/A,14:50,Yielding (Good In Places),5f,Distillate,Adam Caffrey,5,Adrian McGuinness,2nd,Dead Heat,3,9-6t,61,True,77,40
Navan Racing Results | 2nd September 2023 14:50,N/A,14:50,Yielding (Good In Places),5f,Rathbranchurch (IRE),G. F. Carroll,0,Michael Mulvany,2nd,1/2 l,3,9-7,62,True,77,40
Navan Racing Results | 2nd September 2023 14:50,N/A,14:50,Yielding (Good In Places),5f,Step Back In Time (IRE),R. P. Cleary,0,Christopher David Timmons,1st,N/A,5,8-7p,45,True,77,40
Navan Racing Results | 2nd September 2023 14:50,N/A,14:50,Yielding (Good In Places),5f,Jazzy Dancer (IRE),L. T. McAteer,0,W. J. Martin,21st,1/2 l,5,8-12tv,52,True,77,40
Navan Racing Results | 2nd September 2023 14:50,N/A,14:50,Yielding (Good In Places),5f,Starnight (IRE),S. B. Kelly,0,John Patrick Murtagh,20th,2 1/2 l,3,9-12,67,True,77,40
Navan Racing Results | 2nd September 2023 14:50,N/A,14:50,Yielding (Good In Places),5f,Allie Bear (IRE),S. D. Bowen,7,C. W. J. Farrell,19th,3/4 l,3,8-7p,48,True,77,40
Navan Racing Results | 2nd September 2023 14:50,N/A,14:50,Yielding (Good In Places),5f,Sosallycanwait (IRE),Declan McDonogh,0,Leanne Breen,18th,Head,4,8-13b1,53,True,77,40
Navan Racing Results | 2nd September 2023 14:50,N/A,14:50,Yielding (Good In Places),5f,My Joker (IRE),Siobhan Rutledge,3,John McConnell,17th,Neck,4,8-7,45,True,77,40
Navan Racing Results | 2nd September 2023 14:50,N/A,14:50,Yielding (Good In Places),5f,Cavallo Pazzo (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,16th,1 1/2 l,4,10-0t,68,True,77,40
Navan Racing Results | 2nd September 2023 14:50,N/A,14:50,Yielding (Good In Places),5f,Californiagoldrush (IRE),C. Stone-Walsh,7,Kevin Thomas Coleman,15th,Neck,3,9-0,55,True,77,40
Navan Racing Results | 2nd September 2023 14:50,N/A,14:50,Yielding (Good In Places),5f,Giocoso (IRE),C. Horgan,7,A. Slattery,14th,Nose,4,8-7v1,45,True,77,40
Navan Racing Results | 2nd September 2023 14:50,N/A,14:50,Yielding (Good In Places),5f,Silver Nemo (IRE),K. J. Leonard,0,L. Smyth,13th,1 l,5,8-7tb,45,True,77,40
Navan Racing Results | 2nd September 2023 14:50,N/A,14:50,Yielding (Good In Places),5f,Senado Square,Andrew Joseph Slattery,0,A. Slattery,12th,Neck,3,8-8,49,True,77,40
Navan Racing Results | 2nd September 2023 14:50,N/A,14:50,Yielding (Good In Places),5f,Not Too Real Bad (IRE),Shane Foley,0,Thomas Mullins,11th,1 1/4 l,3,9-11ht,66,True,77,40
Navan Racing Results | 2nd September 2023 14:50,N/A,14:50,Yielding (Good In Places),5f,Universally (IRE),C. D. Hayes,0,E. J. O'Neill,10th,1/2 l,4,9-8b,62,True,77,40
Navan Racing Results | 2nd September 2023 14:50,N/A,14:50,Yielding (Good In Places),5f,Hot Whispers (IRE),J. M. Sheridan,0,Adrian Brendan Joyce,9th,Neck,4,8-13tp,53,True,77,40
Navan Racing Results | 2nd September 2023 14:50,N/A,14:50,Yielding (Good In Places),5f,Cholita (IRE),Ben Martin Coen,0,Sarah Lynam,8th,Short Head,3,8-13tp1,54,True,77,40
Navan Racing Results | 2nd September 2023 14:50,N/A,14:50,Yielding (Good In Places),5f,Art of Unity,R. Whearty,5,Muredach Kelly,7th,Neck,8,8-12tp1,52,True,77,40
Navan Racing Results | 2nd September 2023 14:50,N/A,14:50,Yielding (Good In Places),5f,Ever Rock (IRE),Wesley Joyce,7,J. J. Lambe,6th,1/2 l,7,8-13,53,True,77,40
Navan Racing Results | 2nd September 2023 14:50,N/A,14:50,Yielding (Good In Places),5f,Run Forrest Run (IRE),J. A. Powell,5,Michael Fenton,5th,2 1/4 l,5,9-8p,62,True,77,40
Navan Racing Results | 2nd September 2023 14:50,N/A,14:50,Yielding (Good In Places),5f,Siesta Beach,C. T. Keane,0,M. D. O'Callaghan,4th,Short Head,4,9-12b,66,True,77,40
Navan Racing Results | 2nd September 2023 14:50,N/A,14:50,Yielding (Good In Places),5f,Distillate,Adam Caffrey,5,Adrian McGuinness,2nd,Dead Heat,3,9-6t,61,True,77,40
Navan Racing Results | 2nd September 2023 14:50,N/A,14:50,Yielding (Good In Places),5f,Rathbranchurch (IRE),G. F. Carroll,0,Michael Mulvany,2nd,1/2 l,3,9-7,62,True,77,40
Navan Racing Results | 2nd September 2023 14:50,N/A,14:50,Yielding (Good In Places),5f,Step Back In Time (IRE),R. P. Cleary,0,Christopher David Timmons,1st,N/A,5,8-7p,45,True,77,40
Navan Racing Results | 2nd September 2023 15:25,N/A,15:25,Yielding (Good In Places),5f,Hurricane Ivor (IRE),Shane Foley,0,Mrs J. Harrington,7th,Neck,6,9-12,95,True,77,41
Navan Racing Results | 2nd September 2023 15:25,N/A,15:25,Yielding (Good In Places),5f,Torivega (IRE),R. C. Colgan,0,Ms Sheila Lavery,6th,2 1/2 l,3,10-0,98,True,77,41
Navan Racing Results | 2nd September 2023 15:25,N/A,15:25,Yielding (Good In Places),5f,Sioux Spirit (IRE),N. G. McCullagh,0,K. J. Condon,5th,3/4 l,3,8-12v,82,True,77,41
Navan Racing Results | 2nd September 2023 15:25,N/A,15:25,Yielding (Good In Places),5f,Parting Glass (IRE),Andrew Joseph Slattery,0,J. A. Stack,4th,1 l,3,8-7t,77,True,77,41
Navan Racing Results | 2nd September 2023 15:25,N/A,15:25,Yielding (Good In Places),5f,Arnhem (IRE),G. M. Ryan,0,M. G. Quinn,3rd,1/2 l,7,8-13,82,True,77,41
Navan Racing Results | 2nd September 2023 15:25,N/A,15:25,Yielding (Good In Places),5f,Silmaniya (IRE),Ben Martin Coen,0,John Patrick Murtagh,2nd,1/2 l,3,9-2b1,86,True,77,41
Navan Racing Results | 2nd September 2023 15:25,N/A,15:25,Yielding (Good In Places),5f,The Highway Rat (IRE),William James Lee,0,Andrew Oliver,1st,N/A,5,9-13,96,True,77,41
Navan Racing Results | 2nd September 2023 15:25,N/A,15:25,Yielding (Good In Places),5f,Hurricane Ivor (IRE),Shane Foley,0,Mrs J. Harrington,7th,Neck,6,9-12,95,True,77,41
Navan Racing Results | 2nd September 2023 15:25,N/A,15:25,Yielding (Good In Places),5f,Torivega (IRE),R. C. Colgan,0,Ms Sheila Lavery,6th,2 1/2 l,3,10-0,98,True,77,41
Navan Racing Results | 2nd September 2023 15:25,N/A,15:25,Yielding (Good In Places),5f,Sioux Spirit (IRE),N. G. McCullagh,0,K. J. Condon,5th,3/4 l,3,8-12v,82,True,77,41
Navan Racing Results | 2nd September 2023 15:25,N/A,15:25,Yielding (Good In Places),5f,Parting Glass (IRE),Andrew Joseph Slattery,0,J. A. Stack,4th,1 l,3,8-7t,77,True,77,41
Navan Racing Results | 2nd September 2023 15:25,N/A,15:25,Yielding (Good In Places),5f,Arnhem (IRE),G. M. Ryan,0,M. G. Quinn,3rd,1/2 l,7,8-13,82,True,77,41
Navan Racing Results | 2nd September 2023 15:25,N/A,15:25,Yielding (Good In Places),5f,Silmaniya (IRE),Ben Martin Coen,0,John Patrick Murtagh,2nd,1/2 l,3,9-2b1,86,True,77,41
Navan Racing Results | 2nd September 2023 15:25,N/A,15:25,Yielding (Good In Places),5f,The Highway Rat (IRE),William James Lee,0,Andrew Oliver,1st,N/A,5,9-13,96,True,77,41
Navan Racing Results | 2nd September 2023 16:00,N/A,16:00,Yielding (Good In Places),1m,Love Me Doree (IRE),C. D. Maxwell,0,Dermot Anthony McLoughlin,13th,13 l,4,9-8,-,True,77,42
Navan Racing Results | 2nd September 2023 16:00,N/A,16:00,Yielding (Good In Places),1m,My Birthday Girl (IRE),C. D. Hayes,0,Noel Meade,12th,7 1/2 l,3,9-3,-,True,77,42
Navan Racing Results | 2nd September 2023 16:00,N/A,16:00,Yielding (Good In Places),1m,Loma Larnee,Ben Martin Coen,0,Andrew Oliver,11th,3 1/2 l,3,9-3,-,True,77,42
Navan Racing Results | 2nd September 2023 16:00,N/A,16:00,Yielding (Good In Places),1m,Dumb Love (IRE),C. T. Keane,0,G. M. Lyons,10th,3 l,3,9-3,-,True,77,42
Navan Racing Results | 2nd September 2023 16:00,N/A,16:00,Yielding (Good In Places),1m,Sunday Miss (IRE),R. C. Colgan,0,Luke Comer,9th,1 1/2 l,4,9-8t1,-,True,77,42
Navan Racing Results | 2nd September 2023 16:00,N/A,16:00,Yielding (Good In Places),1m,Semantics (USA),G. F. Carroll,0,G. M. Lyons,8th,Head,3,9-3b,-,True,77,42
