track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Tipperary Racing Results | 9th May 2024 19:40,N/A,19:40,Yielding (Good To Yielding In Places),2m 2f,Lady Nightingale (IRE),Mr J G Murphy,7,P Kiely,NR,N/A,5,11-11,-,True,112,38
Tipperary Racing Results | 9th May 2024 19:40,N/A,19:40,Yielding (Good To Yielding In Places),2m 2f,Forceonmyown (IRE),Mr M J Kenneally,7,D Ahern,9th,3/4 l,5,11-11,-,True,112,38
Tipperary Racing Results | 9th May 2024 19:40,N/A,19:40,Yielding (Good To Yielding In Places),2m 2f,Justlikejessejames (IRE),Mr T Power Roche,7,Brendan Walsh,8th,3/4 l,5,11-11,-,True,112,38
Tipperary Racing Results | 9th May 2024 19:40,N/A,19:40,Yielding (Good To Yielding In Places),2m 2f,Pepperpots (IRE),Mr B J Walsh,7,B J Walsh,7th,2 1/2 l,6,11-11,-,True,112,38
Tipperary Racing Results | 9th May 2024 19:40,N/A,19:40,Yielding (Good To Yielding In Places),2m 2f,Phildante (IRE),Mr M J McGrath,7,R J McGrath,6th,3 l,7,11-11h1,-,True,112,38
Tipperary Racing Results | 9th May 2024 19:40,N/A,19:40,Yielding (Good To Yielding In Places),2m 2f,Runaway Bride (IRE),Mr E Mahon,7,Mrs G O'Connor,5th,9 l,5,11-11,-,True,112,38
Tipperary Racing Results | 9th May 2024 19:40,N/A,19:40,Yielding (Good To Yielding In Places),2m 2f,Elsa Bay (IRE),Mr B O'Neill,0,William P Murphy,4th,5 l,6,11-11,-,True,112,38
Tipperary Racing Results | 9th May 2024 19:40,N/A,19:40,Yielding (Good To Yielding In Places),2m 2f,Wyoming Baby (IRE),Mr R James,7,R Tyner,3rd,4 l,6,11-11h1,-,True,112,38
Tipperary Racing Results | 9th May 2024 19:40,N/A,19:40,Yielding (Good To Yielding In Places),2m 2f,Klassical Corona (FR),Mr J L Gleeson,5,C Motherway,2nd,6 l,4,11-5,-,True,112,38
Tipperary Racing Results | 9th May 2024 19:40,N/A,19:40,Yielding (Good To Yielding In Places),2m 2f,Jasmine D'airy (FR),Mr D O'Connor,0,S Curling,1st,N/A,5,11-11,-,True,112,38
Tipperary Racing Results | 9th May 2024 19:40,N/A,19:40,Yielding (Good To Yielding In Places),2m 2f,Ma Bess (IRE),Mr Alan O'Sullivan,7,T O'Brien,NR,N/A,6,11-11h,-,True,112,38
Tipperary Racing Results | 9th May 2024 19:40,N/A,19:40,Yielding (Good To Yielding In Places),2m 2f,Miss Penny Copper (IRE),Mr J D Coffey,7,D Coffey,NR,N/A,6,11-11,-,True,112,38
Tipperary Racing Results | 9th May 2024 19:40,N/A,19:40,Yielding (Good To Yielding In Places),2m 2f,Lady Nightingale (IRE),Mr J G Murphy,7,P Kiely,NR,N/A,5,11-11,-,True,112,38
Tipperary Racing Results | 9th May 2024 19:40,N/A,19:40,Yielding (Good To Yielding In Places),2m 2f,Forceonmyown (IRE),Mr M J Kenneally,7,D Ahern,9th,3/4 l,5,11-11,-,True,112,38
Tipperary Racing Results | 9th May 2024 19:40,N/A,19:40,Yielding (Good To Yielding In Places),2m 2f,Justlikejessejames (IRE),Mr T Power Roche,7,Brendan Walsh,8th,3/4 l,5,11-11,-,True,112,38
Tipperary Racing Results | 9th May 2024 19:40,N/A,19:40,Yielding (Good To Yielding In Places),2m 2f,Pepperpots (IRE),Mr B J Walsh,7,B J Walsh,7th,2 1/2 l,6,11-11,-,True,112,38
Tipperary Racing Results | 9th May 2024 19:40,N/A,19:40,Yielding (Good To Yielding In Places),2m 2f,Phildante (IRE),Mr M J McGrath,7,R J McGrath,6th,3 l,7,11-11h1,-,True,112,38
Tipperary Racing Results | 9th May 2024 19:40,N/A,19:40,Yielding (Good To Yielding In Places),2m 2f,Runaway Bride (IRE),Mr E Mahon,7,Mrs G O'Connor,5th,9 l,5,11-11,-,True,112,38
Tipperary Racing Results | 9th May 2024 19:40,N/A,19:40,Yielding (Good To Yielding In Places),2m 2f,Elsa Bay (IRE),Mr B O'Neill,0,William P Murphy,4th,5 l,6,11-11,-,True,112,38
Tipperary Racing Results | 9th May 2024 19:40,N/A,19:40,Yielding (Good To Yielding In Places),2m 2f,Wyoming Baby (IRE),Mr R James,7,R Tyner,3rd,4 l,6,11-11h1,-,True,112,38
Tipperary Racing Results | 9th May 2024 19:40,N/A,19:40,Yielding (Good To Yielding In Places),2m 2f,Klassical Corona (FR),Mr J L Gleeson,5,C Motherway,2nd,6 l,4,11-5,-,True,112,38
Tipperary Racing Results | 9th May 2024 19:40,N/A,19:40,Yielding (Good To Yielding In Places),2m 2f,Jasmine D'airy (FR),Mr D O'Connor,0,S Curling,1st,N/A,5,11-11,-,True,112,38
Tipperary Racing Results | 9th May 2024 20:10,N/A,20:10,Yielding (Good To Yielding In Places) To Point I.N.H. Flat (Turf),2m 2f,Block Rockin Beats (IRE),Mr D Allen,7,T O'Brien,NR,N/A,5,12-0,-,True,112,39
Tipperary Racing Results | 9th May 2024 20:10,N/A,20:10,Yielding (Good To Yielding In Places) To Point I.N.H. Flat (Turf),2m 2f,Fox Hardaway (IRE),Mr C J Shine,7,T Leonard,9th,13 l,7,12-0,-,True,112,39
Tipperary Racing Results | 9th May 2024 20:10,N/A,20:10,Yielding (Good To Yielding In Places) To Point I.N.H. Flat (Turf),2m 2f,And Still I Rise (IRE),Mr K O'Neill,7,John F O'Neill,8th,32 l,7,12-0,-,True,112,39
Tipperary Racing Results | 9th May 2024 20:10,N/A,20:10,Yielding (Good To Yielding In Places) To Point I.N.H. Flat (Turf),2m 2f,Therellbguddaysyet (IRE),Mr M J O'Connor,0,M J O'Connor,7th,1 1/2 l,8,12-0,-,True,112,39
Tipperary Racing Results | 9th May 2024 20:10,N/A,20:10,Yielding (Good To Yielding In Places) To Point I.N.H. Flat (Turf),2m 2f,Kerlogue (IRE),Mr S E O'Rourke,7,W J Burke,6th,2 3/4 l,6,12-0,-,True,112,39
Tipperary Racing Results | 9th May 2024 20:10,N/A,20:10,Yielding (Good To Yielding In Places) To Point I.N.H. Flat (Turf),2m 2f,Val Venus (IRE),Mr J C Barry,3,Edward F Power,5th,Neck,6,12-0,-,True,112,39
Tipperary Racing Results | 9th May 2024 20:10,N/A,20:10,Yielding (Good To Yielding In Places) To Point I.N.H. Flat (Turf),2m 2f,Jumble Light (FR),Mr E Mahon,7,John Hayes,4th,1 l,5,12-0,-,True,112,39
Tipperary Racing Results | 9th May 2024 20:10,N/A,20:10,Yielding (Good To Yielding In Places) To Point I.N.H. Flat (Turf),2m 2f,Mic Drop (IRE),Mr R James,7,D M O'Brien,3rd,2 1/4 l,5,12-0,-,True,112,39
Tipperary Racing Results | 9th May 2024 20:10,N/A,20:10,Yielding (Good To Yielding In Places) To Point I.N.H. Flat (Turf),2m 2f,Norr's Cross (IRE),Mr D Kiely,7,R J McGrath,2nd,Short Head,5,12-0,-,True,112,39
Tipperary Racing Results | 9th May 2024 20:10,N/A,20:10,Yielding (Good To Yielding In Places) To Point I.N.H. Flat (Turf),2m 2f,Jackstell (FR),Mr J L Gleeson,5,E Mullins,1st,N/A,5,12-0,-,True,112,39
Tipperary Racing Results | 9th May 2024 20:10,N/A,20:10,Yielding (Good To Yielding In Places) To Point I.N.H. Flat (Turf),2m 2f,Block Rockin Beats (IRE),Mr D Allen,7,T O'Brien,NR,N/A,5,12-0,-,True,112,39
Tipperary Racing Results | 9th May 2024 20:10,N/A,20:10,Yielding (Good To Yielding In Places) To Point I.N.H. Flat (Turf),2m 2f,Fox Hardaway (IRE),Mr C J Shine,7,T Leonard,9th,13 l,7,12-0,-,True,112,39
Tipperary Racing Results | 9th May 2024 20:10,N/A,20:10,Yielding (Good To Yielding In Places) To Point I.N.H. Flat (Turf),2m 2f,And Still I Rise (IRE),Mr K O'Neill,7,John F O'Neill,8th,32 l,7,12-0,-,True,112,39
Tipperary Racing Results | 9th May 2024 20:10,N/A,20:10,Yielding (Good To Yielding In Places) To Point I.N.H. Flat (Turf),2m 2f,Therellbguddaysyet (IRE),Mr M J O'Connor,0,M J O'Connor,7th,1 1/2 l,8,12-0,-,True,112,39
Tipperary Racing Results | 9th May 2024 20:10,N/A,20:10,Yielding (Good To Yielding In Places) To Point I.N.H. Flat (Turf),2m 2f,Kerlogue (IRE),Mr S E O'Rourke,7,W J Burke,6th,2 3/4 l,6,12-0,-,True,112,39
Tipperary Racing Results | 9th May 2024 20:10,N/A,20:10,Yielding (Good To Yielding In Places) To Point I.N.H. Flat (Turf),2m 2f,Val Venus (IRE),Mr J C Barry,3,Edward F Power,5th,Neck,6,12-0,-,True,112,39
Tipperary Racing Results | 9th May 2024 20:10,N/A,20:10,Yielding (Good To Yielding In Places) To Point I.N.H. Flat (Turf),2m 2f,Jumble Light (FR),Mr E Mahon,7,John Hayes,4th,1 l,5,12-0,-,True,112,39
Tipperary Racing Results | 9th May 2024 20:10,N/A,20:10,Yielding (Good To Yielding In Places) To Point I.N.H. Flat (Turf),2m 2f,Mic Drop (IRE),Mr R James,7,D M O'Brien,3rd,2 1/4 l,5,12-0,-,True,112,39
Tipperary Racing Results | 9th May 2024 20:10,N/A,20:10,Yielding (Good To Yielding In Places) To Point I.N.H. Flat (Turf),2m 2f,Norr's Cross (IRE),Mr D Kiely,7,R J McGrath,2nd,Short Head,5,12-0,-,True,112,39
Tipperary Racing Results | 9th May 2024 20:10,N/A,20:10,Yielding (Good To Yielding In Places) To Point I.N.H. Flat (Turf),2m 2f,Jackstell (FR),Mr J L Gleeson,5,E Mullins,1st,N/A,5,12-0,-,True,112,39
Cork Racing Results | 10th May 2024 16:05,N/A,16:05,Good (Good To Firm In Places),5f,Some Like It Hot (IRE),K G Kennedy,7,Mrs J Harrington,NR,N/A,2,8-10,-,True,112,40
Cork Racing Results | 10th May 2024 16:05,N/A,16:05,Good (Good To Firm In Places),5f,Boyne Valley (IRE),W Joyce,5,M Mulvany,12th,12 l,2,8-10,-,True,112,40
Cork Racing Results | 10th May 2024 16:05,N/A,16:05,Good (Good To Firm In Places),5f,Captain Gallagher,G M Ryan,0,Donnacha O'Brien,11th,2 1/2 l,2,9-1,-,True,112,40
Cork Racing Results | 10th May 2024 16:05,N/A,16:05,Good (Good To Firm In Places),5f,Altoir Na Greine (IRE),C T Keane,0,N Meade,10th,3 1/2 l,2,8-13,-,True,112,40
Cork Racing Results | 10th May 2024 16:05,N/A,16:05,Good (Good To Firm In Places),5f,Alcedo Atthis (IRE),D P McDonogh,0,K P Cotter,9th,Neck,2,9-1,-,True,112,40
Cork Racing Results | 10th May 2024 16:05,N/A,16:05,Good (Good To Firm In Places),5f,Barton Key (IRE),D McMonagle,0,J P O'Brien,8th,1 1/4 l,2,9-1,-,True,112,40
Cork Racing Results | 10th May 2024 16:05,N/A,16:05,Good (Good To Firm In Places),5f,Shimmy Jimmy (IRE),K J Leonard,0,Donnacha O'Brien,7th,3/4 l,2,8-13,-,True,112,40
Cork Racing Results | 10th May 2024 16:05,N/A,16:05,Good (Good To Firm In Places),5f,Promise Given (IRE),R P Whelan,0,Chris Timmons,6th,1 1/4 l,2,8-8,-,True,112,40
Cork Racing Results | 10th May 2024 16:05,N/A,16:05,Good (Good To Firm In Places),5f,New Theory (IRE),J M Sheridan,0,J A Stack,5th,1/2 l,2,8-12,-,True,112,40
Cork Racing Results | 10th May 2024 16:05,N/A,16:05,Good (Good To Firm In Places),5f,Powerful Lady (FR),W M Lordan,0,N Lupini,4th,Neck,2,8-8,-,True,112,40
Cork Racing Results | 10th May 2024 16:05,N/A,16:05,Good (Good To Firm In Places),5f,Sir Yoshi (IRE),L T McAteer,0,D Marnane,3rd,Neck,2,9-5,-,True,112,40
Cork Racing Results | 10th May 2024 16:05,N/A,16:05,Good (Good To Firm In Places),5f,Powerful Nation (IRE),A J Slattery,0,A Slattery,2nd,Short Head,2,9-5,-,True,112,40
Cork Racing Results | 10th May 2024 16:05,N/A,16:05,Good (Good To Firm In Places),5f,Rock N Roll Rocket (IRE),S Foley,0,Mrs J Harrington,1st,N/A,2,9-1,-,True,112,40
Cork Racing Results | 10th May 2024 16:05,N/A,16:05,Good (Good To Firm In Places),5f,Some Like It Hot (IRE),K G Kennedy,7,Mrs J Harrington,NR,N/A,2,8-10,-,True,112,40
Cork Racing Results | 10th May 2024 16:05,N/A,16:05,Good (Good To Firm In Places),5f,Boyne Valley (IRE),W Joyce,5,M Mulvany,12th,12 l,2,8-10,-,True,112,40
Cork Racing Results | 10th May 2024 16:05,N/A,16:05,Good (Good To Firm In Places),5f,Captain Gallagher,G M Ryan,0,Donnacha O'Brien,11th,2 1/2 l,2,9-1,-,True,112,40
Cork Racing Results | 10th May 2024 16:05,N/A,16:05,Good (Good To Firm In Places),5f,Altoir Na Greine (IRE),C T Keane,0,N Meade,10th,3 1/2 l,2,8-13,-,True,112,40
Cork Racing Results | 10th May 2024 16:05,N/A,16:05,Good (Good To Firm In Places),5f,Alcedo Atthis (IRE),D P McDonogh,0,K P Cotter,9th,Neck,2,9-1,-,True,112,40
Cork Racing Results | 10th May 2024 16:05,N/A,16:05,Good (Good To Firm In Places),5f,Barton Key (IRE),D McMonagle,0,J P O'Brien,8th,1 1/4 l,2,9-1,-,True,112,40
Cork Racing Results | 10th May 2024 16:05,N/A,16:05,Good (Good To Firm In Places),5f,Shimmy Jimmy (IRE),K J Leonard,0,Donnacha O'Brien,7th,3/4 l,2,8-13,-,True,112,40
Cork Racing Results | 10th May 2024 16:05,N/A,16:05,Good (Good To Firm In Places),5f,Promise Given (IRE),R P Whelan,0,Chris Timmons,6th,1 1/4 l,2,8-8,-,True,112,40
Cork Racing Results | 10th May 2024 16:05,N/A,16:05,Good (Good To Firm In Places),5f,New Theory (IRE),J M Sheridan,0,J A Stack,5th,1/2 l,2,8-12,-,True,112,40
Cork Racing Results | 10th May 2024 16:05,N/A,16:05,Good (Good To Firm In Places),5f,Powerful Lady (FR),W M Lordan,0,N Lupini,4th,Neck,2,8-8,-,True,112,40
Cork Racing Results | 10th May 2024 16:05,N/A,16:05,Good (Good To Firm In Places),5f,Sir Yoshi (IRE),L T McAteer,0,D Marnane,3rd,Neck,2,9-5,-,True,112,40
Cork Racing Results | 10th May 2024 16:05,N/A,16:05,Good (Good To Firm In Places),5f,Powerful Nation (IRE),A J Slattery,0,A Slattery,2nd,Short Head,2,9-5,-,True,112,40
Cork Racing Results | 10th May 2024 16:05,N/A,16:05,Good (Good To Firm In Places),5f,Rock N Roll Rocket (IRE),S Foley,0,Mrs J Harrington,1st,N/A,2,9-1,-,True,112,40
Cork Racing Results | 10th May 2024 16:40,N/A,16:40,Good (Good To Firm In Places),5f 110y,Shandy (IRE),J M Sheridan,0,J A Stack,13th,4 1/2 l,3,9-2,-,True,112,41
Cork Racing Results | 10th May 2024 16:40,N/A,16:40,Good (Good To Firm In Places),5f 110y,Lia Fail (IRE),W Joyce,0,M Mulvany,12th,3 l,3,9-2t,-,True,112,41
Cork Racing Results | 10th May 2024 16:40,N/A,16:40,Good (Good To Firm In Places),5f 110y,Bella Colombia (IRE),N M Crosse,0,W McCreery,11th,Head,3,9-2v1,-,True,112,41
Cork Racing Results | 10th May 2024 16:40,N/A,16:40,Good (Good To Firm In Places),5f 110y,Bonbon (IRE),D McMonagle,0,J P O'Brien,10th,1/2 l,3,9-2t,-,True,112,41
Cork Racing Results | 10th May 2024 16:40,N/A,16:40,Good (Good To Firm In Places),5f 110y,Matter Of Fact (IRE),S Foley,0,Mrs J Harrington,9th,Neck,3,9-2,-,True,112,41
Cork Racing Results | 10th May 2024 16:40,N/A,16:40,Good (Good To Firm In Places),5f 110y,Platino Bianco (IRE),R C Colgan,0,Chris Timmons,8th,1 1/4 l,3,9-2h,-,True,112,41
Cork Racing Results | 10th May 2024 16:40,N/A,16:40,Good (Good To Firm In Places),5f 110y,Sweetest (IRE),D P McDonogh,0,A P O'Brien,7th,2 l,3,9-2,-,True,112,41
Cork Racing Results | 10th May 2024 16:40,N/A,16:40,Good (Good To Firm In Places),5f 110y,Heart Of Darkness,W J Lee,0,P Twomey,6th,1/2 l,3,9-2v1,-,True,112,41
Cork Racing Results | 10th May 2024 16:40,N/A,16:40,Good (Good To Firm In Places),5f 110y,Gunzburg (IRE),G F Carroll,0,G P Cromwell,5th,Head,3,9-2,-,True,112,41
Cork Racing Results | 10th May 2024 16:40,N/A,16:40,Good (Good To Firm In Places),5f 110y,Majestic Beauty,C D Hayes,0,A Murray,4th,4 l,3,9-2,-,True,112,41
Cork Racing Results | 10th May 2024 16:40,N/A,16:40,Good (Good To Firm In Places),5f 110y,Navassa Island (IRE),C T Keane,0,M O'Callaghan,3rd,Short Head,3,9-2b1,-,True,112,41
Cork Racing Results | 10th May 2024 16:40,N/A,16:40,Good (Good To Firm In Places),5f 110y,She's Quality (IRE),R P Whelan,0,J Davison,2nd,1 1/2 l,3,9-2t,-,True,112,41
Cork Racing Results | 10th May 2024 16:40,N/A,16:40,Good (Good To Firm In Places),5f 110y,Cherry Blossom (IRE),W M Lordan,0,A P O'Brien,1st,N/A,3,9-2,-,True,112,41
Cork Racing Results | 10th May 2024 16:40,N/A,16:40,Good (Good To Firm In Places),5f 110y,Shandy (IRE),J M Sheridan,0,J A Stack,13th,4 1/2 l,3,9-2,-,True,112,41
Cork Racing Results | 10th May 2024 16:40,N/A,16:40,Good (Good To Firm In Places),5f 110y,Lia Fail (IRE),W Joyce,0,M Mulvany,12th,3 l,3,9-2t,-,True,112,41
Cork Racing Results | 10th May 2024 16:40,N/A,16:40,Good (Good To Firm In Places),5f 110y,Bella Colombia (IRE),N M Crosse,0,W McCreery,11th,Head,3,9-2v1,-,True,112,41
Cork Racing Results | 10th May 2024 16:40,N/A,16:40,Good (Good To Firm In Places),5f 110y,Bonbon (IRE),D McMonagle,0,J P O'Brien,10th,1/2 l,3,9-2t,-,True,112,41
Cork Racing Results | 10th May 2024 16:40,N/A,16:40,Good (Good To Firm In Places),5f 110y,Matter Of Fact (IRE),S Foley,0,Mrs J Harrington,9th,Neck,3,9-2,-,True,112,41
Cork Racing Results | 10th May 2024 16:40,N/A,16:40,Good (Good To Firm In Places),5f 110y,Platino Bianco (IRE),R C Colgan,0,Chris Timmons,8th,1 1/4 l,3,9-2h,-,True,112,41
Cork Racing Results | 10th May 2024 16:40,N/A,16:40,Good (Good To Firm In Places),5f 110y,Sweetest (IRE),D P McDonogh,0,A P O'Brien,7th,2 l,3,9-2,-,True,112,41
Cork Racing Results | 10th May 2024 16:40,N/A,16:40,Good (Good To Firm In Places),5f 110y,Heart Of Darkness,W J Lee,0,P Twomey,6th,1/2 l,3,9-2v1,-,True,112,41
Cork Racing Results | 10th May 2024 16:40,N/A,16:40,Good (Good To Firm In Places),5f 110y,Gunzburg (IRE),G F Carroll,0,G P Cromwell,5th,Head,3,9-2,-,True,112,41
Cork Racing Results | 10th May 2024 16:40,N/A,16:40,Good (Good To Firm In Places),5f 110y,Majestic Beauty,C D Hayes,0,A Murray,4th,4 l,3,9-2,-,True,112,41
Cork Racing Results | 10th May 2024 16:40,N/A,16:40,Good (Good To Firm In Places),5f 110y,Navassa Island (IRE),C T Keane,0,M O'Callaghan,3rd,Short Head,3,9-2b1,-,True,112,41
Cork Racing Results | 10th May 2024 16:40,N/A,16:40,Good (Good To Firm In Places),5f 110y,She's Quality (IRE),R P Whelan,0,J Davison,2nd,1 1/2 l,3,9-2t,-,True,112,41
Cork Racing Results | 10th May 2024 16:40,N/A,16:40,Good (Good To Firm In Places),5f 110y,Cherry Blossom (IRE),W M Lordan,0,A P O'Brien,1st,N/A,3,9-2,-,True,112,41
Cork Racing Results | 10th May 2024 17:15,N/A,17:15,Good (Good To Firm In Places),6f,Making A Move (IRE),M P Sheehy,0,J M Burke,NR,N/A,4,10-4h,-,True,112,42
Cork Racing Results | 10th May 2024 17:15,N/A,17:15,Good (Good To Firm In Places),6f,Desert Power (IRE),J J G Ryan,5,E Lynam,NR,N/A,3,9-8,-,True,112,42
Cork Racing Results | 10th May 2024 17:15,N/A,17:15,Good (Good To Firm In Places),6f,Ocean Moon (IRE),Non Runner,3,Daniel Murphy,NR,N/A,3,9-3,-,True,112,42
Cork Racing Results | 10th May 2024 17:15,N/A,17:15,Good (Good To Firm In Places),6f,Annie Edson Taylor,J M Sheridan,0,Kevin Coleman,NR,N/A,3,9-3,-,True,112,42
Cork Racing Results | 10th May 2024 17:15,N/A,17:15,Good (Good To Firm In Places),6f,Times In Oz (IRE),D McMonagle,0,Daniel Murphy,10th,2 1/2 l,3,9-3,-,True,112,42
Cork Racing Results | 10th May 2024 17:15,N/A,17:15,Good (Good To Firm In Places),6f,Bleak Midwinter (IRE),W M Lordan,0,N Lupini,9th,3 3/4 l,3,9-3,-,True,112,42
Cork Racing Results | 10th May 2024 17:15,N/A,17:15,Good (Good To Firm In Places),6f,Marclaflo Diamond (IRE),L F Roche,0,M Fenton,8th,1 3/4 l,3,9-3,-,True,112,42
Cork Racing Results | 10th May 2024 17:15,N/A,17:15,Good (Good To Firm In Places),6f,Movento (IRE),L T McAteer,0,D Marnane,7th,Short Head,3,9-8h1,-,True,112,42
Cork Racing Results | 10th May 2024 17:15,N/A,17:15,Good (Good To Firm In Places),6f,Eurielle (IRE),D P McDonogh,0,W McCreery,6th,1 3/4 l,4,9-13,-,True,112,42
Cork Racing Results | 10th May 2024 17:15,N/A,17:15,Good (Good To Firm In Places),6f,Speedwood (FR),C D Hayes,0,E & P Harty,5th,Neck,3,9-8,-,True,112,42
Cork Racing Results | 10th May 2024 17:15,N/A,17:15,Good (Good To Firm In Places),6f,Ringabella (IRE),W J Lee,0,K J Condon,4th,1/2 l,3,9-3t1,-,True,112,42
Cork Racing Results | 10th May 2024 17:15,N/A,17:15,Good (Good To Firm In Places),6f,Monasterboice (IRE),C T Keane,0,N Meade,3rd,1/2 l,3,9-8b,-,True,112,42
Cork Racing Results | 10th May 2024 17:15,N/A,17:15,Good (Good To Firm In Places),6f,Emerald Banner (IRE),S Foley,0,Mrs J Harrington,2nd,1 1/4 l,3,9-3t1,-,True,112,42
Cork Racing Results | 10th May 2024 17:15,N/A,17:15,Good (Good To Firm In Places),6f,Grand City Hall (IRE),R P Whelan,0,J P Fahey,1st,N/A,3,9-8,-,True,112,42
Cork Racing Results | 10th May 2024 17:15,N/A,17:15,Good (Good To Firm In Places),6f,Making A Move (IRE),M P Sheehy,0,J M Burke,NR,N/A,4,10-4h,-,True,112,42
Cork Racing Results | 10th May 2024 17:15,N/A,17:15,Good (Good To Firm In Places),6f,Desert Power (IRE),J J G Ryan,5,E Lynam,NR,N/A,3,9-8,-,True,112,42
Cork Racing Results | 10th May 2024 17:15,N/A,17:15,Good (Good To Firm In Places),6f,Ocean Moon (IRE),Non Runner,3,Daniel Murphy,NR,N/A,3,9-3,-,True,112,42
Cork Racing Results | 10th May 2024 17:15,N/A,17:15,Good (Good To Firm In Places),6f,Annie Edson Taylor,J M Sheridan,0,Kevin Coleman,NR,N/A,3,9-3,-,True,112,42
Cork Racing Results | 10th May 2024 17:15,N/A,17:15,Good (Good To Firm In Places),6f,Times In Oz (IRE),D McMonagle,0,Daniel Murphy,10th,2 1/2 l,3,9-3,-,True,112,42
Cork Racing Results | 10th May 2024 17:15,N/A,17:15,Good (Good To Firm In Places),6f,Bleak Midwinter (IRE),W M Lordan,0,N Lupini,9th,3 3/4 l,3,9-3,-,True,112,42
Cork Racing Results | 10th May 2024 17:15,N/A,17:15,Good (Good To Firm In Places),6f,Marclaflo Diamond (IRE),L F Roche,0,M Fenton,8th,1 3/4 l,3,9-3,-,True,112,42
Cork Racing Results | 10th May 2024 17:15,N/A,17:15,Good (Good To Firm In Places),6f,Movento (IRE),L T McAteer,0,D Marnane,7th,Short Head,3,9-8h1,-,True,112,42
Cork Racing Results | 10th May 2024 17:15,N/A,17:15,Good (Good To Firm In Places),6f,Eurielle (IRE),D P McDonogh,0,W McCreery,6th,1 3/4 l,4,9-13,-,True,112,42
Cork Racing Results | 10th May 2024 17:15,N/A,17:15,Good (Good To Firm In Places),6f,Speedwood (FR),C D Hayes,0,E & P Harty,5th,Neck,3,9-8,-,True,112,42
Cork Racing Results | 10th May 2024 17:15,N/A,17:15,Good (Good To Firm In Places),6f,Ringabella (IRE),W J Lee,0,K J Condon,4th,1/2 l,3,9-3t1,-,True,112,42
Cork Racing Results | 10th May 2024 17:15,N/A,17:15,Good (Good To Firm In Places),6f,Monasterboice (IRE),C T Keane,0,N Meade,3rd,1/2 l,3,9-8b,-,True,112,42
Cork Racing Results | 10th May 2024 17:15,N/A,17:15,Good (Good To Firm In Places),6f,Emerald Banner (IRE),S Foley,0,Mrs J Harrington,2nd,1 1/4 l,3,9-3t1,-,True,112,42
Cork Racing Results | 10th May 2024 17:15,N/A,17:15,Good (Good To Firm In Places),6f,Grand City Hall (IRE),R P Whelan,0,J P Fahey,1st,N/A,3,9-8,-,True,112,42
Cork Racing Results | 10th May 2024 17:50,N/A,17:50,Good (Good To Firm In Places),7f,Scholarship (IRE),M W Hassett,7,Gerard O'Leary,NR,N/A,4,9-0,85,True,112,43
Cork Racing Results | 10th May 2024 17:50,N/A,17:50,Good (Good To Firm In Places),7f,Heavenly Power (IRE),J J G Ryan,5,E Lynam,NR,N/A,6,9-3,88,True,112,43
Cork Racing Results | 10th May 2024 17:50,N/A,17:50,Good (Good To Firm In Places),7f,Torivega (IRE),R C Colgan,0,S Lavery,NR,N/A,4,9-10t,95,True,112,43
Cork Racing Results | 10th May 2024 17:50,N/A,17:50,Good (Good To Firm In Places),7f,Hurricane Ivor (IRE),K G Kennedy,7,Mrs J Harrington,NR,N/A,7,9-2p1,87,True,112,43
Cork Racing Results | 10th May 2024 17:50,N/A,17:50,Good (Good To Firm In Places),7f,All Lies Ahead (IRE),N M Crosse,0,W McCreery,15th,27 l,6,9-2,87,True,112,43
Cork Racing Results | 10th May 2024 17:50,N/A,17:50,Good (Good To Firm In Places),7f,Earls (IRE),G F Carroll,0,G P Cromwell,14th,2 l,7,9-7t,92,True,112,43
Cork Racing Results | 10th May 2024 17:50,N/A,17:50,Good (Good To Firm In Places),7f,Tawaazon (IRE),C D Maxwell,0,J A Kinsella,13th,2 l,6,9-5tb,90,True,112,43
Cork Racing Results | 10th May 2024 17:50,N/A,17:50,Good (Good To Firm In Places),7f,Apache Outlaw (IRE),Adam Caffrey,5,A McGuinness,12th,1 1/4 l,4,9-9,94,True,112,43
Cork Racing Results | 10th May 2024 17:50,N/A,17:50,Good (Good To Firm In Places),7f,Hightimeyouwon,C J MacRedmond,5,A McGuinness,11th,Head,8,9-9b,94,True,112,43
Cork Racing Results | 10th May 2024 17:50,N/A,17:50,Good (Good To Firm In Places),7f,Tango Flare (IRE),L T McAteer,0,P T Foley,10th,Nose,5,10-0t,99,True,112,43
Cork Racing Results | 10th May 2024 17:50,N/A,17:50,Good (Good To Firm In Places),7f,Physique (IRE),L F Roche,0,M Fenton,9th,Short Head,4,9-3,88,True,112,43
Cork Racing Results | 10th May 2024 17:50,N/A,17:50,Good (Good To Firm In Places),7f,Volatile Analyst (USA),C D Hayes,0,A McGuinness,8th,Neck,7,8-12,83,True,112,43
Cork Racing Results | 10th May 2024 17:50,N/A,17:50,Good (Good To Firm In Places),7f,Stag Night (IRE),W J Lee,0,W McCreery,7th,1/2 l,6,9-12,97,True,112,43
Cork Racing Results | 10th May 2024 17:50,N/A,17:50,Good (Good To Firm In Places),7f,Janoobi (IRE),C T Keane,0,G M Lyons,6th,1/2 l,5,9-12,97,True,112,43
