track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Down Royal Racing Results | 6th May 2024 17:05,N/A,17:05,Good (Good To Yielding In Places)  Flat (Turf),2m 180y,Bowensonfire (FR),Mr H C Swan,3,G Elliott,NR,N/A,4,11-10,-,True,112,1
Down Royal Racing Results | 6th May 2024 17:05,N/A,17:05,Good (Good To Yielding In Places)  Flat (Turf),2m 180y,Kilwaughter (IRE),Mr S Connor,7,S R B Crawford,NR,N/A,4,11-10,-,True,112,1
Down Royal Racing Results | 6th May 2024 17:05,N/A,17:05,Good (Good To Yielding In Places)  Flat (Turf),2m 180y,Kanpai (IRE),B P Kennedy,7,J Nash,NR,N/A,4,11-10,-,True,112,1
Down Royal Racing Results | 6th May 2024 17:05,N/A,17:05,Good (Good To Yielding In Places)  Flat (Turf),2m 180y,Donegal Star (IRE),N R Andrews,7,C Moore,12th,18 l,4,11-3,-,True,112,1
Down Royal Racing Results | 6th May 2024 17:05,N/A,17:05,Good (Good To Yielding In Places)  Flat (Turf),2m 180y,Feeling Game Ball (IRE),Mr J L Gleeson,5,Liz Doyle,11th,33 l,4,11-10,-,True,112,1
Down Royal Racing Results | 6th May 2024 17:05,N/A,17:05,Good (Good To Yielding In Places)  Flat (Turf),2m 180y,Inoue (IRE),Mr S Connor,7,S R B Crawford,10th,1 3/4 l,4,11-10,-,True,112,1
Down Royal Racing Results | 6th May 2024 17:05,N/A,17:05,Good (Good To Yielding In Places)  Flat (Turf),2m 180y,Mulroy Bay (IRE),Cian Cullinan,7,C O'Dwyer,9th,1 1/4 l,4,11-10,-,True,112,1
Down Royal Racing Results | 6th May 2024 17:05,N/A,17:05,Good (Good To Yielding In Places)  Flat (Turf),2m 180y,Parkgarve (IRE),Mr J Dunne,7,Ian Donoghue,8th,11 l,4,11-10,-,True,112,1
Down Royal Racing Results | 6th May 2024 17:05,N/A,17:05,Good (Good To Yielding In Places)  Flat (Turf),2m 180y,She Can Do It (IRE),Mr E P Powell,7,L Lennon,7th,5 1/2 l,4,11-3,-,True,112,1
Down Royal Racing Results | 6th May 2024 17:05,N/A,17:05,Good (Good To Yielding In Places)  Flat (Turf),2m 180y,Bonnebosq (FR),Mr J H Williamson,7,D Hogan,6th,Head,4,11-10p1,-,True,112,1
Down Royal Racing Results | 6th May 2024 17:05,N/A,17:05,Good (Good To Yielding In Places)  Flat (Turf),2m 180y,Native Deal,Miss A B O'Connor,3,A McCann,5th,3 l,4,11-10,-,True,112,1
Down Royal Racing Results | 6th May 2024 17:05,N/A,17:05,Good (Good To Yielding In Places)  Flat (Turf),2m 180y,Tonaghneave Well (IRE),Mr D G Lavery,0,G P Cromwell,4th,4 l,4,11-10,-,True,112,1
Down Royal Racing Results | 6th May 2024 17:05,N/A,17:05,Good (Good To Yielding In Places)  Flat (Turf),2m 180y,Chanceawetmorning (IRE),Mr P Hanlon,7,J J Hanlon,3rd,4 l,4,11-10,-,True,112,1
Down Royal Racing Results | 6th May 2024 17:05,N/A,17:05,Good (Good To Yielding In Places)  Flat (Turf),2m 180y,Polepatrick (IRE),Mr D McGill,7,D A McLoughlin,2nd,6 l,4,11-10,-,True,112,1
Down Royal Racing Results | 6th May 2024 17:05,N/A,17:05,Good (Good To Yielding In Places)  Flat (Turf),2m 180y,Marlacoo (IRE),A Harvey,7,S R B Crawford,1st,N/A,4,11-10,-,True,112,1
Down Royal Racing Results | 6th May 2024 17:05,N/A,17:05,Good (Good To Yielding In Places)  Flat (Turf),2m 180y,Bowensonfire (FR),Mr H C Swan,3,G Elliott,NR,N/A,4,11-10,-,True,112,1
Down Royal Racing Results | 6th May 2024 17:05,N/A,17:05,Good (Good To Yielding In Places)  Flat (Turf),2m 180y,Kilwaughter (IRE),Mr S Connor,7,S R B Crawford,NR,N/A,4,11-10,-,True,112,1
Down Royal Racing Results | 6th May 2024 17:05,N/A,17:05,Good (Good To Yielding In Places)  Flat (Turf),2m 180y,Kanpai (IRE),B P Kennedy,7,J Nash,NR,N/A,4,11-10,-,True,112,1
Down Royal Racing Results | 6th May 2024 17:05,N/A,17:05,Good (Good To Yielding In Places)  Flat (Turf),2m 180y,Donegal Star (IRE),N R Andrews,7,C Moore,12th,18 l,4,11-3,-,True,112,1
Down Royal Racing Results | 6th May 2024 17:05,N/A,17:05,Good (Good To Yielding In Places)  Flat (Turf),2m 180y,Feeling Game Ball (IRE),Mr J L Gleeson,5,Liz Doyle,11th,33 l,4,11-10,-,True,112,1
Down Royal Racing Results | 6th May 2024 17:05,N/A,17:05,Good (Good To Yielding In Places)  Flat (Turf),2m 180y,Inoue (IRE),Mr S Connor,7,S R B Crawford,10th,1 3/4 l,4,11-10,-,True,112,1
Down Royal Racing Results | 6th May 2024 17:05,N/A,17:05,Good (Good To Yielding In Places)  Flat (Turf),2m 180y,Mulroy Bay (IRE),Cian Cullinan,7,C O'Dwyer,9th,1 1/4 l,4,11-10,-,True,112,1
Down Royal Racing Results | 6th May 2024 17:05,N/A,17:05,Good (Good To Yielding In Places)  Flat (Turf),2m 180y,Parkgarve (IRE),Mr J Dunne,7,Ian Donoghue,8th,11 l,4,11-10,-,True,112,1
Down Royal Racing Results | 6th May 2024 17:05,N/A,17:05,Good (Good To Yielding In Places)  Flat (Turf),2m 180y,She Can Do It (IRE),Mr E P Powell,7,L Lennon,7th,5 1/2 l,4,11-3,-,True,112,1
Down Royal Racing Results | 6th May 2024 17:05,N/A,17:05,Good (Good To Yielding In Places)  Flat (Turf),2m 180y,Bonnebosq (FR),Mr J H Williamson,7,D Hogan,6th,Head,4,11-10p1,-,True,112,1
Down Royal Racing Results | 6th May 2024 17:05,N/A,17:05,Good (Good To Yielding In Places)  Flat (Turf),2m 180y,Native Deal,Miss A B O'Connor,3,A McCann,5th,3 l,4,11-10,-,True,112,1
Down Royal Racing Results | 6th May 2024 17:05,N/A,17:05,Good (Good To Yielding In Places)  Flat (Turf),2m 180y,Tonaghneave Well (IRE),Mr D G Lavery,0,G P Cromwell,4th,4 l,4,11-10,-,True,112,1
Down Royal Racing Results | 6th May 2024 17:05,N/A,17:05,Good (Good To Yielding In Places)  Flat (Turf),2m 180y,Chanceawetmorning (IRE),Mr P Hanlon,7,J J Hanlon,3rd,4 l,4,11-10,-,True,112,1
Down Royal Racing Results | 6th May 2024 17:05,N/A,17:05,Good (Good To Yielding In Places)  Flat (Turf),2m 180y,Polepatrick (IRE),Mr D McGill,7,D A McLoughlin,2nd,6 l,4,11-10,-,True,112,1
Down Royal Racing Results | 6th May 2024 17:05,N/A,17:05,Good (Good To Yielding In Places)  Flat (Turf),2m 180y,Marlacoo (IRE),A Harvey,7,S R B Crawford,1st,N/A,4,11-10,-,True,112,1
Navan Racing Results | 7th May 2024 13:05,N/A,13:05,Yielding,5f,Wish This,R C Colgan,0,Miss Jennifer Anne Lynch,11th,2 l,2,9-0,-,True,112,2
Navan Racing Results | 7th May 2024 13:05,N/A,13:05,Yielding,5f,Kodilicious (IRE),S Foley,0,Mrs J Harrington,10th,1 l,2,8-13,-,True,112,2
Navan Racing Results | 7th May 2024 13:05,N/A,13:05,Yielding,5f,Katie Ross (IRE),G M Ryan,0,P J F Murphy,9th,Short Head,2,8-13,-,True,112,2
Navan Racing Results | 7th May 2024 13:05,N/A,13:05,Yielding,5f,Sunriseontheboyne (IRE),S P Bird,7,M Mulvany,8th,1 3/4 l,2,9-4,-,True,112,2
Navan Racing Results | 7th May 2024 13:05,N/A,13:05,Yielding,5f,Gangsta Man (IRE),Siobhan Rutledge,3,K Smith,7th,2 l,2,9-2,-,True,112,2
Navan Racing Results | 7th May 2024 13:05,N/A,13:05,Yielding,5f,Lethimfly (IRE),C T Keane,0,N Meade,6th,1/2 l,2,9-0,-,True,112,2
Navan Racing Results | 7th May 2024 13:05,N/A,13:05,Yielding,5f,She's Ideal (IRE),R P Whelan,0,J Davison,5th,1/2 l,2,8-9,-,True,112,2
Navan Racing Results | 7th May 2024 13:05,N/A,13:05,Yielding,5f,Ace King Queen (IRE),C D Hayes,0,K Prendergast,4th,3/4 l,2,8-9,-,True,112,2
Navan Racing Results | 7th May 2024 13:05,N/A,13:05,Yielding,5f,Cradle Of Love (IRE),D McMonagle,0,J P O'Brien,3rd,3/4 l,2,9-3,-,True,112,2
Navan Racing Results | 7th May 2024 13:05,N/A,13:05,Yielding,5f,Heavens Gate (IRE),R L Moore,0,A P O'Brien,2nd,1/2 l,2,9-1,-,True,112,2
Navan Racing Results | 7th May 2024 13:05,N/A,13:05,Yielding,5f,Unexpected Issues (IRE),J A Heffernan,0,J A Stack,1st,N/A,2,9-3,-,True,112,2
Navan Racing Results | 7th May 2024 13:05,N/A,13:05,Yielding,5f,Wish This,R C Colgan,0,Miss Jennifer Anne Lynch,11th,2 l,2,9-0,-,True,112,2
Navan Racing Results | 7th May 2024 13:05,N/A,13:05,Yielding,5f,Kodilicious (IRE),S Foley,0,Mrs J Harrington,10th,1 l,2,8-13,-,True,112,2
Navan Racing Results | 7th May 2024 13:05,N/A,13:05,Yielding,5f,Katie Ross (IRE),G M Ryan,0,P J F Murphy,9th,Short Head,2,8-13,-,True,112,2
Navan Racing Results | 7th May 2024 13:05,N/A,13:05,Yielding,5f,Sunriseontheboyne (IRE),S P Bird,7,M Mulvany,8th,1 3/4 l,2,9-4,-,True,112,2
Navan Racing Results | 7th May 2024 13:05,N/A,13:05,Yielding,5f,Gangsta Man (IRE),Siobhan Rutledge,3,K Smith,7th,2 l,2,9-2,-,True,112,2
Navan Racing Results | 7th May 2024 13:05,N/A,13:05,Yielding,5f,Lethimfly (IRE),C T Keane,0,N Meade,6th,1/2 l,2,9-0,-,True,112,2
Navan Racing Results | 7th May 2024 13:05,N/A,13:05,Yielding,5f,She's Ideal (IRE),R P Whelan,0,J Davison,5th,1/2 l,2,8-9,-,True,112,2
Navan Racing Results | 7th May 2024 13:05,N/A,13:05,Yielding,5f,Ace King Queen (IRE),C D Hayes,0,K Prendergast,4th,3/4 l,2,8-9,-,True,112,2
Navan Racing Results | 7th May 2024 13:05,N/A,13:05,Yielding,5f,Cradle Of Love (IRE),D McMonagle,0,J P O'Brien,3rd,3/4 l,2,9-3,-,True,112,2
Navan Racing Results | 7th May 2024 13:05,N/A,13:05,Yielding,5f,Heavens Gate (IRE),R L Moore,0,A P O'Brien,2nd,1/2 l,2,9-1,-,True,112,2
Navan Racing Results | 7th May 2024 13:05,N/A,13:05,Yielding,5f,Unexpected Issues (IRE),J A Heffernan,0,J A Stack,1st,N/A,2,9-3,-,True,112,2
Navan Racing Results | 7th May 2024 13:35,N/A,13:35,Yielding,5f,Saffredi,G F Carroll,0,G P Cromwell,NR,N/A,3,9-8,-,True,112,3
Navan Racing Results | 7th May 2024 13:35,N/A,13:35,Yielding,5f,Purrrfect Timing (IRE),Adam Caffrey,5,Chris Timmons,14th,1 1/4 l,4,10-3p1,-,True,112,3
Navan Racing Results | 7th May 2024 13:35,N/A,13:35,Yielding,5f,Soar Beyond (IRE),C D Hayes,0,D K Weld,13th,2 l,3,9-3,-,True,112,3
Navan Racing Results | 7th May 2024 13:35,N/A,13:35,Yielding,5f,Sacred Melody,W M Lordan,0,E Lynam,12th,1 1/2 l,3,9-3,-,True,112,3
Navan Racing Results | 7th May 2024 13:35,N/A,13:35,Yielding,5f,Behomebyhalfpast (IRE),S Foley,0,J Feane,11th,4 1/4 l,3,9-3,-,True,112,3
Navan Racing Results | 7th May 2024 13:35,N/A,13:35,Yielding,5f,Weston Grey (IRE),G M Ryan,0,Daniel Murphy,10th,3 3/4 l,3,9-3p1,-,True,112,3
Navan Racing Results | 7th May 2024 13:35,N/A,13:35,Yielding,5f,Short Change (IRE),D McMonagle,0,Thomas Dowling,9th,Neck,5,10-3,-,True,112,3
Navan Racing Results | 7th May 2024 13:35,N/A,13:35,Yielding,5f,Woohoo (IRE),O McSweeney,3,Daniel Murphy,8th,1 1/4 l,3,9-3,-,True,112,3
Navan Racing Results | 7th May 2024 13:35,N/A,13:35,Yielding,5f,Lady Daar,R Whearty,5,G P Cromwell,7th,1 1/2 l,3,9-3,-,True,112,3
Navan Racing Results | 7th May 2024 13:35,N/A,13:35,Yielding,5f,Emerald Harmony (IRE),B M Coen,0,J P Murtagh,6th,2 l,3,9-3,-,True,112,3
Navan Racing Results | 7th May 2024 13:35,N/A,13:35,Yielding,5f,Verified (IRE),N G McCullagh,0,Charles Weld,5th,1/2 l,3,9-8,-,True,112,3
Navan Racing Results | 7th May 2024 13:35,N/A,13:35,Yielding,5f,Beatrix Power (IRE),J J G Ryan,5,E Lynam,4th,3 l,3,9-3,-,True,112,3
Navan Racing Results | 7th May 2024 13:35,N/A,13:35,Yielding,5f,Back Down Under (IRE),L F Roche,0,P Roche,3rd,1/2 l,3,9-3,-,True,112,3
Navan Racing Results | 7th May 2024 13:35,N/A,13:35,Yielding,5f,Ojw Legacy (IRE),A J Slattery,0,A Slattery,2nd,Head,3,9-3,-,True,112,3
Navan Racing Results | 7th May 2024 13:35,N/A,13:35,Yielding,5f,Air Force One (IRE),W J Lee,0,P Twomey,1st,N/A,3,9-8v1,-,True,112,3
Navan Racing Results | 7th May 2024 13:35,N/A,13:35,Yielding,5f,Saffredi,G F Carroll,0,G P Cromwell,NR,N/A,3,9-8,-,True,112,3
Navan Racing Results | 7th May 2024 13:35,N/A,13:35,Yielding,5f,Purrrfect Timing (IRE),Adam Caffrey,5,Chris Timmons,14th,1 1/4 l,4,10-3p1,-,True,112,3
Navan Racing Results | 7th May 2024 13:35,N/A,13:35,Yielding,5f,Soar Beyond (IRE),C D Hayes,0,D K Weld,13th,2 l,3,9-3,-,True,112,3
Navan Racing Results | 7th May 2024 13:35,N/A,13:35,Yielding,5f,Sacred Melody,W M Lordan,0,E Lynam,12th,1 1/2 l,3,9-3,-,True,112,3
Navan Racing Results | 7th May 2024 13:35,N/A,13:35,Yielding,5f,Behomebyhalfpast (IRE),S Foley,0,J Feane,11th,4 1/4 l,3,9-3,-,True,112,3
Navan Racing Results | 7th May 2024 13:35,N/A,13:35,Yielding,5f,Weston Grey (IRE),G M Ryan,0,Daniel Murphy,10th,3 3/4 l,3,9-3p1,-,True,112,3
Navan Racing Results | 7th May 2024 13:35,N/A,13:35,Yielding,5f,Short Change (IRE),D McMonagle,0,Thomas Dowling,9th,Neck,5,10-3,-,True,112,3
Navan Racing Results | 7th May 2024 13:35,N/A,13:35,Yielding,5f,Woohoo (IRE),O McSweeney,3,Daniel Murphy,8th,1 1/4 l,3,9-3,-,True,112,3
Navan Racing Results | 7th May 2024 13:35,N/A,13:35,Yielding,5f,Lady Daar,R Whearty,5,G P Cromwell,7th,1 1/2 l,3,9-3,-,True,112,3
Navan Racing Results | 7th May 2024 13:35,N/A,13:35,Yielding,5f,Emerald Harmony (IRE),B M Coen,0,J P Murtagh,6th,2 l,3,9-3,-,True,112,3
Navan Racing Results | 7th May 2024 13:35,N/A,13:35,Yielding,5f,Verified (IRE),N G McCullagh,0,Charles Weld,5th,1/2 l,3,9-8,-,True,112,3
Navan Racing Results | 7th May 2024 13:35,N/A,13:35,Yielding,5f,Beatrix Power (IRE),J J G Ryan,5,E Lynam,4th,3 l,3,9-3,-,True,112,3
Navan Racing Results | 7th May 2024 13:35,N/A,13:35,Yielding,5f,Back Down Under (IRE),L F Roche,0,P Roche,3rd,1/2 l,3,9-3,-,True,112,3
Navan Racing Results | 7th May 2024 13:35,N/A,13:35,Yielding,5f,Ojw Legacy (IRE),A J Slattery,0,A Slattery,2nd,Head,3,9-3,-,True,112,3
Navan Racing Results | 7th May 2024 13:35,N/A,13:35,Yielding,5f,Air Force One (IRE),W J Lee,0,P Twomey,1st,N/A,3,9-8v1,-,True,112,3
Navan Racing Results | 7th May 2024 14:05,N/A,14:05,Yielding,5f,Jalaybee,J Kearney,5,D K Weld,15th,3/4 l,3,10-3p,73,True,112,4
Navan Racing Results | 7th May 2024 14:05,N/A,14:05,Yielding,5f,Artful Approach (IRE),R P Whelan,0,J Davison,14th,1 l,3,10-0,70,True,112,4
Navan Racing Results | 7th May 2024 14:05,N/A,14:05,Yielding,5f,Seven Eleven,D W O'Connor,0,J F Levins,13th,Neck,3,9-13,69,True,112,4
Navan Racing Results | 7th May 2024 14:05,N/A,14:05,Yielding,5f,Anyothername (IRE),C D Hayes,0,A A Howard,12th,2 3/4 l,3,8-7,49,True,112,4
Navan Racing Results | 7th May 2024 14:05,N/A,14:05,Yielding,5f,Alex Belardo (IRE),Siobhan Rutledge,3,J C McConnell,11th,Neck,3,9-7,63,True,112,4
Navan Racing Results | 7th May 2024 14:05,N/A,14:05,Yielding,5f,Go On Go On Uhavit,T Casey,10,M Mulvany,10th,Head,3,8-8,50,True,112,4
Navan Racing Results | 7th May 2024 14:05,N/A,14:05,Yielding,5f,Veracidad (IRE),W J Lee,0,K J Condon,9th,Neck,3,9-3p,59,True,112,4
Navan Racing Results | 7th May 2024 14:05,N/A,14:05,Yielding,5f,Beano Power (IRE),J J G Ryan,5,E Lynam,8th,Head,3,9-6t1,62,True,112,4
Navan Racing Results | 7th May 2024 14:05,N/A,14:05,Yielding,5f,Layoftheland (IRE),S P Davis,0,Sean Davis,7th,Neck,3,8-13t1,55,True,112,4
Navan Racing Results | 7th May 2024 14:05,N/A,14:05,Yielding,5f,Platino Bianco (IRE),R C Colgan,0,Chris Timmons,6th,Nose,3,9-3h,59,True,112,4
Navan Racing Results | 7th May 2024 14:05,N/A,14:05,Yielding,5f,Sophia Klimt (IRE),W M Lordan,0,P Martin,5th,1 1/4 l,3,8-7t,49,True,112,4
Navan Racing Results | 7th May 2024 14:05,N/A,14:05,Yielding,5f,Velvet Skies (IRE),W Joyce,5,M Mulvany,4th,1 1/2 l,3,10-3,73,True,112,4
Navan Racing Results | 7th May 2024 14:05,N/A,14:05,Yielding,5f,Charles Atlas (IRE),N M Crosse,0,W McCreery,3rd,Neck,3,8-7v,49,True,112,4
Navan Racing Results | 7th May 2024 14:05,N/A,14:05,Yielding,5f,Rappell (IRE),M W Hassett,7,P W Flynn,2nd,3 1/2 l,3,8-7,49,True,112,4
Navan Racing Results | 7th May 2024 14:05,N/A,14:05,Yielding,5f,Branding,C T Keane,0,M O'Callaghan,1st,N/A,3,9-13tb1,69,True,112,4
Navan Racing Results | 7th May 2024 14:05,N/A,14:05,Yielding,5f,Jalaybee,J Kearney,5,D K Weld,15th,3/4 l,3,10-3p,73,True,112,4
Navan Racing Results | 7th May 2024 14:05,N/A,14:05,Yielding,5f,Artful Approach (IRE),R P Whelan,0,J Davison,14th,1 l,3,10-0,70,True,112,4
Navan Racing Results | 7th May 2024 14:05,N/A,14:05,Yielding,5f,Seven Eleven,D W O'Connor,0,J F Levins,13th,Neck,3,9-13,69,True,112,4
Navan Racing Results | 7th May 2024 14:05,N/A,14:05,Yielding,5f,Anyothername (IRE),C D Hayes,0,A A Howard,12th,2 3/4 l,3,8-7,49,True,112,4
Navan Racing Results | 7th May 2024 14:05,N/A,14:05,Yielding,5f,Alex Belardo (IRE),Siobhan Rutledge,3,J C McConnell,11th,Neck,3,9-7,63,True,112,4
Navan Racing Results | 7th May 2024 14:05,N/A,14:05,Yielding,5f,Go On Go On Uhavit,T Casey,10,M Mulvany,10th,Head,3,8-8,50,True,112,4
Navan Racing Results | 7th May 2024 14:05,N/A,14:05,Yielding,5f,Veracidad (IRE),W J Lee,0,K J Condon,9th,Neck,3,9-3p,59,True,112,4
Navan Racing Results | 7th May 2024 14:05,N/A,14:05,Yielding,5f,Beano Power (IRE),J J G Ryan,5,E Lynam,8th,Head,3,9-6t1,62,True,112,4
Navan Racing Results | 7th May 2024 14:05,N/A,14:05,Yielding,5f,Layoftheland (IRE),S P Davis,0,Sean Davis,7th,Neck,3,8-13t1,55,True,112,4
Navan Racing Results | 7th May 2024 14:05,N/A,14:05,Yielding,5f,Platino Bianco (IRE),R C Colgan,0,Chris Timmons,6th,Nose,3,9-3h,59,True,112,4
Navan Racing Results | 7th May 2024 14:05,N/A,14:05,Yielding,5f,Sophia Klimt (IRE),W M Lordan,0,P Martin,5th,1 1/4 l,3,8-7t,49,True,112,4
Navan Racing Results | 7th May 2024 14:05,N/A,14:05,Yielding,5f,Velvet Skies (IRE),W Joyce,5,M Mulvany,4th,1 1/2 l,3,10-3,73,True,112,4
Navan Racing Results | 7th May 2024 14:05,N/A,14:05,Yielding,5f,Charles Atlas (IRE),N M Crosse,0,W McCreery,3rd,Neck,3,8-7v,49,True,112,4
Navan Racing Results | 7th May 2024 14:05,N/A,14:05,Yielding,5f,Rappell (IRE),M W Hassett,7,P W Flynn,2nd,3 1/2 l,3,8-7,49,True,112,4
Navan Racing Results | 7th May 2024 14:05,N/A,14:05,Yielding,5f,Branding,C T Keane,0,M O'Callaghan,1st,N/A,3,9-13tb1,69,True,112,4
Navan Racing Results | 7th May 2024 14:35,N/A,14:35,Yielding,5f,Just Another (IRE),L T McAteer,0,L Smyth,NR,N/A,5,8-13p,47,True,112,5
Navan Racing Results | 7th May 2024 14:35,N/A,14:35,Yielding,5f,Art Of Unity,T R Costello,10,M Kelly,NR,N/A,9,9-5b,53,True,112,5
Navan Racing Results | 7th May 2024 14:35,N/A,14:35,Yielding,5f,Zig Zag Zyggy (IRE),Adam Caffrey,5,A McGuinness,NR,N/A,9,8-13,47,True,112,5
Navan Racing Results | 7th May 2024 14:35,N/A,14:35,Yielding,5f,Aloysius Lilius (IRE),S Foley,0,Gerard O'Leary,NR,N/A,8,10-2tb,64,True,112,5
Navan Racing Results | 7th May 2024 14:35,N/A,14:35,Yielding,5f,Sosallycanwait (IRE),Sorcha Woods,7,L Breen,NR,N/A,5,9-2,50,True,112,5
Navan Racing Results | 7th May 2024 14:35,N/A,14:35,Yielding,5f,Kuwait Direction (IRE),G M Ryan,0,K H Clarke,10th,1 1/4 l,7,8-13,47,True,112,5
Navan Racing Results | 7th May 2024 14:35,N/A,14:35,Yielding,5f,Jackie Brown (IRE),B M Coen,0,A J Martin,9th,Neck,4,9-4t,52,True,112,5
Navan Racing Results | 7th May 2024 14:35,N/A,14:35,Yielding,5f,Step Back In Time (IRE),C J MacRedmond,5,Chris Timmons,8th,Head,6,9-6p,54,True,112,5
Navan Racing Results | 7th May 2024 14:35,N/A,14:35,Yielding,5f,Un Bacio Ancora (IRE),K J Leonard,0,P J F Murphy,7th,1 3/4 l,5,9-2tp,50,True,112,5
Navan Racing Results | 7th May 2024 14:35,N/A,14:35,Yielding,5f,Stanhope,K G Kennedy,7,J C McConnell,6th,1/2 l,10,9-0,48,True,112,5
Navan Racing Results | 7th May 2024 14:35,N/A,14:35,Yielding,5f,Coco Hill (IRE),Siobhan Rutledge,3,J C McConnell,5th,Head,4,8-13p,47,True,112,5
Navan Racing Results | 7th May 2024 14:35,N/A,14:35,Yielding,5f,My Girl Sioux (IRE),A J Slattery,0,A Slattery,4th,1/2 l,4,9-2,50,True,112,5
Navan Racing Results | 7th May 2024 14:35,N/A,14:35,Yielding,5f,Havana Notion,H J Horgan,5,J Feane,3rd,1/2 l,4,9-7,55,True,112,5
Navan Racing Results | 7th May 2024 14:35,N/A,14:35,Yielding,5f,Cuban Grey,J M Sheridan,0,P J McKenna,2nd,Neck,4,9-4p,52,True,112,5
Navan Racing Results | 7th May 2024 14:35,N/A,14:35,Yielding,5f,Nouvel Espoir (IRE),D McMonagle,0,J Barcoe,1st,N/A,4,9-13,61,True,112,5
Navan Racing Results | 7th May 2024 14:35,N/A,14:35,Yielding,5f,Just Another (IRE),L T McAteer,0,L Smyth,NR,N/A,5,8-13p,47,True,112,5
Navan Racing Results | 7th May 2024 14:35,N/A,14:35,Yielding,5f,Art Of Unity,T R Costello,10,M Kelly,NR,N/A,9,9-5b,53,True,112,5
Navan Racing Results | 7th May 2024 14:35,N/A,14:35,Yielding,5f,Zig Zag Zyggy (IRE),Adam Caffrey,5,A McGuinness,NR,N/A,9,8-13,47,True,112,5
Navan Racing Results | 7th May 2024 14:35,N/A,14:35,Yielding,5f,Aloysius Lilius (IRE),S Foley,0,Gerard O'Leary,NR,N/A,8,10-2tb,64,True,112,5
Navan Racing Results | 7th May 2024 14:35,N/A,14:35,Yielding,5f,Sosallycanwait (IRE),Sorcha Woods,7,L Breen,NR,N/A,5,9-2,50,True,112,5
Navan Racing Results | 7th May 2024 14:35,N/A,14:35,Yielding,5f,Kuwait Direction (IRE),G M Ryan,0,K H Clarke,10th,1 1/4 l,7,8-13,47,True,112,5
Navan Racing Results | 7th May 2024 14:35,N/A,14:35,Yielding,5f,Jackie Brown (IRE),B M Coen,0,A J Martin,9th,Neck,4,9-4t,52,True,112,5
Navan Racing Results | 7th May 2024 14:35,N/A,14:35,Yielding,5f,Step Back In Time (IRE),C J MacRedmond,5,Chris Timmons,8th,Head,6,9-6p,54,True,112,5
Navan Racing Results | 7th May 2024 14:35,N/A,14:35,Yielding,5f,Un Bacio Ancora (IRE),K J Leonard,0,P J F Murphy,7th,1 3/4 l,5,9-2tp,50,True,112,5
Navan Racing Results | 7th May 2024 14:35,N/A,14:35,Yielding,5f,Stanhope,K G Kennedy,7,J C McConnell,6th,1/2 l,10,9-0,48,True,112,5
Navan Racing Results | 7th May 2024 14:35,N/A,14:35,Yielding,5f,Coco Hill (IRE),Siobhan Rutledge,3,J C McConnell,5th,Head,4,8-13p,47,True,112,5
Navan Racing Results | 7th May 2024 14:35,N/A,14:35,Yielding,5f,My Girl Sioux (IRE),A J Slattery,0,A Slattery,4th,1/2 l,4,9-2,50,True,112,5
Navan Racing Results | 7th May 2024 14:35,N/A,14:35,Yielding,5f,Havana Notion,H J Horgan,5,J Feane,3rd,1/2 l,4,9-7,55,True,112,5
Navan Racing Results | 7th May 2024 14:35,N/A,14:35,Yielding,5f,Cuban Grey,J M Sheridan,0,P J McKenna,2nd,Neck,4,9-4p,52,True,112,5
Navan Racing Results | 7th May 2024 14:35,N/A,14:35,Yielding,5f,Nouvel Espoir (IRE),D McMonagle,0,J Barcoe,1st,N/A,4,9-13,61,True,112,5
Navan Racing Results | 7th May 2024 15:05,N/A,15:05,Yielding,1m 6f,Whiskey Sour (IRE),A J Slattery,0,S Wilson,8th,4 1/4 l,11,8-13,82,True,112,6
Navan Racing Results | 7th May 2024 15:05,N/A,15:05,Yielding,1m 6f,Mt Leinster (IRE),D W O'Connor,0,J C McConnell,7th,4 3/4 l,10,10-0,97,True,112,6
Navan Racing Results | 7th May 2024 15:05,N/A,15:05,Yielding,1m 6f,Neptunes Staircase (IRE),J J G Ryan,5,G M Lyons,6th,3 3/4 l,4,8-9b1,78,True,112,6
Navan Racing Results | 7th May 2024 15:05,N/A,15:05,Yielding,1m 6f,Last Ammo (IRE),J Kearney,5,R O'Brien,5th,5 l,5,9-5tp,88,True,112,6
Navan Racing Results | 7th May 2024 15:05,N/A,15:05,Yielding,1m 6f,Weston (GER),R P Whelan,0,H Rogers,4th,Head,5,9-13,96,True,112,6
Navan Racing Results | 7th May 2024 15:05,N/A,15:05,Yielding,1m 6f,Zoffman (IRE),C T Keane,0,N Meade,3rd,1/2 l,5,9-8,91,True,112,6
Navan Racing Results | 7th May 2024 15:05,N/A,15:05,Yielding,1m 6f,Minella Mate (IRE),S D Bowen,5,J Nallen,2nd,1/2 l,6,9-10,93,True,112,6
Navan Racing Results | 7th May 2024 15:05,N/A,15:05,Yielding,1m 6f,Bay Of Sanibel (GER),S Foley,0,Mrs J Harrington,1st,N/A,4,8-8p1,77,True,112,6
Navan Racing Results | 7th May 2024 15:05,N/A,15:05,Yielding,1m 6f,Whiskey Sour (IRE),A J Slattery,0,S Wilson,8th,4 1/4 l,11,8-13,82,True,112,6
