track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,16:10,Soft,7f 30y,Valencia (IRE),D McMonagle,0,J P O'Brien,NR,N/A,2,9-2,-,True,147,1
N/A,N/A,16:10,Soft,7f 30y,Bint Queen Kindly (IRE),J J G Ryan,3,D K Weld,NR,N/A,2,9-2,-,True,147,1
N/A,N/A,16:10,Soft,7f 30y,Carte D'or (IRE),G P Halpin,0,John M Harney,13th,8 1/2 l,2,9-2,-,True,147,1
N/A,N/A,16:10,Soft,7f 30y,Bella Isabella (IRE),L F Roche,0,D K Weld,12th,2 1/4 l,2,9-2,-,True,147,1
N/A,N/A,16:10,Soft,7f 30y,If Dora Could,M W Hassett,5,W Ross,11th,3/4 l,2,9-2,-,True,147,1
N/A,N/A,16:10,Soft,7f 30y,Shakazia (IRE),B M Coen,0,J P Murtagh,10th,2 1/2 l,2,9-2,-,True,147,1
N/A,N/A,16:10,Soft,7f 30y,Birdie Time,N M Crosse,0,Mrs J Harrington,9th,1 1/4 l,2,9-2,-,True,147,1
N/A,N/A,16:10,Soft,7f 30y,Mariinsky Theatre (IRE),D P McDonogh,0,A P O'Brien,8th,3/4 l,2,9-2,-,True,147,1
N/A,N/A,16:10,Soft,7f 30y,Guarded (IRE),J Cleary,7,A P O'Brien,7th,1 1/2 l,2,9-2,-,True,147,1
N/A,N/A,16:10,Soft,7f 30y,Queens Fury (FR),R Whearty,3,A Murray,6th,Short Head,2,9-2,-,True,147,1
N/A,N/A,16:10,Soft,7f 30y,Lady In Paris,S Foley,0,Mrs J Harrington,5th,Head,2,9-2,-,True,147,1
N/A,N/A,16:10,Soft,7f 30y,Banner Beauty (IRE),R P Whelan,0,M Halford & T Collins,4th,1/2 l,2,9-2,-,True,147,1
N/A,N/A,16:10,Soft,7f 30y,Takemetothemoon (IRE),W M Lordan,0,A P O'Brien,3rd,1/2 l,2,9-2,-,True,147,1
N/A,N/A,16:10,Soft,7f 30y,Candleford Green (IRE),C T Keane,0,W P Mullins,2nd,Short Head,2,9-2,-,True,147,1
N/A,N/A,16:10,Soft,7f 30y,Just Before (USA),J A Heffernan,0,W P Browne,1st,N/A,2,9-2,-,True,147,1
N/A,N/A,16:10,Soft,7f 30y,Valencia (IRE),D McMonagle,0,J P O'Brien,NR,N/A,2,9-2,-,True,147,1
N/A,N/A,16:10,Soft,7f 30y,Bint Queen Kindly (IRE),J J G Ryan,3,D K Weld,NR,N/A,2,9-2,-,True,147,1
N/A,N/A,16:10,Soft,7f 30y,Carte D'or (IRE),G P Halpin,0,John M Harney,13th,8 1/2 l,2,9-2,-,True,147,1
N/A,N/A,16:10,Soft,7f 30y,Bella Isabella (IRE),L F Roche,0,D K Weld,12th,2 1/4 l,2,9-2,-,True,147,1
N/A,N/A,16:10,Soft,7f 30y,If Dora Could,M W Hassett,5,W Ross,11th,3/4 l,2,9-2,-,True,147,1
N/A,N/A,16:10,Soft,7f 30y,Shakazia (IRE),B M Coen,0,J P Murtagh,10th,2 1/2 l,2,9-2,-,True,147,1
N/A,N/A,16:10,Soft,7f 30y,Birdie Time,N M Crosse,0,Mrs J Harrington,9th,1 1/4 l,2,9-2,-,True,147,1
N/A,N/A,16:10,Soft,7f 30y,Mariinsky Theatre (IRE),D P McDonogh,0,A P O'Brien,8th,3/4 l,2,9-2,-,True,147,1
N/A,N/A,16:10,Soft,7f 30y,Guarded (IRE),J Cleary,7,A P O'Brien,7th,1 1/2 l,2,9-2,-,True,147,1
N/A,N/A,16:10,Soft,7f 30y,Queens Fury (FR),R Whearty,3,A Murray,6th,Short Head,2,9-2,-,True,147,1
N/A,N/A,16:10,Soft,7f 30y,Lady In Paris,S Foley,0,Mrs J Harrington,5th,Head,2,9-2,-,True,147,1
N/A,N/A,16:10,Soft,7f 30y,Banner Beauty (IRE),R P Whelan,0,M Halford & T Collins,4th,1/2 l,2,9-2,-,True,147,1
N/A,N/A,16:10,Soft,7f 30y,Takemetothemoon (IRE),W M Lordan,0,A P O'Brien,3rd,1/2 l,2,9-2,-,True,147,1
N/A,N/A,16:10,Soft,7f 30y,Candleford Green (IRE),C T Keane,0,W P Mullins,2nd,Short Head,2,9-2,-,True,147,1
N/A,N/A,16:10,Soft,7f 30y,Just Before (USA),J A Heffernan,0,W P Browne,1st,N/A,2,9-2,-,True,147,1
N/A,N/A,16:40,Soft,7f 30y,Last Encore (IRE),M P Sheehy,0,J P O'Brien,NR,N/A,2,9-5,-,True,147,2
N/A,N/A,16:40,Soft,7f 30y,Celtic Motif (IRE),D P McDonogh,0,J P O'Brien,NR,N/A,2,9-2,-,True,147,2
N/A,N/A,16:40,Soft,7f 30y,One Smack Mac (IRE),C T Keane,0,G M Lyons,5th,8 l,2,9-5,-,True,147,2
N/A,N/A,16:40,Soft,7f 30y,Comanche Brave (IRE),R P Whelan,0,Donnacha O'Brien,4th,1/2 l,2,9-5,-,True,147,2
N/A,N/A,16:40,Soft,7f 30y,Rudi's Apple (IRE),D McMonagle,0,J P O'Brien,3rd,1 1/2 l,2,9-5,-,True,147,2
N/A,N/A,16:40,Soft,7f 30y,Antelope Canyon (IRE),B M Coen,0,A P O'Brien,2nd,6 1/2 l,2,9-5b,-,True,147,2
N/A,N/A,16:40,Soft,7f 30y,Exactly (IRE),W M Lordan,0,A P O'Brien,1st,N/A,2,9-2,-,True,147,2
N/A,N/A,16:40,Soft,7f 30y,Last Encore (IRE),M P Sheehy,0,J P O'Brien,NR,N/A,2,9-5,-,True,147,2
N/A,N/A,16:40,Soft,7f 30y,Celtic Motif (IRE),D P McDonogh,0,J P O'Brien,NR,N/A,2,9-2,-,True,147,2
N/A,N/A,16:40,Soft,7f 30y,One Smack Mac (IRE),C T Keane,0,G M Lyons,5th,8 l,2,9-5,-,True,147,2
N/A,N/A,16:40,Soft,7f 30y,Comanche Brave (IRE),R P Whelan,0,Donnacha O'Brien,4th,1/2 l,2,9-5,-,True,147,2
N/A,N/A,16:40,Soft,7f 30y,Rudi's Apple (IRE),D McMonagle,0,J P O'Brien,3rd,1 1/2 l,2,9-5,-,True,147,2
N/A,N/A,16:40,Soft,7f 30y,Antelope Canyon (IRE),B M Coen,0,A P O'Brien,2nd,6 1/2 l,2,9-5b,-,True,147,2
N/A,N/A,16:40,Soft,7f 30y,Exactly (IRE),W M Lordan,0,A P O'Brien,1st,N/A,2,9-2,-,True,147,2
N/A,N/A,17:10,Soft  (Turf),7f 30y,Balibel (FR),R P Whelan,0,M Halford & T Collins,NR,N/A,2,9-5,-,True,147,3
N/A,N/A,17:10,Soft  (Turf),7f 30y,Source Code (FR),D P McDonogh,0,J P O'Brien,13th,1 l,2,9-5,-,True,147,3
N/A,N/A,17:10,Soft  (Turf),7f 30y,Rushes And Bushes (IRE),Adam Caffrey,3,A McGuinness,12th,4 1/2 l,2,9-5,-,True,147,3
N/A,N/A,17:10,Soft  (Turf),7f 30y,Junkyard Dog (IRE),M P Sheehy,0,J P O'Brien,11th,9 1/2 l,2,9-5,-,True,147,3
N/A,N/A,17:10,Soft  (Turf),7f 30y,Tempestarii (IRE),S Foley,0,Mrs J Harrington,10th,2 1/4 l,2,9-5,-,True,147,3
N/A,N/A,17:10,Soft  (Turf),7f 30y,Hibernate (IRE),M W Hassett,5,J P O'Brien,9th,Neck,2,9-5,-,True,147,3
N/A,N/A,17:10,Soft  (Turf),7f 30y,Shafdar (IRE),R P Whelan,0,M Halford & T Collins,8th,1 l,2,9-5,-,True,147,3
N/A,N/A,17:10,Soft  (Turf),7f 30y,Alakazi (FR),B M Coen,0,J P Murtagh,7th,3 l,2,9-5,-,True,147,3
N/A,N/A,17:10,Soft  (Turf),7f 30y,Wild Sapphire (IRE),L F Roche,0,D K Weld,6th,1/2 l,2,9-5,-,True,147,3
N/A,N/A,17:10,Soft  (Turf),7f 30y,Cadogan,D McMonagle,0,J P O'Brien,5th,1 1/4 l,2,9-5,-,True,147,3
N/A,N/A,17:10,Soft  (Turf),7f 30y,Game Point (IRE),C T Keane,0,G M Lyons,4th,1 1/4 l,2,9-5,-,True,147,3
N/A,N/A,17:10,Soft  (Turf),7f 30y,Serengeti (FR),W M Lordan,0,A P O'Brien,3rd,Head,2,9-5,-,True,147,3
N/A,N/A,17:10,Soft  (Turf),7f 30y,Mississippi River (IRE),J Cleary,7,A P O'Brien,2nd,6 l,2,9-5,-,True,147,3
N/A,N/A,17:10,Soft  (Turf),7f 30y,Twain (IRE),M Crehan,3,A P O'Brien,1st,N/A,2,9-5,-,True,147,3
N/A,N/A,17:10,Soft  (Turf),7f 30y,Balibel (FR),R P Whelan,0,M Halford & T Collins,NR,N/A,2,9-5,-,True,147,3
N/A,N/A,17:10,Soft  (Turf),7f 30y,Source Code (FR),D P McDonogh,0,J P O'Brien,13th,1 l,2,9-5,-,True,147,3
N/A,N/A,17:10,Soft  (Turf),7f 30y,Rushes And Bushes (IRE),Adam Caffrey,3,A McGuinness,12th,4 1/2 l,2,9-5,-,True,147,3
N/A,N/A,17:10,Soft  (Turf),7f 30y,Junkyard Dog (IRE),M P Sheehy,0,J P O'Brien,11th,9 1/2 l,2,9-5,-,True,147,3
N/A,N/A,17:10,Soft  (Turf),7f 30y,Tempestarii (IRE),S Foley,0,Mrs J Harrington,10th,2 1/4 l,2,9-5,-,True,147,3
N/A,N/A,17:10,Soft  (Turf),7f 30y,Hibernate (IRE),M W Hassett,5,J P O'Brien,9th,Neck,2,9-5,-,True,147,3
N/A,N/A,17:10,Soft  (Turf),7f 30y,Shafdar (IRE),R P Whelan,0,M Halford & T Collins,8th,1 l,2,9-5,-,True,147,3
N/A,N/A,17:10,Soft  (Turf),7f 30y,Alakazi (FR),B M Coen,0,J P Murtagh,7th,3 l,2,9-5,-,True,147,3
N/A,N/A,17:10,Soft  (Turf),7f 30y,Wild Sapphire (IRE),L F Roche,0,D K Weld,6th,1/2 l,2,9-5,-,True,147,3
N/A,N/A,17:10,Soft  (Turf),7f 30y,Cadogan,D McMonagle,0,J P O'Brien,5th,1 1/4 l,2,9-5,-,True,147,3
N/A,N/A,17:10,Soft  (Turf),7f 30y,Game Point (IRE),C T Keane,0,G M Lyons,4th,1 1/4 l,2,9-5,-,True,147,3
N/A,N/A,17:10,Soft  (Turf),7f 30y,Serengeti (FR),W M Lordan,0,A P O'Brien,3rd,Head,2,9-5,-,True,147,3
N/A,N/A,17:10,Soft  (Turf),7f 30y,Mississippi River (IRE),J Cleary,7,A P O'Brien,2nd,6 l,2,9-5,-,True,147,3
N/A,N/A,17:10,Soft  (Turf),7f 30y,Twain (IRE),M Crehan,3,A P O'Brien,1st,N/A,2,9-5,-,True,147,3
N/A,N/A,17:40,Soft,1m,Shocker (IRE),J A Heffernan,0,Eoghan O'Neill,9th,10 l,2,8-8p,72,True,147,4
N/A,N/A,17:40,Soft,1m,Expert Analysis (IRE),W Joyce,5,W Ross,8th,10 l,2,8-7b1,71,True,147,4
N/A,N/A,17:40,Soft,1m,Medici Venus (USA),W M Lordan,0,A P O'Brien,7th,Neck,2,9-10b,88,True,147,4
N/A,N/A,17:40,Soft,1m,Faoladh (IRE),A J Slattery,0,A Slattery,6th,4 1/2 l,2,8-7t1,71,True,147,4
N/A,N/A,17:40,Soft,1m,Desmond Castle (IRE),D McMonagle,0,J P O'Brien,5th,3/4 l,2,9-0,78,True,147,4
N/A,N/A,17:40,Soft,1m,Runninsonofagun (IRE),R Whearty,3,A Mullins,4th,3 1/2 l,2,8-8,72,True,147,4
N/A,N/A,17:40,Soft,1m,Montpellier Green (IRE),M W Hassett,5,J P O'Brien,3rd,Short Head,2,9-2b,80,True,147,4
N/A,N/A,17:40,Soft,1m,Native Honey (IRE),D P McDonogh,0,J S Bolger,2nd,3 1/4 l,2,8-10,74,True,147,4
N/A,N/A,17:40,Soft,1m,Yamal (IRE),C T Keane,0,G M Lyons,1st,N/A,2,9-2b1,80,True,147,4
N/A,N/A,17:40,Soft,1m,Shocker (IRE),J A Heffernan,0,Eoghan O'Neill,9th,10 l,2,8-8p,72,True,147,4
N/A,N/A,17:40,Soft,1m,Expert Analysis (IRE),W Joyce,5,W Ross,8th,10 l,2,8-7b1,71,True,147,4
N/A,N/A,17:40,Soft,1m,Medici Venus (USA),W M Lordan,0,A P O'Brien,7th,Neck,2,9-10b,88,True,147,4
N/A,N/A,17:40,Soft,1m,Faoladh (IRE),A J Slattery,0,A Slattery,6th,4 1/2 l,2,8-7t1,71,True,147,4
N/A,N/A,17:40,Soft,1m,Desmond Castle (IRE),D McMonagle,0,J P O'Brien,5th,3/4 l,2,9-0,78,True,147,4
N/A,N/A,17:40,Soft,1m,Runninsonofagun (IRE),R Whearty,3,A Mullins,4th,3 1/2 l,2,8-8,72,True,147,4
N/A,N/A,17:40,Soft,1m,Montpellier Green (IRE),M W Hassett,5,J P O'Brien,3rd,Short Head,2,9-2b,80,True,147,4
N/A,N/A,17:40,Soft,1m,Native Honey (IRE),D P McDonogh,0,J S Bolger,2nd,3 1/4 l,2,8-10,74,True,147,4
N/A,N/A,17:40,Soft,1m,Yamal (IRE),C T Keane,0,G M Lyons,1st,N/A,2,9-2b1,80,True,147,4
Limerick Racing Results | 20th October 2024 13:30,N/A,13:30,Good (Good To Yielding In Places),2m 70y,Kathy Choice (IRE),D E Mullins,0,J Dullea,NR,N/A,6,11-7,-,True,147,5
