track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,14:20,Soft To Heavy,2m 4f 130y,Champ Royal (FR),R. J. Condon,5,Colm A. Murphy,7th,2 3/4 l,7,11-2,97,True,38,36
N/A,N/A,14:20,Soft To Heavy,2m 4f 130y,Makfils (FR),E. A. Fitzgerald,7,Peter Fahey,6th,3 1/4 l,6,11-2,97,True,38,36
N/A,N/A,14:20,Soft To Heavy,2m 4f 130y,Gringo D'ainay (FR),S. F. O'Keeffe,0,John Queally,5th,3/4 l,7,11-6,101,True,38,36
N/A,N/A,14:20,Soft To Heavy,2m 4f 130y,Gali Flight (FR),Niall Moore,0,Philip Fenton,4th,1/2 l,7,11-13,108,True,38,36
N/A,N/A,14:20,Soft To Heavy,2m 4f 130y,Ernie From Nurney (IRE),P. T. Smithers,7,Padraig Roche,3rd,Neck,6,11-1t,96,True,38,36
N/A,N/A,14:20,Soft To Heavy,2m 4f 130y,Friends N Commerce (IRE),Philip Donovan,5,Patrick G. Kelly,2nd,1 1/2 l,7,11-12,107,True,38,36
N/A,N/A,14:20,Soft To Heavy,2m 4f 130y,Verdant Place (IRE),S. D. Torrens,0,Patrick T. Foley,1st,N/A,5,11-7,102,True,38,36
N/A,N/A,14:20,Soft To Heavy,2m 4f 130y,Ahead Of The Posse (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,15th,36 l,6,11-12,107,True,38,36
N/A,N/A,14:20,Soft To Heavy,2m 4f 130y,Come on Sally (IRE),Jordan Colin Gainford,0,Paul Pierce,14th,9 1/2 l,9,10-0,81,True,38,36
N/A,N/A,14:20,Soft To Heavy,2m 4f 130y,Rockbrook (IRE),J. P. O'Sullivan,5,P. J. Rothwell,13th,3 3/4 l,6,10-13,94,True,38,36
N/A,N/A,14:20,Soft To Heavy,2m 4f 130y,Chainofconsequence (IRE),Gavin Peter Brouder,0,Aengus King,12th,15 l,6,11-3,98,True,38,36
N/A,N/A,14:20,Soft To Heavy,2m 4f 130y,Coolavin Boy (IRE),C. M. Quirke,7,Louise G. Lyons,11th,17 l,6,11-4p,99,True,38,36
N/A,N/A,14:20,Soft To Heavy,2m 4f 130y,Moonlight Getaway (IRE),Phillip Enright,0,D. Hassett,10th,2 1/4 l,7,10-8,89,True,38,36
N/A,N/A,14:20,Soft To Heavy,2m 4f 130y,Killinure Lass (IRE),J. J. Slevin,0,Brian M. McMahon,9th,4 l,6,10-9,90,True,38,36
N/A,N/A,14:20,Soft To Heavy,2m 4f 130y,Bella Union (IRE),B. Hayes,0,John McConnell,8th,1 1/2 l,7,10-10,91,True,38,36
N/A,N/A,14:20,Soft To Heavy,2m 4f 130y,Champ Royal (FR),R. J. Condon,5,Colm A. Murphy,7th,2 3/4 l,7,11-2,97,True,38,36
N/A,N/A,14:20,Soft To Heavy,2m 4f 130y,Makfils (FR),E. A. Fitzgerald,7,Peter Fahey,6th,3 1/4 l,6,11-2,97,True,38,36
N/A,N/A,14:20,Soft To Heavy,2m 4f 130y,Gringo D'ainay (FR),S. F. O'Keeffe,0,John Queally,5th,3/4 l,7,11-6,101,True,38,36
N/A,N/A,14:20,Soft To Heavy,2m 4f 130y,Gali Flight (FR),Niall Moore,0,Philip Fenton,4th,1/2 l,7,11-13,108,True,38,36
N/A,N/A,14:20,Soft To Heavy,2m 4f 130y,Ernie From Nurney (IRE),P. T. Smithers,7,Padraig Roche,3rd,Neck,6,11-1t,96,True,38,36
N/A,N/A,14:20,Soft To Heavy,2m 4f 130y,Friends N Commerce (IRE),Philip Donovan,5,Patrick G. Kelly,2nd,1 1/2 l,7,11-12,107,True,38,36
N/A,N/A,14:20,Soft To Heavy,2m 4f 130y,Verdant Place (IRE),S. D. Torrens,0,Patrick T. Foley,1st,N/A,5,11-7,102,True,38,36
N/A,N/A,14:50,Soft To Heavy,3m 100y,Iconic Flame (IRE),S. F. O'Keeffe,0,John Queally,PU,N/A,6,11-12t1,-,True,38,37
N/A,N/A,14:50,Soft To Heavy,3m 100y,My Fellow (IRE),K. E. Buckley,0,Mrs Denise Foster,PU,N/A,7,11-12p,-,True,38,37
N/A,N/A,14:50,Soft To Heavy,3m 100y,A Fortune Out West (IRE),Jordan Colin Gainford,0,Gordon Elliott,PU,N/A,6,11-12t,-,True,38,37
N/A,N/A,14:50,Soft To Heavy,3m 100y,Ostend (IRE),Shane Fenelon,7,Peter Croke,PU,N/A,5,11-12,-,True,38,37
N/A,N/A,14:50,Soft To Heavy,3m 100y,Klarc Kent (FR),P. Townend,0,W. P. Mullins,6th,12 l,7,11-12,-,True,38,37
N/A,N/A,14:50,Soft To Heavy,3m 100y,Castle Field Boy (IRE),Phillip Enright,0,Patrick T. Foley,5th,10 l,7,11-12t,-,True,38,37
N/A,N/A,14:50,Soft To Heavy,3m 100y,Quest With Speed (IRE),J. S. McGarvey,0,John Joseph Hanlon,4th,3 1/4 l,6,11-12,-,True,38,37
N/A,N/A,14:50,Soft To Heavy,3m 100y,Heyjoe De Kerser (FR),J. P. O'Sullivan,5,Paul Nolan,3rd,1 1/2 l,6,11-12p1,-,True,38,37
N/A,N/A,14:50,Soft To Heavy,3m 100y,Rowdy Romeo (IRE),J. J. Slevin,0,Mrs Caroline McCaldin,2nd,22 l,6,11-12,-,True,38,37
N/A,N/A,14:50,Soft To Heavy,3m 100y,Letsbeclearaboutit (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,1st,N/A,8,11-12,-,True,38,37
N/A,N/A,14:50,Soft To Heavy,3m 100y,Iconic Flame (IRE),S. F. O'Keeffe,0,John Queally,PU,N/A,6,11-12t1,-,True,38,37
N/A,N/A,14:50,Soft To Heavy,3m 100y,My Fellow (IRE),K. E. Buckley,0,Mrs Denise Foster,PU,N/A,7,11-12p,-,True,38,37
N/A,N/A,14:50,Soft To Heavy,3m 100y,A Fortune Out West (IRE),Jordan Colin Gainford,0,Gordon Elliott,PU,N/A,6,11-12t,-,True,38,37
N/A,N/A,14:50,Soft To Heavy,3m 100y,Ostend (IRE),Shane Fenelon,7,Peter Croke,PU,N/A,5,11-12,-,True,38,37
N/A,N/A,14:50,Soft To Heavy,3m 100y,Klarc Kent (FR),P. Townend,0,W. P. Mullins,6th,12 l,7,11-12,-,True,38,37
N/A,N/A,14:50,Soft To Heavy,3m 100y,Castle Field Boy (IRE),Phillip Enright,0,Patrick T. Foley,5th,10 l,7,11-12t,-,True,38,37
N/A,N/A,14:50,Soft To Heavy,3m 100y,Quest With Speed (IRE),J. S. McGarvey,0,John Joseph Hanlon,4th,3 1/4 l,6,11-12,-,True,38,37
N/A,N/A,14:50,Soft To Heavy,3m 100y,Heyjoe De Kerser (FR),J. P. O'Sullivan,5,Paul Nolan,3rd,1 1/2 l,6,11-12p1,-,True,38,37
N/A,N/A,14:50,Soft To Heavy,3m 100y,Rowdy Romeo (IRE),J. J. Slevin,0,Mrs Caroline McCaldin,2nd,22 l,6,11-12,-,True,38,37
N/A,N/A,14:50,Soft To Heavy,3m 100y,Letsbeclearaboutit (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,1st,N/A,8,11-12,-,True,38,37
N/A,N/A,15:20,Soft To Heavy,3m 100y,Shamror Lass (IRE),D. J. O'Keeffe,0,Miss D. M. O'Shea,PU,N/A,6,10-9,83,True,38,38
N/A,N/A,15:20,Soft To Heavy,3m 100y,Journey West (IRE),S. O'Callaghan,7,Colin A. McBratney,PU,N/A,7,11-3p,91,True,38,38
N/A,N/A,15:20,Soft To Heavy,3m 100y,Mansoline (FR),B. J. Cooper,0,Thomas Cooper,PU,N/A,7,11-4,92,True,38,38
N/A,N/A,15:20,Soft To Heavy,3m 100y,Whatdoyouknow (IRE),L. P. Dempsey,0,J. D. Motherway,PU,N/A,6,11-2p1,90,True,38,38
N/A,N/A,15:20,Soft To Heavy,3m 100y,Sulafaat (IRE),B. Hayes,0,John Joseph Hanlon,PU,N/A,8,10-6b1,80,True,38,38
N/A,N/A,15:20,Soft To Heavy,3m 100y,Aide De Camp (IRE),D. King,5,Denis Hogan,PU,N/A,5,12-0b,102,True,38,38
N/A,N/A,15:20,Soft To Heavy,3m 100y,Follow the Crowd (IRE),S. D. Torrens,0,Aidan Anthony Howard,PU,N/A,8,11-7p,95,True,38,38
N/A,N/A,15:20,Soft To Heavy,3m 100y,Katlaur (IRE),K. C. Sexton,0,Colin A. McBratney,PU,N/A,7,10-11p,85,True,38,38
N/A,N/A,15:20,Soft To Heavy,3m 100y,Dr Val (IRE),B. W. Harvey,5,E. Sheehy,PU,N/A,5,11-10p1,98,True,38,38
N/A,N/A,15:20,Soft To Heavy,3m 100y,Holiday In Kerry (IRE),C. P. McNamara,0,Eric McNamara,PU,N/A,7,11-4,92,True,38,38
N/A,N/A,15:20,Soft To Heavy,3m 100y,Red Finch (IRE),C. M. Quirke,7,Timothy Doyle,11th,36 l,9,10-6,80,True,38,38
N/A,N/A,15:20,Soft To Heavy,3m 100y,Stormy Glenn (IRE),Mr P. McNeilly,7,Robin McNeilly,10th,14 l,10,10-11p1,85,True,38,38
N/A,N/A,15:20,Soft To Heavy,3m 100y,Nibbles (IRE),Mr Turlough O'Connor,7,Turlough O'Connor,9th,6 l,6,11-5,93,True,38,38
N/A,N/A,15:20,Soft To Heavy,3m 100y,Ocodango Boy (IRE),Gearoid Patrick Brouder,5,Peter McCreery,8th,3/4 l,6,10-6,80,True,38,38
N/A,N/A,15:20,Soft To Heavy,3m 100y,Seangoell (IRE),R. P. Geoghegan,7,Norman Lee,7th,7 l,9,11-7tp,95,True,38,38
N/A,N/A,15:20,Soft To Heavy,3m 100y,Rose Of Kalanisi (IRE),C. D. Maxwell,0,Paul Stafford,6th,4 3/4 l,6,11-8,96,True,38,38
N/A,N/A,15:20,Soft To Heavy,3m 100y,Walking The Walk (IRE),Jordan Colin Gainford,0,Gordon Elliott,5th,5 1/2 l,8,10-10tb,84,True,38,38
N/A,N/A,15:20,Soft To Heavy,3m 100y,Royal Rhythm (IRE),J. P. O'Sullivan,5,P. J. Rothwell,4th,4 3/4 l,7,11-3b1,91,True,38,38
N/A,N/A,15:20,Soft To Heavy,3m 100y,One Horse Army (IRE),A. P. Kelly,7,Padraig Roche,3rd,1/2 l,6,10-12,86,True,38,38
N/A,N/A,15:20,Soft To Heavy,3m 100y,Mahler Appeal (IRE),M. J. M. O'Sullivan,5,Garrett James Power,2nd,3 1/4 l,7,11-0,88,True,38,38
N/A,N/A,15:20,Soft To Heavy,3m 100y,Captain Jimmy (IRE),Philip Donovan,5,Patrick G. Kelly,1st,N/A,10,10-9b,83,True,38,38
N/A,N/A,15:20,Soft To Heavy,3m 100y,Shamror Lass (IRE),D. J. O'Keeffe,0,Miss D. M. O'Shea,PU,N/A,6,10-9,83,True,38,38
N/A,N/A,15:20,Soft To Heavy,3m 100y,Journey West (IRE),S. O'Callaghan,7,Colin A. McBratney,PU,N/A,7,11-3p,91,True,38,38
N/A,N/A,15:20,Soft To Heavy,3m 100y,Mansoline (FR),B. J. Cooper,0,Thomas Cooper,PU,N/A,7,11-4,92,True,38,38
N/A,N/A,15:20,Soft To Heavy,3m 100y,Whatdoyouknow (IRE),L. P. Dempsey,0,J. D. Motherway,PU,N/A,6,11-2p1,90,True,38,38
N/A,N/A,15:20,Soft To Heavy,3m 100y,Sulafaat (IRE),B. Hayes,0,John Joseph Hanlon,PU,N/A,8,10-6b1,80,True,38,38
N/A,N/A,15:20,Soft To Heavy,3m 100y,Aide De Camp (IRE),D. King,5,Denis Hogan,PU,N/A,5,12-0b,102,True,38,38
N/A,N/A,15:20,Soft To Heavy,3m 100y,Follow the Crowd (IRE),S. D. Torrens,0,Aidan Anthony Howard,PU,N/A,8,11-7p,95,True,38,38
N/A,N/A,15:20,Soft To Heavy,3m 100y,Katlaur (IRE),K. C. Sexton,0,Colin A. McBratney,PU,N/A,7,10-11p,85,True,38,38
N/A,N/A,15:20,Soft To Heavy,3m 100y,Dr Val (IRE),B. W. Harvey,5,E. Sheehy,PU,N/A,5,11-10p1,98,True,38,38
N/A,N/A,15:20,Soft To Heavy,3m 100y,Holiday In Kerry (IRE),C. P. McNamara,0,Eric McNamara,PU,N/A,7,11-4,92,True,38,38
N/A,N/A,15:20,Soft To Heavy,3m 100y,Red Finch (IRE),C. M. Quirke,7,Timothy Doyle,11th,36 l,9,10-6,80,True,38,38
N/A,N/A,15:20,Soft To Heavy,3m 100y,Stormy Glenn (IRE),Mr P. McNeilly,7,Robin McNeilly,10th,14 l,10,10-11p1,85,True,38,38
N/A,N/A,15:20,Soft To Heavy,3m 100y,Nibbles (IRE),Mr Turlough O'Connor,7,Turlough O'Connor,9th,6 l,6,11-5,93,True,38,38
N/A,N/A,15:20,Soft To Heavy,3m 100y,Ocodango Boy (IRE),Gearoid Patrick Brouder,5,Peter McCreery,8th,3/4 l,6,10-6,80,True,38,38
N/A,N/A,15:20,Soft To Heavy,3m 100y,Seangoell (IRE),R. P. Geoghegan,7,Norman Lee,7th,7 l,9,11-7tp,95,True,38,38
N/A,N/A,15:20,Soft To Heavy,3m 100y,Rose Of Kalanisi (IRE),C. D. Maxwell,0,Paul Stafford,6th,4 3/4 l,6,11-8,96,True,38,38
N/A,N/A,15:20,Soft To Heavy,3m 100y,Walking The Walk (IRE),Jordan Colin Gainford,0,Gordon Elliott,5th,5 1/2 l,8,10-10tb,84,True,38,38
N/A,N/A,15:20,Soft To Heavy,3m 100y,Royal Rhythm (IRE),J. P. O'Sullivan,5,P. J. Rothwell,4th,4 3/4 l,7,11-3b1,91,True,38,38
N/A,N/A,15:20,Soft To Heavy,3m 100y,One Horse Army (IRE),A. P. Kelly,7,Padraig Roche,3rd,1/2 l,6,10-12,86,True,38,38
N/A,N/A,15:20,Soft To Heavy,3m 100y,Mahler Appeal (IRE),M. J. M. O'Sullivan,5,Garrett James Power,2nd,3 1/4 l,7,11-0,88,True,38,38
N/A,N/A,15:20,Soft To Heavy,3m 100y,Captain Jimmy (IRE),Philip Donovan,5,Patrick G. Kelly,1st,N/A,10,10-9b,83,True,38,38
N/A,N/A,15:50,Soft To Heavy,2m,Noble Annys (IRE),Mr B. M. Coonan,7,John Joseph Winston,S,N/A,5,11-11,-,True,38,39
N/A,N/A,15:50,Soft To Heavy,2m,Visible Attraction (IRE),Mr J. H. Williamson,7,Gordon Elliott,9th,1 3/4 l,6,11-11p1,-,True,38,39
N/A,N/A,15:50,Soft To Heavy,2m,Watermark (IRE),Mr Finian Maguire,0,W. J. Burke,8th,11 l,5,11-11,-,True,38,39
N/A,N/A,15:50,Soft To Heavy,2m,Stage Lady (IRE),Mr D. Allen,7,Norman Lee,7th,14 l,6,11-11ht,-,True,38,39
N/A,N/A,15:50,Soft To Heavy,2m,Broomfield Gale (IRE),Mr D. Kiely,7,Robert Murphy,6th,3 l,5,11-11,-,True,38,39
N/A,N/A,15:50,Soft To Heavy,2m,You Make Me Smile (IRE),Ms C. A. Walsh,7,P. A. Fahy,5th,30 l,5,11-11,-,True,38,39
N/A,N/A,15:50,Soft To Heavy,2m,Whispering Pines (IRE),Mr D. O'Connor,0,Padraig Roche,4th,1 1/2 l,6,11-11,-,True,38,39
N/A,N/A,15:50,Soft To Heavy,2m,Bop Bop Bobbin (IRE),Mr T. P. Harney,7,Luke Comer,3rd,12 l,5,11-11,-,True,38,39
N/A,N/A,15:50,Soft To Heavy,2m,Why Delilah (IRE),Mr J. J. Codd,0,Gordon Elliott,2nd,2 1/4 l,5,11-11,-,True,38,39
N/A,N/A,15:50,Soft To Heavy,2m,Bohemian Summer (IRE),Mr D. McGill,7,J. G. Cosgrave,1st,N/A,6,11-11,-,True,38,39
N/A,N/A,15:50,Soft To Heavy,2m,Noble Annys (IRE),Mr B. M. Coonan,7,John Joseph Winston,S,N/A,5,11-11,-,True,38,39
N/A,N/A,15:50,Soft To Heavy,2m,Visible Attraction (IRE),Mr J. H. Williamson,7,Gordon Elliott,9th,1 3/4 l,6,11-11p1,-,True,38,39
N/A,N/A,15:50,Soft To Heavy,2m,Watermark (IRE),Mr Finian Maguire,0,W. J. Burke,8th,11 l,5,11-11,-,True,38,39
N/A,N/A,15:50,Soft To Heavy,2m,Stage Lady (IRE),Mr D. Allen,7,Norman Lee,7th,14 l,6,11-11ht,-,True,38,39
N/A,N/A,15:50,Soft To Heavy,2m,Broomfield Gale (IRE),Mr D. Kiely,7,Robert Murphy,6th,3 l,5,11-11,-,True,38,39
N/A,N/A,15:50,Soft To Heavy,2m,You Make Me Smile (IRE),Ms C. A. Walsh,7,P. A. Fahy,5th,30 l,5,11-11,-,True,38,39
N/A,N/A,15:50,Soft To Heavy,2m,Whispering Pines (IRE),Mr D. O'Connor,0,Padraig Roche,4th,1 1/2 l,6,11-11,-,True,38,39
N/A,N/A,15:50,Soft To Heavy,2m,Bop Bop Bobbin (IRE),Mr T. P. Harney,7,Luke Comer,3rd,12 l,5,11-11,-,True,38,39
N/A,N/A,15:50,Soft To Heavy,2m,Why Delilah (IRE),Mr J. J. Codd,0,Gordon Elliott,2nd,2 1/4 l,5,11-11,-,True,38,39
N/A,N/A,15:50,Soft To Heavy,2m,Bohemian Summer (IRE),Mr D. McGill,7,J. G. Cosgrave,1st,N/A,6,11-11,-,True,38,39
Clonmel Racing Results | 17th January 2023 12:50,N/A,12:50,Heavy,2m 164y,Newgirlintown (IRE),Gearoid Patrick Brouder,5,G. O'Leary,UR,N/A,7,11-7,-,True,38,40
Clonmel Racing Results | 17th January 2023 12:50,N/A,12:50,Heavy,2m 164y,Nytol (IRE),Phillip Enright,0,S. Curling,PU,N/A,5,10-13,-,True,38,40
Clonmel Racing Results | 17th January 2023 12:50,N/A,12:50,Heavy,2m 164y,Inveterate (IRE),Cian Cullinan,7,Miss Tara Lee Cogan,PU,N/A,5,10-13,-,True,38,40
Clonmel Racing Results | 17th January 2023 12:50,N/A,12:50,Heavy,2m 164y,Gabbys Girl (IRE),Sarah Kavanagh,7,Thomas Mullins,PU,N/A,4,10-0,-,True,38,40
Clonmel Racing Results | 17th January 2023 12:50,N/A,12:50,Heavy,2m 164y,Penny's Song (IRE),J. J. Slevin,0,Adrian Murray,13th,40 l,5,10-13,-,True,38,40
Clonmel Racing Results | 17th January 2023 12:50,N/A,12:50,Heavy,2m 164y,Cool Croi (IRE),Denis O'Regan,0,Gordon Elliott,12th,10 l,6,10-13,-,True,38,40
Clonmel Racing Results | 17th January 2023 12:50,N/A,12:50,Heavy,2m 164y,Emily's Fortune (IRE),J. P. O'Sullivan,5,P. J. Rothwell,11th,22 l,5,10-13,-,True,38,40
Clonmel Racing Results | 17th January 2023 12:50,N/A,12:50,Heavy,2m 164y,Annie Bella (IRE),Sam Ewing,0,David Christie,10th,3/4 l,6,10-13t,-,True,38,40
Clonmel Racing Results | 17th January 2023 12:50,N/A,12:50,Heavy,2m 164y,Flemensreva (IRE),Jordan Colin Gainford,0,Paul Nolan,9th,2 1/2 l,5,10-13,-,True,38,40
Clonmel Racing Results | 17th January 2023 12:50,N/A,12:50,Heavy,2m 164y,Getabelle (IRE),Adam Ellis,7,Liam P. Cusack,8th,4 1/4 l,6,10-13,-,True,38,40
Clonmel Racing Results | 17th January 2023 12:50,N/A,12:50,Heavy,2m 164y,Ballinclay Court (IRE),M. J. M. O'Sullivan,5,N. Dooly,7th,4 1/4 l,6,10-13,-,True,38,40
Clonmel Racing Results | 17th January 2023 12:50,N/A,12:50,Heavy,2m 164y,Pearlofflorida (IRE),Richard Deegan,0,Liam P. Cusack,6th,3/4 l,6,10-13,-,True,38,40
Clonmel Racing Results | 17th January 2023 12:50,N/A,12:50,Heavy,2m 164y,Chautuaqua (IRE),D. King,5,Denis Hogan,5th,13 l,5,11-7,-,True,38,40
Clonmel Racing Results | 17th January 2023 12:50,N/A,12:50,Heavy,2m 164y,One Cool Lady (IRE),L. P. Dempsey,0,Gavin Patrick Cromwell,4th,4 1/2 l,7,10-13,-,True,38,40
Clonmel Racing Results | 17th January 2023 12:50,N/A,12:50,Heavy,2m 164y,Circus Act (IRE),Gavin Peter Brouder,5,James A. Nash,3rd,1 l,4,10-0,-,True,38,40
Clonmel Racing Results | 17th January 2023 12:50,N/A,12:50,Heavy,2m 164y,Apples In Winter (IRE),N. T. Prendergast,7,Liam Casey,2nd,22 l,6,10-13,-,True,38,40
Clonmel Racing Results | 17th January 2023 12:50,N/A,12:50,Heavy,2m 164y,Night And Day,P. Townend,0,W. P. Mullins,1st,N/A,6,10-13,-,True,38,40
Clonmel Racing Results | 17th January 2023 12:50,N/A,12:50,Heavy,2m 164y,Newgirlintown (IRE),Gearoid Patrick Brouder,5,G. O'Leary,UR,N/A,7,11-7,-,True,38,40
Clonmel Racing Results | 17th January 2023 12:50,N/A,12:50,Heavy,2m 164y,Nytol (IRE),Phillip Enright,0,S. Curling,PU,N/A,5,10-13,-,True,38,40
Clonmel Racing Results | 17th January 2023 12:50,N/A,12:50,Heavy,2m 164y,Inveterate (IRE),Cian Cullinan,7,Miss Tara Lee Cogan,PU,N/A,5,10-13,-,True,38,40
Clonmel Racing Results | 17th January 2023 12:50,N/A,12:50,Heavy,2m 164y,Gabbys Girl (IRE),Sarah Kavanagh,7,Thomas Mullins,PU,N/A,4,10-0,-,True,38,40
Clonmel Racing Results | 17th January 2023 12:50,N/A,12:50,Heavy,2m 164y,Penny's Song (IRE),J. J. Slevin,0,Adrian Murray,13th,40 l,5,10-13,-,True,38,40
Clonmel Racing Results | 17th January 2023 12:50,N/A,12:50,Heavy,2m 164y,Cool Croi (IRE),Denis O'Regan,0,Gordon Elliott,12th,10 l,6,10-13,-,True,38,40
Clonmel Racing Results | 17th January 2023 12:50,N/A,12:50,Heavy,2m 164y,Emily's Fortune (IRE),J. P. O'Sullivan,5,P. J. Rothwell,11th,22 l,5,10-13,-,True,38,40
Clonmel Racing Results | 17th January 2023 12:50,N/A,12:50,Heavy,2m 164y,Annie Bella (IRE),Sam Ewing,0,David Christie,10th,3/4 l,6,10-13t,-,True,38,40
Clonmel Racing Results | 17th January 2023 12:50,N/A,12:50,Heavy,2m 164y,Flemensreva (IRE),Jordan Colin Gainford,0,Paul Nolan,9th,2 1/2 l,5,10-13,-,True,38,40
Clonmel Racing Results | 17th January 2023 12:50,N/A,12:50,Heavy,2m 164y,Getabelle (IRE),Adam Ellis,7,Liam P. Cusack,8th,4 1/4 l,6,10-13,-,True,38,40
Clonmel Racing Results | 17th January 2023 12:50,N/A,12:50,Heavy,2m 164y,Ballinclay Court (IRE),M. J. M. O'Sullivan,5,N. Dooly,7th,4 1/4 l,6,10-13,-,True,38,40
Clonmel Racing Results | 17th January 2023 12:50,N/A,12:50,Heavy,2m 164y,Pearlofflorida (IRE),Richard Deegan,0,Liam P. Cusack,6th,3/4 l,6,10-13,-,True,38,40
Clonmel Racing Results | 17th January 2023 12:50,N/A,12:50,Heavy,2m 164y,Chautuaqua (IRE),D. King,5,Denis Hogan,5th,13 l,5,11-7,-,True,38,40
Clonmel Racing Results | 17th January 2023 12:50,N/A,12:50,Heavy,2m 164y,One Cool Lady (IRE),L. P. Dempsey,0,Gavin Patrick Cromwell,4th,4 1/2 l,7,10-13,-,True,38,40
Clonmel Racing Results | 17th January 2023 12:50,N/A,12:50,Heavy,2m 164y,Circus Act (IRE),Gavin Peter Brouder,5,James A. Nash,3rd,1 l,4,10-0,-,True,38,40
Clonmel Racing Results | 17th January 2023 12:50,N/A,12:50,Heavy,2m 164y,Apples In Winter (IRE),N. T. Prendergast,7,Liam Casey,2nd,22 l,6,10-13,-,True,38,40
Clonmel Racing Results | 17th January 2023 12:50,N/A,12:50,Heavy,2m 164y,Night And Day,P. Townend,0,W. P. Mullins,1st,N/A,6,10-13,-,True,38,40
Clonmel Racing Results | 17th January 2023 13:20,N/A,13:20,Heavy,2m 164y,Westwind Star,T. Joseph Kelly,7,Brian Mortell,PU,N/A,6,11-12,-,True,38,41
Clonmel Racing Results | 17th January 2023 13:20,N/A,13:20,Heavy,2m 164y,Finding Freedom (IRE),Shane Fenelon,7,John Joseph Hanlon,16th,Head,5,11-12,-,True,38,41
Clonmel Racing Results | 17th January 2023 13:20,N/A,13:20,Heavy,2m 164y,Walk In The Dark (IRE),Mr H. C. Swan,7,Brendan Maurice Walsh,15th,24 l,6,11-12,-,True,38,41
Clonmel Racing Results | 17th January 2023 13:20,N/A,13:20,Heavy,2m 164y,Depeche Mo (IRE),S. F. O'Keeffe,0,Eric Larkin,14th,11 l,5,11-12h,-,True,38,41
Clonmel Racing Results | 17th January 2023 13:20,N/A,13:20,Heavy,2m 164y,Tea It Is (IRE),I. J. Power,0,Vincent Carroll,13th,31 l,6,11-12,-,True,38,41
Clonmel Racing Results | 17th January 2023 13:20,N/A,13:20,Heavy,2m 164y,Dun Ar Aill (IRE),D. J. O'Keeffe,0,Paul O'Flynn,12th,3/4 l,6,11-12,-,True,38,41
Clonmel Racing Results | 17th January 2023 13:20,N/A,13:20,Heavy,2m 164y,Harly De Rots (FR),C. A. Landers,0,Michael J. McDonagh,11th,Head,6,11-12,-,True,38,41
Clonmel Racing Results | 17th January 2023 13:20,N/A,13:20,Heavy,2m 164y,Brownstone (IRE),Miss A. L. Fitzgibbon,7,Michael Winters,10th,18 l,7,11-12t,-,True,38,41
Clonmel Racing Results | 17th January 2023 13:20,N/A,13:20,Heavy,2m 164y,Mister Twist (IRE),Niall Moore,7,Philip Fenton,9th,23 l,5,11-12,-,True,38,41
Clonmel Racing Results | 17th January 2023 13:20,N/A,13:20,Heavy,2m 164y,Mosaaheb,J. S. McGarvey,0,John Joseph Hanlon,8th,2 1/2 l,5,11-12,-,True,38,41
Clonmel Racing Results | 17th January 2023 13:20,N/A,13:20,Heavy,2m 164y,Iurkash (FR),Jack G. Gilligan,7,Sean Thomas Doyle,7th,1 1/4 l,5,11-12,-,True,38,41
Clonmel Racing Results | 17th January 2023 13:20,N/A,13:20,Heavy,2m 164y,Another Million (IRE),Sam Ewing,0,Denis Leahy,6th,1 1/4 l,6,11-12,-,True,38,41
Clonmel Racing Results | 17th January 2023 13:20,N/A,13:20,Heavy,2m 164y,Feu Du Bresil (FR),P. Townend,0,W. P. Mullins,5th,10 l,8,11-12,-,True,38,41
Clonmel Racing Results | 17th January 2023 13:20,N/A,13:20,Heavy,2m 164y,I Am Rocco,B. Hayes,0,W. P. Mullins,4th,10 l,6,11-12,-,True,38,41
Clonmel Racing Results | 17th January 2023 13:20,N/A,13:20,Heavy,2m 164y,Danada (IRE),Sarah Kavanagh,7,Colm A. Murphy,3rd,1 3/4 l,6,11-12,-,True,38,41
Clonmel Racing Results | 17th January 2023 13:20,N/A,13:20,Heavy,2m 164y,Yeah Man (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,2nd,6 1/2 l,6,11-12,-,True,38,41
Clonmel Racing Results | 17th January 2023 13:20,N/A,13:20,Heavy,2m 164y,Cillians Charm (IRE),J. J. Slevin,0,Anthony McCann,1st,N/A,6,11-12h,-,True,38,41
Clonmel Racing Results | 17th January 2023 13:20,N/A,13:20,Heavy,2m 164y,Westwind Star,T. Joseph Kelly,7,Brian Mortell,PU,N/A,6,11-12,-,True,38,41
Clonmel Racing Results | 17th January 2023 13:20,N/A,13:20,Heavy,2m 164y,Finding Freedom (IRE),Shane Fenelon,7,John Joseph Hanlon,16th,Head,5,11-12,-,True,38,41
Clonmel Racing Results | 17th January 2023 13:20,N/A,13:20,Heavy,2m 164y,Walk In The Dark (IRE),Mr H. C. Swan,7,Brendan Maurice Walsh,15th,24 l,6,11-12,-,True,38,41
Clonmel Racing Results | 17th January 2023 13:20,N/A,13:20,Heavy,2m 164y,Depeche Mo (IRE),S. F. O'Keeffe,0,Eric Larkin,14th,11 l,5,11-12h,-,True,38,41
