track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,14:12,Soft To Heavy,2m 1f,Dunvegan (FR),M. J. M. O'Sullivan,5,P. A. Fahy,2nd,9 l,10,11-12,158,True,38,21
N/A,N/A,14:12,Soft To Heavy,2m 1f,Rebel Gold (IRE),Denis O'Regan,0,Patrick T. Foley,1st,N/A,10,10-4t,136,True,38,21
N/A,N/A,14:47,Soft To Heavy,2m 1f,Highland Charge (IRE),B. J. Cooper,0,Noel Meade,PU,N/A,8,11-12,-,True,38,22
N/A,N/A,14:47,Soft To Heavy,2m 1f,Themanintheboots (IRE),R. A. Doyle,0,Gordon Elliott,4th,26 l,5,11-8,-,True,38,22
N/A,N/A,14:47,Soft To Heavy,2m 1f,Slip Of The Tongue (IRE),S. D. Torrens,0,Padraig Roche,3rd,4 3/4 l,6,11-12,-,True,38,22
N/A,N/A,14:47,Soft To Heavy,2m 1f,Francin (FR),Mr R. A. Berry,7,J. A. Berry,2nd,38 l,10,11-12,-,True,38,22
N/A,N/A,14:47,Soft To Heavy,2m 1f,Flame Bearer (IRE),P. Townend,0,W. P. Mullins,1st,N/A,8,11-12t,-,True,38,22
N/A,N/A,14:47,Soft To Heavy,2m 1f,Highland Charge (IRE),B. J. Cooper,0,Noel Meade,PU,N/A,8,11-12,-,True,38,22
N/A,N/A,14:47,Soft To Heavy,2m 1f,Themanintheboots (IRE),R. A. Doyle,0,Gordon Elliott,4th,26 l,5,11-8,-,True,38,22
N/A,N/A,14:47,Soft To Heavy,2m 1f,Slip Of The Tongue (IRE),S. D. Torrens,0,Padraig Roche,3rd,4 3/4 l,6,11-12,-,True,38,22
N/A,N/A,14:47,Soft To Heavy,2m 1f,Francin (FR),Mr R. A. Berry,7,J. A. Berry,2nd,38 l,10,11-12,-,True,38,22
N/A,N/A,14:47,Soft To Heavy,2m 1f,Flame Bearer (IRE),P. Townend,0,W. P. Mullins,1st,N/A,8,11-12t,-,True,38,22
N/A,N/A,15:22,Soft To Heavy,2m 5f 121y,Jody Ted (IRE),Kieran Callaghan,7,Eoin Griffin,PU,N/A,7,12-0,-,True,38,23
N/A,N/A,15:22,Soft To Heavy,2m 5f 121y,Jack In The Box (IRE),Jordan Colin Gainford,0,Gordon Elliott,F,N/A,6,11-3t,-,True,38,23
N/A,N/A,15:22,Soft To Heavy,2m 5f 121y,Sea Ducor,Donagh Meyler,0,A. L. T. Moore,F,N/A,7,12-0,-,True,38,23
N/A,N/A,15:22,Soft To Heavy,2m 5f 121y,Cartwright,D. P. Maxwell,7,V. C. Ward,6th,99 l,10,11-3,-,True,38,23
N/A,N/A,15:22,Soft To Heavy,2m 5f 121y,Innovated (IRE),Rachael Blackmore,0,Henry de Bromhead,5th,12 l,8,11-12,-,True,38,23
N/A,N/A,15:22,Soft To Heavy,2m 5f 121y,Bay Ambition (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,4th,7 l,10,11-7,-,True,38,23
N/A,N/A,15:22,Soft To Heavy,2m 5f 121y,Clonbury Bridge (IRE),L. P. Dempsey,0,J. P. Dempsey,3rd,6 l,7,11-5t,-,True,38,23
N/A,N/A,15:22,Soft To Heavy,2m 5f 121y,Wellington Hill (IRE),R. A. Doyle,0,Ms Margaret Mullins,2nd,13 l,7,11-5,-,True,38,23
N/A,N/A,15:22,Soft To Heavy,2m 5f 121y,Must Be Obeyed (IRE),D. J. O'Keeffe,0,T. Gibney,1st,N/A,7,12-0,-,True,38,23
N/A,N/A,15:22,Soft To Heavy,2m 5f 121y,Jody Ted (IRE),Kieran Callaghan,7,Eoin Griffin,PU,N/A,7,12-0,-,True,38,23
N/A,N/A,15:22,Soft To Heavy,2m 5f 121y,Jack In The Box (IRE),Jordan Colin Gainford,0,Gordon Elliott,F,N/A,6,11-3t,-,True,38,23
N/A,N/A,15:22,Soft To Heavy,2m 5f 121y,Sea Ducor,Donagh Meyler,0,A. L. T. Moore,F,N/A,7,12-0,-,True,38,23
N/A,N/A,15:22,Soft To Heavy,2m 5f 121y,Cartwright,D. P. Maxwell,7,V. C. Ward,6th,99 l,10,11-3,-,True,38,23
N/A,N/A,15:22,Soft To Heavy,2m 5f 121y,Innovated (IRE),Rachael Blackmore,0,Henry de Bromhead,5th,12 l,8,11-12,-,True,38,23
N/A,N/A,15:22,Soft To Heavy,2m 5f 121y,Bay Ambition (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,4th,7 l,10,11-7,-,True,38,23
N/A,N/A,15:22,Soft To Heavy,2m 5f 121y,Clonbury Bridge (IRE),L. P. Dempsey,0,J. P. Dempsey,3rd,6 l,7,11-5t,-,True,38,23
N/A,N/A,15:22,Soft To Heavy,2m 5f 121y,Wellington Hill (IRE),R. A. Doyle,0,Ms Margaret Mullins,2nd,13 l,7,11-5,-,True,38,23
N/A,N/A,15:22,Soft To Heavy,2m 5f 121y,Must Be Obeyed (IRE),D. J. O'Keeffe,0,T. Gibney,1st,N/A,7,12-0,-,True,38,23
N/A,N/A,15:57,Soft To Heavy  Flat (Turf),2m,Sophus (IRE),Mr D. N. O'Brien,7,Josh Halley,10th,2 1/4 l,5,12-0,-,True,38,24
N/A,N/A,15:57,Soft To Heavy  Flat (Turf),2m,Grand Rouge (IRE),Mr S. Cleary,7,James M. Barcoe,9th,3 3/4 l,7,12-0,-,True,38,24
N/A,N/A,15:57,Soft To Heavy  Flat (Turf),2m,Always Handy (IRE),Mr B. T. Stone,7,Brian Jordan,8th,1/2 l,5,12-0,-,True,38,24
N/A,N/A,15:57,Soft To Heavy  Flat (Turf),2m,Ossifer Hops (IRE),Mr J. J. Codd,0,Gordon Elliott,7th,7 l,5,12-0,-,True,38,24
N/A,N/A,15:57,Soft To Heavy  Flat (Turf),2m,Mon Loulou (FR),Mr J. Dunne,7,Ian Patrick Donoghue,6th,2 1/4 l,5,12-0,-,True,38,24
N/A,N/A,15:57,Soft To Heavy  Flat (Turf),2m,Makaela's Choice (IRE),Mr Charlie Mullins,7,Thomas Mullins,5th,11 l,7,12-0,-,True,38,24
N/A,N/A,15:57,Soft To Heavy  Flat (Turf),2m,Volantis (IRE),Mr T. P. Harney,7,Ross O'Sullivan,4th,2 1/4 l,5,12-0,-,True,38,24
N/A,N/A,15:57,Soft To Heavy  Flat (Turf),2m,Great Universe,Mr John Reddington,7,Martin Brassil,3rd,6 1/2 l,7,12-0,-,True,38,24
N/A,N/A,15:57,Soft To Heavy  Flat (Turf),2m,Faulty,Mr J. L. Gleeson,7,Noel Meade,2nd,3 l,6,12-0,-,True,38,24
N/A,N/A,15:57,Soft To Heavy  Flat (Turf),2m,Westport Cove (FR),Mr P. W. Mullins,0,W. P. Mullins,1st,N/A,5,12-0,-,True,38,24
N/A,N/A,15:57,Soft To Heavy  Flat (Turf),2m,Sophus (IRE),Mr D. N. O'Brien,7,Josh Halley,10th,2 1/4 l,5,12-0,-,True,38,24
N/A,N/A,15:57,Soft To Heavy  Flat (Turf),2m,Grand Rouge (IRE),Mr S. Cleary,7,James M. Barcoe,9th,3 3/4 l,7,12-0,-,True,38,24
N/A,N/A,15:57,Soft To Heavy  Flat (Turf),2m,Always Handy (IRE),Mr B. T. Stone,7,Brian Jordan,8th,1/2 l,5,12-0,-,True,38,24
N/A,N/A,15:57,Soft To Heavy  Flat (Turf),2m,Ossifer Hops (IRE),Mr J. J. Codd,0,Gordon Elliott,7th,7 l,5,12-0,-,True,38,24
N/A,N/A,15:57,Soft To Heavy  Flat (Turf),2m,Mon Loulou (FR),Mr J. Dunne,7,Ian Patrick Donoghue,6th,2 1/4 l,5,12-0,-,True,38,24
N/A,N/A,15:57,Soft To Heavy  Flat (Turf),2m,Makaela's Choice (IRE),Mr Charlie Mullins,7,Thomas Mullins,5th,11 l,7,12-0,-,True,38,24
N/A,N/A,15:57,Soft To Heavy  Flat (Turf),2m,Volantis (IRE),Mr T. P. Harney,7,Ross O'Sullivan,4th,2 1/4 l,5,12-0,-,True,38,24
N/A,N/A,15:57,Soft To Heavy  Flat (Turf),2m,Great Universe,Mr John Reddington,7,Martin Brassil,3rd,6 1/2 l,7,12-0,-,True,38,24
N/A,N/A,15:57,Soft To Heavy  Flat (Turf),2m,Faulty,Mr J. L. Gleeson,7,Noel Meade,2nd,3 l,6,12-0,-,True,38,24
N/A,N/A,15:57,Soft To Heavy  Flat (Turf),2m,Westport Cove (FR),Mr P. W. Mullins,0,W. P. Mullins,1st,N/A,5,12-0,-,True,38,24
N/A,N/A,12:10,Heavy,2m,C'est Rien (IRE),Jack Foley,0,Thomas Mullins,5th,33 l,6,10-11h,-,True,38,25
N/A,N/A,12:10,Heavy,2m,Hey Johnny (IRE),Rachael Blackmore,0,Thomas Mullins,4th,6 l,6,11-4,-,True,38,25
N/A,N/A,12:10,Heavy,2m,Shecouldbeanything (IRE),Jordan Colin Gainford,0,Gordon Elliott,3rd,8 l,6,10-11,-,True,38,25
N/A,N/A,12:10,Heavy,2m,The Model Kingdom (IRE),B. J. Cooper,0,Noel Meade,2nd,6 1/2 l,6,10-11t1,-,True,38,25
N/A,N/A,12:10,Heavy,2m,Impaire Et Passe (FR),P. Townend,0,W. P. Mullins,1st,N/A,5,11-4,-,True,38,25
N/A,N/A,12:10,Heavy,2m,C'est Rien (IRE),Jack Foley,0,Thomas Mullins,5th,33 l,6,10-11h,-,True,38,25
N/A,N/A,12:10,Heavy,2m,Hey Johnny (IRE),Rachael Blackmore,0,Thomas Mullins,4th,6 l,6,11-4,-,True,38,25
N/A,N/A,12:10,Heavy,2m,Shecouldbeanything (IRE),Jordan Colin Gainford,0,Gordon Elliott,3rd,8 l,6,10-11,-,True,38,25
N/A,N/A,12:10,Heavy,2m,The Model Kingdom (IRE),B. J. Cooper,0,Noel Meade,2nd,6 1/2 l,6,10-11t1,-,True,38,25
N/A,N/A,12:10,Heavy,2m,Impaire Et Passe (FR),P. Townend,0,W. P. Mullins,1st,N/A,5,11-4,-,True,38,25
N/A,N/A,12:40,Heavy,2m,Xchanger (IRE),B. W. Harvey,5,Neil McKnight,22nd,19 l,5,11-12,-,True,38,26
N/A,N/A,12:40,Heavy,2m,Alice Van Hall (IRE),Phillip Enright,0,Miss Hilary McLoughlin,21st,2 l,9,11-5,-,True,38,26
N/A,N/A,12:40,Heavy,2m,Ideal Vert (FR),Davy Russell,0,Gordon Elliott,20th,11 l,5,11-12t1,-,True,38,26
N/A,N/A,12:40,Heavy,2m,Asatisfiedmind (IRE),S. D. Torrens,0,Denis W. Cullen,19th,11 l,7,11-12,-,True,38,26
N/A,N/A,12:40,Heavy,2m,Ivasecret (IRE),J. S. McGarvey,0,John Joseph Hanlon,18th,9 l,5,11-12,-,True,38,26
N/A,N/A,12:40,Heavy,2m,Ivoir Borget (FR),Richard Deegan,0,Miss Elizabeth Doyle,17th,4 1/2 l,5,11-12,-,True,38,26
N/A,N/A,12:40,Heavy,2m,Do Whatever (IRE),L. P. Dempsey,0,J. T. R. Dreaper,16th,2 1/4 l,6,11-12,-,True,38,26
N/A,N/A,12:40,Heavy,2m,Fireworks (FR),B. Hayes,0,John Joseph Hanlon,15th,6 l,5,11-12,-,True,38,26
N/A,N/A,12:40,Heavy,2m,It's Never Simple (IRE),R. A. Doyle,0,Martin Brassil,14th,Neck,5,11-12,-,True,38,26
N/A,N/A,12:40,Heavy,2m,Jinxs Link (IRE),D. P. Maxwell,7,M. M. Rice,13th,2 1/2 l,7,11-12t1,-,True,38,26
N/A,N/A,12:40,Heavy,2m,Catchabird (IRE),A. P. Kelly,7,W. J. Burke,12th,2 l,5,11-5h1,-,True,38,26
N/A,N/A,12:40,Heavy,2m,Ask Bob (IRE),Patrick O'Hanlon,5,John McConnell,11th,17 l,6,11-12h1,-,True,38,26
N/A,N/A,12:40,Heavy,2m,Skip Mahler (IRE),K. E. Buckley,5,Mrs Lorna Fowler,10th,7 1/2 l,6,11-12h,-,True,38,26
N/A,N/A,12:40,Heavy,2m,West Of Carrig (IRE),C. P. McNamara,0,Peter Croke,9th,Short Head,6,11-12,-,True,38,26
N/A,N/A,12:40,Heavy,2m,Star Harbour (IRE),D. J. O'Keeffe,0,Adrian McGuinness,8th,4 3/4 l,5,11-12,-,True,38,26
N/A,N/A,12:40,Heavy,2m,Boola Boola (IRE),S. F. O'Keeffe,0,Mrs J. Harrington,7th,1 1/4 l,6,11-12,-,True,38,26
N/A,N/A,12:40,Heavy,2m,Fruit Blossom (IRE),Kevin A. Murphy,7,Gordon Elliott,6th,9 1/2 l,7,11-5,-,True,38,26
N/A,N/A,12:40,Heavy,2m,San Martino (IRE),Sam Ewing,0,Peter Fahey,5th,3 l,5,11-12h1,-,True,38,26
N/A,N/A,12:40,Heavy,2m,Clodders Dream,Jordan Colin Gainford,0,Gordon Elliott,4th,3 l,5,11-12,-,True,38,26
N/A,N/A,12:40,Heavy,2m,Lets Go Champ (IRE),Rachael Blackmore,0,Henry de Bromhead,3rd,2 1/4 l,8,11-12,-,True,38,26
N/A,N/A,12:40,Heavy,2m,Stellium (IRE),M. J. M. O'Sullivan,5,M. C. Grassick,2nd,5 1/2 l,5,11-12,-,True,38,26
N/A,N/A,12:40,Heavy,2m,Tactical Move (IRE),P. Townend,0,W. P. Mullins,1st,N/A,9,11-12,-,True,38,26
N/A,N/A,12:40,Heavy,2m,Xchanger (IRE),B. W. Harvey,5,Neil McKnight,22nd,19 l,5,11-12,-,True,38,26
N/A,N/A,12:40,Heavy,2m,Alice Van Hall (IRE),Phillip Enright,0,Miss Hilary McLoughlin,21st,2 l,9,11-5,-,True,38,26
N/A,N/A,12:40,Heavy,2m,Ideal Vert (FR),Davy Russell,0,Gordon Elliott,20th,11 l,5,11-12t1,-,True,38,26
N/A,N/A,12:40,Heavy,2m,Asatisfiedmind (IRE),S. D. Torrens,0,Denis W. Cullen,19th,11 l,7,11-12,-,True,38,26
N/A,N/A,12:40,Heavy,2m,Ivasecret (IRE),J. S. McGarvey,0,John Joseph Hanlon,18th,9 l,5,11-12,-,True,38,26
N/A,N/A,12:40,Heavy,2m,Ivoir Borget (FR),Richard Deegan,0,Miss Elizabeth Doyle,17th,4 1/2 l,5,11-12,-,True,38,26
N/A,N/A,12:40,Heavy,2m,Do Whatever (IRE),L. P. Dempsey,0,J. T. R. Dreaper,16th,2 1/4 l,6,11-12,-,True,38,26
N/A,N/A,12:40,Heavy,2m,Fireworks (FR),B. Hayes,0,John Joseph Hanlon,15th,6 l,5,11-12,-,True,38,26
N/A,N/A,12:40,Heavy,2m,It's Never Simple (IRE),R. A. Doyle,0,Martin Brassil,14th,Neck,5,11-12,-,True,38,26
N/A,N/A,12:40,Heavy,2m,Jinxs Link (IRE),D. P. Maxwell,7,M. M. Rice,13th,2 1/2 l,7,11-12t1,-,True,38,26
N/A,N/A,12:40,Heavy,2m,Catchabird (IRE),A. P. Kelly,7,W. J. Burke,12th,2 l,5,11-5h1,-,True,38,26
N/A,N/A,12:40,Heavy,2m,Ask Bob (IRE),Patrick O'Hanlon,5,John McConnell,11th,17 l,6,11-12h1,-,True,38,26
N/A,N/A,12:40,Heavy,2m,Skip Mahler (IRE),K. E. Buckley,5,Mrs Lorna Fowler,10th,7 1/2 l,6,11-12h,-,True,38,26
N/A,N/A,12:40,Heavy,2m,West Of Carrig (IRE),C. P. McNamara,0,Peter Croke,9th,Short Head,6,11-12,-,True,38,26
N/A,N/A,12:40,Heavy,2m,Star Harbour (IRE),D. J. O'Keeffe,0,Adrian McGuinness,8th,4 3/4 l,5,11-12,-,True,38,26
N/A,N/A,12:40,Heavy,2m,Boola Boola (IRE),S. F. O'Keeffe,0,Mrs J. Harrington,7th,1 1/4 l,6,11-12,-,True,38,26
N/A,N/A,12:40,Heavy,2m,Fruit Blossom (IRE),Kevin A. Murphy,7,Gordon Elliott,6th,9 1/2 l,7,11-5,-,True,38,26
N/A,N/A,12:40,Heavy,2m,San Martino (IRE),Sam Ewing,0,Peter Fahey,5th,3 l,5,11-12h1,-,True,38,26
N/A,N/A,12:40,Heavy,2m,Clodders Dream,Jordan Colin Gainford,0,Gordon Elliott,4th,3 l,5,11-12,-,True,38,26
N/A,N/A,12:40,Heavy,2m,Lets Go Champ (IRE),Rachael Blackmore,0,Henry de Bromhead,3rd,2 1/4 l,8,11-12,-,True,38,26
N/A,N/A,12:40,Heavy,2m,Stellium (IRE),M. J. M. O'Sullivan,5,M. C. Grassick,2nd,5 1/2 l,5,11-12,-,True,38,26
N/A,N/A,12:40,Heavy,2m,Tactical Move (IRE),P. Townend,0,W. P. Mullins,1st,N/A,9,11-12,-,True,38,26
N/A,N/A,13:10,Heavy,2m,Policy Breaker (IRE),Phillip Enright,0,Peter Maher,PU,N/A,6,11-12,-,True,38,27
N/A,N/A,13:10,Heavy,2m,Windgap Warrior (IRE),E. Walsh,5,Cian Michael Collins,21st,36 l,5,11-12,-,True,38,27
N/A,N/A,13:10,Heavy,2m,Dotie Boy,S. D. Torrens,0,Denis W. Cullen,20th,17 l,5,11-12,-,True,38,27
N/A,N/A,13:10,Heavy,2m,Magnetic North (IRE),Sam Ewing,0,Adrian McGuinness,19th,4 1/2 l,8,11-12,-,True,38,27
N/A,N/A,13:10,Heavy,2m,Il Silenzio,J. J. Slevin,0,Martin Brassil,18th,3 l,6,11-12,-,True,38,27
N/A,N/A,13:10,Heavy,2m,Moonface (IRE),Eoin G. Kelly,7,Paul W. Flynn,17th,1 3/4 l,6,11-12t,-,True,38,27
N/A,N/A,13:10,Heavy,2m,Papa Barns (IRE),Keith Donoghue,0,J. T. R. Dreaper,16th,3/4 l,6,11-12,-,True,38,27
N/A,N/A,13:10,Heavy,2m,King's Commander (FR),J. S. McGarvey,0,John Joseph Hanlon,15th,1 1/2 l,5,11-12,-,True,38,27
N/A,N/A,13:10,Heavy,2m,Master Breffni (IRE),Peter Carberry,0,J. T. R. Dreaper,14th,3 l,5,11-12,-,True,38,27
N/A,N/A,13:10,Heavy,2m,Alpha Steed (IRE),L. P. Dempsey,0,Ross O'Sullivan,13th,2 l,6,11-12,-,True,38,27
N/A,N/A,13:10,Heavy,2m,West Away (IRE),B. W. Harvey,5,John McConnell,12th,1 1/4 l,5,11-12t1,-,True,38,27
N/A,N/A,13:10,Heavy,2m,Away To Milan (IRE),Patrick O'Hanlon,5,P. J. Rothwell,11th,Neck,5,11-12,-,True,38,27
N/A,N/A,13:10,Heavy,2m,Kandoit (IRE),C. P. McNamara,0,Colin A. McBratney,10th,1 l,5,11-12,-,True,38,27
N/A,N/A,13:10,Heavy,2m,Autumn In the Park (IRE),M. J. M. O'Sullivan,5,Niall O'Flynn,9th,Short Head,6,11-5tp1,-,True,38,27
N/A,N/A,13:10,Heavy,2m,Yewood (IRE),J. P. Shinnick,7,Terence O'Brien,8th,3 l,6,11-12,-,True,38,27
N/A,N/A,13:10,Heavy,2m,Battle It Out (IRE),C. G. O'Dwyer,7,Conor O'Dwyer,7th,14 l,5,11-12,-,True,38,27
N/A,N/A,13:10,Heavy,2m,American Money (IRE),K. E. Buckley,5,Eddie & Patrick Harty,6th,18 l,6,11-12,-,True,38,27
N/A,N/A,13:10,Heavy,2m,Teuchters Glory (IRE),Donagh Meyler,0,W. J. Burke,5th,2 l,7,11-12,-,True,38,27
N/A,N/A,13:10,Heavy,2m,Sunchart,C. M. Quirke,7,A. Slattery,4th,6 l,6,11-12,-,True,38,27
N/A,N/A,13:10,Heavy,2m,Bialystok (IRE),P. Townend,0,W. P. Mullins,3rd,2 1/2 l,5,11-12,-,True,38,27
N/A,N/A,13:10,Heavy,2m,Stuzzikini (IRE),Seamus Cronin,5,Gordon Elliott,2nd,4 3/4 l,5,11-12,-,True,38,27
N/A,N/A,13:10,Heavy,2m,Sa Fureur (IRE),Davy Russell,0,Gordon Elliott,1st,N/A,6,11-12,-,True,38,27
N/A,N/A,13:10,Heavy,2m,Policy Breaker (IRE),Phillip Enright,0,Peter Maher,PU,N/A,6,11-12,-,True,38,27
N/A,N/A,13:10,Heavy,2m,Windgap Warrior (IRE),E. Walsh,5,Cian Michael Collins,21st,36 l,5,11-12,-,True,38,27
N/A,N/A,13:10,Heavy,2m,Dotie Boy,S. D. Torrens,0,Denis W. Cullen,20th,17 l,5,11-12,-,True,38,27
N/A,N/A,13:10,Heavy,2m,Magnetic North (IRE),Sam Ewing,0,Adrian McGuinness,19th,4 1/2 l,8,11-12,-,True,38,27
N/A,N/A,13:10,Heavy,2m,Il Silenzio,J. J. Slevin,0,Martin Brassil,18th,3 l,6,11-12,-,True,38,27
N/A,N/A,13:10,Heavy,2m,Moonface (IRE),Eoin G. Kelly,7,Paul W. Flynn,17th,1 3/4 l,6,11-12t,-,True,38,27
N/A,N/A,13:10,Heavy,2m,Papa Barns (IRE),Keith Donoghue,0,J. T. R. Dreaper,16th,3/4 l,6,11-12,-,True,38,27
N/A,N/A,13:10,Heavy,2m,King's Commander (FR),J. S. McGarvey,0,John Joseph Hanlon,15th,1 1/2 l,5,11-12,-,True,38,27
N/A,N/A,13:10,Heavy,2m,Master Breffni (IRE),Peter Carberry,0,J. T. R. Dreaper,14th,3 l,5,11-12,-,True,38,27
N/A,N/A,13:10,Heavy,2m,Alpha Steed (IRE),L. P. Dempsey,0,Ross O'Sullivan,13th,2 l,6,11-12,-,True,38,27
N/A,N/A,13:10,Heavy,2m,West Away (IRE),B. W. Harvey,5,John McConnell,12th,1 1/4 l,5,11-12t1,-,True,38,27
N/A,N/A,13:10,Heavy,2m,Away To Milan (IRE),Patrick O'Hanlon,5,P. J. Rothwell,11th,Neck,5,11-12,-,True,38,27
N/A,N/A,13:10,Heavy,2m,Kandoit (IRE),C. P. McNamara,0,Colin A. McBratney,10th,1 l,5,11-12,-,True,38,27
N/A,N/A,13:10,Heavy,2m,Autumn In the Park (IRE),M. J. M. O'Sullivan,5,Niall O'Flynn,9th,Short Head,6,11-5tp1,-,True,38,27
N/A,N/A,13:10,Heavy,2m,Yewood (IRE),J. P. Shinnick,7,Terence O'Brien,8th,3 l,6,11-12,-,True,38,27
N/A,N/A,13:10,Heavy,2m,Battle It Out (IRE),C. G. O'Dwyer,7,Conor O'Dwyer,7th,14 l,5,11-12,-,True,38,27
N/A,N/A,13:10,Heavy,2m,American Money (IRE),K. E. Buckley,5,Eddie & Patrick Harty,6th,18 l,6,11-12,-,True,38,27
N/A,N/A,13:10,Heavy,2m,Teuchters Glory (IRE),Donagh Meyler,0,W. J. Burke,5th,2 l,7,11-12,-,True,38,27
N/A,N/A,13:10,Heavy,2m,Sunchart,C. M. Quirke,7,A. Slattery,4th,6 l,6,11-12,-,True,38,27
N/A,N/A,13:10,Heavy,2m,Bialystok (IRE),P. Townend,0,W. P. Mullins,3rd,2 1/2 l,5,11-12,-,True,38,27
N/A,N/A,13:10,Heavy,2m,Stuzzikini (IRE),Seamus Cronin,5,Gordon Elliott,2nd,4 3/4 l,5,11-12,-,True,38,27
N/A,N/A,13:10,Heavy,2m,Sa Fureur (IRE),Davy Russell,0,Gordon Elliott,1st,N/A,6,11-12,-,True,38,27
N/A,N/A,13:40,Heavy,2m 4f 200y,Sean Says (IRE),M. P. O'Connor,5,Rodger Sweeney,PU,N/A,7,11-0p,101,True,38,28
N/A,N/A,13:40,Heavy,2m 4f 200y,Karen's Gift (IRE),Patrick O'Hanlon,5,P. J. Rothwell,7th,11 l,9,10-12p,99,True,38,28
N/A,N/A,13:40,Heavy,2m 4f 200y,Vera Verto (IRE),K. E. Buckley,5,Gavin Patrick Cromwell,6th,36 l,5,12-0t,115,True,38,28
N/A,N/A,13:40,Heavy,2m 4f 200y,Carrig Carol (IRE),K. C. Sexton,0,Peter Croke,5th,11 l,6,11-4,105,True,38,28
N/A,N/A,13:40,Heavy,2m 4f 200y,Light Parade (IRE),Phillip Enright,0,W. J. Burke,4th,5 l,6,10-7,94,True,38,28
N/A,N/A,13:40,Heavy,2m 4f 200y,Getaway Goldie (IRE),Sam Ewing,0,Gordon Elliott,3rd,3/4 l,7,11-5b,106,True,38,28
N/A,N/A,13:40,Heavy,2m 4f 200y,Lizlucky (IRE),M. J. M. O'Sullivan,5,Patrick T. Foley,2nd,6 l,9,11-2t,103,True,38,28
N/A,N/A,13:40,Heavy,2m 4f 200y,Birdie Blitz (IRE),A. P. Kelly,7,Aidan Anthony Howard,1st,N/A,8,11-1p1,102,True,38,28
N/A,N/A,13:40,Heavy,2m 4f 200y,Sean Says (IRE),M. P. O'Connor,5,Rodger Sweeney,PU,N/A,7,11-0p,101,True,38,28
N/A,N/A,13:40,Heavy,2m 4f 200y,Karen's Gift (IRE),Patrick O'Hanlon,5,P. J. Rothwell,7th,11 l,9,10-12p,99,True,38,28
N/A,N/A,13:40,Heavy,2m 4f 200y,Vera Verto (IRE),K. E. Buckley,5,Gavin Patrick Cromwell,6th,36 l,5,12-0t,115,True,38,28
N/A,N/A,13:40,Heavy,2m 4f 200y,Carrig Carol (IRE),K. C. Sexton,0,Peter Croke,5th,11 l,6,11-4,105,True,38,28
N/A,N/A,13:40,Heavy,2m 4f 200y,Light Parade (IRE),Phillip Enright,0,W. J. Burke,4th,5 l,6,10-7,94,True,38,28
N/A,N/A,13:40,Heavy,2m 4f 200y,Getaway Goldie (IRE),Sam Ewing,0,Gordon Elliott,3rd,3/4 l,7,11-5b,106,True,38,28
N/A,N/A,13:40,Heavy,2m 4f 200y,Lizlucky (IRE),M. J. M. O'Sullivan,5,Patrick T. Foley,2nd,6 l,9,11-2t,103,True,38,28
N/A,N/A,13:40,Heavy,2m 4f 200y,Birdie Blitz (IRE),A. P. Kelly,7,Aidan Anthony Howard,1st,N/A,8,11-1p1,102,True,38,28
N/A,N/A,14:10,Heavy,2m 3f 160y,Glengouly (FR),Jack Foley,0,W. P. Mullins,F,N/A,7,11-0,-,True,38,29
N/A,N/A,14:10,Heavy,2m 3f 160y,Gracchus De Balme (FR),J. J. Slevin,0,Joseph Patrick O'Brien,F,N/A,7,11-0,-,True,38,29
N/A,N/A,14:10,Heavy,2m 3f 160y,Ha D'Or (FR),P. Townend,0,W. P. Mullins,4th,23 l,6,11-0h,-,True,38,29
N/A,N/A,14:10,Heavy,2m 3f 160y,Minella Crooner (IRE),Davy Russell,0,Gordon Elliott,3rd,22 l,7,11-0p,-,True,38,29
N/A,N/A,14:10,Heavy,2m 3f 160y,Journey With Me (IRE),Rachael Blackmore,0,Henry de Bromhead,2nd,1/2 l,7,11-0,-,True,38,29
N/A,N/A,14:10,Heavy,2m 3f 160y,Impervious (IRE),B. Hayes,0,Colm A. Murphy,1st,N/A,7,11-1,-,True,38,29
N/A,N/A,14:10,Heavy,2m 3f 160y,Glengouly (FR),Jack Foley,0,W. P. Mullins,F,N/A,7,11-0,-,True,38,29
N/A,N/A,14:10,Heavy,2m 3f 160y,Gracchus De Balme (FR),J. J. Slevin,0,Joseph Patrick O'Brien,F,N/A,7,11-0,-,True,38,29
N/A,N/A,14:10,Heavy,2m 3f 160y,Ha D'Or (FR),P. Townend,0,W. P. Mullins,4th,23 l,6,11-0h,-,True,38,29
N/A,N/A,14:10,Heavy,2m 3f 160y,Minella Crooner (IRE),Davy Russell,0,Gordon Elliott,3rd,22 l,7,11-0p,-,True,38,29
N/A,N/A,14:10,Heavy,2m 3f 160y,Journey With Me (IRE),Rachael Blackmore,0,Henry de Bromhead,2nd,1/2 l,7,11-0,-,True,38,29
N/A,N/A,14:10,Heavy,2m 3f 160y,Impervious (IRE),B. Hayes,0,Colm A. Murphy,1st,N/A,7,11-1,-,True,38,29
N/A,N/A,14:40,Heavy,2m 6f 150y,Round The Buoy,Robert Dunne,0,David Peter Dunne,PU,N/A,8,11-12tp1,-,True,38,30
