track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Limerick Racing Results | 11th April 2024 17:28,N/A,17:28,Heavy,2m 3f,Mount Shenshan (IRE),Mr C Mullins,7,T Mullins,3rd,Neck,6,11-11h1,-,True,107,45
Limerick Racing Results | 11th April 2024 17:28,N/A,17:28,Heavy,2m 3f,Grainne A Chroi (IRE),Mr E P O'Brien,5,Miss M Harding,2nd,3 1/4 l,5,11-11h,-,True,107,45
Limerick Racing Results | 11th April 2024 17:28,N/A,17:28,Heavy,2m 3f,Neon Diamond (IRE),Mr H C Swan,5,G Elliott,1st,N/A,5,11-11,-,True,107,45
Dundalk Racing Results | 12th April 2024 16:30,N/A,16:30,Standard,5f,Legendsoftheland (IRE),C D Maxwell,0,J A Kinsella,9th,6 1/2 l,2,9-7,-,True,107,46
Dundalk Racing Results | 12th April 2024 16:30,N/A,16:30,Standard,5f,Bamako (IRE),W J Lee,0,A Oliver,8th,1 1/4 l,2,9-7,-,True,107,46
Dundalk Racing Results | 12th April 2024 16:30,N/A,16:30,Standard,5f,Captain Gallagher,G M Ryan,0,Donnacha O'Brien,7th,1/2 l,2,9-7,-,True,107,46
Dundalk Racing Results | 12th April 2024 16:30,N/A,16:30,Standard,5f,Ink Sketch (IRE),D McMonagle,0,Kevin Coleman,6th,1 3/4 l,2,9-2,-,True,107,46
Dundalk Racing Results | 12th April 2024 16:30,N/A,16:30,Standard,5f,Besiege (IRE),J A Heffernan,0,J Halley,5th,Neck,2,9-7,-,True,107,46
Dundalk Racing Results | 12th April 2024 16:30,N/A,16:30,Standard,5f,Eric Lock,R Whearty,5,N Meade,4th,2 3/4 l,2,9-7,-,True,107,46
Dundalk Racing Results | 12th April 2024 16:30,N/A,16:30,Standard,5f,Brosay,W Joyce,5,D Dias,3rd,3/4 l,2,9-7,-,True,107,46
Dundalk Racing Results | 12th April 2024 16:30,N/A,16:30,Standard,5f,Sir Yoshi (IRE),L T McAteer,0,D Marnane,2nd,1/2 l,2,9-7,-,True,107,46
Dundalk Racing Results | 12th April 2024 16:30,N/A,16:30,Standard,5f,Proudly Yours (IRE),C T Keane,0,G M Lyons,1st,N/A,2,9-2,-,True,107,46
Dundalk Racing Results | 12th April 2024 16:30,N/A,16:30,Standard,5f,Legendsoftheland (IRE),C D Maxwell,0,J A Kinsella,9th,6 1/2 l,2,9-7,-,True,107,46
Dundalk Racing Results | 12th April 2024 16:30,N/A,16:30,Standard,5f,Bamako (IRE),W J Lee,0,A Oliver,8th,1 1/4 l,2,9-7,-,True,107,46
Dundalk Racing Results | 12th April 2024 16:30,N/A,16:30,Standard,5f,Captain Gallagher,G M Ryan,0,Donnacha O'Brien,7th,1/2 l,2,9-7,-,True,107,46
Dundalk Racing Results | 12th April 2024 16:30,N/A,16:30,Standard,5f,Ink Sketch (IRE),D McMonagle,0,Kevin Coleman,6th,1 3/4 l,2,9-2,-,True,107,46
Dundalk Racing Results | 12th April 2024 16:30,N/A,16:30,Standard,5f,Besiege (IRE),J A Heffernan,0,J Halley,5th,Neck,2,9-7,-,True,107,46
Dundalk Racing Results | 12th April 2024 16:30,N/A,16:30,Standard,5f,Eric Lock,R Whearty,5,N Meade,4th,2 3/4 l,2,9-7,-,True,107,46
Dundalk Racing Results | 12th April 2024 16:30,N/A,16:30,Standard,5f,Brosay,W Joyce,5,D Dias,3rd,3/4 l,2,9-7,-,True,107,46
Dundalk Racing Results | 12th April 2024 16:30,N/A,16:30,Standard,5f,Sir Yoshi (IRE),L T McAteer,0,D Marnane,2nd,1/2 l,2,9-7,-,True,107,46
Dundalk Racing Results | 12th April 2024 16:30,N/A,16:30,Standard,5f,Proudly Yours (IRE),C T Keane,0,G M Lyons,1st,N/A,2,9-2,-,True,107,46
Dundalk Racing Results | 12th April 2024 17:05,N/A,17:05,Standard,5f,Navalny (IRE),R P Cleary,0,C W J Farrell,NR,N/A,4,9-11t,59,True,107,47
Dundalk Racing Results | 12th April 2024 17:05,N/A,17:05,Standard,5f,Spirit Of Eagles (IRE),J Cleary,7,Thomas Dowling,13th,2 1/2 l,4,10-2t,64,True,107,47
Dundalk Racing Results | 12th April 2024 17:05,N/A,17:05,Standard,5f,Comein Comein (IRE),M Santos,0,M J Browne,12th,Neck,3,9-5,64,True,107,47
Dundalk Racing Results | 12th April 2024 17:05,N/A,17:05,Standard,5f,Sosallycanwait (IRE),C T Keane,0,L Breen,11th,Head,5,9-3,51,True,107,47
Dundalk Racing Results | 12th April 2024 17:05,N/A,17:05,Standard,5f,American In Paris (IRE),S D Bowen,5,D Hogan,10th,1/2 l,4,9-4b,52,True,107,47
Dundalk Racing Results | 12th April 2024 17:05,N/A,17:05,Standard,5f,Are You In Or Out (IRE),J J G Ryan,5,P Stafford,9th,Neck,3,8-12,57,True,107,47
Dundalk Racing Results | 12th April 2024 17:05,N/A,17:05,Standard,5f,Shoebox King (IRE),C M Hogan,7,Kevin Coleman,8th,1 1/4 l,5,9-13,61,True,107,47
Dundalk Racing Results | 12th April 2024 17:05,N/A,17:05,Standard,5f,Silver Nemo (IRE),W Joyce,5,L Smyth,7th,Head,6,8-13tb,47,True,107,47
Dundalk Racing Results | 12th April 2024 17:05,N/A,17:05,Standard,5f,Reinforce (IRE),R P Whelan,0,Miss K Brown,6th,1/2 l,4,9-6,54,True,107,47
Dundalk Racing Results | 12th April 2024 17:05,N/A,17:05,Standard,5f,No Speed Limit (FR),W J Lee,0,P J McKenna,5th,1/2 l,9,9-12v,60,True,107,47
Dundalk Racing Results | 12th April 2024 17:05,N/A,17:05,Standard,5f,My Girl Sioux (IRE),A J Slattery,0,A Slattery,4th,Short Head,4,9-3,51,True,107,47
Dundalk Racing Results | 12th April 2024 17:05,N/A,17:05,Standard,5f,Theriverrunsdeep (IRE),J A Heffernan,0,S G O'Donnell,3rd,1 1/4 l,8,10-1b,63,True,107,47
Dundalk Racing Results | 12th April 2024 17:05,N/A,17:05,Standard,5f,Phil's Dream (IRE),D W O'Connor,0,J C McConnell,2nd,1/2 l,4,9-5tv,53,True,107,47
Dundalk Racing Results | 12th April 2024 17:05,N/A,17:05,Standard,5f,Make Clear,S Foley,0,P McCreery,1st,N/A,4,9-12p,60,True,107,47
Dundalk Racing Results | 12th April 2024 17:05,N/A,17:05,Standard,5f,Navalny (IRE),R P Cleary,0,C W J Farrell,NR,N/A,4,9-11t,59,True,107,47
Dundalk Racing Results | 12th April 2024 17:05,N/A,17:05,Standard,5f,Spirit Of Eagles (IRE),J Cleary,7,Thomas Dowling,13th,2 1/2 l,4,10-2t,64,True,107,47
Dundalk Racing Results | 12th April 2024 17:05,N/A,17:05,Standard,5f,Comein Comein (IRE),M Santos,0,M J Browne,12th,Neck,3,9-5,64,True,107,47
Dundalk Racing Results | 12th April 2024 17:05,N/A,17:05,Standard,5f,Sosallycanwait (IRE),C T Keane,0,L Breen,11th,Head,5,9-3,51,True,107,47
Dundalk Racing Results | 12th April 2024 17:05,N/A,17:05,Standard,5f,American In Paris (IRE),S D Bowen,5,D Hogan,10th,1/2 l,4,9-4b,52,True,107,47
Dundalk Racing Results | 12th April 2024 17:05,N/A,17:05,Standard,5f,Are You In Or Out (IRE),J J G Ryan,5,P Stafford,9th,Neck,3,8-12,57,True,107,47
Dundalk Racing Results | 12th April 2024 17:05,N/A,17:05,Standard,5f,Shoebox King (IRE),C M Hogan,7,Kevin Coleman,8th,1 1/4 l,5,9-13,61,True,107,47
Dundalk Racing Results | 12th April 2024 17:05,N/A,17:05,Standard,5f,Silver Nemo (IRE),W Joyce,5,L Smyth,7th,Head,6,8-13tb,47,True,107,47
Dundalk Racing Results | 12th April 2024 17:05,N/A,17:05,Standard,5f,Reinforce (IRE),R P Whelan,0,Miss K Brown,6th,1/2 l,4,9-6,54,True,107,47
Dundalk Racing Results | 12th April 2024 17:05,N/A,17:05,Standard,5f,No Speed Limit (FR),W J Lee,0,P J McKenna,5th,1/2 l,9,9-12v,60,True,107,47
Dundalk Racing Results | 12th April 2024 17:05,N/A,17:05,Standard,5f,My Girl Sioux (IRE),A J Slattery,0,A Slattery,4th,Short Head,4,9-3,51,True,107,47
Dundalk Racing Results | 12th April 2024 17:05,N/A,17:05,Standard,5f,Theriverrunsdeep (IRE),J A Heffernan,0,S G O'Donnell,3rd,1 1/4 l,8,10-1b,63,True,107,47
Dundalk Racing Results | 12th April 2024 17:05,N/A,17:05,Standard,5f,Phil's Dream (IRE),D W O'Connor,0,J C McConnell,2nd,1/2 l,4,9-5tv,53,True,107,47
Dundalk Racing Results | 12th April 2024 17:05,N/A,17:05,Standard,5f,Make Clear,S Foley,0,P McCreery,1st,N/A,4,9-12p,60,True,107,47
Dundalk Racing Results | 12th April 2024 17:40,N/A,17:40,Standard,6f,Expound,D King,5,D Hogan,NR,N/A,5,10-5tp,-,True,107,48
Dundalk Racing Results | 12th April 2024 17:40,N/A,17:40,Standard,6f,Miss Bowers (IRE),Siobhan Rutledge,3,C O'Connell,13th,2 l,4,10-0,-,True,107,48
Dundalk Racing Results | 12th April 2024 17:40,N/A,17:40,Standard,6f,Making A Move (IRE),M P Sheehy,0,J M Burke,12th,3 1/4 l,4,10-5h,-,True,107,48
Dundalk Racing Results | 12th April 2024 17:40,N/A,17:40,Standard,6f,Pocket Paralysis (IRE),C D Maxwell,0,D A McLoughlin,11th,1 1/4 l,3,9-2,-,True,107,48
Dundalk Racing Results | 12th April 2024 17:40,N/A,17:40,Standard,6f,She's Smart (IRE),Adam Caffrey,5,A McGuinness,10th,1 3/4 l,3,9-2,-,True,107,48
Dundalk Racing Results | 12th April 2024 17:40,N/A,17:40,Standard,6f,Layoftheland (IRE),L T McAteer,0,Sean Davis,9th,1/2 l,3,9-2,-,True,107,48
Dundalk Racing Results | 12th April 2024 17:40,N/A,17:40,Standard,6f,Bright Lightening,J M Sheridan,0,J A Stack,8th,Head,3,9-2,-,True,107,48
Dundalk Racing Results | 12th April 2024 17:40,N/A,17:40,Standard,6f,Ragtime Milly (IRE),S Foley,0,Yvonne Latta,7th,2 l,3,9-2,-,True,107,48
Dundalk Racing Results | 12th April 2024 17:40,N/A,17:40,Standard,6f,Empress Alma (IRE),G F Carroll,0,G P Cromwell,6th,4 l,3,9-2,-,True,107,48
Dundalk Racing Results | 12th April 2024 17:40,N/A,17:40,Standard,6f,Badda Bing (IRE),A J Slattery,0,J Halley,5th,1/2 l,3,9-7,-,True,107,48
Dundalk Racing Results | 12th April 2024 17:40,N/A,17:40,Standard,6f,Zarra Ellis,W J Lee,0,W McCreery,4th,3 1/4 l,3,9-2,-,True,107,48
Dundalk Racing Results | 12th April 2024 17:40,N/A,17:40,Standard,6f,Gaenari (IRE),D E Sheehy,0,D Dias,3rd,1/2 l,3,9-2h,-,True,107,48
Dundalk Racing Results | 12th April 2024 17:40,N/A,17:40,Standard,6f,Spanish Cara (IRE),D McMonagle,0,J P O'Brien,2nd,1 l,3,9-2,-,True,107,48
Dundalk Racing Results | 12th April 2024 17:40,N/A,17:40,Standard,6f,Transcending Glory (IRE),B M Coen,0,J P Murtagh,1st,N/A,3,9-7p,-,True,107,48
Dundalk Racing Results | 12th April 2024 17:40,N/A,17:40,Standard,6f,Expound,D King,5,D Hogan,NR,N/A,5,10-5tp,-,True,107,48
Dundalk Racing Results | 12th April 2024 17:40,N/A,17:40,Standard,6f,Miss Bowers (IRE),Siobhan Rutledge,3,C O'Connell,13th,2 l,4,10-0,-,True,107,48
Dundalk Racing Results | 12th April 2024 17:40,N/A,17:40,Standard,6f,Making A Move (IRE),M P Sheehy,0,J M Burke,12th,3 1/4 l,4,10-5h,-,True,107,48
Dundalk Racing Results | 12th April 2024 17:40,N/A,17:40,Standard,6f,Pocket Paralysis (IRE),C D Maxwell,0,D A McLoughlin,11th,1 1/4 l,3,9-2,-,True,107,48
Dundalk Racing Results | 12th April 2024 17:40,N/A,17:40,Standard,6f,She's Smart (IRE),Adam Caffrey,5,A McGuinness,10th,1 3/4 l,3,9-2,-,True,107,48
Dundalk Racing Results | 12th April 2024 17:40,N/A,17:40,Standard,6f,Layoftheland (IRE),L T McAteer,0,Sean Davis,9th,1/2 l,3,9-2,-,True,107,48
Dundalk Racing Results | 12th April 2024 17:40,N/A,17:40,Standard,6f,Bright Lightening,J M Sheridan,0,J A Stack,8th,Head,3,9-2,-,True,107,48
Dundalk Racing Results | 12th April 2024 17:40,N/A,17:40,Standard,6f,Ragtime Milly (IRE),S Foley,0,Yvonne Latta,7th,2 l,3,9-2,-,True,107,48
Dundalk Racing Results | 12th April 2024 17:40,N/A,17:40,Standard,6f,Empress Alma (IRE),G F Carroll,0,G P Cromwell,6th,4 l,3,9-2,-,True,107,48
Dundalk Racing Results | 12th April 2024 17:40,N/A,17:40,Standard,6f,Badda Bing (IRE),A J Slattery,0,J Halley,5th,1/2 l,3,9-7,-,True,107,48
Dundalk Racing Results | 12th April 2024 17:40,N/A,17:40,Standard,6f,Zarra Ellis,W J Lee,0,W McCreery,4th,3 1/4 l,3,9-2,-,True,107,48
Dundalk Racing Results | 12th April 2024 17:40,N/A,17:40,Standard,6f,Gaenari (IRE),D E Sheehy,0,D Dias,3rd,1/2 l,3,9-2h,-,True,107,48
Dundalk Racing Results | 12th April 2024 17:40,N/A,17:40,Standard,6f,Spanish Cara (IRE),D McMonagle,0,J P O'Brien,2nd,1 l,3,9-2,-,True,107,48
Dundalk Racing Results | 12th April 2024 17:40,N/A,17:40,Standard,6f,Transcending Glory (IRE),B M Coen,0,J P Murtagh,1st,N/A,3,9-7p,-,True,107,48
Dundalk Racing Results | 12th April 2024 18:10,N/A,18:10,Standard,7f,Genuine Jim (IRE),S Foley,0,R P Burns,14th,1 1/2 l,4,9-2,51,True,107,49
Dundalk Racing Results | 12th April 2024 18:10,N/A,18:10,Standard,7f,Curley Rose,S P Bird,7,J Larkin,13th,24 l,5,9-6b1,55,True,107,49
Dundalk Racing Results | 12th April 2024 18:10,N/A,18:10,Standard,7f,Gianh River (IRE),J Cleary,7,L Smyth,12th,1/2 l,4,8-12,47,True,107,49
Dundalk Racing Results | 12th April 2024 18:10,N/A,18:10,Standard,7f,Tynamite (IRE),L T McAteer,0,D Marnane,11th,1 1/4 l,10,9-4,53,True,107,49
Dundalk Racing Results | 12th April 2024 18:10,N/A,18:10,Standard,7f,Super Cub,J M Sheridan,0,D Hogan,10th,1/2 l,5,9-6b,55,True,107,49
Dundalk Racing Results | 12th April 2024 18:10,N/A,18:10,Standard,7f,Allo Arry (IRE),K G Kennedy,7,J C McConnell,9th,Neck,5,9-6tv,55,True,107,49
Dundalk Racing Results | 12th April 2024 18:10,N/A,18:10,Standard,7f,Cherry Pink (IRE),D J Murphy,10,M Halford & T Collins,8th,Neck,4,9-7b,56,True,107,49
Dundalk Racing Results | 12th April 2024 18:10,N/A,18:10,Standard,7f,Knockmore Prince (IRE),Siobhan Rutledge,3,J C McConnell,7th,Head,4,9-1,50,True,107,49
Dundalk Racing Results | 12th April 2024 18:10,N/A,18:10,Standard,7f,Circles (IRE),J A Heffernan,0,A McCann,6th,Neck,5,10-1tb,64,True,107,49
Dundalk Racing Results | 12th April 2024 18:10,N/A,18:10,Standard,7f,The Cola Brasil,J J G Ryan,5,M J Browne,5th,1/2 l,8,9-13tb,62,True,107,49
Dundalk Racing Results | 12th April 2024 18:10,N/A,18:10,Standard,7f,Little Empire (IRE),G M Ryan,0,A McCann,4th,1 1/4 l,4,9-6,55,True,107,49
Dundalk Racing Results | 12th April 2024 18:10,N/A,18:10,Standard,7f,Wayne R Walker,R C Colgan,0,D Kinsella,3rd,1/2 l,5,9-5tb,54,True,107,49
Dundalk Racing Results | 12th April 2024 18:10,N/A,18:10,Standard,7f,Ferrybank,W J Lee,0,T M Walsh,2nd,1 l,6,10-2t,65,True,107,49
Dundalk Racing Results | 12th April 2024 18:10,N/A,18:10,Standard,7f,El Bello,D King,5,D Hogan,1st,N/A,5,10-2p,65,True,107,49
Dundalk Racing Results | 12th April 2024 18:10,N/A,18:10,Standard,7f,Genuine Jim (IRE),S Foley,0,R P Burns,14th,1 1/2 l,4,9-2,51,True,107,49
Dundalk Racing Results | 12th April 2024 18:10,N/A,18:10,Standard,7f,Curley Rose,S P Bird,7,J Larkin,13th,24 l,5,9-6b1,55,True,107,49
Dundalk Racing Results | 12th April 2024 18:10,N/A,18:10,Standard,7f,Gianh River (IRE),J Cleary,7,L Smyth,12th,1/2 l,4,8-12,47,True,107,49
Dundalk Racing Results | 12th April 2024 18:10,N/A,18:10,Standard,7f,Tynamite (IRE),L T McAteer,0,D Marnane,11th,1 1/4 l,10,9-4,53,True,107,49
Dundalk Racing Results | 12th April 2024 18:10,N/A,18:10,Standard,7f,Super Cub,J M Sheridan,0,D Hogan,10th,1/2 l,5,9-6b,55,True,107,49
Dundalk Racing Results | 12th April 2024 18:10,N/A,18:10,Standard,7f,Allo Arry (IRE),K G Kennedy,7,J C McConnell,9th,Neck,5,9-6tv,55,True,107,49
Dundalk Racing Results | 12th April 2024 18:10,N/A,18:10,Standard,7f,Cherry Pink (IRE),D J Murphy,10,M Halford & T Collins,8th,Neck,4,9-7b,56,True,107,49
Dundalk Racing Results | 12th April 2024 18:10,N/A,18:10,Standard,7f,Knockmore Prince (IRE),Siobhan Rutledge,3,J C McConnell,7th,Head,4,9-1,50,True,107,49
Dundalk Racing Results | 12th April 2024 18:10,N/A,18:10,Standard,7f,Circles (IRE),J A Heffernan,0,A McCann,6th,Neck,5,10-1tb,64,True,107,49
Dundalk Racing Results | 12th April 2024 18:10,N/A,18:10,Standard,7f,The Cola Brasil,J J G Ryan,5,M J Browne,5th,1/2 l,8,9-13tb,62,True,107,49
Dundalk Racing Results | 12th April 2024 18:10,N/A,18:10,Standard,7f,Little Empire (IRE),G M Ryan,0,A McCann,4th,1 1/4 l,4,9-6,55,True,107,49
Dundalk Racing Results | 12th April 2024 18:10,N/A,18:10,Standard,7f,Wayne R Walker,R C Colgan,0,D Kinsella,3rd,1/2 l,5,9-5tb,54,True,107,49
Dundalk Racing Results | 12th April 2024 18:10,N/A,18:10,Standard,7f,Ferrybank,W J Lee,0,T M Walsh,2nd,1 l,6,10-2t,65,True,107,49
Dundalk Racing Results | 12th April 2024 18:10,N/A,18:10,Standard,7f,El Bello,D King,5,D Hogan,1st,N/A,5,10-2p,65,True,107,49
Dundalk Racing Results | 12th April 2024 18:45,N/A,18:45,Standard,1m,Igor Stravinsky (IRE),R L Moore,0,A P O'Brien,NR,N/A,3,9-8,-,True,107,50
Dundalk Racing Results | 12th April 2024 18:45,N/A,18:45,Standard,1m,Cayo Pirata (IRE),J Cleary,7,A Murray,NR,N/A,3,9-8,-,True,107,50
Dundalk Racing Results | 12th April 2024 18:45,N/A,18:45,Standard,1m,Take Profit (IRE),C D Hayes,0,L Comer,13th,18 l,3,9-8,-,True,107,50
Dundalk Racing Results | 12th April 2024 18:45,N/A,18:45,Standard,1m,Rodeeve,B M Coen,0,M J Browne,12th,1 3/4 l,3,9-3,-,True,107,50
Dundalk Racing Results | 12th April 2024 18:45,N/A,18:45,Standard,1m,Albion Power (IRE),R Whearty,5,K H Clarke,11th,1 3/4 l,3,9-8,-,True,107,50
Dundalk Racing Results | 12th April 2024 18:45,N/A,18:45,Standard,1m,Apache War (IRE),D P McDonogh,0,L Comer,10th,3 1/2 l,3,9-8,-,True,107,50
Dundalk Racing Results | 12th April 2024 18:45,N/A,18:45,Standard,1m,Mark's One (IRE),G F Carroll,0,G P Cromwell,9th,4 1/2 l,3,9-8,-,True,107,50
Dundalk Racing Results | 12th April 2024 18:45,N/A,18:45,Standard,1m,Mexican Joe (IRE),O McSweeney,3,L Comer,8th,Head,3,9-8,-,True,107,50
Dundalk Racing Results | 12th April 2024 18:45,N/A,18:45,Standard,1m,Tokenomics (FR),L T McAteer,0,D Marnane,7th,1 1/4 l,3,9-8,-,True,107,50
Dundalk Racing Results | 12th April 2024 18:45,N/A,18:45,Standard,1m,Wrob And Wryan (IRE),R C Colgan,0,A Lee,6th,3/4 l,3,9-8,-,True,107,50
Dundalk Racing Results | 12th April 2024 18:45,N/A,18:45,Standard,1m,Hilasmos,W J Lee,0,A Oliver,5th,1 1/4 l,3,9-8,-,True,107,50
Dundalk Racing Results | 12th April 2024 18:45,N/A,18:45,Standard,1m,Dollerina (IRE),D McMonagle,0,J P O'Brien,4th,1/2 l,3,9-3,-,True,107,50
Dundalk Racing Results | 12th April 2024 18:45,N/A,18:45,Standard,1m,Vina Arana (IRE),C T Keane,0,H De Bromhead,3rd,1 1/4 l,3,9-3,-,True,107,50
Dundalk Racing Results | 12th April 2024 18:45,N/A,18:45,Standard,1m,Dairago (FR),J A Heffernan,0,N Lupini,2nd,1/2 l,3,9-8,-,True,107,50
Dundalk Racing Results | 12th April 2024 18:45,N/A,18:45,Standard,1m,Mundi (IRE),R L Moore,0,A P O'Brien,1st,N/A,3,9-8,-,True,107,50
Dundalk Racing Results | 12th April 2024 18:45,N/A,18:45,Standard,1m,Igor Stravinsky (IRE),R L Moore,0,A P O'Brien,NR,N/A,3,9-8,-,True,107,50
Dundalk Racing Results | 12th April 2024 18:45,N/A,18:45,Standard,1m,Cayo Pirata (IRE),J Cleary,7,A Murray,NR,N/A,3,9-8,-,True,107,50
Dundalk Racing Results | 12th April 2024 18:45,N/A,18:45,Standard,1m,Take Profit (IRE),C D Hayes,0,L Comer,13th,18 l,3,9-8,-,True,107,50
Dundalk Racing Results | 12th April 2024 18:45,N/A,18:45,Standard,1m,Rodeeve,B M Coen,0,M J Browne,12th,1 3/4 l,3,9-3,-,True,107,50
Dundalk Racing Results | 12th April 2024 18:45,N/A,18:45,Standard,1m,Albion Power (IRE),R Whearty,5,K H Clarke,11th,1 3/4 l,3,9-8,-,True,107,50
Dundalk Racing Results | 12th April 2024 18:45,N/A,18:45,Standard,1m,Apache War (IRE),D P McDonogh,0,L Comer,10th,3 1/2 l,3,9-8,-,True,107,50
Dundalk Racing Results | 12th April 2024 18:45,N/A,18:45,Standard,1m,Mark's One (IRE),G F Carroll,0,G P Cromwell,9th,4 1/2 l,3,9-8,-,True,107,50
Dundalk Racing Results | 12th April 2024 18:45,N/A,18:45,Standard,1m,Mexican Joe (IRE),O McSweeney,3,L Comer,8th,Head,3,9-8,-,True,107,50
Dundalk Racing Results | 12th April 2024 18:45,N/A,18:45,Standard,1m,Tokenomics (FR),L T McAteer,0,D Marnane,7th,1 1/4 l,3,9-8,-,True,107,50
Dundalk Racing Results | 12th April 2024 18:45,N/A,18:45,Standard,1m,Wrob And Wryan (IRE),R C Colgan,0,A Lee,6th,3/4 l,3,9-8,-,True,107,50
Dundalk Racing Results | 12th April 2024 18:45,N/A,18:45,Standard,1m,Hilasmos,W J Lee,0,A Oliver,5th,1 1/4 l,3,9-8,-,True,107,50
Dundalk Racing Results | 12th April 2024 18:45,N/A,18:45,Standard,1m,Dollerina (IRE),D McMonagle,0,J P O'Brien,4th,1/2 l,3,9-3,-,True,107,50
Dundalk Racing Results | 12th April 2024 18:45,N/A,18:45,Standard,1m,Vina Arana (IRE),C T Keane,0,H De Bromhead,3rd,1 1/4 l,3,9-3,-,True,107,50
Dundalk Racing Results | 12th April 2024 18:45,N/A,18:45,Standard,1m,Dairago (FR),J A Heffernan,0,N Lupini,2nd,1/2 l,3,9-8,-,True,107,50
Dundalk Racing Results | 12th April 2024 18:45,N/A,18:45,Standard,1m,Mundi (IRE),R L Moore,0,A P O'Brien,1st,N/A,3,9-8,-,True,107,50
