track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Cork Racing Results | 10th December 2023 15:15,N/A,15:15,Soft To Heavy (Heavy In Places),2m 4f,Aodhan May (IRE),Kevin A Murphy,7,C Byrnes,15th,Neck,7,10-9,83,True,94,32
Cork Racing Results | 10th December 2023 15:15,N/A,15:15,Soft To Heavy (Heavy In Places),2m 4f,Mason Lady (IRE),R J Condon,5,D Queally,14th,2 l,4,10-11,85,True,94,32
Cork Racing Results | 10th December 2023 15:15,N/A,15:15,Soft To Heavy (Heavy In Places),2m 4f,Tullabrack Lad (IRE),B P Kennedy,7,F J Flood,13th,6 l,4,10-13,87,True,94,32
Cork Racing Results | 10th December 2023 15:15,N/A,15:15,Soft To Heavy (Heavy In Places),2m 4f,Champagne Mahler (IRE),Rachael Blackmore,0,H De Bromhead,12th,Head,5,12-0,102,True,94,32
Cork Racing Results | 10th December 2023 15:15,N/A,15:15,Soft To Heavy (Heavy In Places),2m 4f,Barryroe Madam (FR),R Deegan,0,B McMahon,11th,2 1/4 l,4,11-6,94,True,94,32
Cork Racing Results | 10th December 2023 15:15,N/A,15:15,Soft To Heavy (Heavy In Places),2m 4f,Thelonglad (IRE),S F O'Keeffe,0,M J McDonagh,10th,1 1/2 l,5,10-12,86,True,94,32
Cork Racing Results | 10th December 2023 15:15,N/A,15:15,Soft To Heavy (Heavy In Places),2m 4f,Glorious Singer (IRE),Daire James McConville,7,Ms M Flynn,9th,19 l,8,10-6p,80,True,94,32
Cork Racing Results | 10th December 2023 15:15,N/A,15:15,Soft To Heavy (Heavy In Places),2m 4f,Duke Otto (IRE),D J Gilligan,5,P J Flynn,8th,7 l,5,11-13,101,True,94,32
Cork Racing Results | 10th December 2023 15:15,N/A,15:15,Soft To Heavy (Heavy In Places),2m 4f,C'est Rien (IRE),M J M O'Sullivan,0,T Mullins,7th,4 3/4 l,6,11-4t,92,True,94,32
Cork Racing Results | 10th December 2023 15:15,N/A,15:15,Soft To Heavy (Heavy In Places),2m 4f,Arthor (IRE),M P O'Connor,3,J J Mangan,6th,8 l,6,11-6,94,True,94,32
Cork Racing Results | 10th December 2023 15:15,N/A,15:15,Soft To Heavy (Heavy In Places),2m 4f,Tingarran Express (IRE),D J O'Keeffe,0,Miss D O'Shea,5th,4 1/4 l,6,10-9,83,True,94,32
Cork Racing Results | 10th December 2023 15:15,N/A,15:15,Soft To Heavy (Heavy In Places),2m 4f,One Big Bang (IRE),P T Enright,0,Paul Tobin,4th,1 3/4 l,5,11-11,99,True,94,32
Cork Racing Results | 10th December 2023 15:15,N/A,15:15,Soft To Heavy (Heavy In Places),2m 4f,Magic Conqueror (IRE),J W Kennedy,0,M Kennedy,3rd,10 l,6,11-8,96,True,94,32
Cork Racing Results | 10th December 2023 15:15,N/A,15:15,Soft To Heavy (Heavy In Places),2m 4f,Gold Haven (IRE),S W Flanagan,0,P W Flynn,2nd,2 1/4 l,5,11-2b1,90,True,94,32
Cork Racing Results | 10th December 2023 15:15,N/A,15:15,Soft To Heavy (Heavy In Places),2m 4f,West Away (IRE),B W Harvey,3,J C McConnell,1st,N/A,5,11-13t,101,True,94,32
Cork Racing Results | 10th December 2023 15:15,N/A,15:15,Soft To Heavy (Heavy In Places),2m 4f,Blossom De Mai (FR),C Owens,7,P J Rothwell,NR,N/A,6,10-12p,86,True,94,32
Cork Racing Results | 10th December 2023 15:15,N/A,15:15,Soft To Heavy (Heavy In Places),2m 4f,Lodilomoco (IRE),S D Torrens,0,D Cullen,NR,N/A,5,11-8,96,True,94,32
Cork Racing Results | 10th December 2023 15:15,N/A,15:15,Soft To Heavy (Heavy In Places),2m 4f,Knocknaconnery (IRE),J J Slevin,0,S Curling,PU,N/A,7,11-3t,91,True,94,32
Cork Racing Results | 10th December 2023 15:15,N/A,15:15,Soft To Heavy (Heavy In Places),2m 4f,Miala Araya (IRE),E M O'Sullivan,7,Jayne Hearne,PU,N/A,8,10-6,80,True,94,32
Cork Racing Results | 10th December 2023 15:15,N/A,15:15,Soft To Heavy (Heavy In Places),2m 4f,Ivy Park (IRE),D Meyler,0,Daniel O'leary,PU,N/A,8,10-11t,85,True,94,32
Cork Racing Results | 10th December 2023 15:15,N/A,15:15,Soft To Heavy (Heavy In Places),2m 4f,Didyouseethelight (IRE),D King,3,Miss J M Lee,PU,N/A,6,10-12,86,True,94,32
Cork Racing Results | 10th December 2023 15:15,N/A,15:15,Soft To Heavy (Heavy In Places),2m 4f,Colline Fleurie (IRE),E Walsh,3,Brendan Walsh,16th,37 l,5,10-12t1,86,True,94,32
Cork Racing Results | 10th December 2023 15:15,N/A,15:15,Soft To Heavy (Heavy In Places),2m 4f,Aodhan May (IRE),Kevin A Murphy,7,C Byrnes,15th,Neck,7,10-9,83,True,94,32
Cork Racing Results | 10th December 2023 15:15,N/A,15:15,Soft To Heavy (Heavy In Places),2m 4f,Mason Lady (IRE),R J Condon,5,D Queally,14th,2 l,4,10-11,85,True,94,32
Cork Racing Results | 10th December 2023 15:15,N/A,15:15,Soft To Heavy (Heavy In Places),2m 4f,Tullabrack Lad (IRE),B P Kennedy,7,F J Flood,13th,6 l,4,10-13,87,True,94,32
Cork Racing Results | 10th December 2023 15:15,N/A,15:15,Soft To Heavy (Heavy In Places),2m 4f,Champagne Mahler (IRE),Rachael Blackmore,0,H De Bromhead,12th,Head,5,12-0,102,True,94,32
Cork Racing Results | 10th December 2023 15:15,N/A,15:15,Soft To Heavy (Heavy In Places),2m 4f,Barryroe Madam (FR),R Deegan,0,B McMahon,11th,2 1/4 l,4,11-6,94,True,94,32
Cork Racing Results | 10th December 2023 15:15,N/A,15:15,Soft To Heavy (Heavy In Places),2m 4f,Thelonglad (IRE),S F O'Keeffe,0,M J McDonagh,10th,1 1/2 l,5,10-12,86,True,94,32
Cork Racing Results | 10th December 2023 15:15,N/A,15:15,Soft To Heavy (Heavy In Places),2m 4f,Glorious Singer (IRE),Daire James McConville,7,Ms M Flynn,9th,19 l,8,10-6p,80,True,94,32
Cork Racing Results | 10th December 2023 15:15,N/A,15:15,Soft To Heavy (Heavy In Places),2m 4f,Duke Otto (IRE),D J Gilligan,5,P J Flynn,8th,7 l,5,11-13,101,True,94,32
Cork Racing Results | 10th December 2023 15:15,N/A,15:15,Soft To Heavy (Heavy In Places),2m 4f,C'est Rien (IRE),M J M O'Sullivan,0,T Mullins,7th,4 3/4 l,6,11-4t,92,True,94,32
Cork Racing Results | 10th December 2023 15:15,N/A,15:15,Soft To Heavy (Heavy In Places),2m 4f,Arthor (IRE),M P O'Connor,3,J J Mangan,6th,8 l,6,11-6,94,True,94,32
Cork Racing Results | 10th December 2023 15:15,N/A,15:15,Soft To Heavy (Heavy In Places),2m 4f,Tingarran Express (IRE),D J O'Keeffe,0,Miss D O'Shea,5th,4 1/4 l,6,10-9,83,True,94,32
Cork Racing Results | 10th December 2023 15:15,N/A,15:15,Soft To Heavy (Heavy In Places),2m 4f,One Big Bang (IRE),P T Enright,0,Paul Tobin,4th,1 3/4 l,5,11-11,99,True,94,32
Cork Racing Results | 10th December 2023 15:15,N/A,15:15,Soft To Heavy (Heavy In Places),2m 4f,Magic Conqueror (IRE),J W Kennedy,0,M Kennedy,3rd,10 l,6,11-8,96,True,94,32
Cork Racing Results | 10th December 2023 15:15,N/A,15:15,Soft To Heavy (Heavy In Places),2m 4f,Gold Haven (IRE),S W Flanagan,0,P W Flynn,2nd,2 1/4 l,5,11-2b1,90,True,94,32
Cork Racing Results | 10th December 2023 15:15,N/A,15:15,Soft To Heavy (Heavy In Places),2m 4f,West Away (IRE),B W Harvey,3,J C McConnell,1st,N/A,5,11-13t,101,True,94,32
N/A,N/A,14:30,Heavy (Soft To Heavy In Places),2m 170y,Cruisin Susan (IRE),Mr J P Berry,7,J A Berry,6th,36 l,6,11-5,-,True,94,38
N/A,N/A,14:30,Heavy (Soft To Heavy In Places),2m 170y,Action Motion (IRE),D King,3,D Hogan,5th,9 1/2 l,4,11-12tp,-,True,94,38
N/A,N/A,14:30,Heavy (Soft To Heavy In Places),2m 170y,Micro Manage (IRE),P Townend,0,W P Mullins,4th,14 l,7,11-12,-,True,94,38
N/A,N/A,14:30,Heavy (Soft To Heavy In Places),2m 170y,Tactical Affair (FR),J W Kennedy,0,G Elliott,3rd,7 l,4,11-9,-,True,94,38
N/A,N/A,14:30,Heavy (Soft To Heavy In Places),2m 170y,Whimsy,J P O'Sullivan,3,A McCann,2nd,2 1/4 l,4,10-10,-,True,94,38
N/A,N/A,14:30,Heavy (Soft To Heavy In Places),2m 170y,Elixir D'ainay (FR),M P Walsh,0,W P Mullins,1st,N/A,9,11-12,-,True,94,38
N/A,N/A,14:30,Heavy (Soft To Heavy In Places),2m 170y,Cruisin Susan (IRE),Mr J P Berry,7,J A Berry,6th,36 l,6,11-5,-,True,94,38
N/A,N/A,14:30,Heavy (Soft To Heavy In Places),2m 170y,Action Motion (IRE),D King,3,D Hogan,5th,9 1/2 l,4,11-12tp,-,True,94,38
N/A,N/A,14:30,Heavy (Soft To Heavy In Places),2m 170y,Micro Manage (IRE),P Townend,0,W P Mullins,4th,14 l,7,11-12,-,True,94,38
N/A,N/A,14:30,Heavy (Soft To Heavy In Places),2m 170y,Tactical Affair (FR),J W Kennedy,0,G Elliott,3rd,7 l,4,11-9,-,True,94,38
N/A,N/A,14:30,Heavy (Soft To Heavy In Places),2m 170y,Whimsy,J P O'Sullivan,3,A McCann,2nd,2 1/4 l,4,10-10,-,True,94,38
N/A,N/A,14:30,Heavy (Soft To Heavy In Places),2m 170y,Elixir D'ainay (FR),M P Walsh,0,W P Mullins,1st,N/A,9,11-12,-,True,94,38
N/A,N/A,15:30,Heavy (Soft To Heavy In Places)  Flat (Turf),2m 170y,Wearonthegold (IRE),Mr A P Fahey,7,P G Fahey,8th,30 l,5,11-3,-,True,94,40
N/A,N/A,15:30,Heavy (Soft To Heavy In Places)  Flat (Turf),2m 170y,Ufouria (IRE),Mr B O'Neill,0,P Nolan,7th,3 l,5,11-5,-,True,94,40
N/A,N/A,15:30,Heavy (Soft To Heavy In Places)  Flat (Turf),2m 170y,Royal Cave (IRE),Mr A Harvey,7,C D Timmons,6th,Head,4,11-3p1,-,True,94,40
N/A,N/A,15:30,Heavy (Soft To Heavy In Places)  Flat (Turf),2m 170y,Jassur Des Brosses (FR),Mr T Hamilton,0,Ms M Mullins,5th,1 1/4 l,4,11-12,-,True,94,40
N/A,N/A,15:30,Heavy (Soft To Heavy In Places)  Flat (Turf),2m 170y,Slieve Carran (IRE),Mr Pat Taaffe,7,Patrick T Foley,4th,4 1/4 l,4,11-10h,-,True,94,40
N/A,N/A,15:30,Heavy (Soft To Heavy In Places)  Flat (Turf),2m 170y,A Tipp For Gold (IRE),Mr P W Mullins,0,Ms M Mullins,3rd,7 l,4,12-0,-,True,94,40
N/A,N/A,15:30,Heavy (Soft To Heavy In Places)  Flat (Turf),2m 170y,Seatoit (IRE),Mr D Doyle,7,E McNamara,2nd,3/4 l,4,12-0,-,True,94,40
N/A,N/A,15:30,Heavy (Soft To Heavy In Places)  Flat (Turf),2m 170y,Kish Bank (IRE),Mr H C Swan,5,G Elliott,1st,N/A,4,12-0,-,True,94,40
N/A,N/A,15:30,Heavy (Soft To Heavy In Places)  Flat (Turf),2m 170y,Wearonthegold (IRE),Mr A P Fahey,7,P G Fahey,8th,30 l,5,11-3,-,True,94,40
N/A,N/A,15:30,Heavy (Soft To Heavy In Places)  Flat (Turf),2m 170y,Ufouria (IRE),Mr B O'Neill,0,P Nolan,7th,3 l,5,11-5,-,True,94,40
N/A,N/A,15:30,Heavy (Soft To Heavy In Places)  Flat (Turf),2m 170y,Royal Cave (IRE),Mr A Harvey,7,C D Timmons,6th,Head,4,11-3p1,-,True,94,40
N/A,N/A,15:30,Heavy (Soft To Heavy In Places)  Flat (Turf),2m 170y,Jassur Des Brosses (FR),Mr T Hamilton,0,Ms M Mullins,5th,1 1/4 l,4,11-12,-,True,94,40
N/A,N/A,15:30,Heavy (Soft To Heavy In Places)  Flat (Turf),2m 170y,Slieve Carran (IRE),Mr Pat Taaffe,7,Patrick T Foley,4th,4 1/4 l,4,11-10h,-,True,94,40
N/A,N/A,15:30,Heavy (Soft To Heavy In Places)  Flat (Turf),2m 170y,A Tipp For Gold (IRE),Mr P W Mullins,0,Ms M Mullins,3rd,7 l,4,12-0,-,True,94,40
N/A,N/A,15:30,Heavy (Soft To Heavy In Places)  Flat (Turf),2m 170y,Seatoit (IRE),Mr D Doyle,7,E McNamara,2nd,3/4 l,4,12-0,-,True,94,40
N/A,N/A,15:30,Heavy (Soft To Heavy In Places)  Flat (Turf),2m 170y,Kish Bank (IRE),Mr H C Swan,5,G Elliott,1st,N/A,4,12-0,-,True,94,40
Dundalk Racing Results | 13th December 2023 15:15,N/A,15:15,Standard,1m 4f,Dreamingofdelaney (IRE),R M Mulligan,0,Paul Mulligan,NR,N/A,3,8-7tp1,-,True,94,41
Dundalk Racing Results | 13th December 2023 15:15,N/A,15:15,Standard,1m 4f,Johnny The Star (IRE),J Kearney,5,M Rice,14th,4 1/4 l,3,9-3,-,True,94,41
Dundalk Racing Results | 13th December 2023 15:15,N/A,15:15,Standard,1m 4f,Kalsman (IRE),C D Maxwell,0,L Lennon,13th,4 1/2 l,5,8-10h,-,True,94,41
Dundalk Racing Results | 13th December 2023 15:15,N/A,15:15,Standard,1m 4f,Dalvey,L T McAteer,0,J McAuley,12th,4 1/4 l,6,9-6tp,-,True,94,41
Dundalk Racing Results | 13th December 2023 15:15,N/A,15:15,Standard,1m 4f,As Fast As Wind (IRE),C Stone-Walsh,5,E Doyle,11th,1 1/2 l,3,9-13,-,True,94,41
Dundalk Racing Results | 13th December 2023 15:15,N/A,15:15,Standard,1m 4f,Inigo Jones,J A Heffernan,0,H D McGuigan,10th,Neck,5,9-6,-,True,94,41
Dundalk Racing Results | 13th December 2023 15:15,N/A,15:15,Standard,1m 4f,Neandra (GER),J J G Ryan,5,D Hogan,9th,2 l,4,9-10p1,-,True,94,41
Dundalk Racing Results | 13th December 2023 15:15,N/A,15:15,Standard,1m 4f,Halcyon Spirit,Siobhan Rutledge,3,J C McConnell,8th,1/2 l,5,8-12,-,True,94,41
Dundalk Racing Results | 13th December 2023 15:15,N/A,15:15,Standard,1m 4f,General Idea,Caragh Monaghan,10,Ian Donoghue,7th,1 1/4 l,4,10-0t,-,True,94,41
Dundalk Racing Results | 13th December 2023 15:15,N/A,15:15,Standard,1m 4f,Chutzpal (IRE),A C Persse,7,E Doyle,6th,1/2 l,4,9-6b,-,True,94,41
Dundalk Racing Results | 13th December 2023 15:15,N/A,15:15,Standard,1m 4f,May Night,S D Bowen,5,D Hogan,5th,1 3/4 l,5,9-4p,-,True,94,41
Dundalk Racing Results | 13th December 2023 15:15,N/A,15:15,Standard,1m 4f,Jaafel (IRE),D W O'Connor,0,J McAuley,4th,1/2 l,5,10-2t,-,True,94,41
Dundalk Racing Results | 13th December 2023 15:15,N/A,15:15,Standard,1m 4f,Pachmena (IRE),R Whearty,5,G P Cromwell,3rd,3/4 l,6,9-6t,-,True,94,41
Dundalk Racing Results | 13th December 2023 15:15,N/A,15:15,Standard,1m 4f,Autocrat (IRE),S Foley,0,J McAuley,2nd,1 l,3,9-13b,-,True,94,41
Dundalk Racing Results | 13th December 2023 15:15,N/A,15:15,Standard,1m 4f,Banana Three (IRE),C T Keane,0,G M Lyons,1st,N/A,3,9-13b,-,True,94,41
Dundalk Racing Results | 13th December 2023 15:15,N/A,15:15,Standard,1m 4f,Dreamingofdelaney (IRE),R M Mulligan,0,Paul Mulligan,NR,N/A,3,8-7tp1,-,True,94,41
Dundalk Racing Results | 13th December 2023 15:15,N/A,15:15,Standard,1m 4f,Johnny The Star (IRE),J Kearney,5,M Rice,14th,4 1/4 l,3,9-3,-,True,94,41
Dundalk Racing Results | 13th December 2023 15:15,N/A,15:15,Standard,1m 4f,Kalsman (IRE),C D Maxwell,0,L Lennon,13th,4 1/2 l,5,8-10h,-,True,94,41
Dundalk Racing Results | 13th December 2023 15:15,N/A,15:15,Standard,1m 4f,Dalvey,L T McAteer,0,J McAuley,12th,4 1/4 l,6,9-6tp,-,True,94,41
Dundalk Racing Results | 13th December 2023 15:15,N/A,15:15,Standard,1m 4f,As Fast As Wind (IRE),C Stone-Walsh,5,E Doyle,11th,1 1/2 l,3,9-13,-,True,94,41
Dundalk Racing Results | 13th December 2023 15:15,N/A,15:15,Standard,1m 4f,Inigo Jones,J A Heffernan,0,H D McGuigan,10th,Neck,5,9-6,-,True,94,41
Dundalk Racing Results | 13th December 2023 15:15,N/A,15:15,Standard,1m 4f,Neandra (GER),J J G Ryan,5,D Hogan,9th,2 l,4,9-10p1,-,True,94,41
Dundalk Racing Results | 13th December 2023 15:15,N/A,15:15,Standard,1m 4f,Halcyon Spirit,Siobhan Rutledge,3,J C McConnell,8th,1/2 l,5,8-12,-,True,94,41
Dundalk Racing Results | 13th December 2023 15:15,N/A,15:15,Standard,1m 4f,General Idea,Caragh Monaghan,10,Ian Donoghue,7th,1 1/4 l,4,10-0t,-,True,94,41
Dundalk Racing Results | 13th December 2023 15:15,N/A,15:15,Standard,1m 4f,Chutzpal (IRE),A C Persse,7,E Doyle,6th,1/2 l,4,9-6b,-,True,94,41
Dundalk Racing Results | 13th December 2023 15:15,N/A,15:15,Standard,1m 4f,May Night,S D Bowen,5,D Hogan,5th,1 3/4 l,5,9-4p,-,True,94,41
Dundalk Racing Results | 13th December 2023 15:15,N/A,15:15,Standard,1m 4f,Jaafel (IRE),D W O'Connor,0,J McAuley,4th,1/2 l,5,10-2t,-,True,94,41
Dundalk Racing Results | 13th December 2023 15:15,N/A,15:15,Standard,1m 4f,Pachmena (IRE),R Whearty,5,G P Cromwell,3rd,3/4 l,6,9-6t,-,True,94,41
Dundalk Racing Results | 13th December 2023 15:15,N/A,15:15,Standard,1m 4f,Autocrat (IRE),S Foley,0,J McAuley,2nd,1 l,3,9-13b,-,True,94,41
Dundalk Racing Results | 13th December 2023 15:15,N/A,15:15,Standard,1m 4f,Banana Three (IRE),C T Keane,0,G M Lyons,1st,N/A,3,9-13b,-,True,94,41
Dundalk Racing Results | 13th December 2023 15:45,N/A,15:45,Standard,6f,Relentless Flyer (IRE),L F Roche,0,E & P Harty,10th,7 1/2 l,2,8-13tb1,57,True,94,42
Dundalk Racing Results | 13th December 2023 15:45,N/A,15:45,Standard,6f,Masonbrook Meadow (IRE),O McSweeney,5,Daniel Murphy,9th,7 1/2 l,2,9-12p,70,True,94,42
Dundalk Racing Results | 13th December 2023 15:45,N/A,15:45,Standard,6f,Go Go Gonzo (IRE),C T Keane,0,G M Lyons,8th,3/4 l,2,9-7,65,True,94,42
Dundalk Racing Results | 13th December 2023 15:45,N/A,15:45,Standard,6f,Sophia Klimt (IRE),R P Cleary,0,P Martin,7th,2 3/4 l,2,8-7t,51,True,94,42
Dundalk Racing Results | 13th December 2023 15:45,N/A,15:45,Standard,6f,Dandy Lichious (IRE),S Foley,0,P W Flynn,6th,3 l,2,9-11p1,69,True,94,42
Dundalk Racing Results | 13th December 2023 15:45,N/A,15:45,Standard,6f,Victor's Choice (IRE),J A Powell,3,A Murray,5th,1/2 l,2,8-12t,56,True,94,42
Dundalk Racing Results | 13th December 2023 15:45,N/A,15:45,Standard,6f,Are You In Or Out (IRE),J J G Ryan,5,P Stafford,4th,3/4 l,2,9-2,60,True,94,42
Dundalk Racing Results | 13th December 2023 15:45,N/A,15:45,Standard,6f,Eddie G (IRE),R Whearty,5,A McGuinness,3rd,Neck,2,9-4,62,True,94,42
Dundalk Racing Results | 13th December 2023 15:45,N/A,15:45,Standard,6f,Cool Dan (IRE),D P McDonogh,0,L Breen,2nd,1 1/2 l,2,9-4p1,62,True,94,42
Dundalk Racing Results | 13th December 2023 15:45,N/A,15:45,Standard,6f,Milliethemollie (IRE),J A Heffernan,0,Miss Jennifer Anne Lynch,1st,N/A,2,9-1ht,59,True,94,42
Dundalk Racing Results | 13th December 2023 15:45,N/A,15:45,Standard,6f,Relentless Flyer (IRE),L F Roche,0,E & P Harty,10th,7 1/2 l,2,8-13tb1,57,True,94,42
Dundalk Racing Results | 13th December 2023 15:45,N/A,15:45,Standard,6f,Masonbrook Meadow (IRE),O McSweeney,5,Daniel Murphy,9th,7 1/2 l,2,9-12p,70,True,94,42
Dundalk Racing Results | 13th December 2023 15:45,N/A,15:45,Standard,6f,Go Go Gonzo (IRE),C T Keane,0,G M Lyons,8th,3/4 l,2,9-7,65,True,94,42
Dundalk Racing Results | 13th December 2023 15:45,N/A,15:45,Standard,6f,Sophia Klimt (IRE),R P Cleary,0,P Martin,7th,2 3/4 l,2,8-7t,51,True,94,42
Dundalk Racing Results | 13th December 2023 15:45,N/A,15:45,Standard,6f,Dandy Lichious (IRE),S Foley,0,P W Flynn,6th,3 l,2,9-11p1,69,True,94,42
Dundalk Racing Results | 13th December 2023 15:45,N/A,15:45,Standard,6f,Victor's Choice (IRE),J A Powell,3,A Murray,5th,1/2 l,2,8-12t,56,True,94,42
Dundalk Racing Results | 13th December 2023 15:45,N/A,15:45,Standard,6f,Are You In Or Out (IRE),J J G Ryan,5,P Stafford,4th,3/4 l,2,9-2,60,True,94,42
Dundalk Racing Results | 13th December 2023 15:45,N/A,15:45,Standard,6f,Eddie G (IRE),R Whearty,5,A McGuinness,3rd,Neck,2,9-4,62,True,94,42
Dundalk Racing Results | 13th December 2023 15:45,N/A,15:45,Standard,6f,Cool Dan (IRE),D P McDonogh,0,L Breen,2nd,1 1/2 l,2,9-4p1,62,True,94,42
Dundalk Racing Results | 13th December 2023 15:45,N/A,15:45,Standard,6f,Milliethemollie (IRE),J A Heffernan,0,Miss Jennifer Anne Lynch,1st,N/A,2,9-1ht,59,True,94,42
Dundalk Racing Results | 13th December 2023 16:15,N/A,16:15,Standard,6f,Windsor Road (IRE),J Kearney,5,G Keane,9th,1/2 l,3,9-3,-,True,94,43
Dundalk Racing Results | 13th December 2023 16:15,N/A,16:15,Standard,6f,Florence Thompson (IRE),R P Cleary,0,J G Murray,8th,1 1/4 l,6,9-3b1,-,True,94,43
Dundalk Racing Results | 13th December 2023 16:15,N/A,16:15,Standard,6f,Hot Moon,N G McCullagh,0,J G Coogan,7th,2 1/4 l,3,9-8v1,-,True,94,43
Dundalk Racing Results | 13th December 2023 16:15,N/A,16:15,Standard,6f,Hokusai (IRE),C T Keane,0,N Meade,6th,2 1/2 l,3,9-8b,-,True,94,43
Dundalk Racing Results | 13th December 2023 16:15,N/A,16:15,Standard,6f,Marble Angel (IRE),L F Roche,0,A Oliver,5th,3 1/4 l,3,9-3,-,True,94,43
Dundalk Racing Results | 13th December 2023 16:15,N/A,16:15,Standard,6f,Local Girl (IRE),D W O'Connor,0,K J Condon,4th,1 1/4 l,3,9-3,-,True,94,43
Dundalk Racing Results | 13th December 2023 16:15,N/A,16:15,Standard,6f,Loma Larnee,N M Crosse,0,A Oliver,3rd,1/2 l,3,9-3t1,-,True,94,43
Dundalk Racing Results | 13th December 2023 16:15,N/A,16:15,Standard,6f,Cross Border,D P McDonogh,0,E Lynam,2nd,1 1/4 l,3,9-8v1,-,True,94,43
Dundalk Racing Results | 13th December 2023 16:15,N/A,16:15,Standard,6f,Billboa,J A Heffernan,0,W P Browne,1st,N/A,3,9-8,-,True,94,43
Dundalk Racing Results | 13th December 2023 16:15,N/A,16:15,Standard,6f,Windsor Road (IRE),J Kearney,5,G Keane,9th,1/2 l,3,9-3,-,True,94,43
Dundalk Racing Results | 13th December 2023 16:15,N/A,16:15,Standard,6f,Florence Thompson (IRE),R P Cleary,0,J G Murray,8th,1 1/4 l,6,9-3b1,-,True,94,43
Dundalk Racing Results | 13th December 2023 16:15,N/A,16:15,Standard,6f,Hot Moon,N G McCullagh,0,J G Coogan,7th,2 1/4 l,3,9-8v1,-,True,94,43
Dundalk Racing Results | 13th December 2023 16:15,N/A,16:15,Standard,6f,Hokusai (IRE),C T Keane,0,N Meade,6th,2 1/2 l,3,9-8b,-,True,94,43
Dundalk Racing Results | 13th December 2023 16:15,N/A,16:15,Standard,6f,Marble Angel (IRE),L F Roche,0,A Oliver,5th,3 1/4 l,3,9-3,-,True,94,43
Dundalk Racing Results | 13th December 2023 16:15,N/A,16:15,Standard,6f,Local Girl (IRE),D W O'Connor,0,K J Condon,4th,1 1/4 l,3,9-3,-,True,94,43
Dundalk Racing Results | 13th December 2023 16:15,N/A,16:15,Standard,6f,Loma Larnee,N M Crosse,0,A Oliver,3rd,1/2 l,3,9-3t1,-,True,94,43
Dundalk Racing Results | 13th December 2023 16:15,N/A,16:15,Standard,6f,Cross Border,D P McDonogh,0,E Lynam,2nd,1 1/4 l,3,9-8v1,-,True,94,43
Dundalk Racing Results | 13th December 2023 16:15,N/A,16:15,Standard,6f,Billboa,J A Heffernan,0,W P Browne,1st,N/A,3,9-8,-,True,94,43
Dundalk Racing Results | 13th December 2023 16:45,N/A,16:45,Standard,7f,Genesis (IRE),L T McAteer,0,Barry J Fitzgerald,NR,N/A,2,9-7,-,True,94,44
Dundalk Racing Results | 13th December 2023 16:45,N/A,16:45,Standard,7f,The Ukulele Style (IRE),R P Cleary,0,L Comer,13th,2 1/4 l,2,9-7,-,True,94,44
Dundalk Racing Results | 13th December 2023 16:45,N/A,16:45,Standard,7f,My Mate Tony (IRE),H J Horgan,7,J P O'Brien,12th,3/4 l,2,9-7,-,True,94,44
Dundalk Racing Results | 13th December 2023 16:45,N/A,16:45,Standard,7f,Aisling Oscar (IRE),Neve Bennett,7,Craig O'Neill,11th,Short Head,2,9-7,-,True,94,44
Dundalk Racing Results | 13th December 2023 16:45,N/A,16:45,Standard,7f,Solar Falcon (IRE),C G O'Dwyer,5,C O'Dwyer,10th,4 1/2 l,2,9-7,-,True,94,44
Dundalk Racing Results | 13th December 2023 16:45,N/A,16:45,Standard,7f,Zenato (IRE),S Foley,0,H De Bromhead,9th,Head,2,9-7,-,True,94,44
Dundalk Racing Results | 13th December 2023 16:45,N/A,16:45,Standard,7f,Bruce Lightning (IRE),J Kearney,5,P Martin,8th,1 l,2,9-7h,-,True,94,44
Dundalk Racing Results | 13th December 2023 16:45,N/A,16:45,Standard,7f,Exceeding (IRE),C Horgan,7,A Slattery,7th,Neck,2,9-7,-,True,94,44
Dundalk Racing Results | 13th December 2023 16:45,N/A,16:45,Standard,7f,Puturhandstogether (IRE),G P Halpin,0,J P O'Brien,6th,1/2 l,2,9-7,-,True,94,44
Dundalk Racing Results | 13th December 2023 16:45,N/A,16:45,Standard,7f,Rebelsontherun (IRE),L F Roche,0,M O'Callaghan,5th,3 1/2 l,2,9-7p1,-,True,94,44
Dundalk Racing Results | 13th December 2023 16:45,N/A,16:45,Standard,7f,Late Night Talking (IRE),O McSweeney,5,Miss Jennifer Anne Lynch,4th,1 1/4 l,2,9-7,-,True,94,44
Dundalk Racing Results | 13th December 2023 16:45,N/A,16:45,Standard,7f,I Bid You Ajou (FR),C T Keane,0,M O'Callaghan,3rd,2 3/4 l,2,9-7,-,True,94,44
Dundalk Racing Results | 13th December 2023 16:45,N/A,16:45,Standard,7f,Perretti (IRE),D P McDonogh,0,J P O'Brien,2nd,1 1/4 l,2,9-7,-,True,94,44
Dundalk Racing Results | 13th December 2023 16:45,N/A,16:45,Standard,7f,Mcvay (IRE),J A Heffernan,0,J Davison,1st,N/A,2,9-7,-,True,94,44
Dundalk Racing Results | 13th December 2023 16:45,N/A,16:45,Standard,7f,Genesis (IRE),L T McAteer,0,Barry J Fitzgerald,NR,N/A,2,9-7,-,True,94,44
