track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Dundalk Racing Results | 13th December 2023 16:45,N/A,16:45,Standard,7f,The Ukulele Style (IRE),R P Cleary,0,L Comer,13th,2 1/4 l,2,9-7,-,True,94,44
Dundalk Racing Results | 13th December 2023 16:45,N/A,16:45,Standard,7f,My Mate Tony (IRE),H J Horgan,7,J P O'Brien,12th,3/4 l,2,9-7,-,True,94,44
Dundalk Racing Results | 13th December 2023 16:45,N/A,16:45,Standard,7f,Aisling Oscar (IRE),Neve Bennett,7,Craig O'Neill,11th,Short Head,2,9-7,-,True,94,44
Dundalk Racing Results | 13th December 2023 16:45,N/A,16:45,Standard,7f,Solar Falcon (IRE),C G O'Dwyer,5,C O'Dwyer,10th,4 1/2 l,2,9-7,-,True,94,44
Dundalk Racing Results | 13th December 2023 16:45,N/A,16:45,Standard,7f,Zenato (IRE),S Foley,0,H De Bromhead,9th,Head,2,9-7,-,True,94,44
Dundalk Racing Results | 13th December 2023 16:45,N/A,16:45,Standard,7f,Bruce Lightning (IRE),J Kearney,5,P Martin,8th,1 l,2,9-7h,-,True,94,44
Dundalk Racing Results | 13th December 2023 16:45,N/A,16:45,Standard,7f,Exceeding (IRE),C Horgan,7,A Slattery,7th,Neck,2,9-7,-,True,94,44
Dundalk Racing Results | 13th December 2023 16:45,N/A,16:45,Standard,7f,Puturhandstogether (IRE),G P Halpin,0,J P O'Brien,6th,1/2 l,2,9-7,-,True,94,44
Dundalk Racing Results | 13th December 2023 16:45,N/A,16:45,Standard,7f,Rebelsontherun (IRE),L F Roche,0,M O'Callaghan,5th,3 1/2 l,2,9-7p1,-,True,94,44
Dundalk Racing Results | 13th December 2023 16:45,N/A,16:45,Standard,7f,Late Night Talking (IRE),O McSweeney,5,Miss Jennifer Anne Lynch,4th,1 1/4 l,2,9-7,-,True,94,44
Dundalk Racing Results | 13th December 2023 16:45,N/A,16:45,Standard,7f,I Bid You Ajou (FR),C T Keane,0,M O'Callaghan,3rd,2 3/4 l,2,9-7,-,True,94,44
Dundalk Racing Results | 13th December 2023 16:45,N/A,16:45,Standard,7f,Perretti (IRE),D P McDonogh,0,J P O'Brien,2nd,1 1/4 l,2,9-7,-,True,94,44
Dundalk Racing Results | 13th December 2023 16:45,N/A,16:45,Standard,7f,Mcvay (IRE),J A Heffernan,0,J Davison,1st,N/A,2,9-7,-,True,94,44
Dundalk Racing Results | 13th December 2023 17:15,N/A,17:15,Standard,7f,Captured (IRE),J Cleary,7,L Comer,14th,1 1/4 l,6,8-12p1,47,True,94,45
Dundalk Racing Results | 13th December 2023 17:15,N/A,17:15,Standard,7f,Nyla Rua (IRE),N G McCullagh,0,J C McConnell,13th,1 1/2 l,4,8-12,47,True,94,45
Dundalk Racing Results | 13th December 2023 17:15,N/A,17:15,Standard,7f,Chancey Approach (IRE),R M Mulligan,10,M Kelly,12th,Nose,4,8-12tp1,47,True,94,45
Dundalk Racing Results | 13th December 2023 17:15,N/A,17:15,Standard,7f,Qalahari Queen (IRE),C D Maxwell,0,T G McCourt,11th,1 l,3,8-12v1,47,True,94,45
Dundalk Racing Results | 13th December 2023 17:15,N/A,17:15,Standard,7f,Sadiqaa (IRE),O McSweeney,5,H D McGuigan,10th,Neck,5,8-12tv,47,True,94,45
Dundalk Racing Results | 13th December 2023 17:15,N/A,17:15,Standard,7f,Elephant John (IRE),H J Horgan,7,E McCarthy,9th,Neck,5,9-4b,53,True,94,45
Dundalk Racing Results | 13th December 2023 17:15,N/A,17:15,Standard,7f,Rattletheonionbag (IRE),S P Davis,0,W P Browne,8th,3/4 l,3,9-12,61,True,94,45
Dundalk Racing Results | 13th December 2023 17:15,N/A,17:15,Standard,7f,Well Suited (IRE),G P Halpin,0,T J O'Mara,7th,1 l,8,8-12p,47,True,94,45
Dundalk Racing Results | 13th December 2023 17:15,N/A,17:15,Standard,7f,Cherry Bloom (IRE),K J Leonard,0,G Scott,6th,1 1/4 l,4,8-12,47,True,94,45
Dundalk Racing Results | 13th December 2023 17:15,N/A,17:15,Standard,7f,Dutch Glory (IRE),Siobhan Rutledge,3,R O'Sullivan,5th,Neck,4,10-0,63,True,94,45
Dundalk Racing Results | 13th December 2023 17:15,N/A,17:15,Standard,7f,Mether (IRE),D E Sheehy,3,N Lupini,4th,1/2 l,3,8-12t,47,True,94,45
Dundalk Racing Results | 13th December 2023 17:15,N/A,17:15,Standard,7f,Bucky Larson (IRE),P A Harnett,5,R Donohoe,3rd,1/2 l,8,9-11,60,True,94,45
Dundalk Racing Results | 13th December 2023 17:15,N/A,17:15,Standard,7f,Morning Approach (IRE),J Kearney,5,W McCreery,2nd,Head,5,10-2t1,65,True,94,45
Dundalk Racing Results | 13th December 2023 17:15,N/A,17:15,Standard,7f,James Henry (IRE),S T McCullagh,3,L Breen,1st,N/A,4,9-11b,60,True,94,45
Dundalk Racing Results | 13th December 2023 17:15,N/A,17:15,Standard,7f,Captured (IRE),J Cleary,7,L Comer,14th,1 1/4 l,6,8-12p1,47,True,94,45
Dundalk Racing Results | 13th December 2023 17:15,N/A,17:15,Standard,7f,Nyla Rua (IRE),N G McCullagh,0,J C McConnell,13th,1 1/2 l,4,8-12,47,True,94,45
Dundalk Racing Results | 13th December 2023 17:15,N/A,17:15,Standard,7f,Chancey Approach (IRE),R M Mulligan,10,M Kelly,12th,Nose,4,8-12tp1,47,True,94,45
Dundalk Racing Results | 13th December 2023 17:15,N/A,17:15,Standard,7f,Qalahari Queen (IRE),C D Maxwell,0,T G McCourt,11th,1 l,3,8-12v1,47,True,94,45
Dundalk Racing Results | 13th December 2023 17:15,N/A,17:15,Standard,7f,Sadiqaa (IRE),O McSweeney,5,H D McGuigan,10th,Neck,5,8-12tv,47,True,94,45
Dundalk Racing Results | 13th December 2023 17:15,N/A,17:15,Standard,7f,Elephant John (IRE),H J Horgan,7,E McCarthy,9th,Neck,5,9-4b,53,True,94,45
Dundalk Racing Results | 13th December 2023 17:15,N/A,17:15,Standard,7f,Rattletheonionbag (IRE),S P Davis,0,W P Browne,8th,3/4 l,3,9-12,61,True,94,45
Dundalk Racing Results | 13th December 2023 17:15,N/A,17:15,Standard,7f,Well Suited (IRE),G P Halpin,0,T J O'Mara,7th,1 l,8,8-12p,47,True,94,45
Dundalk Racing Results | 13th December 2023 17:15,N/A,17:15,Standard,7f,Cherry Bloom (IRE),K J Leonard,0,G Scott,6th,1 1/4 l,4,8-12,47,True,94,45
Dundalk Racing Results | 13th December 2023 17:15,N/A,17:15,Standard,7f,Dutch Glory (IRE),Siobhan Rutledge,3,R O'Sullivan,5th,Neck,4,10-0,63,True,94,45
Dundalk Racing Results | 13th December 2023 17:15,N/A,17:15,Standard,7f,Mether (IRE),D E Sheehy,3,N Lupini,4th,1/2 l,3,8-12t,47,True,94,45
Dundalk Racing Results | 13th December 2023 17:15,N/A,17:15,Standard,7f,Bucky Larson (IRE),P A Harnett,5,R Donohoe,3rd,1/2 l,8,9-11,60,True,94,45
Dundalk Racing Results | 13th December 2023 17:15,N/A,17:15,Standard,7f,Morning Approach (IRE),J Kearney,5,W McCreery,2nd,Head,5,10-2t1,65,True,94,45
Dundalk Racing Results | 13th December 2023 17:15,N/A,17:15,Standard,7f,James Henry (IRE),S T McCullagh,3,L Breen,1st,N/A,4,9-11b,60,True,94,45
Dundalk Racing Results | 13th December 2023 17:45,N/A,17:45,Standard,7f,Golden Warrior (IRE),G P Halpin,0,T J O'Mara,14th,Head,4,9-5v,54,True,94,46
Dundalk Racing Results | 13th December 2023 17:45,N/A,17:45,Standard,7f,Love Mocha,D W O'Connor,0,J C McConnell,13th,1 1/4 l,3,9-11,60,True,94,46
Dundalk Racing Results | 13th December 2023 17:45,N/A,17:45,Standard,7f,Hezahunk (IRE),H J Horgan,7,A McGuinness,12th,1 1/2 l,4,9-10v1,59,True,94,46
Dundalk Racing Results | 13th December 2023 17:45,N/A,17:45,Standard,7f,Markievicz (IRE),A C Persse,7,S Lavery,11th,1 l,5,8-12,47,True,94,46
Dundalk Racing Results | 13th December 2023 17:45,N/A,17:45,Standard,7f,Gidwa (IRE),Siobhan Rutledge,3,J C McConnell,10th,Neck,4,8-12p,47,True,94,46
Dundalk Racing Results | 13th December 2023 17:45,N/A,17:45,Standard,7f,The Bog Bank (IRE),J Coen,5,T G McCourt,9th,3/4 l,6,9-12tp,61,True,94,46
Dundalk Racing Results | 13th December 2023 17:45,N/A,17:45,Standard,7f,Man Is King (IRE),D E Sheehy,3,Thomas Dowling,8th,1 1/2 l,4,8-12,47,True,94,46
Dundalk Racing Results | 13th December 2023 17:45,N/A,17:45,Standard,7f,Suityourselfboss (IRE),C Horgan,7,M J Browne,7th,Head,4,8-12,47,True,94,46
Dundalk Racing Results | 13th December 2023 17:45,N/A,17:45,Standard,7f,Sunset Nova (IRE),Amy Jo Hayes,7,A Slattery,6th,Head,7,8-12v,47,True,94,46
Dundalk Racing Results | 13th December 2023 17:45,N/A,17:45,Standard,7f,River Derwent,J Kearney,5,R Donohoe,5th,1/2 l,5,9-5tp,54,True,94,46
Dundalk Racing Results | 13th December 2023 17:45,N/A,17:45,Standard,7f,Circles (IRE),S P Davis,0,A McCann,4th,1/2 l,4,9-6tb,55,True,94,46
Dundalk Racing Results | 13th December 2023 17:45,N/A,17:45,Standard,7f,Dromantine (IRE),N G McCullagh,0,M Halford & T Collins,3rd,1 l,3,10-0p,63,True,94,46
Dundalk Racing Results | 13th December 2023 17:45,N/A,17:45,Standard,7f,Chica Power (IRE),C M Hogan,10,C Collins,2nd,1 3/4 l,5,9-9p,58,True,94,46
Dundalk Racing Results | 13th December 2023 17:45,N/A,17:45,Standard,7f,Bride Tree,J Cleary,7,Mrs S Dawson,1st,N/A,3,9-1p,50,True,94,46
Dundalk Racing Results | 13th December 2023 17:45,N/A,17:45,Standard,7f,Golden Warrior (IRE),G P Halpin,0,T J O'Mara,14th,Head,4,9-5v,54,True,94,46
Dundalk Racing Results | 13th December 2023 17:45,N/A,17:45,Standard,7f,Love Mocha,D W O'Connor,0,J C McConnell,13th,1 1/4 l,3,9-11,60,True,94,46
Dundalk Racing Results | 13th December 2023 17:45,N/A,17:45,Standard,7f,Hezahunk (IRE),H J Horgan,7,A McGuinness,12th,1 1/2 l,4,9-10v1,59,True,94,46
Dundalk Racing Results | 13th December 2023 17:45,N/A,17:45,Standard,7f,Markievicz (IRE),A C Persse,7,S Lavery,11th,1 l,5,8-12,47,True,94,46
Dundalk Racing Results | 13th December 2023 17:45,N/A,17:45,Standard,7f,Gidwa (IRE),Siobhan Rutledge,3,J C McConnell,10th,Neck,4,8-12p,47,True,94,46
Dundalk Racing Results | 13th December 2023 17:45,N/A,17:45,Standard,7f,The Bog Bank (IRE),J Coen,5,T G McCourt,9th,3/4 l,6,9-12tp,61,True,94,46
Dundalk Racing Results | 13th December 2023 17:45,N/A,17:45,Standard,7f,Man Is King (IRE),D E Sheehy,3,Thomas Dowling,8th,1 1/2 l,4,8-12,47,True,94,46
Dundalk Racing Results | 13th December 2023 17:45,N/A,17:45,Standard,7f,Suityourselfboss (IRE),C Horgan,7,M J Browne,7th,Head,4,8-12,47,True,94,46
Dundalk Racing Results | 13th December 2023 17:45,N/A,17:45,Standard,7f,Sunset Nova (IRE),Amy Jo Hayes,7,A Slattery,6th,Head,7,8-12v,47,True,94,46
Dundalk Racing Results | 13th December 2023 17:45,N/A,17:45,Standard,7f,River Derwent,J Kearney,5,R Donohoe,5th,1/2 l,5,9-5tp,54,True,94,46
Dundalk Racing Results | 13th December 2023 17:45,N/A,17:45,Standard,7f,Circles (IRE),S P Davis,0,A McCann,4th,1/2 l,4,9-6tb,55,True,94,46
Dundalk Racing Results | 13th December 2023 17:45,N/A,17:45,Standard,7f,Dromantine (IRE),N G McCullagh,0,M Halford & T Collins,3rd,1 l,3,10-0p,63,True,94,46
Dundalk Racing Results | 13th December 2023 17:45,N/A,17:45,Standard,7f,Chica Power (IRE),C M Hogan,10,C Collins,2nd,1 3/4 l,5,9-9p,58,True,94,46
Dundalk Racing Results | 13th December 2023 17:45,N/A,17:45,Standard,7f,Bride Tree,J Cleary,7,Mrs S Dawson,1st,N/A,3,9-1p,50,True,94,46
Dundalk Racing Results | 13th December 2023 18:15,N/A,18:15,Standard,1m 2f 150y,Wantoplantatree,J A Heffernan,0,E D Delany,14th,20 l,3,9-6h,57,True,94,47
Dundalk Racing Results | 13th December 2023 18:15,N/A,18:15,Standard,1m 2f 150y,Keilah (IRE),R P Cleary,0,F J Flood,13th,2 l,3,9-8,59,True,94,47
Dundalk Racing Results | 13th December 2023 18:15,N/A,18:15,Standard,1m 2f 150y,Power Drive,Ciara Flynn,7,P W Flynn,12th,Nose,8,9-6p,55,True,94,47
Dundalk Racing Results | 13th December 2023 18:15,N/A,18:15,Standard,1m 2f 150y,Gatsby Cap (IRE),Siobhan Rutledge,3,J C McConnell,11th,Short Head,7,8-12tp,47,True,94,47
Dundalk Racing Results | 13th December 2023 18:15,N/A,18:15,Standard,1m 2f 150y,Wajaaha (IRE),J J G Ryan,5,P J McKenna,10th,2 1/2 l,8,10-1v,64,True,94,47
Dundalk Racing Results | 13th December 2023 18:15,N/A,18:15,Standard,1m 2f 150y,Slieve Bearnagh (IRE),S D Bowen,5,M Halford & T Collins,9th,3/4 l,6,9-2tb,51,True,94,47
Dundalk Racing Results | 13th December 2023 18:15,N/A,18:15,Standard,1m 2f 150y,Mille Miglia,C D Maxwell,0,C A McBratney,8th,Head,5,9-8p,57,True,94,47
Dundalk Racing Results | 13th December 2023 18:15,N/A,18:15,Standard,1m 2f 150y,Katonah (IRE),C T Keane,0,N Meade,7th,1 l,3,9-12,63,True,94,47
Dundalk Racing Results | 13th December 2023 18:15,N/A,18:15,Standard,1m 2f 150y,Patrick Street,J Kearney,5,P Martin,6th,1/2 l,4,9-13tp,62,True,94,47
Dundalk Racing Results | 13th December 2023 18:15,N/A,18:15,Standard,1m 2f 150y,Atlantic Island (IRE),S T McCullagh,3,L Comer,5th,Neck,4,9-12,61,True,94,47
Dundalk Racing Results | 13th December 2023 18:15,N/A,18:15,Standard,1m 2f 150y,Big Challenge (IRE),J A Powell,3,R Donohoe,4th,1 1/4 l,9,9-0,49,True,94,47
Dundalk Racing Results | 13th December 2023 18:15,N/A,18:15,Standard,1m 2f 150y,Miss Heartbreak (IRE),N M Crosse,0,L Comer,3rd,1/2 l,3,8-12,49,True,94,47
Dundalk Racing Results | 13th December 2023 18:15,N/A,18:15,Standard,1m 2f 150y,Breagagh (IRE),D P McDonogh,0,S Millar,2nd,3 1/4 l,5,8-13p,48,True,94,47
Dundalk Racing Results | 13th December 2023 18:15,N/A,18:15,Standard,1m 2f 150y,Picpoul (IRE),R Whearty,5,M Rice,1st,N/A,5,9-9,58,True,94,47
Dundalk Racing Results | 13th December 2023 18:15,N/A,18:15,Standard,1m 2f 150y,Wantoplantatree,J A Heffernan,0,E D Delany,14th,20 l,3,9-6h,57,True,94,47
Dundalk Racing Results | 13th December 2023 18:15,N/A,18:15,Standard,1m 2f 150y,Keilah (IRE),R P Cleary,0,F J Flood,13th,2 l,3,9-8,59,True,94,47
Dundalk Racing Results | 13th December 2023 18:15,N/A,18:15,Standard,1m 2f 150y,Power Drive,Ciara Flynn,7,P W Flynn,12th,Nose,8,9-6p,55,True,94,47
Dundalk Racing Results | 13th December 2023 18:15,N/A,18:15,Standard,1m 2f 150y,Gatsby Cap (IRE),Siobhan Rutledge,3,J C McConnell,11th,Short Head,7,8-12tp,47,True,94,47
Dundalk Racing Results | 13th December 2023 18:15,N/A,18:15,Standard,1m 2f 150y,Wajaaha (IRE),J J G Ryan,5,P J McKenna,10th,2 1/2 l,8,10-1v,64,True,94,47
Dundalk Racing Results | 13th December 2023 18:15,N/A,18:15,Standard,1m 2f 150y,Slieve Bearnagh (IRE),S D Bowen,5,M Halford & T Collins,9th,3/4 l,6,9-2tb,51,True,94,47
Dundalk Racing Results | 13th December 2023 18:15,N/A,18:15,Standard,1m 2f 150y,Mille Miglia,C D Maxwell,0,C A McBratney,8th,Head,5,9-8p,57,True,94,47
Dundalk Racing Results | 13th December 2023 18:15,N/A,18:15,Standard,1m 2f 150y,Katonah (IRE),C T Keane,0,N Meade,7th,1 l,3,9-12,63,True,94,47
Dundalk Racing Results | 13th December 2023 18:15,N/A,18:15,Standard,1m 2f 150y,Patrick Street,J Kearney,5,P Martin,6th,1/2 l,4,9-13tp,62,True,94,47
Dundalk Racing Results | 13th December 2023 18:15,N/A,18:15,Standard,1m 2f 150y,Atlantic Island (IRE),S T McCullagh,3,L Comer,5th,Neck,4,9-12,61,True,94,47
Dundalk Racing Results | 13th December 2023 18:15,N/A,18:15,Standard,1m 2f 150y,Big Challenge (IRE),J A Powell,3,R Donohoe,4th,1 1/4 l,9,9-0,49,True,94,47
Dundalk Racing Results | 13th December 2023 18:15,N/A,18:15,Standard,1m 2f 150y,Miss Heartbreak (IRE),N M Crosse,0,L Comer,3rd,1/2 l,3,8-12,49,True,94,47
Dundalk Racing Results | 13th December 2023 18:15,N/A,18:15,Standard,1m 2f 150y,Breagagh (IRE),D P McDonogh,0,S Millar,2nd,3 1/4 l,5,8-13p,48,True,94,47
Dundalk Racing Results | 13th December 2023 18:15,N/A,18:15,Standard,1m 2f 150y,Picpoul (IRE),R Whearty,5,M Rice,1st,N/A,5,9-9,58,True,94,47
Dundalk Racing Results | 13th December 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Carrickfinn,J Cleary,7,C Moore,NR,N/A,4,8-12tp,47,True,94,48
Dundalk Racing Results | 13th December 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Crystal Pool (IRE),R Whearty,5,P Martin,13th,1/2 l,8,8-12t,47,True,94,48
Dundalk Racing Results | 13th December 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Angel In The Sky (FR),J Kearney,5,L Comer,12th,6 1/2 l,8,9-6tp,55,True,94,48
Dundalk Racing Results | 13th December 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Hinemoa (FR),A C Persse,7,M A Cahill,11th,Neck,7,9-4,53,True,94,48
Dundalk Racing Results | 13th December 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Turbo Sprint (IRE),Siobhan Rutledge,3,J C McConnell,10th,3 1/2 l,3,8-10tb,47,True,94,48
Dundalk Racing Results | 13th December 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Curzon Queen (IRE),D E Sheehy,3,K P Cotter,9th,Head,3,8-10,47,True,94,48
Dundalk Racing Results | 13th December 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Dark Street (IRE),N M Crosse,0,L Comer,8th,2 1/4 l,5,9-3,52,True,94,48
Dundalk Racing Results | 13th December 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Doctor Grace (IRE),C T Keane,0,M Halford & T Collins,7th,Short Head,3,9-13b,64,True,94,48
Dundalk Racing Results | 13th December 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Grey Fable (IRE),R C Colgan,0,S Lavery,6th,1/2 l,3,9-11,62,True,94,48
Dundalk Racing Results | 13th December 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Gracesolution (IRE),J Coen,5,R O'Sullivan,5th,1 l,6,10-1p1,64,True,94,48
Dundalk Racing Results | 13th December 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Marians Gal (IRE),O McSweeney,5,Kevin Smith,4th,Neck,3,9-9,60,True,94,48
Dundalk Racing Results | 13th December 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Streetscape,S T McCullagh,3,E McCarthy,3rd,1 1/4 l,4,9-8,57,True,94,48
Dundalk Racing Results | 13th December 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Flier,J J G Ryan,5,Mrs D Foster,2nd,1 3/4 l,4,9-4t,53,True,94,48
Dundalk Racing Results | 13th December 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Old Peculier,S Foley,0,M Fahey,1st,N/A,4,9-9b1,58,True,94,48
Dundalk Racing Results | 13th December 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Carrickfinn,J Cleary,7,C Moore,NR,N/A,4,8-12tp,47,True,94,48
Dundalk Racing Results | 13th December 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Crystal Pool (IRE),R Whearty,5,P Martin,13th,1/2 l,8,8-12t,47,True,94,48
Dundalk Racing Results | 13th December 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Angel In The Sky (FR),J Kearney,5,L Comer,12th,6 1/2 l,8,9-6tp,55,True,94,48
Dundalk Racing Results | 13th December 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Hinemoa (FR),A C Persse,7,M A Cahill,11th,Neck,7,9-4,53,True,94,48
Dundalk Racing Results | 13th December 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Turbo Sprint (IRE),Siobhan Rutledge,3,J C McConnell,10th,3 1/2 l,3,8-10tb,47,True,94,48
Dundalk Racing Results | 13th December 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Curzon Queen (IRE),D E Sheehy,3,K P Cotter,9th,Head,3,8-10,47,True,94,48
Dundalk Racing Results | 13th December 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Dark Street (IRE),N M Crosse,0,L Comer,8th,2 1/4 l,5,9-3,52,True,94,48
Dundalk Racing Results | 13th December 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Doctor Grace (IRE),C T Keane,0,M Halford & T Collins,7th,Short Head,3,9-13b,64,True,94,48
Dundalk Racing Results | 13th December 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Grey Fable (IRE),R C Colgan,0,S Lavery,6th,1/2 l,3,9-11,62,True,94,48
Dundalk Racing Results | 13th December 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Gracesolution (IRE),J Coen,5,R O'Sullivan,5th,1 l,6,10-1p1,64,True,94,48
Dundalk Racing Results | 13th December 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Marians Gal (IRE),O McSweeney,5,Kevin Smith,4th,Neck,3,9-9,60,True,94,48
Dundalk Racing Results | 13th December 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Streetscape,S T McCullagh,3,E McCarthy,3rd,1 1/4 l,4,9-8,57,True,94,48
Dundalk Racing Results | 13th December 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Flier,J J G Ryan,5,Mrs D Foster,2nd,1 3/4 l,4,9-4t,53,True,94,48
Dundalk Racing Results | 13th December 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Old Peculier,S Foley,0,M Fahey,1st,N/A,4,9-9b1,58,True,94,48
Naas Racing Results | 14th December 2023 11:30,N/A,11:30,Soft To Heavy,2m 4f 29y,Landrake,J W Kennedy,0,G Elliott,4th,Head,6,11-12,-,True,94,49
Naas Racing Results | 14th December 2023 11:30,N/A,11:30,Soft To Heavy,2m 4f 29y,Spanish Harlem (FR),D E Mullins,0,W P Mullins,3rd,25 l,5,11-12,-,True,94,49
Naas Racing Results | 14th December 2023 11:30,N/A,11:30,Soft To Heavy,2m 4f 29y,Heart Wood (FR),Rachael Blackmore,0,H De Bromhead,2nd,9 l,5,11-12,-,True,94,49
Naas Racing Results | 14th December 2023 11:30,N/A,11:30,Soft To Heavy,2m 4f 29y,Blood Destiny (FR),P Townend,0,W P Mullins,1st,N/A,4,11-4t,-,True,94,49
Naas Racing Results | 14th December 2023 11:30,N/A,11:30,Soft To Heavy,2m 4f 29y,Landrake,J W Kennedy,0,G Elliott,4th,Head,6,11-12,-,True,94,49
Naas Racing Results | 14th December 2023 11:30,N/A,11:30,Soft To Heavy,2m 4f 29y,Spanish Harlem (FR),D E Mullins,0,W P Mullins,3rd,25 l,5,11-12,-,True,94,49
Naas Racing Results | 14th December 2023 11:30,N/A,11:30,Soft To Heavy,2m 4f 29y,Heart Wood (FR),Rachael Blackmore,0,H De Bromhead,2nd,9 l,5,11-12,-,True,94,49
Naas Racing Results | 14th December 2023 11:30,N/A,11:30,Soft To Heavy,2m 4f 29y,Blood Destiny (FR),P Townend,0,W P Mullins,1st,N/A,4,11-4t,-,True,94,49
Naas Racing Results | 14th December 2023 12:00,N/A,12:00,Soft To Heavy,2m,Derridae (IRE),J C Gainford,0,M McCabe,UR,N/A,8,11-9,97,True,94,50
Naas Racing Results | 14th December 2023 12:00,N/A,12:00,Soft To Heavy,2m,Tincurra Lad (IRE),J G Gilligan,7,W J Martin,F,N/A,6,10-11,85,True,94,50
Naas Racing Results | 14th December 2023 12:00,N/A,12:00,Soft To Heavy,2m,Natural Ability (IRE),P T Enright,0,A J Martin,14th,1 3/4 l,5,11-2t,90,True,94,50
Naas Racing Results | 14th December 2023 12:00,N/A,12:00,Soft To Heavy,2m,Filon D'oudairies (FR),C G O'Dwyer,5,J P Broderick,13th,13 l,8,11-11,99,True,94,50
Naas Racing Results | 14th December 2023 12:00,N/A,12:00,Soft To Heavy,2m,Barbaha Queen (IRE),L Quinlan,5,J P Ryan,12th,1/2 l,7,10-9,83,True,94,50
Naas Racing Results | 14th December 2023 12:00,N/A,12:00,Soft To Heavy,2m,School Lane (IRE),D J Gilligan,5,L Lennon,11th,1 1/4 l,10,11-7,95,True,94,50
Naas Racing Results | 14th December 2023 12:00,N/A,12:00,Soft To Heavy,2m,Kilashee (IRE),D King,3,J P Ryan,10th,3 1/4 l,8,10-10,84,True,94,50
Naas Racing Results | 14th December 2023 12:00,N/A,12:00,Soft To Heavy,2m,Cullenwaine (IRE),S D Torrens,0,P J Rothwell,9th,3 1/4 l,5,10-11p,85,True,94,50
Naas Racing Results | 14th December 2023 12:00,N/A,12:00,Soft To Heavy,2m,Our Bobby (IRE),E Walsh,3,J M Burke,8th,1/2 l,6,12-0h,102,True,94,50
Naas Racing Results | 14th December 2023 12:00,N/A,12:00,Soft To Heavy,2m,Knocknagappagh (IRE),S W Flanagan,0,Peter Fahey,7th,1 l,7,11-5p,93,True,94,50
Naas Racing Results | 14th December 2023 12:00,N/A,12:00,Soft To Heavy,2m,The Virginian (IRE),P T Smithers,7,P Roche,6th,2 3/4 l,7,11-4tp,92,True,94,50
Naas Racing Results | 14th December 2023 12:00,N/A,12:00,Soft To Heavy,2m,Pana To Milan (IRE),L A McKenna,5,M Winters,5th,2 1/4 l,5,11-0,88,True,94,50
Naas Racing Results | 14th December 2023 12:00,N/A,12:00,Soft To Heavy,2m,Prince Of Air (FR),P J O'Hanlon,3,P J Rothwell,4th,5 l,6,10-12tp,86,True,94,50
Naas Racing Results | 14th December 2023 12:00,N/A,12:00,Soft To Heavy,2m,Mahlers Cove (IRE),M P O'Connor,3,J J Mangan,3rd,1 1/2 l,6,11-2,90,True,94,50
Naas Racing Results | 14th December 2023 12:00,N/A,12:00,Soft To Heavy,2m,Kates Hill (IRE),D Meyler,0,J P Dempsey,2nd,1 1/4 l,8,12-0,102,True,94,50
Naas Racing Results | 14th December 2023 12:00,N/A,12:00,Soft To Heavy,2m,Money Heist (IRE),K M Donoghue,0,G P Cromwell,1st,N/A,6,11-9p1,97,True,94,50
Naas Racing Results | 14th December 2023 12:00,N/A,12:00,Soft To Heavy,2m,Derridae (IRE),J C Gainford,0,M McCabe,UR,N/A,8,11-9,97,True,94,50
Naas Racing Results | 14th December 2023 12:00,N/A,12:00,Soft To Heavy,2m,Tincurra Lad (IRE),J G Gilligan,7,W J Martin,F,N/A,6,10-11,85,True,94,50
Naas Racing Results | 14th December 2023 12:00,N/A,12:00,Soft To Heavy,2m,Natural Ability (IRE),P T Enright,0,A J Martin,14th,1 3/4 l,5,11-2t,90,True,94,50
