track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Gowran Park Racing Results | 16th June 2024 15:16,N/A,15:16,Good,7f,Drop The Dip (IRE),R Whearty,5,T Gibney,6th,1/2 l,4,9-13,76,True,123,23
Gowran Park Racing Results | 16th June 2024 15:16,N/A,15:16,Good,7f,Red Heel (IRE),W Joyce,5,M Mulvany,5th,1 1/4 l,7,9-5,68,True,123,23
Gowran Park Racing Results | 16th June 2024 15:16,N/A,15:16,Good,7f,Indigo Five (IRE),J A Heffernan,0,J Feane,4th,1/2 l,5,9-11,74,True,123,23
Gowran Park Racing Results | 16th June 2024 15:16,N/A,15:16,Good,7f,Sluice (IRE),D P McDonogh,0,J P O'Brien,3rd,1 1/2 l,3,10-0p1,86,True,123,23
Gowran Park Racing Results | 16th June 2024 15:16,N/A,15:16,Good,7f,Barnhill Rose,Siobhan Rutledge,3,D Hogan,2nd,2 1/4 l,6,9-7p,70,True,123,23
Gowran Park Racing Results | 16th June 2024 15:16,N/A,15:16,Good,7f,Elinor Dashwood (IRE),R P Whelan,0,A McGuinness,1st,N/A,3,9-3,66,True,123,23
Gowran Park Racing Results | 16th June 2024 15:51,N/A,15:51,Good,1m,Pegula (IRE),M W Hassett,5,T Doyle,NR,N/A,4,8-12,47,True,123,24
Gowran Park Racing Results | 16th June 2024 15:51,N/A,15:51,Good,1m,Blackcastle Storm,D P McDonogh,0,M J Smith,NR,N/A,7,9-10t,59,True,123,24
Gowran Park Racing Results | 16th June 2024 15:51,N/A,15:51,Good,1m,Susie Wosie (IRE),K J Leonard,0,J G Murray,15th,9 l,4,9-4b1,53,True,123,24
Gowran Park Racing Results | 16th June 2024 15:51,N/A,15:51,Good,1m,Monnow Valley,R Whearty,5,P Cluskey,14th,8 l,4,8-12p1,47,True,123,24
Gowran Park Racing Results | 16th June 2024 15:51,N/A,15:51,Good,1m,Mulgrave (IRE),D W O'Connor,0,J C McConnell,13th,2 1/2 l,6,9-12ht,61,True,123,24
Gowran Park Racing Results | 16th June 2024 15:51,N/A,15:51,Good,1m,Randall Poets Lass (IRE),K G Kennedy,7,S Fahey,12th,2 l,4,10-2,65,True,123,24
