track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Tramore Racing Results | 3rd June 2023 19:00,N/A,19:00,Good,2m 175y,Iurkash (FR),Mr J. W. Hendrick,7,Sean Thomas Doyle,3rd,1 1/2 l,5,11-12,93,True,58,20
Tramore Racing Results | 3rd June 2023 19:00,N/A,19:00,Good,2m 175y,Wendell's Lass,D. J. O'Keeffe,0,T. Gibney,2nd,1 l,4,11-3,89,True,58,20
Tramore Racing Results | 3rd June 2023 19:00,N/A,19:00,Good,2m 175y,Maggie Walsh (IRE),C. M. Quirke,7,Michael J. Bowe,1st,N/A,6,11-4,85,True,58,20
Tramore Racing Results | 3rd June 2023 19:00,N/A,19:00,Good,2m 175y,Flyaway Maggie (IRE),Philip Donovan,5,Michael Flannery,PU,N/A,5,10-13tb1,80,True,58,20
Tramore Racing Results | 3rd June 2023 19:00,N/A,19:00,Good,2m 175y,Red Striker (IRE),Patrick O'Hanlon,5,Andrew McNamara,13th,13 l,8,11-13tp,94,True,58,20
Tramore Racing Results | 3rd June 2023 19:00,N/A,19:00,Good,2m 175y,Cracklinrose (IRE),Liam Quinlan,5,John Patrick Ryan,12th,1 3/4 l,6,11-0,81,True,58,20
Tramore Racing Results | 3rd June 2023 19:00,N/A,19:00,Good,2m 175y,Grinn (IRE),Sean Flanagan,0,David M. O'Brien,11th,3/4 l,7,10-13tp,80,True,58,20
Tramore Racing Results | 3rd June 2023 19:00,N/A,19:00,Good,2m 175y,Shes My Getaway (IRE),B. P. Kennedy,7,Kevin Thomas Coleman,10th,4 3/4 l,5,11-10,91,True,58,20
Tramore Racing Results | 3rd June 2023 19:00,N/A,19:00,Good,2m 175y,Huit Reflets (FR),J. J. Slevin,0,Miss Elizabeth Doyle,9th,Head,6,11-6,87,True,58,20
Tramore Racing Results | 3rd June 2023 19:00,N/A,19:00,Good,2m 175y,Vintage Gold (IRE),S. F. O'Keeffe,0,John Joseph Murphy,8th,2 1/2 l,4,11-6,92,True,58,20
Tramore Racing Results | 3rd June 2023 19:00,N/A,19:00,Good,2m 175y,Fortfield Lady (IRE),Phillip Enright,0,Charles Byrnes,7th,11 l,10,10-13,80,True,58,20
Tramore Racing Results | 3rd June 2023 19:00,N/A,19:00,Good,2m 175y,Cruisin Susan (IRE),Mr J. P. Berry,7,J. A. Berry,6th,1 1/4 l,6,12-0,95,True,58,20
Tramore Racing Results | 3rd June 2023 19:00,N/A,19:00,Good,2m 175y,Depeche Mo (IRE),Keith Donoghue,0,Eric Larkin,5th,3 1/4 l,5,11-8,89,True,58,20
Tramore Racing Results | 3rd June 2023 19:00,N/A,19:00,Good,2m 175y,Hard Target (IRE),Denis O'Regan,0,David Harry Kelly,4th,1 l,6,11-9ht1,90,True,58,20
Tramore Racing Results | 3rd June 2023 19:00,N/A,19:00,Good,2m 175y,Iurkash (FR),Mr J. W. Hendrick,7,Sean Thomas Doyle,3rd,1 1/2 l,5,11-12,93,True,58,20
Tramore Racing Results | 3rd June 2023 19:00,N/A,19:00,Good,2m 175y,Wendell's Lass,D. J. O'Keeffe,0,T. Gibney,2nd,1 l,4,11-3,89,True,58,20
Tramore Racing Results | 3rd June 2023 19:00,N/A,19:00,Good,2m 175y,Maggie Walsh (IRE),C. M. Quirke,7,Michael J. Bowe,1st,N/A,6,11-4,85,True,58,20
Tramore Racing Results | 3rd June 2023 19:30,N/A,19:30,Good,2m 5f 120y,As Na Scamaill (IRE),M. P. O'Connor,5,Leonard Paul Flynn,PU,N/A,7,11-12t,-,True,58,21
Tramore Racing Results | 3rd June 2023 19:30,N/A,19:30,Good,2m 5f 120y,Copper Coast (IRE),A. P. Kelly,7,W. J. Burke,PU,N/A,5,11-5t,-,True,58,21
Tramore Racing Results | 3rd June 2023 19:30,N/A,19:30,Good,2m 5f 120y,Texas Flame (IRE),Mr J. P. Berry,7,J. A. Berry,PU,N/A,5,11-5,-,True,58,21
Tramore Racing Results | 3rd June 2023 19:30,N/A,19:30,Good,2m 5f 120y,Calazure (IRE),Denis O'Regan,0,Noel Meade,11th,Neck,5,11-12,-,True,58,21
Tramore Racing Results | 3rd June 2023 19:30,N/A,19:30,Good,2m 5f 120y,Jimmy Boy (IRE),Sean Flanagan,0,W. J. Burke,10th,13 l,5,11-12,-,True,58,21
Tramore Racing Results | 3rd June 2023 19:30,N/A,19:30,Good,2m 5f 120y,Lucky Two (IRE),D. J. O'Keeffe,0,T. Gibney,9th,2 l,7,11-12,-,True,58,21
Tramore Racing Results | 3rd June 2023 19:30,N/A,19:30,Good,2m 5f 120y,Just Hannah (IRE),Conor Orr,0,Charles Byrnes,8th,Head,6,11-5t,-,True,58,21
Tramore Racing Results | 3rd June 2023 19:30,N/A,19:30,Good,2m 5f 120y,Myfiabellaevard (IRE),Thomas Reilly,7,John McConnell,7th,11 l,5,11-5,-,True,58,21
Tramore Racing Results | 3rd June 2023 19:30,N/A,19:30,Good,2m 5f 120y,Boskill Borden (IRE),Cian Cullinan,7,P. G. Fahey,6th,10 l,4,11-6,-,True,58,21
Tramore Racing Results | 3rd June 2023 19:30,N/A,19:30,Good,2m 5f 120y,Great Island (IRE),R. A. Doyle,0,Eoin Griffin,5th,8 1/2 l,7,11-12,-,True,58,21
Tramore Racing Results | 3rd June 2023 19:30,N/A,19:30,Good,2m 5f 120y,Be Fierce (IRE),Shane O'Callaghan,7,T. M. Walsh,4th,2 1/2 l,6,11-12t1,-,True,58,21
Tramore Racing Results | 3rd June 2023 19:30,N/A,19:30,Good,2m 5f 120y,Dinoland (FR),Mr A. Harvey,7,John McConnell,3rd,2 1/2 l,5,11-12,-,True,58,21
Tramore Racing Results | 3rd June 2023 19:30,N/A,19:30,Good,2m 5f 120y,Emily In Paris (IRE),T. Joseph Kelly,7,D. E. Fitzgerald,2nd,11 l,5,11-5,-,True,58,21
Tramore Racing Results | 3rd June 2023 19:30,N/A,19:30,Good,2m 5f 120y,Thunder (IRE),D. E. Mullins,0,John Patrick Ryan,1st,N/A,5,11-12,-,True,58,21
Tramore Racing Results | 3rd June 2023 19:30,N/A,19:30,Good,2m 5f 120y,As Na Scamaill (IRE),M. P. O'Connor,5,Leonard Paul Flynn,PU,N/A,7,11-12t,-,True,58,21
Tramore Racing Results | 3rd June 2023 19:30,N/A,19:30,Good,2m 5f 120y,Copper Coast (IRE),A. P. Kelly,7,W. J. Burke,PU,N/A,5,11-5t,-,True,58,21
Tramore Racing Results | 3rd June 2023 19:30,N/A,19:30,Good,2m 5f 120y,Texas Flame (IRE),Mr J. P. Berry,7,J. A. Berry,PU,N/A,5,11-5,-,True,58,21
Tramore Racing Results | 3rd June 2023 19:30,N/A,19:30,Good,2m 5f 120y,Calazure (IRE),Denis O'Regan,0,Noel Meade,11th,Neck,5,11-12,-,True,58,21
Tramore Racing Results | 3rd June 2023 19:30,N/A,19:30,Good,2m 5f 120y,Jimmy Boy (IRE),Sean Flanagan,0,W. J. Burke,10th,13 l,5,11-12,-,True,58,21
Tramore Racing Results | 3rd June 2023 19:30,N/A,19:30,Good,2m 5f 120y,Lucky Two (IRE),D. J. O'Keeffe,0,T. Gibney,9th,2 l,7,11-12,-,True,58,21
Tramore Racing Results | 3rd June 2023 19:30,N/A,19:30,Good,2m 5f 120y,Just Hannah (IRE),Conor Orr,0,Charles Byrnes,8th,Head,6,11-5t,-,True,58,21
Tramore Racing Results | 3rd June 2023 19:30,N/A,19:30,Good,2m 5f 120y,Myfiabellaevard (IRE),Thomas Reilly,7,John McConnell,7th,11 l,5,11-5,-,True,58,21
Tramore Racing Results | 3rd June 2023 19:30,N/A,19:30,Good,2m 5f 120y,Boskill Borden (IRE),Cian Cullinan,7,P. G. Fahey,6th,10 l,4,11-6,-,True,58,21
Tramore Racing Results | 3rd June 2023 19:30,N/A,19:30,Good,2m 5f 120y,Great Island (IRE),R. A. Doyle,0,Eoin Griffin,5th,8 1/2 l,7,11-12,-,True,58,21
Tramore Racing Results | 3rd June 2023 19:30,N/A,19:30,Good,2m 5f 120y,Be Fierce (IRE),Shane O'Callaghan,7,T. M. Walsh,4th,2 1/2 l,6,11-12t1,-,True,58,21
Tramore Racing Results | 3rd June 2023 19:30,N/A,19:30,Good,2m 5f 120y,Dinoland (FR),Mr A. Harvey,7,John McConnell,3rd,2 1/2 l,5,11-12,-,True,58,21
Tramore Racing Results | 3rd June 2023 19:30,N/A,19:30,Good,2m 5f 120y,Emily In Paris (IRE),T. Joseph Kelly,7,D. E. Fitzgerald,2nd,11 l,5,11-5,-,True,58,21
Tramore Racing Results | 3rd June 2023 19:30,N/A,19:30,Good,2m 5f 120y,Thunder (IRE),D. E. Mullins,0,John Patrick Ryan,1st,N/A,5,11-12,-,True,58,21
Tramore Racing Results | 3rd June 2023 20:00,N/A,20:00,Good,2m 5f 120y,Talk of the Town (IRE),Keith Donoghue,0,Peter John Flood,PU,N/A,8,11-11,106,True,58,22
Tramore Racing Results | 3rd June 2023 20:00,N/A,20:00,Good,2m 5f 120y,Aide De Camp (IRE),E. M. O'Sullivan,7,Robert Widger,11th,3 1/2 l,5,11-4,99,True,58,22
Tramore Racing Results | 3rd June 2023 20:00,N/A,20:00,Good,2m 5f 120y,Cusp of Carabelli (IRE),D. King,5,David M. O'Brien,10th,47 l,10,12-0p1,109,True,58,22
Tramore Racing Results | 3rd June 2023 20:00,N/A,20:00,Good,2m 5f 120y,Bear Claws (IRE),M. M. McDonagh,5,Eric McNamara,9th,6 1/2 l,7,10-10tp,91,True,58,22
Tramore Racing Results | 3rd June 2023 20:00,N/A,20:00,Good,2m 5f 120y,Buttons and Bows (IRE),S. D. Torrens,0,Patrick J. Flynn,8th,5 l,9,11-7b,102,True,58,22
Tramore Racing Results | 3rd June 2023 20:00,N/A,20:00,Good,2m 5f 120y,Doyouthinkso,D. J. O'Keeffe,0,J. P. Flavin,7th,5 l,7,11-6t,101,True,58,22
Tramore Racing Results | 3rd June 2023 20:00,N/A,20:00,Good,2m 5f 120y,Natural Look (IRE),S. Fitzgerald,3,Declan Queally,6th,Short Head,7,11-6,101,True,58,22
Tramore Racing Results | 3rd June 2023 20:00,N/A,20:00,Good,2m 5f 120y,Sovereign Duke (GER),Shane Fenelon,7,John Joseph Hanlon,5th,4 1/4 l,8,11-4,99,True,58,22
Tramore Racing Results | 3rd June 2023 20:00,N/A,20:00,Good,2m 5f 120y,Bocelli's Voice (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,4th,1 l,7,11-12,107,True,58,22
Tramore Racing Results | 3rd June 2023 20:00,N/A,20:00,Good,2m 5f 120y,Hand Over Fist (FR),H. Morgan,3,Henry de Bromhead,3rd,3 1/4 l,6,11-0,95,True,58,22
Tramore Racing Results | 3rd June 2023 20:00,N/A,20:00,Good,2m 5f 120y,Rock On Pedro (IRE),Shane O'Callaghan,7,Eoin Doyle,2nd,2 1/4 l,5,11-11,106,True,58,22
Tramore Racing Results | 3rd June 2023 20:00,N/A,20:00,Good,2m 5f 120y,Story Rory (IRE),Kieran Callaghan,7,T. Gibney,1st,N/A,8,11-13t,108,True,58,22
Tramore Racing Results | 3rd June 2023 20:00,N/A,20:00,Good,2m 5f 120y,Talk of the Town (IRE),Keith Donoghue,0,Peter John Flood,PU,N/A,8,11-11,106,True,58,22
Tramore Racing Results | 3rd June 2023 20:00,N/A,20:00,Good,2m 5f 120y,Aide De Camp (IRE),E. M. O'Sullivan,7,Robert Widger,11th,3 1/2 l,5,11-4,99,True,58,22
Tramore Racing Results | 3rd June 2023 20:00,N/A,20:00,Good,2m 5f 120y,Cusp of Carabelli (IRE),D. King,5,David M. O'Brien,10th,47 l,10,12-0p1,109,True,58,22
Tramore Racing Results | 3rd June 2023 20:00,N/A,20:00,Good,2m 5f 120y,Bear Claws (IRE),M. M. McDonagh,5,Eric McNamara,9th,6 1/2 l,7,10-10tp,91,True,58,22
Tramore Racing Results | 3rd June 2023 20:00,N/A,20:00,Good,2m 5f 120y,Buttons and Bows (IRE),S. D. Torrens,0,Patrick J. Flynn,8th,5 l,9,11-7b,102,True,58,22
Tramore Racing Results | 3rd June 2023 20:00,N/A,20:00,Good,2m 5f 120y,Doyouthinkso,D. J. O'Keeffe,0,J. P. Flavin,7th,5 l,7,11-6t,101,True,58,22
Tramore Racing Results | 3rd June 2023 20:00,N/A,20:00,Good,2m 5f 120y,Natural Look (IRE),S. Fitzgerald,3,Declan Queally,6th,Short Head,7,11-6,101,True,58,22
Tramore Racing Results | 3rd June 2023 20:00,N/A,20:00,Good,2m 5f 120y,Sovereign Duke (GER),Shane Fenelon,7,John Joseph Hanlon,5th,4 1/4 l,8,11-4,99,True,58,22
Tramore Racing Results | 3rd June 2023 20:00,N/A,20:00,Good,2m 5f 120y,Bocelli's Voice (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,4th,1 l,7,11-12,107,True,58,22
Tramore Racing Results | 3rd June 2023 20:00,N/A,20:00,Good,2m 5f 120y,Hand Over Fist (FR),H. Morgan,3,Henry de Bromhead,3rd,3 1/4 l,6,11-0,95,True,58,22
Tramore Racing Results | 3rd June 2023 20:00,N/A,20:00,Good,2m 5f 120y,Rock On Pedro (IRE),Shane O'Callaghan,7,Eoin Doyle,2nd,2 1/4 l,5,11-11,106,True,58,22
Tramore Racing Results | 3rd June 2023 20:00,N/A,20:00,Good,2m 5f 120y,Story Rory (IRE),Kieran Callaghan,7,T. Gibney,1st,N/A,8,11-13t,108,True,58,22
Tramore Racing Results | 3rd June 2023 20:30,N/A,20:30,Good  Flat (Turf),2m 175y,Marvel Star (FR),Mr T. Hamilton,0,Ms Margaret Mullins,S,N/A,5,11-11,-,True,58,23
Tramore Racing Results | 3rd June 2023 20:30,N/A,20:30,Good  Flat (Turf),2m 175y,Jukebox Jenny (IRE),Mr J. W. Hendrick,7,N. Dooly,S,N/A,4,11-6,-,True,58,23
Tramore Racing Results | 3rd June 2023 20:30,N/A,20:30,Good  Flat (Turf),2m 175y,Tick Tick Boom (IRE),Mr J. P. Berry,7,J. A. Berry,11th,6 l,5,11-11h1,-,True,58,23
Tramore Racing Results | 3rd June 2023 20:30,N/A,20:30,Good  Flat (Turf),2m 175y,Ocoloko (IRE),Mr A. P. Fahey,7,P. G. Fahey,10th,7 1/2 l,4,11-6,-,True,58,23
Tramore Racing Results | 3rd June 2023 20:30,N/A,20:30,Good  Flat (Turf),2m 175y,Russellsbelle (IRE),Mr D. Allen,7,Paul O'Flynn,9th,1/2 l,6,11-11,-,True,58,23
Tramore Racing Results | 3rd June 2023 20:30,N/A,20:30,Good  Flat (Turf),2m 175y,Knockaneleigh Girl (IRE),Mr J. C. Barry,3,Ruaidhri Tierney,8th,15 l,6,11-11h1,-,True,58,23
Tramore Racing Results | 3rd June 2023 20:30,N/A,20:30,Good  Flat (Turf),2m 175y,Shanlaylin (IRE),Ms C. A. Walsh,7,P. A. Fahy,7th,2 3/4 l,5,11-11,-,True,58,23
Tramore Racing Results | 3rd June 2023 20:30,N/A,20:30,Good  Flat (Turf),2m 175y,Vicky Vallencourt (IRE),Mr L. J. Murphy,7,Peter John Flood,6th,18 l,5,11-11,-,True,58,23
Tramore Racing Results | 3rd June 2023 20:30,N/A,20:30,Good  Flat (Turf),2m 175y,Hold on a Minute (IRE),Mr H. C. Swan,5,W. J. Lanigan,5th,10 l,5,11-11,-,True,58,23
Tramore Racing Results | 3rd June 2023 20:30,N/A,20:30,Good  Flat (Turf),2m 175y,Hopkins (IRE),Mr D. Doyle,7,Timothy Doyle,4th,4 l,4,11-6,-,True,58,23
Tramore Racing Results | 3rd June 2023 20:30,N/A,20:30,Good  Flat (Turf),2m 175y,Fortunatlee (IRE),Mr Finian Maguire,0,James Andrew Fahey,3rd,15 l,5,11-11,-,True,58,23
Tramore Racing Results | 3rd June 2023 20:30,N/A,20:30,Good  Flat (Turf),2m 175y,Royal Hollow (IRE),Mr A. P. Ryan,7,A. Slattery,2nd,8 1/2 l,5,11-11,-,True,58,23
Tramore Racing Results | 3rd June 2023 20:30,N/A,20:30,Good  Flat (Turf),2m 175y,Vadsa Queen (IRE),Mr Charlie Mullins,7,W. P. Mullins,1st,N/A,5,11-11,-,True,58,23
Tramore Racing Results | 3rd June 2023 20:30,N/A,20:30,Good  Flat (Turf),2m 175y,Marvel Star (FR),Mr T. Hamilton,0,Ms Margaret Mullins,S,N/A,5,11-11,-,True,58,23
Tramore Racing Results | 3rd June 2023 20:30,N/A,20:30,Good  Flat (Turf),2m 175y,Jukebox Jenny (IRE),Mr J. W. Hendrick,7,N. Dooly,S,N/A,4,11-6,-,True,58,23
Tramore Racing Results | 3rd June 2023 20:30,N/A,20:30,Good  Flat (Turf),2m 175y,Tick Tick Boom (IRE),Mr J. P. Berry,7,J. A. Berry,11th,6 l,5,11-11h1,-,True,58,23
Tramore Racing Results | 3rd June 2023 20:30,N/A,20:30,Good  Flat (Turf),2m 175y,Ocoloko (IRE),Mr A. P. Fahey,7,P. G. Fahey,10th,7 1/2 l,4,11-6,-,True,58,23
Tramore Racing Results | 3rd June 2023 20:30,N/A,20:30,Good  Flat (Turf),2m 175y,Russellsbelle (IRE),Mr D. Allen,7,Paul O'Flynn,9th,1/2 l,6,11-11,-,True,58,23
Tramore Racing Results | 3rd June 2023 20:30,N/A,20:30,Good  Flat (Turf),2m 175y,Knockaneleigh Girl (IRE),Mr J. C. Barry,3,Ruaidhri Tierney,8th,15 l,6,11-11h1,-,True,58,23
Tramore Racing Results | 3rd June 2023 20:30,N/A,20:30,Good  Flat (Turf),2m 175y,Shanlaylin (IRE),Ms C. A. Walsh,7,P. A. Fahy,7th,2 3/4 l,5,11-11,-,True,58,23
Tramore Racing Results | 3rd June 2023 20:30,N/A,20:30,Good  Flat (Turf),2m 175y,Vicky Vallencourt (IRE),Mr L. J. Murphy,7,Peter John Flood,6th,18 l,5,11-11,-,True,58,23
Tramore Racing Results | 3rd June 2023 20:30,N/A,20:30,Good  Flat (Turf),2m 175y,Hold on a Minute (IRE),Mr H. C. Swan,5,W. J. Lanigan,5th,10 l,5,11-11,-,True,58,23
Tramore Racing Results | 3rd June 2023 20:30,N/A,20:30,Good  Flat (Turf),2m 175y,Hopkins (IRE),Mr D. Doyle,7,Timothy Doyle,4th,4 l,4,11-6,-,True,58,23
Tramore Racing Results | 3rd June 2023 20:30,N/A,20:30,Good  Flat (Turf),2m 175y,Fortunatlee (IRE),Mr Finian Maguire,0,James Andrew Fahey,3rd,15 l,5,11-11,-,True,58,23
Tramore Racing Results | 3rd June 2023 20:30,N/A,20:30,Good  Flat (Turf),2m 175y,Royal Hollow (IRE),Mr A. P. Ryan,7,A. Slattery,2nd,8 1/2 l,5,11-11,-,True,58,23
Tramore Racing Results | 3rd June 2023 20:30,N/A,20:30,Good  Flat (Turf),2m 175y,Vadsa Queen (IRE),Mr Charlie Mullins,7,W. P. Mullins,1st,N/A,5,11-11,-,True,58,23
Listowel Racing Results | 4th June 2023 13:35,N/A,13:35,Good (Good To Yielding To Places),6f 60y,Lia Fail (IRE),G. F. Carroll,0,Michael Mulvany,7th,1 3/4 l,2,9-2,-,True,58,24
Listowel Racing Results | 4th June 2023 13:35,N/A,13:35,Good (Good To Yielding To Places),6f 60y,Zelestial,Declan McDonogh,0,Joseph Patrick O'Brien,6th,2 1/2 l,2,9-2,-,True,58,24
Listowel Racing Results | 4th June 2023 13:35,N/A,13:35,Good (Good To Yielding To Places),6f 60y,Lough Lannagh (IRE),Mpumelelo Mjoka,3,Kevin Thomas Coleman,5th,2 l,2,9-2,-,True,58,24
Listowel Racing Results | 4th June 2023 13:35,N/A,13:35,Good (Good To Yielding To Places),6f 60y,Blue Poppy (IRE),C. D. Hayes,0,D. K. Weld,4th,3 1/4 l,2,9-2,-,True,58,24
Listowel Racing Results | 4th June 2023 13:35,N/A,13:35,Good (Good To Yielding To Places),6f 60y,Zona Verde (IRE),R. P. Whelan,0,K. J. Condon,3rd,1 3/4 l,2,9-2,-,True,58,24
Listowel Racing Results | 4th June 2023 13:35,N/A,13:35,Good (Good To Yielding To Places),6f 60y,Ashwiyaa (IRE),Shane Foley,0,M. D. O'Callaghan,2nd,Neck,2,9-2,-,True,58,24
Listowel Racing Results | 4th June 2023 13:35,N/A,13:35,Good (Good To Yielding To Places),6f 60y,Rush Queen (IRE),Ben Martin Coen,0,Adrian McGuinness,1st,N/A,2,9-2,-,True,58,24
Listowel Racing Results | 4th June 2023 13:35,N/A,13:35,Good (Good To Yielding To Places),6f 60y,Lia Fail (IRE),G. F. Carroll,0,Michael Mulvany,7th,1 3/4 l,2,9-2,-,True,58,24
Listowel Racing Results | 4th June 2023 13:35,N/A,13:35,Good (Good To Yielding To Places),6f 60y,Zelestial,Declan McDonogh,0,Joseph Patrick O'Brien,6th,2 1/2 l,2,9-2,-,True,58,24
Listowel Racing Results | 4th June 2023 13:35,N/A,13:35,Good (Good To Yielding To Places),6f 60y,Lough Lannagh (IRE),Mpumelelo Mjoka,3,Kevin Thomas Coleman,5th,2 l,2,9-2,-,True,58,24
Listowel Racing Results | 4th June 2023 13:35,N/A,13:35,Good (Good To Yielding To Places),6f 60y,Blue Poppy (IRE),C. D. Hayes,0,D. K. Weld,4th,3 1/4 l,2,9-2,-,True,58,24
Listowel Racing Results | 4th June 2023 13:35,N/A,13:35,Good (Good To Yielding To Places),6f 60y,Zona Verde (IRE),R. P. Whelan,0,K. J. Condon,3rd,1 3/4 l,2,9-2,-,True,58,24
Listowel Racing Results | 4th June 2023 13:35,N/A,13:35,Good (Good To Yielding To Places),6f 60y,Ashwiyaa (IRE),Shane Foley,0,M. D. O'Callaghan,2nd,Neck,2,9-2,-,True,58,24
Listowel Racing Results | 4th June 2023 13:35,N/A,13:35,Good (Good To Yielding To Places),6f 60y,Rush Queen (IRE),Ben Martin Coen,0,Adrian McGuinness,1st,N/A,2,9-2,-,True,58,24
Listowel Racing Results | 4th June 2023 14:05,N/A,14:05,Good (Good To Yielding To Places),6f 60y,Ferrari Desert,Ben Martin Coen,0,E. J. O'Neill,8th,1 l,3,9-3,-,True,58,25
Listowel Racing Results | 4th June 2023 14:05,N/A,14:05,Good (Good To Yielding To Places),6f 60y,Final Check (IRE),A. J. Slattery,0,John S. O'Donoghue,7th,1 1/4 l,3,9-3,-,True,58,25
Listowel Racing Results | 4th June 2023 14:05,N/A,14:05,Good (Good To Yielding To Places),6f 60y,Es Vedra (IRE),N. M. Crosse,0,W. McCreery,6th,Neck,3,9-3v1,-,True,58,25
Listowel Racing Results | 4th June 2023 14:05,N/A,14:05,Good (Good To Yielding To Places),6f 60y,Akeela,A. C. Persse,7,Mark Cahill,5th,2 l,3,9-3,-,True,58,25
Listowel Racing Results | 4th June 2023 14:05,N/A,14:05,Good (Good To Yielding To Places),6f 60y,Freedom Falls (IRE),R. P. Whelan,0,Jack W. Davison,4th,2 l,3,9-3,-,True,58,25
Listowel Racing Results | 4th June 2023 14:05,N/A,14:05,Good (Good To Yielding To Places),6f 60y,Sibyl Charm (IRE),C. Stone-Walsh,7,Joseph Patrick O'Brien,3rd,Nose,3,9-3,-,True,58,25
Listowel Racing Results | 4th June 2023 14:05,N/A,14:05,Good (Good To Yielding To Places),6f 60y,Nelda (IRE),Shane Foley,0,Mrs J. Harrington,2nd,3/4 l,3,9-3,-,True,58,25
Listowel Racing Results | 4th June 2023 14:05,N/A,14:05,Good (Good To Yielding To Places),6f 60y,Sweetest Rose (IRE),G. F. Carroll,0,G. M. Lyons,1st,N/A,3,9-3b,-,True,58,25
Listowel Racing Results | 4th June 2023 14:05,N/A,14:05,Good (Good To Yielding To Places),6f 60y,Ferrari Desert,Ben Martin Coen,0,E. J. O'Neill,8th,1 l,3,9-3,-,True,58,25
Listowel Racing Results | 4th June 2023 14:05,N/A,14:05,Good (Good To Yielding To Places),6f 60y,Final Check (IRE),A. J. Slattery,0,John S. O'Donoghue,7th,1 1/4 l,3,9-3,-,True,58,25
Listowel Racing Results | 4th June 2023 14:05,N/A,14:05,Good (Good To Yielding To Places),6f 60y,Es Vedra (IRE),N. M. Crosse,0,W. McCreery,6th,Neck,3,9-3v1,-,True,58,25
Listowel Racing Results | 4th June 2023 14:05,N/A,14:05,Good (Good To Yielding To Places),6f 60y,Akeela,A. C. Persse,7,Mark Cahill,5th,2 l,3,9-3,-,True,58,25
Listowel Racing Results | 4th June 2023 14:05,N/A,14:05,Good (Good To Yielding To Places),6f 60y,Freedom Falls (IRE),R. P. Whelan,0,Jack W. Davison,4th,2 l,3,9-3,-,True,58,25
Listowel Racing Results | 4th June 2023 14:05,N/A,14:05,Good (Good To Yielding To Places),6f 60y,Sibyl Charm (IRE),C. Stone-Walsh,7,Joseph Patrick O'Brien,3rd,Nose,3,9-3,-,True,58,25
Listowel Racing Results | 4th June 2023 14:05,N/A,14:05,Good (Good To Yielding To Places),6f 60y,Nelda (IRE),Shane Foley,0,Mrs J. Harrington,2nd,3/4 l,3,9-3,-,True,58,25
Listowel Racing Results | 4th June 2023 14:05,N/A,14:05,Good (Good To Yielding To Places),6f 60y,Sweetest Rose (IRE),G. F. Carroll,0,G. M. Lyons,1st,N/A,3,9-3b,-,True,58,25
Listowel Racing Results | 4th June 2023 14:37,N/A,14:37,Good (Good To Yielding To Places),7f,Rathbranchurch (IRE),G. F. Carroll,0,Michael Mulvany,7th,Neck,3,9-7,72,True,58,26
Listowel Racing Results | 4th June 2023 14:37,N/A,14:37,Good (Good To Yielding To Places),7f,Emorcee (IRE),Declan McDonogh,0,David Marnane,6th,2 1/2 l,3,9-5,70,True,58,26
Listowel Racing Results | 4th June 2023 14:37,N/A,14:37,Good (Good To Yielding To Places),7f,Rumbled Again (IRE),J. M. Sheridan,0,Denis Hogan,5th,Nose,3,10-0b,79,True,58,26
Listowel Racing Results | 4th June 2023 14:37,N/A,14:37,Good (Good To Yielding To Places),7f,Anann (IRE),M. W. Hassett,10,Joseph Patrick O'Brien,4th,1 1/2 l,3,9-12,77,True,58,26
Listowel Racing Results | 4th June 2023 14:37,N/A,14:37,Good (Good To Yielding To Places),7f,Portreath (IRE),Shane Foley,0,Mrs J. Harrington,3rd,2 3/4 l,3,9-4p1,69,True,58,26
Listowel Racing Results | 4th June 2023 14:37,N/A,14:37,Good (Good To Yielding To Places),7f,The Snapper (IRE),R. P. Whelan,0,Jack W. Davison,2nd,1/2 l,3,9-5,70,True,58,26
Listowel Racing Results | 4th June 2023 14:37,N/A,14:37,Good (Good To Yielding To Places),7f,Not Just Yet (IRE),Adam Caffrey,7,Noel Meade,1st,N/A,3,9-7,72,True,58,26
Listowel Racing Results | 4th June 2023 14:37,N/A,14:37,Good (Good To Yielding To Places),7f,Rathbranchurch (IRE),G. F. Carroll,0,Michael Mulvany,7th,Neck,3,9-7,72,True,58,26
Listowel Racing Results | 4th June 2023 14:37,N/A,14:37,Good (Good To Yielding To Places),7f,Emorcee (IRE),Declan McDonogh,0,David Marnane,6th,2 1/2 l,3,9-5,70,True,58,26
