track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Killarney Racing Results | 14th July 2022 20:30,N/A,20:30,Good  Flat (Turf),2m 1f,Mr Billy (IRE),Miss P. B. Newman,7,Paul W. Flynn,12th,23 l,6,12-0,-,True,9,1
Killarney Racing Results | 14th July 2022 20:30,N/A,20:30,Good  Flat (Turf),2m 1f,Data Breach,Miss O. M. Queally,7,John Queally,11th,6 1/2 l,5,12-0,-,True,9,1
Killarney Racing Results | 14th July 2022 20:30,N/A,20:30,Good  Flat (Turf),2m 1f,Isla Be on to You (IRE),Miss P. Elvin,7,P. Tobin,10th,1/2 l,6,11-7t,-,True,9,1
Killarney Racing Results | 14th July 2022 20:30,N/A,20:30,Good  Flat (Turf),2m 1f,Mila Rodino (IRE),Miss F. Leaney,7,Mrs Lorna Fowler,9th,5 1/2 l,6,12-0,-,True,9,1
Killarney Racing Results | 14th July 2022 20:30,N/A,20:30,Good  Flat (Turf),2m 1f,Johnny Rose (IRE),Sarah Kavanagh,7,James M. Barcoe,8th,1/2 l,5,12-0,-,True,9,1
Killarney Racing Results | 14th July 2022 20:30,N/A,20:30,Good  Flat (Turf),2m 1f,Smallcraftwarning (IRE),Miss E. McCutcheon,7,Miss Evanna McCutcheon,7th,Head,5,12-0t1,-,True,9,1
Killarney Racing Results | 14th July 2022 20:30,N/A,20:30,Good  Flat (Turf),2m 1f,One Over the Top (IRE),Miss S. M. Doyle,7,N. Dooly,6th,1 1/2 l,5,11-7,-,True,9,1
Killarney Racing Results | 14th July 2022 20:30,N/A,20:30,Good  Flat (Turf),2m 1f,Fruit Hill (IRE),Miss J. Townend,5,John E. Kiely,5th,16 l,5,12-0,-,True,9,1
Killarney Racing Results | 14th July 2022 20:30,N/A,20:30,Good  Flat (Turf),2m 1f,Hob's Angel (IRE),Miss S. Ahern,7,Martin Gerard McGuane,4th,1 3/4 l,6,11-7,-,True,9,1
Killarney Racing Results | 14th July 2022 20:30,N/A,20:30,Good  Flat (Turf),2m 1f,Moresby Buoy (IRE),Miss J. Walton,7,Dermot P. O'Brien,3rd,15 l,5,12-0,-,True,9,1
Killarney Racing Results | 14th July 2022 20:30,N/A,20:30,Good  Flat (Turf),2m 1f,Brookie (IRE),Miss M. O'Sullivan,5,A. J. Martin,2nd,11 l,5,12-0,-,True,9,1
Killarney Racing Results | 14th July 2022 20:30,N/A,20:30,Good  Flat (Turf),2m 1f,Mon Coeur (IRE),Miss A. B. O'Connor,5,Joseph G. Murphy,1st,N/A,6,12-0,-,True,9,1
