track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Dundalk Racing Results | 22nd November 2023 16:05,N/A,16:05,Standard,6f,Dream Token (IRE),L. F. Roche,0,Ross O'Sullivan,7th,23 l,3,9-3,-,True,92,1
Dundalk Racing Results | 22nd November 2023 16:05,N/A,16:05,Standard,6f,Santabella (GER),Siobhan Rutledge,3,Anthony McCann,6th,6 1/2 l,3,9-3t1,-,True,92,1
Dundalk Racing Results | 22nd November 2023 16:05,N/A,16:05,Standard,6f,First Gentleman (IRE),Shane Foley,0,Mrs J. Harrington,5th,5 1/2 l,3,9-8p,-,True,92,1
Dundalk Racing Results | 22nd November 2023 16:05,N/A,16:05,Standard,6f,Pro Bono Alexander (IRE),Seamie Heffernan,0,W. P. Browne,4th,Neck,3,9-3,-,True,92,1
Dundalk Racing Results | 22nd November 2023 16:05,N/A,16:05,Standard,6f,Reinforce (IRE),Oisin McSweeney,5,Daniel James Murphy,3rd,3 1/2 l,3,9-8t1,-,True,92,1
Dundalk Racing Results | 22nd November 2023 16:05,N/A,16:05,Standard,6f,Cross Border,William James Lee,0,Edward Lynam,2nd,2 3/4 l,3,9-8p,-,True,92,1
Dundalk Racing Results | 22nd November 2023 16:05,N/A,16:05,Standard,6f,Never Cry Never (IRE),C. T. Keane,0,J. A. Stack,1st,N/A,3,9-8p1,-,True,92,1
Dundalk Racing Results | 22nd November 2023 16:05,N/A,16:05,Standard,6f,Dream Token (IRE),L. F. Roche,0,Ross O'Sullivan,7th,23 l,3,9-3,-,True,92,1
Dundalk Racing Results | 22nd November 2023 16:05,N/A,16:05,Standard,6f,Santabella (GER),Siobhan Rutledge,3,Anthony McCann,6th,6 1/2 l,3,9-3t1,-,True,92,1
Dundalk Racing Results | 22nd November 2023 16:05,N/A,16:05,Standard,6f,First Gentleman (IRE),Shane Foley,0,Mrs J. Harrington,5th,5 1/2 l,3,9-8p,-,True,92,1
Dundalk Racing Results | 22nd November 2023 16:05,N/A,16:05,Standard,6f,Pro Bono Alexander (IRE),Seamie Heffernan,0,W. P. Browne,4th,Neck,3,9-3,-,True,92,1
Dundalk Racing Results | 22nd November 2023 16:05,N/A,16:05,Standard,6f,Reinforce (IRE),Oisin McSweeney,5,Daniel James Murphy,3rd,3 1/2 l,3,9-8t1,-,True,92,1
Dundalk Racing Results | 22nd November 2023 16:05,N/A,16:05,Standard,6f,Cross Border,William James Lee,0,Edward Lynam,2nd,2 3/4 l,3,9-8p,-,True,92,1
Dundalk Racing Results | 22nd November 2023 16:05,N/A,16:05,Standard,6f,Never Cry Never (IRE),C. T. Keane,0,J. A. Stack,1st,N/A,3,9-8p1,-,True,92,1
Dundalk Racing Results | 22nd November 2023 16:40,N/A,16:40,Standard,1m,Airgead (IRE),Shane Foley,0,Mrs Prunella Dobbs,12th,Neck,7,8-13b,52,True,92,2
Dundalk Racing Results | 22nd November 2023 16:40,N/A,16:40,Standard,1m,Mads Black Eights (IRE),Declan McDonogh,0,Matthew J. Smith,11th,1 l,7,9-6p,59,True,92,2
Dundalk Racing Results | 22nd November 2023 16:40,N/A,16:40,Standard,1m,Our Dickie (IRE),Siobhan Rutledge,3,Ian Patrick Donoghue,10th,4 1/2 l,4,8-8tv1,47,True,92,2
Dundalk Racing Results | 22nd November 2023 16:40,N/A,16:40,Standard,1m,Chimeric (IRE),D. W. O'Connor,0,J. F. Levins,9th,Head,6,9-11,64,True,92,2
Dundalk Racing Results | 22nd November 2023 16:40,N/A,16:40,Standard,1m,Happaugue (IRE),C. T. Keane,0,John McConnell,8th,2 3/4 l,7,9-2,55,True,92,2
Dundalk Racing Results | 22nd November 2023 16:40,N/A,16:40,Standard,1m,Humanitarian (USA),G. F. Carroll,0,John Joseph Hanlon,7th,1/2 l,7,9-4t,57,True,92,2
Dundalk Racing Results | 22nd November 2023 16:40,N/A,16:40,Standard,1m,Notforalongtime,C. Stone-Walsh,7,Laura Hourigan,6th,2 1/2 l,6,10-1p,68,True,92,2
Dundalk Racing Results | 22nd November 2023 16:40,N/A,16:40,Standard,1m,Tara Power (IRE),R. P. Cleary,0,Keith Henry Clarke,5th,Head,5,8-8,47,True,92,2
Dundalk Racing Results | 22nd November 2023 16:40,N/A,16:40,Standard,1m,Storm Eric (IRE),J. J. G. Ryan,5,Jamie Flynn,4th,1/2 l,4,10-0t,67,True,92,2
Dundalk Racing Results | 22nd November 2023 16:40,N/A,16:40,Standard,1m,Skontonovski,Adam Caffrey,5,Adrian McGuinness,3rd,Neck,6,10-2v,69,True,92,2
Dundalk Racing Results | 22nd November 2023 16:40,N/A,16:40,Standard,1m,Roman Palace (IRE),C. D. Hayes,0,Luke Comer,2nd,1 1/2 l,4,8-10,49,True,92,2
Dundalk Racing Results | 22nd November 2023 16:40,N/A,16:40,Standard,1m,Morning Approach (IRE),William James Lee,0,W. McCreery,1st,N/A,5,9-7,60,True,92,2
Dundalk Racing Results | 22nd November 2023 16:40,N/A,16:40,Standard,1m,Airgead (IRE),Shane Foley,0,Mrs Prunella Dobbs,12th,Neck,7,8-13b,52,True,92,2
Dundalk Racing Results | 22nd November 2023 16:40,N/A,16:40,Standard,1m,Mads Black Eights (IRE),Declan McDonogh,0,Matthew J. Smith,11th,1 l,7,9-6p,59,True,92,2
Dundalk Racing Results | 22nd November 2023 16:40,N/A,16:40,Standard,1m,Our Dickie (IRE),Siobhan Rutledge,3,Ian Patrick Donoghue,10th,4 1/2 l,4,8-8tv1,47,True,92,2
Dundalk Racing Results | 22nd November 2023 16:40,N/A,16:40,Standard,1m,Chimeric (IRE),D. W. O'Connor,0,J. F. Levins,9th,Head,6,9-11,64,True,92,2
Dundalk Racing Results | 22nd November 2023 16:40,N/A,16:40,Standard,1m,Happaugue (IRE),C. T. Keane,0,John McConnell,8th,2 3/4 l,7,9-2,55,True,92,2
Dundalk Racing Results | 22nd November 2023 16:40,N/A,16:40,Standard,1m,Humanitarian (USA),G. F. Carroll,0,John Joseph Hanlon,7th,1/2 l,7,9-4t,57,True,92,2
Dundalk Racing Results | 22nd November 2023 16:40,N/A,16:40,Standard,1m,Notforalongtime,C. Stone-Walsh,7,Laura Hourigan,6th,2 1/2 l,6,10-1p,68,True,92,2
Dundalk Racing Results | 22nd November 2023 16:40,N/A,16:40,Standard,1m,Tara Power (IRE),R. P. Cleary,0,Keith Henry Clarke,5th,Head,5,8-8,47,True,92,2
Dundalk Racing Results | 22nd November 2023 16:40,N/A,16:40,Standard,1m,Storm Eric (IRE),J. J. G. Ryan,5,Jamie Flynn,4th,1/2 l,4,10-0t,67,True,92,2
Dundalk Racing Results | 22nd November 2023 16:40,N/A,16:40,Standard,1m,Skontonovski,Adam Caffrey,5,Adrian McGuinness,3rd,Neck,6,10-2v,69,True,92,2
Dundalk Racing Results | 22nd November 2023 16:40,N/A,16:40,Standard,1m,Roman Palace (IRE),C. D. Hayes,0,Luke Comer,2nd,1 1/2 l,4,8-10,49,True,92,2
Dundalk Racing Results | 22nd November 2023 16:40,N/A,16:40,Standard,1m,Morning Approach (IRE),William James Lee,0,W. McCreery,1st,N/A,5,9-7,60,True,92,2
Dundalk Racing Results | 22nd November 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Arctic Blaze (IRE),C. Stone-Walsh,7,John McConnell,14th,1 3/4 l,7,10-1,64,True,92,3
Dundalk Racing Results | 22nd November 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Slaney Tide (IRE),R. P. Cleary,0,J. S. Bolger,13th,4 3/4 l,3,9-11t,63,True,92,3
Dundalk Racing Results | 22nd November 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Pallasmore Lass (IRE),Wesley Joyce,5,Paul W. Flynn,12th,1 1/2 l,5,8-12tv,47,True,92,3
Dundalk Racing Results | 22nd November 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Fashion Flair,C. T. Keane,0,John S. O'Donoghue,11th,Neck,4,10-1,64,True,92,3
Dundalk Racing Results | 22nd November 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Albion Princess,T. Kiely-Marshall,7,Donal Kinsella,10th,Neck,4,9-12h,61,True,92,3
Dundalk Racing Results | 22nd November 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Well Suited (IRE),L. F. Roche,0,T. J. O'Mara,9th,Nose,8,8-12p,47,True,92,3
Dundalk Racing Results | 22nd November 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Kartayaz (IRE),Siobhan Rutledge,3,John McConnell,8th,1/2 l,6,9-5,54,True,92,3
Dundalk Racing Results | 22nd November 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Patrick Street,J. Kearney,5,Patrick Martin,7th,Nose,4,10-0tp,63,True,92,3
Dundalk Racing Results | 22nd November 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Kampala Beach (IRE),Shane Foley,0,M. Halford & T. Collins,6th,Head,4,9-2,51,True,92,3
Dundalk Racing Results | 22nd November 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Areana (IRE),S. D. Bowen,5,Miss Shauna Larkin,5th,2 1/4 l,4,9-13,62,True,92,3
Dundalk Racing Results | 22nd November 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Don't Look Now (IRE),C. D. Hayes,0,Luke Comer,4th,Short Head,3,9-1p1,53,True,92,3
Dundalk Racing Results | 22nd November 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Dark Street (IRE),Oisin McSweeney,5,Luke Comer,3rd,Short Head,5,9-2,51,True,92,3
Dundalk Racing Results | 22nd November 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Comfort Line (IRE),Adam Caffrey,5,Adrian McGuinness,2nd,1/2 l,6,9-10v,59,True,92,3
Dundalk Racing Results | 22nd November 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Shining Aitch,J. J. G. Ryan,5,T. G. McCourt,1st,N/A,6,9-5t,54,True,92,3
Dundalk Racing Results | 22nd November 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Arctic Blaze (IRE),C. Stone-Walsh,7,John McConnell,14th,1 3/4 l,7,10-1,64,True,92,3
Dundalk Racing Results | 22nd November 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Slaney Tide (IRE),R. P. Cleary,0,J. S. Bolger,13th,4 3/4 l,3,9-11t,63,True,92,3
Dundalk Racing Results | 22nd November 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Pallasmore Lass (IRE),Wesley Joyce,5,Paul W. Flynn,12th,1 1/2 l,5,8-12tv,47,True,92,3
Dundalk Racing Results | 22nd November 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Fashion Flair,C. T. Keane,0,John S. O'Donoghue,11th,Neck,4,10-1,64,True,92,3
Dundalk Racing Results | 22nd November 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Albion Princess,T. Kiely-Marshall,7,Donal Kinsella,10th,Neck,4,9-12h,61,True,92,3
Dundalk Racing Results | 22nd November 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Well Suited (IRE),L. F. Roche,0,T. J. O'Mara,9th,Nose,8,8-12p,47,True,92,3
Dundalk Racing Results | 22nd November 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Kartayaz (IRE),Siobhan Rutledge,3,John McConnell,8th,1/2 l,6,9-5,54,True,92,3
Dundalk Racing Results | 22nd November 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Patrick Street,J. Kearney,5,Patrick Martin,7th,Nose,4,10-0tp,63,True,92,3
Dundalk Racing Results | 22nd November 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Kampala Beach (IRE),Shane Foley,0,M. Halford & T. Collins,6th,Head,4,9-2,51,True,92,3
Dundalk Racing Results | 22nd November 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Areana (IRE),S. D. Bowen,5,Miss Shauna Larkin,5th,2 1/4 l,4,9-13,62,True,92,3
Dundalk Racing Results | 22nd November 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Don't Look Now (IRE),C. D. Hayes,0,Luke Comer,4th,Short Head,3,9-1p1,53,True,92,3
Dundalk Racing Results | 22nd November 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Dark Street (IRE),Oisin McSweeney,5,Luke Comer,3rd,Short Head,5,9-2,51,True,92,3
Dundalk Racing Results | 22nd November 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Comfort Line (IRE),Adam Caffrey,5,Adrian McGuinness,2nd,1/2 l,6,9-10v,59,True,92,3
Dundalk Racing Results | 22nd November 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Shining Aitch,J. J. G. Ryan,5,T. G. McCourt,1st,N/A,6,9-5t,54,True,92,3
Dundalk Racing Results | 22nd November 2023 17:45,N/A,17:45,Standard,1m 2f 150y,Bronze River,J. A. Powell,3,John McConnell,14th,2 3/4 l,6,8-12ht,47,True,92,4
Dundalk Racing Results | 22nd November 2023 17:45,N/A,17:45,Standard,1m 2f 150y,Shimmerz (IRE),R. Whearty,5,Charles O'Brien,13th,1/2 l,5,9-6h,55,True,92,4
Dundalk Racing Results | 22nd November 2023 17:45,N/A,17:45,Standard,1m 2f 150y,Party Moon (GER),N. G. McCullagh,0,Damian Joseph English,12th,Neck,7,8-12,47,True,92,4
Dundalk Racing Results | 22nd November 2023 17:45,N/A,17:45,Standard,1m 2f 150y,Dinamine (IRE),Siobhan Rutledge,3,John McConnell,11th,Short Head,5,8-13h,48,True,92,4
Dundalk Racing Results | 22nd November 2023 17:45,N/A,17:45,Standard,1m 2f 150y,Wayne R Walker,T. Kiely-Marshall,7,Donal Kinsella,10th,1 3/4 l,4,8-12t,47,True,92,4
Dundalk Racing Results | 22nd November 2023 17:45,N/A,17:45,Standard,1m 2f 150y,Shall I Walk (IRE),C. D. Hayes,0,Luke Comer,9th,2 l,3,8-10,48,True,92,4
Dundalk Racing Results | 22nd November 2023 17:45,N/A,17:45,Standard,1m 2f 150y,Crystal Pool (IRE),J. J. G. Ryan,5,Patrick Martin,8th,1 l,8,8-12t,47,True,92,4
Dundalk Racing Results | 22nd November 2023 17:45,N/A,17:45,Standard,1m 2f 150y,Blackstone Cliff (IRE),Declan McDonogh,0,Shane Crawley,7th,Nose,7,8-12ht,47,True,92,4
Dundalk Racing Results | 22nd November 2023 17:45,N/A,17:45,Standard,1m 2f 150y,Jazz Dreamers (IRE),Oisin McSweeney,5,Seamus Fahey,6th,2 1/4 l,5,9-9,58,True,92,4
Dundalk Racing Results | 22nd November 2023 17:45,N/A,17:45,Standard,1m 2f 150y,Cursory Exam,D. N. Curran,7,D. J. Bunyan & G. O'Leary,5th,1/2 l,5,9-12,61,True,92,4
Dundalk Racing Results | 22nd November 2023 17:45,N/A,17:45,Standard,1m 2f 150y,Lucky Question,R. P. Cleary,0,Ms Sheila Lavery,4th,Neck,3,8-9p,47,True,92,4
Dundalk Racing Results | 22nd November 2023 17:45,N/A,17:45,Standard,1m 2f 150y,Wajaaha (IRE),D. King,5,P. J. McKenna,3rd,1/2 l,8,10-2v,65,True,92,4
Dundalk Racing Results | 22nd November 2023 17:45,N/A,17:45,Standard,1m 2f 150y,Old Peculier,Shane Foley,0,Mark Fahey,2nd,1/2 l,4,9-9,58,True,92,4
Dundalk Racing Results | 22nd November 2023 17:45,N/A,17:45,Standard,1m 2f 150y,Oakley (GER),Seamie Heffernan,0,Anthony Mullins,1st,N/A,5,10-0,63,True,92,4
Dundalk Racing Results | 22nd November 2023 17:45,N/A,17:45,Standard,1m 2f 150y,Bronze River,J. A. Powell,3,John McConnell,14th,2 3/4 l,6,8-12ht,47,True,92,4
Dundalk Racing Results | 22nd November 2023 17:45,N/A,17:45,Standard,1m 2f 150y,Shimmerz (IRE),R. Whearty,5,Charles O'Brien,13th,1/2 l,5,9-6h,55,True,92,4
Dundalk Racing Results | 22nd November 2023 17:45,N/A,17:45,Standard,1m 2f 150y,Party Moon (GER),N. G. McCullagh,0,Damian Joseph English,12th,Neck,7,8-12,47,True,92,4
Dundalk Racing Results | 22nd November 2023 17:45,N/A,17:45,Standard,1m 2f 150y,Dinamine (IRE),Siobhan Rutledge,3,John McConnell,11th,Short Head,5,8-13h,48,True,92,4
Dundalk Racing Results | 22nd November 2023 17:45,N/A,17:45,Standard,1m 2f 150y,Wayne R Walker,T. Kiely-Marshall,7,Donal Kinsella,10th,1 3/4 l,4,8-12t,47,True,92,4
Dundalk Racing Results | 22nd November 2023 17:45,N/A,17:45,Standard,1m 2f 150y,Shall I Walk (IRE),C. D. Hayes,0,Luke Comer,9th,2 l,3,8-10,48,True,92,4
Dundalk Racing Results | 22nd November 2023 17:45,N/A,17:45,Standard,1m 2f 150y,Crystal Pool (IRE),J. J. G. Ryan,5,Patrick Martin,8th,1 l,8,8-12t,47,True,92,4
Dundalk Racing Results | 22nd November 2023 17:45,N/A,17:45,Standard,1m 2f 150y,Blackstone Cliff (IRE),Declan McDonogh,0,Shane Crawley,7th,Nose,7,8-12ht,47,True,92,4
Dundalk Racing Results | 22nd November 2023 17:45,N/A,17:45,Standard,1m 2f 150y,Jazz Dreamers (IRE),Oisin McSweeney,5,Seamus Fahey,6th,2 1/4 l,5,9-9,58,True,92,4
Dundalk Racing Results | 22nd November 2023 17:45,N/A,17:45,Standard,1m 2f 150y,Cursory Exam,D. N. Curran,7,D. J. Bunyan & G. O'Leary,5th,1/2 l,5,9-12,61,True,92,4
Dundalk Racing Results | 22nd November 2023 17:45,N/A,17:45,Standard,1m 2f 150y,Lucky Question,R. P. Cleary,0,Ms Sheila Lavery,4th,Neck,3,8-9p,47,True,92,4
Dundalk Racing Results | 22nd November 2023 17:45,N/A,17:45,Standard,1m 2f 150y,Wajaaha (IRE),D. King,5,P. J. McKenna,3rd,1/2 l,8,10-2v,65,True,92,4
Dundalk Racing Results | 22nd November 2023 17:45,N/A,17:45,Standard,1m 2f 150y,Old Peculier,Shane Foley,0,Mark Fahey,2nd,1/2 l,4,9-9,58,True,92,4
Dundalk Racing Results | 22nd November 2023 17:45,N/A,17:45,Standard,1m 2f 150y,Oakley (GER),Seamie Heffernan,0,Anthony Mullins,1st,N/A,5,10-0,63,True,92,4
Thurles Racing Results | 23rd November 2023 12:10,N/A,12:10,Yielding,2m 6f,Coastguard Lady (IRE),S. D. Torrens,0,P. J. Rothwell,F,N/A,5,11-5tp,-,True,92,5
Thurles Racing Results | 23rd November 2023 12:10,N/A,12:10,Yielding,2m 6f,Starlight Cato (IRE),Phillip Enright,0,Daniel John Howard,10th,7 l,6,11-12,-,True,92,5
Thurles Racing Results | 23rd November 2023 12:10,N/A,12:10,Yielding,2m 6f,That's Me Finished (IRE),J. S. McGarvey,0,Noel C. Kelly,9th,15 l,6,11-12,-,True,92,5
Thurles Racing Results | 23rd November 2023 12:10,N/A,12:10,Yielding,2m 6f,Soldier Of Honour (IRE),G. B. Noonan,5,Eoin Christopher McCarthy,8th,3/4 l,6,11-12,-,True,92,5
Thurles Racing Results | 23rd November 2023 12:10,N/A,12:10,Yielding,2m 6f,Criminal Mischief (IRE),B. Hayes,0,Steve Jones,7th,16 l,6,11-12,-,True,92,5
Thurles Racing Results | 23rd November 2023 12:10,N/A,12:10,Yielding,2m 6f,Finnfaraway,M. M. McDonagh,3,P. J. F. Hassett,6th,23 l,6,11-12,-,True,92,5
Thurles Racing Results | 23rd November 2023 12:10,N/A,12:10,Yielding,2m 6f,Made In Muckross (IRE),Patrick O'Hanlon,3,Eamon Courtney,5th,9 1/2 l,8,11-12,-,True,92,5
Thurles Racing Results | 23rd November 2023 12:10,N/A,12:10,Yielding,2m 6f,Friends N Commerce (IRE),Philip Donovan,5,Patrick G. Kelly,4th,6 l,7,11-12,-,True,92,5
Thurles Racing Results | 23rd November 2023 12:10,N/A,12:10,Yielding,2m 6f,Gold Bullion (FR),Rachael Blackmore,0,Henry de Bromhead,3rd,9 1/2 l,7,11-12t,-,True,92,5
Thurles Racing Results | 23rd November 2023 12:10,N/A,12:10,Yielding,2m 6f,Digby (IRE),M. J. M. O'Sullivan,0,Dermot Anthony McLoughlin,2nd,9 1/2 l,8,11-12,-,True,92,5
Thurles Racing Results | 23rd November 2023 12:10,N/A,12:10,Yielding,2m 6f,Klassical Dream (FR),P. Townend,0,W. P. Mullins,1st,N/A,9,11-12h,-,True,92,5
Thurles Racing Results | 23rd November 2023 12:10,N/A,12:10,Yielding,2m 6f,Coastguard Lady (IRE),S. D. Torrens,0,P. J. Rothwell,F,N/A,5,11-5tp,-,True,92,5
Thurles Racing Results | 23rd November 2023 12:10,N/A,12:10,Yielding,2m 6f,Starlight Cato (IRE),Phillip Enright,0,Daniel John Howard,10th,7 l,6,11-12,-,True,92,5
Thurles Racing Results | 23rd November 2023 12:10,N/A,12:10,Yielding,2m 6f,That's Me Finished (IRE),J. S. McGarvey,0,Noel C. Kelly,9th,15 l,6,11-12,-,True,92,5
Thurles Racing Results | 23rd November 2023 12:10,N/A,12:10,Yielding,2m 6f,Soldier Of Honour (IRE),G. B. Noonan,5,Eoin Christopher McCarthy,8th,3/4 l,6,11-12,-,True,92,5
Thurles Racing Results | 23rd November 2023 12:10,N/A,12:10,Yielding,2m 6f,Criminal Mischief (IRE),B. Hayes,0,Steve Jones,7th,16 l,6,11-12,-,True,92,5
Thurles Racing Results | 23rd November 2023 12:10,N/A,12:10,Yielding,2m 6f,Finnfaraway,M. M. McDonagh,3,P. J. F. Hassett,6th,23 l,6,11-12,-,True,92,5
Thurles Racing Results | 23rd November 2023 12:10,N/A,12:10,Yielding,2m 6f,Made In Muckross (IRE),Patrick O'Hanlon,3,Eamon Courtney,5th,9 1/2 l,8,11-12,-,True,92,5
Thurles Racing Results | 23rd November 2023 12:10,N/A,12:10,Yielding,2m 6f,Friends N Commerce (IRE),Philip Donovan,5,Patrick G. Kelly,4th,6 l,7,11-12,-,True,92,5
Thurles Racing Results | 23rd November 2023 12:10,N/A,12:10,Yielding,2m 6f,Gold Bullion (FR),Rachael Blackmore,0,Henry de Bromhead,3rd,9 1/2 l,7,11-12t,-,True,92,5
Thurles Racing Results | 23rd November 2023 12:10,N/A,12:10,Yielding,2m 6f,Digby (IRE),M. J. M. O'Sullivan,0,Dermot Anthony McLoughlin,2nd,9 1/2 l,8,11-12,-,True,92,5
Thurles Racing Results | 23rd November 2023 12:10,N/A,12:10,Yielding,2m 6f,Klassical Dream (FR),P. Townend,0,W. P. Mullins,1st,N/A,9,11-12h,-,True,92,5
Thurles Racing Results | 23rd November 2023 12:45,N/A,12:45,Yielding,2m 2f 91y,Name Me Famous (IRE),D. King,3,Eoin Christopher McCarthy,UR,N/A,7,12-0tp,107,True,92,6
Thurles Racing Results | 23rd November 2023 12:45,N/A,12:45,Yielding,2m 2f 91y,Grand Cru Chatho (FR),P. Byrnes,5,Edward Cawley,F,N/A,7,11-0ht,93,True,92,6
Thurles Racing Results | 23rd November 2023 12:45,N/A,12:45,Yielding,2m 2f 91y,Aliunde (IRE),M. J. M. O'Sullivan,0,Mark McNiff,12th,32 l,6,10-8t,87,True,92,6
Thurles Racing Results | 23rd November 2023 12:45,N/A,12:45,Yielding,2m 2f 91y,Joy Of Life (IRE),J. J. Slevin,0,Seamus Neville,11th,7 l,6,11-11b,104,True,92,6
Thurles Racing Results | 23rd November 2023 12:45,N/A,12:45,Yielding,2m 2f 91y,Filon D'oudairies (FR),C. G. O'Dwyer,5,J. P. Broderick,10th,11 l,8,11-9p1,102,True,92,6
Thurles Racing Results | 23rd November 2023 12:45,N/A,12:45,Yielding,2m 2f 91y,Maciver (IRE),D. J. O'Keeffe,0,A. M. O'Grady,9th,4 1/4 l,6,10-13t,92,True,92,6
Thurles Racing Results | 23rd November 2023 12:45,N/A,12:45,Yielding,2m 2f 91y,Finnians Row (IRE),C. D. Maxwell,0,Dermot Anthony McLoughlin,8th,3/4 l,7,10-13tv,92,True,92,6
Thurles Racing Results | 23rd November 2023 12:45,N/A,12:45,Yielding,2m 2f 91y,Politicise (IRE),C. P. Millar,7,Nigel Slevin,7th,6 l,7,11-13p,106,True,92,6
Thurles Racing Results | 23rd November 2023 12:45,N/A,12:45,Yielding,2m 2f 91y,Ardamir (FR),J. P. O'Sullivan,3,P. J. Rothwell,6th,Neck,11,11-5tp1,98,True,92,6
Thurles Racing Results | 23rd November 2023 12:45,N/A,12:45,Yielding,2m 2f 91y,Toofareastiswest (IRE),D. J. Gilligan,5,A. M. O'Grady,5th,5 l,7,11-13t1,106,True,92,6
Thurles Racing Results | 23rd November 2023 12:45,N/A,12:45,Yielding,2m 2f 91y,Prince Of Air (FR),Patrick O'Hanlon,3,P. J. Rothwell,4th,1/2 l,6,10-6t,85,True,92,6
Thurles Racing Results | 23rd November 2023 12:45,N/A,12:45,Yielding,2m 2f 91y,Baltinglass Hill (IRE),S. D. Torrens,0,P. J. Rothwell,3rd,1 3/4 l,6,10-13p,92,True,92,6
Thurles Racing Results | 23rd November 2023 12:45,N/A,12:45,Yielding,2m 2f 91y,Lake Chad (IRE),Niall Moore,7,Philip Fenton,2nd,5 l,8,11-13,106,True,92,6
Thurles Racing Results | 23rd November 2023 12:45,N/A,12:45,Yielding,2m 2f 91y,McGrath From Clune (IRE),Phillip Enright,0,Robert Tyner,1st,N/A,7,10-13ht,92,True,92,6
Thurles Racing Results | 23rd November 2023 12:45,N/A,12:45,Yielding,2m 2f 91y,Name Me Famous (IRE),D. King,3,Eoin Christopher McCarthy,UR,N/A,7,12-0tp,107,True,92,6
Thurles Racing Results | 23rd November 2023 12:45,N/A,12:45,Yielding,2m 2f 91y,Grand Cru Chatho (FR),P. Byrnes,5,Edward Cawley,F,N/A,7,11-0ht,93,True,92,6
Thurles Racing Results | 23rd November 2023 12:45,N/A,12:45,Yielding,2m 2f 91y,Aliunde (IRE),M. J. M. O'Sullivan,0,Mark McNiff,12th,32 l,6,10-8t,87,True,92,6
Thurles Racing Results | 23rd November 2023 12:45,N/A,12:45,Yielding,2m 2f 91y,Joy Of Life (IRE),J. J. Slevin,0,Seamus Neville,11th,7 l,6,11-11b,104,True,92,6
Thurles Racing Results | 23rd November 2023 12:45,N/A,12:45,Yielding,2m 2f 91y,Filon D'oudairies (FR),C. G. O'Dwyer,5,J. P. Broderick,10th,11 l,8,11-9p1,102,True,92,6
Thurles Racing Results | 23rd November 2023 12:45,N/A,12:45,Yielding,2m 2f 91y,Maciver (IRE),D. J. O'Keeffe,0,A. M. O'Grady,9th,4 1/4 l,6,10-13t,92,True,92,6
Thurles Racing Results | 23rd November 2023 12:45,N/A,12:45,Yielding,2m 2f 91y,Finnians Row (IRE),C. D. Maxwell,0,Dermot Anthony McLoughlin,8th,3/4 l,7,10-13tv,92,True,92,6
Thurles Racing Results | 23rd November 2023 12:45,N/A,12:45,Yielding,2m 2f 91y,Politicise (IRE),C. P. Millar,7,Nigel Slevin,7th,6 l,7,11-13p,106,True,92,6
Thurles Racing Results | 23rd November 2023 12:45,N/A,12:45,Yielding,2m 2f 91y,Ardamir (FR),J. P. O'Sullivan,3,P. J. Rothwell,6th,Neck,11,11-5tp1,98,True,92,6
Thurles Racing Results | 23rd November 2023 12:45,N/A,12:45,Yielding,2m 2f 91y,Toofareastiswest (IRE),D. J. Gilligan,5,A. M. O'Grady,5th,5 l,7,11-13t1,106,True,92,6
Thurles Racing Results | 23rd November 2023 12:45,N/A,12:45,Yielding,2m 2f 91y,Prince Of Air (FR),Patrick O'Hanlon,3,P. J. Rothwell,4th,1/2 l,6,10-6t,85,True,92,6
Thurles Racing Results | 23rd November 2023 12:45,N/A,12:45,Yielding,2m 2f 91y,Baltinglass Hill (IRE),S. D. Torrens,0,P. J. Rothwell,3rd,1 3/4 l,6,10-13p,92,True,92,6
