track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Curragh Racing Results | 3rd November 2024 13:55,N/A,13:55,Yielding To Soft,5f,Jon Riggens (IRE),J J G Ryan,3,E Lynam,6th,1/2 l,6,9-11tp,86,True,149,33
Curragh Racing Results | 3rd November 2024 13:55,N/A,13:55,Yielding To Soft,5f,Rathbranchurch (IRE),W Joyce,5,M Mulvany,5th,2 1/4 l,4,8-10,71,True,149,33
Curragh Racing Results | 3rd November 2024 13:55,N/A,13:55,Yielding To Soft,5f,Mount Ruapehu (IRE),C D Hayes,0,A Slattery,4th,2 3/4 l,4,8-7v,68,True,149,33
Curragh Racing Results | 3rd November 2024 13:55,N/A,13:55,Yielding To Soft,5f,Laugh A Minute,R P Whelan,0,Stephen Thorne,3rd,Neck,9,9-7,82,True,149,33
Curragh Racing Results | 3rd November 2024 13:55,N/A,13:55,Yielding To Soft,5f,Never Shout Never (IRE),J A Powell,3,Stephen Thorne,2nd,1 1/2 l,4,8-8t1,69,True,149,33
Curragh Racing Results | 3rd November 2024 13:55,N/A,13:55,Yielding To Soft,5f,Two Stars (IRE),J M Sheridan,0,J A Stack,1st,N/A,4,9-8,83,True,149,33
Curragh Racing Results | 3rd November 2024 13:55,N/A,13:55,Yielding To Soft,5f,Iva Batt (IRE),K G Kennedy,7,R K Watson,NR,N/A,6,8-7b,68,True,149,33
Curragh Racing Results | 3rd November 2024 13:55,N/A,13:55,Yielding To Soft,5f,Platino Bianco (IRE),R P Cleary,0,C Timmons,13th,7 1/2 l,3,8-71,68,True,149,33
Curragh Racing Results | 3rd November 2024 13:55,N/A,13:55,Yielding To Soft,5f,Harry's Hill,M W Hassett,5,M Hassett,12th,Neck,6,9-8,83,True,149,33
Curragh Racing Results | 3rd November 2024 13:55,N/A,13:55,Yielding To Soft,5f,Mickey The Steel,R M Mulligan,7,Joseph Murray,11th,1 l,6,9-11tp,86,True,149,33
Curragh Racing Results | 3rd November 2024 13:55,N/A,13:55,Yielding To Soft,5f,Step Back In Time (IRE),Siobhan Rutledge,3,C Timmons,10th,1 l,6,8-7p,68,True,149,33
Curragh Racing Results | 3rd November 2024 13:55,N/A,13:55,Yielding To Soft,5f,Salah Belle (IRE),R C Colgan,0,S Lavery,9th,Neck,3,9-1,76,True,149,33
Curragh Racing Results | 3rd November 2024 13:55,N/A,13:55,Yielding To Soft,5f,Transcendental (FR),R Whearty,3,G P Cromwell,8th,1 1/4 l,6,9-11,86,True,149,33
Curragh Racing Results | 3rd November 2024 13:55,N/A,13:55,Yielding To Soft,5f,Apache Outlaw (IRE),Adam Caffrey,3,A McGuinness,7th,Head,4,10-0,89,True,149,33
Curragh Racing Results | 3rd November 2024 13:55,N/A,13:55,Yielding To Soft,5f,Jon Riggens (IRE),J J G Ryan,3,E Lynam,6th,1/2 l,6,9-11tp,86,True,149,33
Curragh Racing Results | 3rd November 2024 13:55,N/A,13:55,Yielding To Soft,5f,Rathbranchurch (IRE),W Joyce,5,M Mulvany,5th,2 1/4 l,4,8-10,71,True,149,33
Curragh Racing Results | 3rd November 2024 13:55,N/A,13:55,Yielding To Soft,5f,Mount Ruapehu (IRE),C D Hayes,0,A Slattery,4th,2 3/4 l,4,8-7v,68,True,149,33
Curragh Racing Results | 3rd November 2024 13:55,N/A,13:55,Yielding To Soft,5f,Laugh A Minute,R P Whelan,0,Stephen Thorne,3rd,Neck,9,9-7,82,True,149,33
Curragh Racing Results | 3rd November 2024 13:55,N/A,13:55,Yielding To Soft,5f,Never Shout Never (IRE),J A Powell,3,Stephen Thorne,2nd,1 1/2 l,4,8-8t1,69,True,149,33
Curragh Racing Results | 3rd November 2024 13:55,N/A,13:55,Yielding To Soft,5f,Two Stars (IRE),J M Sheridan,0,J A Stack,1st,N/A,4,9-8,83,True,149,33
Curragh Racing Results | 3rd November 2024 14:25,N/A,14:25,Yielding To Soft,1m,Earls (IRE),G F Carroll,0,G P Cromwell,NR,N/A,7,9-3tp,84,True,149,34
Curragh Racing Results | 3rd November 2024 14:25,N/A,14:25,Yielding To Soft,1m,Money Dancer (IRE),B M Coen,0,N Meade,17th,8 l,3,9-1,84,True,149,34
Curragh Racing Results | 3rd November 2024 14:25,N/A,14:25,Yielding To Soft,1m,Booyea (IRE),G M Ryan,0,T Gibney,16th,3 1/2 l,4,9-12,93,True,149,34
Curragh Racing Results | 3rd November 2024 14:25,N/A,14:25,Yielding To Soft,1m,Complete Fiction (IRE),Neve Bennett,7,J P Fahey,15th,3/4 l,7,8-11p,78,True,149,34
Curragh Racing Results | 3rd November 2024 14:25,N/A,14:25,Yielding To Soft,1m,No More Porter (IRE),Adam Caffrey,3,A McGuinness,14th,3/4 l,6,9-6tp,87,True,149,34
Curragh Racing Results | 3rd November 2024 14:25,N/A,14:25,Yielding To Soft,1m,Alessia Fernanda (IRE),C D Hayes,0,D K Weld,13th,1 1/2 l,4,8-10tb,77,True,149,34
Curragh Racing Results | 3rd November 2024 14:25,N/A,14:25,Yielding To Soft,1m,San Aer (IRE),K G Kennedy,7,T Mullins,12th,4 3/4 l,6,9-4t,85,True,149,34
Curragh Racing Results | 3rd November 2024 14:25,N/A,14:25,Yielding To Soft,1m,Casanova,Nicola Burns,10,A McGuinness,11th,Head,8,9-2v,83,True,149,34
Curragh Racing Results | 3rd November 2024 14:25,N/A,14:25,Yielding To Soft,1m,Dutch Gold (IRE),C T Keane,0,N Meade,10th,Head,4,9-9,90,True,149,34
Curragh Racing Results | 3rd November 2024 14:25,N/A,14:25,Yielding To Soft,1m,Simply Sideways (IRE),S D Bowen,3,T Doyle,9th,2 l,7,9-3,84,True,149,34
Curragh Racing Results | 3rd November 2024 14:25,N/A,14:25,Yielding To Soft,1m,Clear Quartz (IRE),S Foley,0,M Fahey,8th,Head,7,9-3,84,True,149,34
Curragh Racing Results | 3rd November 2024 14:25,N/A,14:25,Yielding To Soft,1m,Titanium (FR),M W Hassett,5,Ciaran Murphy,7th,2 l,5,10-0t,95,True,149,34
Curragh Racing Results | 3rd November 2024 14:25,N/A,14:25,Yielding To Soft,1m,Empirestateofmind (IRE),Jason Hart,0,J & S Quinn,6th,1 1/4 l,6,9-11b,92,True,149,34
Curragh Racing Results | 3rd November 2024 14:25,N/A,14:25,Yielding To Soft,1m,Indigo Five (IRE),W Joyce,5,J Feane,5th,Head,5,9-6,87,True,149,34
Curragh Racing Results | 3rd November 2024 14:25,N/A,14:25,Yielding To Soft,1m,Akecheta (IRE),W J Lee,0,Kevin Coleman,4th,3/4 l,4,9-7,88,True,149,34
Curragh Racing Results | 3rd November 2024 14:25,N/A,14:25,Yielding To Soft,1m,Orandi (FR),S Coen,10,A J Martin,3rd,1/2 l,6,9-7tp,88,True,149,34
Curragh Racing Results | 3rd November 2024 14:25,N/A,14:25,Yielding To Soft,1m,Gleneagle Bay (IRE),R P Whelan,0,Stephen Thorne,2nd,1/2 l,4,9-10,91,True,149,34
Curragh Racing Results | 3rd November 2024 14:25,N/A,14:25,Yielding To Soft,1m,Rhythm King (IRE),D McMonagle,0,M Fahey,1st,N/A,4,8-11,78,True,149,34
Curragh Racing Results | 3rd November 2024 14:25,N/A,14:25,Yielding To Soft,1m,Earls (IRE),G F Carroll,0,G P Cromwell,NR,N/A,7,9-3tp,84,True,149,34
Curragh Racing Results | 3rd November 2024 14:25,N/A,14:25,Yielding To Soft,1m,Money Dancer (IRE),B M Coen,0,N Meade,17th,8 l,3,9-1,84,True,149,34
Curragh Racing Results | 3rd November 2024 14:25,N/A,14:25,Yielding To Soft,1m,Booyea (IRE),G M Ryan,0,T Gibney,16th,3 1/2 l,4,9-12,93,True,149,34
Curragh Racing Results | 3rd November 2024 14:25,N/A,14:25,Yielding To Soft,1m,Complete Fiction (IRE),Neve Bennett,7,J P Fahey,15th,3/4 l,7,8-11p,78,True,149,34
Curragh Racing Results | 3rd November 2024 14:25,N/A,14:25,Yielding To Soft,1m,No More Porter (IRE),Adam Caffrey,3,A McGuinness,14th,3/4 l,6,9-6tp,87,True,149,34
Curragh Racing Results | 3rd November 2024 14:25,N/A,14:25,Yielding To Soft,1m,Alessia Fernanda (IRE),C D Hayes,0,D K Weld,13th,1 1/2 l,4,8-10tb,77,True,149,34
Curragh Racing Results | 3rd November 2024 14:25,N/A,14:25,Yielding To Soft,1m,San Aer (IRE),K G Kennedy,7,T Mullins,12th,4 3/4 l,6,9-4t,85,True,149,34
Curragh Racing Results | 3rd November 2024 14:25,N/A,14:25,Yielding To Soft,1m,Casanova,Nicola Burns,10,A McGuinness,11th,Head,8,9-2v,83,True,149,34
Curragh Racing Results | 3rd November 2024 14:25,N/A,14:25,Yielding To Soft,1m,Dutch Gold (IRE),C T Keane,0,N Meade,10th,Head,4,9-9,90,True,149,34
Curragh Racing Results | 3rd November 2024 14:25,N/A,14:25,Yielding To Soft,1m,Simply Sideways (IRE),S D Bowen,3,T Doyle,9th,2 l,7,9-3,84,True,149,34
Curragh Racing Results | 3rd November 2024 14:25,N/A,14:25,Yielding To Soft,1m,Clear Quartz (IRE),S Foley,0,M Fahey,8th,Head,7,9-3,84,True,149,34
Curragh Racing Results | 3rd November 2024 14:25,N/A,14:25,Yielding To Soft,1m,Titanium (FR),M W Hassett,5,Ciaran Murphy,7th,2 l,5,10-0t,95,True,149,34
Curragh Racing Results | 3rd November 2024 14:25,N/A,14:25,Yielding To Soft,1m,Empirestateofmind (IRE),Jason Hart,0,J & S Quinn,6th,1 1/4 l,6,9-11b,92,True,149,34
Curragh Racing Results | 3rd November 2024 14:25,N/A,14:25,Yielding To Soft,1m,Indigo Five (IRE),W Joyce,5,J Feane,5th,Head,5,9-6,87,True,149,34
Curragh Racing Results | 3rd November 2024 14:25,N/A,14:25,Yielding To Soft,1m,Akecheta (IRE),W J Lee,0,Kevin Coleman,4th,3/4 l,4,9-7,88,True,149,34
Curragh Racing Results | 3rd November 2024 14:25,N/A,14:25,Yielding To Soft,1m,Orandi (FR),S Coen,10,A J Martin,3rd,1/2 l,6,9-7tp,88,True,149,34
Curragh Racing Results | 3rd November 2024 14:25,N/A,14:25,Yielding To Soft,1m,Gleneagle Bay (IRE),R P Whelan,0,Stephen Thorne,2nd,1/2 l,4,9-10,91,True,149,34
Curragh Racing Results | 3rd November 2024 14:25,N/A,14:25,Yielding To Soft,1m,Rhythm King (IRE),D McMonagle,0,M Fahey,1st,N/A,4,8-11,78,True,149,34
Curragh Racing Results | 3rd November 2024 15:00,N/A,15:00,Yielding To Soft,2m 71y,Harbour Wind (IRE),C D Hayes,0,D K Weld,5th,1 3/4 l,4,9-9p,-,True,149,35
Curragh Racing Results | 3rd November 2024 15:00,N/A,15:00,Yielding To Soft,2m 71y,Get (IRE),D P McDonogh,0,A P O'Brien,4th,Neck,3,8-13,-,True,149,35
Curragh Racing Results | 3rd November 2024 15:00,N/A,15:00,Yielding To Soft,2m 71y,The Shunter (IRE),C T Keane,0,E Mullins,3rd,5 1/2 l,11,9-9ht,-,True,149,35
Curragh Racing Results | 3rd November 2024 15:00,N/A,15:00,Yielding To Soft,2m 71y,Lily Hart (IRE),G M Ryan,0,A P O'Brien,2nd,1/2 l,3,8-13,-,True,149,35
Curragh Racing Results | 3rd November 2024 15:00,N/A,15:00,Yielding To Soft,2m 71y,Dawn Rising (IRE),D McMonagle,0,J P O'Brien,1st,N/A,7,9-9,-,True,149,35
Curragh Racing Results | 3rd November 2024 15:00,N/A,15:00,Yielding To Soft,2m 71y,Harbour Wind (IRE),C D Hayes,0,D K Weld,5th,1 3/4 l,4,9-9p,-,True,149,35
Curragh Racing Results | 3rd November 2024 15:00,N/A,15:00,Yielding To Soft,2m 71y,Get (IRE),D P McDonogh,0,A P O'Brien,4th,Neck,3,8-13,-,True,149,35
Curragh Racing Results | 3rd November 2024 15:00,N/A,15:00,Yielding To Soft,2m 71y,The Shunter (IRE),C T Keane,0,E Mullins,3rd,5 1/2 l,11,9-9ht,-,True,149,35
Curragh Racing Results | 3rd November 2024 15:00,N/A,15:00,Yielding To Soft,2m 71y,Lily Hart (IRE),G M Ryan,0,A P O'Brien,2nd,1/2 l,3,8-13,-,True,149,35
Curragh Racing Results | 3rd November 2024 15:00,N/A,15:00,Yielding To Soft,2m 71y,Dawn Rising (IRE),D McMonagle,0,J P O'Brien,1st,N/A,7,9-9,-,True,149,35
Curragh Racing Results | 3rd November 2024 15:35,N/A,15:35,Yielding To Soft,1m 4f,Ameerat Jumaira,N G McCullagh,0,M Halford & T Collins,NR,N/A,4,9-2b,-,True,149,36
Curragh Racing Results | 3rd November 2024 15:35,N/A,15:35,Yielding To Soft,1m 4f,Miss Tapley (IRE),M P Sheehy,0,J P O'Brien,NR,N/A,3,8-11,-,True,149,36
Curragh Racing Results | 3rd November 2024 15:35,N/A,15:35,Yielding To Soft,1m 4f,Riviera Queen (IRE),S Foley,0,Mrs J Harrington,17th,9 1/2 l,3,8-11,-,True,149,36
Curragh Racing Results | 3rd November 2024 15:35,N/A,15:35,Yielding To Soft,1m 4f,Finsceal Luas (IRE),R P Cleary,0,J S Bolger,16th,2 l,3,8-11t,-,True,149,36
Curragh Racing Results | 3rd November 2024 15:35,N/A,15:35,Yielding To Soft,1m 4f,Layfayette (IRE),C T Keane,0,N Meade,15th,4 3/4 l,7,9-7p,-,True,149,36
Curragh Racing Results | 3rd November 2024 15:35,N/A,15:35,Yielding To Soft,1m 4f,Taipan (FR),S T McCullagh,0,Mrs J Harrington,14th,2 1/4 l,6,9-7p,-,True,149,36
Curragh Racing Results | 3rd November 2024 15:35,N/A,15:35,Yielding To Soft,1m 4f,Chally Chute (IRE),R P Whelan,0,M Halford & T Collins,13th,1 1/2 l,6,9-7p1,-,True,149,36
Curragh Racing Results | 3rd November 2024 15:35,N/A,15:35,Yielding To Soft,1m 4f,Lips Freedom (GER),L T McAteer,0,A Kinirons,12th,2 1/2 l,4,9-10h1,-,True,149,36
Curragh Racing Results | 3rd November 2024 15:35,N/A,15:35,Yielding To Soft,1m 4f,Andromeda (IRE),G M Ryan,0,A P O'Brien,11th,8 l,3,8-11p1,-,True,149,36
Curragh Racing Results | 3rd November 2024 15:35,N/A,15:35,Yielding To Soft,1m 4f,Kortez Bay (IRE),G F Carroll,0,S Lavery,10th,1 1/4 l,3,9-2,-,True,149,36
Curragh Racing Results | 3rd November 2024 15:35,N/A,15:35,Yielding To Soft,1m 4f,Belhaven (IRE),D P McDonogh,0,J P O'Brien,9th,1 3/4 l,5,9-2,-,True,149,36
Curragh Racing Results | 3rd November 2024 15:35,N/A,15:35,Yielding To Soft,1m 4f,Mashhoor,B M Coen,0,J P Murtagh,8th,1 3/4 l,6,9-7,-,True,149,36
Curragh Racing Results | 3rd November 2024 15:35,N/A,15:35,Yielding To Soft,1m 4f,Falcon Eight (IRE),L F Roche,0,D K Weld,7th,3/4 l,9,9-7p,-,True,149,36
Curragh Racing Results | 3rd November 2024 15:35,N/A,15:35,Yielding To Soft,1m 4f,Cristal Clere (IRE),S D Bowen,0,J Nallen,6th,1 1/4 l,6,9-7,-,True,149,36
Curragh Racing Results | 3rd November 2024 15:35,N/A,15:35,Yielding To Soft,1m 4f,Iseult Of Ireland (USA),M W Hassett,0,A P O'Brien,5th,1/2 l,3,8-11p,-,True,149,36
Curragh Racing Results | 3rd November 2024 15:35,N/A,15:35,Yielding To Soft,1m 4f,Rubies Are Red (IRE),C D Hayes,0,A P O'Brien,4th,2 1/2 l,3,8-11,-,True,149,36
Curragh Racing Results | 3rd November 2024 15:35,N/A,15:35,Yielding To Soft,1m 4f,North Africa (IRE),N M Crosse,0,A P O'Brien,3rd,3 1/2 l,3,8-11,-,True,149,36
Curragh Racing Results | 3rd November 2024 15:35,N/A,15:35,Yielding To Soft,1m 4f,Galileo Dame (IRE),D McMonagle,0,J P O'Brien,2nd,5 l,3,8-11,-,True,149,36
Curragh Racing Results | 3rd November 2024 15:35,N/A,15:35,Yielding To Soft,1m 4f,Hamish,R Kingscote,0,W J Haggas,1st,N/A,8,9-12,-,True,149,36
Curragh Racing Results | 3rd November 2024 15:35,N/A,15:35,Yielding To Soft,1m 4f,Ameerat Jumaira,N G McCullagh,0,M Halford & T Collins,NR,N/A,4,9-2b,-,True,149,36
Curragh Racing Results | 3rd November 2024 15:35,N/A,15:35,Yielding To Soft,1m 4f,Miss Tapley (IRE),M P Sheehy,0,J P O'Brien,NR,N/A,3,8-11,-,True,149,36
Curragh Racing Results | 3rd November 2024 15:35,N/A,15:35,Yielding To Soft,1m 4f,Riviera Queen (IRE),S Foley,0,Mrs J Harrington,17th,9 1/2 l,3,8-11,-,True,149,36
Curragh Racing Results | 3rd November 2024 15:35,N/A,15:35,Yielding To Soft,1m 4f,Finsceal Luas (IRE),R P Cleary,0,J S Bolger,16th,2 l,3,8-11t,-,True,149,36
Curragh Racing Results | 3rd November 2024 15:35,N/A,15:35,Yielding To Soft,1m 4f,Layfayette (IRE),C T Keane,0,N Meade,15th,4 3/4 l,7,9-7p,-,True,149,36
Curragh Racing Results | 3rd November 2024 15:35,N/A,15:35,Yielding To Soft,1m 4f,Taipan (FR),S T McCullagh,0,Mrs J Harrington,14th,2 1/4 l,6,9-7p,-,True,149,36
Curragh Racing Results | 3rd November 2024 15:35,N/A,15:35,Yielding To Soft,1m 4f,Chally Chute (IRE),R P Whelan,0,M Halford & T Collins,13th,1 1/2 l,6,9-7p1,-,True,149,36
Curragh Racing Results | 3rd November 2024 15:35,N/A,15:35,Yielding To Soft,1m 4f,Lips Freedom (GER),L T McAteer,0,A Kinirons,12th,2 1/2 l,4,9-10h1,-,True,149,36
Curragh Racing Results | 3rd November 2024 15:35,N/A,15:35,Yielding To Soft,1m 4f,Andromeda (IRE),G M Ryan,0,A P O'Brien,11th,8 l,3,8-11p1,-,True,149,36
Curragh Racing Results | 3rd November 2024 15:35,N/A,15:35,Yielding To Soft,1m 4f,Kortez Bay (IRE),G F Carroll,0,S Lavery,10th,1 1/4 l,3,9-2,-,True,149,36
Curragh Racing Results | 3rd November 2024 15:35,N/A,15:35,Yielding To Soft,1m 4f,Belhaven (IRE),D P McDonogh,0,J P O'Brien,9th,1 3/4 l,5,9-2,-,True,149,36
Curragh Racing Results | 3rd November 2024 15:35,N/A,15:35,Yielding To Soft,1m 4f,Mashhoor,B M Coen,0,J P Murtagh,8th,1 3/4 l,6,9-7,-,True,149,36
Curragh Racing Results | 3rd November 2024 15:35,N/A,15:35,Yielding To Soft,1m 4f,Falcon Eight (IRE),L F Roche,0,D K Weld,7th,3/4 l,9,9-7p,-,True,149,36
Curragh Racing Results | 3rd November 2024 15:35,N/A,15:35,Yielding To Soft,1m 4f,Cristal Clere (IRE),S D Bowen,0,J Nallen,6th,1 1/4 l,6,9-7,-,True,149,36
Curragh Racing Results | 3rd November 2024 15:35,N/A,15:35,Yielding To Soft,1m 4f,Iseult Of Ireland (USA),M W Hassett,0,A P O'Brien,5th,1/2 l,3,8-11p,-,True,149,36
Curragh Racing Results | 3rd November 2024 15:35,N/A,15:35,Yielding To Soft,1m 4f,Rubies Are Red (IRE),C D Hayes,0,A P O'Brien,4th,2 1/2 l,3,8-11,-,True,149,36
Curragh Racing Results | 3rd November 2024 15:35,N/A,15:35,Yielding To Soft,1m 4f,North Africa (IRE),N M Crosse,0,A P O'Brien,3rd,3 1/2 l,3,8-11,-,True,149,36
Curragh Racing Results | 3rd November 2024 15:35,N/A,15:35,Yielding To Soft,1m 4f,Galileo Dame (IRE),D McMonagle,0,J P O'Brien,2nd,5 l,3,8-11,-,True,149,36
Curragh Racing Results | 3rd November 2024 15:35,N/A,15:35,Yielding To Soft,1m 4f,Hamish,R Kingscote,0,W J Haggas,1st,N/A,8,9-12,-,True,149,36
Curragh Racing Results | 3rd November 2024 16:10,N/A,16:10,Yielding To Soft,1m 4f,Liltia,W J Lee,0,W McCreery,NR,N/A,3,9-3,-,True,149,37
Curragh Racing Results | 3rd November 2024 16:10,N/A,16:10,Yielding To Soft,1m 4f,You Played Well (IRE),D E Sheehy,0,K Purcell,19th,28 l,3,9-8,-,True,149,37
Curragh Racing Results | 3rd November 2024 16:10,N/A,16:10,Yielding To Soft,1m 4f,Gatsby Grey (FR),R P Whelan,0,O McKiernan,18th,3 1/2 l,8,9-13tp1,-,True,149,37
Curragh Racing Results | 3rd November 2024 16:10,N/A,16:10,Yielding To Soft,1m 4f,Milverton,S D Bowen,3,K Thornton,17th,Head,5,9-13t,-,True,149,37
Curragh Racing Results | 3rd November 2024 16:10,N/A,16:10,Yielding To Soft,1m 4f,Another Night (IRE),N M Crosse,0,Mrs J Harrington,16th,1/2 l,3,9-3p,-,True,149,37
Curragh Racing Results | 3rd November 2024 16:10,N/A,16:10,Yielding To Soft,1m 4f,Joe Bob (IRE),C D Hayes,0,Kevin Coleman,15th,Neck,4,9-13,-,True,149,37
Curragh Racing Results | 3rd November 2024 16:10,N/A,16:10,Yielding To Soft,1m 4f,Silent Guardian,C T Keane,0,E Mullins,14th,9 1/2 l,3,9-8,-,True,149,37
Curragh Racing Results | 3rd November 2024 16:10,N/A,16:10,Yielding To Soft,1m 4f,Boola Times (IRE),J M Sheridan,0,D Budds,13th,5 l,3,9-8,-,True,149,37
Curragh Racing Results | 3rd November 2024 16:10,N/A,16:10,Yielding To Soft,1m 4f,Saol Gaelach (IRE),R P Cleary,0,J S Bolger,12th,Head,3,9-3,-,True,149,37
Curragh Racing Results | 3rd November 2024 16:10,N/A,16:10,Yielding To Soft,1m 4f,Nelson Muntz (IRE),M W Hassett,5,D H Kelly,11th,2 1/2 l,5,9-13,-,True,149,37
Curragh Racing Results | 3rd November 2024 16:10,N/A,16:10,Yielding To Soft,1m 4f,Ragmans Corner (IRE),J Kearney,5,G Keane,10th,1/2 l,5,9-13,-,True,149,37
Curragh Racing Results | 3rd November 2024 16:10,N/A,16:10,Yielding To Soft,1m 4f,Molto Amichi (IRE),L T McAteer,0,E Griffin,9th,1 l,3,9-8,-,True,149,37
Curragh Racing Results | 3rd November 2024 16:10,N/A,16:10,Yielding To Soft,1m 4f,Bloom Vega (IRE),B M Coen,0,J P Murtagh,8th,Neck,3,9-3,-,True,149,37
Curragh Racing Results | 3rd November 2024 16:10,N/A,16:10,Yielding To Soft,1m 4f,Katherine (IRE),S T McCullagh,3,A Sexton,7th,1/2 l,7,9-8,-,True,149,37
Curragh Racing Results | 3rd November 2024 16:10,N/A,16:10,Yielding To Soft,1m 4f,Luker's Tipple (IRE),R C Colgan,0,A Kinirons,6th,3/4 l,3,9-8,-,True,149,37
Curragh Racing Results | 3rd November 2024 16:10,N/A,16:10,Yielding To Soft,1m 4f,Sundance Sioux (IRE),J J G Ryan,3,Cian Hughes,5th,2 l,3,9-8,-,True,149,37
Curragh Racing Results | 3rd November 2024 16:10,N/A,16:10,Yielding To Soft,1m 4f,Tribal Star (IRE),Adam Caffrey,3,A McGuinness,4th,5 1/2 l,3,9-8p1,-,True,149,37
Curragh Racing Results | 3rd November 2024 16:10,N/A,16:10,Yielding To Soft,1m 4f,Osprey (IRE),D McMonagle,0,A P O'Brien,3rd,3 l,3,9-3,-,True,149,37
Curragh Racing Results | 3rd November 2024 16:10,N/A,16:10,Yielding To Soft,1m 4f,Royal Entry (IRE),D P McDonogh,0,J S Bolger,2nd,1 1/2 l,3,9-3,-,True,149,37
Curragh Racing Results | 3rd November 2024 16:10,N/A,16:10,Yielding To Soft,1m 4f,Jetara (IRE),S Foley,0,Mrs J Harrington,1st,N/A,6,9-8,-,True,149,37
Curragh Racing Results | 3rd November 2024 16:10,N/A,16:10,Yielding To Soft,1m 4f,Liltia,W J Lee,0,W McCreery,NR,N/A,3,9-3,-,True,149,37
Curragh Racing Results | 3rd November 2024 16:10,N/A,16:10,Yielding To Soft,1m 4f,You Played Well (IRE),D E Sheehy,0,K Purcell,19th,28 l,3,9-8,-,True,149,37
Curragh Racing Results | 3rd November 2024 16:10,N/A,16:10,Yielding To Soft,1m 4f,Gatsby Grey (FR),R P Whelan,0,O McKiernan,18th,3 1/2 l,8,9-13tp1,-,True,149,37
Curragh Racing Results | 3rd November 2024 16:10,N/A,16:10,Yielding To Soft,1m 4f,Milverton,S D Bowen,3,K Thornton,17th,Head,5,9-13t,-,True,149,37
Curragh Racing Results | 3rd November 2024 16:10,N/A,16:10,Yielding To Soft,1m 4f,Another Night (IRE),N M Crosse,0,Mrs J Harrington,16th,1/2 l,3,9-3p,-,True,149,37
Curragh Racing Results | 3rd November 2024 16:10,N/A,16:10,Yielding To Soft,1m 4f,Joe Bob (IRE),C D Hayes,0,Kevin Coleman,15th,Neck,4,9-13,-,True,149,37
Curragh Racing Results | 3rd November 2024 16:10,N/A,16:10,Yielding To Soft,1m 4f,Silent Guardian,C T Keane,0,E Mullins,14th,9 1/2 l,3,9-8,-,True,149,37
Curragh Racing Results | 3rd November 2024 16:10,N/A,16:10,Yielding To Soft,1m 4f,Boola Times (IRE),J M Sheridan,0,D Budds,13th,5 l,3,9-8,-,True,149,37
Curragh Racing Results | 3rd November 2024 16:10,N/A,16:10,Yielding To Soft,1m 4f,Saol Gaelach (IRE),R P Cleary,0,J S Bolger,12th,Head,3,9-3,-,True,149,37
Curragh Racing Results | 3rd November 2024 16:10,N/A,16:10,Yielding To Soft,1m 4f,Nelson Muntz (IRE),M W Hassett,5,D H Kelly,11th,2 1/2 l,5,9-13,-,True,149,37
Curragh Racing Results | 3rd November 2024 16:10,N/A,16:10,Yielding To Soft,1m 4f,Ragmans Corner (IRE),J Kearney,5,G Keane,10th,1/2 l,5,9-13,-,True,149,37
Curragh Racing Results | 3rd November 2024 16:10,N/A,16:10,Yielding To Soft,1m 4f,Molto Amichi (IRE),L T McAteer,0,E Griffin,9th,1 l,3,9-8,-,True,149,37
Curragh Racing Results | 3rd November 2024 16:10,N/A,16:10,Yielding To Soft,1m 4f,Bloom Vega (IRE),B M Coen,0,J P Murtagh,8th,Neck,3,9-3,-,True,149,37
Curragh Racing Results | 3rd November 2024 16:10,N/A,16:10,Yielding To Soft,1m 4f,Katherine (IRE),S T McCullagh,3,A Sexton,7th,1/2 l,7,9-8,-,True,149,37
Curragh Racing Results | 3rd November 2024 16:10,N/A,16:10,Yielding To Soft,1m 4f,Luker's Tipple (IRE),R C Colgan,0,A Kinirons,6th,3/4 l,3,9-8,-,True,149,37
Curragh Racing Results | 3rd November 2024 16:10,N/A,16:10,Yielding To Soft,1m 4f,Sundance Sioux (IRE),J J G Ryan,3,Cian Hughes,5th,2 l,3,9-8,-,True,149,37
Curragh Racing Results | 3rd November 2024 16:10,N/A,16:10,Yielding To Soft,1m 4f,Tribal Star (IRE),Adam Caffrey,3,A McGuinness,4th,5 1/2 l,3,9-8p1,-,True,149,37
Curragh Racing Results | 3rd November 2024 16:10,N/A,16:10,Yielding To Soft,1m 4f,Osprey (IRE),D McMonagle,0,A P O'Brien,3rd,3 l,3,9-3,-,True,149,37
Curragh Racing Results | 3rd November 2024 16:10,N/A,16:10,Yielding To Soft,1m 4f,Royal Entry (IRE),D P McDonogh,0,J S Bolger,2nd,1 1/2 l,3,9-3,-,True,149,37
Curragh Racing Results | 3rd November 2024 16:10,N/A,16:10,Yielding To Soft,1m 4f,Jetara (IRE),S Foley,0,Mrs J Harrington,1st,N/A,6,9-8,-,True,149,37
Cork Racing Results | 3rd November 2024 12:38,N/A,12:38,Good (Good To Yielding In Places),2m 60y,Casa Manolo (IRE),J P Shinnick,5,L J Archdeacon,PU,N/A,4,11-7,-,True,149,38
Cork Racing Results | 3rd November 2024 12:38,N/A,12:38,Good (Good To Yielding In Places),2m 60y,Wakey Wakey Man (IRE),P T Enright,0,J Dullea,14th,16 l,4,11-7,-,True,149,38
