track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,15:20,Good To Yielding,2m 3f 120y,Ivar The Boneless (IRE),K E Buckley,0,R K Watson,5th,82 l,6,11-0ht,-,True,149,28
N/A,N/A,15:20,Good To Yielding,2m 3f 120y,The Big Chap (IRE),K M Donoghue,0,P W Flynn,4th,74 l,7,11-4p,-,True,149,28
N/A,N/A,15:20,Good To Yielding,2m 3f 120y,Lucid Dreams (IRE),D E Mullins,0,J P Ryan,3rd,10 l,9,11-4,-,True,149,28
N/A,N/A,15:20,Good To Yielding,2m 3f 120y,Pinkerton (IRE),D Meyler,0,N Meade,2nd,2 1/4 l,8,11-0t,-,True,149,28
N/A,N/A,15:20,Good To Yielding,2m 3f 120y,Found A Fifty (IRE),Sam Ewing,0,G Elliott,1st,N/A,7,12-0,-,True,149,28
N/A,N/A,15:50,Good To Yielding  Flat (Turf),2m 190y,Koktail Brut (FR),Mr J M Halford,7,G Elliott,NR,N/A,4,12-0,-,True,149,29
N/A,N/A,15:50,Good To Yielding  Flat (Turf),2m 190y,King Conor (IRE),Mr D G Lavery,0,P Flood,7th,4 l,4,12-0,-,True,149,29
N/A,N/A,15:50,Good To Yielding  Flat (Turf),2m 190y,Mileview (IRE),Mr N McParlan,0,C A McBratney,6th,23 l,6,12-0,-,True,149,29
N/A,N/A,15:50,Good To Yielding  Flat (Turf),2m 190y,Dance Monkey (FR),Mr S Connor,7,S R B Crawford,5th,3 1/4 l,4,12-0,-,True,149,29
N/A,N/A,15:50,Good To Yielding  Flat (Turf),2m 190y,Hunsaker (IRE),Mr F Maguire,0,Peter Fahey,4th,3 3/4 l,5,12-0,-,True,149,29
N/A,N/A,15:50,Good To Yielding  Flat (Turf),2m 190y,Knockraha Eagle (IRE),Mr J Dunne,7,Ian Donoghue,3rd,15 l,4,12-0,-,True,149,29
N/A,N/A,15:50,Good To Yielding  Flat (Turf),2m 190y,Faithful Follower (IRE),Mr J L Gleeson,3,E Mullins,2nd,1 3/4 l,5,12-0,-,True,149,29
N/A,N/A,15:50,Good To Yielding  Flat (Turf),2m 190y,Classical Creek,Mr H C Swan,3,G Elliott,1st,N/A,4,12-0,-,True,149,29
N/A,N/A,15:50,Good To Yielding  Flat (Turf),2m 190y,Koktail Brut (FR),Mr J M Halford,7,G Elliott,NR,N/A,4,12-0,-,True,149,29
N/A,N/A,15:50,Good To Yielding  Flat (Turf),2m 190y,King Conor (IRE),Mr D G Lavery,0,P Flood,7th,4 l,4,12-0,-,True,149,29
N/A,N/A,15:50,Good To Yielding  Flat (Turf),2m 190y,Mileview (IRE),Mr N McParlan,0,C A McBratney,6th,23 l,6,12-0,-,True,149,29
N/A,N/A,15:50,Good To Yielding  Flat (Turf),2m 190y,Dance Monkey (FR),Mr S Connor,7,S R B Crawford,5th,3 1/4 l,4,12-0,-,True,149,29
N/A,N/A,15:50,Good To Yielding  Flat (Turf),2m 190y,Hunsaker (IRE),Mr F Maguire,0,Peter Fahey,4th,3 3/4 l,5,12-0,-,True,149,29
N/A,N/A,15:50,Good To Yielding  Flat (Turf),2m 190y,Knockraha Eagle (IRE),Mr J Dunne,7,Ian Donoghue,3rd,15 l,4,12-0,-,True,149,29
N/A,N/A,15:50,Good To Yielding  Flat (Turf),2m 190y,Faithful Follower (IRE),Mr J L Gleeson,3,E Mullins,2nd,1 3/4 l,5,12-0,-,True,149,29
N/A,N/A,15:50,Good To Yielding  Flat (Turf),2m 190y,Classical Creek,Mr H C Swan,3,G Elliott,1st,N/A,4,12-0,-,True,149,29
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Amigo Veritas (IRE),J A Powell,3,D J Bunyan,27th,37 l,2,9-7,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Petite Madame (IRE),Neve Bennett,7,J P Fahey,26th,7 1/2 l,2,9-2,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Miss Americana,S D Bowen,3,C O'Brien,25th,3 1/2 l,2,9-2,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,The Angelic Doctor,R Donaghue-Leahy,7,B W Duke,24th,4 1/4 l,2,9-7b1,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Mousse (IRE),N M Crosse,0,Mrs J Harrington,23rd,2 l,2,9-2,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Lily Parr,R C Colgan,0,S Lavery,22nd,3/4 l,2,9-2,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Casheldale Lass (IRE),L T McAteer,0,A Kinirons,21st,Short Head,2,9-2,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Southgreen (IRE),R P Cleary,0,D J Bunyan,20th,1 l,2,9-7,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Wasittheway (IRE),C D Maxwell,0,T G McCourt,19th,2 l,2,9-7,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Cala Bonita (IRE),R Whearty,3,M J Smith,18th,1/2 l,2,9-2,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Broadchurch (IRE),G F Carroll,0,J G Murphy,17th,2 l,2,9-7,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Palmezzano (IRE),S T McCullagh,3,J P O'Brien,16th,Nose,2,9-7,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Report To Station (IRE),L F Roche,0,J P Fahey,15th,1 1/4 l,2,9-2,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Cinammon Coco (IRE),M P Sheehy,0,J P O'Brien,14th,Neck,2,9-7,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Angels Instead (IRE),Adam Caffrey,3,Miss Jennifer Anne Lynch,13th,Neck,2,9-7,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Enziya (IRE),J J G Ryan,3,R P Cody,12th,Nose,2,9-7,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Oranzona (IRE),B M Coen,0,S Lavery,11th,1/2 l,2,9-2,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Faro Luminoso (IRE),D P McDonogh,0,J P O'Brien,10th,1 1/2 l,2,9-7,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Hamadhan (IRE),R P Whelan,0,M Halford & T Collins,9th,2 1/2 l,2,9-7,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Honeysuckle Rose,C D Hayes,0,J P O'Brien,8th,Head,2,9-2,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Propose (IRE),M W Hassett,5,A P O'Brien,7th,2 3/4 l,2,9-7,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Red King (IRE),W J Lee,0,A Oliver,6th,Short Head,2,9-7,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Iron Fist (IRE),S Foley,0,Mrs J Harrington,5th,1 1/2 l,2,9-7,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Mister Adam,J M Sheridan,0,Gerard O'Leary,4th,2 1/4 l,2,9-7,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Double Vision (IRE),G M Ryan,0,A P O'Brien,3rd,1/2 l,2,9-7,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Game Point (IRE),C T Keane,0,G M Lyons,2nd,1/2 l,2,9-7,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Kibris (IRE),D McMonagle,0,J P O'Brien,1st,N/A,2,9-7,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Amigo Veritas (IRE),J A Powell,3,D J Bunyan,27th,37 l,2,9-7,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Petite Madame (IRE),Neve Bennett,7,J P Fahey,26th,7 1/2 l,2,9-2,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Miss Americana,S D Bowen,3,C O'Brien,25th,3 1/2 l,2,9-2,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,The Angelic Doctor,R Donaghue-Leahy,7,B W Duke,24th,4 1/4 l,2,9-7b1,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Mousse (IRE),N M Crosse,0,Mrs J Harrington,23rd,2 l,2,9-2,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Lily Parr,R C Colgan,0,S Lavery,22nd,3/4 l,2,9-2,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Casheldale Lass (IRE),L T McAteer,0,A Kinirons,21st,Short Head,2,9-2,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Southgreen (IRE),R P Cleary,0,D J Bunyan,20th,1 l,2,9-7,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Wasittheway (IRE),C D Maxwell,0,T G McCourt,19th,2 l,2,9-7,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Cala Bonita (IRE),R Whearty,3,M J Smith,18th,1/2 l,2,9-2,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Broadchurch (IRE),G F Carroll,0,J G Murphy,17th,2 l,2,9-7,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Palmezzano (IRE),S T McCullagh,3,J P O'Brien,16th,Nose,2,9-7,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Report To Station (IRE),L F Roche,0,J P Fahey,15th,1 1/4 l,2,9-2,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Cinammon Coco (IRE),M P Sheehy,0,J P O'Brien,14th,Neck,2,9-7,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Angels Instead (IRE),Adam Caffrey,3,Miss Jennifer Anne Lynch,13th,Neck,2,9-7,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Enziya (IRE),J J G Ryan,3,R P Cody,12th,Nose,2,9-7,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Oranzona (IRE),B M Coen,0,S Lavery,11th,1/2 l,2,9-2,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Faro Luminoso (IRE),D P McDonogh,0,J P O'Brien,10th,1 1/2 l,2,9-7,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Hamadhan (IRE),R P Whelan,0,M Halford & T Collins,9th,2 1/2 l,2,9-7,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Honeysuckle Rose,C D Hayes,0,J P O'Brien,8th,Head,2,9-2,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Propose (IRE),M W Hassett,5,A P O'Brien,7th,2 3/4 l,2,9-7,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Red King (IRE),W J Lee,0,A Oliver,6th,Short Head,2,9-7,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Iron Fist (IRE),S Foley,0,Mrs J Harrington,5th,1 1/2 l,2,9-7,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Mister Adam,J M Sheridan,0,Gerard O'Leary,4th,2 1/4 l,2,9-7,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Double Vision (IRE),G M Ryan,0,A P O'Brien,3rd,1/2 l,2,9-7,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Game Point (IRE),C T Keane,0,G M Lyons,2nd,1/2 l,2,9-7,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:25,N/A,12:25,Yielding To Soft,1m,Kibris (IRE),D McMonagle,0,J P O'Brien,1st,N/A,2,9-7,-,True,149,30
Curragh Racing Results | 3rd November 2024 12:55,N/A,12:55,Yielding To Soft,7f,Una Matata (IRE),W J Lee,0,C Timmons,8th,4 3/4 l,3,9-4ht1,-,True,149,31
Curragh Racing Results | 3rd November 2024 12:55,N/A,12:55,Yielding To Soft,7f,Nightcliff (IRE),D McMonagle,0,J P O'Brien,7th,1/2 l,4,9-1t,-,True,149,31
Curragh Racing Results | 3rd November 2024 12:55,N/A,12:55,Yielding To Soft,7f,Ivasecret (IRE),C T Keane,0,C Collins,6th,Nose,6,9-10,-,True,149,31
Curragh Racing Results | 3rd November 2024 12:55,N/A,12:55,Yielding To Soft,7f,Miss Australie (IRE),C Horgan,7,P O'Rourke,5th,4 3/4 l,3,8-11,-,True,149,31
Curragh Racing Results | 3rd November 2024 12:55,N/A,12:55,Yielding To Soft,7f,Midream (IRE),R P Whelan,0,Stephen Thorne,4th,2 3/4 l,4,9-5,-,True,149,31
Curragh Racing Results | 3rd November 2024 12:55,N/A,12:55,Yielding To Soft,7f,Mataariki (FR),M W Hassett,5,J P O'Brien,3rd,Short Head,3,9-4t,-,True,149,31
Curragh Racing Results | 3rd November 2024 12:55,N/A,12:55,Yielding To Soft,7f,Wexford Native (IRE),R P Cleary,0,J S Bolger,2nd,1 1/4 l,5,9-6,-,True,149,31
Curragh Racing Results | 3rd November 2024 12:55,N/A,12:55,Yielding To Soft,7f,Big Gossey (IRE),R Whearty,3,C O'Brien,1st,N/A,7,9-10,-,True,149,31
Curragh Racing Results | 3rd November 2024 12:55,N/A,12:55,Yielding To Soft,7f,Una Matata (IRE),W J Lee,0,C Timmons,8th,4 3/4 l,3,9-4ht1,-,True,149,31
Curragh Racing Results | 3rd November 2024 12:55,N/A,12:55,Yielding To Soft,7f,Nightcliff (IRE),D McMonagle,0,J P O'Brien,7th,1/2 l,4,9-1t,-,True,149,31
Curragh Racing Results | 3rd November 2024 12:55,N/A,12:55,Yielding To Soft,7f,Ivasecret (IRE),C T Keane,0,C Collins,6th,Nose,6,9-10,-,True,149,31
Curragh Racing Results | 3rd November 2024 12:55,N/A,12:55,Yielding To Soft,7f,Miss Australie (IRE),C Horgan,7,P O'Rourke,5th,4 3/4 l,3,8-11,-,True,149,31
Curragh Racing Results | 3rd November 2024 12:55,N/A,12:55,Yielding To Soft,7f,Midream (IRE),R P Whelan,0,Stephen Thorne,4th,2 3/4 l,4,9-5,-,True,149,31
Curragh Racing Results | 3rd November 2024 12:55,N/A,12:55,Yielding To Soft,7f,Mataariki (FR),M W Hassett,5,J P O'Brien,3rd,Short Head,3,9-4t,-,True,149,31
Curragh Racing Results | 3rd November 2024 12:55,N/A,12:55,Yielding To Soft,7f,Wexford Native (IRE),R P Cleary,0,J S Bolger,2nd,1 1/4 l,5,9-6,-,True,149,31
Curragh Racing Results | 3rd November 2024 12:55,N/A,12:55,Yielding To Soft,7f,Big Gossey (IRE),R Whearty,3,C O'Brien,1st,N/A,7,9-10,-,True,149,31
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Lexington Dash (FR),D W O'Connor,0,J C McConnell,26th,3/4 l,7,9-4tv1,75,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Uncle Albert (IRE),S Foley,0,K P Cotter,25th,2 1/4 l,3,8-11,69,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Selective Power (IRE),R Whearty,3,Thomas Coyle,24th,1 3/4 l,5,8-10p,67,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Mythical Rock (IRE),L T McAteer,0,J M Barrett,23rd,Head,3,9-5,77,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Nikki Swango (IRE),D P McDonogh,0,A McGuinness,22nd,3 1/4 l,3,8-10,68,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Dagoda (IRE),L F Roche,0,Miss Jennifer Anne Lynch,21st,2 1/2 l,6,9-5p,76,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Lust (IRE),W Joyce,5,M Mulvany,20th,2 3/4 l,6,8-7tb,64,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Chicago Storm,Siobhan Rutledge,3,C Timmons,19th,Head,5,8-7tv,64,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Zephron,M W Hassett,5,D Cullen,18th,3/4 l,7,9-7p,78,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Mile End,Nicola Burns,10,Ciaran Murphy,17th,1/2 l,4,9-9b,80,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Dark Viper,K G Kennedy,7,Mrs J Harrington,16th,Neck,3,8-8p,66,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Port Louis (IRE),C T Keane,0,N Meade,15th,2 1/2 l,3,9-4,76,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Eighty Eight (IRE),C Geerdharry,7,J Feane,14th,Head,5,8-9t,66,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Neo Smart (IRE),R P Cleary,0,J S Bolger,13th,1/2 l,3,8-13t,71,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Enough Already,J A Powell,3,A McGuinness,12th,1/2 l,8,8-9,66,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Sirjack Thomas (IRE),B M Coen,0,A McGuinness,11th,Neck,9,9-2,73,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Catherine Chroi (IRE),J J G Ryan,3,C O'Connell,10th,Head,6,9-2b,73,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Eddie G (IRE),Adam Caffrey,3,A McGuinness,9th,1/2 l,3,9-7,79,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Gandolfo (IRE),C D Hayes,0,N Meade,8th,Neck,3,8-12b,70,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Purring Along (IRE),N M Crosse,0,Aidan Melia,7th,Nose,5,8-7v,64,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Genuine Jim (IRE),N G McCullagh,0,R P Burns,6th,1 1/4 l,4,8-7,64,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Loingseoir (IRE),D E Sheehy,0,M C Grassick,5th,Head,8,8-12t,69,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Merisi Diamond (IRE),R P Whelan,0,Ms J Morgan,4th,1 1/2 l,5,10-2t,87,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Mercurial (IRE),S D Bowen,3,J Nallen,3rd,2 1/4 l,5,9-12b1,83,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,All Lies Ahead (IRE),W J Lee,0,W McCreery,2nd,1 1/4 l,6,10-1v,86,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Engines On (IRE),R M Mulligan,7,Mrs P Dobbs,1st,N/A,4,8-7,64,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Lexington Dash (FR),D W O'Connor,0,J C McConnell,26th,3/4 l,7,9-4tv1,75,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Uncle Albert (IRE),S Foley,0,K P Cotter,25th,2 1/4 l,3,8-11,69,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Selective Power (IRE),R Whearty,3,Thomas Coyle,24th,1 3/4 l,5,8-10p,67,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Mythical Rock (IRE),L T McAteer,0,J M Barrett,23rd,Head,3,9-5,77,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Nikki Swango (IRE),D P McDonogh,0,A McGuinness,22nd,3 1/4 l,3,8-10,68,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Dagoda (IRE),L F Roche,0,Miss Jennifer Anne Lynch,21st,2 1/2 l,6,9-5p,76,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Lust (IRE),W Joyce,5,M Mulvany,20th,2 3/4 l,6,8-7tb,64,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Chicago Storm,Siobhan Rutledge,3,C Timmons,19th,Head,5,8-7tv,64,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Zephron,M W Hassett,5,D Cullen,18th,3/4 l,7,9-7p,78,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Mile End,Nicola Burns,10,Ciaran Murphy,17th,1/2 l,4,9-9b,80,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Dark Viper,K G Kennedy,7,Mrs J Harrington,16th,Neck,3,8-8p,66,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Port Louis (IRE),C T Keane,0,N Meade,15th,2 1/2 l,3,9-4,76,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Eighty Eight (IRE),C Geerdharry,7,J Feane,14th,Head,5,8-9t,66,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Neo Smart (IRE),R P Cleary,0,J S Bolger,13th,1/2 l,3,8-13t,71,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Enough Already,J A Powell,3,A McGuinness,12th,1/2 l,8,8-9,66,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Sirjack Thomas (IRE),B M Coen,0,A McGuinness,11th,Neck,9,9-2,73,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Catherine Chroi (IRE),J J G Ryan,3,C O'Connell,10th,Head,6,9-2b,73,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Eddie G (IRE),Adam Caffrey,3,A McGuinness,9th,1/2 l,3,9-7,79,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Gandolfo (IRE),C D Hayes,0,N Meade,8th,Neck,3,8-12b,70,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Purring Along (IRE),N M Crosse,0,Aidan Melia,7th,Nose,5,8-7v,64,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Genuine Jim (IRE),N G McCullagh,0,R P Burns,6th,1 1/4 l,4,8-7,64,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Loingseoir (IRE),D E Sheehy,0,M C Grassick,5th,Head,8,8-12t,69,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Merisi Diamond (IRE),R P Whelan,0,Ms J Morgan,4th,1 1/2 l,5,10-2t,87,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Mercurial (IRE),S D Bowen,3,J Nallen,3rd,2 1/4 l,5,9-12b1,83,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,All Lies Ahead (IRE),W J Lee,0,W McCreery,2nd,1 1/4 l,6,10-1v,86,True,149,32
Curragh Racing Results | 3rd November 2024 13:25,N/A,13:25,Yielding To Soft,7f,Engines On (IRE),R M Mulligan,7,Mrs P Dobbs,1st,N/A,4,8-7,64,True,149,32
Curragh Racing Results | 3rd November 2024 13:55,N/A,13:55,Yielding To Soft,5f,Iva Batt (IRE),K G Kennedy,7,R K Watson,NR,N/A,6,8-7b,68,True,149,33
Curragh Racing Results | 3rd November 2024 13:55,N/A,13:55,Yielding To Soft,5f,Platino Bianco (IRE),R P Cleary,0,C Timmons,13th,7 1/2 l,3,8-71,68,True,149,33
Curragh Racing Results | 3rd November 2024 13:55,N/A,13:55,Yielding To Soft,5f,Harry's Hill,M W Hassett,5,M Hassett,12th,Neck,6,9-8,83,True,149,33
Curragh Racing Results | 3rd November 2024 13:55,N/A,13:55,Yielding To Soft,5f,Mickey The Steel,R M Mulligan,7,Joseph Murray,11th,1 l,6,9-11tp,86,True,149,33
Curragh Racing Results | 3rd November 2024 13:55,N/A,13:55,Yielding To Soft,5f,Step Back In Time (IRE),Siobhan Rutledge,3,C Timmons,10th,1 l,6,8-7p,68,True,149,33
Curragh Racing Results | 3rd November 2024 13:55,N/A,13:55,Yielding To Soft,5f,Salah Belle (IRE),R C Colgan,0,S Lavery,9th,Neck,3,9-1,76,True,149,33
Curragh Racing Results | 3rd November 2024 13:55,N/A,13:55,Yielding To Soft,5f,Transcendental (FR),R Whearty,3,G P Cromwell,8th,1 1/4 l,6,9-11,86,True,149,33
Curragh Racing Results | 3rd November 2024 13:55,N/A,13:55,Yielding To Soft,5f,Apache Outlaw (IRE),Adam Caffrey,3,A McGuinness,7th,Head,4,10-0,89,True,149,33
