track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Dundalk Racing Results | 14th February 2024 16:10,N/A,16:10,Standard,1m 4f,Barrys Rock (IRE),R P Cleary,0,A Mullins,NR,N/A,9,9-3v,52,True,102,1
Dundalk Racing Results | 14th February 2024 16:10,N/A,16:10,Standard,1m 4f,Sioux Grit (IRE),J A Powell,3,R P Burns,14th,2 3/4 l,6,8-12,47,True,102,1
Dundalk Racing Results | 14th February 2024 16:10,N/A,16:10,Standard,1m 4f,Mille Miglia,C D Maxwell,0,C A McBratney,13th,1/2 l,6,9-3b1,52,True,102,1
Dundalk Racing Results | 14th February 2024 16:10,N/A,16:10,Standard,1m 4f,Highland Train (IRE),O McSweeney,5,L Comer,12th,1 l,4,9-5,56,True,102,1
Dundalk Racing Results | 14th February 2024 16:10,N/A,16:10,Standard,1m 4f,Angel In The Sky (IRE),R C Colgan,0,L Comer,11th,2 1/4 l,9,9-1tp,50,True,102,1
Dundalk Racing Results | 14th February 2024 16:10,N/A,16:10,Standard,1m 4f,Wojood,J M Sheridan,0,D Hogan,10th,Head,8,8-12tp,47,True,102,1
Dundalk Racing Results | 14th February 2024 16:10,N/A,16:10,Standard,1m 4f,Dr Patrick (IRE),N M Crosse,0,L Comer,9th,1 1/4 l,7,8-12p,47,True,102,1
Dundalk Racing Results | 14th February 2024 16:10,N/A,16:10,Standard,1m 4f,Sunny Dude (IRE),D E Sheehy,3,D Buckley,8th,1/2 l,4,8-10,47,True,102,1
Dundalk Racing Results | 14th February 2024 16:10,N/A,16:10,Standard,1m 4f,Curious Bride (IRE),J J G Ryan,5,E O'Connell,7th,1/2 l,7,10-0t,63,True,102,1
Dundalk Racing Results | 14th February 2024 16:10,N/A,16:10,Standard,1m 4f,Nusra (IRE),N G McCullagh,0,G Ahern,6th,1 1/4 l,7,9-7p,56,True,102,1
Dundalk Racing Results | 14th February 2024 16:10,N/A,16:10,Standard,1m 4f,Alphonse Le Grande (IRE),J A Heffernan,0,A J Martin,5th,1/2 l,5,10-1t,64,True,102,1
Dundalk Racing Results | 14th February 2024 16:10,N/A,16:10,Standard,1m 4f,Darkened (IRE),K J Leonard,0,N C Kelly,4th,Head,8,9-13tb,62,True,102,1
Dundalk Racing Results | 14th February 2024 16:10,N/A,16:10,Standard,1m 4f,Anjah (IRE),D P McDonogh,0,H D McGuigan,3rd,3/4 l,7,8-12tv,47,True,102,1
Dundalk Racing Results | 14th February 2024 16:10,N/A,16:10,Standard,1m 4f,Hinemoa (FR),A C Persse,7,M A Cahill,2nd,Head,8,9-2,51,True,102,1
Dundalk Racing Results | 14th February 2024 16:10,N/A,16:10,Standard,1m 4f,Neddies Boy (IRE),D McMonagle,0,R P Cody,1st,N/A,6,9-7,56,True,102,1
Dundalk Racing Results | 14th February 2024 16:10,N/A,16:10,Standard,1m 4f,Barrys Rock (IRE),R P Cleary,0,A Mullins,NR,N/A,9,9-3v,52,True,102,1
Dundalk Racing Results | 14th February 2024 16:10,N/A,16:10,Standard,1m 4f,Sioux Grit (IRE),J A Powell,3,R P Burns,14th,2 3/4 l,6,8-12,47,True,102,1
Dundalk Racing Results | 14th February 2024 16:10,N/A,16:10,Standard,1m 4f,Mille Miglia,C D Maxwell,0,C A McBratney,13th,1/2 l,6,9-3b1,52,True,102,1
Dundalk Racing Results | 14th February 2024 16:10,N/A,16:10,Standard,1m 4f,Highland Train (IRE),O McSweeney,5,L Comer,12th,1 l,4,9-5,56,True,102,1
Dundalk Racing Results | 14th February 2024 16:10,N/A,16:10,Standard,1m 4f,Angel In The Sky (IRE),R C Colgan,0,L Comer,11th,2 1/4 l,9,9-1tp,50,True,102,1
Dundalk Racing Results | 14th February 2024 16:10,N/A,16:10,Standard,1m 4f,Wojood,J M Sheridan,0,D Hogan,10th,Head,8,8-12tp,47,True,102,1
Dundalk Racing Results | 14th February 2024 16:10,N/A,16:10,Standard,1m 4f,Dr Patrick (IRE),N M Crosse,0,L Comer,9th,1 1/4 l,7,8-12p,47,True,102,1
Dundalk Racing Results | 14th February 2024 16:10,N/A,16:10,Standard,1m 4f,Sunny Dude (IRE),D E Sheehy,3,D Buckley,8th,1/2 l,4,8-10,47,True,102,1
Dundalk Racing Results | 14th February 2024 16:10,N/A,16:10,Standard,1m 4f,Curious Bride (IRE),J J G Ryan,5,E O'Connell,7th,1/2 l,7,10-0t,63,True,102,1
Dundalk Racing Results | 14th February 2024 16:10,N/A,16:10,Standard,1m 4f,Nusra (IRE),N G McCullagh,0,G Ahern,6th,1 1/4 l,7,9-7p,56,True,102,1
Dundalk Racing Results | 14th February 2024 16:10,N/A,16:10,Standard,1m 4f,Alphonse Le Grande (IRE),J A Heffernan,0,A J Martin,5th,1/2 l,5,10-1t,64,True,102,1
Dundalk Racing Results | 14th February 2024 16:10,N/A,16:10,Standard,1m 4f,Darkened (IRE),K J Leonard,0,N C Kelly,4th,Head,8,9-13tb,62,True,102,1
Dundalk Racing Results | 14th February 2024 16:10,N/A,16:10,Standard,1m 4f,Anjah (IRE),D P McDonogh,0,H D McGuigan,3rd,3/4 l,7,8-12tv,47,True,102,1
Dundalk Racing Results | 14th February 2024 16:10,N/A,16:10,Standard,1m 4f,Hinemoa (FR),A C Persse,7,M A Cahill,2nd,Head,8,9-2,51,True,102,1
Dundalk Racing Results | 14th February 2024 16:10,N/A,16:10,Standard,1m 4f,Neddies Boy (IRE),D McMonagle,0,R P Cody,1st,N/A,6,9-7,56,True,102,1
Dundalk Racing Results | 14th February 2024 16:40,N/A,16:40,Standard,1m 4f,Wishes And Dreams (IRE),D McMonagle,0,Ciaran Murphy,NR,N/A,4,9-1tv1,52,True,102,2
Dundalk Racing Results | 14th February 2024 16:40,N/A,16:40,Standard,1m 4f,In The Cheap Seats,N G McCullagh,0,R K Watson,14th,3 1/2 l,6,8-12h,47,True,102,2
Dundalk Racing Results | 14th February 2024 16:40,N/A,16:40,Standard,1m 4f,General Idea,J J G Ryan,5,Ian Donoghue,13th,3/4 l,5,10-1tp,64,True,102,2
Dundalk Racing Results | 14th February 2024 16:40,N/A,16:40,Standard,1m 4f,Picpoul (IRE),J A Powell,3,M Rice,12th,1 1/2 l,6,10-2,65,True,102,2
Dundalk Racing Results | 14th February 2024 16:40,N/A,16:40,Standard,1m 4f,Nevada Brave (IRE),N M Crosse,0,L Comer,11th,1 1/2 l,6,8-12,47,True,102,2
Dundalk Racing Results | 14th February 2024 16:40,N/A,16:40,Standard,1m 4f,Kiwi Kiss (FR),R Whearty,5,G P Cromwell,10th,1 1/2 l,8,9-8h,57,True,102,2
Dundalk Racing Results | 14th February 2024 16:40,N/A,16:40,Standard,1m 4f,Emperor Of Silk (IRE),R C Colgan,0,L Comer,9th,Head,7,9-6b,55,True,102,2
Dundalk Racing Results | 14th February 2024 16:40,N/A,16:40,Standard,1m 4f,Atlantic Island (IRE),O McSweeney,5,L Comer,8th,2 1/4 l,5,9-12,61,True,102,2
Dundalk Racing Results | 14th February 2024 16:40,N/A,16:40,Standard,1m 4f,Power Drive,Ciara Flynn,7,P W Flynn,7th,3/4 l,9,9-6p,55,True,102,2
Dundalk Racing Results | 14th February 2024 16:40,N/A,16:40,Standard,1m 4f,Goonyaboyya (IRE),J Kearney,5,G Keane,6th,1/2 l,5,9-7,56,True,102,2
Dundalk Racing Results | 14th February 2024 16:40,N/A,16:40,Standard,1m 4f,Tudor Manor (IRE),D P McDonogh,0,P J Flynn,5th,Neck,8,9-9,58,True,102,2
Dundalk Racing Results | 14th February 2024 16:40,N/A,16:40,Standard,1m 4f,Lucky Question,Siobhan Rutledge,3,S Lavery,4th,1/2 l,4,8-10,47,True,102,2
Dundalk Racing Results | 14th February 2024 16:40,N/A,16:40,Standard,1m 4f,Gracesolution (IRE),S R Markey,10,R O'Sullivan,3rd,3/4 l,7,10-1v1,64,True,102,2
Dundalk Racing Results | 14th February 2024 16:40,N/A,16:40,Standard,1m 4f,St Cianans Fire (IRE),J A Heffernan,0,S Crawley,2nd,4 1/2 l,6,9-10t,59,True,102,2
Dundalk Racing Results | 14th February 2024 16:40,N/A,16:40,Standard,1m 4f,Noble Crusade (USA),K G Kennedy,7,J C McConnell,1st,N/A,6,9-1,50,True,102,2
Dundalk Racing Results | 14th February 2024 16:40,N/A,16:40,Standard,1m 4f,Wishes And Dreams (IRE),D McMonagle,0,Ciaran Murphy,NR,N/A,4,9-1tv1,52,True,102,2
Dundalk Racing Results | 14th February 2024 16:40,N/A,16:40,Standard,1m 4f,In The Cheap Seats,N G McCullagh,0,R K Watson,14th,3 1/2 l,6,8-12h,47,True,102,2
Dundalk Racing Results | 14th February 2024 16:40,N/A,16:40,Standard,1m 4f,General Idea,J J G Ryan,5,Ian Donoghue,13th,3/4 l,5,10-1tp,64,True,102,2
Dundalk Racing Results | 14th February 2024 16:40,N/A,16:40,Standard,1m 4f,Picpoul (IRE),J A Powell,3,M Rice,12th,1 1/2 l,6,10-2,65,True,102,2
Dundalk Racing Results | 14th February 2024 16:40,N/A,16:40,Standard,1m 4f,Nevada Brave (IRE),N M Crosse,0,L Comer,11th,1 1/2 l,6,8-12,47,True,102,2
Dundalk Racing Results | 14th February 2024 16:40,N/A,16:40,Standard,1m 4f,Kiwi Kiss (FR),R Whearty,5,G P Cromwell,10th,1 1/2 l,8,9-8h,57,True,102,2
Dundalk Racing Results | 14th February 2024 16:40,N/A,16:40,Standard,1m 4f,Emperor Of Silk (IRE),R C Colgan,0,L Comer,9th,Head,7,9-6b,55,True,102,2
Dundalk Racing Results | 14th February 2024 16:40,N/A,16:40,Standard,1m 4f,Atlantic Island (IRE),O McSweeney,5,L Comer,8th,2 1/4 l,5,9-12,61,True,102,2
Dundalk Racing Results | 14th February 2024 16:40,N/A,16:40,Standard,1m 4f,Power Drive,Ciara Flynn,7,P W Flynn,7th,3/4 l,9,9-6p,55,True,102,2
Dundalk Racing Results | 14th February 2024 16:40,N/A,16:40,Standard,1m 4f,Goonyaboyya (IRE),J Kearney,5,G Keane,6th,1/2 l,5,9-7,56,True,102,2
Dundalk Racing Results | 14th February 2024 16:40,N/A,16:40,Standard,1m 4f,Tudor Manor (IRE),D P McDonogh,0,P J Flynn,5th,Neck,8,9-9,58,True,102,2
Dundalk Racing Results | 14th February 2024 16:40,N/A,16:40,Standard,1m 4f,Lucky Question,Siobhan Rutledge,3,S Lavery,4th,1/2 l,4,8-10,47,True,102,2
Dundalk Racing Results | 14th February 2024 16:40,N/A,16:40,Standard,1m 4f,Gracesolution (IRE),S R Markey,10,R O'Sullivan,3rd,3/4 l,7,10-1v1,64,True,102,2
Dundalk Racing Results | 14th February 2024 16:40,N/A,16:40,Standard,1m 4f,St Cianans Fire (IRE),J A Heffernan,0,S Crawley,2nd,4 1/2 l,6,9-10t,59,True,102,2
Dundalk Racing Results | 14th February 2024 16:40,N/A,16:40,Standard,1m 4f,Noble Crusade (USA),K G Kennedy,7,J C McConnell,1st,N/A,6,9-1,50,True,102,2
Dundalk Racing Results | 14th February 2024 17:15,N/A,17:15,Standard,1m 2f 150y,Snapius (IRE),J A Heffernan,0,J Nash,9th,19 l,5,9-9,77,True,102,3
Dundalk Racing Results | 14th February 2024 17:15,N/A,17:15,Standard,1m 2f 150y,Hangry (IRE),M P Sheehy,0,J C McConnell,8th,1 1/4 l,4,9-0,68,True,102,3
Dundalk Racing Results | 14th February 2024 17:15,N/A,17:15,Standard,1m 2f 150y,Pachmena (IRE),R Whearty,5,G P Cromwell,7th,1/2 l,7,9-5t,73,True,102,3
Dundalk Racing Results | 14th February 2024 17:15,N/A,17:15,Standard,1m 2f 150y,Bright Start (USA),J M Sheridan,0,D Hogan,6th,1 1/2 l,7,9-6,74,True,102,3
Dundalk Racing Results | 14th February 2024 17:15,N/A,17:15,Standard,1m 2f 150y,Roman Bull (IRE),N M Crosse,0,Michael W O'Meara,5th,Neck,6,9-9,77,True,102,3
Dundalk Racing Results | 14th February 2024 17:15,N/A,17:15,Standard,1m 2f 150y,Seattle Creek,D P McDonogh,0,L Comer,4th,3 3/4 l,6,9-7p,75,True,102,3
Dundalk Racing Results | 14th February 2024 17:15,N/A,17:15,Standard,1m 2f 150y,Emeric (IRE),D McMonagle,0,P W Flynn,3rd,1/2 l,7,9-3,71,True,102,3
Dundalk Racing Results | 14th February 2024 17:15,N/A,17:15,Standard,1m 2f 150y,Garrick Painter (IRE),K J Leonard,0,N C Kelly,2nd,Head,4,9-6,74,True,102,3
Dundalk Racing Results | 14th February 2024 17:15,N/A,17:15,Standard,1m 2f 150y,Yokkell (IRE),Siobhan Rutledge,3,J C McConnell,1st,N/A,5,10-0,82,True,102,3
Dundalk Racing Results | 14th February 2024 17:15,N/A,17:15,Standard,1m 2f 150y,Snapius (IRE),J A Heffernan,0,J Nash,9th,19 l,5,9-9,77,True,102,3
Dundalk Racing Results | 14th February 2024 17:15,N/A,17:15,Standard,1m 2f 150y,Hangry (IRE),M P Sheehy,0,J C McConnell,8th,1 1/4 l,4,9-0,68,True,102,3
Dundalk Racing Results | 14th February 2024 17:15,N/A,17:15,Standard,1m 2f 150y,Pachmena (IRE),R Whearty,5,G P Cromwell,7th,1/2 l,7,9-5t,73,True,102,3
Dundalk Racing Results | 14th February 2024 17:15,N/A,17:15,Standard,1m 2f 150y,Bright Start (USA),J M Sheridan,0,D Hogan,6th,1 1/2 l,7,9-6,74,True,102,3
Dundalk Racing Results | 14th February 2024 17:15,N/A,17:15,Standard,1m 2f 150y,Roman Bull (IRE),N M Crosse,0,Michael W O'Meara,5th,Neck,6,9-9,77,True,102,3
Dundalk Racing Results | 14th February 2024 17:15,N/A,17:15,Standard,1m 2f 150y,Seattle Creek,D P McDonogh,0,L Comer,4th,3 3/4 l,6,9-7p,75,True,102,3
Dundalk Racing Results | 14th February 2024 17:15,N/A,17:15,Standard,1m 2f 150y,Emeric (IRE),D McMonagle,0,P W Flynn,3rd,1/2 l,7,9-3,71,True,102,3
Dundalk Racing Results | 14th February 2024 17:15,N/A,17:15,Standard,1m 2f 150y,Garrick Painter (IRE),K J Leonard,0,N C Kelly,2nd,Head,4,9-6,74,True,102,3
Dundalk Racing Results | 14th February 2024 17:15,N/A,17:15,Standard,1m 2f 150y,Yokkell (IRE),Siobhan Rutledge,3,J C McConnell,1st,N/A,5,10-0,82,True,102,3
Clonmel Racing Results | 15th February 2024 13:10,N/A,13:10,Heavy,2m 2f 193y,Cuta Des As (FR),P Townend,0,W P Mullins,NR,N/A,7,11-7,-,True,102,4
Clonmel Racing Results | 15th February 2024 13:10,N/A,13:10,Heavy,2m 2f 193y,Pallas Athene (IRE),J W Kennedy,0,G Elliott,PU,N/A,6,10-13,-,True,102,4
Clonmel Racing Results | 15th February 2024 13:10,N/A,13:10,Heavy,2m 2f 193y,Ixigreczed (FR),L Quinlan,5,E Seymour,PU,N/A,6,10-13,-,True,102,4
Clonmel Racing Results | 15th February 2024 13:10,N/A,13:10,Heavy,2m 2f 193y,Mountrivers Lass (IRE),D J O'Keeffe,0,R Murphy,PU,N/A,5,10-13,-,True,102,4
Clonmel Racing Results | 15th February 2024 13:10,N/A,13:10,Heavy,2m 2f 193y,Chatterbox (IRE),D Meyler,0,J J Murphy,PU,N/A,5,10-13,-,True,102,4
Clonmel Racing Results | 15th February 2024 13:10,N/A,13:10,Heavy,2m 2f 193y,Princess Fiadh (IRE),R P Geoghegan,7,K A Heffernan,PU,N/A,5,10-13,-,True,102,4
Clonmel Racing Results | 15th February 2024 13:10,N/A,13:10,Heavy,2m 2f 193y,Joya Del Mar (IRE),P M O'Brien,7,D A McLoughlin,8th,6 l,6,10-13,-,True,102,4
Clonmel Racing Results | 15th February 2024 13:10,N/A,13:10,Heavy,2m 2f 193y,Noriska De La Mare (FR),B Hayes,0,P Fenton,7th,41 l,6,10-13,-,True,102,4
Clonmel Racing Results | 15th February 2024 13:10,N/A,13:10,Heavy,2m 2f 193y,Mrs Millionaire (IRE),S Fitzgerald,0,D Queally,6th,1/2 l,6,10-13,-,True,102,4
Clonmel Racing Results | 15th February 2024 13:10,N/A,13:10,Heavy,2m 2f 193y,Molly Hall (IRE),R Deegan,0,Barry J Fitzgerald,5th,40 l,6,11-7,-,True,102,4
Clonmel Racing Results | 15th February 2024 13:10,N/A,13:10,Heavy,2m 2f 193y,Kiltealy Park (IRE),S W Flanagan,0,P Nolan,4th,9 l,5,10-13,-,True,102,4
Clonmel Racing Results | 15th February 2024 13:10,N/A,13:10,Heavy,2m 2f 193y,Gaillimh A Run (IRE),A P Heskin,0,J Queally,3rd,8 l,7,11-7,-,True,102,4
Clonmel Racing Results | 15th February 2024 13:10,N/A,13:10,Heavy,2m 2f 193y,Lep Around (IRE),J P Shinnick,7,Miss M Harding,2nd,8 l,6,10-13h,-,True,102,4
Clonmel Racing Results | 15th February 2024 13:10,N/A,13:10,Heavy,2m 2f 193y,The Lord Maid (IRE),P T Enright,0,J Halley,1st,N/A,6,10-13,-,True,102,4
Clonmel Racing Results | 15th February 2024 13:10,N/A,13:10,Heavy,2m 2f 193y,Cuta Des As (FR),P Townend,0,W P Mullins,NR,N/A,7,11-7,-,True,102,4
Clonmel Racing Results | 15th February 2024 13:10,N/A,13:10,Heavy,2m 2f 193y,Pallas Athene (IRE),J W Kennedy,0,G Elliott,PU,N/A,6,10-13,-,True,102,4
Clonmel Racing Results | 15th February 2024 13:10,N/A,13:10,Heavy,2m 2f 193y,Ixigreczed (FR),L Quinlan,5,E Seymour,PU,N/A,6,10-13,-,True,102,4
Clonmel Racing Results | 15th February 2024 13:10,N/A,13:10,Heavy,2m 2f 193y,Mountrivers Lass (IRE),D J O'Keeffe,0,R Murphy,PU,N/A,5,10-13,-,True,102,4
Clonmel Racing Results | 15th February 2024 13:10,N/A,13:10,Heavy,2m 2f 193y,Chatterbox (IRE),D Meyler,0,J J Murphy,PU,N/A,5,10-13,-,True,102,4
Clonmel Racing Results | 15th February 2024 13:10,N/A,13:10,Heavy,2m 2f 193y,Princess Fiadh (IRE),R P Geoghegan,7,K A Heffernan,PU,N/A,5,10-13,-,True,102,4
Clonmel Racing Results | 15th February 2024 13:10,N/A,13:10,Heavy,2m 2f 193y,Joya Del Mar (IRE),P M O'Brien,7,D A McLoughlin,8th,6 l,6,10-13,-,True,102,4
Clonmel Racing Results | 15th February 2024 13:10,N/A,13:10,Heavy,2m 2f 193y,Noriska De La Mare (FR),B Hayes,0,P Fenton,7th,41 l,6,10-13,-,True,102,4
Clonmel Racing Results | 15th February 2024 13:10,N/A,13:10,Heavy,2m 2f 193y,Mrs Millionaire (IRE),S Fitzgerald,0,D Queally,6th,1/2 l,6,10-13,-,True,102,4
Clonmel Racing Results | 15th February 2024 13:10,N/A,13:10,Heavy,2m 2f 193y,Molly Hall (IRE),R Deegan,0,Barry J Fitzgerald,5th,40 l,6,11-7,-,True,102,4
Clonmel Racing Results | 15th February 2024 13:10,N/A,13:10,Heavy,2m 2f 193y,Kiltealy Park (IRE),S W Flanagan,0,P Nolan,4th,9 l,5,10-13,-,True,102,4
Clonmel Racing Results | 15th February 2024 13:10,N/A,13:10,Heavy,2m 2f 193y,Gaillimh A Run (IRE),A P Heskin,0,J Queally,3rd,8 l,7,11-7,-,True,102,4
Clonmel Racing Results | 15th February 2024 13:10,N/A,13:10,Heavy,2m 2f 193y,Lep Around (IRE),J P Shinnick,7,Miss M Harding,2nd,8 l,6,10-13h,-,True,102,4
Clonmel Racing Results | 15th February 2024 13:10,N/A,13:10,Heavy,2m 2f 193y,The Lord Maid (IRE),P T Enright,0,J Halley,1st,N/A,6,10-13,-,True,102,4
Clonmel Racing Results | 15th February 2024 13:45,N/A,13:45,Heavy,2m,Milo Lises (FR),D E Mullins,0,W P Mullins,NR,N/A,5,11-12,-,True,102,5
Clonmel Racing Results | 15th February 2024 13:45,N/A,13:45,Heavy,2m,Maroto (IRE),P Townend,0,W P Mullins,NR,N/A,7,11-12,-,True,102,5
Clonmel Racing Results | 15th February 2024 13:45,N/A,13:45,Heavy,2m,Heidi's Frontiere (IRE),P T Enright,0,M Kennedy,NR,N/A,6,11-5,-,True,102,5
Clonmel Racing Results | 15th February 2024 13:45,N/A,13:45,Heavy,2m,Imperial Chief (IRE),M P O'Connor,3,P C O'Connor,PU,N/A,7,11-12,-,True,102,5
Clonmel Racing Results | 15th February 2024 13:45,N/A,13:45,Heavy,2m,Beechfield (IRE),T Ryan,5,D Commins,PU,N/A,6,11-12,-,True,102,5
Clonmel Racing Results | 15th February 2024 13:45,N/A,13:45,Heavy,2m,John Coffey (IRE),Mr T O'Connor,7,T O'Connor,8th,23 l,5,11-12,-,True,102,5
Clonmel Racing Results | 15th February 2024 13:45,N/A,13:45,Heavy,2m,King Of Cong (IRE),P Byrnes,5,T O'Brien,7th,1/2 l,6,11-12,-,True,102,5
Clonmel Racing Results | 15th February 2024 13:45,N/A,13:45,Heavy,2m,Spavango (IRE),G B Noonan,5,E McCarthy,6th,2 3/4 l,5,11-12,-,True,102,5
Clonmel Racing Results | 15th February 2024 13:45,N/A,13:45,Heavy,2m,Tenacious Tess (IRE),C G O'Dwyer,5,J Fogarty,5th,2 3/4 l,5,11-5,-,True,102,5
Clonmel Racing Results | 15th February 2024 13:45,N/A,13:45,Heavy,2m,Interieur Cuir (FR),M P Walsh,0,H De Bromhead,4th,21 l,6,11-12,-,True,102,5
Clonmel Racing Results | 15th February 2024 13:45,N/A,13:45,Heavy,2m,Stickman (IRE),J P Shinnick,7,T O'Brien,3rd,2 3/4 l,6,11-12p1,-,True,102,5
Clonmel Racing Results | 15th February 2024 13:45,N/A,13:45,Heavy,2m,Whatsyourproblem (IRE),B Hayes,0,J Queally,2nd,1 l,6,11-12,-,True,102,5
Clonmel Racing Results | 15th February 2024 13:45,N/A,13:45,Heavy,2m,Undeniable Alibi (FR),J W Kennedy,0,G Elliott,1st,N/A,5,11-12,-,True,102,5
Clonmel Racing Results | 15th February 2024 13:45,N/A,13:45,Heavy,2m,Milo Lises (FR),D E Mullins,0,W P Mullins,NR,N/A,5,11-12,-,True,102,5
Clonmel Racing Results | 15th February 2024 13:45,N/A,13:45,Heavy,2m,Maroto (IRE),P Townend,0,W P Mullins,NR,N/A,7,11-12,-,True,102,5
Clonmel Racing Results | 15th February 2024 13:45,N/A,13:45,Heavy,2m,Heidi's Frontiere (IRE),P T Enright,0,M Kennedy,NR,N/A,6,11-5,-,True,102,5
Clonmel Racing Results | 15th February 2024 13:45,N/A,13:45,Heavy,2m,Imperial Chief (IRE),M P O'Connor,3,P C O'Connor,PU,N/A,7,11-12,-,True,102,5
Clonmel Racing Results | 15th February 2024 13:45,N/A,13:45,Heavy,2m,Beechfield (IRE),T Ryan,5,D Commins,PU,N/A,6,11-12,-,True,102,5
Clonmel Racing Results | 15th February 2024 13:45,N/A,13:45,Heavy,2m,John Coffey (IRE),Mr T O'Connor,7,T O'Connor,8th,23 l,5,11-12,-,True,102,5
Clonmel Racing Results | 15th February 2024 13:45,N/A,13:45,Heavy,2m,King Of Cong (IRE),P Byrnes,5,T O'Brien,7th,1/2 l,6,11-12,-,True,102,5
Clonmel Racing Results | 15th February 2024 13:45,N/A,13:45,Heavy,2m,Spavango (IRE),G B Noonan,5,E McCarthy,6th,2 3/4 l,5,11-12,-,True,102,5
Clonmel Racing Results | 15th February 2024 13:45,N/A,13:45,Heavy,2m,Tenacious Tess (IRE),C G O'Dwyer,5,J Fogarty,5th,2 3/4 l,5,11-5,-,True,102,5
Clonmel Racing Results | 15th February 2024 13:45,N/A,13:45,Heavy,2m,Interieur Cuir (FR),M P Walsh,0,H De Bromhead,4th,21 l,6,11-12,-,True,102,5
Clonmel Racing Results | 15th February 2024 13:45,N/A,13:45,Heavy,2m,Stickman (IRE),J P Shinnick,7,T O'Brien,3rd,2 3/4 l,6,11-12p1,-,True,102,5
Clonmel Racing Results | 15th February 2024 13:45,N/A,13:45,Heavy,2m,Whatsyourproblem (IRE),B Hayes,0,J Queally,2nd,1 l,6,11-12,-,True,102,5
Clonmel Racing Results | 15th February 2024 13:45,N/A,13:45,Heavy,2m,Undeniable Alibi (FR),J W Kennedy,0,G Elliott,1st,N/A,5,11-12,-,True,102,5
Clonmel Racing Results | 15th February 2024 14:20,N/A,14:20,Heavy,3m,Largy Hill (IRE),P Townend,0,W P Mullins,NR,N/A,7,11-0,-,True,102,6
Clonmel Racing Results | 15th February 2024 14:20,N/A,14:20,Heavy,3m,Sarah Beara (IRE),P T Enright,0,S Curling,3rd,11 l,6,10-7,-,True,102,6
Clonmel Racing Results | 15th February 2024 14:20,N/A,14:20,Heavy,3m,Harvard Guy,M P Walsh,0,E & P Harty,2nd,4 1/4 l,6,11-0,-,True,102,6
Clonmel Racing Results | 15th February 2024 14:20,N/A,14:20,Heavy,3m,Search For Glory (IRE),J W Kennedy,0,G Elliott,1st,N/A,7,11-6tp,-,True,102,6
Clonmel Racing Results | 15th February 2024 14:20,N/A,14:20,Heavy,3m,Largy Hill (IRE),P Townend,0,W P Mullins,NR,N/A,7,11-0,-,True,102,6
Clonmel Racing Results | 15th February 2024 14:20,N/A,14:20,Heavy,3m,Sarah Beara (IRE),P T Enright,0,S Curling,3rd,11 l,6,10-7,-,True,102,6
Clonmel Racing Results | 15th February 2024 14:20,N/A,14:20,Heavy,3m,Harvard Guy,M P Walsh,0,E & P Harty,2nd,4 1/4 l,6,11-0,-,True,102,6
Clonmel Racing Results | 15th February 2024 14:20,N/A,14:20,Heavy,3m,Search For Glory (IRE),J W Kennedy,0,G Elliott,1st,N/A,7,11-6tp,-,True,102,6
Clonmel Racing Results | 15th February 2024 14:55,N/A,14:55,Heavy,2m,Mythical Times (IRE),Non Runner,0,P Cluskey,NR,N/A,6,10-13,80,True,102,7
Clonmel Racing Results | 15th February 2024 14:55,N/A,14:55,Heavy,2m,Sekifi (IRE),B W Harvey,0,M J Smith,PU,N/A,6,11-1,82,True,102,7
Clonmel Racing Results | 15th February 2024 14:55,N/A,14:55,Heavy,2m,Presenting Point (IRE),J P Shinnick,7,A O'Grady,PU,N/A,10,11-13p,94,True,102,7
Clonmel Racing Results | 15th February 2024 14:55,N/A,14:55,Heavy,2m,I'vedoneitall (IRE),Shane Fenelon,7,E Sheehy,PU,N/A,7,10-13,80,True,102,7
Clonmel Racing Results | 15th February 2024 14:55,N/A,14:55,Heavy,2m,Uppertown Mya (IRE),P J O'Hanlon,3,P J Rothwell,PU,N/A,9,10-13tp,80,True,102,7
Clonmel Racing Results | 15th February 2024 14:55,N/A,14:55,Heavy,2m,Irish Impulse (IRE),P T Enright,0,R Tyner,12th,22 l,6,11-13h1,94,True,102,7
Clonmel Racing Results | 15th February 2024 14:55,N/A,14:55,Heavy,2m,Feyan (IRE),G B Noonan,5,E McCarthy,11th,16 l,9,11-9h,90,True,102,7
Clonmel Racing Results | 15th February 2024 14:55,N/A,14:55,Heavy,2m,Little Token (IRE),M P O'Connor,3,J P O'Keeffe,10th,21 l,9,11-4t,85,True,102,7
Clonmel Racing Results | 15th February 2024 14:55,N/A,14:55,Heavy,2m,Masterstonemason (IRE),Sam Ewing,0,F Costello,9th,11 l,10,10-13p,80,True,102,7
Clonmel Racing Results | 15th February 2024 14:55,N/A,14:55,Heavy,2m,Knockbrack Rambler (IRE),D J O'Keeffe,0,Brendan Walsh,8th,15 l,7,11-10,91,True,102,7
Clonmel Racing Results | 15th February 2024 14:55,N/A,14:55,Heavy,2m,The Niffler (IRE),J W Kennedy,0,E O'Connell,7th,6 1/2 l,7,12-0ht,95,True,102,7
Clonmel Racing Results | 15th February 2024 14:55,N/A,14:55,Heavy,2m,Shean Glory (IRE),Mr S Tobin,7,S Aherne,6th,1 3/4 l,8,10-13,80,True,102,7
