track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Dundalk Racing Results | 23rd February 2024 15:35,N/A,15:35,Standard,1m,Wonderwalk (IRE),N M Crosse,0,A McNamara,7th,3/4 l,3,9-3,-,True,102,48
Dundalk Racing Results | 23rd February 2024 15:35,N/A,15:35,Standard,1m,Prairie Angel (IRE),D McMonagle,0,J P O'Brien,6th,1 3/4 l,3,9-3,-,True,102,48
Dundalk Racing Results | 23rd February 2024 15:35,N/A,15:35,Standard,1m,Copie Conforme (IRE),D W O'Connor,0,K Prendergast,5th,1/2 l,3,9-3,-,True,102,48
Dundalk Racing Results | 23rd February 2024 15:35,N/A,15:35,Standard,1m,Spunog (IRE),R P Cleary,0,T Cleary,4th,Neck,3,9-3,-,True,102,48
Dundalk Racing Results | 23rd February 2024 15:35,N/A,15:35,Standard,1m,Timana (IRE),R P Whelan,0,K J Condon,3rd,1 3/4 l,3,9-3,-,True,102,48
Dundalk Racing Results | 23rd February 2024 15:35,N/A,15:35,Standard,1m,Hasna (IRE),L F Roche,0,D K Weld,2nd,1 1/4 l,3,9-3,-,True,102,48
Dundalk Racing Results | 23rd February 2024 15:35,N/A,15:35,Standard,1m,Pepper Noir (IRE),G F Carroll,0,G P Cromwell,1st,N/A,3,9-3,-,True,102,48
Dundalk Racing Results | 23rd February 2024 16:05,N/A,16:05,Standard,1m,Brains (IRE),L F Roche,0,R Donohoe,8th,4 3/4 l,8,8-9tb,76,True,102,49
Dundalk Racing Results | 23rd February 2024 16:05,N/A,16:05,Standard,1m,Imadpour (IRE),K G Kennedy,7,A McNamara,7th,2 3/4 l,4,8-13,80,True,102,49
Dundalk Racing Results | 23rd February 2024 16:05,N/A,16:05,Standard,1m,Nahori,R Whearty,5,T Gibney,6th,3/4 l,4,9-1,82,True,102,49
Dundalk Racing Results | 23rd February 2024 16:05,N/A,16:05,Standard,1m,Chavajod,J J G Ryan,5,D P Coakley,5th,1 l,6,8-13v,80,True,102,49
Dundalk Racing Results | 23rd February 2024 16:05,N/A,16:05,Standard,1m,Hodd's Girl (IRE),Adam Caffrey,5,A McGuinness,4th,1 1/2 l,7,10-1,96,True,102,49
Dundalk Racing Results | 23rd February 2024 16:05,N/A,16:05,Standard,1m,Freescape,D King,5,D Marnane,3rd,1/2 l,9,10-7,102,True,102,49
Dundalk Racing Results | 23rd February 2024 16:05,N/A,16:05,Standard,1m,Hightimeyouwon,C J MacRedmond,5,A McGuinness,2nd,3/4 l,8,9-6v,87,True,102,49
Dundalk Racing Results | 23rd February 2024 16:05,N/A,16:05,Standard,1m,Final Voyage (IRE),S B Kelly,0,J P Murtagh,1st,N/A,6,9-8,89,True,102,49
Dundalk Racing Results | 23rd February 2024 16:05,N/A,16:05,Standard,1m,Brains (IRE),L F Roche,0,R Donohoe,8th,4 3/4 l,8,8-9tb,76,True,102,49
Dundalk Racing Results | 23rd February 2024 16:05,N/A,16:05,Standard,1m,Imadpour (IRE),K G Kennedy,7,A McNamara,7th,2 3/4 l,4,8-13,80,True,102,49
Dundalk Racing Results | 23rd February 2024 16:05,N/A,16:05,Standard,1m,Nahori,R Whearty,5,T Gibney,6th,3/4 l,4,9-1,82,True,102,49
Dundalk Racing Results | 23rd February 2024 16:05,N/A,16:05,Standard,1m,Chavajod,J J G Ryan,5,D P Coakley,5th,1 l,6,8-13v,80,True,102,49
Dundalk Racing Results | 23rd February 2024 16:05,N/A,16:05,Standard,1m,Hodd's Girl (IRE),Adam Caffrey,5,A McGuinness,4th,1 1/2 l,7,10-1,96,True,102,49
Dundalk Racing Results | 23rd February 2024 16:05,N/A,16:05,Standard,1m,Freescape,D King,5,D Marnane,3rd,1/2 l,9,10-7,102,True,102,49
Dundalk Racing Results | 23rd February 2024 16:05,N/A,16:05,Standard,1m,Hightimeyouwon,C J MacRedmond,5,A McGuinness,2nd,3/4 l,8,9-6v,87,True,102,49
Dundalk Racing Results | 23rd February 2024 16:05,N/A,16:05,Standard,1m,Final Voyage (IRE),S B Kelly,0,J P Murtagh,1st,N/A,6,9-8,89,True,102,49
Dundalk Racing Results | 23rd February 2024 16:40,N/A,16:40,Standard,7f,Mighty Brave (IRE),O McSweeney,5,L Comer,14th,12 l,4,9-9,-,True,102,50
Dundalk Racing Results | 23rd February 2024 16:40,N/A,16:40,Standard,7f,Cecil Chubb (IRE),S Foley,0,Eoghan O'Neill,13th,5 l,4,9-9,-,True,102,50
Dundalk Racing Results | 23rd February 2024 16:40,N/A,16:40,Standard,7f,Anjician (IRE),J J G Ryan,5,Paul Traynor,12th,1 1/4 l,7,9-9t,-,True,102,50
Dundalk Racing Results | 23rd February 2024 16:40,N/A,16:40,Standard,7f,Zaragoza (IRE),L F Roche,0,D K Weld,11th,Short Head,4,9-9,-,True,102,50
Dundalk Racing Results | 23rd February 2024 16:40,N/A,16:40,Standard,7f,Eight By Ten (IRE),R C Colgan,0,L Comer,10th,Neck,4,9-9t1,-,True,102,50
Dundalk Racing Results | 23rd February 2024 16:40,N/A,16:40,Standard,7f,Silky Suilleabhain (IRE),R Whearty,5,P W Flynn,9th,4 1/4 l,4,9-9,-,True,102,50
Dundalk Racing Results | 23rd February 2024 16:40,N/A,16:40,Standard,7f,Zazir (IRE),J M Sheridan,0,D Hogan,8th,1 1/4 l,4,9-9t,-,True,102,50
Dundalk Racing Results | 23rd February 2024 16:40,N/A,16:40,Standard,7f,Short Change (IRE),D McMonagle,0,J Feane,7th,1 1/4 l,5,9-9,-,True,102,50
Dundalk Racing Results | 23rd February 2024 16:40,N/A,16:40,Standard,7f,Charlie Brow'n (FR),W J Lee,0,T J O'Mara,6th,1 1/2 l,4,9-9,-,True,102,50
Dundalk Racing Results | 23rd February 2024 16:40,N/A,16:40,Standard,7f,Local Girl (IRE),D W O'Connor,0,K J Condon,5th,2 1/2 l,4,9-4p1,-,True,102,50
Dundalk Racing Results | 23rd February 2024 16:40,N/A,16:40,Standard,7f,Irish Rumour (IRE),C T Keane,0,Miss Jennifer Anne Lynch,4th,3/4 l,4,9-4t,-,True,102,50
Dundalk Racing Results | 23rd February 2024 16:40,N/A,16:40,Standard,7f,Oriental Dancer,R P Whelan,0,M Halford & T Collins,3rd,1/2 l,4,9-4h,-,True,102,50
Dundalk Racing Results | 23rd February 2024 16:40,N/A,16:40,Standard,7f,Lauroline,S B Kelly,0,J P Murtagh,2nd,1 3/4 l,5,9-4,-,True,102,50
Dundalk Racing Results | 23rd February 2024 16:40,N/A,16:40,Standard,7f,Alexander John (IRE),D P McDonogh,0,L Comer,1st,N/A,4,9-9t,-,True,102,50
Dundalk Racing Results | 23rd February 2024 16:40,N/A,16:40,Standard,7f,Mighty Brave (IRE),O McSweeney,5,L Comer,14th,12 l,4,9-9,-,True,102,50
Dundalk Racing Results | 23rd February 2024 16:40,N/A,16:40,Standard,7f,Cecil Chubb (IRE),S Foley,0,Eoghan O'Neill,13th,5 l,4,9-9,-,True,102,50
Dundalk Racing Results | 23rd February 2024 16:40,N/A,16:40,Standard,7f,Anjician (IRE),J J G Ryan,5,Paul Traynor,12th,1 1/4 l,7,9-9t,-,True,102,50
Dundalk Racing Results | 23rd February 2024 16:40,N/A,16:40,Standard,7f,Zaragoza (IRE),L F Roche,0,D K Weld,11th,Short Head,4,9-9,-,True,102,50
Dundalk Racing Results | 23rd February 2024 16:40,N/A,16:40,Standard,7f,Eight By Ten (IRE),R C Colgan,0,L Comer,10th,Neck,4,9-9t1,-,True,102,50
Dundalk Racing Results | 23rd February 2024 16:40,N/A,16:40,Standard,7f,Silky Suilleabhain (IRE),R Whearty,5,P W Flynn,9th,4 1/4 l,4,9-9,-,True,102,50
Dundalk Racing Results | 23rd February 2024 16:40,N/A,16:40,Standard,7f,Zazir (IRE),J M Sheridan,0,D Hogan,8th,1 1/4 l,4,9-9t,-,True,102,50
Dundalk Racing Results | 23rd February 2024 16:40,N/A,16:40,Standard,7f,Short Change (IRE),D McMonagle,0,J Feane,7th,1 1/4 l,5,9-9,-,True,102,50
Dundalk Racing Results | 23rd February 2024 16:40,N/A,16:40,Standard,7f,Charlie Brow'n (FR),W J Lee,0,T J O'Mara,6th,1 1/2 l,4,9-9,-,True,102,50
Dundalk Racing Results | 23rd February 2024 16:40,N/A,16:40,Standard,7f,Local Girl (IRE),D W O'Connor,0,K J Condon,5th,2 1/2 l,4,9-4p1,-,True,102,50
Dundalk Racing Results | 23rd February 2024 16:40,N/A,16:40,Standard,7f,Irish Rumour (IRE),C T Keane,0,Miss Jennifer Anne Lynch,4th,3/4 l,4,9-4t,-,True,102,50
Dundalk Racing Results | 23rd February 2024 16:40,N/A,16:40,Standard,7f,Oriental Dancer,R P Whelan,0,M Halford & T Collins,3rd,1/2 l,4,9-4h,-,True,102,50
Dundalk Racing Results | 23rd February 2024 16:40,N/A,16:40,Standard,7f,Lauroline,S B Kelly,0,J P Murtagh,2nd,1 3/4 l,5,9-4,-,True,102,50
Dundalk Racing Results | 23rd February 2024 16:40,N/A,16:40,Standard,7f,Alexander John (IRE),D P McDonogh,0,L Comer,1st,N/A,4,9-9t,-,True,102,50
