track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Navan Racing Results | 11th June 2023 15:10,N/A,15:10,Good,5f,Pretty Smart (IRE),J. Kearney,7,Patrick Martin,5th,Short Head,7,9-10,63,True,62,24
Navan Racing Results | 11th June 2023 15:10,N/A,15:10,Good,5f,Silver Nemo (IRE),R. P. Cleary,0,L. Smyth,4th,Neck,5,8-8tb,47,True,62,24
Navan Racing Results | 11th June 2023 15:10,N/A,15:10,Good,5f,Sosallycanwait (IRE),Declan McDonogh,0,Leanne Breen,3rd,1 1/2 l,4,8-11,50,True,62,24
Navan Racing Results | 11th June 2023 15:10,N/A,15:10,Good,5f,Stanhope (USA),Siobhan Rutledge,5,John McConnell,2nd,3/4 l,9,8-11,50,True,62,24
Navan Racing Results | 11th June 2023 15:10,N/A,15:10,Good,5f,Collective Power (IRE),Ben Martin Coen,0,Edward Lynam,1st,N/A,5,10-2,69,True,62,24
Navan Racing Results | 11th June 2023 15:40,N/A,15:40,Good,1m,Inishnee (IRE),N. M. Crosse,0,W. McCreery,10th,5 l,4,9-9ht1,-,True,62,25
Navan Racing Results | 11th June 2023 15:40,N/A,15:40,Good,1m,Beginnings (USA),Seamie Heffernan,0,Aidan O'Brien,9th,Neck,3,8-12b1,-,True,62,25
Navan Racing Results | 11th June 2023 15:40,N/A,15:40,Good,1m,Esculenta (IRE),D. B. McMonagle,0,R. P. Cody,8th,1 1/4 l,4,9-9p1,-,True,62,25
Navan Racing Results | 11th June 2023 15:40,N/A,15:40,Good,1m,Dower House (IRE),Ryan Moore,0,Aidan O'Brien,7th,3/4 l,3,8-12t,-,True,62,25
Navan Racing Results | 11th June 2023 15:40,N/A,15:40,Good,1m,Beautiful Sunshine,G. F. Carroll,0,Adrian Murray,6th,1/2 l,4,9-9,-,True,62,25
Navan Racing Results | 11th June 2023 15:40,N/A,15:40,Good,1m,Maybe Just Maybe (JPN),W. M. Lordan,0,Aidan O'Brien,5th,3 l,3,8-12b1,-,True,62,25
Navan Racing Results | 11th June 2023 15:40,N/A,15:40,Good,1m,Giladah (IRE),C. D. Hayes,0,D. K. Weld,4th,1/2 l,4,9-9,-,True,62,25
Navan Racing Results | 11th June 2023 15:40,N/A,15:40,Good,1m,Didn'thavemuchtodo (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,3rd,2 l,4,9-9,-,True,62,25
Navan Racing Results | 11th June 2023 15:40,N/A,15:40,Good,1m,Cigamia (USA),William James Lee,0,W. McCreery,2nd,1 1/4 l,4,9-12,-,True,62,25
Navan Racing Results | 11th June 2023 15:40,N/A,15:40,Good,1m,Cadeau Belle (FR),Ben Martin Coen,0,John Patrick Murtagh,1st,N/A,3,8-12,-,True,62,25
Navan Racing Results | 11th June 2023 15:40,N/A,15:40,Good,1m,Inishnee (IRE),N. M. Crosse,0,W. McCreery,10th,5 l,4,9-9ht1,-,True,62,25
Navan Racing Results | 11th June 2023 15:40,N/A,15:40,Good,1m,Beginnings (USA),Seamie Heffernan,0,Aidan O'Brien,9th,Neck,3,8-12b1,-,True,62,25
Navan Racing Results | 11th June 2023 15:40,N/A,15:40,Good,1m,Esculenta (IRE),D. B. McMonagle,0,R. P. Cody,8th,1 1/4 l,4,9-9p1,-,True,62,25
Navan Racing Results | 11th June 2023 15:40,N/A,15:40,Good,1m,Dower House (IRE),Ryan Moore,0,Aidan O'Brien,7th,3/4 l,3,8-12t,-,True,62,25
Navan Racing Results | 11th June 2023 15:40,N/A,15:40,Good,1m,Beautiful Sunshine,G. F. Carroll,0,Adrian Murray,6th,1/2 l,4,9-9,-,True,62,25
Navan Racing Results | 11th June 2023 15:40,N/A,15:40,Good,1m,Maybe Just Maybe (JPN),W. M. Lordan,0,Aidan O'Brien,5th,3 l,3,8-12b1,-,True,62,25
Navan Racing Results | 11th June 2023 15:40,N/A,15:40,Good,1m,Giladah (IRE),C. D. Hayes,0,D. K. Weld,4th,1/2 l,4,9-9,-,True,62,25
Navan Racing Results | 11th June 2023 15:40,N/A,15:40,Good,1m,Didn'thavemuchtodo (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,3rd,2 l,4,9-9,-,True,62,25
Navan Racing Results | 11th June 2023 15:40,N/A,15:40,Good,1m,Cigamia (USA),William James Lee,0,W. McCreery,2nd,1 1/4 l,4,9-12,-,True,62,25
Navan Racing Results | 11th June 2023 15:40,N/A,15:40,Good,1m,Cadeau Belle (FR),Ben Martin Coen,0,John Patrick Murtagh,1st,N/A,3,8-12,-,True,62,25
Navan Racing Results | 11th June 2023 16:10,N/A,16:10,Good,1m 2f,Let Her Flow (IRE),S. P. Bird,10,John Larkin,9th,32 l,9,10-2,-,True,62,26
Navan Racing Results | 11th June 2023 16:10,N/A,16:10,Good,1m 2f,As Fast As Wind (IRE),J. Coen,5,Adrian Murray,8th,1 l,3,9-3b,-,True,62,26
Navan Racing Results | 11th June 2023 16:10,N/A,16:10,Good,1m 2f,Burvea (IRE),R. C. Colgan,0,D. Broad,7th,Neck,3,9-3,-,True,62,26
Navan Racing Results | 11th June 2023 16:10,N/A,16:10,Good,1m 2f,Feach Amach (IRE),R. P. Cleary,0,J. S. Bolger,6th,1 1/4 l,3,9-3eb,-,True,62,26
Navan Racing Results | 11th June 2023 16:10,N/A,16:10,Good,1m 2f,Guided (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,5th,5 l,3,9-3,-,True,62,26
Navan Racing Results | 11th June 2023 16:10,N/A,16:10,Good,1m 2f,Semantics (USA),C. T. Keane,0,G. M. Lyons,4th,1/2 l,3,9-3,-,True,62,26
Navan Racing Results | 11th June 2023 16:10,N/A,16:10,Good,1m 2f,Expelliarmus (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,3rd,Short Head,3,9-3,-,True,62,26
Navan Racing Results | 11th June 2023 16:10,N/A,16:10,Good,1m 2f,Letiza (IRE),C. D. Hayes,0,J. J. Feane,2nd,Head,3,9-3,-,True,62,26
Navan Racing Results | 11th June 2023 16:10,N/A,16:10,Good,1m 2f,Endless Sunshine (IRE),N. M. Crosse,0,Mrs J. Harrington,1st,N/A,3,9-3,-,True,62,26
Navan Racing Results | 11th June 2023 16:10,N/A,16:10,Good,1m 2f,Let Her Flow (IRE),S. P. Bird,10,John Larkin,9th,32 l,9,10-2,-,True,62,26
Navan Racing Results | 11th June 2023 16:10,N/A,16:10,Good,1m 2f,As Fast As Wind (IRE),J. Coen,5,Adrian Murray,8th,1 l,3,9-3b,-,True,62,26
Navan Racing Results | 11th June 2023 16:10,N/A,16:10,Good,1m 2f,Burvea (IRE),R. C. Colgan,0,D. Broad,7th,Neck,3,9-3,-,True,62,26
Navan Racing Results | 11th June 2023 16:10,N/A,16:10,Good,1m 2f,Feach Amach (IRE),R. P. Cleary,0,J. S. Bolger,6th,1 1/4 l,3,9-3eb,-,True,62,26
Navan Racing Results | 11th June 2023 16:10,N/A,16:10,Good,1m 2f,Guided (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,5th,5 l,3,9-3,-,True,62,26
Navan Racing Results | 11th June 2023 16:10,N/A,16:10,Good,1m 2f,Semantics (USA),C. T. Keane,0,G. M. Lyons,4th,1/2 l,3,9-3,-,True,62,26
Navan Racing Results | 11th June 2023 16:10,N/A,16:10,Good,1m 2f,Expelliarmus (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,3rd,Short Head,3,9-3,-,True,62,26
Navan Racing Results | 11th June 2023 16:10,N/A,16:10,Good,1m 2f,Letiza (IRE),C. D. Hayes,0,J. J. Feane,2nd,Head,3,9-3,-,True,62,26
Navan Racing Results | 11th June 2023 16:10,N/A,16:10,Good,1m 2f,Endless Sunshine (IRE),N. M. Crosse,0,Mrs J. Harrington,1st,N/A,3,9-3,-,True,62,26
Navan Racing Results | 11th June 2023 16:40,N/A,16:40,Good,1m 2f,Kalikapour (IRE),William James Lee,0,M. Halford & T. Collins,10th,5 l,3,9-10p1,87,True,62,27
Navan Racing Results | 11th June 2023 16:40,N/A,16:40,Good,1m 2f,Autocrat (IRE),Seamie Heffernan,0,Denis Hogan,9th,1 3/4 l,3,9-2p,79,True,62,27
Navan Racing Results | 11th June 2023 16:40,N/A,16:40,Good,1m 2f,Gimmie Shelter (USA),D. B. McMonagle,0,Joseph Patrick O'Brien,8th,3/4 l,3,9-8t,85,True,62,27
Navan Racing Results | 11th June 2023 16:40,N/A,16:40,Good,1m 2f,Signora Bellissima (IRE),S. B. Kelly,0,John Patrick Murtagh,7th,3/4 l,3,9-5p1,82,True,62,27
Navan Racing Results | 11th June 2023 16:40,N/A,16:40,Good,1m 2f,Satin,S. McCullagh,3,Mrs J. Harrington,6th,1/2 l,3,9-10,87,True,62,27
Navan Racing Results | 11th June 2023 16:40,N/A,16:40,Good,1m 2f,Save Your Love (IRE),Ben Martin Coen,0,John Patrick Murtagh,5th,1 1/4 l,3,9-12,89,True,62,27
Navan Racing Results | 11th June 2023 16:40,N/A,16:40,Good,1m 2f,Aurifodina (IRE),L. T. McAteer,3,J. S. Bolger,4th,2 1/2 l,3,9-6p,83,True,62,27
Navan Racing Results | 11th June 2023 16:40,N/A,16:40,Good,1m 2f,Subzero (IRE),W. M. Lordan,0,Aidan O'Brien,3rd,3 1/4 l,3,9-5b,82,True,62,27
Navan Racing Results | 11th June 2023 16:40,N/A,16:40,Good,1m 2f,Malbay Madness (IRE),S. D. Bowen,7,Emmet Mullins,2nd,1 1/2 l,3,8-9,72,True,62,27
Navan Racing Results | 11th June 2023 16:40,N/A,16:40,Good,1m 2f,Canute (USA),Ryan Moore,0,Aidan O'Brien,1st,N/A,3,9-5b,82,True,62,27
Navan Racing Results | 11th June 2023 16:40,N/A,16:40,Good,1m 2f,Kalikapour (IRE),William James Lee,0,M. Halford & T. Collins,10th,5 l,3,9-10p1,87,True,62,27
Navan Racing Results | 11th June 2023 16:40,N/A,16:40,Good,1m 2f,Autocrat (IRE),Seamie Heffernan,0,Denis Hogan,9th,1 3/4 l,3,9-2p,79,True,62,27
Navan Racing Results | 11th June 2023 16:40,N/A,16:40,Good,1m 2f,Gimmie Shelter (USA),D. B. McMonagle,0,Joseph Patrick O'Brien,8th,3/4 l,3,9-8t,85,True,62,27
Navan Racing Results | 11th June 2023 16:40,N/A,16:40,Good,1m 2f,Signora Bellissima (IRE),S. B. Kelly,0,John Patrick Murtagh,7th,3/4 l,3,9-5p1,82,True,62,27
Navan Racing Results | 11th June 2023 16:40,N/A,16:40,Good,1m 2f,Satin,S. McCullagh,3,Mrs J. Harrington,6th,1/2 l,3,9-10,87,True,62,27
Navan Racing Results | 11th June 2023 16:40,N/A,16:40,Good,1m 2f,Save Your Love (IRE),Ben Martin Coen,0,John Patrick Murtagh,5th,1 1/4 l,3,9-12,89,True,62,27
Navan Racing Results | 11th June 2023 16:40,N/A,16:40,Good,1m 2f,Aurifodina (IRE),L. T. McAteer,3,J. S. Bolger,4th,2 1/2 l,3,9-6p,83,True,62,27
Navan Racing Results | 11th June 2023 16:40,N/A,16:40,Good,1m 2f,Subzero (IRE),W. M. Lordan,0,Aidan O'Brien,3rd,3 1/4 l,3,9-5b,82,True,62,27
Navan Racing Results | 11th June 2023 16:40,N/A,16:40,Good,1m 2f,Malbay Madness (IRE),S. D. Bowen,7,Emmet Mullins,2nd,1 1/2 l,3,8-9,72,True,62,27
Navan Racing Results | 11th June 2023 16:40,N/A,16:40,Good,1m 2f,Canute (USA),Ryan Moore,0,Aidan O'Brien,1st,N/A,3,9-5b,82,True,62,27
Navan Racing Results | 11th June 2023 17:10,N/A,17:10,Good,1m 2f,The Peckhampouncer (IRE),R. C. Colgan,0,D. Broad,17th,4 3/4 l,6,8-12tv,47,True,62,28
Navan Racing Results | 11th June 2023 17:10,N/A,17:10,Good,1m 2f,Black Smoke (IRE),M. W. Hassett,10,Liam Roche,16th,Neck,6,9-13t,62,True,62,28
Navan Racing Results | 11th June 2023 17:10,N/A,17:10,Good,1m 2f,Maricruz (IRE),Jessica O'Gorman,7,John McConnell,15th,Head,8,9-2,51,True,62,28
Navan Racing Results | 11th June 2023 17:10,N/A,17:10,Good,1m 2f,Clifftop,Siobhan Rutledge,5,Harry Rogers,14th,2 l,7,9-4,53,True,62,28
Navan Racing Results | 11th June 2023 17:10,N/A,17:10,Good,1m 2f,Nevada Brave (IRE),Jack Cleary,7,Luke Comer,13th,1 3/4 l,5,9-1,50,True,62,28
Navan Racing Results | 11th June 2023 17:10,N/A,17:10,Good,1m 2f,Prince Of Abington (IRE),Seamie Heffernan,0,Miss Jennifer Anne Lynch,12th,1/2 l,5,9-6,55,True,62,28
Navan Racing Results | 11th June 2023 17:10,N/A,17:10,Good,1m 2f,Five Zeros (IRE),Kevin A. Murphy,10,Nigel Slevin,11th,Neck,6,9-12,61,True,62,28
Navan Racing Results | 11th June 2023 17:10,N/A,17:10,Good,1m 2f,Kartayaz (IRE),Cillian McConnell,7,John McConnell,10th,Nose,6,9-7,56,True,62,28
Navan Racing Results | 11th June 2023 17:10,N/A,17:10,Good,1m 2f,Csarina (IRE),S. P. Bird,10,Michael Mulvany,9th,1/2 l,4,8-12t,47,True,62,28
Navan Racing Results | 11th June 2023 17:10,N/A,17:10,Good,1m 2f,Cleopatra's Needle (IRE),William James Lee,0,Harry Rogers,8th,3/4 l,5,9-2ht1,51,True,62,28
Navan Racing Results | 11th June 2023 17:10,N/A,17:10,Good,1m 2f,Lisamaria (IRE),C. T. Keane,0,Paul W. Flynn,7th,1 3/4 l,4,8-13,48,True,62,28
Navan Racing Results | 11th June 2023 17:10,N/A,17:10,Good,1m 2f,Dark Street (IRE),N. M. Crosse,0,Luke Comer,6th,1 1/2 l,5,9-2,51,True,62,28
Navan Racing Results | 11th June 2023 17:10,N/A,17:10,Good,1m 2f,Qasbaz (IRE),G. F. Carroll,0,James McAuley,5th,Nose,6,9-10p,59,True,62,28
Navan Racing Results | 11th June 2023 17:10,N/A,17:10,Good,1m 2f,Finke River,Declan McDonogh,0,James McAuley,4th,1 3/4 l,4,9-7,56,True,62,28
Navan Racing Results | 11th June 2023 17:10,N/A,17:10,Good,1m 2f,Bright Moment (IRE),Ben Martin Coen,0,J. J. Feane,3rd,1/2 l,5,9-5,54,True,62,28
Navan Racing Results | 11th June 2023 17:10,N/A,17:10,Good,1m 2f,Shining Aitch,D. B. McMonagle,0,T. G. McCourt,2nd,Neck,6,9-6t1,55,True,62,28
Navan Racing Results | 11th June 2023 17:10,N/A,17:10,Good,1m 2f,Court Of Appeal (IRE),C. Stone-Walsh,7,N. Hynds,1st,N/A,6,10-0,63,True,62,28
Navan Racing Results | 11th June 2023 17:10,N/A,17:10,Good,1m 2f,The Peckhampouncer (IRE),R. C. Colgan,0,D. Broad,17th,4 3/4 l,6,8-12tv,47,True,62,28
Navan Racing Results | 11th June 2023 17:10,N/A,17:10,Good,1m 2f,Black Smoke (IRE),M. W. Hassett,10,Liam Roche,16th,Neck,6,9-13t,62,True,62,28
Navan Racing Results | 11th June 2023 17:10,N/A,17:10,Good,1m 2f,Maricruz (IRE),Jessica O'Gorman,7,John McConnell,15th,Head,8,9-2,51,True,62,28
Navan Racing Results | 11th June 2023 17:10,N/A,17:10,Good,1m 2f,Clifftop,Siobhan Rutledge,5,Harry Rogers,14th,2 l,7,9-4,53,True,62,28
Navan Racing Results | 11th June 2023 17:10,N/A,17:10,Good,1m 2f,Nevada Brave (IRE),Jack Cleary,7,Luke Comer,13th,1 3/4 l,5,9-1,50,True,62,28
Navan Racing Results | 11th June 2023 17:10,N/A,17:10,Good,1m 2f,Prince Of Abington (IRE),Seamie Heffernan,0,Miss Jennifer Anne Lynch,12th,1/2 l,5,9-6,55,True,62,28
Navan Racing Results | 11th June 2023 17:10,N/A,17:10,Good,1m 2f,Five Zeros (IRE),Kevin A. Murphy,10,Nigel Slevin,11th,Neck,6,9-12,61,True,62,28
Navan Racing Results | 11th June 2023 17:10,N/A,17:10,Good,1m 2f,Kartayaz (IRE),Cillian McConnell,7,John McConnell,10th,Nose,6,9-7,56,True,62,28
Navan Racing Results | 11th June 2023 17:10,N/A,17:10,Good,1m 2f,Csarina (IRE),S. P. Bird,10,Michael Mulvany,9th,1/2 l,4,8-12t,47,True,62,28
Navan Racing Results | 11th June 2023 17:10,N/A,17:10,Good,1m 2f,Cleopatra's Needle (IRE),William James Lee,0,Harry Rogers,8th,3/4 l,5,9-2ht1,51,True,62,28
Navan Racing Results | 11th June 2023 17:10,N/A,17:10,Good,1m 2f,Lisamaria (IRE),C. T. Keane,0,Paul W. Flynn,7th,1 3/4 l,4,8-13,48,True,62,28
Navan Racing Results | 11th June 2023 17:10,N/A,17:10,Good,1m 2f,Dark Street (IRE),N. M. Crosse,0,Luke Comer,6th,1 1/2 l,5,9-2,51,True,62,28
Navan Racing Results | 11th June 2023 17:10,N/A,17:10,Good,1m 2f,Qasbaz (IRE),G. F. Carroll,0,James McAuley,5th,Nose,6,9-10p,59,True,62,28
Navan Racing Results | 11th June 2023 17:10,N/A,17:10,Good,1m 2f,Finke River,Declan McDonogh,0,James McAuley,4th,1 3/4 l,4,9-7,56,True,62,28
Navan Racing Results | 11th June 2023 17:10,N/A,17:10,Good,1m 2f,Bright Moment (IRE),Ben Martin Coen,0,J. J. Feane,3rd,1/2 l,5,9-5,54,True,62,28
Navan Racing Results | 11th June 2023 17:10,N/A,17:10,Good,1m 2f,Shining Aitch,D. B. McMonagle,0,T. G. McCourt,2nd,Neck,6,9-6t1,55,True,62,28
Navan Racing Results | 11th June 2023 17:10,N/A,17:10,Good,1m 2f,Court Of Appeal (IRE),C. Stone-Walsh,7,N. Hynds,1st,N/A,6,10-0,63,True,62,28
Roscommon Racing Results | 12th June 2023 16:38,N/A,16:38,Good To Yielding,2m 46y,Hope Des Blins (FR),Liam Quinlan,5,John Patrick Ryan,3rd,5 l,6,10-9,-,True,62,29
Roscommon Racing Results | 12th June 2023 16:38,N/A,16:38,Good To Yielding,2m 46y,Roseys Hollow (IRE),A. P. Kelly,7,Jonathan Sweeney,2nd,9 1/2 l,9,10-9,-,True,62,29
Roscommon Racing Results | 12th June 2023 16:38,N/A,16:38,Good To Yielding,2m 46y,Lieutenant Highway (IRE),D. J. Gilligan,7,Gordon Elliott,1st,N/A,6,11-2,-,True,62,29
Roscommon Racing Results | 12th June 2023 16:38,N/A,16:38,Good To Yielding,2m 46y,Hope Des Blins (FR),Liam Quinlan,5,John Patrick Ryan,3rd,5 l,6,10-9,-,True,62,29
Roscommon Racing Results | 12th June 2023 16:38,N/A,16:38,Good To Yielding,2m 46y,Roseys Hollow (IRE),A. P. Kelly,7,Jonathan Sweeney,2nd,9 1/2 l,9,10-9,-,True,62,29
Roscommon Racing Results | 12th June 2023 16:38,N/A,16:38,Good To Yielding,2m 46y,Lieutenant Highway (IRE),D. J. Gilligan,7,Gordon Elliott,1st,N/A,6,11-2,-,True,62,29
Roscommon Racing Results | 12th June 2023 17:13,N/A,17:13,Good To Yielding,3m 52y,Popong (IRE),H. Morgan,0,Henry de Bromhead,11th,8 1/2 l,9,11-2p1,130,True,62,30
Roscommon Racing Results | 12th June 2023 17:13,N/A,17:13,Good To Yielding,3m 52y,Pairc Na Ngael (IRE),R. A. Doyle,0,Charles Byrnes,10th,15 l,9,10-7p,121,True,62,30
Roscommon Racing Results | 12th June 2023 17:13,N/A,17:13,Good To Yielding,3m 52y,Walking On Glass (IRE),A. P. Kelly,7,Padraig Roche,9th,2 1/4 l,8,11-1p,129,True,62,30
Roscommon Racing Results | 12th June 2023 17:13,N/A,17:13,Good To Yielding,3m 52y,Hurricane Georgie (IRE),Corey McGivern,7,Gordon Elliott,8th,2 l,6,12-1,143,True,62,30
Roscommon Racing Results | 12th June 2023 17:13,N/A,17:13,Good To Yielding,3m 52y,Go Another One (IRE),Shane Fitzgerald,3,John McConnell,7th,1 l,11,11-7t,135,True,62,30
Roscommon Racing Results | 12th June 2023 17:13,N/A,17:13,Good To Yielding,3m 52y,Good As Hell (IRE),Niall Moore,7,Philip Fenton,6th,8 l,8,10-0b,114,True,62,30
Roscommon Racing Results | 12th June 2023 17:13,N/A,17:13,Good To Yielding,3m 52y,Champagne Gold (IRE),M. P. O'Connor,5,Henry de Bromhead,5th,1 1/2 l,8,11-6tp,134,True,62,30
Roscommon Racing Results | 12th June 2023 17:13,N/A,17:13,Good To Yielding,3m 52y,Snugsborough Hall (IRE),Kieran Callaghan,7,Liam P. Cusack,4th,9 l,12,10-13h,127,True,62,30
Roscommon Racing Results | 12th June 2023 17:13,N/A,17:13,Good To Yielding,3m 52y,The Abbey (IRE),D. J. Gilligan,7,Gordon Elliott,3rd,8 l,10,10-3p,117,True,62,30
Roscommon Racing Results | 12th June 2023 17:13,N/A,17:13,Good To Yielding,3m 52y,Foxy Jacks (IRE),Gavin Peter Brouder,5,M. F. Morris,2nd,1 1/4 l,9,11-8p,136,True,62,30
Roscommon Racing Results | 12th June 2023 17:13,N/A,17:13,Good To Yielding,3m 52y,Stealthy Tom (IRE),M. M. McDonagh,5,Enda Bolger,1st,N/A,8,10-0b,114,True,62,30
Roscommon Racing Results | 12th June 2023 17:13,N/A,17:13,Good To Yielding,3m 52y,Popong (IRE),H. Morgan,0,Henry de Bromhead,11th,8 1/2 l,9,11-2p1,130,True,62,30
Roscommon Racing Results | 12th June 2023 17:13,N/A,17:13,Good To Yielding,3m 52y,Pairc Na Ngael (IRE),R. A. Doyle,0,Charles Byrnes,10th,15 l,9,10-7p,121,True,62,30
Roscommon Racing Results | 12th June 2023 17:13,N/A,17:13,Good To Yielding,3m 52y,Walking On Glass (IRE),A. P. Kelly,7,Padraig Roche,9th,2 1/4 l,8,11-1p,129,True,62,30
Roscommon Racing Results | 12th June 2023 17:13,N/A,17:13,Good To Yielding,3m 52y,Hurricane Georgie (IRE),Corey McGivern,7,Gordon Elliott,8th,2 l,6,12-1,143,True,62,30
Roscommon Racing Results | 12th June 2023 17:13,N/A,17:13,Good To Yielding,3m 52y,Go Another One (IRE),Shane Fitzgerald,3,John McConnell,7th,1 l,11,11-7t,135,True,62,30
Roscommon Racing Results | 12th June 2023 17:13,N/A,17:13,Good To Yielding,3m 52y,Good As Hell (IRE),Niall Moore,7,Philip Fenton,6th,8 l,8,10-0b,114,True,62,30
Roscommon Racing Results | 12th June 2023 17:13,N/A,17:13,Good To Yielding,3m 52y,Champagne Gold (IRE),M. P. O'Connor,5,Henry de Bromhead,5th,1 1/2 l,8,11-6tp,134,True,62,30
Roscommon Racing Results | 12th June 2023 17:13,N/A,17:13,Good To Yielding,3m 52y,Snugsborough Hall (IRE),Kieran Callaghan,7,Liam P. Cusack,4th,9 l,12,10-13h,127,True,62,30
Roscommon Racing Results | 12th June 2023 17:13,N/A,17:13,Good To Yielding,3m 52y,The Abbey (IRE),D. J. Gilligan,7,Gordon Elliott,3rd,8 l,10,10-3p,117,True,62,30
Roscommon Racing Results | 12th June 2023 17:13,N/A,17:13,Good To Yielding,3m 52y,Foxy Jacks (IRE),Gavin Peter Brouder,5,M. F. Morris,2nd,1 1/4 l,9,11-8p,136,True,62,30
Roscommon Racing Results | 12th June 2023 17:13,N/A,17:13,Good To Yielding,3m 52y,Stealthy Tom (IRE),M. M. McDonagh,5,Enda Bolger,1st,N/A,8,10-0b,114,True,62,30
Roscommon Racing Results | 12th June 2023 17:48,N/A,17:48,Good To Yielding,2m 46y,Boots and Jeans (IRE),M. P. O'Connor,0,Henry de Bromhead,PU,N/A,4,11-7,-,True,62,31
Roscommon Racing Results | 12th June 2023 17:48,N/A,17:48,Good To Yielding,2m 46y,Silent Dawn (IRE),Eoin G. Kelly,4,Adrian Murray,15th,89 l,4,11-7,-,True,62,31
Roscommon Racing Results | 12th June 2023 17:48,N/A,17:48,Good To Yielding,2m 46y,Drombanna Boy (IRE),T. Joseph Kelly,4,Enda Bolger,14th,22 l,4,11-7,-,True,62,31
Roscommon Racing Results | 12th June 2023 17:48,N/A,17:48,Good To Yielding,2m 46y,Augeron (FR),Gavin Peter Brouder,2,F. Birrane,13th,Neck,4,11-7,-,True,62,31
Roscommon Racing Results | 12th June 2023 17:48,N/A,17:48,Good To Yielding,2m 46y,Akaabir (IRE),D. King,2,Denis Hogan,12th,2 l,4,11-7,-,True,62,31
Roscommon Racing Results | 12th June 2023 17:48,N/A,17:48,Good To Yielding,2m 46y,I Am the Sea,Richard Condon,2,P. M. Cloke,11th,27 l,4,11-7,-,True,62,31
Roscommon Racing Results | 12th June 2023 17:48,N/A,17:48,Good To Yielding,2m 46y,Across The Ocean (IRE),K. E. Buckley,0,Gavin Patrick Cromwell,10th,9 l,4,11-7,-,True,62,31
Roscommon Racing Results | 12th June 2023 17:48,N/A,17:48,Good To Yielding,2m 46y,General Idea,Philip Donovan,2,Denis Hogan,9th,1/2 l,4,11-7t,-,True,62,31
Roscommon Racing Results | 12th June 2023 17:48,N/A,17:48,Good To Yielding,2m 46y,Ruby Jules,Jack G. Gilligan,4,Paul John Gilligan,8th,1/2 l,4,11-0,-,True,62,31
Roscommon Racing Results | 12th June 2023 17:48,N/A,17:48,Good To Yielding,2m 46y,Blenheim Belle (IRE),A. P. Kelly,4,Mark McNiff,7th,1/2 l,4,11-0,-,True,62,31
Roscommon Racing Results | 12th June 2023 17:48,N/A,17:48,Good To Yielding,2m 46y,Gulfam,Shane Fenelon,4,John Joseph Hanlon,6th,8 l,4,11-7,-,True,62,31
Roscommon Racing Results | 12th June 2023 17:48,N/A,17:48,Good To Yielding,2m 46y,Nemean (USA),L. A. McKenna,2,A. J. Martin,5th,23 l,4,11-7t,-,True,62,31
Roscommon Racing Results | 12th June 2023 17:48,N/A,17:48,Good To Yielding,2m 46y,Knocknacree (IRE),D. J. Gilligan,4,Gordon Elliott,4th,2 1/2 l,4,11-7,-,True,62,31
Roscommon Racing Results | 12th June 2023 17:48,N/A,17:48,Good To Yielding,2m 46y,Mr Globalist (IRE),M. J. M. O'Sullivan,0,Shay Slevin,3rd,1 l,4,11-7,-,True,62,31
Roscommon Racing Results | 12th June 2023 17:48,N/A,17:48,Good To Yielding,2m 46y,Mercury Mission,Shane Fitzgerald,0,Michael John O'Connor,2nd,4 1/4 l,4,11-7,-,True,62,31
Roscommon Racing Results | 12th June 2023 17:48,N/A,17:48,Good To Yielding,2m 46y,Aussie Warrior (IRE),C. M. Quirke,4,T. R. Hughes,1st,N/A,4,11-7,-,True,62,31
Roscommon Racing Results | 12th June 2023 17:48,N/A,17:48,Good To Yielding,2m 46y,Boots and Jeans (IRE),M. P. O'Connor,0,Henry de Bromhead,PU,N/A,4,11-7,-,True,62,31
Roscommon Racing Results | 12th June 2023 17:48,N/A,17:48,Good To Yielding,2m 46y,Silent Dawn (IRE),Eoin G. Kelly,4,Adrian Murray,15th,89 l,4,11-7,-,True,62,31
Roscommon Racing Results | 12th June 2023 17:48,N/A,17:48,Good To Yielding,2m 46y,Drombanna Boy (IRE),T. Joseph Kelly,4,Enda Bolger,14th,22 l,4,11-7,-,True,62,31
Roscommon Racing Results | 12th June 2023 17:48,N/A,17:48,Good To Yielding,2m 46y,Augeron (FR),Gavin Peter Brouder,2,F. Birrane,13th,Neck,4,11-7,-,True,62,31
Roscommon Racing Results | 12th June 2023 17:48,N/A,17:48,Good To Yielding,2m 46y,Akaabir (IRE),D. King,2,Denis Hogan,12th,2 l,4,11-7,-,True,62,31
Roscommon Racing Results | 12th June 2023 17:48,N/A,17:48,Good To Yielding,2m 46y,I Am the Sea,Richard Condon,2,P. M. Cloke,11th,27 l,4,11-7,-,True,62,31
