track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Galway Racing Results | 29th July 2025 20:20,2025-07-29,20:20,Yielding,1m 123y,Convincing (IRE),B M Coen,0,Ciaran Murphy,5th,Neck,4,9-11,67,True,9,6
Galway Racing Results | 29th July 2025 20:20,2025-07-29,20:20,Yielding,1m 123y,Storm Averted (IRE),W Joyce,3,M Mulvany,4th,Neck,4,9-10t1,66,True,9,6
Galway Racing Results | 29th July 2025 20:20,2025-07-29,20:20,Yielding,1m 123y,Chavajod,R Coakley,0,D P Coakley,3rd,1/2 l,7,9-12v,68,True,9,6
Galway Racing Results | 29th July 2025 20:20,2025-07-29,20:20,Yielding,1m 123y,Heliogabalus (IRE),S Foley,0,S Byrne,1st,N/A,4,9-12b1,68,True,9,6
Galway Racing Results | 29th July 2025 20:20,2025-07-29,20:20,Yielding,1m 123y,Castleheath (IRE),S Coen,7,Ciaran Murphy,1st,Dead Heat,4,9-10,66,True,9,6
Galway Racing Results | 30th July 2025 17:05,2025-07-30,17:05,Good,2m 6f,Premier Banner (IRE),J G Gilligan,5,P J Gilligan,RR,N/A,5,11-12,-,True,9,7
Galway Racing Results | 30th July 2025 17:05,2025-07-30,17:05,Good,2m 6f,Champagne Melanie (IRE),C M Quirke,0,J Neilan,PU,N/A,5,11-5tp1,-,True,9,7
Galway Racing Results | 30th July 2025 17:05,2025-07-30,17:05,Good,2m 6f,Plomeur (FR),J J Slevin,0,C Bowe,PU,N/A,5,11-12,-,True,9,7
Galway Racing Results | 30th July 2025 17:05,2025-07-30,17:05,Good,2m 6f,Coup D'etat (IRE),Mr J P O'Rourke,7,P O'Rourke,F,N/A,6,11-12,-,True,9,7
Galway Racing Results | 30th July 2025 17:05,2025-07-30,17:05,Good,2m 6f,Winter Orchid (IRE),A M King,7,J Neilan,12th,1/2 l,8,11-5tp1,-,True,9,7
Galway Racing Results | 30th July 2025 17:05,2025-07-30,17:05,Good,2m 6f,Aurora's Bay (IRE),Mr O T Gilligan,7,P J Gilligan,11th,1 3/4 l,5,11-12,-,True,9,7
Galway Racing Results | 30th July 2025 17:05,2025-07-30,17:05,Good,2m 6f,Willuhaveamineral (IRE),S Fitzgerald,0,M Winters,10th,20 l,5,11-5,-,True,9,7
Galway Racing Results | 30th July 2025 17:05,2025-07-30,17:05,Good,2m 6f,Matter Of Opinion (IRE),A Harvey,5,William Harvey,9th,2 3/4 l,5,11-12t,-,True,9,7
Galway Racing Results | 30th July 2025 17:05,2025-07-30,17:05,Good,2m 6f,Soldiers World (IRE),Mr D L Queally,0,D Queally,8th,14 l,5,11-12,-,True,9,7
Galway Racing Results | 30th July 2025 17:05,2025-07-30,17:05,Good,2m 6f,Jampot Lane (IRE),A P Kelly,3,G O'Loughlin,7th,2 l,7,11-5t,-,True,9,7
Galway Racing Results | 30th July 2025 17:05,2025-07-30,17:05,Good,2m 6f,Westoftignes (IRE),S W Flanagan,0,A Murray,6th,7 l,6,11-12,-,True,9,7
Galway Racing Results | 30th July 2025 17:05,2025-07-30,17:05,Good,2m 6f,Mighty Berkshire (IRE),J P O'Sullivan,0,D Queally,5th,1 1/2 l,5,11-12,-,True,9,7
Galway Racing Results | 30th July 2025 17:05,2025-07-30,17:05,Good,2m 6f,Son Of Anarchy (IRE),M P Walsh,0,G Elliott,4th,2 3/4 l,6,11-12,118,True,9,7
Galway Racing Results | 30th July 2025 17:05,2025-07-30,17:05,Good,2m 6f,Coded Welder (IRE),Sam Ewing,0,Paul Mulligan,3rd,8 1/2 l,6,11-12t,-,True,9,7
Galway Racing Results | 30th July 2025 17:05,2025-07-30,17:05,Good,2m 6f,Zanndabad (IRE),D King,0,A J Martin,2nd,11 l,6,11-12t,115,True,9,7
Galway Racing Results | 30th July 2025 17:05,2025-07-30,17:05,Good,2m 6f,Hipop De Loire (FR),P Townend,0,W P Mullins,1st,N/A,8,11-12,-,True,9,7
Galway Racing Results | 30th July 2025 17:05,2025-07-30,17:05,Good,2m 6f,Premier Banner (IRE),J G Gilligan,5,P J Gilligan,RR,N/A,5,11-12,-,True,9,7
Galway Racing Results | 30th July 2025 17:05,2025-07-30,17:05,Good,2m 6f,Champagne Melanie (IRE),C M Quirke,0,J Neilan,PU,N/A,5,11-5tp1,-,True,9,7
Galway Racing Results | 30th July 2025 17:05,2025-07-30,17:05,Good,2m 6f,Plomeur (FR),J J Slevin,0,C Bowe,PU,N/A,5,11-12,-,True,9,7
Galway Racing Results | 30th July 2025 17:05,2025-07-30,17:05,Good,2m 6f,Coup D'etat (IRE),Mr J P O'Rourke,7,P O'Rourke,F,N/A,6,11-12,-,True,9,7
Galway Racing Results | 30th July 2025 17:05,2025-07-30,17:05,Good,2m 6f,Winter Orchid (IRE),A M King,7,J Neilan,12th,1/2 l,8,11-5tp1,-,True,9,7
Galway Racing Results | 30th July 2025 17:05,2025-07-30,17:05,Good,2m 6f,Aurora's Bay (IRE),Mr O T Gilligan,7,P J Gilligan,11th,1 3/4 l,5,11-12,-,True,9,7
Galway Racing Results | 30th July 2025 17:05,2025-07-30,17:05,Good,2m 6f,Willuhaveamineral (IRE),S Fitzgerald,0,M Winters,10th,20 l,5,11-5,-,True,9,7
Galway Racing Results | 30th July 2025 17:05,2025-07-30,17:05,Good,2m 6f,Matter Of Opinion (IRE),A Harvey,5,William Harvey,9th,2 3/4 l,5,11-12t,-,True,9,7
Galway Racing Results | 30th July 2025 17:05,2025-07-30,17:05,Good,2m 6f,Soldiers World (IRE),Mr D L Queally,0,D Queally,8th,14 l,5,11-12,-,True,9,7
Galway Racing Results | 30th July 2025 17:05,2025-07-30,17:05,Good,2m 6f,Jampot Lane (IRE),A P Kelly,3,G O'Loughlin,7th,2 l,7,11-5t,-,True,9,7
Galway Racing Results | 30th July 2025 17:05,2025-07-30,17:05,Good,2m 6f,Westoftignes (IRE),S W Flanagan,0,A Murray,6th,7 l,6,11-12,-,True,9,7
Galway Racing Results | 30th July 2025 17:05,2025-07-30,17:05,Good,2m 6f,Mighty Berkshire (IRE),J P O'Sullivan,0,D Queally,5th,1 1/2 l,5,11-12,-,True,9,7
Galway Racing Results | 30th July 2025 17:05,2025-07-30,17:05,Good,2m 6f,Son Of Anarchy (IRE),M P Walsh,0,G Elliott,4th,2 3/4 l,6,11-12,118,True,9,7
Galway Racing Results | 30th July 2025 17:05,2025-07-30,17:05,Good,2m 6f,Coded Welder (IRE),Sam Ewing,0,Paul Mulligan,3rd,8 1/2 l,6,11-12t,-,True,9,7
Galway Racing Results | 30th July 2025 17:05,2025-07-30,17:05,Good,2m 6f,Zanndabad (IRE),D King,0,A J Martin,2nd,11 l,6,11-12t,115,True,9,7
Galway Racing Results | 30th July 2025 17:05,2025-07-30,17:05,Good,2m 6f,Hipop De Loire (FR),P Townend,0,W P Mullins,1st,N/A,8,11-12,-,True,9,7
Galway Racing Results | 30th July 2025 17:35,2025-07-30,17:35,Good,2m 6f,Roxboro River (IRE),S W Flanagan,0,J J Hanlon,PU,N/A,6,11-7p1,105,True,9,8
Galway Racing Results | 30th July 2025 17:35,2025-07-30,17:35,Good,2m 6f,Ceol Draiochta (IRE),K E Buckley,0,E Buckley,PU,N/A,4,11-5t,108,True,9,8
Galway Racing Results | 30th July 2025 17:35,2025-07-30,17:35,Good,2m 6f,Beggars Rock (IRE),K C Sexton,0,D Queally,PU,N/A,6,11-7v,105,True,9,8
Galway Racing Results | 30th July 2025 17:35,2025-07-30,17:35,Good,2m 6f,Ossifer Hops (IRE),J W Kennedy,0,G Elliott,PU,N/A,7,11-10p,108,True,9,8
Galway Racing Results | 30th July 2025 17:35,2025-07-30,17:35,Good,2m 6f,Portarlington (IRE),Mr J P Sutton,7,Ian Donoghue,16th,13 l,6,11-11tp,109,True,9,8
Galway Racing Results | 30th July 2025 17:35,2025-07-30,17:35,Good,2m 6f,Caesar Rock (IRE),D J O'Keeffe,0,M F Morris,15th,3/4 l,9,11-9p,107,True,9,8
Galway Racing Results | 30th July 2025 17:35,2025-07-30,17:35,Good,2m 6f,Affinity Rock (IRE),D J Gilligan,0,C Collins,14th,9 l,5,11-7,105,True,9,8
Galway Racing Results | 30th July 2025 17:35,2025-07-30,17:35,Good,2m 6f,Folly Beach,L A McKenna,5,M A Molloy,13th,13 l,7,11-7,105,True,9,8
Galway Racing Results | 30th July 2025 17:35,2025-07-30,17:35,Good,2m 6f,Beau Walking (IRE),Sam Ewing,0,Mrs J Harrington,12th,2 l,7,11-11tp,109,True,9,8
Galway Racing Results | 30th July 2025 17:35,2025-07-30,17:35,Good,2m 6f,Nitty Gritty (IRE),J J Slevin,0,J P O'Brien,11th,Neck,5,11-12,110,True,9,8
Galway Racing Results | 30th July 2025 17:35,2025-07-30,17:35,Good,2m 6f,Coastal World (FR),Mr M E McCrory,7,N C Kelly,10th,2 3/4 l,10,11-8t,106,True,9,8
Galway Racing Results | 30th July 2025 17:35,2025-07-30,17:35,Good,2m 6f,Spinning Web (IRE),D E Mullins,0,Ms M Mullins,9th,2 1/2 l,5,11-12t,110,True,9,8
Galway Racing Results | 30th July 2025 17:35,2025-07-30,17:35,Good,2m 6f,Gabriel Ranger (IRE),C M Quirke,0,J G Murphy,8th,4 3/4 l,6,11-8,106,True,9,8
Galway Racing Results | 30th July 2025 17:35,2025-07-30,17:35,Good,2m 6f,Dream In The Park (IRE),C M Hogan,7,E McNamara,7th,1/2 l,8,11-11,109,True,9,8
Galway Racing Results | 30th July 2025 17:35,2025-07-30,17:35,Good,2m 6f,Ahead Of The Posse (IRE),E Staples,7,G P Cromwell,6th,3 3/4 l,8,11-9tp,107,True,9,8
Galway Racing Results | 30th July 2025 17:35,2025-07-30,17:35,Good,2m 6f,Another Choice (IRE),J Smith,5,M J Smith,5th,1 1/4 l,8,12-0,112,True,9,8
Galway Racing Results | 30th July 2025 17:35,2025-07-30,17:35,Good,2m 6f,El Champo (IRE),T Power Roche,5,P J Rothwell,4th,6 l,7,11-12p,110,True,9,8
Galway Racing Results | 30th July 2025 17:35,2025-07-30,17:35,Good,2m 6f,Arctic Gale (IRE),D Meyler,0,E Mullins,3rd,2 l,6,11-11t1,109,True,9,8
Galway Racing Results | 30th July 2025 17:35,2025-07-30,17:35,Good,2m 6f,High Court Cave (IRE),Mr O McGill,5,N C Kelly,2nd,5 l,5,11-7,105,True,9,8
Galway Racing Results | 30th July 2025 17:35,2025-07-30,17:35,Good,2m 6f,Bal Kauto (FR),Mr D L Queally,0,D Queally,1st,N/A,8,11-6ht,104,True,9,8
Galway Racing Results | 30th July 2025 17:35,2025-07-30,17:35,Good,2m 6f,Roxboro River (IRE),S W Flanagan,0,J J Hanlon,PU,N/A,6,11-7p1,105,True,9,8
Galway Racing Results | 30th July 2025 17:35,2025-07-30,17:35,Good,2m 6f,Ceol Draiochta (IRE),K E Buckley,0,E Buckley,PU,N/A,4,11-5t,108,True,9,8
Galway Racing Results | 30th July 2025 17:35,2025-07-30,17:35,Good,2m 6f,Beggars Rock (IRE),K C Sexton,0,D Queally,PU,N/A,6,11-7v,105,True,9,8
Galway Racing Results | 30th July 2025 17:35,2025-07-30,17:35,Good,2m 6f,Ossifer Hops (IRE),J W Kennedy,0,G Elliott,PU,N/A,7,11-10p,108,True,9,8
Galway Racing Results | 30th July 2025 17:35,2025-07-30,17:35,Good,2m 6f,Portarlington (IRE),Mr J P Sutton,7,Ian Donoghue,16th,13 l,6,11-11tp,109,True,9,8
Galway Racing Results | 30th July 2025 17:35,2025-07-30,17:35,Good,2m 6f,Caesar Rock (IRE),D J O'Keeffe,0,M F Morris,15th,3/4 l,9,11-9p,107,True,9,8
Galway Racing Results | 30th July 2025 17:35,2025-07-30,17:35,Good,2m 6f,Affinity Rock (IRE),D J Gilligan,0,C Collins,14th,9 l,5,11-7,105,True,9,8
Galway Racing Results | 30th July 2025 17:35,2025-07-30,17:35,Good,2m 6f,Folly Beach,L A McKenna,5,M A Molloy,13th,13 l,7,11-7,105,True,9,8
Galway Racing Results | 30th July 2025 17:35,2025-07-30,17:35,Good,2m 6f,Beau Walking (IRE),Sam Ewing,0,Mrs J Harrington,12th,2 l,7,11-11tp,109,True,9,8
Galway Racing Results | 30th July 2025 17:35,2025-07-30,17:35,Good,2m 6f,Nitty Gritty (IRE),J J Slevin,0,J P O'Brien,11th,Neck,5,11-12,110,True,9,8
Galway Racing Results | 30th July 2025 17:35,2025-07-30,17:35,Good,2m 6f,Coastal World (FR),Mr M E McCrory,7,N C Kelly,10th,2 3/4 l,10,11-8t,106,True,9,8
Galway Racing Results | 30th July 2025 17:35,2025-07-30,17:35,Good,2m 6f,Spinning Web (IRE),D E Mullins,0,Ms M Mullins,9th,2 1/2 l,5,11-12t,110,True,9,8
Galway Racing Results | 30th July 2025 17:35,2025-07-30,17:35,Good,2m 6f,Gabriel Ranger (IRE),C M Quirke,0,J G Murphy,8th,4 3/4 l,6,11-8,106,True,9,8
Galway Racing Results | 30th July 2025 17:35,2025-07-30,17:35,Good,2m 6f,Dream In The Park (IRE),C M Hogan,7,E McNamara,7th,1/2 l,8,11-11,109,True,9,8
Galway Racing Results | 30th July 2025 17:35,2025-07-30,17:35,Good,2m 6f,Ahead Of The Posse (IRE),E Staples,7,G P Cromwell,6th,3 3/4 l,8,11-9tp,107,True,9,8
Galway Racing Results | 30th July 2025 17:35,2025-07-30,17:35,Good,2m 6f,Another Choice (IRE),J Smith,5,M J Smith,5th,1 1/4 l,8,12-0,112,True,9,8
Galway Racing Results | 30th July 2025 17:35,2025-07-30,17:35,Good,2m 6f,El Champo (IRE),T Power Roche,5,P J Rothwell,4th,6 l,7,11-12p,110,True,9,8
Galway Racing Results | 30th July 2025 17:35,2025-07-30,17:35,Good,2m 6f,Arctic Gale (IRE),D Meyler,0,E Mullins,3rd,2 l,6,11-11t1,109,True,9,8
Galway Racing Results | 30th July 2025 17:35,2025-07-30,17:35,Good,2m 6f,High Court Cave (IRE),Mr O McGill,5,N C Kelly,2nd,5 l,5,11-7,105,True,9,8
Galway Racing Results | 30th July 2025 17:35,2025-07-30,17:35,Good,2m 6f,Bal Kauto (FR),Mr D L Queally,0,D Queally,1st,N/A,8,11-6ht,104,True,9,8
Galway Racing Results | 30th July 2025 18:05,2025-07-30,18:05,Good,2m 110y,First Dare (IRE),E Staples,7,Liz Doyle,NR,N/A,7,11-2,118,True,9,9
Galway Racing Results | 30th July 2025 18:05,2025-07-30,18:05,Good,2m 110y,Leah's Contessa (IRE),D King,0,C Collins,16th,13 l,5,10-1h,103,True,9,9
Galway Racing Results | 30th July 2025 18:05,2025-07-30,18:05,Good,2m 110y,Fratas (IRE),J C Gainford,0,M Mulvany,15th,20 l,5,10-13,115,True,9,9
Galway Racing Results | 30th July 2025 18:05,2025-07-30,18:05,Good,2m 110y,Farfromnowhere (IRE),S F O'Keeffe,0,P Nolan,14th,16 l,7,11-11,127,True,9,9
Galway Racing Results | 30th July 2025 18:05,2025-07-30,18:05,Good,2m 110y,Radar Ahead,C Stone-Walsh,0,T G McCourt,13th,2 1/4 l,4,10-3,109,True,9,9
Galway Racing Results | 30th July 2025 18:05,2025-07-30,18:05,Good,2m 110y,Sea Of Doubt (IRE),P T Smithers,7,Ian Donoghue,12th,1 1/2 l,5,10-0,99,True,9,9
Galway Racing Results | 30th July 2025 18:05,2025-07-30,18:05,Good,2m 110y,Miss Dishy (IRE),S Cleary-Farrell,7,Ciaran Murphy,11th,1/2 l,6,10-3tp1,105,True,9,9
Galway Racing Results | 30th July 2025 18:05,2025-07-30,18:05,Good,2m 110y,Red Ball Of Fire (IRE),A M King,7,M M McNiff,10th,4 3/4 l,8,10-5b,107,True,9,9
Galway Racing Results | 30th July 2025 18:05,2025-07-30,18:05,Good,2m 110y,Carried With Love (IRE),M P Walsh,0,J P O'Brien,9th,7 1/2 l,4,11-4p,124,True,9,9
Galway Racing Results | 30th July 2025 18:05,2025-07-30,18:05,Good,2m 110y,Belle The Tigress (IRE),D J O'Keeffe,0,H De Bromhead,8th,3/4 l,5,10-12,114,True,9,9
Galway Racing Results | 30th July 2025 18:05,2025-07-30,18:05,Good,2m 110y,Miss Fourie (IRE),J Coen,3,Peter Fahey,7th,Short Head,8,11-6p1,122,True,9,9
Galway Racing Results | 30th July 2025 18:05,2025-07-30,18:05,Good,2m 110y,Redwood Queen (IRE),Mr R James,7,C Collins,6th,1 1/4 l,8,11-12,128,True,9,9
Galway Racing Results | 30th July 2025 18:05,2025-07-30,18:05,Good,2m 110y,Jolie Jewel (FR),P T Enright,0,B McMahon,5th,Neck,6,10-13h,115,True,9,9
Galway Racing Results | 30th July 2025 18:05,2025-07-30,18:05,Good,2m 110y,Killinure Lass (IRE),C G O'Dwyer,5,J P Dempsey,4th,3/4 l,8,10-2p,104,True,9,9
Galway Racing Results | 30th July 2025 18:05,2025-07-30,18:05,Good,2m 110y,Enfranchise (IRE),D E Mullins,0,W McCreery,3rd,3/4 l,7,11-5,121,True,9,9
Galway Racing Results | 30th July 2025 18:05,2025-07-30,18:05,Good,2m 110y,Billie Frechette (IRE),D Meyler,0,N Meade,2nd,2 1/4 l,4,10-11t,117,True,9,9
Galway Racing Results | 30th July 2025 18:05,2025-07-30,18:05,Good,2m 110y,Cleopatra's Needle (IRE),P M O'Brien,5,H Rogers,1st,N/A,7,10-0ht,98,True,9,9
Galway Racing Results | 30th July 2025 18:05,2025-07-30,18:05,Good,2m 110y,First Dare (IRE),E Staples,7,Liz Doyle,NR,N/A,7,11-2,118,True,9,9
Galway Racing Results | 30th July 2025 18:05,2025-07-30,18:05,Good,2m 110y,Leah's Contessa (IRE),D King,0,C Collins,16th,13 l,5,10-1h,103,True,9,9
Galway Racing Results | 30th July 2025 18:05,2025-07-30,18:05,Good,2m 110y,Fratas (IRE),J C Gainford,0,M Mulvany,15th,20 l,5,10-13,115,True,9,9
Galway Racing Results | 30th July 2025 18:05,2025-07-30,18:05,Good,2m 110y,Farfromnowhere (IRE),S F O'Keeffe,0,P Nolan,14th,16 l,7,11-11,127,True,9,9
Galway Racing Results | 30th July 2025 18:05,2025-07-30,18:05,Good,2m 110y,Radar Ahead,C Stone-Walsh,0,T G McCourt,13th,2 1/4 l,4,10-3,109,True,9,9
Galway Racing Results | 30th July 2025 18:05,2025-07-30,18:05,Good,2m 110y,Sea Of Doubt (IRE),P T Smithers,7,Ian Donoghue,12th,1 1/2 l,5,10-0,99,True,9,9
Galway Racing Results | 30th July 2025 18:05,2025-07-30,18:05,Good,2m 110y,Miss Dishy (IRE),S Cleary-Farrell,7,Ciaran Murphy,11th,1/2 l,6,10-3tp1,105,True,9,9
Galway Racing Results | 30th July 2025 18:05,2025-07-30,18:05,Good,2m 110y,Red Ball Of Fire (IRE),A M King,7,M M McNiff,10th,4 3/4 l,8,10-5b,107,True,9,9
Galway Racing Results | 30th July 2025 18:05,2025-07-30,18:05,Good,2m 110y,Carried With Love (IRE),M P Walsh,0,J P O'Brien,9th,7 1/2 l,4,11-4p,124,True,9,9
Galway Racing Results | 30th July 2025 18:05,2025-07-30,18:05,Good,2m 110y,Belle The Tigress (IRE),D J O'Keeffe,0,H De Bromhead,8th,3/4 l,5,10-12,114,True,9,9
Galway Racing Results | 30th July 2025 18:05,2025-07-30,18:05,Good,2m 110y,Miss Fourie (IRE),J Coen,3,Peter Fahey,7th,Short Head,8,11-6p1,122,True,9,9
Galway Racing Results | 30th July 2025 18:05,2025-07-30,18:05,Good,2m 110y,Redwood Queen (IRE),Mr R James,7,C Collins,6th,1 1/4 l,8,11-12,128,True,9,9
Galway Racing Results | 30th July 2025 18:05,2025-07-30,18:05,Good,2m 110y,Jolie Jewel (FR),P T Enright,0,B McMahon,5th,Neck,6,10-13h,115,True,9,9
Galway Racing Results | 30th July 2025 18:05,2025-07-30,18:05,Good,2m 110y,Killinure Lass (IRE),C G O'Dwyer,5,J P Dempsey,4th,3/4 l,8,10-2p,104,True,9,9
Galway Racing Results | 30th July 2025 18:05,2025-07-30,18:05,Good,2m 110y,Enfranchise (IRE),D E Mullins,0,W McCreery,3rd,3/4 l,7,11-5,121,True,9,9
Galway Racing Results | 30th July 2025 18:05,2025-07-30,18:05,Good,2m 110y,Billie Frechette (IRE),D Meyler,0,N Meade,2nd,2 1/4 l,4,10-11t,117,True,9,9
Galway Racing Results | 30th July 2025 18:05,2025-07-30,18:05,Good,2m 110y,Cleopatra's Needle (IRE),P M O'Brien,5,H Rogers,1st,N/A,7,10-0ht,98,True,9,9
Galway Racing Results | 30th July 2025 18:40,2025-07-30,18:40,Good,2m 6f 111y,Anyway (GER),Mr D O'Connor,0,D Budds,UR,N/A,7,11-3p,141,True,9,10
Galway Racing Results | 30th July 2025 18:40,2025-07-30,18:40,Good,2m 6f 111y,Nurburgring (IRE),J J Slevin,0,J P O'Brien,PU,N/A,5,11-8tp,146,True,9,10
Galway Racing Results | 30th July 2025 18:40,2025-07-30,18:40,Good,2m 6f 111y,Olympic Man (FR),D E Mullins,0,W P Mullins,PU,N/A,8,10-13,137,True,9,10
Galway Racing Results | 30th July 2025 18:40,2025-07-30,18:40,Good,2m 6f 111y,Zenta (FR),A P Kelly,3,W P Mullins,PU,N/A,6,11-2b1,140,True,9,10
Galway Racing Results | 30th July 2025 18:40,2025-07-30,18:40,Good,2m 6f 111y,Common Practice (IRE),S D Torrens,0,J P O'Brien,F,N/A,6,11-3tb1,141,True,9,10
Galway Racing Results | 30th July 2025 18:40,2025-07-30,18:40,Good,2m 6f 111y,Adamantly Chosen (IRE),P Townend,0,W P Mullins,BD,N/A,8,11-1p,139,True,9,10
Galway Racing Results | 30th July 2025 18:40,2025-07-30,18:40,Good,2m 6f 111y,Down Memory Lane (IRE),M P Walsh,0,G Elliott,16th,21 l,7,11-7,145,True,9,10
Galway Racing Results | 30th July 2025 18:40,2025-07-30,18:40,Good,2m 6f 111y,Gaelic Arc (IRE),D King,0,J P Ryan,15th,39 l,9,10-6,130,True,9,10
Galway Racing Results | 30th July 2025 18:40,2025-07-30,18:40,Good,2m 6f 111y,Senecia (IRE),P T Enright,0,V Halley,14th,1/2 l,8,11-12b,150,True,9,10
Galway Racing Results | 30th July 2025 18:40,2025-07-30,18:40,Good,2m 6f 111y,Chemical Energy (IRE),E Staples,7,G Elliott,13th,1 1/4 l,9,11-5tp,143,True,9,10
Galway Racing Results | 30th July 2025 18:40,2025-07-30,18:40,Good,2m 6f 111y,Jazzy Matty (FR),H Cobden,0,C Collins,12th,1 l,6,11-4tp,142,True,9,10
Galway Racing Results | 30th July 2025 18:40,2025-07-30,18:40,Good,2m 6f 111y,Duffle Coat (IRE),Sam Ewing,0,G Elliott,11th,2 l,8,11-2p,140,True,9,10
Galway Racing Results | 30th July 2025 18:40,2025-07-30,18:40,Good,2m 6f 111y,Ashdale Bob (IRE),S W Flanagan,0,Mrs J Harrington,10th,1 3/4 l,10,11-4p,142,True,9,10
Galway Racing Results | 30th July 2025 18:40,2025-07-30,18:40,Good,2m 6f 111y,Thecompanysergeant,C Stone-Walsh,0,G P Cromwell,9th,1/2 l,8,11-3,141,True,9,10
Galway Racing Results | 30th July 2025 18:40,2025-07-30,18:40,Good,2m 6f 111y,Three Card Brag (IRE),J W Kennedy,0,G Elliott,8th,1 1/4 l,8,11-7p,145,True,9,10
Galway Racing Results | 30th July 2025 18:40,2025-07-30,18:40,Good,2m 6f 111y,Zanahiyr (IRE),Mr J H Williamson,7,G Elliott,7th,1/2 l,8,11-11tp,149,True,9,10
Galway Racing Results | 30th July 2025 18:40,2025-07-30,18:40,Good,2m 6f 111y,Buddy One (IRE),J G Gilligan,5,P J Gilligan,6th,1/2 l,8,11-7,145,True,9,10
Galway Racing Results | 30th July 2025 18:40,2025-07-30,18:40,Good,2m 6f 111y,Sea Music (IRE),D Meyler,0,E Mullins,5th,7 1/2 l,7,11-0tp,138,True,9,10
Galway Racing Results | 30th July 2025 18:40,2025-07-30,18:40,Good,2m 6f 111y,Amirite (IRE),D J O'Keeffe,0,H De Bromhead,4th,1/2 l,9,11-8tb1,146,True,9,10
Galway Racing Results | 30th July 2025 18:40,2025-07-30,18:40,Good,2m 6f 111y,Shecouldbeanything (IRE),J C Gainford,0,G Elliott,3rd,5 1/2 l,8,11-2tp,140,True,9,10
Galway Racing Results | 30th July 2025 18:40,2025-07-30,18:40,Good,2m 6f 111y,Jesse Evans (IRE),Mr D McGill,7,N Meade,2nd,4 1/2 l,9,11-10t,148,True,9,10
Galway Racing Results | 30th July 2025 18:40,2025-07-30,18:40,Good,2m 6f 111y,Western Fold (IRE),D J Gilligan,0,G Elliott,1st,N/A,6,11-10,148,True,9,10
Galway Racing Results | 30th July 2025 18:40,2025-07-30,18:40,Good,2m 6f 111y,Anyway (GER),Mr D O'Connor,0,D Budds,UR,N/A,7,11-3p,141,True,9,10
Galway Racing Results | 30th July 2025 18:40,2025-07-30,18:40,Good,2m 6f 111y,Nurburgring (IRE),J J Slevin,0,J P O'Brien,PU,N/A,5,11-8tp,146,True,9,10
Galway Racing Results | 30th July 2025 18:40,2025-07-30,18:40,Good,2m 6f 111y,Olympic Man (FR),D E Mullins,0,W P Mullins,PU,N/A,8,10-13,137,True,9,10
Galway Racing Results | 30th July 2025 18:40,2025-07-30,18:40,Good,2m 6f 111y,Zenta (FR),A P Kelly,3,W P Mullins,PU,N/A,6,11-2b1,140,True,9,10
Galway Racing Results | 30th July 2025 18:40,2025-07-30,18:40,Good,2m 6f 111y,Common Practice (IRE),S D Torrens,0,J P O'Brien,F,N/A,6,11-3tb1,141,True,9,10
Galway Racing Results | 30th July 2025 18:40,2025-07-30,18:40,Good,2m 6f 111y,Adamantly Chosen (IRE),P Townend,0,W P Mullins,BD,N/A,8,11-1p,139,True,9,10
Galway Racing Results | 30th July 2025 18:40,2025-07-30,18:40,Good,2m 6f 111y,Down Memory Lane (IRE),M P Walsh,0,G Elliott,16th,21 l,7,11-7,145,True,9,10
Galway Racing Results | 30th July 2025 18:40,2025-07-30,18:40,Good,2m 6f 111y,Gaelic Arc (IRE),D King,0,J P Ryan,15th,39 l,9,10-6,130,True,9,10
Galway Racing Results | 30th July 2025 18:40,2025-07-30,18:40,Good,2m 6f 111y,Senecia (IRE),P T Enright,0,V Halley,14th,1/2 l,8,11-12b,150,True,9,10
Galway Racing Results | 30th July 2025 18:40,2025-07-30,18:40,Good,2m 6f 111y,Chemical Energy (IRE),E Staples,7,G Elliott,13th,1 1/4 l,9,11-5tp,143,True,9,10
Galway Racing Results | 30th July 2025 18:40,2025-07-30,18:40,Good,2m 6f 111y,Jazzy Matty (FR),H Cobden,0,C Collins,12th,1 l,6,11-4tp,142,True,9,10
Galway Racing Results | 30th July 2025 18:40,2025-07-30,18:40,Good,2m 6f 111y,Duffle Coat (IRE),Sam Ewing,0,G Elliott,11th,2 l,8,11-2p,140,True,9,10
Galway Racing Results | 30th July 2025 18:40,2025-07-30,18:40,Good,2m 6f 111y,Ashdale Bob (IRE),S W Flanagan,0,Mrs J Harrington,10th,1 3/4 l,10,11-4p,142,True,9,10
Galway Racing Results | 30th July 2025 18:40,2025-07-30,18:40,Good,2m 6f 111y,Thecompanysergeant,C Stone-Walsh,0,G P Cromwell,9th,1/2 l,8,11-3,141,True,9,10
Galway Racing Results | 30th July 2025 18:40,2025-07-30,18:40,Good,2m 6f 111y,Three Card Brag (IRE),J W Kennedy,0,G Elliott,8th,1 1/4 l,8,11-7p,145,True,9,10
Galway Racing Results | 30th July 2025 18:40,2025-07-30,18:40,Good,2m 6f 111y,Zanahiyr (IRE),Mr J H Williamson,7,G Elliott,7th,1/2 l,8,11-11tp,149,True,9,10
