track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Limerick Racing Results | 10th April 2025 16:02,N/A,16:02,Good (Good To Yielding In Places)  Hurdle (Turf),2m 5f 60y,Burlington House (FR),P T Enright,0,O McKiernan,6th,4 1/2 l,4,11-2,-,True,168,22
Limerick Racing Results | 10th April 2025 16:02,N/A,16:02,Good (Good To Yielding In Places)  Hurdle (Turf),2m 5f 60y,Ask Phil (IRE),D J O'Keeffe,0,Laura Hourigan,5th,2 1/4 l,6,11-12,-,True,168,22
Limerick Racing Results | 10th April 2025 16:02,N/A,16:02,Good (Good To Yielding In Places)  Hurdle (Turf),2m 5f 60y,Kelly's Cosmos (IRE),A M King,7,J Neilan,4th,1 1/4 l,4,11-2p1,-,True,168,22
Limerick Racing Results | 10th April 2025 16:02,N/A,16:02,Good (Good To Yielding In Places)  Hurdle (Turf),2m 5f 60y,Jonny Carrol (IRE),Sam Ewing,0,G Elliott,3rd,24 l,4,11-2,-,True,168,22
Limerick Racing Results | 10th April 2025 16:02,N/A,16:02,Good (Good To Yielding In Places)  Hurdle (Turf),2m 5f 60y,Mashalla Habibi (IRE),S D Torrens,0,P T Foley,2nd,3 l,5,11-12h,116,True,168,22
Limerick Racing Results | 10th April 2025 16:02,N/A,16:02,Good (Good To Yielding In Places)  Hurdle (Turf),2m 5f 60y,Carrigg Island (IRE),G B Noonan,5,E McCarthy,1st,N/A,5,11-12,-,True,168,22
Limerick Racing Results | 10th April 2025 16:02,N/A,16:02,Good (Good To Yielding In Places)  Hurdle (Turf),2m 5f 60y,Mikey Maloo (IRE),R A Berry,7,L P Cusack,PU,N/A,7,11-12,-,True,168,22
Limerick Racing Results | 10th April 2025 16:02,N/A,16:02,Good (Good To Yielding In Places)  Hurdle (Turf),2m 5f 60y,Daws Cross (IRE),C D Smithers,7,P T Foley,PU,N/A,6,11-12h1,-,True,168,22
Limerick Racing Results | 10th April 2025 16:02,N/A,16:02,Good (Good To Yielding In Places)  Hurdle (Turf),2m 5f 60y,Thetownilovedsowel (IRE),H E Sexton,7,P A Fahy,8th,74 l,6,11-12,-,True,168,22
Limerick Racing Results | 10th April 2025 16:02,N/A,16:02,Good (Good To Yielding In Places)  Hurdle (Turf),2m 5f 60y,Diablo Loco (IRE),S F O'Keeffe,0,D Hassett,7th,3 1/2 l,5,11-12,-,True,168,22
Limerick Racing Results | 10th April 2025 16:02,N/A,16:02,Good (Good To Yielding In Places)  Hurdle (Turf),2m 5f 60y,Burlington House (FR),P T Enright,0,O McKiernan,6th,4 1/2 l,4,11-2,-,True,168,22
Limerick Racing Results | 10th April 2025 16:02,N/A,16:02,Good (Good To Yielding In Places)  Hurdle (Turf),2m 5f 60y,Ask Phil (IRE),D J O'Keeffe,0,Laura Hourigan,5th,2 1/4 l,6,11-12,-,True,168,22
Limerick Racing Results | 10th April 2025 16:02,N/A,16:02,Good (Good To Yielding In Places)  Hurdle (Turf),2m 5f 60y,Kelly's Cosmos (IRE),A M King,7,J Neilan,4th,1 1/4 l,4,11-2p1,-,True,168,22
Limerick Racing Results | 10th April 2025 16:02,N/A,16:02,Good (Good To Yielding In Places)  Hurdle (Turf),2m 5f 60y,Jonny Carrol (IRE),Sam Ewing,0,G Elliott,3rd,24 l,4,11-2,-,True,168,22
Limerick Racing Results | 10th April 2025 16:02,N/A,16:02,Good (Good To Yielding In Places)  Hurdle (Turf),2m 5f 60y,Mashalla Habibi (IRE),S D Torrens,0,P T Foley,2nd,3 l,5,11-12h,116,True,168,22
Limerick Racing Results | 10th April 2025 16:02,N/A,16:02,Good (Good To Yielding In Places)  Hurdle (Turf),2m 5f 60y,Carrigg Island (IRE),G B Noonan,5,E McCarthy,1st,N/A,5,11-12,-,True,168,22
Limerick Racing Results | 10th April 2025 16:37,N/A,16:37,Good (Good To Yielding In Places),2m 5f 60y,Silver King (IRE),P T Enright,0,O McKiernan,NR,N/A,9,11-6ht,114,True,168,23
Limerick Racing Results | 10th April 2025 16:37,N/A,16:37,Good (Good To Yielding In Places),2m 5f 60y,My Friend The Wind (IRE),C P McNamara,0,E McNamara,PU,N/A,10,10-10,104,True,168,23
Limerick Racing Results | 10th April 2025 16:37,N/A,16:37,Good (Good To Yielding In Places),2m 5f 60y,Rock On Seamie (IRE),L Quinlan,3,R Hackett,7th,6 l,10,11-6,114,True,168,23
Limerick Racing Results | 10th April 2025 16:37,N/A,16:37,Good (Good To Yielding In Places),2m 5f 60y,Quest With Speed (IRE),P Hanlon,7,J J Hanlon,6th,6 l,8,11-5b,113,True,168,23
Limerick Racing Results | 10th April 2025 16:37,N/A,16:37,Good (Good To Yielding In Places),2m 5f 60y,Millstream Lady (IRE),P M O'Brien,7,E McNamara,5th,1/2 l,7,12-0,122,True,168,23
Limerick Racing Results | 10th April 2025 16:37,N/A,16:37,Good (Good To Yielding In Places),2m 5f 60y,West Away (IRE),D A Kidd,7,J C McConnell,4th,4 l,7,12-0t,122,True,168,23
Limerick Racing Results | 10th April 2025 16:37,N/A,16:37,Good (Good To Yielding In Places),2m 5f 60y,Ballinoe Blaze (IRE),G B Noonan,5,E McCarthy,3rd,Head,5,10-3,97,True,168,23
Limerick Racing Results | 10th April 2025 16:37,N/A,16:37,Good (Good To Yielding In Places),2m 5f 60y,Slip Jig (IRE),D J O'Keeffe,0,C Motherway,2nd,2 1/2 l,7,10-1,95,True,168,23
Limerick Racing Results | 10th April 2025 16:37,N/A,16:37,Good (Good To Yielding In Places),2m 5f 60y,Grange Walk (IRE),D King,0,J P Ryan,1st,N/A,10,11-4b,112,True,168,23
Limerick Racing Results | 10th April 2025 16:37,N/A,16:37,Good (Good To Yielding In Places),2m 5f 60y,Silver King (IRE),P T Enright,0,O McKiernan,NR,N/A,9,11-6ht,114,True,168,23
Limerick Racing Results | 10th April 2025 16:37,N/A,16:37,Good (Good To Yielding In Places),2m 5f 60y,My Friend The Wind (IRE),C P McNamara,0,E McNamara,PU,N/A,10,10-10,104,True,168,23
Limerick Racing Results | 10th April 2025 16:37,N/A,16:37,Good (Good To Yielding In Places),2m 5f 60y,Rock On Seamie (IRE),L Quinlan,3,R Hackett,7th,6 l,10,11-6,114,True,168,23
Limerick Racing Results | 10th April 2025 16:37,N/A,16:37,Good (Good To Yielding In Places),2m 5f 60y,Quest With Speed (IRE),P Hanlon,7,J J Hanlon,6th,6 l,8,11-5b,113,True,168,23
Limerick Racing Results | 10th April 2025 16:37,N/A,16:37,Good (Good To Yielding In Places),2m 5f 60y,Millstream Lady (IRE),P M O'Brien,7,E McNamara,5th,1/2 l,7,12-0,122,True,168,23
Limerick Racing Results | 10th April 2025 16:37,N/A,16:37,Good (Good To Yielding In Places),2m 5f 60y,West Away (IRE),D A Kidd,7,J C McConnell,4th,4 l,7,12-0t,122,True,168,23
Limerick Racing Results | 10th April 2025 16:37,N/A,16:37,Good (Good To Yielding In Places),2m 5f 60y,Ballinoe Blaze (IRE),G B Noonan,5,E McCarthy,3rd,Head,5,10-3,97,True,168,23
Limerick Racing Results | 10th April 2025 16:37,N/A,16:37,Good (Good To Yielding In Places),2m 5f 60y,Slip Jig (IRE),D J O'Keeffe,0,C Motherway,2nd,2 1/2 l,7,10-1,95,True,168,23
Limerick Racing Results | 10th April 2025 16:37,N/A,16:37,Good (Good To Yielding In Places),2m 5f 60y,Grange Walk (IRE),D King,0,J P Ryan,1st,N/A,10,11-4b,112,True,168,23
Limerick Racing Results | 10th April 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),2m 3f 60y,Connemara Shore (IRE),R P Treacy,0,R Tyner,NR,N/A,5,10-8,80,True,168,24
Limerick Racing Results | 10th April 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),2m 3f 60y,Heidi's Frontiere (IRE),Non Runner,0,M Kennedy,NR,N/A,7,11-0,86,True,168,24
Limerick Racing Results | 10th April 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),2m 3f 60y,Backonthegoagain (IRE),A P Kelly,5,C Bowe,NR,N/A,7,11-12,98,True,168,24
Limerick Racing Results | 10th April 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),2m 3f 60y,Read To Return (IRE),D King,0,A J Martin,UR,N/A,8,11-12t,98,True,168,24
Limerick Racing Results | 10th April 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),2m 3f 60y,Beeverstown Place (IRE),L Quinlan,3,M A Cahill,PU,N/A,8,11-1tp,87,True,168,24
Limerick Racing Results | 10th April 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),2m 3f 60y,Stellium (IRE),C P McNamara,0,Michael Flannery,PU,N/A,7,11-11,97,True,168,24
Limerick Racing Results | 10th April 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),2m 3f 60y,Fassbender (IRE),J J Slevin,0,M M McNiff,PU,N/A,9,11-0t,86,True,168,24
Limerick Racing Results | 10th April 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),2m 3f 60y,Give Him A Chance (IRE),T Power Roche,5,P J Rothwell,F,N/A,6,11-1,87,True,168,24
Limerick Racing Results | 10th April 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),2m 3f 60y,Royal Time (IRE),J Smith,5,S Crawley,12th,30 l,6,11-9t,95,True,168,24
Limerick Racing Results | 10th April 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),2m 3f 60y,Ixigreczed (FR),D E Mullins,0,E Seymour,11th,9 l,7,11-9p1,95,True,168,24
Limerick Racing Results | 10th April 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),2m 3f 60y,Tastyee (IRE),D J O'Keeffe,0,D Budds,10th,Head,7,11-1tp,87,True,168,24
Limerick Racing Results | 10th April 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),2m 3f 60y,He Might Be Lucky (IRE),P K Donovan,5,L Young,9th,3 3/4 l,8,11-1,87,True,168,24
Limerick Racing Results | 10th April 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),2m 3f 60y,Hard Target (IRE),C M Quirke,3,D H Kelly,8th,Nose,8,11-5,91,True,168,24
Limerick Racing Results | 10th April 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),2m 3f 60y,Dunany Point (IRE),K E Buckley,0,Conor Maxwell,7th,8 1/2 l,6,10-9,81,True,168,24
Limerick Racing Results | 10th April 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),2m 3f 60y,The Mass Path (IRE),P Byrnes,0,C Byrnes,6th,3 1/2 l,8,11-7,93,True,168,24
Limerick Racing Results | 10th April 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),2m 3f 60y,Ellies Rock (IRE),Conor Clarke,7,Olivia Hegarty,5th,3 1/4 l,7,10-4h,76,True,168,24
Limerick Racing Results | 10th April 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),2m 3f 60y,Great Bird (IRE),R Deegan,0,Liz Doyle,4th,6 1/2 l,5,11-2,88,True,168,24
Limerick Racing Results | 10th April 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),2m 3f 60y,Dolly Watkins (IRE),S D Torrens,0,A A Howard,3rd,3 1/4 l,6,10-11tp1,83,True,168,24
Limerick Racing Results | 10th April 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),2m 3f 60y,One And Only (IRE),P T Enright,0,O McKiernan,2nd,4 3/4 l,7,11-13tp,99,True,168,24
Limerick Racing Results | 10th April 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),2m 3f 60y,Flemens Intrest (IRE),J P Shinnick,5,David Barry,1st,N/A,9,11-12,98,True,168,24
Limerick Racing Results | 10th April 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),2m 3f 60y,Connemara Shore (IRE),R P Treacy,0,R Tyner,NR,N/A,5,10-8,80,True,168,24
Limerick Racing Results | 10th April 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),2m 3f 60y,Heidi's Frontiere (IRE),Non Runner,0,M Kennedy,NR,N/A,7,11-0,86,True,168,24
Limerick Racing Results | 10th April 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),2m 3f 60y,Backonthegoagain (IRE),A P Kelly,5,C Bowe,NR,N/A,7,11-12,98,True,168,24
Limerick Racing Results | 10th April 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),2m 3f 60y,Read To Return (IRE),D King,0,A J Martin,UR,N/A,8,11-12t,98,True,168,24
Limerick Racing Results | 10th April 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),2m 3f 60y,Beeverstown Place (IRE),L Quinlan,3,M A Cahill,PU,N/A,8,11-1tp,87,True,168,24
Limerick Racing Results | 10th April 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),2m 3f 60y,Stellium (IRE),C P McNamara,0,Michael Flannery,PU,N/A,7,11-11,97,True,168,24
Limerick Racing Results | 10th April 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),2m 3f 60y,Fassbender (IRE),J J Slevin,0,M M McNiff,PU,N/A,9,11-0t,86,True,168,24
Limerick Racing Results | 10th April 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),2m 3f 60y,Give Him A Chance (IRE),T Power Roche,5,P J Rothwell,F,N/A,6,11-1,87,True,168,24
Limerick Racing Results | 10th April 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),2m 3f 60y,Royal Time (IRE),J Smith,5,S Crawley,12th,30 l,6,11-9t,95,True,168,24
Limerick Racing Results | 10th April 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),2m 3f 60y,Ixigreczed (FR),D E Mullins,0,E Seymour,11th,9 l,7,11-9p1,95,True,168,24
Limerick Racing Results | 10th April 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),2m 3f 60y,Tastyee (IRE),D J O'Keeffe,0,D Budds,10th,Head,7,11-1tp,87,True,168,24
Limerick Racing Results | 10th April 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),2m 3f 60y,He Might Be Lucky (IRE),P K Donovan,5,L Young,9th,3 3/4 l,8,11-1,87,True,168,24
Limerick Racing Results | 10th April 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),2m 3f 60y,Hard Target (IRE),C M Quirke,3,D H Kelly,8th,Nose,8,11-5,91,True,168,24
Limerick Racing Results | 10th April 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),2m 3f 60y,Dunany Point (IRE),K E Buckley,0,Conor Maxwell,7th,8 1/2 l,6,10-9,81,True,168,24
Limerick Racing Results | 10th April 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),2m 3f 60y,The Mass Path (IRE),P Byrnes,0,C Byrnes,6th,3 1/2 l,8,11-7,93,True,168,24
Limerick Racing Results | 10th April 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),2m 3f 60y,Ellies Rock (IRE),Conor Clarke,7,Olivia Hegarty,5th,3 1/4 l,7,10-4h,76,True,168,24
Limerick Racing Results | 10th April 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),2m 3f 60y,Great Bird (IRE),R Deegan,0,Liz Doyle,4th,6 1/2 l,5,11-2,88,True,168,24
Limerick Racing Results | 10th April 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),2m 3f 60y,Dolly Watkins (IRE),S D Torrens,0,A A Howard,3rd,3 1/4 l,6,10-11tp1,83,True,168,24
Limerick Racing Results | 10th April 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),2m 3f 60y,One And Only (IRE),P T Enright,0,O McKiernan,2nd,4 3/4 l,7,11-13tp,99,True,168,24
Limerick Racing Results | 10th April 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),2m 3f 60y,Flemens Intrest (IRE),J P Shinnick,5,David Barry,1st,N/A,9,11-12,98,True,168,24
Limerick Racing Results | 10th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 3f 60y,Champagne Melanie (IRE),Mr L P Shanahan,7,J Neilan,14th,51 l,5,11-11p1,-,True,168,25
Limerick Racing Results | 10th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 3f 60y,Jessie Roe (IRE),Miss L Costello,7,B Mortell,13th,49 l,4,11-3,-,True,168,25
Limerick Racing Results | 10th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 3f 60y,Butchers Daughter (IRE),Mr P W Gleeson,7,William P Murphy,12th,13 l,7,11-11,-,True,168,25
Limerick Racing Results | 10th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 3f 60y,Liss Eile (IRE),Mr E P O'Brien,5,G Ahern,11th,20 l,5,11-11,-,True,168,25
Limerick Racing Results | 10th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 3f 60y,Hey Babbs (IRE),Mr J P Sutton,7,D A McLoughlin,10th,4 3/4 l,5,11-11,-,True,168,25
Limerick Racing Results | 10th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 3f 60y,My Doyen (IRE),Mr F Maguire,0,T G McCourt,9th,2 1/4 l,5,11-11,-,True,168,25
Limerick Racing Results | 10th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 3f 60y,Knockarina (IRE),Mr R W Barron,5,C Byrnes,8th,1 1/4 l,6,11-11,-,True,168,25
Limerick Racing Results | 10th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 3f 60y,Tomorrow At Dawn (IRE),Mr Alan O'Sullivan,7,P T Foley,7th,8 l,6,11-11t1,-,True,168,25
Limerick Racing Results | 10th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 3f 60y,Kaleo Ametsa (FR),Ms A M Connolly,7,J Halley,6th,1 3/4 l,5,11-11t,-,True,168,25
Limerick Racing Results | 10th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 3f 60y,Sophia Rose (IRE),Mr D G Lavery,0,G P Cromwell,5th,3/4 l,6,11-11,-,True,168,25
Limerick Racing Results | 10th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 3f 60y,Betty Mo Chara (IRE),Mr D Doyle,7,P M J Doyle,4th,3 1/4 l,5,11-11,-,True,168,25
Limerick Racing Results | 10th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 3f 60y,Emily Love (IRE),Mr H C Swan,0,G Elliott,3rd,1/2 l,6,11-11,-,True,168,25
Limerick Racing Results | 10th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 3f 60y,Amina (GER),Mr F R Buckley,7,J C McConnell,2nd,4 3/4 l,5,11-11t,-,True,168,25
Limerick Racing Results | 10th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 3f 60y,Good Girl Kathleen (IRE),Mr J L Gleeson,3,E Mullins,1st,N/A,5,11-11t1,-,True,168,25
Limerick Racing Results | 10th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 3f 60y,Champagne Melanie (IRE),Mr L P Shanahan,7,J Neilan,14th,51 l,5,11-11p1,-,True,168,25
Limerick Racing Results | 10th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 3f 60y,Jessie Roe (IRE),Miss L Costello,7,B Mortell,13th,49 l,4,11-3,-,True,168,25
Limerick Racing Results | 10th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 3f 60y,Butchers Daughter (IRE),Mr P W Gleeson,7,William P Murphy,12th,13 l,7,11-11,-,True,168,25
Limerick Racing Results | 10th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 3f 60y,Liss Eile (IRE),Mr E P O'Brien,5,G Ahern,11th,20 l,5,11-11,-,True,168,25
Limerick Racing Results | 10th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 3f 60y,Hey Babbs (IRE),Mr J P Sutton,7,D A McLoughlin,10th,4 3/4 l,5,11-11,-,True,168,25
Limerick Racing Results | 10th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 3f 60y,My Doyen (IRE),Mr F Maguire,0,T G McCourt,9th,2 1/4 l,5,11-11,-,True,168,25
Limerick Racing Results | 10th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 3f 60y,Knockarina (IRE),Mr R W Barron,5,C Byrnes,8th,1 1/4 l,6,11-11,-,True,168,25
Limerick Racing Results | 10th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 3f 60y,Tomorrow At Dawn (IRE),Mr Alan O'Sullivan,7,P T Foley,7th,8 l,6,11-11t1,-,True,168,25
Limerick Racing Results | 10th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 3f 60y,Kaleo Ametsa (FR),Ms A M Connolly,7,J Halley,6th,1 3/4 l,5,11-11t,-,True,168,25
Limerick Racing Results | 10th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 3f 60y,Sophia Rose (IRE),Mr D G Lavery,0,G P Cromwell,5th,3/4 l,6,11-11,-,True,168,25
Limerick Racing Results | 10th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 3f 60y,Betty Mo Chara (IRE),Mr D Doyle,7,P M J Doyle,4th,3 1/4 l,5,11-11,-,True,168,25
Limerick Racing Results | 10th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 3f 60y,Emily Love (IRE),Mr H C Swan,0,G Elliott,3rd,1/2 l,6,11-11,-,True,168,25
Limerick Racing Results | 10th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 3f 60y,Amina (GER),Mr F R Buckley,7,J C McConnell,2nd,4 3/4 l,5,11-11t,-,True,168,25
Limerick Racing Results | 10th April 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 3f 60y,Good Girl Kathleen (IRE),Mr J L Gleeson,3,E Mullins,1st,N/A,5,11-11t1,-,True,168,25
Ballinrobe Racing Results | 11th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 185y,Sandy Roe (IRE),M P O'Connor,0,P D Fitzgerald,NR,N/A,6,10-13,-,True,168,26
Ballinrobe Racing Results | 11th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 185y,Haughty,T Power Roche,5,L Fowler,PU,N/A,5,11-7h1,-,True,168,26
Ballinrobe Racing Results | 11th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 185y,Tolovelyoldmiltown (IRE),G B Noonan,5,N Lee,12th,10 l,5,10-13h,-,True,168,26
Ballinrobe Racing Results | 11th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 185y,Belle Of Boston (IRE),S D Torrens,0,Ciaran Murphy,11th,27 l,5,10-13,-,True,168,26
Ballinrobe Racing Results | 11th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 185y,Final Decision,O R Brown,5,A McCann,10th,45 l,6,11-7,-,True,168,26
Ballinrobe Racing Results | 11th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 185y,Mayo For Sam (IRE),A McCurtin,0,M Flannery,9th,9 l,5,11-7,-,True,168,26
Ballinrobe Racing Results | 11th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 185y,Bambeano (IRE),K C Sexton,0,C Moore,8th,5 1/2 l,8,11-7tb1,-,True,168,26
Ballinrobe Racing Results | 11th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 185y,Sarah's Express (IRE),H E Sexton,7,P A Fahy,7th,4 1/4 l,4,10-5,-,True,168,26
Ballinrobe Racing Results | 11th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 185y,Justabitofyours (IRE),J G Gilligan,5,P J Gilligan,6th,1/2 l,5,10-13,-,True,168,26
Ballinrobe Racing Results | 11th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 185y,Baroness Orczy (IRE),S W Flanagan,0,B Connell,5th,1 3/4 l,5,10-13,-,True,168,26
Ballinrobe Racing Results | 11th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 185y,Mile End,E Walsh,0,Ciaran Murphy,4th,6 l,5,11-7b,-,True,168,26
Ballinrobe Racing Results | 11th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 185y,Bearami Creek (IRE),Sam Ewing,0,Peter Fahey,3rd,2 3/4 l,5,10-13,-,True,168,26
Ballinrobe Racing Results | 11th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 185y,Pure Logic,P Hanlon,7,J J Hanlon,2nd,1 1/4 l,5,10-13,-,True,168,26
Ballinrobe Racing Results | 11th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 185y,Miss Corby (IRE),Mr H C Swan,0,M F Morris,1st,N/A,5,10-13h,-,True,168,26
Ballinrobe Racing Results | 11th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 185y,Sandy Roe (IRE),M P O'Connor,0,P D Fitzgerald,NR,N/A,6,10-13,-,True,168,26
Ballinrobe Racing Results | 11th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 185y,Haughty,T Power Roche,5,L Fowler,PU,N/A,5,11-7h1,-,True,168,26
Ballinrobe Racing Results | 11th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 185y,Tolovelyoldmiltown (IRE),G B Noonan,5,N Lee,12th,10 l,5,10-13h,-,True,168,26
Ballinrobe Racing Results | 11th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 185y,Belle Of Boston (IRE),S D Torrens,0,Ciaran Murphy,11th,27 l,5,10-13,-,True,168,26
Ballinrobe Racing Results | 11th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 185y,Final Decision,O R Brown,5,A McCann,10th,45 l,6,11-7,-,True,168,26
Ballinrobe Racing Results | 11th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 185y,Mayo For Sam (IRE),A McCurtin,0,M Flannery,9th,9 l,5,11-7,-,True,168,26
Ballinrobe Racing Results | 11th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 185y,Bambeano (IRE),K C Sexton,0,C Moore,8th,5 1/2 l,8,11-7tb1,-,True,168,26
Ballinrobe Racing Results | 11th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 185y,Sarah's Express (IRE),H E Sexton,7,P A Fahy,7th,4 1/4 l,4,10-5,-,True,168,26
Ballinrobe Racing Results | 11th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 185y,Justabitofyours (IRE),J G Gilligan,5,P J Gilligan,6th,1/2 l,5,10-13,-,True,168,26
Ballinrobe Racing Results | 11th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 185y,Baroness Orczy (IRE),S W Flanagan,0,B Connell,5th,1 3/4 l,5,10-13,-,True,168,26
Ballinrobe Racing Results | 11th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 185y,Mile End,E Walsh,0,Ciaran Murphy,4th,6 l,5,11-7b,-,True,168,26
Ballinrobe Racing Results | 11th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 185y,Bearami Creek (IRE),Sam Ewing,0,Peter Fahey,3rd,2 3/4 l,5,10-13,-,True,168,26
Ballinrobe Racing Results | 11th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 185y,Pure Logic,P Hanlon,7,J J Hanlon,2nd,1 1/4 l,5,10-13,-,True,168,26
Ballinrobe Racing Results | 11th April 2025 16:40,N/A,16:40,Good (Good To Yielding In Places),2m 185y,Miss Corby (IRE),Mr H C Swan,0,M F Morris,1st,N/A,5,10-13h,-,True,168,26
Ballinrobe Racing Results | 11th April 2025 17:12,N/A,17:12,Good (Good To Yielding In Places)  Hurdle (Turf),2m 185y,Ballykinlar (IRE),A McCurtin,0,Donncha Duggan,NR,N/A,6,11-4t,-,True,168,27
