track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Bellewstown Racing Results | 4th July 2025 17:15,2025-07-04,17:15,Good (Good To Yielding In Places)  (Turf),7f 195y,Lyrae's Luck (IRE),C D Hayes,0,A McNamara,13th,Short Head,2,9-5,-,True,4,1
Bellewstown Racing Results | 4th July 2025 17:15,2025-07-04,17:15,Good (Good To Yielding In Places)  (Turf),7f 195y,Alkustreet (IRE),K J Leonard,0,Liam G O'brien,12th,3/4 l,2,8-13,-,True,4,1
Bellewstown Racing Results | 4th July 2025 17:15,2025-07-04,17:15,Good (Good To Yielding In Places)  (Turf),7f 195y,Invincible Will (IRE),R Whearty,3,G P Cromwell,11th,8 l,2,8-13,-,True,4,1
Bellewstown Racing Results | 4th July 2025 17:15,2025-07-04,17:15,Good (Good To Yielding In Places)  (Turf),7f 195y,Nephin Mountain (IRE),W Joyce,3,M Mulvany,10th,1 1/4 l,2,9-3,-,True,4,1
Bellewstown Racing Results | 4th July 2025 17:15,2025-07-04,17:15,Good (Good To Yielding In Places)  (Turf),7f 195y,Badger's Cove,R C Colgan,0,Kevin Coleman,9th,2 l,2,9-1,-,True,4,1
Bellewstown Racing Results | 4th July 2025 17:15,2025-07-04,17:15,Good (Good To Yielding In Places)  (Turf),7f 195y,Rolltight (IRE),S T McCullagh,0,Mrs J Harrington,8th,3 1/2 l,2,9-5,-,True,4,1
Bellewstown Racing Results | 4th July 2025 17:15,2025-07-04,17:15,Good (Good To Yielding In Places)  (Turf),7f 195y,Whatchadoin (IRE),J A Heffernan,0,J Halley,7th,4 1/2 l,2,9-5,-,True,4,1
Bellewstown Racing Results | 4th July 2025 17:15,2025-07-04,17:15,Good (Good To Yielding In Places)  (Turf),7f 195y,Askalon (GER),D McMonagle,0,J P O'Brien,6th,1/2 l,2,9-1,-,True,4,1
Bellewstown Racing Results | 4th July 2025 17:15,2025-07-04,17:15,Good (Good To Yielding In Places)  (Turf),7f 195y,World Tour (IRE),W M Lordan,0,A P O'Brien,5th,3 1/2 l,2,9-3,-,True,4,1
Bellewstown Racing Results | 4th July 2025 17:15,2025-07-04,17:15,Good (Good To Yielding In Places)  (Turf),7f 195y,Allsortz (IRE),L T McAteer,0,D Marnane,4th,2 3/4 l,2,9-5,-,True,4,1
Bellewstown Racing Results | 4th July 2025 17:15,2025-07-04,17:15,Good (Good To Yielding In Places)  (Turf),7f 195y,Carwyn (IRE),J J G Ryan,3,G M Lyons,3rd,3/4 l,2,8-13,-,True,4,1
Bellewstown Racing Results | 4th July 2025 17:15,2025-07-04,17:15,Good (Good To Yielding In Places)  (Turf),7f 195y,Camden Fort (IRE),G M Ryan,0,Donnacha O'Brien,2nd,1 l,2,9-5,-,True,4,1
Bellewstown Racing Results | 4th July 2025 17:15,2025-07-04,17:15,Good (Good To Yielding In Places)  (Turf),7f 195y,Empty Wallet (IRE),Nicola Burns,7,G M Lyons,1st,N/A,2,8-11t1,-,True,4,1
Bellewstown Racing Results | 4th July 2025 17:15,2025-07-04,17:15,Good (Good To Yielding In Places)  (Turf),7f 195y,Lyrae's Luck (IRE),C D Hayes,0,A McNamara,13th,Short Head,2,9-5,-,True,4,1
Bellewstown Racing Results | 4th July 2025 17:15,2025-07-04,17:15,Good (Good To Yielding In Places)  (Turf),7f 195y,Alkustreet (IRE),K J Leonard,0,Liam G O'brien,12th,3/4 l,2,8-13,-,True,4,1
Bellewstown Racing Results | 4th July 2025 17:15,2025-07-04,17:15,Good (Good To Yielding In Places)  (Turf),7f 195y,Invincible Will (IRE),R Whearty,3,G P Cromwell,11th,8 l,2,8-13,-,True,4,1
Bellewstown Racing Results | 4th July 2025 17:15,2025-07-04,17:15,Good (Good To Yielding In Places)  (Turf),7f 195y,Nephin Mountain (IRE),W Joyce,3,M Mulvany,10th,1 1/4 l,2,9-3,-,True,4,1
Bellewstown Racing Results | 4th July 2025 17:15,2025-07-04,17:15,Good (Good To Yielding In Places)  (Turf),7f 195y,Badger's Cove,R C Colgan,0,Kevin Coleman,9th,2 l,2,9-1,-,True,4,1
Bellewstown Racing Results | 4th July 2025 17:15,2025-07-04,17:15,Good (Good To Yielding In Places)  (Turf),7f 195y,Rolltight (IRE),S T McCullagh,0,Mrs J Harrington,8th,3 1/2 l,2,9-5,-,True,4,1
Bellewstown Racing Results | 4th July 2025 17:15,2025-07-04,17:15,Good (Good To Yielding In Places)  (Turf),7f 195y,Whatchadoin (IRE),J A Heffernan,0,J Halley,7th,4 1/2 l,2,9-5,-,True,4,1
Bellewstown Racing Results | 4th July 2025 17:15,2025-07-04,17:15,Good (Good To Yielding In Places)  (Turf),7f 195y,Askalon (GER),D McMonagle,0,J P O'Brien,6th,1/2 l,2,9-1,-,True,4,1
Bellewstown Racing Results | 4th July 2025 17:15,2025-07-04,17:15,Good (Good To Yielding In Places)  (Turf),7f 195y,World Tour (IRE),W M Lordan,0,A P O'Brien,5th,3 1/2 l,2,9-3,-,True,4,1
Bellewstown Racing Results | 4th July 2025 17:15,2025-07-04,17:15,Good (Good To Yielding In Places)  (Turf),7f 195y,Allsortz (IRE),L T McAteer,0,D Marnane,4th,2 3/4 l,2,9-5,-,True,4,1
Bellewstown Racing Results | 4th July 2025 17:15,2025-07-04,17:15,Good (Good To Yielding In Places)  (Turf),7f 195y,Carwyn (IRE),J J G Ryan,3,G M Lyons,3rd,3/4 l,2,8-13,-,True,4,1
Bellewstown Racing Results | 4th July 2025 17:15,2025-07-04,17:15,Good (Good To Yielding In Places)  (Turf),7f 195y,Camden Fort (IRE),G M Ryan,0,Donnacha O'Brien,2nd,1 l,2,9-5,-,True,4,1
Bellewstown Racing Results | 4th July 2025 17:15,2025-07-04,17:15,Good (Good To Yielding In Places)  (Turf),7f 195y,Empty Wallet (IRE),Nicola Burns,7,G M Lyons,1st,N/A,2,8-11t1,-,True,4,1
Bellewstown Racing Results | 4th July 2025 17:49,2025-07-04,17:49,Good (Good To Yielding In Places),7f 195y,Marianne North (IRE),Adam Caffrey,0,H Rogers,RR,N/A,3,8-13t,63,True,4,2
Bellewstown Racing Results | 4th July 2025 17:49,2025-07-04,17:49,Good (Good To Yielding In Places),7f 195y,Loaded Quiver,C D Fahy,10,J C McConnell,14th,11 l,4,9-8p,63,True,4,2
Bellewstown Racing Results | 4th July 2025 17:49,2025-07-04,17:49,Good (Good To Yielding In Places),7f 195y,La La Lucrative (IRE),R C Colgan,0,M J Smith,13th,5 1/2 l,4,9-8h,63,True,4,2
Bellewstown Racing Results | 4th July 2025 17:49,2025-07-04,17:49,Good (Good To Yielding In Places),7f 195y,Benavente,J A Heffernan,0,Kevin Coleman,12th,Head,7,9-8,63,True,4,2
Bellewstown Racing Results | 4th July 2025 17:49,2025-07-04,17:49,Good (Good To Yielding In Places),7f 195y,Heliogabalus (IRE),D McMonagle,0,S Byrne,11th,1 1/4 l,4,9-9p,64,True,4,2
Bellewstown Racing Results | 4th July 2025 17:49,2025-07-04,17:49,Good (Good To Yielding In Places),7f 195y,Think About It (IRE),B M Coen,0,J P Murtagh,10th,2 1/2 l,3,9-5p1,69,True,4,2
Bellewstown Racing Results | 4th July 2025 17:49,2025-07-04,17:49,Good (Good To Yielding In Places),7f 195y,Catherine Chroi (IRE),Nicola Burns,7,C O'Connell,9th,Short Head,7,9-10tb,65,True,4,2
Bellewstown Racing Results | 4th July 2025 17:49,2025-07-04,17:49,Good (Good To Yielding In Places),7f 195y,Rock Etoile (IRE),A Browne-Souza,10,A Slattery,8th,1 1/4 l,7,9-11,66,True,4,2
Bellewstown Racing Results | 4th July 2025 17:49,2025-07-04,17:49,Good (Good To Yielding In Places),7f 195y,Albion Power (IRE),P McGettigan,7,K H Clarke,7th,2 1/2 l,4,10-0,69,True,4,2
Bellewstown Racing Results | 4th July 2025 17:49,2025-07-04,17:49,Good (Good To Yielding In Places),7f 195y,The Bog Bank (IRE),Alyse Jane Clarke,7,T G McCourt,6th,1 3/4 l,8,9-10tp,65,True,4,2
Bellewstown Racing Results | 4th July 2025 17:49,2025-07-04,17:49,Good (Good To Yielding In Places),7f 195y,Mythical Rock (IRE),L T McAteer,0,P J F Murphy,5th,1/2 l,4,9-9,64,True,4,2
Bellewstown Racing Results | 4th July 2025 17:49,2025-07-04,17:49,Good (Good To Yielding In Places),7f 195y,Zabeir (IRE),R P Cleary,0,D Kinsella,4th,2 1/2 l,6,9-10t,65,True,4,2
Bellewstown Racing Results | 4th July 2025 17:49,2025-07-04,17:49,Good (Good To Yielding In Places),7f 195y,Eutropia,C D Hayes,0,Kevin Coleman,3rd,1/2 l,3,9-0,64,True,4,2
Bellewstown Racing Results | 4th July 2025 17:49,2025-07-04,17:49,Good (Good To Yielding In Places),7f 195y,Rampage (IRE),R Whearty,3,T G McCourt,2nd,3/4 l,6,9-10tv,65,True,4,2
Bellewstown Racing Results | 4th July 2025 17:49,2025-07-04,17:49,Good (Good To Yielding In Places),7f 195y,Daonethatgotaway,K G Kennedy,5,M Fahey,1st,N/A,5,9-10tp,65,True,4,2
Bellewstown Racing Results | 4th July 2025 17:49,2025-07-04,17:49,Good (Good To Yielding In Places),7f 195y,Marianne North (IRE),Adam Caffrey,0,H Rogers,RR,N/A,3,8-13t,63,True,4,2
Bellewstown Racing Results | 4th July 2025 17:49,2025-07-04,17:49,Good (Good To Yielding In Places),7f 195y,Loaded Quiver,C D Fahy,10,J C McConnell,14th,11 l,4,9-8p,63,True,4,2
Bellewstown Racing Results | 4th July 2025 17:49,2025-07-04,17:49,Good (Good To Yielding In Places),7f 195y,La La Lucrative (IRE),R C Colgan,0,M J Smith,13th,5 1/2 l,4,9-8h,63,True,4,2
Bellewstown Racing Results | 4th July 2025 17:49,2025-07-04,17:49,Good (Good To Yielding In Places),7f 195y,Benavente,J A Heffernan,0,Kevin Coleman,12th,Head,7,9-8,63,True,4,2
Bellewstown Racing Results | 4th July 2025 17:49,2025-07-04,17:49,Good (Good To Yielding In Places),7f 195y,Heliogabalus (IRE),D McMonagle,0,S Byrne,11th,1 1/4 l,4,9-9p,64,True,4,2
Bellewstown Racing Results | 4th July 2025 17:49,2025-07-04,17:49,Good (Good To Yielding In Places),7f 195y,Think About It (IRE),B M Coen,0,J P Murtagh,10th,2 1/2 l,3,9-5p1,69,True,4,2
Bellewstown Racing Results | 4th July 2025 17:49,2025-07-04,17:49,Good (Good To Yielding In Places),7f 195y,Catherine Chroi (IRE),Nicola Burns,7,C O'Connell,9th,Short Head,7,9-10tb,65,True,4,2
Bellewstown Racing Results | 4th July 2025 17:49,2025-07-04,17:49,Good (Good To Yielding In Places),7f 195y,Rock Etoile (IRE),A Browne-Souza,10,A Slattery,8th,1 1/4 l,7,9-11,66,True,4,2
Bellewstown Racing Results | 4th July 2025 17:49,2025-07-04,17:49,Good (Good To Yielding In Places),7f 195y,Albion Power (IRE),P McGettigan,7,K H Clarke,7th,2 1/2 l,4,10-0,69,True,4,2
Bellewstown Racing Results | 4th July 2025 17:49,2025-07-04,17:49,Good (Good To Yielding In Places),7f 195y,The Bog Bank (IRE),Alyse Jane Clarke,7,T G McCourt,6th,1 3/4 l,8,9-10tp,65,True,4,2
Bellewstown Racing Results | 4th July 2025 17:49,2025-07-04,17:49,Good (Good To Yielding In Places),7f 195y,Mythical Rock (IRE),L T McAteer,0,P J F Murphy,5th,1/2 l,4,9-9,64,True,4,2
Bellewstown Racing Results | 4th July 2025 17:49,2025-07-04,17:49,Good (Good To Yielding In Places),7f 195y,Zabeir (IRE),R P Cleary,0,D Kinsella,4th,2 1/2 l,6,9-10t,65,True,4,2
Bellewstown Racing Results | 4th July 2025 17:49,2025-07-04,17:49,Good (Good To Yielding In Places),7f 195y,Eutropia,C D Hayes,0,Kevin Coleman,3rd,1/2 l,3,9-0,64,True,4,2
Bellewstown Racing Results | 4th July 2025 17:49,2025-07-04,17:49,Good (Good To Yielding In Places),7f 195y,Rampage (IRE),R Whearty,3,T G McCourt,2nd,3/4 l,6,9-10tv,65,True,4,2
Bellewstown Racing Results | 4th July 2025 17:49,2025-07-04,17:49,Good (Good To Yielding In Places),7f 195y,Daonethatgotaway,K G Kennedy,5,M Fahey,1st,N/A,5,9-10tp,65,True,4,2
Bellewstown Racing Results | 4th July 2025 18:22,2025-07-04,18:22,Good (Good To Yielding In Places),5f 3y,Melody Bells (IRE),R Whearty,3,A Murray,10th,6 l,4,9-8,-,True,4,3
Bellewstown Racing Results | 4th July 2025 18:22,2025-07-04,18:22,Good (Good To Yielding In Places),5f 3y,Bel Espoir (IRE),J A Heffernan,0,J Barcoe,9th,20 l,3,9-3,-,True,4,3
Bellewstown Racing Results | 4th July 2025 18:22,2025-07-04,18:22,Good (Good To Yielding In Places),5f 3y,Buck Lake (IRE),W Joyce,3,M J Smith,8th,2 l,3,9-8,-,True,4,3
Bellewstown Racing Results | 4th July 2025 18:22,2025-07-04,18:22,Good (Good To Yielding In Places),5f 3y,She's A Gift,D W O'Connor,0,J C McConnell,7th,2 1/2 l,3,9-3,-,True,4,3
Bellewstown Racing Results | 4th July 2025 18:22,2025-07-04,18:22,Good (Good To Yielding In Places),5f 3y,Prairie Girl (IRE),R P Cleary,0,Derek McCormack,6th,3 3/4 l,3,9-3,-,True,4,3
Bellewstown Racing Results | 4th July 2025 18:22,2025-07-04,18:22,Good (Good To Yielding In Places),5f 3y,Petersburg,C D Hayes,0,E & P Harty,5th,1 1/4 l,3,9-8t,-,True,4,3
Bellewstown Racing Results | 4th July 2025 18:22,2025-07-04,18:22,Good (Good To Yielding In Places),5f 3y,Turners Cross (IRE),N M Crosse,0,Mrs J Harrington,4th,4 l,3,9-8,78,True,4,3
Bellewstown Racing Results | 4th July 2025 18:22,2025-07-04,18:22,Good (Good To Yielding In Places),5f 3y,Tino Pai (IRE),R C Colgan,0,S Lavery,3rd,1 1/4 l,3,9-3v,56,True,4,3
Bellewstown Racing Results | 4th July 2025 18:22,2025-07-04,18:22,Good (Good To Yielding In Places),5f 3y,Viamonte (IRE),A Browne-Souza,10,W P Browne,2nd,Short Head,4,9-13t,70,True,4,3
Bellewstown Racing Results | 4th July 2025 18:22,2025-07-04,18:22,Good (Good To Yielding In Places),5f 3y,Abiding Star (IRE),L F Roche,0,John Hayes,1st,N/A,4,9-8p,49,True,4,3
Bellewstown Racing Results | 4th July 2025 18:22,2025-07-04,18:22,Good (Good To Yielding In Places),5f 3y,Melody Bells (IRE),R Whearty,3,A Murray,10th,6 l,4,9-8,-,True,4,3
Bellewstown Racing Results | 4th July 2025 18:22,2025-07-04,18:22,Good (Good To Yielding In Places),5f 3y,Bel Espoir (IRE),J A Heffernan,0,J Barcoe,9th,20 l,3,9-3,-,True,4,3
Bellewstown Racing Results | 4th July 2025 18:22,2025-07-04,18:22,Good (Good To Yielding In Places),5f 3y,Buck Lake (IRE),W Joyce,3,M J Smith,8th,2 l,3,9-8,-,True,4,3
Bellewstown Racing Results | 4th July 2025 18:22,2025-07-04,18:22,Good (Good To Yielding In Places),5f 3y,She's A Gift,D W O'Connor,0,J C McConnell,7th,2 1/2 l,3,9-3,-,True,4,3
Bellewstown Racing Results | 4th July 2025 18:22,2025-07-04,18:22,Good (Good To Yielding In Places),5f 3y,Prairie Girl (IRE),R P Cleary,0,Derek McCormack,6th,3 3/4 l,3,9-3,-,True,4,3
Bellewstown Racing Results | 4th July 2025 18:22,2025-07-04,18:22,Good (Good To Yielding In Places),5f 3y,Petersburg,C D Hayes,0,E & P Harty,5th,1 1/4 l,3,9-8t,-,True,4,3
Bellewstown Racing Results | 4th July 2025 18:22,2025-07-04,18:22,Good (Good To Yielding In Places),5f 3y,Turners Cross (IRE),N M Crosse,0,Mrs J Harrington,4th,4 l,3,9-8,78,True,4,3
Bellewstown Racing Results | 4th July 2025 18:22,2025-07-04,18:22,Good (Good To Yielding In Places),5f 3y,Tino Pai (IRE),R C Colgan,0,S Lavery,3rd,1 1/4 l,3,9-3v,56,True,4,3
Bellewstown Racing Results | 4th July 2025 18:22,2025-07-04,18:22,Good (Good To Yielding In Places),5f 3y,Viamonte (IRE),A Browne-Souza,10,W P Browne,2nd,Short Head,4,9-13t,70,True,4,3
Bellewstown Racing Results | 4th July 2025 18:22,2025-07-04,18:22,Good (Good To Yielding In Places),5f 3y,Abiding Star (IRE),L F Roche,0,John Hayes,1st,N/A,4,9-8p,49,True,4,3
Bellewstown Racing Results | 4th July 2025 18:57,2025-07-04,18:57,Good (Good To Yielding In Places),5f 3y,Dandys Derriere,J A Heffernan,0,D Broad,10th,2 3/4 l,7,9-13tp,55,True,4,4
Bellewstown Racing Results | 4th July 2025 18:57,2025-07-04,18:57,Good (Good To Yielding In Places),5f 3y,She's Smart (IRE),Adam Caffrey,0,A McGuinness,9th,1 l,4,10-0,56,True,4,4
Bellewstown Racing Results | 4th July 2025 18:57,2025-07-04,18:57,Good (Good To Yielding In Places),5f 3y,Lismacbryan (IRE),R Whearty,3,P Cluskey,8th,1 l,4,9-9,51,True,4,4
Bellewstown Racing Results | 4th July 2025 18:57,2025-07-04,18:57,Good (Good To Yielding In Places),5f 3y,Ballysax Lil' Mick (IRE),L T McAteer,0,Miss K Brown,7th,3/4 l,7,9-6,48,True,4,4
Bellewstown Racing Results | 4th July 2025 18:57,2025-07-04,18:57,Good (Good To Yielding In Places),5f 3y,Dark Enigma,T Casey,10,J G Murray,6th,Neck,4,8-12p,40,True,4,4
Bellewstown Racing Results | 4th July 2025 18:57,2025-07-04,18:57,Good (Good To Yielding In Places),5f 3y,Gimmieminnie (IRE),C D Hayes,0,M Rice,5th,1/2 l,4,8-12t,40,True,4,4
Bellewstown Racing Results | 4th July 2025 18:57,2025-07-04,18:57,Good (Good To Yielding In Places),5f 3y,Whatswrongnow (IRE),R M Mulligan,7,Batt Burke,4th,Nose,4,9-7,49,True,4,4
Bellewstown Racing Results | 4th July 2025 18:57,2025-07-04,18:57,Good (Good To Yielding In Places),5f 3y,Lismacbryan Hill (IRE),J Kearney,3,P Magee,3rd,2 1/4 l,4,9-6t,48,True,4,4
Bellewstown Racing Results | 4th July 2025 18:57,2025-07-04,18:57,Good (Good To Yielding In Places),5f 3y,Hero Of The Hour,J J G Ryan,3,T G McCourt,2nd,1 l,8,9-9v,51,True,4,4
Bellewstown Racing Results | 4th July 2025 18:57,2025-07-04,18:57,Good (Good To Yielding In Places),5f 3y,My Girl Sioux (IRE),A J Slattery,0,A Slattery,1st,N/A,5,10-2,58,True,4,4
Bellewstown Racing Results | 4th July 2025 18:57,2025-07-04,18:57,Good (Good To Yielding In Places),5f 3y,Dandys Derriere,J A Heffernan,0,D Broad,10th,2 3/4 l,7,9-13tp,55,True,4,4
Bellewstown Racing Results | 4th July 2025 18:57,2025-07-04,18:57,Good (Good To Yielding In Places),5f 3y,She's Smart (IRE),Adam Caffrey,0,A McGuinness,9th,1 l,4,10-0,56,True,4,4
Bellewstown Racing Results | 4th July 2025 18:57,2025-07-04,18:57,Good (Good To Yielding In Places),5f 3y,Lismacbryan (IRE),R Whearty,3,P Cluskey,8th,1 l,4,9-9,51,True,4,4
Bellewstown Racing Results | 4th July 2025 18:57,2025-07-04,18:57,Good (Good To Yielding In Places),5f 3y,Ballysax Lil' Mick (IRE),L T McAteer,0,Miss K Brown,7th,3/4 l,7,9-6,48,True,4,4
Bellewstown Racing Results | 4th July 2025 18:57,2025-07-04,18:57,Good (Good To Yielding In Places),5f 3y,Dark Enigma,T Casey,10,J G Murray,6th,Neck,4,8-12p,40,True,4,4
Bellewstown Racing Results | 4th July 2025 18:57,2025-07-04,18:57,Good (Good To Yielding In Places),5f 3y,Gimmieminnie (IRE),C D Hayes,0,M Rice,5th,1/2 l,4,8-12t,40,True,4,4
Bellewstown Racing Results | 4th July 2025 18:57,2025-07-04,18:57,Good (Good To Yielding In Places),5f 3y,Whatswrongnow (IRE),R M Mulligan,7,Batt Burke,4th,Nose,4,9-7,49,True,4,4
Bellewstown Racing Results | 4th July 2025 18:57,2025-07-04,18:57,Good (Good To Yielding In Places),5f 3y,Lismacbryan Hill (IRE),J Kearney,3,P Magee,3rd,2 1/4 l,4,9-6t,48,True,4,4
Bellewstown Racing Results | 4th July 2025 18:57,2025-07-04,18:57,Good (Good To Yielding In Places),5f 3y,Hero Of The Hour,J J G Ryan,3,T G McCourt,2nd,1 l,8,9-9v,51,True,4,4
Bellewstown Racing Results | 4th July 2025 18:57,2025-07-04,18:57,Good (Good To Yielding In Places),5f 3y,My Girl Sioux (IRE),A J Slattery,0,A Slattery,1st,N/A,5,10-2,58,True,4,4
Bellewstown Racing Results | 4th July 2025 19:32,2025-07-04,19:32,Good (Good To Yielding In Places),1m 4f 37y,Feel The Burn (IRE),L F Roche,0,S Millar,9th,11 l,3,9-3,-,True,4,5
Bellewstown Racing Results | 4th July 2025 19:32,2025-07-04,19:32,Good (Good To Yielding In Places),1m 4f 37y,Thru The Gap (IRE),J Kearney,3,P Magee,8th,10 l,3,9-3,-,True,4,5
Bellewstown Racing Results | 4th July 2025 19:32,2025-07-04,19:32,Good (Good To Yielding In Places),1m 4f 37y,Earthsong (IRE),N M Crosse,0,W McCreery,7th,14 l,3,9-3,-,True,4,5
Bellewstown Racing Results | 4th July 2025 19:32,2025-07-04,19:32,Good (Good To Yielding In Places),1m 4f 37y,Likewhatyousee (USA),R P Cleary,0,C W J Farrell,6th,Nose,3,9-3,-,True,4,5
Bellewstown Racing Results | 4th July 2025 19:32,2025-07-04,19:32,Good (Good To Yielding In Places),1m 4f 37y,Juniper Sling (IRE),J J G Ryan,3,G M Lyons,5th,1 1/4 l,3,9-3,-,True,4,5
Bellewstown Racing Results | 4th July 2025 19:32,2025-07-04,19:32,Good (Good To Yielding In Places),1m 4f 37y,Gifted (IRE),W M Lordan,0,A P O'Brien,4th,3/4 l,3,9-3,-,True,4,5
Bellewstown Racing Results | 4th July 2025 19:32,2025-07-04,19:32,Good (Good To Yielding In Places),1m 4f 37y,Radar Ahead,R Whearty,3,T G McCourt,3rd,1 l,4,10-1,74,True,4,5
Bellewstown Racing Results | 4th July 2025 19:32,2025-07-04,19:32,Good (Good To Yielding In Places),1m 4f 37y,Jannah Star (IRE),D McMonagle,0,J P O'Brien,2nd,1 3/4 l,3,9-3,-,True,4,5
Bellewstown Racing Results | 4th July 2025 19:32,2025-07-04,19:32,Good (Good To Yielding In Places),1m 4f 37y,Sea Coral (FR),K G Kennedy,5,Mrs J Harrington,1st,N/A,3,9-3,-,True,4,5
Bellewstown Racing Results | 4th July 2025 19:32,2025-07-04,19:32,Good (Good To Yielding In Places),1m 4f 37y,Feel The Burn (IRE),L F Roche,0,S Millar,9th,11 l,3,9-3,-,True,4,5
Bellewstown Racing Results | 4th July 2025 19:32,2025-07-04,19:32,Good (Good To Yielding In Places),1m 4f 37y,Thru The Gap (IRE),J Kearney,3,P Magee,8th,10 l,3,9-3,-,True,4,5
Bellewstown Racing Results | 4th July 2025 19:32,2025-07-04,19:32,Good (Good To Yielding In Places),1m 4f 37y,Earthsong (IRE),N M Crosse,0,W McCreery,7th,14 l,3,9-3,-,True,4,5
Bellewstown Racing Results | 4th July 2025 19:32,2025-07-04,19:32,Good (Good To Yielding In Places),1m 4f 37y,Likewhatyousee (USA),R P Cleary,0,C W J Farrell,6th,Nose,3,9-3,-,True,4,5
Bellewstown Racing Results | 4th July 2025 19:32,2025-07-04,19:32,Good (Good To Yielding In Places),1m 4f 37y,Juniper Sling (IRE),J J G Ryan,3,G M Lyons,5th,1 1/4 l,3,9-3,-,True,4,5
Bellewstown Racing Results | 4th July 2025 19:32,2025-07-04,19:32,Good (Good To Yielding In Places),1m 4f 37y,Gifted (IRE),W M Lordan,0,A P O'Brien,4th,3/4 l,3,9-3,-,True,4,5
Bellewstown Racing Results | 4th July 2025 19:32,2025-07-04,19:32,Good (Good To Yielding In Places),1m 4f 37y,Radar Ahead,R Whearty,3,T G McCourt,3rd,1 l,4,10-1,74,True,4,5
Bellewstown Racing Results | 4th July 2025 19:32,2025-07-04,19:32,Good (Good To Yielding In Places),1m 4f 37y,Jannah Star (IRE),D McMonagle,0,J P O'Brien,2nd,1 3/4 l,3,9-3,-,True,4,5
Bellewstown Racing Results | 4th July 2025 19:32,2025-07-04,19:32,Good (Good To Yielding In Places),1m 4f 37y,Sea Coral (FR),K G Kennedy,5,Mrs J Harrington,1st,N/A,3,9-3,-,True,4,5
Bellewstown Racing Results | 4th July 2025 20:07,2025-07-04,20:07,Good (Good To Yielding In Places),1m 4f 37y,The Man Above (IRE),L F Roche,0,J P Fahey,14th,17 l,4,8-10b,40,True,4,6
Bellewstown Racing Results | 4th July 2025 20:07,2025-07-04,20:07,Good (Good To Yielding In Places),1m 4f 37y,Goddaughter (IRE),N M Crosse,0,T G McCourt,13th,5 l,3,8-7,43,True,4,6
Bellewstown Racing Results | 4th July 2025 20:07,2025-07-04,20:07,Good (Good To Yielding In Places),1m 4f 37y,Audscar,Adam Caffrey,0,J C McConnell,12th,11 l,5,8-12t1,42,True,4,6
Bellewstown Racing Results | 4th July 2025 20:07,2025-07-04,20:07,Good (Good To Yielding In Places),1m 4f 37y,The Mighty Penny (IRE),D W O'Connor,0,J C McConnell,11th,10 l,4,9-11p1,55,True,4,6
Bellewstown Racing Results | 4th July 2025 20:07,2025-07-04,20:07,Good (Good To Yielding In Places),1m 4f 37y,Picpoul (IRE),W Joyce,3,M Rice,10th,1 3/4 l,7,9-2t,46,True,4,6
Bellewstown Racing Results | 4th July 2025 20:07,2025-07-04,20:07,Good (Good To Yielding In Places),1m 4f 37y,Wayside Lady (IRE),P McGettigan,7,P J Hayes,9th,2 3/4 l,5,8-10t,40,True,4,6
Bellewstown Racing Results | 4th July 2025 20:07,2025-07-04,20:07,Good (Good To Yielding In Places),1m 4f 37y,Lohengrin,J J G Ryan,3,E D Delany,8th,1/2 l,5,10-2tp,60,True,4,6
Bellewstown Racing Results | 4th July 2025 20:07,2025-07-04,20:07,Good (Good To Yielding In Places),1m 4f 37y,Duleek Street (IRE),R Coakley,0,J C McConnell,7th,2 3/4 l,7,9-5p,49,True,4,6
Bellewstown Racing Results | 4th July 2025 20:07,2025-07-04,20:07,Good (Good To Yielding In Places),1m 4f 37y,Tara Power (IRE),N G McCullagh,0,K H Clarke,6th,1 1/4 l,7,9-6t,50,True,4,6
Bellewstown Racing Results | 4th July 2025 20:07,2025-07-04,20:07,Good (Good To Yielding In Places),1m 4f 37y,Tassarolo,D King,3,D Hogan,4th,Head,4,10-2tp,60,True,4,6
Bellewstown Racing Results | 4th July 2025 20:07,2025-07-04,20:07,Good (Good To Yielding In Places),1m 4f 37y,Idomything (IRE),R P Cleary,0,C W J Farrell,4th,Dead Heat,3,8-7,48,True,4,6
Bellewstown Racing Results | 4th July 2025 20:07,2025-07-04,20:07,Good (Good To Yielding In Places),1m 4f 37y,Kartayaz (IRE),R M Mulligan,7,G A Kingston,3rd,6 l,8,8-12,42,True,4,6
Bellewstown Racing Results | 4th July 2025 20:07,2025-07-04,20:07,Good (Good To Yielding In Places),1m 4f 37y,Maxwell Smart (IRE),Sadhbh Tormey,10,T G McCourt,2nd,1 1/2 l,4,9-0,44,True,4,6
Bellewstown Racing Results | 4th July 2025 20:07,2025-07-04,20:07,Good (Good To Yielding In Places),1m 4f 37y,Celtic Druid (IRE),R Whearty,3,T G McCourt,1st,N/A,4,8-11,41,True,4,6
Bellewstown Racing Results | 4th July 2025 20:07,2025-07-04,20:07,Good (Good To Yielding In Places),1m 4f 37y,The Man Above (IRE),L F Roche,0,J P Fahey,14th,17 l,4,8-10b,40,True,4,6
