track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,2025-07-10,18:10,Good To Firm,7f,Temperance (IRE),C D Hayes,0,Miss K McGivern,8th,3 3/4 l,3,9-1,82,True,4,46
N/A,2025-07-10,18:10,Good To Firm,7f,Bluedrum (IRE),S Foley,0,Mrs J Harrington,7th,3 1/2 l,4,9-9p,98,True,4,46
N/A,2025-07-10,18:10,Good To Firm,7f,Easy Mover (IRE),W M Lordan,0,A P O'Brien,6th,1 3/4 l,3,9-1t1,92,True,4,46
N/A,2025-07-10,18:10,Good To Firm,7f,Bellaphina (IRE),J J G Ryan,0,J A Kinsella,5th,3/4 l,5,9-9t,91,True,4,46
N/A,2025-07-10,18:10,Good To Firm,7f,Duckadilly (IRE),B M Coen,0,Daniel McLoughlin,4th,3 1/2 l,4,9-9,-,True,4,46
N/A,2025-07-10,18:10,Good To Firm,7f,Chantez (IRE),C T Keane,0,G M Lyons,3rd,2 1/4 l,3,9-1,99,True,4,46
N/A,2025-07-10,18:10,Good To Firm,7f,Dance Night Andday (IRE),D McMonagle,0,R O'Sullivan,2nd,Neck,5,9-9,96,True,4,46
N/A,2025-07-10,18:10,Good To Firm,7f,Vera's Secret (IRE),J A Heffernan,0,J Feane,1st,N/A,6,9-12,105,True,4,46
N/A,2025-07-10,18:45,Good To Firm,1m,Finsceal Annie (IRE),D McMonagle,0,Ciaran Murphy,17th,7 1/2 l,4,9-12tp,78,True,4,47
N/A,2025-07-10,18:45,Good To Firm,1m,Beauty Generation (IRE),S Foley,0,Mrs J Harrington,16th,8 l,4,9-5,71,True,4,47
N/A,2025-07-10,18:45,Good To Firm,1m,Haughty,W Joyce,3,L Fowler,15th,1/2 l,5,8-10,62,True,4,47
N/A,2025-07-10,18:45,Good To Firm,1m,Proleek Prince (IRE),B M Coen,0,M Rice,14th,3/4 l,5,9-9,75,True,4,47
N/A,2025-07-10,18:45,Good To Firm,1m,William F Browne (IRE),L F Roche,0,P W Flynn,13th,8 l,3,8-10,71,True,4,47
N/A,2025-07-10,18:45,Good To Firm,1m,Comfort Line (IRE),Adam Caffrey,0,A McGuinness,12th,3 1/2 l,8,9-8v,74,True,4,47
N/A,2025-07-10,18:45,Good To Firm,1m,Lough Leane (IRE),J Pietropaolo,7,Maurice Ahern,11th,Neck,5,9-12,78,True,4,47
N/A,2025-07-10,18:45,Good To Firm,1m,Wrob And Wryan (IRE),R C Colgan,0,A Lee,10th,1 l,4,9-7,73,True,4,47
N/A,2025-07-10,18:45,Good To Firm,1m,Cordouan (FR),J A Heffernan,0,P Sweeney,9th,1 l,7,8-10,62,True,4,47
N/A,2025-07-10,18:45,Good To Firm,1m,Glyndwr (IRE),C T Keane,0,G M Lyons,8th,2 l,3,9-8b1,83,True,4,47
N/A,2025-07-10,18:45,Good To Firm,1m,Ferrybank,W J Lee,0,T M Walsh,7th,1 l,7,9-6t,72,True,4,47
N/A,2025-07-10,18:45,Good To Firm,1m,Lovely (IRE),C Geerdharry,7,D Dias,6th,1 1/4 l,3,8-11,72,True,4,47
N/A,2025-07-10,18:45,Good To Firm,1m,Solomon,L T McAteer,0,P Sweeney,5th,1 l,4,9-10,76,True,4,47
N/A,2025-07-10,18:45,Good To Firm,1m,Giuseppe Cassioli,K G Kennedy,5,Gerard O'Leary,4th,2 1/2 l,8,10-0,80,True,4,47
N/A,2025-07-10,18:45,Good To Firm,1m,Tachos (IRE),C D Hayes,0,D K Weld,3rd,Head,4,10-1t,81,True,4,47
N/A,2025-07-10,18:45,Good To Firm,1m,Pier Pressure (FR),Nicola Burns,7,G M Lyons,2nd,1/2 l,5,9-12h,78,True,4,47
N/A,2025-07-10,18:45,Good To Firm,1m,Mallavelly (IRE),J J G Ryan,3,G M Lyons,1st,N/A,4,9-10t,76,True,4,47
N/A,2025-07-10,18:45,Good To Firm,1m,Finsceal Annie (IRE),D McMonagle,0,Ciaran Murphy,17th,7 1/2 l,4,9-12tp,78,True,4,47
N/A,2025-07-10,18:45,Good To Firm,1m,Beauty Generation (IRE),S Foley,0,Mrs J Harrington,16th,8 l,4,9-5,71,True,4,47
N/A,2025-07-10,18:45,Good To Firm,1m,Haughty,W Joyce,3,L Fowler,15th,1/2 l,5,8-10,62,True,4,47
N/A,2025-07-10,18:45,Good To Firm,1m,Proleek Prince (IRE),B M Coen,0,M Rice,14th,3/4 l,5,9-9,75,True,4,47
N/A,2025-07-10,18:45,Good To Firm,1m,William F Browne (IRE),L F Roche,0,P W Flynn,13th,8 l,3,8-10,71,True,4,47
N/A,2025-07-10,18:45,Good To Firm,1m,Comfort Line (IRE),Adam Caffrey,0,A McGuinness,12th,3 1/2 l,8,9-8v,74,True,4,47
N/A,2025-07-10,18:45,Good To Firm,1m,Lough Leane (IRE),J Pietropaolo,7,Maurice Ahern,11th,Neck,5,9-12,78,True,4,47
N/A,2025-07-10,18:45,Good To Firm,1m,Wrob And Wryan (IRE),R C Colgan,0,A Lee,10th,1 l,4,9-7,73,True,4,47
N/A,2025-07-10,18:45,Good To Firm,1m,Cordouan (FR),J A Heffernan,0,P Sweeney,9th,1 l,7,8-10,62,True,4,47
N/A,2025-07-10,18:45,Good To Firm,1m,Glyndwr (IRE),C T Keane,0,G M Lyons,8th,2 l,3,9-8b1,83,True,4,47
N/A,2025-07-10,18:45,Good To Firm,1m,Ferrybank,W J Lee,0,T M Walsh,7th,1 l,7,9-6t,72,True,4,47
N/A,2025-07-10,18:45,Good To Firm,1m,Lovely (IRE),C Geerdharry,7,D Dias,6th,1 1/4 l,3,8-11,72,True,4,47
N/A,2025-07-10,18:45,Good To Firm,1m,Solomon,L T McAteer,0,P Sweeney,5th,1 l,4,9-10,76,True,4,47
N/A,2025-07-10,18:45,Good To Firm,1m,Giuseppe Cassioli,K G Kennedy,5,Gerard O'Leary,4th,2 1/2 l,8,10-0,80,True,4,47
N/A,2025-07-10,18:45,Good To Firm,1m,Tachos (IRE),C D Hayes,0,D K Weld,3rd,Head,4,10-1t,81,True,4,47
N/A,2025-07-10,18:45,Good To Firm,1m,Pier Pressure (FR),Nicola Burns,7,G M Lyons,2nd,1/2 l,5,9-12h,78,True,4,47
N/A,2025-07-10,18:45,Good To Firm,1m,Mallavelly (IRE),J J G Ryan,3,G M Lyons,1st,N/A,4,9-10t,76,True,4,47
N/A,2025-07-10,19:20,Good To Firm,1m 1f,Himalayan Heights (IRE),C T Keane,0,G M Lyons,12th,Head,4,9-9,93,True,4,48
N/A,2025-07-10,19:20,Good To Firm,1m 1f,Artful Approach (IRE),R Whearty,3,Stephen Thorne,11th,1 l,4,8-12p,82,True,4,48
N/A,2025-07-10,19:20,Good To Firm,1m 1f,Lady Lunette (IRE),J Kearney,3,R P Cody,10th,1 3/4 l,5,9-4p,88,True,4,48
N/A,2025-07-10,19:20,Good To Firm,1m 1f,Love Billy Boy (IRE),S Foley,0,Gerard O'Leary,9th,3 1/2 l,4,9-12,96,True,4,48
N/A,2025-07-10,19:20,Good To Firm,1m 1f,Instant Appeal,K G Kennedy,5,Mrs J Harrington,8th,1 l,4,8-8p1,78,True,4,48
N/A,2025-07-10,19:20,Good To Firm,1m 1f,Merlin The Wizard,J A Heffernan,0,J Feane,7th,Neck,5,8-12,82,True,4,48
N/A,2025-07-10,19:20,Good To Firm,1m 1f,State Actor (IRE),W J Lee,0,W T Farrell,6th,1 1/4 l,5,9-9,93,True,4,48
N/A,2025-07-10,19:20,Good To Firm,1m 1f,Final Voyage (IRE),B M Coen,0,J P Murtagh,5th,Head,7,9-7,91,True,4,48
N/A,2025-07-10,19:20,Good To Firm,1m 1f,Mississippi River (IRE),W M Lordan,0,A P O'Brien,4th,3/4 l,3,9-4b,98,True,4,48
N/A,2025-07-10,19:20,Good To Firm,1m 1f,Bear Profit (IRE),D McMonagle,0,Gerard O'Leary,3rd,Nose,6,9-3,87,True,4,48
N/A,2025-07-10,19:20,Good To Firm,1m 1f,Booyea (IRE),G M Ryan,0,T Gibney,2nd,1 3/4 l,5,9-6p1,90,True,4,48
N/A,2025-07-10,19:20,Good To Firm,1m 1f,Slieve Binnian (IRE),L T McAteer,0,D Marnane,1st,N/A,5,9-4,88,True,4,48
N/A,2025-07-10,19:20,Good To Firm,1m 1f,Himalayan Heights (IRE),C T Keane,0,G M Lyons,12th,Head,4,9-9,93,True,4,48
N/A,2025-07-10,19:20,Good To Firm,1m 1f,Artful Approach (IRE),R Whearty,3,Stephen Thorne,11th,1 l,4,8-12p,82,True,4,48
N/A,2025-07-10,19:20,Good To Firm,1m 1f,Lady Lunette (IRE),J Kearney,3,R P Cody,10th,1 3/4 l,5,9-4p,88,True,4,48
N/A,2025-07-10,19:20,Good To Firm,1m 1f,Love Billy Boy (IRE),S Foley,0,Gerard O'Leary,9th,3 1/2 l,4,9-12,96,True,4,48
N/A,2025-07-10,19:20,Good To Firm,1m 1f,Instant Appeal,K G Kennedy,5,Mrs J Harrington,8th,1 l,4,8-8p1,78,True,4,48
N/A,2025-07-10,19:20,Good To Firm,1m 1f,Merlin The Wizard,J A Heffernan,0,J Feane,7th,Neck,5,8-12,82,True,4,48
N/A,2025-07-10,19:20,Good To Firm,1m 1f,State Actor (IRE),W J Lee,0,W T Farrell,6th,1 1/4 l,5,9-9,93,True,4,48
N/A,2025-07-10,19:20,Good To Firm,1m 1f,Final Voyage (IRE),B M Coen,0,J P Murtagh,5th,Head,7,9-7,91,True,4,48
N/A,2025-07-10,19:20,Good To Firm,1m 1f,Mississippi River (IRE),W M Lordan,0,A P O'Brien,4th,3/4 l,3,9-4b,98,True,4,48
N/A,2025-07-10,19:20,Good To Firm,1m 1f,Bear Profit (IRE),D McMonagle,0,Gerard O'Leary,3rd,Nose,6,9-3,87,True,4,48
N/A,2025-07-10,19:20,Good To Firm,1m 1f,Booyea (IRE),G M Ryan,0,T Gibney,2nd,1 3/4 l,5,9-6p1,90,True,4,48
N/A,2025-07-10,19:20,Good To Firm,1m 1f,Slieve Binnian (IRE),L T McAteer,0,D Marnane,1st,N/A,5,9-4,88,True,4,48
N/A,2025-07-10,19:55,Good To Firm,1m 1f,Share The Treasure (IRE),R Donaghue-Leahy,7,T Hogan,NR,N/A,4,8-11,41,True,4,49
N/A,2025-07-10,19:55,Good To Firm,1m 1f,Malaysian (IRE),S Foley,0,H D McGuigan,20th,35 l,7,9-6tv1,50,True,4,49
N/A,2025-07-10,19:55,Good To Firm,1m 1f,Blue Wood (IRE),W Joyce,3,K Smith,19th,7 1/2 l,9,8-11t,41,True,4,49
N/A,2025-07-10,19:55,Good To Firm,1m 1f,Cleopatra's Needle (IRE),Adam Caffrey,0,H Rogers,18th,Neck,7,9-6tv,50,True,4,49
N/A,2025-07-10,19:55,Good To Firm,1m 1f,Glencullen (IRE),D McMonagle,0,Ms J Morgan,17th,1/2 l,5,9-1p,45,True,4,49
N/A,2025-07-10,19:55,Good To Firm,1m 1f,Harbanaker (IRE),J M Sheridan,0,William Harvey,16th,1 3/4 l,8,9-3t,47,True,4,49
N/A,2025-07-10,19:55,Good To Firm,1m 1f,Noble Andy (IRE),J E Harnett,10,M Fahey,15th,Neck,4,9-12b,56,True,4,49
N/A,2025-07-10,19:55,Good To Firm,1m 1f,Tara Power (IRE),R Whearty,3,K H Clarke,14th,1/2 l,7,9-6t,50,True,4,49
N/A,2025-07-10,19:55,Good To Firm,1m 1f,Sobriety Blue (IRE),S Coen,7,A Slattery,13th,Short Head,4,9-9t1,53,True,4,49
N/A,2025-07-10,19:55,Good To Firm,1m 1f,Fleetfootsoldier (IRE),R Coakley,0,J C McConnell,12th,3/4 l,5,9-7t,51,True,4,49
N/A,2025-07-10,19:55,Good To Firm,1m 1f,Goldsmith (IRE),A J Slattery,0,H D McGuigan,11th,Head,6,10-2h,60,True,4,49
N/A,2025-07-10,19:55,Good To Firm,1m 1f,Flier,B M Coen,0,Mrs D Foster,10th,Nose,6,9-12,56,True,4,49
N/A,2025-07-10,19:55,Good To Firm,1m 1f,Carvalhal (IRE),Nicola Burns,7,R P Burns,9th,Short Head,4,9-13b,57,True,4,49
N/A,2025-07-10,19:55,Good To Firm,1m 1f,Gianh River (IRE),Jessica O'Gorman,7,P G Fahey,8th,1/2 l,5,8-10b,40,True,4,49
N/A,2025-07-10,19:55,Good To Firm,1m 1f,Harseva (IRE),J J G Ryan,3,P Magee,7th,Head,5,9-4h,48,True,4,49
N/A,2025-07-10,19:55,Good To Firm,1m 1f,Galician Girl (IRE),D W O'Connor,0,J C McConnell,6th,Nose,4,9-8t,52,True,4,49
N/A,2025-07-10,19:55,Good To Firm,1m 1f,Leabaland (IRE),J A Heffernan,0,M M Lynch,5th,1/2 l,8,9-3p,47,True,4,49
N/A,2025-07-10,19:55,Good To Firm,1m 1f,Famous Enough (IRE),N G McCullagh,0,P T Foley,4th,1 3/4 l,5,8-10h,40,True,4,49
N/A,2025-07-10,19:55,Good To Firm,1m 1f,Master Garvey (IRE),L T McAteer,0,Joseph Murray,3rd,1/2 l,5,9-3t,47,True,4,49
N/A,2025-07-10,19:55,Good To Firm,1m 1f,Thegooseiscooked (IRE),C T Keane,0,G Keane,2nd,3 l,8,9-4,48,True,4,49
N/A,2025-07-10,19:55,Good To Firm,1m 1f,Unterberg (IRE),M W Hassett,3,Laura Hourigan,1st,N/A,6,10-2,60,True,4,49
N/A,2025-07-10,19:55,Good To Firm,1m 1f,Share The Treasure (IRE),R Donaghue-Leahy,7,T Hogan,NR,N/A,4,8-11,41,True,4,49
N/A,2025-07-10,19:55,Good To Firm,1m 1f,Malaysian (IRE),S Foley,0,H D McGuigan,20th,35 l,7,9-6tv1,50,True,4,49
N/A,2025-07-10,19:55,Good To Firm,1m 1f,Blue Wood (IRE),W Joyce,3,K Smith,19th,7 1/2 l,9,8-11t,41,True,4,49
N/A,2025-07-10,19:55,Good To Firm,1m 1f,Cleopatra's Needle (IRE),Adam Caffrey,0,H Rogers,18th,Neck,7,9-6tv,50,True,4,49
N/A,2025-07-10,19:55,Good To Firm,1m 1f,Glencullen (IRE),D McMonagle,0,Ms J Morgan,17th,1/2 l,5,9-1p,45,True,4,49
N/A,2025-07-10,19:55,Good To Firm,1m 1f,Harbanaker (IRE),J M Sheridan,0,William Harvey,16th,1 3/4 l,8,9-3t,47,True,4,49
N/A,2025-07-10,19:55,Good To Firm,1m 1f,Noble Andy (IRE),J E Harnett,10,M Fahey,15th,Neck,4,9-12b,56,True,4,49
N/A,2025-07-10,19:55,Good To Firm,1m 1f,Tara Power (IRE),R Whearty,3,K H Clarke,14th,1/2 l,7,9-6t,50,True,4,49
N/A,2025-07-10,19:55,Good To Firm,1m 1f,Sobriety Blue (IRE),S Coen,7,A Slattery,13th,Short Head,4,9-9t1,53,True,4,49
N/A,2025-07-10,19:55,Good To Firm,1m 1f,Fleetfootsoldier (IRE),R Coakley,0,J C McConnell,12th,3/4 l,5,9-7t,51,True,4,49
N/A,2025-07-10,19:55,Good To Firm,1m 1f,Goldsmith (IRE),A J Slattery,0,H D McGuigan,11th,Head,6,10-2h,60,True,4,49
N/A,2025-07-10,19:55,Good To Firm,1m 1f,Flier,B M Coen,0,Mrs D Foster,10th,Nose,6,9-12,56,True,4,49
N/A,2025-07-10,19:55,Good To Firm,1m 1f,Carvalhal (IRE),Nicola Burns,7,R P Burns,9th,Short Head,4,9-13b,57,True,4,49
N/A,2025-07-10,19:55,Good To Firm,1m 1f,Gianh River (IRE),Jessica O'Gorman,7,P G Fahey,8th,1/2 l,5,8-10b,40,True,4,49
N/A,2025-07-10,19:55,Good To Firm,1m 1f,Harseva (IRE),J J G Ryan,3,P Magee,7th,Head,5,9-4h,48,True,4,49
N/A,2025-07-10,19:55,Good To Firm,1m 1f,Galician Girl (IRE),D W O'Connor,0,J C McConnell,6th,Nose,4,9-8t,52,True,4,49
N/A,2025-07-10,19:55,Good To Firm,1m 1f,Leabaland (IRE),J A Heffernan,0,M M Lynch,5th,1/2 l,8,9-3p,47,True,4,49
N/A,2025-07-10,19:55,Good To Firm,1m 1f,Famous Enough (IRE),N G McCullagh,0,P T Foley,4th,1 3/4 l,5,8-10h,40,True,4,49
N/A,2025-07-10,19:55,Good To Firm,1m 1f,Master Garvey (IRE),L T McAteer,0,Joseph Murray,3rd,1/2 l,5,9-3t,47,True,4,49
N/A,2025-07-10,19:55,Good To Firm,1m 1f,Thegooseiscooked (IRE),C T Keane,0,G Keane,2nd,3 l,8,9-4,48,True,4,49
N/A,2025-07-10,19:55,Good To Firm,1m 1f,Unterberg (IRE),M W Hassett,3,Laura Hourigan,1st,N/A,6,10-2,60,True,4,49
N/A,2025-07-10,20:30,Good To Firm Turf),1m 7f,Laurie Blue (IRE),Miss M Walsh,7,E D Delany,RR,N/A,7,10-11t1,-,True,4,50
N/A,2025-07-10,20:30,Good To Firm Turf),1m 7f,Redcliff Glen (GER),Mr G Norris,7,C Byrnes,4th,21 l,5,11-2,61,True,4,50
N/A,2025-07-10,20:30,Good To Firm Turf),1m 7f,A Piece Of Heaven (FR),Mr P W Mullins,0,J P O'Brien,3rd,6 l,7,11-12,106,True,4,50
N/A,2025-07-10,20:30,Good To Firm Turf),1m 7f,Next Stop Paris (IRE),Mr A P Ryan,5,Rory Devine,2nd,1/2 l,6,11-2,-,True,4,50
N/A,2025-07-10,20:30,Good To Firm Turf),1m 7f,Gentleman Joe,Mr J L Gleeson,0,H De Bromhead,1st,N/A,7,11-12t,92,True,4,50
N/A,2025-07-10,20:30,Good To Firm Turf),1m 7f,Laurie Blue (IRE),Miss M Walsh,7,E D Delany,RR,N/A,7,10-11t1,-,True,4,50
N/A,2025-07-10,20:30,Good To Firm Turf),1m 7f,Redcliff Glen (GER),Mr G Norris,7,C Byrnes,4th,21 l,5,11-2,61,True,4,50
N/A,2025-07-10,20:30,Good To Firm Turf),1m 7f,A Piece Of Heaven (FR),Mr P W Mullins,0,J P O'Brien,3rd,6 l,7,11-12,106,True,4,50
N/A,2025-07-10,20:30,Good To Firm Turf),1m 7f,Next Stop Paris (IRE),Mr A P Ryan,5,Rory Devine,2nd,1/2 l,6,11-2,-,True,4,50
N/A,2025-07-10,20:30,Good To Firm Turf),1m 7f,Gentleman Joe,Mr J L Gleeson,0,H De Bromhead,1st,N/A,7,11-12t,92,True,4,50
