track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Curragh Racing Results | 20th July 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),1m 2f,Sli Na Ghealai (IRE),R P Cleary,0,J S Bolger,7th,1 1/4 l,3,9-7,81,True,129,10
Curragh Racing Results | 20th July 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),1m 2f,Courageous Strike,D Egan,0,A Murray,6th,2 1/2 l,3,9-6,80,True,129,10
Curragh Racing Results | 20th July 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),1m 2f,Messerschmitt (IRE),C T Keane,0,N Meade,5th,1 1/4 l,3,9-13,87,True,129,10
Curragh Racing Results | 20th July 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),1m 2f,Gibbs Island,W J Lee,0,A Oliver,4th,1/2 l,3,9-10,84,True,129,10
Curragh Racing Results | 20th July 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),1m 2f,Lord Church (IRE),R P Whelan,0,M Halford & T Collins,3rd,1 1/4 l,3,9-9,83,True,129,10
Curragh Racing Results | 20th July 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),1m 2f,Siege Of Troy,B M Coen,0,J P Murtagh,2nd,3/4 l,3,10-0p,88,True,129,10
Curragh Racing Results | 20th July 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),1m 2f,Puturhandstogether (IRE),D McMonagle,0,J P O'Brien,1st,N/A,3,9-5,79,True,129,10
Curragh Racing Results | 20th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Sea Of Moyle (IRE),Katelyn Bailey,10,K P Cotter,14th,1 1/4 l,3,9-3,-,True,129,11
Curragh Racing Results | 20th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Accwest (IRE),C T Keane,0,G Keane,13th,1 1/2 l,4,9-10,-,True,129,11
Curragh Racing Results | 20th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Pulling Gravitee (IRE),C D Hayes,0,Mrs J Harrington,12th,4 1/4 l,3,9-3,-,True,129,11
Curragh Racing Results | 20th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Madam Alkaterina (IRE),R Whearty,5,M Hourigan,11th,1/2 l,3,9-3,-,True,129,11
Curragh Racing Results | 20th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Sweet Verona (IRE),N M Crosse,0,W McCreery,10th,3 1/4 l,3,9-3,-,True,129,11
Curragh Racing Results | 20th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Magical Bay (IRE),S Foley,0,Mrs J Harrington,9th,Head,3,9-3p1,-,True,129,11
Curragh Racing Results | 20th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Little Lady Lucy (IRE),D P McDonogh,0,J P O'Brien,8th,1 l,3,9-3,-,True,129,11
Curragh Racing Results | 20th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Nunc Est Bibendum (IRE),R C Colgan,0,Stephen Gerard Carey,7th,Neck,3,9-3,-,True,129,11
Curragh Racing Results | 20th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Mags (IRE),R P Whelan,0,K P Cotter,6th,2 1/2 l,3,9-3,-,True,129,11
Curragh Racing Results | 20th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Super Exceed (IRE),J A Heffernan,0,T Mullins,5th,3/4 l,3,9-3,-,True,129,11
Curragh Racing Results | 20th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Castanets (IRE),D McMonagle,0,J P O'Brien,4th,2 1/4 l,3,9-3t,-,True,129,11
Curragh Racing Results | 20th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,White Clover (IRE),G F Carroll,0,J G Murphy,3rd,Head,3,9-3,-,True,129,11
Curragh Racing Results | 20th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Counterculture,W J Lee,0,W McCreery,2nd,1 1/4 l,3,9-3,-,True,129,11
Curragh Racing Results | 20th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Kailasa (IRE),B M Coen,0,J P Murtagh,1st,N/A,3,9-3,-,True,129,11
Curragh Racing Results | 20th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Sea Of Moyle (IRE),Katelyn Bailey,10,K P Cotter,14th,1 1/4 l,3,9-3,-,True,129,11
Curragh Racing Results | 20th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Accwest (IRE),C T Keane,0,G Keane,13th,1 1/2 l,4,9-10,-,True,129,11
Curragh Racing Results | 20th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Pulling Gravitee (IRE),C D Hayes,0,Mrs J Harrington,12th,4 1/4 l,3,9-3,-,True,129,11
Curragh Racing Results | 20th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Madam Alkaterina (IRE),R Whearty,5,M Hourigan,11th,1/2 l,3,9-3,-,True,129,11
Curragh Racing Results | 20th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Sweet Verona (IRE),N M Crosse,0,W McCreery,10th,3 1/4 l,3,9-3,-,True,129,11
Curragh Racing Results | 20th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Magical Bay (IRE),S Foley,0,Mrs J Harrington,9th,Head,3,9-3p1,-,True,129,11
Curragh Racing Results | 20th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Little Lady Lucy (IRE),D P McDonogh,0,J P O'Brien,8th,1 l,3,9-3,-,True,129,11
Curragh Racing Results | 20th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Nunc Est Bibendum (IRE),R C Colgan,0,Stephen Gerard Carey,7th,Neck,3,9-3,-,True,129,11
Curragh Racing Results | 20th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Mags (IRE),R P Whelan,0,K P Cotter,6th,2 1/2 l,3,9-3,-,True,129,11
Curragh Racing Results | 20th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Super Exceed (IRE),J A Heffernan,0,T Mullins,5th,3/4 l,3,9-3,-,True,129,11
Curragh Racing Results | 20th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Castanets (IRE),D McMonagle,0,J P O'Brien,4th,2 1/4 l,3,9-3t,-,True,129,11
Curragh Racing Results | 20th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,White Clover (IRE),G F Carroll,0,J G Murphy,3rd,Head,3,9-3,-,True,129,11
Curragh Racing Results | 20th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Counterculture,W J Lee,0,W McCreery,2nd,1 1/4 l,3,9-3,-,True,129,11
Curragh Racing Results | 20th July 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),7f,Kailasa (IRE),B M Coen,0,J P Murtagh,1st,N/A,3,9-3,-,True,129,11
Curragh Racing Results | 21st July 2024 13:40,N/A,13:40,Good,7f,Charanda (IRE),D Egan,0,A Murray,NR,N/A,2,9-2,-,True,129,12
Curragh Racing Results | 21st July 2024 13:40,N/A,13:40,Good,7f,Al Rojo Vivo (IRE),R P Whelan,0,D J Bunyan,11th,4 1/2 l,2,9-2h1,-,True,129,12
Curragh Racing Results | 21st July 2024 13:40,N/A,13:40,Good,7f,Nippy Nelly (IRE),Siobhan Rutledge,3,Miss K Brown,10th,Head,2,9-2,-,True,129,12
Curragh Racing Results | 21st July 2024 13:40,N/A,13:40,Good,7f,Sunglow (IRE),W J Lee,0,P Twomey,9th,3 1/2 l,2,9-2,-,True,129,12
Curragh Racing Results | 21st July 2024 13:40,N/A,13:40,Good,7f,Longwinded Lady (IRE),R P Cleary,0,J S Bolger,8th,1 l,2,9-2,-,True,129,12
Curragh Racing Results | 21st July 2024 13:40,N/A,13:40,Good,7f,Vega's Muse,S Foley,0,Mrs J Harrington,7th,4 1/4 l,2,9-2,-,True,129,12
Curragh Racing Results | 21st July 2024 13:40,N/A,13:40,Good,7f,Deressa (IRE),C D Hayes,0,D K Weld,6th,2 l,2,9-2,-,True,129,12
Curragh Racing Results | 21st July 2024 13:40,N/A,13:40,Good,7f,Varshini (IRE),J A Heffernan,0,J A Stack,5th,1/2 l,2,9-2,-,True,129,12
Curragh Racing Results | 21st July 2024 13:40,N/A,13:40,Good,7f,Whirl (IRE),W M Lordan,0,A P O'Brien,4th,2 l,2,9-2,-,True,129,12
Curragh Racing Results | 21st July 2024 13:40,N/A,13:40,Good,7f,Ballet Slippers (IRE),R L Moore,0,A P O'Brien,3rd,Head,2,9-2,-,True,129,12
Curragh Racing Results | 21st July 2024 13:40,N/A,13:40,Good,7f,Indigo Dream,D McMonagle,0,R O'Sullivan,2nd,4 1/4 l,2,9-2,-,True,129,12
Curragh Racing Results | 21st July 2024 13:40,N/A,13:40,Good,7f,Red Letter,C T Keane,0,G M Lyons,1st,N/A,2,9-2,-,True,129,12
Curragh Racing Results | 21st July 2024 13:40,N/A,13:40,Good,7f,Charanda (IRE),D Egan,0,A Murray,NR,N/A,2,9-2,-,True,129,12
Curragh Racing Results | 21st July 2024 13:40,N/A,13:40,Good,7f,Al Rojo Vivo (IRE),R P Whelan,0,D J Bunyan,11th,4 1/2 l,2,9-2h1,-,True,129,12
Curragh Racing Results | 21st July 2024 13:40,N/A,13:40,Good,7f,Nippy Nelly (IRE),Siobhan Rutledge,3,Miss K Brown,10th,Head,2,9-2,-,True,129,12
Curragh Racing Results | 21st July 2024 13:40,N/A,13:40,Good,7f,Sunglow (IRE),W J Lee,0,P Twomey,9th,3 1/2 l,2,9-2,-,True,129,12
Curragh Racing Results | 21st July 2024 13:40,N/A,13:40,Good,7f,Longwinded Lady (IRE),R P Cleary,0,J S Bolger,8th,1 l,2,9-2,-,True,129,12
Curragh Racing Results | 21st July 2024 13:40,N/A,13:40,Good,7f,Vega's Muse,S Foley,0,Mrs J Harrington,7th,4 1/4 l,2,9-2,-,True,129,12
Curragh Racing Results | 21st July 2024 13:40,N/A,13:40,Good,7f,Deressa (IRE),C D Hayes,0,D K Weld,6th,2 l,2,9-2,-,True,129,12
Curragh Racing Results | 21st July 2024 13:40,N/A,13:40,Good,7f,Varshini (IRE),J A Heffernan,0,J A Stack,5th,1/2 l,2,9-2,-,True,129,12
Curragh Racing Results | 21st July 2024 13:40,N/A,13:40,Good,7f,Whirl (IRE),W M Lordan,0,A P O'Brien,4th,2 l,2,9-2,-,True,129,12
Curragh Racing Results | 21st July 2024 13:40,N/A,13:40,Good,7f,Ballet Slippers (IRE),R L Moore,0,A P O'Brien,3rd,Head,2,9-2,-,True,129,12
Curragh Racing Results | 21st July 2024 13:40,N/A,13:40,Good,7f,Indigo Dream,D McMonagle,0,R O'Sullivan,2nd,4 1/4 l,2,9-2,-,True,129,12
Curragh Racing Results | 21st July 2024 13:40,N/A,13:40,Good,7f,Red Letter,C T Keane,0,G M Lyons,1st,N/A,2,9-2,-,True,129,12
Curragh Racing Results | 21st July 2024 14:10,N/A,14:10,Good,6f 63y,Black Forza (USA),J A Heffernan,0,M O'Callaghan,NR,N/A,2,9-5,-,True,129,13
Curragh Racing Results | 21st July 2024 14:10,N/A,14:10,Good,6f 63y,Barton Key (IRE),D P McDonogh,0,J P O'Brien,10th,5 1/2 l,2,9-5,-,True,129,13
Curragh Racing Results | 21st July 2024 14:10,N/A,14:10,Good,6f 63y,Celtic Chieftain (IRE),W M Lordan,0,A P O'Brien,9th,Head,2,9-5,-,True,129,13
Curragh Racing Results | 21st July 2024 14:10,N/A,14:10,Good,6f 63y,No Return (IRE),R P Whelan,0,A McGuinness,8th,1/2 l,2,9-5,-,True,129,13
Curragh Racing Results | 21st July 2024 14:10,N/A,14:10,Good,6f 63y,Cowardofthecounty (IRE),D McMonagle,0,J P O'Brien,7th,Head,2,9-5,-,True,129,13
