track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,20:14,Good To Yielding (Good In Places)  Flat (Turf),2m 1f,Jersey Des Brosses (FR),Mr H C Swan,5,G Elliott,UR,N/A,5,12-0,-,True,110,1
N/A,N/A,20:14,Good To Yielding (Good In Places)  Flat (Turf),2m 1f,Coup D'etat (IRE),Mr J P O'Rourke,7,P O'Rourke,7th,2 1/4 l,5,12-0,-,True,110,1
N/A,N/A,20:14,Good To Yielding (Good In Places)  Flat (Turf),2m 1f,Raby Mere (FR),Mr T Hamilton,0,Louise G Lyons,6th,7 l,5,12-0,-,True,110,1
N/A,N/A,20:14,Good To Yielding (Good In Places)  Flat (Turf),2m 1f,Alkaid (IRE),Mr A Harvey,7,J C McConnell,5th,5 1/2 l,5,12-0t,-,True,110,1
N/A,N/A,20:14,Good To Yielding (Good In Places)  Flat (Turf),2m 1f,Jhentong Enki (FR),Mr J W Hendrick,7,P Nolan,4th,3 3/4 l,5,12-0t1,-,True,110,1
N/A,N/A,20:14,Good To Yielding (Good In Places)  Flat (Turf),2m 1f,Florance (IRE),Miss A B O'Connor,3,A McCann,3rd,1/2 l,6,11-7,-,True,110,1
N/A,N/A,20:14,Good To Yielding (Good In Places)  Flat (Turf),2m 1f,Addragoole (IRE),Mr D G Lavery,0,G P Cromwell,2nd,1/2 l,5,12-0,-,True,110,1
N/A,N/A,20:14,Good To Yielding (Good In Places)  Flat (Turf),2m 1f,Withabitofluk,Mr J L Gleeson,5,H De Bromhead,1st,N/A,5,12-0,-,True,110,1
N/A,N/A,20:14,Good To Yielding (Good In Places)  Flat (Turf),2m 1f,Jersey Des Brosses (FR),Mr H C Swan,5,G Elliott,UR,N/A,5,12-0,-,True,110,1
N/A,N/A,20:14,Good To Yielding (Good In Places)  Flat (Turf),2m 1f,Coup D'etat (IRE),Mr J P O'Rourke,7,P O'Rourke,7th,2 1/4 l,5,12-0,-,True,110,1
N/A,N/A,20:14,Good To Yielding (Good In Places)  Flat (Turf),2m 1f,Raby Mere (FR),Mr T Hamilton,0,Louise G Lyons,6th,7 l,5,12-0,-,True,110,1
N/A,N/A,20:14,Good To Yielding (Good In Places)  Flat (Turf),2m 1f,Alkaid (IRE),Mr A Harvey,7,J C McConnell,5th,5 1/2 l,5,12-0t,-,True,110,1
N/A,N/A,20:14,Good To Yielding (Good In Places)  Flat (Turf),2m 1f,Jhentong Enki (FR),Mr J W Hendrick,7,P Nolan,4th,3 3/4 l,5,12-0t1,-,True,110,1
N/A,N/A,20:14,Good To Yielding (Good In Places)  Flat (Turf),2m 1f,Florance (IRE),Miss A B O'Connor,3,A McCann,3rd,1/2 l,6,11-7,-,True,110,1
N/A,N/A,20:14,Good To Yielding (Good In Places)  Flat (Turf),2m 1f,Addragoole (IRE),Mr D G Lavery,0,G P Cromwell,2nd,1/2 l,5,12-0,-,True,110,1
N/A,N/A,20:14,Good To Yielding (Good In Places)  Flat (Turf),2m 1f,Withabitofluk,Mr J L Gleeson,5,H De Bromhead,1st,N/A,5,12-0,-,True,110,1
Wexford Racing Results | 25th April 2024 16:05,N/A,16:05,Good To Yielding,2m 4f 150y,Shana Cloon (IRE),K M Donoghue,0,G P Cromwell,F,N/A,5,11-7,-,True,110,2
Wexford Racing Results | 25th April 2024 16:05,N/A,16:05,Good To Yielding,2m 4f 150y,Stone Rosie (IRE),J P O'Sullivan,0,P J Rothwell,13th,19 l,6,11-7,-,True,110,2
