track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Listowel Racing Results | 1st June 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 4f 80y,Freedom To Dream (FR),D J O'Keeffe,0,Peter Fahey,4th,11 l,9,11-9,118,True,118,6
Listowel Racing Results | 1st June 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 4f 80y,Ballywilliam Boy (IRE),D E Mullins,0,M Hourigan,3rd,4 l,9,11-4b1,113,True,118,6
Listowel Racing Results | 1st June 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 4f 80y,Sequoiaspirit (IRE),L Quinlan,3,R Hackett,2nd,6 1/2 l,7,11-6,115,True,118,6
Listowel Racing Results | 1st June 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 4f 80y,All For Rachel (IRE),P T Enright,0,O McKiernan,1st,N/A,7,11-7ht,116,True,118,6
Listowel Racing Results | 1st June 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 4f 80y,Benny The Duke (IRE),A P Kelly,5,R P Cody,PU,N/A,7,11-2,111,True,118,6
Listowel Racing Results | 1st June 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 4f 80y,Ceroc (IRE),M M McDonagh,0,E J O'Grady,PU,N/A,6,11-6b,115,True,118,6
Listowel Racing Results | 1st June 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 4f 80y,Anyway (GER),C P Millar,7,D Budds,PU,N/A,6,11-7p,116,True,118,6
Listowel Racing Results | 1st June 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 4f 80y,All About Lucy (IRE),G B Noonan,5,E McCarthy,PU,N/A,7,11-0t,109,True,118,6
Listowel Racing Results | 1st June 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 4f 80y,Return To Base (IRE),K C Sexton,0,G Elliott,PU,N/A,9,11-9p,118,True,118,6
Listowel Racing Results | 1st June 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 4f 80y,Valsorpresa,Sam Ewing,0,G Elliott,8th,6 1/2 l,6,11-7,116,True,118,6
Listowel Racing Results | 1st June 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 4f 80y,Ahead Of The Posse (IRE),S W Flanagan,0,G P Cromwell,7th,6 l,7,11-1,110,True,118,6
Listowel Racing Results | 1st June 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 4f 80y,Take All (IRE),P Hanlon,7,J J Hanlon,6th,1 1/2 l,9,11-12,121,True,118,6
Listowel Racing Results | 1st June 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 4f 80y,Clarens (IRE),M J M O'Sullivan,0,J P Flavin,5th,15 l,7,11-6,115,True,118,6
Listowel Racing Results | 1st June 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 4f 80y,Freedom To Dream (FR),D J O'Keeffe,0,Peter Fahey,4th,11 l,9,11-9,118,True,118,6
Listowel Racing Results | 1st June 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 4f 80y,Ballywilliam Boy (IRE),D E Mullins,0,M Hourigan,3rd,4 l,9,11-4b1,113,True,118,6
Listowel Racing Results | 1st June 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 4f 80y,Sequoiaspirit (IRE),L Quinlan,3,R Hackett,2nd,6 1/2 l,7,11-6,115,True,118,6
Listowel Racing Results | 1st June 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 4f 80y,All For Rachel (IRE),P T Enright,0,O McKiernan,1st,N/A,7,11-7ht,116,True,118,6
Listowel Racing Results | 1st June 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 7f 100y,Getaway Henry (IRE),Mr C J Shine,7,Daniel O'leary,PU,N/A,7,11-4,84,True,118,7
Listowel Racing Results | 1st June 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 7f 100y,Man Of The House (IRE),P Hanlon,7,J J Hanlon,PU,N/A,6,11-0b1,80,True,118,7
Listowel Racing Results | 1st June 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 7f 100y,Sheephaven Flyer (IRE),Conor Clarke,7,E Mullins,PU,N/A,6,11-10,90,True,118,7
Listowel Racing Results | 1st June 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 7f 100y,Morrie In D Quarry (IRE),K C Sexton,0,D Queally,PU,N/A,6,11-5t,85,True,118,7
Listowel Racing Results | 1st June 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 7f 100y,Walkonthebriteside (IRE),B W Harvey,0,J C McConnell,PU,N/A,6,11-9t,89,True,118,7
Listowel Racing Results | 1st June 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 7f 100y,Mrs Biddle (IRE),S D Torrens,0,G J Power,PU,N/A,6,11-7t,87,True,118,7
Listowel Racing Results | 1st June 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 7f 100y,Signora Di Milano (IRE),Sam Ewing,0,G Elliott,PU,N/A,6,11-8p,88,True,118,7
Listowel Racing Results | 1st June 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 7f 100y,Dear Ryta (IRE),Mr L Burke-Ott,7,A Ott,11th,9 l,6,11-10t1,90,True,118,7
Listowel Racing Results | 1st June 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 7f 100y,Toucan Do (IRE),E Walsh,0,J M Burke,10th,2 3/4 l,6,11-6,86,True,118,7
Listowel Racing Results | 1st June 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 7f 100y,Delta Melody (IRE),M J M O'Sullivan,0,E M O'Sullivan,9th,12 l,7,11-12,92,True,118,7
Listowel Racing Results | 1st June 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 7f 100y,Rewrite The Script (IRE),J P Shinnick,7,M A Daly,8th,1 1/2 l,7,11-0,80,True,118,7
Listowel Racing Results | 1st June 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 7f 100y,Whiskey Lady (IRE),S W Flanagan,0,G Scott,7th,Head,7,11-1tb1,81,True,118,7
Listowel Racing Results | 1st June 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 7f 100y,Presenting Cody (IRE),P T Enright,0,M M McNiff,6th,3 l,9,11-5p1,85,True,118,7
Listowel Racing Results | 1st June 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 7f 100y,Tilloughna (IRE),C P Millar,7,D Budds,5th,1/2 l,6,11-12,92,True,118,7
Listowel Racing Results | 1st June 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 7f 100y,Safran Et Bleu (IRE),J J Doyle,0,P M J Doyle,4th,1 1/4 l,5,11-9p1,89,True,118,7
Listowel Racing Results | 1st June 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 7f 100y,Ordered Lives (IRE),Mr D M Fitzgerald,7,M P Fitzgerald,3rd,6 l,9,11-8ht1,88,True,118,7
Listowel Racing Results | 1st June 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 7f 100y,Annie Questions (IRE),P Byrnes,3,Patrick Cronin,2nd,6 l,6,11-5,85,True,118,7
Listowel Racing Results | 1st June 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 7f 100y,Rising Dust (IRE),D E Mullins,0,M Hourigan,1st,N/A,6,11-7,87,True,118,7
Listowel Racing Results | 1st June 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 7f 100y,Getaway Henry (IRE),Mr C J Shine,7,Daniel O'leary,PU,N/A,7,11-4,84,True,118,7
Listowel Racing Results | 1st June 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 7f 100y,Man Of The House (IRE),P Hanlon,7,J J Hanlon,PU,N/A,6,11-0b1,80,True,118,7
Listowel Racing Results | 1st June 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 7f 100y,Sheephaven Flyer (IRE),Conor Clarke,7,E Mullins,PU,N/A,6,11-10,90,True,118,7
Listowel Racing Results | 1st June 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 7f 100y,Morrie In D Quarry (IRE),K C Sexton,0,D Queally,PU,N/A,6,11-5t,85,True,118,7
Listowel Racing Results | 1st June 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 7f 100y,Walkonthebriteside (IRE),B W Harvey,0,J C McConnell,PU,N/A,6,11-9t,89,True,118,7
Listowel Racing Results | 1st June 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 7f 100y,Mrs Biddle (IRE),S D Torrens,0,G J Power,PU,N/A,6,11-7t,87,True,118,7
Listowel Racing Results | 1st June 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 7f 100y,Signora Di Milano (IRE),Sam Ewing,0,G Elliott,PU,N/A,6,11-8p,88,True,118,7
Listowel Racing Results | 1st June 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 7f 100y,Dear Ryta (IRE),Mr L Burke-Ott,7,A Ott,11th,9 l,6,11-10t1,90,True,118,7
Listowel Racing Results | 1st June 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 7f 100y,Toucan Do (IRE),E Walsh,0,J M Burke,10th,2 3/4 l,6,11-6,86,True,118,7
Listowel Racing Results | 1st June 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 7f 100y,Delta Melody (IRE),M J M O'Sullivan,0,E M O'Sullivan,9th,12 l,7,11-12,92,True,118,7
Listowel Racing Results | 1st June 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 7f 100y,Rewrite The Script (IRE),J P Shinnick,7,M A Daly,8th,1 1/2 l,7,11-0,80,True,118,7
Listowel Racing Results | 1st June 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 7f 100y,Whiskey Lady (IRE),S W Flanagan,0,G Scott,7th,Head,7,11-1tb1,81,True,118,7
Listowel Racing Results | 1st June 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 7f 100y,Presenting Cody (IRE),P T Enright,0,M M McNiff,6th,3 l,9,11-5p1,85,True,118,7
Listowel Racing Results | 1st June 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 7f 100y,Tilloughna (IRE),C P Millar,7,D Budds,5th,1/2 l,6,11-12,92,True,118,7
Listowel Racing Results | 1st June 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 7f 100y,Safran Et Bleu (IRE),J J Doyle,0,P M J Doyle,4th,1 1/4 l,5,11-9p1,89,True,118,7
Listowel Racing Results | 1st June 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 7f 100y,Ordered Lives (IRE),Mr D M Fitzgerald,7,M P Fitzgerald,3rd,6 l,9,11-8ht1,88,True,118,7
Listowel Racing Results | 1st June 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 7f 100y,Annie Questions (IRE),P Byrnes,3,Patrick Cronin,2nd,6 l,6,11-5,85,True,118,7
Listowel Racing Results | 1st June 2024 17:25,N/A,17:25,Good (Good To Yielding In Places),2m 7f 100y,Rising Dust (IRE),D E Mullins,0,M Hourigan,1st,N/A,6,11-7,87,True,118,7
Listowel Racing Results | 1st June 2024 18:00,N/A,18:00,Good (Good To Yielding In Places) s I.N.H. Flat (Turf),2m 100y,Heather View (IRE),J Smith,7,D H Kelly,NR,N/A,4,11-5,-,True,118,8
Listowel Racing Results | 1st June 2024 18:00,N/A,18:00,Good (Good To Yielding In Places) s I.N.H. Flat (Turf),2m 100y,Takemeoutatdawn (IRE),Mr P J Cawley,7,B Cawley,NR,N/A,4,11-5,-,True,118,8
Listowel Racing Results | 1st June 2024 18:00,N/A,18:00,Good (Good To Yielding In Places) s I.N.H. Flat (Turf),2m 100y,Witheros Hill (IRE),Mr T E O'Connor,7,S Curling,12th,Head,4,11-5t1,-,True,118,8
Listowel Racing Results | 1st June 2024 18:00,N/A,18:00,Good (Good To Yielding In Places) s I.N.H. Flat (Turf),2m 100y,Bective Queen (IRE),Mr J H Williamson,7,G Elliott,11th,34 l,4,11-5,-,True,118,8
Listowel Racing Results | 1st June 2024 18:00,N/A,18:00,Good (Good To Yielding In Places) s I.N.H. Flat (Turf),2m 100y,La Rocca Lass (IRE),Miss A B O'Connor,0,Dermot Day,10th,2 1/2 l,4,11-5,-,True,118,8
Listowel Racing Results | 1st June 2024 18:00,N/A,18:00,Good (Good To Yielding In Places) s I.N.H. Flat (Turf),2m 100y,Eaglewood (IRE),J P Shinnick,7,Leonard Flynn,9th,21 l,4,11-5,-,True,118,8
Listowel Racing Results | 1st June 2024 18:00,N/A,18:00,Good (Good To Yielding In Places) s I.N.H. Flat (Turf),2m 100y,That Old Chestnut (IRE),Mr N McParlan,0,N C Kelly,8th,4 1/4 l,4,11-5,-,True,118,8
Listowel Racing Results | 1st June 2024 18:00,N/A,18:00,Good (Good To Yielding In Places) s I.N.H. Flat (Turf),2m 100y,Diamonds Diva (IRE),C D Smithers,7,Mrs J Harrington,7th,4 1/2 l,4,11-5,-,True,118,8
Listowel Racing Results | 1st June 2024 18:00,N/A,18:00,Good (Good To Yielding In Places) s I.N.H. Flat (Turf),2m 100y,Liscahane United (IRE),C P Millar,0,C Collins,6th,6 1/2 l,4,11-5,-,True,118,8
Listowel Racing Results | 1st June 2024 18:00,N/A,18:00,Good (Good To Yielding In Places) s I.N.H. Flat (Turf),2m 100y,Time In A Bottle,Mr D T Hyde,7,H De Bromhead,5th,10 l,4,11-5,-,True,118,8
Listowel Racing Results | 1st June 2024 18:00,N/A,18:00,Good (Good To Yielding In Places) s I.N.H. Flat (Turf),2m 100y,Rose Boum (FR),A Harvey,7,P Nolan,4th,4 1/4 l,4,11-5,-,True,118,8
Listowel Racing Results | 1st June 2024 18:00,N/A,18:00,Good (Good To Yielding In Places) s I.N.H. Flat (Turf),2m 100y,Alpha Zeta (FR),Mr J L Gleeson,5,Liz Doyle,3rd,1 1/4 l,4,11-5,-,True,118,8
Listowel Racing Results | 1st June 2024 18:00,N/A,18:00,Good (Good To Yielding In Places) s I.N.H. Flat (Turf),2m 100y,Pure Logic,P Hanlon,7,J J Hanlon,2nd,6 1/2 l,4,11-5,-,True,118,8
Listowel Racing Results | 1st June 2024 18:00,N/A,18:00,Good (Good To Yielding In Places) s I.N.H. Flat (Turf),2m 100y,La Note Verte,Mr P W Mullins,0,W P Mullins,1st,N/A,4,11-5,-,True,118,8
Listowel Racing Results | 1st June 2024 18:00,N/A,18:00,Good (Good To Yielding In Places) s I.N.H. Flat (Turf),2m 100y,Heather View (IRE),J Smith,7,D H Kelly,NR,N/A,4,11-5,-,True,118,8
Listowel Racing Results | 1st June 2024 18:00,N/A,18:00,Good (Good To Yielding In Places) s I.N.H. Flat (Turf),2m 100y,Takemeoutatdawn (IRE),Mr P J Cawley,7,B Cawley,NR,N/A,4,11-5,-,True,118,8
Listowel Racing Results | 1st June 2024 18:00,N/A,18:00,Good (Good To Yielding In Places) s I.N.H. Flat (Turf),2m 100y,Witheros Hill (IRE),Mr T E O'Connor,7,S Curling,12th,Head,4,11-5t1,-,True,118,8
Listowel Racing Results | 1st June 2024 18:00,N/A,18:00,Good (Good To Yielding In Places) s I.N.H. Flat (Turf),2m 100y,Bective Queen (IRE),Mr J H Williamson,7,G Elliott,11th,34 l,4,11-5,-,True,118,8
Listowel Racing Results | 1st June 2024 18:00,N/A,18:00,Good (Good To Yielding In Places) s I.N.H. Flat (Turf),2m 100y,La Rocca Lass (IRE),Miss A B O'Connor,0,Dermot Day,10th,2 1/2 l,4,11-5,-,True,118,8
Listowel Racing Results | 1st June 2024 18:00,N/A,18:00,Good (Good To Yielding In Places) s I.N.H. Flat (Turf),2m 100y,Eaglewood (IRE),J P Shinnick,7,Leonard Flynn,9th,21 l,4,11-5,-,True,118,8
Listowel Racing Results | 1st June 2024 18:00,N/A,18:00,Good (Good To Yielding In Places) s I.N.H. Flat (Turf),2m 100y,That Old Chestnut (IRE),Mr N McParlan,0,N C Kelly,8th,4 1/4 l,4,11-5,-,True,118,8
Listowel Racing Results | 1st June 2024 18:00,N/A,18:00,Good (Good To Yielding In Places) s I.N.H. Flat (Turf),2m 100y,Diamonds Diva (IRE),C D Smithers,7,Mrs J Harrington,7th,4 1/2 l,4,11-5,-,True,118,8
Listowel Racing Results | 1st June 2024 18:00,N/A,18:00,Good (Good To Yielding In Places) s I.N.H. Flat (Turf),2m 100y,Liscahane United (IRE),C P Millar,0,C Collins,6th,6 1/2 l,4,11-5,-,True,118,8
Listowel Racing Results | 1st June 2024 18:00,N/A,18:00,Good (Good To Yielding In Places) s I.N.H. Flat (Turf),2m 100y,Time In A Bottle,Mr D T Hyde,7,H De Bromhead,5th,10 l,4,11-5,-,True,118,8
Listowel Racing Results | 1st June 2024 18:00,N/A,18:00,Good (Good To Yielding In Places) s I.N.H. Flat (Turf),2m 100y,Rose Boum (FR),A Harvey,7,P Nolan,4th,4 1/4 l,4,11-5,-,True,118,8
Listowel Racing Results | 1st June 2024 18:00,N/A,18:00,Good (Good To Yielding In Places) s I.N.H. Flat (Turf),2m 100y,Alpha Zeta (FR),Mr J L Gleeson,5,Liz Doyle,3rd,1 1/4 l,4,11-5,-,True,118,8
Listowel Racing Results | 1st June 2024 18:00,N/A,18:00,Good (Good To Yielding In Places) s I.N.H. Flat (Turf),2m 100y,Pure Logic,P Hanlon,7,J J Hanlon,2nd,6 1/2 l,4,11-5,-,True,118,8
Listowel Racing Results | 1st June 2024 18:00,N/A,18:00,Good (Good To Yielding In Places) s I.N.H. Flat (Turf),2m 100y,La Note Verte,Mr P W Mullins,0,W P Mullins,1st,N/A,4,11-5,-,True,118,8
Tramore Racing Results | 1st June 2024 17:10,N/A,17:10,Yielding (Good In Places),1m 7f 110y,Idol (FR),R Deegan,0,S Curling,UR,N/A,6,11-7,-,True,118,9
Tramore Racing Results | 1st June 2024 17:10,N/A,17:10,Yielding (Good In Places),1m 7f 110y,Implicit (FR),P Townend,0,W P Mullins,PU,N/A,6,11-7,-,True,118,9
Tramore Racing Results | 1st June 2024 17:10,N/A,17:10,Yielding (Good In Places),1m 7f 110y,Sadies Diamond (IRE),J S McGarvey,0,J J Hanlon,5th,22 l,5,11-7h,-,True,118,9
Tramore Racing Results | 1st June 2024 17:10,N/A,17:10,Yielding (Good In Places),1m 7f 110y,Iris Emery (FR),B Hayes,0,W P Mullins,4th,8 l,6,11-7t,-,True,118,9
Tramore Racing Results | 1st June 2024 17:10,N/A,17:10,Yielding (Good In Places),1m 7f 110y,Miss Agusta (IRE),J C Gainford,0,G Elliott,3rd,4 3/4 l,6,11-7,-,True,118,9
Tramore Racing Results | 1st June 2024 17:10,N/A,17:10,Yielding (Good In Places),1m 7f 110y,Miss Oreo (IRE),Shane Fenelon,7,J J Hanlon,2nd,8 l,6,11-7,-,True,118,9
Tramore Racing Results | 1st June 2024 17:10,N/A,17:10,Yielding (Good In Places),1m 7f 110y,Purse Price,J Coen,5,G Elliott,1st,N/A,7,11-7t,-,True,118,9
Tramore Racing Results | 1st June 2024 17:10,N/A,17:10,Yielding (Good In Places),1m 7f 110y,Idol (FR),R Deegan,0,S Curling,UR,N/A,6,11-7,-,True,118,9
Tramore Racing Results | 1st June 2024 17:10,N/A,17:10,Yielding (Good In Places),1m 7f 110y,Implicit (FR),P Townend,0,W P Mullins,PU,N/A,6,11-7,-,True,118,9
Tramore Racing Results | 1st June 2024 17:10,N/A,17:10,Yielding (Good In Places),1m 7f 110y,Sadies Diamond (IRE),J S McGarvey,0,J J Hanlon,5th,22 l,5,11-7h,-,True,118,9
Tramore Racing Results | 1st June 2024 17:10,N/A,17:10,Yielding (Good In Places),1m 7f 110y,Iris Emery (FR),B Hayes,0,W P Mullins,4th,8 l,6,11-7t,-,True,118,9
Tramore Racing Results | 1st June 2024 17:10,N/A,17:10,Yielding (Good In Places),1m 7f 110y,Miss Agusta (IRE),J C Gainford,0,G Elliott,3rd,4 3/4 l,6,11-7,-,True,118,9
Tramore Racing Results | 1st June 2024 17:10,N/A,17:10,Yielding (Good In Places),1m 7f 110y,Miss Oreo (IRE),Shane Fenelon,7,J J Hanlon,2nd,8 l,6,11-7,-,True,118,9
Tramore Racing Results | 1st June 2024 17:10,N/A,17:10,Yielding (Good In Places),1m 7f 110y,Purse Price,J Coen,5,G Elliott,1st,N/A,7,11-7t,-,True,118,9
Tramore Racing Results | 1st June 2024 17:45,N/A,17:45,Yielding (Good In Places),2m 5f 180y,Cullenwaine (IRE),P J O'Hanlon,3,P J Rothwell,NR,N/A,6,11-2p,83,True,118,10
Tramore Racing Results | 1st June 2024 17:45,N/A,17:45,Yielding (Good In Places),2m 5f 180y,Pana To Milan (IRE),L A McKenna,5,M Winters,PU,N/A,6,12-0tp,95,True,118,10
Tramore Racing Results | 1st June 2024 17:45,N/A,17:45,Yielding (Good In Places),2m 5f 180y,Larkfield Legacy (IRE),B P Kennedy,7,R P Rath,PU,N/A,10,10-0,67,True,118,10
Tramore Racing Results | 1st June 2024 17:45,N/A,17:45,Yielding (Good In Places),2m 5f 180y,Elegant Dan (IRE),J J Slevin,0,D M O'Brien,PU,N/A,11,11-4p,85,True,118,10
Tramore Racing Results | 1st June 2024 17:45,N/A,17:45,Yielding (Good In Places),2m 5f 180y,Ciankyle (IRE),B Hayes,0,P Cluskey,PU,N/A,13,10-10p,77,True,118,10
Tramore Racing Results | 1st June 2024 17:45,N/A,17:45,Yielding (Good In Places),2m 5f 180y,Ta Se Rua,Ms S Verling,7,P J Healy,12th,16 l,11,11-6,87,True,118,10
Tramore Racing Results | 1st June 2024 17:45,N/A,17:45,Yielding (Good In Places),2m 5f 180y,Three By Two (IRE),Mr S Cotter,7,D P Murphy,11th,1 1/4 l,8,12-0,95,True,118,10
Tramore Racing Results | 1st June 2024 17:45,N/A,17:45,Yielding (Good In Places),2m 5f 180y,Tech Talk (IRE),K M Donoghue,0,Tom Dreaper,10th,13 l,9,11-8,89,True,118,10
Tramore Racing Results | 1st June 2024 17:45,N/A,17:45,Yielding (Good In Places),2m 5f 180y,Tuff Days (IRE),M P O'Connor,3,Michael Barry,9th,1 1/2 l,7,11-7,88,True,118,10
Tramore Racing Results | 1st June 2024 17:45,N/A,17:45,Yielding (Good In Places),2m 5f 180y,Finnians Row (IRE),M J Molloy,7,D A McLoughlin,8th,3 1/2 l,8,11-8tp,89,True,118,10
Tramore Racing Results | 1st June 2024 17:45,N/A,17:45,Yielding (Good In Places),2m 5f 180y,Thethirstyfarrier (IRE),Mr T Power Roche,7,P Kiely,7th,4 1/2 l,8,11-9,90,True,118,10
Tramore Racing Results | 1st June 2024 17:45,N/A,17:45,Yielding (Good In Places),2m 5f 180y,Roman Parish (IRE),D King,0,D M O'Brien,6th,Neck,6,11-9p,90,True,118,10
Tramore Racing Results | 1st June 2024 17:45,N/A,17:45,Yielding (Good In Places),2m 5f 180y,Listenheretomejack (IRE),D Meyler,0,E Doyle,5th,1 3/4 l,9,12-0,95,True,118,10
Tramore Racing Results | 1st June 2024 17:45,N/A,17:45,Yielding (Good In Places),2m 5f 180y,Ocodango Boy (IRE),G Brouder,5,P McCreery,4th,6 1/2 l,7,10-13p,80,True,118,10
Tramore Racing Results | 1st June 2024 17:45,N/A,17:45,Yielding (Good In Places),2m 5f 180y,Intersky Sunset (IRE),S Fitzgerald,0,D Queally,3rd,2 3/4 l,7,11-10,91,True,118,10
Tramore Racing Results | 1st June 2024 17:45,N/A,17:45,Yielding (Good In Places),2m 5f 180y,Ennemi Public (FR),J C Gainford,0,D Howard,2nd,3/4 l,10,10-3tb,70,True,118,10
Tramore Racing Results | 1st June 2024 17:45,N/A,17:45,Yielding (Good In Places),2m 5f 180y,Greenway Machine (IRE),Cian Cullinan,7,Ms H P Markham,1st,N/A,12,10-6,73,True,118,10
Tramore Racing Results | 1st June 2024 17:45,N/A,17:45,Yielding (Good In Places),2m 5f 180y,Cullenwaine (IRE),P J O'Hanlon,3,P J Rothwell,NR,N/A,6,11-2p,83,True,118,10
Tramore Racing Results | 1st June 2024 17:45,N/A,17:45,Yielding (Good In Places),2m 5f 180y,Pana To Milan (IRE),L A McKenna,5,M Winters,PU,N/A,6,12-0tp,95,True,118,10
Tramore Racing Results | 1st June 2024 17:45,N/A,17:45,Yielding (Good In Places),2m 5f 180y,Larkfield Legacy (IRE),B P Kennedy,7,R P Rath,PU,N/A,10,10-0,67,True,118,10
Tramore Racing Results | 1st June 2024 17:45,N/A,17:45,Yielding (Good In Places),2m 5f 180y,Elegant Dan (IRE),J J Slevin,0,D M O'Brien,PU,N/A,11,11-4p,85,True,118,10
Tramore Racing Results | 1st June 2024 17:45,N/A,17:45,Yielding (Good In Places),2m 5f 180y,Ciankyle (IRE),B Hayes,0,P Cluskey,PU,N/A,13,10-10p,77,True,118,10
Tramore Racing Results | 1st June 2024 17:45,N/A,17:45,Yielding (Good In Places),2m 5f 180y,Ta Se Rua,Ms S Verling,7,P J Healy,12th,16 l,11,11-6,87,True,118,10
Tramore Racing Results | 1st June 2024 17:45,N/A,17:45,Yielding (Good In Places),2m 5f 180y,Three By Two (IRE),Mr S Cotter,7,D P Murphy,11th,1 1/4 l,8,12-0,95,True,118,10
Tramore Racing Results | 1st June 2024 17:45,N/A,17:45,Yielding (Good In Places),2m 5f 180y,Tech Talk (IRE),K M Donoghue,0,Tom Dreaper,10th,13 l,9,11-8,89,True,118,10
Tramore Racing Results | 1st June 2024 17:45,N/A,17:45,Yielding (Good In Places),2m 5f 180y,Tuff Days (IRE),M P O'Connor,3,Michael Barry,9th,1 1/2 l,7,11-7,88,True,118,10
Tramore Racing Results | 1st June 2024 17:45,N/A,17:45,Yielding (Good In Places),2m 5f 180y,Finnians Row (IRE),M J Molloy,7,D A McLoughlin,8th,3 1/2 l,8,11-8tp,89,True,118,10
Tramore Racing Results | 1st June 2024 17:45,N/A,17:45,Yielding (Good In Places),2m 5f 180y,Thethirstyfarrier (IRE),Mr T Power Roche,7,P Kiely,7th,4 1/2 l,8,11-9,90,True,118,10
