track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Curragh Racing Results | 19th July 2025 15:05,2025-07-19,15:05,Good (Good To Yielding In Places),5f,Erosandpsyche (IRE),G F Carroll,0,Daniel Murphy,7th,3/4 l,7,9-9b,101,True,7,13
Curragh Racing Results | 19th July 2025 15:05,2025-07-19,15:05,Good (Good To Yielding In Places),5f,Grande Marques (IRE),J M Sheridan,0,J A Stack,6th,2 3/4 l,3,9-2b,95,True,7,13
Curragh Racing Results | 19th July 2025 15:05,2025-07-19,15:05,Good (Good To Yielding In Places),5f,Rumstar,Rob Hornby,0,J G Portman,5th,Neck,5,9-9,113,True,7,13
Curragh Racing Results | 19th July 2025 15:05,2025-07-19,15:05,Good (Good To Yielding In Places),5f,The Highway Rat (IRE),C D Hayes,0,A Oliver,4th,3/4 l,7,9-9b,98,True,7,13
Curragh Racing Results | 19th July 2025 15:05,2025-07-19,15:05,Good (Good To Yielding In Places),5f,Songhai (IRE),B M Coen,0,J P Murtagh,3rd,1/2 l,3,9-2t1,98,True,7,13
Curragh Racing Results | 19th July 2025 15:05,2025-07-19,15:05,Good (Good To Yielding In Places),5f,Mgheera,R L Moore,0,E Walker,2nd,2 l,5,9-6,108,True,7,13
Curragh Racing Results | 19th July 2025 15:05,2025-07-19,15:05,Good (Good To Yielding In Places),5f,Arizona Blaze,D Egan,0,A Murray,1st,N/A,3,9-5,113,True,7,13
Curragh Racing Results | 19th July 2025 15:40,2025-07-19,15:40,Good (Good To Yielding In Places),1m 4f,Bay Colony (IRE),J A Heffernan,0,J A Stack,7th,2 1/2 l,3,9-2p1,85,True,7,14
Curragh Racing Results | 19th July 2025 15:40,2025-07-19,15:40,Good (Good To Yielding In Places),1m 4f,Subsonic (IRE),B M Coen,0,J P Murtagh,6th,3 1/2 l,3,9-2t1,-,True,7,14
Curragh Racing Results | 19th July 2025 15:40,2025-07-19,15:40,Good (Good To Yielding In Places),1m 4f,Merrily (USA),D P McDonogh,0,A P O'Brien,5th,5 l,3,9-2,99,True,7,14
Curragh Racing Results | 19th July 2025 15:40,2025-07-19,15:40,Good (Good To Yielding In Places),1m 4f,Butterfly Wings (USA),R P Whelan,0,A P O'Brien,4th,5 l,3,9-2t,83,True,7,14
Curragh Racing Results | 19th July 2025 15:40,2025-07-19,15:40,Good (Good To Yielding In Places),1m 4f,Island Hopping (IRE),W M Lordan,0,A P O'Brien,3rd,2 1/2 l,3,9-2p1,96,True,7,14
Curragh Racing Results | 19th July 2025 15:40,2025-07-19,15:40,Good (Good To Yielding In Places),1m 4f,Wemightakedlongway (IRE),D McMonagle,0,J P O'Brien,2nd,1 1/4 l,3,9-2,111,True,7,14
Curragh Racing Results | 19th July 2025 15:40,2025-07-19,15:40,Good (Good To Yielding In Places),1m 4f,Minnie Hauk (IRE),R L Moore,0,A P O'Brien,1st,N/A,3,9-2,117,True,7,14
Curragh Racing Results | 19th July 2025 15:40,2025-07-19,15:40,Good (Good To Yielding In Places),1m 4f,Bay Colony (IRE),J A Heffernan,0,J A Stack,7th,2 1/2 l,3,9-2p1,85,True,7,14
Curragh Racing Results | 19th July 2025 15:40,2025-07-19,15:40,Good (Good To Yielding In Places),1m 4f,Subsonic (IRE),B M Coen,0,J P Murtagh,6th,3 1/2 l,3,9-2t1,-,True,7,14
Curragh Racing Results | 19th July 2025 15:40,2025-07-19,15:40,Good (Good To Yielding In Places),1m 4f,Merrily (USA),D P McDonogh,0,A P O'Brien,5th,5 l,3,9-2,99,True,7,14
Curragh Racing Results | 19th July 2025 15:40,2025-07-19,15:40,Good (Good To Yielding In Places),1m 4f,Butterfly Wings (USA),R P Whelan,0,A P O'Brien,4th,5 l,3,9-2t,83,True,7,14
Curragh Racing Results | 19th July 2025 15:40,2025-07-19,15:40,Good (Good To Yielding In Places),1m 4f,Island Hopping (IRE),W M Lordan,0,A P O'Brien,3rd,2 1/2 l,3,9-2p1,96,True,7,14
Curragh Racing Results | 19th July 2025 15:40,2025-07-19,15:40,Good (Good To Yielding In Places),1m 4f,Wemightakedlongway (IRE),D McMonagle,0,J P O'Brien,2nd,1 1/4 l,3,9-2,111,True,7,14
Curragh Racing Results | 19th July 2025 15:40,2025-07-19,15:40,Good (Good To Yielding In Places),1m 4f,Minnie Hauk (IRE),R L Moore,0,A P O'Brien,1st,N/A,3,9-2,117,True,7,14
Curragh Racing Results | 19th July 2025 16:15,2025-07-19,16:15,Good (Good To Yielding In Places),1m 6f 16y,Uxmal (IRE),M P Sheehy,0,J P O'Brien,7th,Short Head,6,9-11,108,True,7,15
Curragh Racing Results | 19th July 2025 16:15,2025-07-19,16:15,Good (Good To Yielding In Places),1m 6f 16y,Queenstown (IRE),W M Lordan,0,A P O'Brien,6th,Head,5,9-11b,104,True,7,15
Curragh Racing Results | 19th July 2025 16:15,2025-07-19,16:15,Good (Good To Yielding In Places),1m 6f 16y,London City (USA),R P Whelan,0,A P O'Brien,5th,1/2 l,4,9-11,101,True,7,15
Curragh Racing Results | 19th July 2025 16:15,2025-07-19,16:15,Good (Good To Yielding In Places),1m 6f 16y,Harbour Wind (IRE),C D Hayes,0,D K Weld,4th,3/4 l,5,9-11p,107,True,7,15
Curragh Racing Results | 19th July 2025 16:15,2025-07-19,16:15,Good (Good To Yielding In Places),1m 6f 16y,Drawn To Dream (IRE),J A Heffernan,0,R O'Sullivan,3rd,1/2 l,5,9-8,103,True,7,15
Curragh Racing Results | 19th July 2025 16:15,2025-07-19,16:15,Good (Good To Yielding In Places),1m 6f 16y,Shackleton (IRE),R L Moore,0,A P O'Brien,2nd,5 l,3,9-0,104,True,7,15
Curragh Racing Results | 19th July 2025 16:15,2025-07-19,16:15,Good (Good To Yielding In Places),1m 6f 16y,Al Riffa (FR),D McMonagle,0,J P O'Brien,1st,N/A,5,9-11p,118,True,7,15
Curragh Racing Results | 19th July 2025 16:15,2025-07-19,16:15,Good (Good To Yielding In Places),1m 6f 16y,Uxmal (IRE),M P Sheehy,0,J P O'Brien,7th,Short Head,6,9-11,108,True,7,15
Curragh Racing Results | 19th July 2025 16:15,2025-07-19,16:15,Good (Good To Yielding In Places),1m 6f 16y,Queenstown (IRE),W M Lordan,0,A P O'Brien,6th,Head,5,9-11b,104,True,7,15
Curragh Racing Results | 19th July 2025 16:15,2025-07-19,16:15,Good (Good To Yielding In Places),1m 6f 16y,London City (USA),R P Whelan,0,A P O'Brien,5th,1/2 l,4,9-11,101,True,7,15
Curragh Racing Results | 19th July 2025 16:15,2025-07-19,16:15,Good (Good To Yielding In Places),1m 6f 16y,Harbour Wind (IRE),C D Hayes,0,D K Weld,4th,3/4 l,5,9-11p,107,True,7,15
Curragh Racing Results | 19th July 2025 16:15,2025-07-19,16:15,Good (Good To Yielding In Places),1m 6f 16y,Drawn To Dream (IRE),J A Heffernan,0,R O'Sullivan,3rd,1/2 l,5,9-8,103,True,7,15
Curragh Racing Results | 19th July 2025 16:15,2025-07-19,16:15,Good (Good To Yielding In Places),1m 6f 16y,Shackleton (IRE),R L Moore,0,A P O'Brien,2nd,5 l,3,9-0,104,True,7,15
Curragh Racing Results | 19th July 2025 16:15,2025-07-19,16:15,Good (Good To Yielding In Places),1m 6f 16y,Al Riffa (FR),D McMonagle,0,J P O'Brien,1st,N/A,5,9-11p,118,True,7,15
Curragh Racing Results | 19th July 2025 16:50,2025-07-19,16:50,Good (Good To Yielding In Places),6f,Extravagant (IRE),R L Moore,0,A P O'Brien,8th,1 1/4 l,2,9-8,83,True,7,16
Curragh Racing Results | 19th July 2025 16:50,2025-07-19,16:50,Good (Good To Yielding In Places),6f,Parkside Lad (IRE),G F Carroll,0,W Durkan,7th,2 3/4 l,2,9-12,87,True,7,16
Curragh Racing Results | 19th July 2025 16:50,2025-07-19,16:50,Good (Good To Yielding In Places),6f,Nakamura (IRE),B M Coen,0,J P Murtagh,6th,1 1/4 l,2,8-13,74,True,7,16
Curragh Racing Results | 19th July 2025 16:50,2025-07-19,16:50,Good (Good To Yielding In Places),6f,Award Ceremony (IRE),Nicola Burns,7,Donnacha O'Brien,5th,1/2 l,2,8-11,72,True,7,16
Curragh Racing Results | 19th July 2025 16:50,2025-07-19,16:50,Good (Good To Yielding In Places),6f,Bobby Mcgee,C D Hayes,0,N Meade,4th,3 1/2 l,2,9-8,83,True,7,16
Curragh Racing Results | 19th July 2025 16:50,2025-07-19,16:50,Good (Good To Yielding In Places),6f,Gavoo (IRE),L T McAteer,0,D Marnane,3rd,1 1/4 l,2,9-8,83,True,7,16
Curragh Racing Results | 19th July 2025 16:50,2025-07-19,16:50,Good (Good To Yielding In Places),6f,Which Wolf Wins (IRE),M W Hassett,3,J P O'Brien,2nd,Neck,2,8-7,66,True,7,16
Curragh Racing Results | 19th July 2025 16:50,2025-07-19,16:50,Good (Good To Yielding In Places),6f,Stop The Nation (IRE),J J G Ryan,3,J Davison,1st,N/A,2,9-12,87,True,7,16
Curragh Racing Results | 19th July 2025 16:50,2025-07-19,16:50,Good (Good To Yielding In Places),6f,Extravagant (IRE),R L Moore,0,A P O'Brien,8th,1 1/4 l,2,9-8,83,True,7,16
Curragh Racing Results | 19th July 2025 16:50,2025-07-19,16:50,Good (Good To Yielding In Places),6f,Parkside Lad (IRE),G F Carroll,0,W Durkan,7th,2 3/4 l,2,9-12,87,True,7,16
Curragh Racing Results | 19th July 2025 16:50,2025-07-19,16:50,Good (Good To Yielding In Places),6f,Nakamura (IRE),B M Coen,0,J P Murtagh,6th,1 1/4 l,2,8-13,74,True,7,16
Curragh Racing Results | 19th July 2025 16:50,2025-07-19,16:50,Good (Good To Yielding In Places),6f,Award Ceremony (IRE),Nicola Burns,7,Donnacha O'Brien,5th,1/2 l,2,8-11,72,True,7,16
Curragh Racing Results | 19th July 2025 16:50,2025-07-19,16:50,Good (Good To Yielding In Places),6f,Bobby Mcgee,C D Hayes,0,N Meade,4th,3 1/2 l,2,9-8,83,True,7,16
Curragh Racing Results | 19th July 2025 16:50,2025-07-19,16:50,Good (Good To Yielding In Places),6f,Gavoo (IRE),L T McAteer,0,D Marnane,3rd,1 1/4 l,2,9-8,83,True,7,16
Curragh Racing Results | 19th July 2025 16:50,2025-07-19,16:50,Good (Good To Yielding In Places),6f,Which Wolf Wins (IRE),M W Hassett,3,J P O'Brien,2nd,Neck,2,8-7,66,True,7,16
Curragh Racing Results | 19th July 2025 16:50,2025-07-19,16:50,Good (Good To Yielding In Places),6f,Stop The Nation (IRE),J J G Ryan,3,J Davison,1st,N/A,2,9-12,87,True,7,16
Curragh Racing Results | 19th July 2025 17:25,2025-07-19,17:25,Good (Good To Yielding In Places),7f,Lady Crossing (IRE),L T McAteer,0,W J Fitzpatrick,21st,8 l,3,9-3,-,True,7,17
Curragh Racing Results | 19th July 2025 17:25,2025-07-19,17:25,Good (Good To Yielding In Places),7f,Sonoma Sunset (IRE),D W O'Connor,0,W T Farrell,20th,3 1/4 l,3,9-3,-,True,7,17
Curragh Racing Results | 19th July 2025 17:25,2025-07-19,17:25,Good (Good To Yielding In Places),7f,Bel Espoir (IRE),J S Dalton,10,J Barcoe,19th,2 l,3,9-3,-,True,7,17
Curragh Racing Results | 19th July 2025 17:25,2025-07-19,17:25,Good (Good To Yielding In Places),7f,Grown Ups (IRE),R M Mulligan,7,C O'Connell,18th,1/2 l,3,9-3,-,True,7,17
Curragh Racing Results | 19th July 2025 17:25,2025-07-19,17:25,Good (Good To Yielding In Places),7f,Youlookperfect (IRE),L F Roche,0,Miss H McLoughlin,17th,1 3/4 l,3,9-3,-,True,7,17
Curragh Racing Results | 19th July 2025 17:25,2025-07-19,17:25,Good (Good To Yielding In Places),7f,Skippinandajumpin (IRE),D McMonagle,0,J P O'Brien,16th,3/4 l,3,9-3,-,True,7,17
Curragh Racing Results | 19th July 2025 17:25,2025-07-19,17:25,Good (Good To Yielding In Places),7f,Mousse (IRE),K G Kennedy,5,Mrs J Harrington,15th,Nose,3,9-3,-,True,7,17
Curragh Racing Results | 19th July 2025 17:25,2025-07-19,17:25,Good (Good To Yielding In Places),7f,Morethan Ambitions (USA),G M Ryan,0,P J Hayes,14th,1 l,3,9-3,-,True,7,17
Curragh Racing Results | 19th July 2025 17:25,2025-07-19,17:25,Good (Good To Yielding In Places),7f,Queen Aethelflaed (IRE),N G McCullagh,0,E J O'Grady,13th,1 1/2 l,3,9-3t,-,True,7,17
Curragh Racing Results | 19th July 2025 17:25,2025-07-19,17:25,Good (Good To Yielding In Places),7f,Shadow Of The Moon (IRE),J A Heffernan,0,J Feane,12th,1/2 l,3,9-3,-,True,7,17
Curragh Racing Results | 19th July 2025 17:25,2025-07-19,17:25,Good (Good To Yielding In Places),7f,Lady Mary Heath (IRE),R P Cleary,0,A A Howard,11th,1/2 l,3,9-3h,47,True,7,17
Curragh Racing Results | 19th July 2025 17:25,2025-07-19,17:25,Good (Good To Yielding In Places),7f,Winters Breath (IRE),N M Crosse,0,W McCreery,10th,1/2 l,3,9-3,-,True,7,17
Curragh Racing Results | 19th July 2025 17:25,2025-07-19,17:25,Good (Good To Yielding In Places),7f,Angel Of Promise (IRE),J M Sheridan,0,E Lynam,9th,Head,3,9-3t1,70,True,7,17
Curragh Racing Results | 19th July 2025 17:25,2025-07-19,17:25,Good (Good To Yielding In Places),7f,Cannonball Queen (IRE),K J Leonard,0,S M Duffy,8th,1 l,3,9-3,-,True,7,17
Curragh Racing Results | 19th July 2025 17:25,2025-07-19,17:25,Good (Good To Yielding In Places),7f,Tina's Charm (IRE),C D Hayes,0,D K Weld,7th,1 l,3,9-3,-,True,7,17
Curragh Racing Results | 19th July 2025 17:25,2025-07-19,17:25,Good (Good To Yielding In Places),7f,Burford Beauty (IRE),J Kearney,3,G P Cromwell,6th,Neck,3,9-3,-,True,7,17
Curragh Racing Results | 19th July 2025 17:25,2025-07-19,17:25,Good (Good To Yielding In Places),7f,Proxima Centauri (IRE),S Foley,0,Mrs J Harrington,5th,1/2 l,3,9-3,83,True,7,17
Curragh Racing Results | 19th July 2025 17:25,2025-07-19,17:25,Good (Good To Yielding In Places),7f,Minaun View,G F Carroll,0,H De Bromhead,4th,1 1/4 l,3,9-3ht1,80,True,7,17
Curragh Racing Results | 19th July 2025 17:25,2025-07-19,17:25,Good (Good To Yielding In Places),7f,Grecian Power (IRE),D P McDonogh,0,E Lynam,3rd,1 1/4 l,4,9-10,-,True,7,17
Curragh Racing Results | 19th July 2025 17:25,2025-07-19,17:25,Good (Good To Yielding In Places),7f,Therewillbeglory (IRE),A J Slattery,0,A Slattery,2nd,Head,3,9-3,-,True,7,17
Curragh Racing Results | 19th July 2025 17:25,2025-07-19,17:25,Good (Good To Yielding In Places),7f,Shelbiana (IRE),B M Coen,0,J P Murtagh,1st,N/A,3,9-3,75,True,7,17
Curragh Racing Results | 19th July 2025 17:25,2025-07-19,17:25,Good (Good To Yielding In Places),7f,Lady Crossing (IRE),L T McAteer,0,W J Fitzpatrick,21st,8 l,3,9-3,-,True,7,17
Curragh Racing Results | 19th July 2025 17:25,2025-07-19,17:25,Good (Good To Yielding In Places),7f,Sonoma Sunset (IRE),D W O'Connor,0,W T Farrell,20th,3 1/4 l,3,9-3,-,True,7,17
Curragh Racing Results | 19th July 2025 17:25,2025-07-19,17:25,Good (Good To Yielding In Places),7f,Bel Espoir (IRE),J S Dalton,10,J Barcoe,19th,2 l,3,9-3,-,True,7,17
Curragh Racing Results | 19th July 2025 17:25,2025-07-19,17:25,Good (Good To Yielding In Places),7f,Grown Ups (IRE),R M Mulligan,7,C O'Connell,18th,1/2 l,3,9-3,-,True,7,17
Curragh Racing Results | 19th July 2025 17:25,2025-07-19,17:25,Good (Good To Yielding In Places),7f,Youlookperfect (IRE),L F Roche,0,Miss H McLoughlin,17th,1 3/4 l,3,9-3,-,True,7,17
Curragh Racing Results | 19th July 2025 17:25,2025-07-19,17:25,Good (Good To Yielding In Places),7f,Skippinandajumpin (IRE),D McMonagle,0,J P O'Brien,16th,3/4 l,3,9-3,-,True,7,17
Curragh Racing Results | 19th July 2025 17:25,2025-07-19,17:25,Good (Good To Yielding In Places),7f,Mousse (IRE),K G Kennedy,5,Mrs J Harrington,15th,Nose,3,9-3,-,True,7,17
Curragh Racing Results | 19th July 2025 17:25,2025-07-19,17:25,Good (Good To Yielding In Places),7f,Morethan Ambitions (USA),G M Ryan,0,P J Hayes,14th,1 l,3,9-3,-,True,7,17
Curragh Racing Results | 19th July 2025 17:25,2025-07-19,17:25,Good (Good To Yielding In Places),7f,Queen Aethelflaed (IRE),N G McCullagh,0,E J O'Grady,13th,1 1/2 l,3,9-3t,-,True,7,17
Curragh Racing Results | 19th July 2025 17:25,2025-07-19,17:25,Good (Good To Yielding In Places),7f,Shadow Of The Moon (IRE),J A Heffernan,0,J Feane,12th,1/2 l,3,9-3,-,True,7,17
Curragh Racing Results | 19th July 2025 17:25,2025-07-19,17:25,Good (Good To Yielding In Places),7f,Lady Mary Heath (IRE),R P Cleary,0,A A Howard,11th,1/2 l,3,9-3h,47,True,7,17
Curragh Racing Results | 19th July 2025 17:25,2025-07-19,17:25,Good (Good To Yielding In Places),7f,Winters Breath (IRE),N M Crosse,0,W McCreery,10th,1/2 l,3,9-3,-,True,7,17
Curragh Racing Results | 19th July 2025 17:25,2025-07-19,17:25,Good (Good To Yielding In Places),7f,Angel Of Promise (IRE),J M Sheridan,0,E Lynam,9th,Head,3,9-3t1,70,True,7,17
Curragh Racing Results | 19th July 2025 17:25,2025-07-19,17:25,Good (Good To Yielding In Places),7f,Cannonball Queen (IRE),K J Leonard,0,S M Duffy,8th,1 l,3,9-3,-,True,7,17
Curragh Racing Results | 19th July 2025 17:25,2025-07-19,17:25,Good (Good To Yielding In Places),7f,Tina's Charm (IRE),C D Hayes,0,D K Weld,7th,1 l,3,9-3,-,True,7,17
Curragh Racing Results | 19th July 2025 17:25,2025-07-19,17:25,Good (Good To Yielding In Places),7f,Burford Beauty (IRE),J Kearney,3,G P Cromwell,6th,Neck,3,9-3,-,True,7,17
Curragh Racing Results | 19th July 2025 17:25,2025-07-19,17:25,Good (Good To Yielding In Places),7f,Proxima Centauri (IRE),S Foley,0,Mrs J Harrington,5th,1/2 l,3,9-3,83,True,7,17
Curragh Racing Results | 19th July 2025 17:25,2025-07-19,17:25,Good (Good To Yielding In Places),7f,Minaun View,G F Carroll,0,H De Bromhead,4th,1 1/4 l,3,9-3ht1,80,True,7,17
Curragh Racing Results | 19th July 2025 17:25,2025-07-19,17:25,Good (Good To Yielding In Places),7f,Grecian Power (IRE),D P McDonogh,0,E Lynam,3rd,1 1/4 l,4,9-10,-,True,7,17
Curragh Racing Results | 19th July 2025 17:25,2025-07-19,17:25,Good (Good To Yielding In Places),7f,Therewillbeglory (IRE),A J Slattery,0,A Slattery,2nd,Head,3,9-3,-,True,7,17
Curragh Racing Results | 19th July 2025 17:25,2025-07-19,17:25,Good (Good To Yielding In Places),7f,Shelbiana (IRE),B M Coen,0,J P Murtagh,1st,N/A,3,9-3,75,True,7,17
Curragh Racing Results | 20th July 2025 13:20,2025-07-20,13:20,Good To Yielding (Yielding In Places),7f,Grey Intentions (IRE),C D Hayes,0,E & P Harty,11th,7 1/2 l,2,9-2,-,True,7,18
Curragh Racing Results | 20th July 2025 13:20,2025-07-20,13:20,Good To Yielding (Yielding In Places),7f,Lonradh (IRE),R Coakley,0,J S Bolger,10th,1/2 l,2,9-2,-,True,7,18
Curragh Racing Results | 20th July 2025 13:20,2025-07-20,13:20,Good To Yielding (Yielding In Places),7f,Lazy River (IRE),D P McDonogh,0,J G Coogan,9th,2 1/4 l,2,9-2,-,True,7,18
Curragh Racing Results | 20th July 2025 13:20,2025-07-20,13:20,Good To Yielding (Yielding In Places),7f,Dunleer Dancer (IRE),R P Cleary,0,D Kinsella,8th,1 1/4 l,2,9-2,-,True,7,18
Curragh Racing Results | 20th July 2025 13:20,2025-07-20,13:20,Good To Yielding (Yielding In Places),7f,Define (IRE),G F Carroll,0,G M Lyons,7th,1 l,2,9-2t1,-,True,7,18
Curragh Racing Results | 20th July 2025 13:20,2025-07-20,13:20,Good To Yielding (Yielding In Places),7f,You'll Think Of Me (IRE),G M Ryan,0,Donnacha O'Brien,6th,1/2 l,2,9-2,-,True,7,18
Curragh Racing Results | 20th July 2025 13:20,2025-07-20,13:20,Good To Yielding (Yielding In Places),7f,Green Interlude (IRE),D McMonagle,0,J P O'Brien,5th,2 l,2,9-2,-,True,7,18
Curragh Racing Results | 20th July 2025 13:20,2025-07-20,13:20,Good To Yielding (Yielding In Places),7f,Punica Granatum (IRE),S Foley,0,Mrs J Harrington,4th,3/4 l,2,9-2,-,True,7,18
Curragh Racing Results | 20th July 2025 13:20,2025-07-20,13:20,Good To Yielding (Yielding In Places),7f,Ridersinthesky (GER),N M Crosse,0,Mrs J Harrington,3rd,Short Head,2,9-2p1,-,True,7,18
Curragh Racing Results | 20th July 2025 13:20,2025-07-20,13:20,Good To Yielding (Yielding In Places),7f,Saint Agatha (IRE),J A Heffernan,0,J A Stack,2nd,1/2 l,2,9-2,-,True,7,18
Curragh Racing Results | 20th July 2025 13:20,2025-07-20,13:20,Good To Yielding (Yielding In Places),7f,Sugar Island (IRE),R L Moore,0,A P O'Brien,1st,N/A,2,9-2,-,True,7,18
Curragh Racing Results | 20th July 2025 13:20,2025-07-20,13:20,Good To Yielding (Yielding In Places),7f,Grey Intentions (IRE),C D Hayes,0,E & P Harty,11th,7 1/2 l,2,9-2,-,True,7,18
Curragh Racing Results | 20th July 2025 13:20,2025-07-20,13:20,Good To Yielding (Yielding In Places),7f,Lonradh (IRE),R Coakley,0,J S Bolger,10th,1/2 l,2,9-2,-,True,7,18
Curragh Racing Results | 20th July 2025 13:20,2025-07-20,13:20,Good To Yielding (Yielding In Places),7f,Lazy River (IRE),D P McDonogh,0,J G Coogan,9th,2 1/4 l,2,9-2,-,True,7,18
Curragh Racing Results | 20th July 2025 13:20,2025-07-20,13:20,Good To Yielding (Yielding In Places),7f,Dunleer Dancer (IRE),R P Cleary,0,D Kinsella,8th,1 1/4 l,2,9-2,-,True,7,18
Curragh Racing Results | 20th July 2025 13:20,2025-07-20,13:20,Good To Yielding (Yielding In Places),7f,Define (IRE),G F Carroll,0,G M Lyons,7th,1 l,2,9-2t1,-,True,7,18
Curragh Racing Results | 20th July 2025 13:20,2025-07-20,13:20,Good To Yielding (Yielding In Places),7f,You'll Think Of Me (IRE),G M Ryan,0,Donnacha O'Brien,6th,1/2 l,2,9-2,-,True,7,18
Curragh Racing Results | 20th July 2025 13:20,2025-07-20,13:20,Good To Yielding (Yielding In Places),7f,Green Interlude (IRE),D McMonagle,0,J P O'Brien,5th,2 l,2,9-2,-,True,7,18
Curragh Racing Results | 20th July 2025 13:20,2025-07-20,13:20,Good To Yielding (Yielding In Places),7f,Punica Granatum (IRE),S Foley,0,Mrs J Harrington,4th,3/4 l,2,9-2,-,True,7,18
Curragh Racing Results | 20th July 2025 13:20,2025-07-20,13:20,Good To Yielding (Yielding In Places),7f,Ridersinthesky (GER),N M Crosse,0,Mrs J Harrington,3rd,Short Head,2,9-2p1,-,True,7,18
Curragh Racing Results | 20th July 2025 13:20,2025-07-20,13:20,Good To Yielding (Yielding In Places),7f,Saint Agatha (IRE),J A Heffernan,0,J A Stack,2nd,1/2 l,2,9-2,-,True,7,18
Curragh Racing Results | 20th July 2025 13:20,2025-07-20,13:20,Good To Yielding (Yielding In Places),7f,Sugar Island (IRE),R L Moore,0,A P O'Brien,1st,N/A,2,9-2,-,True,7,18
Curragh Racing Results | 20th July 2025 13:55,2025-07-20,13:55,Good To Yielding (Yielding In Places),1m,Declaree (IRE),B M Coen,0,J P Murtagh,10th,1 1/4 l,4,9-6tp,78,True,7,19
Curragh Racing Results | 20th July 2025 13:55,2025-07-20,13:55,Good To Yielding (Yielding In Places),1m,Gloriously Glam (IRE),Adam Caffrey,0,A McGuinness,9th,5 1/2 l,3,9-0,80,True,7,19
Curragh Racing Results | 20th July 2025 13:55,2025-07-20,13:55,Good To Yielding (Yielding In Places),1m,Darkdeserthighway (IRE),L F Roche,0,M O'Callaghan,8th,1 1/4 l,7,8-12b,70,True,7,19
Curragh Racing Results | 20th July 2025 13:55,2025-07-20,13:55,Good To Yielding (Yielding In Places),1m,Presence (IRE),K G Kennedy,5,Mrs J Harrington,7th,Head,4,9-9b1,81,True,7,19
Curragh Racing Results | 20th July 2025 13:55,2025-07-20,13:55,Good To Yielding (Yielding In Places),1m,Spicy Margarita (IRE),S Coen,7,A Murray,6th,1 3/4 l,3,10-0b1,94,True,7,19
Curragh Racing Results | 20th July 2025 13:55,2025-07-20,13:55,Good To Yielding (Yielding In Places),1m,Varshini (IRE),J A Heffernan,0,J A Stack,5th,1 1/4 l,3,9-2,82,True,7,19
Curragh Racing Results | 20th July 2025 13:55,2025-07-20,13:55,Good To Yielding (Yielding In Places),1m,Dagoda (IRE),R C Colgan,0,Miss Jennifer Anne Lynch,4th,Head,7,8-13,71,True,7,19
Curragh Racing Results | 20th July 2025 13:55,2025-07-20,13:55,Good To Yielding (Yielding In Places),1m,Vierson (IRE),P McGettigan,7,Ciaran Murphy,3rd,2 1/2 l,4,8-7,64,True,7,19
Curragh Racing Results | 20th July 2025 13:55,2025-07-20,13:55,Good To Yielding (Yielding In Places),1m,Empress Artemis (IRE),Nicola Burns,7,G M Lyons,2nd,2 1/2 l,3,8-12t1,78,True,7,19
Curragh Racing Results | 20th July 2025 13:55,2025-07-20,13:55,Good To Yielding (Yielding In Places),1m,Pink Oxalis (IRE),J Kearney,3,Stephen Thorne,1st,N/A,4,9-6b,78,True,7,19
Curragh Racing Results | 20th July 2025 13:55,2025-07-20,13:55,Good To Yielding (Yielding In Places),1m,Declaree (IRE),B M Coen,0,J P Murtagh,10th,1 1/4 l,4,9-6tp,78,True,7,19
Curragh Racing Results | 20th July 2025 13:55,2025-07-20,13:55,Good To Yielding (Yielding In Places),1m,Gloriously Glam (IRE),Adam Caffrey,0,A McGuinness,9th,5 1/2 l,3,9-0,80,True,7,19
Curragh Racing Results | 20th July 2025 13:55,2025-07-20,13:55,Good To Yielding (Yielding In Places),1m,Darkdeserthighway (IRE),L F Roche,0,M O'Callaghan,8th,1 1/4 l,7,8-12b,70,True,7,19
Curragh Racing Results | 20th July 2025 13:55,2025-07-20,13:55,Good To Yielding (Yielding In Places),1m,Presence (IRE),K G Kennedy,5,Mrs J Harrington,7th,Head,4,9-9b1,81,True,7,19
Curragh Racing Results | 20th July 2025 13:55,2025-07-20,13:55,Good To Yielding (Yielding In Places),1m,Spicy Margarita (IRE),S Coen,7,A Murray,6th,1 3/4 l,3,10-0b1,94,True,7,19
Curragh Racing Results | 20th July 2025 13:55,2025-07-20,13:55,Good To Yielding (Yielding In Places),1m,Varshini (IRE),J A Heffernan,0,J A Stack,5th,1 1/4 l,3,9-2,82,True,7,19
Curragh Racing Results | 20th July 2025 13:55,2025-07-20,13:55,Good To Yielding (Yielding In Places),1m,Dagoda (IRE),R C Colgan,0,Miss Jennifer Anne Lynch,4th,Head,7,8-13,71,True,7,19
Curragh Racing Results | 20th July 2025 13:55,2025-07-20,13:55,Good To Yielding (Yielding In Places),1m,Vierson (IRE),P McGettigan,7,Ciaran Murphy,3rd,2 1/2 l,4,8-7,64,True,7,19
Curragh Racing Results | 20th July 2025 13:55,2025-07-20,13:55,Good To Yielding (Yielding In Places),1m,Empress Artemis (IRE),Nicola Burns,7,G M Lyons,2nd,2 1/2 l,3,8-12t1,78,True,7,19
Curragh Racing Results | 20th July 2025 13:55,2025-07-20,13:55,Good To Yielding (Yielding In Places),1m,Pink Oxalis (IRE),J Kearney,3,Stephen Thorne,1st,N/A,4,9-6b,78,True,7,19
