track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,15:10,Good (Good To Yielding In Places),7f 176y,Rhydwyn (IRE),C. T. Keane,0,Jennifer Monaghan,10th,21 l,6,10-1t,74,True,23,1
N/A,N/A,15:10,Good (Good To Yielding In Places),7f 176y,Mornington Bay (IRE),W. M. Lordan,0,Mrs Sarah Dawson,9th,13 l,3,8-7,55,True,23,1
N/A,N/A,15:10,Good (Good To Yielding In Places),7f 176y,Seeingisbelieving (IRE),Jamie Spencer,0,Michael Mulvany,8th,1 1/4 l,3,9-5,67,True,23,1
N/A,N/A,15:10,Good (Good To Yielding In Places),7f 176y,Swing Point (CAN),Shane Foley,0,A. Slattery,7th,1 l,3,9-11,73,True,23,1
N/A,N/A,15:10,Good (Good To Yielding In Places),7f 176y,Geological (IRE),Rachael Blackmore,0,Damian Joseph English,6th,4 1/4 l,10,9-10,69,True,23,1
N/A,N/A,15:10,Good (Good To Yielding In Places),7f 176y,Sandyman,Seamie Heffernan,0,James McAuley,5th,1 1/4 l,6,10-1,74,True,23,1
N/A,N/A,15:10,Good (Good To Yielding In Places),7f 176y,Tara Power (IRE),C. D. Hayes,0,Keith Henry Clarke,4th,1/2 l,4,8-11p1,56,True,23,1
N/A,N/A,15:10,Good (Good To Yielding In Places),7f 176y,Ransom,Tom Queally,0,Denis Hogan,3rd,2 1/4 l,5,10-5t,78,True,23,1
N/A,N/A,15:10,Good (Good To Yielding In Places),7f 176y,Dark Note,William James Lee,0,A. Slattery,2nd,2 1/2 l,3,9-10,72,True,23,1
N/A,N/A,15:10,Good (Good To Yielding In Places),7f 176y,Fastman (IRE),Declan McDonogh,0,John McConnell,1st,N/A,6,9-3p,62,True,23,1
N/A,N/A,15:10,Good (Good To Yielding In Places),7f 176y,Rhydwyn (IRE),C. T. Keane,0,Jennifer Monaghan,10th,21 l,6,10-1t,74,True,23,1
N/A,N/A,15:10,Good (Good To Yielding In Places),7f 176y,Mornington Bay (IRE),W. M. Lordan,0,Mrs Sarah Dawson,9th,13 l,3,8-7,55,True,23,1
N/A,N/A,15:10,Good (Good To Yielding In Places),7f 176y,Seeingisbelieving (IRE),Jamie Spencer,0,Michael Mulvany,8th,1 1/4 l,3,9-5,67,True,23,1
N/A,N/A,15:10,Good (Good To Yielding In Places),7f 176y,Swing Point (CAN),Shane Foley,0,A. Slattery,7th,1 l,3,9-11,73,True,23,1
N/A,N/A,15:10,Good (Good To Yielding In Places),7f 176y,Geological (IRE),Rachael Blackmore,0,Damian Joseph English,6th,4 1/4 l,10,9-10,69,True,23,1
N/A,N/A,15:10,Good (Good To Yielding In Places),7f 176y,Sandyman,Seamie Heffernan,0,James McAuley,5th,1 1/4 l,6,10-1,74,True,23,1
N/A,N/A,15:10,Good (Good To Yielding In Places),7f 176y,Tara Power (IRE),C. D. Hayes,0,Keith Henry Clarke,4th,1/2 l,4,8-11p1,56,True,23,1
N/A,N/A,15:10,Good (Good To Yielding In Places),7f 176y,Ransom,Tom Queally,0,Denis Hogan,3rd,2 1/4 l,5,10-5t,78,True,23,1
N/A,N/A,15:10,Good (Good To Yielding In Places),7f 176y,Dark Note,William James Lee,0,A. Slattery,2nd,2 1/2 l,3,9-10,72,True,23,1
N/A,N/A,15:10,Good (Good To Yielding In Places),7f 176y,Fastman (IRE),Declan McDonogh,0,John McConnell,1st,N/A,6,9-3p,62,True,23,1
N/A,N/A,15:45,Good (Good To Yielding In Places),5f,Calgary Mounty (IRE),C. D. Hayes,0,Damian Joseph English,8th,Head,2,8-13,-,True,23,2
N/A,N/A,15:45,Good (Good To Yielding In Places),5f,Holy Sunshine (IRE),R. P. Cleary,0,J. G. Coogan,7th,Neck,2,8-8,-,True,23,2
N/A,N/A,15:45,Good (Good To Yielding In Places),5f,Coolcalmncollected,Siobhan Rutledge,5,Ciaran Murphy,6th,4 3/4 l,2,9-1b1,-,True,23,2
N/A,N/A,15:45,Good (Good To Yielding In Places),5f,Sioux Sweet (IRE),J. M. Sheridan,3,Denis Hogan,5th,1 3/4 l,2,8-10,-,True,23,2
N/A,N/A,15:45,Good (Good To Yielding In Places),5f,Carlotta (IRE),N. M. Crosse,3,Kieran Patrick Cotter,4th,Head,2,8-8t,-,True,23,2
N/A,N/A,15:45,Good (Good To Yielding In Places),5f,Reinforce (IRE),G. P. Halpin,0,John Stephen O'Donoghue,3rd,Short Head,2,9-5,-,True,23,2
N/A,N/A,15:45,Good (Good To Yielding In Places),5f,Polar Bear (IRE),Shane Foley,0,Mrs J. Harrington,2nd,4 1/4 l,2,9-3v,-,True,23,2
N/A,N/A,15:45,Good (Good To Yielding In Places),5f,Escaping Thejungle (IRE),W. M. Lordan,0,E. D. Delany,1st,N/A,2,8-8,-,True,23,2
N/A,N/A,15:45,Good (Good To Yielding In Places),5f,Calgary Mounty (IRE),C. D. Hayes,0,Damian Joseph English,8th,Head,2,8-13,-,True,23,2
N/A,N/A,15:45,Good (Good To Yielding In Places),5f,Holy Sunshine (IRE),R. P. Cleary,0,J. G. Coogan,7th,Neck,2,8-8,-,True,23,2
N/A,N/A,15:45,Good (Good To Yielding In Places),5f,Coolcalmncollected,Siobhan Rutledge,5,Ciaran Murphy,6th,4 3/4 l,2,9-1b1,-,True,23,2
N/A,N/A,15:45,Good (Good To Yielding In Places),5f,Sioux Sweet (IRE),J. M. Sheridan,3,Denis Hogan,5th,1 3/4 l,2,8-10,-,True,23,2
N/A,N/A,15:45,Good (Good To Yielding In Places),5f,Carlotta (IRE),N. M. Crosse,3,Kieran Patrick Cotter,4th,Head,2,8-8t,-,True,23,2
N/A,N/A,15:45,Good (Good To Yielding In Places),5f,Reinforce (IRE),G. P. Halpin,0,John Stephen O'Donoghue,3rd,Short Head,2,9-5,-,True,23,2
N/A,N/A,15:45,Good (Good To Yielding In Places),5f,Polar Bear (IRE),Shane Foley,0,Mrs J. Harrington,2nd,4 1/4 l,2,9-3v,-,True,23,2
N/A,N/A,15:45,Good (Good To Yielding In Places),5f,Escaping Thejungle (IRE),W. M. Lordan,0,E. D. Delany,1st,N/A,2,8-8,-,True,23,2
N/A,N/A,16:20,Good (Good To Yielding In Places),5f,Iva Batt (IRE),G. F. Carroll,0,Joseph G. Murphy,8th,1 l,4,9-9b1,75,True,23,3
N/A,N/A,16:20,Good (Good To Yielding In Places),5f,Pretty Boy Floyd (IRE),Siobhan Rutledge,5,Mrs Sarah Dawson,7th,1/2 l,7,10-0,80,True,23,3
N/A,N/A,16:20,Good (Good To Yielding In Places),5f,Inflection Point (IRE),Adam Caffrey,7,Adrian McGuinness,6th,2 1/2 l,6,9-4v,70,True,23,3
N/A,N/A,16:20,Good (Good To Yielding In Places),5f,Blind Beggar (IRE),C. T. Keane,0,G. M. Lyons,5th,Neck,4,9-13,79,True,23,3
N/A,N/A,16:20,Good (Good To Yielding In Places),5f,Inventor,William James Lee,0,Gillian Scott,4th,3 1/2 l,5,9-0p,66,True,23,3
N/A,N/A,16:20,Good (Good To Yielding In Places),5f,No Speed Limit (FR),W. M. Lordan,0,P. J. McKenna,3rd,1/2 l,7,8-7t,59,True,23,3
N/A,N/A,16:20,Good (Good To Yielding In Places),5f,Tai Sing Yeh (IRE),Shane Foley,0,James McAuley,2nd,1 1/4 l,8,8-13tb,65,True,23,3
N/A,N/A,16:20,Good (Good To Yielding In Places),5f,Harry's Hill,S. McCullagh,3,Martin Hassett,1st,N/A,4,9-4,70,True,23,3
N/A,N/A,16:20,Good (Good To Yielding In Places),5f,Iva Batt (IRE),G. F. Carroll,0,Joseph G. Murphy,8th,1 l,4,9-9b1,75,True,23,3
N/A,N/A,16:20,Good (Good To Yielding In Places),5f,Pretty Boy Floyd (IRE),Siobhan Rutledge,5,Mrs Sarah Dawson,7th,1/2 l,7,10-0,80,True,23,3
N/A,N/A,16:20,Good (Good To Yielding In Places),5f,Inflection Point (IRE),Adam Caffrey,7,Adrian McGuinness,6th,2 1/2 l,6,9-4v,70,True,23,3
