track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Limerick Racing Results | 22nd October 2023 15:05,N/A,15:05,Soft To Heavy (Heavy In Places),2m 3f 92y,Swelltime (IRE),P. Byrnes,5,William O'Doherty,6th,9 l,7,12-0h,109,True,87,36
Limerick Racing Results | 22nd October 2023 15:05,N/A,15:05,Soft To Heavy (Heavy In Places),2m 3f 92y,Qatar Spirit (FR),Liam Quinlan,5,Timothy Cleary,5th,1 1/4 l,9,11-2,97,True,87,36
Limerick Racing Results | 22nd October 2023 15:05,N/A,15:05,Soft To Heavy (Heavy In Places),2m 3f 92y,Cheerful Chap (IRE),J. P. O'Sullivan,3,N. Dooly,4th,1/2 l,6,11-6p1,101,True,87,36
Limerick Racing Results | 22nd October 2023 15:05,N/A,15:05,Soft To Heavy (Heavy In Places),2m 3f 92y,Halsafari (IRE),B. Hayes,0,A. Slattery,3rd,4 1/2 l,10,11-7t1,102,True,87,36
Limerick Racing Results | 22nd October 2023 15:05,N/A,15:05,Soft To Heavy (Heavy In Places),2m 3f 92y,Rockbrook (IRE),S. D. Torrens,0,P. J. Rothwell,2nd,N/A,6,10-12,93,True,87,36
Limerick Racing Results | 22nd October 2023 15:05,N/A,15:05,Soft To Heavy (Heavy In Places),2m 3f 92y,Millstream Lady (IRE),C. P. McNamara,0,Eric McNamara,1st,Head,5,11-6,101,True,87,36
Limerick Racing Results | 22nd October 2023 15:05,N/A,15:05,Soft To Heavy (Heavy In Places),2m 3f 92y,Flemansflick (IRE),T. Joseph Kelly,7,Eoin Christopher McCarthy,10th,99 l,5,11-0,95,True,87,36
Limerick Racing Results | 22nd October 2023 15:05,N/A,15:05,Soft To Heavy (Heavy In Places),2m 3f 92y,Chainofconsequence (IRE),S. F. O'Keeffe,0,Michael J. McDonagh,9th,4 1/2 l,6,10-12t,93,True,87,36
Limerick Racing Results | 22nd October 2023 15:05,N/A,15:05,Soft To Heavy (Heavy In Places),2m 3f 92y,He's Home Again (IRE),Phillip Enright,0,Edward Cawley,8th,3 l,5,10-12,93,True,87,36
Limerick Racing Results | 22nd October 2023 15:05,N/A,15:05,Soft To Heavy (Heavy In Places),2m 3f 92y,New Barn Lane (IRE),Richard Deegan,0,Eoin Christopher McCarthy,7th,5 1/2 l,6,10-13,94,True,87,36
Limerick Racing Results | 22nd October 2023 15:05,N/A,15:05,Soft To Heavy (Heavy In Places),2m 3f 92y,Swelltime (IRE),P. Byrnes,5,William O'Doherty,6th,9 l,7,12-0h,109,True,87,36
Limerick Racing Results | 22nd October 2023 15:05,N/A,15:05,Soft To Heavy (Heavy In Places),2m 3f 92y,Qatar Spirit (FR),Liam Quinlan,5,Timothy Cleary,5th,1 1/4 l,9,11-2,97,True,87,36
Limerick Racing Results | 22nd October 2023 15:05,N/A,15:05,Soft To Heavy (Heavy In Places),2m 3f 92y,Cheerful Chap (IRE),J. P. O'Sullivan,3,N. Dooly,4th,1/2 l,6,11-6p1,101,True,87,36
Limerick Racing Results | 22nd October 2023 15:05,N/A,15:05,Soft To Heavy (Heavy In Places),2m 3f 92y,Halsafari (IRE),B. Hayes,0,A. Slattery,3rd,4 1/2 l,10,11-7t1,102,True,87,36
Limerick Racing Results | 22nd October 2023 15:05,N/A,15:05,Soft To Heavy (Heavy In Places),2m 3f 92y,Rockbrook (IRE),S. D. Torrens,0,P. J. Rothwell,2nd,N/A,6,10-12,93,True,87,36
Limerick Racing Results | 22nd October 2023 15:05,N/A,15:05,Soft To Heavy (Heavy In Places),2m 3f 92y,Millstream Lady (IRE),C. P. McNamara,0,Eric McNamara,1st,Head,5,11-6,101,True,87,36
Limerick Racing Results | 22nd October 2023 15:40,N/A,15:40,Soft To Heavy (Heavy In Places) ap Hurdle (Turf),3m,Workforadime (IRE),Miss A. L. Fitzgibbon,2,Charles Byrnes,UR,N/A,5,11-11,102,True,87,37
Limerick Racing Results | 22nd October 2023 15:40,N/A,15:40,Soft To Heavy (Heavy In Places) ap Hurdle (Turf),3m,Coole Arcade (IRE),Mr Pat Taaffe,0,Charles Coakley,PU,N/A,9,11-6,97,True,87,37
Limerick Racing Results | 22nd October 2023 15:40,N/A,15:40,Soft To Heavy (Heavy In Places) ap Hurdle (Turf),3m,My Good Pal (IRE),Mr P. W. Gleeson,2,Brian Mortell,PU,N/A,4,10-7,86,True,87,37
Limerick Racing Results | 22nd October 2023 15:40,N/A,15:40,Soft To Heavy (Heavy In Places) ap Hurdle (Turf),3m,Criminal Mischief (IRE),Mr Charlie Mullins,0,Steve Jones,PU,N/A,6,12-2,107,True,87,37
Limerick Racing Results | 22nd October 2023 15:40,N/A,15:40,Soft To Heavy (Heavy In Places) ap Hurdle (Turf),3m,Another Nightmare (IRE),Mr A. Harvey,0,John Joseph Hanlon,F,N/A,5,11-5,96,True,87,37
Limerick Racing Results | 22nd October 2023 15:40,N/A,15:40,Soft To Heavy (Heavy In Places) ap Hurdle (Turf),3m,Mrs Watson (IRE),Mr B. Barry,2,Peter Croke,8th,64 l,9,10-7p1,85,True,87,37
Limerick Racing Results | 22nd October 2023 15:40,N/A,15:40,Soft To Heavy (Heavy In Places) ap Hurdle (Turf),3m,Oh'herewego (IRE),Mr Alan O'Sullivan,2,V. T. O'Brien,7th,Neck,14,10-7,85,True,87,37
Limerick Racing Results | 22nd October 2023 15:40,N/A,15:40,Soft To Heavy (Heavy In Places) ap Hurdle (Turf),3m,Sally's Cave (IRE),Mr I. Ryan,4,Francis Casey,6th,18 l,6,10-8,85,True,87,37
Limerick Racing Results | 22nd October 2023 15:40,N/A,15:40,Soft To Heavy (Heavy In Places) ap Hurdle (Turf),3m,Nephin Beg (IRE),Mr B. J. Walsh,2,Sean Thomas Doyle,5th,13 l,5,12-0,105,True,87,37
Limerick Racing Results | 22nd October 2023 15:40,N/A,15:40,Soft To Heavy (Heavy In Places) ap Hurdle (Turf),3m,Killinure Lass (IRE),Mr E. Mahon,0,Brian M. McMahon,4th,10 l,6,11-12,103,True,87,37
Limerick Racing Results | 22nd October 2023 15:40,N/A,15:40,Soft To Heavy (Heavy In Places) ap Hurdle (Turf),3m,Robyndeglory (IRE),Mr D. E. Phelan,4,Declan Queally,3rd,31 l,8,12-4t,109,True,87,37
Limerick Racing Results | 22nd October 2023 15:40,N/A,15:40,Soft To Heavy (Heavy In Places) ap Hurdle (Turf),3m,Mont Saint Vincent (FR),Mr D. Doyle,2,Eric McNamara,2nd,1 1/4 l,7,11-10,101,True,87,37
Limerick Racing Results | 22nd October 2023 15:40,N/A,15:40,Soft To Heavy (Heavy In Places) ap Hurdle (Turf),3m,Positive Thinker (IRE),Mr A. P. Ryan,0,Michael J. McDonagh,1st,N/A,6,11-11,102,True,87,37
Limerick Racing Results | 22nd October 2023 15:40,N/A,15:40,Soft To Heavy (Heavy In Places) ap Hurdle (Turf),3m,Workforadime (IRE),Miss A. L. Fitzgibbon,2,Charles Byrnes,UR,N/A,5,11-11,102,True,87,37
Limerick Racing Results | 22nd October 2023 15:40,N/A,15:40,Soft To Heavy (Heavy In Places) ap Hurdle (Turf),3m,Coole Arcade (IRE),Mr Pat Taaffe,0,Charles Coakley,PU,N/A,9,11-6,97,True,87,37
Limerick Racing Results | 22nd October 2023 15:40,N/A,15:40,Soft To Heavy (Heavy In Places) ap Hurdle (Turf),3m,My Good Pal (IRE),Mr P. W. Gleeson,2,Brian Mortell,PU,N/A,4,10-7,86,True,87,37
Limerick Racing Results | 22nd October 2023 15:40,N/A,15:40,Soft To Heavy (Heavy In Places) ap Hurdle (Turf),3m,Criminal Mischief (IRE),Mr Charlie Mullins,0,Steve Jones,PU,N/A,6,12-2,107,True,87,37
Limerick Racing Results | 22nd October 2023 15:40,N/A,15:40,Soft To Heavy (Heavy In Places) ap Hurdle (Turf),3m,Another Nightmare (IRE),Mr A. Harvey,0,John Joseph Hanlon,F,N/A,5,11-5,96,True,87,37
Limerick Racing Results | 22nd October 2023 15:40,N/A,15:40,Soft To Heavy (Heavy In Places) ap Hurdle (Turf),3m,Mrs Watson (IRE),Mr B. Barry,2,Peter Croke,8th,64 l,9,10-7p1,85,True,87,37
Limerick Racing Results | 22nd October 2023 15:40,N/A,15:40,Soft To Heavy (Heavy In Places) ap Hurdle (Turf),3m,Oh'herewego (IRE),Mr Alan O'Sullivan,2,V. T. O'Brien,7th,Neck,14,10-7,85,True,87,37
Limerick Racing Results | 22nd October 2023 15:40,N/A,15:40,Soft To Heavy (Heavy In Places) ap Hurdle (Turf),3m,Sally's Cave (IRE),Mr I. Ryan,4,Francis Casey,6th,18 l,6,10-8,85,True,87,37
Limerick Racing Results | 22nd October 2023 15:40,N/A,15:40,Soft To Heavy (Heavy In Places) ap Hurdle (Turf),3m,Nephin Beg (IRE),Mr B. J. Walsh,2,Sean Thomas Doyle,5th,13 l,5,12-0,105,True,87,37
Limerick Racing Results | 22nd October 2023 15:40,N/A,15:40,Soft To Heavy (Heavy In Places) ap Hurdle (Turf),3m,Killinure Lass (IRE),Mr E. Mahon,0,Brian M. McMahon,4th,10 l,6,11-12,103,True,87,37
Limerick Racing Results | 22nd October 2023 15:40,N/A,15:40,Soft To Heavy (Heavy In Places) ap Hurdle (Turf),3m,Robyndeglory (IRE),Mr D. E. Phelan,4,Declan Queally,3rd,31 l,8,12-4t,109,True,87,37
Limerick Racing Results | 22nd October 2023 15:40,N/A,15:40,Soft To Heavy (Heavy In Places) ap Hurdle (Turf),3m,Mont Saint Vincent (FR),Mr D. Doyle,2,Eric McNamara,2nd,1 1/4 l,7,11-10,101,True,87,37
Limerick Racing Results | 22nd October 2023 15:40,N/A,15:40,Soft To Heavy (Heavy In Places) ap Hurdle (Turf),3m,Positive Thinker (IRE),Mr A. P. Ryan,0,Michael J. McDonagh,1st,N/A,6,11-11,102,True,87,37
Limerick Racing Results | 22nd October 2023 16:15,N/A,16:15,Soft (Soft To Heavy In Places),3m,Defi Bleu (FR),Gavin Peter Brouder,5,Gordon Elliott,UR,N/A,10,10-12tp,138,True,87,38
Limerick Racing Results | 22nd October 2023 16:15,N/A,16:15,Soft (Soft To Heavy In Places),3m,Cavalry Master (IRE),J. S. McGarvey,0,Gordon Elliott,11th,51 l,9,10-6tp,132,True,87,38
Limerick Racing Results | 22nd October 2023 16:15,N/A,16:15,Soft (Soft To Heavy In Places),3m,Mars Harper,Jordan Colin Gainford,0,Gordon Elliott,10th,10 l,7,10-13p,139,True,87,38
Limerick Racing Results | 22nd October 2023 16:15,N/A,16:15,Soft (Soft To Heavy In Places),3m,The Little Yank (IRE),D. E. Mullins,0,John Patrick Ryan,9th,2 1/4 l,8,10-2,128,True,87,38
Limerick Racing Results | 22nd October 2023 16:15,N/A,16:15,Soft (Soft To Heavy In Places),3m,The Goffer (IRE),Donagh Meyler,0,Gordon Elliott,8th,1 3/4 l,6,11-5t,145,True,87,38
Limerick Racing Results | 22nd October 2023 16:15,N/A,16:15,Soft (Soft To Heavy In Places),3m,Frontal Assault (IRE),J. W. Kennedy,0,Gordon Elliott,7th,4 l,8,11-0b,140,True,87,38
Limerick Racing Results | 22nd October 2023 16:15,N/A,16:15,Soft (Soft To Heavy In Places),3m,Real Steel (FR),C. P. McNamara,0,Eric McNamara,6th,1 1/4 l,10,10-8p,134,True,87,38
Limerick Racing Results | 22nd October 2023 16:15,N/A,16:15,Soft (Soft To Heavy In Places),3m,Run Wild Fred (IRE),Keith Donoghue,0,Gordon Elliott,5th,1 3/4 l,9,11-9b,149,True,87,38
Limerick Racing Results | 22nd October 2023 16:15,N/A,16:15,Soft (Soft To Heavy In Places),3m,A Wave Of The Sea (IRE),M. P. Walsh,0,Joseph Patrick O'Brien,4th,1 1/4 l,7,11-1p,141,True,87,38
Limerick Racing Results | 22nd October 2023 16:15,N/A,16:15,Soft (Soft To Heavy In Places),3m,Coko Beach (FR),D. J. Gilligan,5,Gordon Elliott,3rd,1/2 l,8,11-12b,152,True,87,38
Limerick Racing Results | 22nd October 2023 16:15,N/A,16:15,Soft (Soft To Heavy In Places),3m,Largy Debut (IRE),D. J. O'Keeffe,0,Henry de Bromhead,2nd,2 1/4 l,8,10-6,132,True,87,38
Limerick Racing Results | 22nd October 2023 16:15,N/A,16:15,Soft (Soft To Heavy In Places),3m,Gevrey (FR),R. A. Doyle,0,Gordon Elliott,1st,N/A,7,10-12p,138,True,87,38
Limerick Racing Results | 22nd October 2023 16:15,N/A,16:15,Soft (Soft To Heavy In Places),3m,Defi Bleu (FR),Gavin Peter Brouder,5,Gordon Elliott,UR,N/A,10,10-12tp,138,True,87,38
Limerick Racing Results | 22nd October 2023 16:15,N/A,16:15,Soft (Soft To Heavy In Places),3m,Cavalry Master (IRE),J. S. McGarvey,0,Gordon Elliott,11th,51 l,9,10-6tp,132,True,87,38
Limerick Racing Results | 22nd October 2023 16:15,N/A,16:15,Soft (Soft To Heavy In Places),3m,Mars Harper,Jordan Colin Gainford,0,Gordon Elliott,10th,10 l,7,10-13p,139,True,87,38
Limerick Racing Results | 22nd October 2023 16:15,N/A,16:15,Soft (Soft To Heavy In Places),3m,The Little Yank (IRE),D. E. Mullins,0,John Patrick Ryan,9th,2 1/4 l,8,10-2,128,True,87,38
Limerick Racing Results | 22nd October 2023 16:15,N/A,16:15,Soft (Soft To Heavy In Places),3m,The Goffer (IRE),Donagh Meyler,0,Gordon Elliott,8th,1 3/4 l,6,11-5t,145,True,87,38
Limerick Racing Results | 22nd October 2023 16:15,N/A,16:15,Soft (Soft To Heavy In Places),3m,Frontal Assault (IRE),J. W. Kennedy,0,Gordon Elliott,7th,4 l,8,11-0b,140,True,87,38
Limerick Racing Results | 22nd October 2023 16:15,N/A,16:15,Soft (Soft To Heavy In Places),3m,Real Steel (FR),C. P. McNamara,0,Eric McNamara,6th,1 1/4 l,10,10-8p,134,True,87,38
Limerick Racing Results | 22nd October 2023 16:15,N/A,16:15,Soft (Soft To Heavy In Places),3m,Run Wild Fred (IRE),Keith Donoghue,0,Gordon Elliott,5th,1 3/4 l,9,11-9b,149,True,87,38
Limerick Racing Results | 22nd October 2023 16:15,N/A,16:15,Soft (Soft To Heavy In Places),3m,A Wave Of The Sea (IRE),M. P. Walsh,0,Joseph Patrick O'Brien,4th,1 1/4 l,7,11-1p,141,True,87,38
Limerick Racing Results | 22nd October 2023 16:15,N/A,16:15,Soft (Soft To Heavy In Places),3m,Coko Beach (FR),D. J. Gilligan,5,Gordon Elliott,3rd,1/2 l,8,11-12b,152,True,87,38
Limerick Racing Results | 22nd October 2023 16:15,N/A,16:15,Soft (Soft To Heavy In Places),3m,Largy Debut (IRE),D. J. O'Keeffe,0,Henry de Bromhead,2nd,2 1/4 l,8,10-6,132,True,87,38
Limerick Racing Results | 22nd October 2023 16:15,N/A,16:15,Soft (Soft To Heavy In Places),3m,Gevrey (FR),R. A. Doyle,0,Gordon Elliott,1st,N/A,7,10-12p,138,True,87,38
Limerick Racing Results | 22nd October 2023 16:50,N/A,16:50,Soft (Soft To Heavy In Places),2m 3f,All Those Years,S. D. Torrens,0,Charles Byrnes,PU,N/A,9,11-11p,126,True,87,39
Limerick Racing Results | 22nd October 2023 16:50,N/A,16:50,Soft (Soft To Heavy In Places),2m 3f,Sit Down Lucy (IRE),Sean Flanagan,0,Peter Fahey,6th,46 l,9,11-11,126,True,87,39
Limerick Racing Results | 22nd October 2023 16:50,N/A,16:50,Soft (Soft To Heavy In Places),2m 3f,Hope Des Blins (FR),D. E. Mullins,0,John Patrick Ryan,5th,1 1/2 l,6,11-1,116,True,87,39
Limerick Racing Results | 22nd October 2023 16:50,N/A,16:50,Soft (Soft To Heavy In Places),2m 3f,Mica Malpic (FR),M. P. Walsh,0,Enda Bolger,4th,5 l,6,11-12,127,True,87,39
Limerick Racing Results | 22nd October 2023 16:50,N/A,16:50,Soft (Soft To Heavy In Places),2m 3f,Battle Of Mirbat (IRE),S. F. O'Keeffe,0,Michael J. McDonagh,3rd,7 l,6,11-2,117,True,87,39
Limerick Racing Results | 22nd October 2023 16:50,N/A,16:50,Soft (Soft To Heavy In Places),2m 3f,Pats Choice (IRE),D. J. Gilligan,5,Gordon Elliott,2nd,8 l,6,11-12b,127,True,87,39
Limerick Racing Results | 22nd October 2023 16:50,N/A,16:50,Soft (Soft To Heavy In Places),2m 3f,Jody Ted (IRE),M. M. McDonagh,3,Eoin Griffin,1st,N/A,7,11-10,125,True,87,39
Limerick Racing Results | 22nd October 2023 16:50,N/A,16:50,Soft (Soft To Heavy In Places),2m 3f,All Those Years,S. D. Torrens,0,Charles Byrnes,PU,N/A,9,11-11p,126,True,87,39
Limerick Racing Results | 22nd October 2023 16:50,N/A,16:50,Soft (Soft To Heavy In Places),2m 3f,Sit Down Lucy (IRE),Sean Flanagan,0,Peter Fahey,6th,46 l,9,11-11,126,True,87,39
Limerick Racing Results | 22nd October 2023 16:50,N/A,16:50,Soft (Soft To Heavy In Places),2m 3f,Hope Des Blins (FR),D. E. Mullins,0,John Patrick Ryan,5th,1 1/2 l,6,11-1,116,True,87,39
Limerick Racing Results | 22nd October 2023 16:50,N/A,16:50,Soft (Soft To Heavy In Places),2m 3f,Mica Malpic (FR),M. P. Walsh,0,Enda Bolger,4th,5 l,6,11-12,127,True,87,39
Limerick Racing Results | 22nd October 2023 16:50,N/A,16:50,Soft (Soft To Heavy In Places),2m 3f,Battle Of Mirbat (IRE),S. F. O'Keeffe,0,Michael J. McDonagh,3rd,7 l,6,11-2,117,True,87,39
Limerick Racing Results | 22nd October 2023 16:50,N/A,16:50,Soft (Soft To Heavy In Places),2m 3f,Pats Choice (IRE),D. J. Gilligan,5,Gordon Elliott,2nd,8 l,6,11-12b,127,True,87,39
Limerick Racing Results | 22nd October 2023 16:50,N/A,16:50,Soft (Soft To Heavy In Places),2m 3f,Jody Ted (IRE),M. M. McDonagh,3,Eoin Griffin,1st,N/A,7,11-10,125,True,87,39
Limerick Racing Results | 22nd October 2023 17:25,N/A,17:25,Soft (Soft To Heavy In Places),2m 3f,La Malmason (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,UR,N/A,5,11-5,-,True,87,40
Limerick Racing Results | 22nd October 2023 17:25,N/A,17:25,Soft (Soft To Heavy In Places),2m 3f,Bushmans Pass (IRE),Phillip Enright,0,Oliver McKiernan,9th,17 l,7,11-12,-,True,87,40
Limerick Racing Results | 22nd October 2023 17:25,N/A,17:25,Soft (Soft To Heavy In Places),2m 3f,Made In Muckross (IRE),Patrick O'Hanlon,3,Eamon Courtney,8th,4 1/2 l,8,11-12,-,True,87,40
Limerick Racing Results | 22nd October 2023 17:25,N/A,17:25,Soft (Soft To Heavy In Places),2m 3f,Soldier Of Honour (IRE),T. Joseph Kelly,7,Eoin Christopher McCarthy,7th,Head,6,11-12,-,True,87,40
Limerick Racing Results | 22nd October 2023 17:25,N/A,17:25,Soft (Soft To Heavy In Places),2m 3f,Backintheroom (IRE),Richard Deegan,0,Paul Nolan,6th,8 1/2 l,6,11-12,-,True,87,40
Limerick Racing Results | 22nd October 2023 17:25,N/A,17:25,Soft (Soft To Heavy In Places),2m 3f,Teescomponentsyess (IRE),J. S. McGarvey,0,John Joseph Hanlon,5th,9 l,7,11-12tp,-,True,87,40
Limerick Racing Results | 22nd October 2023 17:25,N/A,17:25,Soft (Soft To Heavy In Places),2m 3f,Wee Charlie (IRE),E. Walsh,3,T. Gibney,4th,3 l,6,11-12,-,True,87,40
Limerick Racing Results | 22nd October 2023 17:25,N/A,17:25,Soft (Soft To Heavy In Places),2m 3f,Captains Nephew (IRE),D. J. O'Keeffe,0,P. J. Rothwell,3rd,21 l,6,11-12t,-,True,87,40
Limerick Racing Results | 22nd October 2023 17:25,N/A,17:25,Soft (Soft To Heavy In Places),2m 3f,Cool Survivor (IRE),J. W. Kennedy,0,Gordon Elliott,2nd,Neck,6,11-12,-,True,87,40
Limerick Racing Results | 22nd October 2023 17:25,N/A,17:25,Soft (Soft To Heavy In Places),2m 3f,Quilixios,Rachael Blackmore,0,Henry de Bromhead,1st,N/A,6,11-12,-,True,87,40
Limerick Racing Results | 22nd October 2023 17:25,N/A,17:25,Soft (Soft To Heavy In Places),2m 3f,La Malmason (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,UR,N/A,5,11-5,-,True,87,40
Limerick Racing Results | 22nd October 2023 17:25,N/A,17:25,Soft (Soft To Heavy In Places),2m 3f,Bushmans Pass (IRE),Phillip Enright,0,Oliver McKiernan,9th,17 l,7,11-12,-,True,87,40
Limerick Racing Results | 22nd October 2023 17:25,N/A,17:25,Soft (Soft To Heavy In Places),2m 3f,Made In Muckross (IRE),Patrick O'Hanlon,3,Eamon Courtney,8th,4 1/2 l,8,11-12,-,True,87,40
Limerick Racing Results | 22nd October 2023 17:25,N/A,17:25,Soft (Soft To Heavy In Places),2m 3f,Soldier Of Honour (IRE),T. Joseph Kelly,7,Eoin Christopher McCarthy,7th,Head,6,11-12,-,True,87,40
Limerick Racing Results | 22nd October 2023 17:25,N/A,17:25,Soft (Soft To Heavy In Places),2m 3f,Backintheroom (IRE),Richard Deegan,0,Paul Nolan,6th,8 1/2 l,6,11-12,-,True,87,40
Limerick Racing Results | 22nd October 2023 17:25,N/A,17:25,Soft (Soft To Heavy In Places),2m 3f,Teescomponentsyess (IRE),J. S. McGarvey,0,John Joseph Hanlon,5th,9 l,7,11-12tp,-,True,87,40
Limerick Racing Results | 22nd October 2023 17:25,N/A,17:25,Soft (Soft To Heavy In Places),2m 3f,Wee Charlie (IRE),E. Walsh,3,T. Gibney,4th,3 l,6,11-12,-,True,87,40
Limerick Racing Results | 22nd October 2023 17:25,N/A,17:25,Soft (Soft To Heavy In Places),2m 3f,Captains Nephew (IRE),D. J. O'Keeffe,0,P. J. Rothwell,3rd,21 l,6,11-12t,-,True,87,40
Limerick Racing Results | 22nd October 2023 17:25,N/A,17:25,Soft (Soft To Heavy In Places),2m 3f,Cool Survivor (IRE),J. W. Kennedy,0,Gordon Elliott,2nd,Neck,6,11-12,-,True,87,40
Limerick Racing Results | 22nd October 2023 17:25,N/A,17:25,Soft (Soft To Heavy In Places),2m 3f,Quilixios,Rachael Blackmore,0,Henry de Bromhead,1st,N/A,6,11-12,-,True,87,40
Clonmel Racing Results | 26th October 2023 14:00,N/A,14:00,Heavy,2m 125y,The Empty Kettel (IRE),C. P. McNamara,0,Garrett James Power,10th,49 l,5,11-12t1,-,True,87,41
Clonmel Racing Results | 26th October 2023 14:00,N/A,14:00,Heavy,2m 125y,Restless Son (IRE),A. M. McCurtin,0,Norman Lee,9th,3 3/4 l,6,11-12,-,True,87,41
Clonmel Racing Results | 26th October 2023 14:00,N/A,14:00,Heavy,2m 125y,Grow As You Go (IRE),Gavin Peter Brouder,5,D. E. Fitzgerald,8th,13 l,7,11-12,-,True,87,41
Clonmel Racing Results | 26th October 2023 14:00,N/A,14:00,Heavy,2m 125y,Knocknaconnery (IRE),Phillip Enright,0,S. Curling,7th,1 1/4 l,7,11-12,-,True,87,41
Clonmel Racing Results | 26th October 2023 14:00,N/A,14:00,Heavy,2m 125y,Glenmalure Flyer (IRE),Rachael Blackmore,0,Henry de Bromhead,6th,14 l,5,11-5t1,-,True,87,41
Clonmel Racing Results | 26th October 2023 14:00,N/A,14:00,Heavy,2m 125y,Brave Adam (IRE),Donagh Meyler,0,Thomas Cooper,5th,13 l,5,11-12,-,True,87,41
Clonmel Racing Results | 26th October 2023 14:00,N/A,14:00,Heavy,2m 125y,Talk In The Park (IRE),D. E. Mullins,0,Ms Margaret Mullins,4th,9 l,5,11-12,-,True,87,41
Clonmel Racing Results | 26th October 2023 14:00,N/A,14:00,Heavy,2m 125y,The Electrical Kid (IRE),P. Townend,0,W. P. Mullins,3rd,3 l,6,11-12,-,True,87,41
Clonmel Racing Results | 26th October 2023 14:00,N/A,14:00,Heavy,2m 125y,Chiefs Kingdom (IRE),S. F. O'Keeffe,0,Paul Nolan,2nd,11 l,5,11-12t,-,True,87,41
Clonmel Racing Results | 26th October 2023 14:00,N/A,14:00,Heavy,2m 125y,Croke Park (IRE),J. W. Kennedy,0,Gordon Elliott,1st,N/A,5,11-12,-,True,87,41
Clonmel Racing Results | 26th October 2023 14:00,N/A,14:00,Heavy,2m 125y,The Empty Kettel (IRE),C. P. McNamara,0,Garrett James Power,10th,49 l,5,11-12t1,-,True,87,41
Clonmel Racing Results | 26th October 2023 14:00,N/A,14:00,Heavy,2m 125y,Restless Son (IRE),A. M. McCurtin,0,Norman Lee,9th,3 3/4 l,6,11-12,-,True,87,41
Clonmel Racing Results | 26th October 2023 14:00,N/A,14:00,Heavy,2m 125y,Grow As You Go (IRE),Gavin Peter Brouder,5,D. E. Fitzgerald,8th,13 l,7,11-12,-,True,87,41
Clonmel Racing Results | 26th October 2023 14:00,N/A,14:00,Heavy,2m 125y,Knocknaconnery (IRE),Phillip Enright,0,S. Curling,7th,1 1/4 l,7,11-12,-,True,87,41
Clonmel Racing Results | 26th October 2023 14:00,N/A,14:00,Heavy,2m 125y,Glenmalure Flyer (IRE),Rachael Blackmore,0,Henry de Bromhead,6th,14 l,5,11-5t1,-,True,87,41
Clonmel Racing Results | 26th October 2023 14:00,N/A,14:00,Heavy,2m 125y,Brave Adam (IRE),Donagh Meyler,0,Thomas Cooper,5th,13 l,5,11-12,-,True,87,41
Clonmel Racing Results | 26th October 2023 14:00,N/A,14:00,Heavy,2m 125y,Talk In The Park (IRE),D. E. Mullins,0,Ms Margaret Mullins,4th,9 l,5,11-12,-,True,87,41
Clonmel Racing Results | 26th October 2023 14:00,N/A,14:00,Heavy,2m 125y,The Electrical Kid (IRE),P. Townend,0,W. P. Mullins,3rd,3 l,6,11-12,-,True,87,41
Clonmel Racing Results | 26th October 2023 14:00,N/A,14:00,Heavy,2m 125y,Chiefs Kingdom (IRE),S. F. O'Keeffe,0,Paul Nolan,2nd,11 l,5,11-12t,-,True,87,41
Clonmel Racing Results | 26th October 2023 14:00,N/A,14:00,Heavy,2m 125y,Croke Park (IRE),J. W. Kennedy,0,Gordon Elliott,1st,N/A,5,11-12,-,True,87,41
Clonmel Racing Results | 26th October 2023 14:35,N/A,14:35,Heavy,2m 3f 118y,Just Chelsea (IRE),T. P. Harney,7,Cian Michael Collins,PU,N/A,5,11-7,-,True,87,42
Clonmel Racing Results | 26th October 2023 14:35,N/A,14:35,Heavy,2m 3f 118y,Western Summer (IRE),Shane Fenelon,7,R. P. Rath,PU,N/A,4,11-6,-,True,87,42
Clonmel Racing Results | 26th October 2023 14:35,N/A,14:35,Heavy,2m 3f 118y,Bellachamps (IRE),J. J. Slevin,0,Denis Ahern,14th,49 l,5,11-7,-,True,87,42
Clonmel Racing Results | 26th October 2023 14:35,N/A,14:35,Heavy,2m 3f 118y,Ingenie (FR),Sean Flanagan,0,Paul Nolan,13th,2 1/4 l,5,11-7,-,True,87,42
Clonmel Racing Results | 26th October 2023 14:35,N/A,14:35,Heavy,2m 3f 118y,Victorious Bay (IRE),A. P. Kelly,5,Mark Fahey,12th,4 l,6,11-7,-,True,87,42
Clonmel Racing Results | 26th October 2023 14:35,N/A,14:35,Heavy,2m 3f 118y,Awesome Shirocco (IRE),B. Hayes,0,John E. & Thomas Kiely,11th,3 l,7,11-7,-,True,87,42
Clonmel Racing Results | 26th October 2023 14:35,N/A,14:35,Heavy,2m 3f 118y,Smile Again (IRE),R. A. Doyle,0,Mark Fahey,10th,21 l,6,11-7,-,True,87,42
Clonmel Racing Results | 26th October 2023 14:35,N/A,14:35,Heavy,2m 3f 118y,Caughtinaspell (IRE),Mr Alan O'Sullivan,7,Michael G. Kennedy,9th,1 1/2 l,5,11-7,-,True,87,42
