track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Sligo Racing Results | 20th August 2025 17:38,2025-08-20,17:38,Good,2m 1f 111y,Saint Peregrine (IRE),D E Mullins,0,J P Ryan,9th,37 l,6,11-9,94,True,13,8
Sligo Racing Results | 20th August 2025 17:38,2025-08-20,17:38,Good,2m 1f 111y,Nashville Notions (IRE),L Quinlan,0,P Kiely,8th,27 l,5,11-13,98,True,13,8
Sligo Racing Results | 20th August 2025 17:38,2025-08-20,17:38,Good,2m 1f 111y,Surviving Murmansk (IRE),H E Sexton,7,J Barcoe,7th,4 3/4 l,7,10-9,73,True,13,8
Sligo Racing Results | 20th August 2025 17:38,2025-08-20,17:38,Good,2m 1f 111y,Bowgate Street (IRE),D J O'Keeffe,0,M Flannery,6th,1 1/2 l,6,11-5t,90,True,13,8
Sligo Racing Results | 20th August 2025 17:38,2025-08-20,17:38,Good,2m 1f 111y,Annalough (IRE),A M King,7,M M McNiff,5th,5 l,5,10-1t,72,True,13,8
Sligo Racing Results | 20th August 2025 17:38,2025-08-20,17:38,Good,2m 1f 111y,Shannon Bank (IRE),K M Donoghue,0,G P Cromwell,4th,2 3/4 l,6,11-11,96,True,13,8
Sligo Racing Results | 20th August 2025 17:38,2025-08-20,17:38,Good,2m 1f 111y,Tea It Is (IRE),D King,0,D Hogan,3rd,2 3/4 l,8,10-4tp,75,True,13,8
Sligo Racing Results | 20th August 2025 17:38,2025-08-20,17:38,Good,2m 1f 111y,Wild Mandate (IRE),J J Slevin,0,M M McNiff,2nd,2 1/2 l,6,11-6tb1,91,True,13,8
Sligo Racing Results | 20th August 2025 17:38,2025-08-20,17:38,Good,2m 1f 111y,Tir Og (IRE),C M Hogan,7,E Seymour,1st,N/A,4,11-0,88,True,13,8
Sligo Racing Results | 20th August 2025 17:38,2025-08-20,17:38,Good,2m 1f 111y,Saint Peregrine (IRE),D E Mullins,0,J P Ryan,9th,37 l,6,11-9,94,True,13,8
Sligo Racing Results | 20th August 2025 17:38,2025-08-20,17:38,Good,2m 1f 111y,Nashville Notions (IRE),L Quinlan,0,P Kiely,8th,27 l,5,11-13,98,True,13,8
Sligo Racing Results | 20th August 2025 17:38,2025-08-20,17:38,Good,2m 1f 111y,Surviving Murmansk (IRE),H E Sexton,7,J Barcoe,7th,4 3/4 l,7,10-9,73,True,13,8
Sligo Racing Results | 20th August 2025 17:38,2025-08-20,17:38,Good,2m 1f 111y,Bowgate Street (IRE),D J O'Keeffe,0,M Flannery,6th,1 1/2 l,6,11-5t,90,True,13,8
Sligo Racing Results | 20th August 2025 17:38,2025-08-20,17:38,Good,2m 1f 111y,Annalough (IRE),A M King,7,M M McNiff,5th,5 l,5,10-1t,72,True,13,8
Sligo Racing Results | 20th August 2025 17:38,2025-08-20,17:38,Good,2m 1f 111y,Shannon Bank (IRE),K M Donoghue,0,G P Cromwell,4th,2 3/4 l,6,11-11,96,True,13,8
Sligo Racing Results | 20th August 2025 17:38,2025-08-20,17:38,Good,2m 1f 111y,Tea It Is (IRE),D King,0,D Hogan,3rd,2 3/4 l,8,10-4tp,75,True,13,8
Sligo Racing Results | 20th August 2025 17:38,2025-08-20,17:38,Good,2m 1f 111y,Wild Mandate (IRE),J J Slevin,0,M M McNiff,2nd,2 1/2 l,6,11-6tb1,91,True,13,8
Sligo Racing Results | 20th August 2025 17:38,2025-08-20,17:38,Good,2m 1f 111y,Tir Og (IRE),C M Hogan,7,E Seymour,1st,N/A,4,11-0,88,True,13,8
Sligo Racing Results | 20th August 2025 18:08,2025-08-20,18:08,Good,2m 4f 107y,Ballykeel Girl (IRE),J P O'Sullivan,0,S McParlan,PU,N/A,5,10-11,-,True,13,9
Sligo Racing Results | 20th August 2025 18:08,2025-08-20,18:08,Good,2m 4f 107y,Youknowme (IRE),A P Kelly,3,P J Rothwell,6th,14 l,4,11-0,-,True,13,9
Sligo Racing Results | 20th August 2025 18:08,2025-08-20,18:08,Good,2m 4f 107y,Bold Rhyme (IRE),D J O'Keeffe,0,D M Christie,5th,3 1/2 l,5,11-4,-,True,13,9
Sligo Racing Results | 20th August 2025 18:08,2025-08-20,18:08,Good,2m 4f 107y,Mr Erwitt (IRE),C M Hogan,7,V T O'Brien,4th,4 l,6,11-4,-,True,13,9
Sligo Racing Results | 20th August 2025 18:08,2025-08-20,18:08,Good,2m 4f 107y,Annie Grey (IRE),A Harvey,5,N C Kelly,3rd,85 l,5,10-11t,-,True,13,9
Sligo Racing Results | 20th August 2025 18:08,2025-08-20,18:08,Good,2m 4f 107y,Cocovic (IRE),S W Flanagan,0,E McNamara,2nd,Neck,5,11-4h,108,True,13,9
Sligo Racing Results | 20th August 2025 18:08,2025-08-20,18:08,Good,2m 4f 107y,Sophia Rose (IRE),E Staples,7,G P Cromwell,1st,N/A,6,10-11,106,True,13,9
Sligo Racing Results | 20th August 2025 18:08,2025-08-20,18:08,Good,2m 4f 107y,Ballykeel Girl (IRE),J P O'Sullivan,0,S McParlan,PU,N/A,5,10-11,-,True,13,9
Sligo Racing Results | 20th August 2025 18:08,2025-08-20,18:08,Good,2m 4f 107y,Youknowme (IRE),A P Kelly,3,P J Rothwell,6th,14 l,4,11-0,-,True,13,9
Sligo Racing Results | 20th August 2025 18:08,2025-08-20,18:08,Good,2m 4f 107y,Bold Rhyme (IRE),D J O'Keeffe,0,D M Christie,5th,3 1/2 l,5,11-4,-,True,13,9
Sligo Racing Results | 20th August 2025 18:08,2025-08-20,18:08,Good,2m 4f 107y,Mr Erwitt (IRE),C M Hogan,7,V T O'Brien,4th,4 l,6,11-4,-,True,13,9
Sligo Racing Results | 20th August 2025 18:08,2025-08-20,18:08,Good,2m 4f 107y,Annie Grey (IRE),A Harvey,5,N C Kelly,3rd,85 l,5,10-11t,-,True,13,9
Sligo Racing Results | 20th August 2025 18:08,2025-08-20,18:08,Good,2m 4f 107y,Cocovic (IRE),S W Flanagan,0,E McNamara,2nd,Neck,5,11-4h,108,True,13,9
Sligo Racing Results | 20th August 2025 18:08,2025-08-20,18:08,Good,2m 4f 107y,Sophia Rose (IRE),E Staples,7,G P Cromwell,1st,N/A,6,10-11,106,True,13,9
Sligo Racing Results | 20th August 2025 18:38,2025-08-20,18:38,Good,2m 4f 107y,Balkito (FR),Mr P J O'Neill,7,John F O'Neill,12th,3 l,10,11-10,96,True,13,10
Sligo Racing Results | 20th August 2025 18:38,2025-08-20,18:38,Good,2m 4f 107y,Townscupsixtythree (IRE),H E Sexton,7,A Sexton,11th,9 l,7,11-2h1,88,True,13,10
Sligo Racing Results | 20th August 2025 18:38,2025-08-20,18:38,Good,2m 4f 107y,She's On Line (IRE),D J O'Keeffe,0,E McCarthy,10th,Short Head,7,10-13,85,True,13,10
Sligo Racing Results | 20th August 2025 18:38,2025-08-20,18:38,Good,2m 4f 107y,Colorado Charlie (IRE),A M King,7,M M McNiff,9th,6 l,5,11-8,94,True,13,10
Sligo Racing Results | 20th August 2025 18:38,2025-08-20,18:38,Good,2m 4f 107y,Watching The Clock (IRE),A P Kelly,3,P Roche,8th,9 1/2 l,4,11-4,94,True,13,10
Sligo Racing Results | 20th August 2025 18:38,2025-08-20,18:38,Good,2m 4f 107y,Tropical Image (IRE),G B Noonan,5,E McCarthy,7th,1 1/4 l,8,10-13tp,85,True,13,10
Sligo Racing Results | 20th August 2025 18:38,2025-08-20,18:38,Good,2m 4f 107y,Loughrask Rainbow (IRE),J Smith,5,B McMahon,6th,2 1/2 l,7,10-11,83,True,13,10
Sligo Racing Results | 20th August 2025 18:38,2025-08-20,18:38,Good,2m 4f 107y,Influential Lady (IRE),K Callaghan,5,J Barcoe,5th,5 1/2 l,11,11-8,94,True,13,10
Sligo Racing Results | 20th August 2025 18:38,2025-08-20,18:38,Good,2m 4f 107y,Slim Marvel (FR),C M Quirke,0,A Slattery,4th,1 1/4 l,7,12-0,100,True,13,10
Sligo Racing Results | 20th August 2025 18:38,2025-08-20,18:38,Good,2m 4f 107y,Juke Box Rock (IRE),K M Donoghue,0,G P Cromwell,3rd,1 3/4 l,6,11-6,92,True,13,10
Sligo Racing Results | 20th August 2025 18:38,2025-08-20,18:38,Good,2m 4f 107y,Mr Dibbs (IRE),Mr K P Healy,7,A Murray,2nd,2 l,6,11-11,97,True,13,10
Sligo Racing Results | 20th August 2025 18:38,2025-08-20,18:38,Good,2m 4f 107y,Sydney Cruiser (IRE),A Harvey,5,Ciaran Murphy,1st,N/A,7,10-8p,80,True,13,10
Sligo Racing Results | 20th August 2025 18:38,2025-08-20,18:38,Good,2m 4f 107y,Balkito (FR),Mr P J O'Neill,7,John F O'Neill,12th,3 l,10,11-10,96,True,13,10
Sligo Racing Results | 20th August 2025 18:38,2025-08-20,18:38,Good,2m 4f 107y,Townscupsixtythree (IRE),H E Sexton,7,A Sexton,11th,9 l,7,11-2h1,88,True,13,10
Sligo Racing Results | 20th August 2025 18:38,2025-08-20,18:38,Good,2m 4f 107y,She's On Line (IRE),D J O'Keeffe,0,E McCarthy,10th,Short Head,7,10-13,85,True,13,10
Sligo Racing Results | 20th August 2025 18:38,2025-08-20,18:38,Good,2m 4f 107y,Colorado Charlie (IRE),A M King,7,M M McNiff,9th,6 l,5,11-8,94,True,13,10
Sligo Racing Results | 20th August 2025 18:38,2025-08-20,18:38,Good,2m 4f 107y,Watching The Clock (IRE),A P Kelly,3,P Roche,8th,9 1/2 l,4,11-4,94,True,13,10
Sligo Racing Results | 20th August 2025 18:38,2025-08-20,18:38,Good,2m 4f 107y,Tropical Image (IRE),G B Noonan,5,E McCarthy,7th,1 1/4 l,8,10-13tp,85,True,13,10
Sligo Racing Results | 20th August 2025 18:38,2025-08-20,18:38,Good,2m 4f 107y,Loughrask Rainbow (IRE),J Smith,5,B McMahon,6th,2 1/2 l,7,10-11,83,True,13,10
Sligo Racing Results | 20th August 2025 18:38,2025-08-20,18:38,Good,2m 4f 107y,Influential Lady (IRE),K Callaghan,5,J Barcoe,5th,5 1/2 l,11,11-8,94,True,13,10
Sligo Racing Results | 20th August 2025 18:38,2025-08-20,18:38,Good,2m 4f 107y,Slim Marvel (FR),C M Quirke,0,A Slattery,4th,1 1/4 l,7,12-0,100,True,13,10
Sligo Racing Results | 20th August 2025 18:38,2025-08-20,18:38,Good,2m 4f 107y,Juke Box Rock (IRE),K M Donoghue,0,G P Cromwell,3rd,1 3/4 l,6,11-6,92,True,13,10
Sligo Racing Results | 20th August 2025 18:38,2025-08-20,18:38,Good,2m 4f 107y,Mr Dibbs (IRE),Mr K P Healy,7,A Murray,2nd,2 l,6,11-11,97,True,13,10
Sligo Racing Results | 20th August 2025 18:38,2025-08-20,18:38,Good,2m 4f 107y,Sydney Cruiser (IRE),A Harvey,5,Ciaran Murphy,1st,N/A,7,10-8p,80,True,13,10
Sligo Racing Results | 20th August 2025 19:08,2025-08-20,19:08,Good,2m 4f 107y,Tomas O Maille (IRE),D J O'Keeffe,0,M Flannery,10th,6 1/2 l,8,10-11,105,True,13,11
Sligo Racing Results | 20th August 2025 19:08,2025-08-20,19:08,Good,2m 4f 107y,Golden Temple (IRE),D Meyler,0,N Meade,9th,1/2 l,5,11-10,118,True,13,11
Sligo Racing Results | 20th August 2025 19:08,2025-08-20,19:08,Good,2m 4f 107y,Moonovercloon (IRE),J Smith,5,M J Smith,8th,1 l,8,12-3,125,True,13,11
Sligo Racing Results | 20th August 2025 19:08,2025-08-20,19:08,Good,2m 4f 107y,Spring Meadow (IRE),S W Flanagan,0,E McNamara,7th,Short Head,8,10-13ht,107,True,13,11
Sligo Racing Results | 20th August 2025 19:08,2025-08-20,19:08,Good,2m 4f 107y,Ollie La Ba Ba (IRE),G B Noonan,5,E McCarthy,6th,4 l,7,10-13t,107,True,13,11
Sligo Racing Results | 20th August 2025 19:08,2025-08-20,19:08,Good,2m 4f 107y,Sign From Above (IRE),Sam Ewing,0,Peter Fahey,5th,1 1/4 l,7,11-8,116,True,13,11
Sligo Racing Results | 20th August 2025 19:08,2025-08-20,19:08,Good,2m 4f 107y,Moulane West (IRE),D King,0,M M McNiff,4th,Neck,9,10-3t,97,True,13,11
Sligo Racing Results | 20th August 2025 19:08,2025-08-20,19:08,Good,2m 4f 107y,Jerandme (IRE),K E Buckley,0,E & P Harty,3rd,1 1/2 l,11,11-6,114,True,13,11
Sligo Racing Results | 20th August 2025 19:08,2025-08-20,19:08,Good,2m 4f 107y,Grange Walk (IRE),Mr D McGill,7,J P Ryan,2nd,2 l,10,11-12,120,True,13,11
Sligo Racing Results | 20th August 2025 19:08,2025-08-20,19:08,Good,2m 4f 107y,Ballykinlar (IRE),E Staples,7,Donncha Duggan,1st,N/A,6,11-7t,115,True,13,11
Sligo Racing Results | 20th August 2025 19:08,2025-08-20,19:08,Good,2m 4f 107y,Tomas O Maille (IRE),D J O'Keeffe,0,M Flannery,10th,6 1/2 l,8,10-11,105,True,13,11
Sligo Racing Results | 20th August 2025 19:08,2025-08-20,19:08,Good,2m 4f 107y,Golden Temple (IRE),D Meyler,0,N Meade,9th,1/2 l,5,11-10,118,True,13,11
Sligo Racing Results | 20th August 2025 19:08,2025-08-20,19:08,Good,2m 4f 107y,Moonovercloon (IRE),J Smith,5,M J Smith,8th,1 l,8,12-3,125,True,13,11
Sligo Racing Results | 20th August 2025 19:08,2025-08-20,19:08,Good,2m 4f 107y,Spring Meadow (IRE),S W Flanagan,0,E McNamara,7th,Short Head,8,10-13ht,107,True,13,11
Sligo Racing Results | 20th August 2025 19:08,2025-08-20,19:08,Good,2m 4f 107y,Ollie La Ba Ba (IRE),G B Noonan,5,E McCarthy,6th,4 l,7,10-13t,107,True,13,11
Sligo Racing Results | 20th August 2025 19:08,2025-08-20,19:08,Good,2m 4f 107y,Sign From Above (IRE),Sam Ewing,0,Peter Fahey,5th,1 1/4 l,7,11-8,116,True,13,11
Sligo Racing Results | 20th August 2025 19:08,2025-08-20,19:08,Good,2m 4f 107y,Moulane West (IRE),D King,0,M M McNiff,4th,Neck,9,10-3t,97,True,13,11
Sligo Racing Results | 20th August 2025 19:08,2025-08-20,19:08,Good,2m 4f 107y,Jerandme (IRE),K E Buckley,0,E & P Harty,3rd,1 1/2 l,11,11-6,114,True,13,11
Sligo Racing Results | 20th August 2025 19:08,2025-08-20,19:08,Good,2m 4f 107y,Grange Walk (IRE),Mr D McGill,7,J P Ryan,2nd,2 l,10,11-12,120,True,13,11
Sligo Racing Results | 20th August 2025 19:08,2025-08-20,19:08,Good,2m 4f 107y,Ballykinlar (IRE),E Staples,7,Donncha Duggan,1st,N/A,6,11-7t,115,True,13,11
Sligo Racing Results | 20th August 2025 19:38,2025-08-20,19:38,Good,3m 1f 118y,Storm Mahler (IRE),C M Hogan,4,E McNamara,PU,N/A,7,11-6,104,True,13,12
Sligo Racing Results | 20th August 2025 19:38,2025-08-20,19:38,Good,3m 1f 118y,Royal Diver (IRE),A M King,4,V T O'Brien,11th,92 l,12,10-0,77,True,13,12
Sligo Racing Results | 20th August 2025 19:38,2025-08-20,19:38,Good,3m 1f 118y,Sphagnum (IRE),D P Maxwell,2,J P Broderick,10th,8 1/2 l,8,11-7tp,105,True,13,12
Sligo Racing Results | 20th August 2025 19:38,2025-08-20,19:38,Good,3m 1f 118y,Back The West (IRE),G Brouder,0,I Madden,9th,Neck,10,10-0p1,72,True,13,12
Sligo Racing Results | 20th August 2025 19:38,2025-08-20,19:38,Good,3m 1f 118y,Captain P (IRE),E Staples,4,C Collins,8th,Head,5,10-8tp1,92,True,13,12
Sligo Racing Results | 20th August 2025 19:38,2025-08-20,19:38,Good,3m 1f 118y,Macgiloney (IRE),P Hanlon,4,D Hogan,7th,8 1/2 l,12,12-0,112,True,13,12
Sligo Racing Results | 20th August 2025 19:38,2025-08-20,19:38,Good,3m 1f 118y,The Little Yank (IRE),H E Sexton,4,J P Ryan,6th,Neck,10,11-5b,103,True,13,12
Sligo Racing Results | 20th August 2025 19:38,2025-08-20,19:38,Good,3m 1f 118y,Pachmena (IRE),J Smith,2,M J Smith,5th,3/4 l,8,11-5ht1,103,True,13,12
Sligo Racing Results | 20th August 2025 19:38,2025-08-20,19:38,Good,3m 1f 118y,Guided By You (IRE),A P Kelly,0,P Roche,4th,3 l,4,10-2,92,True,13,12
Sligo Racing Results | 20th August 2025 19:38,2025-08-20,19:38,Good,3m 1f 118y,Ballyglass Beauty (IRE),C G O'Dwyer,0,L P Cusack,3rd,1 1/4 l,9,11-3,101,True,13,12
Sligo Racing Results | 20th August 2025 19:38,2025-08-20,19:38,Good,3m 1f 118y,Themanintheboots (IRE),F Brickley,4,G Elliott,2nd,15 l,7,11-4p,102,True,13,12
Sligo Racing Results | 20th August 2025 19:38,2025-08-20,19:38,Good,3m 1f 118y,Tango Theatre (IRE),A Harvey,0,J C McConnell,1st,N/A,10,10-4tv,88,True,13,12
Sligo Racing Results | 20th August 2025 19:38,2025-08-20,19:38,Good,3m 1f 118y,Storm Mahler (IRE),C M Hogan,4,E McNamara,PU,N/A,7,11-6,104,True,13,12
Sligo Racing Results | 20th August 2025 19:38,2025-08-20,19:38,Good,3m 1f 118y,Royal Diver (IRE),A M King,4,V T O'Brien,11th,92 l,12,10-0,77,True,13,12
Sligo Racing Results | 20th August 2025 19:38,2025-08-20,19:38,Good,3m 1f 118y,Sphagnum (IRE),D P Maxwell,2,J P Broderick,10th,8 1/2 l,8,11-7tp,105,True,13,12
Sligo Racing Results | 20th August 2025 19:38,2025-08-20,19:38,Good,3m 1f 118y,Back The West (IRE),G Brouder,0,I Madden,9th,Neck,10,10-0p1,72,True,13,12
Sligo Racing Results | 20th August 2025 19:38,2025-08-20,19:38,Good,3m 1f 118y,Captain P (IRE),E Staples,4,C Collins,8th,Head,5,10-8tp1,92,True,13,12
Sligo Racing Results | 20th August 2025 19:38,2025-08-20,19:38,Good,3m 1f 118y,Macgiloney (IRE),P Hanlon,4,D Hogan,7th,8 1/2 l,12,12-0,112,True,13,12
Sligo Racing Results | 20th August 2025 19:38,2025-08-20,19:38,Good,3m 1f 118y,The Little Yank (IRE),H E Sexton,4,J P Ryan,6th,Neck,10,11-5b,103,True,13,12
Sligo Racing Results | 20th August 2025 19:38,2025-08-20,19:38,Good,3m 1f 118y,Pachmena (IRE),J Smith,2,M J Smith,5th,3/4 l,8,11-5ht1,103,True,13,12
Sligo Racing Results | 20th August 2025 19:38,2025-08-20,19:38,Good,3m 1f 118y,Guided By You (IRE),A P Kelly,0,P Roche,4th,3 l,4,10-2,92,True,13,12
Sligo Racing Results | 20th August 2025 19:38,2025-08-20,19:38,Good,3m 1f 118y,Ballyglass Beauty (IRE),C G O'Dwyer,0,L P Cusack,3rd,1 1/4 l,9,11-3,101,True,13,12
Sligo Racing Results | 20th August 2025 19:38,2025-08-20,19:38,Good,3m 1f 118y,Themanintheboots (IRE),F Brickley,4,G Elliott,2nd,15 l,7,11-4p,102,True,13,12
Sligo Racing Results | 20th August 2025 19:38,2025-08-20,19:38,Good,3m 1f 118y,Tango Theatre (IRE),A Harvey,0,J C McConnell,1st,N/A,10,10-4tv,88,True,13,12
Sligo Racing Results | 20th August 2025 20:08,2025-08-20,20:08,Good,2m 2f 89y,Urinmydreams (IRE),Mr Alan O'Sullivan,7,N Lee,8th,1 3/4 l,4,11-3h1,-,True,13,13
Sligo Racing Results | 20th August 2025 20:08,2025-08-20,20:08,Good,2m 2f 89y,Talas Kera (IRE),Mr H C Swan,0,John G Carr,7th,19 l,4,11-3,-,True,13,13
Sligo Racing Results | 20th August 2025 20:08,2025-08-20,20:08,Good,2m 2f 89y,Middlethird Marvel,Mr D Doyle,7,N Lee,6th,27 l,4,11-3h1,-,True,13,13
Sligo Racing Results | 20th August 2025 20:08,2025-08-20,20:08,Good,2m 2f 89y,Lupin Du Chenet (FR),Mr J H Williamson,7,G Elliott,5th,1/2 l,4,11-10,-,True,13,13
Sligo Racing Results | 20th August 2025 20:08,2025-08-20,20:08,Good,2m 2f 89y,Not So Serious (IRE),Mr A P Ryan,5,A Slattery,4th,7 1/2 l,4,11-10,-,True,13,13
Sligo Racing Results | 20th August 2025 20:08,2025-08-20,20:08,Good,2m 2f 89y,Bells Grove (IRE),Mr F R Buckley,7,J C McConnell,3rd,5 1/2 l,4,11-10,-,True,13,13
Sligo Racing Results | 20th August 2025 20:08,2025-08-20,20:08,Good,2m 2f 89y,Circus Hill (IRE),Mr D McGill,7,M M McNiff,2nd,1/2 l,4,11-3,-,True,13,13
Sligo Racing Results | 20th August 2025 20:08,2025-08-20,20:08,Good,2m 2f 89y,Mr Master Mac (IRE),Mr J L Gleeson,0,M Fahey,1st,N/A,4,11-10,-,True,13,13
Sligo Racing Results | 20th August 2025 20:08,2025-08-20,20:08,Good,2m 2f 89y,Urinmydreams (IRE),Mr Alan O'Sullivan,7,N Lee,8th,1 3/4 l,4,11-3h1,-,True,13,13
Sligo Racing Results | 20th August 2025 20:08,2025-08-20,20:08,Good,2m 2f 89y,Talas Kera (IRE),Mr H C Swan,0,John G Carr,7th,19 l,4,11-3,-,True,13,13
Sligo Racing Results | 20th August 2025 20:08,2025-08-20,20:08,Good,2m 2f 89y,Middlethird Marvel,Mr D Doyle,7,N Lee,6th,27 l,4,11-3h1,-,True,13,13
Sligo Racing Results | 20th August 2025 20:08,2025-08-20,20:08,Good,2m 2f 89y,Lupin Du Chenet (FR),Mr J H Williamson,7,G Elliott,5th,1/2 l,4,11-10,-,True,13,13
Sligo Racing Results | 20th August 2025 20:08,2025-08-20,20:08,Good,2m 2f 89y,Not So Serious (IRE),Mr A P Ryan,5,A Slattery,4th,7 1/2 l,4,11-10,-,True,13,13
Sligo Racing Results | 20th August 2025 20:08,2025-08-20,20:08,Good,2m 2f 89y,Bells Grove (IRE),Mr F R Buckley,7,J C McConnell,3rd,5 1/2 l,4,11-10,-,True,13,13
Sligo Racing Results | 20th August 2025 20:08,2025-08-20,20:08,Good,2m 2f 89y,Circus Hill (IRE),Mr D McGill,7,M M McNiff,2nd,1/2 l,4,11-3,-,True,13,13
Sligo Racing Results | 20th August 2025 20:08,2025-08-20,20:08,Good,2m 2f 89y,Mr Master Mac (IRE),Mr J L Gleeson,0,M Fahey,1st,N/A,4,11-10,-,True,13,13
Killarney Racing Results | 21st August 2025 16:32,2025-08-21,16:32,Good (Good To Yielding In Places),2m 1f,Taudeni (IRE),R P Treacy,0,Louise G Lyons,PU,N/A,3,11-0h,-,True,13,14
Killarney Racing Results | 21st August 2025 16:32,2025-08-21,16:32,Good (Good To Yielding In Places),2m 1f,Whats New (IRE),C M Quirke,0,A Slattery,F,N/A,3,11-0,-,True,13,14
Killarney Racing Results | 21st August 2025 16:32,2025-08-21,16:32,Good (Good To Yielding In Places),2m 1f,Houndsworth (IRE),P T Enright,0,M M McNiff,8th,2 1/4 l,3,11-0,-,True,13,14
Killarney Racing Results | 21st August 2025 16:32,2025-08-21,16:32,Good (Good To Yielding In Places),2m 1f,Cumberland River (IRE),J W Kennedy,0,G Elliott,7th,15 l,3,11-0,-,True,13,14
Killarney Racing Results | 21st August 2025 16:32,2025-08-21,16:32,Good (Good To Yielding In Places),2m 1f,Thunder Wolf (IRE),J Smith,5,B McMahon,6th,21 l,3,11-0,-,True,13,14
Killarney Racing Results | 21st August 2025 16:32,2025-08-21,16:32,Good (Good To Yielding In Places),2m 1f,Georg Zhukov (IRE),D Meyler,0,N Meade,5th,3 l,3,11-0,-,True,13,14
Killarney Racing Results | 21st August 2025 16:32,2025-08-21,16:32,Good (Good To Yielding In Places),2m 1f,In The Minus (IRE),S Fitzgerald,0,B Cawley,4th,3 l,3,11-0,-,True,13,14
Killarney Racing Results | 21st August 2025 16:32,2025-08-21,16:32,Good (Good To Yielding In Places),2m 1f,Sopelana,J C Gainford,0,C Collins,3rd,12 l,3,10-7t,-,True,13,14
Killarney Racing Results | 21st August 2025 16:32,2025-08-21,16:32,Good (Good To Yielding In Places),2m 1f,Urgent Whisper (IRE),D J O'Keeffe,0,H De Bromhead,2nd,10 l,3,10-7h,-,True,13,14
Killarney Racing Results | 21st August 2025 16:32,2025-08-21,16:32,Good (Good To Yielding In Places),2m 1f,Wonderfulwonderful (IRE),A Harvey,5,J C McConnell,1st,N/A,3,10-7,-,True,13,14
Killarney Racing Results | 21st August 2025 16:32,2025-08-21,16:32,Good (Good To Yielding In Places),2m 1f,Taudeni (IRE),R P Treacy,0,Louise G Lyons,PU,N/A,3,11-0h,-,True,13,14
Killarney Racing Results | 21st August 2025 16:32,2025-08-21,16:32,Good (Good To Yielding In Places),2m 1f,Whats New (IRE),C M Quirke,0,A Slattery,F,N/A,3,11-0,-,True,13,14
Killarney Racing Results | 21st August 2025 16:32,2025-08-21,16:32,Good (Good To Yielding In Places),2m 1f,Houndsworth (IRE),P T Enright,0,M M McNiff,8th,2 1/4 l,3,11-0,-,True,13,14
Killarney Racing Results | 21st August 2025 16:32,2025-08-21,16:32,Good (Good To Yielding In Places),2m 1f,Cumberland River (IRE),J W Kennedy,0,G Elliott,7th,15 l,3,11-0,-,True,13,14
Killarney Racing Results | 21st August 2025 16:32,2025-08-21,16:32,Good (Good To Yielding In Places),2m 1f,Thunder Wolf (IRE),J Smith,5,B McMahon,6th,21 l,3,11-0,-,True,13,14
Killarney Racing Results | 21st August 2025 16:32,2025-08-21,16:32,Good (Good To Yielding In Places),2m 1f,Georg Zhukov (IRE),D Meyler,0,N Meade,5th,3 l,3,11-0,-,True,13,14
Killarney Racing Results | 21st August 2025 16:32,2025-08-21,16:32,Good (Good To Yielding In Places),2m 1f,In The Minus (IRE),S Fitzgerald,0,B Cawley,4th,3 l,3,11-0,-,True,13,14
Killarney Racing Results | 21st August 2025 16:32,2025-08-21,16:32,Good (Good To Yielding In Places),2m 1f,Sopelana,J C Gainford,0,C Collins,3rd,12 l,3,10-7t,-,True,13,14
Killarney Racing Results | 21st August 2025 16:32,2025-08-21,16:32,Good (Good To Yielding In Places),2m 1f,Urgent Whisper (IRE),D J O'Keeffe,0,H De Bromhead,2nd,10 l,3,10-7h,-,True,13,14
Killarney Racing Results | 21st August 2025 16:32,2025-08-21,16:32,Good (Good To Yielding In Places),2m 1f,Wonderfulwonderful (IRE),A Harvey,5,J C McConnell,1st,N/A,3,10-7,-,True,13,14
Killarney Racing Results | 21st August 2025 17:07,2025-08-21,17:07,Good (Good To Yielding In Places),2m 1f,Miss Fourie (IRE),J Coen,0,Peter Fahey,F,N/A,8,10-12,122,True,13,15
Killarney Racing Results | 21st August 2025 17:07,2025-08-21,17:07,Good (Good To Yielding In Places),2m 1f,Prairie Dancer (IRE),J J Slevin,0,J P O'Brien,7th,25 l,7,11-6b,130,True,13,15
Killarney Racing Results | 21st August 2025 17:07,2025-08-21,17:07,Good (Good To Yielding In Places),2m 1f,Red Glory (IRE),D J O'Keeffe,0,H De Bromhead,6th,10 l,7,10-5,115,True,13,15
Killarney Racing Results | 21st August 2025 17:07,2025-08-21,17:07,Good (Good To Yielding In Places),2m 1f,Relieved Of Duties (IRE),F Brickley,7,G Elliott,5th,6 l,6,11-4t,128,True,13,15
Killarney Racing Results | 21st August 2025 17:07,2025-08-21,17:07,Good (Good To Yielding In Places),2m 1f,Zoffman (IRE),D Meyler,0,N Meade,4th,Head,6,10-10p,120,True,13,15
Killarney Racing Results | 21st August 2025 17:07,2025-08-21,17:07,Good (Good To Yielding In Places),2m 1f,Bowensonfire (FR),J W Kennedy,0,G Elliott,3rd,5 1/2 l,5,11-6h1,130,True,13,15
Killarney Racing Results | 21st August 2025 17:07,2025-08-21,17:07,Good (Good To Yielding In Places),2m 1f,Come On The Lads (IRE),E Staples,7,G P Cromwell,2nd,2 3/4 l,5,10-11h,121,True,13,15
