track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Roscommon Racing Results | 10th June 2024 20:18,N/A,20:18,Good  Flat (Turf),1m 7f 142y,Gurteens Grace (IRE),J P Shinnick,7,L Young,12th,1 1/4 l,4,10-12,-,True,122,17
Roscommon Racing Results | 10th June 2024 20:18,N/A,20:18,Good  Flat (Turf),1m 7f 142y,True Story (IRE),Niall Moore,7,P Griffin,11th,28 l,4,11-5,-,True,122,17
Roscommon Racing Results | 10th June 2024 20:18,N/A,20:18,Good  Flat (Turf),1m 7f 142y,Tedworth (IRE),Mr Alan O'Sullivan,7,Michael Barry,10th,Neck,4,11-5,-,True,122,17
Roscommon Racing Results | 10th June 2024 20:18,N/A,20:18,Good  Flat (Turf),1m 7f 142y,Hometomayo (IRE),Miss P Elvin,7,P J Rothwell,9th,Neck,4,10-12t1,-,True,122,17
Roscommon Racing Results | 10th June 2024 20:18,N/A,20:18,Good  Flat (Turf),1m 7f 142y,Highland Earl (IRE),Mr R A Berry,7,L P Cusack,8th,1 3/4 l,4,11-5,-,True,122,17
Roscommon Racing Results | 10th June 2024 20:18,N/A,20:18,Good  Flat (Turf),1m 7f 142y,Bowensonfire (FR),Mr H C Swan,3,G Elliott,7th,6 l,4,11-5,-,True,122,17
Roscommon Racing Results | 10th June 2024 20:18,N/A,20:18,Good  Flat (Turf),1m 7f 142y,Albert Hirsch (IRE),Mr J H Williamson,7,M C Grassick,6th,8 l,4,11-5,-,True,122,17
Roscommon Racing Results | 10th June 2024 20:18,N/A,20:18,Good  Flat (Turf),1m 7f 142y,Gather Yourself (IRE),C P Millar,7,C Collins,5th,Neck,4,11-5,-,True,122,17
Roscommon Racing Results | 10th June 2024 20:18,N/A,20:18,Good  Flat (Turf),1m 7f 142y,Miss Lia (IRE),Mr F Maguire,0,P J Rothwell,4th,1 1/2 l,4,10-12,-,True,122,17
Roscommon Racing Results | 10th June 2024 20:18,N/A,20:18,Good  Flat (Turf),1m 7f 142y,Dramatic License (IRE),Mr S Connor,7,S R B Crawford,3rd,1 3/4 l,4,11-5,-,True,122,17
Roscommon Racing Results | 10th June 2024 20:18,N/A,20:18,Good  Flat (Turf),1m 7f 142y,Churchfield Sunset (IRE),Mr J L Gleeson,5,E Mullins,2nd,6 l,4,11-5,-,True,122,17
Roscommon Racing Results | 10th June 2024 20:18,N/A,20:18,Good  Flat (Turf),1m 7f 142y,Minella Hollow (IRE),Mr J C Barry,3,J Nallen,1st,N/A,4,11-12,-,True,122,17
Roscommon Racing Results | 10th June 2024 20:18,N/A,20:18,Good  Flat (Turf),1m 7f 142y,Gurteens Grace (IRE),J P Shinnick,7,L Young,12th,1 1/4 l,4,10-12,-,True,122,17
Roscommon Racing Results | 10th June 2024 20:18,N/A,20:18,Good  Flat (Turf),1m 7f 142y,True Story (IRE),Niall Moore,7,P Griffin,11th,28 l,4,11-5,-,True,122,17
Roscommon Racing Results | 10th June 2024 20:18,N/A,20:18,Good  Flat (Turf),1m 7f 142y,Tedworth (IRE),Mr Alan O'Sullivan,7,Michael Barry,10th,Neck,4,11-5,-,True,122,17
Roscommon Racing Results | 10th June 2024 20:18,N/A,20:18,Good  Flat (Turf),1m 7f 142y,Hometomayo (IRE),Miss P Elvin,7,P J Rothwell,9th,Neck,4,10-12t1,-,True,122,17
Roscommon Racing Results | 10th June 2024 20:18,N/A,20:18,Good  Flat (Turf),1m 7f 142y,Highland Earl (IRE),Mr R A Berry,7,L P Cusack,8th,1 3/4 l,4,11-5,-,True,122,17
Roscommon Racing Results | 10th June 2024 20:18,N/A,20:18,Good  Flat (Turf),1m 7f 142y,Bowensonfire (FR),Mr H C Swan,3,G Elliott,7th,6 l,4,11-5,-,True,122,17
Roscommon Racing Results | 10th June 2024 20:18,N/A,20:18,Good  Flat (Turf),1m 7f 142y,Albert Hirsch (IRE),Mr J H Williamson,7,M C Grassick,6th,8 l,4,11-5,-,True,122,17
Roscommon Racing Results | 10th June 2024 20:18,N/A,20:18,Good  Flat (Turf),1m 7f 142y,Gather Yourself (IRE),C P Millar,7,C Collins,5th,Neck,4,11-5,-,True,122,17
Roscommon Racing Results | 10th June 2024 20:18,N/A,20:18,Good  Flat (Turf),1m 7f 142y,Miss Lia (IRE),Mr F Maguire,0,P J Rothwell,4th,1 1/2 l,4,10-12,-,True,122,17
Roscommon Racing Results | 10th June 2024 20:18,N/A,20:18,Good  Flat (Turf),1m 7f 142y,Dramatic License (IRE),Mr S Connor,7,S R B Crawford,3rd,1 3/4 l,4,11-5,-,True,122,17
Roscommon Racing Results | 10th June 2024 20:18,N/A,20:18,Good  Flat (Turf),1m 7f 142y,Churchfield Sunset (IRE),Mr J L Gleeson,5,E Mullins,2nd,6 l,4,11-5,-,True,122,17
Roscommon Racing Results | 10th June 2024 20:18,N/A,20:18,Good  Flat (Turf),1m 7f 142y,Minella Hollow (IRE),Mr J C Barry,3,J Nallen,1st,N/A,4,11-12,-,True,122,17
Sligo Racing Results | 11th June 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 2f 91y,Edge Of Darkness (IRE),P K Donovan,2,D Hogan,NR,N/A,4,11-3p,-,True,122,18
Sligo Racing Results | 11th June 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 2f 91y,Mr Macallum (IRE),M J Molloy,4,Mrs C O'Leary,NR,N/A,4,11-9t1,-,True,122,18
Sligo Racing Results | 11th June 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 2f 91y,Doctor Nightingale (IRE),J Coen,0,G Elliott,UR,N/A,4,11-3,-,True,122,18
Sligo Racing Results | 11th June 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 2f 91y,Kellyiscool (IRE),G Brouder,0,N C Kelly,PU,N/A,10,10-6ht,-,True,122,18
Sligo Racing Results | 11th June 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 2f 91y,Clever Currency (IRE),B P Kennedy,4,P W Flynn,F,N/A,7,10-10tp,-,True,122,18
Sligo Racing Results | 11th June 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 2f 91y,Tom Mcgreevy (IRE),T P Harney,4,Liz Doyle,BD,N/A,9,11-0ht,-,True,122,18
Sligo Racing Results | 11th June 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 2f 91y,Flaming Moon (IRE),P T Smithers,4,P Flood,8th,Short Head,7,11-0,-,True,122,18
Sligo Racing Results | 11th June 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 2f 91y,Young Fitzy (IRE),R P Geoghegan,4,N Lee,7th,42 l,9,10-6p,-,True,122,18
Sligo Racing Results | 11th June 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 2f 91y,Gino Drummer Boy (IRE),P Cleary,4,G Elliott,6th,28 l,8,10-8p,-,True,122,18
Sligo Racing Results | 11th June 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 2f 91y,Summer Tide (IRE),Kevin A Murphy,4,C Byrnes,5th,13 l,9,11-4,-,True,122,18
Sligo Racing Results | 11th June 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 2f 91y,Gordons Aura (IRE),C P Millar,4,G Elliott,4th,1 1/2 l,5,11-4p,-,True,122,18
Sligo Racing Results | 11th June 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 2f 91y,Routine Excellence (IRE),A Balfe,4,G P Cromwell,3rd,6 1/2 l,8,12-0p,-,True,122,18
Sligo Racing Results | 11th June 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 2f 91y,Broken Ice (IRE),P M O'Brien,4,G P Cromwell,2nd,1 1/4 l,8,11-0p,-,True,122,18
Sligo Racing Results | 11th June 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 2f 91y,Kendancer (FR),P Byrnes,0,C Byrnes,1st,N/A,8,10-12v,-,True,122,18
Sligo Racing Results | 11th June 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 2f 91y,Edge Of Darkness (IRE),P K Donovan,2,D Hogan,NR,N/A,4,11-3p,-,True,122,18
Sligo Racing Results | 11th June 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 2f 91y,Mr Macallum (IRE),M J Molloy,4,Mrs C O'Leary,NR,N/A,4,11-9t1,-,True,122,18
Sligo Racing Results | 11th June 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 2f 91y,Doctor Nightingale (IRE),J Coen,0,G Elliott,UR,N/A,4,11-3,-,True,122,18
Sligo Racing Results | 11th June 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 2f 91y,Kellyiscool (IRE),G Brouder,0,N C Kelly,PU,N/A,10,10-6ht,-,True,122,18
Sligo Racing Results | 11th June 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 2f 91y,Clever Currency (IRE),B P Kennedy,4,P W Flynn,F,N/A,7,10-10tp,-,True,122,18
Sligo Racing Results | 11th June 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 2f 91y,Tom Mcgreevy (IRE),T P Harney,4,Liz Doyle,BD,N/A,9,11-0ht,-,True,122,18
Sligo Racing Results | 11th June 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 2f 91y,Flaming Moon (IRE),P T Smithers,4,P Flood,8th,Short Head,7,11-0,-,True,122,18
Sligo Racing Results | 11th June 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 2f 91y,Young Fitzy (IRE),R P Geoghegan,4,N Lee,7th,42 l,9,10-6p,-,True,122,18
Sligo Racing Results | 11th June 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 2f 91y,Gino Drummer Boy (IRE),P Cleary,4,G Elliott,6th,28 l,8,10-8p,-,True,122,18
Sligo Racing Results | 11th June 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 2f 91y,Summer Tide (IRE),Kevin A Murphy,4,C Byrnes,5th,13 l,9,11-4,-,True,122,18
Sligo Racing Results | 11th June 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 2f 91y,Gordons Aura (IRE),C P Millar,4,G Elliott,4th,1 1/2 l,5,11-4p,-,True,122,18
Sligo Racing Results | 11th June 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 2f 91y,Routine Excellence (IRE),A Balfe,4,G P Cromwell,3rd,6 1/2 l,8,12-0p,-,True,122,18
Sligo Racing Results | 11th June 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 2f 91y,Broken Ice (IRE),P M O'Brien,4,G P Cromwell,2nd,1 1/4 l,8,11-0p,-,True,122,18
Sligo Racing Results | 11th June 2024 16:45,N/A,16:45,Good (Good To Yielding In Places),2m 2f 91y,Kendancer (FR),P Byrnes,0,C Byrnes,1st,N/A,8,10-12v,-,True,122,18
Sligo Racing Results | 11th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 1f 182y,Crimlin Rose (IRE),P Byrnes,3,M M McNiff,F,N/A,6,11-7,-,True,122,19
Sligo Racing Results | 11th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 1f 182y,Crystal's Heir (IRE),K C Sexton,0,P W Flynn,12th,3 1/4 l,6,11-7,-,True,122,19
Sligo Racing Results | 11th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 1f 182y,Me And Mrs Lee (IRE),R P Geoghegan,7,N Lee,11th,25 l,6,11-7,-,True,122,19
Sligo Racing Results | 11th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 1f 182y,Seren Ni (IRE),R A Doyle,0,E J O'Grady,10th,2 l,5,11-7t,-,True,122,19
Sligo Racing Results | 11th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 1f 182y,Seventy Eight Team (IRE),J G Gilligan,7,P J Gilligan,9th,3 l,6,11-7,-,True,122,19
Sligo Racing Results | 11th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 1f 182y,Silin Alainn (IRE),G B Noonan,5,N Lee,8th,3 1/2 l,5,11-7,-,True,122,19
Sligo Racing Results | 11th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 1f 182y,Leste (IRE),G Brouder,5,J P Ryan,7th,12 l,5,11-7,-,True,122,19
Sligo Racing Results | 11th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 1f 182y,Ballycommon Chapel (IRE),C Owens,7,R Donohoe,6th,8 1/2 l,6,11-7,-,True,122,19
Sligo Racing Results | 11th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 1f 182y,Sydney Cruiser (IRE),E Walsh,0,Ciaran Murphy,5th,2 3/4 l,6,11-7,-,True,122,19
Sligo Racing Results | 11th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 1f 182y,African Lady (IRE),C Stone-Walsh,5,G P Cromwell,4th,11 l,4,11-2,-,True,122,19
Sligo Racing Results | 11th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 1f 182y,Doyen Magic (IRE),R Deegan,0,P Nolan,3rd,4 1/4 l,5,11-7t,-,True,122,19
Sligo Racing Results | 11th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 1f 182y,Sainte Baol (FR),C P Millar,7,G Elliott,2nd,3/4 l,6,11-7,-,True,122,19
Sligo Racing Results | 11th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 1f 182y,Andyourbirdcansing (IRE),S Fitzgerald,0,J P Ryan,1st,N/A,6,11-7,-,True,122,19
Sligo Racing Results | 11th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 1f 182y,Crimlin Rose (IRE),P Byrnes,3,M M McNiff,F,N/A,6,11-7,-,True,122,19
Sligo Racing Results | 11th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 1f 182y,Crystal's Heir (IRE),K C Sexton,0,P W Flynn,12th,3 1/4 l,6,11-7,-,True,122,19
Sligo Racing Results | 11th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 1f 182y,Me And Mrs Lee (IRE),R P Geoghegan,7,N Lee,11th,25 l,6,11-7,-,True,122,19
Sligo Racing Results | 11th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 1f 182y,Seren Ni (IRE),R A Doyle,0,E J O'Grady,10th,2 l,5,11-7t,-,True,122,19
Sligo Racing Results | 11th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 1f 182y,Seventy Eight Team (IRE),J G Gilligan,7,P J Gilligan,9th,3 l,6,11-7,-,True,122,19
Sligo Racing Results | 11th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 1f 182y,Silin Alainn (IRE),G B Noonan,5,N Lee,8th,3 1/2 l,5,11-7,-,True,122,19
Sligo Racing Results | 11th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 1f 182y,Leste (IRE),G Brouder,5,J P Ryan,7th,12 l,5,11-7,-,True,122,19
Sligo Racing Results | 11th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 1f 182y,Ballycommon Chapel (IRE),C Owens,7,R Donohoe,6th,8 1/2 l,6,11-7,-,True,122,19
Sligo Racing Results | 11th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 1f 182y,Sydney Cruiser (IRE),E Walsh,0,Ciaran Murphy,5th,2 3/4 l,6,11-7,-,True,122,19
Sligo Racing Results | 11th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 1f 182y,African Lady (IRE),C Stone-Walsh,5,G P Cromwell,4th,11 l,4,11-2,-,True,122,19
Sligo Racing Results | 11th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 1f 182y,Doyen Magic (IRE),R Deegan,0,P Nolan,3rd,4 1/4 l,5,11-7t,-,True,122,19
Sligo Racing Results | 11th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 1f 182y,Sainte Baol (FR),C P Millar,7,G Elliott,2nd,3/4 l,6,11-7,-,True,122,19
Sligo Racing Results | 11th June 2024 17:15,N/A,17:15,Good (Good To Yielding In Places),2m 1f 182y,Andyourbirdcansing (IRE),S Fitzgerald,0,J P Ryan,1st,N/A,6,11-7,-,True,122,19
Sligo Racing Results | 11th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 1f 182y,Expound,L Quinlan,0,D Hogan,NR,N/A,5,11-12t,-,True,122,20
Sligo Racing Results | 11th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 1f 182y,Janus Bede (FR),,0,Peter Fahey,NR,N/A,5,11-12,-,True,122,20
Sligo Racing Results | 11th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 1f 182y,Lauras Spirit (IRE),R P Geoghegan,4,N Lee,PU,N/A,5,11-5h,-,True,122,20
Sligo Racing Results | 11th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 1f 182y,Lakewood (IRE),C P Millar,4,Thomas Coyle,PU,N/A,5,11-5,-,True,122,20
Sligo Racing Results | 11th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 1f 182y,Podcast,P Byrnes,0,T Gibney,10th,20 l,5,11-12,-,True,122,20
Sligo Racing Results | 11th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 1f 182y,Zarvero (IRE),P M O'Brien,4,Tom Dreaper,9th,6 l,6,11-12,-,True,122,20
Sligo Racing Results | 11th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 1f 182y,French Milan (IRE),A Harvey,4,James Andrew Fahey,8th,32 l,6,11-5,-,True,122,20
Sligo Racing Results | 11th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 1f 182y,County Champs (IRE),D Moloney,4,B McMahon,7th,4 1/4 l,5,11-12,-,True,122,20
Sligo Racing Results | 11th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 1f 182y,Fast Felix (IRE),G B Noonan,2,E McCarthy,6th,7 1/2 l,6,11-12t,-,True,122,20
Sligo Racing Results | 11th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 1f 182y,Downtherefordancin,C Stone-Walsh,2,G P Cromwell,5th,4 l,5,11-12p,-,True,122,20
Sligo Racing Results | 11th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 1f 182y,Drumgill (IRE),P K Donovan,2,J P Ryan,4th,14 l,5,11-12,-,True,122,20
Sligo Racing Results | 11th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 1f 182y,Leave In Secret (IRE),O R Brown,2,T Gibney,3rd,9 l,5,11-12,-,True,122,20
Sligo Racing Results | 11th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 1f 182y,Break The Boundary (IRE),C Owens,4,P J Rothwell,2nd,8 l,5,11-12,-,True,122,20
Sligo Racing Results | 11th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 1f 182y,Koori Star (IRE),J Coen,0,Peter Fahey,1st,N/A,6,11-12,-,True,122,20
Sligo Racing Results | 11th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 1f 182y,Expound,L Quinlan,0,D Hogan,NR,N/A,5,11-12t,-,True,122,20
Sligo Racing Results | 11th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 1f 182y,Janus Bede (FR),,0,Peter Fahey,NR,N/A,5,11-12,-,True,122,20
Sligo Racing Results | 11th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 1f 182y,Lauras Spirit (IRE),R P Geoghegan,4,N Lee,PU,N/A,5,11-5h,-,True,122,20
Sligo Racing Results | 11th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 1f 182y,Lakewood (IRE),C P Millar,4,Thomas Coyle,PU,N/A,5,11-5,-,True,122,20
Sligo Racing Results | 11th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 1f 182y,Podcast,P Byrnes,0,T Gibney,10th,20 l,5,11-12,-,True,122,20
Sligo Racing Results | 11th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 1f 182y,Zarvero (IRE),P M O'Brien,4,Tom Dreaper,9th,6 l,6,11-12,-,True,122,20
Sligo Racing Results | 11th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 1f 182y,French Milan (IRE),A Harvey,4,James Andrew Fahey,8th,32 l,6,11-5,-,True,122,20
Sligo Racing Results | 11th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 1f 182y,County Champs (IRE),D Moloney,4,B McMahon,7th,4 1/4 l,5,11-12,-,True,122,20
Sligo Racing Results | 11th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 1f 182y,Fast Felix (IRE),G B Noonan,2,E McCarthy,6th,7 1/2 l,6,11-12t,-,True,122,20
Sligo Racing Results | 11th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 1f 182y,Downtherefordancin,C Stone-Walsh,2,G P Cromwell,5th,4 l,5,11-12p,-,True,122,20
Sligo Racing Results | 11th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 1f 182y,Drumgill (IRE),P K Donovan,2,J P Ryan,4th,14 l,5,11-12,-,True,122,20
Sligo Racing Results | 11th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 1f 182y,Leave In Secret (IRE),O R Brown,2,T Gibney,3rd,9 l,5,11-12,-,True,122,20
Sligo Racing Results | 11th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 1f 182y,Break The Boundary (IRE),C Owens,4,P J Rothwell,2nd,8 l,5,11-12,-,True,122,20
Sligo Racing Results | 11th June 2024 17:45,N/A,17:45,Good (Good To Yielding In Places),2m 1f 182y,Koori Star (IRE),J Coen,0,Peter Fahey,1st,N/A,6,11-12,-,True,122,20
Sligo Racing Results | 11th June 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 1f 182y,Imadpour (IRE),D P Maxwell,7,A McNamara,NR,N/A,4,11-3,95,True,122,21
Sligo Racing Results | 11th June 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 1f 182y,Justmadeit (IRE),P K Donovan,5,D Hogan,NR,N/A,5,11-6,93,True,122,21
Sligo Racing Results | 11th June 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 1f 182y,Shuil Na Tra (IRE),R P Geoghegan,7,N Lee,11th,40 l,6,11-0h,87,True,122,21
Sligo Racing Results | 11th June 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 1f 182y,Highland King (IRE),A Harvey,7,J C McConnell,10th,31 l,5,11-8,95,True,122,21
Sligo Racing Results | 11th June 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 1f 182y,Gamigin (IRE),G Brouder,5,N C Kelly,9th,2 1/4 l,6,11-12t,99,True,122,21
Sligo Racing Results | 11th June 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 1f 182y,Pearlofflorida (IRE),J B Foley,0,L P Cusack,8th,Head,7,11-7,94,True,122,21
Sligo Racing Results | 11th June 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 1f 182y,Caoimhes Pet (IRE),G B Noonan,5,E McCarthy,7th,5 1/2 l,7,11-7,94,True,122,21
Sligo Racing Results | 11th June 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 1f 182y,Lucky Storm (IRE),J Coen,3,G Elliott,6th,12 l,6,11-12tp1,99,True,122,21
Sligo Racing Results | 11th June 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 1f 182y,Grand Cru Chatho (FR),P Byrnes,3,E Cawley,5th,Neck,8,11-6ht,93,True,122,21
Sligo Racing Results | 11th June 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 1f 182y,Bigira (FR),D Butler,7,M Fahey,4th,Short Head,5,11-3,90,True,122,21
Sligo Racing Results | 11th June 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 1f 182y,Moulane West (IRE),H Morgan,0,M M McNiff,3rd,3/4 l,8,11-0t1,87,True,122,21
Sligo Racing Results | 11th June 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 1f 182y,Boston Bobby (IRE),P J O'Hanlon,3,P J Rothwell,2nd,1/2 l,5,10-8p1,81,True,122,21
Sligo Racing Results | 11th June 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 1f 182y,Verbal Sparring (IRE),C P Millar,7,D McDonogh,1st,N/A,5,11-8,95,True,122,21
Sligo Racing Results | 11th June 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 1f 182y,Imadpour (IRE),D P Maxwell,7,A McNamara,NR,N/A,4,11-3,95,True,122,21
Sligo Racing Results | 11th June 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 1f 182y,Justmadeit (IRE),P K Donovan,5,D Hogan,NR,N/A,5,11-6,93,True,122,21
Sligo Racing Results | 11th June 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 1f 182y,Shuil Na Tra (IRE),R P Geoghegan,7,N Lee,11th,40 l,6,11-0h,87,True,122,21
Sligo Racing Results | 11th June 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 1f 182y,Highland King (IRE),A Harvey,7,J C McConnell,10th,31 l,5,11-8,95,True,122,21
Sligo Racing Results | 11th June 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 1f 182y,Gamigin (IRE),G Brouder,5,N C Kelly,9th,2 1/4 l,6,11-12t,99,True,122,21
Sligo Racing Results | 11th June 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 1f 182y,Pearlofflorida (IRE),J B Foley,0,L P Cusack,8th,Head,7,11-7,94,True,122,21
Sligo Racing Results | 11th June 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 1f 182y,Caoimhes Pet (IRE),G B Noonan,5,E McCarthy,7th,5 1/2 l,7,11-7,94,True,122,21
Sligo Racing Results | 11th June 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 1f 182y,Lucky Storm (IRE),J Coen,3,G Elliott,6th,12 l,6,11-12tp1,99,True,122,21
Sligo Racing Results | 11th June 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 1f 182y,Grand Cru Chatho (FR),P Byrnes,3,E Cawley,5th,Neck,8,11-6ht,93,True,122,21
Sligo Racing Results | 11th June 2024 18:15,N/A,18:15,Good (Good To Yielding In Places),2m 1f 182y,Bigira (FR),D Butler,7,M Fahey,4th,Short Head,5,11-3,90,True,122,21
