track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,18:52,Soft (Yielding In Places),1m,The Equator (IRE),Ryan Moore,0,Aidan O'Brien,4th,3/4 l,2,9-7,-,True,70,21
N/A,N/A,18:52,Soft (Yielding In Places),1m,Gandolfo (IRE),C. D. Hayes,0,Noel Meade,3rd,1/2 l,2,9-7,-,True,70,21
N/A,N/A,18:52,Soft (Yielding In Places),1m,Chief Little Rock (IRE),Seamie Heffernan,0,Aidan O'Brien,2nd,1/2 l,2,9-7,-,True,70,21
N/A,N/A,18:52,Soft (Yielding In Places),1m,Juxtaposition (IRE),William James Lee,0,P. Twomey,1st,N/A,2,9-7,-,True,70,21
N/A,N/A,19:22,Soft (Yielding In Places),1m 1f,Drummin Life (IRE),William James Lee,0,W. McCreery,6th,4 3/4 l,3,10-0,91,True,70,22
N/A,N/A,19:22,Soft (Yielding In Places),1m 1f,Pandora Lovegood (IRE),G. F. Carroll,0,Joseph G. Murphy,5th,1 3/4 l,3,9-11,88,True,70,22
N/A,N/A,19:22,Soft (Yielding In Places),1m 1f,Fort Vega (FR),R. C. Colgan,0,Ms Sheila Lavery,4th,1/2 l,3,9-12,89,True,70,22
N/A,N/A,19:22,Soft (Yielding In Places),1m 1f,Encosta (IRE),C. T. Keane,0,Noel Meade,3rd,2 l,3,9-1,78,True,70,22
N/A,N/A,19:22,Soft (Yielding In Places),1m 1f,Carracci (USA),Ryan Moore,0,Aidan O'Brien,2nd,Head,3,10-0b,91,True,70,22
N/A,N/A,19:22,Soft (Yielding In Places),1m 1f,Save Your Love (IRE),Ben Martin Coen,0,John Patrick Murtagh,1st,N/A,3,9-12t,89,True,70,22
N/A,N/A,19:22,Soft (Yielding In Places),1m 1f,Drummin Life (IRE),William James Lee,0,W. McCreery,6th,4 3/4 l,3,10-0,91,True,70,22
N/A,N/A,19:22,Soft (Yielding In Places),1m 1f,Pandora Lovegood (IRE),G. F. Carroll,0,Joseph G. Murphy,5th,1 3/4 l,3,9-11,88,True,70,22
N/A,N/A,19:22,Soft (Yielding In Places),1m 1f,Fort Vega (FR),R. C. Colgan,0,Ms Sheila Lavery,4th,1/2 l,3,9-12,89,True,70,22
N/A,N/A,19:22,Soft (Yielding In Places),1m 1f,Encosta (IRE),C. T. Keane,0,Noel Meade,3rd,2 l,3,9-1,78,True,70,22
N/A,N/A,19:22,Soft (Yielding In Places),1m 1f,Carracci (USA),Ryan Moore,0,Aidan O'Brien,2nd,Head,3,10-0b,91,True,70,22
N/A,N/A,19:22,Soft (Yielding In Places),1m 1f,Save Your Love (IRE),Ben Martin Coen,0,John Patrick Murtagh,1st,N/A,3,9-12t,89,True,70,22
N/A,N/A,19:52,Soft (Yielding In Places),1m 4f 180y,Duke Of Leggagh (IRE),S. P. Bird,7,Michael Mulvany,7th,4 1/2 l,3,9-3,-,True,70,23
N/A,N/A,19:52,Soft (Yielding In Places),1m 4f 180y,Dutch Gold (IRE),D. B. McMonagle,0,Noel Meade,6th,1 3/4 l,3,9-9,-,True,70,23
N/A,N/A,19:52,Soft (Yielding In Places),1m 4f 180y,Mr Lincoln,G. F. Carroll,0,Joseph G. Murphy,5th,1 1/4 l,3,9-7,-,True,70,23
N/A,N/A,19:52,Soft (Yielding In Places),1m 4f 180y,Esquiline (FR),Ben Martin Coen,0,John Patrick Murtagh,4th,2 1/4 l,3,9-7p,-,True,70,23
N/A,N/A,19:52,Soft (Yielding In Places),1m 4f 180y,Rapparee Champ (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,3rd,1 1/4 l,3,9-1p1,-,True,70,23
N/A,N/A,19:52,Soft (Yielding In Places),1m 4f 180y,Picture of a City,William James Lee,0,Andrew Oliver,2nd,6 l,3,9-5p,-,True,70,23
N/A,N/A,19:52,Soft (Yielding In Places),1m 4f 180y,Waltham,C. T. Keane,0,G. M. Lyons,1st,N/A,3,10-0,-,True,70,23
N/A,N/A,19:52,Soft (Yielding In Places),1m 4f 180y,Duke Of Leggagh (IRE),S. P. Bird,7,Michael Mulvany,7th,4 1/2 l,3,9-3,-,True,70,23
N/A,N/A,19:52,Soft (Yielding In Places),1m 4f 180y,Dutch Gold (IRE),D. B. McMonagle,0,Noel Meade,6th,1 3/4 l,3,9-9,-,True,70,23
N/A,N/A,19:52,Soft (Yielding In Places),1m 4f 180y,Mr Lincoln,G. F. Carroll,0,Joseph G. Murphy,5th,1 1/4 l,3,9-7,-,True,70,23
N/A,N/A,19:52,Soft (Yielding In Places),1m 4f 180y,Esquiline (FR),Ben Martin Coen,0,John Patrick Murtagh,4th,2 1/4 l,3,9-7p,-,True,70,23
N/A,N/A,19:52,Soft (Yielding In Places),1m 4f 180y,Rapparee Champ (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,3rd,1 1/4 l,3,9-1p1,-,True,70,23
N/A,N/A,19:52,Soft (Yielding In Places),1m 4f 180y,Picture of a City,William James Lee,0,Andrew Oliver,2nd,6 l,3,9-5p,-,True,70,23
N/A,N/A,19:52,Soft (Yielding In Places),1m 4f 180y,Waltham,C. T. Keane,0,G. M. Lyons,1st,N/A,3,10-0,-,True,70,23
N/A,N/A,20:22,Soft (Yielding In Places),1m 7f,Moon Over Claddagh,D. W. O'Connor,0,Henry de Bromhead,14th,6 l,5,9-12,68,True,70,24
N/A,N/A,20:22,Soft (Yielding In Places),1m 7f,Jukebox Jive (FR),Seamie Heffernan,0,Shane Nolan,13th,2 3/4 l,9,9-2t,58,True,70,24
N/A,N/A,20:22,Soft (Yielding In Places),1m 7f,Annecherie (IRE),G. F. Carroll,0,Ms Sheila Lavery,12th,6 l,5,9-3,59,True,70,24
N/A,N/A,20:22,Soft (Yielding In Places),1m 7f,Jazzy Rock (IRE),Declan McDonogh,0,Francis Casey,11th,1 3/4 l,4,8-11,53,True,70,24
N/A,N/A,20:22,Soft (Yielding In Places),1m 7f,Harvest Bow (IRE),H. J. Horgan,7,H. D. McGuigan,10th,1/2 l,7,10-2,72,True,70,24
N/A,N/A,20:22,Soft (Yielding In Places),1m 7f,Firm Belief (IRE),D. B. McMonagle,0,Rodger Sweeney,9th,Neck,5,9-4p1,60,True,70,24
N/A,N/A,20:22,Soft (Yielding In Places),1m 7f,Portville (IRE),Ben Martin Coen,0,Peter Fahey,8th,1 l,4,8-13,55,True,70,24
N/A,N/A,20:22,Soft (Yielding In Places),1m 7f,Elzaamsan (IRE),William James Lee,0,M. Halford & T. Collins,7th,Neck,5,9-8tb1,64,True,70,24
N/A,N/A,20:22,Soft (Yielding In Places),1m 7f,Mephisto (IRE),C. T. Keane,0,Gerard Keane,6th,1/2 l,6,9-3v,59,True,70,24
N/A,N/A,20:22,Soft (Yielding In Places),1m 7f,Oranmore (IRE),C. D. Hayes,0,Luke Comer,5th,1/2 l,7,9-10,66,True,70,24
N/A,N/A,20:22,Soft (Yielding In Places),1m 7f,Tenth Amendment (IRE),J. A. Powell,5,Keith Henry Clarke,4th,1/2 l,9,8-7t,49,True,70,24
N/A,N/A,20:22,Soft (Yielding In Places),1m 7f,Barometer (IRE),Shane Foley,0,John Joseph Murphy,3rd,1/2 l,8,9-6,62,True,70,24
N/A,N/A,20:22,Soft (Yielding In Places),1m 7f,Red Vermillion (IRE),N. M. Crosse,0,Kevin Thomas Coleman,2nd,1 1/4 l,8,9-0,56,True,70,24
N/A,N/A,20:22,Soft (Yielding In Places),1m 7f,Folly Beach,A. C. Persse,7,Mark Molloy,1st,N/A,5,8-12,54,True,70,24
N/A,N/A,20:22,Soft (Yielding In Places),1m 7f,Moon Over Claddagh,D. W. O'Connor,0,Henry de Bromhead,14th,6 l,5,9-12,68,True,70,24
N/A,N/A,20:22,Soft (Yielding In Places),1m 7f,Jukebox Jive (FR),Seamie Heffernan,0,Shane Nolan,13th,2 3/4 l,9,9-2t,58,True,70,24
N/A,N/A,20:22,Soft (Yielding In Places),1m 7f,Annecherie (IRE),G. F. Carroll,0,Ms Sheila Lavery,12th,6 l,5,9-3,59,True,70,24
N/A,N/A,20:22,Soft (Yielding In Places),1m 7f,Jazzy Rock (IRE),Declan McDonogh,0,Francis Casey,11th,1 3/4 l,4,8-11,53,True,70,24
N/A,N/A,20:22,Soft (Yielding In Places),1m 7f,Harvest Bow (IRE),H. J. Horgan,7,H. D. McGuigan,10th,1/2 l,7,10-2,72,True,70,24
N/A,N/A,20:22,Soft (Yielding In Places),1m 7f,Firm Belief (IRE),D. B. McMonagle,0,Rodger Sweeney,9th,Neck,5,9-4p1,60,True,70,24
N/A,N/A,20:22,Soft (Yielding In Places),1m 7f,Portville (IRE),Ben Martin Coen,0,Peter Fahey,8th,1 l,4,8-13,55,True,70,24
N/A,N/A,20:22,Soft (Yielding In Places),1m 7f,Elzaamsan (IRE),William James Lee,0,M. Halford & T. Collins,7th,Neck,5,9-8tb1,64,True,70,24
N/A,N/A,20:22,Soft (Yielding In Places),1m 7f,Mephisto (IRE),C. T. Keane,0,Gerard Keane,6th,1/2 l,6,9-3v,59,True,70,24
N/A,N/A,20:22,Soft (Yielding In Places),1m 7f,Oranmore (IRE),C. D. Hayes,0,Luke Comer,5th,1/2 l,7,9-10,66,True,70,24
N/A,N/A,20:22,Soft (Yielding In Places),1m 7f,Tenth Amendment (IRE),J. A. Powell,5,Keith Henry Clarke,4th,1/2 l,9,8-7t,49,True,70,24
N/A,N/A,20:22,Soft (Yielding In Places),1m 7f,Barometer (IRE),Shane Foley,0,John Joseph Murphy,3rd,1/2 l,8,9-6,62,True,70,24
N/A,N/A,20:22,Soft (Yielding In Places),1m 7f,Red Vermillion (IRE),N. M. Crosse,0,Kevin Thomas Coleman,2nd,1 1/4 l,8,9-0,56,True,70,24
N/A,N/A,20:22,Soft (Yielding In Places),1m 7f,Folly Beach,A. C. Persse,7,Mark Molloy,1st,N/A,5,8-12,54,True,70,24
Limerick Racing Results | 27th July 2023 17:00,N/A,17:00,Yielding To Soft (Soft In Places),2m,Rene Artois (IRE),Gavin Peter Brouder,5,James A. Nash,NR,N/A,4,11-7,-,True,70,25
Limerick Racing Results | 27th July 2023 17:00,N/A,17:00,Yielding To Soft (Soft In Places),2m,Can't Think (IRE),S. Cleary-Farrell,7,Steve Jones,16th,40 l,4,11-7,-,True,70,25
Limerick Racing Results | 27th July 2023 17:00,N/A,17:00,Yielding To Soft (Soft In Places),2m,Boston Bobby (IRE),J. P. O'Sullivan,3,P. J. Rothwell,15th,1/2 l,4,11-7,-,True,70,25
Limerick Racing Results | 27th July 2023 17:00,N/A,17:00,Yielding To Soft (Soft In Places),2m,Cramers Valley (IRE),C. Owens,7,P. J. Rothwell,14th,1 1/4 l,4,11-7,-,True,70,25
Limerick Racing Results | 27th July 2023 17:00,N/A,17:00,Yielding To Soft (Soft In Places),2m,Junot (IRE),S. Fitzgerald,0,Michael Winters,13th,1 l,4,11-7,-,True,70,25
Limerick Racing Results | 27th July 2023 17:00,N/A,17:00,Yielding To Soft (Soft In Places),2m,No Mean Feat (IRE),A. P. Kelly,5,Padraig Roche,12th,2 1/2 l,4,11-7,-,True,70,25
Limerick Racing Results | 27th July 2023 17:00,N/A,17:00,Yielding To Soft (Soft In Places),2m,Man Oh Man (IRE),Sean Flanagan,0,W. J. Burke,11th,4 3/4 l,4,11-7,-,True,70,25
Limerick Racing Results | 27th July 2023 17:00,N/A,17:00,Yielding To Soft (Soft In Places),2m,Container Madness (IRE),C. Brassil,5,Martin Brassil,10th,3/4 l,4,11-7,-,True,70,25
Limerick Racing Results | 27th July 2023 17:00,N/A,17:00,Yielding To Soft (Soft In Places),2m,Black Vega (IRE),A. M. McCurtin,0,John F. Gleeson,9th,2 1/4 l,4,11-7,-,True,70,25
Limerick Racing Results | 27th July 2023 17:00,N/A,17:00,Yielding To Soft (Soft In Places),2m,Verbal Sparring (IRE),E. Walsh,3,Desmond McDonogh,8th,Head,4,11-7,-,True,70,25
Limerick Racing Results | 27th July 2023 17:00,N/A,17:00,Yielding To Soft (Soft In Places),2m,Yorkshire Escape (IRE),Sam Ewing,0,Gordon Elliott,7th,1 1/4 l,4,11-0,-,True,70,25
Limerick Racing Results | 27th July 2023 17:00,N/A,17:00,Yielding To Soft (Soft In Places),2m,Aegirine (IRE),M. J. M. O'Sullivan,0,Eugene M. O'Sullivan,6th,Neck,4,11-0,-,True,70,25
Limerick Racing Results | 27th July 2023 17:00,N/A,17:00,Yielding To Soft (Soft In Places),2m,Dolly Watkins (IRE),S. D. Torrens,0,Aidan Anthony Howard,5th,1 l,4,11-0,-,True,70,25
Limerick Racing Results | 27th July 2023 17:00,N/A,17:00,Yielding To Soft (Soft In Places),2m,R S Ambush (IRE),C. M. Quirke,5,David Harry Kelly,4th,2 3/4 l,4,11-7,-,True,70,25
Limerick Racing Results | 27th July 2023 17:00,N/A,17:00,Yielding To Soft (Soft In Places),2m,Lady Masquerade (IRE),D. E. Mullins,0,Gavin Patrick Cromwell,3rd,1/2 l,4,11-0,-,True,70,25
Limerick Racing Results | 27th July 2023 17:00,N/A,17:00,Yielding To Soft (Soft In Places),2m,All Ways And Ever (IRE),C. D. Maxwell,0,T. G. McCourt,2nd,6 1/2 l,4,11-0t,-,True,70,25
Limerick Racing Results | 27th July 2023 17:00,N/A,17:00,Yielding To Soft (Soft In Places),2m,Shajak (IRE),M. P. Walsh,0,Gordon Elliott,1st,N/A,4,11-7t,-,True,70,25
Limerick Racing Results | 27th July 2023 17:00,N/A,17:00,Yielding To Soft (Soft In Places),2m,Rene Artois (IRE),Gavin Peter Brouder,5,James A. Nash,NR,N/A,4,11-7,-,True,70,25
Limerick Racing Results | 27th July 2023 17:00,N/A,17:00,Yielding To Soft (Soft In Places),2m,Can't Think (IRE),S. Cleary-Farrell,7,Steve Jones,16th,40 l,4,11-7,-,True,70,25
Limerick Racing Results | 27th July 2023 17:00,N/A,17:00,Yielding To Soft (Soft In Places),2m,Boston Bobby (IRE),J. P. O'Sullivan,3,P. J. Rothwell,15th,1/2 l,4,11-7,-,True,70,25
Limerick Racing Results | 27th July 2023 17:00,N/A,17:00,Yielding To Soft (Soft In Places),2m,Cramers Valley (IRE),C. Owens,7,P. J. Rothwell,14th,1 1/4 l,4,11-7,-,True,70,25
Limerick Racing Results | 27th July 2023 17:00,N/A,17:00,Yielding To Soft (Soft In Places),2m,Junot (IRE),S. Fitzgerald,0,Michael Winters,13th,1 l,4,11-7,-,True,70,25
Limerick Racing Results | 27th July 2023 17:00,N/A,17:00,Yielding To Soft (Soft In Places),2m,No Mean Feat (IRE),A. P. Kelly,5,Padraig Roche,12th,2 1/2 l,4,11-7,-,True,70,25
Limerick Racing Results | 27th July 2023 17:00,N/A,17:00,Yielding To Soft (Soft In Places),2m,Man Oh Man (IRE),Sean Flanagan,0,W. J. Burke,11th,4 3/4 l,4,11-7,-,True,70,25
Limerick Racing Results | 27th July 2023 17:00,N/A,17:00,Yielding To Soft (Soft In Places),2m,Container Madness (IRE),C. Brassil,5,Martin Brassil,10th,3/4 l,4,11-7,-,True,70,25
Limerick Racing Results | 27th July 2023 17:00,N/A,17:00,Yielding To Soft (Soft In Places),2m,Black Vega (IRE),A. M. McCurtin,0,John F. Gleeson,9th,2 1/4 l,4,11-7,-,True,70,25
Limerick Racing Results | 27th July 2023 17:00,N/A,17:00,Yielding To Soft (Soft In Places),2m,Verbal Sparring (IRE),E. Walsh,3,Desmond McDonogh,8th,Head,4,11-7,-,True,70,25
Limerick Racing Results | 27th July 2023 17:00,N/A,17:00,Yielding To Soft (Soft In Places),2m,Yorkshire Escape (IRE),Sam Ewing,0,Gordon Elliott,7th,1 1/4 l,4,11-0,-,True,70,25
Limerick Racing Results | 27th July 2023 17:00,N/A,17:00,Yielding To Soft (Soft In Places),2m,Aegirine (IRE),M. J. M. O'Sullivan,0,Eugene M. O'Sullivan,6th,Neck,4,11-0,-,True,70,25
Limerick Racing Results | 27th July 2023 17:00,N/A,17:00,Yielding To Soft (Soft In Places),2m,Dolly Watkins (IRE),S. D. Torrens,0,Aidan Anthony Howard,5th,1 l,4,11-0,-,True,70,25
Limerick Racing Results | 27th July 2023 17:00,N/A,17:00,Yielding To Soft (Soft In Places),2m,R S Ambush (IRE),C. M. Quirke,5,David Harry Kelly,4th,2 3/4 l,4,11-7,-,True,70,25
Limerick Racing Results | 27th July 2023 17:00,N/A,17:00,Yielding To Soft (Soft In Places),2m,Lady Masquerade (IRE),D. E. Mullins,0,Gavin Patrick Cromwell,3rd,1/2 l,4,11-0,-,True,70,25
Limerick Racing Results | 27th July 2023 17:00,N/A,17:00,Yielding To Soft (Soft In Places),2m,All Ways And Ever (IRE),C. D. Maxwell,0,T. G. McCourt,2nd,6 1/2 l,4,11-0t,-,True,70,25
Limerick Racing Results | 27th July 2023 17:00,N/A,17:00,Yielding To Soft (Soft In Places),2m,Shajak (IRE),M. P. Walsh,0,Gordon Elliott,1st,N/A,4,11-7t,-,True,70,25
Limerick Racing Results | 27th July 2023 17:35,N/A,17:35,Yielding To Soft (Soft In Places),2m 1f,Walk In The Dark (IRE),Mr H. C. Swan,5,Brendan Maurice Walsh,PU,N/A,6,11-7,95,True,70,26
Limerick Racing Results | 27th July 2023 17:35,N/A,17:35,Yielding To Soft (Soft In Places),2m 1f,Crowsatedappletart (IRE),Kieran Callaghan,5,Michael Winters,PU,N/A,6,12-0tp,102,True,70,26
Limerick Racing Results | 27th July 2023 17:35,N/A,17:35,Yielding To Soft (Soft In Places),2m 1f,Diamond Union,D. J. O'Keeffe,0,E. J. O'Grady,PU,N/A,6,11-7b,95,True,70,26
Limerick Racing Results | 27th July 2023 17:35,N/A,17:35,Yielding To Soft (Soft In Places),2m 1f,He's Ok (IRE),Richard Condon,5,W. J. Lanigan,PU,N/A,9,12-0,102,True,70,26
Limerick Racing Results | 27th July 2023 17:35,N/A,17:35,Yielding To Soft (Soft In Places),2m 1f,Windsor Diamond (IRE),Sarah Kavanagh,7,James M. Barcoe,10th,84 l,8,10-11,85,True,70,26
Limerick Racing Results | 27th July 2023 17:35,N/A,17:35,Yielding To Soft (Soft In Places),2m 1f,Jack Holiday (IRE),Mr R. W. Barron,7,John F. Gleeson,9th,13 l,9,11-7p,95,True,70,26
Limerick Racing Results | 27th July 2023 17:35,N/A,17:35,Yielding To Soft (Soft In Places),2m 1f,Sheer Bravado (IRE),Phillip Enright,0,Sean Aherne,8th,6 1/2 l,6,11-9,97,True,70,26
Limerick Racing Results | 27th July 2023 17:35,N/A,17:35,Yielding To Soft (Soft In Places),2m 1f,Future Proof (IRE),J. P. O'Sullivan,3,P. J. Rothwell,7th,1 1/2 l,8,11-4b,92,True,70,26
Limerick Racing Results | 27th July 2023 17:35,N/A,17:35,Yielding To Soft (Soft In Places),2m 1f,Itsalonglongroad,S. D. Torrens,0,Charles Coakley,6th,1 1/2 l,9,11-11t,99,True,70,26
Limerick Racing Results | 27th July 2023 17:35,N/A,17:35,Yielding To Soft (Soft In Places),2m 1f,Taylors Three Rock (IRE),C. P. McNamara,0,Eric McNamara,5th,4 l,7,11-1t,89,True,70,26
Limerick Racing Results | 27th July 2023 17:35,N/A,17:35,Yielding To Soft (Soft In Places),2m 1f,Gendarme (IRE),Gearoid Patrick Brouder,5,Charles Byrnes,4th,6 1/2 l,8,11-5t,93,True,70,26
Limerick Racing Results | 27th July 2023 17:35,N/A,17:35,Yielding To Soft (Soft In Places),2m 1f,Dontdooddson (FR),C. M. Quirke,5,Darren Collins,3rd,Head,10,11-5,93,True,70,26
Limerick Racing Results | 27th July 2023 17:35,N/A,17:35,Yielding To Soft (Soft In Places),2m 1f,Star Official (IRE),D. E. Mullins,0,R. Donohoe,2nd,9 l,5,11-10,98,True,70,26
Limerick Racing Results | 27th July 2023 17:35,N/A,17:35,Yielding To Soft (Soft In Places),2m 1f,Hard Rain (IRE),J. J. Slevin,0,Padraig Butler,1st,N/A,8,11-7,95,True,70,26
Limerick Racing Results | 27th July 2023 17:35,N/A,17:35,Yielding To Soft (Soft In Places),2m 1f,Walk In The Dark (IRE),Mr H. C. Swan,5,Brendan Maurice Walsh,PU,N/A,6,11-7,95,True,70,26
Limerick Racing Results | 27th July 2023 17:35,N/A,17:35,Yielding To Soft (Soft In Places),2m 1f,Crowsatedappletart (IRE),Kieran Callaghan,5,Michael Winters,PU,N/A,6,12-0tp,102,True,70,26
Limerick Racing Results | 27th July 2023 17:35,N/A,17:35,Yielding To Soft (Soft In Places),2m 1f,Diamond Union,D. J. O'Keeffe,0,E. J. O'Grady,PU,N/A,6,11-7b,95,True,70,26
Limerick Racing Results | 27th July 2023 17:35,N/A,17:35,Yielding To Soft (Soft In Places),2m 1f,He's Ok (IRE),Richard Condon,5,W. J. Lanigan,PU,N/A,9,12-0,102,True,70,26
Limerick Racing Results | 27th July 2023 17:35,N/A,17:35,Yielding To Soft (Soft In Places),2m 1f,Windsor Diamond (IRE),Sarah Kavanagh,7,James M. Barcoe,10th,84 l,8,10-11,85,True,70,26
Limerick Racing Results | 27th July 2023 17:35,N/A,17:35,Yielding To Soft (Soft In Places),2m 1f,Jack Holiday (IRE),Mr R. W. Barron,7,John F. Gleeson,9th,13 l,9,11-7p,95,True,70,26
Limerick Racing Results | 27th July 2023 17:35,N/A,17:35,Yielding To Soft (Soft In Places),2m 1f,Sheer Bravado (IRE),Phillip Enright,0,Sean Aherne,8th,6 1/2 l,6,11-9,97,True,70,26
Limerick Racing Results | 27th July 2023 17:35,N/A,17:35,Yielding To Soft (Soft In Places),2m 1f,Future Proof (IRE),J. P. O'Sullivan,3,P. J. Rothwell,7th,1 1/2 l,8,11-4b,92,True,70,26
Limerick Racing Results | 27th July 2023 17:35,N/A,17:35,Yielding To Soft (Soft In Places),2m 1f,Itsalonglongroad,S. D. Torrens,0,Charles Coakley,6th,1 1/2 l,9,11-11t,99,True,70,26
Limerick Racing Results | 27th July 2023 17:35,N/A,17:35,Yielding To Soft (Soft In Places),2m 1f,Taylors Three Rock (IRE),C. P. McNamara,0,Eric McNamara,5th,4 l,7,11-1t,89,True,70,26
Limerick Racing Results | 27th July 2023 17:35,N/A,17:35,Yielding To Soft (Soft In Places),2m 1f,Gendarme (IRE),Gearoid Patrick Brouder,5,Charles Byrnes,4th,6 1/2 l,8,11-5t,93,True,70,26
Limerick Racing Results | 27th July 2023 17:35,N/A,17:35,Yielding To Soft (Soft In Places),2m 1f,Dontdooddson (FR),C. M. Quirke,5,Darren Collins,3rd,Head,10,11-5,93,True,70,26
Limerick Racing Results | 27th July 2023 17:35,N/A,17:35,Yielding To Soft (Soft In Places),2m 1f,Star Official (IRE),D. E. Mullins,0,R. Donohoe,2nd,9 l,5,11-10,98,True,70,26
Limerick Racing Results | 27th July 2023 17:35,N/A,17:35,Yielding To Soft (Soft In Places),2m 1f,Hard Rain (IRE),J. J. Slevin,0,Padraig Butler,1st,N/A,8,11-7,95,True,70,26
Limerick Racing Results | 27th July 2023 18:35,N/A,18:35,Yielding To Soft (Soft In Places),2m 6f,No Logic (IRE),A. M. McCurtin,0,Michael P. Hourigan,PU,N/A,7,11-6t,87,True,70,28
Limerick Racing Results | 27th July 2023 18:35,N/A,18:35,Yielding To Soft (Soft In Places),2m 6f,Porky Rush (IRE),C. Brassil,5,Ms M. Flynn,PU,N/A,8,10-13,80,True,70,28
Limerick Racing Results | 27th July 2023 18:35,N/A,18:35,Yielding To Soft (Soft In Places),2m 6f,Well Joey (IRE),Patrick O'Hanlon,5,Paul Stafford,PU,N/A,12,11-1t,82,True,70,28
Limerick Racing Results | 27th July 2023 18:35,N/A,18:35,Yielding To Soft (Soft In Places),2m 6f,Share the Joy (IRE),Richard Condon,5,W. J. Lanigan,PU,N/A,7,10-13,80,True,70,28
Limerick Racing Results | 27th July 2023 18:35,N/A,18:35,Yielding To Soft (Soft In Places),2m 6f,Portland Row (IRE),A. P. Kelly,5,James A. Nash,PU,N/A,5,11-2b,83,True,70,28
Limerick Racing Results | 27th July 2023 18:35,N/A,18:35,Yielding To Soft (Soft In Places),2m 6f,Cottage Artist (IRE),A. M. King,7,V. T. O'Brien,F,N/A,10,10-13,80,True,70,28
Limerick Racing Results | 27th July 2023 18:35,N/A,18:35,Yielding To Soft (Soft In Places),2m 6f,Tuff Days (IRE),J. J. Slevin,0,Michael Barry,F,N/A,6,11-11,92,True,70,28
Limerick Racing Results | 27th July 2023 18:35,N/A,18:35,Yielding To Soft (Soft In Places),2m 6f,Petite Mike (IRE),Phillip Enright,0,G. Ahern,BD,N/A,5,11-4p,85,True,70,28
Limerick Racing Results | 27th July 2023 18:35,N/A,18:35,Yielding To Soft (Soft In Places),2m 6f,Red Finch (IRE),Mr D. Doyle,7,Timothy Doyle,9th,8 1/2 l,9,10-13,80,True,70,28
Limerick Racing Results | 27th July 2023 18:35,N/A,18:35,Yielding To Soft (Soft In Places),2m 6f,Mastermind (IRE),D. E. Mullins,0,Charles O'Brien,8th,9 1/2 l,9,11-12,93,True,70,28
Limerick Racing Results | 27th July 2023 18:35,N/A,18:35,Yielding To Soft (Soft In Places),2m 6f,Gigantamax Eevee (IRE),Mr Jack Nicholls,7,Matthew J. Smith,7th,5 1/2 l,5,11-2p1,83,True,70,28
Limerick Racing Results | 27th July 2023 18:35,N/A,18:35,Yielding To Soft (Soft In Places),2m 6f,Ivane (FR),E. Walsh,3,Ciaran Murphy,6th,7 l,5,11-4,85,True,70,28
Limerick Racing Results | 27th July 2023 18:35,N/A,18:35,Yielding To Soft (Soft In Places),2m 6f,Miss Laura (IRE),D. J. O'Keeffe,0,Brendan Maurice Walsh,5th,11 l,8,11-0,81,True,70,28
Limerick Racing Results | 27th July 2023 18:35,N/A,18:35,Yielding To Soft (Soft In Places),2m 6f,How Decc (IRE),C. M. Quirke,5,E. Seymour,4th,1/2 l,5,11-7t,88,True,70,28
Limerick Racing Results | 27th July 2023 18:35,N/A,18:35,Yielding To Soft (Soft In Places),2m 6f,Golden Symphony (IRE),B. W. Harvey,3,Martin Paul Fitzgerald,3rd,1 1/4 l,10,10-13,80,True,70,28
Limerick Racing Results | 27th July 2023 18:35,N/A,18:35,Yielding To Soft (Soft In Places),2m 6f,Ranger Billy (IRE),M. J. M. O'Sullivan,0,Eoin Doyle,2nd,5 l,7,11-9,90,True,70,28
Limerick Racing Results | 27th July 2023 18:35,N/A,18:35,Yielding To Soft (Soft In Places),2m 6f,Walking The Walk (IRE),J. W. Kennedy,0,Gordon Elliott,1st,N/A,8,11-7tb,88,True,70,28
Limerick Racing Results | 27th July 2023 18:35,N/A,18:35,Yielding To Soft (Soft In Places),2m 6f,No Logic (IRE),A. M. McCurtin,0,Michael P. Hourigan,PU,N/A,7,11-6t,87,True,70,28
Limerick Racing Results | 27th July 2023 18:35,N/A,18:35,Yielding To Soft (Soft In Places),2m 6f,Porky Rush (IRE),C. Brassil,5,Ms M. Flynn,PU,N/A,8,10-13,80,True,70,28
Limerick Racing Results | 27th July 2023 18:35,N/A,18:35,Yielding To Soft (Soft In Places),2m 6f,Well Joey (IRE),Patrick O'Hanlon,5,Paul Stafford,PU,N/A,12,11-1t,82,True,70,28
Limerick Racing Results | 27th July 2023 18:35,N/A,18:35,Yielding To Soft (Soft In Places),2m 6f,Share the Joy (IRE),Richard Condon,5,W. J. Lanigan,PU,N/A,7,10-13,80,True,70,28
Limerick Racing Results | 27th July 2023 18:35,N/A,18:35,Yielding To Soft (Soft In Places),2m 6f,Portland Row (IRE),A. P. Kelly,5,James A. Nash,PU,N/A,5,11-2b,83,True,70,28
Limerick Racing Results | 27th July 2023 18:35,N/A,18:35,Yielding To Soft (Soft In Places),2m 6f,Cottage Artist (IRE),A. M. King,7,V. T. O'Brien,F,N/A,10,10-13,80,True,70,28
