track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Leopardstown Racing Results | 19th May 2023 17:45,N/A,17:45,Good,1m,Mullacash Buzz (IRE),Jack Cleary,7,Thomas Dowling,17th,Neck,5,10-1t,69,True,55,11
Leopardstown Racing Results | 19th May 2023 17:45,N/A,17:45,Good,1m,Riverina Charm (IRE),J. Coen,5,Joseph Patrick O'Brien,16th,1/2 l,4,10-2,70,True,55,11
Leopardstown Racing Results | 19th May 2023 17:45,N/A,17:45,Good,1m,Shamastar (IRE),D. B. McMonagle,0,David Marnane,15th,3 l,3,8-12,64,True,55,11
Leopardstown Racing Results | 19th May 2023 17:45,N/A,17:45,Good,1m,The Bog Bank (IRE),J. J. G. Ryan,7,T. G. McCourt,14th,1 l,6,9-10p,64,True,55,11
Leopardstown Racing Results | 19th May 2023 17:45,N/A,17:45,Good,1m,Amanirenas (IRE),R. C. Colgan,0,M. C. Grassick,13th,1/2 l,4,9-9,63,True,55,11
Leopardstown Racing Results | 19th May 2023 17:45,N/A,17:45,Good,1m,St Cianans Fire (IRE),D. W. O'Connor,0,John McConnell,12th,1 l,5,9-12t,66,True,55,11
Leopardstown Racing Results | 19th May 2023 17:45,N/A,17:45,Good,1m,Bababobo (IRE),C. J. MacRedmond,5,Miss Niamh Carol Hennessy,11th,3/4 l,4,9-10,64,True,55,11
Leopardstown Racing Results | 19th May 2023 17:45,N/A,17:45,Good,1m,Geological (IRE),L. T. McAteer,3,Damian Joseph English,10th,1 1/2 l,11,9-11,65,True,55,11
Leopardstown Racing Results | 19th May 2023 17:45,N/A,17:45,Good,1m,Miss Abby Jools (IRE),Adam Caffrey,7,Charles Byrnes,9th,Head,4,10-0,68,True,55,11
Leopardstown Racing Results | 19th May 2023 17:45,N/A,17:45,Good,1m,Muhalhel (IRE),S. R. Markey,10,Anthony McCann,8th,1 3/4 l,5,9-9tp,63,True,55,11
Leopardstown Racing Results | 19th May 2023 17:45,N/A,17:45,Good,1m,Lauroline,C. Geerdharry,7,John Patrick Murtagh,7th,Neck,4,9-12,66,True,55,11
Leopardstown Racing Results | 19th May 2023 17:45,N/A,17:45,Good,1m,Asisaid (IRE),Ben Martin Coen,0,P. J. F. Murphy,6th,1/2 l,4,9-11p,65,True,55,11
Leopardstown Racing Results | 19th May 2023 17:45,N/A,17:45,Good,1m,Snowhaven (IRE),Shane Foley,0,Mrs J. Harrington,5th,1 l,3,9-0,66,True,55,11
Leopardstown Racing Results | 19th May 2023 17:45,N/A,17:45,Good,1m,Morning Approach (IRE),William James Lee,0,W. McCreery,4th,Neck,5,9-12,66,True,55,11
Leopardstown Racing Results | 19th May 2023 17:45,N/A,17:45,Good,1m,Yokkell (IRE),C. T. Keane,0,Jarlath P. Fahey,3rd,1 3/4 l,4,10-2,70,True,55,11
Leopardstown Racing Results | 19th May 2023 17:45,N/A,17:45,Good,1m,Fastman (IRE),Siobhan Rutledge,5,John McConnell,2nd,2 l,7,9-12p,66,True,55,11
Leopardstown Racing Results | 19th May 2023 17:45,N/A,17:45,Good,1m,Chavajod,L. F. Roche,0,D. P. Coakley,1st,N/A,5,10-0p1,68,True,55,11
Leopardstown Racing Results | 19th May 2023 18:20,N/A,18:20,Good,1m 2f,Fleadhfest (IRE),R. P. Cleary,0,J. S. Bolger,13th,1/2 l,3,8-7,73,True,55,12
Leopardstown Racing Results | 19th May 2023 18:20,N/A,18:20,Good,1m 2f,Red Trail (IRE),D. B. McMonagle,0,Andrew McNamara,12th,10 l,4,9-0,66,True,55,12
Leopardstown Racing Results | 19th May 2023 18:20,N/A,18:20,Good,1m 2f,Giselles Ausie (IRE),R. Whearty,7,Gavin Patrick Cromwell,11th,1/2 l,4,9-11,77,True,55,12
Leopardstown Racing Results | 19th May 2023 18:20,N/A,18:20,Good,1m 2f,Eastern Wind,J. J. G. Ryan,7,T. G. McCourt,10th,1/2 l,4,10-0h,80,True,55,12
Leopardstown Racing Results | 19th May 2023 18:20,N/A,18:20,Good,1m 2f,Alma Libre (ARG),H. J. Horgan,7,Miss Natalia Lupini,9th,Head,5,9-7,73,True,55,12
Leopardstown Racing Results | 19th May 2023 18:20,N/A,18:20,Good,1m 2f,Alazne (IRE),M. W. Hassett,10,Joseph Patrick O'Brien,8th,Head,3,8-7,73,True,55,12
Leopardstown Racing Results | 19th May 2023 18:20,N/A,18:20,Good,1m 2f,Coill Na Sionainne (IRE),Jessica Maye,10,W. McCreery,7th,1 1/2 l,7,10-0,80,True,55,12
Leopardstown Racing Results | 19th May 2023 18:20,N/A,18:20,Good,1m 2f,Hazy Mehmory (IRE),J. Kearney,7,G. M. Lyons,6th,Short Head,4,10-5h,85,True,55,12
Leopardstown Racing Results | 19th May 2023 18:20,N/A,18:20,Good,1m 2f,Apprentice (IRE),A. C. Persse,7,Mark Cahill,5th,Neck,3,8-7,73,True,55,12
Leopardstown Racing Results | 19th May 2023 18:20,N/A,18:20,Good,1m 2f,Timeless Piece (IRE),L. F. Roche,0,Mrs J. Harrington,4th,Neck,3,8-7,73,True,55,12
Leopardstown Racing Results | 19th May 2023 18:20,N/A,18:20,Good,1m 2f,New Hill (IRE),R. C. Colgan,0,Ms Sheila Lavery,3rd,1 3/4 l,5,9-10,76,True,55,12
Leopardstown Racing Results | 19th May 2023 18:20,N/A,18:20,Good,1m 2f,Signora Bellissima (IRE),Ben Martin Coen,0,John Patrick Murtagh,2nd,1/2 l,3,9-1,81,True,55,12
Leopardstown Racing Results | 19th May 2023 18:20,N/A,18:20,Good,1m 2f,Musical Rhapsody (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,1st,N/A,4,9-9,75,True,55,12
Leopardstown Racing Results | 19th May 2023 18:20,N/A,18:20,Good,1m 2f,Fleadhfest (IRE),R. P. Cleary,0,J. S. Bolger,13th,1/2 l,3,8-7,73,True,55,12
Leopardstown Racing Results | 19th May 2023 18:20,N/A,18:20,Good,1m 2f,Red Trail (IRE),D. B. McMonagle,0,Andrew McNamara,12th,10 l,4,9-0,66,True,55,12
Leopardstown Racing Results | 19th May 2023 18:20,N/A,18:20,Good,1m 2f,Giselles Ausie (IRE),R. Whearty,7,Gavin Patrick Cromwell,11th,1/2 l,4,9-11,77,True,55,12
Leopardstown Racing Results | 19th May 2023 18:20,N/A,18:20,Good,1m 2f,Eastern Wind,J. J. G. Ryan,7,T. G. McCourt,10th,1/2 l,4,10-0h,80,True,55,12
Leopardstown Racing Results | 19th May 2023 18:20,N/A,18:20,Good,1m 2f,Alma Libre (ARG),H. J. Horgan,7,Miss Natalia Lupini,9th,Head,5,9-7,73,True,55,12
Leopardstown Racing Results | 19th May 2023 18:20,N/A,18:20,Good,1m 2f,Alazne (IRE),M. W. Hassett,10,Joseph Patrick O'Brien,8th,Head,3,8-7,73,True,55,12
Leopardstown Racing Results | 19th May 2023 18:20,N/A,18:20,Good,1m 2f,Coill Na Sionainne (IRE),Jessica Maye,10,W. McCreery,7th,1 1/2 l,7,10-0,80,True,55,12
Leopardstown Racing Results | 19th May 2023 18:20,N/A,18:20,Good,1m 2f,Hazy Mehmory (IRE),J. Kearney,7,G. M. Lyons,6th,Short Head,4,10-5h,85,True,55,12
Leopardstown Racing Results | 19th May 2023 18:20,N/A,18:20,Good,1m 2f,Apprentice (IRE),A. C. Persse,7,Mark Cahill,5th,Neck,3,8-7,73,True,55,12
Leopardstown Racing Results | 19th May 2023 18:20,N/A,18:20,Good,1m 2f,Timeless Piece (IRE),L. F. Roche,0,Mrs J. Harrington,4th,Neck,3,8-7,73,True,55,12
Leopardstown Racing Results | 19th May 2023 18:20,N/A,18:20,Good,1m 2f,New Hill (IRE),R. C. Colgan,0,Ms Sheila Lavery,3rd,1 3/4 l,5,9-10,76,True,55,12
Leopardstown Racing Results | 19th May 2023 18:20,N/A,18:20,Good,1m 2f,Signora Bellissima (IRE),Ben Martin Coen,0,John Patrick Murtagh,2nd,1/2 l,3,9-1,81,True,55,12
Leopardstown Racing Results | 19th May 2023 18:20,N/A,18:20,Good,1m 2f,Musical Rhapsody (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,1st,N/A,4,9-9,75,True,55,12
Leopardstown Racing Results | 19th May 2023 18:55,N/A,18:55,Good,1m 6f,Icykel (IRE),Ben Martin Coen,0,John Patrick Murtagh,9th,1 3/4 l,4,9-2,-,True,55,13
Leopardstown Racing Results | 19th May 2023 18:55,N/A,18:55,Good,1m 6f,Stratum,Frankie Dettori,0,W. P. Mullins,8th,3/4 l,10,9-5,-,True,55,13
Leopardstown Racing Results | 19th May 2023 18:55,N/A,18:55,Good,1m 6f,Cairde Go Deo (FR),C. T. Keane,0,G. M. Lyons,7th,1 l,4,9-2t1,-,True,55,13
Leopardstown Racing Results | 19th May 2023 18:55,N/A,18:55,Good,1m 6f,Emily Dickinson (IRE),Ryan Moore,0,Aidan O'Brien,6th,3/4 l,4,9-5,-,True,55,13
Leopardstown Racing Results | 19th May 2023 18:55,N/A,18:55,Good,1m 6f,Okita Soushi (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,5th,Head,5,9-5t,-,True,55,13
Leopardstown Racing Results | 19th May 2023 18:55,N/A,18:55,Good,1m 6f,Moon Daisy (IRE),K. J. Leonard,0,Donnacha Aidan O'Brien,4th,Neck,5,9-2b,-,True,55,13
Leopardstown Racing Results | 19th May 2023 18:55,N/A,18:55,Good,1m 6f,Dawn Rising (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,3rd,2 1/2 l,6,9-5,-,True,55,13
Leopardstown Racing Results | 19th May 2023 18:55,N/A,18:55,Good,1m 6f,Point King (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,2nd,Short Head,4,9-5,-,True,55,13
Leopardstown Racing Results | 19th May 2023 18:55,N/A,18:55,Good,1m 6f,Yashin (IRE),Shane Foley,0,Mrs J. Harrington,1st,N/A,4,9-5,-,True,55,13
Leopardstown Racing Results | 19th May 2023 18:55,N/A,18:55,Good,1m 6f,Icykel (IRE),Ben Martin Coen,0,John Patrick Murtagh,9th,1 3/4 l,4,9-2,-,True,55,13
Leopardstown Racing Results | 19th May 2023 18:55,N/A,18:55,Good,1m 6f,Stratum,Frankie Dettori,0,W. P. Mullins,8th,3/4 l,10,9-5,-,True,55,13
Leopardstown Racing Results | 19th May 2023 18:55,N/A,18:55,Good,1m 6f,Cairde Go Deo (FR),C. T. Keane,0,G. M. Lyons,7th,1 l,4,9-2t1,-,True,55,13
Leopardstown Racing Results | 19th May 2023 18:55,N/A,18:55,Good,1m 6f,Emily Dickinson (IRE),Ryan Moore,0,Aidan O'Brien,6th,3/4 l,4,9-5,-,True,55,13
Leopardstown Racing Results | 19th May 2023 18:55,N/A,18:55,Good,1m 6f,Okita Soushi (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,5th,Head,5,9-5t,-,True,55,13
Leopardstown Racing Results | 19th May 2023 18:55,N/A,18:55,Good,1m 6f,Moon Daisy (IRE),K. J. Leonard,0,Donnacha Aidan O'Brien,4th,Neck,5,9-2b,-,True,55,13
Leopardstown Racing Results | 19th May 2023 18:55,N/A,18:55,Good,1m 6f,Dawn Rising (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,3rd,2 1/2 l,6,9-5,-,True,55,13
Leopardstown Racing Results | 19th May 2023 18:55,N/A,18:55,Good,1m 6f,Point King (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,2nd,Short Head,4,9-5,-,True,55,13
Leopardstown Racing Results | 19th May 2023 18:55,N/A,18:55,Good,1m 6f,Yashin (IRE),Shane Foley,0,Mrs J. Harrington,1st,N/A,4,9-5,-,True,55,13
Leopardstown Racing Results | 19th May 2023 19:30,N/A,19:30,Good,1m 4f,Sand Castle (IRE),H. J. Horgan,4,Adrian Murray,21st,3 l,7,9-11t,60,True,55,14
Leopardstown Racing Results | 19th May 2023 19:30,N/A,19:30,Good,1m 4f,Chateau Musar (IRE),Tom Kiely Marshall,7,John Geoghegan,20th,1 1/2 l,6,8-13,48,True,55,14
Leopardstown Racing Results | 19th May 2023 19:30,N/A,19:30,Good,1m 4f,Nusra (IRE),C. Stone-Walsh,7,G. Ahern,19th,Neck,6,9-6p,55,True,55,14
Leopardstown Racing Results | 19th May 2023 19:30,N/A,19:30,Good,1m 4f,Champagne Terri (IRE),P. A. Harnett,2,Ian O'Connor,18th,Short Head,7,10-1,64,True,55,14
Leopardstown Racing Results | 19th May 2023 19:30,N/A,19:30,Good,1m 4f,Dani's Boy (IRE),S. P. Bird,7,J. J. Cullen,17th,1/2 l,8,8-12tp,47,True,55,14
Leopardstown Racing Results | 19th May 2023 19:30,N/A,19:30,Good,1m 4f,All Ways And Ever (IRE),J. J. G. Ryan,4,T. G. McCourt,16th,3/4 l,4,8-12,47,True,55,14
Leopardstown Racing Results | 19th May 2023 19:30,N/A,19:30,Good,1m 4f,Deluca Chop (FR),C. Horgan,7,S. M. Duffy,15th,Neck,4,9-11,60,True,55,14
Leopardstown Racing Results | 19th May 2023 19:30,N/A,19:30,Good,1m 4f,Abraham (IRE),Cillian McConnell,7,John McConnell,14th,Short Head,11,9-13,62,True,55,14
Leopardstown Racing Results | 19th May 2023 19:30,N/A,19:30,Good,1m 4f,Mythical Times (IRE),R. Whearty,2,Peter Cluskey,13th,Head,5,8-12,47,True,55,14
Leopardstown Racing Results | 19th May 2023 19:30,N/A,19:30,Good,1m 4f,Manwal (IRE),Jack Cleary,4,V. C. Ward,12th,1/2 l,5,9-13,62,True,55,14
Leopardstown Racing Results | 19th May 2023 19:30,N/A,19:30,Good,1m 4f,Tudor Manor (IRE),R. Donaghue-Leahy,7,Patrick J. Flynn,11th,Neck,7,10-1,64,True,55,14
Leopardstown Racing Results | 19th May 2023 19:30,N/A,19:30,Good,1m 4f,Must B Art (IRE),R. M. Mulligan,7,Patrick Martin,10th,1 1/4 l,6,8-13t,48,True,55,14
Leopardstown Racing Results | 19th May 2023 19:30,N/A,19:30,Good,1m 4f,Bayou Belle (IRE),Neve Bennett,7,Jarlath P. Fahey,9th,1 l,4,9-3,52,True,55,14
Leopardstown Racing Results | 19th May 2023 19:30,N/A,19:30,Good,1m 4f,Wojood,D. King,0,Denis Hogan,8th,2 1/4 l,7,9-10t,59,True,55,14
Leopardstown Racing Results | 19th May 2023 19:30,N/A,19:30,Good,1m 4f,Miss Upbeat (IRE),Siobhan Rutledge,0,John McConnell,7th,Short Head,4,9-0t,49,True,55,14
Leopardstown Racing Results | 19th May 2023 19:30,N/A,19:30,Good,1m 4f,Charlie Luciano (IRE),C. J. MacRedmond,0,Noel Meade,6th,3/4 l,4,9-13,62,True,55,14
Leopardstown Racing Results | 19th May 2023 19:30,N/A,19:30,Good,1m 4f,Hello Power (IRE),D. N. Curran,4,Darren Bunyan,5th,1 1/4 l,4,9-7,56,True,55,14
Leopardstown Racing Results | 19th May 2023 19:30,N/A,19:30,Good,1m 4f,Supreme Law (USA),J. Kearney,2,Matthew J. Smith,4th,1 1/2 l,4,9-5,54,True,55,14
Leopardstown Racing Results | 19th May 2023 19:30,N/A,19:30,Good,1m 4f,Chilean,C. Geerdharry,7,Luke Comer,3rd,1/2 l,8,9-10t,59,True,55,14
Leopardstown Racing Results | 19th May 2023 19:30,N/A,19:30,Good,1m 4f,Zileo,J. Coen,0,M. Halford & T. Collins,2nd,2 1/4 l,5,10-2,65,True,55,14
Leopardstown Racing Results | 19th May 2023 19:30,N/A,19:30,Good,1m 4f,Magnetic North (IRE),Adam Caffrey,2,Adrian McGuinness,1st,N/A,8,10-1v,64,True,55,14
Leopardstown Racing Results | 19th May 2023 19:30,N/A,19:30,Good,1m 4f,Sand Castle (IRE),H. J. Horgan,4,Adrian Murray,21st,3 l,7,9-11t,60,True,55,14
Leopardstown Racing Results | 19th May 2023 19:30,N/A,19:30,Good,1m 4f,Chateau Musar (IRE),Tom Kiely Marshall,7,John Geoghegan,20th,1 1/2 l,6,8-13,48,True,55,14
Leopardstown Racing Results | 19th May 2023 19:30,N/A,19:30,Good,1m 4f,Nusra (IRE),C. Stone-Walsh,7,G. Ahern,19th,Neck,6,9-6p,55,True,55,14
Leopardstown Racing Results | 19th May 2023 19:30,N/A,19:30,Good,1m 4f,Champagne Terri (IRE),P. A. Harnett,2,Ian O'Connor,18th,Short Head,7,10-1,64,True,55,14
Leopardstown Racing Results | 19th May 2023 19:30,N/A,19:30,Good,1m 4f,Dani's Boy (IRE),S. P. Bird,7,J. J. Cullen,17th,1/2 l,8,8-12tp,47,True,55,14
Leopardstown Racing Results | 19th May 2023 19:30,N/A,19:30,Good,1m 4f,All Ways And Ever (IRE),J. J. G. Ryan,4,T. G. McCourt,16th,3/4 l,4,8-12,47,True,55,14
Leopardstown Racing Results | 19th May 2023 19:30,N/A,19:30,Good,1m 4f,Deluca Chop (FR),C. Horgan,7,S. M. Duffy,15th,Neck,4,9-11,60,True,55,14
Leopardstown Racing Results | 19th May 2023 19:30,N/A,19:30,Good,1m 4f,Abraham (IRE),Cillian McConnell,7,John McConnell,14th,Short Head,11,9-13,62,True,55,14
Leopardstown Racing Results | 19th May 2023 19:30,N/A,19:30,Good,1m 4f,Mythical Times (IRE),R. Whearty,2,Peter Cluskey,13th,Head,5,8-12,47,True,55,14
Leopardstown Racing Results | 19th May 2023 19:30,N/A,19:30,Good,1m 4f,Manwal (IRE),Jack Cleary,4,V. C. Ward,12th,1/2 l,5,9-13,62,True,55,14
Leopardstown Racing Results | 19th May 2023 19:30,N/A,19:30,Good,1m 4f,Tudor Manor (IRE),R. Donaghue-Leahy,7,Patrick J. Flynn,11th,Neck,7,10-1,64,True,55,14
Leopardstown Racing Results | 19th May 2023 19:30,N/A,19:30,Good,1m 4f,Must B Art (IRE),R. M. Mulligan,7,Patrick Martin,10th,1 1/4 l,6,8-13t,48,True,55,14
Leopardstown Racing Results | 19th May 2023 19:30,N/A,19:30,Good,1m 4f,Bayou Belle (IRE),Neve Bennett,7,Jarlath P. Fahey,9th,1 l,4,9-3,52,True,55,14
Leopardstown Racing Results | 19th May 2023 19:30,N/A,19:30,Good,1m 4f,Wojood,D. King,0,Denis Hogan,8th,2 1/4 l,7,9-10t,59,True,55,14
Leopardstown Racing Results | 19th May 2023 19:30,N/A,19:30,Good,1m 4f,Miss Upbeat (IRE),Siobhan Rutledge,0,John McConnell,7th,Short Head,4,9-0t,49,True,55,14
Leopardstown Racing Results | 19th May 2023 19:30,N/A,19:30,Good,1m 4f,Charlie Luciano (IRE),C. J. MacRedmond,0,Noel Meade,6th,3/4 l,4,9-13,62,True,55,14
Leopardstown Racing Results | 19th May 2023 19:30,N/A,19:30,Good,1m 4f,Hello Power (IRE),D. N. Curran,4,Darren Bunyan,5th,1 1/4 l,4,9-7,56,True,55,14
Leopardstown Racing Results | 19th May 2023 19:30,N/A,19:30,Good,1m 4f,Supreme Law (USA),J. Kearney,2,Matthew J. Smith,4th,1 1/2 l,4,9-5,54,True,55,14
Leopardstown Racing Results | 19th May 2023 19:30,N/A,19:30,Good,1m 4f,Chilean,C. Geerdharry,7,Luke Comer,3rd,1/2 l,8,9-10t,59,True,55,14
Leopardstown Racing Results | 19th May 2023 19:30,N/A,19:30,Good,1m 4f,Zileo,J. Coen,0,M. Halford & T. Collins,2nd,2 1/4 l,5,10-2,65,True,55,14
Leopardstown Racing Results | 19th May 2023 19:30,N/A,19:30,Good,1m 4f,Magnetic North (IRE),Adam Caffrey,2,Adrian McGuinness,1st,N/A,8,10-1v,64,True,55,14
Leopardstown Racing Results | 19th May 2023 20:00,N/A,20:00,Good,1m 4f,S'all Good Man (IRE),Neve Bennett,7,W. T. Farrell,10th,3/4 l,7,9-8p,76,True,55,15
Leopardstown Racing Results | 19th May 2023 20:00,N/A,20:00,Good,1m 4f,Vultan (IRE),Ms P. R. Briselden,7,A. J. Martin,9th,3/4 l,6,10-6t,88,True,55,15
Leopardstown Racing Results | 19th May 2023 20:00,N/A,20:00,Good,1m 4f,Magellan Strait (IRE),Miss E. Cody,7,Joseph Patrick O'Brien,8th,1 1/2 l,4,10-10,92,True,55,15
Leopardstown Racing Results | 19th May 2023 20:00,N/A,20:00,Good,1m 4f,Hawke Eye (IRE),Siobhan Rutledge,3,John McConnell,7th,1/2 l,4,8-13,67,True,55,15
Leopardstown Racing Results | 19th May 2023 20:00,N/A,20:00,Good,1m 4f,Authorized Art (FR),Miss J. Townend,0,W. P. Mullins,6th,1/2 l,8,9-0,68,True,55,15
Leopardstown Racing Results | 19th May 2023 20:00,N/A,20:00,Good,1m 4f,In Favour,Sorcha Woods,7,Luke Comer,5th,Neck,7,9-12t,80,True,55,15
Leopardstown Racing Results | 19th May 2023 20:00,N/A,20:00,Good,1m 4f,War Correspondent (IRE),Rachael Blackmore,0,R. P. Cody,4th,Neck,4,9-12t,80,True,55,15
Leopardstown Racing Results | 19th May 2023 20:00,N/A,20:00,Good,1m 4f,Hell Bent (IRE),Jessica O'Gorman,7,Mrs J. Harrington,3rd,1 3/4 l,5,10-9,91,True,55,15
Leopardstown Racing Results | 19th May 2023 20:00,N/A,20:00,Good,1m 4f,Nibiru (IRE),Miss M. O'Sullivan,5,A. J. Martin,2nd,Neck,8,9-13tp,81,True,55,15
Leopardstown Racing Results | 19th May 2023 20:00,N/A,20:00,Good,1m 4f,Burren Song (IRE),Amy Jo Hayes,7,A. Slattery,1st,N/A,5,10-2,84,True,55,15
Leopardstown Racing Results | 19th May 2023 20:00,N/A,20:00,Good,1m 4f,S'all Good Man (IRE),Neve Bennett,7,W. T. Farrell,10th,3/4 l,7,9-8p,76,True,55,15
Leopardstown Racing Results | 19th May 2023 20:00,N/A,20:00,Good,1m 4f,Vultan (IRE),Ms P. R. Briselden,7,A. J. Martin,9th,3/4 l,6,10-6t,88,True,55,15
Leopardstown Racing Results | 19th May 2023 20:00,N/A,20:00,Good,1m 4f,Magellan Strait (IRE),Miss E. Cody,7,Joseph Patrick O'Brien,8th,1 1/2 l,4,10-10,92,True,55,15
Leopardstown Racing Results | 19th May 2023 20:00,N/A,20:00,Good,1m 4f,Hawke Eye (IRE),Siobhan Rutledge,3,John McConnell,7th,1/2 l,4,8-13,67,True,55,15
Leopardstown Racing Results | 19th May 2023 20:00,N/A,20:00,Good,1m 4f,Authorized Art (FR),Miss J. Townend,0,W. P. Mullins,6th,1/2 l,8,9-0,68,True,55,15
Leopardstown Racing Results | 19th May 2023 20:00,N/A,20:00,Good,1m 4f,In Favour,Sorcha Woods,7,Luke Comer,5th,Neck,7,9-12t,80,True,55,15
Leopardstown Racing Results | 19th May 2023 20:00,N/A,20:00,Good,1m 4f,War Correspondent (IRE),Rachael Blackmore,0,R. P. Cody,4th,Neck,4,9-12t,80,True,55,15
Leopardstown Racing Results | 19th May 2023 20:00,N/A,20:00,Good,1m 4f,Hell Bent (IRE),Jessica O'Gorman,7,Mrs J. Harrington,3rd,1 3/4 l,5,10-9,91,True,55,15
Leopardstown Racing Results | 19th May 2023 20:00,N/A,20:00,Good,1m 4f,Nibiru (IRE),Miss M. O'Sullivan,5,A. J. Martin,2nd,Neck,8,9-13tp,81,True,55,15
Leopardstown Racing Results | 19th May 2023 20:00,N/A,20:00,Good,1m 4f,Burren Song (IRE),Amy Jo Hayes,7,A. Slattery,1st,N/A,5,10-2,84,True,55,15
Leopardstown Racing Results | 19th May 2023 20:30,N/A,20:30,Good,1m 4f,Youcrackmeup,L. F. Roche,0,Mrs J. Harrington,12th,10 l,3,9-0p,-,True,55,16
Leopardstown Racing Results | 19th May 2023 20:30,N/A,20:30,Good,1m 4f,Tender Camilla (USA),C. T. Keane,0,Noel Meade,11th,2 l,3,9-0,-,True,55,16
Leopardstown Racing Results | 19th May 2023 20:30,N/A,20:30,Good,1m 4f,Only In Dreams (FR),Declan McDonogh,0,Joseph Patrick O'Brien,10th,Neck,3,9-0,-,True,55,16
Leopardstown Racing Results | 19th May 2023 20:30,N/A,20:30,Good,1m 4f,Fanaigi Linn (IRE),Kyanna Van Buuren,10,J. S. Bolger,9th,1 1/4 l,3,9-0,-,True,55,16
Leopardstown Racing Results | 19th May 2023 20:30,N/A,20:30,Good,1m 4f,Feach Amach (IRE),L. T. McAteer,3,J. S. Bolger,8th,1 l,3,9-0eb,-,True,55,16
Leopardstown Racing Results | 19th May 2023 20:30,N/A,20:30,Good,1m 4f,Celebrating Ethel (IRE),Adam Caffrey,7,Andrew Kinirons,7th,3/4 l,4,10-2,-,True,55,16
Leopardstown Racing Results | 19th May 2023 20:30,N/A,20:30,Good,1m 4f,Humtaza (IRE),C. Stone-Walsh,7,P. O'Rourke,6th,3 3/4 l,4,10-2,-,True,55,16
Leopardstown Racing Results | 19th May 2023 20:30,N/A,20:30,Good,1m 4f,Water Nymph (IRE),Ryan Moore,0,Aidan O'Brien,5th,Neck,3,9-0p,-,True,55,16
Leopardstown Racing Results | 19th May 2023 20:30,N/A,20:30,Good,1m 4f,Angelic Appeal (IRE),N. G. McCullagh,0,Mrs J. Harrington,4th,2 1/4 l,3,9-0,-,True,55,16
Leopardstown Racing Results | 19th May 2023 20:30,N/A,20:30,Good,1m 4f,Sugaree (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,3rd,1 3/4 l,3,9-0,-,True,55,16
Leopardstown Racing Results | 19th May 2023 20:30,N/A,20:30,Good,1m 4f,Scarlett O'Hara (FR),Shane Foley,0,Mrs J. Harrington,2nd,1/2 l,3,9-0,-,True,55,16
Leopardstown Racing Results | 19th May 2023 20:30,N/A,20:30,Good,1m 4f,Shamida (IRE),C. D. Hayes,0,D. K. Weld,1st,N/A,3,9-0,-,True,55,16
Leopardstown Racing Results | 19th May 2023 20:30,N/A,20:30,Good,1m 4f,Youcrackmeup,L. F. Roche,0,Mrs J. Harrington,12th,10 l,3,9-0p,-,True,55,16
Leopardstown Racing Results | 19th May 2023 20:30,N/A,20:30,Good,1m 4f,Tender Camilla (USA),C. T. Keane,0,Noel Meade,11th,2 l,3,9-0,-,True,55,16
Leopardstown Racing Results | 19th May 2023 20:30,N/A,20:30,Good,1m 4f,Only In Dreams (FR),Declan McDonogh,0,Joseph Patrick O'Brien,10th,Neck,3,9-0,-,True,55,16
Leopardstown Racing Results | 19th May 2023 20:30,N/A,20:30,Good,1m 4f,Fanaigi Linn (IRE),Kyanna Van Buuren,10,J. S. Bolger,9th,1 1/4 l,3,9-0,-,True,55,16
Leopardstown Racing Results | 19th May 2023 20:30,N/A,20:30,Good,1m 4f,Feach Amach (IRE),L. T. McAteer,3,J. S. Bolger,8th,1 l,3,9-0eb,-,True,55,16
Leopardstown Racing Results | 19th May 2023 20:30,N/A,20:30,Good,1m 4f,Celebrating Ethel (IRE),Adam Caffrey,7,Andrew Kinirons,7th,3/4 l,4,10-2,-,True,55,16
Leopardstown Racing Results | 19th May 2023 20:30,N/A,20:30,Good,1m 4f,Humtaza (IRE),C. Stone-Walsh,7,P. O'Rourke,6th,3 3/4 l,4,10-2,-,True,55,16
Leopardstown Racing Results | 19th May 2023 20:30,N/A,20:30,Good,1m 4f,Water Nymph (IRE),Ryan Moore,0,Aidan O'Brien,5th,Neck,3,9-0p,-,True,55,16
Leopardstown Racing Results | 19th May 2023 20:30,N/A,20:30,Good,1m 4f,Angelic Appeal (IRE),N. G. McCullagh,0,Mrs J. Harrington,4th,2 1/4 l,3,9-0,-,True,55,16
Leopardstown Racing Results | 19th May 2023 20:30,N/A,20:30,Good,1m 4f,Sugaree (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,3rd,1 3/4 l,3,9-0,-,True,55,16
Leopardstown Racing Results | 19th May 2023 20:30,N/A,20:30,Good,1m 4f,Scarlett O'Hara (FR),Shane Foley,0,Mrs J. Harrington,2nd,1/2 l,3,9-0,-,True,55,16
