track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Wexford Racing Results | 20th May 2023 15:25,N/A,15:25,Yielding (Good In Places),3m 50y,Cheerful Chap (IRE),C. Brassil,5,N. Dooly,7th,18 l,6,11-4,105,True,55,27
Wexford Racing Results | 20th May 2023 15:25,N/A,15:25,Yielding (Good In Places),3m 50y,Bella Bliss (IRE),B. W. Harvey,5,John McConnell,6th,8 1/2 l,6,12-0t,115,True,55,27
Wexford Racing Results | 20th May 2023 15:25,N/A,15:25,Yielding (Good In Places),3m 50y,Dorans River (IRE),Patrick O'Hanlon,5,P. J. Rothwell,5th,6 l,13,10-4,91,True,55,27
Wexford Racing Results | 20th May 2023 15:25,N/A,15:25,Yielding (Good In Places),3m 50y,Junior Alliance (IRE),D. J. O'Keeffe,0,T. Gibney,4th,1 3/4 l,7,11-8,109,True,55,27
Wexford Racing Results | 20th May 2023 15:25,N/A,15:25,Yielding (Good In Places),3m 50y,Tangental (IRE),J. J. Slevin,0,Colm A. Murphy,3rd,1/2 l,7,10-8,95,True,55,27
Wexford Racing Results | 20th May 2023 15:25,N/A,15:25,Yielding (Good In Places),3m 50y,Ladiam (IRE),R. P. Geoghegan,7,Norman Lee,2nd,1 1/4 l,6,11-2h,103,True,55,27
Wexford Racing Results | 20th May 2023 15:25,N/A,15:25,Yielding (Good In Places),3m 50y,Ceroc (IRE),Phillip Enright,0,E. J. O'Grady,1st,N/A,5,11-8v,109,True,55,27
Wexford Racing Results | 20th May 2023 15:25,N/A,15:25,Yielding (Good In Places),3m 50y,Carlas Big Jim (IRE),S. F. O'Keeffe,0,L. J. Archdeacon,PU,N/A,5,10-0,87,True,55,27
Wexford Racing Results | 20th May 2023 15:25,N/A,15:25,Yielding (Good In Places),3m 50y,Millen to One (IRE),C. Smithers,7,F. Flood,PU,N/A,9,11-11,112,True,55,27
Wexford Racing Results | 20th May 2023 15:25,N/A,15:25,Yielding (Good In Places),3m 50y,Kingston Retreat,P. Byrnes,5,Sean O. O'Brien,PU,N/A,8,11-10,111,True,55,27
Wexford Racing Results | 20th May 2023 15:25,N/A,15:25,Yielding (Good In Places),3m 50y,Lighthouse Rose (IRE),I. J. Power,0,Mark McNiff,F,N/A,8,11-11,112,True,55,27
Wexford Racing Results | 20th May 2023 15:25,N/A,15:25,Yielding (Good In Places),3m 50y,Cheerful Chap (IRE),C. Brassil,5,N. Dooly,7th,18 l,6,11-4,105,True,55,27
Wexford Racing Results | 20th May 2023 15:25,N/A,15:25,Yielding (Good In Places),3m 50y,Bella Bliss (IRE),B. W. Harvey,5,John McConnell,6th,8 1/2 l,6,12-0t,115,True,55,27
Wexford Racing Results | 20th May 2023 15:25,N/A,15:25,Yielding (Good In Places),3m 50y,Dorans River (IRE),Patrick O'Hanlon,5,P. J. Rothwell,5th,6 l,13,10-4,91,True,55,27
Wexford Racing Results | 20th May 2023 15:25,N/A,15:25,Yielding (Good In Places),3m 50y,Junior Alliance (IRE),D. J. O'Keeffe,0,T. Gibney,4th,1 3/4 l,7,11-8,109,True,55,27
Wexford Racing Results | 20th May 2023 15:25,N/A,15:25,Yielding (Good In Places),3m 50y,Tangental (IRE),J. J. Slevin,0,Colm A. Murphy,3rd,1/2 l,7,10-8,95,True,55,27
Wexford Racing Results | 20th May 2023 15:25,N/A,15:25,Yielding (Good In Places),3m 50y,Ladiam (IRE),R. P. Geoghegan,7,Norman Lee,2nd,1 1/4 l,6,11-2h,103,True,55,27
Wexford Racing Results | 20th May 2023 15:25,N/A,15:25,Yielding (Good In Places),3m 50y,Ceroc (IRE),Phillip Enright,0,E. J. O'Grady,1st,N/A,5,11-8v,109,True,55,27
Wexford Racing Results | 20th May 2023 16:00,N/A,16:00,Yielding (Good In Places),2m,Uncle Phil (IRE),Jack Foley,0,W. P. Mullins,UR,N/A,6,11-6ht,-,True,55,28
Wexford Racing Results | 20th May 2023 16:00,N/A,16:00,Yielding (Good In Places),2m,The Flier Begley (IRE),J. J. Slevin,0,Stuart Crawford,5th,11 l,8,11-12h,-,True,55,28
Wexford Racing Results | 20th May 2023 16:00,N/A,16:00,Yielding (Good In Places),2m,The Banger Doyle (IRE),B. W. Harvey,5,John Queally,4th,3 1/4 l,7,11-12h,-,True,55,28
Wexford Racing Results | 20th May 2023 16:00,N/A,16:00,Yielding (Good In Places),2m,Galore Desassences (FR),K. E. Buckley,3,Gavin Patrick Cromwell,3rd,14 l,7,11-6,-,True,55,28
Wexford Racing Results | 20th May 2023 16:00,N/A,16:00,Yielding (Good In Places),2m,Senecia (IRE),I. J. Power,0,Vincent Laurence Halley,2nd,3 3/4 l,6,11-12,-,True,55,28
Wexford Racing Results | 20th May 2023 16:00,N/A,16:00,Yielding (Good In Places),2m,Watch House Cross (IRE),D. J. O'Keeffe,0,Henry de Bromhead,1st,N/A,6,11-6t,-,True,55,28
Wexford Racing Results | 20th May 2023 16:00,N/A,16:00,Yielding (Good In Places),2m,Uncle Phil (IRE),Jack Foley,0,W. P. Mullins,UR,N/A,6,11-6ht,-,True,55,28
Wexford Racing Results | 20th May 2023 16:00,N/A,16:00,Yielding (Good In Places),2m,The Flier Begley (IRE),J. J. Slevin,0,Stuart Crawford,5th,11 l,8,11-12h,-,True,55,28
Wexford Racing Results | 20th May 2023 16:00,N/A,16:00,Yielding (Good In Places),2m,The Banger Doyle (IRE),B. W. Harvey,5,John Queally,4th,3 1/4 l,7,11-12h,-,True,55,28
Wexford Racing Results | 20th May 2023 16:00,N/A,16:00,Yielding (Good In Places),2m,Galore Desassences (FR),K. E. Buckley,3,Gavin Patrick Cromwell,3rd,14 l,7,11-6,-,True,55,28
Wexford Racing Results | 20th May 2023 16:00,N/A,16:00,Yielding (Good In Places),2m,Senecia (IRE),I. J. Power,0,Vincent Laurence Halley,2nd,3 3/4 l,6,11-12,-,True,55,28
Wexford Racing Results | 20th May 2023 16:00,N/A,16:00,Yielding (Good In Places),2m,Watch House Cross (IRE),D. J. O'Keeffe,0,Henry de Bromhead,1st,N/A,6,11-6t,-,True,55,28
Wexford Racing Results | 20th May 2023 16:35,N/A,16:35,Yielding (Good In Places),3m 1f 50y,West Breeze (IRE),D. J. O'Keeffe,0,Michael Winters,UR,N/A,7,11-9t,102,True,55,29
Wexford Racing Results | 20th May 2023 16:35,N/A,16:35,Yielding (Good In Places),3m 1f 50y,Hardy Bloke (FR),Conor Clarke,7,Emmet Mullins,UR,N/A,6,12-0,107,True,55,29
Wexford Racing Results | 20th May 2023 16:35,N/A,16:35,Yielding (Good In Places),3m 1f 50y,Lord Gillygooley (IRE),S. Fitzgerald,3,Declan Queally,UR,N/A,8,11-11tv,104,True,55,29
Wexford Racing Results | 20th May 2023 16:35,N/A,16:35,Yielding (Good In Places),3m 1f 50y,Smitty Bacall (IRE),Phillip Enright,0,J. P. Flavin,PU,N/A,12,11-2,95,True,55,29
Wexford Racing Results | 20th May 2023 16:35,N/A,16:35,Yielding (Good In Places),3m 1f 50y,Rose Of Kalanisi (IRE),C. D. Maxwell,0,Paul Stafford,PU,N/A,6,11-12,105,True,55,29
Wexford Racing Results | 20th May 2023 16:35,N/A,16:35,Yielding (Good In Places),3m 1f 50y,Hascoeur Clermont (FR),Keith Donoghue,0,Gavin Patrick Cromwell,PU,N/A,6,11-13,106,True,55,29
Wexford Racing Results | 20th May 2023 16:35,N/A,16:35,Yielding (Good In Places),3m 1f 50y,Trickey Trix (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,5th,16 l,11,10-13tp,92,True,55,29
Wexford Racing Results | 20th May 2023 16:35,N/A,16:35,Yielding (Good In Places),3m 1f 50y,Secret Cargo (IRE),Niall Moore,7,Philip Fenton,4th,6 1/2 l,9,11-13b,106,True,55,29
Wexford Racing Results | 20th May 2023 16:35,N/A,16:35,Yielding (Good In Places),3m 1f 50y,Coolcullen (IRE),K. E. Buckley,3,Brendan Duke,3rd,1 1/4 l,5,11-5,98,True,55,29
Wexford Racing Results | 20th May 2023 16:35,N/A,16:35,Yielding (Good In Places),3m 1f 50y,Walking The Walk (IRE),B. W. Harvey,5,Gordon Elliott,2nd,10 l,8,11-8tb,101,True,55,29
Wexford Racing Results | 20th May 2023 16:35,N/A,16:35,Yielding (Good In Places),3m 1f 50y,Goodnightngodbless (USA),C. G. O'Dwyer,7,J. D. Motherway,1st,N/A,10,11-4tp,97,True,55,29
Wexford Racing Results | 20th May 2023 16:35,N/A,16:35,Yielding (Good In Places),3m 1f 50y,West Breeze (IRE),D. J. O'Keeffe,0,Michael Winters,UR,N/A,7,11-9t,102,True,55,29
Wexford Racing Results | 20th May 2023 16:35,N/A,16:35,Yielding (Good In Places),3m 1f 50y,Hardy Bloke (FR),Conor Clarke,7,Emmet Mullins,UR,N/A,6,12-0,107,True,55,29
Wexford Racing Results | 20th May 2023 16:35,N/A,16:35,Yielding (Good In Places),3m 1f 50y,Lord Gillygooley (IRE),S. Fitzgerald,3,Declan Queally,UR,N/A,8,11-11tv,104,True,55,29
Wexford Racing Results | 20th May 2023 16:35,N/A,16:35,Yielding (Good In Places),3m 1f 50y,Smitty Bacall (IRE),Phillip Enright,0,J. P. Flavin,PU,N/A,12,11-2,95,True,55,29
Wexford Racing Results | 20th May 2023 16:35,N/A,16:35,Yielding (Good In Places),3m 1f 50y,Rose Of Kalanisi (IRE),C. D. Maxwell,0,Paul Stafford,PU,N/A,6,11-12,105,True,55,29
Wexford Racing Results | 20th May 2023 16:35,N/A,16:35,Yielding (Good In Places),3m 1f 50y,Hascoeur Clermont (FR),Keith Donoghue,0,Gavin Patrick Cromwell,PU,N/A,6,11-13,106,True,55,29
Wexford Racing Results | 20th May 2023 16:35,N/A,16:35,Yielding (Good In Places),3m 1f 50y,Trickey Trix (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,5th,16 l,11,10-13tp,92,True,55,29
Wexford Racing Results | 20th May 2023 16:35,N/A,16:35,Yielding (Good In Places),3m 1f 50y,Secret Cargo (IRE),Niall Moore,7,Philip Fenton,4th,6 1/2 l,9,11-13b,106,True,55,29
Wexford Racing Results | 20th May 2023 16:35,N/A,16:35,Yielding (Good In Places),3m 1f 50y,Coolcullen (IRE),K. E. Buckley,3,Brendan Duke,3rd,1 1/4 l,5,11-5,98,True,55,29
Wexford Racing Results | 20th May 2023 16:35,N/A,16:35,Yielding (Good In Places),3m 1f 50y,Walking The Walk (IRE),B. W. Harvey,5,Gordon Elliott,2nd,10 l,8,11-8tb,101,True,55,29
Wexford Racing Results | 20th May 2023 16:35,N/A,16:35,Yielding (Good In Places),3m 1f 50y,Goodnightngodbless (USA),C. G. O'Dwyer,7,J. D. Motherway,1st,N/A,10,11-4tp,97,True,55,29
Wexford Racing Results | 20th May 2023 17:10,N/A,17:10,Yielding (Good In Places),2m,Dixies Girl (IRE),Mr R. W. Barron,7,Arthur Goulding,PU,N/A,6,11-11,-,True,55,30
Wexford Racing Results | 20th May 2023 17:10,N/A,17:10,Yielding (Good In Places),2m,Cool Park (IRE),Mr P. W. Mullins,0,W. P. Mullins,PU,N/A,4,11-5,-,True,55,30
Wexford Racing Results | 20th May 2023 17:10,N/A,17:10,Yielding (Good In Places),2m,You Make Me Smile (IRE),Ms C. A. Walsh,7,P. A. Fahy,10th,28 l,5,11-11,-,True,55,30
Wexford Racing Results | 20th May 2023 17:10,N/A,17:10,Yielding (Good In Places),2m,Noriska De La Mare (FR),Mr T. Hamilton,0,Philip Fenton,9th,40 l,5,11-11,-,True,55,30
Wexford Racing Results | 20th May 2023 17:10,N/A,17:10,Yielding (Good In Places),2m,Colleen Dawn (IRE),Miss E. Cody,7,Ms M. M. Gannon,8th,1 1/4 l,4,11-5,-,True,55,30
Wexford Racing Results | 20th May 2023 17:10,N/A,17:10,Yielding (Good In Places),2m,Oneforthefairgreen (IRE),Mr H. C. Swan,5,Stephen Gerard Carey,7th,6 l,5,11-11,-,True,55,30
Wexford Racing Results | 20th May 2023 17:10,N/A,17:10,Yielding (Good In Places),2m,Brucio,Mr S. Connor,7,Stuart Crawford,6th,12 l,5,11-11t,-,True,55,30
Wexford Racing Results | 20th May 2023 17:10,N/A,17:10,Yielding (Good In Places),2m,Read the Room (IRE),Miss A. Hourigan,7,G. T. Hourigan,5th,3 3/4 l,4,11-5,-,True,55,30
Wexford Racing Results | 20th May 2023 17:10,N/A,17:10,Yielding (Good In Places),2m,Little Soiree (IRE),Mr J. L. Gleeson,5,Paul Nolan,4th,7 l,5,11-11,-,True,55,30
Wexford Racing Results | 20th May 2023 17:10,N/A,17:10,Yielding (Good In Places),2m,Rhaenyra (IRE),Mr J. P. O'Rourke,7,Colm A. Murphy,3rd,6 l,5,11-11h,-,True,55,30
Wexford Racing Results | 20th May 2023 17:10,N/A,17:10,Yielding (Good In Places),2m,Familiar Dreams,Mr J. J. Codd,0,Anthony McCann,2nd,6 1/2 l,4,11-5,-,True,55,30
Wexford Racing Results | 20th May 2023 17:10,N/A,17:10,Yielding (Good In Places),2m,World Of Fortunes (IRE),Mr J. W. Kenny,7,Liam Kenny,1st,N/A,5,11-11,-,True,55,30
Wexford Racing Results | 20th May 2023 17:10,N/A,17:10,Yielding (Good In Places),2m,Dixies Girl (IRE),Mr R. W. Barron,7,Arthur Goulding,PU,N/A,6,11-11,-,True,55,30
Wexford Racing Results | 20th May 2023 17:10,N/A,17:10,Yielding (Good In Places),2m,Cool Park (IRE),Mr P. W. Mullins,0,W. P. Mullins,PU,N/A,4,11-5,-,True,55,30
Wexford Racing Results | 20th May 2023 17:10,N/A,17:10,Yielding (Good In Places),2m,You Make Me Smile (IRE),Ms C. A. Walsh,7,P. A. Fahy,10th,28 l,5,11-11,-,True,55,30
Wexford Racing Results | 20th May 2023 17:10,N/A,17:10,Yielding (Good In Places),2m,Noriska De La Mare (FR),Mr T. Hamilton,0,Philip Fenton,9th,40 l,5,11-11,-,True,55,30
Wexford Racing Results | 20th May 2023 17:10,N/A,17:10,Yielding (Good In Places),2m,Colleen Dawn (IRE),Miss E. Cody,7,Ms M. M. Gannon,8th,1 1/4 l,4,11-5,-,True,55,30
Wexford Racing Results | 20th May 2023 17:10,N/A,17:10,Yielding (Good In Places),2m,Oneforthefairgreen (IRE),Mr H. C. Swan,5,Stephen Gerard Carey,7th,6 l,5,11-11,-,True,55,30
Wexford Racing Results | 20th May 2023 17:10,N/A,17:10,Yielding (Good In Places),2m,Brucio,Mr S. Connor,7,Stuart Crawford,6th,12 l,5,11-11t,-,True,55,30
Wexford Racing Results | 20th May 2023 17:10,N/A,17:10,Yielding (Good In Places),2m,Read the Room (IRE),Miss A. Hourigan,7,G. T. Hourigan,5th,3 3/4 l,4,11-5,-,True,55,30
Wexford Racing Results | 20th May 2023 17:10,N/A,17:10,Yielding (Good In Places),2m,Little Soiree (IRE),Mr J. L. Gleeson,5,Paul Nolan,4th,7 l,5,11-11,-,True,55,30
Wexford Racing Results | 20th May 2023 17:10,N/A,17:10,Yielding (Good In Places),2m,Rhaenyra (IRE),Mr J. P. O'Rourke,7,Colm A. Murphy,3rd,6 l,5,11-11h,-,True,55,30
Wexford Racing Results | 20th May 2023 17:10,N/A,17:10,Yielding (Good In Places),2m,Familiar Dreams,Mr J. J. Codd,0,Anthony McCann,2nd,6 1/2 l,4,11-5,-,True,55,30
Wexford Racing Results | 20th May 2023 17:10,N/A,17:10,Yielding (Good In Places),2m,World Of Fortunes (IRE),Mr J. W. Kenny,7,Liam Kenny,1st,N/A,5,11-11,-,True,55,30
Naas Racing Results | 21st May 2023 13:45,N/A,13:45,Good (Good To Firm In Places),5f,Clonmacash,Ben Martin Coen,0,Miss Natalia Lupini,5th,6 1/2 l,2,9-5,-,True,55,31
Naas Racing Results | 21st May 2023 13:45,N/A,13:45,Good (Good To Firm In Places),5f,Supersonic Man,Shane Foley,0,Mrs J. Harrington,4th,3/4 l,2,9-5,-,True,55,31
Naas Racing Results | 21st May 2023 13:45,N/A,13:45,Good (Good To Firm In Places),5f,I Am Invictus (IRE),William James Lee,0,M. D. O'Callaghan,3rd,1 1/4 l,2,9-5,-,True,55,31
Naas Racing Results | 21st May 2023 13:45,N/A,13:45,Good (Good To Firm In Places),5f,Tourist,C. T. Keane,0,G. M. Lyons,2nd,2 1/2 l,2,9-5,-,True,55,31
Naas Racing Results | 21st May 2023 13:45,N/A,13:45,Good (Good To Firm In Places),5f,River Tiber (IRE),Ryan Moore,0,Aidan O'Brien,1st,N/A,2,9-8,-,True,55,31
Naas Racing Results | 21st May 2023 13:45,N/A,13:45,Good (Good To Firm In Places),5f,Clonmacash,Ben Martin Coen,0,Miss Natalia Lupini,5th,6 1/2 l,2,9-5,-,True,55,31
Naas Racing Results | 21st May 2023 13:45,N/A,13:45,Good (Good To Firm In Places),5f,Supersonic Man,Shane Foley,0,Mrs J. Harrington,4th,3/4 l,2,9-5,-,True,55,31
Naas Racing Results | 21st May 2023 13:45,N/A,13:45,Good (Good To Firm In Places),5f,I Am Invictus (IRE),William James Lee,0,M. D. O'Callaghan,3rd,1 1/4 l,2,9-5,-,True,55,31
Naas Racing Results | 21st May 2023 13:45,N/A,13:45,Good (Good To Firm In Places),5f,Tourist,C. T. Keane,0,G. M. Lyons,2nd,2 1/2 l,2,9-5,-,True,55,31
Naas Racing Results | 21st May 2023 13:45,N/A,13:45,Good (Good To Firm In Places),5f,River Tiber (IRE),Ryan Moore,0,Aidan O'Brien,1st,N/A,2,9-8,-,True,55,31
Naas Racing Results | 21st May 2023 14:45,N/A,14:45,Good (Good To Firm In Places),5f 205y,Neo Smart (IRE),R. P. Cleary,0,J. S. Bolger,13th,3/4 l,2,9-2,-,True,55,33
Naas Racing Results | 21st May 2023 14:45,N/A,14:45,Good (Good To Firm In Places),5f 205y,West Of Wichita (IRE),Seamie Heffernan,0,Kevin Thomas Coleman,12th,Neck,2,9-2,-,True,55,33
Naas Racing Results | 21st May 2023 14:45,N/A,14:45,Good (Good To Firm In Places),5f 205y,Jakku (IRE),C. T. Keane,0,G. M. Lyons,11th,3/4 l,2,9-2,-,True,55,33
Naas Racing Results | 21st May 2023 14:45,N/A,14:45,Good (Good To Firm In Places),5f 205y,Making Time (IRE),W. M. Lordan,0,Miss Natalia Lupini,10th,1/2 l,2,9-2,-,True,55,33
Naas Racing Results | 21st May 2023 14:45,N/A,14:45,Good (Good To Firm In Places),5f 205y,Bated Moon (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,9th,3/4 l,2,9-2,-,True,55,33
Naas Racing Results | 21st May 2023 14:45,N/A,14:45,Good (Good To Firm In Places),5f 205y,What A Squeeze (IRE),Shane Foley,0,Mrs J. Harrington,8th,Neck,2,9-2,-,True,55,33
Naas Racing Results | 21st May 2023 14:45,N/A,14:45,Good (Good To Firm In Places),5f 205y,Smart Impression (IRE),Ben Martin Coen,0,Michael McCullagh,7th,1 l,2,9-2,-,True,55,33
Naas Racing Results | 21st May 2023 14:45,N/A,14:45,Good (Good To Firm In Places),5f 205y,Ziggy's Dream (IRE),K. T. O'Neill,0,Alice Haynes,6th,1/2 l,2,9-2,-,True,55,33
Naas Racing Results | 21st May 2023 14:45,N/A,14:45,Good (Good To Firm In Places),5f 205y,Blame Thechampagne (IRE),N. M. Crosse,0,Mrs J. Harrington,5th,Nose,2,9-2,-,True,55,33
Naas Racing Results | 21st May 2023 14:45,N/A,14:45,Good (Good To Firm In Places),5f 205y,Ribchestina (IRE),William James Lee,0,P. Twomey,4th,1 1/4 l,2,9-2,-,True,55,33
Naas Racing Results | 21st May 2023 14:45,N/A,14:45,Good (Good To Firm In Places),5f 205y,Launch (USA),Kevin Stott,0,Adrian Murray,3rd,4 1/2 l,2,9-2,-,True,55,33
Naas Racing Results | 21st May 2023 14:45,N/A,14:45,Good (Good To Firm In Places),5f 205y,Navassa Island (IRE),D. B. McMonagle,0,M. D. O'Callaghan,2nd,Neck,2,9-2,-,True,55,33
Naas Racing Results | 21st May 2023 14:45,N/A,14:45,Good (Good To Firm In Places),5f 205y,Porta Fortuna (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,1st,N/A,2,9-2,-,True,55,33
Naas Racing Results | 21st May 2023 14:45,N/A,14:45,Good (Good To Firm In Places),5f 205y,Neo Smart (IRE),R. P. Cleary,0,J. S. Bolger,13th,3/4 l,2,9-2,-,True,55,33
Naas Racing Results | 21st May 2023 14:45,N/A,14:45,Good (Good To Firm In Places),5f 205y,West Of Wichita (IRE),Seamie Heffernan,0,Kevin Thomas Coleman,12th,Neck,2,9-2,-,True,55,33
Naas Racing Results | 21st May 2023 14:45,N/A,14:45,Good (Good To Firm In Places),5f 205y,Jakku (IRE),C. T. Keane,0,G. M. Lyons,11th,3/4 l,2,9-2,-,True,55,33
Naas Racing Results | 21st May 2023 14:45,N/A,14:45,Good (Good To Firm In Places),5f 205y,Making Time (IRE),W. M. Lordan,0,Miss Natalia Lupini,10th,1/2 l,2,9-2,-,True,55,33
Naas Racing Results | 21st May 2023 14:45,N/A,14:45,Good (Good To Firm In Places),5f 205y,Bated Moon (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,9th,3/4 l,2,9-2,-,True,55,33
Naas Racing Results | 21st May 2023 14:45,N/A,14:45,Good (Good To Firm In Places),5f 205y,What A Squeeze (IRE),Shane Foley,0,Mrs J. Harrington,8th,Neck,2,9-2,-,True,55,33
Naas Racing Results | 21st May 2023 14:45,N/A,14:45,Good (Good To Firm In Places),5f 205y,Smart Impression (IRE),Ben Martin Coen,0,Michael McCullagh,7th,1 l,2,9-2,-,True,55,33
Naas Racing Results | 21st May 2023 14:45,N/A,14:45,Good (Good To Firm In Places),5f 205y,Ziggy's Dream (IRE),K. T. O'Neill,0,Alice Haynes,6th,1/2 l,2,9-2,-,True,55,33
Naas Racing Results | 21st May 2023 14:45,N/A,14:45,Good (Good To Firm In Places),5f 205y,Blame Thechampagne (IRE),N. M. Crosse,0,Mrs J. Harrington,5th,Nose,2,9-2,-,True,55,33
Naas Racing Results | 21st May 2023 14:45,N/A,14:45,Good (Good To Firm In Places),5f 205y,Ribchestina (IRE),William James Lee,0,P. Twomey,4th,1 1/4 l,2,9-2,-,True,55,33
Naas Racing Results | 21st May 2023 14:45,N/A,14:45,Good (Good To Firm In Places),5f 205y,Launch (USA),Kevin Stott,0,Adrian Murray,3rd,4 1/2 l,2,9-2,-,True,55,33
Naas Racing Results | 21st May 2023 14:45,N/A,14:45,Good (Good To Firm In Places),5f 205y,Navassa Island (IRE),D. B. McMonagle,0,M. D. O'Callaghan,2nd,Neck,2,9-2,-,True,55,33
Naas Racing Results | 21st May 2023 14:45,N/A,14:45,Good (Good To Firm In Places),5f 205y,Porta Fortuna (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,1st,N/A,2,9-2,-,True,55,33
Naas Racing Results | 21st May 2023 15:15,N/A,15:15,Good (Good To Firm In Places),7f,Smile of Love (IRE),M. A. Enright,0,G. M. Lyons,11th,3/4 l,4,9-6t,-,True,55,34
Naas Racing Results | 21st May 2023 15:15,N/A,15:15,Good (Good To Firm In Places),7f,American Kestrel (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,10th,Head,4,9-6h1,-,True,55,34
Naas Racing Results | 21st May 2023 15:15,N/A,15:15,Good (Good To Firm In Places),7f,La Dolce Vita (IRE),K. J. Leonard,0,Donnacha Aidan O'Brien,9th,1 l,3,8-9,-,True,55,34
Naas Racing Results | 21st May 2023 15:15,N/A,15:15,Good (Good To Firm In Places),7f,Villanova Queen (IRE),S. McCullagh,0,Mrs J. Harrington,8th,Neck,4,9-6,-,True,55,34
Naas Racing Results | 21st May 2023 15:15,N/A,15:15,Good (Good To Firm In Places),7f,Yerwanthere (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,7th,Neck,4,9-6,-,True,55,34
Naas Racing Results | 21st May 2023 15:15,N/A,15:15,Good (Good To Firm In Places),7f,Monaasib (USA),C. D. Hayes,0,Kevin Prendergast,6th,1/2 l,5,9-11t,-,True,55,34
Naas Racing Results | 21st May 2023 15:15,N/A,15:15,Good (Good To Firm In Places),7f,Mutasarref,C. T. Keane,0,G. M. Lyons,5th,1 1/2 l,5,10-0,-,True,55,34
Naas Racing Results | 21st May 2023 15:15,N/A,15:15,Good (Good To Firm In Places),7f,Panic Alarm (IRE),Shane Foley,0,Mrs J. Harrington,4th,Nose,3,9-0,-,True,55,34
Naas Racing Results | 21st May 2023 15:15,N/A,15:15,Good (Good To Firm In Places),7f,New Energy (IRE),R. C. Colgan,0,Ms Sheila Lavery,3rd,1 1/2 l,4,9-11,-,True,55,34
Naas Racing Results | 21st May 2023 15:15,N/A,15:15,Good (Good To Firm In Places),7f,Sharlouk (IRE),Ben Martin Coen,0,John Patrick Murtagh,2nd,Short Head,3,9-0,-,True,55,34
Naas Racing Results | 21st May 2023 15:15,N/A,15:15,Good (Good To Firm In Places),7f,Cosmic Vega (IRE),R. P. Whelan,0,M. Halford & T. Collins,1st,N/A,5,9-11,-,True,55,34
Naas Racing Results | 21st May 2023 15:15,N/A,15:15,Good (Good To Firm In Places),7f,Smile of Love (IRE),M. A. Enright,0,G. M. Lyons,11th,3/4 l,4,9-6t,-,True,55,34
Naas Racing Results | 21st May 2023 15:15,N/A,15:15,Good (Good To Firm In Places),7f,American Kestrel (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,10th,Head,4,9-6h1,-,True,55,34
Naas Racing Results | 21st May 2023 15:15,N/A,15:15,Good (Good To Firm In Places),7f,La Dolce Vita (IRE),K. J. Leonard,0,Donnacha Aidan O'Brien,9th,1 l,3,8-9,-,True,55,34
Naas Racing Results | 21st May 2023 15:15,N/A,15:15,Good (Good To Firm In Places),7f,Villanova Queen (IRE),S. McCullagh,0,Mrs J. Harrington,8th,Neck,4,9-6,-,True,55,34
Naas Racing Results | 21st May 2023 15:15,N/A,15:15,Good (Good To Firm In Places),7f,Yerwanthere (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,7th,Neck,4,9-6,-,True,55,34
Naas Racing Results | 21st May 2023 15:15,N/A,15:15,Good (Good To Firm In Places),7f,Monaasib (USA),C. D. Hayes,0,Kevin Prendergast,6th,1/2 l,5,9-11t,-,True,55,34
Naas Racing Results | 21st May 2023 15:15,N/A,15:15,Good (Good To Firm In Places),7f,Mutasarref,C. T. Keane,0,G. M. Lyons,5th,1 1/2 l,5,10-0,-,True,55,34
Naas Racing Results | 21st May 2023 15:15,N/A,15:15,Good (Good To Firm In Places),7f,Panic Alarm (IRE),Shane Foley,0,Mrs J. Harrington,4th,Nose,3,9-0,-,True,55,34
Naas Racing Results | 21st May 2023 15:15,N/A,15:15,Good (Good To Firm In Places),7f,New Energy (IRE),R. C. Colgan,0,Ms Sheila Lavery,3rd,1 1/2 l,4,9-11,-,True,55,34
Naas Racing Results | 21st May 2023 15:15,N/A,15:15,Good (Good To Firm In Places),7f,Sharlouk (IRE),Ben Martin Coen,0,John Patrick Murtagh,2nd,Short Head,3,9-0,-,True,55,34
Naas Racing Results | 21st May 2023 15:15,N/A,15:15,Good (Good To Firm In Places),7f,Cosmic Vega (IRE),R. P. Whelan,0,M. Halford & T. Collins,1st,N/A,5,9-11,-,True,55,34
Naas Racing Results | 21st May 2023 15:45,N/A,15:45,Good (Good To Firm In Places),5f 205y,Song For Whoever (IRE),A. J. Slattery,0,John S. O'Donoghue,15th,6 l,3,9-5,-,True,55,35
Naas Racing Results | 21st May 2023 15:45,N/A,15:45,Good (Good To Firm In Places),5f 205y,Running Cool,W. M. Lordan,0,Miss Natalia Lupini,14th,3 1/4 l,3,9-5,-,True,55,35
