track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Listowel Racing Results | 5th June 2023 16:20,N/A,16:20,Good (Good To Yielding In Places),2m 3f,Jeremys Flame (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,4th,19 l,9,11-5h,-,True,59,1
Listowel Racing Results | 5th June 2023 16:20,N/A,16:20,Good (Good To Yielding In Places),2m 3f,Effernock Fizz (IRE),D. J. O'Keeffe,0,Cian Michael Collins,3rd,9 1/2 l,8,10-13tp,-,True,59,1
Listowel Racing Results | 5th June 2023 16:20,N/A,16:20,Good (Good To Yielding In Places),2m 3f,Dancing On My Own (IRE),M. P. O'Connor,5,Henry de Bromhead,2nd,3 1/2 l,9,11-2t,-,True,59,1
Listowel Racing Results | 5th June 2023 16:20,N/A,16:20,Good (Good To Yielding In Places),2m 3f,Easy Game (FR),P. Townend,0,W. P. Mullins,1st,N/A,9,11-12,-,True,59,1
Listowel Racing Results | 5th June 2023 16:20,N/A,16:20,Good (Good To Yielding In Places),2m 3f,Jeremys Flame (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,4th,19 l,9,11-5h,-,True,59,1
Listowel Racing Results | 5th June 2023 16:20,N/A,16:20,Good (Good To Yielding In Places),2m 3f,Effernock Fizz (IRE),D. J. O'Keeffe,0,Cian Michael Collins,3rd,9 1/2 l,8,10-13tp,-,True,59,1
Listowel Racing Results | 5th June 2023 16:20,N/A,16:20,Good (Good To Yielding In Places),2m 3f,Dancing On My Own (IRE),M. P. O'Connor,5,Henry de Bromhead,2nd,3 1/2 l,9,11-2t,-,True,59,1
Listowel Racing Results | 5th June 2023 16:20,N/A,16:20,Good (Good To Yielding In Places),2m 3f,Easy Game (FR),P. Townend,0,W. P. Mullins,1st,N/A,9,11-12,-,True,59,1
Listowel Racing Results | 5th June 2023 16:50,N/A,16:50,Good (Good To Yielding In Places),3m,Daicheadacuig (IRE),Mr P. W. Gleeson,7,Brian Mortell,PU,N/A,8,11-7,-,True,59,2
Listowel Racing Results | 5th June 2023 16:50,N/A,16:50,Good (Good To Yielding In Places),3m,Russian Diamond (IRE),Mr T. Hamilton,0,John Joseph Hanlon,F,N/A,9,11-11p,-,True,59,2
Listowel Racing Results | 5th June 2023 16:50,N/A,16:50,Good (Good To Yielding In Places),3m,Chateau Elan (IRE),Mr I. Cribbin,7,Ross O'Sullivan,7th,1 1/2 l,6,11-7t1,-,True,59,2
Listowel Racing Results | 5th June 2023 16:50,N/A,16:50,Good (Good To Yielding In Places),3m,Getawayrooney (IRE),Mr Adam Feeney,7,Ruaidhri Tierney,6th,3 3/4 l,9,11-0tp,-,True,59,2
Listowel Racing Results | 5th June 2023 16:50,N/A,16:50,Good (Good To Yielding In Places),3m,Rust To Riches (IRE),Mr D. McGill,7,Neill McCluskey,5th,2 l,6,11-7tp1,-,True,59,2
Listowel Racing Results | 5th June 2023 16:50,N/A,16:50,Good (Good To Yielding In Places),3m,All Hell Let Loose (IRE),Mr D. T. Hyde,7,T. E. Hyde,4th,1 1/4 l,14,11-7p,-,True,59,2
