track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Sligo Racing Results | 16th May 2023 19:20,N/A,19:20,Good To Yielding (Yielding In Places),1m 2f 94y,Persian Queen (IRE),C. Stone-Walsh,7,Ms Joanna Morgan,5th,1/2 l,6,9-12t,79,True,54,42
Sligo Racing Results | 16th May 2023 19:20,N/A,19:20,Good To Yielding (Yielding In Places),1m 2f 94y,En Or (FR),C. T. Keane,0,A. J. Martin,4th,1/2 l,5,9-9,76,True,54,42
Sligo Racing Results | 16th May 2023 19:20,N/A,19:20,Good To Yielding (Yielding In Places),1m 2f 94y,Red Ball Of Fire (IRE),M. W. Hassett,10,Mark McNiff,3rd,Head,6,8-7p,60,True,54,42
Sligo Racing Results | 16th May 2023 19:20,N/A,19:20,Good To Yielding (Yielding In Places),1m 2f 94y,Sir Antonino (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,2nd,3 1/4 l,4,10-2b,83,True,54,42
Sligo Racing Results | 16th May 2023 19:20,N/A,19:20,Good To Yielding (Yielding In Places),1m 2f 94y,In From The Cold (IRE),J. Kearney,7,Gordon Elliott,1st,N/A,6,9-12,79,True,54,42
Sligo Racing Results | 16th May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Places),1m 2f 94y,My Boy Teddy (IRE),J. J. G. Ryan,7,Ms Claire O'Connell,9th,11 l,4,9-9,-,True,54,43
Sligo Racing Results | 16th May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Places),1m 2f 94y,Born Ruthless (IRE),A. J. Slattery,0,A. Slattery,8th,Nose,4,9-4,-,True,54,43
Sligo Racing Results | 16th May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Places),1m 2f 94y,Golden Star (IRE),M. A. Enright,0,A. J. Martin,7th,2 3/4 l,7,9-9t,-,True,54,43
Sligo Racing Results | 16th May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Places),1m 2f 94y,Isotta (IRE),Adam Caffrey,7,Adrian McGuinness,6th,6 l,4,9-4p,-,True,54,43
Sligo Racing Results | 16th May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Places),1m 2f 94y,Expound,J. M. Sheridan,3,Denis Hogan,5th,1/2 l,4,9-9t,-,True,54,43
Sligo Racing Results | 16th May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Places),1m 2f 94y,Fermoyle (IRE),C. T. Keane,0,Noel Meade,4th,Neck,5,9-9,-,True,54,43
Sligo Racing Results | 16th May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Places),1m 2f 94y,Knight Sleeper,R. P. Whelan,0,K. J. Condon,3rd,2 l,4,9-9t1,-,True,54,43
Sligo Racing Results | 16th May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Places),1m 2f 94y,Mon Coeur (IRE),G. F. Carroll,0,Joseph G. Murphy,2nd,3/4 l,7,9-9,-,True,54,43
Sligo Racing Results | 16th May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Places),1m 2f 94y,Marvelosa (IRE),J. Kearney,7,Richard John O'Brien,1st,N/A,4,9-4,-,True,54,43
Sligo Racing Results | 16th May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Places),1m 2f 94y,My Boy Teddy (IRE),J. J. G. Ryan,7,Ms Claire O'Connell,9th,11 l,4,9-9,-,True,54,43
Sligo Racing Results | 16th May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Places),1m 2f 94y,Born Ruthless (IRE),A. J. Slattery,0,A. Slattery,8th,Nose,4,9-4,-,True,54,43
Sligo Racing Results | 16th May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Places),1m 2f 94y,Golden Star (IRE),M. A. Enright,0,A. J. Martin,7th,2 3/4 l,7,9-9t,-,True,54,43
Sligo Racing Results | 16th May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Places),1m 2f 94y,Isotta (IRE),Adam Caffrey,7,Adrian McGuinness,6th,6 l,4,9-4p,-,True,54,43
Sligo Racing Results | 16th May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Places),1m 2f 94y,Expound,J. M. Sheridan,3,Denis Hogan,5th,1/2 l,4,9-9t,-,True,54,43
Sligo Racing Results | 16th May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Places),1m 2f 94y,Fermoyle (IRE),C. T. Keane,0,Noel Meade,4th,Neck,5,9-9,-,True,54,43
Sligo Racing Results | 16th May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Places),1m 2f 94y,Knight Sleeper,R. P. Whelan,0,K. J. Condon,3rd,2 l,4,9-9t1,-,True,54,43
Sligo Racing Results | 16th May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Places),1m 2f 94y,Mon Coeur (IRE),G. F. Carroll,0,Joseph G. Murphy,2nd,3/4 l,7,9-9,-,True,54,43
Sligo Racing Results | 16th May 2023 19:55,N/A,19:55,Good To Yielding (Yielding In Places),1m 2f 94y,Marvelosa (IRE),J. Kearney,7,Richard John O'Brien,1st,N/A,4,9-4,-,True,54,43
Sligo Racing Results | 16th May 2023 20:30,N/A,20:30,Good To Yielding (Yielding In Places),1m 5f 40y,Karayaz (IRE),J. J. Slevin,0,J. J. Cullen,11th,3/4 l,8,10-7p,-,True,54,44
Sligo Racing Results | 16th May 2023 20:30,N/A,20:30,Good To Yielding (Yielding In Places),1m 5f 40y,Way Forward (IRE),Jack Cleary,7,Luke Comer,10th,4 3/4 l,4,10-2,-,True,54,44
Sligo Racing Results | 16th May 2023 20:30,N/A,20:30,Good To Yielding (Yielding In Places),1m 5f 40y,Natural Ability (IRE),M. A. Enright,0,A. J. Martin,9th,2 l,5,10-7t,-,True,54,44
Sligo Racing Results | 16th May 2023 20:30,N/A,20:30,Good To Yielding (Yielding In Places),1m 5f 40y,Vincenzo Gamba (IRE),D. N. Curran,7,Darren Bunyan,8th,3 3/4 l,4,10-7,-,True,54,44
Sligo Racing Results | 16th May 2023 20:30,N/A,20:30,Good To Yielding (Yielding In Places),1m 5f 40y,Daghdha (IRE),S. McCullagh,3,Patrick Martin,7th,1 3/4 l,7,10-7t,-,True,54,44
Sligo Racing Results | 16th May 2023 20:30,N/A,20:30,Good To Yielding (Yielding In Places),1m 5f 40y,Evans Secret,G. F. Carroll,0,Mark McNiff,6th,1/2 l,4,10-7t,-,True,54,44
Sligo Racing Results | 16th May 2023 20:30,N/A,20:30,Good To Yielding (Yielding In Places),1m 5f 40y,Chicago Storm,C. T. Keane,0,Peter Fahey,5th,2 3/4 l,4,10-7,-,True,54,44
Sligo Racing Results | 16th May 2023 20:30,N/A,20:30,Good To Yielding (Yielding In Places),1m 5f 40y,Nikini (IRE),S. Cleary-Farrell,10,W. P. Mullins,4th,1 1/4 l,6,10-2,-,True,54,44
Sligo Racing Results | 16th May 2023 20:30,N/A,20:30,Good To Yielding (Yielding In Places),1m 5f 40y,Rapparee Champ (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,3rd,1 l,3,9-5,-,True,54,44
Sligo Racing Results | 16th May 2023 20:30,N/A,20:30,Good To Yielding (Yielding In Places),1m 5f 40y,Votre Homme (IRE),O. Enright,10,D. K. Weld,2nd,3 1/4 l,3,9-5,-,True,54,44
Sligo Racing Results | 16th May 2023 20:30,N/A,20:30,Good To Yielding (Yielding In Places),1m 5f 40y,Rattle and Hum (IRE),J. Coen,5,Joseph Patrick O'Brien,1st,N/A,3,9-5,-,True,54,44
Sligo Racing Results | 16th May 2023 20:30,N/A,20:30,Good To Yielding (Yielding In Places),1m 5f 40y,Karayaz (IRE),J. J. Slevin,0,J. J. Cullen,11th,3/4 l,8,10-7p,-,True,54,44
Sligo Racing Results | 16th May 2023 20:30,N/A,20:30,Good To Yielding (Yielding In Places),1m 5f 40y,Way Forward (IRE),Jack Cleary,7,Luke Comer,10th,4 3/4 l,4,10-2,-,True,54,44
Sligo Racing Results | 16th May 2023 20:30,N/A,20:30,Good To Yielding (Yielding In Places),1m 5f 40y,Natural Ability (IRE),M. A. Enright,0,A. J. Martin,9th,2 l,5,10-7t,-,True,54,44
Sligo Racing Results | 16th May 2023 20:30,N/A,20:30,Good To Yielding (Yielding In Places),1m 5f 40y,Vincenzo Gamba (IRE),D. N. Curran,7,Darren Bunyan,8th,3 3/4 l,4,10-7,-,True,54,44
Sligo Racing Results | 16th May 2023 20:30,N/A,20:30,Good To Yielding (Yielding In Places),1m 5f 40y,Daghdha (IRE),S. McCullagh,3,Patrick Martin,7th,1 3/4 l,7,10-7t,-,True,54,44
Sligo Racing Results | 16th May 2023 20:30,N/A,20:30,Good To Yielding (Yielding In Places),1m 5f 40y,Evans Secret,G. F. Carroll,0,Mark McNiff,6th,1/2 l,4,10-7t,-,True,54,44
Sligo Racing Results | 16th May 2023 20:30,N/A,20:30,Good To Yielding (Yielding In Places),1m 5f 40y,Chicago Storm,C. T. Keane,0,Peter Fahey,5th,2 3/4 l,4,10-7,-,True,54,44
Sligo Racing Results | 16th May 2023 20:30,N/A,20:30,Good To Yielding (Yielding In Places),1m 5f 40y,Nikini (IRE),S. Cleary-Farrell,10,W. P. Mullins,4th,1 1/4 l,6,10-2,-,True,54,44
Sligo Racing Results | 16th May 2023 20:30,N/A,20:30,Good To Yielding (Yielding In Places),1m 5f 40y,Rapparee Champ (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,3rd,1 l,3,9-5,-,True,54,44
Sligo Racing Results | 16th May 2023 20:30,N/A,20:30,Good To Yielding (Yielding In Places),1m 5f 40y,Votre Homme (IRE),O. Enright,10,D. K. Weld,2nd,3 1/4 l,3,9-5,-,True,54,44
Sligo Racing Results | 16th May 2023 20:30,N/A,20:30,Good To Yielding (Yielding In Places),1m 5f 40y,Rattle and Hum (IRE),J. Coen,5,Joseph Patrick O'Brien,1st,N/A,3,9-5,-,True,54,44
Cork Racing Results | 17th May 2023 17:20,N/A,17:20,Good (Good To Firm In Places),6f,Navalny (IRE),W. M. Lordan,0,Henry de Bromhead,NR,N/A,3,9-8ht1,-,True,54,45
Cork Racing Results | 17th May 2023 17:20,N/A,17:20,Good (Good To Firm In Places),6f,Racing Royalty,N. M. Crosse,0,Gillian Scott,9th,2 3/4 l,4,10-3b,-,True,54,45
Cork Racing Results | 17th May 2023 17:20,N/A,17:20,Good (Good To Firm In Places),6f,Emorcee (IRE),Declan McDonogh,0,David Marnane,8th,Nose,3,9-8,-,True,54,45
Cork Racing Results | 17th May 2023 17:20,N/A,17:20,Good (Good To Firm In Places),6f,Bold As Love (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,7th,1 1/4 l,3,9-3,-,True,54,45
Cork Racing Results | 17th May 2023 17:20,N/A,17:20,Good (Good To Firm In Places),6f,Final Check (IRE),R. P. Whelan,0,John S. O'Donoghue,6th,Head,3,9-3,-,True,54,45
Cork Racing Results | 17th May 2023 17:20,N/A,17:20,Good (Good To Firm In Places),6f,Wooden Head (IRE),C. D. Hayes,0,Darren Bunyan,4th,1 1/2 l,4,10-3t1,-,True,54,45
Cork Racing Results | 17th May 2023 17:20,N/A,17:20,Good (Good To Firm In Places),6f,Las Cuatro (USA),C. T. Keane,0,G. M. Lyons,4th,Dead Heat,3,9-3,-,True,54,45
Cork Racing Results | 17th May 2023 17:20,N/A,17:20,Good (Good To Firm In Places),6f,Paradise Perfect (USA),K. W. de Oliveira,10,W. P. Browne,3rd,1 3/4 l,3,9-8,-,True,54,45
Cork Racing Results | 17th May 2023 17:20,N/A,17:20,Good (Good To Firm In Places),6f,Kings Time (IRE),Shane Foley,0,Mrs J. Harrington,2nd,1 1/2 l,3,9-8t1,-,True,54,45
Cork Racing Results | 17th May 2023 17:20,N/A,17:20,Good (Good To Firm In Places),6f,Tango Flare (IRE),L. T. McAteer,3,Patrick T. Foley,1st,N/A,4,10-3t,-,True,54,45
Cork Racing Results | 17th May 2023 17:20,N/A,17:20,Good (Good To Firm In Places),6f,Navalny (IRE),W. M. Lordan,0,Henry de Bromhead,NR,N/A,3,9-8ht1,-,True,54,45
Cork Racing Results | 17th May 2023 17:20,N/A,17:20,Good (Good To Firm In Places),6f,Racing Royalty,N. M. Crosse,0,Gillian Scott,9th,2 3/4 l,4,10-3b,-,True,54,45
Cork Racing Results | 17th May 2023 17:20,N/A,17:20,Good (Good To Firm In Places),6f,Emorcee (IRE),Declan McDonogh,0,David Marnane,8th,Nose,3,9-8,-,True,54,45
Cork Racing Results | 17th May 2023 17:20,N/A,17:20,Good (Good To Firm In Places),6f,Bold As Love (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,7th,1 1/4 l,3,9-3,-,True,54,45
Cork Racing Results | 17th May 2023 17:20,N/A,17:20,Good (Good To Firm In Places),6f,Final Check (IRE),R. P. Whelan,0,John S. O'Donoghue,6th,Head,3,9-3,-,True,54,45
Cork Racing Results | 17th May 2023 17:20,N/A,17:20,Good (Good To Firm In Places),6f,Wooden Head (IRE),C. D. Hayes,0,Darren Bunyan,4th,1 1/2 l,4,10-3t1,-,True,54,45
Cork Racing Results | 17th May 2023 17:20,N/A,17:20,Good (Good To Firm In Places),6f,Las Cuatro (USA),C. T. Keane,0,G. M. Lyons,4th,Dead Heat,3,9-3,-,True,54,45
Cork Racing Results | 17th May 2023 17:20,N/A,17:20,Good (Good To Firm In Places),6f,Paradise Perfect (USA),K. W. de Oliveira,10,W. P. Browne,3rd,1 3/4 l,3,9-8,-,True,54,45
Cork Racing Results | 17th May 2023 17:20,N/A,17:20,Good (Good To Firm In Places),6f,Kings Time (IRE),Shane Foley,0,Mrs J. Harrington,2nd,1 1/2 l,3,9-8t1,-,True,54,45
Cork Racing Results | 17th May 2023 17:20,N/A,17:20,Good (Good To Firm In Places),6f,Tango Flare (IRE),L. T. McAteer,3,Patrick T. Foley,1st,N/A,4,10-3t,-,True,54,45
Cork Racing Results | 17th May 2023 18:20,N/A,18:20,Good (Good To Firm In Places),5f,Mount Ruapehu (IRE),A. J. Slattery,0,John F. Grogan,10th,4 1/2 l,3,9-5,82,True,54,47
Cork Racing Results | 17th May 2023 18:20,N/A,18:20,Good (Good To Firm In Places),5f,Sioux Spirit (IRE),William James Lee,0,K. J. Condon,9th,Neck,3,9-10v,87,True,54,47
Cork Racing Results | 17th May 2023 18:20,N/A,18:20,Good (Good To Firm In Places),5f,Blanc De Noir (IRE),M. W. Hassett,10,Mrs J. Harrington,8th,Neck,3,8-8b,71,True,54,47
Cork Racing Results | 17th May 2023 18:20,N/A,18:20,Good (Good To Firm In Places),5f,Son Of Sampers (IRE),R. P. Whelan,0,M. Halford & T. Collins,7th,1 l,3,8-8,71,True,54,47
Cork Racing Results | 17th May 2023 18:20,N/A,18:20,Good (Good To Firm In Places),5f,Vanguard Star (IRE),J. Coen,5,Joseph Patrick O'Brien,6th,3/4 l,3,9-8t,85,True,54,47
Cork Racing Results | 17th May 2023 18:20,N/A,18:20,Good (Good To Firm In Places),5f,Oneplusone (IRE),C. D. Hayes,0,Kevin Thomas Coleman,5th,1/2 l,3,8-9,72,True,54,47
Cork Racing Results | 17th May 2023 18:20,N/A,18:20,Good (Good To Firm In Places),5f,Amazon Lady (IRE),Jessica Maye,10,W. McCreery,4th,Short Head,3,9-12,89,True,54,47
Cork Racing Results | 17th May 2023 18:20,N/A,18:20,Good (Good To Firm In Places),5f,El Tesoro (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,3rd,1/2 l,3,8-11,74,True,54,47
Cork Racing Results | 17th May 2023 18:20,N/A,18:20,Good (Good To Firm In Places),5f,Escaping Thejungle (IRE),W. M. Lordan,0,E. D. Delany,2nd,Head,3,9-8,85,True,54,47
Cork Racing Results | 17th May 2023 18:20,N/A,18:20,Good (Good To Firm In Places),5f,Not Too Real Bad (IRE),Shane Foley,0,Thomas Mullins,1st,N/A,3,8-9ht,72,True,54,47
Cork Racing Results | 17th May 2023 18:20,N/A,18:20,Good (Good To Firm In Places),5f,Mount Ruapehu (IRE),A. J. Slattery,0,John F. Grogan,10th,4 1/2 l,3,9-5,82,True,54,47
Cork Racing Results | 17th May 2023 18:20,N/A,18:20,Good (Good To Firm In Places),5f,Sioux Spirit (IRE),William James Lee,0,K. J. Condon,9th,Neck,3,9-10v,87,True,54,47
Cork Racing Results | 17th May 2023 18:20,N/A,18:20,Good (Good To Firm In Places),5f,Blanc De Noir (IRE),M. W. Hassett,10,Mrs J. Harrington,8th,Neck,3,8-8b,71,True,54,47
Cork Racing Results | 17th May 2023 18:20,N/A,18:20,Good (Good To Firm In Places),5f,Son Of Sampers (IRE),R. P. Whelan,0,M. Halford & T. Collins,7th,1 l,3,8-8,71,True,54,47
Cork Racing Results | 17th May 2023 18:20,N/A,18:20,Good (Good To Firm In Places),5f,Vanguard Star (IRE),J. Coen,5,Joseph Patrick O'Brien,6th,3/4 l,3,9-8t,85,True,54,47
Cork Racing Results | 17th May 2023 18:20,N/A,18:20,Good (Good To Firm In Places),5f,Oneplusone (IRE),C. D. Hayes,0,Kevin Thomas Coleman,5th,1/2 l,3,8-9,72,True,54,47
Cork Racing Results | 17th May 2023 18:20,N/A,18:20,Good (Good To Firm In Places),5f,Amazon Lady (IRE),Jessica Maye,10,W. McCreery,4th,Short Head,3,9-12,89,True,54,47
Cork Racing Results | 17th May 2023 18:20,N/A,18:20,Good (Good To Firm In Places),5f,El Tesoro (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,3rd,1/2 l,3,8-11,74,True,54,47
Cork Racing Results | 17th May 2023 18:20,N/A,18:20,Good (Good To Firm In Places),5f,Escaping Thejungle (IRE),W. M. Lordan,0,E. D. Delany,2nd,Head,3,9-8,85,True,54,47
Cork Racing Results | 17th May 2023 18:20,N/A,18:20,Good (Good To Firm In Places),5f,Not Too Real Bad (IRE),Shane Foley,0,Thomas Mullins,1st,N/A,3,8-9ht,72,True,54,47
Cork Racing Results | 17th May 2023 18:50,N/A,18:50,Good (Good To Firm In Places),7f,Yester (IRE),Cillian McConnell,7,John McConnell,25th,4 3/4 l,7,9-13,69,True,54,48
Cork Racing Results | 17th May 2023 18:50,N/A,18:50,Good (Good To Firm In Places),7f,Princess Rajj (IRE),Shane Foley,0,Mrs J. Harrington,24th,1 3/4 l,4,9-11tp,67,True,54,48
Cork Racing Results | 17th May 2023 18:50,N/A,18:50,Good (Good To Firm In Places),7f,Drombeg Duke (IRE),G. B. Noonan,7,Eoin Christopher McCarthy,23rd,1/2 l,7,10-5,75,True,54,48
Cork Racing Results | 17th May 2023 18:50,N/A,18:50,Good (Good To Firm In Places),7f,Trueba (IRE),S. B. Kelly,0,E. D. Linehan,22nd,Neck,7,9-12,68,True,54,48
Cork Racing Results | 17th May 2023 18:50,N/A,18:50,Good (Good To Firm In Places),7f,Above It All (IRE),Siobhan Rutledge,5,John McConnell,21st,1/2 l,4,9-9,65,True,54,48
Cork Racing Results | 17th May 2023 18:50,N/A,18:50,Good (Good To Firm In Places),7f,Dazzling Spirit (IRE),Ben Martin Coen,0,Thomas Mullins,20th,1 1/2 l,5,10-2,72,True,54,48
Cork Racing Results | 17th May 2023 18:50,N/A,18:50,Good (Good To Firm In Places),7f,Darkdeserthighway (IRE),C. T. Keane,0,M. D. O'Callaghan,19th,Neck,5,9-11,67,True,54,48
Cork Racing Results | 17th May 2023 18:50,N/A,18:50,Good (Good To Firm In Places),7f,Khattaat (IRE),R. Whearty,7,Paul W. Flynn,18th,Short Head,4,9-3tb1,59,True,54,48
Cork Racing Results | 17th May 2023 18:50,N/A,18:50,Good (Good To Firm In Places),7f,Chestnutter (IRE),C. J. MacRedmond,5,Noel Meade,17th,Neck,4,9-11,67,True,54,48
Cork Racing Results | 17th May 2023 18:50,N/A,18:50,Good (Good To Firm In Places),7f,Breezy Zoff (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,16th,Head,4,9-10ht,66,True,54,48
Cork Racing Results | 17th May 2023 18:50,N/A,18:50,Good (Good To Firm In Places),7f,Macadam's Rock (IRE),C. D. Hayes,0,Miss Hilary McLoughlin,15th,Short Head,5,9-9,65,True,54,48
Cork Racing Results | 17th May 2023 18:50,N/A,18:50,Good (Good To Firm In Places),7f,Nyla Rua (IRE),R. P. Whelan,0,Jack W. Davison,14th,Head,4,8-7p1,49,True,54,48
Cork Racing Results | 17th May 2023 18:50,N/A,18:50,Good (Good To Firm In Places),7f,Whatharm (IRE),C. P. Hoban,0,Patrick J. Flynn,13th,Head,8,9-8p1,64,True,54,48
Cork Racing Results | 17th May 2023 18:50,N/A,18:50,Good (Good To Firm In Places),7f,Jered Maddox,Declan McDonogh,0,David Marnane,12th,Short Head,7,10-1,71,True,54,48
Cork Racing Results | 17th May 2023 18:50,N/A,18:50,Good (Good To Firm In Places),7f,Ferrybank,D. B. McMonagle,0,T. M. Walsh,11th,Head,5,9-4,60,True,54,48
Cork Racing Results | 17th May 2023 18:50,N/A,18:50,Good (Good To Firm In Places),7f,Dutch Glory (IRE),J. Coen,5,Ross O'Sullivan,10th,3/4 l,4,9-4,60,True,54,48
Cork Racing Results | 17th May 2023 18:50,N/A,18:50,Good (Good To Firm In Places),7f,Cnodian (IRE),N. M. Crosse,0,W. McCreery,9th,Head,5,9-9,65,True,54,48
Cork Racing Results | 17th May 2023 18:50,N/A,18:50,Good (Good To Firm In Places),7f,Run Forrest Run (IRE),William James Lee,0,Michael Fenton,8th,Short Head,5,9-12,68,True,54,48
Cork Racing Results | 17th May 2023 18:50,N/A,18:50,Good (Good To Firm In Places),7f,Akmaam (FR),E. A. Murphy,10,J. F. Levins,7th,1/2 l,5,10-1,71,True,54,48
Cork Racing Results | 17th May 2023 18:50,N/A,18:50,Good (Good To Firm In Places),7f,Sondheim (IRE),Neve Bennett,7,Craig O'Neill,6th,1/2 l,6,9-7,63,True,54,48
Cork Racing Results | 17th May 2023 18:50,N/A,18:50,Good (Good To Firm In Places),7f,Super Cub,J. M. Sheridan,3,Denis Hogan,5th,Neck,4,9-7p1,63,True,54,48
Cork Racing Results | 17th May 2023 18:50,N/A,18:50,Good (Good To Firm In Places),7f,Capuchinero,H. J. Horgan,7,Joseph Patrick O'Brien,4th,Head,4,10-2,72,True,54,48
Cork Racing Results | 17th May 2023 18:50,N/A,18:50,Good (Good To Firm In Places),7f,Lady Arwen,L. T. McAteer,3,James M. Barrett,3rd,Head,4,9-11,67,True,54,48
Cork Racing Results | 17th May 2023 18:50,N/A,18:50,Good (Good To Firm In Places),7f,Dagoda (IRE),M. A. Enright,0,Miss Jennifer Anne Lynch,2nd,Neck,5,9-10,66,True,54,48
Cork Racing Results | 17th May 2023 18:50,N/A,18:50,Good (Good To Firm In Places),7f,Admiral Nelson,D. W. O'Connor,0,J. F. Levins,1st,N/A,5,9-12t,68,True,54,48
Cork Racing Results | 17th May 2023 18:50,N/A,18:50,Good (Good To Firm In Places),7f,Yester (IRE),Cillian McConnell,7,John McConnell,25th,4 3/4 l,7,9-13,69,True,54,48
Cork Racing Results | 17th May 2023 18:50,N/A,18:50,Good (Good To Firm In Places),7f,Princess Rajj (IRE),Shane Foley,0,Mrs J. Harrington,24th,1 3/4 l,4,9-11tp,67,True,54,48
Cork Racing Results | 17th May 2023 18:50,N/A,18:50,Good (Good To Firm In Places),7f,Drombeg Duke (IRE),G. B. Noonan,7,Eoin Christopher McCarthy,23rd,1/2 l,7,10-5,75,True,54,48
Cork Racing Results | 17th May 2023 18:50,N/A,18:50,Good (Good To Firm In Places),7f,Trueba (IRE),S. B. Kelly,0,E. D. Linehan,22nd,Neck,7,9-12,68,True,54,48
Cork Racing Results | 17th May 2023 18:50,N/A,18:50,Good (Good To Firm In Places),7f,Above It All (IRE),Siobhan Rutledge,5,John McConnell,21st,1/2 l,4,9-9,65,True,54,48
Cork Racing Results | 17th May 2023 18:50,N/A,18:50,Good (Good To Firm In Places),7f,Dazzling Spirit (IRE),Ben Martin Coen,0,Thomas Mullins,20th,1 1/2 l,5,10-2,72,True,54,48
Cork Racing Results | 17th May 2023 18:50,N/A,18:50,Good (Good To Firm In Places),7f,Darkdeserthighway (IRE),C. T. Keane,0,M. D. O'Callaghan,19th,Neck,5,9-11,67,True,54,48
Cork Racing Results | 17th May 2023 18:50,N/A,18:50,Good (Good To Firm In Places),7f,Khattaat (IRE),R. Whearty,7,Paul W. Flynn,18th,Short Head,4,9-3tb1,59,True,54,48
Cork Racing Results | 17th May 2023 18:50,N/A,18:50,Good (Good To Firm In Places),7f,Chestnutter (IRE),C. J. MacRedmond,5,Noel Meade,17th,Neck,4,9-11,67,True,54,48
Cork Racing Results | 17th May 2023 18:50,N/A,18:50,Good (Good To Firm In Places),7f,Breezy Zoff (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,16th,Head,4,9-10ht,66,True,54,48
Cork Racing Results | 17th May 2023 18:50,N/A,18:50,Good (Good To Firm In Places),7f,Macadam's Rock (IRE),C. D. Hayes,0,Miss Hilary McLoughlin,15th,Short Head,5,9-9,65,True,54,48
Cork Racing Results | 17th May 2023 18:50,N/A,18:50,Good (Good To Firm In Places),7f,Nyla Rua (IRE),R. P. Whelan,0,Jack W. Davison,14th,Head,4,8-7p1,49,True,54,48
Cork Racing Results | 17th May 2023 18:50,N/A,18:50,Good (Good To Firm In Places),7f,Whatharm (IRE),C. P. Hoban,0,Patrick J. Flynn,13th,Head,8,9-8p1,64,True,54,48
Cork Racing Results | 17th May 2023 18:50,N/A,18:50,Good (Good To Firm In Places),7f,Jered Maddox,Declan McDonogh,0,David Marnane,12th,Short Head,7,10-1,71,True,54,48
Cork Racing Results | 17th May 2023 18:50,N/A,18:50,Good (Good To Firm In Places),7f,Ferrybank,D. B. McMonagle,0,T. M. Walsh,11th,Head,5,9-4,60,True,54,48
Cork Racing Results | 17th May 2023 18:50,N/A,18:50,Good (Good To Firm In Places),7f,Dutch Glory (IRE),J. Coen,5,Ross O'Sullivan,10th,3/4 l,4,9-4,60,True,54,48
Cork Racing Results | 17th May 2023 18:50,N/A,18:50,Good (Good To Firm In Places),7f,Cnodian (IRE),N. M. Crosse,0,W. McCreery,9th,Head,5,9-9,65,True,54,48
Cork Racing Results | 17th May 2023 18:50,N/A,18:50,Good (Good To Firm In Places),7f,Run Forrest Run (IRE),William James Lee,0,Michael Fenton,8th,Short Head,5,9-12,68,True,54,48
Cork Racing Results | 17th May 2023 18:50,N/A,18:50,Good (Good To Firm In Places),7f,Akmaam (FR),E. A. Murphy,10,J. F. Levins,7th,1/2 l,5,10-1,71,True,54,48
Cork Racing Results | 17th May 2023 18:50,N/A,18:50,Good (Good To Firm In Places),7f,Sondheim (IRE),Neve Bennett,7,Craig O'Neill,6th,1/2 l,6,9-7,63,True,54,48
