track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Curragh Racing Results | 16th March 2025 16:55,N/A,16:55,Soft,1m,Royal Pippen (IRE),L T McAteer,0,P W Flynn,NR,N/A,8,9-4p,60,True,165,5
Curragh Racing Results | 16th March 2025 16:55,N/A,16:55,Soft,1m,Decorated Elle (IRE),D S O'Sullivan,7,D W O'Sullivan,18th,Neck,4,9-4,60,True,165,5
Curragh Racing Results | 16th March 2025 16:55,N/A,16:55,Soft,1m,Pandion Power (IRE),R M Mulligan,7,J P Murtagh,17th,Neck,4,10-1,71,True,165,5
Curragh Racing Results | 16th March 2025 16:55,N/A,16:55,Soft,1m,La La Lucrative (IRE),C D Hayes,0,M J Smith,16th,8 1/2 l,4,9-8h,64,True,165,5
Curragh Racing Results | 16th March 2025 16:55,N/A,16:55,Soft,1m,Newfire (IRE),D McMonagle,0,R P Cody,15th,1 1/2 l,4,9-8,64,True,165,5
Curragh Racing Results | 16th March 2025 16:55,N/A,16:55,Soft,1m,Thompson Gunner (IRE),J A Heffernan,0,Cian Hughes,14th,2 l,4,9-10,66,True,165,5
Curragh Racing Results | 16th March 2025 16:55,N/A,16:55,Soft,1m,Little Keilee (IRE),B M Coen,0,Ciaran Murphy,13th,4 1/4 l,5,9-13,69,True,165,5
Curragh Racing Results | 16th March 2025 16:55,N/A,16:55,Soft,1m,Escape Act (IRE),N M Crosse,0,R O'Brien,12th,7 l,4,10-0,70,True,165,5
Curragh Racing Results | 16th March 2025 16:55,N/A,16:55,Soft,1m,Roman Harry (IRE),J J G Ryan,3,C O'Connell,11th,4 1/2 l,5,9-9,65,True,165,5
Curragh Racing Results | 16th March 2025 16:55,N/A,16:55,Soft,1m,Breathe Again (IRE),R C Colgan,0,S Lavery,10th,3/4 l,4,9-13,69,True,165,5
Curragh Racing Results | 16th March 2025 16:55,N/A,16:55,Soft,1m,Cousin Shay,W M Lordan,0,N Lupini,9th,1 1/4 l,6,9-10,66,True,165,5
Curragh Racing Results | 16th March 2025 16:55,N/A,16:55,Soft,1m,Ice Opera (IRE),Nicola Burns,7,S Lavery,8th,Nose,4,9-11,67,True,165,5
Curragh Racing Results | 16th March 2025 16:55,N/A,16:55,Soft,1m,Neo Smart (IRE),R Coakley,0,J S Bolger,7th,1 l,4,9-13t,69,True,165,5
Curragh Racing Results | 16th March 2025 16:55,N/A,16:55,Soft,1m,Gotta Catch'em All (IRE),D J O'Connor,10,H Rogers,6th,Short Head,5,9-9,65,True,165,5
Curragh Racing Results | 16th March 2025 16:55,N/A,16:55,Soft,1m,Arthur Rose (IRE),R P Whelan,0,M Fahey,5th,1 1/4 l,4,9-3,59,True,165,5
Curragh Racing Results | 16th March 2025 16:55,N/A,16:55,Soft,1m,Rampage (IRE),Sadhbh Tormey,10,T G McCourt,4th,1 3/4 l,6,10-2v,72,True,165,5
Curragh Racing Results | 16th March 2025 16:55,N/A,16:55,Soft,1m,Martinelli (IRE),C T Keane,0,K P Cotter,3rd,2 3/4 l,4,9-9,65,True,165,5
Curragh Racing Results | 16th March 2025 16:55,N/A,16:55,Soft,1m,Narlita (GER),Adam Caffrey,0,H Rogers,2nd,Head,6,9-11h,67,True,165,5
Curragh Racing Results | 16th March 2025 16:55,N/A,16:55,Soft,1m,Goldrush Kid (IRE),J Kearney,5,P Magee,1st,N/A,4,9-12tp1,68,True,165,5
Curragh Racing Results | 16th March 2025 16:55,N/A,16:55,Soft,1m,Royal Pippen (IRE),L T McAteer,0,P W Flynn,NR,N/A,8,9-4p,60,True,165,5
Curragh Racing Results | 16th March 2025 16:55,N/A,16:55,Soft,1m,Decorated Elle (IRE),D S O'Sullivan,7,D W O'Sullivan,18th,Neck,4,9-4,60,True,165,5
Curragh Racing Results | 16th March 2025 16:55,N/A,16:55,Soft,1m,Pandion Power (IRE),R M Mulligan,7,J P Murtagh,17th,Neck,4,10-1,71,True,165,5
Curragh Racing Results | 16th March 2025 16:55,N/A,16:55,Soft,1m,La La Lucrative (IRE),C D Hayes,0,M J Smith,16th,8 1/2 l,4,9-8h,64,True,165,5
Curragh Racing Results | 16th March 2025 16:55,N/A,16:55,Soft,1m,Newfire (IRE),D McMonagle,0,R P Cody,15th,1 1/2 l,4,9-8,64,True,165,5
Curragh Racing Results | 16th March 2025 16:55,N/A,16:55,Soft,1m,Thompson Gunner (IRE),J A Heffernan,0,Cian Hughes,14th,2 l,4,9-10,66,True,165,5
Curragh Racing Results | 16th March 2025 16:55,N/A,16:55,Soft,1m,Little Keilee (IRE),B M Coen,0,Ciaran Murphy,13th,4 1/4 l,5,9-13,69,True,165,5
Curragh Racing Results | 16th March 2025 16:55,N/A,16:55,Soft,1m,Escape Act (IRE),N M Crosse,0,R O'Brien,12th,7 l,4,10-0,70,True,165,5
Curragh Racing Results | 16th March 2025 16:55,N/A,16:55,Soft,1m,Roman Harry (IRE),J J G Ryan,3,C O'Connell,11th,4 1/2 l,5,9-9,65,True,165,5
Curragh Racing Results | 16th March 2025 16:55,N/A,16:55,Soft,1m,Breathe Again (IRE),R C Colgan,0,S Lavery,10th,3/4 l,4,9-13,69,True,165,5
Curragh Racing Results | 16th March 2025 16:55,N/A,16:55,Soft,1m,Cousin Shay,W M Lordan,0,N Lupini,9th,1 1/4 l,6,9-10,66,True,165,5
Curragh Racing Results | 16th March 2025 16:55,N/A,16:55,Soft,1m,Ice Opera (IRE),Nicola Burns,7,S Lavery,8th,Nose,4,9-11,67,True,165,5
Curragh Racing Results | 16th March 2025 16:55,N/A,16:55,Soft,1m,Neo Smart (IRE),R Coakley,0,J S Bolger,7th,1 l,4,9-13t,69,True,165,5
Curragh Racing Results | 16th March 2025 16:55,N/A,16:55,Soft,1m,Gotta Catch'em All (IRE),D J O'Connor,10,H Rogers,6th,Short Head,5,9-9,65,True,165,5
Curragh Racing Results | 16th March 2025 16:55,N/A,16:55,Soft,1m,Arthur Rose (IRE),R P Whelan,0,M Fahey,5th,1 1/4 l,4,9-3,59,True,165,5
Curragh Racing Results | 16th March 2025 16:55,N/A,16:55,Soft,1m,Rampage (IRE),Sadhbh Tormey,10,T G McCourt,4th,1 3/4 l,6,10-2v,72,True,165,5
Curragh Racing Results | 16th March 2025 16:55,N/A,16:55,Soft,1m,Martinelli (IRE),C T Keane,0,K P Cotter,3rd,2 3/4 l,4,9-9,65,True,165,5
Curragh Racing Results | 16th March 2025 16:55,N/A,16:55,Soft,1m,Narlita (GER),Adam Caffrey,0,H Rogers,2nd,Head,6,9-11h,67,True,165,5
Curragh Racing Results | 16th March 2025 16:55,N/A,16:55,Soft,1m,Goldrush Kid (IRE),J Kearney,5,P Magee,1st,N/A,4,9-12tp1,68,True,165,5
Curragh Racing Results | 16th March 2025 17:25,N/A,17:25,Soft,6f,Pedro Nunes (USA),D Egan,0,A Murray,NR,N/A,3,9-8,-,True,165,6
Curragh Racing Results | 16th March 2025 17:25,N/A,17:25,Soft,6f,Ze Do Asfalto (IRE),W J Lee,0,A Murray,NR,N/A,3,9-8,-,True,165,6
Curragh Racing Results | 16th March 2025 17:25,N/A,17:25,Soft,6f,Pinmoney,K J Leonard,0,Daniel Murphy,NR,N/A,3,9-8,-,True,165,6
Curragh Racing Results | 16th March 2025 17:25,N/A,17:25,Soft,6f,Lady Mary Heath (IRE),J A Powell,3,A A Howard,UR,N/A,3,9-3h1,-,True,165,6
Curragh Racing Results | 16th March 2025 17:25,N/A,17:25,Soft,6f,Faye Presto (IRE),J J G Ryan,3,J Davison,12th,2 3/4 l,3,9-3,-,True,165,6
Curragh Racing Results | 16th March 2025 17:25,N/A,17:25,Soft,6f,Amavasya (IRE),D E Sheehy,0,M C Grassick,11th,1 1/2 l,3,9-3,-,True,165,6
Curragh Racing Results | 16th March 2025 17:25,N/A,17:25,Soft,6f,Dmaniac,M W Hassett,5,M Hassett,10th,1 1/2 l,3,9-8,-,True,165,6
Curragh Racing Results | 16th March 2025 17:25,N/A,17:25,Soft,6f,Alfred Tennyson (IRE),R L Moore,0,A P O'Brien,9th,Short Head,3,9-8,-,True,165,6
Curragh Racing Results | 16th March 2025 17:25,N/A,17:25,Soft,6f,Teffian Warrior (IRE),C D Hayes,0,Ciaran Murphy,8th,1 3/4 l,3,9-8,-,True,165,6
Curragh Racing Results | 16th March 2025 17:25,N/A,17:25,Soft,6f,Far Above Dream (IRE),A J Casey,10,D Hogan,7th,3/4 l,3,9-8,-,True,165,6
Curragh Racing Results | 16th March 2025 17:25,N/A,17:25,Soft,6f,Iceford (IRE),B M Coen,0,J P Murtagh,6th,Head,3,9-8,-,True,165,6
Curragh Racing Results | 16th March 2025 17:25,N/A,17:25,Soft,6f,Ballintogher (IRE),R P Whelan,0,K P Cotter,5th,1 1/4 l,3,9-8,-,True,165,6
Curragh Racing Results | 16th March 2025 17:25,N/A,17:25,Soft,6f,Chester Nimitz (IRE),C T Keane,0,N Meade,4th,Nose,3,9-8,-,True,165,6
Curragh Racing Results | 16th March 2025 17:25,N/A,17:25,Soft,6f,Passing Phase,S Foley,0,Mrs J Harrington,3rd,1 1/2 l,3,9-8,-,True,165,6
Curragh Racing Results | 16th March 2025 17:25,N/A,17:25,Soft,6f,Mathan (IRE),D McMonagle,0,J P O'Brien,2nd,Neck,3,9-8,-,True,165,6
Curragh Racing Results | 16th March 2025 17:25,N/A,17:25,Soft,6f,Glen To Glen (IRE),Gabriella Hill,10,J S Bolger,1st,N/A,3,9-8,-,True,165,6
Curragh Racing Results | 16th March 2025 17:25,N/A,17:25,Soft,6f,Pedro Nunes (USA),D Egan,0,A Murray,NR,N/A,3,9-8,-,True,165,6
Curragh Racing Results | 16th March 2025 17:25,N/A,17:25,Soft,6f,Ze Do Asfalto (IRE),W J Lee,0,A Murray,NR,N/A,3,9-8,-,True,165,6
Curragh Racing Results | 16th March 2025 17:25,N/A,17:25,Soft,6f,Pinmoney,K J Leonard,0,Daniel Murphy,NR,N/A,3,9-8,-,True,165,6
Curragh Racing Results | 16th March 2025 17:25,N/A,17:25,Soft,6f,Lady Mary Heath (IRE),J A Powell,3,A A Howard,UR,N/A,3,9-3h1,-,True,165,6
Curragh Racing Results | 16th March 2025 17:25,N/A,17:25,Soft,6f,Faye Presto (IRE),J J G Ryan,3,J Davison,12th,2 3/4 l,3,9-3,-,True,165,6
Curragh Racing Results | 16th March 2025 17:25,N/A,17:25,Soft,6f,Amavasya (IRE),D E Sheehy,0,M C Grassick,11th,1 1/2 l,3,9-3,-,True,165,6
Curragh Racing Results | 16th March 2025 17:25,N/A,17:25,Soft,6f,Dmaniac,M W Hassett,5,M Hassett,10th,1 1/2 l,3,9-8,-,True,165,6
Curragh Racing Results | 16th March 2025 17:25,N/A,17:25,Soft,6f,Alfred Tennyson (IRE),R L Moore,0,A P O'Brien,9th,Short Head,3,9-8,-,True,165,6
Curragh Racing Results | 16th March 2025 17:25,N/A,17:25,Soft,6f,Teffian Warrior (IRE),C D Hayes,0,Ciaran Murphy,8th,1 3/4 l,3,9-8,-,True,165,6
Curragh Racing Results | 16th March 2025 17:25,N/A,17:25,Soft,6f,Far Above Dream (IRE),A J Casey,10,D Hogan,7th,3/4 l,3,9-8,-,True,165,6
Curragh Racing Results | 16th March 2025 17:25,N/A,17:25,Soft,6f,Iceford (IRE),B M Coen,0,J P Murtagh,6th,Head,3,9-8,-,True,165,6
Curragh Racing Results | 16th March 2025 17:25,N/A,17:25,Soft,6f,Ballintogher (IRE),R P Whelan,0,K P Cotter,5th,1 1/4 l,3,9-8,-,True,165,6
Curragh Racing Results | 16th March 2025 17:25,N/A,17:25,Soft,6f,Chester Nimitz (IRE),C T Keane,0,N Meade,4th,Nose,3,9-8,-,True,165,6
Curragh Racing Results | 16th March 2025 17:25,N/A,17:25,Soft,6f,Passing Phase,S Foley,0,Mrs J Harrington,3rd,1 1/2 l,3,9-8,-,True,165,6
Curragh Racing Results | 16th March 2025 17:25,N/A,17:25,Soft,6f,Mathan (IRE),D McMonagle,0,J P O'Brien,2nd,Neck,3,9-8,-,True,165,6
Curragh Racing Results | 16th March 2025 17:25,N/A,17:25,Soft,6f,Glen To Glen (IRE),Gabriella Hill,10,J S Bolger,1st,N/A,3,9-8,-,True,165,6
Wexford Racing Results | 17th March 2025 13:35,N/A,13:35,Good To Yielding,2m,Where's Nanny (IRE),Cian Cullinan,7,E & P Harty,UR,N/A,6,11-7h1,-,True,165,7
Wexford Racing Results | 17th March 2025 13:35,N/A,13:35,Good To Yielding,2m,Dafhney Blue (IRE),J G Gilligan,5,R P Rath,13th,53 l,5,10-13,-,True,165,7
Wexford Racing Results | 17th March 2025 13:35,N/A,13:35,Good To Yielding,2m,Anni Day Now (IRE),Niall Moore,0,Frank Hayes,12th,3 3/4 l,7,10-13,-,True,165,7
Wexford Racing Results | 17th March 2025 13:35,N/A,13:35,Good To Yielding,2m,Conflict Lady (IRE),S F O'Keeffe,0,Liz Doyle,11th,3 1/4 l,5,10-13,-,True,165,7
Wexford Racing Results | 17th March 2025 13:35,N/A,13:35,Good To Yielding,2m,Diamond Approach (IRE),J P Shinnick,5,Mary Ellen Doyle,10th,3 3/4 l,5,10-13,-,True,165,7
Wexford Racing Results | 17th March 2025 13:35,N/A,13:35,Good To Yielding,2m,Creadan Grace (IRE),J Coen,3,G Elliott,9th,9 l,5,10-13,-,True,165,7
Wexford Racing Results | 17th March 2025 13:35,N/A,13:35,Good To Yielding,2m,Great Bird (IRE),R Deegan,0,Liz Doyle,8th,11 l,5,10-13,-,True,165,7
Wexford Racing Results | 17th March 2025 13:35,N/A,13:35,Good To Yielding,2m,Neska Blue (IRE),D King,0,D Hogan,7th,4 1/2 l,5,10-13t,-,True,165,7
Wexford Racing Results | 17th March 2025 13:35,N/A,13:35,Good To Yielding,2m,Midnight Eagle (IRE),C M Quirke,3,Aengus King,6th,1 3/4 l,5,10-13,-,True,165,7
Wexford Racing Results | 17th March 2025 13:35,N/A,13:35,Good To Yielding,2m,Kates Choice (IRE),M P O'Connor,0,J J Mangan,5th,5 1/2 l,5,10-13,-,True,165,7
Wexford Racing Results | 17th March 2025 13:35,N/A,13:35,Good To Yielding,2m,Ufouria (IRE),S W Flanagan,0,P Nolan,4th,2 1/4 l,7,11-7,-,True,165,7
Wexford Racing Results | 17th March 2025 13:35,N/A,13:35,Good To Yielding,2m,Billie Frechette (IRE),Rachael Blackmore,0,N Meade,3rd,3/4 l,4,10-3t,-,True,165,7
Wexford Racing Results | 17th March 2025 13:35,N/A,13:35,Good To Yielding,2m,Magic Day (IRE),D J O'Keeffe,0,H De Bromhead,2nd,1 3/4 l,6,10-13,-,True,165,7
Wexford Racing Results | 17th March 2025 13:35,N/A,13:35,Good To Yielding,2m,Speculatrix,J C Gainford,0,G Elliott,1st,N/A,6,11-7,-,True,165,7
Wexford Racing Results | 17th March 2025 13:35,N/A,13:35,Good To Yielding,2m,Where's Nanny (IRE),Cian Cullinan,7,E & P Harty,UR,N/A,6,11-7h1,-,True,165,7
Wexford Racing Results | 17th March 2025 13:35,N/A,13:35,Good To Yielding,2m,Dafhney Blue (IRE),J G Gilligan,5,R P Rath,13th,53 l,5,10-13,-,True,165,7
Wexford Racing Results | 17th March 2025 13:35,N/A,13:35,Good To Yielding,2m,Anni Day Now (IRE),Niall Moore,0,Frank Hayes,12th,3 3/4 l,7,10-13,-,True,165,7
Wexford Racing Results | 17th March 2025 13:35,N/A,13:35,Good To Yielding,2m,Conflict Lady (IRE),S F O'Keeffe,0,Liz Doyle,11th,3 1/4 l,5,10-13,-,True,165,7
Wexford Racing Results | 17th March 2025 13:35,N/A,13:35,Good To Yielding,2m,Diamond Approach (IRE),J P Shinnick,5,Mary Ellen Doyle,10th,3 3/4 l,5,10-13,-,True,165,7
Wexford Racing Results | 17th March 2025 13:35,N/A,13:35,Good To Yielding,2m,Creadan Grace (IRE),J Coen,3,G Elliott,9th,9 l,5,10-13,-,True,165,7
Wexford Racing Results | 17th March 2025 13:35,N/A,13:35,Good To Yielding,2m,Great Bird (IRE),R Deegan,0,Liz Doyle,8th,11 l,5,10-13,-,True,165,7
Wexford Racing Results | 17th March 2025 13:35,N/A,13:35,Good To Yielding,2m,Neska Blue (IRE),D King,0,D Hogan,7th,4 1/2 l,5,10-13t,-,True,165,7
Wexford Racing Results | 17th March 2025 13:35,N/A,13:35,Good To Yielding,2m,Midnight Eagle (IRE),C M Quirke,3,Aengus King,6th,1 3/4 l,5,10-13,-,True,165,7
Wexford Racing Results | 17th March 2025 13:35,N/A,13:35,Good To Yielding,2m,Kates Choice (IRE),M P O'Connor,0,J J Mangan,5th,5 1/2 l,5,10-13,-,True,165,7
Wexford Racing Results | 17th March 2025 13:35,N/A,13:35,Good To Yielding,2m,Ufouria (IRE),S W Flanagan,0,P Nolan,4th,2 1/4 l,7,11-7,-,True,165,7
Wexford Racing Results | 17th March 2025 13:35,N/A,13:35,Good To Yielding,2m,Billie Frechette (IRE),Rachael Blackmore,0,N Meade,3rd,3/4 l,4,10-3t,-,True,165,7
Wexford Racing Results | 17th March 2025 13:35,N/A,13:35,Good To Yielding,2m,Magic Day (IRE),D J O'Keeffe,0,H De Bromhead,2nd,1 3/4 l,6,10-13,-,True,165,7
Wexford Racing Results | 17th March 2025 13:35,N/A,13:35,Good To Yielding,2m,Speculatrix,J C Gainford,0,G Elliott,1st,N/A,6,11-7,-,True,165,7
Wexford Racing Results | 17th March 2025 14:10,N/A,14:10,Good To Yielding,2m,Liscahane United (IRE),J Coen,3,C Collins,NR,N/A,5,11-5,-,True,165,8
Wexford Racing Results | 17th March 2025 14:10,N/A,14:10,Good To Yielding,2m,Betty's Beaut (IRE),S Fitzgerald,0,D Queally,PU,N/A,5,11-5,-,True,165,8
Wexford Racing Results | 17th March 2025 14:10,N/A,14:10,Good To Yielding,2m,Give Her Hollie (IRE),E Walsh,0,C Collins,PU,N/A,5,11-5,-,True,165,8
Wexford Racing Results | 17th March 2025 14:10,N/A,14:10,Good To Yielding,2m,Theanniversary Man (IRE),Niall Moore,0,Frank Hayes,12th,14 l,6,11-12,-,True,165,8
Wexford Racing Results | 17th March 2025 14:10,N/A,14:10,Good To Yielding,2m,Bernie's Legacy (FR),R Deegan,0,P Nolan,11th,33 l,6,11-12,-,True,165,8
Wexford Racing Results | 17th March 2025 14:10,N/A,14:10,Good To Yielding,2m,Scotch Street (IRE),J C Gainford,0,C Collins,10th,13 l,6,11-5,-,True,165,8
Wexford Racing Results | 17th March 2025 14:10,N/A,14:10,Good To Yielding,2m,Leading Endeavour (IRE),S D Torrens,0,P J Rothwell,9th,18 l,6,11-5,-,True,165,8
Wexford Racing Results | 17th March 2025 14:10,N/A,14:10,Good To Yielding,2m,Jordann (FR),P Byrnes,0,W Durkan,8th,3 1/2 l,6,11-12h1,-,True,165,8
Wexford Racing Results | 17th March 2025 14:10,N/A,14:10,Good To Yielding,2m,Ned In The Park (IRE),Mr D Doyle,7,T Doyle,7th,6 1/2 l,6,11-12,-,True,165,8
Wexford Racing Results | 17th March 2025 14:10,N/A,14:10,Good To Yielding,2m,Thoughtsarethings (IRE),B P Kennedy,7,S Fahey,6th,2 1/2 l,5,11-12p1,-,True,165,8
Wexford Racing Results | 17th March 2025 14:10,N/A,14:10,Good To Yielding,2m,Catchabird (IRE),A P Kelly,0,Sarah Connell,5th,Neck,7,11-5h,-,True,165,8
Wexford Racing Results | 17th March 2025 14:10,N/A,14:10,Good To Yielding,2m,Lambay Island (IRE),D J O'Keeffe,0,H De Bromhead,4th,3 3/4 l,5,11-12,-,True,165,8
Wexford Racing Results | 17th March 2025 14:10,N/A,14:10,Good To Yielding,2m,Beckistine (IRE),L A McKenna,0,M A Molloy,3rd,3 l,6,11-12,-,True,165,8
Wexford Racing Results | 17th March 2025 14:10,N/A,14:10,Good To Yielding,2m,Half Past Tipsy (IRE),K M Donoghue,0,G P Cromwell,2nd,1 1/2 l,6,11-5h,-,True,165,8
Wexford Racing Results | 17th March 2025 14:10,N/A,14:10,Good To Yielding,2m,Small Doses (IRE),S F O'Keeffe,0,P Nolan,1st,N/A,5,11-12,-,True,165,8
Wexford Racing Results | 17th March 2025 14:10,N/A,14:10,Good To Yielding,2m,Liscahane United (IRE),J Coen,3,C Collins,NR,N/A,5,11-5,-,True,165,8
Wexford Racing Results | 17th March 2025 14:10,N/A,14:10,Good To Yielding,2m,Betty's Beaut (IRE),S Fitzgerald,0,D Queally,PU,N/A,5,11-5,-,True,165,8
Wexford Racing Results | 17th March 2025 14:10,N/A,14:10,Good To Yielding,2m,Give Her Hollie (IRE),E Walsh,0,C Collins,PU,N/A,5,11-5,-,True,165,8
Wexford Racing Results | 17th March 2025 14:10,N/A,14:10,Good To Yielding,2m,Theanniversary Man (IRE),Niall Moore,0,Frank Hayes,12th,14 l,6,11-12,-,True,165,8
Wexford Racing Results | 17th March 2025 14:10,N/A,14:10,Good To Yielding,2m,Bernie's Legacy (FR),R Deegan,0,P Nolan,11th,33 l,6,11-12,-,True,165,8
Wexford Racing Results | 17th March 2025 14:10,N/A,14:10,Good To Yielding,2m,Scotch Street (IRE),J C Gainford,0,C Collins,10th,13 l,6,11-5,-,True,165,8
Wexford Racing Results | 17th March 2025 14:10,N/A,14:10,Good To Yielding,2m,Leading Endeavour (IRE),S D Torrens,0,P J Rothwell,9th,18 l,6,11-5,-,True,165,8
Wexford Racing Results | 17th March 2025 14:10,N/A,14:10,Good To Yielding,2m,Jordann (FR),P Byrnes,0,W Durkan,8th,3 1/2 l,6,11-12h1,-,True,165,8
Wexford Racing Results | 17th March 2025 14:10,N/A,14:10,Good To Yielding,2m,Ned In The Park (IRE),Mr D Doyle,7,T Doyle,7th,6 1/2 l,6,11-12,-,True,165,8
Wexford Racing Results | 17th March 2025 14:10,N/A,14:10,Good To Yielding,2m,Thoughtsarethings (IRE),B P Kennedy,7,S Fahey,6th,2 1/2 l,5,11-12p1,-,True,165,8
Wexford Racing Results | 17th March 2025 14:10,N/A,14:10,Good To Yielding,2m,Catchabird (IRE),A P Kelly,0,Sarah Connell,5th,Neck,7,11-5h,-,True,165,8
Wexford Racing Results | 17th March 2025 14:10,N/A,14:10,Good To Yielding,2m,Lambay Island (IRE),D J O'Keeffe,0,H De Bromhead,4th,3 3/4 l,5,11-12,-,True,165,8
Wexford Racing Results | 17th March 2025 14:10,N/A,14:10,Good To Yielding,2m,Beckistine (IRE),L A McKenna,0,M A Molloy,3rd,3 l,6,11-12,-,True,165,8
Wexford Racing Results | 17th March 2025 14:10,N/A,14:10,Good To Yielding,2m,Half Past Tipsy (IRE),K M Donoghue,0,G P Cromwell,2nd,1 1/2 l,6,11-5h,-,True,165,8
Wexford Racing Results | 17th March 2025 14:10,N/A,14:10,Good To Yielding,2m,Small Doses (IRE),S F O'Keeffe,0,P Nolan,1st,N/A,5,11-12,-,True,165,8
Wexford Racing Results | 17th March 2025 14:45,N/A,14:45,Good To Yielding,2m,La Tulipe Noire (IRE),C M Quirke,3,Aengus King,PU,N/A,5,10-6,90,True,165,9
Wexford Racing Results | 17th March 2025 14:45,N/A,14:45,Good To Yielding,2m,Arch Hall (IRE),S W Flanagan,0,Joseph Murray,13th,3/4 l,5,11-7t,105,True,165,9
Wexford Racing Results | 17th March 2025 14:45,N/A,14:45,Good To Yielding,2m,The Dawn (FR),D Meyler,0,W J Burke,12th,26 l,6,11-4,102,True,165,9
Wexford Racing Results | 17th March 2025 14:45,N/A,14:45,Good To Yielding,2m,Tyson (GER),S F O'Keeffe,0,P Nolan,11th,9 l,5,11-3h,101,True,165,9
Wexford Racing Results | 17th March 2025 14:45,N/A,14:45,Good To Yielding,2m,Lakota Blue (FR),J C Gainford,0,G Elliott,10th,1 3/4 l,4,10-13b,107,True,165,9
Wexford Racing Results | 17th March 2025 14:45,N/A,14:45,Good To Yielding,2m,Half A Chance (IRE),Rachael Blackmore,0,J J Hanlon,9th,3 l,6,11-12,110,True,165,9
Wexford Racing Results | 17th March 2025 14:45,N/A,14:45,Good To Yielding,2m,Navy Guitar (IRE),M P O'Connor,0,A Murray,8th,5 l,6,10-11ht1,95,True,165,9
Wexford Racing Results | 17th March 2025 14:45,N/A,14:45,Good To Yielding,2m,Tudor Manor (IRE),T P Harney,7,P J Flynn,7th,1/2 l,9,11-1,99,True,165,9
Wexford Racing Results | 17th March 2025 14:45,N/A,14:45,Good To Yielding,2m,Onebrightbluerose (IRE),D King,0,Patrick Cronin,6th,5 l,6,10-2b,86,True,165,9
Wexford Racing Results | 17th March 2025 14:45,N/A,14:45,Good To Yielding,2m,Backfromtheraces (IRE),S D Torrens,0,P J Rothwell,5th,5 1/2 l,6,10-6p1,90,True,165,9
Wexford Racing Results | 17th March 2025 14:45,N/A,14:45,Good To Yielding,2m,Onlymammycanloveme (IRE),B Hayes,0,S Neville,4th,1 3/4 l,6,12-0,112,True,165,9
Wexford Racing Results | 17th March 2025 14:45,N/A,14:45,Good To Yielding,2m,Solsbury Hill (IRE),C G O'Dwyer,5,C O'Dwyer,3rd,3 3/4 l,6,11-11,109,True,165,9
Wexford Racing Results | 17th March 2025 14:45,N/A,14:45,Good To Yielding,2m,Imadpour (IRE),Caragh Monaghan,7,Ian Donoghue,2nd,Neck,5,10-7,91,True,165,9
Wexford Racing Results | 17th March 2025 14:45,N/A,14:45,Good To Yielding,2m,Mercury Mission,A P Kelly,5,P J Rothwell,1st,N/A,6,11-2p,100,True,165,9
Wexford Racing Results | 17th March 2025 14:45,N/A,14:45,Good To Yielding,2m,La Tulipe Noire (IRE),C M Quirke,3,Aengus King,PU,N/A,5,10-6,90,True,165,9
Wexford Racing Results | 17th March 2025 14:45,N/A,14:45,Good To Yielding,2m,Arch Hall (IRE),S W Flanagan,0,Joseph Murray,13th,3/4 l,5,11-7t,105,True,165,9
Wexford Racing Results | 17th March 2025 14:45,N/A,14:45,Good To Yielding,2m,The Dawn (FR),D Meyler,0,W J Burke,12th,26 l,6,11-4,102,True,165,9
Wexford Racing Results | 17th March 2025 14:45,N/A,14:45,Good To Yielding,2m,Tyson (GER),S F O'Keeffe,0,P Nolan,11th,9 l,5,11-3h,101,True,165,9
Wexford Racing Results | 17th March 2025 14:45,N/A,14:45,Good To Yielding,2m,Lakota Blue (FR),J C Gainford,0,G Elliott,10th,1 3/4 l,4,10-13b,107,True,165,9
Wexford Racing Results | 17th March 2025 14:45,N/A,14:45,Good To Yielding,2m,Half A Chance (IRE),Rachael Blackmore,0,J J Hanlon,9th,3 l,6,11-12,110,True,165,9
Wexford Racing Results | 17th March 2025 14:45,N/A,14:45,Good To Yielding,2m,Navy Guitar (IRE),M P O'Connor,0,A Murray,8th,5 l,6,10-11ht1,95,True,165,9
Wexford Racing Results | 17th March 2025 14:45,N/A,14:45,Good To Yielding,2m,Tudor Manor (IRE),T P Harney,7,P J Flynn,7th,1/2 l,9,11-1,99,True,165,9
Wexford Racing Results | 17th March 2025 14:45,N/A,14:45,Good To Yielding,2m,Onebrightbluerose (IRE),D King,0,Patrick Cronin,6th,5 l,6,10-2b,86,True,165,9
Wexford Racing Results | 17th March 2025 14:45,N/A,14:45,Good To Yielding,2m,Backfromtheraces (IRE),S D Torrens,0,P J Rothwell,5th,5 1/2 l,6,10-6p1,90,True,165,9
Wexford Racing Results | 17th March 2025 14:45,N/A,14:45,Good To Yielding,2m,Onlymammycanloveme (IRE),B Hayes,0,S Neville,4th,1 3/4 l,6,12-0,112,True,165,9
Wexford Racing Results | 17th March 2025 14:45,N/A,14:45,Good To Yielding,2m,Solsbury Hill (IRE),C G O'Dwyer,5,C O'Dwyer,3rd,3 3/4 l,6,11-11,109,True,165,9
