track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Cork Racing Results | 11th July 2025 18:45,2025-07-11,18:45,Good (Good To Yielding In Places),2m 4f,Vroomvroomboo (IRE),K C Sexton,0,James Andrew Fahey,3rd,Neck,7,10-10t,94,True,5,12
Cork Racing Results | 11th July 2025 18:45,2025-07-11,18:45,Good (Good To Yielding In Places),2m 4f,Chosen Shant (IRE),P T Enright,0,Aengus King,2nd,2 1/2 l,9,10-5,89,True,5,12
Cork Racing Results | 11th July 2025 18:45,2025-07-11,18:45,Good (Good To Yielding In Places),2m 4f,Nytol (IRE),J P Shinnick,3,T O'Brien,1st,N/A,7,12-0,112,True,5,12
Cork Racing Results | 11th July 2025 18:45,2025-07-11,18:45,Good (Good To Yielding In Places),2m 4f,Ballinearla Girl (IRE),C M Quirke,0,E Doyle,UR,N/A,6,10-8,92,True,5,12
Cork Racing Results | 11th July 2025 18:45,2025-07-11,18:45,Good (Good To Yielding In Places),2m 4f,Where's Nanny (IRE),P J O'Hanlon,0,E & P Harty,PU,N/A,6,10-8,92,True,5,12
Cork Racing Results | 11th July 2025 18:45,2025-07-11,18:45,Good (Good To Yielding In Places),2m 4f,Pallas Athene (IRE),Mr A Burke-Ott,7,A Ott,15th,2 l,7,10-7tb,91,True,5,12
Cork Racing Results | 11th July 2025 18:45,2025-07-11,18:45,Good (Good To Yielding In Places),2m 4f,Lastofthecitizens (IRE),Mr Alan O'Sullivan,7,E M O'Sullivan,14th,3 l,6,10-6p,90,True,5,12
Cork Racing Results | 11th July 2025 18:45,2025-07-11,18:45,Good (Good To Yielding In Places),2m 4f,Baroness Orczy (IRE),S W Flanagan,0,B Connell,13th,25 l,5,11-0,98,True,5,12
Cork Racing Results | 11th July 2025 18:45,2025-07-11,18:45,Good (Good To Yielding In Places),2m 4f,Colleen Danu (IRE),T Power Roche,5,P T Foley,12th,3 1/4 l,6,11-12t,110,True,5,12
Cork Racing Results | 11th July 2025 18:45,2025-07-11,18:45,Good (Good To Yielding In Places),2m 4f,She'll Be Kept (IRE),Mr M J Kenneally,7,C Collins,11th,7 1/2 l,5,11-0t,98,True,5,12
Cork Racing Results | 11th July 2025 18:45,2025-07-11,18:45,Good (Good To Yielding In Places),2m 4f,Leah's Contessa (IRE),J C Gainford,0,C Collins,10th,3 l,5,11-5h,103,True,5,12
Cork Racing Results | 11th July 2025 18:45,2025-07-11,18:45,Good (Good To Yielding In Places),2m 4f,Cullagh Pride (IRE),B W Harvey,0,S Fahey,9th,1 1/2 l,7,10-8,92,True,5,12
Cork Racing Results | 11th July 2025 18:45,2025-07-11,18:45,Good (Good To Yielding In Places),2m 4f,Ciao Adios (IRE),Eoin G Kelly,7,A Murray,8th,1 3/4 l,6,11-10tp,108,True,5,12
Cork Racing Results | 11th July 2025 18:45,2025-07-11,18:45,Good (Good To Yielding In Places),2m 4f,Onebrightbluerose (IRE),Bryan Carver,0,Patrick Cronin,7th,Neck,6,10-6,90,True,5,12
Cork Racing Results | 11th July 2025 18:45,2025-07-11,18:45,Good (Good To Yielding In Places),2m 4f,Kates Choice (IRE),M P O'Connor,0,J J Mangan,6th,Short Head,5,10-13tp1,97,True,5,12
Cork Racing Results | 11th July 2025 18:45,2025-07-11,18:45,Good (Good To Yielding In Places),2m 4f,Stumblin In (IRE),P K Donovan,3,P M J Doyle,5th,4 1/2 l,6,10-11,95,True,5,12
Cork Racing Results | 11th July 2025 18:45,2025-07-11,18:45,Good (Good To Yielding In Places),2m 4f,Killinure Lass (IRE),C G O'Dwyer,5,J P Dempsey,4th,1 3/4 l,8,11-5p,103,True,5,12
Cork Racing Results | 11th July 2025 18:45,2025-07-11,18:45,Good (Good To Yielding In Places),2m 4f,Vroomvroomboo (IRE),K C Sexton,0,James Andrew Fahey,3rd,Neck,7,10-10t,94,True,5,12
Cork Racing Results | 11th July 2025 18:45,2025-07-11,18:45,Good (Good To Yielding In Places),2m 4f,Chosen Shant (IRE),P T Enright,0,Aengus King,2nd,2 1/2 l,9,10-5,89,True,5,12
Cork Racing Results | 11th July 2025 18:45,2025-07-11,18:45,Good (Good To Yielding In Places),2m 4f,Nytol (IRE),J P Shinnick,3,T O'Brien,1st,N/A,7,12-0,112,True,5,12
Cork Racing Results | 11th July 2025 19:15,2025-07-11,19:15,Good,3m,Tamara Jane (IRE),O R Brown,5,Liam G O'brien,UR,N/A,5,11-5,-,True,5,13
Cork Racing Results | 11th July 2025 19:15,2025-07-11,19:15,Good,3m,Dr Kapoor (IRE),Mr M J Kenneally,7,M Magnussen,S,N/A,4,11-5t,-,True,5,13
Cork Racing Results | 11th July 2025 19:15,2025-07-11,19:15,Good,3m,Victor Sweet (IRE),P T Enright,0,Edward F Power,F,N/A,6,11-12,-,True,5,13
Cork Racing Results | 11th July 2025 19:15,2025-07-11,19:15,Good,3m,Danu Faha (IRE),L Quinlan,0,Jayne Hearne,15th,40 l,5,11-5,-,True,5,13
Cork Racing Results | 11th July 2025 19:15,2025-07-11,19:15,Good,3m,The Cheeky Pup,A Leahy,7,J J Hanlon,14th,44 l,4,11-5,-,True,5,13
Cork Racing Results | 11th July 2025 19:15,2025-07-11,19:15,Good,3m,Full Moon Fluster (IRE),M P O'Connor,0,J J Hanlon,13th,20 l,7,11-5,-,True,5,13
Cork Racing Results | 11th July 2025 19:15,2025-07-11,19:15,Good,3m,Jetaway Sheldon (IRE),C G O'Dwyer,5,E M O'Sullivan,12th,1/2 l,5,11-12,-,True,5,13
Cork Racing Results | 11th July 2025 19:15,2025-07-11,19:15,Good,3m,Having A Cut (IRE),P Hanlon,7,J J Hanlon,11th,14 l,4,11-5,-,True,5,13
Cork Racing Results | 11th July 2025 19:15,2025-07-11,19:15,Good,3m,Coillte M C G (IRE),Mr Alan O'Sullivan,7,Ms Debbie Hartnett,10th,5 1/2 l,5,11-5,-,True,5,13
Cork Racing Results | 11th July 2025 19:15,2025-07-11,19:15,Good,3m,Corbally Cross (IRE),R J Condon,5,Con McSweeney,9th,3 3/4 l,6,11-12,-,True,5,13
Cork Racing Results | 11th July 2025 19:15,2025-07-11,19:15,Good,3m,Kadys Dirha (IRE),Mr A Burke-Ott,7,T P O'Connor,8th,1/2 l,8,11-5tb1,80,True,5,13
Cork Racing Results | 11th July 2025 19:15,2025-07-11,19:15,Good,3m,Winter Orchid (IRE),A M King,7,J Neilan,7th,Head,8,11-5p,-,True,5,13
Cork Racing Results | 11th July 2025 19:15,2025-07-11,19:15,Good,3m,Coup D'etat (IRE),Mr J P O'Rourke,7,P O'Rourke,6th,1 1/4 l,6,11-12,-,True,5,13
Cork Racing Results | 11th July 2025 19:15,2025-07-11,19:15,Good,3m,Times A Wastin (IRE),J C Gainford,0,N Slevin,5th,6 l,6,11-12,-,True,5,13
Cork Racing Results | 11th July 2025 19:15,2025-07-11,19:15,Good,3m,Plomeur (FR),J J Slevin,0,C Bowe,4th,4 1/4 l,5,11-12,-,True,5,13
Cork Racing Results | 11th July 2025 19:15,2025-07-11,19:15,Good,3m,Itsallinthegenes (IRE),C M Quirke,0,D H Kelly,3rd,3 1/2 l,5,11-12t1,-,True,5,13
Cork Racing Results | 11th July 2025 19:15,2025-07-11,19:15,Good,3m,Reiki Revolution (IRE),T Power Roche,5,P J Rothwell,2nd,1/2 l,5,11-12,-,True,5,13
Cork Racing Results | 11th July 2025 19:15,2025-07-11,19:15,Good,3m,Empire Succes (FR),S W Flanagan,0,Gerard O'Leary,1st,N/A,5,11-12p1,110,True,5,13
Cork Racing Results | 11th July 2025 19:15,2025-07-11,19:15,Good,3m,Tamara Jane (IRE),O R Brown,5,Liam G O'brien,UR,N/A,5,11-5,-,True,5,13
Cork Racing Results | 11th July 2025 19:15,2025-07-11,19:15,Good,3m,Dr Kapoor (IRE),Mr M J Kenneally,7,M Magnussen,S,N/A,4,11-5t,-,True,5,13
Cork Racing Results | 11th July 2025 19:15,2025-07-11,19:15,Good,3m,Victor Sweet (IRE),P T Enright,0,Edward F Power,F,N/A,6,11-12,-,True,5,13
Cork Racing Results | 11th July 2025 19:15,2025-07-11,19:15,Good,3m,Danu Faha (IRE),L Quinlan,0,Jayne Hearne,15th,40 l,5,11-5,-,True,5,13
Cork Racing Results | 11th July 2025 19:15,2025-07-11,19:15,Good,3m,The Cheeky Pup,A Leahy,7,J J Hanlon,14th,44 l,4,11-5,-,True,5,13
Cork Racing Results | 11th July 2025 19:15,2025-07-11,19:15,Good,3m,Full Moon Fluster (IRE),M P O'Connor,0,J J Hanlon,13th,20 l,7,11-5,-,True,5,13
Cork Racing Results | 11th July 2025 19:15,2025-07-11,19:15,Good,3m,Jetaway Sheldon (IRE),C G O'Dwyer,5,E M O'Sullivan,12th,1/2 l,5,11-12,-,True,5,13
Cork Racing Results | 11th July 2025 19:15,2025-07-11,19:15,Good,3m,Having A Cut (IRE),P Hanlon,7,J J Hanlon,11th,14 l,4,11-5,-,True,5,13
Cork Racing Results | 11th July 2025 19:15,2025-07-11,19:15,Good,3m,Coillte M C G (IRE),Mr Alan O'Sullivan,7,Ms Debbie Hartnett,10th,5 1/2 l,5,11-5,-,True,5,13
Cork Racing Results | 11th July 2025 19:15,2025-07-11,19:15,Good,3m,Corbally Cross (IRE),R J Condon,5,Con McSweeney,9th,3 3/4 l,6,11-12,-,True,5,13
Cork Racing Results | 11th July 2025 19:15,2025-07-11,19:15,Good,3m,Kadys Dirha (IRE),Mr A Burke-Ott,7,T P O'Connor,8th,1/2 l,8,11-5tb1,80,True,5,13
Cork Racing Results | 11th July 2025 19:15,2025-07-11,19:15,Good,3m,Winter Orchid (IRE),A M King,7,J Neilan,7th,Head,8,11-5p,-,True,5,13
Cork Racing Results | 11th July 2025 19:15,2025-07-11,19:15,Good,3m,Coup D'etat (IRE),Mr J P O'Rourke,7,P O'Rourke,6th,1 1/4 l,6,11-12,-,True,5,13
Cork Racing Results | 11th July 2025 19:15,2025-07-11,19:15,Good,3m,Times A Wastin (IRE),J C Gainford,0,N Slevin,5th,6 l,6,11-12,-,True,5,13
Cork Racing Results | 11th July 2025 19:15,2025-07-11,19:15,Good,3m,Plomeur (FR),J J Slevin,0,C Bowe,4th,4 1/4 l,5,11-12,-,True,5,13
Cork Racing Results | 11th July 2025 19:15,2025-07-11,19:15,Good,3m,Itsallinthegenes (IRE),C M Quirke,0,D H Kelly,3rd,3 1/2 l,5,11-12t1,-,True,5,13
Cork Racing Results | 11th July 2025 19:15,2025-07-11,19:15,Good,3m,Reiki Revolution (IRE),T Power Roche,5,P J Rothwell,2nd,1/2 l,5,11-12,-,True,5,13
Cork Racing Results | 11th July 2025 19:15,2025-07-11,19:15,Good,3m,Empire Succes (FR),S W Flanagan,0,Gerard O'Leary,1st,N/A,5,11-12p1,110,True,5,13
Cork Racing Results | 11th July 2025 19:45,2025-07-11,19:45,Good,3m,Major Barry (IRE),K E Buckley,0,P Kiely,6th,19 l,7,11-6,110,True,5,14
Cork Racing Results | 11th July 2025 19:45,2025-07-11,19:45,Good,3m,Jimmybrien (IRE),Ms H Phillips,7,M J Phillips,5th,63 l,9,11-0p,-,True,5,14
Cork Racing Results | 11th July 2025 19:45,2025-07-11,19:45,Good,3m,Tag Man (IRE),M P O'Connor,0,H De Bromhead,4th,3 1/4 l,9,11-6tp1,130,True,5,14
Cork Racing Results | 11th July 2025 19:45,2025-07-11,19:45,Good,3m,Prairie Dancer (IRE),J J Slevin,0,J P O'Brien,3rd,17 l,7,11-0b,133,True,5,14
Cork Racing Results | 11th July 2025 19:45,2025-07-11,19:45,Good,3m,Reverend Hubert (IRE),P Byrnes,0,C Byrnes,2nd,Head,7,11-0,140,True,5,14
Cork Racing Results | 11th July 2025 19:45,2025-07-11,19:45,Good,3m,Happy Jacky (IRE),P T Smithers,7,M Fahey,1st,N/A,11,11-6,143,True,5,14
Cork Racing Results | 11th July 2025 19:45,2025-07-11,19:45,Good,3m,Major Barry (IRE),K E Buckley,0,P Kiely,6th,19 l,7,11-6,110,True,5,14
Cork Racing Results | 11th July 2025 19:45,2025-07-11,19:45,Good,3m,Jimmybrien (IRE),Ms H Phillips,7,M J Phillips,5th,63 l,9,11-0p,-,True,5,14
Cork Racing Results | 11th July 2025 19:45,2025-07-11,19:45,Good,3m,Tag Man (IRE),M P O'Connor,0,H De Bromhead,4th,3 1/4 l,9,11-6tp1,130,True,5,14
Cork Racing Results | 11th July 2025 19:45,2025-07-11,19:45,Good,3m,Prairie Dancer (IRE),J J Slevin,0,J P O'Brien,3rd,17 l,7,11-0b,133,True,5,14
Cork Racing Results | 11th July 2025 19:45,2025-07-11,19:45,Good,3m,Reverend Hubert (IRE),P Byrnes,0,C Byrnes,2nd,Head,7,11-0,140,True,5,14
Cork Racing Results | 11th July 2025 19:45,2025-07-11,19:45,Good,3m,Happy Jacky (IRE),P T Smithers,7,M Fahey,1st,N/A,11,11-6,143,True,5,14
Cork Racing Results | 11th July 2025 20:15,2025-07-11,20:15,Good,2m 190y,Might Be The One (IRE),Mr J H Williamson,7,A McNamara,16th,1 1/4 l,4,11-5,-,True,5,15
Cork Racing Results | 11th July 2025 20:15,2025-07-11,20:15,Good,2m 190y,Queenofqueenstreet (IRE),Mr A T Feeney,7,Liam G O'brien,15th,1 l,4,11-5,-,True,5,15
Cork Racing Results | 11th July 2025 20:15,2025-07-11,20:15,Good,2m 190y,Miss Finesse (IRE),Mr D Doyle,7,G O'Loughlin,14th,2 l,4,11-5,-,True,5,15
Cork Racing Results | 11th July 2025 20:15,2025-07-11,20:15,Good,2m 190y,Moll Down Town (IRE),Mr D O'Connor,0,E F Gallagher,13th,3 1/4 l,4,11-5,-,True,5,15
Cork Racing Results | 11th July 2025 20:15,2025-07-11,20:15,Good,2m 190y,Beauty Power (IRE),Miss A B O'Connor,0,A Murray,12th,5 1/2 l,4,11-5,-,True,5,15
Cork Racing Results | 11th July 2025 20:15,2025-07-11,20:15,Good,2m 190y,Kumenachu (IRE),Mr M J McGrath,7,R J McGrath,11th,1/2 l,4,11-5,-,True,5,15
Cork Racing Results | 11th July 2025 20:15,2025-07-11,20:15,Good,2m 190y,Another Blunder (IRE),Mr C J Shine,7,Michael Barry,10th,1 3/4 l,4,11-5,-,True,5,15
Cork Racing Results | 11th July 2025 20:15,2025-07-11,20:15,Good,2m 190y,Boogie On Down (IRE),Mr Alan O'Sullivan,7,M Kennedy,9th,Neck,4,11-5,-,True,5,15
Cork Racing Results | 11th July 2025 20:15,2025-07-11,20:15,Good,2m 190y,Mercurial Sea (IRE),Miss J Townend,0,N Slevin,8th,3 3/4 l,4,11-5,-,True,5,15
Cork Racing Results | 11th July 2025 20:15,2025-07-11,20:15,Good,2m 190y,Musique Des Champs (IRE),Mr R W Barron,5,Colm Ryan,7th,5 1/2 l,4,11-5,-,True,5,15
Cork Racing Results | 11th July 2025 20:15,2025-07-11,20:15,Good,2m 190y,Isabella Johnson (IRE),Mr H C Swan,0,Aidan Melia,6th,1/2 l,4,11-5,-,True,5,15
Cork Racing Results | 11th July 2025 20:15,2025-07-11,20:15,Good,2m 190y,Aodha's Arrow (IRE),Mr E P O'Brien,5,J J Mangan,5th,4 1/4 l,4,11-5,-,True,5,15
Cork Racing Results | 11th July 2025 20:15,2025-07-11,20:15,Good,2m 190y,Beir Bua (IRE),Mr A P Ryan,5,A Slattery,4th,Nose,4,11-5h1,-,True,5,15
Cork Racing Results | 11th July 2025 20:15,2025-07-11,20:15,Good,2m 190y,Miss Guiry (IRE),Mr P A King,5,D H Kelly,3rd,1 1/4 l,4,11-5,-,True,5,15
Cork Racing Results | 11th July 2025 20:15,2025-07-11,20:15,Good,2m 190y,Mary Mammon (IRE),Mr M J Kenneally,7,J Halley,2nd,9 l,4,11-5,-,True,5,15
Cork Racing Results | 11th July 2025 20:15,2025-07-11,20:15,Good,2m 190y,Salsinha (FR),Mr J L Gleeson,0,H De Bromhead,1st,N/A,4,11-5,-,True,5,15
Cork Racing Results | 11th July 2025 20:15,2025-07-11,20:15,Good,2m 190y,Might Be The One (IRE),Mr J H Williamson,7,A McNamara,16th,1 1/4 l,4,11-5,-,True,5,15
Cork Racing Results | 11th July 2025 20:15,2025-07-11,20:15,Good,2m 190y,Queenofqueenstreet (IRE),Mr A T Feeney,7,Liam G O'brien,15th,1 l,4,11-5,-,True,5,15
Cork Racing Results | 11th July 2025 20:15,2025-07-11,20:15,Good,2m 190y,Miss Finesse (IRE),Mr D Doyle,7,G O'Loughlin,14th,2 l,4,11-5,-,True,5,15
Cork Racing Results | 11th July 2025 20:15,2025-07-11,20:15,Good,2m 190y,Moll Down Town (IRE),Mr D O'Connor,0,E F Gallagher,13th,3 1/4 l,4,11-5,-,True,5,15
Cork Racing Results | 11th July 2025 20:15,2025-07-11,20:15,Good,2m 190y,Beauty Power (IRE),Miss A B O'Connor,0,A Murray,12th,5 1/2 l,4,11-5,-,True,5,15
Cork Racing Results | 11th July 2025 20:15,2025-07-11,20:15,Good,2m 190y,Kumenachu (IRE),Mr M J McGrath,7,R J McGrath,11th,1/2 l,4,11-5,-,True,5,15
Cork Racing Results | 11th July 2025 20:15,2025-07-11,20:15,Good,2m 190y,Another Blunder (IRE),Mr C J Shine,7,Michael Barry,10th,1 3/4 l,4,11-5,-,True,5,15
Cork Racing Results | 11th July 2025 20:15,2025-07-11,20:15,Good,2m 190y,Boogie On Down (IRE),Mr Alan O'Sullivan,7,M Kennedy,9th,Neck,4,11-5,-,True,5,15
Cork Racing Results | 11th July 2025 20:15,2025-07-11,20:15,Good,2m 190y,Mercurial Sea (IRE),Miss J Townend,0,N Slevin,8th,3 3/4 l,4,11-5,-,True,5,15
Cork Racing Results | 11th July 2025 20:15,2025-07-11,20:15,Good,2m 190y,Musique Des Champs (IRE),Mr R W Barron,5,Colm Ryan,7th,5 1/2 l,4,11-5,-,True,5,15
Cork Racing Results | 11th July 2025 20:15,2025-07-11,20:15,Good,2m 190y,Isabella Johnson (IRE),Mr H C Swan,0,Aidan Melia,6th,1/2 l,4,11-5,-,True,5,15
Cork Racing Results | 11th July 2025 20:15,2025-07-11,20:15,Good,2m 190y,Aodha's Arrow (IRE),Mr E P O'Brien,5,J J Mangan,5th,4 1/4 l,4,11-5,-,True,5,15
Cork Racing Results | 11th July 2025 20:15,2025-07-11,20:15,Good,2m 190y,Beir Bua (IRE),Mr A P Ryan,5,A Slattery,4th,Nose,4,11-5h1,-,True,5,15
Cork Racing Results | 11th July 2025 20:15,2025-07-11,20:15,Good,2m 190y,Miss Guiry (IRE),Mr P A King,5,D H Kelly,3rd,1 1/4 l,4,11-5,-,True,5,15
Cork Racing Results | 11th July 2025 20:15,2025-07-11,20:15,Good,2m 190y,Mary Mammon (IRE),Mr M J Kenneally,7,J Halley,2nd,9 l,4,11-5,-,True,5,15
Cork Racing Results | 11th July 2025 20:15,2025-07-11,20:15,Good,2m 190y,Salsinha (FR),Mr J L Gleeson,0,H De Bromhead,1st,N/A,4,11-5,-,True,5,15
Dundalk Racing Results | 12th July 2025 13:20,2025-07-12,13:20,Standard,5f,Solvency (IRE),R P Cleary,0,Aidan Melia,11th,1 1/4 l,3,8-7,82,True,5,16
Dundalk Racing Results | 12th July 2025 13:20,2025-07-12,13:20,Standard,5f,Greatest Drama (IRE),N G McCullagh,0,J P Murtagh,10th,Neck,3,8-11,88,True,5,16
Dundalk Racing Results | 12th July 2025 13:20,2025-07-12,13:20,Standard,5f,Revoke,C T Keane,0,G M Lyons,9th,2 1/4 l,3,9-4,95,True,5,16
Dundalk Racing Results | 12th July 2025 13:20,2025-07-12,13:20,Standard,5f,Moral Turpitude (IRE),P McGettigan,7,Daniel Murphy,8th,3/4 l,4,8-7tp,78,True,5,16
Dundalk Racing Results | 12th July 2025 13:20,2025-07-12,13:20,Standard,5f,Sporting Hero,A J Casey,10,D Hogan,7th,1/2 l,5,8-10b,82,True,5,16
Dundalk Racing Results | 12th July 2025 13:20,2025-07-12,13:20,Standard,5f,Cuban Grey,R M Mulligan,7,P J McKenna,6th,3/4 l,5,8-7p,74,True,5,16
Dundalk Racing Results | 12th July 2025 13:20,2025-07-12,13:20,Standard,5f,Little Queenie (IRE),R Whearty,3,P W Flynn,5th,Neck,6,9-4b1,90,True,5,16
Dundalk Racing Results | 12th July 2025 13:20,2025-07-12,13:20,Standard,5f,Dark Ace (IRE),M W Hassett,3,A McGuinness,4th,1/2 l,3,8-7,84,True,5,16
Dundalk Racing Results | 12th July 2025 13:20,2025-07-12,13:20,Standard,5f,The Highway Rat (IRE),B M Coen,0,A Oliver,3rd,1 1/4 l,7,9-13b,99,True,5,16
Dundalk Racing Results | 12th July 2025 13:20,2025-07-12,13:20,Standard,5f,Valiant Force (USA),D W O'Connor,0,A Murray,2nd,2 l,4,10-7,107,True,5,16
Dundalk Racing Results | 12th July 2025 13:20,2025-07-12,13:20,Standard,5f,Eclairage (IRE),S Foley,0,Daniel Murphy,1st,N/A,3,8-10t,87,True,5,16
Dundalk Racing Results | 12th July 2025 13:20,2025-07-12,13:20,Standard,5f,Solvency (IRE),R P Cleary,0,Aidan Melia,11th,1 1/4 l,3,8-7,82,True,5,16
Dundalk Racing Results | 12th July 2025 13:20,2025-07-12,13:20,Standard,5f,Greatest Drama (IRE),N G McCullagh,0,J P Murtagh,10th,Neck,3,8-11,88,True,5,16
Dundalk Racing Results | 12th July 2025 13:20,2025-07-12,13:20,Standard,5f,Revoke,C T Keane,0,G M Lyons,9th,2 1/4 l,3,9-4,95,True,5,16
Dundalk Racing Results | 12th July 2025 13:20,2025-07-12,13:20,Standard,5f,Moral Turpitude (IRE),P McGettigan,7,Daniel Murphy,8th,3/4 l,4,8-7tp,78,True,5,16
Dundalk Racing Results | 12th July 2025 13:20,2025-07-12,13:20,Standard,5f,Sporting Hero,A J Casey,10,D Hogan,7th,1/2 l,5,8-10b,82,True,5,16
Dundalk Racing Results | 12th July 2025 13:20,2025-07-12,13:20,Standard,5f,Cuban Grey,R M Mulligan,7,P J McKenna,6th,3/4 l,5,8-7p,74,True,5,16
Dundalk Racing Results | 12th July 2025 13:20,2025-07-12,13:20,Standard,5f,Little Queenie (IRE),R Whearty,3,P W Flynn,5th,Neck,6,9-4b1,90,True,5,16
Dundalk Racing Results | 12th July 2025 13:20,2025-07-12,13:20,Standard,5f,Dark Ace (IRE),M W Hassett,3,A McGuinness,4th,1/2 l,3,8-7,84,True,5,16
Dundalk Racing Results | 12th July 2025 13:20,2025-07-12,13:20,Standard,5f,The Highway Rat (IRE),B M Coen,0,A Oliver,3rd,1 1/4 l,7,9-13b,99,True,5,16
Dundalk Racing Results | 12th July 2025 13:20,2025-07-12,13:20,Standard,5f,Valiant Force (USA),D W O'Connor,0,A Murray,2nd,2 l,4,10-7,107,True,5,16
Dundalk Racing Results | 12th July 2025 13:20,2025-07-12,13:20,Standard,5f,Eclairage (IRE),S Foley,0,Daniel Murphy,1st,N/A,3,8-10t,87,True,5,16
Dundalk Racing Results | 12th July 2025 13:52,2025-07-12,13:52,Standard,7f,Cosmic Force,R Whearty,3,K H Clarke,12th,8 l,3,9-0,56,True,5,17
Dundalk Racing Results | 12th July 2025 13:52,2025-07-12,13:52,Standard,7f,Eric Lock,Emily Grifferty,10,N Meade,11th,1 1/2 l,3,8-12b,54,True,5,17
Dundalk Racing Results | 12th July 2025 13:52,2025-07-12,13:52,Standard,7f,All Right By Me (IRE),D W O'Connor,0,R O'Sullivan,10th,2 1/2 l,3,9-11p1,67,True,5,17
Dundalk Racing Results | 12th July 2025 13:52,2025-07-12,13:52,Standard,7f,Have I Told You (IRE),R P Whelan,0,John O'Donoghue,9th,1 l,3,9-10p,66,True,5,17
Dundalk Racing Results | 12th July 2025 13:52,2025-07-12,13:52,Standard,7f,Red Scarlet (IRE),B M Coen,0,R P Cody,8th,3/4 l,3,9-13t1,69,True,5,17
Dundalk Racing Results | 12th July 2025 13:52,2025-07-12,13:52,Standard,7f,Cala Bonita (IRE),R C Colgan,0,M J Smith,7th,1 1/4 l,3,9-6,62,True,5,17
Dundalk Racing Results | 12th July 2025 13:52,2025-07-12,13:52,Standard,7f,Brosna Green (IRE),S Foley,0,Mrs J Harrington,6th,1/2 l,3,9-12b,68,True,5,17
Dundalk Racing Results | 12th July 2025 13:52,2025-07-12,13:52,Standard,7f,Merchants Arch (IRE),M W Hassett,3,R O'Sullivan,5th,1/2 l,3,9-1v,57,True,5,17
Dundalk Racing Results | 12th July 2025 13:52,2025-07-12,13:52,Standard,7f,Electric Beauty (IRE),J J G Ryan,3,M Mulvany,4th,1/2 l,3,9-5,61,True,5,17
Dundalk Racing Results | 12th July 2025 13:52,2025-07-12,13:52,Standard,7f,Flynn Ryder,L F Roche,0,Eoghan O'Neill,3rd,1 3/4 l,3,9-11p1,67,True,5,17
Dundalk Racing Results | 12th July 2025 13:52,2025-07-12,13:52,Standard,7f,Senti Qua (IRE),C T Keane,0,K J Condon,2nd,1/2 l,3,9-9p1,65,True,5,17
Dundalk Racing Results | 12th July 2025 13:52,2025-07-12,13:52,Standard,7f,Just Before (USA),A Browne-Souza,10,W P Browne,1st,N/A,3,10-5b1,75,True,5,17
Dundalk Racing Results | 12th July 2025 13:52,2025-07-12,13:52,Standard,7f,Cosmic Force,R Whearty,3,K H Clarke,12th,8 l,3,9-0,56,True,5,17
Dundalk Racing Results | 12th July 2025 13:52,2025-07-12,13:52,Standard,7f,Eric Lock,Emily Grifferty,10,N Meade,11th,1 1/2 l,3,8-12b,54,True,5,17
Dundalk Racing Results | 12th July 2025 13:52,2025-07-12,13:52,Standard,7f,All Right By Me (IRE),D W O'Connor,0,R O'Sullivan,10th,2 1/2 l,3,9-11p1,67,True,5,17
Dundalk Racing Results | 12th July 2025 13:52,2025-07-12,13:52,Standard,7f,Have I Told You (IRE),R P Whelan,0,John O'Donoghue,9th,1 l,3,9-10p,66,True,5,17
Dundalk Racing Results | 12th July 2025 13:52,2025-07-12,13:52,Standard,7f,Red Scarlet (IRE),B M Coen,0,R P Cody,8th,3/4 l,3,9-13t1,69,True,5,17
Dundalk Racing Results | 12th July 2025 13:52,2025-07-12,13:52,Standard,7f,Cala Bonita (IRE),R C Colgan,0,M J Smith,7th,1 1/4 l,3,9-6,62,True,5,17
Dundalk Racing Results | 12th July 2025 13:52,2025-07-12,13:52,Standard,7f,Brosna Green (IRE),S Foley,0,Mrs J Harrington,6th,1/2 l,3,9-12b,68,True,5,17
Dundalk Racing Results | 12th July 2025 13:52,2025-07-12,13:52,Standard,7f,Merchants Arch (IRE),M W Hassett,3,R O'Sullivan,5th,1/2 l,3,9-1v,57,True,5,17
Dundalk Racing Results | 12th July 2025 13:52,2025-07-12,13:52,Standard,7f,Electric Beauty (IRE),J J G Ryan,3,M Mulvany,4th,1/2 l,3,9-5,61,True,5,17
Dundalk Racing Results | 12th July 2025 13:52,2025-07-12,13:52,Standard,7f,Flynn Ryder,L F Roche,0,Eoghan O'Neill,3rd,1 3/4 l,3,9-11p1,67,True,5,17
Dundalk Racing Results | 12th July 2025 13:52,2025-07-12,13:52,Standard,7f,Senti Qua (IRE),C T Keane,0,K J Condon,2nd,1/2 l,3,9-9p1,65,True,5,17
Dundalk Racing Results | 12th July 2025 13:52,2025-07-12,13:52,Standard,7f,Just Before (USA),A Browne-Souza,10,W P Browne,1st,N/A,3,10-5b1,75,True,5,17
Dundalk Racing Results | 12th July 2025 14:27,2025-07-12,14:27,Standard,1m,Glasheen Girl (IRE),R P Cleary,0,F Birrane,11th,30 l,3,9-3tv1,-,True,5,18
Dundalk Racing Results | 12th July 2025 14:27,2025-07-12,14:27,Standard,1m,Buck Lake (IRE),R C Colgan,0,M J Smith,10th,8 l,3,9-8,-,True,5,18
