track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Dundalk Racing Results | 12th July 2025 14:27,2025-07-12,14:27,Standard,1m,Little Boo Thing (IRE),M P Sheehy,0,J P O'Brien,9th,7 1/2 l,3,9-3,-,True,5,18
Dundalk Racing Results | 12th July 2025 14:27,2025-07-12,14:27,Standard,1m,Angel Harry (FR),D W O'Connor,0,P J F Murphy,8th,2 l,3,9-8t,-,True,5,18
Dundalk Racing Results | 12th July 2025 14:27,2025-07-12,14:27,Standard,1m,Limbocall (IRE),L F Roche,0,M O'Callaghan,7th,7 l,3,9-8,-,True,5,18
Dundalk Racing Results | 12th July 2025 14:27,2025-07-12,14:27,Standard,1m,Four White Fury,P A Harnett,5,D Marnane,6th,Neck,3,9-8,-,True,5,18
Dundalk Racing Results | 12th July 2025 14:27,2025-07-12,14:27,Standard,1m,Pause For Peace (IRE),N M Crosse,0,W McCreery,5th,2 1/4 l,3,9-3,-,True,5,18
Dundalk Racing Results | 12th July 2025 14:27,2025-07-12,14:27,Standard,1m,Cezarro (IRE),R P Whelan,0,John O'Donoghue,4th,2 1/4 l,3,9-8tv1,-,True,5,18
Dundalk Racing Results | 12th July 2025 14:27,2025-07-12,14:27,Standard,1m,De Boode (IRE),C T Keane,0,G M Lyons,3rd,6 1/2 l,3,9-3,-,True,5,18
Dundalk Racing Results | 12th July 2025 14:27,2025-07-12,14:27,Standard,1m,Beijinho (USA),R Whearty,3,A Murray,2nd,5 l,3,9-3,-,True,5,18
Dundalk Racing Results | 12th July 2025 14:27,2025-07-12,14:27,Standard,1m,Sidney Reilly (IRE),B M Coen,0,A Oliver,1st,N/A,3,9-8,-,True,5,18
Dundalk Racing Results | 12th July 2025 14:27,2025-07-12,14:27,Standard,1m,Glasheen Girl (IRE),R P Cleary,0,F Birrane,11th,30 l,3,9-3tv1,-,True,5,18
Dundalk Racing Results | 12th July 2025 14:27,2025-07-12,14:27,Standard,1m,Buck Lake (IRE),R C Colgan,0,M J Smith,10th,8 l,3,9-8,-,True,5,18
Dundalk Racing Results | 12th July 2025 14:27,2025-07-12,14:27,Standard,1m,Little Boo Thing (IRE),M P Sheehy,0,J P O'Brien,9th,7 1/2 l,3,9-3,-,True,5,18
Dundalk Racing Results | 12th July 2025 14:27,2025-07-12,14:27,Standard,1m,Angel Harry (FR),D W O'Connor,0,P J F Murphy,8th,2 l,3,9-8t,-,True,5,18
Dundalk Racing Results | 12th July 2025 14:27,2025-07-12,14:27,Standard,1m,Limbocall (IRE),L F Roche,0,M O'Callaghan,7th,7 l,3,9-8,-,True,5,18
Dundalk Racing Results | 12th July 2025 14:27,2025-07-12,14:27,Standard,1m,Four White Fury,P A Harnett,5,D Marnane,6th,Neck,3,9-8,-,True,5,18
Dundalk Racing Results | 12th July 2025 14:27,2025-07-12,14:27,Standard,1m,Pause For Peace (IRE),N M Crosse,0,W McCreery,5th,2 1/4 l,3,9-3,-,True,5,18
Dundalk Racing Results | 12th July 2025 14:27,2025-07-12,14:27,Standard,1m,Cezarro (IRE),R P Whelan,0,John O'Donoghue,4th,2 1/4 l,3,9-8tv1,-,True,5,18
Dundalk Racing Results | 12th July 2025 14:27,2025-07-12,14:27,Standard,1m,De Boode (IRE),C T Keane,0,G M Lyons,3rd,6 1/2 l,3,9-3,-,True,5,18
Dundalk Racing Results | 12th July 2025 14:27,2025-07-12,14:27,Standard,1m,Beijinho (USA),R Whearty,3,A Murray,2nd,5 l,3,9-3,-,True,5,18
Dundalk Racing Results | 12th July 2025 14:27,2025-07-12,14:27,Standard,1m,Sidney Reilly (IRE),B M Coen,0,A Oliver,1st,N/A,3,9-8,-,True,5,18
Dundalk Racing Results | 12th July 2025 15:02,2025-07-12,15:02,Standard,1m,Karney (IRE),R Kinkaid,10,L Lennon,14th,3 l,3,9-2,55,True,5,19
Dundalk Racing Results | 12th July 2025 15:02,2025-07-12,15:02,Standard,1m,Aisling Oscar (IRE),G P Halpin,0,Craig O'Neill,13th,6 1/2 l,4,9-6,50,True,5,19
Dundalk Racing Results | 12th July 2025 15:02,2025-07-12,15:02,Standard,1m,Nika Pika (IRE),P A Harnett,5,N C Kelly,12th,Head,4,9-11ht,55,True,5,19
Dundalk Racing Results | 12th July 2025 15:02,2025-07-12,15:02,Standard,1m,Circles (IRE),D W O'Connor,0,A McCann,11th,3 3/4 l,6,10-0tb,58,True,5,19
Dundalk Racing Results | 12th July 2025 15:02,2025-07-12,15:02,Standard,1m,Seas And Oceans (IRE),S Foley,0,Eoghan O'Neill,10th,1 1/2 l,4,9-0b,44,True,5,19
Dundalk Racing Results | 12th July 2025 15:02,2025-07-12,15:02,Standard,1m,Pulse Of Shanghai (IRE),Ms Z McMullan,10,G A Kingston,9th,Short Head,9,8-10tb,40,True,5,19
Dundalk Racing Results | 12th July 2025 15:02,2025-07-12,15:02,Standard,1m,Endless Dawn,J Pietropaolo,7,A McGuinness,8th,2 1/4 l,3,8-8tp,47,True,5,19
Dundalk Racing Results | 12th July 2025 15:02,2025-07-12,15:02,Standard,1m,Hastily,J J G Ryan,3,Tom McGuinness,7th,2 l,6,9-6,50,True,5,19
Dundalk Racing Results | 12th July 2025 15:02,2025-07-12,15:02,Standard,1m,Gatsby Cap (IRE),N M Crosse,0,J C McConnell,6th,2 1/2 l,9,8-11tp,41,True,5,19
Dundalk Racing Results | 12th July 2025 15:02,2025-07-12,15:02,Standard,1m,Wayne R Walker,P McGettigan,7,D Kinsella,5th,3 1/4 l,6,8-12tb,42,True,5,19
Dundalk Racing Results | 12th July 2025 15:02,2025-07-12,15:02,Standard,1m,Carrickfinn,R M Mulligan,7,Shane Gallagher,4th,Neck,6,9-1tb,45,True,5,19
Dundalk Racing Results | 12th July 2025 15:02,2025-07-12,15:02,Standard,1m,El Bello,C T Keane,0,D Hogan,3rd,1/2 l,6,10-1p,59,True,5,19
Dundalk Racing Results | 12th July 2025 15:02,2025-07-12,15:02,Standard,1m,Sierra De Gredos,B M Coen,0,A Oliver,2nd,Neck,4,9-8tv1,52,True,5,19
Dundalk Racing Results | 12th July 2025 15:02,2025-07-12,15:02,Standard,1m,Rampage (IRE),R Whearty,3,T G McCourt,1st,N/A,6,10-2tv,60,True,5,19
Dundalk Racing Results | 12th July 2025 15:02,2025-07-12,15:02,Standard,1m,Karney (IRE),R Kinkaid,10,L Lennon,14th,3 l,3,9-2,55,True,5,19
Dundalk Racing Results | 12th July 2025 15:02,2025-07-12,15:02,Standard,1m,Aisling Oscar (IRE),G P Halpin,0,Craig O'Neill,13th,6 1/2 l,4,9-6,50,True,5,19
Dundalk Racing Results | 12th July 2025 15:02,2025-07-12,15:02,Standard,1m,Nika Pika (IRE),P A Harnett,5,N C Kelly,12th,Head,4,9-11ht,55,True,5,19
Dundalk Racing Results | 12th July 2025 15:02,2025-07-12,15:02,Standard,1m,Circles (IRE),D W O'Connor,0,A McCann,11th,3 3/4 l,6,10-0tb,58,True,5,19
Dundalk Racing Results | 12th July 2025 15:02,2025-07-12,15:02,Standard,1m,Seas And Oceans (IRE),S Foley,0,Eoghan O'Neill,10th,1 1/2 l,4,9-0b,44,True,5,19
Dundalk Racing Results | 12th July 2025 15:02,2025-07-12,15:02,Standard,1m,Pulse Of Shanghai (IRE),Ms Z McMullan,10,G A Kingston,9th,Short Head,9,8-10tb,40,True,5,19
Dundalk Racing Results | 12th July 2025 15:02,2025-07-12,15:02,Standard,1m,Endless Dawn,J Pietropaolo,7,A McGuinness,8th,2 1/4 l,3,8-8tp,47,True,5,19
Dundalk Racing Results | 12th July 2025 15:02,2025-07-12,15:02,Standard,1m,Hastily,J J G Ryan,3,Tom McGuinness,7th,2 l,6,9-6,50,True,5,19
Dundalk Racing Results | 12th July 2025 15:02,2025-07-12,15:02,Standard,1m,Gatsby Cap (IRE),N M Crosse,0,J C McConnell,6th,2 1/2 l,9,8-11tp,41,True,5,19
Dundalk Racing Results | 12th July 2025 15:02,2025-07-12,15:02,Standard,1m,Wayne R Walker,P McGettigan,7,D Kinsella,5th,3 1/4 l,6,8-12tb,42,True,5,19
Dundalk Racing Results | 12th July 2025 15:02,2025-07-12,15:02,Standard,1m,Carrickfinn,R M Mulligan,7,Shane Gallagher,4th,Neck,6,9-1tb,45,True,5,19
Dundalk Racing Results | 12th July 2025 15:02,2025-07-12,15:02,Standard,1m,El Bello,C T Keane,0,D Hogan,3rd,1/2 l,6,10-1p,59,True,5,19
Dundalk Racing Results | 12th July 2025 15:02,2025-07-12,15:02,Standard,1m,Sierra De Gredos,B M Coen,0,A Oliver,2nd,Neck,4,9-8tv1,52,True,5,19
Dundalk Racing Results | 12th July 2025 15:02,2025-07-12,15:02,Standard,1m,Rampage (IRE),R Whearty,3,T G McCourt,1st,N/A,6,10-2tv,60,True,5,19
Dundalk Racing Results | 12th July 2025 15:35,2025-07-12,15:35,Standard,1m,Shuyak (IRE),L F Roche,0,P J F Murphy,12th,7 1/2 l,3,8-8,47,True,5,20
Dundalk Racing Results | 12th July 2025 15:35,2025-07-12,15:35,Standard,1m,Ledger (IRE),M W Hassett,3,Paul Traynor,11th,23 l,5,9-10t,54,True,5,20
Dundalk Racing Results | 12th July 2025 15:35,2025-07-12,15:35,Standard,1m,He's Justagent (IRE),R M Mulligan,7,Paul Mulligan,10th,5 1/2 l,5,8-10p,40,True,5,20
Dundalk Racing Results | 12th July 2025 15:35,2025-07-12,15:35,Standard,1m,The Bog Bank (IRE),Alyse Jane Clarke,7,T G McCourt,9th,Head,8,10-2tp,60,True,5,20
Dundalk Racing Results | 12th July 2025 15:35,2025-07-12,15:35,Standard,1m,My Vonnie (IRE),B M Coen,0,M Rice,8th,2 1/2 l,4,10-2,60,True,5,20
Dundalk Racing Results | 12th July 2025 15:35,2025-07-12,15:35,Standard,1m,Royal Tribute (IRE),J Pietropaolo,7,J C McConnell,7th,2 l,7,8-10p,40,True,5,20
Dundalk Racing Results | 12th July 2025 15:35,2025-07-12,15:35,Standard,1m,Harseva (IRE),J J G Ryan,3,P Magee,6th,3/4 l,5,9-4h,48,True,5,20
Dundalk Racing Results | 12th July 2025 15:35,2025-07-12,15:35,Standard,1m,Dinamine (IRE),C T Keane,0,M Mulvany,5th,4 l,7,9-0,44,True,5,20
Dundalk Racing Results | 12th July 2025 15:35,2025-07-12,15:35,Standard,1m,Obama Army,Adam Caffrey,0,A McGuinness,4th,Neck,5,9-9t,53,True,5,20
Dundalk Racing Results | 12th July 2025 15:35,2025-07-12,15:35,Standard,1m,Master Garvey (IRE),S Foley,0,Joseph Murray,3rd,1 l,5,9-3t,47,True,5,20
Dundalk Racing Results | 12th July 2025 15:35,2025-07-12,15:35,Standard,1m,Morning Approach (IRE),N M Crosse,0,W McCreery,2nd,Short Head,7,10-2v,60,True,5,20
Dundalk Racing Results | 12th July 2025 15:35,2025-07-12,15:35,Standard,1m,Ballymagreehan,R C Colgan,0,D Marnane,1st,N/A,3,8-13,52,True,5,20
Dundalk Racing Results | 12th July 2025 15:35,2025-07-12,15:35,Standard,1m,Shuyak (IRE),L F Roche,0,P J F Murphy,12th,7 1/2 l,3,8-8,47,True,5,20
Dundalk Racing Results | 12th July 2025 15:35,2025-07-12,15:35,Standard,1m,Ledger (IRE),M W Hassett,3,Paul Traynor,11th,23 l,5,9-10t,54,True,5,20
Dundalk Racing Results | 12th July 2025 15:35,2025-07-12,15:35,Standard,1m,He's Justagent (IRE),R M Mulligan,7,Paul Mulligan,10th,5 1/2 l,5,8-10p,40,True,5,20
Dundalk Racing Results | 12th July 2025 15:35,2025-07-12,15:35,Standard,1m,The Bog Bank (IRE),Alyse Jane Clarke,7,T G McCourt,9th,Head,8,10-2tp,60,True,5,20
Dundalk Racing Results | 12th July 2025 15:35,2025-07-12,15:35,Standard,1m,My Vonnie (IRE),B M Coen,0,M Rice,8th,2 1/2 l,4,10-2,60,True,5,20
Dundalk Racing Results | 12th July 2025 15:35,2025-07-12,15:35,Standard,1m,Royal Tribute (IRE),J Pietropaolo,7,J C McConnell,7th,2 l,7,8-10p,40,True,5,20
Dundalk Racing Results | 12th July 2025 15:35,2025-07-12,15:35,Standard,1m,Harseva (IRE),J J G Ryan,3,P Magee,6th,3/4 l,5,9-4h,48,True,5,20
Dundalk Racing Results | 12th July 2025 15:35,2025-07-12,15:35,Standard,1m,Dinamine (IRE),C T Keane,0,M Mulvany,5th,4 l,7,9-0,44,True,5,20
Dundalk Racing Results | 12th July 2025 15:35,2025-07-12,15:35,Standard,1m,Obama Army,Adam Caffrey,0,A McGuinness,4th,Neck,5,9-9t,53,True,5,20
Dundalk Racing Results | 12th July 2025 15:35,2025-07-12,15:35,Standard,1m,Master Garvey (IRE),S Foley,0,Joseph Murray,3rd,1 l,5,9-3t,47,True,5,20
Dundalk Racing Results | 12th July 2025 15:35,2025-07-12,15:35,Standard,1m,Morning Approach (IRE),N M Crosse,0,W McCreery,2nd,Short Head,7,10-2v,60,True,5,20
Dundalk Racing Results | 12th July 2025 15:35,2025-07-12,15:35,Standard,1m,Ballymagreehan,R C Colgan,0,D Marnane,1st,N/A,3,8-13,52,True,5,20
Dundalk Racing Results | 12th July 2025 16:05,2025-07-12,16:05,Standard,1m 2f 150y,Zammawar (IRE),R P Cleary,0,J P Fahey,5th,23 l,3,9-8h,-,True,5,21
Dundalk Racing Results | 12th July 2025 16:05,2025-07-12,16:05,Standard,1m 2f 150y,Elman (IRE),B M Coen,0,J P Murtagh,4th,14 l,3,9-8t1,-,True,5,21
Dundalk Racing Results | 12th July 2025 16:05,2025-07-12,16:05,Standard,1m 2f 150y,Carthusian (IRE),S Foley,0,Mrs J Harrington,3rd,2 1/2 l,3,9-8b1,-,True,5,21
Dundalk Racing Results | 12th July 2025 16:05,2025-07-12,16:05,Standard,1m 2f 150y,Game Point (IRE),C T Keane,0,G M Lyons,2nd,Neck,3,9-8,87,True,5,21
Dundalk Racing Results | 12th July 2025 16:05,2025-07-12,16:05,Standard,1m 2f 150y,Lombardi Trophy (IRE),P A Harnett,5,Donnacha O'Brien,1st,N/A,3,9-8,-,True,5,21
Dundalk Racing Results | 12th July 2025 16:05,2025-07-12,16:05,Standard,1m 2f 150y,Zammawar (IRE),R P Cleary,0,J P Fahey,5th,23 l,3,9-8h,-,True,5,21
Dundalk Racing Results | 12th July 2025 16:05,2025-07-12,16:05,Standard,1m 2f 150y,Elman (IRE),B M Coen,0,J P Murtagh,4th,14 l,3,9-8t1,-,True,5,21
Dundalk Racing Results | 12th July 2025 16:05,2025-07-12,16:05,Standard,1m 2f 150y,Carthusian (IRE),S Foley,0,Mrs J Harrington,3rd,2 1/2 l,3,9-8b1,-,True,5,21
Dundalk Racing Results | 12th July 2025 16:05,2025-07-12,16:05,Standard,1m 2f 150y,Game Point (IRE),C T Keane,0,G M Lyons,2nd,Neck,3,9-8,87,True,5,21
Dundalk Racing Results | 12th July 2025 16:05,2025-07-12,16:05,Standard,1m 2f 150y,Lombardi Trophy (IRE),P A Harnett,5,Donnacha O'Brien,1st,N/A,3,9-8,-,True,5,21
Dundalk Racing Results | 12th July 2025 16:40,2025-07-12,16:40,Standard,1m 2f 150y,Silver Pageant,R P Whelan,0,J J Hanlon,10th,5 1/2 l,5,9-4t1,-,True,5,22
Dundalk Racing Results | 12th July 2025 16:40,2025-07-12,16:40,Standard,1m 2f 150y,Talk Show Host (IRE),C D Fahy,10,J C McConnell,9th,2 1/2 l,6,9-4,-,True,5,22
Dundalk Racing Results | 12th July 2025 16:40,2025-07-12,16:40,Standard,1m 2f 150y,Native Flag (IRE),A Browne-Souza,10,M J Browne,8th,4 3/4 l,4,9-4,-,True,5,22
Dundalk Racing Results | 12th July 2025 16:40,2025-07-12,16:40,Standard,1m 2f 150y,Royal Cave (IRE),M L Malone,10,C Timmons,7th,6 l,6,9-4,92,True,5,22
Dundalk Racing Results | 12th July 2025 16:40,2025-07-12,16:40,Standard,1m 2f 150y,Adial Kedo (IRE),C T Keane,0,Rory Devine,6th,Short Head,4,9-4p1,-,True,5,22
Dundalk Racing Results | 12th July 2025 16:40,2025-07-12,16:40,Standard,1m 2f 150y,Janes Harbour (IRE),M W Hassett,3,J P O'Brien,5th,2 1/4 l,4,9-4t,-,True,5,22
Dundalk Racing Results | 12th July 2025 16:40,2025-07-12,16:40,Standard,1m 2f 150y,Arrumba (IRE),R P Cleary,0,Mrs D Foster,4th,1 1/4 l,5,9-4,-,True,5,22
Dundalk Racing Results | 12th July 2025 16:40,2025-07-12,16:40,Standard,1m 2f 150y,Qamari (IRE),D W O'Connor,0,J C McConnell,3rd,Neck,4,9-4,-,True,5,22
Dundalk Racing Results | 12th July 2025 16:40,2025-07-12,16:40,Standard,1m 2f 150y,Auburn Avenue (IRE),B M Coen,0,C Timmons,2nd,3 l,4,9-4tp,65,True,5,22
Dundalk Racing Results | 12th July 2025 16:40,2025-07-12,16:40,Standard,1m 2f 150y,Spring Dance (IRE),S Foley,0,Mrs J Harrington,1st,N/A,4,9-4,-,True,5,22
Dundalk Racing Results | 12th July 2025 16:40,2025-07-12,16:40,Standard,1m 2f 150y,Silver Pageant,R P Whelan,0,J J Hanlon,10th,5 1/2 l,5,9-4t1,-,True,5,22
Dundalk Racing Results | 12th July 2025 16:40,2025-07-12,16:40,Standard,1m 2f 150y,Talk Show Host (IRE),C D Fahy,10,J C McConnell,9th,2 1/2 l,6,9-4,-,True,5,22
Dundalk Racing Results | 12th July 2025 16:40,2025-07-12,16:40,Standard,1m 2f 150y,Native Flag (IRE),A Browne-Souza,10,M J Browne,8th,4 3/4 l,4,9-4,-,True,5,22
Dundalk Racing Results | 12th July 2025 16:40,2025-07-12,16:40,Standard,1m 2f 150y,Royal Cave (IRE),M L Malone,10,C Timmons,7th,6 l,6,9-4,92,True,5,22
Dundalk Racing Results | 12th July 2025 16:40,2025-07-12,16:40,Standard,1m 2f 150y,Adial Kedo (IRE),C T Keane,0,Rory Devine,6th,Short Head,4,9-4p1,-,True,5,22
Dundalk Racing Results | 12th July 2025 16:40,2025-07-12,16:40,Standard,1m 2f 150y,Janes Harbour (IRE),M W Hassett,3,J P O'Brien,5th,2 1/4 l,4,9-4t,-,True,5,22
Dundalk Racing Results | 12th July 2025 16:40,2025-07-12,16:40,Standard,1m 2f 150y,Arrumba (IRE),R P Cleary,0,Mrs D Foster,4th,1 1/4 l,5,9-4,-,True,5,22
Dundalk Racing Results | 12th July 2025 16:40,2025-07-12,16:40,Standard,1m 2f 150y,Qamari (IRE),D W O'Connor,0,J C McConnell,3rd,Neck,4,9-4,-,True,5,22
Dundalk Racing Results | 12th July 2025 16:40,2025-07-12,16:40,Standard,1m 2f 150y,Auburn Avenue (IRE),B M Coen,0,C Timmons,2nd,3 l,4,9-4tp,65,True,5,22
Dundalk Racing Results | 12th July 2025 16:40,2025-07-12,16:40,Standard,1m 2f 150y,Spring Dance (IRE),S Foley,0,Mrs J Harrington,1st,N/A,4,9-4,-,True,5,22
Dundalk Racing Results | 12th July 2025 17:15,2025-07-12,17:15,Standard,1m 4f,Storm Eric (IRE),J J G Ryan,3,Jamie Flynn,14th,3/4 l,6,9-9t,65,True,5,23
Dundalk Racing Results | 12th July 2025 17:15,2025-07-12,17:15,Standard,1m 4f,Numidia (IRE),R P Cleary,0,P Lawlor,13th,1 1/4 l,7,9-6v,62,True,5,23
Dundalk Racing Results | 12th July 2025 17:15,2025-07-12,17:15,Standard,1m 4f,Milverton,R C Colgan,0,K Thornton,12th,1 1/2 l,6,9-12,68,True,5,23
Dundalk Racing Results | 12th July 2025 17:15,2025-07-12,17:15,Standard,1m 4f,Moondharrig (IRE),H J Horgan,5,E Doyle,11th,2 l,5,10-1tp,71,True,5,23
Dundalk Racing Results | 12th July 2025 17:15,2025-07-12,17:15,Standard,1m 4f,Urgent Whisper (IRE),B M Coen,0,H De Bromhead,10th,1 3/4 l,3,9-0h,68,True,5,23
Dundalk Racing Results | 12th July 2025 17:15,2025-07-12,17:15,Standard,1m 4f,Nakatomi (IRE),R Whearty,3,A Murray,9th,1 l,3,8-13,67,True,5,23
Dundalk Racing Results | 12th July 2025 17:15,2025-07-12,17:15,Standard,1m 4f,Church Mountain (IRE),N M Crosse,0,D Hogan,8th,1 l,7,9-9tp,65,True,5,23
Dundalk Racing Results | 12th July 2025 17:15,2025-07-12,17:15,Standard,1m 4f,Eighty Eight (IRE),S Foley,0,J Feane,7th,3/4 l,6,9-13h1,69,True,5,23
Dundalk Racing Results | 12th July 2025 17:15,2025-07-12,17:15,Standard,1m 4f,Hasten Slowly (IRE),M W Hassett,3,J C McConnell,6th,3/4 l,5,9-5,61,True,5,23
Dundalk Racing Results | 12th July 2025 17:15,2025-07-12,17:15,Standard,1m 4f,Enziya (IRE),L F Roche,0,R P Cody,5th,Neck,3,8-11tp,65,True,5,23
Dundalk Racing Results | 12th July 2025 17:15,2025-07-12,17:15,Standard,1m 4f,Powerful Hook Head (GER),S T McCullagh,0,J P O'Brien,4th,4 3/4 l,4,9-13t,69,True,5,23
Dundalk Racing Results | 12th July 2025 17:15,2025-07-12,17:15,Standard,1m 4f,Ranting And Raven (IRE),P McGettigan,7,J P Murtagh,3rd,2 3/4 l,3,8-7b,61,True,5,23
Dundalk Racing Results | 12th July 2025 17:15,2025-07-12,17:15,Standard,1m 4f,Dancing Steve (IRE),Adam Caffrey,0,A McGuinness,2nd,1 l,4,9-8v,64,True,5,23
Dundalk Racing Results | 12th July 2025 17:15,2025-07-12,17:15,Standard,1m 4f,Quickshot (USA),C T Keane,0,A Murray,1st,N/A,3,8-13,67,True,5,23
Dundalk Racing Results | 12th July 2025 17:15,2025-07-12,17:15,Standard,1m 4f,Storm Eric (IRE),J J G Ryan,3,Jamie Flynn,14th,3/4 l,6,9-9t,65,True,5,23
Dundalk Racing Results | 12th July 2025 17:15,2025-07-12,17:15,Standard,1m 4f,Numidia (IRE),R P Cleary,0,P Lawlor,13th,1 1/4 l,7,9-6v,62,True,5,23
Dundalk Racing Results | 12th July 2025 17:15,2025-07-12,17:15,Standard,1m 4f,Milverton,R C Colgan,0,K Thornton,12th,1 1/2 l,6,9-12,68,True,5,23
Dundalk Racing Results | 12th July 2025 17:15,2025-07-12,17:15,Standard,1m 4f,Moondharrig (IRE),H J Horgan,5,E Doyle,11th,2 l,5,10-1tp,71,True,5,23
Dundalk Racing Results | 12th July 2025 17:15,2025-07-12,17:15,Standard,1m 4f,Urgent Whisper (IRE),B M Coen,0,H De Bromhead,10th,1 3/4 l,3,9-0h,68,True,5,23
Dundalk Racing Results | 12th July 2025 17:15,2025-07-12,17:15,Standard,1m 4f,Nakatomi (IRE),R Whearty,3,A Murray,9th,1 l,3,8-13,67,True,5,23
Dundalk Racing Results | 12th July 2025 17:15,2025-07-12,17:15,Standard,1m 4f,Church Mountain (IRE),N M Crosse,0,D Hogan,8th,1 l,7,9-9tp,65,True,5,23
Dundalk Racing Results | 12th July 2025 17:15,2025-07-12,17:15,Standard,1m 4f,Eighty Eight (IRE),S Foley,0,J Feane,7th,3/4 l,6,9-13h1,69,True,5,23
Dundalk Racing Results | 12th July 2025 17:15,2025-07-12,17:15,Standard,1m 4f,Hasten Slowly (IRE),M W Hassett,3,J C McConnell,6th,3/4 l,5,9-5,61,True,5,23
Dundalk Racing Results | 12th July 2025 17:15,2025-07-12,17:15,Standard,1m 4f,Enziya (IRE),L F Roche,0,R P Cody,5th,Neck,3,8-11tp,65,True,5,23
Dundalk Racing Results | 12th July 2025 17:15,2025-07-12,17:15,Standard,1m 4f,Powerful Hook Head (GER),S T McCullagh,0,J P O'Brien,4th,4 3/4 l,4,9-13t,69,True,5,23
Dundalk Racing Results | 12th July 2025 17:15,2025-07-12,17:15,Standard,1m 4f,Ranting And Raven (IRE),P McGettigan,7,J P Murtagh,3rd,2 3/4 l,3,8-7b,61,True,5,23
Dundalk Racing Results | 12th July 2025 17:15,2025-07-12,17:15,Standard,1m 4f,Dancing Steve (IRE),Adam Caffrey,0,A McGuinness,2nd,1 l,4,9-8v,64,True,5,23
Dundalk Racing Results | 12th July 2025 17:15,2025-07-12,17:15,Standard,1m 4f,Quickshot (USA),C T Keane,0,A Murray,1st,N/A,3,8-13,67,True,5,23
Limerick Racing Results | 12th July 2025 13:32,2025-07-12,13:32,Good,6f 150y,Gran Habano (IRE),C D Hayes,0,A Murray,7th,2 1/2 l,3,9-8,80,True,5,24
Limerick Racing Results | 12th July 2025 13:32,2025-07-12,13:32,Good,6f 150y,Linger For Longer (IRE),D S O'Sullivan,7,A Leahy,6th,2 1/2 l,6,9-2,66,True,5,24
Limerick Racing Results | 12th July 2025 13:32,2025-07-12,13:32,Good,6f 150y,Never Shout Never (IRE),J Kearney,3,Stephen Thorne,5th,1 3/4 l,5,9-11t,75,True,5,24
Limerick Racing Results | 12th July 2025 13:32,2025-07-12,13:32,Good,6f 150y,Eyema Candy Girl (AUS),D McMonagle,0,J P O'Brien,4th,1/2 l,5,9-6,70,True,5,24
Limerick Racing Results | 12th July 2025 13:32,2025-07-12,13:32,Good,6f 150y,Usuario Amigo,K G Kennedy,5,R O'Brien,3rd,1 1/4 l,4,10-2,80,True,5,24
Limerick Racing Results | 12th July 2025 13:32,2025-07-12,13:32,Good,6f 150y,Ja'marr,L T McAteer,0,D Marnane,2nd,1/2 l,3,9-4,76,True,5,24
Limerick Racing Results | 12th July 2025 13:32,2025-07-12,13:32,Good,6f 150y,No Alibi (USA),W J Lee,0,P Twomey,1st,N/A,3,9-8t,80,True,5,24
Limerick Racing Results | 12th July 2025 13:32,2025-07-12,13:32,Good,6f 150y,Gran Habano (IRE),C D Hayes,0,A Murray,7th,2 1/2 l,3,9-8,80,True,5,24
Limerick Racing Results | 12th July 2025 13:32,2025-07-12,13:32,Good,6f 150y,Linger For Longer (IRE),D S O'Sullivan,7,A Leahy,6th,2 1/2 l,6,9-2,66,True,5,24
Limerick Racing Results | 12th July 2025 13:32,2025-07-12,13:32,Good,6f 150y,Never Shout Never (IRE),J Kearney,3,Stephen Thorne,5th,1 3/4 l,5,9-11t,75,True,5,24
Limerick Racing Results | 12th July 2025 13:32,2025-07-12,13:32,Good,6f 150y,Eyema Candy Girl (AUS),D McMonagle,0,J P O'Brien,4th,1/2 l,5,9-6,70,True,5,24
Limerick Racing Results | 12th July 2025 13:32,2025-07-12,13:32,Good,6f 150y,Usuario Amigo,K G Kennedy,5,R O'Brien,3rd,1 1/4 l,4,10-2,80,True,5,24
Limerick Racing Results | 12th July 2025 13:32,2025-07-12,13:32,Good,6f 150y,Ja'marr,L T McAteer,0,D Marnane,2nd,1/2 l,3,9-4,76,True,5,24
Limerick Racing Results | 12th July 2025 13:32,2025-07-12,13:32,Good,6f 150y,No Alibi (USA),W J Lee,0,P Twomey,1st,N/A,3,9-8t,80,True,5,24
Limerick Racing Results | 12th July 2025 14:07,2025-07-12,14:07,Good,6f 150y,Corballis Flyer (IRE),L T McAteer,0,Rory Devine,13th,2 l,7,8-12,40,True,5,25
Limerick Racing Results | 12th July 2025 14:07,2025-07-12,14:07,Good,6f 150y,Zaragoza (IRE),C D Hayes,0,D K Weld,12th,Neck,5,10-2p,58,True,5,25
Limerick Racing Results | 12th July 2025 14:07,2025-07-12,14:07,Good,6f 150y,Dark Enigma,T Casey,10,J G Murray,11th,7 l,4,8-12p,40,True,5,25
Limerick Racing Results | 12th July 2025 14:07,2025-07-12,14:07,Good,6f 150y,Mark's One (IRE),J Cleary,5,Michael G Cleary,10th,1/2 l,4,9-11t,53,True,5,25
Limerick Racing Results | 12th July 2025 14:07,2025-07-12,14:07,Good,6f 150y,Theriverrunsdeep (IRE),J A Heffernan,0,S G O'Donnell,9th,Neck,9,9-11p,53,True,5,25
