track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Wexford Racing Results | 28th October 2024 13:10,N/A,13:10,Soft (Soft To Heavy In Places),2m 100y,Balko D'ange (FR),B Hayes,0,P Fenton,2nd,2 1/2 l,4,10-13,-,True,148,44
Wexford Racing Results | 28th October 2024 13:10,N/A,13:10,Soft (Soft To Heavy In Places),2m 100y,Miss Maxfort (IRE),Mr D Doyle,7,N Stokes,1st,N/A,4,10-6,-,True,148,44
Wexford Racing Results | 28th October 2024 13:10,N/A,13:10,Soft (Soft To Heavy In Places),2m 100y,Morning Nightcap (IRE),E Walsh,0,J P Dempsey,NR,N/A,4,10-13t1,-,True,148,44
Wexford Racing Results | 28th October 2024 13:10,N/A,13:10,Soft (Soft To Heavy In Places),2m 100y,Zentopia (IRE),M Hamill,0,S M Duffy,PU,N/A,4,10-13,-,True,148,44
Wexford Racing Results | 28th October 2024 13:10,N/A,13:10,Soft (Soft To Heavy In Places),2m 100y,Kazakh D'arthel (FR),K E Buckley,0,G P Cromwell,PU,N/A,4,10-13h1,-,True,148,44
Wexford Racing Results | 28th October 2024 13:10,N/A,13:10,Soft (Soft To Heavy In Places),2m 100y,Haughty,L A McKenna,5,L Fowler,PU,N/A,4,11-0,-,True,148,44
Wexford Racing Results | 28th October 2024 13:10,N/A,13:10,Soft (Soft To Heavy In Places),2m 100y,Don'tletmego (IRE),M P O'Connor,0,W J Burke,PU,N/A,4,10-13,-,True,148,44
Wexford Racing Results | 28th October 2024 13:10,N/A,13:10,Soft (Soft To Heavy In Places),2m 100y,Mister Persistence (IRE),M M McDonagh,0,E J O'Grady,10th,1 3/4 l,4,10-13,-,True,148,44
Wexford Racing Results | 28th October 2024 13:10,N/A,13:10,Soft (Soft To Heavy In Places),2m 100y,Kingkong Ciergues (FR),J P O'Sullivan,0,P J Rothwell,9th,11 l,4,10-13,-,True,148,44
Wexford Racing Results | 28th October 2024 13:10,N/A,13:10,Soft (Soft To Heavy In Places),2m 100y,Gather Yourself (IRE),B W Harvey,0,C Collins,8th,8 1/2 l,4,10-13,-,True,148,44
Wexford Racing Results | 28th October 2024 13:10,N/A,13:10,Soft (Soft To Heavy In Places),2m 100y,Ardera Gun (IRE),S W Flanagan,0,E Doyle,7th,1 3/4 l,4,10-13t,-,True,148,44
Wexford Racing Results | 28th October 2024 13:10,N/A,13:10,Soft (Soft To Heavy In Places),2m 100y,Kaikoura (FR),C G O'Dwyer,5,J P Dempsey,6th,3 3/4 l,4,10-13h,-,True,148,44
Wexford Racing Results | 28th October 2024 13:10,N/A,13:10,Soft (Soft To Heavy In Places),2m 100y,Mount Mandela (IRE),T Power Roche,7,P J Rothwell,5th,3/4 l,4,10-13,-,True,148,44
Wexford Racing Results | 28th October 2024 13:10,N/A,13:10,Soft (Soft To Heavy In Places),2m 100y,Lightup Lightup (USA),P K Donovan,5,C W J Farrell,4th,10 l,4,10-13,-,True,148,44
Wexford Racing Results | 28th October 2024 13:10,N/A,13:10,Soft (Soft To Heavy In Places),2m 100y,Love Me (FR),D J O'Keeffe,0,H De Bromhead,3rd,8 1/2 l,4,10-6,-,True,148,44
Wexford Racing Results | 28th October 2024 13:10,N/A,13:10,Soft (Soft To Heavy In Places),2m 100y,Balko D'ange (FR),B Hayes,0,P Fenton,2nd,2 1/2 l,4,10-13,-,True,148,44
Wexford Racing Results | 28th October 2024 13:10,N/A,13:10,Soft (Soft To Heavy In Places),2m 100y,Miss Maxfort (IRE),Mr D Doyle,7,N Stokes,1st,N/A,4,10-6,-,True,148,44
Wexford Racing Results | 28th October 2024 13:40,N/A,13:40,Soft (Soft To Heavy In Places),2m 100y,Has Me Dreaming (IRE),J C Gainford,0,C Collins,NR,N/A,5,11-13,-,True,148,45
Wexford Racing Results | 28th October 2024 13:40,N/A,13:40,Soft (Soft To Heavy In Places),2m 100y,Kingdom Calling (FR),G B Noonan,5,E McCarthy,8th,4 l,4,11-8,-,True,148,45
Wexford Racing Results | 28th October 2024 13:40,N/A,13:40,Soft (Soft To Heavy In Places),2m 100y,Vaureal (FR),Mr R James,7,C Bowe,7th,2 3/4 l,5,11-9h1,-,True,148,45
Wexford Racing Results | 28th October 2024 13:40,N/A,13:40,Soft (Soft To Heavy In Places),2m 100y,Elusive Prince (IRE),D J O'Keeffe,0,H De Bromhead,6th,1 1/2 l,5,11-6,-,True,148,45
Wexford Racing Results | 28th October 2024 13:40,N/A,13:40,Soft (Soft To Heavy In Places),2m 100y,Queen Nel (IRE),D J Gilligan,0,E D Delany,5th,10 l,5,11-5,-,True,148,45
Wexford Racing Results | 28th October 2024 13:40,N/A,13:40,Soft (Soft To Heavy In Places),2m 100y,Grann's Boy (IRE),S W Flanagan,0,H Rogers,4th,1 1/4 l,4,11-6,-,True,148,45
Wexford Racing Results | 28th October 2024 13:40,N/A,13:40,Soft (Soft To Heavy In Places),2m 100y,That's About Right (IRE),T Power Roche,7,P J Rothwell,3rd,3 3/4 l,6,11-8p,-,True,148,45
Wexford Racing Results | 28th October 2024 13:40,N/A,13:40,Soft (Soft To Heavy In Places),2m 100y,Tonaghneave Well (IRE),K M Donoghue,0,G P Cromwell,2nd,1/2 l,4,11-13,-,True,148,45
Wexford Racing Results | 28th October 2024 13:40,N/A,13:40,Soft (Soft To Heavy In Places),2m 100y,Ol Man Dingle (IRE),R A Doyle,0,E Griffin,1st,N/A,5,12-0t,-,True,148,45
Wexford Racing Results | 28th October 2024 13:40,N/A,13:40,Soft (Soft To Heavy In Places),2m 100y,Has Me Dreaming (IRE),J C Gainford,0,C Collins,NR,N/A,5,11-13,-,True,148,45
Wexford Racing Results | 28th October 2024 13:40,N/A,13:40,Soft (Soft To Heavy In Places),2m 100y,Kingdom Calling (FR),G B Noonan,5,E McCarthy,8th,4 l,4,11-8,-,True,148,45
Wexford Racing Results | 28th October 2024 13:40,N/A,13:40,Soft (Soft To Heavy In Places),2m 100y,Vaureal (FR),Mr R James,7,C Bowe,7th,2 3/4 l,5,11-9h1,-,True,148,45
Wexford Racing Results | 28th October 2024 13:40,N/A,13:40,Soft (Soft To Heavy In Places),2m 100y,Elusive Prince (IRE),D J O'Keeffe,0,H De Bromhead,6th,1 1/2 l,5,11-6,-,True,148,45
Wexford Racing Results | 28th October 2024 13:40,N/A,13:40,Soft (Soft To Heavy In Places),2m 100y,Queen Nel (IRE),D J Gilligan,0,E D Delany,5th,10 l,5,11-5,-,True,148,45
Wexford Racing Results | 28th October 2024 13:40,N/A,13:40,Soft (Soft To Heavy In Places),2m 100y,Grann's Boy (IRE),S W Flanagan,0,H Rogers,4th,1 1/4 l,4,11-6,-,True,148,45
Wexford Racing Results | 28th October 2024 13:40,N/A,13:40,Soft (Soft To Heavy In Places),2m 100y,That's About Right (IRE),T Power Roche,7,P J Rothwell,3rd,3 3/4 l,6,11-8p,-,True,148,45
Wexford Racing Results | 28th October 2024 13:40,N/A,13:40,Soft (Soft To Heavy In Places),2m 100y,Tonaghneave Well (IRE),K M Donoghue,0,G P Cromwell,2nd,1/2 l,4,11-13,-,True,148,45
Wexford Racing Results | 28th October 2024 13:40,N/A,13:40,Soft (Soft To Heavy In Places),2m 100y,Ol Man Dingle (IRE),R A Doyle,0,E Griffin,1st,N/A,5,12-0t,-,True,148,45
Wexford Racing Results | 28th October 2024 14:10,N/A,14:10,Soft (Soft To Heavy In Places),2m 100y,Baltinglass Hill (IRE),T Power Roche,4,P J Rothwell,NR,N/A,7,11-8b,102,True,148,46
Wexford Racing Results | 28th October 2024 14:10,N/A,14:10,Soft (Soft To Heavy In Places),2m 100y,Not My Problem,T P Harney,4,R O'Sullivan,PU,N/A,5,11-5,99,True,148,46
Wexford Racing Results | 28th October 2024 14:10,N/A,14:10,Soft (Soft To Heavy In Places),2m 100y,Dream Once More (IRE),L A McKenna,2,D Queally,PU,N/A,5,10-9ht,89,True,148,46
Wexford Racing Results | 28th October 2024 14:10,N/A,14:10,Soft (Soft To Heavy In Places),2m 100y,Optional Mix (IRE),S O'Callaghan,2,E Doyle,9th,2 l,8,12-0,108,True,148,46
Wexford Racing Results | 28th October 2024 14:10,N/A,14:10,Soft (Soft To Heavy In Places),2m 100y,Verbal Sparring (IRE),C P Millar,4,D McDonogh,8th,1/2 l,5,11-6,100,True,148,46
Wexford Racing Results | 28th October 2024 14:10,N/A,14:10,Soft (Soft To Heavy In Places),2m 100y,Thisistheway (IRE),C Stone-Walsh,2,Yvonne Latta,7th,1 3/4 l,5,11-11,105,True,148,46
Wexford Racing Results | 28th October 2024 14:10,N/A,14:10,Soft (Soft To Heavy In Places),2m 100y,Star Official (IRE),C Owens,4,R Donohoe,6th,1/2 l,6,11-5,99,True,148,46
Wexford Racing Results | 28th October 2024 14:10,N/A,14:10,Soft (Soft To Heavy In Places),2m 100y,Realtin Lonrach (IRE),R J Condon,2,M O'Dowd,5th,2 l,8,10-3,83,True,148,46
Wexford Racing Results | 28th October 2024 14:10,N/A,14:10,Soft (Soft To Heavy In Places),2m 100y,Aboy Joey (IRE),G B Noonan,0,E McCarthy,4th,2 3/4 l,5,11-5,99,True,148,46
Wexford Racing Results | 28th October 2024 14:10,N/A,14:10,Soft (Soft To Heavy In Places),2m 100y,Fernhill Fling (IRE),C M Hogan,4,P J Rothwell,3rd,1 1/4 l,5,10-0p,80,True,148,46
Wexford Racing Results | 28th October 2024 14:10,N/A,14:10,Soft (Soft To Heavy In Places),2m 100y,Backfromtheraces (IRE),P Hanlon,4,P J Rothwell,2nd,5 l,5,10-6,86,True,148,46
Wexford Racing Results | 28th October 2024 14:10,N/A,14:10,Soft (Soft To Heavy In Places),2m 100y,Inchiquin Star (IRE),C M Quirke,2,P Kiely,1st,N/A,5,11-11p1,105,True,148,46
Wexford Racing Results | 28th October 2024 14:10,N/A,14:10,Soft (Soft To Heavy In Places),2m 100y,Baltinglass Hill (IRE),T Power Roche,4,P J Rothwell,NR,N/A,7,11-8b,102,True,148,46
Wexford Racing Results | 28th October 2024 14:10,N/A,14:10,Soft (Soft To Heavy In Places),2m 100y,Not My Problem,T P Harney,4,R O'Sullivan,PU,N/A,5,11-5,99,True,148,46
Wexford Racing Results | 28th October 2024 14:10,N/A,14:10,Soft (Soft To Heavy In Places),2m 100y,Dream Once More (IRE),L A McKenna,2,D Queally,PU,N/A,5,10-9ht,89,True,148,46
Wexford Racing Results | 28th October 2024 14:10,N/A,14:10,Soft (Soft To Heavy In Places),2m 100y,Optional Mix (IRE),S O'Callaghan,2,E Doyle,9th,2 l,8,12-0,108,True,148,46
Wexford Racing Results | 28th October 2024 14:10,N/A,14:10,Soft (Soft To Heavy In Places),2m 100y,Verbal Sparring (IRE),C P Millar,4,D McDonogh,8th,1/2 l,5,11-6,100,True,148,46
Wexford Racing Results | 28th October 2024 14:10,N/A,14:10,Soft (Soft To Heavy In Places),2m 100y,Thisistheway (IRE),C Stone-Walsh,2,Yvonne Latta,7th,1 3/4 l,5,11-11,105,True,148,46
Wexford Racing Results | 28th October 2024 14:10,N/A,14:10,Soft (Soft To Heavy In Places),2m 100y,Star Official (IRE),C Owens,4,R Donohoe,6th,1/2 l,6,11-5,99,True,148,46
Wexford Racing Results | 28th October 2024 14:10,N/A,14:10,Soft (Soft To Heavy In Places),2m 100y,Realtin Lonrach (IRE),R J Condon,2,M O'Dowd,5th,2 l,8,10-3,83,True,148,46
Wexford Racing Results | 28th October 2024 14:10,N/A,14:10,Soft (Soft To Heavy In Places),2m 100y,Aboy Joey (IRE),G B Noonan,0,E McCarthy,4th,2 3/4 l,5,11-5,99,True,148,46
Wexford Racing Results | 28th October 2024 14:10,N/A,14:10,Soft (Soft To Heavy In Places),2m 100y,Fernhill Fling (IRE),C M Hogan,4,P J Rothwell,3rd,1 1/4 l,5,10-0p,80,True,148,46
Wexford Racing Results | 28th October 2024 14:10,N/A,14:10,Soft (Soft To Heavy In Places),2m 100y,Backfromtheraces (IRE),P Hanlon,4,P J Rothwell,2nd,5 l,5,10-6,86,True,148,46
Wexford Racing Results | 28th October 2024 14:10,N/A,14:10,Soft (Soft To Heavy In Places),2m 100y,Inchiquin Star (IRE),C M Quirke,2,P Kiely,1st,N/A,5,11-11p1,105,True,148,46
Wexford Racing Results | 28th October 2024 14:45,N/A,14:45,Soft (Soft To Heavy In Places),2m 100y,Light Of Life (IRE),J C Gainford,0,Peter Fahey,PU,N/A,6,11-5,-,True,148,47
Wexford Racing Results | 28th October 2024 14:45,N/A,14:45,Soft (Soft To Heavy In Places),2m 100y,It's His Life (IRE),J Coen,3,Peter Fahey,10th,9 l,6,11-12,-,True,148,47
Wexford Racing Results | 28th October 2024 14:45,N/A,14:45,Soft (Soft To Heavy In Places),2m 100y,Joe Hannigan (IRE),R P Treacy,0,William P Murphy,9th,1/2 l,6,11-5,-,True,148,47
Wexford Racing Results | 28th October 2024 14:45,N/A,14:45,Soft (Soft To Heavy In Places),2m 100y,Coole Cottage (IRE),S Fitzgerald,0,D Budds,8th,12 l,5,11-12,-,True,148,47
Wexford Racing Results | 28th October 2024 14:45,N/A,14:45,Soft (Soft To Heavy In Places),2m 100y,Callmedusty (IRE),D J Gilligan,0,C Collins,7th,6 1/2 l,6,11-12,-,True,148,47
Wexford Racing Results | 28th October 2024 14:45,N/A,14:45,Soft (Soft To Heavy In Places),2m 100y,Buttoned Up (IRE),Sam Ewing,0,Peter Fahey,6th,1 1/4 l,6,11-5,-,True,148,47
Wexford Racing Results | 28th October 2024 14:45,N/A,14:45,Soft (Soft To Heavy In Places),2m 100y,The Dooner Citizen (IRE),Mr Alan O'Sullivan,7,E M O'Sullivan,5th,4 l,6,11-12,-,True,148,47
Wexford Racing Results | 28th October 2024 14:45,N/A,14:45,Soft (Soft To Heavy In Places),2m 100y,Make Sunshine (IRE),D King,0,J M Barrett,4th,3 l,5,11-5,-,True,148,47
Wexford Racing Results | 28th October 2024 14:45,N/A,14:45,Soft (Soft To Heavy In Places),2m 100y,Stoneyford Lady (IRE),D J O'Keeffe,0,H De Bromhead,3rd,13 l,5,11-5,-,True,148,47
Wexford Racing Results | 28th October 2024 14:45,N/A,14:45,Soft (Soft To Heavy In Places),2m 100y,Depalma (IRE),C Stone-Walsh,5,Colm Murphy,2nd,1/2 l,5,11-12,-,True,148,47
Wexford Racing Results | 28th October 2024 14:45,N/A,14:45,Soft (Soft To Heavy In Places),2m 100y,One Big Boum (IRE),B Hayes,0,P Fenton,1st,N/A,5,11-12,-,True,148,47
Wexford Racing Results | 28th October 2024 14:45,N/A,14:45,Soft (Soft To Heavy In Places),2m 100y,Light Of Life (IRE),J C Gainford,0,Peter Fahey,PU,N/A,6,11-5,-,True,148,47
Wexford Racing Results | 28th October 2024 14:45,N/A,14:45,Soft (Soft To Heavy In Places),2m 100y,It's His Life (IRE),J Coen,3,Peter Fahey,10th,9 l,6,11-12,-,True,148,47
Wexford Racing Results | 28th October 2024 14:45,N/A,14:45,Soft (Soft To Heavy In Places),2m 100y,Joe Hannigan (IRE),R P Treacy,0,William P Murphy,9th,1/2 l,6,11-5,-,True,148,47
Wexford Racing Results | 28th October 2024 14:45,N/A,14:45,Soft (Soft To Heavy In Places),2m 100y,Coole Cottage (IRE),S Fitzgerald,0,D Budds,8th,12 l,5,11-12,-,True,148,47
Wexford Racing Results | 28th October 2024 14:45,N/A,14:45,Soft (Soft To Heavy In Places),2m 100y,Callmedusty (IRE),D J Gilligan,0,C Collins,7th,6 1/2 l,6,11-12,-,True,148,47
Wexford Racing Results | 28th October 2024 14:45,N/A,14:45,Soft (Soft To Heavy In Places),2m 100y,Buttoned Up (IRE),Sam Ewing,0,Peter Fahey,6th,1 1/4 l,6,11-5,-,True,148,47
Wexford Racing Results | 28th October 2024 14:45,N/A,14:45,Soft (Soft To Heavy In Places),2m 100y,The Dooner Citizen (IRE),Mr Alan O'Sullivan,7,E M O'Sullivan,5th,4 l,6,11-12,-,True,148,47
Wexford Racing Results | 28th October 2024 14:45,N/A,14:45,Soft (Soft To Heavy In Places),2m 100y,Make Sunshine (IRE),D King,0,J M Barrett,4th,3 l,5,11-5,-,True,148,47
Wexford Racing Results | 28th October 2024 14:45,N/A,14:45,Soft (Soft To Heavy In Places),2m 100y,Stoneyford Lady (IRE),D J O'Keeffe,0,H De Bromhead,3rd,13 l,5,11-5,-,True,148,47
Wexford Racing Results | 28th October 2024 14:45,N/A,14:45,Soft (Soft To Heavy In Places),2m 100y,Depalma (IRE),C Stone-Walsh,5,Colm Murphy,2nd,1/2 l,5,11-12,-,True,148,47
Wexford Racing Results | 28th October 2024 14:45,N/A,14:45,Soft (Soft To Heavy In Places),2m 100y,One Big Boum (IRE),B Hayes,0,P Fenton,1st,N/A,5,11-12,-,True,148,47
Wexford Racing Results | 28th October 2024 15:20,N/A,15:20,Soft,2m 7f,Jumping Jet (IRE),J C Gainford,0,G Elliott,NR,N/A,8,10-2,-,True,148,48
Wexford Racing Results | 28th October 2024 15:20,N/A,15:20,Soft,2m 7f,Desert Heather (IRE),P T Enright,0,R Sweeney,NR,N/A,8,10-2t,-,True,148,48
Wexford Racing Results | 28th October 2024 15:20,N/A,15:20,Soft,2m 7f,Favori De Champdou (FR),Sam Ewing,0,G Elliott,NR,N/A,9,11-10,-,True,148,48
Wexford Racing Results | 28th October 2024 15:20,N/A,15:20,Soft,2m 7f,Buddy One (IRE),J G Gilligan,0,P J Gilligan,3rd,10 l,7,10-9,-,True,148,48
Wexford Racing Results | 28th October 2024 15:20,N/A,15:20,Soft,2m 7f,Corbetts Cross (IRE),M P Walsh,0,E Mullins,2nd,7 l,7,11-10h,-,True,148,48
Wexford Racing Results | 28th October 2024 15:20,N/A,15:20,Soft,2m 7f,Heart Wood (FR),D J O'Keeffe,0,H De Bromhead,1st,N/A,6,10-9,-,True,148,48
Wexford Racing Results | 28th October 2024 15:20,N/A,15:20,Soft,2m 7f,Jumping Jet (IRE),J C Gainford,0,G Elliott,NR,N/A,8,10-2,-,True,148,48
Wexford Racing Results | 28th October 2024 15:20,N/A,15:20,Soft,2m 7f,Desert Heather (IRE),P T Enright,0,R Sweeney,NR,N/A,8,10-2t,-,True,148,48
Wexford Racing Results | 28th October 2024 15:20,N/A,15:20,Soft,2m 7f,Favori De Champdou (FR),Sam Ewing,0,G Elliott,NR,N/A,9,11-10,-,True,148,48
Wexford Racing Results | 28th October 2024 15:20,N/A,15:20,Soft,2m 7f,Buddy One (IRE),J G Gilligan,0,P J Gilligan,3rd,10 l,7,10-9,-,True,148,48
Wexford Racing Results | 28th October 2024 15:20,N/A,15:20,Soft,2m 7f,Corbetts Cross (IRE),M P Walsh,0,E Mullins,2nd,7 l,7,11-10h,-,True,148,48
Wexford Racing Results | 28th October 2024 15:20,N/A,15:20,Soft,2m 7f,Heart Wood (FR),D J O'Keeffe,0,H De Bromhead,1st,N/A,6,10-9,-,True,148,48
Wexford Racing Results | 28th October 2024 15:55,N/A,15:55,Soft,2m,Ballycallan King (IRE),S Cleary-Farrell,7,Barry J Fitzgerald,NR,N/A,7,11-12,-,True,148,49
Wexford Racing Results | 28th October 2024 15:55,N/A,15:55,Soft,2m,Secrecies Of Stone (IRE),J P O'Sullivan,0,P Nolan,13th,13 l,6,11-12,-,True,148,49
Wexford Racing Results | 28th October 2024 15:55,N/A,15:55,Soft,2m,Drop The Anchor (IRE),J S McGarvey,0,P A Fahy,12th,1 l,10,11-12,-,True,148,49
Wexford Racing Results | 28th October 2024 15:55,N/A,15:55,Soft,2m,Champagne Mahler (IRE),D J O'Keeffe,0,H De Bromhead,11th,6 1/2 l,6,11-12,-,True,148,49
Wexford Racing Results | 28th October 2024 15:55,N/A,15:55,Soft,2m,Macinamillion (IRE),K E Buckley,0,G P Cromwell,10th,Head,4,11-3,-,True,148,49
Wexford Racing Results | 28th October 2024 15:55,N/A,15:55,Soft,2m,Spinning Web (IRE),D E Mullins,0,Ms M Mullins,9th,1 3/4 l,4,11-3,-,True,148,49
Wexford Racing Results | 28th October 2024 15:55,N/A,15:55,Soft,2m,Anyway (GER),M J M O'Sullivan,0,D Budds,8th,1 3/4 l,6,11-12p,-,True,148,49
Wexford Racing Results | 28th October 2024 15:55,N/A,15:55,Soft,2m,Splashing Out (IRE),S D Torrens,0,E Griffin,7th,1 3/4 l,6,11-5,-,True,148,49
Wexford Racing Results | 28th October 2024 15:55,N/A,15:55,Soft,2m,Heliko Conti (FR),J C Gainford,0,P Nolan,6th,13 l,7,11-12,-,True,148,49
Wexford Racing Results | 28th October 2024 15:55,N/A,15:55,Soft,2m,Conyers Hill (IRE),S F O'Keeffe,0,P Nolan,5th,1/2 l,6,11-12h,-,True,148,49
Wexford Racing Results | 28th October 2024 15:55,N/A,15:55,Soft,2m,Enjoy The Dream,D Meyler,0,A McNamara,4th,1 1/4 l,5,11-5,-,True,148,49
Wexford Racing Results | 28th October 2024 15:55,N/A,15:55,Soft,2m,Ifiwerearichman (IRE),R Deegan,0,P Nolan,3rd,9 l,6,11-12h,-,True,148,49
Wexford Racing Results | 28th October 2024 15:55,N/A,15:55,Soft,2m,Farren Glory (IRE),Sam Ewing,0,G Elliott,2nd,15 l,7,11-12,-,True,148,49
Wexford Racing Results | 28th October 2024 15:55,N/A,15:55,Soft,2m,Inthepocket,M P Walsh,0,H De Bromhead,1st,N/A,7,11-12,-,True,148,49
Wexford Racing Results | 28th October 2024 15:55,N/A,15:55,Soft,2m,Ballycallan King (IRE),S Cleary-Farrell,7,Barry J Fitzgerald,NR,N/A,7,11-12,-,True,148,49
Wexford Racing Results | 28th October 2024 15:55,N/A,15:55,Soft,2m,Secrecies Of Stone (IRE),J P O'Sullivan,0,P Nolan,13th,13 l,6,11-12,-,True,148,49
Wexford Racing Results | 28th October 2024 15:55,N/A,15:55,Soft,2m,Drop The Anchor (IRE),J S McGarvey,0,P A Fahy,12th,1 l,10,11-12,-,True,148,49
Wexford Racing Results | 28th October 2024 15:55,N/A,15:55,Soft,2m,Champagne Mahler (IRE),D J O'Keeffe,0,H De Bromhead,11th,6 1/2 l,6,11-12,-,True,148,49
Wexford Racing Results | 28th October 2024 15:55,N/A,15:55,Soft,2m,Macinamillion (IRE),K E Buckley,0,G P Cromwell,10th,Head,4,11-3,-,True,148,49
Wexford Racing Results | 28th October 2024 15:55,N/A,15:55,Soft,2m,Spinning Web (IRE),D E Mullins,0,Ms M Mullins,9th,1 3/4 l,4,11-3,-,True,148,49
Wexford Racing Results | 28th October 2024 15:55,N/A,15:55,Soft,2m,Anyway (GER),M J M O'Sullivan,0,D Budds,8th,1 3/4 l,6,11-12p,-,True,148,49
Wexford Racing Results | 28th October 2024 15:55,N/A,15:55,Soft,2m,Splashing Out (IRE),S D Torrens,0,E Griffin,7th,1 3/4 l,6,11-5,-,True,148,49
Wexford Racing Results | 28th October 2024 15:55,N/A,15:55,Soft,2m,Heliko Conti (FR),J C Gainford,0,P Nolan,6th,13 l,7,11-12,-,True,148,49
Wexford Racing Results | 28th October 2024 15:55,N/A,15:55,Soft,2m,Conyers Hill (IRE),S F O'Keeffe,0,P Nolan,5th,1/2 l,6,11-12h,-,True,148,49
Wexford Racing Results | 28th October 2024 15:55,N/A,15:55,Soft,2m,Enjoy The Dream,D Meyler,0,A McNamara,4th,1 1/4 l,5,11-5,-,True,148,49
Wexford Racing Results | 28th October 2024 15:55,N/A,15:55,Soft,2m,Ifiwerearichman (IRE),R Deegan,0,P Nolan,3rd,9 l,6,11-12h,-,True,148,49
Wexford Racing Results | 28th October 2024 15:55,N/A,15:55,Soft,2m,Farren Glory (IRE),Sam Ewing,0,G Elliott,2nd,15 l,7,11-12,-,True,148,49
Wexford Racing Results | 28th October 2024 15:55,N/A,15:55,Soft,2m,Inthepocket,M P Walsh,0,H De Bromhead,1st,N/A,7,11-12,-,True,148,49
Wexford Racing Results | 28th October 2024 16:30,N/A,16:30,Soft (Soft To Heavy In Places)  Flat (Turf),2m 100y,Beckistine (IRE),Mr H C Swan,3,M A Molloy,NR,N/A,5,12-0,-,True,148,50
Wexford Racing Results | 28th October 2024 16:30,N/A,16:30,Soft (Soft To Heavy In Places)  Flat (Turf),2m 100y,Rockymountainbleu (IRE),Miss P Elvin,7,P J Rothwell,NR,N/A,6,12-0,-,True,148,50
Wexford Racing Results | 28th October 2024 16:30,N/A,16:30,Soft (Soft To Heavy In Places)  Flat (Turf),2m 100y,Hunsaker (IRE),Mr P W Mullins,0,Peter Fahey,NR,N/A,5,12-0,-,True,148,50
Wexford Racing Results | 28th October 2024 16:30,N/A,16:30,Soft (Soft To Heavy In Places)  Flat (Turf),2m 100y,Redondo Beach (IRE),R A Berry,7,J A Berry,NR,N/A,6,12-0,-,True,148,50
Wexford Racing Results | 28th October 2024 16:30,N/A,16:30,Soft (Soft To Heavy In Places)  Flat (Turf),2m 100y,Tobi Kanobee (IRE),R P Geoghegan,7,T J Nagle-Jr,6th,2 3/4 l,5,12-0,-,True,148,50
Wexford Racing Results | 28th October 2024 16:30,N/A,16:30,Soft (Soft To Heavy In Places)  Flat (Turf),2m 100y,Honky Tonk (IRE),Mr S Cleary,7,E Sheehy,5th,28 l,7,12-0t,-,True,148,50
Wexford Racing Results | 28th October 2024 16:30,N/A,16:30,Soft (Soft To Heavy In Places)  Flat (Turf),2m 100y,Nohilltoosteep (IRE),Mr S E Cottrill,7,J Barcoe,4th,34 l,5,12-0,-,True,148,50
Wexford Racing Results | 28th October 2024 16:30,N/A,16:30,Soft (Soft To Heavy In Places)  Flat (Turf),2m 100y,Net Boy (FR),Mr F Maguire,0,B Connell,3rd,44 l,5,12-0t,-,True,148,50
Wexford Racing Results | 28th October 2024 16:30,N/A,16:30,Soft (Soft To Heavy In Places)  Flat (Turf),2m 100y,Olympy De Cerisy (FR),Mr D L Queally,0,D Queally,2nd,6 l,5,12-0t,-,True,148,50
Wexford Racing Results | 28th October 2024 16:30,N/A,16:30,Soft (Soft To Heavy In Places)  Flat (Turf),2m 100y,Ira Hayes (IRE),Mr J Kidd,7,J C McConnell,1st,N/A,5,12-0,-,True,148,50
Wexford Racing Results | 28th October 2024 16:30,N/A,16:30,Soft (Soft To Heavy In Places)  Flat (Turf),2m 100y,Beckistine (IRE),Mr H C Swan,3,M A Molloy,NR,N/A,5,12-0,-,True,148,50
Wexford Racing Results | 28th October 2024 16:30,N/A,16:30,Soft (Soft To Heavy In Places)  Flat (Turf),2m 100y,Rockymountainbleu (IRE),Miss P Elvin,7,P J Rothwell,NR,N/A,6,12-0,-,True,148,50
Wexford Racing Results | 28th October 2024 16:30,N/A,16:30,Soft (Soft To Heavy In Places)  Flat (Turf),2m 100y,Hunsaker (IRE),Mr P W Mullins,0,Peter Fahey,NR,N/A,5,12-0,-,True,148,50
Wexford Racing Results | 28th October 2024 16:30,N/A,16:30,Soft (Soft To Heavy In Places)  Flat (Turf),2m 100y,Redondo Beach (IRE),R A Berry,7,J A Berry,NR,N/A,6,12-0,-,True,148,50
Wexford Racing Results | 28th October 2024 16:30,N/A,16:30,Soft (Soft To Heavy In Places)  Flat (Turf),2m 100y,Tobi Kanobee (IRE),R P Geoghegan,7,T J Nagle-Jr,6th,2 3/4 l,5,12-0,-,True,148,50
Wexford Racing Results | 28th October 2024 16:30,N/A,16:30,Soft (Soft To Heavy In Places)  Flat (Turf),2m 100y,Honky Tonk (IRE),Mr S Cleary,7,E Sheehy,5th,28 l,7,12-0t,-,True,148,50
