track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Cork Racing Results | 22nd July 2022 17:15,N/A,17:15,Good,6f,Barney Rubbles (IRE),N. M. Crosse,3,James McAuley,9th,Head,4,9-13,-,True,10,39
Cork Racing Results | 22nd July 2022 17:15,N/A,17:15,Good,6f,Golden Freckle (IRE),G. P. Halpin,0,T. J. O'Mara,8th,1/2 l,3,9-3,-,True,10,39
Cork Racing Results | 22nd July 2022 17:15,N/A,17:15,Good,6f,Diamondsinthesand (IRE),Adrian O'Shea,5,Mrs A. M. O'Shea,7th,2 1/4 l,5,9-13,-,True,10,39
Cork Racing Results | 22nd July 2022 17:15,N/A,17:15,Good,6f,Ali Babes (IRE),A. J. Slattery,0,P. J. Hassett,6th,Head,3,9-3,-,True,10,39
Cork Racing Results | 22nd July 2022 17:15,N/A,17:15,Good,6f,Gran Roque (IRE),J. Coen,5,Adrian Murray,5th,3/4 l,3,9-3,-,True,10,39
Cork Racing Results | 22nd July 2022 17:15,N/A,17:15,Good,6f,Nishiki Kamuro (GER),Emmet McNamara,0,John C. Shearman,4th,2 1/2 l,3,9-3,-,True,10,39
Cork Racing Results | 22nd July 2022 17:15,N/A,17:15,Good,6f,Ultramarine (IRE),M. P. Sheehy,3,Joseph Patrick O'Brien,3rd,1 3/4 l,3,9-8,-,True,10,39
Cork Racing Results | 22nd July 2022 17:15,N/A,17:15,Good,6f,Lopes Gold (IRE),Shane Foley,0,Mrs J. Harrington,2nd,Nose,3,9-3p,-,True,10,39
Cork Racing Results | 22nd July 2022 17:15,N/A,17:15,Good,6f,Chrismoltisanti (IRE),William James Lee,0,Ross O'Sullivan,1st,N/A,3,9-8,-,True,10,39
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,Fastman (IRE),J. A. Powell,7,John McConnell,23rd,19 l,6,9-13p,62,True,10,40
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,River Iney,D. B. McMonagle,0,Augustine Leahy,22nd,1/2 l,3,9-1p1,55,True,10,40
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,Tai Sing Yeh (IRE),Shane Foley,0,James McAuley,21st,2 1/2 l,8,10-2tb,65,True,10,40
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,Latin Fury (IRE),J. Coen,5,P. J. F. Murphy,20th,1 1/4 l,5,9-8ht1,57,True,10,40
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,Twenty Minutes,A. J. Slattery,0,Damian Joseph English,19th,2 1/2 l,7,8-12t,47,True,10,40
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,Fit for Function,William James Lee,0,Joseph G. Murphy,18th,2 l,9,8-12p,47,True,10,40
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,Amazing One,N. M. Crosse,3,T. J. O'Mara,17th,1/2 l,8,8-12t,47,True,10,40
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,Boston Rocket (IRE),C. Horgan,7,D. J. Barry,16th,3/4 l,5,8-12t,47,True,10,40
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,Accessory (IRE),R. Donaghue-Leahy,10,Patrick J. Flynn,15th,1/2 l,5,9-1,50,True,10,40
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,Salt Whistle Bay (IRE),P. A. Harnett,7,J. F. Levins,14th,2 l,8,9-10,59,True,10,40
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,Breakfast Club,M. P. Sheehy,3,James McAuley,13th,1/2 l,5,9-4tb,53,True,10,40
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,Kuwait Direction (IRE),R. P. Cleary,0,Keith Henry Clarke,12th,1/2 l,5,8-12,47,True,10,40
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,Non Mollare (IRE),Julie Burke,0,John Michael Burke,11th,Head,5,8-121,47,True,10,40
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,Aconcagua Mountain (IRE),L. F. Roche,0,D. Broad,10th,1 l,4,8-12b1,47,True,10,40
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,Markievicz (IRE),R. C. Colgan,0,Ms Sheila Lavery,9th,Neck,4,9-10,59,True,10,40
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,Boughtinthedark (IRE),James J. Doyle,0,Denis Hogan,8th,Short Head,6,8-13t,48,True,10,40
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,Eglish,C. J. MacRedmond,5,James McAuley,7th,Neck,5,9-4b,53,True,10,40
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,Eleuthera,D. W. O'Connor,0,J. F. Levins,6th,1/2 l,10,8-13,48,True,10,40
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,Hastily,K. J. Leonard,0,Tom McGuinness,5th,1/2 l,3,8-8,48,True,10,40
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,Showmolina,J. M. Sheridan,3,J. F. Levins,4th,1/2 l,5,10-1,64,True,10,40
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,Coffeemeanscoffee (IRE),A. M. Glynn,7,Tom McGuinness,3rd,Head,7,8-13,48,True,10,40
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,Florence Thompson (IRE),Seamie Heffernan,0,Denis Hogan,2nd,3 l,5,9-3,52,True,10,40
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,Samrogue (IRE),C. P. Hoban,0,Ross O'Sullivan,1st,N/A,4,9-4,53,True,10,40
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,Fastman (IRE),J. A. Powell,7,John McConnell,23rd,19 l,6,9-13p,62,True,10,40
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,River Iney,D. B. McMonagle,0,Augustine Leahy,22nd,1/2 l,3,9-1p1,55,True,10,40
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,Tai Sing Yeh (IRE),Shane Foley,0,James McAuley,21st,2 1/2 l,8,10-2tb,65,True,10,40
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,Latin Fury (IRE),J. Coen,5,P. J. F. Murphy,20th,1 1/4 l,5,9-8ht1,57,True,10,40
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,Twenty Minutes,A. J. Slattery,0,Damian Joseph English,19th,2 1/2 l,7,8-12t,47,True,10,40
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,Fit for Function,William James Lee,0,Joseph G. Murphy,18th,2 l,9,8-12p,47,True,10,40
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,Amazing One,N. M. Crosse,3,T. J. O'Mara,17th,1/2 l,8,8-12t,47,True,10,40
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,Boston Rocket (IRE),C. Horgan,7,D. J. Barry,16th,3/4 l,5,8-12t,47,True,10,40
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,Accessory (IRE),R. Donaghue-Leahy,10,Patrick J. Flynn,15th,1/2 l,5,9-1,50,True,10,40
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,Salt Whistle Bay (IRE),P. A. Harnett,7,J. F. Levins,14th,2 l,8,9-10,59,True,10,40
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,Breakfast Club,M. P. Sheehy,3,James McAuley,13th,1/2 l,5,9-4tb,53,True,10,40
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,Kuwait Direction (IRE),R. P. Cleary,0,Keith Henry Clarke,12th,1/2 l,5,8-12,47,True,10,40
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,Non Mollare (IRE),Julie Burke,0,John Michael Burke,11th,Head,5,8-121,47,True,10,40
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,Aconcagua Mountain (IRE),L. F. Roche,0,D. Broad,10th,1 l,4,8-12b1,47,True,10,40
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,Markievicz (IRE),R. C. Colgan,0,Ms Sheila Lavery,9th,Neck,4,9-10,59,True,10,40
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,Boughtinthedark (IRE),James J. Doyle,0,Denis Hogan,8th,Short Head,6,8-13t,48,True,10,40
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,Eglish,C. J. MacRedmond,5,James McAuley,7th,Neck,5,9-4b,53,True,10,40
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,Eleuthera,D. W. O'Connor,0,J. F. Levins,6th,1/2 l,10,8-13,48,True,10,40
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,Hastily,K. J. Leonard,0,Tom McGuinness,5th,1/2 l,3,8-8,48,True,10,40
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,Showmolina,J. M. Sheridan,3,J. F. Levins,4th,1/2 l,5,10-1,64,True,10,40
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,Coffeemeanscoffee (IRE),A. M. Glynn,7,Tom McGuinness,3rd,Head,7,8-13,48,True,10,40
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,Florence Thompson (IRE),Seamie Heffernan,0,Denis Hogan,2nd,3 l,5,9-3,52,True,10,40
Cork Racing Results | 22nd July 2022 17:45,N/A,17:45,Good,6f,Samrogue (IRE),C. P. Hoban,0,Ross O'Sullivan,1st,N/A,4,9-4,53,True,10,40
Cork Racing Results | 22nd July 2022 18:15,N/A,18:15,Good,5f,Westown Lane (IRE),M. P. Sheehy,3,James McAuley,11th,6 1/2 l,2,8-8t,-,True,10,41
Cork Racing Results | 22nd July 2022 18:15,N/A,18:15,Good,5f,Faithlegg (IRE),R. P. Cleary,0,Henry de Bromhead,10th,1 1/4 l,2,8-8,-,True,10,41
Cork Racing Results | 22nd July 2022 18:15,N/A,18:15,Good,5f,Reigles,L. F. Roche,0,Adrian McGuinness,9th,Short Head,2,8-12,-,True,10,41
Cork Racing Results | 22nd July 2022 18:15,N/A,18:15,Good,5f,Zaza Zut (IRE),J. M. Sheridan,3,K. J. Condon,8th,3 1/4 l,2,9-4,-,True,10,41
Cork Racing Results | 22nd July 2022 18:15,N/A,18:15,Good,5f,Executive Decision (IRE),Shane Foley,0,Mrs J. Harrington,7th,1 3/4 l,2,8-12,-,True,10,41
Cork Racing Results | 22nd July 2022 18:15,N/A,18:15,Good,5f,Distillate,C. J. MacRedmond,5,Adrian McGuinness,6th,Nose,2,8-12,-,True,10,41
Cork Racing Results | 22nd July 2022 18:15,N/A,18:15,Good,5f,Sioux Sweet (IRE),James J. Doyle,0,Denis Hogan,5th,1/2 l,2,8-10,-,True,10,41
Cork Racing Results | 22nd July 2022 18:15,N/A,18:15,Good,5f,Sioux Spirit (IRE),N. G. McCullagh,0,K. J. Condon,4th,1/2 l,2,8-12v1,-,True,10,41
Cork Racing Results | 22nd July 2022 18:15,N/A,18:15,Good,5f,Reinforce (IRE),G. P. Halpin,0,John Stephen O'Donoghue,3rd,1/2 l,2,9-5p1,-,True,10,41
Cork Racing Results | 22nd July 2022 18:15,N/A,18:15,Good,5f,Queen of Ours (IRE),William James Lee,0,W. McCreery,2nd,1 3/4 l,2,9-2,-,True,10,41
Cork Racing Results | 22nd July 2022 18:15,N/A,18:15,Good,5f,Easy (IRE),A. J. Slattery,0,A. Slattery,1st,N/A,2,9-2,-,True,10,41
Cork Racing Results | 22nd July 2022 18:15,N/A,18:15,Good,5f,Westown Lane (IRE),M. P. Sheehy,3,James McAuley,11th,6 1/2 l,2,8-8t,-,True,10,41
Cork Racing Results | 22nd July 2022 18:15,N/A,18:15,Good,5f,Faithlegg (IRE),R. P. Cleary,0,Henry de Bromhead,10th,1 1/4 l,2,8-8,-,True,10,41
Cork Racing Results | 22nd July 2022 18:15,N/A,18:15,Good,5f,Reigles,L. F. Roche,0,Adrian McGuinness,9th,Short Head,2,8-12,-,True,10,41
Cork Racing Results | 22nd July 2022 18:15,N/A,18:15,Good,5f,Zaza Zut (IRE),J. M. Sheridan,3,K. J. Condon,8th,3 1/4 l,2,9-4,-,True,10,41
Cork Racing Results | 22nd July 2022 18:15,N/A,18:15,Good,5f,Executive Decision (IRE),Shane Foley,0,Mrs J. Harrington,7th,1 3/4 l,2,8-12,-,True,10,41
Cork Racing Results | 22nd July 2022 18:15,N/A,18:15,Good,5f,Distillate,C. J. MacRedmond,5,Adrian McGuinness,6th,Nose,2,8-12,-,True,10,41
Cork Racing Results | 22nd July 2022 18:15,N/A,18:15,Good,5f,Sioux Sweet (IRE),James J. Doyle,0,Denis Hogan,5th,1/2 l,2,8-10,-,True,10,41
Cork Racing Results | 22nd July 2022 18:15,N/A,18:15,Good,5f,Sioux Spirit (IRE),N. G. McCullagh,0,K. J. Condon,4th,1/2 l,2,8-12v1,-,True,10,41
Cork Racing Results | 22nd July 2022 18:15,N/A,18:15,Good,5f,Reinforce (IRE),G. P. Halpin,0,John Stephen O'Donoghue,3rd,1/2 l,2,9-5p1,-,True,10,41
Cork Racing Results | 22nd July 2022 18:15,N/A,18:15,Good,5f,Queen of Ours (IRE),William James Lee,0,W. McCreery,2nd,1 3/4 l,2,9-2,-,True,10,41
Cork Racing Results | 22nd July 2022 18:15,N/A,18:15,Good,5f,Easy (IRE),A. J. Slattery,0,A. Slattery,1st,N/A,2,9-2,-,True,10,41
Cork Racing Results | 22nd July 2022 18:45,N/A,18:45,Good,5f,Royal Reba (IRE),D. B. McMonagle,0,E. Sheehy,6th,14 l,2,9-0,-,True,10,42
Cork Racing Results | 22nd July 2022 18:45,N/A,18:45,Good,5f,Big Time Girl (IRE),M. P. Sheehy,3,David Marnane,5th,1/2 l,2,9-0,-,True,10,42
Cork Racing Results | 22nd July 2022 18:45,N/A,18:45,Good,5f,Invincible Cry (IRE),Shane Foley,0,Mrs J. Harrington,4th,1/2 l,2,9-5,-,True,10,42
Cork Racing Results | 22nd July 2022 18:45,N/A,18:45,Good,5f,Picture Blue,William James Lee,0,P. Twomey,3rd,2 1/2 l,2,9-0,-,True,10,42
Cork Racing Results | 22nd July 2022 18:45,N/A,18:45,Good,5f,Borletti (IRE),A. J. Slattery,0,A. Slattery,2nd,1/2 l,2,9-5,-,True,10,42
Cork Racing Results | 22nd July 2022 18:45,N/A,18:45,Good,5f,Kodi Red (IRE),Seamie Heffernan,0,Adrian Murray,1st,N/A,2,9-10,-,True,10,42
Cork Racing Results | 22nd July 2022 18:45,N/A,18:45,Good,5f,Royal Reba (IRE),D. B. McMonagle,0,E. Sheehy,6th,14 l,2,9-0,-,True,10,42
Cork Racing Results | 22nd July 2022 18:45,N/A,18:45,Good,5f,Big Time Girl (IRE),M. P. Sheehy,3,David Marnane,5th,1/2 l,2,9-0,-,True,10,42
Cork Racing Results | 22nd July 2022 18:45,N/A,18:45,Good,5f,Invincible Cry (IRE),Shane Foley,0,Mrs J. Harrington,4th,1/2 l,2,9-5,-,True,10,42
Cork Racing Results | 22nd July 2022 18:45,N/A,18:45,Good,5f,Picture Blue,William James Lee,0,P. Twomey,3rd,2 1/2 l,2,9-0,-,True,10,42
Cork Racing Results | 22nd July 2022 18:45,N/A,18:45,Good,5f,Borletti (IRE),A. J. Slattery,0,A. Slattery,2nd,1/2 l,2,9-5,-,True,10,42
Cork Racing Results | 22nd July 2022 18:45,N/A,18:45,Good,5f,Kodi Red (IRE),Seamie Heffernan,0,Adrian Murray,1st,N/A,2,9-10,-,True,10,42
Cork Racing Results | 22nd July 2022 19:15,N/A,19:15,Good,5f,Warrior Brave,J. Coen,5,Ross O'Sullivan,9th,Head,4,10-1b,101,True,10,43
Cork Racing Results | 22nd July 2022 19:15,N/A,19:15,Good,5f,Shabaaby,A. J. Slattery,0,J. F. Levins,8th,2 1/2 l,7,8-7p,79,True,10,43
Cork Racing Results | 22nd July 2022 19:15,N/A,19:15,Good,5f,Only Spoofing (IRE),J. A. Powell,7,Kevin Thomas Coleman,7th,Head,8,8-12,84,True,10,43
Cork Racing Results | 22nd July 2022 19:15,N/A,19:15,Good,5f,Screen Siren (IRE),M. P. Sheehy,3,Sarah Lynam,6th,1 l,4,8-7,79,True,10,43
Cork Racing Results | 22nd July 2022 19:15,N/A,19:15,Good,5f,Are We Dreaming (IRE),N. M. Crosse,3,W. McCreery,5th,Head,3,8-9v,85,True,10,43
Cork Racing Results | 22nd July 2022 19:15,N/A,19:15,Good,5f,Shelly Banks (IRE),Seamie Heffernan,0,Eamonn O'Connell,4th,2 l,4,8-13t,85,True,10,43
Cork Racing Results | 22nd July 2022 19:15,N/A,19:15,Good,5f,Moss Tucker (IRE),J. M. Sheridan,3,K. J. Condon,3rd,Short Head,4,9-12t,98,True,10,43
Cork Racing Results | 22nd July 2022 19:15,N/A,19:15,Good,5f,Harmony Rose,N. G. McCullagh,0,K. J. Condon,2nd,Short Head,3,8-7,83,True,10,43
Cork Racing Results | 22nd July 2022 19:15,N/A,19:15,Good,5f,Erosandpsyche (IRE),William James Lee,0,P. Twomey,1st,N/A,4,9-9v,95,True,10,43
Cork Racing Results | 22nd July 2022 19:15,N/A,19:15,Good,5f,Warrior Brave,J. Coen,5,Ross O'Sullivan,9th,Head,4,10-1b,101,True,10,43
Cork Racing Results | 22nd July 2022 19:15,N/A,19:15,Good,5f,Shabaaby,A. J. Slattery,0,J. F. Levins,8th,2 1/2 l,7,8-7p,79,True,10,43
Cork Racing Results | 22nd July 2022 19:15,N/A,19:15,Good,5f,Only Spoofing (IRE),J. A. Powell,7,Kevin Thomas Coleman,7th,Head,8,8-12,84,True,10,43
Cork Racing Results | 22nd July 2022 19:15,N/A,19:15,Good,5f,Screen Siren (IRE),M. P. Sheehy,3,Sarah Lynam,6th,1 l,4,8-7,79,True,10,43
Cork Racing Results | 22nd July 2022 19:15,N/A,19:15,Good,5f,Are We Dreaming (IRE),N. M. Crosse,3,W. McCreery,5th,Head,3,8-9v,85,True,10,43
Cork Racing Results | 22nd July 2022 19:15,N/A,19:15,Good,5f,Shelly Banks (IRE),Seamie Heffernan,0,Eamonn O'Connell,4th,2 l,4,8-13t,85,True,10,43
Cork Racing Results | 22nd July 2022 19:15,N/A,19:15,Good,5f,Moss Tucker (IRE),J. M. Sheridan,3,K. J. Condon,3rd,Short Head,4,9-12t,98,True,10,43
Cork Racing Results | 22nd July 2022 19:15,N/A,19:15,Good,5f,Harmony Rose,N. G. McCullagh,0,K. J. Condon,2nd,Short Head,3,8-7,83,True,10,43
Cork Racing Results | 22nd July 2022 19:15,N/A,19:15,Good,5f,Erosandpsyche (IRE),William James Lee,0,P. Twomey,1st,N/A,4,9-9v,95,True,10,43
Cork Racing Results | 22nd July 2022 19:45,N/A,19:45,Good,1m,Amanirenas (IRE),R. C. Colgan,0,M. C. Grassick,4th,2 1/4 l,3,9-0,-,True,10,44
Cork Racing Results | 22nd July 2022 19:45,N/A,19:45,Good,1m,Kirati Beach (IRE),William James Lee,0,P. Twomey,3rd,1/2 l,3,9-5t,-,True,10,44
Cork Racing Results | 22nd July 2022 19:45,N/A,19:45,Good,1m,Federal (IRE),J. Coen,5,Joseph Patrick O'Brien,2nd,4 1/2 l,4,9-13,-,True,10,44
Cork Racing Results | 22nd July 2022 19:45,N/A,19:45,Good,1m,Good Heavens (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,1st,N/A,3,9-10t,-,True,10,44
Cork Racing Results | 22nd July 2022 19:45,N/A,19:45,Good,1m,Amanirenas (IRE),R. C. Colgan,0,M. C. Grassick,4th,2 1/4 l,3,9-0,-,True,10,44
Cork Racing Results | 22nd July 2022 19:45,N/A,19:45,Good,1m,Kirati Beach (IRE),William James Lee,0,P. Twomey,3rd,1/2 l,3,9-5t,-,True,10,44
Cork Racing Results | 22nd July 2022 19:45,N/A,19:45,Good,1m,Federal (IRE),J. Coen,5,Joseph Patrick O'Brien,2nd,4 1/2 l,4,9-13,-,True,10,44
Cork Racing Results | 22nd July 2022 19:45,N/A,19:45,Good,1m,Good Heavens (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,1st,N/A,3,9-10t,-,True,10,44
Cork Racing Results | 22nd July 2022 20:15,N/A,20:15,Good,1m 2f,Dahomey (IRE),J. J. G. Ryan,7,T. G. McCourt,11th,Short Head,3,8-11,48,True,10,45
Cork Racing Results | 22nd July 2022 20:15,N/A,20:15,Good,1m 2f,Deuteronomy (IRE),G. P. Halpin,0,R. P. Burns,10th,1 1/4 l,3,9-12,63,True,10,45
Cork Racing Results | 22nd July 2022 20:15,N/A,20:15,Good,1m 2f,Shaky Operator (USA),Shane Foley,0,G. O'Leary,9th,3 3/4 l,3,10-0p,65,True,10,45
Cork Racing Results | 22nd July 2022 20:15,N/A,20:15,Good,1m 2f,Vidala (IRE),R. C. Colgan,0,Ms Sheila Lavery,8th,1 1/2 l,3,8-13,50,True,10,45
Cork Racing Results | 22nd July 2022 20:15,N/A,20:15,Good,1m 2f,Miss Vizeun (IRE),J. Coen,5,Nigel Slevin,7th,1/2 l,3,9-13,64,True,10,45
Cork Racing Results | 22nd July 2022 20:15,N/A,20:15,Good,1m 2f,Easky Maid (IRE),D. E. Sheehy,3,Edward P. Mitchell,6th,3 1/4 l,3,8-10p1,47,True,10,45
Cork Racing Results | 22nd July 2022 20:15,N/A,20:15,Good,1m 2f,Linger For Longer (IRE),D. B. McMonagle,0,Augustine Leahy,5th,1/2 l,3,9-10p,61,True,10,45
Cork Racing Results | 22nd July 2022 20:15,N/A,20:15,Good,1m 2f,Cheers Again,L. T. McAteer,3,Paul W. Flynn,4th,4 1/2 l,3,9-0p1,51,True,10,45
Cork Racing Results | 22nd July 2022 20:15,N/A,20:15,Good,1m 2f,Yokkell (IRE),L. F. Roche,0,Jarlath P. Fahey,3rd,1/2 l,3,9-4p,55,True,10,45
Cork Racing Results | 22nd July 2022 20:15,N/A,20:15,Good,1m 2f,Ta Na La (USA),William James Lee,0,T. M. Walsh,2nd,1/2 l,3,9-9,60,True,10,45
Cork Racing Results | 22nd July 2022 20:15,N/A,20:15,Good,1m 2f,Not Just Any Eagle (IRE),C. P. Hoban,0,Patrick J. Flynn,1st,N/A,3,9-6,57,True,10,45
Cork Racing Results | 22nd July 2022 20:15,N/A,20:15,Good,1m 2f,Dahomey (IRE),J. J. G. Ryan,7,T. G. McCourt,11th,Short Head,3,8-11,48,True,10,45
Cork Racing Results | 22nd July 2022 20:15,N/A,20:15,Good,1m 2f,Deuteronomy (IRE),G. P. Halpin,0,R. P. Burns,10th,1 1/4 l,3,9-12,63,True,10,45
Cork Racing Results | 22nd July 2022 20:15,N/A,20:15,Good,1m 2f,Shaky Operator (USA),Shane Foley,0,G. O'Leary,9th,3 3/4 l,3,10-0p,65,True,10,45
Cork Racing Results | 22nd July 2022 20:15,N/A,20:15,Good,1m 2f,Vidala (IRE),R. C. Colgan,0,Ms Sheila Lavery,8th,1 1/2 l,3,8-13,50,True,10,45
Cork Racing Results | 22nd July 2022 20:15,N/A,20:15,Good,1m 2f,Miss Vizeun (IRE),J. Coen,5,Nigel Slevin,7th,1/2 l,3,9-13,64,True,10,45
Cork Racing Results | 22nd July 2022 20:15,N/A,20:15,Good,1m 2f,Easky Maid (IRE),D. E. Sheehy,3,Edward P. Mitchell,6th,3 1/4 l,3,8-10p1,47,True,10,45
Cork Racing Results | 22nd July 2022 20:15,N/A,20:15,Good,1m 2f,Linger For Longer (IRE),D. B. McMonagle,0,Augustine Leahy,5th,1/2 l,3,9-10p,61,True,10,45
Cork Racing Results | 22nd July 2022 20:15,N/A,20:15,Good,1m 2f,Cheers Again,L. T. McAteer,3,Paul W. Flynn,4th,4 1/2 l,3,9-0p1,51,True,10,45
Cork Racing Results | 22nd July 2022 20:15,N/A,20:15,Good,1m 2f,Yokkell (IRE),L. F. Roche,0,Jarlath P. Fahey,3rd,1/2 l,3,9-4p,55,True,10,45
Cork Racing Results | 22nd July 2022 20:15,N/A,20:15,Good,1m 2f,Ta Na La (USA),William James Lee,0,T. M. Walsh,2nd,1/2 l,3,9-9,60,True,10,45
Cork Racing Results | 22nd July 2022 20:15,N/A,20:15,Good,1m 2f,Not Just Any Eagle (IRE),C. P. Hoban,0,Patrick J. Flynn,1st,N/A,3,9-6,57,True,10,45
Down Royal Racing Results | 22nd July 2022 17:30,N/A,17:30,Good (Good To Firm In Places),7f,Nelliestar (IRE),S. B. Kelly,0,R. K. Watson,11th,20 l,2,9-2,-,True,10,46
Down Royal Racing Results | 22nd July 2022 17:30,N/A,17:30,Good (Good To Firm In Places),7f,A Moment Like This (USA),G. M. Ryan,0,Donnacha Aidan O'Brien,10th,13 l,2,9-2,-,True,10,46
Down Royal Racing Results | 22nd July 2022 17:30,N/A,17:30,Good (Good To Firm In Places),7f,Bride Tree,Adam Caffrey,7,Adrian McGuinness,9th,2 l,2,9-2,-,True,10,46
Down Royal Racing Results | 22nd July 2022 17:30,N/A,17:30,Good (Good To Firm In Places),7f,Blanc De Noir (IRE),S. McCullagh,5,Mrs J. Harrington,8th,Neck,2,9-7b,-,True,10,46
Down Royal Racing Results | 22nd July 2022 17:30,N/A,17:30,Good (Good To Firm In Places),7f,Claycastle (IRE),C. D. Hayes,0,John Joseph Hanlon,7th,3/4 l,2,9-2,-,True,10,46
Down Royal Racing Results | 22nd July 2022 17:30,N/A,17:30,Good (Good To Firm In Places),7f,Pub Talk (IRE),S. M. Crosse,0,Noel Meade,6th,2 1/2 l,2,9-7,-,True,10,46
Down Royal Racing Results | 22nd July 2022 17:30,N/A,17:30,Good (Good To Firm In Places),7f,Tiymara (IRE),Ben Martin Coen,0,John Patrick Murtagh,5th,Head,2,9-2,-,True,10,46
Down Royal Racing Results | 22nd July 2022 17:30,N/A,17:30,Good (Good To Firm In Places),7f,St Kitts (IRE),W. M. Lordan,0,Aidan O'Brien,4th,2 1/4 l,2,9-7,-,True,10,46
Down Royal Racing Results | 22nd July 2022 17:30,N/A,17:30,Good (Good To Firm In Places),7f,Betterdaysrcoming (IRE),R. P. Whelan,0,Andrew Oliver,3rd,3/4 l,2,9-7,-,True,10,46
Down Royal Racing Results | 22nd July 2022 17:30,N/A,17:30,Good (Good To Firm In Places),7f,Gan Teorainn (IRE),K. J. Manning,0,J. S. Bolger,2nd,1 3/4 l,2,9-2,-,True,10,46
Down Royal Racing Results | 22nd July 2022 17:30,N/A,17:30,Good (Good To Firm In Places),7f,Amazing Show,C. T. Keane,0,G. M. Lyons,1st,N/A,2,9-2,-,True,10,46
Down Royal Racing Results | 22nd July 2022 17:30,N/A,17:30,Good (Good To Firm In Places),7f,Nelliestar (IRE),S. B. Kelly,0,R. K. Watson,11th,20 l,2,9-2,-,True,10,46
Down Royal Racing Results | 22nd July 2022 17:30,N/A,17:30,Good (Good To Firm In Places),7f,A Moment Like This (USA),G. M. Ryan,0,Donnacha Aidan O'Brien,10th,13 l,2,9-2,-,True,10,46
Down Royal Racing Results | 22nd July 2022 17:30,N/A,17:30,Good (Good To Firm In Places),7f,Bride Tree,Adam Caffrey,7,Adrian McGuinness,9th,2 l,2,9-2,-,True,10,46
Down Royal Racing Results | 22nd July 2022 17:30,N/A,17:30,Good (Good To Firm In Places),7f,Blanc De Noir (IRE),S. McCullagh,5,Mrs J. Harrington,8th,Neck,2,9-7b,-,True,10,46
