track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Tipperary Racing Results | 27th May 2025 17:20,N/A,17:20,Yielding To Soft,1m 1f,Signor Ferrari (IRE),L T McAteer,0,P J F Murphy,3rd,3 1/2 l,4,9-6,68,True,177,24
Tipperary Racing Results | 27th May 2025 17:20,N/A,17:20,Yielding To Soft,1m 1f,Roman Harry (IRE),J J G Ryan,3,C O'Connell,2nd,5 l,5,9-11,59,True,177,24
Tipperary Racing Results | 27th May 2025 17:20,N/A,17:20,Yielding To Soft,1m 1f,The Real Screamer (IRE),D McMonagle,0,P W Flynn,1st,N/A,4,10-2,69,True,177,24
Tipperary Racing Results | 27th May 2025 17:20,N/A,17:20,Yielding To Soft,1m 1f,Ivasecret (IRE),J Kearney,3,N Slevin,14th,2 1/2 l,7,9-5,56,True,177,24
Tipperary Racing Results | 27th May 2025 17:20,N/A,17:20,Yielding To Soft,1m 1f,Tartaraghan (IRE),D W O'Connor,0,J C McConnell,13th,11 l,4,9-5,56,True,177,24
Tipperary Racing Results | 27th May 2025 17:20,N/A,17:20,Yielding To Soft,1m 1f,Yes Oui Si (IRE),S Foley,0,Mrs J Harrington,12th,2 3/4 l,4,10-2,68,True,177,24
Tipperary Racing Results | 27th May 2025 17:20,N/A,17:20,Yielding To Soft,1m 1f,Bungle Inthedesert (IRE),Jessica O'Gorman,7,J C McConnell,11th,Neck,6,9-3tp,53,True,177,24
Tipperary Racing Results | 27th May 2025 17:20,N/A,17:20,Yielding To Soft,1m 1f,Spy,S P Davis,0,C Byrnes,10th,4 3/4 l,6,10-2,63,True,177,24
Tipperary Racing Results | 27th May 2025 17:20,N/A,17:20,Yielding To Soft,1m 1f,Church Mountain (IRE),J M Sheridan,0,D Hogan,9th,3/4 l,7,10-2tp,68,True,177,24
Tipperary Racing Results | 27th May 2025 17:20,N/A,17:20,Yielding To Soft,1m 1f,Magic Charm (IRE),M W Hassett,5,M Hassett,8th,1 1/4 l,9,9-1b,44,True,177,24
Tipperary Racing Results | 27th May 2025 17:20,N/A,17:20,Yielding To Soft,1m 1f,Knockmore Prince (IRE),C Fahy,10,J C McConnell,7th,Neck,5,9-1tp,35,True,177,24
Tipperary Racing Results | 27th May 2025 17:20,N/A,17:20,Yielding To Soft,1m 1f,Ameilya,R P Cleary,0,J M Barrett,6th,2 3/4 l,4,9-8p1,79,True,177,24
Tipperary Racing Results | 27th May 2025 17:20,N/A,17:20,Yielding To Soft,1m 1f,Man Is King (IRE),W Joyce,3,Thomas Dowling,5th,Short Head,6,9-2t,52,True,177,24
Tipperary Racing Results | 27th May 2025 17:20,N/A,17:20,Yielding To Soft,1m 1f,La Tulipe Noire (IRE),Alexandra Egan,10,Aengus King,4th,Nose,5,9-2,50,True,177,24
Tipperary Racing Results | 27th May 2025 17:20,N/A,17:20,Yielding To Soft,1m 1f,Signor Ferrari (IRE),L T McAteer,0,P J F Murphy,3rd,3 1/2 l,4,9-6,68,True,177,24
Tipperary Racing Results | 27th May 2025 17:20,N/A,17:20,Yielding To Soft,1m 1f,Roman Harry (IRE),J J G Ryan,3,C O'Connell,2nd,5 l,5,9-11,59,True,177,24
Tipperary Racing Results | 27th May 2025 17:20,N/A,17:20,Yielding To Soft,1m 1f,The Real Screamer (IRE),D McMonagle,0,P W Flynn,1st,N/A,4,10-2,69,True,177,24
Tipperary Racing Results | 27th May 2025 17:50,N/A,17:50,Yielding To Soft,7f 20y,Posh Spirit (IRE),J J G Ryan,3,Thomas Coyle,12th,1 1/4 l,3,9-3,-,True,177,25
Tipperary Racing Results | 27th May 2025 17:50,N/A,17:50,Yielding To Soft,7f 20y,Masked Angel (IRE),D McMonagle,0,D Dias,11th,4 1/2 l,3,9-3,70,True,177,25
Tipperary Racing Results | 27th May 2025 17:50,N/A,17:50,Yielding To Soft,7f 20y,Four White Fury,D W O'Connor,0,D Marnane,10th,2 1/2 l,3,9-8,-,True,177,25
Tipperary Racing Results | 27th May 2025 17:50,N/A,17:50,Yielding To Soft,7f 20y,Winters Breath (IRE),W J Lee,0,W McCreery,9th,1 l,3,9-3,-,True,177,25
Tipperary Racing Results | 27th May 2025 17:50,N/A,17:50,Yielding To Soft,7f 20y,Shanlieve (IRE),L T McAteer,0,D Marnane,8th,Neck,3,9-8,-,True,177,25
Tipperary Racing Results | 27th May 2025 17:50,N/A,17:50,Yielding To Soft,7f 20y,Candidly (IRE),G M Ryan,0,Donnacha O'Brien,7th,1 1/4 l,3,9-3b1,-,True,177,25
Tipperary Racing Results | 27th May 2025 17:50,N/A,17:50,Yielding To Soft,7f 20y,Minella Study,J A Heffernan,0,J Nallen,6th,Neck,3,9-8,72,True,177,25
Tipperary Racing Results | 27th May 2025 17:50,N/A,17:50,Yielding To Soft,7f 20y,Tickling (IRE),K J Leonard,0,M A Molloy,5th,Nose,3,9-3,-,True,177,25
Tipperary Racing Results | 27th May 2025 17:50,N/A,17:50,Yielding To Soft,7f 20y,Kevin The Great (IRE),S Foley,0,Mrs J Harrington,4th,1 1/2 l,3,9-8,-,True,177,25
Tipperary Racing Results | 27th May 2025 17:50,N/A,17:50,Yielding To Soft,7f 20y,Chipsrdown (IRE),J M Sheridan,0,A Slattery,3rd,8 l,3,9-3,-,True,177,25
Tipperary Racing Results | 27th May 2025 17:50,N/A,17:50,Yielding To Soft,7f 20y,Pete's Dream (IRE),A J Slattery,0,A Slattery,2nd,3 3/4 l,3,9-8,-,True,177,25
Tipperary Racing Results | 27th May 2025 17:50,N/A,17:50,Yielding To Soft,7f 20y,Sonoran (IRE),C T Keane,0,G M Lyons,1st,N/A,3,9-8t1,-,True,177,25
Tipperary Racing Results | 27th May 2025 17:50,N/A,17:50,Yielding To Soft,7f 20y,Posh Spirit (IRE),J J G Ryan,3,Thomas Coyle,12th,1 1/4 l,3,9-3,-,True,177,25
Tipperary Racing Results | 27th May 2025 17:50,N/A,17:50,Yielding To Soft,7f 20y,Masked Angel (IRE),D McMonagle,0,D Dias,11th,4 1/2 l,3,9-3,70,True,177,25
Tipperary Racing Results | 27th May 2025 17:50,N/A,17:50,Yielding To Soft,7f 20y,Four White Fury,D W O'Connor,0,D Marnane,10th,2 1/2 l,3,9-8,-,True,177,25
Tipperary Racing Results | 27th May 2025 17:50,N/A,17:50,Yielding To Soft,7f 20y,Winters Breath (IRE),W J Lee,0,W McCreery,9th,1 l,3,9-3,-,True,177,25
Tipperary Racing Results | 27th May 2025 17:50,N/A,17:50,Yielding To Soft,7f 20y,Shanlieve (IRE),L T McAteer,0,D Marnane,8th,Neck,3,9-8,-,True,177,25
Tipperary Racing Results | 27th May 2025 17:50,N/A,17:50,Yielding To Soft,7f 20y,Candidly (IRE),G M Ryan,0,Donnacha O'Brien,7th,1 1/4 l,3,9-3b1,-,True,177,25
Tipperary Racing Results | 27th May 2025 17:50,N/A,17:50,Yielding To Soft,7f 20y,Minella Study,J A Heffernan,0,J Nallen,6th,Neck,3,9-8,72,True,177,25
Tipperary Racing Results | 27th May 2025 17:50,N/A,17:50,Yielding To Soft,7f 20y,Tickling (IRE),K J Leonard,0,M A Molloy,5th,Nose,3,9-3,-,True,177,25
Tipperary Racing Results | 27th May 2025 17:50,N/A,17:50,Yielding To Soft,7f 20y,Kevin The Great (IRE),S Foley,0,Mrs J Harrington,4th,1 1/2 l,3,9-8,-,True,177,25
Tipperary Racing Results | 27th May 2025 17:50,N/A,17:50,Yielding To Soft,7f 20y,Chipsrdown (IRE),J M Sheridan,0,A Slattery,3rd,8 l,3,9-3,-,True,177,25
Tipperary Racing Results | 27th May 2025 17:50,N/A,17:50,Yielding To Soft,7f 20y,Pete's Dream (IRE),A J Slattery,0,A Slattery,2nd,3 3/4 l,3,9-8,-,True,177,25
Tipperary Racing Results | 27th May 2025 17:50,N/A,17:50,Yielding To Soft,7f 20y,Sonoran (IRE),C T Keane,0,G M Lyons,1st,N/A,3,9-8t1,-,True,177,25
Tipperary Racing Results | 27th May 2025 18:20,N/A,18:20,Yielding To Soft,5f,Igetakickoutofyou (IRE),A J Slattery,0,D Marnane,6th,8 l,2,8-9,-,True,177,26
Tipperary Racing Results | 27th May 2025 18:20,N/A,18:20,Yielding To Soft,5f,Lilbittyprettyone (IRE),N M Crosse,0,D Marnane,5th,1/2 l,2,8-11,-,True,177,26
Tipperary Racing Results | 27th May 2025 18:20,N/A,18:20,Yielding To Soft,5f,Gelato (IRE),L F Roche,0,K P Cotter,4th,Nose,2,8-9,-,True,177,26
Tipperary Racing Results | 27th May 2025 18:20,N/A,18:20,Yielding To Soft,5f,Spring Is Here (IRE),D McMonagle,0,J P O'Brien,3rd,Neck,2,9-3,-,True,177,26
Tipperary Racing Results | 27th May 2025 18:20,N/A,18:20,Yielding To Soft,5f,Howd'yadoit (IRE),G F Carroll,0,G M Lyons,2nd,3 1/4 l,2,9-0,-,True,177,26
Tipperary Racing Results | 27th May 2025 18:20,N/A,18:20,Yielding To Soft,5f,Rogue Legend,W J Lee,0,P Twomey,1st,N/A,2,9-12,-,True,177,26
Tipperary Racing Results | 27th May 2025 18:20,N/A,18:20,Yielding To Soft,5f,Igetakickoutofyou (IRE),A J Slattery,0,D Marnane,6th,8 l,2,8-9,-,True,177,26
Tipperary Racing Results | 27th May 2025 18:20,N/A,18:20,Yielding To Soft,5f,Lilbittyprettyone (IRE),N M Crosse,0,D Marnane,5th,1/2 l,2,8-11,-,True,177,26
Tipperary Racing Results | 27th May 2025 18:20,N/A,18:20,Yielding To Soft,5f,Gelato (IRE),L F Roche,0,K P Cotter,4th,Nose,2,8-9,-,True,177,26
Tipperary Racing Results | 27th May 2025 18:20,N/A,18:20,Yielding To Soft,5f,Spring Is Here (IRE),D McMonagle,0,J P O'Brien,3rd,Neck,2,9-3,-,True,177,26
Tipperary Racing Results | 27th May 2025 18:20,N/A,18:20,Yielding To Soft,5f,Howd'yadoit (IRE),G F Carroll,0,G M Lyons,2nd,3 1/4 l,2,9-0,-,True,177,26
Tipperary Racing Results | 27th May 2025 18:20,N/A,18:20,Yielding To Soft,5f,Rogue Legend,W J Lee,0,P Twomey,1st,N/A,2,9-12,-,True,177,26
Tipperary Racing Results | 27th May 2025 18:50,N/A,18:50,Yielding To Soft,5f,Melody Bells (IRE),J Cleary,5,A Murray,11th,9 l,4,9-11b1,-,True,177,27
Tipperary Racing Results | 27th May 2025 18:50,N/A,18:50,Yielding To Soft,5f,Hello Silas (FR),G M Ryan,0,D Dias,10th,Neck,3,9-8tb1,-,True,177,27
Tipperary Racing Results | 27th May 2025 18:50,N/A,18:50,Yielding To Soft,5f,Fort Star (IRE),R C Colgan,0,S Lavery,9th,3/4 l,3,9-8,-,True,177,27
Tipperary Racing Results | 27th May 2025 18:50,N/A,18:50,Yielding To Soft,5f,Morally Sound,A J Slattery,0,J A Stack,8th,Short Head,3,9-8,-,True,177,27
Tipperary Racing Results | 27th May 2025 18:50,N/A,18:50,Yielding To Soft,5f,Mercury Power (IRE),G F Carroll,0,E Lynam,7th,4 1/4 l,3,9-3h1,-,True,177,27
Tipperary Racing Results | 27th May 2025 18:50,N/A,18:50,Yielding To Soft,5f,Best Suggestion (IRE),B M Coen,0,A Oliver,6th,2 1/2 l,3,9-8,-,True,177,27
Tipperary Racing Results | 27th May 2025 18:50,N/A,18:50,Yielding To Soft,5f,Remarkable News (IRE),N M Crosse,0,J Feane,5th,Short Head,3,9-3,-,True,177,27
Tipperary Racing Results | 27th May 2025 18:50,N/A,18:50,Yielding To Soft,5f,This Ain't Texas,L T McAteer,0,D Marnane,4th,2 1/2 l,3,9-8,-,True,177,27
Tipperary Racing Results | 27th May 2025 18:50,N/A,18:50,Yielding To Soft,5f,Viamonte (IRE),A Browne-Souza,10,W P Browne,3rd,Head,4,10-2t,70,True,177,27
Tipperary Racing Results | 27th May 2025 18:50,N/A,18:50,Yielding To Soft,5f,Memphis Rose (IRE),C Geerdharry,7,D Dias,2nd,4 1/4 l,3,9-3,-,True,177,27
Tipperary Racing Results | 27th May 2025 18:50,N/A,18:50,Yielding To Soft,5f,Shoney (IRE),W J Lee,0,W McCreery,1st,N/A,3,9-3,-,True,177,27
Tipperary Racing Results | 27th May 2025 18:50,N/A,18:50,Yielding To Soft,5f,Melody Bells (IRE),J Cleary,5,A Murray,11th,9 l,4,9-11b1,-,True,177,27
Tipperary Racing Results | 27th May 2025 18:50,N/A,18:50,Yielding To Soft,5f,Hello Silas (FR),G M Ryan,0,D Dias,10th,Neck,3,9-8tb1,-,True,177,27
Tipperary Racing Results | 27th May 2025 18:50,N/A,18:50,Yielding To Soft,5f,Fort Star (IRE),R C Colgan,0,S Lavery,9th,3/4 l,3,9-8,-,True,177,27
Tipperary Racing Results | 27th May 2025 18:50,N/A,18:50,Yielding To Soft,5f,Morally Sound,A J Slattery,0,J A Stack,8th,Short Head,3,9-8,-,True,177,27
Tipperary Racing Results | 27th May 2025 18:50,N/A,18:50,Yielding To Soft,5f,Mercury Power (IRE),G F Carroll,0,E Lynam,7th,4 1/4 l,3,9-3h1,-,True,177,27
Tipperary Racing Results | 27th May 2025 18:50,N/A,18:50,Yielding To Soft,5f,Best Suggestion (IRE),B M Coen,0,A Oliver,6th,2 1/2 l,3,9-8,-,True,177,27
Tipperary Racing Results | 27th May 2025 18:50,N/A,18:50,Yielding To Soft,5f,Remarkable News (IRE),N M Crosse,0,J Feane,5th,Short Head,3,9-3,-,True,177,27
Tipperary Racing Results | 27th May 2025 18:50,N/A,18:50,Yielding To Soft,5f,This Ain't Texas,L T McAteer,0,D Marnane,4th,2 1/2 l,3,9-8,-,True,177,27
Tipperary Racing Results | 27th May 2025 18:50,N/A,18:50,Yielding To Soft,5f,Viamonte (IRE),A Browne-Souza,10,W P Browne,3rd,Head,4,10-2t,70,True,177,27
Tipperary Racing Results | 27th May 2025 18:50,N/A,18:50,Yielding To Soft,5f,Memphis Rose (IRE),C Geerdharry,7,D Dias,2nd,4 1/4 l,3,9-3,-,True,177,27
Tipperary Racing Results | 27th May 2025 18:50,N/A,18:50,Yielding To Soft,5f,Shoney (IRE),W J Lee,0,W McCreery,1st,N/A,3,9-3,-,True,177,27
Tipperary Racing Results | 27th May 2025 19:20,N/A,19:20,Yielding To Soft,5f,Emerald Harmony (IRE),P McGettigan,7,J P Murtagh,6th,1/2 l,4,9-13,79,True,177,28
Tipperary Racing Results | 27th May 2025 19:20,N/A,19:20,Yielding To Soft,5f,Mary Shoelaces (IRE),Jessica O'Gorman,7,E & P Harty,5th,3/4 l,4,9-0b,66,True,177,28
Tipperary Racing Results | 27th May 2025 19:20,N/A,19:20,Yielding To Soft,5f,Harry's Hill,M W Hassett,5,M Hassett,4th,Nose,7,10-2t,82,True,177,28
Tipperary Racing Results | 27th May 2025 19:20,N/A,19:20,Yielding To Soft,5f,My Girl Sioux (IRE),A J Slattery,0,A Slattery,3rd,Neck,5,8-8,60,True,177,28
Tipperary Racing Results | 27th May 2025 19:20,N/A,19:20,Yielding To Soft,5f,Beano Power (IRE),W M Lordan,0,E Lynam,2nd,2 3/4 l,4,8-7t,58,True,177,28
Tipperary Racing Results | 27th May 2025 19:20,N/A,19:20,Yielding To Soft,5f,Sarahmae (IRE),J M Sheridan,0,D Hogan,1st,N/A,3,8-9,69,True,177,28
Tipperary Racing Results | 27th May 2025 19:20,N/A,19:20,Yielding To Soft,5f,Emerald Harmony (IRE),P McGettigan,7,J P Murtagh,6th,1/2 l,4,9-13,79,True,177,28
Tipperary Racing Results | 27th May 2025 19:20,N/A,19:20,Yielding To Soft,5f,Mary Shoelaces (IRE),Jessica O'Gorman,7,E & P Harty,5th,3/4 l,4,9-0b,66,True,177,28
Tipperary Racing Results | 27th May 2025 19:20,N/A,19:20,Yielding To Soft,5f,Harry's Hill,M W Hassett,5,M Hassett,4th,Nose,7,10-2t,82,True,177,28
Tipperary Racing Results | 27th May 2025 19:20,N/A,19:20,Yielding To Soft,5f,My Girl Sioux (IRE),A J Slattery,0,A Slattery,3rd,Neck,5,8-8,60,True,177,28
Tipperary Racing Results | 27th May 2025 19:20,N/A,19:20,Yielding To Soft,5f,Beano Power (IRE),W M Lordan,0,E Lynam,2nd,2 3/4 l,4,8-7t,58,True,177,28
Tipperary Racing Results | 27th May 2025 19:20,N/A,19:20,Yielding To Soft,5f,Sarahmae (IRE),J M Sheridan,0,D Hogan,1st,N/A,3,8-9,69,True,177,28
Tipperary Racing Results | 27th May 2025 19:50,N/A,19:50,Yielding To Soft,1m 4f 110y,Delta Force,S P Davis,0,C Byrnes,NR,N/A,5,10-7,-,True,177,29
Tipperary Racing Results | 27th May 2025 19:50,N/A,19:50,Yielding To Soft,1m 4f 110y,Moment Of Prayer (IRE),G P Brouder,5,Ian O'Connor,PU,N/A,9,10-7t,-,True,177,29
Tipperary Racing Results | 27th May 2025 19:50,N/A,19:50,Yielding To Soft,1m 4f 110y,Whosethebestboy (IRE),J M Sheridan,0,C Byrnes,11th,1/2 l,5,10-7,-,True,177,29
Tipperary Racing Results | 27th May 2025 19:50,N/A,19:50,Yielding To Soft,1m 4f 110y,Albert Hirsch (IRE),J Cleary,5,M C Grassick,10th,34 l,5,10-7,-,True,177,29
Tipperary Racing Results | 27th May 2025 19:50,N/A,19:50,Yielding To Soft,1m 4f 110y,Liss Eile (IRE),J Pietropaolo,7,G Ahern,9th,4 3/4 l,5,10-2,-,True,177,29
Tipperary Racing Results | 27th May 2025 19:50,N/A,19:50,Yielding To Soft,1m 4f 110y,Captain Hanley (IRE),Adam Caffrey,0,A McGuinness,8th,14 l,5,10-7t1,-,True,177,29
Tipperary Racing Results | 27th May 2025 19:50,N/A,19:50,Yielding To Soft,1m 4f 110y,Light Up The Dark,D McMonagle,0,J P O'Brien,7th,6 l,4,10-2,-,True,177,29
Tipperary Racing Results | 27th May 2025 19:50,N/A,19:50,Yielding To Soft,1m 4f 110y,Jr Mahon (IRE),S Foley,0,Mrs J Harrington,6th,1/2 l,3,9-5p1,-,True,177,29
Tipperary Racing Results | 27th May 2025 19:50,N/A,19:50,Yielding To Soft,1m 4f 110y,Kasgani (IRE),L F Roche,0,D K Weld,5th,1 3/4 l,3,9-5,-,True,177,29
Tipperary Racing Results | 27th May 2025 19:50,N/A,19:50,Yielding To Soft,1m 4f 110y,Kilmeaden (IRE),P A Harnett,5,Donnacha O'Brien,4th,3 3/4 l,3,9-5p,-,True,177,29
Tipperary Racing Results | 27th May 2025 19:50,N/A,19:50,Yielding To Soft,1m 4f 110y,Factual Fact (FR),G F Carroll,0,H De Bromhead,3rd,4 3/4 l,6,10-7,-,True,177,29
Tipperary Racing Results | 27th May 2025 19:50,N/A,19:50,Yielding To Soft,1m 4f 110y,Ardashir (FR),C T Keane,0,N Meade,2nd,1 3/4 l,3,9-5,-,True,177,29
Tipperary Racing Results | 27th May 2025 19:50,N/A,19:50,Yielding To Soft,1m 4f 110y,Pharos Freedom (IRE),W J Lee,0,P Twomey,1st,N/A,3,9-5p1,-,True,177,29
Tipperary Racing Results | 27th May 2025 19:50,N/A,19:50,Yielding To Soft,1m 4f 110y,Delta Force,S P Davis,0,C Byrnes,NR,N/A,5,10-7,-,True,177,29
Tipperary Racing Results | 27th May 2025 19:50,N/A,19:50,Yielding To Soft,1m 4f 110y,Moment Of Prayer (IRE),G P Brouder,5,Ian O'Connor,PU,N/A,9,10-7t,-,True,177,29
Tipperary Racing Results | 27th May 2025 19:50,N/A,19:50,Yielding To Soft,1m 4f 110y,Whosethebestboy (IRE),J M Sheridan,0,C Byrnes,11th,1/2 l,5,10-7,-,True,177,29
Tipperary Racing Results | 27th May 2025 19:50,N/A,19:50,Yielding To Soft,1m 4f 110y,Albert Hirsch (IRE),J Cleary,5,M C Grassick,10th,34 l,5,10-7,-,True,177,29
Tipperary Racing Results | 27th May 2025 19:50,N/A,19:50,Yielding To Soft,1m 4f 110y,Liss Eile (IRE),J Pietropaolo,7,G Ahern,9th,4 3/4 l,5,10-2,-,True,177,29
Tipperary Racing Results | 27th May 2025 19:50,N/A,19:50,Yielding To Soft,1m 4f 110y,Captain Hanley (IRE),Adam Caffrey,0,A McGuinness,8th,14 l,5,10-7t1,-,True,177,29
Tipperary Racing Results | 27th May 2025 19:50,N/A,19:50,Yielding To Soft,1m 4f 110y,Light Up The Dark,D McMonagle,0,J P O'Brien,7th,6 l,4,10-2,-,True,177,29
Tipperary Racing Results | 27th May 2025 19:50,N/A,19:50,Yielding To Soft,1m 4f 110y,Jr Mahon (IRE),S Foley,0,Mrs J Harrington,6th,1/2 l,3,9-5p1,-,True,177,29
Tipperary Racing Results | 27th May 2025 19:50,N/A,19:50,Yielding To Soft,1m 4f 110y,Kasgani (IRE),L F Roche,0,D K Weld,5th,1 3/4 l,3,9-5,-,True,177,29
Tipperary Racing Results | 27th May 2025 19:50,N/A,19:50,Yielding To Soft,1m 4f 110y,Kilmeaden (IRE),P A Harnett,5,Donnacha O'Brien,4th,3 3/4 l,3,9-5p,-,True,177,29
Tipperary Racing Results | 27th May 2025 19:50,N/A,19:50,Yielding To Soft,1m 4f 110y,Factual Fact (FR),G F Carroll,0,H De Bromhead,3rd,4 3/4 l,6,10-7,-,True,177,29
Tipperary Racing Results | 27th May 2025 19:50,N/A,19:50,Yielding To Soft,1m 4f 110y,Ardashir (FR),C T Keane,0,N Meade,2nd,1 3/4 l,3,9-5,-,True,177,29
Tipperary Racing Results | 27th May 2025 19:50,N/A,19:50,Yielding To Soft,1m 4f 110y,Pharos Freedom (IRE),W J Lee,0,P Twomey,1st,N/A,3,9-5p1,-,True,177,29
Tipperary Racing Results | 27th May 2025 20:20,N/A,20:20,Yielding To Soft,1m 4f 110y,Beer With The Boys,P McGettigan,7,H D McGuigan,12th,2 1/4 l,10,9-11tv,55,True,177,30
Tipperary Racing Results | 27th May 2025 20:20,N/A,20:20,Yielding To Soft,1m 4f 110y,My Minervina (IRE),R P Cleary,0,Aidan Melia,11th,Neck,7,9-13,57,True,177,30
Tipperary Racing Results | 27th May 2025 20:20,N/A,20:20,Yielding To Soft,1m 4f 110y,Pauline's Dream (IRE),D W O'Connor,0,R O'Sullivan,10th,5 1/2 l,4,9-12p1,56,True,177,30
Tipperary Racing Results | 27th May 2025 20:20,N/A,20:20,Yielding To Soft,1m 4f 110y,Wonderwalk (IRE),J A Heffernan,0,V C Ward,9th,20 l,4,8-12h,42,True,177,30
Tipperary Racing Results | 27th May 2025 20:20,N/A,20:20,Yielding To Soft,1m 4f 110y,Jawhary,Adam Caffrey,0,A McGuinness,8th,Short Head,7,9-12v,56,True,177,30
Tipperary Racing Results | 27th May 2025 20:20,N/A,20:20,Yielding To Soft,1m 4f 110y,Serotonin,D McMonagle,0,P W Flynn,7th,6 1/2 l,5,9-12,56,True,177,30
Tipperary Racing Results | 27th May 2025 20:20,N/A,20:20,Yielding To Soft,1m 4f 110y,Noble Andy (IRE),G M Ryan,0,M Fahey,6th,2 3/4 l,4,9-8b1,52,True,177,30
Tipperary Racing Results | 27th May 2025 20:20,N/A,20:20,Yielding To Soft,1m 4f 110y,Synchronize (IRE),S A Wallace,10,J Morrison,5th,3 1/2 l,4,10-2,60,True,177,30
Tipperary Racing Results | 27th May 2025 20:20,N/A,20:20,Yielding To Soft,1m 4f 110y,Young Lucy (IRE),B M Coen,0,A J Martin,4th,2 1/2 l,6,9-10t,54,True,177,30
Tipperary Racing Results | 27th May 2025 20:20,N/A,20:20,Yielding To Soft,1m 4f 110y,Slieve Bearnagh (IRE),L T McAteer,0,D Marnane,3rd,6 l,8,9-7t,51,True,177,30
Tipperary Racing Results | 27th May 2025 20:20,N/A,20:20,Yielding To Soft,1m 4f 110y,Plunkett Street,L F Roche,0,Michael W O'Meara,2nd,3/4 l,7,10-1,59,True,177,30
Tipperary Racing Results | 27th May 2025 20:20,N/A,20:20,Yielding To Soft,1m 4f 110y,Spanish John (IRE),K G Kennedy,5,P A Fahy,1st,N/A,7,9-7,51,True,177,30
Tipperary Racing Results | 27th May 2025 20:20,N/A,20:20,Yielding To Soft,1m 4f 110y,Beer With The Boys,P McGettigan,7,H D McGuigan,12th,2 1/4 l,10,9-11tv,55,True,177,30
Tipperary Racing Results | 27th May 2025 20:20,N/A,20:20,Yielding To Soft,1m 4f 110y,My Minervina (IRE),R P Cleary,0,Aidan Melia,11th,Neck,7,9-13,57,True,177,30
Tipperary Racing Results | 27th May 2025 20:20,N/A,20:20,Yielding To Soft,1m 4f 110y,Pauline's Dream (IRE),D W O'Connor,0,R O'Sullivan,10th,5 1/2 l,4,9-12p1,56,True,177,30
Tipperary Racing Results | 27th May 2025 20:20,N/A,20:20,Yielding To Soft,1m 4f 110y,Wonderwalk (IRE),J A Heffernan,0,V C Ward,9th,20 l,4,8-12h,42,True,177,30
Tipperary Racing Results | 27th May 2025 20:20,N/A,20:20,Yielding To Soft,1m 4f 110y,Jawhary,Adam Caffrey,0,A McGuinness,8th,Short Head,7,9-12v,56,True,177,30
Tipperary Racing Results | 27th May 2025 20:20,N/A,20:20,Yielding To Soft,1m 4f 110y,Serotonin,D McMonagle,0,P W Flynn,7th,6 1/2 l,5,9-12,56,True,177,30
Tipperary Racing Results | 27th May 2025 20:20,N/A,20:20,Yielding To Soft,1m 4f 110y,Noble Andy (IRE),G M Ryan,0,M Fahey,6th,2 3/4 l,4,9-8b1,52,True,177,30
Tipperary Racing Results | 27th May 2025 20:20,N/A,20:20,Yielding To Soft,1m 4f 110y,Synchronize (IRE),S A Wallace,10,J Morrison,5th,3 1/2 l,4,10-2,60,True,177,30
Tipperary Racing Results | 27th May 2025 20:20,N/A,20:20,Yielding To Soft,1m 4f 110y,Young Lucy (IRE),B M Coen,0,A J Martin,4th,2 1/2 l,6,9-10t,54,True,177,30
Tipperary Racing Results | 27th May 2025 20:20,N/A,20:20,Yielding To Soft,1m 4f 110y,Slieve Bearnagh (IRE),L T McAteer,0,D Marnane,3rd,6 l,8,9-7t,51,True,177,30
Tipperary Racing Results | 27th May 2025 20:20,N/A,20:20,Yielding To Soft,1m 4f 110y,Plunkett Street,L F Roche,0,Michael W O'Meara,2nd,3/4 l,7,10-1,59,True,177,30
Tipperary Racing Results | 27th May 2025 20:20,N/A,20:20,Yielding To Soft,1m 4f 110y,Spanish John (IRE),K G Kennedy,5,P A Fahy,1st,N/A,7,9-7,51,True,177,30
Wexford Racing Results | 28th May 2025 16:55,N/A,16:55,Good (Good To Yielding In Places),2m 1f,Redwood Queen (IRE),P Byrnes,0,C Byrnes,UR,N/A,8,10-10,128,True,177,31
Wexford Racing Results | 28th May 2025 16:55,N/A,16:55,Good (Good To Yielding In Places),2m 1f,Tasmanian Girl (IRE),C M Quirke,3,Aengus King,5th,62 l,5,10-10,89,True,177,31
Wexford Racing Results | 28th May 2025 16:55,N/A,16:55,Good (Good To Yielding In Places),2m 1f,Single Edition (IRE),P Cleary,7,N Slevin,4th,5 l,7,10-6ht,99,True,177,31
Wexford Racing Results | 28th May 2025 16:55,N/A,16:55,Good (Good To Yielding In Places),2m 1f,Rockview Roman (IRE),D A Kidd,7,J C McConnell,3rd,2 1/4 l,9,10-6,92,True,177,31
Wexford Racing Results | 28th May 2025 16:55,N/A,16:55,Good (Good To Yielding In Places),2m 1f,Must Meet Cecil (IRE),C P Millar,5,C Collins,2nd,22 l,7,11-4p,110,True,177,31
Wexford Racing Results | 28th May 2025 16:55,N/A,16:55,Good (Good To Yielding In Places),2m 1f,Beacon Edge (IRE),Mr J M Halford,7,G Elliott,1st,N/A,11,12-0b,142,True,177,31
Wexford Racing Results | 28th May 2025 16:55,N/A,16:55,Good (Good To Yielding In Places),2m 1f,Redwood Queen (IRE),P Byrnes,0,C Byrnes,UR,N/A,8,10-10,128,True,177,31
