track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Thurles Racing Results | 28th November 2024 14:25,N/A,14:25,Good,2m 46y,Hashtag Doyen (IRE),R A Doyle,0,M Brassil,6th,8 l,6,10-13t1,-,True,153,9
Thurles Racing Results | 28th November 2024 14:25,N/A,14:25,Good,2m 46y,Watty Show (IRE),P K Donovan,5,Gary McGill,5th,5 1/2 l,4,10-13,-,True,153,9
Thurles Racing Results | 28th November 2024 14:25,N/A,14:25,Good,2m 46y,Phildante (IRE),H Morgan,0,E Doyle,4th,2 3/4 l,7,10-13t1,-,True,153,9
Thurles Racing Results | 28th November 2024 14:25,N/A,14:25,Good,2m 46y,Nugentstown Sue (IRE),B W Harvey,0,H P Finegan,3rd,9 l,5,10-13,-,True,153,9
Thurles Racing Results | 28th November 2024 14:25,N/A,14:25,Good,2m 46y,Mile End,K M Donoghue,0,Ciaran Murphy,2nd,3 3/4 l,4,11-7p1,-,True,153,9
Thurles Racing Results | 28th November 2024 14:25,N/A,14:25,Good,2m 46y,Beauforts Storm (IRE),Mr D Doyle,7,T Doyle,1st,N/A,5,11-7,-,True,153,9
Thurles Racing Results | 28th November 2024 14:25,N/A,14:25,Good,2m 46y,Karamoja (FR),P Townend,0,W P Mullins,NR,N/A,4,10-13,-,True,153,9
Thurles Racing Results | 28th November 2024 14:25,N/A,14:25,Good,2m 46y,Baby Kate (IRE),B Hayes,0,W P Mullins,NR,N/A,5,11-7,-,True,153,9
Thurles Racing Results | 28th November 2024 14:25,N/A,14:25,Good,2m 46y,Lau And Shaz (IRE),S W Flanagan,0,G P Cromwell,NR,N/A,4,10-13t1,-,True,153,9
Thurles Racing Results | 28th November 2024 14:25,N/A,14:25,Good,2m 46y,Glens Lullaby (IRE),Sam Ewing,0,Peter Fahey,NR,N/A,5,11-7,-,True,153,9
Thurles Racing Results | 28th November 2024 14:25,N/A,14:25,Good,2m 46y,Pippa Mo Chroi (IRE),P T Enright,0,P D Fitzgerald,UR,N/A,6,10-13,-,True,153,9
Thurles Racing Results | 28th November 2024 14:25,N/A,14:25,Good,2m 46y,I'll Treat Ya (IRE),M J M O'Sullivan,0,P Byrne,8th,32 l,5,10-13,-,True,153,9
Thurles Racing Results | 28th November 2024 14:25,N/A,14:25,Good,2m 46y,Cnoc An Locha (IRE),Mr I Ryan,7,Tom Dreaper,7th,6 l,4,10-13,-,True,153,9
Thurles Racing Results | 28th November 2024 14:25,N/A,14:25,Good,2m 46y,Hashtag Doyen (IRE),R A Doyle,0,M Brassil,6th,8 l,6,10-13t1,-,True,153,9
Thurles Racing Results | 28th November 2024 14:25,N/A,14:25,Good,2m 46y,Watty Show (IRE),P K Donovan,5,Gary McGill,5th,5 1/2 l,4,10-13,-,True,153,9
Thurles Racing Results | 28th November 2024 14:25,N/A,14:25,Good,2m 46y,Phildante (IRE),H Morgan,0,E Doyle,4th,2 3/4 l,7,10-13t1,-,True,153,9
Thurles Racing Results | 28th November 2024 14:25,N/A,14:25,Good,2m 46y,Nugentstown Sue (IRE),B W Harvey,0,H P Finegan,3rd,9 l,5,10-13,-,True,153,9
Thurles Racing Results | 28th November 2024 14:25,N/A,14:25,Good,2m 46y,Mile End,K M Donoghue,0,Ciaran Murphy,2nd,3 3/4 l,4,11-7p1,-,True,153,9
Thurles Racing Results | 28th November 2024 14:25,N/A,14:25,Good,2m 46y,Beauforts Storm (IRE),Mr D Doyle,7,T Doyle,1st,N/A,5,11-7,-,True,153,9
Thurles Racing Results | 28th November 2024 15:00,N/A,15:00,Good,2m 46y,Karafon (FR),P Townend,0,W P Mullins,NR,N/A,4,10-13,-,True,153,10
Thurles Racing Results | 28th November 2024 15:00,N/A,15:00,Good,2m 46y,Only You Norah (IRE),Niall Moore,7,D Commins,8th,3 l,4,10-6,-,True,153,10
Thurles Racing Results | 28th November 2024 15:00,N/A,15:00,Good,2m 46y,Don'tletmego (IRE),M P O'Connor,0,W J Burke,7th,Head,4,10-13,-,True,153,10
Thurles Racing Results | 28th November 2024 15:00,N/A,15:00,Good,2m 46y,All Eyez On Me,Sam Ewing,0,W J Bryson,6th,8 1/2 l,4,10-13,-,True,153,10
Thurles Racing Results | 28th November 2024 15:00,N/A,15:00,Good,2m 46y,Sylvia's Secret (IRE),D J O'Keeffe,0,D Budds,5th,5 l,4,10-6,-,True,153,10
Thurles Racing Results | 28th November 2024 15:00,N/A,15:00,Good,2m 46y,Paul Collins (IRE),J W Kennedy,0,G Elliott,4th,5 1/2 l,4,10-13,-,True,153,10
Thurles Racing Results | 28th November 2024 15:00,N/A,15:00,Good,2m 46y,Busy Being Busy (IRE),B W Harvey,0,N McKnight,3rd,1/2 l,4,10-13h1,-,True,153,10
Thurles Racing Results | 28th November 2024 15:00,N/A,15:00,Good,2m 46y,Scriabin (FR),M M McDonagh,0,P Griffin,2nd,Short Head,4,10-13,-,True,153,10
Thurles Racing Results | 28th November 2024 15:00,N/A,15:00,Good,2m 46y,Party Dress (IRE),R A Doyle,0,W McCreery,1st,N/A,4,11-0,-,True,153,10
Thurles Racing Results | 28th November 2024 15:00,N/A,15:00,Good,2m 46y,Karafon (FR),P Townend,0,W P Mullins,NR,N/A,4,10-13,-,True,153,10
Thurles Racing Results | 28th November 2024 15:00,N/A,15:00,Good,2m 46y,Only You Norah (IRE),Niall Moore,7,D Commins,8th,3 l,4,10-6,-,True,153,10
Thurles Racing Results | 28th November 2024 15:00,N/A,15:00,Good,2m 46y,Don'tletmego (IRE),M P O'Connor,0,W J Burke,7th,Head,4,10-13,-,True,153,10
Thurles Racing Results | 28th November 2024 15:00,N/A,15:00,Good,2m 46y,All Eyez On Me,Sam Ewing,0,W J Bryson,6th,8 1/2 l,4,10-13,-,True,153,10
Thurles Racing Results | 28th November 2024 15:00,N/A,15:00,Good,2m 46y,Sylvia's Secret (IRE),D J O'Keeffe,0,D Budds,5th,5 l,4,10-6,-,True,153,10
Thurles Racing Results | 28th November 2024 15:00,N/A,15:00,Good,2m 46y,Paul Collins (IRE),J W Kennedy,0,G Elliott,4th,5 1/2 l,4,10-13,-,True,153,10
Thurles Racing Results | 28th November 2024 15:00,N/A,15:00,Good,2m 46y,Busy Being Busy (IRE),B W Harvey,0,N McKnight,3rd,1/2 l,4,10-13h1,-,True,153,10
Thurles Racing Results | 28th November 2024 15:00,N/A,15:00,Good,2m 46y,Scriabin (FR),M M McDonagh,0,P Griffin,2nd,Short Head,4,10-13,-,True,153,10
Thurles Racing Results | 28th November 2024 15:00,N/A,15:00,Good,2m 46y,Party Dress (IRE),R A Doyle,0,W McCreery,1st,N/A,4,11-0,-,True,153,10
Thurles Racing Results | 28th November 2024 15:35,N/A,15:35,Good,2m 46y,Evolving,K M Donoghue,0,A Kinirons,F,N/A,4,11-11,92,True,153,11
Thurles Racing Results | 28th November 2024 15:35,N/A,15:35,Good,2m 46y,Kitty Ooru (IRE),B W Harvey,0,Tom Dreaper,17th,22 l,5,11-4,85,True,153,11
Thurles Racing Results | 28th November 2024 15:35,N/A,15:35,Good,2m 46y,Beechfield (IRE),Mr R W Barron,5,D Commins,16th,4 1/4 l,6,11-13t1,94,True,153,11
Thurles Racing Results | 28th November 2024 15:35,N/A,15:35,Good,2m 46y,Perfectway (IRE),E M O'Sullivan,7,E Griffin,15th,13 l,7,10-13,80,True,153,11
Thurles Racing Results | 28th November 2024 15:35,N/A,15:35,Good,2m 46y,Maciver (IRE),P T Enright,0,A O'Grady,14th,2 1/2 l,7,11-7,88,True,153,11
Thurles Racing Results | 28th November 2024 15:35,N/A,15:35,Good,2m 46y,How Decc (IRE),C M Quirke,5,E Seymour,13th,3 1/2 l,6,11-3tp,84,True,153,11
Thurles Racing Results | 28th November 2024 15:35,N/A,15:35,Good,2m 46y,I'vedoneitall (IRE),P Hanlon,7,E Sheehy,12th,1 3/4 l,7,10-13b,80,True,153,11
Thurles Racing Results | 28th November 2024 15:35,N/A,15:35,Good,2m 46y,Opera Point (IRE),J Aherne,7,A O'Grady,11th,6 1/2 l,6,11-2,83,True,153,11
Thurles Racing Results | 28th November 2024 15:35,N/A,15:35,Good,2m 46y,Malbas,A Harvey,5,J C McConnell,10th,11 l,8,11-12,93,True,153,11
Thurles Racing Results | 28th November 2024 15:35,N/A,15:35,Good,2m 46y,Vairue (IRE),Cian Cullinan,7,Ms H P Markham,9th,3 3/4 l,8,11-6,87,True,153,11
Thurles Racing Results | 28th November 2024 15:35,N/A,15:35,Good,2m 46y,Seskin Flash (IRE),L Quinlan,3,P Carey,8th,Short Head,5,11-13,94,True,153,11
Thurles Racing Results | 28th November 2024 15:35,N/A,15:35,Good,2m 46y,Itsalonglongroad,G Brouder,5,C Coakley,7th,Head,10,11-12v,93,True,153,11
Thurles Racing Results | 28th November 2024 15:35,N/A,15:35,Good,2m 46y,Dream Escape,D E Mullins,0,T Mullins,6th,Neck,5,11-5h,86,True,153,11
Thurles Racing Results | 28th November 2024 15:35,N/A,15:35,Good,2m 46y,A Nod To Getaway (IRE),D J O'Keeffe,0,P O'Flynn,5th,2 1/2 l,7,11-5t,86,True,153,11
Thurles Racing Results | 28th November 2024 15:35,N/A,15:35,Good,2m 46y,Newport,H Morgan,0,E Doyle,4th,1/2 l,4,11-9tp,90,True,153,11
Thurles Racing Results | 28th November 2024 15:35,N/A,15:35,Good,2m 46y,Prince Quattro (IRE),T Power Roche,7,P J Rothwell,3rd,3/4 l,5,11-6p,87,True,153,11
Thurles Racing Results | 28th November 2024 15:35,N/A,15:35,Good,2m 46y,Oakley (GER),D N Cullinane,5,A Mullins,2nd,5 l,6,12-0,95,True,153,11
Thurles Racing Results | 28th November 2024 15:35,N/A,15:35,Good,2m 46y,Brave Troop (IRE),J Smith,7,C Byrnes,1st,N/A,5,12-0,95,True,153,11
Thurles Racing Results | 28th November 2024 15:35,N/A,15:35,Good,2m 46y,Evolving,K M Donoghue,0,A Kinirons,F,N/A,4,11-11,92,True,153,11
Thurles Racing Results | 28th November 2024 15:35,N/A,15:35,Good,2m 46y,Kitty Ooru (IRE),B W Harvey,0,Tom Dreaper,17th,22 l,5,11-4,85,True,153,11
Thurles Racing Results | 28th November 2024 15:35,N/A,15:35,Good,2m 46y,Beechfield (IRE),Mr R W Barron,5,D Commins,16th,4 1/4 l,6,11-13t1,94,True,153,11
Thurles Racing Results | 28th November 2024 15:35,N/A,15:35,Good,2m 46y,Perfectway (IRE),E M O'Sullivan,7,E Griffin,15th,13 l,7,10-13,80,True,153,11
Thurles Racing Results | 28th November 2024 15:35,N/A,15:35,Good,2m 46y,Maciver (IRE),P T Enright,0,A O'Grady,14th,2 1/2 l,7,11-7,88,True,153,11
Thurles Racing Results | 28th November 2024 15:35,N/A,15:35,Good,2m 46y,How Decc (IRE),C M Quirke,5,E Seymour,13th,3 1/2 l,6,11-3tp,84,True,153,11
Thurles Racing Results | 28th November 2024 15:35,N/A,15:35,Good,2m 46y,I'vedoneitall (IRE),P Hanlon,7,E Sheehy,12th,1 3/4 l,7,10-13b,80,True,153,11
Thurles Racing Results | 28th November 2024 15:35,N/A,15:35,Good,2m 46y,Opera Point (IRE),J Aherne,7,A O'Grady,11th,6 1/2 l,6,11-2,83,True,153,11
Thurles Racing Results | 28th November 2024 15:35,N/A,15:35,Good,2m 46y,Malbas,A Harvey,5,J C McConnell,10th,11 l,8,11-12,93,True,153,11
Thurles Racing Results | 28th November 2024 15:35,N/A,15:35,Good,2m 46y,Vairue (IRE),Cian Cullinan,7,Ms H P Markham,9th,3 3/4 l,8,11-6,87,True,153,11
Thurles Racing Results | 28th November 2024 15:35,N/A,15:35,Good,2m 46y,Seskin Flash (IRE),L Quinlan,3,P Carey,8th,Short Head,5,11-13,94,True,153,11
Thurles Racing Results | 28th November 2024 15:35,N/A,15:35,Good,2m 46y,Itsalonglongroad,G Brouder,5,C Coakley,7th,Head,10,11-12v,93,True,153,11
Thurles Racing Results | 28th November 2024 15:35,N/A,15:35,Good,2m 46y,Dream Escape,D E Mullins,0,T Mullins,6th,Neck,5,11-5h,86,True,153,11
Thurles Racing Results | 28th November 2024 15:35,N/A,15:35,Good,2m 46y,A Nod To Getaway (IRE),D J O'Keeffe,0,P O'Flynn,5th,2 1/2 l,7,11-5t,86,True,153,11
Thurles Racing Results | 28th November 2024 15:35,N/A,15:35,Good,2m 46y,Newport,H Morgan,0,E Doyle,4th,1/2 l,4,11-9tp,90,True,153,11
Thurles Racing Results | 28th November 2024 15:35,N/A,15:35,Good,2m 46y,Prince Quattro (IRE),T Power Roche,7,P J Rothwell,3rd,3/4 l,5,11-6p,87,True,153,11
Thurles Racing Results | 28th November 2024 15:35,N/A,15:35,Good,2m 46y,Oakley (GER),D N Cullinane,5,A Mullins,2nd,5 l,6,12-0,95,True,153,11
Thurles Racing Results | 28th November 2024 15:35,N/A,15:35,Good,2m 46y,Brave Troop (IRE),J Smith,7,C Byrnes,1st,N/A,5,12-0,95,True,153,11
Thurles Racing Results | 29th November 2024 12:00,N/A,12:00,Good,3m 1f 15y,Oneforgonzo (IRE),S F O'Keeffe,0,S Aherne,NR,N/A,6,11-12,-,True,153,12
Thurles Racing Results | 29th November 2024 12:00,N/A,12:00,Good,3m 1f 15y,Insouciant Dallier (FR),S W Flanagan,0,Liz Doyle,NR,N/A,6,11-12,-,True,153,12
Thurles Racing Results | 29th November 2024 12:00,N/A,12:00,Good,3m 1f 15y,It's His Life (IRE),Sam Ewing,0,Peter Fahey,7th,5 1/2 l,6,11-12,-,True,153,12
Thurles Racing Results | 29th November 2024 12:00,N/A,12:00,Good,3m 1f 15y,Zolpharine (IRE),S Fitzgerald,0,J P Ryan,6th,28 l,6,11-12,-,True,153,12
Thurles Racing Results | 29th November 2024 12:00,N/A,12:00,Good,3m 1f 15y,Cafe Del Mar (IRE),D Robinson,0,David J Phelan,5th,27 l,8,11-5,-,True,153,12
Thurles Racing Results | 29th November 2024 12:00,N/A,12:00,Good,3m 1f 15y,Walk In Time (IRE),C M Quirke,5,D H Kelly,4th,3 l,7,11-5t,-,True,153,12
Thurles Racing Results | 29th November 2024 12:00,N/A,12:00,Good,3m 1f 15y,Muskerry Rock (IRE),J Coen,3,M F Morris,3rd,4 1/4 l,5,11-12tp1,-,True,153,12
Thurles Racing Results | 29th November 2024 12:00,N/A,12:00,Good,3m 1f 15y,Crossing The Bar (IRE),C P Millar,5,C Collins,2nd,3 3/4 l,7,11-12tp,-,True,153,12
Thurles Racing Results | 29th November 2024 12:00,N/A,12:00,Good,3m 1f 15y,Individualiste (FR),K M Donoghue,0,G P Cromwell,1st,N/A,6,11-12,-,True,153,12
Thurles Racing Results | 29th November 2024 12:00,N/A,12:00,Good,3m 1f 15y,Oneforgonzo (IRE),S F O'Keeffe,0,S Aherne,NR,N/A,6,11-12,-,True,153,12
Thurles Racing Results | 29th November 2024 12:00,N/A,12:00,Good,3m 1f 15y,Insouciant Dallier (FR),S W Flanagan,0,Liz Doyle,NR,N/A,6,11-12,-,True,153,12
Thurles Racing Results | 29th November 2024 12:00,N/A,12:00,Good,3m 1f 15y,It's His Life (IRE),Sam Ewing,0,Peter Fahey,7th,5 1/2 l,6,11-12,-,True,153,12
Thurles Racing Results | 29th November 2024 12:00,N/A,12:00,Good,3m 1f 15y,Zolpharine (IRE),S Fitzgerald,0,J P Ryan,6th,28 l,6,11-12,-,True,153,12
Thurles Racing Results | 29th November 2024 12:00,N/A,12:00,Good,3m 1f 15y,Cafe Del Mar (IRE),D Robinson,0,David J Phelan,5th,27 l,8,11-5,-,True,153,12
Thurles Racing Results | 29th November 2024 12:00,N/A,12:00,Good,3m 1f 15y,Walk In Time (IRE),C M Quirke,5,D H Kelly,4th,3 l,7,11-5t,-,True,153,12
Thurles Racing Results | 29th November 2024 12:00,N/A,12:00,Good,3m 1f 15y,Muskerry Rock (IRE),J Coen,3,M F Morris,3rd,4 1/4 l,5,11-12tp1,-,True,153,12
Thurles Racing Results | 29th November 2024 12:00,N/A,12:00,Good,3m 1f 15y,Crossing The Bar (IRE),C P Millar,5,C Collins,2nd,3 3/4 l,7,11-12tp,-,True,153,12
Thurles Racing Results | 29th November 2024 12:00,N/A,12:00,Good,3m 1f 15y,Individualiste (FR),K M Donoghue,0,G P Cromwell,1st,N/A,6,11-12,-,True,153,12
Thurles Racing Results | 29th November 2024 12:30,N/A,12:30,Good,2m 2f 63y,King Ferdinand (IRE),Mr Alan O'Sullivan,7,E M O'Sullivan,UR,N/A,8,12-0t,115,True,153,13
Thurles Racing Results | 29th November 2024 12:30,N/A,12:30,Good,2m 2f 63y,Jack Holiday (IRE),T P Harney,7,D M Christie,PU,N/A,10,11-13p,114,True,153,13
Thurles Racing Results | 29th November 2024 12:30,N/A,12:30,Good,2m 2f 63y,Coole Arcade (IRE),C Stone-Walsh,5,C Coakley,11th,31 l,10,10-0tv,87,True,153,13
Thurles Racing Results | 29th November 2024 12:30,N/A,12:30,Good,2m 2f 63y,The Eye Of Tulla (IRE),D Moloney,7,B McMahon,10th,Neck,8,10-0b,87,True,153,13
Thurles Racing Results | 29th November 2024 12:30,N/A,12:30,Good,2m 2f 63y,Only One Plan (IRE),T Power Roche,7,P J Rothwell,9th,1/2 l,7,10-13p,100,True,153,13
Thurles Racing Results | 29th November 2024 12:30,N/A,12:30,Good,2m 2f 63y,The Little Yank (IRE),P K Donovan,5,J P Ryan,8th,1 1/2 l,9,11-5b,106,True,153,13
Thurles Racing Results | 29th November 2024 12:30,N/A,12:30,Good,2m 2f 63y,Ricky Langford (IRE),S D Torrens,0,P J Rothwell,7th,6 1/2 l,10,10-8b,95,True,153,13
Thurles Racing Results | 29th November 2024 12:30,N/A,12:30,Good,2m 2f 63y,Chainofconsequence (IRE),S F O'Keeffe,0,M J McDonagh,6th,2 1/4 l,7,10-12b,99,True,153,13
Thurles Racing Results | 29th November 2024 12:30,N/A,12:30,Good,2m 2f 63y,Birdsandthebees (IRE),P T Smithers,7,P Roche,5th,9 l,7,10-11h,98,True,153,13
Thurles Racing Results | 29th November 2024 12:30,N/A,12:30,Good,2m 2f 63y,Sea Road Fill (IRE),C M Quirke,5,D Collins,4th,1 1/2 l,7,11-4,105,True,153,13
Thurles Racing Results | 29th November 2024 12:30,N/A,12:30,Good,2m 2f 63y,Rock On Pedro (IRE),D King,0,E Doyle,3rd,4 l,6,10-0tb1,87,True,153,13
Thurles Racing Results | 29th November 2024 12:30,N/A,12:30,Good,2m 2f 63y,Winding River (IRE),P T Enright,0,O McKiernan,2nd,3 3/4 l,7,11-13tb,114,True,153,13
Thurles Racing Results | 29th November 2024 12:30,N/A,12:30,Good,2m 2f 63y,Prince Of Air (FR),A Harvey,5,C Coakley,1st,N/A,7,10-4p,91,True,153,13
Thurles Racing Results | 29th November 2024 12:30,N/A,12:30,Good,2m 2f 63y,King Ferdinand (IRE),Mr Alan O'Sullivan,7,E M O'Sullivan,UR,N/A,8,12-0t,115,True,153,13
Thurles Racing Results | 29th November 2024 12:30,N/A,12:30,Good,2m 2f 63y,Jack Holiday (IRE),T P Harney,7,D M Christie,PU,N/A,10,11-13p,114,True,153,13
Thurles Racing Results | 29th November 2024 12:30,N/A,12:30,Good,2m 2f 63y,Coole Arcade (IRE),C Stone-Walsh,5,C Coakley,11th,31 l,10,10-0tv,87,True,153,13
Thurles Racing Results | 29th November 2024 12:30,N/A,12:30,Good,2m 2f 63y,The Eye Of Tulla (IRE),D Moloney,7,B McMahon,10th,Neck,8,10-0b,87,True,153,13
Thurles Racing Results | 29th November 2024 12:30,N/A,12:30,Good,2m 2f 63y,Only One Plan (IRE),T Power Roche,7,P J Rothwell,9th,1/2 l,7,10-13p,100,True,153,13
Thurles Racing Results | 29th November 2024 12:30,N/A,12:30,Good,2m 2f 63y,The Little Yank (IRE),P K Donovan,5,J P Ryan,8th,1 1/2 l,9,11-5b,106,True,153,13
Thurles Racing Results | 29th November 2024 12:30,N/A,12:30,Good,2m 2f 63y,Ricky Langford (IRE),S D Torrens,0,P J Rothwell,7th,6 1/2 l,10,10-8b,95,True,153,13
Thurles Racing Results | 29th November 2024 12:30,N/A,12:30,Good,2m 2f 63y,Chainofconsequence (IRE),S F O'Keeffe,0,M J McDonagh,6th,2 1/4 l,7,10-12b,99,True,153,13
Thurles Racing Results | 29th November 2024 12:30,N/A,12:30,Good,2m 2f 63y,Birdsandthebees (IRE),P T Smithers,7,P Roche,5th,9 l,7,10-11h,98,True,153,13
Thurles Racing Results | 29th November 2024 12:30,N/A,12:30,Good,2m 2f 63y,Sea Road Fill (IRE),C M Quirke,5,D Collins,4th,1 1/2 l,7,11-4,105,True,153,13
Thurles Racing Results | 29th November 2024 12:30,N/A,12:30,Good,2m 2f 63y,Rock On Pedro (IRE),D King,0,E Doyle,3rd,4 l,6,10-0tb1,87,True,153,13
Thurles Racing Results | 29th November 2024 12:30,N/A,12:30,Good,2m 2f 63y,Winding River (IRE),P T Enright,0,O McKiernan,2nd,3 3/4 l,7,11-13tb,114,True,153,13
Thurles Racing Results | 29th November 2024 12:30,N/A,12:30,Good,2m 2f 63y,Prince Of Air (FR),A Harvey,5,C Coakley,1st,N/A,7,10-4p,91,True,153,13
Thurles Racing Results | 29th November 2024 13:00,N/A,13:00,Good,1m 7f 189y,King Mal (IRE),H Morgan,0,E Doyle,NR,N/A,5,11-4,-,True,153,14
Thurles Racing Results | 29th November 2024 13:00,N/A,13:00,Good,1m 7f 189y,C'est Ta Chance (FR),P Townend,0,W P Mullins,NR,N/A,5,11-4,-,True,153,14
Thurles Racing Results | 29th November 2024 13:00,N/A,13:00,Good,1m 7f 189y,Gold Fever (IRE),D Meyler,0,R O'Sullivan,10th,29 l,5,11-4,-,True,153,14
Thurles Racing Results | 29th November 2024 13:00,N/A,13:00,Good,1m 7f 189y,My Lyka,B Hayes,0,W P Mullins,9th,1 1/2 l,5,11-12t,-,True,153,14
Thurles Racing Results | 29th November 2024 13:00,N/A,13:00,Good,1m 7f 189y,Master Of The Sums,D J O'Keeffe,0,E M O'Sullivan,8th,7 l,5,11-4,-,True,153,14
Thurles Racing Results | 29th November 2024 13:00,N/A,13:00,Good,1m 7f 189y,Plunkett Street,D E Mullins,0,Michael W O'Meara,7th,7 1/2 l,6,11-12,-,True,153,14
Thurles Racing Results | 29th November 2024 13:00,N/A,13:00,Good,1m 7f 189y,Teagarden Jazz,P K Donovan,5,Charlie Keegan,6th,2 1/4 l,5,10-11t,-,True,153,14
Thurles Racing Results | 29th November 2024 13:00,N/A,13:00,Good,1m 7f 189y,Bayrann (IRE),Mr D Doyle,7,T Doyle,5th,1 3/4 l,5,11-4,-,True,153,14
Thurles Racing Results | 29th November 2024 13:00,N/A,13:00,Good,1m 7f 189y,Bold Passion (IRE),Sam Ewing,0,Peter Fahey,4th,3/4 l,5,11-4,-,True,153,14
Thurles Racing Results | 29th November 2024 13:00,N/A,13:00,Good,1m 7f 189y,Polemon,D King,0,D Hogan,3rd,3 3/4 l,5,11-12t,-,True,153,14
Thurles Racing Results | 29th November 2024 13:00,N/A,13:00,Good,1m 7f 189y,Relieved Of Duties (IRE),J W Kennedy,0,G Elliott,2nd,Nose,5,11-4,-,True,153,14
Thurles Racing Results | 29th November 2024 13:00,N/A,13:00,Good,1m 7f 189y,Artic Lane (IRE),L A McKenna,5,D Queally,1st,N/A,5,11-4,-,True,153,14
Thurles Racing Results | 29th November 2024 13:00,N/A,13:00,Good,1m 7f 189y,King Mal (IRE),H Morgan,0,E Doyle,NR,N/A,5,11-4,-,True,153,14
Thurles Racing Results | 29th November 2024 13:00,N/A,13:00,Good,1m 7f 189y,C'est Ta Chance (FR),P Townend,0,W P Mullins,NR,N/A,5,11-4,-,True,153,14
Thurles Racing Results | 29th November 2024 13:00,N/A,13:00,Good,1m 7f 189y,Gold Fever (IRE),D Meyler,0,R O'Sullivan,10th,29 l,5,11-4,-,True,153,14
Thurles Racing Results | 29th November 2024 13:00,N/A,13:00,Good,1m 7f 189y,My Lyka,B Hayes,0,W P Mullins,9th,1 1/2 l,5,11-12t,-,True,153,14
Thurles Racing Results | 29th November 2024 13:00,N/A,13:00,Good,1m 7f 189y,Master Of The Sums,D J O'Keeffe,0,E M O'Sullivan,8th,7 l,5,11-4,-,True,153,14
Thurles Racing Results | 29th November 2024 13:00,N/A,13:00,Good,1m 7f 189y,Plunkett Street,D E Mullins,0,Michael W O'Meara,7th,7 1/2 l,6,11-12,-,True,153,14
Thurles Racing Results | 29th November 2024 13:00,N/A,13:00,Good,1m 7f 189y,Teagarden Jazz,P K Donovan,5,Charlie Keegan,6th,2 1/4 l,5,10-11t,-,True,153,14
Thurles Racing Results | 29th November 2024 13:00,N/A,13:00,Good,1m 7f 189y,Bayrann (IRE),Mr D Doyle,7,T Doyle,5th,1 3/4 l,5,11-4,-,True,153,14
Thurles Racing Results | 29th November 2024 13:00,N/A,13:00,Good,1m 7f 189y,Bold Passion (IRE),Sam Ewing,0,Peter Fahey,4th,3/4 l,5,11-4,-,True,153,14
Thurles Racing Results | 29th November 2024 13:00,N/A,13:00,Good,1m 7f 189y,Polemon,D King,0,D Hogan,3rd,3 3/4 l,5,11-12t,-,True,153,14
Thurles Racing Results | 29th November 2024 13:00,N/A,13:00,Good,1m 7f 189y,Relieved Of Duties (IRE),J W Kennedy,0,G Elliott,2nd,Nose,5,11-4,-,True,153,14
Thurles Racing Results | 29th November 2024 13:00,N/A,13:00,Good,1m 7f 189y,Artic Lane (IRE),L A McKenna,5,D Queally,1st,N/A,5,11-4,-,True,153,14
Thurles Racing Results | 29th November 2024 13:35,N/A,13:35,Good,1m 7f 189y,Del Girl (IRE),S F O'Keeffe,0,S Crawley,NR,N/A,5,11-5,90,True,153,15
Thurles Racing Results | 29th November 2024 13:35,N/A,13:35,Good,1m 7f 189y,Spread The Faith (IRE),J I Duggan,7,O McKiernan,NR,N/A,4,11-4,89,True,153,15
Thurles Racing Results | 29th November 2024 13:35,N/A,13:35,Good,1m 7f 189y,Heidi's Frontiere (IRE),P T Enright,0,M Kennedy,NR,N/A,6,11-0,85,True,153,15
Thurles Racing Results | 29th November 2024 13:35,N/A,13:35,Good,1m 7f 189y,Eugenious (IRE),T Joseph Kelly,7,T O'Connor,13th,26 l,5,11-2h1,87,True,153,15
Thurles Racing Results | 29th November 2024 13:35,N/A,13:35,Good,1m 7f 189y,La Tulipe Noire (IRE),C M Quirke,5,Aengus King,12th,10 l,4,11-8,93,True,153,15
Thurles Racing Results | 29th November 2024 13:35,N/A,13:35,Good,1m 7f 189y,Colourful Lil (IRE),C M Hogan,7,G Scott,11th,22 l,6,10-11p1,82,True,153,15
Thurles Racing Results | 29th November 2024 13:35,N/A,13:35,Good,1m 7f 189y,Walk Of The Roses (IRE),M P O'Connor,0,J J Mangan,10th,3 1/2 l,5,11-6,91,True,153,15
Thurles Racing Results | 29th November 2024 13:35,N/A,13:35,Good,1m 7f 189y,Alltheattitudes (IRE),S D Torrens,0,E F Gallagher,9th,18 l,6,10-9t,80,True,153,15
Thurles Racing Results | 29th November 2024 13:35,N/A,13:35,Good,1m 7f 189y,Nells Choice (IRE),C P Millar,5,C Collins,8th,2 l,5,11-10b1,95,True,153,15
Thurles Racing Results | 29th November 2024 13:35,N/A,13:35,Good,1m 7f 189y,Ask Cillian (IRE),J G Gilligan,5,D Collins,7th,3 1/2 l,7,11-10,95,True,153,15
