track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Dundalk Racing Results | 15th August 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Miss Upbeat (IRE),Siobhan Rutledge,3,John McConnell,NR,N/A,4,9-0tp,47,True,74,1
Dundalk Racing Results | 15th August 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Susie Wosie (IRE),G. F. Carroll,0,James McAuley,13th,Head,3,9-5p1,60,True,74,1
Dundalk Racing Results | 15th August 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Lightupthesky (IRE),D. E. Sheehy,3,V. C. Ward,12th,2 3/4 l,3,8-7,48,True,74,1
Dundalk Racing Results | 15th August 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Ragtime Red (IRE),K. J. Leonard,0,Anthony McCann,11th,2 3/4 l,8,9-0tb,47,True,74,1
Dundalk Racing Results | 15th August 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Gardone (IRE),N. G. McCullagh,0,Charles Weld,10th,Neck,3,8-13p1,54,True,74,1
Dundalk Racing Results | 15th August 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Bright N Shine (IRE),C. T. Keane,0,P. F. McEnery,9th,1 l,3,9-4t,59,True,74,1
Dundalk Racing Results | 15th August 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Dark Street (IRE),N. M. Crosse,0,Luke Comer,8th,1 l,5,9-3t1,50,True,74,1
Dundalk Racing Results | 15th August 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Limited Edition,G. M. Ryan,0,Keith Henry Clarke,7th,Nose,5,9-5,52,True,74,1
Dundalk Racing Results | 15th August 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Kartayaz (IRE),Cillian McConnell,7,John McConnell,6th,3/4 l,6,9-9t1,56,True,74,1
Dundalk Racing Results | 15th August 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Curious Bride (IRE),S. McCullagh,3,Eamonn O'Connell,5th,Nose,6,10-1t,62,True,74,1
Dundalk Racing Results | 15th August 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Shining Aitch,J. J. G. Ryan,7,T. G. McCourt,4th,Head,6,9-11t,58,True,74,1
Dundalk Racing Results | 15th August 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Nevada Brave (IRE),C. D. Hayes,0,Luke Comer,3rd,Neck,5,9-2,49,True,74,1
Dundalk Racing Results | 15th August 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Celtic Revival (IRE),Ben Martin Coen,0,Edward Lynam,2nd,1 1/4 l,4,10-3,64,True,74,1
Dundalk Racing Results | 15th August 2023 17:15,N/A,17:15,Standard,1m 2f 150y,French Company (IRE),D. B. McMonagle,0,J. G. Coogan,1st,N/A,5,10-2,63,True,74,1
Dundalk Racing Results | 15th August 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Miss Upbeat (IRE),Siobhan Rutledge,3,John McConnell,NR,N/A,4,9-0tp,47,True,74,1
Dundalk Racing Results | 15th August 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Susie Wosie (IRE),G. F. Carroll,0,James McAuley,13th,Head,3,9-5p1,60,True,74,1
Dundalk Racing Results | 15th August 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Lightupthesky (IRE),D. E. Sheehy,3,V. C. Ward,12th,2 3/4 l,3,8-7,48,True,74,1
Dundalk Racing Results | 15th August 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Ragtime Red (IRE),K. J. Leonard,0,Anthony McCann,11th,2 3/4 l,8,9-0tb,47,True,74,1
Dundalk Racing Results | 15th August 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Gardone (IRE),N. G. McCullagh,0,Charles Weld,10th,Neck,3,8-13p1,54,True,74,1
Dundalk Racing Results | 15th August 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Bright N Shine (IRE),C. T. Keane,0,P. F. McEnery,9th,1 l,3,9-4t,59,True,74,1
Dundalk Racing Results | 15th August 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Dark Street (IRE),N. M. Crosse,0,Luke Comer,8th,1 l,5,9-3t1,50,True,74,1
Dundalk Racing Results | 15th August 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Limited Edition,G. M. Ryan,0,Keith Henry Clarke,7th,Nose,5,9-5,52,True,74,1
Dundalk Racing Results | 15th August 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Kartayaz (IRE),Cillian McConnell,7,John McConnell,6th,3/4 l,6,9-9t1,56,True,74,1
Dundalk Racing Results | 15th August 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Curious Bride (IRE),S. McCullagh,3,Eamonn O'Connell,5th,Nose,6,10-1t,62,True,74,1
Dundalk Racing Results | 15th August 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Shining Aitch,J. J. G. Ryan,7,T. G. McCourt,4th,Head,6,9-11t,58,True,74,1
Dundalk Racing Results | 15th August 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Nevada Brave (IRE),C. D. Hayes,0,Luke Comer,3rd,Neck,5,9-2,49,True,74,1
Dundalk Racing Results | 15th August 2023 17:15,N/A,17:15,Standard,1m 2f 150y,Celtic Revival (IRE),Ben Martin Coen,0,Edward Lynam,2nd,1 1/4 l,4,10-3,64,True,74,1
Dundalk Racing Results | 15th August 2023 17:15,N/A,17:15,Standard,1m 2f 150y,French Company (IRE),D. B. McMonagle,0,J. G. Coogan,1st,N/A,5,10-2,63,True,74,1
N/A,N/A,16:35,Good (Good To Firm In Places),7f,Magic Defense (IRE),H. J. Horgan,7,Kieran Purcell,13th,4 1/4 l,2,9-0,-,True,74,2
N/A,N/A,16:35,Good (Good To Firm In Places),7f,Dramatic Entrance (IRE),N. M. Crosse,0,Mrs J. Harrington,12th,1 1/4 l,2,9-1,-,True,74,2
N/A,N/A,16:35,Good (Good To Firm In Places),7f,Cuban Confusion,D. W. O'Connor,0,David Marnane,11th,Neck,2,9-8,-,True,74,2
N/A,N/A,16:35,Good (Good To Firm In Places),7f,Alto Sax (IRE),G. F. Carroll,0,G. M. Lyons,10th,Neck,2,9-6,-,True,74,2
N/A,N/A,16:35,Good (Good To Firm In Places),7f,Small Fry (IRE),C. Horgan,7,Kieran Purcell,9th,Neck,2,9-0,-,True,74,2
N/A,N/A,16:35,Good (Good To Firm In Places),7f,Nitti (IRE),D. B. McMonagle,0,Noel Meade,8th,1 1/4 l,2,9-2,-,True,74,2
N/A,N/A,16:35,Good (Good To Firm In Places),7f,Mo Ghille Mar (IRE),Shane Foley,0,Mrs J. Harrington,7th,1 1/2 l,2,9-1,-,True,74,2
N/A,N/A,16:35,Good (Good To Firm In Places),7f,State's Evidence,C. T. Keane,0,G. M. Lyons,6th,2 1/2 l,2,9-4t,-,True,74,2
N/A,N/A,16:35,Good (Good To Firm In Places),7f,Straya (IRE),R. P. Whelan,0,Jack W. Davison,5th,Head,2,9-1,-,True,74,2
N/A,N/A,16:35,Good (Good To Firm In Places),7f,Tachos (IRE),C. D. Hayes,0,D. K. Weld,4th,1/2 l,2,8-13,-,True,74,2
N/A,N/A,16:35,Good (Good To Firm In Places),7f,Sun Never Sets (USA),Declan McDonogh,0,Joseph Patrick O'Brien,3rd,Neck,2,8-11,-,True,74,2
N/A,N/A,16:35,Good (Good To Firm In Places),7f,School Of Law (IRE),William James Lee,0,M. D. O'Callaghan,2nd,2 3/4 l,2,9-2,-,True,74,2
N/A,N/A,16:35,Good (Good To Firm In Places),7f,Asian Daze (IRE),D. E. Sheehy,3,John Patrick Murtagh,1st,N/A,2,8-9,-,True,74,2
N/A,N/A,16:35,Good (Good To Firm In Places),7f,Magic Defense (IRE),H. J. Horgan,7,Kieran Purcell,13th,4 1/4 l,2,9-0,-,True,74,2
N/A,N/A,16:35,Good (Good To Firm In Places),7f,Dramatic Entrance (IRE),N. M. Crosse,0,Mrs J. Harrington,12th,1 1/4 l,2,9-1,-,True,74,2
N/A,N/A,16:35,Good (Good To Firm In Places),7f,Cuban Confusion,D. W. O'Connor,0,David Marnane,11th,Neck,2,9-8,-,True,74,2
N/A,N/A,16:35,Good (Good To Firm In Places),7f,Alto Sax (IRE),G. F. Carroll,0,G. M. Lyons,10th,Neck,2,9-6,-,True,74,2
N/A,N/A,16:35,Good (Good To Firm In Places),7f,Small Fry (IRE),C. Horgan,7,Kieran Purcell,9th,Neck,2,9-0,-,True,74,2
N/A,N/A,16:35,Good (Good To Firm In Places),7f,Nitti (IRE),D. B. McMonagle,0,Noel Meade,8th,1 1/4 l,2,9-2,-,True,74,2
N/A,N/A,16:35,Good (Good To Firm In Places),7f,Mo Ghille Mar (IRE),Shane Foley,0,Mrs J. Harrington,7th,1 1/2 l,2,9-1,-,True,74,2
N/A,N/A,16:35,Good (Good To Firm In Places),7f,State's Evidence,C. T. Keane,0,G. M. Lyons,6th,2 1/2 l,2,9-4t,-,True,74,2
N/A,N/A,16:35,Good (Good To Firm In Places),7f,Straya (IRE),R. P. Whelan,0,Jack W. Davison,5th,Head,2,9-1,-,True,74,2
N/A,N/A,16:35,Good (Good To Firm In Places),7f,Tachos (IRE),C. D. Hayes,0,D. K. Weld,4th,1/2 l,2,8-13,-,True,74,2
N/A,N/A,16:35,Good (Good To Firm In Places),7f,Sun Never Sets (USA),Declan McDonogh,0,Joseph Patrick O'Brien,3rd,Neck,2,8-11,-,True,74,2
N/A,N/A,16:35,Good (Good To Firm In Places),7f,School Of Law (IRE),William James Lee,0,M. D. O'Callaghan,2nd,2 3/4 l,2,9-2,-,True,74,2
N/A,N/A,16:35,Good (Good To Firm In Places),7f,Asian Daze (IRE),D. E. Sheehy,3,John Patrick Murtagh,1st,N/A,2,8-9,-,True,74,2
N/A,N/A,17:10,Good (Good To Firm In Places),7f,Lust (IRE),C. T. Keane,0,G. M. Lyons,NR,N/A,5,10-0t,97,True,74,3
N/A,N/A,17:10,Good (Good To Firm In Places),7f,Polar Bear (IRE),Shane Foley,0,Mrs J. Harrington,NR,N/A,3,8-11p,85,True,74,3
N/A,N/A,17:10,Good (Good To Firm In Places),7f,Stag Night (IRE),William James Lee,0,W. McCreery,7th,13 l,5,9-1,84,True,74,3
N/A,N/A,17:10,Good (Good To Firm In Places),7f,Vernet (IRE),H. J. Horgan,7,Joseph Patrick O'Brien,6th,1 1/2 l,3,9-7,95,True,74,3
