track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,2025-08-25,18:13,Good (Good To Yielding In Places),2m 6f 61y,Damoso (IRE),S D Torrens,0,P J Rothwell,1st,N/A,4,10-2tp,80,True,14,26
N/A,2025-08-25,18:43,Good (Good To Yielding In Places),2m 6f 61y,Jetovango (IRE),D J O'Keeffe,0,D W O'Sullivan,14th,26 l,6,11-1,89,True,14,27
N/A,2025-08-25,18:43,Good (Good To Yielding In Places),2m 6f 61y,Father Jed (IRE),D King,0,J P Ryan,13th,4 l,14,10-2,76,True,14,27
N/A,2025-08-25,18:43,Good (Good To Yielding In Places),2m 6f 61y,Great Rainbow (FR),L Quinlan,0,B McMahon,12th,3 1/2 l,7,10-2,76,True,14,27
N/A,2025-08-25,18:43,Good (Good To Yielding In Places),2m 6f 61y,Miss Oreo (IRE),D Meyler,0,J J Hanlon,11th,26 l,7,11-10p,98,True,14,27
N/A,2025-08-25,18:43,Good (Good To Yielding In Places),2m 6f 61y,Friends N Commerce (IRE),Miss L Costello,7,P G Kelly,10th,4 1/4 l,9,11-12tp1,100,True,14,27
N/A,2025-08-25,18:43,Good (Good To Yielding In Places),2m 6f 61y,Cathys Quest (IRE),J P Shinnick,3,T O'Brien,9th,9 l,8,10-11b,85,True,14,27
N/A,2025-08-25,18:43,Good (Good To Yielding In Places),2m 6f 61y,Steps In The Sand (IRE),E Walsh,0,Ciaran Murphy,8th,2 l,6,11-7,95,True,14,27
N/A,2025-08-25,18:43,Good (Good To Yielding In Places),2m 6f 61y,Love Bite (IRE),A P Kelly,3,Mrs G O'Connor,7th,1/2 l,7,10-4,78,True,14,27
N/A,2025-08-25,18:43,Good (Good To Yielding In Places),2m 6f 61y,Inchidaly Copper (IRE),Mr A Burke-Ott,7,A Ott,6th,2 1/2 l,9,11-1b,89,True,14,27
N/A,2025-08-25,18:43,Good (Good To Yielding In Places),2m 6f 61y,Lummi Island (IRE),B P Kennedy,7,D Deacon,5th,3/4 l,7,11-3p,91,True,14,27
N/A,2025-08-25,18:43,Good (Good To Yielding In Places),2m 6f 61y,Moonshine Girl (IRE),Miss J Townend,0,P J Gilligan,4th,1 1/4 l,6,10-3p1,77,True,14,27
N/A,2025-08-25,18:43,Good (Good To Yielding In Places),2m 6f 61y,Bayou Belle (IRE),P T Smithers,7,J P Fahey,3rd,1 3/4 l,6,11-6t1,94,True,14,27
N/A,2025-08-25,18:43,Good (Good To Yielding In Places),2m 6f 61y,Doyen Flyer (IRE),B Hayes,0,J Barcoe,2nd,1/2 l,7,10-6,80,True,14,27
N/A,2025-08-25,18:43,Good (Good To Yielding In Places),2m 6f 61y,Ladies Well (IRE),C M Quirke,0,A Slattery,1st,N/A,5,10-5,79,True,14,27
N/A,2025-08-25,18:43,Good (Good To Yielding In Places),2m 6f 61y,Jetovango (IRE),D J O'Keeffe,0,D W O'Sullivan,14th,26 l,6,11-1,89,True,14,27
N/A,2025-08-25,18:43,Good (Good To Yielding In Places),2m 6f 61y,Father Jed (IRE),D King,0,J P Ryan,13th,4 l,14,10-2,76,True,14,27
N/A,2025-08-25,18:43,Good (Good To Yielding In Places),2m 6f 61y,Great Rainbow (FR),L Quinlan,0,B McMahon,12th,3 1/2 l,7,10-2,76,True,14,27
N/A,2025-08-25,18:43,Good (Good To Yielding In Places),2m 6f 61y,Miss Oreo (IRE),D Meyler,0,J J Hanlon,11th,26 l,7,11-10p,98,True,14,27
N/A,2025-08-25,18:43,Good (Good To Yielding In Places),2m 6f 61y,Friends N Commerce (IRE),Miss L Costello,7,P G Kelly,10th,4 1/4 l,9,11-12tp1,100,True,14,27
N/A,2025-08-25,18:43,Good (Good To Yielding In Places),2m 6f 61y,Cathys Quest (IRE),J P Shinnick,3,T O'Brien,9th,9 l,8,10-11b,85,True,14,27
N/A,2025-08-25,18:43,Good (Good To Yielding In Places),2m 6f 61y,Steps In The Sand (IRE),E Walsh,0,Ciaran Murphy,8th,2 l,6,11-7,95,True,14,27
N/A,2025-08-25,18:43,Good (Good To Yielding In Places),2m 6f 61y,Love Bite (IRE),A P Kelly,3,Mrs G O'Connor,7th,1/2 l,7,10-4,78,True,14,27
N/A,2025-08-25,18:43,Good (Good To Yielding In Places),2m 6f 61y,Inchidaly Copper (IRE),Mr A Burke-Ott,7,A Ott,6th,2 1/2 l,9,11-1b,89,True,14,27
N/A,2025-08-25,18:43,Good (Good To Yielding In Places),2m 6f 61y,Lummi Island (IRE),B P Kennedy,7,D Deacon,5th,3/4 l,7,11-3p,91,True,14,27
N/A,2025-08-25,18:43,Good (Good To Yielding In Places),2m 6f 61y,Moonshine Girl (IRE),Miss J Townend,0,P J Gilligan,4th,1 1/4 l,6,10-3p1,77,True,14,27
N/A,2025-08-25,18:43,Good (Good To Yielding In Places),2m 6f 61y,Bayou Belle (IRE),P T Smithers,7,J P Fahey,3rd,1 3/4 l,6,11-6t1,94,True,14,27
N/A,2025-08-25,18:43,Good (Good To Yielding In Places),2m 6f 61y,Doyen Flyer (IRE),B Hayes,0,J Barcoe,2nd,1/2 l,7,10-6,80,True,14,27
N/A,2025-08-25,18:43,Good (Good To Yielding In Places),2m 6f 61y,Ladies Well (IRE),C M Quirke,0,A Slattery,1st,N/A,5,10-5,79,True,14,27
N/A,2025-08-25,19:13,Good (Good To Yielding In Places),2m 1f 48y,Runcok (FR),P Townend,0,W P Mullins,4th,1/2 l,5,11-7h,138,True,14,28
N/A,2025-08-25,19:13,Good (Good To Yielding In Places),2m 1f 48y,Saint Peregrine (IRE),L A McKenna,5,J P Ryan,3rd,25 l,6,11-2,-,True,14,28
N/A,2025-08-25,19:13,Good (Good To Yielding In Places),2m 1f 48y,The Dara Man (IRE),D King,0,J P Ryan,2nd,8 l,10,11-2,117,True,14,28
N/A,2025-08-25,19:13,Good (Good To Yielding In Places),2m 1f 48y,King Of Kingsfield (IRE),J W Kennedy,0,G Elliott,1st,N/A,7,11-12t1,143,True,14,28
N/A,2025-08-25,19:13,Good (Good To Yielding In Places),2m 1f 48y,Runcok (FR),P Townend,0,W P Mullins,4th,1/2 l,5,11-7h,138,True,14,28
N/A,2025-08-25,19:13,Good (Good To Yielding In Places),2m 1f 48y,Saint Peregrine (IRE),L A McKenna,5,J P Ryan,3rd,25 l,6,11-2,-,True,14,28
N/A,2025-08-25,19:13,Good (Good To Yielding In Places),2m 1f 48y,The Dara Man (IRE),D King,0,J P Ryan,2nd,8 l,10,11-2,117,True,14,28
N/A,2025-08-25,19:13,Good (Good To Yielding In Places),2m 1f 48y,King Of Kingsfield (IRE),J W Kennedy,0,G Elliott,1st,N/A,7,11-12t1,143,True,14,28
N/A,2025-08-25,19:43,Good (Good To Yielding In Places),2m 7f 65y,Mister Beeton (IRE),S Fitzgerald,0,S Nolan,PU,N/A,8,11-12p,113,True,14,29
N/A,2025-08-25,19:43,Good (Good To Yielding In Places),2m 7f 65y,Jimmybrien (IRE),Ms H Phillips,7,M J Phillips,PU,N/A,9,11-12p,85,True,14,29
N/A,2025-08-25,19:43,Good (Good To Yielding In Places),2m 7f 65y,Palamon (IRE),S W Flanagan,0,P Nolan,F,N/A,5,11-12tb,-,True,14,29
N/A,2025-08-25,19:43,Good (Good To Yielding In Places),2m 7f 65y,Ta Na La (USA),S O'Callaghan,5,T M Walsh,6th,53 l,6,11-5t,-,True,14,29
N/A,2025-08-25,19:43,Good (Good To Yielding In Places),2m 7f 65y,Iamagetaway (IRE),P Byrnes,0,James Andrew Fahey,5th,3 1/2 l,6,11-12t,108,True,14,29
N/A,2025-08-25,19:43,Good (Good To Yielding In Places),2m 7f 65y,Greatness Awaits (IRE),J C Gainford,0,C Collins,4th,8 1/2 l,6,11-12tp,107,True,14,29
N/A,2025-08-25,19:43,Good (Good To Yielding In Places),2m 7f 65y,Chinx Of Light (IRE),S D Torrens,0,J C McConnell,3rd,14 l,9,11-12,-,True,14,29
N/A,2025-08-25,19:43,Good (Good To Yielding In Places),2m 7f 65y,Nastya (IRE),D J O'Keeffe,0,H De Bromhead,2nd,2 3/4 l,6,11-5,-,True,14,29
N/A,2025-08-25,19:43,Good (Good To Yielding In Places),2m 7f 65y,Chance Another One (IRE),D Meyler,0,E Mullins,1st,N/A,6,11-12,-,True,14,29
N/A,2025-08-25,19:43,Good (Good To Yielding In Places),2m 7f 65y,Mister Beeton (IRE),S Fitzgerald,0,S Nolan,PU,N/A,8,11-12p,113,True,14,29
N/A,2025-08-25,19:43,Good (Good To Yielding In Places),2m 7f 65y,Jimmybrien (IRE),Ms H Phillips,7,M J Phillips,PU,N/A,9,11-12p,85,True,14,29
N/A,2025-08-25,19:43,Good (Good To Yielding In Places),2m 7f 65y,Palamon (IRE),S W Flanagan,0,P Nolan,F,N/A,5,11-12tb,-,True,14,29
N/A,2025-08-25,19:43,Good (Good To Yielding In Places),2m 7f 65y,Ta Na La (USA),S O'Callaghan,5,T M Walsh,6th,53 l,6,11-5t,-,True,14,29
N/A,2025-08-25,19:43,Good (Good To Yielding In Places),2m 7f 65y,Iamagetaway (IRE),P Byrnes,0,James Andrew Fahey,5th,3 1/2 l,6,11-12t,108,True,14,29
N/A,2025-08-25,19:43,Good (Good To Yielding In Places),2m 7f 65y,Greatness Awaits (IRE),J C Gainford,0,C Collins,4th,8 1/2 l,6,11-12tp,107,True,14,29
N/A,2025-08-25,19:43,Good (Good To Yielding In Places),2m 7f 65y,Chinx Of Light (IRE),S D Torrens,0,J C McConnell,3rd,14 l,9,11-12,-,True,14,29
N/A,2025-08-25,19:43,Good (Good To Yielding In Places),2m 7f 65y,Nastya (IRE),D J O'Keeffe,0,H De Bromhead,2nd,2 3/4 l,6,11-5,-,True,14,29
N/A,2025-08-25,19:43,Good (Good To Yielding In Places),2m 7f 65y,Chance Another One (IRE),D Meyler,0,E Mullins,1st,N/A,6,11-12,-,True,14,29
N/A,2025-08-25,20:13,Good (Good To Yielding In Places),2m 71y,The Fitter (IRE),Mr D McGill,7,T Gibney,11th,54 l,4,11-5t,-,True,14,30
N/A,2025-08-25,20:13,Good (Good To Yielding In Places),2m 71y,Jessie Roe (IRE),Mr P W Gleeson,7,B Mortell,10th,6 l,4,11-5t,-,True,14,30
N/A,2025-08-25,20:13,Good (Good To Yielding In Places),2m 71y,Marsh Lady (IRE),Miss J Townend,0,J Barcoe,9th,2 3/4 l,4,11-5,-,True,14,30
N/A,2025-08-25,20:13,Good (Good To Yielding In Places),2m 71y,Likealightswitch (IRE),Mr F Maguire,0,A Sexton,8th,26 l,4,11-5,-,True,14,30
N/A,2025-08-25,20:13,Good (Good To Yielding In Places),2m 71y,Holly's Diamond (IRE),Mr A W O'Donnell,7,K F O'Donnell,7th,11 l,4,11-5,-,True,14,30
N/A,2025-08-25,20:13,Good (Good To Yielding In Places),2m 71y,Mysilverriverfeale (IRE),Mr A P Ryan,5,T Cooper,6th,4 1/2 l,4,11-5,-,True,14,30
N/A,2025-08-25,20:13,Good (Good To Yielding In Places),2m 71y,Baile Mhisteala (IRE),Mr J H Williamson,7,E McCarthy,5th,4 3/4 l,4,11-5,-,True,14,30
N/A,2025-08-25,20:13,Good (Good To Yielding In Places),2m 71y,Let It Settle (IRE),Mr J R Martin,7,G P Cromwell,4th,4 1/4 l,4,11-5,-,True,14,30
N/A,2025-08-25,20:13,Good (Good To Yielding In Places),2m 71y,Miss Jocund (IRE),Mr D Doyle,7,H De Bromhead,3rd,1 3/4 l,4,11-5,-,True,14,30
N/A,2025-08-25,20:13,Good (Good To Yielding In Places),2m 71y,Maximillian Lady (IRE),Mr T A Halford,7,C W J Farrell,2nd,3 1/4 l,4,11-5,-,True,14,30
N/A,2025-08-25,20:13,Good (Good To Yielding In Places),2m 71y,Blue Waters (IRE),Mr H C Swan,0,G Elliott,1st,N/A,4,11-5,-,True,14,30
N/A,2025-08-25,20:13,Good (Good To Yielding In Places),2m 71y,The Fitter (IRE),Mr D McGill,7,T Gibney,11th,54 l,4,11-5t,-,True,14,30
N/A,2025-08-25,20:13,Good (Good To Yielding In Places),2m 71y,Jessie Roe (IRE),Mr P W Gleeson,7,B Mortell,10th,6 l,4,11-5t,-,True,14,30
N/A,2025-08-25,20:13,Good (Good To Yielding In Places),2m 71y,Marsh Lady (IRE),Miss J Townend,0,J Barcoe,9th,2 3/4 l,4,11-5,-,True,14,30
N/A,2025-08-25,20:13,Good (Good To Yielding In Places),2m 71y,Likealightswitch (IRE),Mr F Maguire,0,A Sexton,8th,26 l,4,11-5,-,True,14,30
N/A,2025-08-25,20:13,Good (Good To Yielding In Places),2m 71y,Holly's Diamond (IRE),Mr A W O'Donnell,7,K F O'Donnell,7th,11 l,4,11-5,-,True,14,30
N/A,2025-08-25,20:13,Good (Good To Yielding In Places),2m 71y,Mysilverriverfeale (IRE),Mr A P Ryan,5,T Cooper,6th,4 1/2 l,4,11-5,-,True,14,30
N/A,2025-08-25,20:13,Good (Good To Yielding In Places),2m 71y,Baile Mhisteala (IRE),Mr J H Williamson,7,E McCarthy,5th,4 3/4 l,4,11-5,-,True,14,30
N/A,2025-08-25,20:13,Good (Good To Yielding In Places),2m 71y,Let It Settle (IRE),Mr J R Martin,7,G P Cromwell,4th,4 1/4 l,4,11-5,-,True,14,30
N/A,2025-08-25,20:13,Good (Good To Yielding In Places),2m 71y,Miss Jocund (IRE),Mr D Doyle,7,H De Bromhead,3rd,1 3/4 l,4,11-5,-,True,14,30
N/A,2025-08-25,20:13,Good (Good To Yielding In Places),2m 71y,Maximillian Lady (IRE),Mr T A Halford,7,C W J Farrell,2nd,3 1/4 l,4,11-5,-,True,14,30
N/A,2025-08-25,20:13,Good (Good To Yielding In Places),2m 71y,Blue Waters (IRE),Mr H C Swan,0,G Elliott,1st,N/A,4,11-5,-,True,14,30
N/A,2025-08-26,16:25,Good To Yielding,7f 195y,Julia Domna (IRE),D P McDonogh,0,J P O'Brien,NR,N/A,3,9-3,-,True,14,31
N/A,2025-08-26,16:25,Good To Yielding,7f 195y,Santa Des La Rosa (IRE),J M Sheridan,0,Alan Richardson,14th,9 l,3,9-3t1,-,True,14,31
N/A,2025-08-26,16:25,Good To Yielding,7f 195y,Chico Chico (IRE),R C Colgan,0,D Kinsella,13th,14 l,3,9-8,-,True,14,31
N/A,2025-08-26,16:25,Good To Yielding,7f 195y,Yup Bro (IRE),R P Cleary,0,J C McConnell,12th,1 3/4 l,3,9-8,-,True,14,31
N/A,2025-08-26,16:25,Good To Yielding,7f 195y,Bartolito (IRE),R Whearty,3,P W Flynn,11th,1 1/2 l,3,9-8,-,True,14,31
N/A,2025-08-26,16:25,Good To Yielding,7f 195y,Jess Abi (IRE),C D Hayes,0,D K Weld,10th,2 1/2 l,3,9-3,-,True,14,31
N/A,2025-08-26,16:25,Good To Yielding,7f 195y,Arrumba (IRE),S Coen,7,Mrs D Foster,9th,3 3/4 l,5,9-9,64,True,14,31
N/A,2025-08-26,16:25,Good To Yielding,7f 195y,Spanish Princess (IRE),D W O'Connor,0,J C McConnell,8th,1 l,4,9-9,-,True,14,31
N/A,2025-08-26,16:25,Good To Yielding,7f 195y,Pete's Dream (IRE),A J Slattery,0,A Slattery,7th,1 1/4 l,3,9-8,70,True,14,31
N/A,2025-08-26,16:25,Good To Yielding,7f 195y,Royal Impact (IRE),J J G Ryan,0,J Davison,6th,2 1/2 l,3,9-8,-,True,14,31
N/A,2025-08-26,16:25,Good To Yielding,7f 195y,Burford Beauty (IRE),G F Carroll,0,G P Cromwell,5th,Nose,3,9-3,-,True,14,31
N/A,2025-08-26,16:25,Good To Yielding,7f 195y,Sun Soldier (IRE),B M Coen,0,A Oliver,4th,2 1/4 l,3,9-8p,74,True,14,31
N/A,2025-08-26,16:25,Good To Yielding,7f 195y,Phoenix Pairc (IRE),N M Crosse,0,W McCreery,3rd,2 1/2 l,3,9-3t1,70,True,14,31
N/A,2025-08-26,16:25,Good To Yielding,7f 195y,Snapretend (IRE),D Browne McMonagle,0,J P O'Brien,2nd,2 3/4 l,3,9-3,-,True,14,31
N/A,2025-08-26,16:25,Good To Yielding,7f 195y,Touted Plan (IRE),C T Keane,0,J G Murphy,1st,N/A,3,9-3,64,True,14,31
N/A,2025-08-26,16:25,Good To Yielding,7f 195y,Julia Domna (IRE),D P McDonogh,0,J P O'Brien,NR,N/A,3,9-3,-,True,14,31
N/A,2025-08-26,16:25,Good To Yielding,7f 195y,Santa Des La Rosa (IRE),J M Sheridan,0,Alan Richardson,14th,9 l,3,9-3t1,-,True,14,31
N/A,2025-08-26,16:25,Good To Yielding,7f 195y,Chico Chico (IRE),R C Colgan,0,D Kinsella,13th,14 l,3,9-8,-,True,14,31
N/A,2025-08-26,16:25,Good To Yielding,7f 195y,Yup Bro (IRE),R P Cleary,0,J C McConnell,12th,1 3/4 l,3,9-8,-,True,14,31
N/A,2025-08-26,16:25,Good To Yielding,7f 195y,Bartolito (IRE),R Whearty,3,P W Flynn,11th,1 1/2 l,3,9-8,-,True,14,31
N/A,2025-08-26,16:25,Good To Yielding,7f 195y,Jess Abi (IRE),C D Hayes,0,D K Weld,10th,2 1/2 l,3,9-3,-,True,14,31
N/A,2025-08-26,16:25,Good To Yielding,7f 195y,Arrumba (IRE),S Coen,7,Mrs D Foster,9th,3 3/4 l,5,9-9,64,True,14,31
N/A,2025-08-26,16:25,Good To Yielding,7f 195y,Spanish Princess (IRE),D W O'Connor,0,J C McConnell,8th,1 l,4,9-9,-,True,14,31
N/A,2025-08-26,16:25,Good To Yielding,7f 195y,Pete's Dream (IRE),A J Slattery,0,A Slattery,7th,1 1/4 l,3,9-8,70,True,14,31
N/A,2025-08-26,16:25,Good To Yielding,7f 195y,Royal Impact (IRE),J J G Ryan,0,J Davison,6th,2 1/2 l,3,9-8,-,True,14,31
N/A,2025-08-26,16:25,Good To Yielding,7f 195y,Burford Beauty (IRE),G F Carroll,0,G P Cromwell,5th,Nose,3,9-3,-,True,14,31
N/A,2025-08-26,16:25,Good To Yielding,7f 195y,Sun Soldier (IRE),B M Coen,0,A Oliver,4th,2 1/4 l,3,9-8p,74,True,14,31
N/A,2025-08-26,16:25,Good To Yielding,7f 195y,Phoenix Pairc (IRE),N M Crosse,0,W McCreery,3rd,2 1/2 l,3,9-3t1,70,True,14,31
N/A,2025-08-26,16:25,Good To Yielding,7f 195y,Snapretend (IRE),D Browne McMonagle,0,J P O'Brien,2nd,2 3/4 l,3,9-3,-,True,14,31
N/A,2025-08-26,16:25,Good To Yielding,7f 195y,Touted Plan (IRE),C T Keane,0,J G Murphy,1st,N/A,3,9-3,64,True,14,31
N/A,2025-08-26,16:55,Good To Yielding,7f 195y,Ledger (IRE),C Geerdharry,7,Paul Traynor,15th,7 l,5,9-3b,47,True,14,32
N/A,2025-08-26,16:55,Good To Yielding,7f 195y,Plastic Paddy,J Cleary,5,Tom McGuinness,14th,5 1/2 l,7,9-12h,56,True,14,32
N/A,2025-08-26,16:55,Good To Yielding,7f 195y,My Minervina (IRE),B M Coen,0,Aidan Melia,13th,3 l,7,9-12,56,True,14,32
N/A,2025-08-26,16:55,Good To Yielding,7f 195y,Zero Fighter (IRE),W M Lordan,0,E D Delany,12th,3 3/4 l,5,8-10p,40,True,14,32
N/A,2025-08-26,16:55,Good To Yielding,7f 195y,So Messi (IRE),R Whearty,3,T G McCourt,11th,Neck,5,8-11t,41,True,14,32
N/A,2025-08-26,16:55,Good To Yielding,7f 195y,Haughty,M Crehan,3,L Fowler,10th,1 l,5,10-1,59,True,14,32
N/A,2025-08-26,16:55,Good To Yielding,7f 195y,Arthur Rose (IRE),S Foley,0,M Fahey,9th,1 3/4 l,4,9-7p1,51,True,14,32
N/A,2025-08-26,16:55,Good To Yielding,7f 195y,Roman Harry (IRE),C T Keane,0,C O'Connell,8th,3/4 l,5,9-13,57,True,14,32
N/A,2025-08-26,16:55,Good To Yielding,7f 195y,Drafted (IRE),J A Heffernan,0,C Byrnes,7th,Short Head,5,9-12,56,True,14,32
N/A,2025-08-26,16:55,Good To Yielding,7f 195y,Leabaland (IRE),P McGettigan,7,M M Lynch,6th,Short Head,8,9-1p,45,True,14,32
N/A,2025-08-26,16:55,Good To Yielding,7f 195y,Hell Left Loose,J S Dalton,10,D Hogan,5th,1 1/2 l,9,8-10tp,40,True,14,32
N/A,2025-08-26,16:55,Good To Yielding,7f 195y,Draiocht (IRE),K J Leonard,0,T J O'Mara,4th,1 1/2 l,5,8-11h,41,True,14,32
N/A,2025-08-26,16:55,Good To Yielding,7f 195y,Distillate,S Coen,7,A McGuinness,3rd,1 1/2 l,5,9-9t,53,True,14,32
N/A,2025-08-26,16:55,Good To Yielding,7f 195y,Nibras Rainbow (IRE),G F Carroll,0,G P Cromwell,2nd,1 1/2 l,5,9-1p,45,True,14,32
N/A,2025-08-26,16:55,Good To Yielding,7f 195y,Sayfa Fad (IRE),D Browne McMonagle,0,P W Flynn,1st,N/A,4,9-2b,46,True,14,32
N/A,2025-08-26,16:55,Good To Yielding,7f 195y,Ledger (IRE),C Geerdharry,7,Paul Traynor,15th,7 l,5,9-3b,47,True,14,32
N/A,2025-08-26,16:55,Good To Yielding,7f 195y,Plastic Paddy,J Cleary,5,Tom McGuinness,14th,5 1/2 l,7,9-12h,56,True,14,32
N/A,2025-08-26,16:55,Good To Yielding,7f 195y,My Minervina (IRE),B M Coen,0,Aidan Melia,13th,3 l,7,9-12,56,True,14,32
N/A,2025-08-26,16:55,Good To Yielding,7f 195y,Zero Fighter (IRE),W M Lordan,0,E D Delany,12th,3 3/4 l,5,8-10p,40,True,14,32
N/A,2025-08-26,16:55,Good To Yielding,7f 195y,So Messi (IRE),R Whearty,3,T G McCourt,11th,Neck,5,8-11t,41,True,14,32
N/A,2025-08-26,16:55,Good To Yielding,7f 195y,Haughty,M Crehan,3,L Fowler,10th,1 l,5,10-1,59,True,14,32
N/A,2025-08-26,16:55,Good To Yielding,7f 195y,Arthur Rose (IRE),S Foley,0,M Fahey,9th,1 3/4 l,4,9-7p1,51,True,14,32
N/A,2025-08-26,16:55,Good To Yielding,7f 195y,Roman Harry (IRE),C T Keane,0,C O'Connell,8th,3/4 l,5,9-13,57,True,14,32
N/A,2025-08-26,16:55,Good To Yielding,7f 195y,Drafted (IRE),J A Heffernan,0,C Byrnes,7th,Short Head,5,9-12,56,True,14,32
N/A,2025-08-26,16:55,Good To Yielding,7f 195y,Leabaland (IRE),P McGettigan,7,M M Lynch,6th,Short Head,8,9-1p,45,True,14,32
N/A,2025-08-26,16:55,Good To Yielding,7f 195y,Hell Left Loose,J S Dalton,10,D Hogan,5th,1 1/2 l,9,8-10tp,40,True,14,32
N/A,2025-08-26,16:55,Good To Yielding,7f 195y,Draiocht (IRE),K J Leonard,0,T J O'Mara,4th,1 1/2 l,5,8-11h,41,True,14,32
N/A,2025-08-26,16:55,Good To Yielding,7f 195y,Distillate,S Coen,7,A McGuinness,3rd,1 1/2 l,5,9-9t,53,True,14,32
N/A,2025-08-26,16:55,Good To Yielding,7f 195y,Nibras Rainbow (IRE),G F Carroll,0,G P Cromwell,2nd,1 1/2 l,5,9-1p,45,True,14,32
N/A,2025-08-26,16:55,Good To Yielding,7f 195y,Sayfa Fad (IRE),D Browne McMonagle,0,P W Flynn,1st,N/A,4,9-2b,46,True,14,32
N/A,2025-08-26,17:25,Good To Yielding,7f 195y,Mark's One (IRE),J Cleary,5,Michael G Cleary,15th,6 1/2 l,4,9-6,50,True,14,33
N/A,2025-08-26,17:25,Good To Yielding,7f 195y,Drish Melody (IRE),L F Roche,0,T Cooper,14th,1 3/4 l,6,8-10,40,True,14,33
N/A,2025-08-26,17:25,Good To Yielding,7f 195y,Famous Enough (IRE),N G McCullagh,0,P T Foley,13th,3 1/2 l,5,9-6,50,True,14,33
N/A,2025-08-26,17:25,Good To Yielding,7f 195y,Mythical Rock (IRE),L T McAteer,0,P J F Murphy,12th,1 3/4 l,4,10-2,60,True,14,33
N/A,2025-08-26,17:25,Good To Yielding,7f 195y,Jazz Dreamers (IRE),A S Grant,10,S Fahey,11th,1 1/4 l,7,9-4,48,True,14,33
N/A,2025-08-26,17:25,Good To Yielding,7f 195y,La La Lucrative (IRE),R C Colgan,0,M J Smith,10th,Neck,4,10-0h,58,True,14,33
N/A,2025-08-26,17:25,Good To Yielding,7f 195y,Boomerang Bill (IRE),S Foley,0,A Sexton,9th,3 1/2 l,6,8-12ht1,42,True,14,33
N/A,2025-08-26,17:25,Good To Yielding,7f 195y,Mogwli (IRE),Jessica Maye,7,W McCreery,8th,1 1/4 l,8,10-2v,60,True,14,33
N/A,2025-08-26,17:25,Good To Yielding,7f 195y,Navorrosse (IRE),C D Hayes,0,G A Kingston,7th,Nose,8,8-10,40,True,14,33
N/A,2025-08-26,17:25,Good To Yielding,7f 195y,Master Garvey (IRE),C T Keane,0,Joseph Murray,6th,Head,5,9-5t,49,True,14,33
N/A,2025-08-26,17:25,Good To Yielding,7f 195y,La Tulipe Noire (IRE),J A Heffernan,0,Aengus King,5th,1 1/4 l,5,9-5,49,True,14,33
N/A,2025-08-26,17:25,Good To Yielding,7f 195y,The Bog Bank (IRE),Alyse Jane Clarke,7,T G McCourt,4th,Short Head,8,10-2tp,60,True,14,33
N/A,2025-08-26,17:25,Good To Yielding,7f 195y,Pinball Wizard (IRE),R Coakley,0,J C McConnell,3rd,2 3/4 l,7,10-1p,59,True,14,33
N/A,2025-08-26,17:25,Good To Yielding,7f 195y,Hastily,Nicola Burns,7,Tom McGuinness,2nd,1 1/4 l,6,9-5,49,True,14,33
N/A,2025-08-26,17:25,Good To Yielding,7f 195y,Dinamine (IRE),W Joyce,3,M Mulvany,1st,N/A,7,9-7,51,True,14,33
N/A,2025-08-26,17:25,Good To Yielding,7f 195y,Mark's One (IRE),J Cleary,5,Michael G Cleary,15th,6 1/2 l,4,9-6,50,True,14,33
N/A,2025-08-26,17:25,Good To Yielding,7f 195y,Drish Melody (IRE),L F Roche,0,T Cooper,14th,1 3/4 l,6,8-10,40,True,14,33
N/A,2025-08-26,17:25,Good To Yielding,7f 195y,Famous Enough (IRE),N G McCullagh,0,P T Foley,13th,3 1/2 l,5,9-6,50,True,14,33
N/A,2025-08-26,17:25,Good To Yielding,7f 195y,Mythical Rock (IRE),L T McAteer,0,P J F Murphy,12th,1 3/4 l,4,10-2,60,True,14,33
N/A,2025-08-26,17:25,Good To Yielding,7f 195y,Jazz Dreamers (IRE),A S Grant,10,S Fahey,11th,1 1/4 l,7,9-4,48,True,14,33
N/A,2025-08-26,17:25,Good To Yielding,7f 195y,La La Lucrative (IRE),R C Colgan,0,M J Smith,10th,Neck,4,10-0h,58,True,14,33
N/A,2025-08-26,17:25,Good To Yielding,7f 195y,Boomerang Bill (IRE),S Foley,0,A Sexton,9th,3 1/2 l,6,8-12ht1,42,True,14,33
N/A,2025-08-26,17:25,Good To Yielding,7f 195y,Mogwli (IRE),Jessica Maye,7,W McCreery,8th,1 1/4 l,8,10-2v,60,True,14,33
N/A,2025-08-26,17:25,Good To Yielding,7f 195y,Navorrosse (IRE),C D Hayes,0,G A Kingston,7th,Nose,8,8-10,40,True,14,33
N/A,2025-08-26,17:25,Good To Yielding,7f 195y,Master Garvey (IRE),C T Keane,0,Joseph Murray,6th,Head,5,9-5t,49,True,14,33
N/A,2025-08-26,17:25,Good To Yielding,7f 195y,La Tulipe Noire (IRE),J A Heffernan,0,Aengus King,5th,1 1/4 l,5,9-5,49,True,14,33
N/A,2025-08-26,17:25,Good To Yielding,7f 195y,The Bog Bank (IRE),Alyse Jane Clarke,7,T G McCourt,4th,Short Head,8,10-2tp,60,True,14,33
