track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,2025-08-26,17:25,Good To Yielding,7f 195y,Pinball Wizard (IRE),R Coakley,0,J C McConnell,3rd,2 3/4 l,7,10-1p,59,True,14,33
N/A,2025-08-26,17:25,Good To Yielding,7f 195y,Hastily,Nicola Burns,7,Tom McGuinness,2nd,1 1/4 l,6,9-5,49,True,14,33
N/A,2025-08-26,17:25,Good To Yielding,7f 195y,Dinamine (IRE),W Joyce,3,M Mulvany,1st,N/A,7,9-7,51,True,14,33
N/A,2025-08-26,17:55,Good (Good To Yielding In Places),7f 195y,Shahada Ace,A J Slattery,0,A Slattery,8th,Head,3,8-12,64,True,14,34
N/A,2025-08-26,17:55,Good (Good To Yielding In Places),7f 195y,Oiche Rua (IRE),Adam Caffrey,0,A McGuinness,7th,2 l,3,9-5h1,71,True,14,34
N/A,2025-08-26,17:55,Good (Good To Yielding In Places),7f 195y,Fiona Maccoul (IRE),S Foley,0,Mrs J Harrington,6th,3 1/2 l,3,9-7p1,73,True,14,34
N/A,2025-08-26,17:55,Good (Good To Yielding In Places),7f 195y,Ribee (IRE),W Joyce,3,M Mulvany,5th,1 3/4 l,3,9-2,68,True,14,34
N/A,2025-08-26,17:55,Good (Good To Yielding In Places),7f 195y,Rizal (FR),B M Coen,0,J P Murtagh,4th,1 1/2 l,3,9-6,72,True,14,34
N/A,2025-08-26,17:55,Good (Good To Yielding In Places),7f 195y,Tofino (IRE),G F Carroll,0,G P Cromwell,3rd,1 1/2 l,3,9-3,69,True,14,34
N/A,2025-08-26,17:55,Good (Good To Yielding In Places),7f 195y,Glyndwr (IRE),Nicola Burns,7,G M Lyons,2nd,1 1/2 l,3,10-0,80,True,14,34
N/A,2025-08-26,17:55,Good (Good To Yielding In Places),7f 195y,Empress Artemis (IRE),C T Keane,0,G M Lyons,1st,N/A,3,10-0t,80,True,14,34
N/A,2025-08-26,17:55,Good (Good To Yielding In Places),7f 195y,Shahada Ace,A J Slattery,0,A Slattery,8th,Head,3,8-12,64,True,14,34
N/A,2025-08-26,17:55,Good (Good To Yielding In Places),7f 195y,Oiche Rua (IRE),Adam Caffrey,0,A McGuinness,7th,2 l,3,9-5h1,71,True,14,34
N/A,2025-08-26,17:55,Good (Good To Yielding In Places),7f 195y,Fiona Maccoul (IRE),S Foley,0,Mrs J Harrington,6th,3 1/2 l,3,9-7p1,73,True,14,34
N/A,2025-08-26,17:55,Good (Good To Yielding In Places),7f 195y,Ribee (IRE),W Joyce,3,M Mulvany,5th,1 3/4 l,3,9-2,68,True,14,34
N/A,2025-08-26,17:55,Good (Good To Yielding In Places),7f 195y,Rizal (FR),B M Coen,0,J P Murtagh,4th,1 1/2 l,3,9-6,72,True,14,34
N/A,2025-08-26,17:55,Good (Good To Yielding In Places),7f 195y,Tofino (IRE),G F Carroll,0,G P Cromwell,3rd,1 1/2 l,3,9-3,69,True,14,34
N/A,2025-08-26,17:55,Good (Good To Yielding In Places),7f 195y,Glyndwr (IRE),Nicola Burns,7,G M Lyons,2nd,1 1/2 l,3,10-0,80,True,14,34
N/A,2025-08-26,17:55,Good (Good To Yielding In Places),7f 195y,Empress Artemis (IRE),C T Keane,0,G M Lyons,1st,N/A,3,10-0t,80,True,14,34
N/A,2025-08-26,18:25,Good (Good To Yielding In Places),5f 3y,Land Of Spirit (IRE),R P Cleary,0,K P Cotter,13th,6 l,2,8-10b1,-,True,14,35
N/A,2025-08-26,18:25,Good (Good To Yielding In Places),5f 3y,Carnival Spirit (IRE),Aileen O'Sullivan,7,S Millar,12th,2 1/4 l,2,8-12,45,True,14,35
N/A,2025-08-26,18:25,Good (Good To Yielding In Places),5f 3y,Lady Landhort (IRE),L F Roche,0,M Fahey,11th,1 1/4 l,2,8-8,-,True,14,35
N/A,2025-08-26,18:25,Good (Good To Yielding In Places),5f 3y,Whistling Jamesie,W M Lordan,0,N Lupini,10th,1 1/4 l,2,9-1,-,True,14,35
N/A,2025-08-26,18:25,Good (Good To Yielding In Places),5f 3y,Spiced Gold (IRE),Alyse Jane Clarke,7,T G McCourt,9th,1 l,2,8-13,-,True,14,35
N/A,2025-08-26,18:25,Good (Good To Yielding In Places),5f 3y,Plushy (IRE),R Whearty,3,G P Cromwell,8th,4 1/2 l,2,8-10h,-,True,14,35
N/A,2025-08-26,18:25,Good (Good To Yielding In Places),5f 3y,Queen Of Newark (IRE),K J Leonard,0,M J Smith,7th,1 1/2 l,2,8-8,-,True,14,35
N/A,2025-08-26,18:25,Good (Good To Yielding In Places),5f 3y,A La Dure,J J G Ryan,0,J Davison,6th,3/4 l,2,9-7,-,True,14,35
N/A,2025-08-26,18:25,Good (Good To Yielding In Places),5f 3y,The Love Machine (IRE),W Joyce,3,M Mulvany,5th,Neck,2,8-13t1,-,True,14,35
N/A,2025-08-26,18:25,Good (Good To Yielding In Places),5f 3y,Soy El Fuego (IRE),C T Keane,0,G M Lyons,4th,1 1/4 l,2,9-1,-,True,14,35
N/A,2025-08-26,18:25,Good (Good To Yielding In Places),5f 3y,Cotai Island (IRE),Nicola Burns,7,A Murray,3rd,1 1/4 l,2,8-13h1,-,True,14,35
N/A,2025-08-26,18:25,Good (Good To Yielding In Places),5f 3y,The Right One (IRE),C D Hayes,0,J P Fahey,2nd,1/2 l,2,8-8,72,True,14,35
N/A,2025-08-26,18:25,Good (Good To Yielding In Places),5f 3y,Methodtomy Madness (IRE),S Foley,0,Daniel Murphy,1st,N/A,2,9-1b,-,True,14,35
N/A,2025-08-26,18:25,Good (Good To Yielding In Places),5f 3y,Land Of Spirit (IRE),R P Cleary,0,K P Cotter,13th,6 l,2,8-10b1,-,True,14,35
N/A,2025-08-26,18:25,Good (Good To Yielding In Places),5f 3y,Carnival Spirit (IRE),Aileen O'Sullivan,7,S Millar,12th,2 1/4 l,2,8-12,45,True,14,35
N/A,2025-08-26,18:25,Good (Good To Yielding In Places),5f 3y,Lady Landhort (IRE),L F Roche,0,M Fahey,11th,1 1/4 l,2,8-8,-,True,14,35
N/A,2025-08-26,18:25,Good (Good To Yielding In Places),5f 3y,Whistling Jamesie,W M Lordan,0,N Lupini,10th,1 1/4 l,2,9-1,-,True,14,35
N/A,2025-08-26,18:25,Good (Good To Yielding In Places),5f 3y,Spiced Gold (IRE),Alyse Jane Clarke,7,T G McCourt,9th,1 l,2,8-13,-,True,14,35
N/A,2025-08-26,18:25,Good (Good To Yielding In Places),5f 3y,Plushy (IRE),R Whearty,3,G P Cromwell,8th,4 1/2 l,2,8-10h,-,True,14,35
N/A,2025-08-26,18:25,Good (Good To Yielding In Places),5f 3y,Queen Of Newark (IRE),K J Leonard,0,M J Smith,7th,1 1/2 l,2,8-8,-,True,14,35
N/A,2025-08-26,18:25,Good (Good To Yielding In Places),5f 3y,A La Dure,J J G Ryan,0,J Davison,6th,3/4 l,2,9-7,-,True,14,35
N/A,2025-08-26,18:25,Good (Good To Yielding In Places),5f 3y,The Love Machine (IRE),W Joyce,3,M Mulvany,5th,Neck,2,8-13t1,-,True,14,35
N/A,2025-08-26,18:25,Good (Good To Yielding In Places),5f 3y,Soy El Fuego (IRE),C T Keane,0,G M Lyons,4th,1 1/4 l,2,9-1,-,True,14,35
N/A,2025-08-26,18:25,Good (Good To Yielding In Places),5f 3y,Cotai Island (IRE),Nicola Burns,7,A Murray,3rd,1 1/4 l,2,8-13h1,-,True,14,35
N/A,2025-08-26,18:25,Good (Good To Yielding In Places),5f 3y,The Right One (IRE),C D Hayes,0,J P Fahey,2nd,1/2 l,2,8-8,72,True,14,35
N/A,2025-08-26,18:25,Good (Good To Yielding In Places),5f 3y,Methodtomy Madness (IRE),S Foley,0,Daniel Murphy,1st,N/A,2,9-1b,-,True,14,35
N/A,2025-08-26,18:55,Good (Good To Yielding In Places),5f 3y,Penny Mountain (IRE),J M Sheridan,0,A Mullins,9th,10 l,4,8-12,64,True,14,36
N/A,2025-08-26,18:55,Good (Good To Yielding In Places),5f 3y,Best Suggestion (IRE),C D Hayes,0,A Oliver,8th,3/4 l,3,9-5t,73,True,14,36
N/A,2025-08-26,18:55,Good (Good To Yielding In Places),5f 3y,Skillman Ave (IRE),G F Carroll,0,G P Cromwell,7th,Short Head,3,9-5b,73,True,14,36
N/A,2025-08-26,18:55,Good (Good To Yielding In Places),5f 3y,Rappell (IRE),D Browne McMonagle,0,P W Flynn,6th,1/2 l,4,9-6v,72,True,14,36
N/A,2025-08-26,18:55,Good (Good To Yielding In Places),5f 3y,Velvet Skies (IRE),T Casey,10,M Mulvany,5th,2 3/4 l,4,9-2,68,True,14,36
N/A,2025-08-26,18:55,Good (Good To Yielding In Places),5f 3y,Brigid's Cloak,B M Coen,0,J P Murtagh,4th,2 1/4 l,3,10-0b1,82,True,14,36
N/A,2025-08-26,18:55,Good (Good To Yielding In Places),5f 3y,Aurora Nova (IRE),W Joyce,3,A McNamara,3rd,Short Head,6,9-9,75,True,14,36
N/A,2025-08-26,18:55,Good (Good To Yielding In Places),5f 3y,Fair Taxes (IRE),S Foley,0,R O'Sullivan,2nd,Short Head,4,9-11,77,True,14,36
N/A,2025-08-26,18:55,Good (Good To Yielding In Places),5f 3y,Escaping Thejungle (IRE),C T Keane,0,E D Delany,1st,N/A,5,9-7,73,True,14,36
N/A,2025-08-26,18:55,Good (Good To Yielding In Places),5f 3y,Penny Mountain (IRE),J M Sheridan,0,A Mullins,9th,10 l,4,8-12,64,True,14,36
N/A,2025-08-26,18:55,Good (Good To Yielding In Places),5f 3y,Best Suggestion (IRE),C D Hayes,0,A Oliver,8th,3/4 l,3,9-5t,73,True,14,36
N/A,2025-08-26,18:55,Good (Good To Yielding In Places),5f 3y,Skillman Ave (IRE),G F Carroll,0,G P Cromwell,7th,Short Head,3,9-5b,73,True,14,36
N/A,2025-08-26,18:55,Good (Good To Yielding In Places),5f 3y,Rappell (IRE),D Browne McMonagle,0,P W Flynn,6th,1/2 l,4,9-6v,72,True,14,36
N/A,2025-08-26,18:55,Good (Good To Yielding In Places),5f 3y,Velvet Skies (IRE),T Casey,10,M Mulvany,5th,2 3/4 l,4,9-2,68,True,14,36
N/A,2025-08-26,18:55,Good (Good To Yielding In Places),5f 3y,Brigid's Cloak,B M Coen,0,J P Murtagh,4th,2 1/4 l,3,10-0b1,82,True,14,36
N/A,2025-08-26,18:55,Good (Good To Yielding In Places),5f 3y,Aurora Nova (IRE),W Joyce,3,A McNamara,3rd,Short Head,6,9-9,75,True,14,36
N/A,2025-08-26,18:55,Good (Good To Yielding In Places),5f 3y,Fair Taxes (IRE),S Foley,0,R O'Sullivan,2nd,Short Head,4,9-11,77,True,14,36
N/A,2025-08-26,18:55,Good (Good To Yielding In Places),5f 3y,Escaping Thejungle (IRE),C T Keane,0,E D Delany,1st,N/A,5,9-7,73,True,14,36
N/A,2025-08-26,19:25,Good (Good To Yielding In Places),1m 4f 97y,Rapid Sequence (IRE),J M Sheridan,0,D Hogan,10th,8 l,3,9-3,-,True,14,37
N/A,2025-08-26,19:25,Good (Good To Yielding In Places),1m 4f 97y,Gifted (IRE),W M Lordan,0,A P O'Brien,9th,1 1/4 l,3,9-3,-,True,14,37
N/A,2025-08-26,19:25,Good (Good To Yielding In Places),1m 4f 97y,Sayidah New Bay,N M Crosse,0,John O'Donoghue,8th,1 l,3,9-3,-,True,14,37
N/A,2025-08-26,19:25,Good (Good To Yielding In Places),1m 4f 97y,Ballerina Boxer (IRE),M Crehan,3,William Harvey,7th,3/4 l,7,9-12,85,True,14,37
N/A,2025-08-26,19:25,Good (Good To Yielding In Places),1m 4f 97y,Radar Ahead,R Whearty,3,T G McCourt,6th,3 l,4,9-12,74,True,14,37
N/A,2025-08-26,19:25,Good (Good To Yielding In Places),1m 4f 97y,Likewhatyousee (USA),R P Cleary,0,C W J Farrell,5th,Head,3,9-3,-,True,14,37
N/A,2025-08-26,19:25,Good (Good To Yielding In Places),1m 4f 97y,Alexa Next (IRE),M W Hassett,3,M Hassett,4th,2 1/2 l,3,9-3,65,True,14,37
N/A,2025-08-26,19:25,Good (Good To Yielding In Places),1m 4f 97y,Tswalu (IRE),D Browne McMonagle,0,J P O'Brien,3rd,1/2 l,3,9-3,84,True,14,37
N/A,2025-08-26,19:25,Good (Good To Yielding In Places),1m 4f 97y,Carmel's Phoenix (IRE),G F Carroll,0,M Fahey,2nd,1 3/4 l,3,9-3h,-,True,14,37
N/A,2025-08-26,19:25,Good (Good To Yielding In Places),1m 4f 97y,Stellar Quality (IRE),S Foley,0,Mrs J Harrington,1st,N/A,3,9-3,-,True,14,37
N/A,2025-08-26,19:25,Good (Good To Yielding In Places),1m 4f 97y,Rapid Sequence (IRE),J M Sheridan,0,D Hogan,10th,8 l,3,9-3,-,True,14,37
N/A,2025-08-26,19:25,Good (Good To Yielding In Places),1m 4f 97y,Gifted (IRE),W M Lordan,0,A P O'Brien,9th,1 1/4 l,3,9-3,-,True,14,37
N/A,2025-08-26,19:25,Good (Good To Yielding In Places),1m 4f 97y,Sayidah New Bay,N M Crosse,0,John O'Donoghue,8th,1 l,3,9-3,-,True,14,37
N/A,2025-08-26,19:25,Good (Good To Yielding In Places),1m 4f 97y,Ballerina Boxer (IRE),M Crehan,3,William Harvey,7th,3/4 l,7,9-12,85,True,14,37
N/A,2025-08-26,19:25,Good (Good To Yielding In Places),1m 4f 97y,Radar Ahead,R Whearty,3,T G McCourt,6th,3 l,4,9-12,74,True,14,37
N/A,2025-08-26,19:25,Good (Good To Yielding In Places),1m 4f 97y,Likewhatyousee (USA),R P Cleary,0,C W J Farrell,5th,Head,3,9-3,-,True,14,37
N/A,2025-08-26,19:25,Good (Good To Yielding In Places),1m 4f 97y,Alexa Next (IRE),M W Hassett,3,M Hassett,4th,2 1/2 l,3,9-3,65,True,14,37
N/A,2025-08-26,19:25,Good (Good To Yielding In Places),1m 4f 97y,Tswalu (IRE),D Browne McMonagle,0,J P O'Brien,3rd,1/2 l,3,9-3,84,True,14,37
N/A,2025-08-26,19:25,Good (Good To Yielding In Places),1m 4f 97y,Carmel's Phoenix (IRE),G F Carroll,0,M Fahey,2nd,1 3/4 l,3,9-3h,-,True,14,37
N/A,2025-08-26,19:25,Good (Good To Yielding In Places),1m 4f 97y,Stellar Quality (IRE),S Foley,0,Mrs J Harrington,1st,N/A,3,9-3,-,True,14,37
N/A,2025-08-26,19:55,Good (Good To Yielding In Places) ap (Turf),2m 1f 110y,Arch Enemy (IRE),Mr D McGill,7,P Magee,8th,13 l,6,11-9,76,True,14,38
N/A,2025-08-26,19:55,Good (Good To Yielding In Places) ap (Turf),2m 1f 110y,Curious Bride (IRE),Mr P A King,5,E O'Connell,7th,1 l,8,11-10t,77,True,14,38
N/A,2025-08-26,19:55,Good (Good To Yielding In Places) ap (Turf),2m 1f 110y,Walking On Glass (IRE),Miss A B O'Connor,0,P Roche,6th,1 1/2 l,10,10-13b1,66,True,14,38
N/A,2025-08-26,19:55,Good (Good To Yielding In Places) ap (Turf),2m 1f 110y,Baltic Bird,Ms K M Ryan,7,W Durkan,5th,1/2 l,6,12-2,83,True,14,38
N/A,2025-08-26,19:55,Good (Good To Yielding In Places) ap (Turf),2m 1f 110y,Light Up The Dark,Mr J L Gleeson,0,J P O'Brien,4th,9 l,4,12-1,82,True,14,38
N/A,2025-08-26,19:55,Good (Good To Yielding In Places) ap (Turf),2m 1f 110y,Takarengo (IRE),Ms M Barcoe,7,J Barcoe,3rd,5 l,9,10-9,62,True,14,38
N/A,2025-08-26,19:55,Good (Good To Yielding In Places) ap (Turf),2m 1f 110y,Messerschmitt (IRE),Mr M J Kenneally,7,N Meade,2nd,Head,4,11-13t,80,True,14,38
N/A,2025-08-26,19:55,Good (Good To Yielding In Places) ap (Turf),2m 1f 110y,Zanahiyr (IRE),Mr J H Williamson,7,G Elliott,1st,N/A,8,11-9tp,76,True,14,38
N/A,2025-08-26,19:55,Good (Good To Yielding In Places) ap (Turf),2m 1f 110y,Arch Enemy (IRE),Mr D McGill,7,P Magee,8th,13 l,6,11-9,76,True,14,38
N/A,2025-08-26,19:55,Good (Good To Yielding In Places) ap (Turf),2m 1f 110y,Curious Bride (IRE),Mr P A King,5,E O'Connell,7th,1 l,8,11-10t,77,True,14,38
N/A,2025-08-26,19:55,Good (Good To Yielding In Places) ap (Turf),2m 1f 110y,Walking On Glass (IRE),Miss A B O'Connor,0,P Roche,6th,1 1/2 l,10,10-13b1,66,True,14,38
N/A,2025-08-26,19:55,Good (Good To Yielding In Places) ap (Turf),2m 1f 110y,Baltic Bird,Ms K M Ryan,7,W Durkan,5th,1/2 l,6,12-2,83,True,14,38
N/A,2025-08-26,19:55,Good (Good To Yielding In Places) ap (Turf),2m 1f 110y,Light Up The Dark,Mr J L Gleeson,0,J P O'Brien,4th,9 l,4,12-1,82,True,14,38
N/A,2025-08-26,19:55,Good (Good To Yielding In Places) ap (Turf),2m 1f 110y,Takarengo (IRE),Ms M Barcoe,7,J Barcoe,3rd,5 l,9,10-9,62,True,14,38
N/A,2025-08-26,19:55,Good (Good To Yielding In Places) ap (Turf),2m 1f 110y,Messerschmitt (IRE),Mr M J Kenneally,7,N Meade,2nd,Head,4,11-13t,80,True,14,38
N/A,2025-08-26,19:55,Good (Good To Yielding In Places) ap (Turf),2m 1f 110y,Zanahiyr (IRE),Mr J H Williamson,7,G Elliott,1st,N/A,8,11-9tp,76,True,14,38
N/A,2025-08-27,16:53,Good,2m 4f 110y,Dollar Value (USA),D J O'Keeffe,0,T G McCourt,8th,14 l,10,10-8,116,True,14,39
N/A,2025-08-27,16:53,Good,2m 4f 110y,Fill The Tank (IRE),P T Enright,0,Aengus King,7th,7 l,11,10-12p,83,True,14,39
N/A,2025-08-27,16:53,Good,2m 4f 110y,Nohilltoosteep (IRE),J C Gainford,0,J Barcoe,6th,5 l,6,10-6tp,-,True,14,39
N/A,2025-08-27,16:53,Good,2m 4f 110y,Mazza's Mahler (IRE),D J Gilligan,0,Rory Devine,5th,5 l,9,10-6p,91,True,14,39
N/A,2025-08-27,16:53,Good,2m 4f 110y,Ahead Of The Posse (IRE),E Staples,7,G P Cromwell,4th,4 l,8,11-0tp,106,True,14,39
N/A,2025-08-27,16:53,Good,2m 4f 110y,Decimation (IRE),C M Hogan,7,E McNamara,3rd,Head,10,10-12p,114,True,14,39
N/A,2025-08-27,16:53,Good,2m 4f 110y,Lightkeeper (IRE),Mr J M Halford,7,G Elliott,2nd,2 1/2 l,7,11-4tb,114,True,14,39
N/A,2025-08-27,16:53,Good,2m 4f 110y,Long Gone (IRE),A Harvey,3,D Queally,1st,N/A,7,11-0,110,True,14,39
N/A,2025-08-27,16:53,Good,2m 4f 110y,Dollar Value (USA),D J O'Keeffe,0,T G McCourt,8th,14 l,10,10-8,116,True,14,39
N/A,2025-08-27,16:53,Good,2m 4f 110y,Fill The Tank (IRE),P T Enright,0,Aengus King,7th,7 l,11,10-12p,83,True,14,39
N/A,2025-08-27,16:53,Good,2m 4f 110y,Nohilltoosteep (IRE),J C Gainford,0,J Barcoe,6th,5 l,6,10-6tp,-,True,14,39
N/A,2025-08-27,16:53,Good,2m 4f 110y,Mazza's Mahler (IRE),D J Gilligan,0,Rory Devine,5th,5 l,9,10-6p,91,True,14,39
N/A,2025-08-27,16:53,Good,2m 4f 110y,Ahead Of The Posse (IRE),E Staples,7,G P Cromwell,4th,4 l,8,11-0tp,106,True,14,39
N/A,2025-08-27,16:53,Good,2m 4f 110y,Decimation (IRE),C M Hogan,7,E McNamara,3rd,Head,10,10-12p,114,True,14,39
N/A,2025-08-27,16:53,Good,2m 4f 110y,Lightkeeper (IRE),Mr J M Halford,7,G Elliott,2nd,2 1/2 l,7,11-4tb,114,True,14,39
N/A,2025-08-27,16:53,Good,2m 4f 110y,Long Gone (IRE),A Harvey,3,D Queally,1st,N/A,7,11-0,110,True,14,39
N/A,2025-08-27,17:25,Good,2m 4f 110y,Twentyfourcarrot,J P O'Sullivan,0,D Queally,PU,N/A,5,11-7,115,True,14,40
N/A,2025-08-27,17:25,Good,2m 4f 110y,Revolut Ned (IRE),R P Treacy,0,William P Murphy,7th,2 1/2 l,6,11-10t,-,True,14,40
N/A,2025-08-27,17:25,Good,2m 4f 110y,Ellis Mor (IRE),K M Donoghue,0,D A McLoughlin,6th,1 1/2 l,5,11-10,-,True,14,40
N/A,2025-08-27,17:25,Good,2m 4f 110y,Bold Rhyme (IRE),D J O'Keeffe,0,D M Christie,5th,1/2 l,5,11-6,-,True,14,40
N/A,2025-08-27,17:25,Good,2m 4f 110y,Build A Bridge (IRE),S O'Callaghan,5,A Sexton,4th,6 1/2 l,4,11-4h1,-,True,14,40
N/A,2025-08-27,17:25,Good,2m 4f 110y,Jury Belle (IRE),P Hanlon,7,J J Hanlon,3rd,5 1/2 l,4,10-13h,-,True,14,40
N/A,2025-08-27,17:25,Good,2m 4f 110y,The Man's Room (IRE),R A Berry,7,Colm Murphy,2nd,5 1/2 l,5,11-8,113,True,14,40
N/A,2025-08-27,17:25,Good,2m 4f 110y,Jackson Lamb (IRE),A Harvey,3,J C McConnell,1st,N/A,6,11-8h,-,True,14,40
N/A,2025-08-27,17:25,Good,2m 4f 110y,Twentyfourcarrot,J P O'Sullivan,0,D Queally,PU,N/A,5,11-7,115,True,14,40
N/A,2025-08-27,17:25,Good,2m 4f 110y,Revolut Ned (IRE),R P Treacy,0,William P Murphy,7th,2 1/2 l,6,11-10t,-,True,14,40
N/A,2025-08-27,17:25,Good,2m 4f 110y,Ellis Mor (IRE),K M Donoghue,0,D A McLoughlin,6th,1 1/2 l,5,11-10,-,True,14,40
N/A,2025-08-27,17:25,Good,2m 4f 110y,Bold Rhyme (IRE),D J O'Keeffe,0,D M Christie,5th,1/2 l,5,11-6,-,True,14,40
N/A,2025-08-27,17:25,Good,2m 4f 110y,Build A Bridge (IRE),S O'Callaghan,5,A Sexton,4th,6 1/2 l,4,11-4h1,-,True,14,40
N/A,2025-08-27,17:25,Good,2m 4f 110y,Jury Belle (IRE),P Hanlon,7,J J Hanlon,3rd,5 1/2 l,4,10-13h,-,True,14,40
N/A,2025-08-27,17:25,Good,2m 4f 110y,The Man's Room (IRE),R A Berry,7,Colm Murphy,2nd,5 1/2 l,5,11-8,113,True,14,40
N/A,2025-08-27,17:25,Good,2m 4f 110y,Jackson Lamb (IRE),A Harvey,3,J C McConnell,1st,N/A,6,11-8h,-,True,14,40
N/A,2025-08-27,17:55,Good,2m 4f 110y,Half Past Tipsy (IRE),K M Donoghue,0,G P Cromwell,PU,N/A,6,11-12h,99,True,14,41
N/A,2025-08-27,17:55,Good,2m 4f 110y,Monnow Valley,S Cleary-Farrell,7,P Cluskey,PU,N/A,5,10-0t,72,True,14,41
N/A,2025-08-27,17:55,Good,2m 4f 110y,Miss Direct (IRE),C Stone-Walsh,0,P Cluskey,PU,N/A,6,10-0t,72,True,14,41
N/A,2025-08-27,17:55,Good,2m 4f 110y,Takemeuptocarlow (IRE),Mr C Lamon,7,A Sexton,12th,13 l,6,10-3p,76,True,14,41
N/A,2025-08-27,17:55,Good,2m 4f 110y,Kazbek (IRE),J Coen,0,Peter Fahey,11th,11 l,5,11-6,93,True,14,41
N/A,2025-08-27,17:55,Good,2m 4f 110y,Castle Du Barra (IRE),S D Torrens,0,J C McConnell,10th,20 l,5,10-11,84,True,14,41
N/A,2025-08-27,17:55,Good,2m 4f 110y,Keep It Cool (IRE),P Hanlon,7,J J Hanlon,9th,1 1/2 l,5,11-3p,90,True,14,41
N/A,2025-08-27,17:55,Good,2m 4f 110y,Miss Gitana (IRE),J W Kennedy,0,G Elliott,8th,2 1/4 l,4,11-6,97,True,14,41
N/A,2025-08-27,17:55,Good,2m 4f 110y,Laurie Blue (IRE),J C Gainford,0,E D Delany,7th,3 1/2 l,7,11-10t,97,True,14,41
N/A,2025-08-27,17:55,Good,2m 4f 110y,Massabielle (IRE),P J O'Hanlon,0,D A McLoughlin,6th,1 3/4 l,5,11-0tp1,87,True,14,41
N/A,2025-08-27,17:55,Good,2m 4f 110y,Sydney Cruiser (IRE),A Harvey,3,Ciaran Murphy,5th,12 l,7,10-12p,85,True,14,41
N/A,2025-08-27,17:55,Good,2m 4f 110y,Malton Groove (IRE),S F O'Keeffe,0,D A McLoughlin,4th,18 l,8,11-6t,93,True,14,41
N/A,2025-08-27,17:55,Good,2m 4f 110y,Mickey Cohen (IRE),D Meyler,0,N Meade,3rd,2 1/4 l,4,11-7,98,True,14,41
N/A,2025-08-27,17:55,Good,2m 4f 110y,Dunany Point (IRE),K E Buckley,0,Conor Maxwell,2nd,2 1/4 l,6,11-1p1,88,True,14,41
N/A,2025-08-27,17:55,Good,2m 4f 110y,Knockraha Eagle (IRE),J Smith,5,Ian Donoghue,1st,N/A,5,11-0tb1,87,True,14,41
N/A,2025-08-27,17:55,Good,2m 4f 110y,Half Past Tipsy (IRE),K M Donoghue,0,G P Cromwell,PU,N/A,6,11-12h,99,True,14,41
N/A,2025-08-27,17:55,Good,2m 4f 110y,Monnow Valley,S Cleary-Farrell,7,P Cluskey,PU,N/A,5,10-0t,72,True,14,41
N/A,2025-08-27,17:55,Good,2m 4f 110y,Miss Direct (IRE),C Stone-Walsh,0,P Cluskey,PU,N/A,6,10-0t,72,True,14,41
N/A,2025-08-27,17:55,Good,2m 4f 110y,Takemeuptocarlow (IRE),Mr C Lamon,7,A Sexton,12th,13 l,6,10-3p,76,True,14,41
N/A,2025-08-27,17:55,Good,2m 4f 110y,Kazbek (IRE),J Coen,0,Peter Fahey,11th,11 l,5,11-6,93,True,14,41
N/A,2025-08-27,17:55,Good,2m 4f 110y,Castle Du Barra (IRE),S D Torrens,0,J C McConnell,10th,20 l,5,10-11,84,True,14,41
N/A,2025-08-27,17:55,Good,2m 4f 110y,Keep It Cool (IRE),P Hanlon,7,J J Hanlon,9th,1 1/2 l,5,11-3p,90,True,14,41
N/A,2025-08-27,17:55,Good,2m 4f 110y,Miss Gitana (IRE),J W Kennedy,0,G Elliott,8th,2 1/4 l,4,11-6,97,True,14,41
N/A,2025-08-27,17:55,Good,2m 4f 110y,Laurie Blue (IRE),J C Gainford,0,E D Delany,7th,3 1/2 l,7,11-10t,97,True,14,41
N/A,2025-08-27,17:55,Good,2m 4f 110y,Massabielle (IRE),P J O'Hanlon,0,D A McLoughlin,6th,1 3/4 l,5,11-0tp1,87,True,14,41
N/A,2025-08-27,17:55,Good,2m 4f 110y,Sydney Cruiser (IRE),A Harvey,3,Ciaran Murphy,5th,12 l,7,10-12p,85,True,14,41
N/A,2025-08-27,17:55,Good,2m 4f 110y,Malton Groove (IRE),S F O'Keeffe,0,D A McLoughlin,4th,18 l,8,11-6t,93,True,14,41
N/A,2025-08-27,17:55,Good,2m 4f 110y,Mickey Cohen (IRE),D Meyler,0,N Meade,3rd,2 1/4 l,4,11-7,98,True,14,41
N/A,2025-08-27,17:55,Good,2m 4f 110y,Dunany Point (IRE),K E Buckley,0,Conor Maxwell,2nd,2 1/4 l,6,11-1p1,88,True,14,41
N/A,2025-08-27,17:55,Good,2m 4f 110y,Knockraha Eagle (IRE),J Smith,5,Ian Donoghue,1st,N/A,5,11-0tb1,87,True,14,41
N/A,2025-08-27,18:25,Good,2m 4f 110y,Timeless Treaty (IRE),P Cleary,7,G Elliott,UR,N/A,5,11-12,126,True,14,42
N/A,2025-08-27,18:25,Good,2m 4f 110y,Charlie Luciano (IRE),D Meyler,0,N Meade,PU,N/A,6,11-5,119,True,14,42
N/A,2025-08-27,18:25,Good,2m 4f 110y,Hey Babbs (IRE),S F O'Keeffe,0,D A McLoughlin,11th,3/4 l,5,10-0t,99,True,14,42
