track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,18:50,Yielding,1m,Blue Soul (IRE),C T Keane,0,G M Lyons,6th,4 l,3,9-3,69,True,109,43
N/A,N/A,18:50,Yielding,1m,Emerald Eclipse (IRE),D McMonagle,0,J P O'Brien,5th,1 3/4 l,3,9-10t1,76,True,109,43
N/A,N/A,18:50,Yielding,1m,Martinelli (IRE),D P McDonogh,0,K P Cotter,4th,4 1/2 l,3,9-2,68,True,109,43
N/A,N/A,18:50,Yielding,1m,Puturhandstogether (IRE),M P Sheehy,0,J P O'Brien,3rd,1 1/4 l,3,9-8h1,74,True,109,43
N/A,N/A,18:50,Yielding,1m,Cardinal Zin (IRE),W J Lee,0,W McCreery,2nd,Short Head,3,9-12,78,True,109,43
N/A,N/A,18:50,Yielding,1m,Action Plan (IRE),S Foley,0,Gerard O'Leary,1st,N/A,3,9-7p,73,True,109,43
N/A,N/A,18:50,Yielding,1m,Ringside Timing (IRE),Gabriella Adela Hill,10,J S Bolger,NR,N/A,3,9-6,72,True,109,43
N/A,N/A,18:50,Yielding,1m,Arizona Desert (IRE),D Egan,0,A Murray,9th,11 l,3,9-2,68,True,109,43
N/A,N/A,18:50,Yielding,1m,Basilah Bear (IRE),L T McAteer,0,D Marnane,8th,12 l,3,9-9,75,True,109,43
N/A,N/A,18:50,Yielding,1m,Edvard Grieg (IRE),B M Coen,0,A Slattery,7th,1 3/4 l,3,9-4,70,True,109,43
N/A,N/A,18:50,Yielding,1m,Blue Soul (IRE),C T Keane,0,G M Lyons,6th,4 l,3,9-3,69,True,109,43
N/A,N/A,18:50,Yielding,1m,Emerald Eclipse (IRE),D McMonagle,0,J P O'Brien,5th,1 3/4 l,3,9-10t1,76,True,109,43
N/A,N/A,18:50,Yielding,1m,Martinelli (IRE),D P McDonogh,0,K P Cotter,4th,4 1/2 l,3,9-2,68,True,109,43
N/A,N/A,18:50,Yielding,1m,Puturhandstogether (IRE),M P Sheehy,0,J P O'Brien,3rd,1 1/4 l,3,9-8h1,74,True,109,43
N/A,N/A,18:50,Yielding,1m,Cardinal Zin (IRE),W J Lee,0,W McCreery,2nd,Short Head,3,9-12,78,True,109,43
N/A,N/A,18:50,Yielding,1m,Action Plan (IRE),S Foley,0,Gerard O'Leary,1st,N/A,3,9-7p,73,True,109,43
N/A,N/A,19:25,Yielding,1m 5f 160y,Game Nation (IRE),J A Heffernan,0,E McNamara,14th,17 l,5,10-1t,64,True,109,44
N/A,N/A,19:25,Yielding,1m 5f 160y,Tasayad (IRE),S T McCullagh,3,Gerard O'Leary,13th,7 1/2 l,6,9-8,57,True,109,44
N/A,N/A,19:25,Yielding,1m 5f 160y,Nannie Dee,C T Keane,0,A McNamara,12th,14 l,4,9-12p,61,True,109,44
N/A,N/A,19:25,Yielding,1m 5f 160y,Mayo For Sam (IRE),Adam Caffrey,5,A McGuinness,11th,3/4 l,4,8-13,48,True,109,44
N/A,N/A,19:25,Yielding,1m 5f 160y,Charlie Darling (FR),G F Carroll,0,G P Cromwell,10th,4 l,4,9-5,54,True,109,44
N/A,N/A,19:25,Yielding,1m 5f 160y,Santa Catarina,S D Bowen,5,W P Browne,9th,Head,5,9-5h,54,True,109,44
N/A,N/A,19:25,Yielding,1m 5f 160y,Junot (IRE),J M Sheridan,0,M Winters,8th,1/2 l,5,8-12tp,47,True,109,44
N/A,N/A,19:25,Yielding,1m 5f 160y,Chopsticks (IRE),S Foley,0,S M Duffy,7th,1 l,4,9-7t,56,True,109,44
N/A,N/A,19:25,Yielding,1m 5f 160y,The Truant (IRE),B M Coen,0,P W Flynn,6th,2 1/4 l,7,10-0t,63,True,109,44
N/A,N/A,19:25,Yielding,1m 5f 160y,Dark Miss (IRE),J Kearney,5,L Comer,5th,1/2 l,5,9-8,57,True,109,44
N/A,N/A,19:25,Yielding,1m 5f 160y,Walnut Beach (IRE),A C Persse,7,P J Flynn,4th,1 3/4 l,7,9-8b,57,True,109,44
N/A,N/A,19:25,Yielding,1m 5f 160y,Dollar Value (USA),J J G Ryan,5,T G McCourt,3rd,4 1/2 l,9,9-9,58,True,109,44
N/A,N/A,19:25,Yielding,1m 5f 160y,Valleyoftheeagles (IRE),M W Hassett,7,M Hassett,2nd,Head,6,9-13tb1,62,True,109,44
N/A,N/A,19:25,Yielding,1m 5f 160y,Rumi,C Horgan,7,E J O'Grady,1st,N/A,6,10-0h,63,True,109,44
N/A,N/A,19:25,Yielding,1m 5f 160y,Game Nation (IRE),J A Heffernan,0,E McNamara,14th,17 l,5,10-1t,64,True,109,44
N/A,N/A,19:25,Yielding,1m 5f 160y,Tasayad (IRE),S T McCullagh,3,Gerard O'Leary,13th,7 1/2 l,6,9-8,57,True,109,44
N/A,N/A,19:25,Yielding,1m 5f 160y,Nannie Dee,C T Keane,0,A McNamara,12th,14 l,4,9-12p,61,True,109,44
N/A,N/A,19:25,Yielding,1m 5f 160y,Mayo For Sam (IRE),Adam Caffrey,5,A McGuinness,11th,3/4 l,4,8-13,48,True,109,44
N/A,N/A,19:25,Yielding,1m 5f 160y,Charlie Darling (FR),G F Carroll,0,G P Cromwell,10th,4 l,4,9-5,54,True,109,44
N/A,N/A,19:25,Yielding,1m 5f 160y,Santa Catarina,S D Bowen,5,W P Browne,9th,Head,5,9-5h,54,True,109,44
N/A,N/A,19:25,Yielding,1m 5f 160y,Junot (IRE),J M Sheridan,0,M Winters,8th,1/2 l,5,8-12tp,47,True,109,44
N/A,N/A,19:25,Yielding,1m 5f 160y,Chopsticks (IRE),S Foley,0,S M Duffy,7th,1 l,4,9-7t,56,True,109,44
N/A,N/A,19:25,Yielding,1m 5f 160y,The Truant (IRE),B M Coen,0,P W Flynn,6th,2 1/4 l,7,10-0t,63,True,109,44
N/A,N/A,19:25,Yielding,1m 5f 160y,Dark Miss (IRE),J Kearney,5,L Comer,5th,1/2 l,5,9-8,57,True,109,44
N/A,N/A,19:25,Yielding,1m 5f 160y,Walnut Beach (IRE),A C Persse,7,P J Flynn,4th,1 3/4 l,7,9-8b,57,True,109,44
N/A,N/A,19:25,Yielding,1m 5f 160y,Dollar Value (USA),J J G Ryan,5,T G McCourt,3rd,4 1/2 l,9,9-9,58,True,109,44
N/A,N/A,19:25,Yielding,1m 5f 160y,Valleyoftheeagles (IRE),M W Hassett,7,M Hassett,2nd,Head,6,9-13tb1,62,True,109,44
N/A,N/A,19:25,Yielding,1m 5f 160y,Rumi,C Horgan,7,E J O'Grady,1st,N/A,6,10-0h,63,True,109,44
N/A,N/A,16:45,Good To Yielding (Good In Places),2m 1f,Harvest Station (IRE),B P Kennedy,7,P W Flynn,16th,64 l,4,11-7,-,True,109,45
N/A,N/A,16:45,Good To Yielding (Good In Places),2m 1f,Minority Interest (IRE),J P O'Sullivan,0,P J Rothwell,15th,8 l,4,11-7,-,True,109,45
N/A,N/A,16:45,Good To Yielding (Good In Places),2m 1f,Kartel And Co (FR),S D Torrens,0,P J Rothwell,14th,1 1/2 l,4,11-7,-,True,109,45
N/A,N/A,16:45,Good To Yielding (Good In Places),2m 1f,African Lady (IRE),S W Flanagan,0,G P Cromwell,13th,2 1/2 l,4,11-0,-,True,109,45
N/A,N/A,16:45,Good To Yielding (Good In Places),2m 1f,Redcliff Glen (GER),P Byrnes,3,C Byrnes,12th,1 l,4,11-7,-,True,109,45
N/A,N/A,16:45,Good To Yielding (Good In Places),2m 1f,La Tulipe Noire (IRE),E Walsh,0,Ciaran Murphy,11th,5 l,4,11-0b,-,True,109,45
N/A,N/A,16:45,Good To Yielding (Good In Places),2m 1f,Minella Butterfly,P T Enright,0,J Nallen,10th,1 1/4 l,4,11-0,-,True,109,45
N/A,N/A,16:45,Good To Yielding (Good In Places),2m 1f,Nakassama (IRE),J S McGarvey,0,N C Kelly,9th,Head,4,11-7,-,True,109,45
N/A,N/A,16:45,Good To Yielding (Good In Places),2m 1f,Awakino (IRE),R A Doyle,0,D Cullen,8th,3/4 l,4,11-0,-,True,109,45
N/A,N/A,16:45,Good To Yielding (Good In Places),2m 1f,King In Love (FR),S F O'Keeffe,0,S Aherne,7th,2 3/4 l,4,11-7,-,True,109,45
N/A,N/A,16:45,Good To Yielding (Good In Places),2m 1f,Imadpour (IRE),D P Maxwell,7,A McNamara,6th,1 3/4 l,4,11-7,-,True,109,45
N/A,N/A,16:45,Good To Yielding (Good In Places),2m 1f,Someone's Wish (IRE),N R Andrews,7,G Elliott,5th,3 1/2 l,4,11-7,-,True,109,45
N/A,N/A,16:45,Good To Yielding (Good In Places),2m 1f,Zero Fighter (IRE),J C Gainford,0,E D Delany,4th,1 3/4 l,4,11-7,-,True,109,45
N/A,N/A,16:45,Good To Yielding (Good In Places),2m 1f,Tell Nobody Nothin (IRE),Sam Ewing,0,N Meade,3rd,1 3/4 l,4,11-7,-,True,109,45
N/A,N/A,16:45,Good To Yielding (Good In Places),2m 1f,Leitzel,D J O'Keeffe,0,A McNamara,2nd,11 l,4,11-0,-,True,109,45
N/A,N/A,16:45,Good To Yielding (Good In Places),2m 1f,Pinot Gris (IRE),K M Donoghue,0,G P Cromwell,1st,N/A,4,11-7p,-,True,109,45
N/A,N/A,16:45,Good To Yielding (Good In Places),2m 1f,Harvest Station (IRE),B P Kennedy,7,P W Flynn,16th,64 l,4,11-7,-,True,109,45
N/A,N/A,16:45,Good To Yielding (Good In Places),2m 1f,Minority Interest (IRE),J P O'Sullivan,0,P J Rothwell,15th,8 l,4,11-7,-,True,109,45
N/A,N/A,16:45,Good To Yielding (Good In Places),2m 1f,Kartel And Co (FR),S D Torrens,0,P J Rothwell,14th,1 1/2 l,4,11-7,-,True,109,45
N/A,N/A,16:45,Good To Yielding (Good In Places),2m 1f,African Lady (IRE),S W Flanagan,0,G P Cromwell,13th,2 1/2 l,4,11-0,-,True,109,45
N/A,N/A,16:45,Good To Yielding (Good In Places),2m 1f,Redcliff Glen (GER),P Byrnes,3,C Byrnes,12th,1 l,4,11-7,-,True,109,45
N/A,N/A,16:45,Good To Yielding (Good In Places),2m 1f,La Tulipe Noire (IRE),E Walsh,0,Ciaran Murphy,11th,5 l,4,11-0b,-,True,109,45
N/A,N/A,16:45,Good To Yielding (Good In Places),2m 1f,Minella Butterfly,P T Enright,0,J Nallen,10th,1 1/4 l,4,11-0,-,True,109,45
N/A,N/A,16:45,Good To Yielding (Good In Places),2m 1f,Nakassama (IRE),J S McGarvey,0,N C Kelly,9th,Head,4,11-7,-,True,109,45
N/A,N/A,16:45,Good To Yielding (Good In Places),2m 1f,Awakino (IRE),R A Doyle,0,D Cullen,8th,3/4 l,4,11-0,-,True,109,45
N/A,N/A,16:45,Good To Yielding (Good In Places),2m 1f,King In Love (FR),S F O'Keeffe,0,S Aherne,7th,2 3/4 l,4,11-7,-,True,109,45
N/A,N/A,16:45,Good To Yielding (Good In Places),2m 1f,Imadpour (IRE),D P Maxwell,7,A McNamara,6th,1 3/4 l,4,11-7,-,True,109,45
N/A,N/A,16:45,Good To Yielding (Good In Places),2m 1f,Someone's Wish (IRE),N R Andrews,7,G Elliott,5th,3 1/2 l,4,11-7,-,True,109,45
N/A,N/A,16:45,Good To Yielding (Good In Places),2m 1f,Zero Fighter (IRE),J C Gainford,0,E D Delany,4th,1 3/4 l,4,11-7,-,True,109,45
N/A,N/A,16:45,Good To Yielding (Good In Places),2m 1f,Tell Nobody Nothin (IRE),Sam Ewing,0,N Meade,3rd,1 3/4 l,4,11-7,-,True,109,45
N/A,N/A,16:45,Good To Yielding (Good In Places),2m 1f,Leitzel,D J O'Keeffe,0,A McNamara,2nd,11 l,4,11-0,-,True,109,45
N/A,N/A,16:45,Good To Yielding (Good In Places),2m 1f,Pinot Gris (IRE),K M Donoghue,0,G P Cromwell,1st,N/A,4,11-7p,-,True,109,45
N/A,N/A,17:20,Good To Yielding (Good In Places),2m 1f,Teagarden Jazz,J W Kennedy,0,G Elliott,F,N/A,5,12-0t,109,True,109,46
N/A,N/A,17:20,Good To Yielding (Good In Places),2m 1f,Falak (IRE),Thomas Reilly,7,Miss T M Reilly,15th,13 l,11,11-10t,105,True,109,46
N/A,N/A,17:20,Good To Yielding (Good In Places),2m 1f,Johnny Cigar (IRE),P T Enright,0,P F O'Donnell,14th,1 1/4 l,8,11-5t,100,True,109,46
N/A,N/A,17:20,Good To Yielding (Good In Places),2m 1f,So They Tell Me (IRE),M P Walsh,0,P Roche,13th,1/2 l,5,11-11h,106,True,109,46
N/A,N/A,17:20,Good To Yielding (Good In Places),2m 1f,Solo Flight (IRE),B Hayes,0,J C McConnell,12th,1 l,6,11-5t,100,True,109,46
N/A,N/A,17:20,Good To Yielding (Good In Places),2m 1f,Frontline Worker (IRE),C P McNamara,0,H De Bromhead,11th,Head,7,11-8t,103,True,109,46
N/A,N/A,17:20,Good To Yielding (Good In Places),2m 1f,Joke Dancer,M J M O'Sullivan,0,P Griffin,10th,3 l,11,11-9t,104,True,109,46
N/A,N/A,17:20,Good To Yielding (Good In Places),2m 1f,Mullaghmore Wave (IRE),D A Kidd,7,J C McConnell,9th,16 l,9,11-9,104,True,109,46
N/A,N/A,17:20,Good To Yielding (Good In Places),2m 1f,Kinbara Hills (IRE),J J Slevin,0,S R B Crawford,8th,1 l,5,11-7,102,True,109,46
N/A,N/A,17:20,Good To Yielding (Good In Places),2m 1f,Wrecking Ball Paul (IRE),B W Harvey,0,Paul Mulligan,7th,2 3/4 l,6,11-12t,107,True,109,46
N/A,N/A,17:20,Good To Yielding (Good In Places),2m 1f,Jinxs Link (IRE),S F O'Keeffe,0,M Rice,6th,1 l,8,11-3,98,True,109,46
N/A,N/A,17:20,Good To Yielding (Good In Places),2m 1f,Herculaneum (IRE),Mr O McGill,7,N C Kelly,5th,3 1/4 l,7,11-7b,102,True,109,46
N/A,N/A,17:20,Good To Yielding (Good In Places),2m 1f,Missus Beeton (IRE),S Fitzgerald,0,S Nolan,4th,2 3/4 l,6,11-3,98,True,109,46
N/A,N/A,17:20,Good To Yielding (Good In Places),2m 1f,Run For Harry (IRE),K M Donoghue,0,Mrs G Callaghan,3rd,1 1/2 l,6,11-10t,105,True,109,46
N/A,N/A,17:20,Good To Yielding (Good In Places),2m 1f,Mary's Pride (IRE),K E Buckley,0,E Cawley,2nd,1 3/4 l,7,11-8t,103,True,109,46
N/A,N/A,17:20,Good To Yielding (Good In Places),2m 1f,Club Manager,S W Flanagan,0,G P Cromwell,1st,N/A,4,11-1,104,True,109,46
N/A,N/A,17:20,Good To Yielding (Good In Places),2m 1f,Teagarden Jazz,J W Kennedy,0,G Elliott,F,N/A,5,12-0t,109,True,109,46
N/A,N/A,17:20,Good To Yielding (Good In Places),2m 1f,Falak (IRE),Thomas Reilly,7,Miss T M Reilly,15th,13 l,11,11-10t,105,True,109,46
N/A,N/A,17:20,Good To Yielding (Good In Places),2m 1f,Johnny Cigar (IRE),P T Enright,0,P F O'Donnell,14th,1 1/4 l,8,11-5t,100,True,109,46
N/A,N/A,17:20,Good To Yielding (Good In Places),2m 1f,So They Tell Me (IRE),M P Walsh,0,P Roche,13th,1/2 l,5,11-11h,106,True,109,46
N/A,N/A,17:20,Good To Yielding (Good In Places),2m 1f,Solo Flight (IRE),B Hayes,0,J C McConnell,12th,1 l,6,11-5t,100,True,109,46
N/A,N/A,17:20,Good To Yielding (Good In Places),2m 1f,Frontline Worker (IRE),C P McNamara,0,H De Bromhead,11th,Head,7,11-8t,103,True,109,46
N/A,N/A,17:20,Good To Yielding (Good In Places),2m 1f,Joke Dancer,M J M O'Sullivan,0,P Griffin,10th,3 l,11,11-9t,104,True,109,46
N/A,N/A,17:20,Good To Yielding (Good In Places),2m 1f,Mullaghmore Wave (IRE),D A Kidd,7,J C McConnell,9th,16 l,9,11-9,104,True,109,46
N/A,N/A,17:20,Good To Yielding (Good In Places),2m 1f,Kinbara Hills (IRE),J J Slevin,0,S R B Crawford,8th,1 l,5,11-7,102,True,109,46
N/A,N/A,17:20,Good To Yielding (Good In Places),2m 1f,Wrecking Ball Paul (IRE),B W Harvey,0,Paul Mulligan,7th,2 3/4 l,6,11-12t,107,True,109,46
N/A,N/A,17:20,Good To Yielding (Good In Places),2m 1f,Jinxs Link (IRE),S F O'Keeffe,0,M Rice,6th,1 l,8,11-3,98,True,109,46
N/A,N/A,17:20,Good To Yielding (Good In Places),2m 1f,Herculaneum (IRE),Mr O McGill,7,N C Kelly,5th,3 1/4 l,7,11-7b,102,True,109,46
N/A,N/A,17:20,Good To Yielding (Good In Places),2m 1f,Missus Beeton (IRE),S Fitzgerald,0,S Nolan,4th,2 3/4 l,6,11-3,98,True,109,46
N/A,N/A,17:20,Good To Yielding (Good In Places),2m 1f,Run For Harry (IRE),K M Donoghue,0,Mrs G Callaghan,3rd,1 1/2 l,6,11-10t,105,True,109,46
N/A,N/A,17:20,Good To Yielding (Good In Places),2m 1f,Mary's Pride (IRE),K E Buckley,0,E Cawley,2nd,1 3/4 l,7,11-8t,103,True,109,46
N/A,N/A,17:20,Good To Yielding (Good In Places),2m 1f,Club Manager,S W Flanagan,0,G P Cromwell,1st,N/A,4,11-1,104,True,109,46
N/A,N/A,17:55,Good To Yielding (Good In Places),2m 1f,Picture Of You (FR),Rachael Blackmore,0,H De Bromhead,NR,N/A,5,11-3h,109,True,109,47
N/A,N/A,17:55,Good To Yielding (Good In Places),2m 1f,Green Sky (IRE),J J Slevin,0,J P O'Brien,F,N/A,4,10-8h1,108,True,109,47
N/A,N/A,17:55,Good To Yielding (Good In Places),2m 1f,Grace Faraday (IRE),J Coen,5,A McCann,6th,15 l,6,10-0,92,True,109,47
N/A,N/A,17:55,Good To Yielding (Good In Places),2m 1f,Deep Sigh (FR),S D Torrens,0,J C McConnell,5th,10 l,6,10-0t,92,True,109,47
N/A,N/A,17:55,Good To Yielding (Good In Places),2m 1f,Instant Tendance (FR),J W Kennedy,0,G Elliott,4th,3/4 l,6,11-12t,118,True,109,47
N/A,N/A,17:55,Good To Yielding (Good In Places),2m 1f,Jolie Coeur Allen (FR),M P Walsh,0,W P Mullins,3rd,3 l,5,11-3h,109,True,109,47
N/A,N/A,17:55,Good To Yielding (Good In Places),2m 1f,First Dare (IRE),T P Harney,7,Liz Doyle,2nd,1 1/4 l,6,11-3,109,True,109,47
N/A,N/A,17:55,Good To Yielding (Good In Places),2m 1f,Me Wee Bonnie Lass (IRE),K M Donoghue,0,G P Cromwell,1st,N/A,5,11-12,118,True,109,47
N/A,N/A,17:55,Good To Yielding (Good In Places),2m 1f,Picture Of You (FR),Rachael Blackmore,0,H De Bromhead,NR,N/A,5,11-3h,109,True,109,47
N/A,N/A,17:55,Good To Yielding (Good In Places),2m 1f,Green Sky (IRE),J J Slevin,0,J P O'Brien,F,N/A,4,10-8h1,108,True,109,47
N/A,N/A,17:55,Good To Yielding (Good In Places),2m 1f,Grace Faraday (IRE),J Coen,5,A McCann,6th,15 l,6,10-0,92,True,109,47
N/A,N/A,17:55,Good To Yielding (Good In Places),2m 1f,Deep Sigh (FR),S D Torrens,0,J C McConnell,5th,10 l,6,10-0t,92,True,109,47
N/A,N/A,17:55,Good To Yielding (Good In Places),2m 1f,Instant Tendance (FR),J W Kennedy,0,G Elliott,4th,3/4 l,6,11-12t,118,True,109,47
N/A,N/A,17:55,Good To Yielding (Good In Places),2m 1f,Jolie Coeur Allen (FR),M P Walsh,0,W P Mullins,3rd,3 l,5,11-3h,109,True,109,47
N/A,N/A,17:55,Good To Yielding (Good In Places),2m 1f,First Dare (IRE),T P Harney,7,Liz Doyle,2nd,1 1/4 l,6,11-3,109,True,109,47
N/A,N/A,17:55,Good To Yielding (Good In Places),2m 1f,Me Wee Bonnie Lass (IRE),K M Donoghue,0,G P Cromwell,1st,N/A,5,11-12,118,True,109,47
N/A,N/A,18:30,Good To Yielding (Good In Places),2m 4f 110y,Smokey Putnum (IRE),J W Kennedy,0,G Elliott,NR,N/A,5,11-8,-,True,109,48
N/A,N/A,18:30,Good To Yielding (Good In Places),2m 4f 110y,Menhir (IRE),S F O'Keeffe,0,M Rice,NR,N/A,6,10-11h,-,True,109,48
N/A,N/A,18:30,Good To Yielding (Good In Places),2m 4f 110y,Mont Beuvray (IRE),C M Quirke,5,J P Ryan,UR,N/A,6,11-6,-,True,109,48
N/A,N/A,18:30,Good To Yielding (Good In Places),2m 4f 110y,Storms End (IRE),C Stone-Walsh,5,Colm Murphy,UR,N/A,5,11-6,-,True,109,48
N/A,N/A,18:30,Good To Yielding (Good In Places),2m 4f 110y,Kimjoy (IRE),J J Slevin,0,S R B Crawford,F,N/A,5,10-11,-,True,109,48
N/A,N/A,18:30,Good To Yielding (Good In Places),2m 4f 110y,Charlie Buckett (IRE),C P McNamara,0,E McNamara,7th,2 1/2 l,5,11-12,-,True,109,48
N/A,N/A,18:30,Good To Yielding (Good In Places),2m 4f 110y,A Year Older (IRE),D Meyler,0,K Thornton,6th,14 l,6,11-4,-,True,109,48
N/A,N/A,18:30,Good To Yielding (Good In Places),2m 4f 110y,Ivy Hall (IRE),P K Donovan,5,J P Ryan,5th,16 l,6,10-11,-,True,109,48
N/A,N/A,18:30,Good To Yielding (Good In Places),2m 4f 110y,Confidential Gosip (IRE),C D Smithers,7,Mrs J Harrington,4th,3/4 l,5,10-13,-,True,109,48
N/A,N/A,18:30,Good To Yielding (Good In Places),2m 4f 110y,Break The Boundary (IRE),J P O'Sullivan,0,P J Rothwell,3rd,3 1/2 l,5,11-6,-,True,109,48
N/A,N/A,18:30,Good To Yielding (Good In Places),2m 4f 110y,Drumgill (IRE),D King,0,J P Ryan,2nd,3 1/4 l,5,11-4,-,True,109,48
N/A,N/A,18:30,Good To Yielding (Good In Places),2m 4f 110y,Theflyingbee (IRE),D E Mullins,0,F G Hand,1st,N/A,7,10-11t,-,True,109,48
N/A,N/A,18:30,Good To Yielding (Good In Places),2m 4f 110y,Smokey Putnum (IRE),J W Kennedy,0,G Elliott,NR,N/A,5,11-8,-,True,109,48
N/A,N/A,18:30,Good To Yielding (Good In Places),2m 4f 110y,Menhir (IRE),S F O'Keeffe,0,M Rice,NR,N/A,6,10-11h,-,True,109,48
N/A,N/A,18:30,Good To Yielding (Good In Places),2m 4f 110y,Mont Beuvray (IRE),C M Quirke,5,J P Ryan,UR,N/A,6,11-6,-,True,109,48
N/A,N/A,18:30,Good To Yielding (Good In Places),2m 4f 110y,Storms End (IRE),C Stone-Walsh,5,Colm Murphy,UR,N/A,5,11-6,-,True,109,48
N/A,N/A,18:30,Good To Yielding (Good In Places),2m 4f 110y,Kimjoy (IRE),J J Slevin,0,S R B Crawford,F,N/A,5,10-11,-,True,109,48
N/A,N/A,18:30,Good To Yielding (Good In Places),2m 4f 110y,Charlie Buckett (IRE),C P McNamara,0,E McNamara,7th,2 1/2 l,5,11-12,-,True,109,48
N/A,N/A,18:30,Good To Yielding (Good In Places),2m 4f 110y,A Year Older (IRE),D Meyler,0,K Thornton,6th,14 l,6,11-4,-,True,109,48
N/A,N/A,18:30,Good To Yielding (Good In Places),2m 4f 110y,Ivy Hall (IRE),P K Donovan,5,J P Ryan,5th,16 l,6,10-11,-,True,109,48
N/A,N/A,18:30,Good To Yielding (Good In Places),2m 4f 110y,Confidential Gosip (IRE),C D Smithers,7,Mrs J Harrington,4th,3/4 l,5,10-13,-,True,109,48
N/A,N/A,18:30,Good To Yielding (Good In Places),2m 4f 110y,Break The Boundary (IRE),J P O'Sullivan,0,P J Rothwell,3rd,3 1/2 l,5,11-6,-,True,109,48
N/A,N/A,18:30,Good To Yielding (Good In Places),2m 4f 110y,Drumgill (IRE),D King,0,J P Ryan,2nd,3 1/4 l,5,11-4,-,True,109,48
N/A,N/A,18:30,Good To Yielding (Good In Places),2m 4f 110y,Theflyingbee (IRE),D E Mullins,0,F G Hand,1st,N/A,7,10-11t,-,True,109,48
N/A,N/A,19:05,Good To Yielding (Good In Places),2m 4f 110y,Georgie's Gal (IRE),S D Torrens,0,P J Rothwell,16th,15 l,6,10-13,80,True,109,49
N/A,N/A,19:05,Good To Yielding (Good In Places),2m 4f 110y,Temptation Time (IRE),P Byrnes,3,M M McNiff,15th,1 l,6,11-8t1,89,True,109,49
N/A,N/A,19:05,Good To Yielding (Good In Places),2m 4f 110y,Morrie In D Quarry (IRE),S Fitzgerald,0,D Queally,14th,1 l,6,11-4t1,85,True,109,49
N/A,N/A,19:05,Good To Yielding (Good In Places),2m 4f 110y,Sky Tempest (IRE),J J Slevin,0,Louise G Lyons,13th,3 3/4 l,5,11-3p1,84,True,109,49
N/A,N/A,19:05,Good To Yielding (Good In Places),2m 4f 110y,Ghumama (IRE),Mr M E McCrory,7,N C Kelly,12th,7 1/2 l,6,11-9t,90,True,109,49
N/A,N/A,19:05,Good To Yielding (Good In Places),2m 4f 110y,Golden Nugget (IRE),J W Kennedy,0,G Elliott,11th,3 1/2 l,5,11-13p1,94,True,109,49
N/A,N/A,19:05,Good To Yielding (Good In Places),2m 4f 110y,A La Carte (IRE),S W Flanagan,0,Liz Doyle,10th,1 3/4 l,5,11-3h1,84,True,109,49
N/A,N/A,19:05,Good To Yielding (Good In Places),2m 4f 110y,Shesabreeze (IRE),C P McNamara,0,E McNamara,9th,1 1/2 l,5,11-5t,86,True,109,49
N/A,N/A,19:05,Good To Yielding (Good In Places),2m 4f 110y,Steps Match (IRE),K E Buckley,0,M Butler,8th,2 l,9,11-13,94,True,109,49
N/A,N/A,19:05,Good To Yielding (Good In Places),2m 4f 110y,Mystic Sage (IRE),Rachael Blackmore,0,H De Bromhead,7th,3 1/2 l,6,11-8t,89,True,109,49
N/A,N/A,19:05,Good To Yielding (Good In Places),2m 4f 110y,Clandara (IRE),C Stone-Walsh,5,Liz Doyle,6th,1/2 l,6,11-6,87,True,109,49
N/A,N/A,19:05,Good To Yielding (Good In Places),2m 4f 110y,Second Subaltern (USA),C Brassil,5,M Brassil,5th,3 1/2 l,8,11-13t,94,True,109,49
N/A,N/A,19:05,Good To Yielding (Good In Places),2m 4f 110y,Rossies Tara,P T Enright,0,M M McNiff,4th,3/4 l,8,10-13t,80,True,109,49
N/A,N/A,19:05,Good To Yielding (Good In Places),2m 4f 110y,Get It Right (IRE),S F O'Keeffe,0,S Aherne,3rd,4 l,6,11-10,91,True,109,49
N/A,N/A,19:05,Good To Yielding (Good In Places),2m 4f 110y,O'Faolains Glory (IRE),K M Donoghue,0,Ian Donoghue,2nd,2 l,7,11-9p,90,True,109,49
N/A,N/A,19:05,Good To Yielding (Good In Places),2m 4f 110y,Ma Hoey (IRE),G B Noonan,5,E McCarthy,1st,N/A,8,11-4tp,85,True,109,49
N/A,N/A,19:05,Good To Yielding (Good In Places),2m 4f 110y,Georgie's Gal (IRE),S D Torrens,0,P J Rothwell,16th,15 l,6,10-13,80,True,109,49
N/A,N/A,19:05,Good To Yielding (Good In Places),2m 4f 110y,Temptation Time (IRE),P Byrnes,3,M M McNiff,15th,1 l,6,11-8t1,89,True,109,49
N/A,N/A,19:05,Good To Yielding (Good In Places),2m 4f 110y,Morrie In D Quarry (IRE),S Fitzgerald,0,D Queally,14th,1 l,6,11-4t1,85,True,109,49
N/A,N/A,19:05,Good To Yielding (Good In Places),2m 4f 110y,Sky Tempest (IRE),J J Slevin,0,Louise G Lyons,13th,3 3/4 l,5,11-3p1,84,True,109,49
N/A,N/A,19:05,Good To Yielding (Good In Places),2m 4f 110y,Ghumama (IRE),Mr M E McCrory,7,N C Kelly,12th,7 1/2 l,6,11-9t,90,True,109,49
N/A,N/A,19:05,Good To Yielding (Good In Places),2m 4f 110y,Golden Nugget (IRE),J W Kennedy,0,G Elliott,11th,3 1/2 l,5,11-13p1,94,True,109,49
