track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,2025-09-19,16:26,Yielding,2m 1f 165y,Gina Moon (IRE),D J Gilligan,0,G Elliott,11th,Head,6,11-5,88,True,18,1
N/A,2025-09-19,16:26,Yielding,2m 1f 165y,Ar Nos Na Gaoithe (IRE),T Power Roche,5,P J Rothwell,10th,1 l,6,11-5p,-,True,18,1
N/A,2025-09-19,16:26,Yielding,2m 1f 165y,Lightning Legs (IRE),Sam Ewing,0,G Elliott,9th,2 3/4 l,4,10-9,-,True,18,1
N/A,2025-09-19,16:26,Yielding,2m 1f 165y,Stretchemout (IRE),J W Kennedy,0,G Elliott,8th,4 1/4 l,5,11-5tp,-,True,18,1
N/A,2025-09-19,16:26,Yielding,2m 1f 165y,Driscolls Hill (IRE),J J Slevin,0,T Gibney,7th,3 3/4 l,6,11-12,-,True,18,1
N/A,2025-09-19,16:26,Yielding,2m 1f 165y,Parkgarve (IRE),P J O'Hanlon,0,Ian Donoghue,6th,3 l,5,11-12t,97,True,18,1
N/A,2025-09-19,16:26,Yielding,2m 1f 165y,Navy Guitar (IRE),S W Flanagan,0,A Murray,5th,3 3/4 l,6,11-12ht,-,True,18,1
N/A,2025-09-19,16:26,Yielding,2m 1f 165y,Sea Of Doubt (IRE),C Stone-Walsh,0,Ian Donoghue,4th,3 1/2 l,5,11-5t,94,True,18,1
N/A,2025-09-19,16:26,Yielding,2m 1f 165y,Quarry Tiepy (IRE),P Townend,0,W P Mullins,3rd,1/2 l,8,11-5,-,True,18,1
N/A,2025-09-19,16:26,Yielding,2m 1f 165y,Figurehead (IRE),Simon Torrens,0,Michael G Cleary,2nd,5 1/2 l,8,11-12,92,True,18,1
N/A,2025-09-19,16:26,Yielding,2m 1f 165y,Mickey Cohen (IRE),D Meyler,0,N Meade,1st,N/A,4,11-2,-,True,18,1
N/A,2025-09-19,16:26,Yielding,2m 1f 165y,Gina Moon (IRE),D J Gilligan,0,G Elliott,11th,Head,6,11-5,88,True,18,1
N/A,2025-09-19,16:26,Yielding,2m 1f 165y,Ar Nos Na Gaoithe (IRE),T Power Roche,5,P J Rothwell,10th,1 l,6,11-5p,-,True,18,1
N/A,2025-09-19,16:26,Yielding,2m 1f 165y,Lightning Legs (IRE),Sam Ewing,0,G Elliott,9th,2 3/4 l,4,10-9,-,True,18,1
N/A,2025-09-19,16:26,Yielding,2m 1f 165y,Stretchemout (IRE),J W Kennedy,0,G Elliott,8th,4 1/4 l,5,11-5tp,-,True,18,1
N/A,2025-09-19,16:26,Yielding,2m 1f 165y,Driscolls Hill (IRE),J J Slevin,0,T Gibney,7th,3 3/4 l,6,11-12,-,True,18,1
N/A,2025-09-19,16:26,Yielding,2m 1f 165y,Parkgarve (IRE),P J O'Hanlon,0,Ian Donoghue,6th,3 l,5,11-12t,97,True,18,1
N/A,2025-09-19,16:26,Yielding,2m 1f 165y,Navy Guitar (IRE),S W Flanagan,0,A Murray,5th,3 3/4 l,6,11-12ht,-,True,18,1
N/A,2025-09-19,16:26,Yielding,2m 1f 165y,Sea Of Doubt (IRE),C Stone-Walsh,0,Ian Donoghue,4th,3 1/2 l,5,11-5t,94,True,18,1
N/A,2025-09-19,16:26,Yielding,2m 1f 165y,Quarry Tiepy (IRE),P Townend,0,W P Mullins,3rd,1/2 l,8,11-5,-,True,18,1
N/A,2025-09-19,16:26,Yielding,2m 1f 165y,Figurehead (IRE),Simon Torrens,0,Michael G Cleary,2nd,5 1/2 l,8,11-12,92,True,18,1
N/A,2025-09-19,16:26,Yielding,2m 1f 165y,Mickey Cohen (IRE),D Meyler,0,N Meade,1st,N/A,4,11-2,-,True,18,1
N/A,2025-09-19,17:01,Yielding,2m 7f 110y,Jumping Susie (IRE),Alex Harvey,3,J C McConnell,UR,N/A,7,11-12tp1,110,True,18,2
N/A,2025-09-19,17:01,Yielding,2m 7f 110y,Betty Dutton (IRE),P T Enright,0,A Slattery,F,N/A,7,11-2,100,True,18,2
N/A,2025-09-19,17:01,Yielding,2m 7f 110y,Hardy Diamond (IRE),J W Kennedy,0,G Elliott,9th,33 l,6,11-12p,110,True,18,2
N/A,2025-09-19,17:01,Yielding,2m 7f 110y,Portarlington (IRE),Mr J P Sutton,7,Ian Donoghue,8th,9 1/2 l,6,11-5tv,103,True,18,2
N/A,2025-09-19,17:01,Yielding,2m 7f 110y,Tango Theatre (IRE),D A Kidd,7,J C McConnell,7th,2 3/4 l,10,10-4tv,88,True,18,2
N/A,2025-09-19,17:01,Yielding,2m 7f 110y,Le Grand Vert (FR),Simon Torrens,0,N C Kelly,6th,3 l,9,11-2tp,100,True,18,2
N/A,2025-09-19,17:01,Yielding,2m 7f 110y,Eagle Terrace,C Stone-Walsh,0,N C Kelly,5th,3/4 l,7,10-6tb,90,True,18,2
N/A,2025-09-19,17:01,Yielding,2m 7f 110y,Ossifer Hops (IRE),Sam Ewing,0,G Elliott,4th,Short Head,7,11-10b,108,True,18,2
N/A,2025-09-19,17:01,Yielding,2m 7f 110y,Tell Nobody Nothin (IRE),D Meyler,0,N Meade,3rd,5 l,5,11-4p,102,True,18,2
N/A,2025-09-19,17:01,Yielding,2m 7f 110y,Midnight Moonshine (IRE),Ben Harvey,0,William Harvey,2nd,6 l,6,11-2,100,True,18,2
