track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Kilbeggan Racing Results | 17th May 2024 19:55,N/A,19:55,Good (Good To Yielding In Places),2m 4f 90y,Calico (FR),Sam Ewing,0,G Elliott,NR,N/A,5,11-7t,125,True,115,1
Kilbeggan Racing Results | 17th May 2024 19:55,N/A,19:55,Good (Good To Yielding In Places),2m 4f 90y,Wellington Hill (IRE),D E Mullins,0,Ms M Mullins,F,N/A,8,10-11,115,True,115,1
Kilbeggan Racing Results | 17th May 2024 19:55,N/A,19:55,Good (Good To Yielding In Places),2m 4f 90y,Gracchus De Balme (FR),J J Slevin,0,J P O'Brien,11th,9 l,8,11-13,131,True,115,1
Kilbeggan Racing Results | 17th May 2024 19:55,N/A,19:55,Good (Good To Yielding In Places),2m 4f 90y,Pat Coyne (IRE),D J O'Keeffe,0,J Queally,10th,1 l,10,11-1p,119,True,115,1
Kilbeggan Racing Results | 17th May 2024 19:55,N/A,19:55,Good (Good To Yielding In Places),2m 4f 90y,Motown Maggie (IRE),D J Gilligan,3,G Elliott,9th,6 1/2 l,7,11-8p,126,True,115,1
Kilbeggan Racing Results | 17th May 2024 19:55,N/A,19:55,Good (Good To Yielding In Places),2m 4f 90y,Take All (IRE),Shane Fenelon,7,J J Hanlon,8th,3 l,9,11-13,131,True,115,1
Kilbeggan Racing Results | 17th May 2024 19:55,N/A,19:55,Good (Good To Yielding In Places),2m 4f 90y,Casey West (IRE),S D Torrens,0,P J Rothwell,7th,3 1/2 l,8,10-8,112,True,115,1
Kilbeggan Racing Results | 17th May 2024 19:55,N/A,19:55,Good (Good To Yielding In Places),2m 4f 90y,Neveradullmoment (IRE),M P Walsh,0,J P Dempsey,6th,3 1/4 l,7,10-10tp,114,True,115,1
Kilbeggan Racing Results | 17th May 2024 19:55,N/A,19:55,Good (Good To Yielding In Places),2m 4f 90y,Railway Hurricane (IRE),K M Donoghue,0,G P Cromwell,5th,5 1/2 l,9,11-9tb,127,True,115,1
Kilbeggan Racing Results | 17th May 2024 19:55,N/A,19:55,Good (Good To Yielding In Places),2m 4f 90y,Farmers Lodge (IRE),M J M O'Sullivan,0,B Connell,4th,3/4 l,8,11-12,130,True,115,1
Kilbeggan Racing Results | 17th May 2024 19:55,N/A,19:55,Good (Good To Yielding In Places),2m 4f 90y,El Champo (IRE),J P O'Sullivan,0,P J Rothwell,3rd,1 3/4 l,6,10-10,114,True,115,1
Kilbeggan Racing Results | 17th May 2024 19:55,N/A,19:55,Good (Good To Yielding In Places),2m 4f 90y,Sargent Lightfoot (IRE),S W Flanagan,0,A Murray,2nd,Head,10,10-5,109,True,115,1
Kilbeggan Racing Results | 17th May 2024 19:55,N/A,19:55,Good (Good To Yielding In Places),2m 4f 90y,The Dasher Conway (IRE),D Meyler,0,Mrs G Callaghan,1st,N/A,9,11-5,123,True,115,1
Kilbeggan Racing Results | 17th May 2024 19:55,N/A,19:55,Good (Good To Yielding In Places),2m 4f 90y,Calico (FR),Sam Ewing,0,G Elliott,NR,N/A,5,11-7t,125,True,115,1
Kilbeggan Racing Results | 17th May 2024 19:55,N/A,19:55,Good (Good To Yielding In Places),2m 4f 90y,Wellington Hill (IRE),D E Mullins,0,Ms M Mullins,F,N/A,8,10-11,115,True,115,1
Kilbeggan Racing Results | 17th May 2024 19:55,N/A,19:55,Good (Good To Yielding In Places),2m 4f 90y,Gracchus De Balme (FR),J J Slevin,0,J P O'Brien,11th,9 l,8,11-13,131,True,115,1
Kilbeggan Racing Results | 17th May 2024 19:55,N/A,19:55,Good (Good To Yielding In Places),2m 4f 90y,Pat Coyne (IRE),D J O'Keeffe,0,J Queally,10th,1 l,10,11-1p,119,True,115,1
Kilbeggan Racing Results | 17th May 2024 19:55,N/A,19:55,Good (Good To Yielding In Places),2m 4f 90y,Motown Maggie (IRE),D J Gilligan,3,G Elliott,9th,6 1/2 l,7,11-8p,126,True,115,1
Kilbeggan Racing Results | 17th May 2024 19:55,N/A,19:55,Good (Good To Yielding In Places),2m 4f 90y,Take All (IRE),Shane Fenelon,7,J J Hanlon,8th,3 l,9,11-13,131,True,115,1
Kilbeggan Racing Results | 17th May 2024 19:55,N/A,19:55,Good (Good To Yielding In Places),2m 4f 90y,Casey West (IRE),S D Torrens,0,P J Rothwell,7th,3 1/2 l,8,10-8,112,True,115,1
Kilbeggan Racing Results | 17th May 2024 19:55,N/A,19:55,Good (Good To Yielding In Places),2m 4f 90y,Neveradullmoment (IRE),M P Walsh,0,J P Dempsey,6th,3 1/4 l,7,10-10tp,114,True,115,1
Kilbeggan Racing Results | 17th May 2024 19:55,N/A,19:55,Good (Good To Yielding In Places),2m 4f 90y,Railway Hurricane (IRE),K M Donoghue,0,G P Cromwell,5th,5 1/2 l,9,11-9tb,127,True,115,1
Kilbeggan Racing Results | 17th May 2024 19:55,N/A,19:55,Good (Good To Yielding In Places),2m 4f 90y,Farmers Lodge (IRE),M J M O'Sullivan,0,B Connell,4th,3/4 l,8,11-12,130,True,115,1
Kilbeggan Racing Results | 17th May 2024 19:55,N/A,19:55,Good (Good To Yielding In Places),2m 4f 90y,El Champo (IRE),J P O'Sullivan,0,P J Rothwell,3rd,1 3/4 l,6,10-10,114,True,115,1
Kilbeggan Racing Results | 17th May 2024 19:55,N/A,19:55,Good (Good To Yielding In Places),2m 4f 90y,Sargent Lightfoot (IRE),S W Flanagan,0,A Murray,2nd,Head,10,10-5,109,True,115,1
Kilbeggan Racing Results | 17th May 2024 19:55,N/A,19:55,Good (Good To Yielding In Places),2m 4f 90y,The Dasher Conway (IRE),D Meyler,0,Mrs G Callaghan,1st,N/A,9,11-5,123,True,115,1
Kilbeggan Racing Results | 17th May 2024 20:30,N/A,20:30,Good (Good To Yielding In Places)  Flat (Turf),2m 3f,Westandtogether (IRE),Miss F Leaney,7,Mrs D Foster,NR,N/A,4,11-1,-,True,115,2
Kilbeggan Racing Results | 17th May 2024 20:30,N/A,20:30,Good (Good To Yielding In Places)  Flat (Turf),2m 3f,Dacman (IRE),Miss J Townend,0,W P Mullins,NR,N/A,5,12-0,-,True,115,2
Kilbeggan Racing Results | 17th May 2024 20:30,N/A,20:30,Good (Good To Yielding In Places)  Flat (Turf),2m 3f,Lovely Hurling (IRE),Mr D O'Connor,0,Colm Murphy,NR,N/A,5,12-0,-,True,115,2
Kilbeggan Racing Results | 17th May 2024 20:30,N/A,20:30,Good (Good To Yielding In Places)  Flat (Turf),2m 3f,Glownado (IRE),Mr J Costello,7,D Collins,PU,N/A,6,11-7,-,True,115,2
Kilbeggan Racing Results | 17th May 2024 20:30,N/A,20:30,Good (Good To Yielding In Places)  Flat (Turf),2m 3f,Gambling Glory (IRE),Mr J P Sampson,7,I Madden,PU,N/A,8,12-0b1,-,True,115,2
Kilbeggan Racing Results | 17th May 2024 20:30,N/A,20:30,Good (Good To Yielding In Places)  Flat (Turf),2m 3f,Take To The Air (IRE),Mr T Hamilton,0,Ciaran Murphy,11th,14 l,4,11-8,-,True,115,2
Kilbeggan Racing Results | 17th May 2024 20:30,N/A,20:30,Good (Good To Yielding In Places)  Flat (Turf),2m 3f,I Am Emperor (IRE),Mr R Sugrue,7,E Sheehy,10th,2 3/4 l,5,12-0,-,True,115,2
Kilbeggan Racing Results | 17th May 2024 20:30,N/A,20:30,Good (Good To Yielding In Places)  Flat (Turf),2m 3f,Doyen Og (IRE),Mr C Lamon,7,A Sexton,9th,20 l,5,11-7,-,True,115,2
Kilbeggan Racing Results | 17th May 2024 20:30,N/A,20:30,Good (Good To Yielding In Places)  Flat (Turf),2m 3f,Hestheboycandoit (IRE),Shane Fenelon,7,S Millar,8th,1 1/4 l,6,12-0t1,-,True,115,2
Kilbeggan Racing Results | 17th May 2024 20:30,N/A,20:30,Good (Good To Yielding In Places)  Flat (Turf),2m 3f,Faithful Follower (IRE),N T Prendergast,7,P Hennessy,7th,22 l,5,12-0,-,True,115,2
Kilbeggan Racing Results | 17th May 2024 20:30,N/A,20:30,Good (Good To Yielding In Places)  Flat (Turf),2m 3f,Dixie Mafia (IRE),Mr P A King,5,P M J Doyle,6th,11 l,5,12-0t1,-,True,115,2
Kilbeggan Racing Results | 17th May 2024 20:30,N/A,20:30,Good (Good To Yielding In Places)  Flat (Turf),2m 3f,Chief O'Hara (IRE),Mr F R Buckley,7,J C McConnell,5th,1 1/2 l,4,11-8,-,True,115,2
Kilbeggan Racing Results | 17th May 2024 20:30,N/A,20:30,Good (Good To Yielding In Places)  Flat (Turf),2m 3f,Dairy Force (IRE),Mr F Maguire,0,Liam G O'brien,4th,2 l,5,12-0h1,-,True,115,2
Kilbeggan Racing Results | 17th May 2024 20:30,N/A,20:30,Good (Good To Yielding In Places)  Flat (Turf),2m 3f,Rubies Or Gold (IRE),Mr C Mullins,7,Ms M Mullins,3rd,1 1/4 l,5,12-0,-,True,115,2
Kilbeggan Racing Results | 17th May 2024 20:30,N/A,20:30,Good (Good To Yielding In Places)  Flat (Turf),2m 3f,Rocco Boyo (IRE),Mr D G Lavery,0,A Murray,2nd,4 1/4 l,6,12-0t,-,True,115,2
Kilbeggan Racing Results | 17th May 2024 20:30,N/A,20:30,Good (Good To Yielding In Places)  Flat (Turf),2m 3f,Custom Taylor (IRE),Mr D L Queally,0,D Queally,1st,N/A,5,12-0,-,True,115,2
Kilbeggan Racing Results | 17th May 2024 20:30,N/A,20:30,Good (Good To Yielding In Places)  Flat (Turf),2m 3f,Westandtogether (IRE),Miss F Leaney,7,Mrs D Foster,NR,N/A,4,11-1,-,True,115,2
Kilbeggan Racing Results | 17th May 2024 20:30,N/A,20:30,Good (Good To Yielding In Places)  Flat (Turf),2m 3f,Dacman (IRE),Miss J Townend,0,W P Mullins,NR,N/A,5,12-0,-,True,115,2
Kilbeggan Racing Results | 17th May 2024 20:30,N/A,20:30,Good (Good To Yielding In Places)  Flat (Turf),2m 3f,Lovely Hurling (IRE),Mr D O'Connor,0,Colm Murphy,NR,N/A,5,12-0,-,True,115,2
Kilbeggan Racing Results | 17th May 2024 20:30,N/A,20:30,Good (Good To Yielding In Places)  Flat (Turf),2m 3f,Glownado (IRE),Mr J Costello,7,D Collins,PU,N/A,6,11-7,-,True,115,2
Kilbeggan Racing Results | 17th May 2024 20:30,N/A,20:30,Good (Good To Yielding In Places)  Flat (Turf),2m 3f,Gambling Glory (IRE),Mr J P Sampson,7,I Madden,PU,N/A,8,12-0b1,-,True,115,2
Kilbeggan Racing Results | 17th May 2024 20:30,N/A,20:30,Good (Good To Yielding In Places)  Flat (Turf),2m 3f,Take To The Air (IRE),Mr T Hamilton,0,Ciaran Murphy,11th,14 l,4,11-8,-,True,115,2
Kilbeggan Racing Results | 17th May 2024 20:30,N/A,20:30,Good (Good To Yielding In Places)  Flat (Turf),2m 3f,I Am Emperor (IRE),Mr R Sugrue,7,E Sheehy,10th,2 3/4 l,5,12-0,-,True,115,2
Kilbeggan Racing Results | 17th May 2024 20:30,N/A,20:30,Good (Good To Yielding In Places)  Flat (Turf),2m 3f,Doyen Og (IRE),Mr C Lamon,7,A Sexton,9th,20 l,5,11-7,-,True,115,2
Kilbeggan Racing Results | 17th May 2024 20:30,N/A,20:30,Good (Good To Yielding In Places)  Flat (Turf),2m 3f,Hestheboycandoit (IRE),Shane Fenelon,7,S Millar,8th,1 1/4 l,6,12-0t1,-,True,115,2
Kilbeggan Racing Results | 17th May 2024 20:30,N/A,20:30,Good (Good To Yielding In Places)  Flat (Turf),2m 3f,Faithful Follower (IRE),N T Prendergast,7,P Hennessy,7th,22 l,5,12-0,-,True,115,2
Kilbeggan Racing Results | 17th May 2024 20:30,N/A,20:30,Good (Good To Yielding In Places)  Flat (Turf),2m 3f,Dixie Mafia (IRE),Mr P A King,5,P M J Doyle,6th,11 l,5,12-0t1,-,True,115,2
Kilbeggan Racing Results | 17th May 2024 20:30,N/A,20:30,Good (Good To Yielding In Places)  Flat (Turf),2m 3f,Chief O'Hara (IRE),Mr F R Buckley,7,J C McConnell,5th,1 1/2 l,4,11-8,-,True,115,2
Kilbeggan Racing Results | 17th May 2024 20:30,N/A,20:30,Good (Good To Yielding In Places)  Flat (Turf),2m 3f,Dairy Force (IRE),Mr F Maguire,0,Liam G O'brien,4th,2 l,5,12-0h1,-,True,115,2
Kilbeggan Racing Results | 17th May 2024 20:30,N/A,20:30,Good (Good To Yielding In Places)  Flat (Turf),2m 3f,Rubies Or Gold (IRE),Mr C Mullins,7,Ms M Mullins,3rd,1 1/4 l,5,12-0,-,True,115,2
Kilbeggan Racing Results | 17th May 2024 20:30,N/A,20:30,Good (Good To Yielding In Places)  Flat (Turf),2m 3f,Rocco Boyo (IRE),Mr D G Lavery,0,A Murray,2nd,4 1/4 l,6,12-0t,-,True,115,2
Kilbeggan Racing Results | 17th May 2024 20:30,N/A,20:30,Good (Good To Yielding In Places)  Flat (Turf),2m 3f,Custom Taylor (IRE),Mr D L Queally,0,D Queally,1st,N/A,5,12-0,-,True,115,2
Navan Racing Results | 18th May 2024 13:20,N/A,13:20,Good To Yielding,5f 180y,Weegeebear (IRE),G F Carroll,0,G M Lyons,8th,2 1/2 l,2,9-7,-,True,115,3
Navan Racing Results | 18th May 2024 13:20,N/A,13:20,Good To Yielding,5f 180y,Bamako (IRE),C D Hayes,0,A Oliver,7th,2 3/4 l,2,9-7,-,True,115,3
Navan Racing Results | 18th May 2024 13:20,N/A,13:20,Good To Yielding,5f 180y,Katie Ross (IRE),G M Ryan,0,P J F Murphy,6th,1/2 l,2,9-2,-,True,115,3
Navan Racing Results | 18th May 2024 13:20,N/A,13:20,Good To Yielding,5f 180y,King Thistle,B M Coen,0,J P Murtagh,5th,1/2 l,2,9-7,-,True,115,3
Navan Racing Results | 18th May 2024 13:20,N/A,13:20,Good To Yielding,5f 180y,Dr Ali (IRE),C T Keane,0,G M Lyons,4th,1/2 l,2,9-7,-,True,115,3
Navan Racing Results | 18th May 2024 13:20,N/A,13:20,Good To Yielding,5f 180y,Gangsta Man (IRE),S Foley,0,K Smith,3rd,3 1/4 l,2,9-7,-,True,115,3
Navan Racing Results | 18th May 2024 13:20,N/A,13:20,Good To Yielding,5f 180y,Tunbridge Wells (IRE),W M Lordan,0,A P O'Brien,2nd,3 l,2,9-7,-,True,115,3
Navan Racing Results | 18th May 2024 13:20,N/A,13:20,Good To Yielding,5f 180y,Sounds Like A Plan,W J Lee,0,A Oliver,1st,N/A,2,9-7,-,True,115,3
Navan Racing Results | 18th May 2024 13:20,N/A,13:20,Good To Yielding,5f 180y,Weegeebear (IRE),G F Carroll,0,G M Lyons,8th,2 1/2 l,2,9-7,-,True,115,3
Navan Racing Results | 18th May 2024 13:20,N/A,13:20,Good To Yielding,5f 180y,Bamako (IRE),C D Hayes,0,A Oliver,7th,2 3/4 l,2,9-7,-,True,115,3
Navan Racing Results | 18th May 2024 13:20,N/A,13:20,Good To Yielding,5f 180y,Katie Ross (IRE),G M Ryan,0,P J F Murphy,6th,1/2 l,2,9-2,-,True,115,3
Navan Racing Results | 18th May 2024 13:20,N/A,13:20,Good To Yielding,5f 180y,King Thistle,B M Coen,0,J P Murtagh,5th,1/2 l,2,9-7,-,True,115,3
Navan Racing Results | 18th May 2024 13:20,N/A,13:20,Good To Yielding,5f 180y,Dr Ali (IRE),C T Keane,0,G M Lyons,4th,1/2 l,2,9-7,-,True,115,3
Navan Racing Results | 18th May 2024 13:20,N/A,13:20,Good To Yielding,5f 180y,Gangsta Man (IRE),S Foley,0,K Smith,3rd,3 1/4 l,2,9-7,-,True,115,3
Navan Racing Results | 18th May 2024 13:20,N/A,13:20,Good To Yielding,5f 180y,Tunbridge Wells (IRE),W M Lordan,0,A P O'Brien,2nd,3 l,2,9-7,-,True,115,3
Navan Racing Results | 18th May 2024 13:20,N/A,13:20,Good To Yielding,5f 180y,Sounds Like A Plan,W J Lee,0,A Oliver,1st,N/A,2,9-7,-,True,115,3
Navan Racing Results | 18th May 2024 13:55,N/A,13:55,Good To Yielding,5f 180y,Step Back In Time (IRE),C J MacRedmond,0,Chris Timmons,NR,N/A,6,9-3p,52,True,115,4
Navan Racing Results | 18th May 2024 13:55,N/A,13:55,Good To Yielding,5f 180y,My Girl Sioux (IRE),Amy Jo Hayes,7,A Slattery,NR,N/A,4,9-0,49,True,115,4
Navan Racing Results | 18th May 2024 13:55,N/A,13:55,Good To Yielding,5f 180y,Star Sailor (IRE),J Cleary,4,P J Flynn,16th,2 l,3,8-8,51,True,115,4
Navan Racing Results | 18th May 2024 13:55,N/A,13:55,Good To Yielding,5f 180y,Sin E Shekells,R M Mulligan,7,J G Murray,15th,2 l,7,8-12tp1,47,True,115,4
Navan Racing Results | 18th May 2024 13:55,N/A,13:55,Good To Yielding,5f 180y,Jacks Inn (IRE),R Whearty,0,John M Harney,14th,5 1/2 l,3,9-3,60,True,115,4
Navan Racing Results | 18th May 2024 13:55,N/A,13:55,Good To Yielding,5f 180y,Teddy Boy (IRE),Sorcha Woods,7,E Lynam,13th,3 3/4 l,9,9-5,54,True,115,4
Navan Racing Results | 18th May 2024 13:55,N/A,13:55,Good To Yielding,5f 180y,Senado Square,C Horgan,4,A Slattery,12th,1 l,4,10-2,65,True,115,4
Navan Racing Results | 18th May 2024 13:55,N/A,13:55,Good To Yielding,5f 180y,Aurora Nova (IRE),H J Horgan,2,A McNamara,11th,1 l,5,8-13,48,True,115,4
Navan Racing Results | 18th May 2024 13:55,N/A,13:55,Good To Yielding,5f 180y,No Speed Limit (FR),Adam Caffrey,0,P J McKenna,10th,2 1/2 l,9,8-12v,47,True,115,4
Navan Racing Results | 18th May 2024 13:55,N/A,13:55,Good To Yielding,5f 180y,Only A Star (IRE),Alyse Jane Clarke,7,T G McCourt,9th,1 l,4,9-4,53,True,115,4
Navan Racing Results | 18th May 2024 13:55,N/A,13:55,Good To Yielding,5f 180y,Below Deck (IRE),M W Hassett,4,L Comer,8th,Short Head,4,8-12,47,True,115,4
Navan Racing Results | 18th May 2024 13:55,N/A,13:55,Good To Yielding,5f 180y,Hope And Innocence (IRE),J J G Ryan,0,T G McCourt,7th,1 1/4 l,4,9-3,52,True,115,4
Navan Racing Results | 18th May 2024 13:55,N/A,13:55,Good To Yielding,5f 180y,Un Bacio Ancora (IRE),J A Powell,0,P J F Murphy,6th,Short Head,5,9-1tp,50,True,115,4
Navan Racing Results | 18th May 2024 13:55,N/A,13:55,Good To Yielding,5f 180y,Aloysius Lilius (IRE),S T McCullagh,0,Gerard O'Leary,5th,1/2 l,8,9-12tb,61,True,115,4
Navan Racing Results | 18th May 2024 13:55,N/A,13:55,Good To Yielding,5f 180y,Shoebox King (IRE),J Kearney,2,Kevin Coleman,4th,1 l,5,9-8p1,57,True,115,4
Navan Racing Results | 18th May 2024 13:55,N/A,13:55,Good To Yielding,5f 180y,Cuban Grey,W Joyce,2,P J McKenna,3rd,2 1/4 l,4,9-5p,54,True,115,4
Navan Racing Results | 18th May 2024 13:55,N/A,13:55,Good To Yielding,5f 180y,Layoftheland (IRE),P A Harnett,2,Sean Davis,2nd,Short Head,3,8-12t,47,True,115,4
Navan Racing Results | 18th May 2024 13:55,N/A,13:55,Good To Yielding,5f 180y,Stanhope,K G Kennedy,7,J C McConnell,1st,N/A,10,8-12,47,True,115,4
Navan Racing Results | 18th May 2024 13:55,N/A,13:55,Good To Yielding,5f 180y,Step Back In Time (IRE),C J MacRedmond,0,Chris Timmons,NR,N/A,6,9-3p,52,True,115,4
Navan Racing Results | 18th May 2024 13:55,N/A,13:55,Good To Yielding,5f 180y,My Girl Sioux (IRE),Amy Jo Hayes,7,A Slattery,NR,N/A,4,9-0,49,True,115,4
Navan Racing Results | 18th May 2024 13:55,N/A,13:55,Good To Yielding,5f 180y,Star Sailor (IRE),J Cleary,4,P J Flynn,16th,2 l,3,8-8,51,True,115,4
Navan Racing Results | 18th May 2024 13:55,N/A,13:55,Good To Yielding,5f 180y,Sin E Shekells,R M Mulligan,7,J G Murray,15th,2 l,7,8-12tp1,47,True,115,4
Navan Racing Results | 18th May 2024 13:55,N/A,13:55,Good To Yielding,5f 180y,Jacks Inn (IRE),R Whearty,0,John M Harney,14th,5 1/2 l,3,9-3,60,True,115,4
Navan Racing Results | 18th May 2024 13:55,N/A,13:55,Good To Yielding,5f 180y,Teddy Boy (IRE),Sorcha Woods,7,E Lynam,13th,3 3/4 l,9,9-5,54,True,115,4
Navan Racing Results | 18th May 2024 13:55,N/A,13:55,Good To Yielding,5f 180y,Senado Square,C Horgan,4,A Slattery,12th,1 l,4,10-2,65,True,115,4
Navan Racing Results | 18th May 2024 13:55,N/A,13:55,Good To Yielding,5f 180y,Aurora Nova (IRE),H J Horgan,2,A McNamara,11th,1 l,5,8-13,48,True,115,4
Navan Racing Results | 18th May 2024 13:55,N/A,13:55,Good To Yielding,5f 180y,No Speed Limit (FR),Adam Caffrey,0,P J McKenna,10th,2 1/2 l,9,8-12v,47,True,115,4
Navan Racing Results | 18th May 2024 13:55,N/A,13:55,Good To Yielding,5f 180y,Only A Star (IRE),Alyse Jane Clarke,7,T G McCourt,9th,1 l,4,9-4,53,True,115,4
Navan Racing Results | 18th May 2024 13:55,N/A,13:55,Good To Yielding,5f 180y,Below Deck (IRE),M W Hassett,4,L Comer,8th,Short Head,4,8-12,47,True,115,4
Navan Racing Results | 18th May 2024 13:55,N/A,13:55,Good To Yielding,5f 180y,Hope And Innocence (IRE),J J G Ryan,0,T G McCourt,7th,1 1/4 l,4,9-3,52,True,115,4
Navan Racing Results | 18th May 2024 13:55,N/A,13:55,Good To Yielding,5f 180y,Un Bacio Ancora (IRE),J A Powell,0,P J F Murphy,6th,Short Head,5,9-1tp,50,True,115,4
Navan Racing Results | 18th May 2024 13:55,N/A,13:55,Good To Yielding,5f 180y,Aloysius Lilius (IRE),S T McCullagh,0,Gerard O'Leary,5th,1/2 l,8,9-12tb,61,True,115,4
Navan Racing Results | 18th May 2024 13:55,N/A,13:55,Good To Yielding,5f 180y,Shoebox King (IRE),J Kearney,2,Kevin Coleman,4th,1 l,5,9-8p1,57,True,115,4
Navan Racing Results | 18th May 2024 13:55,N/A,13:55,Good To Yielding,5f 180y,Cuban Grey,W Joyce,2,P J McKenna,3rd,2 1/4 l,4,9-5p,54,True,115,4
Navan Racing Results | 18th May 2024 13:55,N/A,13:55,Good To Yielding,5f 180y,Layoftheland (IRE),P A Harnett,2,Sean Davis,2nd,Short Head,3,8-12t,47,True,115,4
Navan Racing Results | 18th May 2024 13:55,N/A,13:55,Good To Yielding,5f 180y,Stanhope,K G Kennedy,7,J C McConnell,1st,N/A,10,8-12,47,True,115,4
Navan Racing Results | 18th May 2024 14:30,N/A,14:30,Good To Yielding,5f,Kay's Flower (IRE),C T Keane,0,G M Lyons,NR,N/A,3,9-3,-,True,115,5
Navan Racing Results | 18th May 2024 14:30,N/A,14:30,Good To Yielding,5f,Nelliestar (IRE),L T McAteer,0,Ian Donoghue,17th,13 l,4,9-11,-,True,115,5
Navan Racing Results | 18th May 2024 14:30,N/A,14:30,Good To Yielding,5f,Making A Move (IRE),M P Sheehy,0,J M Burke,16th,9 1/2 l,4,10-2h,-,True,115,5
Navan Racing Results | 18th May 2024 14:30,N/A,14:30,Good To Yielding,5f,Crystal Luna (IRE),O McSweeney,0,Daniel Murphy,15th,1/2 l,3,9-3p1,-,True,115,5
Navan Racing Results | 18th May 2024 14:30,N/A,14:30,Good To Yielding,5f,Behomebyhalfpast (IRE),W M Lordan,0,J Feane,14th,1 1/4 l,3,9-3,-,True,115,5
Navan Racing Results | 18th May 2024 14:30,N/A,14:30,Good To Yielding,5f,Sierra De Gredos,W J Lee,0,A Oliver,13th,1/2 l,3,9-8,-,True,115,5
Navan Racing Results | 18th May 2024 14:30,N/A,14:30,Good To Yielding,5f,Oh So Bright (IRE),S Foley,0,Mrs J Harrington,12th,1 1/2 l,3,9-3t,-,True,115,5
Navan Racing Results | 18th May 2024 14:30,N/A,14:30,Good To Yielding,5f,Pass To Paris (IRE),G M Ryan,0,P J F Murphy,11th,Neck,3,9-8,-,True,115,5
Navan Racing Results | 18th May 2024 14:30,N/A,14:30,Good To Yielding,5f,Saffredi,G F Carroll,0,G P Cromwell,10th,1 3/4 l,3,9-8h1,-,True,115,5
Navan Racing Results | 18th May 2024 14:30,N/A,14:30,Good To Yielding,5f,Verified (IRE),N G McCullagh,0,Charles Weld,9th,3/4 l,3,9-8b,-,True,115,5
Navan Racing Results | 18th May 2024 14:30,N/A,14:30,Good To Yielding,5f,Fair Taxes (IRE),D W O'Connor,0,R O'Sullivan,8th,1/2 l,3,9-8h1,-,True,115,5
Navan Racing Results | 18th May 2024 14:30,N/A,14:30,Good To Yielding,5f,Lismacbryan (IRE),R C Colgan,0,P Magee,7th,1 l,3,9-3,-,True,115,5
Navan Racing Results | 18th May 2024 14:30,N/A,14:30,Good To Yielding,5f,Glamorous Doll (IRE),B M Coen,0,E Lynam,6th,Neck,3,9-3,-,True,115,5
Navan Racing Results | 18th May 2024 14:30,N/A,14:30,Good To Yielding,5f,Somptueuse (IRE),D E Sheehy,0,M C Grassick,5th,1 1/4 l,3,9-3,-,True,115,5
Navan Racing Results | 18th May 2024 14:30,N/A,14:30,Good To Yielding,5f,Back Down Under (IRE),L F Roche,0,P Roche,4th,3 1/2 l,3,9-3,-,True,115,5
Navan Racing Results | 18th May 2024 14:30,N/A,14:30,Good To Yielding,5f,Abiding Star (IRE),C D Hayes,0,John Hayes,3rd,1/2 l,3,9-3,-,True,115,5
Navan Racing Results | 18th May 2024 14:30,N/A,14:30,Good To Yielding,5f,Desert Power (IRE),J J G Ryan,5,E Lynam,2nd,3 l,3,9-8,-,True,115,5
Navan Racing Results | 18th May 2024 14:30,N/A,14:30,Good To Yielding,5f,Sturlasson (IRE),D P McDonogh,0,K P Cotter,1st,N/A,3,9-8,-,True,115,5
Navan Racing Results | 18th May 2024 14:30,N/A,14:30,Good To Yielding,5f,Kay's Flower (IRE),C T Keane,0,G M Lyons,NR,N/A,3,9-3,-,True,115,5
Navan Racing Results | 18th May 2024 14:30,N/A,14:30,Good To Yielding,5f,Nelliestar (IRE),L T McAteer,0,Ian Donoghue,17th,13 l,4,9-11,-,True,115,5
Navan Racing Results | 18th May 2024 14:30,N/A,14:30,Good To Yielding,5f,Making A Move (IRE),M P Sheehy,0,J M Burke,16th,9 1/2 l,4,10-2h,-,True,115,5
Navan Racing Results | 18th May 2024 14:30,N/A,14:30,Good To Yielding,5f,Crystal Luna (IRE),O McSweeney,0,Daniel Murphy,15th,1/2 l,3,9-3p1,-,True,115,5
Navan Racing Results | 18th May 2024 14:30,N/A,14:30,Good To Yielding,5f,Behomebyhalfpast (IRE),W M Lordan,0,J Feane,14th,1 1/4 l,3,9-3,-,True,115,5
Navan Racing Results | 18th May 2024 14:30,N/A,14:30,Good To Yielding,5f,Sierra De Gredos,W J Lee,0,A Oliver,13th,1/2 l,3,9-8,-,True,115,5
Navan Racing Results | 18th May 2024 14:30,N/A,14:30,Good To Yielding,5f,Oh So Bright (IRE),S Foley,0,Mrs J Harrington,12th,1 1/2 l,3,9-3t,-,True,115,5
Navan Racing Results | 18th May 2024 14:30,N/A,14:30,Good To Yielding,5f,Pass To Paris (IRE),G M Ryan,0,P J F Murphy,11th,Neck,3,9-8,-,True,115,5
Navan Racing Results | 18th May 2024 14:30,N/A,14:30,Good To Yielding,5f,Saffredi,G F Carroll,0,G P Cromwell,10th,1 3/4 l,3,9-8h1,-,True,115,5
Navan Racing Results | 18th May 2024 14:30,N/A,14:30,Good To Yielding,5f,Verified (IRE),N G McCullagh,0,Charles Weld,9th,3/4 l,3,9-8b,-,True,115,5
