track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Punchestown Racing Results | 21st May 2024 15:58,N/A,15:58,Good To Yielding (Yielding In Places),2m 4f,Arthor (IRE),D J O'Keeffe,0,J J Mangan,3rd,4 1/2 l,7,11-8tp,89,True,115,39
Punchestown Racing Results | 21st May 2024 15:58,N/A,15:58,Good To Yielding (Yielding In Places),2m 4f,Queen Kulina (IRE),J C Gainford,0,P Croke,2nd,2 3/4 l,8,11-1,82,True,115,39
Punchestown Racing Results | 21st May 2024 15:58,N/A,15:58,Good To Yielding (Yielding In Places),2m 4f,Noble Hilltop (IRE),K E Buckley,0,E Buckley,1st,N/A,4,11-6,95,True,115,39
Punchestown Racing Results | 21st May 2024 15:58,N/A,15:58,Good To Yielding (Yielding In Places),2m 4f,One Flew Eau Verte (IRE),Sam Ewing,0,Peter Fahey,PU,N/A,5,11-10,91,True,115,39
Punchestown Racing Results | 21st May 2024 15:58,N/A,15:58,Good To Yielding (Yielding In Places),2m 4f,Drum Roll (FR),R Deegan,0,P Nolan,PU,N/A,4,11-3,92,True,115,39
Punchestown Racing Results | 21st May 2024 15:58,N/A,15:58,Good To Yielding (Yielding In Places),2m 4f,Makaela's Choice (IRE),J B Foley,0,T Mullins,PU,N/A,8,11-11h,92,True,115,39
Punchestown Racing Results | 21st May 2024 15:58,N/A,15:58,Good To Yielding (Yielding In Places),2m 4f,Champagne Saloon (IRE),P T Enright,0,S Aherne,PU,N/A,8,11-11,92,True,115,39
Punchestown Racing Results | 21st May 2024 15:58,N/A,15:58,Good To Yielding (Yielding In Places),2m 4f,Seriously Ava (IRE),S W Flanagan,0,D H Kelly,12th,18 l,6,11-0,81,True,115,39
Punchestown Racing Results | 21st May 2024 15:58,N/A,15:58,Good To Yielding (Yielding In Places),2m 4f,Clandara (IRE),C Stone-Walsh,5,Liz Doyle,11th,3/4 l,6,11-6,87,True,115,39
Punchestown Racing Results | 21st May 2024 15:58,N/A,15:58,Good To Yielding (Yielding In Places),2m 4f,U Asking Me (IRE),D Meyler,0,E Doyle,10th,4 l,7,10-13,80,True,115,39
Punchestown Racing Results | 21st May 2024 15:58,N/A,15:58,Good To Yielding (Yielding In Places),2m 4f,Glenriver (IRE),M J Molloy,7,D A McLoughlin,9th,1 1/4 l,6,11-12,93,True,115,39
Punchestown Racing Results | 21st May 2024 15:58,N/A,15:58,Good To Yielding (Yielding In Places),2m 4f,Likable Chancer (IRE),C M Quirke,5,D Howard,8th,5 l,10,10-13tb,80,True,115,39
Punchestown Racing Results | 21st May 2024 15:58,N/A,15:58,Good To Yielding (Yielding In Places),2m 4f,Stellar Stow (IRE),Mr D Doyle,7,T Doyle,7th,8 l,11,10-13b,80,True,115,39
Punchestown Racing Results | 21st May 2024 15:58,N/A,15:58,Good To Yielding (Yielding In Places),2m 4f,Walkonthebriteside (IRE),B W Harvey,0,J C McConnell,6th,3 1/2 l,6,11-8t,89,True,115,39
Punchestown Racing Results | 21st May 2024 15:58,N/A,15:58,Good To Yielding (Yielding In Places),2m 4f,Granpa Ger (IRE),D E Mullins,0,A Mullins,5th,1/2 l,6,11-12,93,True,115,39
Punchestown Racing Results | 21st May 2024 15:58,N/A,15:58,Good To Yielding (Yielding In Places),2m 4f,She's Tobias (IRE),E Walsh,0,Ciaran Murphy,4th,Head,8,11-9t,90,True,115,39
Punchestown Racing Results | 21st May 2024 15:58,N/A,15:58,Good To Yielding (Yielding In Places),2m 4f,Arthor (IRE),D J O'Keeffe,0,J J Mangan,3rd,4 1/2 l,7,11-8tp,89,True,115,39
Punchestown Racing Results | 21st May 2024 15:58,N/A,15:58,Good To Yielding (Yielding In Places),2m 4f,Queen Kulina (IRE),J C Gainford,0,P Croke,2nd,2 3/4 l,8,11-1,82,True,115,39
Punchestown Racing Results | 21st May 2024 15:58,N/A,15:58,Good To Yielding (Yielding In Places),2m 4f,Noble Hilltop (IRE),K E Buckley,0,E Buckley,1st,N/A,4,11-6,95,True,115,39
Punchestown Racing Results | 21st May 2024 16:28,N/A,16:28,Good To Yielding (Yielding In Places),2m 4f,Hatfield Hammer (IRE),C D Smithers,7,P Nolan,16th,22 l,5,11-7,88,True,115,40
Punchestown Racing Results | 21st May 2024 16:28,N/A,16:28,Good To Yielding (Yielding In Places),2m 4f,Another Red Cat (IRE),M J Molloy,7,D A McLoughlin,15th,9 1/2 l,6,11-6t,87,True,115,40
Punchestown Racing Results | 21st May 2024 16:28,N/A,16:28,Good To Yielding (Yielding In Places),2m 4f,Copper Coast (IRE),M J M O'Sullivan,0,Sarah Connell,14th,16 l,6,10-13t,80,True,115,40
Punchestown Racing Results | 21st May 2024 16:28,N/A,16:28,Good To Yielding (Yielding In Places),2m 4f,Spellacy's Cross (IRE),P T Smithers,7,T Mullins,13th,1 1/2 l,5,11-10t1,91,True,115,40
Punchestown Racing Results | 21st May 2024 16:28,N/A,16:28,Good To Yielding (Yielding In Places),2m 4f,Mrs Biddle (IRE),J J Slevin,0,G J Power,12th,9 1/2 l,6,11-7t,88,True,115,40
Punchestown Racing Results | 21st May 2024 16:28,N/A,16:28,Good To Yielding (Yielding In Places),2m 4f,Max Time (IRE),P Byrnes,3,I Madden,11th,2 l,7,10-13,80,True,115,40
Punchestown Racing Results | 21st May 2024 16:28,N/A,16:28,Good To Yielding (Yielding In Places),2m 4f,Benkei (IRE),Miss M Walsh,7,H Rogers,10th,1 3/4 l,14,11-4p,85,True,115,40
Punchestown Racing Results | 21st May 2024 16:28,N/A,16:28,Good To Yielding (Yielding In Places),2m 4f,Scottish Dancer (IRE),S O'Callaghan,5,E Doyle,9th,4 1/2 l,5,11-9p,90,True,115,40
Punchestown Racing Results | 21st May 2024 16:28,N/A,16:28,Good To Yielding (Yielding In Places),2m 4f,Silent Flight (IRE),D J O'Keeffe,0,P Byrne,8th,3/4 l,8,11-13,94,True,115,40
Punchestown Racing Results | 21st May 2024 16:28,N/A,16:28,Good To Yielding (Yielding In Places),2m 4f,Avec Espoir,A M King,7,V T O'Brien,7th,2 l,11,10-13,80,True,115,40
Punchestown Racing Results | 21st May 2024 16:28,N/A,16:28,Good To Yielding (Yielding In Places),2m 4f,The Border Boy (IRE),S F O'Keeffe,0,S Aherne,6th,7 l,7,11-6,87,True,115,40
Punchestown Racing Results | 21st May 2024 16:28,N/A,16:28,Good To Yielding (Yielding In Places),2m 4f,Arctic Saint (IRE),S Fitzgerald,0,Mrs G O'Connor,5th,1/2 l,6,11-7t,88,True,115,40
Punchestown Racing Results | 21st May 2024 16:28,N/A,16:28,Good To Yielding (Yielding In Places),2m 4f,Fire Coral,P K Donovan,5,C W J Farrell,4th,7 l,5,11-3,84,True,115,40
Punchestown Racing Results | 21st May 2024 16:28,N/A,16:28,Good To Yielding (Yielding In Places),2m 4f,Great Rainbow (FR),R Deegan,0,B McMahon,3rd,1/2 l,6,11-2,83,True,115,40
Punchestown Racing Results | 21st May 2024 16:28,N/A,16:28,Good To Yielding (Yielding In Places),2m 4f,Warmer Days Ahead (FR),P T Enright,0,O McKiernan,2nd,2 3/4 l,5,11-7tp1,88,True,115,40
Punchestown Racing Results | 21st May 2024 16:28,N/A,16:28,Good To Yielding (Yielding In Places),2m 4f,On My Bike (IRE),K M Donoghue,0,G P Cromwell,1st,N/A,6,11-10,91,True,115,40
Punchestown Racing Results | 21st May 2024 16:28,N/A,16:28,Good To Yielding (Yielding In Places),2m 4f,Hatfield Hammer (IRE),C D Smithers,7,P Nolan,16th,22 l,5,11-7,88,True,115,40
Punchestown Racing Results | 21st May 2024 16:28,N/A,16:28,Good To Yielding (Yielding In Places),2m 4f,Another Red Cat (IRE),M J Molloy,7,D A McLoughlin,15th,9 1/2 l,6,11-6t,87,True,115,40
Punchestown Racing Results | 21st May 2024 16:28,N/A,16:28,Good To Yielding (Yielding In Places),2m 4f,Copper Coast (IRE),M J M O'Sullivan,0,Sarah Connell,14th,16 l,6,10-13t,80,True,115,40
Punchestown Racing Results | 21st May 2024 16:28,N/A,16:28,Good To Yielding (Yielding In Places),2m 4f,Spellacy's Cross (IRE),P T Smithers,7,T Mullins,13th,1 1/2 l,5,11-10t1,91,True,115,40
Punchestown Racing Results | 21st May 2024 16:28,N/A,16:28,Good To Yielding (Yielding In Places),2m 4f,Mrs Biddle (IRE),J J Slevin,0,G J Power,12th,9 1/2 l,6,11-7t,88,True,115,40
Punchestown Racing Results | 21st May 2024 16:28,N/A,16:28,Good To Yielding (Yielding In Places),2m 4f,Max Time (IRE),P Byrnes,3,I Madden,11th,2 l,7,10-13,80,True,115,40
Punchestown Racing Results | 21st May 2024 16:28,N/A,16:28,Good To Yielding (Yielding In Places),2m 4f,Benkei (IRE),Miss M Walsh,7,H Rogers,10th,1 3/4 l,14,11-4p,85,True,115,40
Punchestown Racing Results | 21st May 2024 16:28,N/A,16:28,Good To Yielding (Yielding In Places),2m 4f,Scottish Dancer (IRE),S O'Callaghan,5,E Doyle,9th,4 1/2 l,5,11-9p,90,True,115,40
Punchestown Racing Results | 21st May 2024 16:28,N/A,16:28,Good To Yielding (Yielding In Places),2m 4f,Silent Flight (IRE),D J O'Keeffe,0,P Byrne,8th,3/4 l,8,11-13,94,True,115,40
Punchestown Racing Results | 21st May 2024 16:28,N/A,16:28,Good To Yielding (Yielding In Places),2m 4f,Avec Espoir,A M King,7,V T O'Brien,7th,2 l,11,10-13,80,True,115,40
Punchestown Racing Results | 21st May 2024 16:28,N/A,16:28,Good To Yielding (Yielding In Places),2m 4f,The Border Boy (IRE),S F O'Keeffe,0,S Aherne,6th,7 l,7,11-6,87,True,115,40
Punchestown Racing Results | 21st May 2024 16:28,N/A,16:28,Good To Yielding (Yielding In Places),2m 4f,Arctic Saint (IRE),S Fitzgerald,0,Mrs G O'Connor,5th,1/2 l,6,11-7t,88,True,115,40
Punchestown Racing Results | 21st May 2024 16:28,N/A,16:28,Good To Yielding (Yielding In Places),2m 4f,Fire Coral,P K Donovan,5,C W J Farrell,4th,7 l,5,11-3,84,True,115,40
Punchestown Racing Results | 21st May 2024 16:28,N/A,16:28,Good To Yielding (Yielding In Places),2m 4f,Great Rainbow (FR),R Deegan,0,B McMahon,3rd,1/2 l,6,11-2,83,True,115,40
Punchestown Racing Results | 21st May 2024 16:28,N/A,16:28,Good To Yielding (Yielding In Places),2m 4f,Warmer Days Ahead (FR),P T Enright,0,O McKiernan,2nd,2 3/4 l,5,11-7tp1,88,True,115,40
Punchestown Racing Results | 21st May 2024 16:28,N/A,16:28,Good To Yielding (Yielding In Places),2m 4f,On My Bike (IRE),K M Donoghue,0,G P Cromwell,1st,N/A,6,11-10,91,True,115,40
Punchestown Racing Results | 21st May 2024 17:00,N/A,17:00,Good To Yielding (Yielding In Places),3m,Forgetthesurprise (IRE),S O'Callaghan,5,N Madden,NR,N/A,10,11-5t,93,True,115,41
Punchestown Racing Results | 21st May 2024 17:00,N/A,17:00,Good To Yielding (Yielding In Places),3m,Mystic Sage (IRE),Rachael Blackmore,0,H De Bromhead,NR,N/A,6,11-0t,88,True,115,41
Punchestown Racing Results | 21st May 2024 17:00,N/A,17:00,Good To Yielding (Yielding In Places),3m,Lucy Prunella (IRE),G Brouder,5,M F Morris,NR,N/A,9,10-9tp1,83,True,115,41
Punchestown Racing Results | 21st May 2024 17:00,N/A,17:00,Good To Yielding (Yielding In Places),3m,Bearwithmenow (IRE),J S McGarvey,0,J P Flavin,PU,N/A,7,10-11tp,85,True,115,41
Punchestown Racing Results | 21st May 2024 17:00,N/A,17:00,Good To Yielding (Yielding In Places),3m,Back The West (IRE),P Byrnes,3,I Madden,PU,N/A,9,10-6,80,True,115,41
Punchestown Racing Results | 21st May 2024 17:00,N/A,17:00,Good To Yielding (Yielding In Places),3m,Dinoland (FR),B W Harvey,0,J C McConnell,PU,N/A,6,11-12tb,100,True,115,41
Punchestown Racing Results | 21st May 2024 17:00,N/A,17:00,Good To Yielding (Yielding In Places),3m,Fill The Tank (IRE),M M McDonagh,0,Aengus King,PU,N/A,10,12-0p,102,True,115,41
Punchestown Racing Results | 21st May 2024 17:00,N/A,17:00,Good To Yielding (Yielding In Places),3m,Silverfort Lady (IRE),E Walsh,0,J M Burke,F,N/A,5,10-9,83,True,115,41
Punchestown Racing Results | 21st May 2024 17:00,N/A,17:00,Good To Yielding (Yielding In Places),3m,Song For My Father (IRE),J C Gainford,0,R O'Sullivan,BD,N/A,7,11-4,92,True,115,41
Punchestown Racing Results | 21st May 2024 17:00,N/A,17:00,Good To Yielding (Yielding In Places),3m,Jekiki (IRE),Sam Ewing,0,Mrs J Harrington,8th,4 1/2 l,6,11-11p,99,True,115,41
Punchestown Racing Results | 21st May 2024 17:00,N/A,17:00,Good To Yielding (Yielding In Places),3m,Tilloughna (IRE),D J O'Keeffe,0,D Budds,7th,4 1/2 l,6,11-7p1,95,True,115,41
Punchestown Racing Results | 21st May 2024 17:00,N/A,17:00,Good To Yielding (Yielding In Places),3m,Lucky Two (IRE),M P O'Connor,3,T Gibney,6th,1 1/4 l,8,10-8,82,True,115,41
Punchestown Racing Results | 21st May 2024 17:00,N/A,17:00,Good To Yielding (Yielding In Places),3m,Inchidaly Copper (IRE),Mr L Burke-Ott,7,A Ott,5th,4 3/4 l,8,10-13p,87,True,115,41
Punchestown Racing Results | 21st May 2024 17:00,N/A,17:00,Good To Yielding (Yielding In Places),3m,Everystep Oftheway (IRE),P T Enright,0,O McKiernan,4th,8 1/2 l,6,11-1p,89,True,115,41
Punchestown Racing Results | 21st May 2024 17:00,N/A,17:00,Good To Yielding (Yielding In Places),3m,Hypersonic Missile (IRE),K M Donoghue,0,G P Cromwell,3rd,1/2 l,5,11-12,100,True,115,41
Punchestown Racing Results | 21st May 2024 17:00,N/A,17:00,Good To Yielding (Yielding In Places),3m,Rising Dust (IRE),D E Mullins,0,M Hourigan,2nd,7 l,6,10-12,86,True,115,41
Punchestown Racing Results | 21st May 2024 17:00,N/A,17:00,Good To Yielding (Yielding In Places),3m,Western Model (IRE),S F O'Keeffe,0,P Nolan,1st,N/A,5,11-2,90,True,115,41
Punchestown Racing Results | 21st May 2024 17:00,N/A,17:00,Good To Yielding (Yielding In Places),3m,Forgetthesurprise (IRE),S O'Callaghan,5,N Madden,NR,N/A,10,11-5t,93,True,115,41
Punchestown Racing Results | 21st May 2024 17:00,N/A,17:00,Good To Yielding (Yielding In Places),3m,Mystic Sage (IRE),Rachael Blackmore,0,H De Bromhead,NR,N/A,6,11-0t,88,True,115,41
Punchestown Racing Results | 21st May 2024 17:00,N/A,17:00,Good To Yielding (Yielding In Places),3m,Lucy Prunella (IRE),G Brouder,5,M F Morris,NR,N/A,9,10-9tp1,83,True,115,41
Punchestown Racing Results | 21st May 2024 17:00,N/A,17:00,Good To Yielding (Yielding In Places),3m,Bearwithmenow (IRE),J S McGarvey,0,J P Flavin,PU,N/A,7,10-11tp,85,True,115,41
Punchestown Racing Results | 21st May 2024 17:00,N/A,17:00,Good To Yielding (Yielding In Places),3m,Back The West (IRE),P Byrnes,3,I Madden,PU,N/A,9,10-6,80,True,115,41
Punchestown Racing Results | 21st May 2024 17:00,N/A,17:00,Good To Yielding (Yielding In Places),3m,Dinoland (FR),B W Harvey,0,J C McConnell,PU,N/A,6,11-12tb,100,True,115,41
Punchestown Racing Results | 21st May 2024 17:00,N/A,17:00,Good To Yielding (Yielding In Places),3m,Fill The Tank (IRE),M M McDonagh,0,Aengus King,PU,N/A,10,12-0p,102,True,115,41
Punchestown Racing Results | 21st May 2024 17:00,N/A,17:00,Good To Yielding (Yielding In Places),3m,Silverfort Lady (IRE),E Walsh,0,J M Burke,F,N/A,5,10-9,83,True,115,41
Punchestown Racing Results | 21st May 2024 17:00,N/A,17:00,Good To Yielding (Yielding In Places),3m,Song For My Father (IRE),J C Gainford,0,R O'Sullivan,BD,N/A,7,11-4,92,True,115,41
Punchestown Racing Results | 21st May 2024 17:00,N/A,17:00,Good To Yielding (Yielding In Places),3m,Jekiki (IRE),Sam Ewing,0,Mrs J Harrington,8th,4 1/2 l,6,11-11p,99,True,115,41
Punchestown Racing Results | 21st May 2024 17:00,N/A,17:00,Good To Yielding (Yielding In Places),3m,Tilloughna (IRE),D J O'Keeffe,0,D Budds,7th,4 1/2 l,6,11-7p1,95,True,115,41
Punchestown Racing Results | 21st May 2024 17:00,N/A,17:00,Good To Yielding (Yielding In Places),3m,Lucky Two (IRE),M P O'Connor,3,T Gibney,6th,1 1/4 l,8,10-8,82,True,115,41
Punchestown Racing Results | 21st May 2024 17:00,N/A,17:00,Good To Yielding (Yielding In Places),3m,Inchidaly Copper (IRE),Mr L Burke-Ott,7,A Ott,5th,4 3/4 l,8,10-13p,87,True,115,41
Punchestown Racing Results | 21st May 2024 17:00,N/A,17:00,Good To Yielding (Yielding In Places),3m,Everystep Oftheway (IRE),P T Enright,0,O McKiernan,4th,8 1/2 l,6,11-1p,89,True,115,41
Punchestown Racing Results | 21st May 2024 17:00,N/A,17:00,Good To Yielding (Yielding In Places),3m,Hypersonic Missile (IRE),K M Donoghue,0,G P Cromwell,3rd,1/2 l,5,11-12,100,True,115,41
Punchestown Racing Results | 21st May 2024 17:00,N/A,17:00,Good To Yielding (Yielding In Places),3m,Rising Dust (IRE),D E Mullins,0,M Hourigan,2nd,7 l,6,10-12,86,True,115,41
Punchestown Racing Results | 21st May 2024 17:00,N/A,17:00,Good To Yielding (Yielding In Places),3m,Western Model (IRE),S F O'Keeffe,0,P Nolan,1st,N/A,5,11-2,90,True,115,41
Cork Racing Results | 21st May 2024 16:50,N/A,16:50,Good To Yielding (Good In Places),5f,Alfred Tennyson (IRE),W M Lordan,0,A P O'Brien,NR,N/A,2,9-6,-,True,115,42
Cork Racing Results | 21st May 2024 16:50,N/A,16:50,Good To Yielding (Good In Places),5f,Some Like It Hot (IRE),K G Kennedy,7,Mrs J Harrington,13th,3 1/2 l,2,8-9p1,-,True,115,42
Cork Racing Results | 21st May 2024 16:50,N/A,16:50,Good To Yielding (Good In Places),5f,Brigid's Cloak,S B Kelly,0,J P Murtagh,12th,3 1/2 l,2,9-3,-,True,115,42
Cork Racing Results | 21st May 2024 16:50,N/A,16:50,Good To Yielding (Good In Places),5f,Shades Of Chicago (IRE),B M Coen,0,J P Murtagh,11th,1 l,2,8-11,-,True,115,42
Cork Racing Results | 21st May 2024 16:50,N/A,16:50,Good To Yielding (Good In Places),5f,Onomatapeoi (IRE),J J G Ryan,5,Paul Gammell,10th,Neck,2,8-11,-,True,115,42
Cork Racing Results | 21st May 2024 16:50,N/A,16:50,Good To Yielding (Good In Places),5f,Goldino (IRE),R P Cleary,0,J S Bolger,9th,1 3/4 l,2,8-9,-,True,115,42
Cork Racing Results | 21st May 2024 16:50,N/A,16:50,Good To Yielding (Good In Places),5f,Gran Habano (IRE),D Egan,0,A Murray,8th,Nose,2,9-8,-,True,115,42
Cork Racing Results | 21st May 2024 16:50,N/A,16:50,Good To Yielding (Good In Places),5f,Trufonic (IRE),M W Hassett,5,P F McEnery,7th,1/2 l,2,8-11,-,True,115,42
Cork Racing Results | 21st May 2024 16:50,N/A,16:50,Good To Yielding (Good In Places),5f,Tomarlo,L T McAteer,0,D Marnane,6th,4 l,2,9-2,-,True,115,42
Cork Racing Results | 21st May 2024 16:50,N/A,16:50,Good To Yielding (Good In Places),5f,Flash The Cash (IRE),S Foley,0,Mrs J Harrington,5th,3/4 l,2,8-11,-,True,115,42
Cork Racing Results | 21st May 2024 16:50,N/A,16:50,Good To Yielding (Good In Places),5f,Lethimfly (IRE),C T Keane,0,N Meade,4th,Head,2,9-0,-,True,115,42
Cork Racing Results | 21st May 2024 16:50,N/A,16:50,Good To Yielding (Good In Places),5f,Shamrock Breeze (IRE),C D Hayes,0,A McGuinness,3rd,Head,2,8-11,-,True,115,42
Cork Racing Results | 21st May 2024 16:50,N/A,16:50,Good To Yielding (Good In Places),5f,Fiery Lucy,G F Carroll,0,G P Cromwell,2nd,Head,2,8-13,-,True,115,42
Cork Racing Results | 21st May 2024 16:50,N/A,16:50,Good To Yielding (Good In Places),5f,Powerful Nation (IRE),A J Slattery,0,A Slattery,1st,N/A,2,9-6,-,True,115,42
Cork Racing Results | 21st May 2024 16:50,N/A,16:50,Good To Yielding (Good In Places),5f,Alfred Tennyson (IRE),W M Lordan,0,A P O'Brien,NR,N/A,2,9-6,-,True,115,42
Cork Racing Results | 21st May 2024 16:50,N/A,16:50,Good To Yielding (Good In Places),5f,Some Like It Hot (IRE),K G Kennedy,7,Mrs J Harrington,13th,3 1/2 l,2,8-9p1,-,True,115,42
Cork Racing Results | 21st May 2024 16:50,N/A,16:50,Good To Yielding (Good In Places),5f,Brigid's Cloak,S B Kelly,0,J P Murtagh,12th,3 1/2 l,2,9-3,-,True,115,42
Cork Racing Results | 21st May 2024 16:50,N/A,16:50,Good To Yielding (Good In Places),5f,Shades Of Chicago (IRE),B M Coen,0,J P Murtagh,11th,1 l,2,8-11,-,True,115,42
Cork Racing Results | 21st May 2024 16:50,N/A,16:50,Good To Yielding (Good In Places),5f,Onomatapeoi (IRE),J J G Ryan,5,Paul Gammell,10th,Neck,2,8-11,-,True,115,42
Cork Racing Results | 21st May 2024 16:50,N/A,16:50,Good To Yielding (Good In Places),5f,Goldino (IRE),R P Cleary,0,J S Bolger,9th,1 3/4 l,2,8-9,-,True,115,42
Cork Racing Results | 21st May 2024 16:50,N/A,16:50,Good To Yielding (Good In Places),5f,Gran Habano (IRE),D Egan,0,A Murray,8th,Nose,2,9-8,-,True,115,42
Cork Racing Results | 21st May 2024 16:50,N/A,16:50,Good To Yielding (Good In Places),5f,Trufonic (IRE),M W Hassett,5,P F McEnery,7th,1/2 l,2,8-11,-,True,115,42
Cork Racing Results | 21st May 2024 16:50,N/A,16:50,Good To Yielding (Good In Places),5f,Tomarlo,L T McAteer,0,D Marnane,6th,4 l,2,9-2,-,True,115,42
Cork Racing Results | 21st May 2024 16:50,N/A,16:50,Good To Yielding (Good In Places),5f,Flash The Cash (IRE),S Foley,0,Mrs J Harrington,5th,3/4 l,2,8-11,-,True,115,42
Cork Racing Results | 21st May 2024 16:50,N/A,16:50,Good To Yielding (Good In Places),5f,Lethimfly (IRE),C T Keane,0,N Meade,4th,Head,2,9-0,-,True,115,42
Cork Racing Results | 21st May 2024 16:50,N/A,16:50,Good To Yielding (Good In Places),5f,Shamrock Breeze (IRE),C D Hayes,0,A McGuinness,3rd,Head,2,8-11,-,True,115,42
Cork Racing Results | 21st May 2024 16:50,N/A,16:50,Good To Yielding (Good In Places),5f,Fiery Lucy,G F Carroll,0,G P Cromwell,2nd,Head,2,8-13,-,True,115,42
Cork Racing Results | 21st May 2024 16:50,N/A,16:50,Good To Yielding (Good In Places),5f,Powerful Nation (IRE),A J Slattery,0,A Slattery,1st,N/A,2,9-6,-,True,115,42
Cork Racing Results | 21st May 2024 17:20,N/A,17:20,Good,5f,Power Mode (USA),W J Lee,0,Daniel Murphy,NR,N/A,3,9-12b1,89,True,115,43
Cork Racing Results | 21st May 2024 17:20,N/A,17:20,Good,5f,Heavenly Being (IRE),S Foley,0,Mrs J Harrington,6th,1/2 l,3,9-2p1,79,True,115,43
Cork Racing Results | 21st May 2024 17:20,N/A,17:20,Good,5f,Branding,C T Keane,0,M O'Callaghan,5th,2 l,3,9-5tb,82,True,115,43
Cork Racing Results | 21st May 2024 17:20,N/A,17:20,Good,5f,Ohailbhic (IRE),D McMonagle,0,J Feane,4th,2 1/4 l,3,9-7,84,True,115,43
Cork Racing Results | 21st May 2024 17:20,N/A,17:20,Good,5f,Alpha Cephei,L T McAteer,0,D Marnane,3rd,1 1/2 l,3,9-2,79,True,115,43
Cork Racing Results | 21st May 2024 17:20,N/A,17:20,Good,5f,Kendall Roy,C D Hayes,0,Miss McGivern,2nd,1 l,3,9-1t,78,True,115,43
Cork Racing Results | 21st May 2024 17:20,N/A,17:20,Good,5f,Scorchio (IRE),J J G Ryan,5,J Davison,1st,N/A,3,9-7,84,True,115,43
Cork Racing Results | 21st May 2024 17:20,N/A,17:20,Good,5f,Power Mode (USA),W J Lee,0,Daniel Murphy,NR,N/A,3,9-12b1,89,True,115,43
Cork Racing Results | 21st May 2024 17:20,N/A,17:20,Good,5f,Heavenly Being (IRE),S Foley,0,Mrs J Harrington,6th,1/2 l,3,9-2p1,79,True,115,43
Cork Racing Results | 21st May 2024 17:20,N/A,17:20,Good,5f,Branding,C T Keane,0,M O'Callaghan,5th,2 l,3,9-5tb,82,True,115,43
Cork Racing Results | 21st May 2024 17:20,N/A,17:20,Good,5f,Ohailbhic (IRE),D McMonagle,0,J Feane,4th,2 1/4 l,3,9-7,84,True,115,43
Cork Racing Results | 21st May 2024 17:20,N/A,17:20,Good,5f,Alpha Cephei,L T McAteer,0,D Marnane,3rd,1 1/2 l,3,9-2,79,True,115,43
Cork Racing Results | 21st May 2024 17:20,N/A,17:20,Good,5f,Kendall Roy,C D Hayes,0,Miss McGivern,2nd,1 l,3,9-1t,78,True,115,43
Cork Racing Results | 21st May 2024 17:20,N/A,17:20,Good,5f,Scorchio (IRE),J J G Ryan,5,J Davison,1st,N/A,3,9-7,84,True,115,43
Cork Racing Results | 21st May 2024 17:50,N/A,17:50,Good,6f,Ojw Legacy (IRE),A J Slattery,0,A Slattery,NR,N/A,3,9-3,-,True,115,44
Cork Racing Results | 21st May 2024 17:50,N/A,17:50,Good,6f,Lanzerac (IRE),S Foley,0,Mrs J Harrington,8th,Neck,3,9-3,-,True,115,44
Cork Racing Results | 21st May 2024 17:50,N/A,17:50,Good,6f,Tobarnault (IRE),G M Ryan,0,M M McNiff,7th,8 1/2 l,3,9-8t,-,True,115,44
Cork Racing Results | 21st May 2024 17:50,N/A,17:50,Good,6f,Ringabella (IRE),W J Lee,0,K J Condon,6th,1 l,3,9-3t,-,True,115,44
Cork Racing Results | 21st May 2024 17:50,N/A,17:50,Good,6f,Cuban Confusion,L T McAteer,0,D Marnane,5th,1 3/4 l,3,9-8,-,True,115,44
Cork Racing Results | 21st May 2024 17:50,N/A,17:50,Good,6f,Always Love You,D Egan,0,A Murray,4th,Short Head,3,9-3t1,-,True,115,44
Cork Racing Results | 21st May 2024 17:50,N/A,17:50,Good,6f,Annie Edson Taylor,J A Heffernan,0,Kevin Coleman,3rd,3 1/4 l,3,9-3,-,True,115,44
Cork Racing Results | 21st May 2024 17:50,N/A,17:50,Good,6f,Dalva's Boys (IRE),B M Coen,0,R O'Brien,2nd,3/4 l,4,10-3,-,True,115,44
Cork Racing Results | 21st May 2024 17:50,N/A,17:50,Good,6f,Gerrit's Gem (IRE),S T McCullagh,3,K P Cotter,1st,N/A,4,10-3b1,-,True,115,44
Cork Racing Results | 21st May 2024 17:50,N/A,17:50,Good,6f,Ojw Legacy (IRE),A J Slattery,0,A Slattery,NR,N/A,3,9-3,-,True,115,44
Cork Racing Results | 21st May 2024 17:50,N/A,17:50,Good,6f,Lanzerac (IRE),S Foley,0,Mrs J Harrington,8th,Neck,3,9-3,-,True,115,44
Cork Racing Results | 21st May 2024 17:50,N/A,17:50,Good,6f,Tobarnault (IRE),G M Ryan,0,M M McNiff,7th,8 1/2 l,3,9-8t,-,True,115,44
Cork Racing Results | 21st May 2024 17:50,N/A,17:50,Good,6f,Ringabella (IRE),W J Lee,0,K J Condon,6th,1 l,3,9-3t,-,True,115,44
Cork Racing Results | 21st May 2024 17:50,N/A,17:50,Good,6f,Cuban Confusion,L T McAteer,0,D Marnane,5th,1 3/4 l,3,9-8,-,True,115,44
Cork Racing Results | 21st May 2024 17:50,N/A,17:50,Good,6f,Always Love You,D Egan,0,A Murray,4th,Short Head,3,9-3t1,-,True,115,44
