track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Dundalk Racing Results | 12th January 2024 17:45,N/A,17:45,Standard,1m,Dancing Leaves (IRE),P A Harnett,5,J P O'Brien,PU,N/A,3,9-3p1,-,True,98,11
Dundalk Racing Results | 12th January 2024 17:45,N/A,17:45,Standard,1m,Get Your Groove On (IRE),R P Cleary,0,Peter Maher,13th,11 l,3,9-3,-,True,98,11
Dundalk Racing Results | 12th January 2024 17:45,N/A,17:45,Standard,1m,Beyond Your Dreams (IRE),G P Halpin,0,J P O'Brien,12th,1/2 l,3,9-3,-,True,98,11
Dundalk Racing Results | 12th January 2024 17:45,N/A,17:45,Standard,1m,Holly Woods Dancer (IRE),Siobhan Rutledge,3,Joe Conlon,11th,3/4 l,3,9-3h1,-,True,98,11
Dundalk Racing Results | 12th January 2024 17:45,N/A,17:45,Standard,1m,Japanese Silk (IRE),J Cleary,7,Thomas Dowling,10th,2 1/4 l,3,9-3,-,True,98,11
Dundalk Racing Results | 12th January 2024 17:45,N/A,17:45,Standard,1m,Small Bucks (IRE),J J G Ryan,5,P W Flynn,9th,1 1/4 l,3,9-3,-,True,98,11
Dundalk Racing Results | 12th January 2024 17:45,N/A,17:45,Standard,1m,Still She Blooms,J Kearney,5,P Martin,8th,Neck,3,9-3,-,True,98,11
Dundalk Racing Results | 12th January 2024 17:45,N/A,17:45,Standard,1m,Flippity Flop (IRE),O McSweeney,5,L Comer,7th,1 3/4 l,3,9-3,-,True,98,11
Dundalk Racing Results | 12th January 2024 17:45,N/A,17:45,Standard,1m,Mm Dragonfly (IRE),N G McCullagh,0,M Halford & T Collins,6th,3 l,3,9-3,-,True,98,11
Dundalk Racing Results | 12th January 2024 17:45,N/A,17:45,Standard,1m,Copie Conforme (IRE),D W O'Connor,0,K Prendergast,4th,Dead Heat,3,9-3,-,True,98,11
Dundalk Racing Results | 12th January 2024 17:45,N/A,17:45,Standard,1m,Alabama Calling (IRE),R C Colgan,0,D Marnane,4th,3 l,3,9-3,-,True,98,11
Dundalk Racing Results | 12th January 2024 17:45,N/A,17:45,Standard,1m,Butterfly Bush (IRE),D E Sheehy,3,N Lupini,3rd,Short Head,3,9-3,-,True,98,11
Dundalk Racing Results | 12th January 2024 17:45,N/A,17:45,Standard,1m,Timana (IRE),S B Kelly,0,J P Murtagh,2nd,1 1/4 l,3,9-3,-,True,98,11
Dundalk Racing Results | 12th January 2024 17:45,N/A,17:45,Standard,1m,Beautiful Dawn (IRE),N M Crosse,0,J P O'Brien,1st,N/A,3,9-3,-,True,98,11
Dundalk Racing Results | 12th January 2024 17:45,N/A,17:45,Standard,1m,Dancing Leaves (IRE),P A Harnett,5,J P O'Brien,PU,N/A,3,9-3p1,-,True,98,11
Dundalk Racing Results | 12th January 2024 17:45,N/A,17:45,Standard,1m,Get Your Groove On (IRE),R P Cleary,0,Peter Maher,13th,11 l,3,9-3,-,True,98,11
Dundalk Racing Results | 12th January 2024 17:45,N/A,17:45,Standard,1m,Beyond Your Dreams (IRE),G P Halpin,0,J P O'Brien,12th,1/2 l,3,9-3,-,True,98,11
Dundalk Racing Results | 12th January 2024 17:45,N/A,17:45,Standard,1m,Holly Woods Dancer (IRE),Siobhan Rutledge,3,Joe Conlon,11th,3/4 l,3,9-3h1,-,True,98,11
Dundalk Racing Results | 12th January 2024 17:45,N/A,17:45,Standard,1m,Japanese Silk (IRE),J Cleary,7,Thomas Dowling,10th,2 1/4 l,3,9-3,-,True,98,11
Dundalk Racing Results | 12th January 2024 17:45,N/A,17:45,Standard,1m,Small Bucks (IRE),J J G Ryan,5,P W Flynn,9th,1 1/4 l,3,9-3,-,True,98,11
Dundalk Racing Results | 12th January 2024 17:45,N/A,17:45,Standard,1m,Still She Blooms,J Kearney,5,P Martin,8th,Neck,3,9-3,-,True,98,11
Dundalk Racing Results | 12th January 2024 17:45,N/A,17:45,Standard,1m,Flippity Flop (IRE),O McSweeney,5,L Comer,7th,1 3/4 l,3,9-3,-,True,98,11
Dundalk Racing Results | 12th January 2024 17:45,N/A,17:45,Standard,1m,Mm Dragonfly (IRE),N G McCullagh,0,M Halford & T Collins,6th,3 l,3,9-3,-,True,98,11
Dundalk Racing Results | 12th January 2024 17:45,N/A,17:45,Standard,1m,Copie Conforme (IRE),D W O'Connor,0,K Prendergast,4th,Dead Heat,3,9-3,-,True,98,11
Dundalk Racing Results | 12th January 2024 17:45,N/A,17:45,Standard,1m,Alabama Calling (IRE),R C Colgan,0,D Marnane,4th,3 l,3,9-3,-,True,98,11
Dundalk Racing Results | 12th January 2024 17:45,N/A,17:45,Standard,1m,Butterfly Bush (IRE),D E Sheehy,3,N Lupini,3rd,Short Head,3,9-3,-,True,98,11
Dundalk Racing Results | 12th January 2024 17:45,N/A,17:45,Standard,1m,Timana (IRE),S B Kelly,0,J P Murtagh,2nd,1 1/4 l,3,9-3,-,True,98,11
Dundalk Racing Results | 12th January 2024 17:45,N/A,17:45,Standard,1m,Beautiful Dawn (IRE),N M Crosse,0,J P O'Brien,1st,N/A,3,9-3,-,True,98,11
Dundalk Racing Results | 12th January 2024 18:15,N/A,18:15,Standard,1m,One Aim (IRE),P A Harnett,5,S G O'Donnell,NR,N/A,4,9-10,59,True,98,12
Dundalk Racing Results | 12th January 2024 18:15,N/A,18:15,Standard,1m,Knockmore Prince (IRE),N M Crosse,0,J C McConnell,NR,N/A,4,9-1,50,True,98,12
Dundalk Racing Results | 12th January 2024 18:15,N/A,18:15,Standard,1m,Miracles In May (IRE),A C Persse,7,M A Cahill,13th,27 l,9,9-3,52,True,98,12
Dundalk Racing Results | 12th January 2024 18:15,N/A,18:15,Standard,1m,Boskill Marie (IRE),J Kearney,5,P W Flynn,12th,1 1/2 l,4,10-0p1,63,True,98,12
Dundalk Racing Results | 12th January 2024 18:15,N/A,18:15,Standard,1m,Cold Cold Heart (IRE),O McSweeney,5,L Comer,11th,2 l,5,9-8h1,57,True,98,12
Dundalk Racing Results | 12th January 2024 18:15,N/A,18:15,Standard,1m,Snag It (IRE),G P Halpin,0,P J F Murphy,10th,1/2 l,7,9-13tp,62,True,98,12
Dundalk Racing Results | 12th January 2024 18:15,N/A,18:15,Standard,1m,Quick Blessing (IRE),R M Mulligan,10,C Moore,9th,2 3/4 l,4,10-2t,65,True,98,12
Dundalk Racing Results | 12th January 2024 18:15,N/A,18:15,Standard,1m,Hezahunk (IRE),C J MacRedmond,5,A McGuinness,8th,Nose,5,9-9,58,True,98,12
Dundalk Racing Results | 12th January 2024 18:15,N/A,18:15,Standard,1m,Hope And Innocence (IRE),J J G Ryan,5,T G McCourt,7th,2 3/4 l,4,9-7,56,True,98,12
Dundalk Racing Results | 12th January 2024 18:15,N/A,18:15,Standard,1m,Man Is King (IRE),J Cleary,7,Thomas Dowling,6th,Head,5,8-12,47,True,98,12
Dundalk Racing Results | 12th January 2024 18:15,N/A,18:15,Standard,1m,Humanitarian (USA),R P Cleary,0,J J Hanlon,5th,1 3/4 l,8,9-6t,55,True,98,12
Dundalk Racing Results | 12th January 2024 18:15,N/A,18:15,Standard,1m,Fleetfootsoldier (IRE),C M Hogan,7,Kevin Coleman,4th,3/4 l,4,10-1,64,True,98,12
Dundalk Racing Results | 12th January 2024 18:15,N/A,18:15,Standard,1m,Zahee (IRE),K G Kennedy,7,J C McConnell,3rd,1/2 l,9,9-8ht,57,True,98,12
Dundalk Racing Results | 12th January 2024 18:15,N/A,18:15,Standard,1m,Zero Fighter (IRE),D E Sheehy,3,E D Delany,2nd,Head,4,8-12p,47,True,98,12
Dundalk Racing Results | 12th January 2024 18:15,N/A,18:15,Standard,1m,Cousin Shay,Siobhan Rutledge,3,J C McConnell,1st,N/A,5,8-13,48,True,98,12
Dundalk Racing Results | 12th January 2024 18:15,N/A,18:15,Standard,1m,One Aim (IRE),P A Harnett,5,S G O'Donnell,NR,N/A,4,9-10,59,True,98,12
Dundalk Racing Results | 12th January 2024 18:15,N/A,18:15,Standard,1m,Knockmore Prince (IRE),N M Crosse,0,J C McConnell,NR,N/A,4,9-1,50,True,98,12
Dundalk Racing Results | 12th January 2024 18:15,N/A,18:15,Standard,1m,Miracles In May (IRE),A C Persse,7,M A Cahill,13th,27 l,9,9-3,52,True,98,12
Dundalk Racing Results | 12th January 2024 18:15,N/A,18:15,Standard,1m,Boskill Marie (IRE),J Kearney,5,P W Flynn,12th,1 1/2 l,4,10-0p1,63,True,98,12
Dundalk Racing Results | 12th January 2024 18:15,N/A,18:15,Standard,1m,Cold Cold Heart (IRE),O McSweeney,5,L Comer,11th,2 l,5,9-8h1,57,True,98,12
Dundalk Racing Results | 12th January 2024 18:15,N/A,18:15,Standard,1m,Snag It (IRE),G P Halpin,0,P J F Murphy,10th,1/2 l,7,9-13tp,62,True,98,12
Dundalk Racing Results | 12th January 2024 18:15,N/A,18:15,Standard,1m,Quick Blessing (IRE),R M Mulligan,10,C Moore,9th,2 3/4 l,4,10-2t,65,True,98,12
Dundalk Racing Results | 12th January 2024 18:15,N/A,18:15,Standard,1m,Hezahunk (IRE),C J MacRedmond,5,A McGuinness,8th,Nose,5,9-9,58,True,98,12
Dundalk Racing Results | 12th January 2024 18:15,N/A,18:15,Standard,1m,Hope And Innocence (IRE),J J G Ryan,5,T G McCourt,7th,2 3/4 l,4,9-7,56,True,98,12
Dundalk Racing Results | 12th January 2024 18:15,N/A,18:15,Standard,1m,Man Is King (IRE),J Cleary,7,Thomas Dowling,6th,Head,5,8-12,47,True,98,12
Dundalk Racing Results | 12th January 2024 18:15,N/A,18:15,Standard,1m,Humanitarian (USA),R P Cleary,0,J J Hanlon,5th,1 3/4 l,8,9-6t,55,True,98,12
Dundalk Racing Results | 12th January 2024 18:15,N/A,18:15,Standard,1m,Fleetfootsoldier (IRE),C M Hogan,7,Kevin Coleman,4th,3/4 l,4,10-1,64,True,98,12
Dundalk Racing Results | 12th January 2024 18:15,N/A,18:15,Standard,1m,Zahee (IRE),K G Kennedy,7,J C McConnell,3rd,1/2 l,9,9-8ht,57,True,98,12
Dundalk Racing Results | 12th January 2024 18:15,N/A,18:15,Standard,1m,Zero Fighter (IRE),D E Sheehy,3,E D Delany,2nd,Head,4,8-12p,47,True,98,12
Dundalk Racing Results | 12th January 2024 18:15,N/A,18:15,Standard,1m,Cousin Shay,Siobhan Rutledge,3,J C McConnell,1st,N/A,5,8-13,48,True,98,12
Dundalk Racing Results | 12th January 2024 18:45,N/A,18:45,Standard,1m,Mister X (IRE),D W O'Connor,0,J C McConnell,14th,34 l,4,9-11t,60,True,98,13
Dundalk Racing Results | 12th January 2024 18:45,N/A,18:45,Standard,1m,Alfarida (IRE),P A Harnett,5,A Slattery,13th,Neck,4,9-7,56,True,98,13
Dundalk Racing Results | 12th January 2024 18:45,N/A,18:45,Standard,1m,Nyla Rua (IRE),Siobhan Rutledge,3,J C McConnell,12th,1 3/4 l,5,8-12p,47,True,98,13
Dundalk Racing Results | 12th January 2024 18:45,N/A,18:45,Standard,1m,Chancey Approach (IRE),R M Mulligan,10,M Kelly,11th,3 1/4 l,5,8-12tv1,47,True,98,13
Dundalk Racing Results | 12th January 2024 18:45,N/A,18:45,Standard,1m,Arthur's Victory (IRE),S P Davis,0,J Nash,10th,1 1/4 l,6,9-13,62,True,98,13
Dundalk Racing Results | 12th January 2024 18:45,N/A,18:45,Standard,1m,Airgead (IRE),J J G Ryan,5,Mrs P Dobbs,9th,Head,8,9-2b,51,True,98,13
Dundalk Racing Results | 12th January 2024 18:45,N/A,18:45,Standard,1m,Arbaawi (IRE),Alyse Jane Clarke,10,T G McCourt,8th,1 3/4 l,4,10-1,64,True,98,13
Dundalk Racing Results | 12th January 2024 18:45,N/A,18:45,Standard,1m,Kudbegood (IRE),G P Halpin,0,P J F Murphy,7th,1/2 l,9,9-0p,49,True,98,13
Dundalk Racing Results | 12th January 2024 18:45,N/A,18:45,Standard,1m,Fahari (IRE),C J MacRedmond,5,A McGuinness,6th,3/4 l,4,9-7,56,True,98,13
Dundalk Racing Results | 12th January 2024 18:45,N/A,18:45,Standard,1m,Cherry Pink (IRE),N G McCullagh,0,M Halford & T Collins,5th,1/2 l,4,8-13b,48,True,98,13
Dundalk Racing Results | 12th January 2024 18:45,N/A,18:45,Standard,1m,Hale Bopp (IRE),R C Colgan,0,R Donohoe,4th,1/2 l,6,9-11,60,True,98,13
Dundalk Racing Results | 12th January 2024 18:45,N/A,18:45,Standard,1m,Suityourselfboss (IRE),K G Kennedy,7,M J Browne,3rd,1 l,5,8-12p1,47,True,98,13
Dundalk Racing Results | 12th January 2024 18:45,N/A,18:45,Standard,1m,Tara Power (IRE),C D Maxwell,0,K H Clarke,2nd,1/2 l,6,8-12,47,True,98,13
Dundalk Racing Results | 12th January 2024 18:45,N/A,18:45,Standard,1m,Gatsby Cap (IRE),N M Crosse,0,J C McConnell,1st,N/A,8,8-12tp,47,True,98,13
Dundalk Racing Results | 12th January 2024 18:45,N/A,18:45,Standard,1m,Mister X (IRE),D W O'Connor,0,J C McConnell,14th,34 l,4,9-11t,60,True,98,13
Dundalk Racing Results | 12th January 2024 18:45,N/A,18:45,Standard,1m,Alfarida (IRE),P A Harnett,5,A Slattery,13th,Neck,4,9-7,56,True,98,13
Dundalk Racing Results | 12th January 2024 18:45,N/A,18:45,Standard,1m,Nyla Rua (IRE),Siobhan Rutledge,3,J C McConnell,12th,1 3/4 l,5,8-12p,47,True,98,13
Dundalk Racing Results | 12th January 2024 18:45,N/A,18:45,Standard,1m,Chancey Approach (IRE),R M Mulligan,10,M Kelly,11th,3 1/4 l,5,8-12tv1,47,True,98,13
Dundalk Racing Results | 12th January 2024 18:45,N/A,18:45,Standard,1m,Arthur's Victory (IRE),S P Davis,0,J Nash,10th,1 1/4 l,6,9-13,62,True,98,13
Dundalk Racing Results | 12th January 2024 18:45,N/A,18:45,Standard,1m,Airgead (IRE),J J G Ryan,5,Mrs P Dobbs,9th,Head,8,9-2b,51,True,98,13
Dundalk Racing Results | 12th January 2024 18:45,N/A,18:45,Standard,1m,Arbaawi (IRE),Alyse Jane Clarke,10,T G McCourt,8th,1 3/4 l,4,10-1,64,True,98,13
Dundalk Racing Results | 12th January 2024 18:45,N/A,18:45,Standard,1m,Kudbegood (IRE),G P Halpin,0,P J F Murphy,7th,1/2 l,9,9-0p,49,True,98,13
Dundalk Racing Results | 12th January 2024 18:45,N/A,18:45,Standard,1m,Fahari (IRE),C J MacRedmond,5,A McGuinness,6th,3/4 l,4,9-7,56,True,98,13
Dundalk Racing Results | 12th January 2024 18:45,N/A,18:45,Standard,1m,Cherry Pink (IRE),N G McCullagh,0,M Halford & T Collins,5th,1/2 l,4,8-13b,48,True,98,13
Dundalk Racing Results | 12th January 2024 18:45,N/A,18:45,Standard,1m,Hale Bopp (IRE),R C Colgan,0,R Donohoe,4th,1/2 l,6,9-11,60,True,98,13
Dundalk Racing Results | 12th January 2024 18:45,N/A,18:45,Standard,1m,Suityourselfboss (IRE),K G Kennedy,7,M J Browne,3rd,1 l,5,8-12p1,47,True,98,13
Dundalk Racing Results | 12th January 2024 18:45,N/A,18:45,Standard,1m,Tara Power (IRE),C D Maxwell,0,K H Clarke,2nd,1/2 l,6,8-12,47,True,98,13
Dundalk Racing Results | 12th January 2024 18:45,N/A,18:45,Standard,1m,Gatsby Cap (IRE),N M Crosse,0,J C McConnell,1st,N/A,8,8-12tp,47,True,98,13
N/A,N/A,12:12,Soft (Yielding To Soft In Places),2m,Nara (FR),M P Walsh,0,H De Bromhead,NR,N/A,4,10-12,-,True,98,15
N/A,N/A,12:12,Soft (Yielding To Soft In Places),2m,Imadpour (IRE),D P Maxwell,7,A McNamara,7th,65 l,4,11-0,-,True,98,15
N/A,N/A,12:12,Soft (Yielding To Soft In Places),2m,Jupiter Rock (IRE),D King,3,D Hogan,6th,39 l,4,11-0,-,True,98,15
N/A,N/A,12:12,Soft (Yielding To Soft In Places),2m,Immutable (IRE),M J M O'Sullivan,0,J G Murphy,5th,37 l,4,11-0,-,True,98,15
N/A,N/A,12:12,Soft (Yielding To Soft In Places),2m,Trustyourinstinct (IRE),S D Torrens,0,J P O'Brien,4th,8 1/2 l,4,11-0h1,-,True,98,15
N/A,N/A,12:12,Soft (Yielding To Soft In Places),2m,Ndaawi,J W Kennedy,0,G Elliott,3rd,1 1/4 l,4,11-0,-,True,98,15
N/A,N/A,12:12,Soft (Yielding To Soft In Places),2m,Karia Des Blaises (FR),D E Mullins,0,W P Mullins,2nd,2 1/4 l,4,10-12,-,True,98,15
N/A,N/A,12:12,Soft (Yielding To Soft In Places),2m,Miss Manzor,P Townend,0,W P Mullins,1st,N/A,4,10-12,-,True,98,15
N/A,N/A,12:12,Soft (Yielding To Soft In Places),2m,Nara (FR),M P Walsh,0,H De Bromhead,NR,N/A,4,10-12,-,True,98,15
N/A,N/A,12:12,Soft (Yielding To Soft In Places),2m,Imadpour (IRE),D P Maxwell,7,A McNamara,7th,65 l,4,11-0,-,True,98,15
N/A,N/A,12:12,Soft (Yielding To Soft In Places),2m,Jupiter Rock (IRE),D King,3,D Hogan,6th,39 l,4,11-0,-,True,98,15
N/A,N/A,12:12,Soft (Yielding To Soft In Places),2m,Immutable (IRE),M J M O'Sullivan,0,J G Murphy,5th,37 l,4,11-0,-,True,98,15
N/A,N/A,12:12,Soft (Yielding To Soft In Places),2m,Trustyourinstinct (IRE),S D Torrens,0,J P O'Brien,4th,8 1/2 l,4,11-0h1,-,True,98,15
N/A,N/A,12:12,Soft (Yielding To Soft In Places),2m,Ndaawi,J W Kennedy,0,G Elliott,3rd,1 1/4 l,4,11-0,-,True,98,15
N/A,N/A,12:12,Soft (Yielding To Soft In Places),2m,Karia Des Blaises (FR),D E Mullins,0,W P Mullins,2nd,2 1/4 l,4,10-12,-,True,98,15
N/A,N/A,12:12,Soft (Yielding To Soft In Places),2m,Miss Manzor,P Townend,0,W P Mullins,1st,N/A,4,10-12,-,True,98,15
N/A,N/A,13:22,Soft (Yielding To Soft In Places),3m,Gortmillish (FR),J W Kennedy,0,G Elliott,10th,25 l,8,11-8p1,123,True,98,17
N/A,N/A,13:22,Soft (Yielding To Soft In Places),3m,Where's Frankie (IRE),D Meyler,0,K Thornton,9th,13 l,8,10-10,111,True,98,17
N/A,N/A,13:22,Soft (Yielding To Soft In Places),3m,Pinyon Jay (FR),D J Gilligan,5,G Elliott,8th,17 l,5,11-12p,127,True,98,17
N/A,N/A,13:22,Soft (Yielding To Soft In Places),3m,It Could Be You (IRE),D E Mullins,0,T Mullins,7th,1 l,10,10-3tb1,104,True,98,17
N/A,N/A,13:22,Soft (Yielding To Soft In Places),3m,Ballyadam Destiny,D King,3,D Hogan,6th,1 l,10,11-0p,115,True,98,17
N/A,N/A,13:22,Soft (Yielding To Soft In Places),3m,Party Playboy (GER),P J O'Hanlon,3,D A McLoughlin,5th,3 3/4 l,10,11-3,118,True,98,17
N/A,N/A,13:22,Soft (Yielding To Soft In Places),3m,Waittillitellyou (IRE),P T Enright,0,E Cawley,4th,3 3/4 l,10,11-0t,115,True,98,17
N/A,N/A,13:22,Soft (Yielding To Soft In Places),3m,Prince Palace (FR),J S McGarvey,0,P A Fahy,3rd,1 1/2 l,6,11-1,116,True,98,17
N/A,N/A,13:22,Soft (Yielding To Soft In Places),3m,Castle Field Boy (IRE),M J M O'Sullivan,0,Patrick T Foley,2nd,1 3/4 l,8,11-8t,123,True,98,17
N/A,N/A,13:22,Soft (Yielding To Soft In Places),3m,Mint Boy (IRE),K M Donoghue,0,G P Cromwell,1st,N/A,6,11-11,126,True,98,17
N/A,N/A,13:22,Soft (Yielding To Soft In Places),3m,Gortmillish (FR),J W Kennedy,0,G Elliott,10th,25 l,8,11-8p1,123,True,98,17
N/A,N/A,13:22,Soft (Yielding To Soft In Places),3m,Where's Frankie (IRE),D Meyler,0,K Thornton,9th,13 l,8,10-10,111,True,98,17
N/A,N/A,13:22,Soft (Yielding To Soft In Places),3m,Pinyon Jay (FR),D J Gilligan,5,G Elliott,8th,17 l,5,11-12p,127,True,98,17
N/A,N/A,13:22,Soft (Yielding To Soft In Places),3m,It Could Be You (IRE),D E Mullins,0,T Mullins,7th,1 l,10,10-3tb1,104,True,98,17
N/A,N/A,13:22,Soft (Yielding To Soft In Places),3m,Ballyadam Destiny,D King,3,D Hogan,6th,1 l,10,11-0p,115,True,98,17
N/A,N/A,13:22,Soft (Yielding To Soft In Places),3m,Party Playboy (GER),P J O'Hanlon,3,D A McLoughlin,5th,3 3/4 l,10,11-3,118,True,98,17
N/A,N/A,13:22,Soft (Yielding To Soft In Places),3m,Waittillitellyou (IRE),P T Enright,0,E Cawley,4th,3 3/4 l,10,11-0t,115,True,98,17
N/A,N/A,13:22,Soft (Yielding To Soft In Places),3m,Prince Palace (FR),J S McGarvey,0,P A Fahy,3rd,1 1/2 l,6,11-1,116,True,98,17
N/A,N/A,13:22,Soft (Yielding To Soft In Places),3m,Castle Field Boy (IRE),M J M O'Sullivan,0,Patrick T Foley,2nd,1 3/4 l,8,11-8t,123,True,98,17
N/A,N/A,13:22,Soft (Yielding To Soft In Places),3m,Mint Boy (IRE),K M Donoghue,0,G P Cromwell,1st,N/A,6,11-11,126,True,98,17
N/A,N/A,13:57,Soft (Yielding To Soft In Places),2m 1f 60y,Roseys Hollow (IRE),S D Torrens,0,Jonathan Sweeney,F,N/A,10,10-0p1,127,True,98,18
N/A,N/A,13:57,Soft (Yielding To Soft In Places),2m 1f 60y,Grange Walk (IRE),D King,3,J P Ryan,10th,12 l,9,10-12b,139,True,98,18
N/A,N/A,13:57,Soft (Yielding To Soft In Places),2m 1f 60y,Fighting Fit,M P Walsh,0,J P Dempsey,9th,12 l,9,11-3tp,144,True,98,18
N/A,N/A,13:57,Soft (Yielding To Soft In Places),2m 1f 60y,Whiskeywealth (IRE),P T Enright,0,T O'Brien,8th,2 1/4 l,8,10-0,127,True,98,18
N/A,N/A,13:57,Soft (Yielding To Soft In Places),2m 1f 60y,Grey Diamond (FR),J W Kennedy,0,G Elliott,7th,12 l,10,10-11t,138,True,98,18
N/A,N/A,13:57,Soft (Yielding To Soft In Places),2m 1f 60y,Dancing On My Own (IRE),Rachael Blackmore,0,H De Bromhead,6th,2 l,10,11-12t,153,True,98,18
N/A,N/A,13:57,Soft (Yielding To Soft In Places),2m 1f 60y,Chavez (IRE),D E Mullins,0,W P Mullins,5th,4 1/4 l,8,10-5,132,True,98,18
N/A,N/A,13:57,Soft (Yielding To Soft In Places),2m 1f 60y,Saint Roi (FR),J S McGarvey,0,W P Mullins,4th,2 l,9,11-10t,151,True,98,18
N/A,N/A,13:57,Soft (Yielding To Soft In Places),2m 1f 60y,Letsbeclearaboutit (IRE),K M Donoghue,0,G P Cromwell,3rd,2 l,9,11-9,150,True,98,18
N/A,N/A,13:57,Soft (Yielding To Soft In Places),2m 1f 60y,Lucid Dreams (IRE),L Quinlan,5,J P Ryan,2nd,3 3/4 l,9,11-1,142,True,98,18
N/A,N/A,13:57,Soft (Yielding To Soft In Places),2m 1f 60y,Uncle Phil (IRE),P Townend,0,W P Mullins,1st,N/A,7,10-12ht,139,True,98,18
N/A,N/A,13:57,Soft (Yielding To Soft In Places),2m 1f 60y,Roseys Hollow (IRE),S D Torrens,0,Jonathan Sweeney,F,N/A,10,10-0p1,127,True,98,18
N/A,N/A,13:57,Soft (Yielding To Soft In Places),2m 1f 60y,Grange Walk (IRE),D King,3,J P Ryan,10th,12 l,9,10-12b,139,True,98,18
N/A,N/A,13:57,Soft (Yielding To Soft In Places),2m 1f 60y,Fighting Fit,M P Walsh,0,J P Dempsey,9th,12 l,9,11-3tp,144,True,98,18
N/A,N/A,13:57,Soft (Yielding To Soft In Places),2m 1f 60y,Whiskeywealth (IRE),P T Enright,0,T O'Brien,8th,2 1/4 l,8,10-0,127,True,98,18
N/A,N/A,13:57,Soft (Yielding To Soft In Places),2m 1f 60y,Grey Diamond (FR),J W Kennedy,0,G Elliott,7th,12 l,10,10-11t,138,True,98,18
N/A,N/A,13:57,Soft (Yielding To Soft In Places),2m 1f 60y,Dancing On My Own (IRE),Rachael Blackmore,0,H De Bromhead,6th,2 l,10,11-12t,153,True,98,18
N/A,N/A,13:57,Soft (Yielding To Soft In Places),2m 1f 60y,Chavez (IRE),D E Mullins,0,W P Mullins,5th,4 1/4 l,8,10-5,132,True,98,18
N/A,N/A,13:57,Soft (Yielding To Soft In Places),2m 1f 60y,Saint Roi (FR),J S McGarvey,0,W P Mullins,4th,2 l,9,11-10t,151,True,98,18
N/A,N/A,13:57,Soft (Yielding To Soft In Places),2m 1f 60y,Letsbeclearaboutit (IRE),K M Donoghue,0,G P Cromwell,3rd,2 l,9,11-9,150,True,98,18
N/A,N/A,13:57,Soft (Yielding To Soft In Places),2m 1f 60y,Lucid Dreams (IRE),L Quinlan,5,J P Ryan,2nd,3 3/4 l,9,11-1,142,True,98,18
N/A,N/A,13:57,Soft (Yielding To Soft In Places),2m 1f 60y,Uncle Phil (IRE),P Townend,0,W P Mullins,1st,N/A,7,10-12ht,139,True,98,18
N/A,N/A,14:32,Soft (Yielding To Soft In Places),2m 1f 60y,Malton Groove (IRE),D J Gilligan,5,G Elliott,7th,5 1/2 l,7,11-12,-,True,98,19
N/A,N/A,14:32,Soft (Yielding To Soft In Places),2m 1f 60y,Burru (IRE),S F O'Keeffe,0,Bernard Crowley,6th,11 l,6,11-12h,-,True,98,19
N/A,N/A,14:32,Soft (Yielding To Soft In Places),2m 1f 60y,Byker (IRE),P T Enright,0,C Byrnes,5th,19 l,5,11-8p,-,True,98,19
N/A,N/A,14:32,Soft (Yielding To Soft In Places),2m 1f 60y,Polo Lounge (IRE),D E Mullins,0,W P Mullins,4th,4 l,7,11-12t,-,True,98,19
N/A,N/A,14:32,Soft (Yielding To Soft In Places),2m 1f 60y,Firm Footings (IRE),J W Kennedy,0,G Elliott,3rd,7 l,6,11-12,-,True,98,19
N/A,N/A,14:32,Soft (Yielding To Soft In Places),2m 1f 60y,Path D'oroux (FR),K M Donoghue,0,G P Cromwell,2nd,10 l,7,11-12t,-,True,98,19
N/A,N/A,14:32,Soft (Yielding To Soft In Places),2m 1f 60y,Hunters Yarn (IRE),P Townend,0,W P Mullins,1st,N/A,7,11-12,-,True,98,19
N/A,N/A,14:32,Soft (Yielding To Soft In Places),2m 1f 60y,Malton Groove (IRE),D J Gilligan,5,G Elliott,7th,5 1/2 l,7,11-12,-,True,98,19
N/A,N/A,14:32,Soft (Yielding To Soft In Places),2m 1f 60y,Burru (IRE),S F O'Keeffe,0,Bernard Crowley,6th,11 l,6,11-12h,-,True,98,19
N/A,N/A,14:32,Soft (Yielding To Soft In Places),2m 1f 60y,Byker (IRE),P T Enright,0,C Byrnes,5th,19 l,5,11-8p,-,True,98,19
N/A,N/A,14:32,Soft (Yielding To Soft In Places),2m 1f 60y,Polo Lounge (IRE),D E Mullins,0,W P Mullins,4th,4 l,7,11-12t,-,True,98,19
N/A,N/A,14:32,Soft (Yielding To Soft In Places),2m 1f 60y,Firm Footings (IRE),J W Kennedy,0,G Elliott,3rd,7 l,6,11-12,-,True,98,19
N/A,N/A,14:32,Soft (Yielding To Soft In Places),2m 1f 60y,Path D'oroux (FR),K M Donoghue,0,G P Cromwell,2nd,10 l,7,11-12t,-,True,98,19
N/A,N/A,14:32,Soft (Yielding To Soft In Places),2m 1f 60y,Hunters Yarn (IRE),P Townend,0,W P Mullins,1st,N/A,7,11-12,-,True,98,19
N/A,N/A,15:07,Soft (Yielding To Soft In Places),2m 5f 175y,Hands Of Gold (IRE),R A Doyle,0,A L T Moore,6th,28 l,6,11-10,-,True,98,20
