track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Roscommon Racing Results | 4th July 2022 18:30,N/A,18:30,Good,2m 4f,Back The West (IRE),Gavin Peter Brouder,5,I. Madden,6th,14 l,7,11-0,-,True,6,47
Roscommon Racing Results | 4th July 2022 18:30,N/A,18:30,Good,2m 4f,Rockanrye (IRE),M. M. McDonagh,5,Sean O. O'Brien,5th,9 l,6,11-0,-,True,6,47
Roscommon Racing Results | 4th July 2022 18:30,N/A,18:30,Good,2m 4f,Granny Lowrie (IRE),Jack Doyle,0,P. M. J. Doyle,4th,1 1/2 l,7,11-0,-,True,6,47
Roscommon Racing Results | 4th July 2022 18:30,N/A,18:30,Good,2m 4f,Desert Friend (IRE),Donagh Meyler,0,Denis Hogan,3rd,4 1/2 l,6,11-2,-,True,6,47
Roscommon Racing Results | 4th July 2022 18:30,N/A,18:30,Good,2m 4f,Dovlator (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,2nd,1 1/4 l,6,11-2,-,True,6,47
Roscommon Racing Results | 4th July 2022 18:30,N/A,18:30,Good,2m 4f,Salvador Ziggy (IRE),J. W. Kennedy,0,Gordon Elliott,1st,N/A,6,11-8,-,True,6,47
Roscommon Racing Results | 4th July 2022 18:30,N/A,18:30,Good,2m 4f,Runway Queen,R. J. Condon,7,Anthony McCann,F,N/A,4,10-9,-,True,6,47
Roscommon Racing Results | 4th July 2022 18:30,N/A,18:30,Good,2m 4f,Ballybaun Star (IRE),D. J. O'Keeffe,0,T. Gibney,7th,17 l,5,11-0t,-,True,6,47
Roscommon Racing Results | 4th July 2022 18:30,N/A,18:30,Good,2m 4f,Back The West (IRE),Gavin Peter Brouder,5,I. Madden,6th,14 l,7,11-0,-,True,6,47
Roscommon Racing Results | 4th July 2022 18:30,N/A,18:30,Good,2m 4f,Rockanrye (IRE),M. M. McDonagh,5,Sean O. O'Brien,5th,9 l,6,11-0,-,True,6,47
Roscommon Racing Results | 4th July 2022 18:30,N/A,18:30,Good,2m 4f,Granny Lowrie (IRE),Jack Doyle,0,P. M. J. Doyle,4th,1 1/2 l,7,11-0,-,True,6,47
Roscommon Racing Results | 4th July 2022 18:30,N/A,18:30,Good,2m 4f,Desert Friend (IRE),Donagh Meyler,0,Denis Hogan,3rd,4 1/2 l,6,11-2,-,True,6,47
Roscommon Racing Results | 4th July 2022 18:30,N/A,18:30,Good,2m 4f,Dovlator (IRE),Patrick O'Hanlon,5,Dermot Anthony McLoughlin,2nd,1 1/4 l,6,11-2,-,True,6,47
Roscommon Racing Results | 4th July 2022 18:30,N/A,18:30,Good,2m 4f,Salvador Ziggy (IRE),J. W. Kennedy,0,Gordon Elliott,1st,N/A,6,11-8,-,True,6,47
Roscommon Racing Results | 4th July 2022 19:00,N/A,19:00,Good,1m 7f 90y,Willie Bob (IRE),Jack Foley,3,Michael P. Hourigan,F,N/A,5,11-4,-,True,6,48
Roscommon Racing Results | 4th July 2022 19:00,N/A,19:00,Good,1m 7f 90y,Outa Karney (IRE),D. J. O'Keeffe,0,Muredach Kelly,F,N/A,5,10-11,-,True,6,48
Roscommon Racing Results | 4th July 2022 19:00,N/A,19:00,Good,1m 7f 90y,Milfordfourthree (IRE),J. J. Slevin,0,William O'Doherty,13th,14 l,6,10-11,-,True,6,48
Roscommon Racing Results | 4th July 2022 19:00,N/A,19:00,Good,1m 7f 90y,Eclipseofardkilly (IRE),Donagh Meyler,0,Ruaidhri Tierney,12th,1 l,5,10-11h1,-,True,6,48
Roscommon Racing Results | 4th July 2022 19:00,N/A,19:00,Good,1m 7f 90y,Comeinifyelike (IRE),Phillip Enright,0,S. Curling,11th,15 l,5,11-4,-,True,6,48
Roscommon Racing Results | 4th July 2022 19:00,N/A,19:00,Good,1m 7f 90y,Artemis Angel (IRE),K. C. Sexton,0,Peter Fahey,10th,1 l,5,10-11,-,True,6,48
Roscommon Racing Results | 4th July 2022 19:00,N/A,19:00,Good,1m 7f 90y,Wasini Island (IRE),J. P. O'Sullivan,5,P. J. Rothwell,9th,5 1/2 l,5,11-4,-,True,6,48
Roscommon Racing Results | 4th July 2022 19:00,N/A,19:00,Good,1m 7f 90y,Qatar Spirit (FR),C. M. Quirke,7,Timothy Cleary,8th,5 l,8,11-12,-,True,6,48
Roscommon Racing Results | 4th July 2022 19:00,N/A,19:00,Good,1m 7f 90y,Crystal Pool (IRE),Jack G. Gilligan,7,Patrick Martin,7th,13 l,7,11-5ht,-,True,6,48
Roscommon Racing Results | 4th July 2022 19:00,N/A,19:00,Good,1m 7f 90y,Calahill (IRE),Jordan Colin Gainford,0,Cian Michael Collins,6th,7 1/2 l,7,11-4t,-,True,6,48
Roscommon Racing Results | 4th July 2022 19:00,N/A,19:00,Good,1m 7f 90y,Big Island (IRE),D. E. Mullins,0,W. J. Lanigan,5th,9 1/2 l,5,11-12,-,True,6,48
Roscommon Racing Results | 4th July 2022 19:00,N/A,19:00,Good,1m 7f 90y,Bears Hug (IRE),R. J. Condon,7,Adrian Sexton,4th,3 l,4,11-8,-,True,6,48
Roscommon Racing Results | 4th July 2022 19:00,N/A,19:00,Good,1m 7f 90y,Freddie Robdal (IRE),Rachael Blackmore,0,Henry de Bromhead,3rd,14 l,5,11-4,-,True,6,48
Roscommon Racing Results | 4th July 2022 19:00,N/A,19:00,Good,1m 7f 90y,Hisnameis Mrdevitt (IRE),Sean Flanagan,0,Peter Fahey,2nd,2 1/4 l,5,11-12h,-,True,6,48
Roscommon Racing Results | 4th July 2022 19:00,N/A,19:00,Good,1m 7f 90y,Amir Kabir,J. W. Kennedy,0,Gordon Elliott,1st,N/A,5,11-12,-,True,6,48
Roscommon Racing Results | 4th July 2022 19:00,N/A,19:00,Good,1m 7f 90y,Willie Bob (IRE),Jack Foley,3,Michael P. Hourigan,F,N/A,5,11-4,-,True,6,48
Roscommon Racing Results | 4th July 2022 19:00,N/A,19:00,Good,1m 7f 90y,Outa Karney (IRE),D. J. O'Keeffe,0,Muredach Kelly,F,N/A,5,10-11,-,True,6,48
Roscommon Racing Results | 4th July 2022 19:00,N/A,19:00,Good,1m 7f 90y,Milfordfourthree (IRE),J. J. Slevin,0,William O'Doherty,13th,14 l,6,10-11,-,True,6,48
Roscommon Racing Results | 4th July 2022 19:00,N/A,19:00,Good,1m 7f 90y,Eclipseofardkilly (IRE),Donagh Meyler,0,Ruaidhri Tierney,12th,1 l,5,10-11h1,-,True,6,48
Roscommon Racing Results | 4th July 2022 19:00,N/A,19:00,Good,1m 7f 90y,Comeinifyelike (IRE),Phillip Enright,0,S. Curling,11th,15 l,5,11-4,-,True,6,48
Roscommon Racing Results | 4th July 2022 19:00,N/A,19:00,Good,1m 7f 90y,Artemis Angel (IRE),K. C. Sexton,0,Peter Fahey,10th,1 l,5,10-11,-,True,6,48
Roscommon Racing Results | 4th July 2022 19:00,N/A,19:00,Good,1m 7f 90y,Wasini Island (IRE),J. P. O'Sullivan,5,P. J. Rothwell,9th,5 1/2 l,5,11-4,-,True,6,48
Roscommon Racing Results | 4th July 2022 19:00,N/A,19:00,Good,1m 7f 90y,Qatar Spirit (FR),C. M. Quirke,7,Timothy Cleary,8th,5 l,8,11-12,-,True,6,48
Roscommon Racing Results | 4th July 2022 19:00,N/A,19:00,Good,1m 7f 90y,Crystal Pool (IRE),Jack G. Gilligan,7,Patrick Martin,7th,13 l,7,11-5ht,-,True,6,48
Roscommon Racing Results | 4th July 2022 19:00,N/A,19:00,Good,1m 7f 90y,Calahill (IRE),Jordan Colin Gainford,0,Cian Michael Collins,6th,7 1/2 l,7,11-4t,-,True,6,48
Roscommon Racing Results | 4th July 2022 19:00,N/A,19:00,Good,1m 7f 90y,Big Island (IRE),D. E. Mullins,0,W. J. Lanigan,5th,9 1/2 l,5,11-12,-,True,6,48
Roscommon Racing Results | 4th July 2022 19:00,N/A,19:00,Good,1m 7f 90y,Bears Hug (IRE),R. J. Condon,7,Adrian Sexton,4th,3 l,4,11-8,-,True,6,48
Roscommon Racing Results | 4th July 2022 19:00,N/A,19:00,Good,1m 7f 90y,Freddie Robdal (IRE),Rachael Blackmore,0,Henry de Bromhead,3rd,14 l,5,11-4,-,True,6,48
Roscommon Racing Results | 4th July 2022 19:00,N/A,19:00,Good,1m 7f 90y,Hisnameis Mrdevitt (IRE),Sean Flanagan,0,Peter Fahey,2nd,2 1/4 l,5,11-12h,-,True,6,48
Roscommon Racing Results | 4th July 2022 19:00,N/A,19:00,Good,1m 7f 90y,Amir Kabir,J. W. Kennedy,0,Gordon Elliott,1st,N/A,5,11-12,-,True,6,48
Roscommon Racing Results | 4th July 2022 19:30,N/A,19:30,Good,1m 7f 90y,Rebellito (FR),Shane Fenelon,7,John Joseph Hanlon,PU,N/A,8,12-0,102,True,6,49
Roscommon Racing Results | 4th July 2022 19:30,N/A,19:30,Good,1m 7f 90y,Dixon Line,R. J. Condon,7,Adrian Sexton,PU,N/A,4,11-8,100,True,6,49
Roscommon Racing Results | 4th July 2022 19:30,N/A,19:30,Good,1m 7f 90y,Gallic Boy (IRE),D. E. Mullins,0,John O. Clifford,PU,N/A,7,11-7,95,True,6,49
Roscommon Racing Results | 4th July 2022 19:30,N/A,19:30,Good,1m 7f 90y,Jesina (IRE),S. F. O'Keeffe,0,Mrs J. Harrington,10th,17 l,6,11-8,96,True,6,49
Roscommon Racing Results | 4th July 2022 19:30,N/A,19:30,Good,1m 7f 90y,Just For Yuse (IRE),D. J. O'Keeffe,0,T. G. McCourt,9th,7 1/2 l,4,11-6,98,True,6,49
Roscommon Racing Results | 4th July 2022 19:30,N/A,19:30,Good,1m 7f 90y,Gondor (IRE),B. Hayes,0,Colm A. Murphy,8th,2 1/2 l,7,11-9t1,97,True,6,49
Roscommon Racing Results | 4th July 2022 19:30,N/A,19:30,Good,1m 7f 90y,Massons Castle,C. D. Maxwell,0,Dermot Anthony McLoughlin,7th,25 l,7,11-7,95,True,6,49
Roscommon Racing Results | 4th July 2022 19:30,N/A,19:30,Good,1m 7f 90y,Ballinlough Gale (IRE),Patrick O'Hanlon,5,Patrick Martin,6th,7 1/2 l,5,11-11ht,99,True,6,49
Roscommon Racing Results | 4th July 2022 19:30,N/A,19:30,Good,1m 7f 90y,Vale Of Glory (IRE),Eoin G. Kelly,0,Adrian Murray,5th,5 1/2 l,7,11-9t,97,True,6,49
Roscommon Racing Results | 4th July 2022 19:30,N/A,19:30,Good,1m 7f 90y,Temptationinmilan (IRE),Phillip Enright,0,Charles Byrnes,4th,1 1/2 l,6,11-11,99,True,6,49
Roscommon Racing Results | 4th July 2022 19:30,N/A,19:30,Good,1m 7f 90y,Makfils (FR),Rachael Blackmore,0,Henry de Bromhead,3rd,1/2 l,5,11-10t,98,True,6,49
Roscommon Racing Results | 4th July 2022 19:30,N/A,19:30,Good,1m 7f 90y,Presenting Lad (IRE),G. B. Noonan,0,Mark McNiff,2nd,2 3/4 l,6,11-7t,95,True,6,49
Roscommon Racing Results | 4th July 2022 19:30,N/A,19:30,Good,1m 7f 90y,Petrol Head (IRE),Keith Donoghue,0,Ronan M. P. McNally,1st,N/A,6,11-7,95,True,6,49
Roscommon Racing Results | 4th July 2022 19:30,N/A,19:30,Good,1m 7f 90y,Rebellito (FR),Shane Fenelon,7,John Joseph Hanlon,PU,N/A,8,12-0,102,True,6,49
Roscommon Racing Results | 4th July 2022 19:30,N/A,19:30,Good,1m 7f 90y,Dixon Line,R. J. Condon,7,Adrian Sexton,PU,N/A,4,11-8,100,True,6,49
Roscommon Racing Results | 4th July 2022 19:30,N/A,19:30,Good,1m 7f 90y,Gallic Boy (IRE),D. E. Mullins,0,John O. Clifford,PU,N/A,7,11-7,95,True,6,49
Roscommon Racing Results | 4th July 2022 19:30,N/A,19:30,Good,1m 7f 90y,Jesina (IRE),S. F. O'Keeffe,0,Mrs J. Harrington,10th,17 l,6,11-8,96,True,6,49
Roscommon Racing Results | 4th July 2022 19:30,N/A,19:30,Good,1m 7f 90y,Just For Yuse (IRE),D. J. O'Keeffe,0,T. G. McCourt,9th,7 1/2 l,4,11-6,98,True,6,49
Roscommon Racing Results | 4th July 2022 19:30,N/A,19:30,Good,1m 7f 90y,Gondor (IRE),B. Hayes,0,Colm A. Murphy,8th,2 1/2 l,7,11-9t1,97,True,6,49
Roscommon Racing Results | 4th July 2022 19:30,N/A,19:30,Good,1m 7f 90y,Massons Castle,C. D. Maxwell,0,Dermot Anthony McLoughlin,7th,25 l,7,11-7,95,True,6,49
Roscommon Racing Results | 4th July 2022 19:30,N/A,19:30,Good,1m 7f 90y,Ballinlough Gale (IRE),Patrick O'Hanlon,5,Patrick Martin,6th,7 1/2 l,5,11-11ht,99,True,6,49
Roscommon Racing Results | 4th July 2022 19:30,N/A,19:30,Good,1m 7f 90y,Vale Of Glory (IRE),Eoin G. Kelly,0,Adrian Murray,5th,5 1/2 l,7,11-9t,97,True,6,49
Roscommon Racing Results | 4th July 2022 19:30,N/A,19:30,Good,1m 7f 90y,Temptationinmilan (IRE),Phillip Enright,0,Charles Byrnes,4th,1 1/2 l,6,11-11,99,True,6,49
Roscommon Racing Results | 4th July 2022 19:30,N/A,19:30,Good,1m 7f 90y,Makfils (FR),Rachael Blackmore,0,Henry de Bromhead,3rd,1/2 l,5,11-10t,98,True,6,49
Roscommon Racing Results | 4th July 2022 19:30,N/A,19:30,Good,1m 7f 90y,Presenting Lad (IRE),G. B. Noonan,0,Mark McNiff,2nd,2 3/4 l,6,11-7t,95,True,6,49
Roscommon Racing Results | 4th July 2022 19:30,N/A,19:30,Good,1m 7f 90y,Petrol Head (IRE),Keith Donoghue,0,Ronan M. P. McNally,1st,N/A,6,11-7,95,True,6,49
Roscommon Racing Results | 4th July 2022 20:00,N/A,20:00,Good,2m 7f 179y,Laughing Trix (IRE),C. D. Maxwell,0,Dermot Anthony McLoughlin,16th,38 l,9,11-4p,85,True,6,50
Roscommon Racing Results | 4th July 2022 20:00,N/A,20:00,Good,2m 7f 179y,Park Hind (IRE),Keith Donoghue,0,Andrew Lynch,15th,4 3/4 l,5,12-0,95,True,6,50
Roscommon Racing Results | 4th July 2022 20:00,N/A,20:00,Good,2m 7f 179y,Coconoir (IRE),C. Brassil,5,Leonard Paul Flynn,14th,2 1/2 l,5,11-6,87,True,6,50
Roscommon Racing Results | 4th July 2022 20:00,N/A,20:00,Good,2m 7f 179y,Minella Away (IRE),Donagh Meyler,0,Liam G. O'Brien,13th,8 l,7,10-13tb,80,True,6,50
Roscommon Racing Results | 4th July 2022 20:00,N/A,20:00,Good,2m 7f 179y,Aliym (IRE),M. M. McDonagh,5,T. Hogan,12th,Head,7,12-0v,95,True,6,50
Roscommon Racing Results | 4th July 2022 20:00,N/A,20:00,Good,2m 7f 179y,Tullyhogue Fort (IRE),Mr P. J. O'Neill,7,John F. O'Neill,11th,1 l,6,11-7,88,True,6,50
Roscommon Racing Results | 4th July 2022 20:00,N/A,20:00,Good,2m 7f 179y,Getaclan (IRE),B. P. Kennedy,7,D. McNamara,10th,Neck,7,11-2,83,True,6,50
Roscommon Racing Results | 4th July 2022 20:00,N/A,20:00,Good,2m 7f 179y,Brandy Harbour,Denis O'Regan,0,Mrs Grainne M. O'Connor,9th,1/2 l,8,11-2,83,True,6,50
Roscommon Racing Results | 4th July 2022 20:00,N/A,20:00,Good,2m 7f 179y,Roscomroe (IRE),S. A. Mulcahy,7,Denis Hogan,8th,2 3/4 l,7,10-13,80,True,6,50
Roscommon Racing Results | 4th July 2022 20:00,N/A,20:00,Good,2m 7f 179y,Appian Way (FR),J. J. Slevin,0,Charles O'Brien,7th,Neck,6,11-5p,86,True,6,50
Roscommon Racing Results | 4th July 2022 20:00,N/A,20:00,Good,2m 7f 179y,Iluvyounow (IRE),Jack Foley,3,Ross O'Sullivan,6th,3/4 l,7,11-11p,92,True,6,50
Roscommon Racing Results | 4th July 2022 20:00,N/A,20:00,Good,2m 7f 179y,Alfieri (IRE),Mr J. W. Reilly,7,Ross O'Sullivan,5th,1 l,5,12-0,95,True,6,50
