track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Sligo Racing Results | 21st August 2024 19:10,N/A,19:10,Soft,2m 4f 141y,Walk Away Harry (IRE),P Byrnes,0,C Byrnes,6th,12 l,6,11-12,113,True,135,6
Sligo Racing Results | 21st August 2024 19:10,N/A,19:10,Soft,2m 4f 141y,Doyen Flyer (IRE),K Callaghan,5,J Barcoe,5th,5 1/2 l,6,10-6,93,True,135,6
Sligo Racing Results | 21st August 2024 19:10,N/A,19:10,Soft,2m 4f 141y,Luminous Light,C Stone-Walsh,5,A McCann,4th,6 1/2 l,5,12-0,115,True,135,6
Sligo Racing Results | 21st August 2024 19:10,N/A,19:10,Soft,2m 4f 141y,Moulane West (IRE),P T Enright,0,M M McNiff,3rd,7 l,8,10-2t,89,True,135,6
Sligo Racing Results | 21st August 2024 19:10,N/A,19:10,Soft,2m 4f 141y,Luimneach (IRE),P T Smithers,7,D McDonogh,2nd,1/2 l,7,11-5h,106,True,135,6
Sligo Racing Results | 21st August 2024 19:10,N/A,19:10,Soft,2m 4f 141y,Morricone (IRE),L Quinlan,3,R Hackett,1st,N/A,7,11-13p,114,True,135,6
Sligo Racing Results | 21st August 2024 19:10,N/A,19:10,Soft,2m 4f 141y,Riyami (IRE),D King,0,D Hogan,NR,N/A,5,11-1tp,102,True,135,6
Sligo Racing Results | 21st August 2024 19:10,N/A,19:10,Soft,2m 4f 141y,Storm Mahler (IRE),C M Hogan,7,E McNamara,PU,N/A,6,11-6,107,True,135,6
Sligo Racing Results | 21st August 2024 19:10,N/A,19:10,Soft,2m 4f 141y,Andyourbirdcansing (IRE),S Fitzgerald,0,J P Ryan,7th,6 1/2 l,6,11-1,102,True,135,6
Sligo Racing Results | 21st August 2024 19:10,N/A,19:10,Soft,2m 4f 141y,Walk Away Harry (IRE),P Byrnes,0,C Byrnes,6th,12 l,6,11-12,113,True,135,6
Sligo Racing Results | 21st August 2024 19:10,N/A,19:10,Soft,2m 4f 141y,Doyen Flyer (IRE),K Callaghan,5,J Barcoe,5th,5 1/2 l,6,10-6,93,True,135,6
Sligo Racing Results | 21st August 2024 19:10,N/A,19:10,Soft,2m 4f 141y,Luminous Light,C Stone-Walsh,5,A McCann,4th,6 1/2 l,5,12-0,115,True,135,6
Sligo Racing Results | 21st August 2024 19:10,N/A,19:10,Soft,2m 4f 141y,Moulane West (IRE),P T Enright,0,M M McNiff,3rd,7 l,8,10-2t,89,True,135,6
Sligo Racing Results | 21st August 2024 19:10,N/A,19:10,Soft,2m 4f 141y,Luimneach (IRE),P T Smithers,7,D McDonogh,2nd,1/2 l,7,11-5h,106,True,135,6
Sligo Racing Results | 21st August 2024 19:10,N/A,19:10,Soft,2m 4f 141y,Morricone (IRE),L Quinlan,3,R Hackett,1st,N/A,7,11-13p,114,True,135,6
Sligo Racing Results | 21st August 2024 19:40,N/A,19:40,Soft,3m 1f 98y,Rockbrook (IRE),T Power Roche,4,P J Rothwell,NR,N/A,7,10-13,94,True,135,7
Sligo Racing Results | 21st August 2024 19:40,N/A,19:40,Soft,3m 1f 98y,Container Madness (IRE),J P Shinnick,2,M Brassil,NR,N/A,5,10-8tp1,89,True,135,7
Sligo Racing Results | 21st August 2024 19:40,N/A,19:40,Soft,3m 1f 98y,Ginnets Girl (IRE),J Coen,0,G Elliott,NR,N/A,6,12-0,109,True,135,7
Sligo Racing Results | 21st August 2024 19:40,N/A,19:40,Soft,3m 1f 98y,Il Silenzio,P T Smithers,4,M Brassil,NR,N/A,7,10-10tp,91,True,135,7
Sligo Racing Results | 21st August 2024 19:40,N/A,19:40,Soft,3m 1f 98y,Granco Rof (IRE),J Kearney,0,C Collins,PU,N/A,6,10-10b,91,True,135,7
Sligo Racing Results | 21st August 2024 19:40,N/A,19:40,Soft,3m 1f 98y,La Vega Moon (IRE),P Hanlon,4,J J Hanlon,PU,N/A,6,11-7b,102,True,135,7
Sligo Racing Results | 21st August 2024 19:40,N/A,19:40,Soft,3m 1f 98y,But What About Me (IRE),R P Geoghegan,4,N Lee,F,N/A,6,10-1h,82,True,135,7
Sligo Racing Results | 21st August 2024 19:40,N/A,19:40,Soft,3m 1f 98y,Cois Fharraige (IRE),C M Quirke,2,N Lee,6th,8 l,4,10-2ht,89,True,135,7
Sligo Racing Results | 21st August 2024 19:40,N/A,19:40,Soft,3m 1f 98y,Safran Et Bleu (IRE),E Dwan,4,P M J Doyle,5th,4 1/2 l,5,11-6p,101,True,135,7
Sligo Racing Results | 21st August 2024 19:40,N/A,19:40,Soft,3m 1f 98y,Pictures Of Home,T P Harney,4,T M Walsh,4th,19 l,8,11-9t1,104,True,135,7
Sligo Racing Results | 21st August 2024 19:40,N/A,19:40,Soft,3m 1f 98y,Lets Do This (IRE),C P Millar,4,C Collins,3rd,11 l,7,11-1h,96,True,135,7
Sligo Racing Results | 21st August 2024 19:40,N/A,19:40,Soft,3m 1f 98y,Broken Ice (IRE),D A Kidd,4,J C McConnell,2nd,8 l,8,11-9tp,104,True,135,7
Sligo Racing Results | 21st August 2024 19:40,N/A,19:40,Soft,3m 1f 98y,Shuil Na Tra (IRE),P K Donovan,0,N Lee,1st,N/A,6,10-3,84,True,135,7
Sligo Racing Results | 21st August 2024 19:40,N/A,19:40,Soft,3m 1f 98y,Rockbrook (IRE),T Power Roche,4,P J Rothwell,NR,N/A,7,10-13,94,True,135,7
Sligo Racing Results | 21st August 2024 19:40,N/A,19:40,Soft,3m 1f 98y,Container Madness (IRE),J P Shinnick,2,M Brassil,NR,N/A,5,10-8tp1,89,True,135,7
Sligo Racing Results | 21st August 2024 19:40,N/A,19:40,Soft,3m 1f 98y,Ginnets Girl (IRE),J Coen,0,G Elliott,NR,N/A,6,12-0,109,True,135,7
Sligo Racing Results | 21st August 2024 19:40,N/A,19:40,Soft,3m 1f 98y,Il Silenzio,P T Smithers,4,M Brassil,NR,N/A,7,10-10tp,91,True,135,7
Sligo Racing Results | 21st August 2024 19:40,N/A,19:40,Soft,3m 1f 98y,Granco Rof (IRE),J Kearney,0,C Collins,PU,N/A,6,10-10b,91,True,135,7
Sligo Racing Results | 21st August 2024 19:40,N/A,19:40,Soft,3m 1f 98y,La Vega Moon (IRE),P Hanlon,4,J J Hanlon,PU,N/A,6,11-7b,102,True,135,7
Sligo Racing Results | 21st August 2024 19:40,N/A,19:40,Soft,3m 1f 98y,But What About Me (IRE),R P Geoghegan,4,N Lee,F,N/A,6,10-1h,82,True,135,7
Sligo Racing Results | 21st August 2024 19:40,N/A,19:40,Soft,3m 1f 98y,Cois Fharraige (IRE),C M Quirke,2,N Lee,6th,8 l,4,10-2ht,89,True,135,7
Sligo Racing Results | 21st August 2024 19:40,N/A,19:40,Soft,3m 1f 98y,Safran Et Bleu (IRE),E Dwan,4,P M J Doyle,5th,4 1/2 l,5,11-6p,101,True,135,7
Sligo Racing Results | 21st August 2024 19:40,N/A,19:40,Soft,3m 1f 98y,Pictures Of Home,T P Harney,4,T M Walsh,4th,19 l,8,11-9t1,104,True,135,7
Sligo Racing Results | 21st August 2024 19:40,N/A,19:40,Soft,3m 1f 98y,Lets Do This (IRE),C P Millar,4,C Collins,3rd,11 l,7,11-1h,96,True,135,7
Sligo Racing Results | 21st August 2024 19:40,N/A,19:40,Soft,3m 1f 98y,Broken Ice (IRE),D A Kidd,4,J C McConnell,2nd,8 l,8,11-9tp,104,True,135,7
Sligo Racing Results | 21st August 2024 19:40,N/A,19:40,Soft,3m 1f 98y,Shuil Na Tra (IRE),P K Donovan,0,N Lee,1st,N/A,6,10-3,84,True,135,7
Sligo Racing Results | 21st August 2024 20:10,N/A,20:10,Soft,2m 2f 109y,Santa Paula (IRE),Mr J P Sutton,7,D A McLoughlin,7th,26 l,4,11-3,-,True,135,8
Sligo Racing Results | 21st August 2024 20:10,N/A,20:10,Soft,2m 2f 109y,Cool Brise,Miss J Townend,0,W P Mullins,6th,18 l,4,11-3,-,True,135,8
Sligo Racing Results | 21st August 2024 20:10,N/A,20:10,Soft,2m 2f 109y,Truly Elegant (IRE),Mr J C Barry,0,G Keane,5th,4 1/4 l,4,11-3,-,True,135,8
Sligo Racing Results | 21st August 2024 20:10,N/A,20:10,Soft,2m 2f 109y,Mount Mandela (IRE),Miss P Elvin,7,P J Rothwell,4th,4 3/4 l,4,11-10,-,True,135,8
Sligo Racing Results | 21st August 2024 20:10,N/A,20:10,Soft,2m 2f 109y,Bonnebosq (FR),Mr J P Sampson,7,D Hogan,3rd,4 l,4,11-10p,-,True,135,8
Sligo Racing Results | 21st August 2024 20:10,N/A,20:10,Soft,2m 2f 109y,At The Wings (IRE),Mr R W Barron,5,N Lee,2nd,4 1/2 l,4,11-10t1,-,True,135,8
Sligo Racing Results | 21st August 2024 20:10,N/A,20:10,Soft,2m 2f 109y,High Court Cave (IRE),Mr O McGill,7,N C Kelly,1st,N/A,4,11-10,-,True,135,8
Sligo Racing Results | 21st August 2024 20:10,N/A,20:10,Soft,2m 2f 109y,Santa Paula (IRE),Mr J P Sutton,7,D A McLoughlin,7th,26 l,4,11-3,-,True,135,8
Sligo Racing Results | 21st August 2024 20:10,N/A,20:10,Soft,2m 2f 109y,Cool Brise,Miss J Townend,0,W P Mullins,6th,18 l,4,11-3,-,True,135,8
Sligo Racing Results | 21st August 2024 20:10,N/A,20:10,Soft,2m 2f 109y,Truly Elegant (IRE),Mr J C Barry,0,G Keane,5th,4 1/4 l,4,11-3,-,True,135,8
Sligo Racing Results | 21st August 2024 20:10,N/A,20:10,Soft,2m 2f 109y,Mount Mandela (IRE),Miss P Elvin,7,P J Rothwell,4th,4 3/4 l,4,11-10,-,True,135,8
Sligo Racing Results | 21st August 2024 20:10,N/A,20:10,Soft,2m 2f 109y,Bonnebosq (FR),Mr J P Sampson,7,D Hogan,3rd,4 l,4,11-10p,-,True,135,8
Sligo Racing Results | 21st August 2024 20:10,N/A,20:10,Soft,2m 2f 109y,At The Wings (IRE),Mr R W Barron,5,N Lee,2nd,4 1/2 l,4,11-10t1,-,True,135,8
Sligo Racing Results | 21st August 2024 20:10,N/A,20:10,Soft,2m 2f 109y,High Court Cave (IRE),Mr O McGill,7,N C Kelly,1st,N/A,4,11-10,-,True,135,8
Killarney Racing Results | 22nd August 2024 16:33,N/A,16:33,Good (Good To Yielding In Places),2m 1f,Ceol Draiochta (IRE),K E Buckley,0,E Buckley,UR,N/A,3,11-0,-,True,135,9
Killarney Racing Results | 22nd August 2024 16:33,N/A,16:33,Good (Good To Yielding In Places),2m 1f,Messerschmitt (IRE),Sam Ewing,0,N Meade,UR,N/A,3,11-0,-,True,135,9
Killarney Racing Results | 22nd August 2024 16:33,N/A,16:33,Good (Good To Yielding In Places),2m 1f,More Profit (IRE),P M O'Brien,7,G P Cromwell,12th,46 l,3,10-7,-,True,135,9
Killarney Racing Results | 22nd August 2024 16:33,N/A,16:33,Good (Good To Yielding In Places),2m 1f,Coruscate (IRE),T Joseph Kelly,7,T Cooper,11th,4 1/4 l,3,10-7h1,-,True,135,9
Killarney Racing Results | 22nd August 2024 16:33,N/A,16:33,Good (Good To Yielding In Places),2m 1f,There's No Limit (IRE),J Kearney,5,C Collins,10th,5 1/2 l,3,11-0,-,True,135,9
Killarney Racing Results | 22nd August 2024 16:33,N/A,16:33,Good (Good To Yielding In Places),2m 1f,My Teofilo (IRE),D King,0,D Hogan,9th,2 3/4 l,3,11-0p1,-,True,135,9
Killarney Racing Results | 22nd August 2024 16:33,N/A,16:33,Good (Good To Yielding In Places),2m 1f,Set The Tone (IRE),S F O'Keeffe,0,D M O'Brien,8th,Neck,3,10-7,-,True,135,9
Killarney Racing Results | 22nd August 2024 16:33,N/A,16:33,Good (Good To Yielding In Places),2m 1f,Solar Falcon (IRE),J S McGarvey,0,C O'Dwyer,7th,1 1/4 l,3,11-0,-,True,135,9
Killarney Racing Results | 22nd August 2024 16:33,N/A,16:33,Good (Good To Yielding In Places),2m 1f,Sinbad My Dad (IRE),S D Torrens,0,S Fahey,6th,7 1/2 l,3,11-0,-,True,135,9
Killarney Racing Results | 22nd August 2024 16:33,N/A,16:33,Good (Good To Yielding In Places),2m 1f,Tyder (IRE),C M Quirke,5,A Slattery,5th,4 l,3,11-0,-,True,135,9
Killarney Racing Results | 22nd August 2024 16:33,N/A,16:33,Good (Good To Yielding In Places),2m 1f,Solar Drive (IRE),K C Sexton,0,P W Flynn,4th,Neck,3,11-0,-,True,135,9
Killarney Racing Results | 22nd August 2024 16:33,N/A,16:33,Good (Good To Yielding In Places),2m 1f,T Or Coffey (IRE),C McGivern,7,Paul Mulligan,3rd,3 1/2 l,3,11-0tp,-,True,135,9
Killarney Racing Results | 22nd August 2024 16:33,N/A,16:33,Good (Good To Yielding In Places),2m 1f,Game Phoenix (IRE),D J O'Keeffe,0,Paul Power,2nd,2 l,3,10-7,-,True,135,9
Killarney Racing Results | 22nd August 2024 16:33,N/A,16:33,Good (Good To Yielding In Places),2m 1f,Teriferma,J J Slevin,0,J P O'Brien,1st,N/A,3,11-0t,-,True,135,9
Killarney Racing Results | 22nd August 2024 16:33,N/A,16:33,Good (Good To Yielding In Places),2m 1f,Ceol Draiochta (IRE),K E Buckley,0,E Buckley,UR,N/A,3,11-0,-,True,135,9
Killarney Racing Results | 22nd August 2024 16:33,N/A,16:33,Good (Good To Yielding In Places),2m 1f,Messerschmitt (IRE),Sam Ewing,0,N Meade,UR,N/A,3,11-0,-,True,135,9
Killarney Racing Results | 22nd August 2024 16:33,N/A,16:33,Good (Good To Yielding In Places),2m 1f,More Profit (IRE),P M O'Brien,7,G P Cromwell,12th,46 l,3,10-7,-,True,135,9
Killarney Racing Results | 22nd August 2024 16:33,N/A,16:33,Good (Good To Yielding In Places),2m 1f,Coruscate (IRE),T Joseph Kelly,7,T Cooper,11th,4 1/4 l,3,10-7h1,-,True,135,9
Killarney Racing Results | 22nd August 2024 16:33,N/A,16:33,Good (Good To Yielding In Places),2m 1f,There's No Limit (IRE),J Kearney,5,C Collins,10th,5 1/2 l,3,11-0,-,True,135,9
Killarney Racing Results | 22nd August 2024 16:33,N/A,16:33,Good (Good To Yielding In Places),2m 1f,My Teofilo (IRE),D King,0,D Hogan,9th,2 3/4 l,3,11-0p1,-,True,135,9
Killarney Racing Results | 22nd August 2024 16:33,N/A,16:33,Good (Good To Yielding In Places),2m 1f,Set The Tone (IRE),S F O'Keeffe,0,D M O'Brien,8th,Neck,3,10-7,-,True,135,9
Killarney Racing Results | 22nd August 2024 16:33,N/A,16:33,Good (Good To Yielding In Places),2m 1f,Solar Falcon (IRE),J S McGarvey,0,C O'Dwyer,7th,1 1/4 l,3,11-0,-,True,135,9
Killarney Racing Results | 22nd August 2024 16:33,N/A,16:33,Good (Good To Yielding In Places),2m 1f,Sinbad My Dad (IRE),S D Torrens,0,S Fahey,6th,7 1/2 l,3,11-0,-,True,135,9
Killarney Racing Results | 22nd August 2024 16:33,N/A,16:33,Good (Good To Yielding In Places),2m 1f,Tyder (IRE),C M Quirke,5,A Slattery,5th,4 l,3,11-0,-,True,135,9
Killarney Racing Results | 22nd August 2024 16:33,N/A,16:33,Good (Good To Yielding In Places),2m 1f,Solar Drive (IRE),K C Sexton,0,P W Flynn,4th,Neck,3,11-0,-,True,135,9
Killarney Racing Results | 22nd August 2024 16:33,N/A,16:33,Good (Good To Yielding In Places),2m 1f,T Or Coffey (IRE),C McGivern,7,Paul Mulligan,3rd,3 1/2 l,3,11-0tp,-,True,135,9
Killarney Racing Results | 22nd August 2024 16:33,N/A,16:33,Good (Good To Yielding In Places),2m 1f,Game Phoenix (IRE),D J O'Keeffe,0,Paul Power,2nd,2 l,3,10-7,-,True,135,9
Killarney Racing Results | 22nd August 2024 16:33,N/A,16:33,Good (Good To Yielding In Places),2m 1f,Teriferma,J J Slevin,0,J P O'Brien,1st,N/A,3,11-0t,-,True,135,9
Killarney Racing Results | 22nd August 2024 17:06,N/A,17:06,Good To Yielding,2m 1f,Gone For Tea (IRE),Sam Ewing,0,Peter Fahey,NR,N/A,6,10-0,113,True,135,10
Killarney Racing Results | 22nd August 2024 17:06,N/A,17:06,Good To Yielding,2m 1f,Senecia (IRE),P T Enright,0,V Halley,PU,N/A,7,11-8,135,True,135,10
Killarney Racing Results | 22nd August 2024 17:06,N/A,17:06,Good To Yielding,2m 1f,Indiana Jones (FR),D J O'Keeffe,0,M F Morris,9th,2 l,8,10-12tp,125,True,135,10
Killarney Racing Results | 22nd August 2024 17:06,N/A,17:06,Good To Yielding,2m 1f,Fascile Mode (IRE),D E Mullins,0,T Mullins,8th,26 l,6,11-5,132,True,135,10
Killarney Racing Results | 22nd August 2024 17:06,N/A,17:06,Good To Yielding,2m 1f,Je T'ai Porte (IRE),C Stone-Walsh,5,G P Cromwell,7th,1/2 l,6,10-1h,114,True,135,10
Killarney Racing Results | 22nd August 2024 17:06,N/A,17:06,Good To Yielding,2m 1f,Icare Desbois (FR),P Townend,0,W P Mullins,6th,1 1/2 l,6,11-4,131,True,135,10
Killarney Racing Results | 22nd August 2024 17:06,N/A,17:06,Good To Yielding,2m 1f,Miss Gherkin (IRE),Rachael Blackmore,0,P Croke,5th,1 1/4 l,5,10-0,113,True,135,10
Killarney Racing Results | 22nd August 2024 17:06,N/A,17:06,Good To Yielding,2m 1f,Set Point (IRE),J W Kennedy,0,G Elliott,4th,8 l,6,10-11b,124,True,135,10
Killarney Racing Results | 22nd August 2024 17:06,N/A,17:06,Good To Yielding,2m 1f,Kings Hill (IRE),J G Gilligan,7,P J Gilligan,3rd,1 1/2 l,5,11-6,133,True,135,10
Killarney Racing Results | 22nd August 2024 17:06,N/A,17:06,Good To Yielding,2m 1f,Mighty Tom (IRE),Mr R James,7,C Collins,2nd,9 l,9,11-12,139,True,135,10
Killarney Racing Results | 22nd August 2024 17:06,N/A,17:06,Good To Yielding,2m 1f,Miss Fourie (IRE),J Coen,3,Peter Fahey,1st,N/A,7,10-0,113,True,135,10
Killarney Racing Results | 22nd August 2024 17:06,N/A,17:06,Good To Yielding,2m 1f,Gone For Tea (IRE),Sam Ewing,0,Peter Fahey,NR,N/A,6,10-0,113,True,135,10
Killarney Racing Results | 22nd August 2024 17:06,N/A,17:06,Good To Yielding,2m 1f,Senecia (IRE),P T Enright,0,V Halley,PU,N/A,7,11-8,135,True,135,10
Killarney Racing Results | 22nd August 2024 17:06,N/A,17:06,Good To Yielding,2m 1f,Indiana Jones (FR),D J O'Keeffe,0,M F Morris,9th,2 l,8,10-12tp,125,True,135,10
Killarney Racing Results | 22nd August 2024 17:06,N/A,17:06,Good To Yielding,2m 1f,Fascile Mode (IRE),D E Mullins,0,T Mullins,8th,26 l,6,11-5,132,True,135,10
Killarney Racing Results | 22nd August 2024 17:06,N/A,17:06,Good To Yielding,2m 1f,Je T'ai Porte (IRE),C Stone-Walsh,5,G P Cromwell,7th,1/2 l,6,10-1h,114,True,135,10
Killarney Racing Results | 22nd August 2024 17:06,N/A,17:06,Good To Yielding,2m 1f,Icare Desbois (FR),P Townend,0,W P Mullins,6th,1 1/2 l,6,11-4,131,True,135,10
Killarney Racing Results | 22nd August 2024 17:06,N/A,17:06,Good To Yielding,2m 1f,Miss Gherkin (IRE),Rachael Blackmore,0,P Croke,5th,1 1/4 l,5,10-0,113,True,135,10
Killarney Racing Results | 22nd August 2024 17:06,N/A,17:06,Good To Yielding,2m 1f,Set Point (IRE),J W Kennedy,0,G Elliott,4th,8 l,6,10-11b,124,True,135,10
Killarney Racing Results | 22nd August 2024 17:06,N/A,17:06,Good To Yielding,2m 1f,Kings Hill (IRE),J G Gilligan,7,P J Gilligan,3rd,1 1/2 l,5,11-6,133,True,135,10
Killarney Racing Results | 22nd August 2024 17:06,N/A,17:06,Good To Yielding,2m 1f,Mighty Tom (IRE),Mr R James,7,C Collins,2nd,9 l,9,11-12,139,True,135,10
Killarney Racing Results | 22nd August 2024 17:06,N/A,17:06,Good To Yielding,2m 1f,Miss Fourie (IRE),J Coen,3,Peter Fahey,1st,N/A,7,10-0,113,True,135,10
Killarney Racing Results | 22nd August 2024 17:36,N/A,17:36,Good To Yielding,2m 6f 180y,Major Barry (IRE),Rachael Blackmore,0,John E & Kiely,7th,17 l,6,11-7,-,True,135,11
Killarney Racing Results | 22nd August 2024 17:36,N/A,17:36,Good To Yielding,2m 6f 180y,Champagne Dawn (IRE),P T Enright,0,T J O'Mara,6th,16 l,7,11-4,-,True,135,11
Killarney Racing Results | 22nd August 2024 17:36,N/A,17:36,Good To Yielding,2m 6f 180y,Drumgill (IRE),S F O'Keeffe,0,J P Ryan,5th,7 1/2 l,5,11-10,-,True,135,11
Killarney Racing Results | 22nd August 2024 17:36,N/A,17:36,Good To Yielding,2m 6f 180y,Femme Magnifique (IRE),D E Mullins,0,W P Mullins,4th,11 l,6,10-11t,-,True,135,11
Killarney Racing Results | 22nd August 2024 17:36,N/A,17:36,Good To Yielding,2m 6f 180y,Beaufort Scale (IRE),J W Kennedy,0,G Elliott,3rd,10 l,5,11-4t,-,True,135,11
Killarney Racing Results | 22nd August 2024 17:36,N/A,17:36,Good To Yielding,2m 6f 180y,Paggane,P Townend,0,W P Mullins,2nd,3 1/4 l,5,11-0,-,True,135,11
Killarney Racing Results | 22nd August 2024 17:36,N/A,17:36,Good To Yielding,2m 6f 180y,Just For Love (IRE),S Cleary-Farrell,7,W P Mullins,1st,N/A,5,10-11,-,True,135,11
Killarney Racing Results | 22nd August 2024 17:36,N/A,17:36,Good To Yielding,2m 6f 180y,Major Barry (IRE),Rachael Blackmore,0,John E & Kiely,7th,17 l,6,11-7,-,True,135,11
Killarney Racing Results | 22nd August 2024 17:36,N/A,17:36,Good To Yielding,2m 6f 180y,Champagne Dawn (IRE),P T Enright,0,T J O'Mara,6th,16 l,7,11-4,-,True,135,11
Killarney Racing Results | 22nd August 2024 17:36,N/A,17:36,Good To Yielding,2m 6f 180y,Drumgill (IRE),S F O'Keeffe,0,J P Ryan,5th,7 1/2 l,5,11-10,-,True,135,11
Killarney Racing Results | 22nd August 2024 17:36,N/A,17:36,Good To Yielding,2m 6f 180y,Femme Magnifique (IRE),D E Mullins,0,W P Mullins,4th,11 l,6,10-11t,-,True,135,11
Killarney Racing Results | 22nd August 2024 17:36,N/A,17:36,Good To Yielding,2m 6f 180y,Beaufort Scale (IRE),J W Kennedy,0,G Elliott,3rd,10 l,5,11-4t,-,True,135,11
Killarney Racing Results | 22nd August 2024 17:36,N/A,17:36,Good To Yielding,2m 6f 180y,Paggane,P Townend,0,W P Mullins,2nd,3 1/4 l,5,11-0,-,True,135,11
Killarney Racing Results | 22nd August 2024 17:36,N/A,17:36,Good To Yielding,2m 6f 180y,Just For Love (IRE),S Cleary-Farrell,7,W P Mullins,1st,N/A,5,10-11,-,True,135,11
Killarney Racing Results | 22nd August 2024 18:06,N/A,18:06,Good To Yielding,2m 7f 100y,Chinx Of Light (IRE),A Harvey,5,J C McConnell,NR,N/A,8,11-12,-,True,135,12
Killarney Racing Results | 22nd August 2024 18:06,N/A,18:06,Good To Yielding,2m 7f 100y,Ambitious Fellow (IRE),Sam Ewing,0,Peter Fahey,8th,31 l,8,11-12p,-,True,135,12
Killarney Racing Results | 22nd August 2024 18:06,N/A,18:06,Good To Yielding,2m 7f 100y,Cossack Chach (IRE),J J Slevin,0,J P O'Brien,7th,9 l,4,11-0t,-,True,135,12
Killarney Racing Results | 22nd August 2024 18:06,N/A,18:06,Good To Yielding,2m 7f 100y,Topgun Simmy (IRE),P Hanlon,7,J J Hanlon,6th,5 1/2 l,5,11-12,-,True,135,12
Killarney Racing Results | 22nd August 2024 18:06,N/A,18:06,Good To Yielding,2m 7f 100y,Caesar Rock (IRE),G Brouder,5,M F Morris,5th,Head,8,11-12tp1,-,True,135,12
Killarney Racing Results | 22nd August 2024 18:06,N/A,18:06,Good To Yielding,2m 7f 100y,Stuzzikini (IRE),J W Kennedy,0,G Elliott,4th,3 3/4 l,6,11-12p,-,True,135,12
Killarney Racing Results | 22nd August 2024 18:06,N/A,18:06,Good To Yielding,2m 7f 100y,Ceroc (IRE),P T Enright,0,E J O'Grady,3rd,3 1/4 l,6,11-12b,-,True,135,12
Killarney Racing Results | 22nd August 2024 18:06,N/A,18:06,Good To Yielding,2m 7f 100y,Noble Birth,D King,0,E McNamara,2nd,1 1/2 l,7,11-12t,-,True,135,12
Killarney Racing Results | 22nd August 2024 18:06,N/A,18:06,Good To Yielding,2m 7f 100y,Nt Field Minnesota (IRE),P Townend,0,W P Mullins,1st,N/A,6,11-5t,-,True,135,12
Killarney Racing Results | 22nd August 2024 18:06,N/A,18:06,Good To Yielding,2m 7f 100y,Chinx Of Light (IRE),A Harvey,5,J C McConnell,NR,N/A,8,11-12,-,True,135,12
Killarney Racing Results | 22nd August 2024 18:06,N/A,18:06,Good To Yielding,2m 7f 100y,Ambitious Fellow (IRE),Sam Ewing,0,Peter Fahey,8th,31 l,8,11-12p,-,True,135,12
Killarney Racing Results | 22nd August 2024 18:06,N/A,18:06,Good To Yielding,2m 7f 100y,Cossack Chach (IRE),J J Slevin,0,J P O'Brien,7th,9 l,4,11-0t,-,True,135,12
Killarney Racing Results | 22nd August 2024 18:06,N/A,18:06,Good To Yielding,2m 7f 100y,Topgun Simmy (IRE),P Hanlon,7,J J Hanlon,6th,5 1/2 l,5,11-12,-,True,135,12
Killarney Racing Results | 22nd August 2024 18:06,N/A,18:06,Good To Yielding,2m 7f 100y,Caesar Rock (IRE),G Brouder,5,M F Morris,5th,Head,8,11-12tp1,-,True,135,12
Killarney Racing Results | 22nd August 2024 18:06,N/A,18:06,Good To Yielding,2m 7f 100y,Stuzzikini (IRE),J W Kennedy,0,G Elliott,4th,3 3/4 l,6,11-12p,-,True,135,12
Killarney Racing Results | 22nd August 2024 18:06,N/A,18:06,Good To Yielding,2m 7f 100y,Ceroc (IRE),P T Enright,0,E J O'Grady,3rd,3 1/4 l,6,11-12b,-,True,135,12
Killarney Racing Results | 22nd August 2024 18:06,N/A,18:06,Good To Yielding,2m 7f 100y,Noble Birth,D King,0,E McNamara,2nd,1 1/2 l,7,11-12t,-,True,135,12
Killarney Racing Results | 22nd August 2024 18:06,N/A,18:06,Good To Yielding,2m 7f 100y,Nt Field Minnesota (IRE),P Townend,0,W P Mullins,1st,N/A,6,11-5t,-,True,135,12
Killarney Racing Results | 22nd August 2024 18:36,N/A,18:36,Good To Yielding,2m 7f 100y,Low Lie The Fields (IRE),S F O'Keeffe,0,Peter Maher,NR,N/A,10,11-6tp,92,True,135,13
Killarney Racing Results | 22nd August 2024 18:36,N/A,18:36,Good To Yielding,2m 7f 100y,Hardy Buck (IRE),P Hanlon,7,J J Hanlon,NR,N/A,6,11-1b,87,True,135,13
Killarney Racing Results | 22nd August 2024 18:36,N/A,18:36,Good To Yielding,2m 7f 100y,I Am Spider Man (IRE),P Byrnes,0,C Byrnes,NR,N/A,7,11-8,94,True,135,13
Killarney Racing Results | 22nd August 2024 18:36,N/A,18:36,Good To Yielding,2m 7f 100y,Always Giving (IRE),P M O'Brien,7,Tom Dreaper,PU,N/A,6,10-9p1,81,True,135,13
Killarney Racing Results | 22nd August 2024 18:36,N/A,18:36,Good To Yielding,2m 7f 100y,Rising Dust (IRE),D E Mullins,0,M Hourigan,PU,N/A,6,11-7,93,True,135,13
Killarney Racing Results | 22nd August 2024 18:36,N/A,18:36,Good To Yielding,2m 7f 100y,Arthor (IRE),D J O'Keeffe,0,J J Mangan,PU,N/A,7,11-3tp,89,True,135,13
Killarney Racing Results | 22nd August 2024 18:36,N/A,18:36,Good To Yielding,2m 7f 100y,Delta Melody (IRE),Mr Alan O'Sullivan,7,E M O'Sullivan,9th,18 l,7,11-2b,88,True,135,13
