track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,15:58,Soft,3m,Jeriko De Baune (FR),Niall Moore,4,P Fenton,1st,N/A,5,11-2,101,True,99,49
N/A,N/A,16:28,Soft  Flat (Turf),2m,Machismo (IRE),Mr H C Swan,5,G Elliott,NR,N/A,5,12-0,-,True,99,50
N/A,N/A,16:28,Soft  Flat (Turf),2m,D Journey Man (IRE),Mr Paddy Hanlon,7,J J Hanlon,10th,73 l,5,12-0,-,True,99,50
N/A,N/A,16:28,Soft  Flat (Turf),2m,He's Gorgeous (IRE),Mr F Maguire,0,P A Fahy,9th,7 l,5,12-0,-,True,99,50
N/A,N/A,16:28,Soft  Flat (Turf),2m,Seskin Flash (IRE),Mr A P Ryan,7,P Carey,8th,19 l,5,12-0,-,True,99,50
N/A,N/A,16:28,Soft  Flat (Turf),2m,Dairy Force (IRE),Mr S Cavanagh,7,A Mullins,7th,2 3/4 l,5,12-0,-,True,99,50
N/A,N/A,16:28,Soft  Flat (Turf),2m,Shraheen (IRE),Mr E P O'Brien,5,P Fenton,6th,18 l,5,12-0,-,True,99,50
N/A,N/A,16:28,Soft  Flat (Turf),2m,Coral River (IRE),Mr C Mullins,7,T Mullins,5th,8 l,5,12-0,-,True,99,50
N/A,N/A,16:28,Soft  Flat (Turf),2m,Nowwhatdoyouthink (IRE),Mr J W Hendrick,7,P Nolan,4th,3/4 l,5,12-0,-,True,99,50
N/A,N/A,16:28,Soft  Flat (Turf),2m,Lieber Nicc (IRE),Mr J L Gleeson,5,H De Bromhead,3rd,5 l,5,12-0,-,True,99,50
N/A,N/A,16:28,Soft  Flat (Turf),2m,Born Braver (IRE),Mr D G Lavery,0,G P Cromwell,2nd,7 l,6,12-0,-,True,99,50
N/A,N/A,16:28,Soft  Flat (Turf),2m,Argento Boy (IRE),Miss J Townend,0,W P Mullins,1st,N/A,5,12-0,-,True,99,50
N/A,N/A,16:28,Soft  Flat (Turf),2m,Machismo (IRE),Mr H C Swan,5,G Elliott,NR,N/A,5,12-0,-,True,99,50
N/A,N/A,16:28,Soft  Flat (Turf),2m,D Journey Man (IRE),Mr Paddy Hanlon,7,J J Hanlon,10th,73 l,5,12-0,-,True,99,50
N/A,N/A,16:28,Soft  Flat (Turf),2m,He's Gorgeous (IRE),Mr F Maguire,0,P A Fahy,9th,7 l,5,12-0,-,True,99,50
N/A,N/A,16:28,Soft  Flat (Turf),2m,Seskin Flash (IRE),Mr A P Ryan,7,P Carey,8th,19 l,5,12-0,-,True,99,50
N/A,N/A,16:28,Soft  Flat (Turf),2m,Dairy Force (IRE),Mr S Cavanagh,7,A Mullins,7th,2 3/4 l,5,12-0,-,True,99,50
N/A,N/A,16:28,Soft  Flat (Turf),2m,Shraheen (IRE),Mr E P O'Brien,5,P Fenton,6th,18 l,5,12-0,-,True,99,50
N/A,N/A,16:28,Soft  Flat (Turf),2m,Coral River (IRE),Mr C Mullins,7,T Mullins,5th,8 l,5,12-0,-,True,99,50
N/A,N/A,16:28,Soft  Flat (Turf),2m,Nowwhatdoyouthink (IRE),Mr J W Hendrick,7,P Nolan,4th,3/4 l,5,12-0,-,True,99,50
N/A,N/A,16:28,Soft  Flat (Turf),2m,Lieber Nicc (IRE),Mr J L Gleeson,5,H De Bromhead,3rd,5 l,5,12-0,-,True,99,50
N/A,N/A,16:28,Soft  Flat (Turf),2m,Born Braver (IRE),Mr D G Lavery,0,G P Cromwell,2nd,7 l,6,12-0,-,True,99,50
N/A,N/A,16:28,Soft  Flat (Turf),2m,Argento Boy (IRE),Miss J Townend,0,W P Mullins,1st,N/A,5,12-0,-,True,99,50
