track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Downpatrick Racing Results | 13th July 2023 16:25,N/A,16:25,Good,2m 5f 170y,Hees Dynamite (IRE),C. P. McNamara,0,Eric McNamara,8th,86 l,5,11-4,-,True,68,1
Downpatrick Racing Results | 13th July 2023 16:25,N/A,16:25,Good,2m 5f 170y,Fisichella (IRE),S. Fitzgerald,0,Denis Paul Murphy,7th,6 l,5,11-4,-,True,68,1
Downpatrick Racing Results | 13th July 2023 16:25,N/A,16:25,Good,2m 5f 170y,Struell Duke (IRE),Donagh Meyler,0,S. Wilson,6th,5 1/2 l,9,11-4,-,True,68,1
Downpatrick Racing Results | 13th July 2023 16:25,N/A,16:25,Good,2m 5f 170y,Another Nightmare (IRE),Shane Fenelon,7,John Joseph Hanlon,5th,6 l,5,10-11,-,True,68,1
Downpatrick Racing Results | 13th July 2023 16:25,N/A,16:25,Good,2m 5f 170y,Scorsese (IRE),B. Hayes,0,Colm A. Murphy,4th,5 l,5,11-4,-,True,68,1
Downpatrick Racing Results | 13th July 2023 16:25,N/A,16:25,Good,2m 5f 170y,Kalko Blue (FR),Sean Flanagan,0,Gavin Patrick Cromwell,3rd,8 l,5,11-4,-,True,68,1
Downpatrick Racing Results | 13th July 2023 16:25,N/A,16:25,Good,2m 5f 170y,Howaya C D And E (IRE),Keith Donoghue,0,Gerard Keane,2nd,2 3/4 l,8,11-5t,-,True,68,1
Downpatrick Racing Results | 13th July 2023 16:25,N/A,16:25,Good,2m 5f 170y,Foxfire Glow (FR),M. P. Walsh,0,Gordon Elliott,1st,N/A,5,11-4t,-,True,68,1
Downpatrick Racing Results | 13th July 2023 16:25,N/A,16:25,Good,2m 5f 170y,Hees Dynamite (IRE),C. P. McNamara,0,Eric McNamara,8th,86 l,5,11-4,-,True,68,1
Downpatrick Racing Results | 13th July 2023 16:25,N/A,16:25,Good,2m 5f 170y,Fisichella (IRE),S. Fitzgerald,0,Denis Paul Murphy,7th,6 l,5,11-4,-,True,68,1
Downpatrick Racing Results | 13th July 2023 16:25,N/A,16:25,Good,2m 5f 170y,Struell Duke (IRE),Donagh Meyler,0,S. Wilson,6th,5 1/2 l,9,11-4,-,True,68,1
Downpatrick Racing Results | 13th July 2023 16:25,N/A,16:25,Good,2m 5f 170y,Another Nightmare (IRE),Shane Fenelon,7,John Joseph Hanlon,5th,6 l,5,10-11,-,True,68,1
Downpatrick Racing Results | 13th July 2023 16:25,N/A,16:25,Good,2m 5f 170y,Scorsese (IRE),B. Hayes,0,Colm A. Murphy,4th,5 l,5,11-4,-,True,68,1
Downpatrick Racing Results | 13th July 2023 16:25,N/A,16:25,Good,2m 5f 170y,Kalko Blue (FR),Sean Flanagan,0,Gavin Patrick Cromwell,3rd,8 l,5,11-4,-,True,68,1
Downpatrick Racing Results | 13th July 2023 16:25,N/A,16:25,Good,2m 5f 170y,Howaya C D And E (IRE),Keith Donoghue,0,Gerard Keane,2nd,2 3/4 l,8,11-5t,-,True,68,1
Downpatrick Racing Results | 13th July 2023 16:25,N/A,16:25,Good,2m 5f 170y,Foxfire Glow (FR),M. P. Walsh,0,Gordon Elliott,1st,N/A,5,11-4t,-,True,68,1
Downpatrick Racing Results | 13th July 2023 17:00,N/A,17:00,Good,2m 5f 170y,Lady of the Vale (IRE),Mr A. P. Ryan,7,A. Slattery,5th,1 1/2 l,6,11-7,-,True,68,2
Downpatrick Racing Results | 13th July 2023 17:00,N/A,17:00,Good,2m 5f 170y,Crecerelle (IRE),J. P. Shinnick,7,S. Wilson,4th,4 1/2 l,8,11-0,-,True,68,2
